	HT29_G1_1B_1	HT29_G1_1B_2	HT29_G1_1B_3	HT29_G1_2A_1	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_1	HT29_G1_3E_2	HT29_G1_3E_3	HT29_G1_3F_1	HT29_G1_3F_2	HT29_G1_3F_3	HT29_G1_4A_1	HT29_G1_4A_2	HT29_G1_4A_3	HT29_G1_4B_1	HT29_G1_4B_2	HT29_G1_4B_3	HT29_G1_4C_1	HT29_G1_4C_2	HT29_G1_4C_3	HT29_G1_4F_1	HT29_G1_4F_2	HT29_G1_4F_3	HT29_G1_5A_1	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_2	HT29_G1_5B_3	HT29_G1_5C_1	HT29_G1_5C_2	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_2	HT29_G1_5D_3	HT29_G1_5E_1	HT29_G1_5E_2	HT29_G1_5E_3	HT29_G1_5F_1	HT29_G1_5F_2	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4G_3	HT29_G2_4H_1	HT29_G2_4H_2	HT29_G2_4H_3	HT29_G2_5A_1	HT29_G2_5A_2	HT29_G2_5A_3	HT29_G2_5B_2	HT29_G2_5B_3	HT29_G2_5E_1	HT29_G2_5E_2	HT29_G2_5E_3	HT29_G2_5F_1	HT29_G2_5F_2	HT29_G2_5F_3	HT29_G2_5G_1	HT29_G2_5G_2	HT29_G2_5G_3	HT29_G2_5H_1	HT29_G2_5H_2	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6A_2	HT29_G2_6B_1	HT29_G2_6B_2	HT29_G2_6B_3	HT29_G2_6C_2	HT29_G2_6C_3	HT29_G2_6D_1	HT29_G2_6D_2	HT29_G2_6D_3	HT29_G2_6E_1	HT29_G2_6E_2	HT29_G2_6E_3	HT29_G2_6F_1	HT29_G2_6F_2	HT29_G2_6F_3	HT29_G2_6G_1	HT29_G2_6G_2	HT29_G2_6G_3	HT29Root1_1	HT29Root1_2	HT29Root1_3	HT29Root2_1	HT29Root2_2	HT29Root2_3
HT29_G1_1B_1	0	0.00614542780626934	0.0161426915527972	0.00180562049509152	0.010844456807575	0.0107613597832947	0.0103770875389485	0.00533712546041081	0.0121493446272452	0.00235667546694041	0.00920057273093858	0.00650445503275267	0.00477857611530306	0.00669210025405822	0.00401233332381531	0.00308172844954133	0.015700383903502	0.0114818478210049	0.0138812245471075	0.00772168195884627	0.00717476400104868	0.0134656277936501	0.00739911520038222	0.0080503201761549	0.0116572627777902	0.0105837969183579	0.0140184697178796	0.00635984802992424	0.00847610063171201	0.00400229411143795	0.0113677483231769	0.00830455543801472	0.00241499703689764	0.0154030946467474	0.0108865251619656	0.0200185080382739	0.0106803063585097	0.00812788560510123	0.00916655993136127	0.0104761460163915	0.0111936134454435	0.00481914159639336	0.00287668042792979	0.0104296384642439	0.00786152836489911	0.00441486596857175	0.0176244991627292	0.00993479426292771	0.00722244450334135	0.0134930759707976	0.0122410906646703	0.00731385222825094	0.00434563044738927	0.00786917505550557	0.0121636021519445	0.0125797362071268	0.00561116657515631	0.0111096358460748	0.00444679588039928	0.010281842555678	0.00776720458209889	0.00654162488619851	0.00761249676984871	0.0107277155370533	0.00746167411051861	0.0113554694733702	0.00502215171238586	0.0104292886950935	0.00886501197082891	0.00615045496340006	0.0100304162185219	0.0105374137025636	0.00806674333306286	0.00349548567526088	0.00427101575667811	0.00511122272112537	0.00664497855392955	0.0156207356262626	0.00616901552444175	0.0109248377946079	0.0108335808790824	0.0133164134750784	0.00979633893088402	0.0112971253646225	0.00513298420835238	0.0084928410068086	0.00961288452569599	0.0085168125292315	0.0146369383120075
HT29_G1_1B_2	0.00614542780626934	0	0.0142837928940619	0.00543717313758515	0.0108764369367825	0.0145945662882759	0.00900258241898158	0.00743520481852321	0.00956909720226175	0.00794700982589809	0.00539498303338614	0.00477312946123681	0.0103354895107588	0.00324748504054987	0.00560996208705013	0.00459863290794479	0.0138916733700199	0.00566660117834096	0.0143347306127641	0.00681369684465153	0.0016853690987606	0.0192885269694797	0.0124299627886419	0.00627191908371392	0.0140456791820758	0.0129774511739668	0.0102460978424051	0.00875109863372145	0.0101356703600659	0.00762796971571974	0.0110966557088491	0.00621476540528995	0.00655134003088568	0.0135255970337147	0.00595861016856795	0.0188012586538084	0.00947582369174028	0.0106256837320608	0.00591701594371476	0.01028024886239	0.0105249531023515	0.00562576382249086	0.00543563171398607	0.0044591256095958	0.00433541967141461	0.00232417057378445	0.013561266168393	0.00915099221438148	0.00648348565670505	0.00958589040969867	0.00883294094698404	0.00921997284074949	0.00621474903959087	0.00795191516968079	0.00942072471553257	0.0107620838035263	0.0020623745987963	0.0106320590007445	0.00363981175432377	0.00447046420278167	0.00928168980562669	0.00453842455695278	0.00693513568227304	0.00530755249895404	0.00484533829356307	0.00931112787434293	0.00520989853401263	0.0112374212588624	0.0111843465329181	0.0102192652333983	0.0112669354618033	0.0118570809224315	0.0119098997448564	0.00271166921869736	0.00994538460280745	0.00748920581114263	0.0100132118905951	0.0170296582673891	0.00494666877676657	0.0110817000188561	0.0103814454294499	0.0124460505728362	0.00749240913884804	0.0065414065680251	0.00193241903338822	0.00526263236363434	0.00581471340001258	0.00549157527844217	0.0125546359791174
HT29_G1_1B_3	0.0161426915527972	0.0142837928940619	0	0.016592549488355	0.0245072290150649	0.0143579210512989	0.0215644718689854	0.0188401002101632	0.00694942985161845	0.0156566544264634	0.00902098835007529	0.0123180134374998	0.0202715284911649	0.0155728974253451	0.0122194369066684	0.0163681707720014	0.0279443899725349	0.0126931083455339	0.0274321333313739	0.0191964665370976	0.013243471365327	0.023069217081938	0.0225879184542902	0.0127037810281259	0.0254412823458366	0.02585818535565	0.00743477286711615	0.0209830262731112	0.0224403336621119	0.0197135326926474	0.0249394240150072	0.0197724681077982	0.0179336678190209	0.0276223987806508	0.0142628925671698	0.0328091619022181	0.0233576862693129	0.0187656304827558	0.0200536358641574	0.0230210971040215	0.023878342058387	0.0154762445526174	0.0178786634543447	0.0149294094283381	0.0161511663126976	0.0137007924656498	0.00633423703071115	0.0231091887670512	0.0135257425407795	0.00645189692453204	0.0225040751739421	0.0112257966032149	0.0181985057419501	0.00860286615290867	0.00499877198690447	0.00364508598053524	0.0132269722763405	0.00549665050102095	0.0140673933641605	0.012404834043973	0.0145131598702503	0.0106279384722399	0.0202828010360509	0.0171064971003883	0.0134226685448755	0.0226801741172016	0.0177448632255727	0.0245561095668577	0.0245089001195456	0.020408063734437	0.0248422237042081	0.0249370911725295	0.0237345887252496	0.014753033493807	0.0199177618279684	0.0204556436899748	0.0183819629820579	0.0300098426505866	0.0182707273344597	0.0246351089475055	0.0235812002873664	0.0257809981852698	0.0209916068508423	0.0155434243993828	0.0156815394639793	0.0161956351038136	0.0160223111208935	0.0111356856688262	0.00185880096229701
HT29_G1_2A_1	0.00180562049509152	0.00543717313758515	0.016592549488355	0	0.00933604222756663	0.0115329286242401	0.00858825212605256	0.00372092577590089	0.0119179268506717	0.00402902895055378	0.00916388402285817	0.0057475954882611	0.00495735624826827	0.00525822563576935	0.00452752895580582	0.00139534158228564	0.0143412055843655	0.0106886765713034	0.0123608254968972	0.00591720958769562	0.00639695113067458	0.014317604113546	0.00715320138610346	0.00709513007042526	0.0103649197168164	0.00949838467734051	0.0136408382794852	0.00495155354727007	0.00696624645779302	0.00312441637097876	0.00989929355717408	0.00663166081459415	0.00298069166864401	0.0141019677190695	0.00967023184207848	0.0186513142159515	0.009129159225014	0.00704090238353075	0.00794110664483001	0.0087635294914355	0.0095377954973926	0.00347337137303981	0.00186667742754419	0.00939069381272945	0.00632952015689893	0.00380593737087455	0.0176158588600327	0.00844260998132209	0.00622208876883484	0.0135814472398896	0.0108256130322622	0.00763672233494616	0.00260522904490193	0.00830904322107591	0.0124375736732582	0.0130187272308245	0.00486969149157459	0.0116377206921246	0.00346156716164555	0.00959629574558564	0.0071071921394953	0.00635836486976066	0.0059011812712726	0.00942549435220176	0.00633616679482114	0.00966727325577267	0.00322855579573991	0.00896805438060293	0.00813412321885941	0.00528819983799599	0.00879087656631843	0.00913946020871188	0.0073471944500336	0.00283914764788259	0.0046362900237932	0.00463890190579797	0.00577613171142937	0.0143050539511396	0.00446456750816695	0.00941335873706702	0.00916278039953689	0.0116731913474912	0.00925830994189565	0.00992987544969705	0.00400999474557785	0.00693268923260886	0.00810834041740435	0.00779860825404706	0.0149748045261789
HT29_G1_2A_2	0.010844456807575	0.0108764369367825	0.0245072290150649	0.00933604222756663	0	0.0197033933816333	0.00443187886180739	0.0069928303715896	0.0185938327857247	0.0129827515859932	0.0160450338386112	0.0124014968780339	0.0101208734891468	0.00906102161121651	0.0135144695003813	0.00877218698152181	0.00646759005238849	0.014438955171205	0.00378393239252954	0.0056979182072978	0.0117048989935355	0.0202221949335972	0.00969946752680514	0.0126828392224578	0.00663311234713596	0.00453805661987385	0.0194402205022245	0.00534903947507934	0.00417622442921613	0.00728309686670988	0.00101605422782353	0.00507961629281565	0.00989122337192517	0.0066712706994745	0.0123819782172435	0.0097279253629728	0.0023272680391651	0.010409029978047	0.00684766572123117	0.00297531222387358	0.0017998418190795	0.00975524782901456	0.00817201374966474	0.011954480572443	0.0088302850950619	0.011069303654077	0.0238004048120119	0.00216044579166468	0.0120209835800232	0.0202109102007856	0.00657010023100518	0.0160253774912208	0.00712591083712334	0.0168645260081513	0.0199440587344493	0.0210272727481742	0.0113620133195029	0.0200904354802814	0.0106133982828823	0.0139639868302532	0.013237529531106	0.0139414967947999	0.00422984122145735	0.0101198316287948	0.0114958529913283	0.00385917076321114	0.00696825802602385	0.00147523287826697	0.00547462631280112	0.00850128195605648	0.00247217458064678	0.0024935482175704	0.0068825640570772	0.0103176662109606	0.0102789879647491	0.00733565340966016	0.0103755657429509	0.00645425778898848	0.00625169625777881	0.000345018398604508	0.00194822689119122	0.0029808028154415	0.00943526469093548	0.0116014190086655	0.00915815011913323	0.00913333772359019	0.00994076586650989	0.0137631533554323	0.0227092114856077
HT29_G1_2A_3	0.0107613597832947	0.0145945662882759	0.0143579210512989	0.0115329286242401	0.0197033933816333	0	0.018071427970411	0.012769061502338	0.0124718496634335	0.00911369694646565	0.0136874406646565	0.0111544351225261	0.0114298051436176	0.014394384978209	0.00911374239467178	0.0121474066285094	0.0255063835054555	0.0175131375780766	0.0215889630676032	0.0154599253045909	0.0144613915084131	0.00916079387864516	0.0127706505569404	0.0115091876052709	0.0171729588588107	0.0185154538128448	0.0153659154436999	0.014467655890374	0.0159377187946691	0.0134685685720438	0.0205190973250589	0.0172600644947105	0.0129632182999062	0.0253849023671626	0.0165799859740534	0.0294206728528628	0.0199889245703982	0.0106853744280846	0.0191607894025539	0.0181968740161805	0.0196651890843941	0.0110332652147037	0.0133032213113903	0.0178335043523377	0.0151672628451603	0.0123280390165371	0.0189854453550362	0.019413429506378	0.0107548400170258	0.0162175602950482	0.0218626561297293	0.00584425274467146	0.0129208147841803	0.00843402243916976	0.0136326025696251	0.0124179312187269	0.0128374912672153	0.00947930235152788	0.0115428418541495	0.0166440479041874	0.00826905180997892	0.0110626133819272	0.0164728190060994	0.0187804818093573	0.012586745405251	0.0200529057258446	0.0136744715444039	0.0188825862846093	0.0183325347663471	0.0117805121600152	0.0190608785153517	0.0186342060607916	0.0153860953420842	0.0125201636853407	0.0114470968351587	0.0155537566736251	0.00981881845104587	0.0228353547975519	0.0151561503754962	0.0196531853260886	0.0191134075560663	0.0216606407905804	0.0204003001589517	0.0172766465449232	0.0142512285199092	0.0151136685334245	0.0158610781063933	0.0123237278442734	0.0135965439756831
HT29_G1_3E_1	0.0103770875389485	0.00900258241898158	0.0215644718689854	0.00858825212605256	0.00443187886180739	0.018071427970411	0	0.00588286599428775	0.0151669879337348	0.0125646813697635	0.0134781096209415	0.00950174761694226	0.0108784739125501	0.00628114872589557	0.0117915014569055	0.00750834683934176	0.00882866307142695	0.0113582376836062	0.00633891150801284	0.0028309756919893	0.00922367435143165	0.0204002440008384	0.0108992310603687	0.00928862900797977	0.00760399585440995	0.00787833333086431	0.0158441817407061	0.00581107855186479	0.00475186820876277	0.00795726679069578	0.00496868528787062	0.00321406918617954	0.0103037533447422	0.00905714200838165	0.00865843512410601	0.0124889152970528	0.00388083632498506	0.00845149397370881	0.00651962096835446	0.00220777585903709	0.00289612313483259	0.00745419076483524	0.00809168596852292	0.00913150734662405	0.00555105722193711	0.00916501178343687	0.020593653124748	0.00426802100950528	0.00884949306207453	0.0173983381873667	0.0062606202302182	0.0137401015498048	0.00617574411033482	0.0144667550896042	0.0171915052727279	0.0183013326672026	0.00904180189838337	0.0174682962943019	0.00839533544183301	0.0111394690093263	0.0105157659331269	0.0114035578797237	0.00311765277659262	0.00735107382364238	0.00819524697623118	0.00260542047243418	0.00541705819889778	0.00488822415935391	0.00886049112409607	0.00843306650479037	0.00639332219285705	0.00558289403695249	0.00899518782628301	0.00888263053852071	0.0110400736386987	0.00878184731108415	0.00893790061943297	0.00951217402291439	0.00459686891934986	0.00446439242262371	0.00262709550026349	0.00440757326830365	0.0104136781587396	0.00773430146694208	0.00750473802809241	0.00546654282488343	0.00605793818248845	0.0104665410906982	0.0197204524254692
HT29_G1_3E_2	0.00533712546041081	0.00743520481852321	0.0188401002101632	0.00372092577590089	0.0069928303715896	0.012769061502338	0.00588286599428775	0	0.013205483786017	0.00715718120109825	0.0114689454589486	0.00681255128801978	0.00545548227684632	0.00547142560664566	0.00738116658749831	0.00327758910303582	0.0128770709269686	0.0117739395002946	0.00934923348218185	0.00352473934249175	0.00800274696805438	0.0147978831602231	0.00616067326491726	0.00725334375411326	0.00698811087464577	0.00722489134083897	0.0148335364780571	0.0023551606853481	0.00372682496731343	0.00348027231669532	0.00780664684328667	0.00531412323704238	0.00596131258252396	0.012858631236163	0.00966232597559406	0.0166963244171573	0.00732080501826914	0.00459409540036824	0.00809780804147808	0.00568152670479399	0.00694211323832984	0.00342728291974824	0.0040960136812809	0.0101362668175281	0.00586504358418624	0.00618090501191579	0.0195330955724431	0.00678764947672753	0.00616304041074701	0.0158335252918235	0.0100414040934898	0.00919669415605551	0.00144018608988218	0.010601978379294	0.0148051723286967	0.0154134387236106	0.0067300985581975	0.0138998626997007	0.00505958501788336	0.0110050908863403	0.00664159516174198	0.00845304682262984	0.00399155486793411	0.00948654122770185	0.00659173198245917	0.00760943962533129	0.00241314613265145	0.00637131372940169	0.00744102406876383	0.00327028009463453	0.00686543301428487	0.00641317273873506	0.0057254074571871	0.00557518189946277	0.00563020150297665	0.00582837709809459	0.00396149929921077	0.0113645040447806	0.00370329337886501	0.00696599614103075	0.00641940994668185	0.00899708484235871	0.0106052621568557	0.00947784097837236	0.00561888900292142	0.00606596877755849	0.00729257344811485	0.00872212937660803	0.0171268999912488
HT29_G1_3E_3	0.0121493446272452	0.00956909720226175	0.00694942985161845	0.0119179268506717	0.0185938327857247	0.0124718496634335	0.0151669879337348	0.013205483786017	0	0.0124508880796678	0.00550653681091587	0.00648378521703365	0.0160219647460052	0.00971011168405081	0.00837901207055751	0.0112774012307205	0.0222836896037177	0.00778402464030009	0.021196247428287	0.0130160299501099	0.008139881211961	0.0206984157255114	0.0179398707197751	0.00623907945625335	0.0194353558385597	0.0203278532135188	0.00290168725050472	0.0154622954778061	0.0165457456237373	0.0149100427526966	0.0190900252024744	0.0138759925404773	0.0140552819773216	0.0221000647379555	0.00799983116789432	0.0269175920323746	0.0174950909968628	0.0129697315616846	0.0149084406505495	0.0167411436395012	0.0177195741993347	0.00980003016909038	0.0132356376399501	0.00967453125821686	0.00998844510289173	0.00889431114001351	0.0077359875241509	0.0173801049256152	0.00729805541537045	0.00597445953248852	0.0169504682757478	0.00746907908155588	0.0127811256313221	0.00552541396340644	0.00466589940267999	0.00494912992167233	0.0080965195217796	0.00507448974569371	0.00874387911619794	0.00767515406806676	0.00892648289967333	0.00581176548623141	0.0144113581476043	0.0115074338311554	0.0071169518396739	0.0165219124167787	0.0121350526169713	0.0186659481975069	0.0196132117633311	0.0152016759502693	0.0192921678321971	0.0190708063148633	0.018665845699154	0.0101131094201658	0.0158135462959055	0.0160251988983955	0.012980429297437	0.0239155559524296	0.0125809825973519	0.0186940529210432	0.0173999577619467	0.0195094383323189	0.0169670279238855	0.00916986513555746	0.0106145059616252	0.00978648455852109	0.00950877191720412	0.00483915547106753	0.00519307470783676
HT29_G1_3F_1	0.00235667546694041	0.00794700982589809	0.0156566544264634	0.00402902895055378	0.0129827515859932	0.00911369694646565	0.0125646813697635	0.00715718120109825	0.0124508880796678	0	0.00987932715441082	0.00762180212718145	0.00510873460587791	0.00871652989585545	0.00413613148745982	0.00526148870540441	0.0179619086011531	0.0129813224963754	0.015841169326335	0.00986954518725274	0.00881228776017232	0.0118163382467057	0.0078414254696213	0.00915049741809346	0.0130525945654945	0.0121897428690275	0.0146018720708125	0.00819498018922643	0.0103077614244822	0.00584009227734483	0.0135410848619166	0.010633574725751	0.00403529190350299	0.0176562083539292	0.0125862732959704	0.0221920261663319	0.0129702323261632	0.00896674942618267	0.0114636081332875	0.0125721450984154	0.0133938180600231	0.0063686129683228	0.00517023463592207	0.0122781511213967	0.00989298697086779	0.00604569277181738	0.0179480120446474	0.01220110024916	0.00830247669464154	0.0138690643732654	0.0145837485144138	0.00666969670390179	0.00642840060618962	0.0074637321543868	0.0121864729215729	0.0122434704257715	0.00718787817718386	0.0104676487944799	0.00606177090372148	0.0117462555560565	0.00814893814135358	0.00726817065088012	0.00988724570047424	0.0128230914614475	0.00891127956593707	0.0136681005685458	0.00723233285436309	0.012438093398061	0.0105248522371931	0.00713573082570527	0.0119762509157417	0.0124261195801145	0.00925798852532515	0.00540893533866907	0.00457903701839352	0.00697663972463555	0.00732849623717678	0.0173286980036952	0.00847319903934178	0.0130387263253287	0.0130023952111685	0.0155072614326044	0.0117387397453715	0.0131294033475928	0.00725841360800177	0.0104391547304904	0.0115110630492436	0.00955970239079107	0.0143241563683801
