	HT29_G1_1B_1	HT29_G1_1B_2	HT29_G1_1B_3	HT29_G1_2A_1	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_1	HT29_G1_3E_2	HT29_G1_3E_3	HT29_G1_3F_1	HT29_G1_3F_2	HT29_G1_3F_3	HT29_G1_4A_1	HT29_G1_4A_2	HT29_G1_4A_3	HT29_G1_4B_1	HT29_G1_4B_2	HT29_G1_4B_3	HT29_G1_4C_1	HT29_G1_4C_2	HT29_G1_4C_3	HT29_G1_4F_1	HT29_G1_4F_2	HT29_G1_4F_3	HT29_G1_5A_1	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_1	HT29_G1_5B_2	HT29_G1_5B_3	HT29_G1_5C_1	HT29_G1_5C_2	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_3	HT29_G1_5E_1	HT29_G1_5E_2	HT29_G1_5E_3	HT29_G1_5F_1	HT29_G1_5F_2	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4H_1	HT29_G2_4H_2	HT29_G2_4H_3	HT29_G2_5A_1	HT29_G2_5A_2	HT29_G2_5A_3	HT29_G2_5B_2	HT29_G2_5E_1	HT29_G2_5E_2	HT29_G2_5F_1	HT29_G2_5F_3	HT29_G2_5G_1	HT29_G2_5G_2	HT29_G2_5G_3	HT29_G2_5H_1	HT29_G2_5H_2	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6A_2	HT29_G2_6A_3	HT29_G2_6B_1	HT29_G2_6B_2	HT29_G2_6B_3	HT29_G2_6C_2	HT29_G2_6C_3	HT29_G2_6D_1	HT29_G2_6D_2	HT29_G2_6D_3	HT29_G2_6E_1	HT29_G2_6E_2	HT29_G2_6E_3	HT29_G2_6F_1	HT29_G2_6F_2	HT29_G2_6F_3	HT29_G2_6G_1	HT29_G2_6G_2	HT29_G2_6G_3	HT29Root1_1	HT29Root1_2	HT29Root2_1	HT29Root2_2	HT29Root2_3
HT29_G1_3F_2	0.0252018214743331	0.00484467489698194	0.0116102400775426	0.00629435996389513	0.00743782637753661	0.00511061702204633	0.00984440739803975	0.0172435805660611	0.00539607010921788	0.0131658626879163	0	0.0222380081233172	0.0180816081173287	0.0148214940178092	0.00133695695525035	0.0176185052003617	0.00366127495095056	0.00138539413411706	0.0264017685189788	0.017785395796788	0.00559463703972601	0.0263834324813995	0.0089021224085205	0.00812068618872259	0.00384990705281954	0.0193391124115857	0.00258272790688051	0.0113081594846557	0.0306370190319689	0.00581902846894283	0.0201496952850352	0.017127132222041	0.00121899314984103	0.0195462638383216	0.00261743573763047	0.0339435165887319	0.0084464322044756	0.00158704533442147	0.0314241931307748	0.00906735117037886	0.00324555017189764	0.0142599055176053	0.0158831919796303	0.00314512794027679	0.00376926762579753	0.0100358128528377	0.000309720221050444	0.00338188086217727	0.0105711285389656	0.0121612538403136	0.00424001006647562	0.00149057827901257	0.000178687859678187	0.0110385487389007	0.0171459253468106	0.00871512939857242	0.00357844198953501	0.00611952193563385	0.00850418987747996	0.00916943792130766	0.0281444364817058	0.0252121240374918	0.016410187723352	0.0327100226375039	0.0173285025361104	0.00911064421325114	0.0246111027819524	0.00167302741435706	0.0105884036917626	0.0126394780964636	0.00762443397411348	0.0222652198677585	0.0189975339108766	0.00691208869941382	0.0297139680868646	0.0235572968365616	0.011161298532659	0.0257813536579536	0.0208356822524518	0.0042710852108602	0.0181236861959974	0.00828338460692117	0.0171999249353119	0.0147750554857249	0.0064496347196168
HT29_G1_3F_3	0.0474252436045585	0.0173944062697845	0.0106293549090049	0.0285301175893012	0.0296730731153946	0.0171285061715213	0.0320784778336487	0.0394731893846858	0.0168430962246707	0.035398086775815	0.0222380081233172	0	0.0403106324306161	0.0370527022505713	0.0235745672896879	0.0398478544872511	0.0185775977925593	0.0236229892388775	0.0486241359119699	0.040014628531787	0.0278306919424131	0.0486058162287856	0.031136669681402	0.0303556130426957	0.0260866521785318	0.0415672298221449	0.0248199284272455	0.0335414479195537	0.0528554131030649	0.0164201980312384	0.0423772092158768	0.0393568209989645	0.0210193395378351	0.0417742284303644	0.0196212242453925	0.0561585404742111	0.030681202579248	0.0206513781712901	0.0536418060440913	0.0313018163399901	0.0189932410768627	0.036491465404321	0.0381137156267034	0.025382131131601	0.026006042885346	0.0322697838809808	0.0225476400770407	0.0256187986987849	0.011668463279878	0.0343940634566994	0.0264766072067326	0.0237281401149566	0.0224166453448229	0.0112010479374306	0.0393756012404491	0.013524387973106	0.0186604148588661	0.0283553549353335	0.0307389322456189	0.0130701057966643	0.0503652160742762	0.0474355372463459	0.038640361985148	0.0549263310343173	0.0395580528494183	0.0131288963911425	0.0468350325332942	0.0239105309052659	0.0328220829130693	0.0348720119008066	0.0298595943922645	0.0444910894324652	0.0412259011971511	0.0291475741889332	0.0519332611962409	0.045782113051234	0.0333946676865893	0.0480042703280009	0.0430626739397186	0.0179678992949906	0.0403526807409523	0.03051823361841	0.0394295637658358	0.0370062930721603	0.0157896731422971
HT29_G1_4A_1	0.0071219003961545	0.0229251962987518	0.0296884442059109	0.0117879632793942	0.0106445436409229	0.0231910650548414	0.00823797864109217	0.000838164831024272	0.0234764377903798	0.00491636357999297	0.0180816081173287	0.0403106324306161	0	0.00326057460080292	0.0167448683787465	0.000463180390541002	0.0217421054396576	0.0166964384037663	0.00832222239632636	0.000296262333076051	0.0124876450670541	0.00830388043455991	0.00918027062325228	0.00996169970374853	0.0142322309034771	0.0012577346885585	0.0154992679613267	0.00677418200620513	0.0125590019376424	0.023899274042702	0.00206848153569731	0.00095463121861849	0.0193003721992878	0.00146492686944154	0.0206985153646028	0.0158669134581613	0.00963595809252894	0.0196683493833083	0.0133464952555599	0.00901504186693753	0.0213264825171349	0.00382222235804691	0.00219874844963246	0.0149369348856644	0.0143128622281742	0.00804656968687265	0.0177719413775364	0.0147002082899454	0.0286497500233723	0.00592104286398899	0.0138421652862346	0.01659126974268	0.0179029513459199	0.0291169852682275	0.00093583519896602	0.0267944405578914	0.0216592930515353	0.0119627919209207	0.00957820098720917	0.0272485868519658	0.0100654808536045	0.00713220606837487	0.00167168124715913	0.0146328696252746	0.000753229543404185	0.0271898143786344	0.00653100664011564	0.0164088469456696	0.00749396481484066	0.0054427874606125	0.0104579412761611	0.00418449085599461	0.000916090715242637	0.0111702629583968	0.0116355905995216	0.00547690405029665	0.00692104927210986	0.00770161043832247	0.00275461670749353	0.0223517599690457	4.20853154651738e-05	0.00979900374094214	0.000881827255699283	0.00330701825760618	0.0245296914638929
HT29_G1_4A_2	0.0103823520480568	0.0196654013772963	0.0264292389396113	0.00852755997811193	0.00738410278122441	0.019931290123256	0.00497747359073553	0.00242241318067542	0.0202166846031922	0.00165580272716495	0.0148214940178092	0.0370527022505713	0.00326057460080292	0	0.0134846810847229	0.00279739638593402	0.018482224697205	0.0134362485778414	0.0115826369630118	0.00296431374212083	0.00922726700398826	0.0115642956030764	0.00591978831522372	0.00670123858822007	0.0109719232628131	0.00451829976856974	0.0122390182046309	0.00351364770068805	0.0158192484726517	0.0206395536232571	0.00532903768828891	0.00230594708072852	0.0160403304218321	0.00472548987562837	0.0174385631520316	0.0191269890166441	0.00637548788530336	0.0164083304933459	0.0166067042310924	0.005754555349038	0.0180665728365417	0.000561651377657365	0.00106183008015038	0.0116766587370036	0.0110525581017802	0.004786060391673	0.0145118097524968	0.0114399213663201	0.0253904431375659	0.00266049490208826	0.0105818409691077	0.0133310744474028	0.0146428270933916	0.0258577235930529	0.00232474305707767	0.023534962199561	0.0183994064930446	0.00870239476511549	0.0063177292063837	0.0239891492810757	0.0133258332627308	0.0103926574217795	0.00158889782054717	0.0178930130150438	0.00250734822980461	0.023930371486093	0.00979147482904647	0.0131486422569634	0.004233443973283	0.00218223293258094	0.00719749471996847	0.0074450134597575	0.00417665890294615	0.00790983880025895	0.0148958786607563	0.00873739891288689	0.00366051756928736	0.0109620447629985	0.0060151636019898	0.0190919228126951	0.00330265968261592	0.00653853803838139	0.00237875086912789	4.64439150299037e-05	0.0212700211184436
HT29_G1_4A_3	0.0238652918881874	0.00618160967889917	0.0129470846776922	0.0049574257581172	0.00610090245322639	0.00644754957145187	0.00850751120580117	0.0159068206164044	0.00673300014385494	0.0118290182123429	0.00133695695525035	0.0235745672896879	0.0167448683787465	0.0134846810847229	0	0.0162817541739567	0.00499821837936618	4.8437228819507e-05	0.0250652810373133	0.0164486488043806	0.00425769746763275	0.0250469443419915	0.00756521437735335	0.00678376929590295	0.00251295717478788	0.0180024048021728	0.00124577330943309	0.00997128417268853	0.0293006953223634	0.00715595455160577	0.0188130095274329	0.0157903695401553	0.00255594780984571	0.0182095617283832	0.00395438505323514	0.0326073369731805	0.00710951890010662	0.00292399886937187	0.0300879024429127	0.00773044512412763	0.00458249613991486	0.0129230814581886	0.0145464012749273	0.0018081751492148	0.00243231737792718	0.00869891921908868	0.00102723696804654	0.00204492896920055	0.0119079915423931	0.0108243920886258	0.00290306211067701	0.000153621492163083	0.00115826924789004	0.0123754036702562	0.0158091631046085	0.0100520211396956	0.00491538594456408	0.00478258632304168	0.00716727722512909	0.0105063231162218	0.0268080135369194	0.0238755948047168	0.0150734086304021	0.031373787616547	0.0159917445907148	0.0104475302731202	0.0232745531707087	0.000336070871552275	0.00925151773488109	0.0113026243926953	0.00628751190523241	0.0209285953320681	0.0176608173607868	0.00557515981537385	0.0283776066822171	0.0222207126569364	0.00982442098944103	0.0244448441684104	0.0194990156842338	0.00560802444602182	0.0167869474975894	0.00694646948751012	0.0158631639591747	0.0134382416159909	0.00778655440842618
HT29_G1_4B_1	0.00758506807230983	0.022462141945362	0.0292254781067715	0.0113248150864505	0.0101813893502298	0.0227280137178725	0.00777481362682499	0.000374984515084567	0.0230133897320077	0.00445318842288364	0.0176185052003617	0.0398478544872511	0.000463180390541002	0.00279739638593402	0.0162817541739567	0	0.0212790381082286	0.0162333238070548	0.00878538560479833	0.000166918068932872	0.0120245009257786	0.00876704371631279	0.00871710946814942	0.00949854208028346	0.0137690979288607	0.00172091456576756	0.0150361440536661	0.00631101185968369	0.0130221441006999	0.0234362309202006	0.00253166068567507	0.000491450939844982	0.0188372803673934	0.00192810659025883	0.0202354371862612	0.0163300335367288	0.00917279896028931	0.0192052610476028	0.0138096326078322	0.00855188000360398	0.020863410798444	0.00335904503218687	0.00173556896813606	0.014473806854229	0.0138497298065011	0.0075834039419349	0.0173088357648002	0.0142370785701233	0.0281867687998025	0.00545787020834812	0.0133790296826851	0.016128154298978	0.0174398468677121	0.0286540107769698	0.000472654913663002	0.0263314337445515	0.0211962248388277	0.0114996447175365	0.00911504159292916	0.0267855861341545	0.0105286363946027	0.0075953737090064	0.0012085013375597	0.0150959985177228	0.000290049204663466	0.0267268128658491	0.0069941762713327	0.0159457300460693	0.00703079706106782	0.00497961355317259	0.00999478605183666	0.00464766665186226	0.00137927080596393	0.0107071113908093	0.0120987380461806	0.00594007676755762	0.00645787959328463	0.00816477603967009	0.00321779500005026	0.0218886992346871	0.000505265700531507	0.00933584535737315	0.000418646952974011	0.002843840110506	0.0240666558736016
HT29_G1_4B_2	0.0288616715150101	0.0011834116522707	0.00794915537644489	0.00995550893932959	0.0110989356328246	0.00144935720076875	0.0135054163757283	0.0209041416945473	0.00173481428692538	0.0168266964710728	0.00366127495095056	0.0185775977925593	0.0217421054396576	0.018482224697205	0.00499821837936618	0.0212790381082286	0	0.00504665493333923	0.0300614911766438	0.0214459159731472	0.00925580778810669	0.030043157124833	0.0125631733337126	0.0117817692829561	0.00751112367284907	0.0229995090599215	0.00624397027054643	0.0149690964858009	0.0342962506082666	0.00215777919062497	0.0238100239157625	0.0207877020081801	0.00244228784911967	0.0232066433366223	0.00104384477458993	0.0376023203647911	0.0121075021779328	0.00207423630740655	0.0350833263690522	0.0127283949893481	0.000415727527978604	0.017920672338782	0.0195438510648851	0.00680635966749125	0.0074304860743958	0.0136968128891283	0.00397099267888278	0.0070431077348558	0.00691000394483423	0.015822145085105	0.00790121747615799	0.00515183768870127	0.00383996141929343	0.00737744152478936	0.0208064937391748	0.00505394487275202	8.28335655963161e-05	0.00978067653199985	0.0121652574813551	0.00550826672820592	0.0318039648713534	0.0288719730067246	0.0200708096888837	0.0363689905203319	0.0209890573187359	0.00544947124598497	0.0282710136100744	0.00533428430864706	0.014249377118993	0.0163003424696002	0.0112855362611926	0.0259253595121599	0.0226579584893555	0.0105732168537353	0.0333733121674158	0.0272173129453827	0.0148222431284181	0.0294411428292515	0.0244959514149502	0.000609815573654721	0.021784180245178	0.0119444611995023	0.0208604893154577	0.018435789199154	0.00278839657209124
HT29_G1_4B_3	0.0238168692654144	0.00623004587600311	0.0129955173584944	0.00490898917152283	0.00605246619699956	0.00649598567789395	0.008459075865678	0.0158583899399992	0.0067814361486718	0.0117805846236155	0.00138539413411706	0.0236229892388775	0.0166964384037663	0.0134362485778414	4.8437228819507e-05	0.0162333238070548	0.00504665493333923	0	0.0250168598959464	0.016400218577491	0.00420926071238549	0.02499852317747	0.00751677864300493	0.00673533326927643	0.00246452011047558	0.0179539759450019	0.00119733612088042	0.00992284953515612	0.0292522799591757	0.00720439039766166	0.0187645814321464	0.0157419387690446	0.00260438486067825	0.0181611330628368	0.00400282185890908	0.0325589267094621	0.00706108299148597	0.00297243586588423	0.0300394882472682	0.00768200945560544	0.00463093280121137	0.0128746485688676	0.0144979695343273	0.0017597380053014	0.00238388030319996	0.00865048396459631	0.00107567416681332	0.00199649184911627	0.0119564249281699	0.010775957910964	0.0028546251016513	0.000105184263814214	0.00120670643889604	0.0124238367463981	0.0157607323487352	0.0101004556349488	0.00496382252065418	0.0047341496919212	0.00711884133802536	0.0105547573575833	0.026759594669802	0.0238271721943673	0.0150249772910951	0.0313253753906346	0.0159433139838021	0.0104959645479889	0.0232261298441112	0.000287633646122864	0.00920308273818671	0.0112541904890118	0.00623907570938028	0.0208801693771099	0.0176123881922436	0.00552672339884725	0.0283291899871625	0.0221722881166248	0.009775986276478	0.0243964222524648	0.0194505882589673	0.00565646082560091	0.0167385175587574	0.00689803351915506	0.0158147332471952	0.0133898090768839	0.00783498999962337
HT29_G1_4C_1	0.00120035775220124	0.03124430516775	0.0380057180658715	0.0201091701232844	0.0189659024053616	0.0315101099120916	0.0165596192656646	0.00916035479251884	0.0317954132062249	0.0132383095960486	0.0264017685189788	0.0486241359119699	0.00832222239632636	0.0115826369630118	0.0250652810373133	0.00878538560479833	0.0300614911766438	0.0250168598959464	0	0.00861847395034429	0.0208087531971437	1.8342598436239e-05	0.0175018069839458	0.0182831436515308	0.0225530737973432	0.00706452514334871	0.0238199010457918	0.0150959691085394	0.00423700056956804	0.0322181451687202	0.00625379530602439	0.00927681619802693	0.0276202883691209	0.00685733783953143	0.0290181345437983	0.00754518629216228	0.0179574412196604	0.0279881891336847	0.00502455113275527	0.0173365970763766	0.0296459624336551	0.0121442479162235	0.0105208729533708	0.0232576628766727	0.0226336922018809	0.0163682305347523	0.0260921616676547	0.0230209753792583	0.0369673338670587	0.014242906680071	0.0221630698565525	0.0249117103441373	0.0262231464061125	0.0374344309471354	0.00925802099023238	0.0351125525309549	0.0299786976814324	0.020283974509185	0.0178996909631767	0.0355665725681863	0.0017433315717225	0.00119005182382624	0.00999383299281559	0.00631102982549859	0.00907542306503014	0.035507816544204	0.00179126471797671	0.0247293204551108	0.0158156822408703	0.0137646915023	0.0187793237297297	0.00413780422042401	0.00740616027888497	0.0194915533187114	0.00331352853303276	0.00284538365458111	0.0152428225260687	0.000620631933344605	0.0055676701834086	0.0306710046593976	0.00828013855173274	0.0181204673748278	0.00920401536306628	0.0116290776798204	0.0328484039948746
HT29_G1_4C_2	0.00741815477737323	0.0226290151632468	0.029392319690814	0.0114917218397494	0.0103482982720213	0.0228948858554332	0.00794172635209278	0.000541902567142231	0.0231802606952583	0.00462010471912354	0.017785395796788	0.040014628531787	0.000296262333076051	0.00296431374212083	0.0164486488043806	0.000166918068932872	0.0214459159731472	0.016400218577491	0.00861847395034429	0	0.0121914062366946	0.00860013203498006	0.00888402082656775	0.00966545218580017	0.0139359992598094	0.00155399672510464	0.015203042149207	0.00647792639735439	0.0128552401378458	0.0236031001153743	0.00236474312771286	0.000658368981334054	0.01900416699989	0.00176118881120796	0.0204023189337406	0.0161631376163461	0.00933970960127855	0.0193721464294713	0.0136427303986149	0.00871879161305357	0.0210302902339138	0.00352596208223124	0.00190248675381637	0.0146407064216276	0.0140166309402237	0.00775031692566021	0.0174757273248751	0.0144039787399828	0.0283536158081135	0.00562478562861581	0.0135459319511457	0.0162950493719812	0.0176067380222466	0.0288208553709065	0.000639572957009789	0.0264982899279464	0.021363103019248	0.0116665511186542	0.00928195232687827	0.0269524401323409	0.0103617275474973	0.00742846042712913	0.001375419264176	0.0149290993897886	0.000456967262656315	0.0268936671490412	0.00682726225686634	0.0161126256391189	0.00719771075471773	0.00514652941241817	0.0101616953053419	0.00448075035630302	0.0012123528797486	0.0108740193445813	0.0119318321558549	0.00577316161421403	0.00662479396613482	0.00799786350715026	0.00305087776850136	0.0220555747376124	0.000338347645692656	0.00950275573269216	0.000585565001207107	0.00301075744345549	0.0242335223702844
HT29_G1_4C_3	0.0196086455024365	0.0104391561702114	0.0172042560871865	0.000699736283040179	0.00184323085517353	0.0107050854966687	0.00424989664190729	0.0116495438179229	0.0109905243506415	0.00757152518650296	0.00559463703972601	0.0278306919424131	0.0124876450670541	0.00922726700398826	0.00425769746763275	0.0120245009257786	0.00925580778810669	0.00420926071238549	0.0208087531971437	0.0121914062366946	0	0.0207904146446042	0.00330757435842316	0.00252611121362561	0.00174475042867512	0.0137452674908134	0.0030119328474009	0.00571371708180616	0.0250446342322638	0.0114134606761276	0.0145559312892923	0.0115330855522474	0.00681360473628877	0.0139524392429687	0.0082120067794919	0.0283516920450864	0.00285186801130182	0.00718164742799483	0.0258319363384037	0.00347280927870908	0.00884009904029109	0.00866563923837015	0.01028904419561	0.00244953256753528	0.00182539035489204	0.00444131031533666	0.0052849218242476	0.00221277896582846	0.0161652350507161	0.00656685709701849	0.00135464444337449	0.00410407743802132	0.00541595214026603	0.0166326154029413	0.0115518802729495	0.0143093802712874	0.00917297810713412	0.000524894640741564	0.00290962766198788	0.0147636554995286	0.0225516686630349	0.0196189494108587	0.0108160816873883	0.0271179821743859	0.0117344730726433	0.0147048661746465	0.0190178506655403	0.00392162965182392	0.0049939260974297	0.00704510881721358	0.00202984379017779	0.0166716846260067	0.0134036560090172	0.00131747925707617	0.0241214374842955	0.017963913720391	0.00556684870131098	0.0201882542761	0.015241989658689	0.00986559257443368	0.0125297269523278	0.00268881493792145	0.0116058844584765	0.00918082515551461	0.0120440319762804
HT29_G1_4F_1	0.00118201516734911	0.0312259718160428	0.0379873892714185	0.0200908312998317	0.0189475631598654	0.0314917767216632	0.0165412792153195	0.00914201296629652	0.0317770801905179	0.0132199686190147	0.0263834324813995	0.0486058162287856	0.00830388043455991	0.0115642956030764	0.0250469443419915	0.00876704371631279	0.030043157124833	0.02499852317747	1.8342598436239e-05	0.00860013203498006	0.0207904146446042	0	0.0174834672353076	0.0182648041661994	0.0225347359623762	0.00704618300298468	0.023801563769789	0.0150776286236123	0.00425534300400061	0.0321998124149754	0.00623545306619964	0.00925847439167007	0.0276019529625674	0.00683899567258314	0.0289997998981458	0.00756352837495133	0.0179391016231177	0.0279698539235494	0.0050428935011909	0.0173182572735885	0.0296276281426805	0.0121259066803175	0.0105025313753772	0.0232393253486498	0.022615354401536	0.0163498904252175	0.026073825474511	0.0230026377470264	0.0369490043107479	0.0142245659609237	0.0221447318559264	0.024893373575537	0.0262048102785476	0.0374161017307295	0.00923967918066043	0.035094221670053	0.0299603635816833	0.020265635752524	0.0178813513471397	0.0355482420199812	0.00176167414161985	0.00117170923875076	0.00997549131450561	0.00632937206227485	0.00905708122446892	0.0354894859552915	0.00177292214916999	0.0247109836000909	0.015797341964463	0.0137463506579853	0.0187609844177918	0.00411946177869528	0.00738781818408259	0.0194732142640813	0.00333187103066883	0.0028270411303511	0.0152244820828787	0.000602289338834913	0.00554932786898999	0.0306526709647752	0.00826179658352529	0.018102127833692	0.00918567354427235	0.0116107363299183	0.0328300716385357
HT29_G1_4F_2	0.0163016233425726	0.0137464724194132	0.0205111898042282	0.00260784130829799	0.00146434827770278	0.0140123899522707	0.000942329344589677	0.00834213911933305	0.0142978158545775	0.00426400749864765	0.0089021224085205	0.031136669681402	0.00918027062325228	0.00591978831522372	0.00756521437735335	0.00871710946814942	0.0125631733337126	0.00751677864300493	0.0175018069839458	0.00888402082656775	0.00330757435842316	0.0174834672353076	0	0.00078146663352219	0.0050523091186864	0.0104379429086588	0.0063194733155245	0.0024061669159182	0.0217379936741292	0.0147207324313312	0.0112486416758988	0.00822567683837283	0.010121055671205	0.0106451233869061	0.0115194115075849	0.0250453303851433	0.000455708642892882	0.0104890868979249	0.0225253589954886	0.000165235933087777	0.0121474806728725	0.00535814626337245	0.00698159547185744	0.00575708183578266	0.00513294805723194	0.00113374483259958	0.00859241507824103	0.00552033159813297	0.0194722387678099	0.00325932035912128	0.00466220758184358	0.00741159755630648	0.00872344210090775	0.0199395881415283	0.00824447220398175	0.0176164988079019	0.012480346909013	0.00278268230592278	0.000397948741705421	0.0180707471368177	0.0192448411492739	0.0163119278828978	0.00750864926950608	0.0238115123753612	0.00842707133134422	0.0180119613370297	0.0157107928594495	0.00722915346971076	0.00168636657275277	0.00373758071186424	0.00127773515486771	0.0133644966627866	0.0100963173542144	0.00199009974246155	0.0208147253457927	0.0146567951872128	0.00225929647919404	0.0168812682048027	0.011934731364641	0.0131729333658581	0.00922235409046936	0.000618762360066684	0.00829847824919836	0.00587334524430996	0.015351273047393
HT29_G1_4F_3	0.0170829766908448	0.0129650812624702	0.0197298961476861	0.00182637666162121	0.000682882060775067	0.0132310018618982	0.00172379530366627	0.0091235744646246	0.0135164311249056	0.00504546523987148	0.00812068618872259	0.0303556130426957	0.00996169970374853	0.00670123858822007	0.00678376929590295	0.00949854208028346	0.0117817692829561	0.00673533326927643	0.0182831436515308	0.00966545218580017	0.00252611121362561	0.0182648041661994	0.00078146663352219	0	0.00427085151599015	0.0112193615339069	0.00553802135439158	0.0031876303713253	0.0225192625801677	0.0139393528130914	0.0120300528933959	0.00900711300959243	0.00933962887199584	0.0114265401687763	0.0107379970993842	0.0258265368706234	0.00032575805222854	0.00970766319544195	0.0233066137932127	0.000946702501534015	0.0113660723832629	0.00613959931952376	0.00776303978459551	0.00497562720236944	0.00435149077292322	0.00191521056485843	0.00781097666890918	0.00473887592023215	0.0186909274797852	0.00404078154170161	0.00388074851668772	0.00663015155480092	0.00794200460782828	0.0191582846643096	0.00902590824263727	0.0168351584391102	0.0116989420016251	0.00200121799598503	0.000383517955506809	0.0172894136015221	0.0200261516056723	0.0170932810927199	0.00829009028534665	0.0245927431150359	0.00920850606744966	0.0172306269070055	0.0164921540078537	0.00644770640173053	0.00246783148013546	0.00451904035924275	0.000496268785494268	0.0141458860925542	0.0108777389443656	0.00120863411150845	0.0215960101934891	0.0154381695738058	0.00304076026551018	0.0176626136365723	0.0127161359052444	0.0123915358061609	0.0100037828415627	0.000162704315527037	0.00907991390539975	0.00665479575715383	0.0145699013428664
HT29_G1_5A_1	0.0213530118341427	0.0086944924577382	0.0154597621655826	0.0024444851022334	0.00358797507064004	0.00896042674677171	0.00599462321377549	0.0133941495802287	0.00924587108191498	0.00931620985747137	0.00384990705281954	0.0260866521785318	0.0142322309034771	0.0109719232628131	0.00251295717478788	0.0137690979288607	0.00751112367284907	0.00246452011047558	0.0225530737973432	0.0139359992598094	0.00174475042867512	0.0225347359623762	0.0050523091186864	0.00427085151599015	0	0.015489821074362	0.00126718602823912	0.00745842768338199	0.0267887736038635	0.00966881582347454	0.0163004625916304	0.0132776939838136	0.00506888714078262	0.0156969872433345	0.00646730693687232	0.0300956687062114	0.00459660614122435	0.00543693413751936	0.0275760386504738	0.00521754272198258	0.0070954084070574	0.0104103056923911	0.0120336796211266	0.000704783770239297	8.06400656515217e-05	0.00618603502329342	0.00354018914472444	0.000468029515432706	0.0144207091146012	0.00831155657472892	0.000390106484131436	0.00235933618031514	0.00367122057738765	0.0148881035989336	0.0132964882753915	0.012564802542217	0.00742829266626568	0.00226964394828781	0.00465436538617083	0.0130190898116935	0.0242959184186911	0.0213633153605495	0.0125607060166573	0.0288620216932666	0.0134790768730125	0.0129602989053176	0.0207622385923691	0.00217688730673081	0.00673864504501577	0.00878980147634768	0.00377458702257671	0.01841615230136	0.0151482186321948	0.00306222589286967	0.0258656189702533	0.0197083386620924	0.00731156108317392	0.0219325988326255	0.0169865011948422	0.00812091863060928	0.0142743117551386	0.00443355417990181	0.0133504912243249	0.010925482279071	0.0102994003258512
HT29_G1_5A_2	0.00586419234116217	0.0241825633720641	0.030945564176859	0.0130455974796465	0.0119021956650209	0.0244484236438734	0.0094956624493238	0.00209589838782482	0.0247337871616789	0.00617407861012294	0.0193391124115857	0.0415672298221449	0.0012577346885585	0.00451829976856974	0.0180024048021728	0.00172091456576756	0.0229995090599215	0.0179539759450019	0.00706452514334871	0.00155399672510464	0.0137452674908134	0.00704618300298468	0.0104379429086588	0.0112193615339069	0.015489821074362	0	0.0167568321098114	0.00803188137217826	0.0113013571405435	0.0251566095444548	0.000810747923593463	0.00221236454638957	0.0205578450459005	0.000207192376012172	0.0219559495913342	0.0146093249692165	0.0108936243802896	0.0209258123296491	0.0120888626501193	0.0102727162584883	0.0225838985096341	0.00507994448936406	0.00345647823343102	0.0161945108540368	0.0155704508083387	0.00930425569120269	0.0190294533343154	0.0159577891048558	0.0299069122070251	0.0071787499883697	0.015099763027388	0.0178488097001769	0.0191604600771076	0.0303741286563687	0.00219356856484468	0.0280516742724126	0.0229166991562826	0.013220423240592	0.0108358680505304	0.0285058035140856	0.00880780249043033	0.0058744980984468	0.00292941277742535	0.0133752585682204	0.00201096325616944	0.0284470332642197	0.00527329393083712	0.0176663910582645	0.00875165688608152	0.00670049851408521	0.0117155960421281	0.00292676400679857	0.000341644174494306	0.0124279070061231	0.0103779324774083	0.00421918412894167	0.00817874720538674	0.00644390737513676	0.00149688466311425	0.023609145002363	0.00121564940641042	0.0110566678152784	0.00213956072869627	0.00456474318991955	0.0257870058170439
