	HT29_G1_1B_1	HT29_G1_1B_2	HT29_G1_1B_3	HT29_G1_2A_1	HT29_G1_2A_3	HT29_G1_3E_2	HT29_G1_3E_3	HT29_G1_3F_2	HT29_G1_3F_3	HT29_G1_4A_1	HT29_G1_4A_2	HT29_G1_4A_3	HT29_G1_4B_3	HT29_G1_4C_1	HT29_G1_4F_1	HT29_G1_4F_2	HT29_G1_4F_3	HT29_G1_5A_1	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_1	HT29_G1_5B_2	HT29_G1_5B_3	HT29_G1_5C_2	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_2	HT29_G1_5D_3	HT29_G1_5E_1	HT29_G1_5E_2	HT29_G1_5E_3	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4G_3	HT29_G2_4H_1	HT29_G2_4H_2	HT29_G2_4H_3	HT29_G2_5A_1	HT29_G2_5A_2	HT29_G2_5A_3	HT29_G2_5B_2	HT29_G2_5B_3	HT29_G2_5E_1	HT29_G2_5E_2	HT29_G2_5E_3	HT29_G2_5F_1	HT29_G2_5F_2	HT29_G2_5F_3	HT29_G2_5G_1	HT29_G2_5G_2	HT29_G2_5G_3	HT29_G2_5H_1	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6B_1	HT29_G2_6B_2	HT29_G2_6B_3	HT29_G2_6C_2	HT29_G2_6C_3	HT29_G2_6D_1	HT29_G2_6D_2	HT29_G2_6D_3	HT29_G2_6E_1	HT29_G2_6E_2	HT29_G2_6E_3	HT29_G2_6F_1	HT29_G2_6F_2	HT29_G2_6F_3	HT29_G2_6G_1	HT29_G2_6G_2	HT29_G2_6G_3	HT29Root1_3	HT29Root2_1	HT29Root2_2	HT29Root2_3
HT29_G1_4A_2	0.00596582312821893	0.00475759605036756	0.000450342867513768	0.0130555154094241	0.00849044112534578	0.00341396861189306	0.0048994942053584	0.00378033204044184	0.00186231758072078	0.00640037266521737	0	0.000624717772880734	0.00980375014775654	0.000590983616572476	0.00991245858421334	0.00673692269055177	0.0034899890064041	0.000753777809105657	0.00208613868545166	0.00147306559485771	0.00231174283587515	0.00401817808656919	0.00550134758980319	0.0127570671572799	0.0129467678888237	0.0120193984298464	0.0015292557748847	0.00370248696932676	0.0124270547069721	0.00536276726176787	5.01390334030589e-05	0.00228307695025848	0.0144933362836717	0.000679322237299406	0.00364597321336323	0.00252744122987623	0.00801310757127829	0.00911783421248331	0.0073619148946805	0.00445924392471339	0.00518934644119886	0.00244331571326776	0.000417940485382327	0.000721254890329016	0.00255415412020268	0.00390880131706725	0.00537012395881729	0.00822577172133434	0.00293803606212133	0.0048924693901435	9.49295517141446e-05	0.000961306113422047	0.0115090995883396	0.0083443965879122	0.0201614501361385	0.00240810839930754	0.000197221698815843	0.0084487877597128	0.00749235860034287	0.00658086107708591	0.00281316677415427	0.00247627358547188	0.00258705781010072	0.00444179342436469	4.19262148577503e-05	0.00532089759850941	0.00353439925237088	0.000479780058986568	0.0108990840920094	0.0025234780234827	0.0051541354498416	0.000779142867664469	0.000809347961297973	0.00260532182007982	0.00795146260791028	0.00682938961103094
HT29_G1_4A_3	0.00659052865590122	0.00538230586022152	0.000174374929541274	0.0136801770626329	0.00911513471934254	0.00278925377048741	0.0055242035600351	0.00440504464111098	0.00248703391845903	0.00702507642717935	0.000624717772880734	0	0.0104284359266868	3.37341621231255e-05	0.00928776892898255	0.00611221754258346	0.00411470232066181	0.00012906006636467	0.0027108547054789	0.00209778241065621	0.0029364585041561	0.00339346450825345	0.00487663805478849	0.0133817313098361	0.013571430459435	0.0113947223786123	0.000904538428897223	0.00432719976651973	0.0118023815919858	0.0059874750419861	0.000574578746477332	0.00290779266500258	0.0138686795597491	5.46044758361934e-05	0.00427068615080377	0.0031521565321153	0.00738840792193694	0.00974252421082785	0.0067372123170207	0.00383453140902475	0.00581405482664365	0.0030680311617182	0.001042658123534	9.65371385556989e-05	0.00192943786607094	0.0045335135851121	0.00599483171292471	0.00885046675675477	0.00356275058722618	0.00551717876763283	0.000719647303031907	0.000336588440422804	0.012133773566436	0.00896909098281379	0.0195368511836788	0.00303282390765419	0.000821939421612993	0.00907348158352845	0.00811705739661182	0.00720556407050986	0.00218845089796071	0.00185155722575098	0.00321177300604862	0.00506650420175838	0.000582791566512687	0.00469618750015804	0.00415911246088967	0.000144937734908942	0.0115237625065222	0.00189876172726601	0.00577884395586425	0.00140386030205242	0.000184630234808346	0.0019806056373205	0.00857615909006691	0.00745409151237385
HT29_G1_4B_3	0.00383804040320886	0.00504627280135068	0.0102540703325387	0.00325197740506691	0.0013133644181999	0.0132174979298683	0.0049043747706175	0.00602353055536901	0.00794150542511271	0.00340348541168521	0.00980375014775654	0.0104284359266868	0	0.0103947035946421	0.0197152600391989	0.0165401297733812	0.00631386991698164	0.0105574888819067	0.00771769079903431	0.00833074497763532	0.00749209268272497	0.0138216566462716	0.0153046867656154	0.00295350520571981	0.00314322105346322	0.0218218786272241	0.0113329209078933	0.00610137472327311	0.0222294679791931	0.00444110073302871	0.0098538867549153	0.00752075782928599	0.0242953866932433	0.0104830374148258	0.00615788778615523	0.00727639959185242	0.0178161630492461	0.000685947030182659	0.0171650496530148	0.0142626832267198	0.00461452216972542	0.00736052309439424	0.00938582895172516	0.0105249677626913	0.0123577496350402	0.00589506263885266	0.00443374400325224	0.00157804288945509	0.00686581359382123	0.00491139958439067	0.00970882512668807	0.0107650054619136	0.001705447324139	0.00145941404567276	0.0299623044306474	0.00739572954486364	0.00960653776274903	0.00135501925737914	0.00231147747228576	0.00322299418238552	0.0126167430947727	0.0122798747455892	0.00721678439688069	0.00536207443651157	0.0098456743329839	0.0151242548525283	0.00626946028649051	0.0102835059726965	0.00109539343539228	0.0123270757688636	0.00464973324976679	0.0090246418721491	0.010613055935456	0.0124089135942184	0.0018523606598535	0.00297446123821985
HT29_G1_4C_1	0.00655679521962872	0.00534857218081371	0.000140640766944713	0.013646446065379	0.00908140195235446	0.00282298780216092	0.00549046990660089	0.00437131080136751	0.00245329985798708	0.0069913430905382	0.000590983616572476	3.37341621231255e-05	0.0103947035946421	0	0.00932150166467078	0.00614595108357678	0.00408096843950943	0.000162794228075005	0.00267712066440353	0.00206404832054325	0.00290272448430152	0.00342719847768276	0.00491037182048912	0.0133480001746815	0.0135376994115716	0.011428454400451	0.000938272577165664	0.00429346591537944	0.0118361134592876	0.00595374147812586	0.000540844589220343	0.00287405864232515	0.013902410562293	8.8338638297308e-05	0.00423695229155157	0.00311842253411735	0.00742214117857181	0.00970879164418578	0.00677094572538177	0.00386826532540851	0.00578032122839786	0.00303429715501544	0.00100892397857654	0.000130271301393751	0.00196317196555082	0.00449977976459721	0.00596109815055562	0.00881673390931792	0.00352901663525094	0.00548344511289547	0.000685913148837747	0.00037032260095676	0.0121000418884224	0.0089353581711387	0.0195705791223915	0.00299908989736509	0.000788205269995368	0.00903974880371768	0.00808332433887358	0.00717183077714648	0.0022221849795702	0.0018852913301173	0.0031780390143981	0.0050327704669792	0.000549057409403417	0.00472992129448865	0.00412537858589511	0.000111203572381512	0.0114900305829417	0.00193249582870566	0.00574511035075972	0.00137012617174647	0.000218364396320234	0.00201433973346357	0.00854242616181731	0.00742035828042849
HT29_G1_4F_1	0.0158778189688443	0.0146697141911715	0.00946213637068696	0.0229664963590389	0.0184021340672593	0.00649859712266281	0.0148115987397366	0.0136925384334129	0.0117746695787584	0.016312320941963	0.00991245858421334	0.00928776892898255	0.0197152600391989	0.00932150166467078	0	0.00317563880545707	0.0134022197859186	0.00915871422489849	0.0119984755708344	0.0113854426965469	0.0122240639868625	0.00589439480269703	0.00441122790334305	0.0226681011723405	0.0228577682804179	0.00210706090023472	0.0083832648675818	0.0136146999829549	0.00251474542711216	0.015274825972062	0.00986232194694851	0.0121954001284128	0.00458119413712304	0.0092331667405013	0.0135581909956479	0.012439746866126	0.00189942411485184	0.0190294418917234	0.00255063394732599	0.00545333195697411	0.015101422556579	0.0123556274552958	0.0103303781206272	0.00919123581539557	0.00735839532905465	0.0138209966519133	0.0152821819241074	0.0181374994358551	0.0128503108911297	0.0148045746028355	0.0100073835278615	0.00895119415280203	0.0214203455823751	0.0182561088050247	0.0102499698484023	0.0123204226758501	0.0101096706113369	0.0183604862211154	0.0174041789711373	0.0164927890408096	0.00709938833660115	0.00743627403389336	0.0124993590770122	0.0143539411253856	0.00987053437717523	0.00459167871106995	0.0134466263560805	0.00943270046020578	0.0208104278952693	0.00738907071206424	0.0150662150623846	0.0106915610145104	0.00910314631845004	0.00730722879930988	0.0178632256136898	0.0167412890680652
HT29_G1_4F_2	0.0127024932277088	0.0114943367358923	0.00628658918541769	0.0197915692374782	0.0152269315446435	0.00332299146018651	0.0116362271155792	0.0105171225659819	0.00859918716108092	0.0131370149457866	0.00673692269055177	0.00611221754258346	0.0165401297733812	0.00614595108357678	0.00317563880545707	0	0.0102267930932722	0.0059831597905318	0.00882300031756383	0.00820994819666455	0.009048596115643	0.00271878057504253	0.00123559744232373	0.0194931539595829	0.0196828338041104	0.00528268279621835	0.00520769321779342	0.0104392811867773	0.00569036250434004	0.0120994738342355	0.00668678476459764	0.00901993131027427	0.00775677911640551	0.00605761405815245	0.0103827700853801	0.00926428620372647	0.00127621839062106	0.0158542731883567	0.000625007293357375	0.00227771219121485	0.0119260630437788	0.00918016396379824	0.00715485327650649	0.00601568214419375	0.00418280381048322	0.0106455856600754	0.0121068301012748	0.0149622830292737	0.0096748643591587	0.0116292026884876	0.00683185009571111	0.00577563492680989	0.0182453175317006	0.0150808985931737	0.0134254015914565	0.00914495800701861	0.00693413986335655	0.0151852814984052	0.0142289252761115	0.0133174914241495	0.00392379231522662	0.00426068391008069	0.00932390043307727	0.0111785509237133	0.00669499740538534	0.00141604986203915	0.0102712013018521	0.00625715255902908	0.017635362189501	0.00421347974063623	0.0118908540639564	0.00751604616291573	0.00592759058778397	0.004131636374645	0.0146879950568966	0.0135660031614536
HT29_G1_4F_3	0.00247585995302013	0.00126761757486536	0.00394032879557091	0.00956574676717282	0.00500052660439217	0.00690391687726068	0.00140951726013835	0.000290344948504112	0.00162767669968545	0.00291041625339887	0.0034899890064041	0.00411470232066181	0.00631386991698164	0.00408096843950943	0.0134022197859186	0.0102267930932722	0	0.00424376126793672	0.00140385541789584	0.00201692857840126	0.00117825091227911	0.00750811498396308	0.0089912513162343	0.00926728668031807	0.00945699489684373	0.0155090686096864	0.00501923148266723	0.000212499334902794	0.0159167055773544	0.00187279580627469	0.0035401277335328	0.00120691685291737	0.017982880858487	0.00416930633130305	0.000155985199033689	0.000962552012867438	0.0115029381519542	0.00562793530284226	0.0108517664796127	0.00794917173847632	0.00169937284209337	0.00104667774586163	0.00307205075080911	0.00421123862894318	0.00604411641383634	0.000418815166114945	0.0018801525966211	0.00473585103613009	0.000551955769665259	0.00140249236748634	0.00339506001456569	0.00445128770084545	0.00801927311989579	0.00485447863463667	0.0236506316064164	0.00108188514307857	0.00329276843499733	0.00495887225205873	0.00400242213777708	0.00309090767087859	0.00630312510791959	0.00596623702488495	0.000902935264191734	0.000951811797475112	0.00353191496327428	0.00881080575957444	4.44105209233017e-05	0.00396976576126967	0.00740923718993712	0.00601344077088989	0.00166416142850362	0.00271084980862905	0.00429933093349568	0.0060952833496231	0.00446153579749725	0.00333944053233145
HT29_G1_5A_1	0.00671958587549992	0.00551136402256883	0.000303434992159336	0.0138092248774994	0.00924418935220193	0.00266019417567264	0.00565326162153241	0.00453410342701898	0.00261609356861046	0.00715413326110851	0.000753777809105657	0.00012906006636467	0.0105574888819067	0.000162794228075005	0.00915871422489849	0.0059831597905318	0.00424376126793672	0	0.0028399142792863	0.00222684217833745	0.0030655179944429	0.00326440514531361	0.00474757945583154	0.0135107796553774	0.0137004784690525	0.0112656703837066	0.000775478407279209	0.00445625859675191	0.01167333018409	0.00611653275592281	0.000703638786950985	0.00303685216624073	0.0137396314388045	7.44555912354499e-05	0.00439974501275212	0.00328121593637087	0.0072593512444804	0.00987157807070195	0.00660815506592464	0.00370547224440218	0.00594311267395874	0.00319709060022367	0.0011717181118325	3.25229271995478e-05	0.00180037802075578	0.00466257229612066	0.00612388942113117	0.00897952170011414	0.00369180981118147	0.00564623683417787	0.000848707330372786	0.000207528378522319	0.0122628240017845	0.00909814578814911	0.0194078147256044	0.00316188336023072	0.000950999438053546	0.00920253626586461	0.00824611315218236	0.00733462073698409	0.0020593911182478	0.001722497362327	0.00334083238547533	0.00519556257916483	0.000711851606317854	0.00456712879348117	0.00428817138418435	0.000273997798793298	0.0116528138876958	0.00176970187472269	0.00590790182978933	0.00153292023088619	5.55701696927817e-05	0.00185154580427498	0.00870521434550526	0.00758314794129671
HT29_G1_5A_2	0.00387970859591496	0.00267147060795001	0.00253648037065183	0.0109695275085831	0.00640435936237578	0.00550008792987914	0.00281336988486862	0.00169420002023781	0.000223821537618745	0.00431426281025042	0.00208613868545166	0.0027108547054789	0.00771769079903431	0.00267712066440353	0.0119984755708344	0.00882300031756383	0.00140385541789584	0.0028399142792863	0	0.000613074027729753	0.000225604691944028	0.00610429149156589	0.00758744333234186	0.0106710717467794	0.0108607772292766	0.0141053640818841	0.00361538874435543	0.00161635451131768	0.0145130094113655	0.0032766468992734	0.00213627760974135	0.000196938731514594	0.016579230462926	0.00276545897842234	0.00155984044543063	0.000441303703299074	0.0100991632574124	0.00703176269714829	0.00944798218565086	0.00654535254398047	0.00310322454413383	0.000357177934439536	0.00166819892252548	0.00280739148024157	0.00464028056803953	0.00182267004712167	0.00328400366283631	0.00613968588727352	0.000851899978685611	0.00280634501308349	0.00199120932990298	0.00304744176803695	0.00942307486523361	0.00625831256006976	0.0222471355276357	0.000321970519287021	0.00188891737248524	0.00636270534613442	0.00540626226456831	0.00449475328227104	0.00489929123321966	0.00456240060449984	0.000500920471476374	0.00235566563698054	0.00212806480693182	0.00740699572838948	0.00144826589229717	0.00256591747009954	0.00881304626435741	0.00460960469776031	0.00306801324895851	0.00130699687358177	0.00289548422170637	0.00469144788591692	0.00586537271201627	0.00474328476589471
HT29_G1_5A_3	0.00449277726827226	0.00328454194385561	0.00192340782985268	0.0115825621498131	0.00701741953835986	0.00488702206450489	0.00342644095483541	0.00230727285025871	0.000389252516866026	0.00492733030322806	0.00147306559485771	0.00209778241065621	0.00833074497763532	0.00206404832054325	0.0113854426965469	0.00820994819666455	0.00201692857840126	0.00222684217833745	0.000613074027729753	0	0.000838678662056824	0.00549122763528526	0.00697438533280607	0.0112841084609929	0.011473812632423	0.01349234723932	0.00300231802055478	0.002229427435039	0.0138999959689966	0.00388971701415071	0.00152320457428349	0.000810012710825002	0.0159662357345442	0.00215238676437807	0.00217291343486459	0.00105437758878928	0.00948611815749305	0.00764482014328119	0.00883493338293154	0.00593229029223181	0.00371629503208076	0.00097025185620855	0.00105512543180271	0.00219431932944929	0.00402721222115773	0.00243574271433794	0.00389707376146962	0.00675274714081461	0.00146497362443914	0.00341941609650234	0.00137813613905835	0.00243436999998417	0.0100361196336824	0.00687137333606365	0.0216342046981209	0.000935044455050886	0.00127584407980505	0.00697576569462059	0.00601932627496117	0.00510782025089478	0.00428622358712175	0.00394933205477966	0.00111399432834211	0.00296873752020338	0.00151499176234028	0.00679393694623527	0.00206133900561636	0.00195284496952644	0.00942609461012255	0.00399653627055163	0.00368108381039611	0.000693923122695706	0.00228241220734562	0.00407837967425766	0.00647843503604007	0.00535635097928238
HT29_G1_5B_1	0.00365410550820717	0.002445866654088	0.00276208427627711	0.0107439362750863	0.00617875916302029	0.00572568909931332	0.00258776601554941	0.00146859560885604	0.00044942621837467	0.00408866011556194	0.00231174283587515	0.0029364585041561	0.00749209268272497	0.00290272448430152	0.0122240639868625	0.009048596115643	0.00117825091227911	0.0030655179944429	0.000225604691944028	0.000838678662056824	0	0.00632989186466454	0.00781304141026614	0.0104454797785815	0.0106351857256504	0.0143309463997536	0.0038409918795452	0.00139075007282622	0.0147385904395801	0.00305104333768522	0.00236188173519616	2.86659590060329e-05	0.0168048044098716	0.00299106274219526	0.00133423598807408	0.000215699021841635	0.0103247563514654	0.006806163443137	0.0096735767037165	0.00677095228501512	0.00287762086159069	0.000131573247416437	0.00189380325967783	0.00303299521676804	0.00486588273179293	0.00159706568348577	0.00305840010651554	0.00591408531635907	0.000626295346537006	0.0025807411394446	0.00221681352618426	0.00327304534108051	0.00919748005087611	0.00603271215368828	0.022472685426814	9.63658304713494e-05	0.0021145216158796	0.00613710508723303	0.00518066074834765	0.00426915076349916	0.00512489311463773	0.00478800285025443	0.000275315794677579	0.00213006151154479	0.00235366893649714	0.00763259411134474	0.00122266139982359	0.00279152135813955	0.00858745019113618	0.00483520689398145	0.00284240954271633	0.00153260134056739	0.0031210878997398	0.00491704999506803	0.0056397717730422	0.00451768250158966
HT29_G1_5B_2	0.00998388240359186	0.00877569097839081	0.00356783839863132	0.0170732449240592	0.0125084067012859	0.000604213542112966	0.00891758525316532	0.00779845147919286	0.00588047393266409	0.0104184176669886	0.00401817808656919	0.00339346450825345	0.0138216566462716	0.00342719847768276	0.00589439480269703	0.00271878057504253	0.00750811498396308	0.00326440514531361	0.00610429149156589	0.00549122763528526	0.00632989186466454	0	0.00148318555170539	0.0167748147486059	0.0169645040332499	0.00800140801071474	0.00248892983428431	0.00772060819459629	0.00840908043866541	0.00938084507301272	0.00396803944524119	0.00630122647031615	0.0104754535818135	0.00333886033681437	0.00766409572027135	0.00654558645610986	0.00399499225599366	0.013135772451831	0.00334378511584339	0.000441069711441002	0.00920742930933205	0.00646146244477438	0.00443611489893183	0.00329692790070283	0.00146403134763621	0.0079269177540173	0.00938820155283969	0.0122437483443264	0.00695617353338411	0.0089105606319496	0.00411310686466765	0.00305687778506349	0.0155269187456565	0.0123623682951731	0.0161439010247371	0.00642625575235036	0.00421539813890622	0.0124667550932948	0.0115103643344841	0.010598899924267	0.00120501800176998	0.0015419120386102	0.0066052019524232	0.00845989669539429	0.00397625220274981	0.00130273314852396	0.00755252425178848	0.00353840138707599	0.0149169358755425	0.00149470750880466	0.00917221932982905	0.00479731354588896	0.00320883526275224	0.00141286353204527	0.0119694503770017	0.010847419766058
HT29_G1_5B_3	0.0114669842308106	0.0102588107888083	0.00505101087419379	0.0185561967479151	0.0139914638668358	0.00208739818205304	0.0104007030648401	0.00928158423863468	0.00736362797603476	0.0119015124910552	0.00550134758980319	0.00487663805478849	0.0153046867656154	0.00491037182048912	0.00441122790334305	0.00123559744232373	0.0089912513162343	0.00474757945583154	0.00758744333234186	0.00697438533280607	0.00781304141026614	0.00148318555170539	0	0.0182577744346751	0.018447458737806	0.00651825977869367	0.00397210822191648	0.00920374192427623	0.00692593654086279	0.0108639561494249	0.00545120929416286	0.00778437631172485	0.00899233523552442	0.00482203420955006	0.00914723014865488	0.00802873373680758	0.0025118139191207	0.0146188170237098	0.00186060404074248	0.00104211617218053	0.0106905429446291	0.0079446106170127	0.00591928137726089	0.00478010202097888	0.00294721377652921	0.00941004889249604	0.0108713125197027	0.0137268106436249	0.00843931631205913	0.0103936785432768	0.00559627570338649	0.00454005327287793	0.0170099098239966	0.0138454283066496	0.0146608832031104	0.00790940429459876	0.00569856624672678	0.0139498130738248	0.0129934403059438	0.0120819917561564	0.00268820120979009	0.00302509421420612	0.00808834859496894	0.00994302084612778	0.00545942199527709	0.000180452572632753	0.00903566004568645	0.00502157404657319	0.0163999414295893	0.00297788983892472	0.0106553334791725	0.00628047720294509	0.00469200989469015	0.00289604612258381	0.0134525178851295	0.012330507397581
HT29_G1_5C_2	0.00679150608382844	0.0079997168894847	0.0132073718667709	0.000298473684943671	0.00426686109862885	0.0161706829125038	0.00785782162028183	0.00897695399854076	0.0108948801251564	0.0063569577916888	0.0127570671572799	0.0133817313098361	0.00295350520571981	0.0133480001746815	0.0226681011723405	0.0194931539595829	0.00926728668031807	0.0135107796553774	0.0106710717467794	0.0112841084609929	0.0104454797785815	0.0167748147486059	0.0182577744346751	0	0.000189716760349514	0.0247745826275422	0.0142861829621757	0.0090547963999978	0.0251821440130093	0.00739455618083982	0.0128072020708044	0.0104741441522607	0.0272479138654127	0.013436330853569	0.00911130816922525	0.0102297924255214	0.020769117102031	0.00363944843494837	0.0201180400705583	0.0172158210432796	0.00756797447384152	0.0103139137065581	0.0123391597928478	0.0134782597023708	0.0153109710534477	0.00884848895789298	0.00738719958244421	0.00453153722012212	0.00981921697020719	0.00786484629875577	0.0126621453227142	0.0137182887212577	0.00124806113238994	0.00441290945571363	0.0329143629116241	0.0103491192211069	0.012559861362921	0.00430851558202148	0.00526496418791803	0.00617646917869812	0.0155699537620265	0.0152330993587354	0.0101701787922062	0.00831551216363516	0.0127989899267839	0.0180773514278857	0.00922287808773918	0.0132368064747555	0.0018581148764015	0.0152802984477245	0.00760318490465361	0.0119779842552556	0.0135663447091607	0.0153621329041343	0.00480585233217822	0.00592793967729094
HT29_G1_5C_3	0.00698121820712731	0.0081894272526527	0.0133970714652924	0.000108756928110881	0.00445657599303242	0.0163603741101188	0.0080475322046454	0.00916666273379787	0.0110845851372361	0.00654667047954122	0.0129467678888237	0.013571430459435	0.00314322105346322	0.0135376994115716	0.0228577682804179	0.0196828338041104	0.00945699489684373	0.0137004784690525	0.0108607772292766	0.011473812632423	0.0106351857256504	0.0169645040332499	0.018447458737806	0.000189716760349514	0	0.0249642402784933	0.0144758796918123	0.00924450499775129	0.0253717997421291	0.00758426746058242	0.0129969026780835	0.0106638500408363	0.0274375593970456	0.0136260298614189	0.00930101666643149	0.010419498807747	0.0209587920483813	0.00382916382664439	0.0203077175533955	0.017405508888876	0.00775768549808937	0.010503619920115	0.0125288615418436	0.0136679586009931	0.0155006648566925	0.00903819791755263	0.00757691087289081	0.00472125188182237	0.0100089241564149	0.00805455687226008	0.0128518462882352	0.0139079869882324	0.00143777771582241	0.00460262422338864	0.0331039765965173	0.0105388253636738	0.0127495625786726	0.00449823044070058	0.0054546781339245	0.00636618209034895	0.0157596467947807	0.0154227933912101	0.0103598852931496	0.00850522202067563	0.0129886905544516	0.0182670363587293	0.00941258638465488	0.0134265059978904	0.00204783126206681	0.0154699923413946	0.00779289587632861	0.0121676868571244	0.0137560433772302	0.0155518265561551	0.00499556673837666	0.00611765288684821
HT29_G1_5D_1	0.0179845876468236	0.0167765236050072	0.01156908610484	0.0250729629002895	0.020508807573431	0.00860560143101376	0.0169184035301377	0.0157993785304992	0.0138815640340955	0.0184190742093057	0.0120193984298464	0.0113947223786123	0.0218218786272241	0.011428454400451	0.00210706090023472	0.00528268279621835	0.0155090686096864	0.0112656703837066	0.0141053640818841	0.01349234723932	0.0143309463997536	0.00800140801071474	0.00651825977869367	0.0247745826275422	0.0249642402784933	0	0.0104902365761311	0.0157215424372601	0.000407685553229501	0.0173816153701701	0.0119692629144199	0.0143022833220892	0.00247414455823346	0.0113401213405974	0.0156650351532255	0.0145466233485706	0.00400647735605694	0.021136089626059	0.00465768288176609	0.00756035118764117	0.0172082177699977	0.0144625062623431	0.0124373084108614	0.011298191294761	0.00946538567587421	0.0159278328308256	0.0173889710741102	0.0202441835601457	0.0149571758140042	0.0169113796231307	0.0121143212350941	0.011058154595347	0.0235268872964003	0.0203627881888834	0.0081429917699104	0.0144273024513489	0.0122166059932946	0.0204671614083352	0.0195108917332235	0.0185995357890246	0.00920638304979338	0.00954326304070147	0.0146062339030783	0.0164607606756945	0.0119774751612528	0.00669870855609945	0.015553473856571	0.0115396508260295	0.0229169978316976	0.009496060532578	0.0171730114487207	0.0127984827527306	0.0112101036331013	0.0094142200196745	0.0199699205840746	0.018848026725767
HT29_G1_5D_2	0.00749504485242832	0.00628682908223614	0.00107891327423572	0.014584624892495	0.0100196319127869	0.00188471768044152	0.00642872602605664	0.00530957257158831	0.00339156857014827	0.00792958977029418	0.0015292557748847	0.000904538428897223	0.0113329209078933	0.000938272577165664	0.0083832648675818	0.00520769321779342	0.00501923148266723	0.000775478407279209	0.00361538874435543	0.00300231802055478	0.0038409918795452	0.00248892983428431	0.00397210822191648	0.0142861829621757	0.0144758796918123	0.0104902365761311	0	0.00523172803468374	0.0108978997626617	0.00689199491186817	0.00147911679572426	0.0038123261272267	0.0129642200530756	0.000849933973747084	0.00517521466070494	0.00405668923011621	0.00648389068701187	0.0106470157696892	0.00583269128693853	0.00292999797230152	0.00671857569131166	0.003972564128895	0.00194719564490358	0.000808001324723458	0.00102490031793313	0.00543804094622012	0.00689935154000788	0.00975496621796254	0.0044672818795222	0.00642170127151353	0.00162418520968054	0.000567950073673658	0.0130382402969605	0.00987358943561678	0.0186324714596275	0.00393735698560012	0.0017264772163729	0.00997797913815469	0.00902156280405337	0.00811007617756837	0.00128391372009294	0.000947019577888691	0.00411630550942141	0.00597102904039119	0.00148732960813557	0.00379165697490016	0.00506364143947491	0.0010494760962061	0.0124282360769763	0.000994224139200968	0.00668336501915844	0.00230839728171029	0.000719908253745135	0.00107606815757818	0.00948066083337017	0.00835860186846183
HT29_G1_5D_3	0.00226336121757173	0.00105511838283326	0.00415282639401541	0.00935325709020098	0.0047880298389746	0.00711641101756868	0.0011970181054322	7.78456164162228e-05	0.00184017571589859	0.00269791775890602	0.00370248696932676	0.00432719976651973	0.00610137472327311	0.00429346591537944	0.0136146999829549	0.0104392811867773	0.000212499334902794	0.00445625859675191	0.00161635451131768	0.002229427435039	0.00139075007282622	0.00772060819459629	0.00920374192427623	0.0090547963999978	0.00924450499775129	0.0157215424372601	0.00523172803468374	0	0.0161291780691824	0.00166029680372336	0.00375262565800878	0.00141941600546258	0.0181953460672217	0.0043818037280701	5.65141360421066e-05	0.00117505122731893	0.0117154233193899	0.00541543924137161	0.011064253181779	0.008161664222688	0.00148687377721217	0.00125917694054575	0.003284549013817	0.00442373598757645	0.00625661174623311	0.00020631584048815	0.00166765359681854	0.00452335399942329	0.000764455059533063	0.00118999321084364	0.00360755804891542	0.00466378483413105	0.00780678052954938	0.00464198171763687	0.0238630724838927	0.0012943843289356	0.00350526654410372	0.00474637544294899	0.00378992442869806	0.00287840928839905	0.0065156200974067	0.0061787324576679	0.00111543449188329	0.000739312537597877	0.00374441289406463	0.00902329670853192	0.000168088815803346	0.00418226333442177	0.00719674359511479	0.00622593614295847	0.00145166235169929	0.00292334830131029	0.00451182821086039	0.00630777861541148	0.00424903849567756	0.00312694231567467
HT29_G1_5E_1	0.0183922079036084	0.0171841523309834	0.0119767445144587	0.0254805212553613	0.0209164081890769	0.00901327184279069	0.0173260312925507	0.0162070136684726	0.0142892106226132	0.0188266912731379	0.0124270547069721	0.0118023815919858	0.0222294679791931	0.0118361134592876	0.00251474542711216	0.00569036250434004	0.0159167055773544	0.01167333018409	0.0145130094113655	0.0138999959689966	0.0147385904395801	0.00840908043866541	0.00692593654086279	0.0251821440130093	0.0253717997421291	0.000407685553229501	0.0108978997626617	0.0161291780691824	0	0.0177892399291583	0.0123769194330167	0.0147099275269247	0.00206645999003819	0.0117477808031465	0.0160726711421864	0.0149542661360017	0.00441415947567811	0.0215436849504985	0.00506536385087731	0.00796802499569585	0.0176158435384786	0.0148701495404796	0.0128449626357591	0.0117058509478512	0.00987305296761969	0.0163354671482102	0.0177965955815201	0.0206517863588118	0.0153648161650875	0.0173190074334426	0.0125219770522781	0.011465815325587	0.0239344609465608	0.0207703900127209	0.00773531827497783	0.0148349459339877	0.0126242613107848	0.0208747623694717	0.0199185004292105	0.0190071515037756	0.00961405131249511	0.00995093003527142	0.0150138763410252	0.0168683915164835	0.0123851316403631	0.00710638483752654	0.0159611105466029	0.0119473093721939	0.0233245772385403	0.00990372770755686	0.017580637461261	0.0132061351471559	0.0116177636841693	0.00982188750536842	0.0203775256145667	0.0192556405608486
