	HT29_G1_1B_1	HT29_G1_1B_3	HT29_G1_2A_1	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_1	HT29_G1_3E_3	HT29_G1_3F_1	HT29_G1_3F_2	HT29_G1_3F_3	HT29_G1_4A_2	HT29_G1_4A_3	HT29_G1_4B_1	HT29_G1_4B_2	HT29_G1_4B_3	HT29_G1_4C_1	HT29_G1_4C_2	HT29_G1_4C_3	HT29_G1_4F_1	HT29_G1_4F_3	HT29_G1_5A_3	HT29_G1_5B_3	HT29_G1_5C_1	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_3	HT29_G1_5E_2	HT29_G1_5E_3	HT29_G1_5F_2	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4G_3	HT29_G2_4H_2	HT29_G2_4H_3	HT29_G2_5A_2	HT29_G2_5A_3	HT29_G2_5B_3	HT29_G2_5E_3	HT29_G2_5F_1	HT29_G2_5F_3	HT29_G2_5G_1	HT29_G2_5G_3	HT29_G2_5H_1	HT29_G2_5H_2	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6A_3	HT29_G2_6B_2	HT29_G2_6C_2	HT29_G2_6C_3	HT29_G2_6D_3	HT29_G2_6E_3	HT29_G2_6F_3	HT29_G2_6G_1	HT29_G2_6G_3	HT29Root1_1	HT29Root1_2	HT29Root1_3	HT29Root2_1	HT29Root2_2	HT29Root2_3
HT29_G1_5A_3	0.00538724790876582	0.00370646591301021	0.0123778209941308	0.00932331852776726	0.0093886363312341	0.0185436805225674	0.0114320545633851	0.00866549605884317	0.0106379226290409	0.0110968932786519	0.0139001212108954	0.00545814282937331	0.00340027286517482	0.00563385152686508	0.0141994396595082	0.0161074386082563	0.0052945355034471	0.0037975724157149	0.0101199038260165	0.00344642291143834	0	0.0105887655047757	0.0098318531184545	0.0150240198800699	0.0132866652610774	0.0154682272187234	0.00716951158258359	0.0170174320713395	0.00881005579403207	0.00416511417508448	0.0155394637554265	0.00952949247064121	0.0136927597056905	0.0108853842535987	0.00501848746872446	0.0137297843334663	0.0159199176604453	0.0143335770126729	0.00627015603816627	0.00997322109343571	0.00808168471249372	0.0174174375379235	0.0190556712211517	0.00558737935281316	0.00910284590675617	0.0123144069886965	0.0140027670641179	0.019027344105322	0.00586704427836187	0.0101294958547541	0.0117448016284675	0.0124018832776512	0.0117632236368317	0.00929206215242037	0.0215090656541711	0.00698792892352244	0.0195941463759544	0.0125266312284958	0.00657413976138993	0.0172396992368698	0.0171727394758785	0.0176453230385135
HT29_G1_5B_3	0.00544150857973441	0.00850124432124334	0.00396964174590545	0.00905443058428356	0.00828430653573605	0.0190576007452998	0.00399448046889694	0.00594508753498584	0.00980939760551196	0.00223499913267638	0.00879670277722159	0.012781840317925	0.0118761426149977	0.00967314221924664	0.00580767495221883	0.024093705892979	0.01136101594618	0.00716148484074823	0.00390173820269672	0.00934503821287659	0.0105887655047757	0	0.00630437883119539	0.00493707975593863	0.00830002336493278	0.00515918992576344	0.00890143688229636	0.00702783683741913	0.00786161186289101	0.0119400868445703	0.0091493055325513	0.0064105147761929	0.00525352941375323	0.0160407620578061	0.00619702898321277	0.00906146547648154	0.00736867827593945	0.00644872253709967	0.00748387733724786	0.0159739308501068	0.00607623715503008	0.015376015224071	0.00886834095418365	0.013129801314948	0.00807093172585416	0.00473346098050326	0.0221062914242507	0.0110991087890271	0.00867525955664229	0.0113428319570189	0.0171724511071758	0.00387103763267538	0.00575870397387647	0.0051085923373352	0.0162307839122641	0.00994886779678006	0.0109141774484699	0.00917650046860862	0.00452036565021779	0.00749996645611864	0.0196433987371342	0.00998769267561537
HT29_G1_5C_1	0.00599222384244592	0.00739381611371868	0.00647577898593965	0.00349554045443697	0.00426788885522782	0.0189270883002721	0.0038479518254392	0.00306359140385128	0.00811644762417744	0.00725675390867549	0.004188446181844	0.0112680129065297	0.0104595010250134	0.00649080429450257	0.00713788355753948	0.0193821552453586	0.0076675057251397	0.00652563153802095	0.00454029823537889	0.0107268423597496	0.0098318531184545	0.00630437883119539	0	0.00858463939270697	0.00361038210837691	0.00832191866055027	0.00512858245277103	0.00975525653986964	0.0051980024214337	0.00999242995693283	0.00593740918759473	0.00106047166590474	0.007084500964519	0.0115924824871367	0.00725560849846216	0.0051044616772823	0.00860599802605207	0.00756974273272904	0.00652369481742454	0.011738290396068	0.00784405221300875	0.0124507318452515	0.0113266525104925	0.0102548507866298	0.00329336659885363	0.0087644277157643	0.017460773499205	0.0136000921695054	0.00512471222241905	0.00595461074059309	0.0154965275831574	0.00574926963744733	0.00357022737332987	0.00586214636699436	0.0122953995623024	0.00817811939854992	0.0112327189160574	0.00528145982067303	0.0068730692634686	0.00906852890100194	0.017258851283614	0.00823395732436895
HT29_G1_5C_3	0.0097273142158962	0.0125967751700563	0.00553852780654733	0.0114228888281807	0.0110426119130262	0.022278943016088	0.00545154209533876	0.0091751223645915	0.0130132523726246	0.00530834729265815	0.0090056439763685	0.0166014121797153	0.015716654743373	0.0134141428188889	0.00536150817313862	0.0272668397629179	0.0153172981526387	0.0116894316685626	0.00715918746418229	0.0138603924615403	0.0150240198800699	0.00493707975593863	0.00858463939270697	0	0.00889467693335596	0.00215330717876378	0.0126748878380743	0.00471519863560938	0.0110242734929186	0.0158974692556825	0.00788661479098388	0.00859707734267775	0.0060466059376458	0.0188308058879611	0.0109511677825701	0.00869061303792285	0.00663264824253314	0.0051703250967643	0.0115650158042105	0.0192854301192496	0.0099402705372665	0.0173790591644443	0.00435687122219944	0.0169325164587785	0.0103353388800132	0.00704869508797711	0.0254387048257703	0.0114349635096612	0.012257760255543	0.0134123950149361	0.021367448782165	0.00368156498654171	0.00609580507046896	0.00814830507551155	0.0141875877484861	0.01249587024254	0.00827226890747553	0.00977543169781054	0.00919421645550936	0.00419840594452886	0.0228590361057553	0.00783654852355821
HT29_G1_5D_1	0.00949119653836985	0.0105773464703341	0.00789230023414748	0.00580286429791706	0.00556992327385483	0.0194162774425884	0.00536800241220449	0.00537552710309597	0.00897111244231251	0.00889305687724602	0.00197986845107918	0.0140161889670572	0.0139062925900568	0.009153413666453	0.00662312601258889	0.0209017280459953	0.0105321951090064	0.0100027654582039	0.00682038152189859	0.0141953039729671	0.0132866652610774	0.00830002336493278	0.00361038210837691	0.00889467693335596	0	0.0082136587317497	0.00751492039960924	0.00941712076056506	0.00679959480655036	0.0128956662581264	0.00337207931595775	0.00423356462695069	0.00690187263450983	0.0128885189180666	0.010661199711553	0.00381490667364326	0.0074324502257223	0.00723259317655139	0.00912713339236121	0.0132869663532004	0.0101329049323787	0.0111958716622406	0.010232941076001	0.0134115862654338	0.0060108353066087	0.00985229059554796	0.0191753158804753	0.0128453565155099	0.00802801420047148	0.00701198954858428	0.0171981643965419	0.00650249622554603	0.00461617990691882	0.00769842638302804	0.00929617957394176	0.0112262829306426	0.0089401233245312	0.00621003970618085	0.00987712161775208	0.00815032388269339	0.0175413175043613	0.00535517812413979
HT29_G1_5D_3	0.0101734937592333	0.0131090008613193	0.00471909479510949	0.0112558598722139	0.0109063356322662	0.0216530084426458	0.0050699714404913	0.00903665995137452	0.0126567229744167	0.00575133114966097	0.00825470110741844	0.017269178413146	0.0163671216997448	0.0136097744917553	0.00520871084664385	0.0275222077180475	0.015269411747678	0.0118913836822697	0.00654793955234293	0.014466143488695	0.0154682272187234	0.00515918992576344	0.00832191866055027	0.00215330717876378	0.0082136587317497	0	0.0123862022212885	0.0029098923228006	0.0109674805556934	0.0164321916332301	0.00745339002690128	0.00855015546811256	0.0053292342862476	0.019158548619807	0.0110982145711473	0.00886400365964901	0.00584443709038671	0.00587736744644943	0.0117486738537354	0.0194299920335103	0.0103848626455288	0.0162045902832973	0.00398177216564997	0.0171378210099001	0.0103462280953912	0.00710213002289415	0.025634441628994	0.0101149340764294	0.0124534707643618	0.0136043089634107	0.0211644522519199	0.00445503105147579	0.00635813721384611	0.00857180437763858	0.0138052809470028	0.0134577120374344	0.00767406322126547	0.00966334280284367	0.00958453421916255	0.00277483658971553	0.0223336426895216	0.00715602595811608
HT29_G1_5E_2	0.00629377195573653	0.00520596641174346	0.0099712846826566	0.00552781235446388	0.00352594313255793	0.0154733372820999	0.00822886848976283	0.00374476038626686	0.00553663914710114	0.00929405232246359	0.00856389972560151	0.00814600713320533	0.00886634041764352	0.00310597399684421	0.0101081183113461	0.0162250686756404	0.00424131792146286	0.00483848042663215	0.00735062862188355	0.00896120166433802	0.00716951158258359	0.00890143688229636	0.00512858245277103	0.0126748878380743	0.00751492039960924	0.0123862022212885	0	0.0137941557865391	0.00368131164717643	0.00673728586819432	0.0105775495857687	0.00553772992790417	0.00942932136944744	0.00889288510851522	0.00640563429159947	0.00924865241253323	0.0112559235733224	0.0109084941881119	0.00403710791161726	0.00800760316561469	0.00705106441889704	0.0107820612463128	0.0156570135056605	0.00834030461432492	0.00619415793823525	0.00991456766348494	0.0141976539265865	0.0146652317428217	0.00290763998151461	0.00596168573217889	0.0106179585364101	0.00955457685420268	0.0084971575546909	0.00660306582681597	0.0161768726416482	0.00909691577820778	0.0146376881991781	0.0095214877369711	0.00668130584550877	0.0136113056418262	0.0132610774696903	0.0123787193445686
HT29_G1_5E_3	0.0117620749260405	0.0150464598489092	0.00491316082116939	0.0123097904117394	0.0127626236347723	0.0229805389446034	0.00630352835056807	0.0108587165231174	0.0144427261126072	0.00805077943791015	0.00902053120684458	0.0193932744446715	0.0178767024258804	0.0154291377143997	0.00768881044056629	0.0291016224948477	0.0165077202962324	0.0133655088218742	0.00726133880735716	0.0160476468784393	0.0170174320713395	0.00702783683741913	0.00975525653986964	0.00471519863560938	0.00941712076056506	0.0029098923228006	0.0137941557865391	0	0.012939659243549	0.0183858700222475	0.00865870914144456	0.0100435596619327	0.00732793412525817	0.0211232475442622	0.012363190485934	0.0106819208170961	0.00772171024022916	0.00865499627387174	0.0137102513850819	0.0212343628972826	0.0126139669652892	0.017027987216654	0.004882374837404	0.0181742259785058	0.0114826623831465	0.00925504911226352	0.0271191846178551	0.0105643193821275	0.0142158819561691	0.0153972108854133	0.0227459239654246	0.00714329462429997	0.00808517631864819	0.0109759688424892	0.0144690669878454	0.0152009453757063	0.00912942492014054	0.0102776222781978	0.0114188294023631	0.00252094230459494	0.0238380304765765	0.00838860552785217
HT29_G1_5F_2	0.00687469491010351	0.00554237791928611	0.00995844292494727	0.00721602580727517	0.0016472490373305	0.0144916305307655	0.00790312151499372	0.00245508895456003	0.0034842677798304	0.00744271581848506	0.00842219546535754	0.0082376027749776	0.0105989729900302	0.00411506872069719	0.00744919117312746	0.017917985896599	0.00741530364626466	0.0062804334181114	0.0078160277732224	0.00974675812862015	0.00881005579403207	0.00786161186289101	0.0051980024214337	0.0110242734929186	0.00679959480655036	0.0109674805556934	0.00368131164717643	0.012939659243549	0	0.00748480769359471	0.00943465988445587	0.00569521637110706	0.00714198906188459	0.00920535644433542	0.0075502696873918	0.00785006396160266	0.00870304680383296	0.00810850287560315	0.00306559004012354	0.00894778935199257	0.00499510381477482	0.0102007017797984	0.0137703077183591	0.0112015793667164	0.00747094109755451	0.00756713525833898	0.016181130944857	0.0127709848444966	0.00404629253609993	0.00600680050457091	0.0111458898405483	0.00757922844041596	0.00772183736223278	0.00388263336971086	0.015186384006007	0.00973802070131308	0.0120366723391673	0.0103200962055002	0.00614105691083744	0.0124798252603695	0.012814737812345	0.0105332205495946
HT29_G1_5F_3	0.00740721100045384	0.00345193990971629	0.014205592255196	0.00962573270298419	0.00804125433065804	0.0172094736918837	0.0125209908817549	0.00835693565152242	0.00916712326763495	0.0118973809015597	0.0138898544494787	0.00184547970710674	0.00552956848278328	0.00392783021391998	0.0139212260247674	0.0136116144815722	0.00558154124736458	0.00589352286374885	0.0118287628977656	0.00658307370321984	0.00416511417508448	0.0119400868445703	0.00999242995693283	0.0158974692556825	0.0128956662581264	0.0164321916332301	0.00673728586819432	0.0183858700222475	0.00748480769359471	0	0.0152025736968444	0.00975385112568764	0.013761486760928	0.00726799962095398	0.00778650452679598	0.0128683127294743	0.0156469414201469	0.0138232558770668	0.00558791861249459	0.00659243776053564	0.0079295636951649	0.0160751557439327	0.0195967761880253	0.00743774945685879	0.00973377417121025	0.012670752125729	0.011816069439381	0.0193049295175228	0.0049631670408598	0.00814027871028319	0.00992853525073564	0.0126541185288298	0.0121113208591239	0.00882275636328916	0.0204926100101562	0.00763830432334233	0.0189706952913606	0.013311752353914	0.00797707169419193	0.0181504306040218	0.0147753483884068	0.0171279899914843
HT29_G2_4G_1	0.0112204711235161	0.0127516343112123	0.0084612044720514	0.00785944417435532	0.00832750528303743	0.0221253536641824	0.00606708155430495	0.00792858147998809	0.0117485859460023	0.00973785906310588	0.0030642446159187	0.0161932760436472	0.015737019323343	0.011752111648476	0.0068243393631569	0.0231010252713485	0.0132599134445049	0.012288978020003	0.00835736696583359	0.0161302925745856	0.0155394637554265	0.0091493055325513	0.00593740918759473	0.00788661479098388	0.00337207931595775	0.00745339002690128	0.0105775495857687	0.00865870914144456	0.00943465988445587	0.0152025736968444	0	0.00610516808499045	0.00784502897084989	0.0150535106387872	0.012734550795797	0.0031132166618719	0.00768691097899067	0.00669079679322498	0.0115982265504972	0.0158764595158563	0.0119813383899205	0.0138480476524986	0.00835418858573106	0.0155700481702789	0.00761305484461468	0.0109598745048633	0.0214973959073403	0.0138038163384457	0.0105118346375863	0.00896043212120196	0.0202725945844851	0.0063715969983416	0.00454884974607504	0.009303153125742	0.00710777680953039	0.0121592843220693	0.0076681056818941	0.00631375053908328	0.0116868349737145	0.0066646823586392	0.0204509262370235	0.00333414457992277
HT29_G2_4G_2	0.00565231850973746	0.00717284176794865	0.00661843623048055	0.0030824775589037	0.00478574944101285	0.0197130788580516	0.00390721040666964	0.00362267129632529	0.00882803543185774	0.00746245735682697	0.00454054269248133	0.011038358269976	0.00985567742544926	0.00647695900491873	0.00761160979103546	0.0191363510763697	0.00755618525795737	0.00638818727143755	0.004775129921902	0.0104573280344775	0.00952949247064121	0.0064105147761929	0.00106047166590474	0.00859707734267775	0.00423356462695069	0.00855015546811256	0.00553772992790417	0.0100435596619327	0.00569521637110706	0.00975385112568764	0.00610516808499045	0	0.007746030666247	0.011469512440611	0.00717075453828028	0.00497569478983247	0.00926176346876754	0.00773915168389042	0.00674737242645193	0.0117537750849021	0.00804801183601671	0.0134269382190645	0.0115213304720605	0.00977832460492713	0.00252625709273698	0.00920734863922112	0.0172214692081075	0.0144450011076812	0.00500275727465856	0.00575003175318512	0.0159333141038465	0.00577354950158403	0.00316297276969097	0.00609869329341677	0.0123562383696545	0.00724694206236658	0.011739171858277	0.00468492559931183	0.0068908838313633	0.00928481913319974	0.0179455599852449	0.0086334635191783
HT29_G2_4G_3	0.00931183750374229	0.0107700345775934	0.00696399345457992	0.0105656224518695	0.00748639488820137	0.0165570988719571	0.00615082203476303	0.00610800512008503	0.00785934990149399	0.00436100878779427	0.00814219154690727	0.0143940442533661	0.0153960930992617	0.0107367347963109	0.00221738241812502	0.0248898222899497	0.0132048657903066	0.0101805209938057	0.00681880938144204	0.0130448464663584	0.0136927597056905	0.00525352941375323	0.007084500964519	0.0060466059376458	0.00690187263450983	0.0053292342862476	0.00942932136944744	0.00732793412525817	0.00714198906188459	0.013761486760928	0.00784502897084989	0.007746030666247	0	0.0160601159153821	0.00990286080767982	0.00832287663417294	0.00244357410670012	0.00457859910622805	0.00838870023998462	0.0160514043758841	0.00708117313742527	0.0117644594246852	0.00765912226063133	0.0162080570929957	0.0101657789145839	0.00380415921561167	0.0231079512744019	0.00722896419663884	0.0100405361479103	0.0114296365322586	0.0167101744987703	0.00455256599362251	0.00713665271268299	0.00530635741185103	0.014298008318326	0.0133674762491421	0.00677455090597553	0.0110334089876806	0.00772691769279137	0.00717206703880153	0.0172606491682592	0.00710066536718938
HT29_G2_4H_2	0.0126115248448216	0.00924543637668925	0.0177060171001898	0.0106222820646442	0.00878624551929441	0.0184831338858278	0.0152072834728962	0.010673434161832	0.0105586175916801	0.0159025117875412	0.0139653368272863	0.00751329352664029	0.0110180322450025	0.00698781352312747	0.0157472473413867	0.00948570211005576	0.00842161436456306	0.011364022623697	0.0153313393135549	0.013643577533584	0.0108853842535987	0.0160407620578061	0.0115924824871367	0.0188308058879611	0.0128885189180666	0.019158548619807	0.00889288510851522	0.0211232475442622	0.00920535644433542	0.00726799962095398	0.0150535106387872	0.011469512440611	0.0160601159153821	0	0.0135027138273437	0.0124400584380968	0.0171698616107554	0.0154612752241791	0.00978566637865727	0.00264805852982905	0.0124981341305503	0.0148243493293842	0.0215585772303277	0.0110169854154925	0.0114252270559715	0.0163958118768206	0.0084294446860003	0.0216389700054547	0.00779679408172907	0.00627261276337215	0.0115184273560843	0.0152049241282011	0.0138488547292532	0.0120546397697712	0.0180296020871129	0.0111640054269314	0.019311959220209	0.0143581974439877	0.0133218309007962	0.0201752719641265	0.0134798399280399	0.0169410469386126
HT29_G2_4H_3	0.00234586914097485	0.00485043710419739	0.007739048285592	0.00803108621510392	0.00816910919010426	0.0180337248912886	0.00750834311282958	0.00631203428663869	0.00943278064739673	0.00715807699011108	0.011144973468877	0.00901554383695759	0.0069628133905555	0.006652603407895	0.0107701245423476	0.0200323915483436	0.00690824050624102	0.00215708938400767	0.00569773900378091	0.00430967395851003	0.00501848746872446	0.00619702898321277	0.00725560849846216	0.0109511677825701	0.010661199711553	0.0110982145711473	0.00640563429159947	0.012363190485934	0.0075502696873918	0.00778650452679598	0.012734550795797	0.00717075453828028	0.00990286080767982	0.0135027138273437	0	0.0117556049129948	0.0122919591956513	0.0113488607982485	0.00540937703521431	0.0127541764536716	0.00606836431141673	0.0158094605683316	0.014927021320099	0.00809662256293198	0.00743632554186178	0.0086600038930546	0.0178517070755141	0.0150157408480819	0.00607389420292175	0.0104777095135151	0.0135702261848549	0.00895680297407012	0.00883216396391351	0.00688606943793267	0.0194490775765024	0.00779243111519768	0.0161820920817972	0.0102542515278946	0.00313232250884048	0.0129654058323971	0.0178637275633448	0.0145023324016456
HT29_G2_5A_2	0.00995212718916481	0.0107426399972898	0.00939844151930415	0.00672252819245249	0.00668881787839903	0.0214514159972303	0.00649888237551503	0.00671806040472171	0.0106295491894746	0.00940854197996305	0.00428740590310229	0.0137282950536174	0.0137393117271606	0.00969627706538753	0.00704514062509958	0.020711171899524	0.0116342492108427	0.0109101789347956	0.00865994374240074	0.0145780642816715	0.0137297843334663	0.00906146547648154	0.0051044616772823	0.00869061303792285	0.00381490667364326	0.00886400365964901	0.00924865241253323	0.0106819208170961	0.00785006396160266	0.0128683127294743	0.0031132166618719	0.00497569478983247	0.00832287663417294	0.0124400584380968	0.0117556049129948	0	0.00854733354133921	0.00628585081289579	0.00995098485486794	0.0135352732587022	0.0106016894344889	0.0139864519871612	0.0101516549556058	0.0139468291486061	0.00647205799700657	0.010729669423825	0.0192060947422315	0.0150173735591085	0.00852522520311882	0.00646200002299416	0.0186888018448566	0.00608355209038733	0.00404731071477577	0.00793200715495389	0.00823673176143382	0.0100005501535543	0.00909695545748378	0.00626297349427727	0.0105760979048751	0.00886085785207993	0.0192731759529871	0.00549055134703869
HT29_G2_5A_3	0.0115503633028706	0.0128136884855411	0.00865040008415274	0.0120520634497503	0.00884855767983139	0.0173063345577548	0.00772688007104212	0.00793579194962067	0.00916664841147566	0.00640631299502284	0.00867022105151029	0.0161831029787421	0.0174969891678112	0.0125309967832637	0.0023838877413059	0.0261988947892959	0.0151473992683714	0.0124543727586335	0.00885167246441778	0.0153628555577114	0.0159199176604453	0.00736867827593945	0.00860599802605207	0.00663264824253314	0.0074324502257223	0.00584443709038671	0.0112559235733224	0.00772171024022916	0.00870304680383296	0.0156469414201469	0.00768691097899067	0.00926176346876754	0.00244357410670012	0.0171698616107554	0.0122919591956513	0.00854733354133921	0	0.00451544396499775	0.0103876731743308	0.0173664863228975	0.00909237864064283	0.0118822238375495	0.0068210131376374	0.0182595597076521	0.0117210785516418	0.00560837936861072	0.0245379049550744	0.00685488669053938	0.0118511508001991	0.0124655933939262	0.0182509575905209	0.00569190871061741	0.00822760378437796	0.0071305062737111	0.0133489094500022	0.0150979332028506	0.00448659095881748	0.0121161124400155	0.0100538954094481	0.00710914148266882	0.0179787679396486	0.00593289861230293
HT29_G2_5B_3	0.00986486000603256	0.0110306129865728	0.00856685341840048	0.0107371881483891	0.00814793520547192	0.0194767203147876	0.00679947852581627	0.00720354365473358	0.0099197561855023	0.00548215442830494	0.00831433020936274	0.0142149510973009	0.0152758468044549	0.0111954912917339	0.00245823814077002	0.0245697036698115	0.0141346576251975	0.0112536853541327	0.00865494744555398	0.0137927911009301	0.0143335770126729	0.00644872253709967	0.00756974273272904	0.0051703250967643	0.00723259317655139	0.00587736744644943	0.0109084941881119	0.00865499627387174	0.00810850287560315	0.0138232558770668	0.00669079679322498	0.00773915168389042	0.00457859910622805	0.0154612752241791	0.0113488607982485	0.00628585081289579	0.00451544396499775	0	0.00946235594466462	0.0161787803696143	0.00804095428748741	0.0145497536398819	0.00685193740688929	0.0166584876066312	0.010055798164852	0.00608229303343089	0.0230100599433563	0.0110050106233276	0.0103520660988429	0.0106075633643685	0.0186629048522469	0.00303915267724736	0.00599940389669405	0.00561510917870073	0.0125574256134872	0.0120465230484796	0.00613235984752419	0.01045671262699	0.00887932486149638	0.00739159867019753	0.0193246149674437	0.00611242866550472
HT29_G2_5E_3	0.00514340573393854	0.00317850031426773	0.010072145649633	0.00805943886369492	0.00435722351929384	0.0145336033081466	0.00855161642117284	0.00380769406535494	0.00482461375526071	0.00711653815573036	0.0104500631907344	0.00633867567598056	0.00859768945014244	0.00340357203128153	0.00892849636609564	0.0178595003534106	0.00659563422933938	0.00414278139415392	0.00782257681984821	0.00684298771303662	0.00627015603816627	0.00748387733724786	0.00652369481742454	0.0115650158042105	0.00912713339236121	0.0117486738537354	0.00403710791161726	0.0137102513850819	0.00306559004012354	0.00558791861249459	0.0115982265504972	0.00674737242645193	0.00838870023998462	0.00978566637865727	0.00540937703521431	0.00995098485486794	0.0103876731743308	0.00946235594466462	0	0.00917303048527639	0.00333756604622204	0.0123543889026467	0.014959445304135	0.0098712577615065	0.00802470483515132	0.00745982679774085	0.0159951782332186	0.0137429442751638	0.00369918278949165	0.00760547890205742	0.0102592900708514	0.00837253650221488	0.00880345413350445	0.00399306534680925	0.0177617778202023	0.00875344075623634	0.0141483772412663	0.011273274536778	0.0041111479239356	0.0136476111792801	0.0135219838805336	0.0128745667098765
HT29_G2_5F_1	0.0123186723590082	0.00881518017050737	0.0175790007170163	0.0107754119844569	0.00874582047905698	0.0168408488056615	0.0153548309404795	0.0105212672802018	0.00974536723375668	0.0158783016151705	0.0144051220035692	0.00702823354283676	0.0106609194065185	0.00642742819553059	0.0161020655575104	0.00930148275738921	0.00731885029036162	0.0106500202720613	0.0150364611126033	0.0128663983432689	0.00997322109343571	0.0159739308501068	0.011738290396068	0.0192854301192496	0.0132869663532004	0.0194299920335103	0.00800760316561469	0.0212343628972826	0.00894778935199257	0.00659243776053564	0.0158764595158563	0.0117537750849021	0.0160514043758841	0.00264805852982905	0.0127541764536716	0.0135352732587022	0.0173664863228975	0.0161787803696143	0.00917303048527639	0	0.0121541068535859	0.0138775744381898	0.0221419532766229	0.0102917351178964	0.0116925839487249	0.016197613720669	0.00789653168698825	0.0211249815512426	0.0075404281700354	0.00730012643742098	0.0092747488336831	0.015702817395129	0.0144695690655387	0.0121180854366577	0.0193718557222101	0.0118127624755542	0.0199612875370421	0.0149219965557488	0.0128817611639005	0.0205657802917366	0.0118375513680785	0.0177126907345276
HT29_G2_5F_3	0.00572415115292362	0.00519929374633239	0.00958719952137889	0.0101860168249278	0.00641656772467528	0.0147800827386413	0.00852932998898537	0.00519904715782862	0.00608982334520599	0.00491560117618942	0.011480671231631	0.00817179937790834	0.0103794889945267	0.00655995864848837	0.00757414569257675	0.0208574694944992	0.00967499903101758	0.00585219799341726	0.00802959688836356	0.00715793332431578	0.00808168471249372	0.00607623715503008	0.00784405221300875	0.0099402705372665	0.0101329049323787	0.0103848626455288	0.00705106441889704	0.0126139669652892	0.00499510381477482	0.0079295636951649	0.0119813383899205	0.00804801183601671	0.00708117313742527	0.0124981341305503	0.00606836431141673	0.0106016894344889	0.00909237864064283	0.00804095428748741	0.00333756604622204	0.0121541068535859	0	0.0137036830760927	0.0134086457544832	0.012371398090011	0.00975010286692223	0.00488998020219267	0.019074701007529	0.0121964894037716	0.00656384550890763	0.00999133147849435	0.0121559399119836	0.00718994669228864	0.00902252943272039	0.00277711276393755	0.0185127671182175	0.00992741451740976	0.0130324007586277	0.0124367685156092	0.00325087498660064	0.0127240976534528	0.0151233187323317	0.0126680413370889
HT29_G2_5G_1	0.0160448930802808	0.0151083581313312	0.015909686145193	0.0140253765865292	0.0100520198558792	0.0114581263588447	0.0146372346748259	0.011203858837845	0.00797882250095015	0.0149210546481198	0.0126499283265728	0.0167620018536897	0.0195651590300766	0.0128690367156306	0.0127846079038788	0.0218173119333112	0.0143034207393589	0.0150058668867987	0.0143125475243352	0.018577735367498	0.0174174375379235	0.015376015224071	0.0124507318452515	0.0173790591644443	0.0111958716622406	0.0162045902832973	0.0107820612463128	0.017027987216654	0.0102007017797984	0.0160751557439327	0.0138480476524986	0.0134269382190645	0.0117644594246852	0.0148243493293842	0.0158094605683316	0.0139864519871612	0.0118822238375495	0.0145497536398819	0.0123543889026467	0.0138775744381898	0.0137036830760927	0	0.018006950444185	0.0186172234435425	0.0149823565494232	0.0136875156335967	0.0204023400219251	0.0122279974426368	0.0131234378529521	0.0130646754743998	0.0129270225051656	0.015003194291852	0.0151077962685688	0.0128818239161909	0.0170092447748362	0.0193408374794408	0.0139742470841821	0.0166710952521747	0.0150043915095394	0.0167514822525557	0.00947079659925754	0.0134126282348788
HT29_G2_5G_3	0.0137959551204563	0.0164071293253335	0.00853392789444539	0.0142056664884812	0.0135898344005941	0.0239022927012994	0.00852034772060146	0.0121314246934452	0.0152932396234076	0.00891979667275457	0.0102153932228228	0.0202758378287905	0.0197752546900877	0.0167374870536809	0.00680409587047838	0.0302082417273498	0.0187048179429563	0.0155637249372329	0.010392193147336	0.0180668636869979	0.0190556712211517	0.00886834095418365	0.0113266525104925	0.00435687122219944	0.010232941076001	0.00398177216564997	0.0156570135056605	0.004882374837404	0.0137703077183591	0.0195967761880253	0.00835418858573106	0.0115213304720605	0.00765912226063133	0.0215585772303277	0.014927021320099	0.0101516549556058	0.0068210131376374	0.00685193740688929	0.014959445304135	0.0221419532766229	0.0134086457544832	0.018006950444185	0	0.020643043425594	0.0133489670124844	0.00971921693812007	0.0284783170952784	0.0111109422139681	0.0156043965117047	0.015910290795645	0.0242194724438237	0.00697546559592745	0.0088677436908344	0.0113695910798736	0.0131023707791097	0.0163197647611662	0.00617291256183809	0.0120374429256016	0.0131425655796931	0.00358179299591371	0.0246293449518624	0.00685989270069878
