	HT29_G1_1B_1	HT29_G1_1B_2	HT29_G1_1B_3	HT29_G1_2A_1	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_3	HT29_G1_4A_3	HT29_G1_4B_1	HT29_G1_4B_2	HT29_G1_4B_3	HT29_G1_4C_1	HT29_G1_4C_2	HT29_G1_4C_3	HT29_G1_4F_1	HT29_G1_4F_2	HT29_G1_4F_3	HT29_G1_5A_1	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_1	HT29_G1_5B_2	HT29_G1_5B_3	HT29_G1_5C_1	HT29_G1_5C_2	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_2	HT29_G1_5D_3	HT29_G1_5E_1	HT29_G1_5E_3	HT29_G1_5F_1	HT29_G1_5F_2	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4G_3	HT29_G2_4H_1	HT29_G2_4H_2	HT29_G2_4H_3	HT29_G2_5A_1	HT29_G2_5A_2	HT29_G2_5A_3	HT29_G2_5B_2	HT29_G2_5B_3	HT29_G2_5E_3	HT29_G2_5F_1	HT29_G2_5F_2	HT29_G2_5F_3	HT29_G2_5G_1	HT29_G2_5G_2	HT29_G2_5G_3	HT29_G2_5H_1	HT29_G2_5H_2	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6A_2	HT29_G2_6A_3	HT29_G2_6B_1	HT29_G2_6B_2	HT29_G2_6B_3	HT29_G2_6C_2	HT29_G2_6C_3	HT29_G2_6D_1	HT29_G2_6D_2	HT29_G2_6D_3	HT29_G2_6E_1	HT29_G2_6E_2	HT29_G2_6E_3	HT29_G2_6F_1	HT29_G2_6F_2	HT29_G2_6G_1	HT29_G2_6G_2	HT29_G2_6G_3	HT29Root1_2	HT29Root1_3	HT29Root2_1	HT29Root2_2	HT29Root2_3
HT29_G1_4B_3	0.0368138160048394	0.0315489131957437	0.0236454858904201	0.0838882347341486	0.0140476224372775	0.0196729309359132	0.0238614377905413	0.0181528205175467	0.0463605725164541	0.013747829299337	0	0.0263523458812969	0.0225545997254445	0.00983088627708957	0.0358025724866222	0.0520208293592717	0.0349103767293028	0.0062144407655753	0.0385119712769679	0.0468141975661032	0.0331005233538174	0.0263552926545645	0.0136542866628095	0.0265712329878513	0.0208955521584729	0.0232962407302141	0.0217616471130562	0.00432305886002016	0.0301734881687193	0.0340177789334087	0.0536305057207043	0.0513051684288421	0.0391473633699893	0.0202403847448604	0.0186987715455208	0.0209551525787256	0.0198314464963328	0.0180505229970359	0.00551700119883559	0.0176141313997747	0.0120871513538192	0.0069881482395489	0.0255430918955551	0.0239458349959423	0.0206499560191475	0.0279212290880209	0.00758812317040782	0.0175085722823085	0.00452062616617044	0.0216606679235462	0.027270531778917	0.00370246699899374	0.0143849981381356	0.00899475252694439	0.0162367728027689	0.0522157604182498	0.0332447851212551	0.0294660701475739	0.029802822757984	0.024791495709258	0.0196335708996629	0.0276172981604707	0.0341457410682531	0.041148517732491	0.0318676950678022	0.0277162799587339	0.0221817523017295	0.0143783578187792	0.0186369942067239	0.0237880245997477	0.0452874610263056	0.0340807602041777	0.0381203382948555	0.0312378811311198	0.0246846243863168	0.0336255430121882	0.051300119727732	0.054255333624303	0.0370277405636576
HT29_G1_4C_1	0.0192070460305977	0.0066067710253046	0.00486591344673748	0.0598729450961775	0.0211988486579148	0.00749661666094073	0.0277967931764319	0.0142303090427816	0.0706382300411309	0.0163503155532979	0.0263523458812969	0	0.0142167611139632	0.0260407076540646	0.0125334906118738	0.0257840677792035	0.0141423418876159	0.0245356896898095	0.0497270323875614	0.0585600806535611	0.0123134582050558	0.0451052598505747	0.02527559749839	0.0116180849536437	0.0105354850257442	0.0406352504873999	0.025851298413492	0.0272035996809231	0.0488292573901182	0.00773024741501488	0.0279555494773566	0.025683322189987	0.0137714516004268	0.0174790160018062	0.0227266850081283	0.0308468458025594	0.0176947026239363	0.0287194984963212	0.0208398350988935	0.0202487452655957	0.0382138780377655	0.021912600349725	0.0517972660094803	0.0140818802569958	0.0287990688776506	0.0326259675926244	0.0207314858053836	0.0146947547436855	0.0248084744665902	0.00890845072723814	0.0124351236392624	0.0235893321031237	0.0122844647216281	0.02674309903628	0.0384343666306077	0.0282147412492603	0.0165242842971698	0.0127752401138512	0.00384192224676396	0.020658928519787	0.00678614148618306	0.0264186019650906	0.00842046533870863	0.0164871013420416	0.0209399994835519	0.0307538419792892	0.0410361554120344	0.0143392783100051	0.0239209114222209	0.00490851326263025	0.0189606362998179	0.0115603475694807	0.0133296123541875	0.0125982371044548	0.00300134524140807	0.0162871382523774	0.0297629762776805	0.0322352681777154	0.0115954514390575
HT29_G1_4C_2	0.03316031387466	0.0144725067533269	0.00940892039512224	0.0724383852014269	0.0106399413198761	0.0092476942291496	0.0137772548700635	0.0217373139669314	0.0606148847500745	0.0207269725017317	0.0225545997254445	0.0142167611139632	0	0.0170471350978968	0.0266537197815893	0.0362851077869195	0.0283234604941647	0.0177302926951857	0.0357667776363258	0.0445394471066665	0.0121290846544298	0.0331961490191642	0.0144210652685162	0.00508071219864737	0.00430473589626048	0.0285850080866784	0.0120695476907382	0.0210332777751076	0.0366434157782993	0.0200236144847977	0.0397712242346211	0.0318927984682518	0.0205735070723545	0.0040418838040036	0.00969128355727366	0.0177211427114044	0.0258374703887888	0.0162499801123812	0.0182496072262718	0.0268212376429804	0.0321685621063446	0.0157797873562437	0.0453754329144858	0.00141130978568672	0.0347704839441456	0.0184645575002303	0.0210551649372331	0.00505846054783474	0.0189099023944054	0.0190075154406644	0.0250168969825387	0.0188806023906695	0.0111926019514782	0.0181463346724813	0.028862627942007	0.0310587685378846	0.0108103739000145	0.0260567214237353	0.0149436756907946	0.00652565600768428	0.0113746115354395	0.0122913562033326	0.0172385727916068	0.029931104997342	0.0100693964463528	0.016550694053284	0.0295260116912988	0.00868109772077253	0.0109287073970159	0.00933736106733745	0.0286715687524771	0.0139191202618879	0.0189862568742654	0.00969476013838426	0.0156044226079308	0.0300535531064052	0.0437829693028793	0.0461199084276277	0.0248521426188532
HT29_G1_4C_3	0.0408334476475735	0.0295442906628176	0.0219662966021589	0.0856675518186741	0.00647053838981479	0.0185498804277564	0.0143036831748113	0.0231907132823593	0.0447345133568203	0.0193465561087233	0.00983088627708957	0.0260407076540646	0.0170471350978968	0	0.0375833673391902	0.0513629797876476	0.0376813233673854	0.00391489846554455	0.0295514758263008	0.0381759216646431	0.0290046250527835	0.0199104648570999	0.00408098616585019	0.0219436661208883	0.0172986566380122	0.0158890084041161	0.0123990520937863	0.00592883219697548	0.0238018993640321	0.0336006288558253	0.0539349702546702	0.0485102687892431	0.0366827025557592	0.0135614831600118	0.0100167575227949	0.0111528096822926	0.0261206296024955	0.00822218389645665	0.010299467320934	0.0248593936342699	0.015508979133686	0.0055022662751568	0.0283958776969276	0.0184182977271644	0.0296824354424145	0.0181219313171917	0.0146359660434646	0.0127600239438782	0.00549267810066177	0.0246495554092169	0.0311640041691386	0.00730441749093923	0.0142660674402788	0.00120692257182601	0.0124522006094692	0.0480772692938673	0.0276582746376583	0.033103937993087	0.0286880239850086	0.0169911065795058	0.0195585888214434	0.0185893979522029	0.0323714517556346	0.0423102826882356	0.0246886462421896	0.0180398857651666	0.0156286871088253	0.0117207718730278	0.00957573294269663	0.0220449834851094	0.0440381959787267	0.0305414902002539	0.0353062141635297	0.0266871401773288	0.025434046170504	0.0374994304464715	0.0543258870441884	0.0570974427840597	0.0375866866837085
HT29_G1_4F_1	0.00926401132091472	0.014331330787528	0.0173953756604948	0.0483981189993054	0.0333701065093923	0.0195367555015071	0.0403062225443188	0.0189404567733283	0.0815634868389309	0.02294750153765	0.0358025724866222	0.0125334906118738	0.0266537197815893	0.0375833673391902	0	0.0185994271099862	0.0038031009931999	0.0354522124887028	0.0622255258784105	0.0710427455724918	0.0211430359005149	0.0571202869342851	0.0373527941867286	0.02337594223477	0.0230653165624786	0.0527423131765236	0.0383732598269148	0.0376451600338434	0.0609067046636922	0.00842819139486292	0.0184803408639519	0.0240250871510088	0.0161960010936492	0.0300055044223379	0.0352165770246738	0.0432940568837362	0.0201899837444389	0.0410688113638129	0.0304818459757947	0.023586231860058	0.0478674877116086	0.0328462325882091	0.0611062234219002	0.0263774567674191	0.0307990246002684	0.0450934544599461	0.0288470819109927	0.0271093494841405	0.0353554508643347	0.0142174884242693	0.0105416649139049	0.0337795235313623	0.0233355052939926	0.0381204285905642	0.0496930823258553	0.0294132795202463	0.0264031328612971	0.00861392913243849	0.012260708003566	0.0329848314211594	0.0181267933687552	0.0386938760017563	0.0131222815720084	0.00565970382701391	0.032048994274786	0.0431822585679726	0.0529626368533637	0.0261903734796267	0.0363974044511949	0.0174299674940867	0.0148669465113524	0.0192583549076742	0.0172119807240061	0.0226456251821984	0.0122260323727211	0.00811835630167867	0.017243826978353	0.0197842934377787	0.00468000059014793
HT29_G1_4F_2	0.0252596991798346	0.0220268011841307	0.0294274472703261	0.037215544320271	0.0458293892594	0.0330428034918264	0.0493956923791995	0.0369028620182453	0.0959304235403263	0.040477291606632	0.0520208293592717	0.0257840677792035	0.0362851077869195	0.0513629797876476	0.0185994271099862	0	0.0217323572882886	0.0502110336633342	0.0706810986931108	0.0789676380927194	0.025337795355428	0.0693507008582226	0.0499342131846261	0.0314322790753296	0.0343710995633887	0.0647643965252462	0.0480954971642019	0.0529496125548725	0.0728432871222546	0.0180596197850695	0.00559517711144513	0.0113999160540204	0.0161490247532083	0.0402980981388278	0.0459550435885999	0.0539498768985236	0.0386442896584192	0.052469777736794	0.0465171216274449	0.0419938034379708	0.0639360722309925	0.0476087070018198	0.0774684282573151	0.0353489884544977	0.0493717328833012	0.0532857688547706	0.0458511047482663	0.0390167216914111	0.0505539831114427	0.031607170685707	0.0291091266178398	0.0493494772911875	0.0380498701135891	0.0521760053631196	0.0637836640947289	0.018734382944661	0.0300279803723539	0.0272060898405993	0.0227241537163627	0.0411457086817819	0.0325660630439158	0.0459860635043493	0.0191823681701026	0.0132278101425128	0.0366297900948472	0.0511029597733576	0.0655499623017464	0.0397217816675762	0.0471935053641324	0.0293445199706835	0.00765349967742388	0.0230732566768799	0.0179525860324485	0.0279031835258791	0.0273990173215849	0.0258242120048778	0.0198277561584418	0.01971188737467	0.015485086565887
HT29_G1_4F_3	0.00569089886871169	0.0172239409506084	0.018921103919438	0.049119490467739	0.0340127147770182	0.0203894998958364	0.0417209686606685	0.0172712116748776	0.0810340141815805	0.0215369367858389	0.0349103767293028	0.0141423418876159	0.0283234604941647	0.0376813233673854	0.0038031009931999	0.0217323572882886	0	0.0352204001606735	0.0634952813944586	0.0723613723989555	0.0241320805756955	0.057450160036637	0.0378616978181743	0.025561279087775	0.0244454848320332	0.0531813606962659	0.0396720463581712	0.0371440848844854	0.0612876554314098	0.0117347509288354	0.0208921789874334	0.0277736650061123	0.0198619506685594	0.0313808384218249	0.036321280104279	0.0442538463758882	0.0178255104002893	0.0418610549139636	0.0297880861275068	0.0212447762641944	0.0468895906495551	0.0326706678470646	0.0598862753323588	0.0282194742992386	0.0279184689097228	0.0466314847880101	0.0276526844591669	0.0281263472580875	0.0349425239291362	0.0133434930610489	0.00817227847110497	0.0332346073292404	0.0234910613227585	0.0381073856694179	0.0494952819197641	0.033213693171848	0.0292552181417053	0.00595735217766246	0.014780971409645	0.0347883037715964	0.018697429384307	0.0405470985230847	0.0164014146239956	0.00850743526463699	0.0345755754099855	0.0448132848700881	0.05322774031647	0.0266966073635901	0.0374576738580697	0.0189903691625925	0.0185722984254057	0.0223984358179688	0.0207793516229293	0.0253972738249069	0.0130245579122342	0.00434672394217506	0.0166867766908686	0.0195271743088484	0.00847519257848705
HT29_G1_5A_1	0.0380049202200996	0.0287758952617152	0.0209335175733988	0.0837084170154053	0.0081185125704117	0.0171909891503975	0.0176491092609936	0.0199133155343126	0.0462810049678467	0.0158690436304367	0.0062144407655753	0.0245356896898095	0.0177302926951857	0.00391489846554455	0.0354522124887028	0.0502110336633342	0.0352204001606735	0	0.0334092379299895	0.0419800038869938	0.029162110193349	0.022993941651892	0.00746723004925477	0.0222644627434861	0.0170090725935831	0.0192572328653603	0.0155551438166161	0.00330990429508891	0.02690015244684	0.0322362246893408	0.0524269038420374	0.0482196911627152	0.0361802320469962	0.014836152878679	0.0125936909576676	0.0150064519402918	0.0225916140950531	0.0120338202837141	0.0065712964972919	0.0211367890328686	0.0145610355418235	0.00263288147972084	0.0280497220492076	0.0191407252260759	0.0257706093307568	0.0217762780745785	0.0108139317198268	0.0128954453220594	0.00169678110901329	0.0219685812156892	0.0282991399814799	0.0033902675573656	0.0123105714947718	0.00349706921531827	0.0142976371289791	0.0483795180170006	0.0285341008609876	0.030333742764469	0.0275411293947603	0.0190200900736441	0.0178135305396411	0.0214802374658233	0.031538826117889	0.0404299572739618	0.0264052314635734	0.0215142127352913	0.0186873648167186	0.0107118298993109	0.0124583738427276	0.0210410002726931	0.0430828096419887	0.0304574259218462	0.0349433408952904	0.0270361745463122	0.0235202823429707	0.0346934126140952	0.0518688398836449	0.0547099662429148	0.0358904311182311
HT29_G1_5A_2	0.0677521338708244	0.0498991350084986	0.0448726985964513	0.107394355402435	0.0302861501776249	0.0431936455135171	0.0220024212461305	0.0519167914746692	0.0387474255578505	0.04851687325196	0.0385119712769679	0.0497270323875614	0.0357667776363258	0.0295514758263008	0.0622255258784105	0.0706810986931108	0.0634952813944586	0.0334092379299895	0	0.00892516483087805	0.0454185062593184	0.0161941581736809	0.0272391477190704	0.0399074553267521	0.0392142357844306	0.0163289866121754	0.0239052792871976	0.034193781328809	0.0149637018473674	0.0557065730521005	0.0747880020432693	0.0636335757362256	0.0545890106809153	0.0322715286685239	0.0272511039984437	0.0196627920975224	0.0552626027785001	0.0224741895893611	0.0398266902541397	0.0543045968305227	0.0358785394685244	0.0348718582021321	0.0405381169052729	0.0362883276045609	0.0590335458801867	0.0175235498015463	0.0441759379815775	0.035450058326874	0.0348150570585773	0.0519464731763721	0.0585854909420514	0.0367712578864489	0.0411750765229264	0.0299576270858756	0.0255513781054067	0.0598439188767789	0.0408889918702932	0.0601586157188356	0.0506772526020108	0.0298910283192697	0.0450261033638722	0.0247626286658574	0.0524838137710421	0.0656311772886682	0.0344188210118295	0.0196677522486795	0.0184343410106892	0.0374717188520303	0.0261539759349597	0.0448400099145761	0.0631053831792088	0.0476993840870136	0.0527868760451484	0.0428793828313331	0.0505085045365997	0.0644717295924553	0.0793686187850981	0.0817491980142128	0.0605656396863316
HT29_G1_5A_3	0.076639105654966	0.0585273810452873	0.0537071438921787	0.115742844570389	0.0391828341039111	0.0520908583714309	0.0308118401625921	0.0607487429398877	0.0386153180822339	0.0572823368310465	0.0468141975661032	0.0585600806535611	0.0445394471066665	0.0381759216646431	0.0710427455724918	0.0789676380927194	0.0723613723989555	0.0419800038869938	0.00892516483087805	0	0.0537882832487456	0.0224140162901722	0.0360556327411758	0.0485402905146175	0.0480647258396075	0.0238677094438341	0.0327748913501079	0.0425221017057035	0.0198770613487894	0.0644021307127326	0.083214258343297	0.0714707743566736	0.062923590147853	0.0411195814504726	0.0361610082377262	0.0285651317895262	0.0640371626155251	0.0313401731629997	0.0484635961946839	0.0629834427773048	0.0429289431556141	0.0435663284472085	0.0455029821490938	0.0450037901387962	0.0674109298450602	0.0261604461421068	0.0527751904162053	0.0443531563619896	0.0433181714234622	0.0608472884777933	0.0674824993268213	0.0453066667400285	0.0500755076369919	0.0384996752567533	0.0327626255839187	0.0672569324455645	0.0490697373267585	0.0690559477735869	0.0594108815470543	0.0385283883087555	0.0539307042935104	0.0332032430652583	0.0610584837467476	0.0743470509000354	0.042510079570016	0.0282295388323006	0.0256114491363039	0.0463818036326312	0.0350703599264837	0.0536700623197406	0.0714452511250724	0.0560886143477146	0.0611080124543348	0.051293871485078	0.0593889104160725	0.0733636810030983	0.0881500798674784	0.0904957236071114	0.0692871945443975
HT29_G1_5B_1	0.0297577534239737	0.00691674868267014	0.0108253142271355	0.0623145583819291	0.0227025262750015	0.0143782213302492	0.0242229328693177	0.0258372524710037	0.0726600047861053	0.0268744214419439	0.0331005233538174	0.0123134582050558	0.0121290846544298	0.0290046250527835	0.0211430359005149	0.025337795355428	0.0241320805756955	0.029162110193349	0.0454185062593184	0.0537882832487456	0	0.0449730686070256	0.0265457815936247	0.00708311490582	0.012249579968945	0.0403653461219503	0.0231274584914625	0.0323826701226369	0.0482649879950908	0.0127873922451631	0.0295620238823186	0.0197986634365949	0.00919233191871895	0.0160760567258334	0.0215469100849612	0.0291686926552905	0.0296245558700376	0.0281045212467113	0.0280446910516517	0.0318058052476513	0.0437063601184782	0.0268921832026237	0.0571157151999321	0.0108860324563159	0.040371006629454	0.0279831943600551	0.0295837193611825	0.0163450695777049	0.0300930978478526	0.0209714921674653	0.0245772108986206	0.0296247865082489	0.0192670484890872	0.0300515249799624	0.0409743203831838	0.0192433724784991	0.00538695414112724	0.0245577890720891	0.00966591318404093	0.0159378526952244	0.0155962102936764	0.0206743654233397	0.00826606934480721	0.0222921058583679	0.0117456939107825	0.0257946942121753	0.0414644340093575	0.018772593198848	0.0227451383730986	0.010637824638299	0.0177310446453574	0.00232353247007873	0.00740127563841119	0.00261622874747836	0.0152439129010216	0.0273602051466654	0.0367160499983255	0.0385279908464873	0.0175922008152762
HT29_G1_5B_2	0.0607010377998485	0.0474099782014532	0.0405915372759075	0.104699761358441	0.023929983872363	0.0377089412655028	0.0216317373869666	0.042888457444194	0.0286332925569062	0.038822394075343	0.0263552926545645	0.0451052598505747	0.0331961490191642	0.0199104648570999	0.0571202869342851	0.0693507008582226	0.057450160036637	0.022993941651892	0.0161941581736809	0.0224140162901722	0.0449730686070256	0	0.0198499327553333	0.0381946200162996	0.035194837570623	0.00461740490056629	0.0220718194221732	0.0223739823401346	0.0039084506673775	0.0522941433264152	0.072518760401573	0.064641094897437	0.0537293989002554	0.0291587250743181	0.023521663147349	0.0159456521212975	0.0454753538253262	0.0169526523025316	0.0294401500252798	0.0437190618780934	0.0205862417503119	0.0252593517030473	0.024458568964512	0.0342490990374568	0.0467234218059833	0.0203393832445282	0.0333396465560182	0.0306190003092562	0.0238707028105407	0.0445351318654359	0.0510459102922043	0.0258930222192675	0.0339988050626798	0.0196836292522019	0.0107019991747851	0.0625659055084209	0.0418272521090499	0.0529823983373402	0.0472006839138159	0.0294460733705154	0.0390283899947095	0.0266768898992321	0.0502375061767642	0.0615467292448515	0.0364836707488257	0.0222264643038376	0.00430867574586659	0.0309700609600421	0.0222951974917142	0.0406278443720932	0.0617902878425852	0.0469700487139684	0.0521064307271465	0.0423837504724889	0.0449215630692352	0.0573722921100332	0.0740246181633827	0.0767360225709055	0.0566567151012848
HT29_G1_5B_3	0.0414836017015639	0.0279407189060349	0.0208114405754113	0.0850186328870629	0.00412418669087505	0.0178747098505828	0.0102628791285588	0.0247389144847325	0.046343665462222	0.0213086636310294	0.0136542866628095	0.02527559749839	0.0144210652685162	0.00408098616585019	0.0373527941867286	0.0499342131846261	0.0378616978181743	0.00746723004925477	0.0272391477190704	0.0360556327411758	0.0265457815936247	0.0198499327553333	0	0.0194794038390561	0.0155833222001267	0.0154157057444017	0.00831873754656738	0.00997081885179964	0.0236074808316542	0.0325484756951505	0.0528686138369904	0.0462725569835346	0.0347271780093877	0.0105775278326753	0.00616290003835039	0.00789464336850619	0.0280538506384843	0.00488865281489362	0.0130295636521881	0.0272181536904337	0.0192352556481002	0.00798139695247061	0.0316659683439325	0.0157053020013459	0.032766472374736	0.014319697742009	0.0174183072667418	0.0109357144952723	0.00915994792445775	0.0253157015265718	0.0319658547989943	0.0106703903865859	0.0145019973426027	0.00523537022667997	0.0144534440437576	0.0453401723568639	0.0246264498559634	0.0337485498556561	0.0274849350402538	0.0133085144719161	0.0192612377411221	0.0145247898399692	0.0307878319850988	0.0417378928175531	0.0211014520414725	0.0140696134527445	0.015790385888017	0.0111937202920276	0.00556524095517515	0.0208576731160985	0.0424572356804712	0.0282746818043289	0.0332349531116544	0.0240989229511004	0.025141855396765	0.038146498899366	0.0543861987761949	0.0570549660290318	0.0368495257485336
HT29_G1_5C_1	0.0307908901885721	0.0100124417980454	0.00759381030618039	0.0678980853693744	0.0156214805743028	0.00960449888523867	0.0181144272738101	0.0223348021253409	0.0656812793368733	0.0223223264728167	0.0265712329878513	0.0116180849536437	0.00508071219864737	0.0219436661208883	0.02337594223477	0.0314322790753296	0.025561279087775	0.0222644627434861	0.0399074553267521	0.0485402905146175	0.00708311490582	0.0381946200162996	0.0194794038390561	0	0.0058309322562872	0.0335815559113677	0.0166922962029266	0.0255264420624027	0.0415899400497374	0.015978251850033	0.0351340967507555	0.0268186192230883	0.0155610536781589	0.00909334019885942	0.0146841546945897	0.0225655008953349	0.0263916284980283	0.0212592762318536	0.0217911048238261	0.027968421228965	0.0368015975031929	0.0200982570529554	0.0501452583088725	0.00395063860439465	0.0363247046126917	0.0224142039193966	0.0239216607375671	0.00937590320749134	0.0232906221485484	0.0184810865948171	0.0236548378940504	0.022991177055945	0.0135253866494834	0.0230044659683432	0.03390370192463	0.0261935729531487	0.00699849158050615	0.0242855377343939	0.011174469769953	0.0100307499089532	0.0114518083868117	0.015518287065791	0.0126225192648421	0.0260026049608482	0.00944389178324718	0.0203358643213232	0.0345739149683189	0.0122163680427351	0.0159089143075438	0.00743927490365853	0.0237913720001094	0.00884138179297781	0.0139375647131335	0.0047785692171842	0.0138027914309962	0.0279019897806865	0.0401877379562555	0.0423569915222506	0.0209485844069014
HT29_G1_5C_2	0.0291023593470752	0.0123682739645528	0.0056847873384841	0.0698285826690127	0.0114740721452507	0.00494776638079987	0.0173037283000734	0.0175880139562114	0.061799649481617	0.0169413549485587	0.0208955521584729	0.0105354850257442	0.00430473589626048	0.0172986566380122	0.0230653165624786	0.0343710995633887	0.0244454848320332	0.0170090725935831	0.0392142357844306	0.0480647258396075	0.012249579968945	0.035194837570623	0.0155833222001267	0.0058309322562872	0	0.0306376740564784	0.0153216592779499	0.020186478738261	0.0388146769002756	0.0171755995914661	0.0373995291884665	0.0313022343318146	0.0193933992017072	0.00695745648747291	0.0122502420453788	0.0204136734821447	0.0216948195434807	0.018460798331904	0.0159930935362416	0.0228718788388246	0.0315408956753638	0.0146702183261756	0.0450378966208669	0.00492816150564414	0.0310211805173426	0.022209687845371	0.0181180963930314	0.00465262479513829	0.0178704906600114	0.0147033889280255	0.020758744384921	0.0173855654324351	0.00776600532560016	0.018245184926952	0.0296428333788073	0.0314703793362921	0.0127988024157009	0.021867228825435	0.0120464529036343	0.0107367425650281	0.00707298454710577	0.0164537404510086	0.015216483723041	0.0267903574035475	0.0138022337770251	0.0204236941105019	0.0312816963491415	0.00652973172503452	0.0134654009938352	0.00566864995210818	0.026903352530165	0.0134540552342528	0.0180418676303015	0.0103628214708526	0.0115315962294006	0.0259418332851938	0.0402854994116035	0.0427373415298436	0.0217587825156756
HT29_G1_5C_3	0.0565879176384301	0.0428253474403996	0.0360756331356833	0.100224480199598	0.0194518436856958	0.0332765204230248	0.0171902321527814	0.0390485079637091	0.0329959442549622	0.0351065143835332	0.0232962407302141	0.0406352504873999	0.0285850080866784	0.0158890084041161	0.0527423131765236	0.0647643965252462	0.0531813606962659	0.0192572328653603	0.0163289866121754	0.0238677094438341	0.0403653461219503	0.00461740490056629	0.0154157057444017	0.0335815559113677	0.0306376740564784	0	0.0175109507283292	0.0191094166046133	0.00820671963904988	0.0477643446610652	0.0679702989023742	0.0600497101855911	0.0491212282090289	0.024547669302969	0.0189065824675683	0.0113927710823941	0.0418340398579536	0.0123392414485213	0.025806431498742	0.0402840012657142	0.0195728697115506	0.021351091810377	0.0260239380082259	0.0296350428577983	0.0439025304377656	0.016386113260445	0.0298897223038933	0.0260837123698067	0.0203170497818432	0.0403981392592179	0.0469683175214897	0.022354679533044	0.0297414583517078	0.0158245639799424	0.00924297586331899	0.0580445197112863	0.0372653242590905	0.0488551505548261	0.0426596888439239	0.024881576707776	0.0346591019075808	0.0223379225000099	0.0456504715849035	0.0570893155724109	0.0320203973109793	0.0181221507054183	0.0024426271697809	0.0265921907861275	0.0176792829976533	0.0361074446040848	0.0571951880266611	0.0423594496049645	0.0474969795747737	0.0377771425609008	0.0405420305018015	0.0532530275169587	0.0697239741780833	0.0724054741058755	0.052172141033265
HT29_G1_5D_1	0.044082711253298	0.0265049637661827	0.0209930325466137	0.0844150377917338	0.00839673773496986	0.0194173642512594	0.00238557527941138	0.029529106528647	0.0503826328463225	0.0269119707681449	0.0217616471130562	0.025851298413492	0.0120695476907382	0.0123990520937863	0.0383732598269148	0.0480954971642019	0.0396720463581712	0.0155551438166161	0.0239052792871976	0.0327748913501079	0.0231274584914625	0.0220718194221732	0.00831873754656738	0.0166922962029266	0.0153216592779499	0.0175109507283292	0	0.0182696190670092	0.0252108951682629	0.0320725630154093	0.0517566323391701	0.0426795585283493	0.0321278969633021	0.0083820918486448	0.00383203318584309	0.0061278662399577	0.0333106099759971	0.00608680517297989	0.0201213837794179	0.0331607864547488	0.0271121857770862	0.015370969216435	0.0387458542967796	0.0128169321339334	0.039677782770132	0.00743387806677887	0.0243151855029443	0.0117161720519071	0.0172432871613601	0.0286018754572737	0.0351554712339111	0.018481014060212	0.0181903486299491	0.0135401465018511	0.0204639097378802	0.0405701467259478	0.0197681189567943	0.0365817784926284	0.0269725658878671	0.0073776932052791	0.0213419154397353	0.00633111533983451	0.0292299825787602	0.0419224193315631	0.0147053362017715	0.00634702434180707	0.0189427767728867	0.0143758501289122	0.00326954703304736	0.0209643299347978	0.040457772426892	0.0252365208384617	0.0304237586360015	0.0205140238179853	0.0266733948286556	0.0408341045063766	0.0555685136242376	0.0579885241702852	0.0368552531416748
HT29_G1_5D_2	0.0395479235754908	0.0317454215382458	0.0238510751994363	0.0858987011181527	0.0113091496398299	0.0200111219110414	0.0202234763238928	0.0210706556455344	0.0440298415809613	0.016784297898259	0.00432305886002016	0.0272035996809231	0.0210332777751076	0.00592883219697548	0.0376451600338434	0.0529496125548725	0.0371440848844854	0.00330990429508891	0.034193781328809	0.0425221017057035	0.0323826701226369	0.0223739823401346	0.00997081885179964	0.0255264420624027	0.020186478738261	0.0191094166046133	0.0182696190670092	0	0.0262389976313172	0.0349276587536084	0.0549706329341134	0.0512982228077569	0.0392163849961443	0.018128670763272	0.0155873849482302	0.0168489256754853	0.0232643866084136	0.0140224470771504	0.00747918367595501	0.021367041214745	0.0113671326785079	0.00553669771100601	0.0249433224317334	0.0224437903586872	0.0249302647085778	0.0239998362846039	0.0110036817256301	0.0161701563827315	0.00240503677109211	0.0238122895675592	0.0298744709011735	0.00391876044272004	0.0149234176512483	0.00491515193213239	0.0127092510956108	0.0515997756989451	0.0318363992633176	0.031993177513029	0.030362904302424	0.0222135184812217	0.0204271409334047	0.0243690378601454	0.0344724084935451	0.0427781558751642	0.0296687165557963	0.0239655604661287	0.0181339059421654	0.0137821297057227	0.0153163154255105	0.0239690007811984	0.0459289622223161	0.0336250542218591	0.0380261084652877	0.0302918392247625	0.0259573355056896	0.0362816341661018	0.0537226886740109	0.056617146680168	0.0383772590843005
