	HT29_G1_1B_1	HT29_G1_1B_2	HT29_G1_1B_3	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_1	HT29_G1_3E_2	HT29_G1_3E_3	HT29_G1_3F_2	HT29_G1_3F_3	HT29_G1_4A_2	HT29_G1_4A_3	HT29_G1_4B_1	HT29_G1_4B_3	HT29_G1_4C_1	HT29_G1_4C_2	HT29_G1_4C_3	HT29_G1_4F_2	HT29_G1_4F_3	HT29_G1_5A_1	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_1	HT29_G1_5B_2	HT29_G1_5B_3	HT29_G1_5C_2	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_2	HT29_G1_5D_3	HT29_G1_5E_2	HT29_G1_5E_3	HT29_G1_5F_1	HT29_G1_5F_2	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4G_3	HT29_G2_4H_1	HT29_G2_4H_2	HT29_G2_4H_3	HT29_G2_5A_1	HT29_G2_5A_2	HT29_G2_5A_3	HT29_G2_5B_2	HT29_G2_5B_3	HT29_G2_5E_1	HT29_G2_5E_3	HT29_G2_5F_1	HT29_G2_5F_2	HT29_G2_5F_3	HT29_G2_5G_1	HT29_G2_5G_2	HT29_G2_5G_3	HT29_G2_5H_1	HT29_G2_5H_2	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6A_2	HT29_G2_6A_3	HT29_G2_6B_1	HT29_G2_6B_2	HT29_G2_6B_3	HT29_G2_6C_2	HT29_G2_6D_1	HT29_G2_6D_2	HT29_G2_6D_3	HT29_G2_6E_1	HT29_G2_6E_2	HT29_G2_6E_3	HT29_G2_6F_1	HT29_G2_6F_2	HT29_G2_6F_3	HT29_G2_6G_1	HT29_G2_6G_2	HT29_G2_6G_3	HT29Root1_1	HT29Root1_2	HT29Root1_3	HT29Root2_1	HT29Root2_2	HT29Root2_3
HT29_G1_4A_2	0.018234155083442	0.00586828466856879	0.00755459442074397	0.0203637080839173	0.000741186881362204	0.0107559787732823	0.00914922751814361	0.0186366303379422	0.0117986860464811	0.0168718393382466	0	0.008787830156674	0.0127265623737153	0.0207906732875292	0.0353156139548699	0.0262631097954902	0.0136672805789722	0.0179797554157268	0.027951614250687	0.0206227098838113	0.00651308095769842	0.0020823322645712	0.0118546215753184	0.0121498153751266	0.00540624077680504	0.0145701585906882	0.021520903364231	0.0071922677524597	0.0133578487198042	0.0133264521403922	0.0347797820397359	0.0116707520790496	0.0240754315545199	0.0106449095585789	0.0181502450336485	0.00644314822282778	0.00822741950036857	0.00127600235376689	0.00952479791746753	0.0241666124127457	0.0122049806599968	0.00909634344627789	0.00421049982528315	0.0261224694010787	0.0216077591613794	0.014935525827712	0.0123861370449286	0.0430150527085958	0.150831002077194	0.126381916143441	0.131454673186989	0.00376156222973014	0.0165481613498468	0.00680599530561613	0.00665358342336628	0.00856062729023149	0.00560189952415872	0.0180167199278377	0.0183234794493441	0.029882633799516	0.00482421983049988	0.00948110908446336	0.00907987874614826	0.00863915296666966	0.00749308389731664	0.0036697730082039	0.00605306847729963	0.020468158078992	0.00363982810712841	0.00567763899356292	0.0203126512688885	0.0123869390738163	0.00544987089442344	0.00693712273498193	0.00720339199928949	0.0216249635146353	0.0276849983777845	0.0223489749121079	0.00891073415649237	0.0104295539750313	0.0137625823680713	0.00489563928627416
HT29_G1_4A_3	0.0128643310949368	0.00309913254699665	0.00508332369644315	0.0153060958614385	0.00850729100790859	0.00613290639878333	0.00391550186072295	0.0169588911615006	0.00393044494462802	0.00983596532771232	0.008787830156674	0	0.00772036169997782	0.0146578456196449	0.0367678401804354	0.0303787315327746	0.0202548787844718	0.0209160522853776	0.0203933459867585	0.0144306079029943	0.00755165907916509	0.0104816804707422	0.00548319231598291	0.00929872923092442	0.00735305101820839	0.0108608202764771	0.0197041653164274	0.0111752806411058	0.00624526219935041	0.00777118361158381	0.0268990025466538	0.0081382115292388	0.0167078216860761	0.00561901816148199	0.0175992694188703	0.00253796594001434	0.00631462406324467	0.00889455944262961	0.00627373319203174	0.0179801342636117	0.00993835747281841	0.00118355741375318	0.00471708366025868	0.0229280491875086	0.0152637261998782	0.00659554632722504	0.00361978517544484	0.0361899451684673	0.156233335338779	0.13064087075031	0.135749400920409	0.00504779538581651	0.0113386266248043	0.00354873348086393	0.00574299303815629	0.00484421783523414	0.00859984731957268	0.0175803365354426	0.0236577704782779	0.0227157928208467	0.00643847718846119	0.00870865507036026	0.00211002375527538	0.00477612131804276	0.00818593443908569	0.0051374882836546	0.00682882050695592	0.0141358935119291	0.0054555527508597	0.0081876649237547	0.0149780471572063	0.0154085078853895	0.00769884805722481	0.00191290434018773	0.00668173457264972	0.0128928149185757	0.0318105505837602	0.0144935769681079	0.0044683443707319	0.0129358359370459	0.00660507101978281	0.00890871274703661
HT29_G1_4B_1	0.0197377403503955	0.00805492266799744	0.0126114313004932	0.0221694976375513	0.0120830993218292	0.0137883663105422	0.00417823991885459	0.0246338206444056	0.00483771637069967	0.0159041408860388	0.0127265623737153	0.00772036169997782	0	0.0209324963575178	0.0300995358836985	0.0256512377807526	0.0188229349100143	0.016041181589173	0.0247464975564703	0.0206807318580278	0.0146388054868969	0.0148066718719634	0.0127413084392226	0.0170019696854512	0.00786423793783399	0.0184083906378576	0.0273321958199413	0.00999458415028183	0.0129052566965985	0.0150405864133339	0.030349890669845	0.0158214408484997	0.0117379334587482	0.00229610417443779	0.0107856294648057	0.00924658708714474	0.00466107199417905	0.0135370945154193	0.00326116832355854	0.0239792045523265	0.0176557026394254	0.00882819692207912	0.0103476585631809	0.0302192731038729	0.0213305110385472	0.0115508750318281	0.00744113039512744	0.0408581212973304	0.15146989359631	0.125011386029601	0.130139512060013	0.0102033972975892	0.018405210187112	0.00637871866951934	0.0130110593634319	0.00423573120827797	0.00857309270970274	0.0108323639709879	0.0205143802654327	0.0172990886261229	0.0130043647249977	0.0163114663675929	0.00979482851439051	0.0124745586169773	0.0154641502975143	0.0102487456546215	0.00701805480794752	0.0203058226970953	0.0110466837903809	0.00817920772120376	0.0217222291971416	0.0116363394531234	0.00803282594498535	0.00866675092202335	0.014037273382421	0.0147492218354663	0.0270180036441922	0.0188869691284355	0.00405326457683618	0.00957132388164909	0.0131504968332148	0.015244543377839
HT29_G1_4B_3	0.00291033481424196	0.0171127773559349	0.0132387920706642	0.00279464175095104	0.020954341751136	0.010043177457967	0.0182673217878867	0.0100978919077708	0.0161084729367616	0.00503093092561044	0.0207906732875292	0.0146578456196449	0.0209324963575178	0	0.0509718139399577	0.0450177724286071	0.0341241383415719	0.0355655904619538	0.00842680752612431	0.000259480911722268	0.0148709080678569	0.0214035417366927	0.00938990050837343	0.00939798884122437	0.0217361310117968	0.00715815084291587	0.010982768367221	0.0255531277193822	0.00841692373905029	0.00749674161922346	0.0153438434664376	0.00936850353721193	0.0236224290243862	0.0195023801762353	0.0316514348624464	0.0154643062237714	0.0209428474011095	0.0200748165759931	0.0206794979196368	0.00339971614558416	0.00983262793928547	0.0135641558131172	0.0170877540937388	0.0107517193853736	0.000944321815733778	0.00944952113661579	0.0134957949458618	0.0222391462405968	0.170630091496976	0.145164254322887	0.150265140625721	0.0176984377617387	0.00442027448543829	0.0181512273205261	0.0141685672871239	0.0193899261644108	0.0229449141918325	0.0316750484152741	0.038061507024052	0.0287625822518377	0.0160547883108775	0.0123672915280054	0.0129124082196365	0.0121970988816895	0.0142352107507555	0.0177762384951342	0.0213540344724981	0.000701536324801148	0.0173633491523187	0.0225815272505237	0.00209638410287288	0.030048861037097	0.0220747889498702	0.0154170945091863	0.0138223808252401	0.0114797111764707	0.0464508433751865	0.00592658708897841	0.0189204187260916	0.0275770516009214	0.00807218243304013	0.0172663536355171
HT29_G1_4C_1	0.0495473717933103	0.0352144115846404	0.0403827973403827	0.0519945088563507	0.0346576040096548	0.0426938741631277	0.0329083723886219	0.0530226154142966	0.0348892805056735	0.0459492565530872	0.0353156139548699	0.0367678401804354	0.0300995358836985	0.0509718139399577	0	0.0128481741907687	0.025360792376814	0.0174399422367665	0.054410965735354	0.0507236959730707	0.0410497835296271	0.0365997535085446	0.0422356913462597	0.0455144603532344	0.0311075337200011	0.0474576662092773	0.0559021348628775	0.0281542221094657	0.0427409497239045	0.0445314982076971	0.0592127666154292	0.0445242459619565	0.0335909396583362	0.03151031597729	0.0193373034145516	0.0369757526158549	0.0305746458345087	0.0365886450774361	0.0305068912065225	0.0540568744197016	0.0459429796186392	0.0379462284258064	0.0365134456088593	0.0596135796036979	0.0514012676863397	0.0416424834176943	0.0375018321637788	0.070355359287331	0.123589912784048	0.0956875518629001	0.100839793127364	0.0359793063370484	0.0480780921178977	0.0336736575202595	0.0401713680532536	0.0319317613780234	0.0302483463057621	0.0193134455583698	0.0201526024809045	0.0340951775993503	0.0390519385483563	0.0437309163724999	0.038806644256352	0.0408127014526226	0.0420874085778251	0.0359500014855042	0.0310641857979077	0.0503608202961419	0.03677140835604	0.0304068060427568	0.0516106463797208	0.0229365657896836	0.0308544115708179	0.0367048677542483	0.0411381177485511	0.0437368918635592	0.0122813558149103	0.0487489425818613	0.0323106263215374	0.0250493691858421	0.0430336738186824	0.0401105549323821
HT29_G1_4C_2	0.0430326568690237	0.0280239768946252	0.0327357099992426	0.0454141873141774	0.0257375819806912	0.0355693622651478	0.0269910515731867	0.0448472577455168	0.0298034093286124	0.0401888479077378	0.0262631097954902	0.0303787315327746	0.0256512377807526	0.0450177724286071	0.0128481741907687	0	0.0138901045803425	0.00964038172731448	0.0501591611363162	0.0447942548345445	0.032630757689885	0.0270321210409782	0.0356929051426292	0.0378702919083486	0.0234296330317189	0.0401185110668654	0.0477413378262691	0.0197554303159928	0.0366201320680093	0.0378240304457174	0.0559751999394672	0.0370951792566819	0.0333784773663327	0.0261932696005634	0.0161920166096618	0.0297596514810474	0.0241663537967815	0.0274620946578984	0.0246746573735144	0.0483473226155613	0.0381095686073645	0.0314621314719294	0.0286300420440657	0.0521316415618291	0.0456331573711329	0.036399534037697	0.0322440930915873	0.0662203176282283	0.126217225114162	0.100573534983209	0.105685313378117	0.0280258143862101	0.0414066713058034	0.0268771822567659	0.0322213770755925	0.0257798383747839	0.0222925014334398	0.0160126474847317	0.00842640043871067	0.0360492066645729	0.0307197799952882	0.0355478923149587	0.0321418393301127	0.033459870987416	0.0336549107665055	0.0279705765444441	0.0237152552501132	0.0445055203881798	0.0286527481951579	0.0226014434572886	0.0451762752132121	0.0149779624878325	0.0231065331805491	0.0296973749137703	0.0330456719815961	0.0403882518671736	0.00144090836242487	0.0442155300881738	0.0263058214374093	0.0174502730603638	0.0369802123500078	0.0311404923664945
HT29_G1_4C_3	0.0317232672202938	0.0173060929124979	0.0210008478877565	0.0339365670261551	0.0133355112632607	0.0241344268554898	0.0180049474060064	0.0321035569839749	0.0212912739938773	0.0297692861328984	0.0136672805789722	0.0202548787844718	0.0188229349100143	0.0341241383415719	0.025360792376814	0.0138901045803425	0	0.00937333019437926	0.0406158698173853	0.0339347779935299	0.020166865782184	0.0138904685764217	0.0248313632185222	0.0258071589006768	0.0129551160013462	0.0282128526786523	0.034941228873229	0.00930096161204552	0.0261128967147778	0.0266371759717754	0.0471351022160222	0.0252696050326798	0.0298115745848337	0.0181362036811542	0.0152662866741653	0.0187785986492465	0.0152102407879499	0.0146914719997884	0.0163413635511404	0.0375218649908972	0.0258692618662616	0.0210908940264246	0.0170408709001697	0.0397186177669056	0.0348812233463483	0.0268346409249799	0.0231532283215051	0.0561974103560937	0.137291554991182	0.113036980976298	0.118099956073317	0.0164296068547611	0.0300376788471437	0.0168236497919967	0.0202272336222238	0.0167610547191386	0.0117173586727688	0.0150238292170235	0.00546952889466644	0.0344172826718957	0.0184671647905803	0.023131311252064	0.0214927132734995	0.0219614037020818	0.0211206327154375	0.016351998545663	0.0136156809900733	0.0337302832930853	0.0168048634290099	0.0121564310887819	0.033838217514601	0.00808499455788146	0.0126142879054002	0.0189592857724756	0.0208562869713197	0.0324524068274533	0.0151888657512005	0.0347426721316287	0.0173560447878504	0.00939548475626677	0.026511769279096	0.0182781265980013
HT29_G1_4F_2	0.0336987093306601	0.018759047422834	0.0237044924784037	0.0361117971880003	0.0173503038919174	0.02636440974848	0.0174124573568536	0.036159507648039	0.0201712545963921	0.030676757025064	0.0179797554157268	0.0209160522853776	0.016041181589173	0.0355655904619538	0.0174399422367665	0.00964038172731448	0.00937333019437926	0	0.0405328207885291	0.035336150559748	0.0239861441452258	0.0191821526829751	0.026314895835038	0.0288849352654901	0.014282556937011	0.0310279661161831	0.0390622956586703	0.0109212976606095	0.0271524755606353	0.0285074013622404	0.046354804024269	0.0280153761354204	0.0246134369851893	0.0165593827457355	0.00764038428598265	0.0205259649750413	0.0146359543784782	0.0192455843504963	0.0150668174292618	0.038864488448992	0.029209916113443	0.0220319185014849	0.0196583833232845	0.0431683582349097	0.0361489902662537	0.0268020115611533	0.0226303872561515	0.0566092209184215	0.135761594722767	0.109862057122636	0.114981753302082	0.0190803389836692	0.0321052982820212	0.0174743797605628	0.0233233530175931	0.0162237637117911	0.0132557434508512	0.00740947693681044	0.00643298018192171	0.0280952796140689	0.0220067340847123	0.0267989471751221	0.022764026313822	0.0243172366395263	0.0250272666593207	0.0190372476378878	0.0144397097702853	0.0350319220476536	0.0197995693123518	0.0134968215507737	0.035833804648864	0.00573975127381049	0.0139849032432781	0.0203929943553179	0.0242270271350314	0.0307875872277722	0.0110360431304029	0.0345914327566574	0.0167329532030729	0.00812432212916631	0.0275016707543343	0.022836971507287
HT29_G1_4F_3	0.0112978653634805	0.0233193960720486	0.0205411484736277	0.0107211090121787	0.0279769280929036	0.0174146375371236	0.0232770383577714	0.0180493489257354	0.0203684540870634	0.0110870687843873	0.027951614250687	0.0203933459867585	0.0247464975564703	0.00842680752612431	0.054410965735354	0.0501591611363162	0.0406158698173853	0.0405328207885291	0	0.00844506618442508	0.0226303907798249	0.0288918681484665	0.0160990150091936	0.0175515557058369	0.0277432618851092	0.0154829569570535	0.0181894997441658	0.0315518325542106	0.0146317414060536	0.014884957712321	0.00700792661308593	0.0172814073231785	0.0232618795643624	0.0239799504598578	0.03537983996818	0.0219289295739997	0.0261718093101423	0.0274361837776356	0.0255201343331368	0.00646732678910969	0.0180864927056894	0.0195318001993337	0.0239092667519663	0.0157603273363308	0.00748987202555036	0.0139041339105803	0.017959191060605	0.0161201800142316	0.175863074865884	0.149503487669905	0.154618991389414	0.0244795453984672	0.0126145162509429	0.0239014798031031	0.0215993221400658	0.0245281292789862	0.0289901312745488	0.0354576031512377	0.0439582567619629	0.0271204395225686	0.0234832313698813	0.020429361846855	0.0191777376349778	0.0193849480887598	0.022145131970118	0.0245668741003289	0.0271833228201189	0.0083430916073529	0.0243468337886368	0.0285739997225001	0.0101880985837461	0.0354115763359527	0.0280887975378058	0.0216858514634224	0.0214727537047718	0.0108871860725628	0.0515593573980676	0.00596350265900455	0.0239689249316005	0.0329834897783056	0.0142259781280078	0.0250588774826092
HT29_G1_5A_1	0.00285837420597427	0.0169021144072634	0.0130693142111042	0.00295726100312134	0.0207795986831469	0.00987066707133258	0.0180293363123037	0.0102018748995889	0.0158579638690674	0.00478092915242026	0.0206227098838113	0.0144306079029943	0.0206807318580278	0.000259480911722268	0.0507236959730707	0.0447942548345445	0.0339347779935299	0.035336150559748	0.00844506618442508	0	0.0147359672393573	0.021255004340421	0.00918135802120621	0.00929859289403027	0.0215241263803685	0.0070897276300603	0.011144581790515	0.0253436018834084	0.00818755769938152	0.00731609373206473	0.0153857442732591	0.00923837988104127	0.0233730951547633	0.0192572097065761	0.0314028088942208	0.0152600650614735	0.0207112995733428	0.0199173729356711	0.0204406390998434	0.00359626047466738	0.00975140948853999	0.013341127331093	0.0168998313842252	0.0109908577907821	0.001021449693675	0.00919320422048546	0.013244893177248	0.0224015507290917	0.170419663224173	0.144934867228141	0.150036294876157	0.0175095249321201	0.00431223006971278	0.0179288624596003	0.0140085661639257	0.0191553082612284	0.0227349711878666	0.0314270017110548	0.037854513843094	0.0285236501873897	0.0158972781056016	0.0122597787616038	0.0126969788422578	0.0120190361121792	0.0141131922643191	0.0175878215830847	0.0211367736794588	0.000451535075903255	0.0171831088683365	0.022369770857006	0.00224956635775631	0.0298255261462236	0.0218632582299363	0.0152061012858757	0.0136772520290025	0.011253429133302	0.0462269427165334	0.0057565744973838	0.0186837227643743	0.0273535188565294	0.00783973260063142	0.0171367920324523
HT29_G1_5A_2	0.0121308318145174	0.00668716970725928	0.0028283745096921	0.0140901437394036	0.00693789066577929	0.00531733763395236	0.0104612010696684	0.0122325196862897	0.0114811340864859	0.0117136601219639	0.00651308095769842	0.00755165907916509	0.0146388054868969	0.0148709080678569	0.0410497835296271	0.032630757689885	0.020166865782184	0.0239861441452258	0.0226303907798249	0.0147359672393573	0	0.00662095598094307	0.00712300642681116	0.00574740701784543	0.00997945295853621	0.00819793032925855	0.0151351364409362	0.0130721092614338	0.00876977490730192	0.00775642133897746	0.0296084400299791	0.00550638050985233	0.0242321518878152	0.0123486005946261	0.0228267228868955	0.00541804307332395	0.0113655857917677	0.00549912791841463	0.0121452242332677	0.018161880147446	0.00571488253286696	0.0069444657966468	0.00470214601378699	0.0196194529300688	0.0157511629130678	0.0112967503413298	0.0106169215612922	0.0370440925126017	0.157260237278162	0.132814103295891	0.137886600740783	0.00515164312661014	0.0104810818054675	0.00845518676566566	0.00184112365530241	0.0106867259500532	0.0108133214919296	0.0227420486491638	0.0248083657499824	0.0302443511934933	0.00200040507901447	0.00296811959052171	0.00623954549052673	0.00388542304062561	0.00104202911833533	0.00516535052007823	0.0101465704122571	0.0146530608268499	0.00430642741020834	0.0106532036954384	0.0141181454030035	0.0182641774663263	0.0102151299580887	0.00604351168247194	0.00124624574081493	0.0183377554233132	0.0340612142447075	0.0174887603705586	0.010671016375842	0.0160234176314819	0.00912671975646314	0.00242901934103783
HT29_G1_5A_3	0.0187190468064605	0.00772737587014002	0.00835331259375699	0.0207101370950289	0.00276694586986768	0.0115019920856389	0.0111793299575138	0.0182225790983303	0.013712897583583	0.0178223156216576	0.0020823322645712	0.0104816804707422	0.0148066718719634	0.0214035417366927	0.0365997535085446	0.0270321210409782	0.0138904685764217	0.0191821526829751	0.0288918681484665	0.021255004340421	0.00662095598094307	0	0.0128714801508665	0.01236452051157	0.00742098465581525	0.0148157191373403	0.0210558153506065	0.00870557278842762	0.0144528580737424	0.0140691586445995	0.0357991512373843	0.0120854989203943	0.0261114009974356	0.0127121523786224	0.0199290299414062	0.00801488476305223	0.0103054751291575	0.00159632237883973	0.0116069713493959	0.0247316133087838	0.0122770037813079	0.0106336543410637	0.0057718991004048	0.0258891966396072	0.0222607284254011	0.0163183107281644	0.0141012501337519	0.0436171026213889	0.150924473064362	0.126821087404687	0.131880257571791	0.00545516503218364	0.0170533264353304	0.00881503567373111	0.00730391655947596	0.0106305834027964	0.00747729678461218	0.0197838454762184	0.0188744176748362	0.0319390438217745	0.00541193731877066	0.00948747767907021	0.0104716178007656	0.00951848188110382	0.00745361017970442	0.005369083579463	0.00810438211698503	0.021141292167472	0.00506770861809379	0.00761005509629979	0.0207301273260531	0.0137555026717677	0.00743309148339134	0.00858056770306211	0.00758539806316565	0.0231612809611351	0.0284340813632386	0.0234485173698914	0.0109667786821198	0.0119966712199689	0.014850532609169	0.00444985762452856
HT29_G1_5B_1	0.00739646906855821	0.0077244698579016	0.00457684628240805	0.00983071360219429	0.0118936958779866	0.00209009041369827	0.00934170425518707	0.0121321787084077	0.00808667204069692	0.00502219234720144	0.0118546215753184	0.00548319231598291	0.0127413084392226	0.00938990050837343	0.0422356913462597	0.0356929051426292	0.0248313632185222	0.026314895835038	0.0160990150091936	0.00918135802120621	0.00712300642681116	0.0128714801508665	0	0.00497408259246143	0.0123500271386729	0.00574444893161031	0.0146979890921347	0.016164849854293	0.00164800105578074	0.00231614951004036	0.0229519899857973	0.00376763432735167	0.019308223930784	0.0108829823492036	0.0230241960177196	0.00608575824970517	0.0117801149178993	0.0113728657583148	0.0117372008319614	0.0127751832005967	0.00579572232517722	0.00431723952722704	0.00786311005754896	0.0175308570726528	0.010089898332056	0.0044344316003132	0.00586359902275502	0.0313866678579895	0.161355436827669	0.135988297325639	0.141089588125009	0.00845440046939831	0.00585570764469878	0.00884300838350114	0.00569930316281785	0.0103264895042947	0.0135563839682864	0.0230144846644251	0.0286772921913648	0.0252160723523667	0.00751109287888035	0.00615262792293549	0.00355506097729037	0.00338929250755066	0.00702953476238435	0.00853818224578917	0.0119897261807572	0.00893977739725129	0.00825808639592407	0.0131949728873798	0.00952522691934824	0.0207266649545177	0.0126878304645629	0.00602952401863557	0.0058773139144811	0.0113527032341521	0.0371295246566011	0.0105804226535595	0.00993257039010825	0.0182593201571388	0.00201786412507797	0.00944621920201071
HT29_G1_5B_2	0.00654161566639985	0.0103100958177403	0.00518340745017888	0.0083597119811023	0.0124823961900052	0.00326626486801495	0.0131427759460026	0.00767727658439704	0.0126691799082188	0.00741028106291541	0.0121498153751266	0.00929872923092442	0.0170019696854512	0.00939798884122437	0.0455144603532344	0.0378702919083486	0.0258071589006768	0.0288849352654901	0.0175515557058369	0.00929859289403027	0.00574740701784543	0.01236452051157	0.00497408259246143	0	0.0146074589728447	0.0024513966231362	0.01048066865922	0.0181306627918746	0.0060592764712798	0.00367348981424887	0.0245556469321518	0.00123282335835696	0.0242809662940857	0.0149123429096013	0.0266478004218522	0.00855344905815817	0.0150276861042481	0.0112189794235738	0.0153619241045858	0.0125693571734864	0.000841529212563856	0.00817467210123376	0.0092562729675446	0.0142998584546	0.0103190516810058	0.00912742370226868	0.0107121656362193	0.031401605223754	0.162830079104902	0.138156614583325	0.143236458808467	0.00985424085767146	0.00498838886483809	0.0118995455538406	0.00566695867717862	0.0138546659503813	0.0156520881677525	0.0266043040609668	0.0302742854240845	0.0301836910772404	0.00734284891891554	0.0029880662626405	0.00720812937221895	0.00473148796913869	0.00495243959827127	0.00990723373236481	0.0145200783737093	0.00929123984191428	0.00923277837845145	0.0153929630564793	0.00842857283870509	0.0231556080700806	0.0149032962874586	0.00887513947876619	0.00495233746155738	0.0155431811872896	0.0393083384838854	0.0130483702448656	0.0136058410476494	0.0207760836042634	0.00621150332455505	0.00802432258085407
HT29_G1_5B_3	0.0196307497895688	0.00462668105867515	0.00942464025372578	0.022000191265798	0.00467553713373894	0.0121474987216197	0.00534076336427011	0.0219722588211424	0.00860610992368793	0.0170909776866076	0.00540624077680504	0.00735305101820839	0.00786423793783399	0.0217361310117968	0.0311075337200011	0.0234296330317189	0.0129551160013462	0.014282556937011	0.0277432618851092	0.0215241263803685	0.00997945295853621	0.00742098465581525	0.0123500271386729	0.0146074589728447	0	0.0167599106926307	0.0248688915982598	0.00383815500997102	0.0134383453821321	0.0144188208419343	0.0341968051949792	0.0137411473469428	0.0195675366043618	0.0061636354811343	0.0130313958780182	0.00633558875489498	0.00320695263272524	0.00651559130619327	0.0046174920433263	0.0251120873895163	0.0149510568601761	0.00828575876017777	0.00542032515760561	0.0288954609630903	0.0224125583503923	0.0138971372171038	0.0102303181776864	0.04351186877982	0.149136850244179	0.123866918757839	0.128967736591523	0.00487532559877567	0.0179922651287442	0.00386962402475018	0.00909387171231858	0.00424849736710817	0.00124737395463138	0.0129226019934489	0.0163594276997171	0.0251574623161822	0.00798151284864773	0.0126376103308784	0.00883488918495641	0.0100575659802067	0.0110111577332515	0.00484580093751956	0.000863857192421668	0.0212674646976945	0.00567735435202587	0.000846461964963136	0.021777534044722	0.00856024174041388	0.000345860694812068	0.00632070456745402	0.0100432479702457	0.0196269720007394	0.0248698500633528	0.021832264750224	0.00479761676568236	0.00617105885203714	0.0138230262529187	0.009407798363372
HT29_G1_5C_2	0.00425155510250979	0.0123164208277866	0.00739019511933227	0.00591637982359983	0.0148805229096133	0.00477504727956129	0.014773706434594	0.00642266447565969	0.0138231870406033	0.00624478169750407	0.0145701585906882	0.0108608202764771	0.0184083906378576	0.00715815084291587	0.0474576662092773	0.0401185110668654	0.0282128526786523	0.0310279661161831	0.0154829569570535	0.0070897276300603	0.00819793032925855	0.0148157191373403	0.00574444893161031	0.0024513966231362	0.0167599106926307	0	0.00895645101775895	0.0203711969083664	0.00622515898900442	0.0036278663769733	0.0224594815726825	0.00302561718688622	0.0246370798486388	0.0164451700740942	0.0284249462018163	0.0105410742919101	0.0169000368402815	0.0136603014045728	0.0170908939979338	0.0102116216492621	0.00270289768285935	0.00968528867192364	0.011501202142586	0.012190558697953	0.00809726627714713	0.00911752560676845	0.0115819708754258	0.028991394912185	0.165191333105579	0.140416484048979	0.145499230417256	0.0121108344944448	0.00290332809615318	0.0137980381565562	0.00801104114757499	0.0156098449405349	0.0178495320289836	0.0283963055613676	0.0326138980369746	0.0304135513935845	0.00975094900819655	0.00540275693978758	0.00875717968862316	0.0067158659373342	0.00739635843331435	0.0121701663683447	0.0166049659192662	0.00714467833156238	0.0115450371191876	0.0175660091347274	0.00601725053927561	0.0253178309213241	0.0170680972320025	0.0107682481213525	0.00736717971399469	0.0148017028732834	0.0415577927255758	0.0114494765048494	0.0152982459788953	0.0229070021081833	0.00621917719363844	0.0104674205498446
HT29_G1_5C_3	0.00947849288717469	0.0207473228340213	0.0155465896267802	0.00818919686406413	0.0220216203302644	0.0135733626255557	0.0235884289837877	0.00290602102954912	0.0227776002330938	0.0137465326937917	0.021520903364231	0.0197041653164274	0.0273321958199413	0.010982768367221	0.0559021348628775	0.0477413378262691	0.034941228873229	0.0390622956586703	0.0181894997441658	0.011144581790515	0.0151351364409362	0.0210558153506065	0.0146979890921347	0.01048066865922	0.0248688915982598	0.00895645101775895	0	0.0281784002756239	0.015014886397543	0.0125078692693971	0.0242156413633188	0.0115806759218432	0.0331350161430327	0.0253179033111194	0.0371208448414917	0.0190095965998477	0.0254973669592452	0.0203657308219351	0.025835132214088	0.0117273905398361	0.00998595224383986	0.0185474776269865	0.0194509881327746	0.0054190264871067	0.0116362613701896	0.0176430287168042	0.0205095278911329	0.0269947584659143	0.171591810674872	0.14767206606819	0.152722962246746	0.0200107178404059	0.00989460107988831	0.0223693490339496	0.0157772561531566	0.0243305451331531	0.0258255580574794	0.0370761269871596	0.0398189735628333	0.0387177361279441	0.0170839510556721	0.0122713229808498	0.0175955350855725	0.015209321316969	0.0141037598950992	0.0200488495699854	0.0248670421353728	0.0115322414320017	0.0192720352566207	0.0256132915710644	0.00889514040064073	0.0333289683681086	0.0251425446222061	0.0193520462682172	0.0148468610483772	0.0220114395426175	0.049168097305157	0.0169002106542059	0.0240706333211251	0.0310188849712803	0.0149295071970889	0.0167043263970657
