	HT29_G1_1B_1	HT29_G1_1B_2	HT29_G1_1B_3	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_1	HT29_G1_3E_2	HT29_G1_3E_3	HT29_G1_3F_1	HT29_G1_3F_2	HT29_G1_3F_3	HT29_G1_4A_2	HT29_G1_4A_3	HT29_G1_4B_1	HT29_G1_4B_2	HT29_G1_4B_3	HT29_G1_4C_1	HT29_G1_4C_2	HT29_G1_4C_3	HT29_G1_4F_1	HT29_G1_4F_2	HT29_G1_4F_3	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_1	HT29_G1_5B_2	HT29_G1_5B_3	HT29_G1_5C_1	HT29_G1_5C_2	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_2	HT29_G1_5D_3	HT29_G1_5E_1	HT29_G1_5E_3	HT29_G1_5F_1	HT29_G1_5F_2	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4G_3	HT29_G2_4H_1	HT29_G2_4H_2	HT29_G2_4H_3	HT29_G2_5A_1	HT29_G2_5A_2	HT29_G2_5A_3	HT29_G2_5B_2	HT29_G2_5B_3	HT29_G2_5E_1	HT29_G2_5E_2	HT29_G2_5E_3	HT29_G2_5F_1	HT29_G2_5F_2	HT29_G2_5F_3	HT29_G2_5G_1	HT29_G2_5G_2	HT29_G2_5G_3	HT29_G2_5H_2	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6A_2	HT29_G2_6B_1	HT29_G2_6B_2	HT29_G2_6C_2	HT29_G2_6C_3	HT29_G2_6D_2	HT29_G2_6D_3	HT29_G2_6E_1	HT29_G2_6E_3	HT29_G2_6F_1	HT29_G2_6F_2	HT29_G2_6F_3	HT29_G2_6G_1	HT29_G2_6G_2	HT29_G2_6G_3	HT29Root1_2	HT29Root1_3	HT29Root2_1	HT29Root2_2	HT29Root2_3
HT29_G1_3F_3	0.014933610534897	0.00675430398400098	0.0116436324595455	0.00526780291119114	0.0497915335262597	0.0232345617208041	0.0189462522688075	0.00967091917761364	0.0143430406537081	0.0160010050027411	0	0.0102288235780862	0.00696308783291507	0.00505938156447465	0.0161129913590857	0.0391693616136688	0.00845683982842274	0.00293990192523251	0.0135762596743757	0.0212656512637995	0.0075027143023722	0.00478592113193799	0.0103871322236541	0.0152338804816962	0.0100086639986296	0.0108877232035783	0.0265453775368523	0.0120913015640424	0.00939161755874896	0.00863934794365034	0.0123153550764834	0.0156826156498495	0.019421226414717	0.011840048162796	0.0174166728579115	0.00546554607702807	0.0119363728361403	0.00591875044260556	0.00709143561568483	0.00501463457718163	0.00222101006058316	0.00497801354606889	0.00974272892805751	0.00946299007944869	0.011309125329583	0.0077916659527265	0.00951010370596369	0.0173844896772086	0.00701115912854192	0.0131604426485508	0.0206447266878395	0.00863126601262541	0.0107940406897041	0.010114236596625	0.00474553627548149	0.0113279738250505	0.00661266890471726	0.00763598825864926	0.00995424710591711	0.00561958272567013	0.0107474639430667	0.00520465426199046	0.0209967323881561	0.00868013210190914	0.00286726327176857	0.0128493346431913	0.0107535596571984	0.0140536949246043	0.0180709753740255	0.00691614421084407	0.0124160511051526	0.0143804577869055	0.0126218093696709	0.0233913694008839	0.00887058920560459	0.0195904809322552	0.00430780770977188	0.00847745755612641	0.0120207931719056	0.00804737430833281	0.00614707950319818
HT29_G1_4A_2	0.00664558290270468	0.00405182882715247	0.0189327976305366	0.00535548046451499	0.0592353128817607	0.0308267035803258	0.0251000584372974	0.00986247816380164	0.0197688340180146	0.0248124090677401	0.0102288235780862	0	0.00980469588356151	0.00821306921125575	0.00593130933277295	0.0446778718953349	0.00370035023300081	0.00894996344616601	0.0102731803471085	0.0154266745468066	0.00700895031530855	0.014176713499811	0.0038335292970777	0.00790329729556057	0.0035581609979805	0.00259244804459112	0.0205587060623067	0.0041770401033447	0.00666155728551201	0.00632229431890489	0.0155308447515099	0.022078645686304	0.0110649442736828	0.00602505173992245	0.00890159550695181	0.0117058793439892	0.0198408994232925	0.00979547499339096	0.0035485130522048	0.0123904123765105	0.0112957227100878	0.00730134288826228	0.0151954841758904	0.00254566013371153	0.00403515459751343	0.00395046146767475	0.00625572393042199	0.00811215807536864	0.00489813629277259	0.0133694091459951	0.027815548979106	0.0055189841601987	0.00972279231589908	0.00378943543997594	0.00645242308663666	0.00691061666006	0.00541083643646597	0.00805859424424971	0.0136875914382446	0.00893744929150668	0.00905042307819561	0.00672609632897291	0.0153597735349132	0.00706599316700498	0.00816316513333529	0.00843539710802821	0.00509800223559566	0.0091889668922401	0.0233686599502467	0.0079285644808232	0.0162440530888262	0.00640091618085708	0.0121819622348421	0.0162518913808617	0.0171419103174825	0.0279245146291585	0.00996113314925825	0.0176909373559764	0.00725334512675662	0.013021466150527	0.00985729127863378
HT29_G1_4A_3	0.0122144813695198	0.00603836673699736	0.0146803663784379	0.0067179377718002	0.0524869682708007	0.0270967951557275	0.0224764392312581	0.0144630779273755	0.0171294717112705	0.0200568785570276	0.00696308783291507	0.00980469588356151	0	0.00369274638652304	0.0150653819685114	0.0400203436694006	0.0105019852577839	0.00885184881282706	0.0129173776736202	0.0162288712583944	0.00295996856055752	0.00950917741712287	0.00786024079674573	0.0136174108163684	0.00927185731901488	0.0093304122598173	0.0271894467338132	0.0090080537966179	0.00693915601255126	0.00591862641526673	0.0134336150659395	0.0226422162659794	0.015402912810459	0.00803091267510143	0.0132994096544558	0.0102885302473263	0.0181972549527984	0.00964456185636886	0.00652427060923273	0.00834174436638205	0.00773027937729538	0.00972941082750277	0.00766526720593679	0.0107009195634132	0.00943547722465659	0.00603427691235133	0.012449093634319	0.0140069170984169	0.00562143542995349	0.0107991651566529	0.0240769532881619	0.00610467493823433	0.00896331306900969	0.00983372926556727	0.00720974218478624	0.0123806655806896	0.0094963186112143	0.0111950396551229	0.013348382737099	0.0101797237384965	0.00926698382736757	0.00762722069628925	0.0169671556080905	0.0127999399857914	0.00812130654102641	0.0103072706010912	0.0100506833143066	0.0134498732951036	0.0193941461314397	0.00208238460402809	0.0190340381476467	0.0104980139983235	0.0148426126604004	0.0234237521789842	0.0117474278178278	0.0244109416764117	0.00996587025655783	0.0148408995512462	0.0104504361468689	0.0144100514344609	0.00488032872946264
HT29_G1_4B_1	0.012574045142696	0.00432399537995969	0.0123569745346037	0.00517843258663929	0.0517816996077482	0.0248377189126372	0.0197692560670758	0.0110898013417455	0.0143356992691226	0.0181956862840543	0.00505938156447465	0.00821306921125575	0.00369274638652304	0	0.0137197316454175	0.0384299947105444	0.00844728764739936	0.00656477340167618	0.0137837046802724	0.0163094302843979	0.00355786826746457	0.00914640469331272	0.00660589744462738	0.0139621620879898	0.00878086723632511	0.00771533749799307	0.0271481587794972	0.0088783511479678	0.00797310052682924	0.00686959638771956	0.0105699866117902	0.02021933089506	0.0162836332670548	0.00893692373672955	0.0135148786955526	0.00698243934135283	0.015558106328141	0.00903193812817116	0.00494648671713199	0.00561669820402529	0.00528458394281316	0.00713732278140194	0.00730249506051427	0.00836218536526623	0.00768487687844042	0.00451453886004539	0.0107192237597669	0.0140311331148538	0.00520496956381931	0.0090464809960496	0.0217669869119499	0.00666682477038009	0.00657853382724411	0.00730166492658082	0.00585720462052521	0.0118571556863242	0.00765404115518961	0.00761528534534422	0.00986635663016692	0.00666738902147715	0.0105560453687984	0.00655273768903056	0.0189717293112807	0.0101224685032481	0.00544898727258414	0.011588603561617	0.00748702148227774	0.0139364242485891	0.0172411787090387	0.00268461775844039	0.0163656050935611	0.0104731049328936	0.0148316473398042	0.0233089345733656	0.00987822711482657	0.0221634562693594	0.00674321187710031	0.0128114469856445	0.00810047041977469	0.012422857350294	0.0022612494255823
HT29_G1_4B_2	0.00686070176770948	0.00983202087914226	0.023835196396769	0.0112447433958204	0.0645652331106696	0.0353781145506837	0.0292111751773713	0.0134090027821175	0.023922403725138	0.0300159324605536	0.0161129913590857	0.00593130933277295	0.0150653819685114	0.0137197316454175	0	0.0481552184497311	0.00857174287301497	0.0146212505061285	0.0130486308774031	0.0146661466382718	0.0121115022716233	0.0200550058193985	0.00761549998958971	0.00846560200182671	0.00794163207483625	0.0061165988386901	0.019207537955885	0.00671472567366747	0.0111959061294423	0.0111830360151073	0.0193221258317635	0.0264939659684739	0.00930059888918513	0.00909127226379142	0.00735935155460971	0.0168570717532295	0.0248009545118731	0.0151824203417277	0.00938548746630656	0.0178040181545254	0.0170332553101864	0.0126752641221133	0.0201347556483321	0.00707578617388646	0.0067885565900325	0.00932777118765296	0.0101550525052285	0.00575529945534289	0.0104954054289308	0.0164737719324023	0.0322819608729064	0.0104376184854087	0.0131146519700829	0.00738130506487199	0.0122518963328804	0.0101142370132718	0.0107512365304949	0.0123678145085085	0.017804426682696	0.0139150503209884	0.0131138496072811	0.0124085835839029	0.0155044316599263	0.0110796046457408	0.013869016811048	0.0112888318076407	0.00802243759666501	0.0112800512840294	0.0273487789337389	0.0131364998902083	0.020149613211458	0.00688683210799774	0.0157026862578308	0.0144114890007046	0.0224768601670061	0.0328261658337018	0.0152587831030529	0.0231784771976853	0.00945448032308514	0.0178592141445371	0.015035195396415
HT29_G1_4B_3	0.0499386497050735	0.0420789398283247	0.0277520225468133	0.0428234979875863	0.0314863313005433	0.0208045424899337	0.022670287488295	0.040387925132884	0.0259379613161706	0.0265954129137639	0.0391693616136688	0.0446778718953349	0.0400203436694006	0.0384299947105444	0.0481552184497311	0	0.0446059181346889	0.0408872297822519	0.0520831411891125	0.0425305150782242	0.0413002372939141	0.0406023130017248	0.0424217185512664	0.0519654668410765	0.0467327410966245	0.0432024162922226	0.0645506260136944	0.045705651076875	0.0463444425922406	0.0452243104423286	0.0292136348708513	0.0414452567912177	0.0522595938464137	0.0465341517103284	0.0477617241486337	0.035185537601251	0.0338980897365854	0.0450173574567888	0.0426597288397802	0.0343121251483102	0.0370065967990043	0.0417732207521806	0.0324610915654151	0.0437404154939523	0.0421140067595066	0.0419095417945096	0.0466740492750623	0.0492513776001339	0.0435567697334007	0.0327243855244446	0.0209081160006092	0.0450246778745644	0.0356759849281684	0.0413403978860837	0.0431264331780936	0.0494985866310283	0.0441715331830308	0.0383979085425367	0.0322181364308917	0.0378847501285497	0.0487783599444092	0.0438334371146845	0.0562872409115102	0.0437053634443415	0.040153092319149	0.0499058481979342	0.0403567672824253	0.0522369989093735	0.0214938936126888	0.0402012830700755	0.0432218123822022	0.0455748415844963	0.0516966319227419	0.0607139349943689	0.0305250810907423	0.0263377696758222	0.0379062292605236	0.0362009905425871	0.0389216661083608	0.0436795751282676	0.0362361656450204
HT29_G1_4C_1	0.00918749142865962	0.00477130488586185	0.0179098521676793	0.00411771644394593	0.0576444468917423	0.0293031472803439	0.0239347863132041	0.00739184444757778	0.0190167507573379	0.0231164469946211	0.00845683982842274	0.00370035023300081	0.0105019852577839	0.00844728764739936	0.00857174287301497	0.0446059181346889	0	0.00634382453142743	0.00993157552233849	0.0189176735031402	0.00831909758651229	0.012046111057517	0.00688996184621811	0.00918142269682607	0.0044436975407731	0.00592820611231734	0.0200139157846877	0.00747863636876429	0.00741673614447695	0.00718589975350741	0.0156256670497273	0.0186306167426956	0.0141074785631804	0.0084978045567665	0.0125293945291578	0.010136443309076	0.0172291306693582	0.0072333258145528	0.00429313197979325	0.0113935446672821	0.00970496691847818	0.00434496136539866	0.015608806115202	0.00233111144264936	0.00712366563436795	0.00561432756003152	0.00298509799142535	0.0115354398911782	0.00539951713780346	0.0149496004932947	0.026555804911929	0.00658243720591328	0.0113096870740039	0.00573651072091759	0.00459356860332384	0.00555338121704773	0.00235641018560871	0.00669058361237924	0.012781666513094	0.00714524396789517	0.00896501011636104	0.00473976336800475	0.0172520478816054	0.00370549890949629	0.00596136625082282	0.00945745447881267	0.00716154135999218	0.0091056582705774	0.023159079792034	0.00895036726820541	0.0127036440416946	0.0100204102875188	0.00997733545679568	0.0162883809802506	0.0160883447927681	0.0258991514423895	0.00781252447211849	0.0150515474705912	0.00953148727967782	0.00946730318263661	0.0102146806947743
HT29_G1_4C_2	0.0140745909880222	0.00642199031954548	0.013262787772936	0.00438687911079879	0.0516649878698042	0.0243948306579663	0.0198825097354546	0.00746574823623167	0.0154235824489973	0.0175165606126789	0.00293990192523251	0.00894996344616601	0.00885184881282706	0.00656477340167618	0.0146212505061285	0.0408872297822519	0.00634382453142743	0	0.0125358596939019	0.0218344840504039	0.00847373352469545	0.00629190891501082	0.0101428627256252	0.0139999024765829	0.0088316773523277	0.0101567069122738	0.0244234928088959	0.0116346224268051	0.00924110264646362	0.00868030329909423	0.0133803079805333	0.0144601919479908	0.01889906937558	0.011712508795069	0.0170958834734521	0.00593937164284518	0.0119956996419197	0.00471203168312648	0.00653371421740509	0.00689090422955485	0.00429581452159866	0.00232974128568825	0.0122882646850797	0.00769639300283265	0.0108181582021845	0.00765933129224016	0.00695770907209786	0.0166884831669452	0.0068129302665395	0.0144367505056826	0.021902333891867	0.00852021991528001	0.0115609039522809	0.00925537710476092	0.00363859995872494	0.009460378282379	0.00443182007223038	0.00637178905235893	0.0102006790739123	0.00465242103093639	0.0103723262368588	0.00399760035656567	0.0207319894251458	0.00593603747053714	0.001405011346136	0.0123653119726826	0.0101745249114899	0.0127400711533777	0.0196454318732846	0.00826811952892722	0.0102046202333805	0.0141474168647081	0.0109466964777494	0.0213635073419272	0.0109826547286545	0.0205422155644078	0.00353795420329974	0.00900395538003959	0.0119075777886161	0.00586450279742297	0.00794467508164792
HT29_G1_4C_3	0.00793610076389078	0.0106581002639232	0.0250560336701016	0.00959007264084233	0.0623020083311022	0.0367422125937271	0.0321765889207051	0.0168601934915901	0.0272322130052093	0.0294467428401378	0.0135762596743757	0.0102731803471085	0.0129173776736202	0.0137837046802724	0.0130486308774031	0.0520831411891125	0.00993157552233849	0.0125358596939019	0	0.0222906383233046	0.0115531290541122	0.0144014850066661	0.0123410509334328	0.00540448445288232	0.00678418431139361	0.0122017818964977	0.0148353280461526	0.00995314601925783	0.00628450367171473	0.00738522899916336	0.0238149547829988	0.0242133946427851	0.0119376706883074	0.00835609372003163	0.0138976864245833	0.017992333840286	0.0241780109352048	0.00887854182477956	0.010187483999395	0.0180413440775502	0.0157008330858284	0.0120866276275059	0.0203746073580925	0.0114742227936109	0.0135933466682194	0.0112320795251991	0.00902819748863365	0.0124897793845857	0.00882924748994549	0.0216731343220724	0.0341592109195601	0.00764860211713226	0.0184467665503672	0.0138689311212169	0.00936884420411081	0.00495760920182439	0.00939711134200173	0.0161937732770758	0.0216524989225626	0.0158667584886756	0.00377461179648941	0.00872688709727576	0.0101147928632625	0.0125952401191	0.0128516914634528	0.00411842507060984	0.0151151725391785	0.0020855010563944	0.0308162169275772	0.0124975160412228	0.0190557857546746	0.0125218080728852	0.00578675734763979	0.011910787141554	0.0222499530040569	0.0328142028004724	0.0157006595685521	0.0205938838405447	0.0169929363814423	0.0142634566304636	0.0160360082403636
HT29_G1_4F_1	0.0152260940441158	0.0158278965134764	0.024440618220318	0.0184497599777995	0.0628606702260938	0.0358807227757588	0.0297235609868728	0.0224459186730426	0.0241388407883728	0.0313884690705412	0.0212656512637995	0.0154266745468066	0.0162288712583944	0.0163094302843979	0.0146661466382718	0.0425305150782242	0.0189176735031402	0.0218344840504039	0.0222906383233046	0	0.0146260725819361	0.0252617313142756	0.0122099446362622	0.0186201099386087	0.0172259060650923	0.0130028829377335	0.0320035818365095	0.0128265705089289	0.0173966858684883	0.0167894899320227	0.0186364880850076	0.0352203765461104	0.0136222627818196	0.0140948760223277	0.00938065978851524	0.0212376946164745	0.0302060929256028	0.0234147328850752	0.0159876235077161	0.0203377898997202	0.0212883456761333	0.0210401761236464	0.0178278638457441	0.0171107618085033	0.011915270650418	0.0144983593719079	0.0216681072382459	0.0116977254531482	0.0166271076504084	0.012357858706907	0.0322818178439139	0.0163457949895725	0.0122660361485382	0.0140047448089933	0.019736433577321	0.0213649589868372	0.0201218897622023	0.0191009548503069	0.0207739942831977	0.0201413736540613	0.0202922312393017	0.0202266245226857	0.0198432982528756	0.0216869611114583	0.020568790635204	0.0184030923130449	0.0130214067058745	0.021464505986375	0.0247641093557447	0.0150181968282448	0.0302572547502478	0.010047838289146	0.02639426197717	0.027072241062092	0.0234233096078225	0.0352050342214483	0.0214196424976716	0.0286016421684957	0.0112710485842765	0.0272904238541148	0.0160769619262141
HT29_G1_4F_2	0.0096502372572097	0.00364023270922387	0.0158343177564171	0.00518210564796673	0.0547942829085031	0.0283490838321284	0.0232436820169719	0.0130660679013955	0.0177166977785794	0.0216279891457276	0.0075027143023722	0.00700895031530855	0.00295996856055752	0.00355786826746457	0.0121115022716233	0.0413002372939141	0.00831909758651229	0.00847373352469545	0.0115531290541122	0.0146260725819361	0	0.0109005984524774	0.00499553284358101	0.0113135598726189	0.00683408658453586	0.00644512434041751	0.0251863069428216	0.00615436758287385	0.00530592338737963	0.00417706181208271	0.0135223903737579	0.0228265441503945	0.0130440876478745	0.00564726247958436	0.0107257405565348	0.0103555795588561	0.0188625091256644	0.00933488413753383	0.00406711365924352	0.00915924011348044	0.00844148451534214	0.00862589945487277	0.00952070428148847	0.0082137166112496	0.00667154488625885	0.00330119363628699	0.0105723281444919	0.0112713288829511	0.00347032764981062	0.0104785274884551	0.0252478061985534	0.0040077662161843	0.0078645294199849	0.00728183096412561	0.00611341364738278	0.010474805744501	0.00784998342192613	0.00984329932267072	0.0130902061330294	0.00936380328644389	0.00825937543500437	0.0065752802698626	0.0155438391190257	0.0110865717006209	0.00756562877829157	0.00866674033739205	0.00762150598987364	0.0116703651012489	0.0203392000646168	0.00124917440425601	0.0184602316092313	0.00779695497285034	0.0139010715344277	0.0211729184325899	0.0132662400220581	0.0256766992475448	0.00960444488519004	0.0158405272832505	0.00830224699352705	0.0140811162442647	0.00529216967857975
HT29_G1_4F_3	0.0178228903082002	0.0108097772461822	0.0134486202499438	0.00883556523185414	0.0480168263264494	0.0237509659768478	0.0207139209867614	0.0132971540417924	0.0169525794356435	0.0158598120202741	0.00478592113193799	0.014176713499811	0.00950917741712287	0.00914640469331272	0.0200550058193985	0.0406023130017248	0.012046111057517	0.00629190891501082	0.0144014850066661	0.0252617313142756	0.0109005984524774	0	0.0145845460361838	0.0175024792315228	0.0130050331689376	0.0151534051371691	0.0274878276706506	0.0156548123837675	0.0115510309042502	0.0110988172357346	0.016032787828903	0.0149353563655709	0.0223192645078278	0.0147350890356665	0.0210669693497281	0.00917141489178474	0.012221976816326	0.00634577460317835	0.0110505819119966	0.00836684224016445	0.00586513394552593	0.00857143050057083	0.0120554077641558	0.013562510984479	0.0157325641090434	0.0119005136288261	0.0121451467439277	0.0209273139908348	0.0102998227113408	0.017233053701832	0.0216628832029528	0.0113990765791307	0.015276273340685	0.0147025229851436	0.00783867432695926	0.0132512402315088	0.00979147181964896	0.0120978573265022	0.0137279384241006	0.0099488280379017	0.0117275042516368	0.00783971607526555	0.0223507845968389	0.0120091656383305	0.00709751707106067	0.0145197170053195	0.0154310926119695	0.0154517458234858	0.0204038788592733	0.0103121019410649	0.0131814568892495	0.0181382107043449	0.0124620984792389	0.0250023791782831	0.0102958880543207	0.0194774439193748	0.00825598177773342	0.00767068681660997	0.016709104201648	0.00828368216662038	0.0101201208759008
HT29_G1_5A_2	0.00761476049367168	0.00391865901012185	0.0177049731269634	0.00647934383656436	0.0580137801187876	0.0299690850521569	0.0241317940323278	0.0117438425743883	0.0184953873410738	0.0240641432826742	0.0103871322236541	0.0038335292970777	0.00786024079674573	0.00660589744462738	0.00761549998958971	0.0424217185512664	0.00688996184621811	0.0101428627256252	0.0123410509334328	0.0122099446362622	0.00499553284358101	0.0145845460361838	0	0.00997062141863327	0.00591756990610146	0.00179341275595504	0.0237329096922337	0.0034531975667769	0.00711540774785523	0.00635975080474543	0.0136885087812186	0.0239502926756211	0.010839927927946	0.00539858806226881	0.00745824020181013	0.0115274740356428	0.0204164363205454	0.0115699342092115	0.00392979402746503	0.0114247459480174	0.0110563648490132	0.00909508943591762	0.0126567185126795	0.00551115865765742	0.0018467596420423	0.00269562060956159	0.00969373498924628	0.00779896532478484	0.00512218622536491	0.0102443553817032	0.0267412000902488	0.00562246335730364	0.00686683703751745	0.00348728963270741	0.0077979209162422	0.0100566871460516	0.00791331304281104	0.00875191957892664	0.0130370496395117	0.00948433940775453	0.0102072524190305	0.0082821381502704	0.0156141731936641	0.00991897553369226	0.00903061288647023	0.00941284752135327	0.00378731447547207	0.0115877087172804	0.0214078188906871	0.00583270196919326	0.0186599519206221	0.00446042820019359	0.0149676068030957	0.0192564035056688	0.0159148083384766	0.0275913169334194	0.0105663262168023	0.0182440511470709	0.00484721952361383	0.0152649903163826	0.00779149203709961
HT29_G1_5A_3	0.00339694658702364	0.0100277398722947	0.0257873675551924	0.0101601262405349	0.0648406713637183	0.0378062853229119	0.0325045446433033	0.0164418821255193	0.0272252401833492	0.0311003804077871	0.0152338804816962	0.00790329729556057	0.0136174108163684	0.0139621620879898	0.00846560200182671	0.0519654668410765	0.00918142269682607	0.0139999024765829	0.00540448445288232	0.0186201099386087	0.0113135598726189	0.0175024792315228	0.00997062141863327	0	0.00551280612703867	0.00945905186632567	0.0144997869402432	0.0069245159384164	0.00696123230789045	0.00781158035201958	0.0230791193080781	0.0265170612881197	0.00744109360781506	0.00641396325870927	0.00950633541712474	0.0185247756807879	0.0258500724352901	0.0118732431633225	0.00946646789857136	0.0188028876086549	0.0170210770027838	0.0128258255300404	0.0208101112603664	0.00971301447288488	0.0107998090394453	0.0100763084666027	0.0092395379688755	0.00763056208537535	0.00886047355335209	0.0201331622526896	0.0349357440680152	0.00759925023536967	0.0167885184676862	0.0115667045456651	0.010594645089421	0.00574937526688738	0.00992693635538438	0.0155146159902042	0.021284931116513	0.0159284613542526	0.00686528093565746	0.0102503021264481	0.00885440627951078	0.0124351505528215	0.0138341249591869	0.00451287582890836	0.0126824420490311	0.00366253461177318	0.0306844917492689	0.0125127711552045	0.0206158303628418	0.0088414034346214	0.00996454631469534	0.0101773642955569	0.023402673243235	0.0344079913321132	0.0163932318628558	0.0228826607986063	0.0144142890336606	0.0166095854404196	0.0160297164142015
HT29_G1_5B_1	0.00531390904545114	0.00468080777744375	0.020301760967936	0.00477742310292987	0.0596880042651317	0.0323051094433765	0.0270230990520336	0.0117666969107849	0.0217769788520057	0.0256838231826996	0.0100086639986296	0.0035581609979805	0.00927185731901488	0.00878086723632511	0.00794163207483625	0.0467327410966245	0.0044436975407731	0.0088316773523277	0.00678418431139361	0.0172259060650923	0.00683408658453586	0.0130050331689376	0.00591756990610146	0.00551280612703867	0	0.005526113968973	0.0185979435824254	0.00447671904095923	0.00385818181320217	0.00405495833892495	0.0178390191945806	0.0222493683509994	0.0103537219808068	0.00456303800608678	0.00970816460851372	0.0130265147354351	0.0206499937651927	0.0079019174888766	0.00408348037917234	0.0133458215641578	0.0116417170801224	0.0076758274722542	0.0159413914429686	0.00514781981132729	0.00695553640947565	0.00505175402862316	0.00568059219832227	0.00865531323413829	0.00379107830987699	0.0156106101387546	0.0294269464319938	0.003477676216332	0.012136785503333	0.00709296992275315	0.0054571905037055	0.00428278101978073	0.00496953624474011	0.0103132468202787	0.0158993931833578	0.0105244248293982	0.00562302319124477	0.0053372289180214	0.0128820628118717	0.00806834466410859	0.0084664051321401	0.00519655848827739	0.00834364356417257	0.00595062994683526	0.0253517743504785	0.00789906517453825	0.0165993546665694	0.00742372036284766	0.00931293538219965	0.0145611286744241	0.0180021576300535	0.028998404518009	0.0109824668391304	0.0178129801901335	0.0103088685587837	0.0124795383947558	0.0108685671882184
HT29_G1_5B_2	0.00732300604393581	0.00438870925719462	0.0183419353401448	0.00662344565082113	0.0588876901320516	0.0303904865695473	0.0244492692068501	0.0108306634621716	0.0189179119184284	0.0246400475819271	0.0108877232035783	0.00259244804459112	0.0093304122598173	0.00771533749799307	0.0061165988386901	0.0432024162922226	0.00592820611231734	0.0101567069122738	0.0122017818964977	0.0130028829377335	0.00644512434041751	0.0151534051371691	0.00179341275595504	0.00945905186632567	0.005526113968973	0	0.0226856650070177	0.0037088306869168	0.007678758852349	0.00708923685657392	0.0142265352004786	0.0235094853212382	0.0108344653924906	0.00608856231129596	0.00759980232952552	0.0117506447640126	0.0204240377222428	0.0116021580981965	0.00419815842569374	0.0121076480148614	0.0115963906189208	0.00873938645291206	0.0140413699512996	0.0042164993472771	0.0014934119126402	0.00353215645357264	0.00872087379147665	0.00747471343219672	0.00569877324876331	0.0112845785302634	0.0272138648829538	0.00628381090070422	0.00774133356029622	0.00258030081041227	0.00790329709654298	0.00936836781653303	0.00741600309046771	0.00826737377094802	0.0131223441040424	0.00931626876673048	0.0105399432522832	0.00834161929359784	0.0159194860112558	0.00889995441856944	0.00910378950099194	0.00965891896502962	0.00331096859532672	0.0112023477772483	0.0221172876849239	0.0072911975454454	0.0179147819671423	0.00488639450451416	0.0145619384053163	0.0181858321686179	0.0167188265255272	0.0279167145476582	0.0105465984356471	0.0184595502528834	0.00500578923088821	0.0148446045595168	0.00895078278680054
HT29_G1_5B_3	0.0175111497670097	0.0231416253029757	0.0375039552859227	0.022257211934077	0.0749445915825424	0.0482224589464134	0.0433869074457548	0.0252008451995763	0.0388712829728359	0.0416588591391871	0.0265453775368523	0.0205587060623067	0.0271894467338132	0.0271481587794972	0.019207537955885	0.0645506260136944	0.0200139157846877	0.0244234928088959	0.0148353280461526	0.0320035818365095	0.0251863069428216	0.0274878276706506	0.0237329096922337	0.0144997869402432	0.0185979435824254	0.0226856650070177	0	0.0211367410327385	0.0203422478382563	0.0213338196918987	0.0355826363801727	0.031639373479335	0.0193115331753854	0.0208698994650683	0.0226751620525012	0.0297063247186978	0.0345182949817978	0.0213092846074981	0.0225188571680784	0.0308331337926148	0.0284824176719516	0.0231034530618929	0.0343090379054032	0.0210980511833434	0.0240830319130176	0.0235875549416288	0.0180433126550058	0.0203161810848508	0.022085938311613	0.0338591401900952	0.0458891646159904	0.0212466294907487	0.030262243386871	0.0240867351241124	0.0220917302193961	0.0154231822219716	0.0205914679146415	0.0263688265115216	0.0325848781862669	0.0268388267527834	0.0185563779405562	0.0214945158761355	0.0177955916127024	0.0212571368889806	0.0248601374465252	0.0176429996006293	0.0253783936453964	0.0138239838008068	0.043141066680879	0.0262625542359135	0.0259205996554926	0.0228124282121587	0.0152108016087015	0.00500123941843704	0.0352853709830451	0.0439762112081484	0.0270603327339763	0.0319266362507016	0.0274717990188876	0.0235469381498735	0.0293038773264743
