	HT29_G1_1B_1	HT29_G1_1B_2	HT29_G1_1B_3	HT29_G1_2A_1	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_1	HT29_G1_3E_3	HT29_G1_3F_1	HT29_G1_3F_2	HT29_G1_3F_3	HT29_G1_4A_1	HT29_G1_4A_2	HT29_G1_4A_3	HT29_G1_4B_1	HT29_G1_4B_2	HT29_G1_4B_3	HT29_G1_4C_1	HT29_G1_4C_2	HT29_G1_4C_3	HT29_G1_4F_2	HT29_G1_4F_3	HT29_G1_5A_1	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_1	HT29_G1_5B_3	HT29_G1_5C_1	HT29_G1_5C_2	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_2	HT29_G1_5D_3	HT29_G1_5E_1	HT29_G1_5E_2	HT29_G1_5E_3	HT29_G1_5F_1	HT29_G1_5F_2	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_3	HT29_G2_4H_1	HT29_G2_4H_2	HT29_G2_4H_3	HT29_G2_5A_1	HT29_G2_5A_2	HT29_G2_5A_3	HT29_G2_5B_2	HT29_G2_5E_1	HT29_G2_5E_2	HT29_G2_5E_3	HT29_G2_5F_1	HT29_G2_5F_2	HT29_G2_5F_3	HT29_G2_5G_1	HT29_G2_5G_2	HT29_G2_5G_3	HT29_G2_5H_1	HT29_G2_5H_2	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6A_2	HT29_G2_6B_1	HT29_G2_6B_2	HT29_G2_6B_3	HT29_G2_6C_2	HT29_G2_6C_3	HT29_G2_6D_1	HT29_G2_6D_2	HT29_G2_6E_1	HT29_G2_6E_3	HT29_G2_6F_1	HT29_G2_6F_2	HT29_G2_6F_3	HT29_G2_6G_1	HT29_G2_6G_2	HT29_G2_6G_3	HT29Root1_1	HT29Root1_2	HT29Root1_3	HT29Root2_1	HT29Root2_2	HT29Root2_3
HT29_G1_3F_3	0.0210806225828113	0.00766775271530605	0.0308840864397877	0.0294552594285381	0.0376609267570415	0.0362026340672433	0.0231586682423615	0.0245105124574718	0.0361794655198358	0.0373749713908907	0	0.0159647074624508	0.0321981673404599	0.0574869057464638	0.0233922134866109	0.028281650526252	0.0367336095896679	0.0177941595202081	0.0200951476176705	0.0248415642687467	0.0122351963764789	0.0794147431937846	0.0133233857601331	0.0294597577027105	0.0332008378142579	0.0205210748844532	0.0330013764350424	0.0502909764064641	0.0642175309898158	0.0103020801875333	0.0274382307197994	0.014034204256405	0.0169516304872899	0.0268812055479719	0.0361623246972131	0.0292302944119645	0.0329880083138371	0.0503308354875929	0.0537043958737356	0.0280028892087679	0.036068074750279	0.0246594759815343	0.0438443903437512	0.00749918375526256	0.0230648417471562	0.0490724876768708	0.041208177137593	0.0438955170050175	0.00447503939492707	0.036388744590972	0.0648919781982804	0.0252757008867844	0.047631201766225	0.0104127649946098	0.040792008210581	0.0236758980469835	0.0378239167106939	0.0218955097426691	0.0108356402765306	0.0592864517585535	0.0642206439418786	0.0317296487817659	0.0510051635424305	0.016377429162224	0.0479740642970506	0.0119574018797081	0.0433151987304856	0.0160708223439838	0.0365877854185586	0.0911665299835771	0.0592220633802042	0.0252217447179051	0.0284017048530223	0.0473871584586702	0.0316992775226088	0.0603551100843416	0.0590437302831906	0.0477260502044605	0.0318849068933162	0.0132749191298914	0.0126946006419518	0.0419261482529619	0.0201201326354253
HT29_G1_4A_1	0.0107540812300849	0.00849593556300716	0.0176847430048236	0.0146296871383401	0.0238619209644108	0.0233049980676169	0.0101079909525248	0.013268736029309	0.0224195344908817	0.0232932666258723	0.0159647074624508	0	0.0194075451434538	0.0436318860582006	0.012913794632765	0.0364101767031276	0.0235269304814877	0.0195482498720002	0.0106280194317545	0.0128157156129186	0.0101560424484164	0.0656265514901239	0.00764342610480972	0.0161306110577901	0.0195060962581289	0.012796063223836	0.0208658147625397	0.0368107208633047	0.0500543177326536	0.0152948989165942	0.0157725016823982	0.00811163477292249	0.0159459629090204	0.0146097366975518	0.0225483698835744	0.0166237817916303	0.0186725795142792	0.0361175857987059	0.0403374729481063	0.0144820285973275	0.0224507555658641	0.0112460339948928	0.029816728641476	0.00956831367765951	0.00961125711455079	0.0349359060443447	0.0275277360501045	0.029813589135645	0.0131966581327199	0.0220268805680237	0.0514475261313988	0.0131093826596794	0.0343291696970553	0.00581002803938882	0.0272132878613751	0.0145744179825905	0.0250702580759907	0.0100673345005592	0.0103365051017901	0.0457706707138084	0.0500891109508036	0.018201206751373	0.037181863111008	0.00582743671863324	0.0343052554994227	0.014220402243439	0.0297892862556495	0.00836807201384113	0.0225712711175426	0.0773452497756659	0.045404676595369	0.0132239199375466	0.0158509735848054	0.0333676832170231	0.017825321605151	0.0471564895267443	0.0446549605677679	0.034158407203416	0.0185349564550281	0.0159392051854643	0.0105546767772225	0.0289366541651687	0.00804504358464015
HT29_G1_4A_2	0.0171892702817633	0.0258856413486276	0.00349816244451318	0.00937844443834126	0.00673360517218633	0.00928603904171747	0.00976824840292741	0.0110140558562181	0.00515439012693723	0.0108237968314422	0.0321981673404599	0.0194075451434538	0	0.0258185978006061	0.0104566899857066	0.0514378343127653	0.00987439868789682	0.0345671837560477	0.0145349631236408	0.00921178008347331	0.0235074113576895	0.0483091088798808	0.0248865533466263	0.00589215132865208	0.00854936697821486	0.0223948224286012	0.00802498363107423	0.0184679152927718	0.032932849510943	0.0327912149966397	0.0125520288681421	0.0218472465786934	0.0291748344379786	0.00906534482720969	0.00866618813592658	0.0111475574695656	0.00691095335212623	0.0184899124684356	0.0226151447894593	0.00597576364601726	0.00925148045780145	0.0106543505340638	0.0148693737194758	0.0274469448130695	0.013390279276547	0.0182832239054174	0.0110461280414222	0.0122230027485506	0.0286187351142994	0.00826989640059975	0.0345813318450583	0.0154180396315744	0.0179762524209839	0.024145394414201	0.00917612737635559	0.0157188239253571	0.0132003150035765	0.0133827862340359	0.0276082045998523	0.0286695136440036	0.0329495176299551	0.00558550761865222	0.0212048840635798	0.0171795654835526	0.0180048342330305	0.0312608405404779	0.012835835559444	0.0211887893952246	0.00720908885700261	0.059713931111966	0.0287204191413764	0.0129295023588305	0.00775674628706014	0.0171645854082294	0.00722263945589597	0.0291811177609648	0.0274787351284702	0.0180625621882135	0.00683341165604668	0.0304954826324095	0.0235480229497794	0.0137613054050267	0.0127794095385132
HT29_G1_4A_3	0.0410651917061718	0.0508582585707289	0.0275759191722872	0.0310756135994747	0.0214004686676125	0.0222262936486042	0.0346203829597031	0.0336191863614829	0.0222326824825799	0.0243266786445218	0.0574869057464638	0.0436318860582006	0.0258185978006061	0	0.035586978941333	0.0748269034161003	0.022024748888139	0.0589481329930551	0.0399352354170148	0.0341180735380923	0.0491354882818555	0.0253796301646702	0.0496456857606287	0.0292037307627519	0.0282260336157152	0.0464719533903262	0.0271646590479278	0.0075246003802171	0.0118339418869633	0.0579352234351079	0.035682953814936	0.0471077847180559	0.0535154921477497	0.0312561354710064	0.0257603862601575	0.0326259067434908	0.0268719386820353	0.00860206882444915	0.00830575775293563	0.0298335237457779	0.0229513515799565	0.0338049282074303	0.0199328707249195	0.0525763539540119	0.0371572707504217	0.0113221212132331	0.01722821578543	0.0141805896665723	0.053681056660937	0.0221295613766586	0.0121518427901944	0.0373071528209813	0.013265008365451	0.0489454991792448	0.0168611873810401	0.0372920058100062	0.0236907430439464	0.0367401317650395	0.0522937382244696	0.00860217867232913	0.0108919720745382	0.0281015642252979	0.0145223162944981	0.0424445869676336	0.0131836691039447	0.0562681394708616	0.0144854935091429	0.0462701022923521	0.0215313314874398	0.0346396351059837	0.00958949081189231	0.0369632875742823	0.0318659876509725	0.0153953830765162	0.0272337820261205	0.00601772266377852	0.00529683556494184	0.0151151052570745	0.0271080520725344	0.0556386609490734	0.0491604136430972	0.0207611420804578	0.0374584650544013
HT29_G1_4B_1	0.0145490228198803	0.017962247221367	0.0106897439364675	0.0119012724312558	0.0151135069000454	0.0162150293840976	0.00739804707470492	0.00997080491178484	0.0138549632248428	0.0192542570957083	0.0233922134866109	0.012913794632765	0.0104566899857066	0.035586978941333	0	0.0459660653768237	0.0163344711504176	0.0279838372934302	0.00946962440431965	0.0026110382898079	0.014859089661723	0.0565109408348901	0.0173185977093587	0.00724386207552864	0.014407521127067	0.0166565600890007	0.0100835988155101	0.0283493018964878	0.0414390737021251	0.0244863875651098	0.0118897135333889	0.0128115400167198	0.0235133685417902	0.0113100347336667	0.0148576170409322	0.0081087153531451	0.0136944651164288	0.0282627125855328	0.0311187913257051	0.00743744707990104	0.0149765409389113	0.00706127060588489	0.0212039139923171	0.0189006591809677	0.00690999901080496	0.0267133545775851	0.0192609729804124	0.0219091012592042	0.0197352226467315	0.0154626908278792	0.0431422221543614	0.0159854726507674	0.0257350567132493	0.0165427234890889	0.0193411344484159	0.0157540876308101	0.0171736038434322	0.0117331969398711	0.0209107557389302	0.037146521509229	0.0415813016123168	0.0107559236708203	0.0282872679493476	0.0108397403608062	0.0257378768289121	0.023199094137514	0.0221310720164173	0.0138283193207365	0.015075794886006	0.068638812105791	0.0369907158310825	0.00941256509493673	0.00708536784033642	0.0245895925453418	0.010319028532802	0.038488929009504	0.0368212195763872	0.0251099192223907	0.00979894258683219	0.0232847998224888	0.0150607482982906	0.0190766141109609	0.00752867866395011
HT29_G1_4B_2	0.0347317170085299	0.0305628723115201	0.0487216762828411	0.0463170619606573	0.056853028191162	0.0565820058444625	0.0427105159217786	0.0453574316707391	0.0555338517297173	0.0512615949349093	0.028281650526252	0.0364101767031276	0.0514378343127653	0.0748269034161003	0.0459660653768237	0	0.0575925770106121	0.0231797659930725	0.0379365833820143	0.0467221220110845	0.0330982248097034	0.0987689354874483	0.0319613792997682	0.0505796168420476	0.0486169912181217	0.0350636398478257	0.0554456624154682	0.0680118968258866	0.0830666177294136	0.0264777125603688	0.0430850314368778	0.0363528648989123	0.0246935172705788	0.0456855522332648	0.0534721970115281	0.0512858258453636	0.0493927105328848	0.0675873615300388	0.0735667282130521	0.0487106239927391	0.0572756575647919	0.0468109014902689	0.0636312951172203	0.0306342115999369	0.0449571598843684	0.0685820865805499	0.061359065857561	0.0620353453639988	0.03197913579528	0.056181426324075	0.0844241074702794	0.0378048009984851	0.068382941261488	0.0318624025236866	0.0587946971714639	0.0393813332596937	0.0604971789147283	0.0399875073550505	0.0262471710603197	0.0790771194059866	0.0830956850469434	0.0497370801744407	0.0716580003817421	0.0355832517087398	0.0685602092512009	0.0276380013920904	0.0622152884690795	0.0344885309243681	0.0564784426307231	0.109214478190744	0.0791061949448958	0.0431049271782395	0.0479955459101811	0.0673513157097347	0.0529425118157329	0.0787292049195316	0.0766893898756149	0.0687489821589175	0.0535107468311617	0.0249236662459294	0.0329095240823229	0.0637724362253257	0.0413809104178794
HT29_G1_4B_3	0.0245242197095021	0.0303344307907847	0.0122650128107734	0.015680007263019	0.0097001923535733	0.00225676889379964	0.0154385587555524	0.0130897621393764	0.00837628374380554	0.0159031105733576	0.0367336095896679	0.0235269304814877	0.00987439868789682	0.022024748888139	0.0163344711504176	0.0575925770106121	0	0.0414831551543891	0.0224816503255266	0.0151038497729201	0.0299820823028896	0.043762768976315	0.0303345352273033	0.010582068657399	0.0165330118345381	0.029921164648216	0.00969580722894136	0.0158044199416522	0.0288385199335099	0.0383554359659369	0.0215458959680086	0.0274969136322524	0.0364708004379036	0.0122850072925209	0.0155733089653529	0.01521081758683	0.0136826521111525	0.0164723894549539	0.0179440484586186	0.0101304540560705	0.00322066630198352	0.0128291658769841	0.0146538665204817	0.0321178067342406	0.0176904567053965	0.0137687303007957	0.00592456112079531	0.0106531516810243	0.0326432997756744	0.00500784118723433	0.0282774378448369	0.0219443612360987	0.0113422665278218	0.0286239370680195	0.00883639302158972	0.0198119387197353	0.00573925622987043	0.0176901995674234	0.0330293630896502	0.0228237565733649	0.0284338937196577	0.0139402939785164	0.0170297537302386	0.0234013182223876	0.0121891484595255	0.0370711229922779	0.00787740658857533	0.0278457703903942	0.00483229163060906	0.0549050231877218	0.0228832819809233	0.0209803504965443	0.015808230249863	0.0145156668791294	0.00798892391573138	0.0244261411486903	0.023570145411597	0.0133108309480999	0.00810246414588094	0.0374904443155268	0.0302174424197684	0.0112532973896956	0.0171118572553871
HT29_G1_4C_1	0.0188814485515216	0.0166825832596918	0.031992408092073	0.028156785286971	0.0387522885467647	0.0411066015018647	0.0265010681985264	0.0311124052910419	0.0378124412079711	0.035597399148947	0.0177941595202081	0.0195482498720002	0.0345671837560477	0.0589481329930551	0.0279838372934302	0.0231797659930725	0.0414831551543891	0	0.0207070615229578	0.0282469057346049	0.0142723765081883	0.0807892855373544	0.0126265684059443	0.0323560752458161	0.0310456590943242	0.0135616390644218	0.0370380754542133	0.0520486122115592	0.0651296857516932	0.00909362006305113	0.0242282911793805	0.0168241753720037	0.00671042717662119	0.0314779907421594	0.0345887435330431	0.0312891037837973	0.0321064775257222	0.050791102343283	0.0564447490718009	0.0315580930277838	0.0401467904200609	0.0296456828074632	0.0441121247906359	0.0148206532793359	0.0256314776753307	0.0509544442560732	0.0443192142646489	0.0451097652721563	0.0199772299232455	0.0390453036580291	0.0683070071441151	0.0233710455933364	0.051493183682867	0.0163302661677606	0.0426666402660963	0.0284386468946563	0.0432470383308387	0.0262104358516012	0.0117037064459233	0.062372234799873	0.0654992033182243	0.0314421858176812	0.052925616094426	0.0187281620311787	0.0510489159544447	0.00813910092138966	0.0464231654989709	0.0143336734866368	0.0393382883822853	0.0926451302048097	0.0618942088813764	0.0232177020215871	0.028904858710615	0.0485909666951913	0.0349294103553255	0.0631773101005862	0.0597770245176215	0.0504628800925456	0.0354067002098963	0.00617322455578641	0.0138890101445246	0.0448681742591711	0.0256342680910576
HT29_G1_4C_2	0.00614299243386328	0.0143273197822161	0.0124029518492104	0.0117781435115617	0.019893528049177	0.0218089011264349	0.00785915094502044	0.0130838182724837	0.0186968490513208	0.0186468621119304	0.0200951476176705	0.0106280194317545	0.0145349631236408	0.0399352354170148	0.00946962440431965	0.0379365833820143	0.0224816503255266	0.0207070615229578	0	0.00987816072731231	0.0103212288242172	0.0623835659024703	0.0127851396758199	0.0136633163501318	0.0137195286174697	0.0104569819226849	0.0181640692101257	0.0326283815754591	0.0468933455278334	0.0195254316641325	0.0080300775152996	0.0106536727981795	0.0151841729657878	0.0128832312612055	0.0170909992828269	0.0149656633753062	0.0143205587616259	0.0322258433882837	0.037067527471588	0.0126957787161983	0.0215462672586469	0.0126962368785633	0.0267728634832526	0.0154803389964102	0.0109837734078216	0.0323564575749079	0.025161985919757	0.0262004985503364	0.0177251743916887	0.0207016253715275	0.049064382855557	0.00978476242857253	0.0322348393926906	0.0128902480832515	0.0232217599450281	0.0128378366643538	0.0249167023695961	0.00983496948060735	0.0146907432201931	0.0431516722571118	0.0470715363191206	0.0128769437734608	0.0347537152772351	0.00520441164446691	0.0321499182221194	0.0180404236603189	0.0270087099125453	0.00851960630978003	0.0204801203186925	0.0739488101175829	0.0430700759827808	0.00746304903292987	0.0104500021502193	0.0304884340787847	0.016796107707964	0.0435653077484699	0.0414404311571916	0.0318350212897103	0.0168786159420952	0.0161555169790417	0.0101573754464668	0.0264024430559588	0.00866962024698843
HT29_G1_4C_3	0.0142952151034152	0.0189132938006108	0.00926466372438619	0.00970212898440713	0.0132698170962077	0.0151730532966472	0.00686293623927013	0.010139167712897	0.0120619481619926	0.0175010351369428	0.0248415642687467	0.0128157156129186	0.00921178008347331	0.0341180735380923	0.0026110382898079	0.0467221220110845	0.0151038497729201	0.0282469057346049	0.00987816072731231	0	0.0158029877126964	0.0550350447328869	0.0174783422336767	0.00518795551849657	0.0125944999607066	0.0163278560857508	0.00894692375113559	0.0269905798564526	0.0397923770890462	0.0251300072812078	0.010812584283471	0.0134273427449712	0.0238136596747167	0.0108841153381335	0.0128819019468559	0.00616732556654596	0.0117062714677515	0.026563333755069	0.0297814830370646	0.00581424875985232	0.0134383957110557	0.00598154118010897	0.0192323536128618	0.0197434877301258	0.00546034868843267	0.0250157498395512	0.0177364596345512	0.0202138861860096	0.0212539790001429	0.0135867017207393	0.0418365504150473	0.0151861478827517	0.0244162568286957	0.0171405433527563	0.0178928878266088	0.0160554745885717	0.0159932869753766	0.0116851919839775	0.0214177188272697	0.0357910073559232	0.0399696504515756	0.00881298247093642	0.0266266156160963	0.0112301354358535	0.0242312375149798	0.0236724336921314	0.0207740931391026	0.0139868594815526	0.013331743035239	0.0672209448182854	0.0354995732082113	0.00822342762666875	0.00527906545477749	0.0227986642936823	0.00835221975084771	0.0372833872476283	0.035118515289272	0.0235668996802777	0.00803911631088189	0.0239571222416706	0.0159696792307435	0.0176176791622832	0.00784431221899034
HT29_G1_4F_2	0.0126771629042934	0.00864880931206584	0.0218744323953572	0.0196946018193526	0.0282582134491194	0.0296757595505652	0.015543075804396	0.0195191664103851	0.0271256255291412	0.0282574375366006	0.0122351963764789	0.0101560424484164	0.0235074113576895	0.0491354882818555	0.014859089661723	0.0330982248097034	0.0299820823028896	0.0142723765081883	0.0103212288242172	0.0158029877126964	0	0.070523849447893	0.00637129581956984	0.020679134875736	0.0229915576056515	0.00917163459838595	0.024602353986886	0.0419056056473019	0.0551549619688527	0.0103114604107641	0.0162097787243812	0.00425883307014324	0.0114473256723651	0.0208924434385704	0.0254950000139506	0.0196280089642396	0.0234202636828354	0.0413097889588272	0.04543634846354	0.0200535975863518	0.0286700481233787	0.0177485438323371	0.0339775165961238	0.00747906768467948	0.0141098366982584	0.040487276592354	0.0332314509795289	0.0351054051216059	0.0110860157319159	0.028426367316908	0.057449968835281	0.0176313380252858	0.0400885274682295	0.0080353521882818	0.032445090456901	0.0198188644799744	0.0311160738320413	0.0165205009976345	0.00954211573696742	0.0514578733217619	0.0554142344379277	0.0216077671246356	0.0421284438045537	0.00816314774802265	0.0399216751118606	0.00914475043554733	0.0357539909832184	0.00483536721839927	0.0284733674720628	0.082682064232013	0.0511576347878503	0.0138012710686717	0.0179935763122337	0.0381209231699087	0.0235025043997969	0.0525915136370879	0.0502258021235943	0.0392538380525604	0.0236085441157489	0.0091457433667609	0.000750496547924674	0.0331960738291915	0.0138903883377776
HT29_G1_4F_3	0.0643366092786052	0.0731022541320294	0.0505250987288561	0.0531893379054996	0.0426483519600875	0.0446977632763911	0.0573925589474695	0.0565018820966365	0.0439661849733894	0.0480808924348515	0.0794147431937846	0.0656265514901239	0.0483091088798808	0.0253796301646702	0.0565109408348901	0.0987689354874483	0.043762768976315	0.0807892855373544	0.0623835659024703	0.0550350447328869	0.070523849447893	0	0.0711539059920172	0.0502531274575818	0.0506874085802144	0.0675612642212879	0.0467396950853292	0.0316692688547479	0.0158913353793919	0.0794026570390394	0.0573588950325815	0.0679421868834906	0.0760754625310378	0.0548378963617766	0.0465415206177837	0.0516922247699531	0.0496207851413355	0.0314480446930688	0.0262426929172347	0.0518001768066197	0.0438717171996267	0.0551880370417059	0.0371242936004304	0.0742362331698557	0.05762250715375	0.0308430130980228	0.0386690849460165	0.0369502404751501	0.0754273818076265	0.0439020281385342	0.0185226739543684	0.0611490513975605	0.0325635204051856	0.0710746329209196	0.0404748174864006	0.0616437110735551	0.042700945185953	0.0603147382876872	0.0750042378458203	0.0216003823325686	0.0159251184297588	0.0498671750319134	0.0288514438618589	0.0649457578323692	0.0317948688701288	0.0776189780879759	0.0378213795615853	0.0677068960062344	0.0434181883304951	0.0144637163862475	0.0211327213598675	0.0580055082644774	0.0527942011082851	0.0326185616714259	0.0480567362540108	0.0230601512493274	0.0226728999271711	0.0318889601507467	0.0476914627169317	0.077724294590785	0.0705698967082161	0.0379742637417309	0.0599163609926271
HT29_G1_5A_1	0.0126700625253593	0.00789844159364247	0.0228885326993551	0.0191458697588495	0.0290702772051244	0.0301875130834049	0.0161640391083165	0.0202495530932802	0.0279088002185693	0.028114491141745	0.0133233857601331	0.00764342610480972	0.0248865533466263	0.0496456857606287	0.0173185977093587	0.0319613792997682	0.0303345352273033	0.0126265684059443	0.0127851396758199	0.0174783422336767	0.00637129581956984	0.0711539059920172	0	0.0215866526371159	0.0234351253694698	0.00911921513744094	0.0261358878325792	0.0427377882201186	0.0555636707210049	0.00849096296060258	0.017571368849985	0.00600405186779875	0.0107714334806473	0.0213668831532083	0.0263630334651587	0.0205868858360217	0.0235053550188231	0.0417164902306038	0.0463043353793794	0.0206585822033876	0.0289250240074142	0.0178379288251505	0.0344592629588122	0.0061661238834955	0.0140792729344915	0.0408006783660943	0.0337485603658871	0.0355756533085144	0.0124971033242454	0.0283457143896405	0.0579016892236945	0.0168299183002394	0.0406872771882474	0.00581878068859389	0.0331655325833185	0.0202758717140082	0.0315381973054046	0.0165039817302858	0.0069263157695288	0.052020735799157	0.0557908312804087	0.0225455754889123	0.0426229463511649	0.00892433244218863	0.0403989367055722	0.00687469894913799	0.0362523965371865	0.00528835771064274	0.0287708476781583	0.0832249728083764	0.0515237852303101	0.015030277964038	0.0195760366942125	0.0386187297701965	0.0237943744275588	0.0534277703759731	0.0504204111413454	0.0398749698416156	0.0243244537555542	0.00961489946060567	0.00657244222528721	0.0342135449120282	0.0145617246101231
HT29_G1_5A_2	0.0169171917528612	0.0231113628322465	0.00699668215567499	0.00846639857841337	0.00858552728230151	0.0109478406732033	0.00852484961773154	0.0104411258272642	0.00725642951894019	0.0144833567858159	0.0294597577027105	0.0161306110577901	0.00589215132865208	0.0292037307627519	0.00724386207552864	0.0505796168420476	0.010582068657399	0.0323560752458161	0.0136633163501318	0.00518795551849657	0.020679134875736	0.0502531274575818	0.0215866526371159	0	0.0107431261312304	0.0200376914200661	0.00554609544242658	0.0222452415177395	0.0348906947451694	0.0296296874106094	0.0124379855415767	0.0181634434141871	0.027730376226898	0.0101255830834087	0.0100146912494609	0.00592701833492035	0.00893830092752775	0.0216800856174283	0.0249396604781693	0.00332809987501816	0.00861598342546088	0.00646994137220462	0.0148145005278431	0.0241676362181322	0.00838855432146609	0.0199481911084461	0.0126965929251289	0.0152889618612977	0.0257418030740925	0.00851861618510248	0.0368903444348204	0.0161768471762237	0.0195233925550759	0.0211528003640174	0.0132744462943631	0.0170492843041416	0.0117882355060975	0.0130841058000206	0.025366368149035	0.0308519366272246	0.0350128311599617	0.00655849843720921	0.021845718648462	0.0151607080069298	0.0192527974036262	0.028092671620845	0.0159231679509068	0.0183138550431055	0.0082342982836203	0.0623282970576991	0.0305063671317259	0.0108733305825527	0.00581374636552577	0.0179951624173411	0.00356113091618345	0.0324754642811399	0.030090558989005	0.0187461667025826	0.00328532850105919	0.0284276817053055	0.0208269980636386	0.0132610822261713	0.010588877626696
HT29_G1_5A_3	0.0142410273993444	0.0264473523017797	0.00590189061071608	0.00580157153801181	0.0100330256821766	0.0161748184540743	0.0118793465539642	0.0161080987719368	0.00966400971481612	0.00663116313854077	0.0332008378142579	0.0195060962581289	0.00854936697821486	0.0282260336157152	0.014407521127067	0.0486169912181217	0.0165330118345381	0.0310456590943242	0.0137195286174697	0.0125944999607066	0.0229915576056515	0.0506874085802144	0.0234351253694698	0.0107431261312304	0	0.0186998102385813	0.0145332689624581	0.0214993544138056	0.034998824519242	0.0313781520672497	0.00799216176252343	0.0217898969307744	0.0257382938140326	0.0132397544924537	0.00593059188801072	0.0136838316790128	0.00323358740997222	0.0200182833307608	0.0266481699430937	0.0109975145923619	0.0153796621777192	0.014733413828544	0.0164863948359401	0.0275527512711406	0.0147284177876574	0.0215281783480469	0.0163077882347313	0.014922894838797	0.0304051851505055	0.0128033041275771	0.0384847778812926	0.0119682202892241	0.0232229384112062	0.0242571159133577	0.0130204343796539	0.0175165087450143	0.0198422107769975	0.0150859941004252	0.0262480147763507	0.0325973174320218	0.0352861169332182	0.00458585916261085	0.0245021473239243	0.0168882657256759	0.0225210003008604	0.0294547378635885	0.01763267030538	0.019448023204005	0.0124582551933759	0.0619586566277459	0.0322868090412495	0.010278492522296	0.00843435560339008	0.0198724649433281	0.0123086021874144	0.0327965874145289	0.029228409804004	0.0223393843377203	0.0126720740466743	0.0281416579529104	0.0228151601895641	0.0186499788359853	0.0155905859475847
HT29_G1_5B_1	0.0106879369457023	0.0156223249613447	0.0200133650898856	0.016002893199936	0.0258211120191234	0.029787248947648	0.0161641081236092	0.0219117631146198	0.0251159148499882	0.0242485924016165	0.0205210748844532	0.012796063223836	0.0223948224286012	0.0464719533903262	0.0166565600890007	0.0350636398478257	0.029921164648216	0.0135616390644218	0.0104569819226849	0.0163278560857508	0.00917163459838595	0.0675612642212879	0.00911921513744094	0.0200376914200661	0.0186998102385813	0	0.0245501137389146	0.0395950269362876	0.0520150994832595	0.0146970604793088	0.0115180330221861	0.00961605627421108	0.0104768007084301	0.0217828717929338	0.0213862736369607	0.0186081914194342	0.0199284896227753	0.0381347390331604	0.0435728729788142	0.019981853627749	0.0281973972827057	0.0190466142293312	0.0307934656343899	0.0144954243490928	0.0142393283109594	0.0381265050027176	0.0319069595027403	0.0325248047372848	0.0197343040019382	0.0269886924690832	0.0557581801530329	0.0150277480091648	0.0390150605904484	0.0136696097053817	0.0304659032276238	0.0216544370864277	0.0314378002692166	0.0180639216635849	0.013387022107155	0.0496591388000901	0.0524777026354756	0.0185889114677509	0.0397874926913397	0.0105446042016547	0.0383359357568766	0.0123933796734649	0.0344007175894385	0.00541612493422658	0.0271166653080142	0.0797123269594629	0.049087189329691	0.00998442567047194	0.0159017925405527	0.0354128578555073	0.0227972727631206	0.0507125530423601	0.0470370042455414	0.0374944496176035	0.0231375992473654	0.0114765866167245	0.00866348987043296	0.0318439649250473	0.0165058796404787
HT29_G1_5B_3	0.0221038823354285	0.0272685987254335	0.0107786529301257	0.0135542586684339	0.00826325643763561	0.0105731454203822	0.0134630345779162	0.0137258628261026	0.00753262351809693	0.0176520176748592	0.0330013764350424	0.0208658147625397	0.00802498363107423	0.0271646590479278	0.0100835988155101	0.0554456624154682	0.00969580722894136	0.0370380754542133	0.0181640692101257	0.00894692375113559	0.024602353986886	0.0467396950853292	0.0261358878325792	0.00554609544242658	0.0145332689624581	0.0245501137389146	0	0.0204228694961304	0.0319134797355199	0.0338459523448927	0.0167110524184569	0.0219828234718671	0.0325857604538761	0.0139301878383443	0.0117915611836759	0.00743649252140486	0.012900210852539	0.0202923232772215	0.0216880723616365	0.00798601306559887	0.00755805318094932	0.0104132248406675	0.0126740067407735	0.0282159361221418	0.0124906216042412	0.017477120086834	0.0107284866437437	0.0143026861694645	0.0290676560991825	0.00906983872049123	0.033761569263835	0.0214632235237085	0.0163970555814897	0.0255619144815882	0.0129756503592817	0.0211902994640348	0.00890102940741253	0.0177559921587019	0.0301449168298712	0.0276628021754493	0.0320532911684383	0.0101487425380065	0.0184745040561661	0.019932510582149	0.0161704828475652	0.0323994474715298	0.0146477274490335	0.0227934906596488	0.00822462797493978	0.059129822271506	0.0273530162239275	0.015202168631754	0.00950598607684868	0.0152199894750909	0.00553782450248552	0.029744932184605	0.0279462030369253	0.0152359197093833	0.00388012875330159	0.03287427807719	0.0247832213202695	0.00910856816357465	0.0149465377866434
