	HT29_G1_1B_1	HT29_G1_1B_2	HT29_G1_2A_1	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_1	HT29_G1_3E_3	HT29_G1_3F_1	HT29_G1_3F_2	HT29_G1_3F_3	HT29_G1_4A_1	HT29_G1_4A_2	HT29_G1_4A_3	HT29_G1_4B_2	HT29_G1_4B_3	HT29_G1_4C_1	HT29_G1_4C_2	HT29_G1_4C_3	HT29_G1_4F_1	HT29_G1_4F_2	HT29_G1_4F_3	HT29_G1_5A_1	HT29_G1_5A_2	HT29_G1_5B_1	HT29_G1_5B_2	HT29_G1_5B_3	HT29_G1_5C_1	HT29_G1_5C_2	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_2	HT29_G1_5D_3	HT29_G1_5E_1	HT29_G1_5E_2	HT29_G1_5E_3	HT29_G1_5F_1	HT29_G1_5F_2	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4G_3	HT29_G2_4H_1	HT29_G2_4H_2	HT29_G2_4H_3	HT29_G2_5A_1	HT29_G2_5A_3	HT29_G2_5B_2	HT29_G2_5B_3	HT29_G2_5E_2	HT29_G2_5E_3	HT29_G2_5F_2	HT29_G2_5F_3	HT29_G2_5G_1	HT29_G2_5G_2	HT29_G2_5G_3	HT29_G2_5H_1	HT29_G2_5H_2	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6A_2	HT29_G2_6A_3	HT29_G2_6B_1	HT29_G2_6B_2	HT29_G2_6B_3	HT29_G2_6C_2	HT29_G2_6C_3	HT29_G2_6D_1	HT29_G2_6D_3	HT29_G2_6E_1	HT29_G2_6E_2	HT29_G2_6E_3	HT29_G2_6F_1	HT29_G2_6F_2	HT29_G2_6F_3	HT29_G2_6G_1	HT29_G2_6G_2	HT29_G2_6G_3	HT29Root1_2	HT29Root1_3	HT29Root2_1	HT29Root2_2	HT29Root2_3
HT29_G1_4A_1	0.0193287504596303	0.00676548011230359	0.0286237607048792	0.00456205622553366	0.0189136408867269	0.0104358514678952	0.0105968389491818	0.0121381725550124	0.00450854058827957	0.00805341049958437	0	0.00647653462027395	0.00279633975069532	0.00991488685413127	0.00646949391305622	0.014404790006422	0.00212519362201858	0.00995323782324846	0.00746039629053809	0.00720630231631768	0.0129836186486976	0.00411348079413029	0.00467662962661745	0.012942473414606	0.0072652985500106	0.0100499994851689	0.0127871098255077	0.00634768357639832	0.0132181270420816	0.0167851305057316	0.012904045105554	0.00907785261816333	0.00776891645373836	0.0141187289871645	0.0157655907150296	0.0123238913430726	0.010241078248585	0.00590387094599084	0.00451814012844163	0.0172772415268233	0.0153008370440252	0.0147725688651922	0.011626407957532	0.00809064791158267	0.0261130601881993	0.000884441316630239	0.01240054898918	0.013993857883569	0.00380182514141687	0.0138868445407458	0.0111390683481533	0.00781617633604699	0.00503861044891536	0.0155814633859799	0.0186822853518889	0.00588132526035845	0.00271354924190903	0.00945537467642533	0.00266878119971198	0.00306503570749032	0.010307217263634	0.00447815171786088	0.00381287711352326	0.00799467285247872	0.00653355077610076	0.0134889052221691	0.0137468183187114	0.0130918553215475	0.0117816736303621	0.00906316145005835	0.00676239333288913	0.0084348040200932	0.00174255826161637	0.00420040137543831	0.0142045596812281	0.0121088793065523	0.0102613858297492	0.0045086558543459	0.00348334317770708	0.012752667024254	0.00515495817208697	0.0160958395788479
HT29_G1_4A_2	0.0213246509379161	0.00362052872321278	0.0293402999113881	0.00327834974485055	0.0159351783061685	0.00541099317279186	0.0110990259662079	0.00637704745567786	0.00499521488414039	0.00196602377609212	0.00647653462027395	0	0.00506267058228133	0.00379038180829475	0.00958689633259474	0.0198629330829447	0.0047899600246138	0.00610329817331099	0.00682094060912212	0.0027616580666221	0.00765974805848683	0.00375528259597669	0.0070322837102238	0.0124832786909739	0.0023650156641559	0.00357990594292601	0.00631259921096015	0.0077699468417542	0.00803410655747379	0.0116416413053801	0.00871677879965884	0.00824886578882239	0.00163968663940952	0.0121976099794573	0.0107512857348081	0.00833300746787229	0.00732052649772168	0.0010610821267205	0.00282516634516754	0.0121386922695159	0.0109062328958339	0.00873346987635618	0.0118833488165102	0.00363409828345802	0.0222387175818815	0.0073335571065281	0.00809989080291071	0.0101182633033336	0.00274348038765625	0.0074483439383018	0.00713722612138703	0.00237446452351706	0.00902088955485222	0.0101666328240048	0.0139196867117066	0.00220582064673246	0.00684351824564355	0.0147804615252477	0.00566992552668386	0.00953669362971651	0.0060549058429417	0.010155591867367	0.00533558168601436	0.00163443276663938	0.00253759888016313	0.00905780987370571	0.00884794519649015	0.00739842232771453	0.00546907601441023	0.0035754508534914	0.00239442666145053	0.00199509984195949	0.008218967074892	0.00606024268012292	0.0106994565044046	0.00722166564373213	0.00749962837845217	0.00493675841946998	0.00299344980032898	0.00786337588420571	0.00143543511867438	0.0129941309164385
HT29_G1_4A_3	0.017694590068881	0.00685033678988007	0.0266025376587128	0.00476448121824232	0.0196725377397095	0.0100387854949406	0.00825439114463534	0.0113543862801495	0.0056454936805618	0.00696456856679696	0.00279633975069532	0.00506267058228133	0	0.00883735003445576	0.00501538952657693	0.0148090477157572	0.000981866350010828	0.0100831662569714	0.00472989835112428	0.00681390155720943	0.0124892317959944	0.00159932170278259	0.00667119972853308	0.014527102273605	0.00502428992509829	0.00851417344850628	0.011081697682529	0.00403777189861048	0.0106526990892257	0.0164467475746564	0.0130012876919768	0.010356693563398	0.0059093976540416	0.0152096957473109	0.0154914084630176	0.00957617559314466	0.0107822104233868	0.00416616267993371	0.00442211123758005	0.0169464124442533	0.0153501250562847	0.0137897810545344	0.00925085490373122	0.0078080817425396	0.0265289497797781	0.00328823030969769	0.0124291919278423	0.0142651688671093	0.00250338187516064	0.012021189740968	0.0112609027713951	0.00565646725418168	0.0040899053688175	0.0150640917895874	0.018580938213434	0.00367096330841578	0.00178397663579682	0.00972486758333521	0.000607319899094502	0.00542922242828255	0.0102764687630892	0.00515195536589602	0.00523383908625879	0.0066970774750495	0.00619950650274811	0.013483361356045	0.0135057306351741	0.0123655164911601	0.0105205450132801	0.00836410438180893	0.00631992678916474	0.00676471860556999	0.00417497279357258	0.00172921655276117	0.0146482124543382	0.0118371147288103	0.0108686669966423	0.00171426902063977	0.00261911671552439	0.0124958823122913	0.00416601440798573	0.016756415107653
HT29_G1_4B_2	0.0246101587416854	0.00426420226498434	0.0320834008748423	0.00570685844787974	0.013327607311617	0.00261978839192343	0.0143016809743459	0.00265944822322685	0.00700083784380322	0.00189007878403728	0.00991488685413127	0.00379038180829475	0.00883735003445576	0	0.0133271251848766	0.0236443948421906	0.00847755049820969	0.00429750253280837	0.0101088052334497	0.00316075646974836	0.0041353192576015	0.00753770796786106	0.00898776544053872	0.0117128113343791	0.00514637375094864	0.0017298032362156	0.00376023930380901	0.0113936850341685	0.00828137238799049	0.00804170084191223	0.00592648969729533	0.00805717139522867	0.00367622991328381	0.01053575549864	0.00724121592663106	0.00968852788065668	0.00588792762686649	0.00479023069693393	0.00552832646444526	0.00852922892371865	0.00774764030861066	0.00495459868488005	0.0149645517761002	0.00291338351640426	0.0189934788716694	0.0107974885863944	0.00531774003838846	0.0073770484636959	0.0064230805621016	0.00513601819264737	0.00482740782580611	0.00464973248848663	0.0128096726464372	0.00648724144101553	0.0104342913936536	0.00576027597683666	0.0106105747767375	0.0185611264635057	0.00944341338450214	0.012896354005355	0.00386532155222886	0.0138738056927955	0.00764675313333914	0.00217681327514038	0.00372063657645698	0.00603863655147076	0.00551682576974743	0.00367507508164617	0.00193520967307826	0.0014526652252114	0.00341912555823472	0.00272597519728105	0.0116245779343133	0.00982908982760346	0.00815081199758544	0.00409333602533944	0.00613822800082186	0.0086735370900266	0.0065454626656774	0.00464027735548188	0.00481593075162129	0.0104954214353008
HT29_G1_4B_3	0.0128776611445962	0.0118549077670254	0.022196094407577	0.00977662265511049	0.0246858764048632	0.0148747931639619	0.0049212038824044	0.015955129375046	0.0105093398465927	0.0115527280502964	0.00646949391305622	0.00958689633259474	0.00501538952657693	0.0133271251848766	0	0.0108961336058657	0.00586696598810274	0.0150671275206753	0.00457062866836338	0.0117306276415808	0.0172325321619551	0.00586264404107638	0.0111184477452575	0.0192986919688431	0.00855850394499302	0.0126035336863314	0.0147864511958884	0.00233624332999863	0.0123755997712468	0.0212143250524419	0.0179579034981641	0.0152422108474357	0.00988139240567419	0.0201731220431946	0.0202995794503347	0.0103093514477227	0.0157972089086627	0.00854812368776216	0.00943581060182873	0.0217126485644566	0.0202789818517458	0.0181766606258582	0.00592365102380044	0.0127310445283861	0.0315118516032175	0.00621085796956101	0.0173733272287858	0.0192501165237554	0.0074177160167351	0.0154244221859885	0.0162348234151333	0.00921361168912561	0.00158617707442514	0.0197526496707404	0.02343743383854	0.00759574243211273	0.00382075834025214	0.00610340154225536	0.00454332666355477	0.00707792342171383	0.0152263049388682	0.00415617902105656	0.00997687305167616	0.0111533275985432	0.0111482401613088	0.0184096412109468	0.0183502830273994	0.0169772881734633	0.0147730186742117	0.0131096487714584	0.0112373572585285	0.0108601675180303	0.00655435718789112	0.00355270412755901	0.0196543837852144	0.0166914868038148	0.0158826376572315	0.00465535722530348	0.00761575661425609	0.0173469171317334	0.00901560074619688	0.0217709739271793
HT29_G1_4C_1	0.0129448104575273	0.021131925690698	0.022564705902171	0.0189070216337126	0.0330510064022134	0.0246828904811328	0.013659426920114	0.0261448770313527	0.0188456449072029	0.0217717538294255	0.014404790006422	0.0198629330829447	0.0148090477157572	0.0236443948421906	0.0108961336058657	0	0.0152543968043131	0.0243506294504265	0.0153891713820126	0.0214123106720319	0.0271970991256404	0.0161693742372867	0.0183429943089515	0.0262621319960725	0.0192940376877474	0.0232024771337489	0.0255648085056684	0.0132216256582252	0.0231398869593007	0.031093438287582	0.0273045196070828	0.0230555408470333	0.02049818860288	0.0280580913707169	0.0300961900270177	0.0208479354158933	0.0246068249624011	0.0189165986600444	0.0187671112228803	0.0315902387293938	0.0297004076459804	0.0285935973627312	0.0141530612286118	0.0223621048226347	0.0404118074768657	0.0135997046849602	0.0267937142545577	0.028387929625613	0.0172636536120674	0.0262789666083632	0.0255386834049202	0.0199605424718695	0.0109312810956276	0.0297929457838727	0.0330675031910255	0.0181644225218498	0.0130434110512276	0.00508458085513089	0.0142038108384727	0.0123345152300305	0.0246816985779014	0.00996114233651691	0.0180926343691606	0.0214951851132035	0.0207525832512851	0.0278801509620324	0.028081390019362	0.0271482768814535	0.0252884077979343	0.0231149800718681	0.0209335382784468	0.0214352875647134	0.0131090143847589	0.0139882192174266	0.0285615204229728	0.0264235425778854	0.0246082341534874	0.0152077285902245	0.0172388657485086	0.0270766991002684	0.0189223633197565	0.0303386742924176
HT29_G1_4C_2	0.0186265119561326	0.00610010269158168	0.0275775658889031	0.00394101298589126	0.0188404689618041	0.00945616280934148	0.00923610790983193	0.0109059841933594	0.00469477179013453	0.00658776929322927	0.00212519362201858	0.0047899600246138	0.000981866350010828	0.00847755049820969	0.00586696598810274	0.0152543968043131	0	0.00935644945323022	0.00564498345941113	0.00619312434086754	0.0119519219365723	0.00198986911933889	0.00569177075035385	0.0135675273126238	0.0052120392458985	0.00834408166818764	0.0110060467801578	0.00501629903820621	0.0110992028468749	0.0158771291223205	0.0122992628586646	0.00942025683934538	0.00587467461506434	0.0143117038434221	0.0148999503505827	0.0102207528431251	0.00996744080805404	0.0040346126134737	0.00365720817025122	0.0163759741990194	0.0146692437601764	0.0134239981050011	0.0102315739367509	0.00716938685866223	0.0257784389585565	0.00280786340942952	0.0117420732494881	0.0135255016360377	0.00205868389685132	0.0120279967197075	0.0105438608272218	0.0057958537437655	0.00479295384508458	0.014544813021495	0.0179490317771773	0.0038223105379898	0.00228186174828812	0.0101815899402634	0.00132467461029265	0.00504724124644421	0.00959207068951779	0.00539719608709354	0.00425872687068182	0.00640215458627247	0.0055500658660789	0.012809959128109	0.0128972452104012	0.0119030446012422	0.0102461330320714	0.00786259383382348	0.00570553419500114	0.00664177015150523	0.00373140382147617	0.00270761028476273	0.0138703924020251	0.0112292859076286	0.0100410932901459	0.00257720696864313	0.0019852823625665	0.0118872176640528	0.00368259559646307	0.0159384217055026
HT29_G1_4C_3	0.0273241457557273	0.00326012065534128	0.0354380818153897	0.00547399406324399	0.00984482653451196	0.00192354363274823	0.0171723928043786	0.00397193624180363	0.00568012112675381	0.00460280059355172	0.00995323782324846	0.00610329817331099	0.0100831662569714	0.00429750253280837	0.0150671275206753	0.0243506294504265	0.00935644945323022	0	0.0128982814382293	0.00342949830123705	0.00372700034961303	0.00932626206818769	0.00703535967996129	0.00744153851435186	0.00831437628716512	0.00599805680412715	0.00776151438966435	0.0135868764071886	0.0125417891877977	0.00698041215873286	0.00295996490641624	0.00420396987966209	0.00701699396792777	0.00633224609845838	0.00592860394750509	0.0137239134122454	0.00159944428191045	0.00709733566703993	0.00569993335977923	0.00745417493840237	0.00535369337441524	0.00645157671044672	0.0179780851954044	0.00247421687045023	0.016449773922446	0.0107826763707242	0.00244941467232474	0.00418381180115404	0.00765415856386496	0.00911409632735549	0.00119265020247971	0.00805540037816717	0.0141404797911336	0.00606344766165195	0.00873299567600244	0.00828051100173166	0.0116338765495392	0.0193575409118841	0.0106186828274671	0.0124496241051901	0.000645661681911628	0.0143977513964711	0.00646961155127016	0.0052354618371654	0.00393860568601656	0.0035386110192305	0.0039512596529768	0.00442207326303599	0.00549488361174057	0.00308095990146449	0.00390025592445507	0.00635576657199673	0.0113924379606384	0.0115526083564637	0.00464070944728093	0.00252221402666306	0.00185555213313531	0.0106320144482939	0.00746436144526666	0.00305266282307403	0.00612717327785513	0.00689891891137837
HT29_G1_4F_1	0.0145377983982781	0.0100475055395317	0.0226332013158495	0.00849895365631548	0.0227411849178875	0.0121789099115624	0.00427838188887821	0.012754743157084	0.00985820066356041	0.00862371823601276	0.00746039629053809	0.00682094060912212	0.00472989835112428	0.0101088052334497	0.00457062866836338	0.0153891713820126	0.00564498345941113	0.0128982814382293	0	0.00948560999248075	0.0142286227249606	0.00413092455307233	0.0112394956439309	0.0185961283250538	0.0049656160720016	0.00898814492254009	0.0107541330288288	0.00226532241096854	0.00780533647285637	0.0181474155465027	0.0155293670383997	0.0143078019249282	0.00643429912876007	0.0187861495127081	0.0173423754400085	0.00582814732499821	0.0140012262067324	0.00580202327294986	0.00800744653104934	0.0186323793377495	0.0176698449091997	0.0146147188752583	0.00509473914592853	0.0104246943936814	0.0289999583310609	0.00776052398560897	0.01490983774469	0.0169375592034406	0.0058688791358145	0.0112001495506623	0.013955564997593	0.00551620377299422	0.0052222040689226	0.016570200031076	0.0205352145934896	0.00462130725093101	0.00521816652421069	0.0106737506307499	0.00479594251717476	0.00958131083710107	0.0128749384640271	0.00779556185300943	0.00963899406991684	0.00807814650435959	0.00907690974355091	0.0158421942711718	0.015535603639608	0.0137533707857646	0.0111913953790066	0.0103213769017476	0.00904232567243492	0.00740671397554362	0.00852538548402557	0.00333214230969727	0.0175152009439729	0.0139606977749243	0.0141519735088113	0.00307603693515963	0.00632269785562015	0.0145826999351374	0.00693473504486776	0.0197963821994606
HT29_G1_4F_2	0.0238958686068521	0.00119870270981736	0.0320703670197052	0.00270842205314944	0.0132679483190987	0.00327138707650144	0.0137544405714991	0.00496377612332241	0.00384399727564666	0.00194020386711078	0.00720630231631768	0.0027616580666221	0.00681390155720943	0.00316075646974836	0.0117306276415808	0.0214123106720319	0.00619312434086754	0.00342949830123705	0.00948560999248075	0	0.00579932462864898	0.0059266300478805	0.00583056729042939	0.00983513600715663	0.00509059288116342	0.00420476997212818	0.00680770965750517	0.010171794961783	0.0101826167288909	0.009689144426839	0.006235326602896	0.00570310218935573	0.00399359073853682	0.00943633180992365	0.00870727425939319	0.0108855456816989	0.00456128665465017	0.00369753637576443	0.00268934019680665	0.01018740551923	0.0085507439585368	0.00765511721865321	0.0145743964386504	0.00100052868698439	0.0198071408989451	0.00808442520492918	0.00564456235111365	0.00756847202700942	0.00432553032759704	0.00815232761829985	0.00454552528555952	0.00496399231456399	0.0109029259332701	0.00840107226468191	0.0117703038761604	0.00488104953017845	0.00846564215240959	0.0163559503148872	0.007381305046933	0.0100449413515451	0.003504481672928	0.011475009679547	0.00451223503793643	0.00246001338197477	0.000672766702326514	0.00668131442469241	0.00670560746235681	0.00589335754305773	0.00508030919766697	0.00193832638815758	0.000494479084262261	0.00364632282531658	0.00883536214041611	0.00818995366397514	0.00806911063154953	0.00503690866003223	0.00473813049924211	0.00722465194865962	0.00422225501984803	0.00569524563882571	0.00272507292650451	0.0103206814455129
HT29_G1_4F_3	0.0287415889546415	0.00630002830171131	0.0361438644485286	0.00843069479845351	0.00963382763017765	0.00254969958701116	0.0184349473941786	0.00163788298434028	0.00909105881271393	0.00570454368483072	0.0129836186486976	0.00765974805848683	0.0124892317959944	0.0041353192576015	0.0172325321619551	0.0271970991256404	0.0119519219365723	0.00372700034961303	0.0142286227249606	0.00579932462864898	0	0.0113740860949157	0.010664962434964	0.0101074511869054	0.00927468157296073	0.00557344206787907	0.0058888231363069	0.0154134483745921	0.0116464323130611	0.00398296809923065	0.00273315673854335	0.00775327799931805	0.0078055375931082	0.00803355001936483	0.00311525163463006	0.0134722842469414	0.00483563669788025	0.0087147577785613	0.00848059890093366	0.0044809890677846	0.00376792911991294	0.00289404831950242	0.0190984489150695	0.00489415280862932	0.0148724254614109	0.0138548434654797	0.00238234376421641	0.0039342357049757	0.00998877632269101	0.00700488916466386	0.00305810888009689	0.00878477548916736	0.0165617086941546	0.00260183360163181	0.00630765683333333	0.00978213353608165	0.0142008912466235	0.0221313603922583	0.0130783743562827	0.0157269690076847	0.00311471837071469	0.0172717672733277	0.00986706271939908	0.00618129222056774	0.00646790954521664	0.00242083157656111	0.00149992137596261	0.00108206408375612	0.00379489553311445	0.00413322890204904	0.00626998460806435	0.00686115761521832	0.0145685710435287	0.0136884302554672	0.00485455400309196	0.00125508718781579	0.00506737609054743	0.012592829377092	0.00996722365794018	0.00109307770926052	0.00832363401988878	0.00703326536022025
HT29_G1_5A_1	0.0180629295571308	0.00622228249607173	0.0266147788513377	0.00443210084542634	0.0190973055363564	0.0090174091756706	0.00816019418377524	0.0101308391658402	0.00572776110257413	0.00571610096522835	0.00411348079413029	0.00375528259597669	0.00159932170278259	0.00753770796786106	0.00586264404107638	0.0161693742372867	0.00198986911933889	0.00932626206818769	0.00413092455307233	0.0059266300478805	0.0113740860949157	0	0.0071693586456064	0.0145096572707276	0.00342710627129818	0.00704762170927404	0.00954563712782081	0.00427107468838287	0.00913256710104506	0.0153551631978638	0.0121594956668139	0.0102391787605217	0.00438230687020239	0.0148742349446351	0.01443771849357	0.00824395599594186	0.0102252467199373	0.0027569023214847	0.00397135375811098	0.0158538697607087	0.014450369576704	0.0124590221124282	0.00908600877756166	0.00692372742754166	0.0257314388405733	0.00475015805087664	0.0115634118107746	0.0134913550629501	0.00179264868572332	0.010449685780636	0.0104675408037569	0.00406480543959748	0.00527695609243425	0.0139076596033142	0.0175788127978235	0.00209068042171516	0.00329928849613617	0.0110976430944728	0.00215178358354621	0.00695547389393508	0.00943060028001106	0.00669617767804857	0.00552461098799407	0.00536404251631574	0.00538848832558888	0.0125824334865041	0.0124915048600616	0.0111515280135211	0.00912199571024476	0.00724776034878762	0.00543963097698364	0.00528243843167011	0.00566457421021034	0.00231453630739806	0.0139585541891979	0.0108358570974279	0.0103457556583184	0.00131091052096958	0.00220406687677044	0.0114899608378115	0.00320307026616198	0.0161557502681173
HT29_G1_5A_2	0.0239917274260705	0.00475620178516759	0.0331826581983907	0.00375509683144025	0.0147145846029052	0.008276977386449	0.0149208602048503	0.0103809295501294	0.00207311812602923	0.00756614007102436	0.00467662962661745	0.0070322837102238	0.00667119972853308	0.00898776544053872	0.0111184477452575	0.0183429943089515	0.00569177075035385	0.00703535967996129	0.0112394956439309	0.00583056729042939	0.010664962434964	0.0071693586456064	0	0.00829319447462475	0.00897583470964961	0.0099086977947879	0.0126075767958201	0.0106779744116495	0.0150219929092207	0.0139639857000881	0.00970623084319629	0.00471431935920663	0.00867111950336969	0.00973178648096053	0.0129054569235407	0.0149208823624888	0.00667789868985716	0.00717628828456052	0.00421864331522343	0.0144214793781068	0.0120144669570013	0.0130973309388406	0.0159211770842592	0.0062435486940068	0.0221386645538408	0.00516307999555223	0.00934335259087582	0.0104871351478958	0.00567431112131828	0.013927346745371	0.00807455900654905	0.00925577803614993	0.00971452322659862	0.0130957566458273	0.0154524528157521	0.00789346425203751	0.00730790756271725	0.013659053542693	0.0068733340428644	0.00601305637368027	0.00758462547350816	0.00881209887774445	0.00175492013320568	0.0078747565755304	0.0053349432093604	0.0103913710777437	0.0109722668206457	0.0111364507420368	0.0108913139229213	0.00766613764208228	0.00564423105664161	0.00884806967787627	0.00534736587916889	0.00838051775998457	0.0104713715343966	0.00953129275536589	0.00660494120921279	0.00817783653274945	0.00515039836906256	0.0100871420425308	0.00570347589522155	0.012050609835608
HT29_G1_5B_1	0.0321579658261559	0.00886324047479125	0.041085864516216	0.0100979443213396	0.00769664397972044	0.00931761074680075	0.0226506590331963	0.0110764339208982	0.00888459409595139	0.0116002570442316	0.012942473414606	0.0124832786909739	0.014527102273605	0.0117128113343791	0.0192986919688431	0.0262621319960725	0.0135675273126238	0.00744153851435186	0.0185961283250538	0.00983513600715663	0.0101074511869054	0.0145096572707276	0.00829319447462475	0	0.0148478322753994	0.0133724722331592	0.0151773055029965	0.0185438739979232	0.0198428193608957	0.0110790732169559	0.00750838609611008	0.00429852964994574	0.0138284703089776	0.00300305678279146	0.010233016464023	0.0207190971735737	0.00584232572348965	0.0132232652220147	0.0105925829409653	0.0113330875171443	0.00851287591843376	0.0129659932634176	0.0235920282283937	0.00926261677833308	0.0152346047241631	0.0134556180400825	0.00773213551594441	0.00697222277156018	0.0127346002025872	0.0165106352607388	0.00729753613111756	0.014786973028777	0.0179591531340441	0.0112576240746733	0.0111797957137618	0.0143242503254013	0.0154811972378547	0.0218066643765957	0.0148622763934844	0.0140397463426365	0.00796810943244058	0.0170665639792454	0.00933442759790578	0.0122059192865487	0.00994614074434862	0.00810263743936226	0.0092360045760274	0.0111316010891897	0.0128874015713662	0.0103841264737199	0.0101122344885473	0.0134007299398675	0.0135827032970744	0.0162483312627407	0.00622209202534553	0.00896607712806752	0.00558622370870199	0.0157393566551853	0.0123073393330391	0.00902815549942179	0.0118051117284782	0.00606780803056378
HT29_G1_5B_2	0.019469987646972	0.00598499446035415	0.0271719648599003	0.00533163807324412	0.0180690250692234	0.0073332031290503	0.00916429089136198	0.00778936027351966	0.00704399305573344	0.0037879685878723	0.0072652985500106	0.0023650156641559	0.00502428992509829	0.00514637375094864	0.00855850394499302	0.0192940376877474	0.0052120392458985	0.00831437628716512	0.0049656160720016	0.00509059288116342	0.00927468157296073	0.00342710627129818	0.00897583470964961	0.0148478322753994	0	0.00409308852864583	0.00627251986242947	0.00642869743395442	0.00613224218776449	0.0131827094052739	0.0107332171347775	0.0106065127850278	0.00147015822761547	0.0145116739608427	0.0123856723636667	0.00604187559707032	0.00962009021149089	0.00180799401250795	0.00481708850280568	0.0136673842740046	0.0127835059840185	0.00972756426685637	0.0098585505563634	0.00588894193445143	0.0240933826270792	0.00801424715466209	0.0101091516200282	0.0121699004987249	0.00362420669472883	0.00707081706550137	0.00926772844726075	0.000667657183740709	0.00837636429106441	0.0116063207935652	0.0155789693611875	0.00138978611496031	0.00670104595061304	0.0142751657966156	0.0055752904963407	0.0102583269459007	0.00818129477813243	0.0100913556767921	0.00722418385015393	0.00319211950429594	0.00490259840754755	0.0109867612278202	0.0106098166229271	0.00878888223418393	0.006296154639034	0.00548566502799067	0.00475233400611178	0.00244317754654589	0.00893825988819373	0.00532668848916266	0.0128198126214204	0.00907224739852638	0.00981057476116583	0.00410556605576908	0.00410511620063965	0.0096773319817318	0.00332721567992888	0.0151467137038905
HT29_G1_5B_3	0.0233561819535404	0.00539974300939726	0.0305750077109946	0.00632358356249434	0.014985869801236	0.00434748470867039	0.0130614980322415	0.00396239513280204	0.00784847032514755	0.00234290090974597	0.0100499994851689	0.00357990594292601	0.00851417344850628	0.0017298032362156	0.0126035336863314	0.0232024771337489	0.00834408166818764	0.00599805680412715	0.00898814492254009	0.00420476997212818	0.00557344206787907	0.00704762170927404	0.0099086977947879	0.0133724722331592	0.00409308852864583	0	0.00278024777110192	0.0105176684397884	0.00655508010490347	0.00929512067086333	0.00760509656025489	0.00958296752600218	0.00272442523878136	0.0122631042915455	0.00859713836342063	0.00800177328766752	0.00757549652374001	0.0043499050179271	0.00601495248544414	0.00976335656793462	0.00929754744223574	0.00563833803539648	0.0136552417292828	0.00429643287270176	0.0204212958772083	0.0109111691427921	0.00700608364444777	0.00904787311491334	0.00631608690550351	0.0040338484410922	0.00655699653305735	0.00348405500898335	0.0122793725000265	0.00766889936155826	0.0117623171555416	0.00504735014621663	0.0102937920230924	0.0181398314957739	0.00911666260150974	0.0131044223292116	0.00558912088587645	0.0136579713020028	0.00839152556043247	0.00211958719334382	0.00459017607186781	0.00766339291472969	0.00703195374673774	0.00488939591393789	0.00220697428591717	0.00299328083977397	0.00428429897720488	0.00176763306658299	0.011791419825534	0.00923058393660151	0.00984527232038048	0.0057306785902951	0.00782130246009057	0.00802226569919569	0.00656987204513429	0.00622888880647464	0.0049214432502344	0.0121834820596727
HT29_G1_5C_1	0.0246243873951941	0.00796878490834478	0.0311419762439932	0.00908675271052558	0.0154901469135255	0.00586082737746988	0.0144957620775078	0.00437489811164774	0.0105657004642989	0.0050707411810701	0.0127871098255077	0.00631259921096015	0.011081697682529	0.00376023930380901	0.0147864511958884	0.0255648085056684	0.0110060467801578	0.00776151438966435	0.0107541330288288	0.00680770965750517	0.0058888231363069	0.00954563712782081	0.0126075767958201	0.0151773055029965	0.00627251986242947	0.00278024777110192	0	0.0125714949222143	0.00594620218708401	0.00879501775402493	0.00847506728006865	0.0117529499871005	0.00517249950526915	0.0136157688925275	0.00837904065566662	0.00815862057767047	0.00934977278140799	0.00697262865962621	0.00879132915115882	0.00919200558676847	0.00956048030448936	0.00451855506317329	0.0149335764076766	0.00667208717883646	0.0200215753986742	0.0136386618393982	0.00796909436887266	0.00979736684937119	0.00901607220976983	0.00137893591696536	0.00795259383036849	0.00560563148891344	0.0146469143123069	0.00715101766787083	0.0113038381250575	0.00746823238806933	0.0128390055643022	0.0205438043915789	0.0116724454692174	0.0158486233737625	0.00721049131467825	0.0162304597476152	0.0111389136637415	0.00489956663677356	0.0072730223674905	0.00829206484137701	0.00735933456364393	0.00487431198020069	0.00230048528225201	0.00521052521371509	0.00696365810291052	0.00436768708357042	0.0145295071715506	0.0115933863891839	0.010697043051386	0.00658472195063948	0.00960910634459453	0.0103713180661773	0.00930412797480711	0.00686026616642423	0.00768779534314313	0.0129197401976938
