	HT29_G1_1B_1	HT29_G1_1B_2	HT29_G1_1B_3	HT29_G1_2A_1	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_1	HT29_G1_3E_2	HT29_G1_3E_3	HT29_G1_3F_2	HT29_G1_3F_3	HT29_G1_4A_1	HT29_G1_4A_2	HT29_G1_4B_3	HT29_G1_4C_1	HT29_G1_4F_1	HT29_G1_4F_2	HT29_G1_4F_3	HT29_G1_5A_1	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_1	HT29_G1_5B_2	HT29_G1_5B_3	HT29_G1_5C_2	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_2	HT29_G1_5D_3	HT29_G1_5E_1	HT29_G1_5E_2	HT29_G1_5E_3	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4G_3	HT29_G2_4H_1	HT29_G2_4H_2	HT29_G2_4H_3	HT29_G2_5A_1	HT29_G2_5A_2	HT29_G2_5A_3	HT29_G2_5B_2	HT29_G2_5B_3	HT29_G2_5E_1	HT29_G2_5E_2	HT29_G2_5E_3	HT29_G2_5F_1	HT29_G2_5F_2	HT29_G2_5F_3	HT29_G2_5G_1	HT29_G2_5G_2	HT29_G2_5G_3	HT29_G2_5H_1	HT29_G2_6A_1	HT29_G2_6B_1	HT29_G2_6B_2	HT29_G2_6B_3	HT29_G2_6C_2	HT29_G2_6C_3	HT29_G2_6D_1	HT29_G2_6D_2	HT29_G2_6D_3	HT29_G2_6E_1	HT29_G2_6E_2	HT29_G2_6E_3	HT29_G2_6F_1	HT29_G2_6F_2	HT29_G2_6F_3	HT29_G2_6G_1	HT29_G2_6G_2	HT29_G2_6G_3	HT29Root1_3	HT29Root2_1	HT29Root2_2	HT29Root2_3
HT29_G1_3F_3	0.00704025374395491	0.00554938564994444	0.0127503518997562	0.00620978660116644	0.0116033070702167	0.0117280577765967	0.0226954757345024	0.0094660559974546	0.0111293781411065	0.00386270729398113	0	0.00869223390200726	0.00789002958586931	0.0100169052967061	0.00533939602246592	0.0136665831442604	0.013724204974925	0.0209877277003679	0.0121544938732748	0.0177498231691126	0.0109181507329274	0.0115769206196312	0.00376335528955047	0.0228927549067689	0.0143247361039165	0.00375034281416576	0.00766693523493127	0.00459508225150636	0.0100103050331387	0.0110954396300035	0.00492844087896475	0.0115094778224527	0.0130233058150443	0.0262202784211574	0.00476824996237303	0.00997609312065078	0.0103751521308058	0.00640105642832373	0.00730165954182293	0.013875152704054	0.00522986989553606	0.0103278440589437	0.0115614632137686	0.0104502821550449	0.00393194070968581	0.0151097356445249	0.0112483125508046	0.0129947151251647	0.00835947224649725	0.0138989702180586	0.00858259883975898	0.0100509759933646	0.000932489286753147	0.00861845044620772	0.0407718031762665	0.00600026165113942	0.00896715499259593	0.0109061797383762	0.0111333462130371	0.00777972587527547	0.00380303949534177	0.00792607791027262	0.0172091438368794	0.00805436025733189	0.0159172520359155	0.00608662191472964	0.00755054495261448	0.00690741573189101	0.00632677100299254	0.00621092722078986	0.00884311862262781	0.0114542890307967	0.0110382049709846	0.00242949864481731	0.0148103854538818	0.00518334806552027
HT29_G1_4A_1	0.00234049289827169	0.0067608675961364	0.0050403491648525	0.00264966087887378	0.00326076952635981	0.00615280449956165	0.0304851934520698	0.00193708540461868	0.00783113788360381	0.00482983849743881	0.00869223390200726	0	0.00528320677942424	0.0100958828514074	0.0071078688238159	0.00927455822194545	0.00889937391307756	0.0125318835465095	0.0140073834436877	0.0111822340593884	0.00228280381787547	0.0097623597522488	0.00574003871386787	0.0148385057781231	0.016308473287486	0.00553389378162548	0.0141847335889152	0.0066848982688006	0.00201081515370295	0.00829645744614677	0.00486517587032472	0.00646771014998532	0.00616212111645708	0.0315689881269675	0.00730203526090434	0.00941886415534916	0.0144768910238936	0.00266199086309847	0.0109078169128576	0.0108409568731381	0.00518270030110406	0.00820474727321544	0.00830178847320434	0.00723622982260271	0.00782132681144523	0.00877337002299219	0.00563546308040673	0.00431083991231189	0.0113394990601932	0.00870974779792924	0.0105838100504755	0.00712520007919737	0.00943833440911782	0.00880294046001023	0.0474897170293331	0.00756957357500449	0.000584107299931351	0.00605142341222394	0.00617409118352281	0.00438490394578666	0.00581850380187013	0.0158255787359633	0.0085321067469397	0.000649928353014811	0.0103952600263211	0.00272034145916619	0.00418107941734574	0.00214928909467332	0.0116419330172413	0.00445365149426204	0.0076427689590391	0.0119712341409096	0.0102963739742243	0.0088952327540056	0.0175472471544992	0.00432825200908184
HT29_G1_4A_2	0.00623037044461392	0.00286210481643818	0.0101960996231787	0.00550507295339705	0.00598142778003157	0.00396889471290342	0.0267195119130811	0.00413022361292688	0.00347562148609108	0.00529508184956563	0.00789002958586931	0.00528320677942424	0	0.00481337224282016	0.00326151001181412	0.00585709259894878	0.00585229753759543	0.0143644836368816	0.00874465620926301	0.00994180878090654	0.00699723062500555	0.00481499491302878	0.0041792931251934	0.0193776391210422	0.0110308135190279	0.00428237862545841	0.0103462842976589	0.0035519814882218	0.00471589150215073	0.00366827883317051	0.00313703463956863	0.00365195349554256	0.00562187810043344	0.0265913277756491	0.00380261389930335	0.00415651064586055	0.00960060437038256	0.00587958228429291	0.00629587916209498	0.00655133829212799	0.00268931792601781	0.00322753256741632	0.00396399801930376	0.0027572448875507	0.00475467833051028	0.00732544237979122	0.00356792162760224	0.00798879784467972	0.00644014493886477	0.00600947490171718	0.00551154281431123	0.00243245885708742	0.00817476206041694	0.00355706647600741	0.042875533314432	0.0032256364705931	0.00586730051277291	0.00305863557630202	0.00328674137236634	0.00089831914943196	0.00411393373142081	0.0127691293499842	0.0121512307189884	0.00514173782133441	0.00802790712580417	0.00538120341934302	0.0011301571403738	0.00580747049117435	0.00761849130334703	0.00191861007253724	0.00236847008600181	0.00669262176206678	0.00509745084610932	0.00659946832875678	0.0123043090627535	0.00681191728735974
HT29_G1_4B_3	0.0108742402027659	0.00481393607904748	0.0149590647416763	0.010032368332616	0.0103245395601471	0.00658738133913999	0.0238831870121461	0.00880276348530137	0.00390227880971211	0.00904504372803933	0.0100169052967061	0.0100958828514074	0.00481337224282016	0	0.00485133512027774	0.00588827950930569	0.00638199663580684	0.0172408743289936	0.0040238740078354	0.0110225628709628	0.0117065192039849	0.00236426918025663	0.00726563251453693	0.0237429567256824	0.0062416594564262	0.0075216246351089	0.00846002836825342	0.00572093392760453	0.00932917625351073	0.00332745526169279	0.00681370280296315	0.00593432957596977	0.00856213121648888	0.0222248627652387	0.00533062075190874	0.000826140865199162	0.00589508251203231	0.0104281226757143	0.00409719674679798	0.00474871608525422	0.00620327033884029	0.00261290665809126	0.00389687109978636	0.00386743554216255	0.00608561930909826	0.00891639449604817	0.0065779995031914	0.0123606630249086	0.0033734664760214	0.00687576370857717	0.00224635848374113	0.00364361002060403	0.00984063783426779	0.00152400747083908	0.0388780792440122	0.0041035804920337	0.0106799544962386	0.00569899529318116	0.00581643463746889	0.00571155978114292	0.00713592303923195	0.011593325851201	0.0162143407744106	0.00994252466117351	0.00846598130654608	0.00988606695869996	0.00592927682567113	0.0104534754391066	0.00610661514244873	0.00615500446956888	0.00246075540893713	0.00188864733358733	0.00118764948624107	0.00781690725557998	0.00760202494638431	0.011004208937848
HT29_G1_4C_1	0.00697308943522393	0.000410894362901857	0.0121230126673369	0.0059949013993871	0.0088132640514937	0.00718868050563063	0.0237115429623569	0.00669600967274971	0.00595358977151868	0.00439984204385431	0.00533939602246592	0.0071078688238159	0.00326151001181412	0.00485133512027774	0	0.00853861981031628	0.00869727071918148	0.0175831871821852	0.0078421127345995	0.0130629673921797	0.00924652288885383	0.00623829239184271	0.00249799067924498	0.0218699488114008	0.0101852586126978	0.00278301288554994	0.0072894684104462	0.000877098272727341	0.00732827272292378	0.00583411965136506	0.00247557674664423	0.00679589456091549	0.008883035445922	0.0245448814420564	0.000608148458628818	0.00468680768495041	0.00748162439500183	0.00638799046820653	0.00384974837091829	0.00855122078289934	0.00197770700188681	0.00502345724245186	0.00634437650485773	0.00532775716014387	0.00159306018314041	0.0104886752132282	0.00681774878744822	0.0107018978815458	0.00447115237406439	0.00896246479150366	0.00406045360532851	0.00491029736518449	0.00536489858748689	0.00336431912788643	0.0403933485357175	0.000764149255985839	0.00763815902169103	0.006231876366062	0.00645511349096716	0.00366876890290817	0.002359976328223	0.00953047946295043	0.0149959160816809	0.00669473569411542	0.0109530573711839	0.00582892404328414	0.00361459972201572	0.00659274373258539	0.00461890918158492	0.00269821127420961	0.00352348876326998	0.00652087162762924	0.00577103035569245	0.00352488084231152	0.0111106429789109	0.00651807937815394
HT29_G1_4F_1	0.0111322266245749	0.00823083771831402	0.0129148180915458	0.0107095523275799	0.00758667374819274	0.00316706707540722	0.0297338158114114	0.00736637430587097	0.00258824247328256	0.0110799830175139	0.0136665831442604	0.00927455822194545	0.00585709259894878	0.00588827950930569	0.00853861981031628	0	0.000676482945020155	0.0118249320637825	0.00905932824441016	0.00513658131135073	0.00975708493269231	0.0035877905738	0.0100216781363211	0.019859990851349	0.0106184285073773	0.0101371582244266	0.0142155484751249	0.00912792494223736	0.00754096701270892	0.00283930101501879	0.00899206941529773	0.00281228614110166	0.00429484311211917	0.0271002926205437	0.00914651309146505	0.00519951093025963	0.0117120664461738	0.011012345888526	0.0097565361563601	0.00224063613554034	0.00853733231304952	0.00373905448458821	0.00225158636894123	0.00322509043086222	0.0101297195237964	0.00329506953305012	0.00365086441785963	0.00928451375919194	0.0092129785107073	0.00123695310872818	0.00804745152957782	0.00363571141577788	0.0138470592097281	0.00619482884484099	0.0440822333066818	0.00809850030110859	0.00975658989319396	0.00329693806696215	0.00313479197502071	0.00626060791354185	0.00994745872013151	0.0172016961850161	0.0121246952585628	0.00951251496077453	0.00259812149306769	0.0106320118589205	0.00655586978045434	0.0107493644719402	0.0116661458997933	0.00773948048328545	0.00516142079391245	0.00671084957045079	0.00491614654225626	0.0120630273818754	0.0122603577575106	0.0122964267823039
HT29_G1_4F_2	0.0108374906179188	0.00836920035025938	0.0123756266190044	0.0104681283943999	0.00704626471038026	0.00274737482936134	0.0302573617012043	0.00697276376770783	0.00282623359112642	0.0109837746066465	0.013724204974925	0.00889937391307756	0.00585229753759543	0.00638199663580684	0.00869727071918148	0.000676482945020155	0	0.0111803981551393	0.00967280654871355	0.0046653094869538	0.00925792055280941	0.00413849867353605	0.0100314285671278	0.0191932402266412	0.0112717560796146	0.0101278858748462	0.0146170370410693	0.00923654490656439	0.00710217140196643	0.00319342436489231	0.00896324018285189	0.00251457279144736	0.00367198532421738	0.0277543106039604	0.00930226808265711	0.00565764644485833	0.0122449437135089	0.0107550760245712	0.0101545153564498	0.00291575206190657	0.0085412959911398	0.00408547950943992	0.00258709628029155	0.0033764359409973	0.0102898993632863	0.00265315563502942	0.00326754835428258	0.00869124530878188	0.00966363645221617	0.000565720467832693	0.00849386686765287	0.00379639177349686	0.0139489964162987	0.00656379891432031	0.0447204035336247	0.00830681072787309	0.00936087972109962	0.00306512892460145	0.00287375089458206	0.00616365723583133	0.00996543652402239	0.0175519467942375	0.011459113733873	0.00917458089471736	0.00226694068656245	0.0103996943222491	0.00644999474003678	0.0104654742264495	0.0120282736893081	0.00768791027941787	0.00543060163768379	0.00730566605520381	0.00546470319742036	0.0122173277522106	0.0129084456754709	0.0120958646910244
HT29_G1_4F_3	0.0147282438447607	0.0171735618966473	0.0111571497514297	0.0151812828054678	0.00939947662083937	0.0108092652209207	0.0409027882310657	0.0115252180724992	0.0133398446211678	0.0171945240354784	0.0209877277003679	0.0125318835465095	0.0143644836368816	0.0172408743289936	0.0175831871821852	0.0118249320637825	0.0111803981551393	0	0.0208249356747589	0.00754592810362251	0.0106586852416355	0.0152220920712582	0.0174869746889398	0.0107029785186531	0.0224396862990609	0.0173913497753003	0.0246675989996402	0.0176638023668548	0.0109810453616601	0.0139193066151594	0.0163382111574104	0.0114089883003063	0.00886369796245195	0.0389130913145434	0.0180671322539043	0.0164348587904199	0.0231083835666478	0.0151699443618835	0.0203921798490514	0.0139359290771295	0.0163014406001786	0.014655928533497	0.0133747673300139	0.0134760887253505	0.0189364616497196	0.00853037819690692	0.0110009482972612	0.00838959468838434	0.020204101142903	0.0106199485360245	0.019067889148826	0.0137997521844727	0.0216116684632368	0.0169243848381368	0.0558866269941913	0.01758545688846	0.0124536340794781	0.0117967219371325	0.0116205458083684	0.0139320239229734	0.0175076789582301	0.0271113153226239	0.0056299474409892	0.0131774840604477	0.00986753478722105	0.0152478514719226	0.0140330135430604	0.0146387399142987	0.0219398393172002	0.0152451150541074	0.0155008427434157	0.018431333420146	0.0165106541178284	0.0205596621915503	0.0240836947846802	0.0168201378493794
HT29_G1_5A_1	0.0145473229201678	0.00797573580475856	0.0189356982854539	0.0136358970753296	0.0143457746477941	0.0104580410009419	0.0210532793188752	0.0128043833642559	0.00767598192419942	0.0122414007549191	0.0121544938732748	0.0140073834436877	0.00874465620926301	0.0040238740078354	0.0078421127345995	0.00905932824441016	0.00967280654871355	0.0208249356747589	0	0.0140472000617797	0.0157045386528132	0.00561559513252993	0.0103261659721946	0.0277488506237324	0.00235413307109668	0.0106180606510335	0.00765563327205272	0.00868437546608795	0.0133420147379421	0.00705345009959993	0.0101973639614654	0.00979311782209061	0.012395188608872	0.0182866410369151	0.00811452117994092	0.00481789231217603	0.00355878821062709	0.0140361262291237	0.00487626776853144	0.00720555120902807	0.00961017218728676	0.00651798096573119	0.00752853844180708	0.00779122235030101	0.00851851730123354	0.0123219660940579	0.0105125774649952	0.0163803244265371	0.00379718630178479	0.0102237676892103	0.00378787437844964	0.00761946194472562	0.0116972218451506	0.00520518910285256	0.035101422209697	0.00710412525164818	0.0145899142980859	0.00963328659424234	0.00972639123623991	0.00963761099412343	0.0101863525877857	0.0109310057922841	0.020179823713813	0.0137986979059425	0.0114161843284224	0.0134784999084943	0.00982730472810458	0.0141363935826249	0.0064294670912198	0.00982195255696085	0.00645053808425482	0.00241024106308976	0.00438140079918519	0.00973323814469011	0.00357933128127918	0.0143501771044796
HT29_G1_5A_2	0.0134601003921035	0.0126994246727686	0.0129821190702207	0.0133987675651282	0.00826900037422147	0.00602246480267129	0.0348602646787899	0.00936260109867645	0.00743845359482963	0.0145394423584887	0.0177498231691126	0.0111822340593884	0.00994180878090654	0.0110225628709628	0.0130629673921797	0.00513658131135073	0.0046653094869538	0.00754592810362251	0.0140472000617797	0	0.0105535247163133	0.00871767324695309	0.0139873899192317	0.0172286804312954	0.0153562399497091	0.0140211421835765	0.0192740864191778	0.0134818010685357	0.0091715114267169	0.00785320688610039	0.0128336886352511	0.00629280328651973	0.00506256287518066	0.0317198792488939	0.0136516155044502	0.0103167436345339	0.0168393171245963	0.0135876818195641	0.0148129982967228	0.00685842083858014	0.0125283094986943	0.00873763951037997	0.00724659870535636	0.00788911140712412	0.0146335228902107	0.00264233542976411	0.00650868913285103	0.00900890543456002	0.0143266509443926	0.0042350014407991	0.0131574744521447	0.00830090825000223	0.0181008613529366	0.0112155274048383	0.0488243894542635	0.012770389478384	0.0114638788124124	0.00688330823607122	0.00665517674194582	0.00997106390795369	0.0139483630498597	0.0221698157493635	0.00992644900172341	0.0116637604367802	0.00263125086766792	0.0133799327828662	0.0102068673944711	0.0131714676052207	0.0166642690855977	0.0115425919766479	0.0100157105583606	0.011769195781292	0.0100430252089687	0.0165232886673597	0.0170268713494883	0.0151518750923025
HT29_G1_5A_3	0.0041245806377658	0.00887852550422385	0.00329814756427566	0.00474796647342523	0.00233166959788664	0.0066123556921543	0.0327460981758833	0.0029042012430402	0.0088705557864219	0.0070664038569438	0.0109181507329274	0.00228280381787547	0.00699723062500555	0.0117065192039849	0.00924652288885383	0.00975708493269231	0.00925792055280941	0.0106586852416355	0.0157045386528132	0.0105535247163133	0	0.0109857999453593	0.00801744397939909	0.0126282336271646	0.0179460983754262	0.00781525168883502	0.0164129218528013	0.00889225091967935	0.00241935137696323	0.00942111725810853	0.00710648437097499	0.00710432433926299	0.0059048598099451	0.0335432375602448	0.00949066355764108	0.0109637891841168	0.0164795412104142	0.00464590686915745	0.0129756813116332	0.0116262043750262	0.00737680572352021	0.00952559196276843	0.00928788467478726	0.00839321529954941	0.0100620076100441	0.00845783268834171	0.00619249087472388	0.00226942835512974	0.0133176987972752	0.00894063734016439	0.0124750893763367	0.00838591466243708	0.0116881709531691	0.0105497474427152	0.0496184049129186	0.00964143605724503	0.0019521210891448	0.00685234860260775	0.00690530601061258	0.00613147144274716	0.00809288445134064	0.0181061008273734	0.00629338740760073	0.00288492462836772	0.0103149960423628	0.00485283851317882	0.00599788923431726	0.00410881089155709	0.0138316202671668	0.00655209789742036	0.00925602574191288	0.0135325448699203	0.0117227886215394	0.0111773559540614	0.0192776496809427	0.00623841508520754
HT29_G1_5B_1	0.0110176744560616	0.00605830885160502	0.0142835753524884	0.0103192762621102	0.00924588113612876	0.00498005210948916	0.0261481223783656	0.00814962714763055	0.00221021641459293	0.00987715124862677	0.0115769206196312	0.0097623597522488	0.00481499491302878	0.00236426918025663	0.00623829239184271	0.0035877905738	0.00413849867353605	0.0152220920712582	0.00561559513252993	0.00871767324695309	0.0109857999453593	0	0.00834309642837684	0.0224176537876041	0.00745049947666769	0.00854702995535814	0.0108157317540343	0.00702360742025602	0.00856820860392123	0.00159805912000226	0.00759686360586903	0.00431923815872266	0.00684702178509567	0.0238573562103132	0.00681257793553515	0.00183036196283406	0.00812463052304894	0.0106914176217896	0.00641259912367322	0.00246447766515546	0.00701694414214592	0.00159414902769513	0.00195115498987093	0.00259281269237508	0.00771350966594176	0.00675554987745436	0.00514033340759641	0.0112218377399534	0.00573698114016344	0.00466749161242937	0.00459813342084634	0.00263948141910352	0.0115483338226533	0.00312241207982831	0.0407131550541545	0.00559686881195983	0.0103303837813065	0.0042985229341803	0.00433537558500436	0.00561460552977006	0.00823259934964338	0.0139188787497818	0.014747841053196	0.00976235264826218	0.00613142863953316	0.0101960913069514	0.00589858923239106	0.0105968615110834	0.0084000683656429	0.00660498294091063	0.00281223560573917	0.0032113906766326	0.00132880936781842	0.00958808123712744	0.00901679377917151	0.0115856654528347
HT29_G1_5B_2	0.00493258217818159	0.00245560945976851	0.0104988352462375	0.00392586745840093	0.00821569553562032	0.00796560505462428	0.02475957964785	0.00601922467687101	0.00754892942845901	0.00193309207685346	0.00376335528955047	0.00574003871386787	0.0041792931251934	0.00726563251453693	0.00249799067924498	0.0100216781363211	0.0100314285671278	0.0174869746889398	0.0103261659721946	0.0139873899192317	0.00801744397939909	0.00834309642837684	0	0.0205303129422575	0.0126616693389147	0.000302624691936627	0.00855918078995092	0.00164185423163561	0.00661676715842728	0.00760258732291661	0.00118090137372028	0.00776013319198816	0.00928940706275513	0.0265561710637876	0.00224030156887314	0.00699120576077132	0.00966052122113849	0.00428399589187202	0.00604404337094116	0.0104676498700544	0.00149039745645041	0.0069262431164048	0.00800952259629507	0.00684555633343981	0.00227552549294098	0.0113468484499266	0.00748523360788411	0.00984753726863253	0.00683023986125823	0.0101768448306751	0.00653881244279355	0.00646744570545894	0.00419625766033765	0.00574709368102293	0.0420344680738592	0.00325731628904339	0.00616965678178872	0.00715570607699359	0.00738198499702561	0.00401663057880047	0.000140334464368794	0.0100919008134057	0.0141651471920368	0.00518515312817206	0.012193503612731	0.00375892985471742	0.0037885172103697	0.00461321925413909	0.00619773846165299	0.00244821550834977	0.00553112618992413	0.00899517219005113	0.00808483835983579	0.00318028875000551	0.0135302887756538	0.00409607087941562
HT29_G1_5B_3	0.0158981788463346	0.0214971420824585	0.010150148869387	0.0168209475428244	0.0134509535343647	0.0174419148198201	0.0452719983087322	0.0152906536145467	0.0202157339532148	0.0192570521698266	0.0228927549067689	0.0148385057781231	0.0193776391210422	0.0237429567256824	0.0218699488114008	0.019859990851349	0.0191932402266412	0.0107029785186531	0.0277488506237324	0.0172286804312954	0.0126282336271646	0.0224176537876041	0.0205303129422575	0	0.0298205359988552	0.0202983846968764	0.0290204613939119	0.0215125086158053	0.0146791982334382	0.0208403368351393	0.0197030454550075	0.0180997909813771	0.015677762415613	0.0459125958694144	0.0221163590239366	0.0229354593445339	0.0289733725328544	0.0165609785374267	0.0255526094123882	0.0220914031056858	0.0200003046912051	0.021252121199054	0.0204838543714778	0.0199874148145194	0.0226581494219444	0.0169588835747307	0.017294825911637	0.0114140465317037	0.0258095034686354	0.0186642105179012	0.024878493791731	0.020133847311592	0.0237647323723745	0.0228206423643874	0.0621928330465311	0.0222375355889052	0.0143695329153466	0.0181616874781621	0.0180974923044286	0.0185797025981472	0.020620181134899	0.0305258998241412	0.00773721180188546	0.015353629485976	0.0188429191706063	0.0169692578865005	0.0184983786601365	0.016099151180686	0.0264573065065814	0.0191730407436239	0.021413298578725	0.0254099489499072	0.0234583362975806	0.023613085374828	0.0313043302528397	0.0177285457246958
HT29_G1_5C_2	0.0168963160317116	0.0103264446003696	0.0211994083826414	0.0159882796781975	0.0164894476303073	0.0124169815776405	0.0205162970673101	0.0150422643033622	0.00962401806038557	0.0145821452708167	0.0143247361039165	0.016308473287486	0.0110308135190279	0.0062416594564262	0.0101852586126978	0.0106184285073773	0.0112717560796146	0.0224396862990609	0.00235413307109668	0.0153562399497091	0.0179460983754262	0.00745049947666769	0.0126616693389147	0.0298205359988552	0	0.0129554453047679	0.00899188052938486	0.0110204226915528	0.0155612686987556	0.00899651543783686	0.0125507968117598	0.0117522565246217	0.0142964943302124	0.0164850006075481	0.0104397090465923	0.00699005265397523	0.00467952277229246	0.0163884913459927	0.00702593218261822	0.00854152685162922	0.011964137727178	0.00858292492009753	0.00940158959488076	0.00983935137450223	0.0107971202717638	0.0139129290638799	0.0125310108939299	0.0185120729711804	0.00599786001978596	0.0118361369865256	0.00612547358295495	0.00971809687960461	0.0138074525911333	0.00752058108665366	0.0335032832282461	0.00945206716369009	0.016892038167547	0.0116617997157179	0.0117305395410344	0.0119277177280955	0.0125215937594906	0.0121297115735984	0.0221844572491446	0.0161182663602219	0.0127555611924993	0.0158312152201807	0.0121285643471852	0.0164843726612326	0.00832133498690657	0.0121665827442619	0.00869981605932313	0.00443688834226452	0.00636521543228774	0.0118954201236919	0.00167280340476103	0.0166982016727065
HT29_G1_5C_3	0.00465363093921568	0.00272132868989646	0.0102483522202008	0.00364806275276854	0.00808628166020499	0.00800363738661861	0.02498605999713	0.00589632235886659	0.00768952618887192	0.00163317559866867	0.00375034281416576	0.00553389378162548	0.00428237862545841	0.0075216246351089	0.00278301288554994	0.0101371582244266	0.0101278858748462	0.0173913497753003	0.0106180606510335	0.0140211421835765	0.00781525168883502	0.00854702995535814	0.000302624691936627	0.0202983846968764	0.0129554453047679	0	0.00881951343913448	0.00193530820301115	0.00648418109918716	0.0077645711412983	0.0011881099434925	0.0078222800980555	0.00927479342602512	0.026849873393662	0.0025407036517026	0.00722848424487256	0.00996216925625896	0.00400091757601523	0.00634656883368021	0.0106395825775596	0.0016046790287982	0.00710873923580251	0.00815642893573387	0.00698120961273022	0.00256523895597084	0.0113791686428269	0.00751345145435778	0.00968124716039062	0.00713157726672542	0.010257657183106	0.00683141106122983	0.00661071023636516	0.00424461515226183	0.00600036147589276	0.0423045223459183	0.00353881009216329	0.00594871273037242	0.00721747141435009	0.00744233724439999	0.00405734628769039	0.000441308935146594	0.0102921325982692	0.0139916023471126	0.0049658466002005	0.0122714510184151	0.00348191574009626	0.00381456911306841	0.00434193416476129	0.00648228753147694	0.0024831253094437	0.0057354177613536	0.00926469350330495	0.00832125163069487	0.0033633864019385	0.0138301676761911	0.00379384491126681
HT29_G1_5D_1	0.0134525437936575	0.00769215895290286	0.0190527388805448	0.0124539180843604	0.0161020968055956	0.0139419720389823	0.0164235462770435	0.0139769411970984	0.0118474759143466	0.0101487029462933	0.00766693523493127	0.0141847335889152	0.0103462842976589	0.00846002836825342	0.0072894684104462	0.0142155484751249	0.0146170370410693	0.0246675989996402	0.00765563327205272	0.0192740864191778	0.0164129218528013	0.0108157317540343	0.00855918078995092	0.0290204613939119	0.00899188052938486	0.00881951343913448	0	0.00752489661875271	0.0146094113184634	0.0114240789576028	0.00931992183454573	0.0134084544608059	0.015825314673279	0.0185558946103726	0.00694931434431382	0.00904298464239141	0.00431420288440004	0.0127885900821929	0.00446289839509257	0.0131960525254419	0.00904266757721767	0.0105372988751767	0.0120306377488768	0.0114748307018681	0.00636630404680649	0.0169265292206894	0.0136888577834759	0.017980067511985	0.00509783952332002	0.0150425877400085	0.0062177837290329	0.0110890087977005	0.00680607042545108	0.00806027388389365	0.0335119568461827	0.00712930215488413	0.0146628097472402	0.012942087122354	0.0131392190002285	0.010911606564376	0.00845508644888119	0.00329384836533107	0.0222824021387296	0.0136821180766229	0.0168131937920748	0.0122900761275001	0.0108884232451419	0.0131573048583141	0.00273014884796744	0.00994776896371648	0.00933630175369761	0.00860516095223816	0.00960845087901142	0.00579151440644492	0.00872801388939462	0.0121725715467602
HT29_G1_5D_2	0.00631475197768892	0.000965341619465866	0.0116411827444788	0.00531855044571026	0.00867718288189775	0.00752009728124934	0.0239087643598656	0.00650592887170602	0.00656348593949923	0.00356555963875257	0.00459508225150636	0.0066848982688006	0.0035519814882218	0.00572093392760453	0.000877098272727341	0.00912792494223736	0.00923654490656439	0.0176638023668548	0.00868437546608795	0.0134818010685357	0.00889225091967935	0.00702360742025602	0.00164185423163561	0.0215125086158053	0.0110204226915528	0.00193530820301115	0.00752489661875271	0	0.00713558882062935	0.00650399882798185	0.00185936124115419	0.00718956666593044	0.00910025773563697	0.0251380483299758	0.000655234636957239	0.00552809574225602	0.00813740689576578	0.00570274376378887	0.00449787014258084	0.00928442781277838	0.00151786042187301	0.00573370682381024	0.00698221190324582	0.00590291814333113	0.00127447853059892	0.0108741047993799	0.00710554990335304	0.010489678757346	0.00522107022370693	0.00946210282876615	0.00489700126985811	0.00549426598303294	0.00471949291546482	0.00422388555259342	0.0408340615993097	0.00164076695247536	0.0071861803279635	0.00660377653439639	0.00683115769267065	0.00375597965175422	0.00150204512217222	0.009503854639209	0.0148103237330918	0.00621785704110581	0.0114712267421491	0.00515061081602418	0.00363262424443845	0.00595299006473568	0.0049589100698036	0.00247774128296039	0.00425559185946813	0.0073978661570408	0.0066174994524382	0.00304752457789353	0.0119049526021789	0.00570981688240783
HT29_G1_5D_3	0.00431654601574007	0.00693332892633421	0.00571714951983799	0.00442774307464035	0.00160308442099623	0.00437460738615596	0.0310230591651779	0.000632538608161323	0.00646709369295879	0.00622237436660516	0.0100103050331387	0.00201081515370295	0.00471589150215073	0.00932917625351073	0.00732827272292378	0.00754096701270892	0.00710217140196643	0.0109810453616601	0.0133420147379421	0.0091715114267169	0.00241935137696323	0.00856820860392123	0.00661676715842728	0.0146791982334382	0.0155612686987556	0.00648418109918716	0.0146094113184634	0.00713558882062935	0	0.00700863137068694	0.00553217508546283	0.00479558781111702	0.00416074047668063	0.0313048355138309	0.00766987449931427	0.00857240733448793	0.0143000399579961	0.00453589906705004	0.010892076621024	0.00929680231318801	0.00564181461298849	0.0071077476478461	0.00689528372317437	0.00597604703057955	0.00838237637224294	0.0067784863114479	0.00390265510695203	0.00337393629857326	0.0111340248791478	0.00685650047403909	0.0102272492838874	0.00596697979080707	0.0106567933462966	0.00823171861796361	0.0475409307534841	0.00760945407747331	0.00233849218452708	0.00448585211575075	0.00456039158229707	0.0039011025095218	0.00665805901734356	0.0165954203411037	0.00767857685685053	0.00252380381627066	0.0084523008000395	0.00445264379462323	0.00382648025109131	0.00406780926534984	0.0119455732123852	0.00466889978568067	0.00689395781222223	0.0111373701229279	0.00930993087490108	0.00977644025410434	0.0169199667546244	0.00618177345169356
