	HT29_G1_1B_1	HT29_G1_1B_2	HT29_G1_1B_3	HT29_G1_2A_1	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_1	HT29_G1_3E_2	HT29_G1_3E_3	HT29_G1_3F_1	HT29_G1_3F_2	HT29_G1_3F_3	HT29_G1_4A_1	HT29_G1_4A_2	HT29_G1_4A_3	HT29_G1_4B_1	HT29_G1_4B_2	HT29_G1_4B_3	HT29_G1_4C_1	HT29_G1_4C_2	HT29_G1_4C_3	HT29_G1_4F_1	HT29_G1_4F_2	HT29_G1_4F_3	HT29_G1_5A_1	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_1	HT29_G1_5B_2	HT29_G1_5B_3	HT29_G1_5C_1	HT29_G1_5C_2	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_2	HT29_G1_5D_3	HT29_G1_5E_1	HT29_G1_5E_2	HT29_G1_5E_3	HT29_G1_5F_1	HT29_G1_5F_2	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4G_3	HT29_G2_4H_1	HT29_G2_4H_2	HT29_G2_4H_3	HT29_G2_5A_1	HT29_G2_5A_2	HT29_G2_5A_3	HT29_G2_5B_2	HT29_G2_5B_3	HT29_G2_5E_1	HT29_G2_5E_2	HT29_G2_5E_3	HT29_G2_5F_1	HT29_G2_5F_2	HT29_G2_5F_3	HT29_G2_5G_1	HT29_G2_5G_2	HT29_G2_5G_3	HT29_G2_5H_1	HT29_G2_5H_2	HT29_G2_6A_1	HT29_G2_6A_2	HT29_G2_6A_3	HT29_G2_6B_1	HT29_G2_6B_2	HT29_G2_6C_2	HT29_G2_6D_1	HT29_G2_6D_2	HT29_G2_6D_3	HT29_G2_6E_1	HT29_G2_6E_2	HT29_G2_6E_3	HT29_G2_6F_1	HT29_G2_6F_2	HT29_G2_6G_1	HT29_G2_6G_2	HT29Root1_1	HT29Root1_2	HT29Root1_3	HT29Root2_1	HT29Root2_2	HT29Root2_3
HT29_G1_3F_2	0.0129496646393957	0.0115049330043649	0.00459565139614276	0.0142393588382393	0.00967364435039713	0.0185458156140725	0.00491012563172583	0.00580807202141728	0.015248439925599	0.00389352048501107	0	0.0220606436397623	0.0108542902765903	0.0160837571130792	0.011175169478674	0.0113107893355024	0.00426049394474779	0.00572976623166067	0.0291385082640321	0.0109726484741614	0.0100876987606047	0.0136806382404349	0.00597659263408999	0.0105563868646331	0.00896896563391498	0.00771294903978034	0.016358398556705	0.00487908348989051	0.0163647185164262	0.0129509669595927	0.0171607054460993	0.0184392540681931	0.0256090591287558	0.00521420228506115	0.0162135354816916	0.0287312229032825	0.00577002852256125	0.016584662332456	0.019753682839423	0.0122014470578821	0.0110292711025147	0.00928496034774921	0.0141792940458269	0.0109294844181821	0.00403506501519279	0.00998287414151237	0.00369031298428676	0.0190393954645155	0.0109699295929471	0.00467155487893849	0.035049088878874	0.0070189842269879	0.0267161540997103	0.00466581832245547	0.0246674852228942	0.0316308840923096	0.00887832897706649	0.0206789543427725	0.0254390869692819	0.00520959085233922	0.015788408027071	0.0283572401723827	0.0126707897735365	0.00574605743503554	0.0245868727372116	0.0135165822417031	0.0101249553749559	0.0218436327814038	0.00384758586480321	0.00848332385143742	0.00260082158043791	0.0211946865124788	0.0355267973211986	0.00641856420710287	0.013542860979193	0.0356357437178238	0.00658271627672563	0.0154177058278314	0.00904505399623024	0.00545443797104772	0.0216651400802028	0.0172120068828612	0.013000665200053	0.00618975378933354	0.0120718025439277	0.0169151933219727
HT29_G1_3F_3	0.0347027519944999	0.0331670157099988	0.0181927139739692	0.0217480430244186	0.0145196136356787	0.00718342111540299	0.0251984694883228	0.0169610251764047	0.0140308829973161	0.0196436547153695	0.0220606436397623	0	0.0328455831452785	0.0376878571275902	0.0172738002761832	0.0319261930707587	0.0251978116355132	0.0209547200034188	0.0506325479508164	0.0311812937202124	0.0319739605921888	0.0341821332980836	0.0278228608669538	0.0146323669835718	0.0306282799917526	0.0249517894954469	0.00731552060846552	0.0206068122371721	0.0166685144942019	0.00923960570502098	0.0170266059531129	0.0104889196699725	0.00573464092891023	0.0248970288712181	0.0126783605084151	0.0120283160347441	0.0200785021912821	0.0110845631594186	0.00959866956716933	0.0323793253101107	0.0273589695008384	0.0136939602839517	0.0354874585667198	0.032655940440827	0.0242195354200985	0.030365568922206	0.0195871328955007	0.0179286286179552	0.0204091018047083	0.0192517574776021	0.0489836478894793	0.0151980593015298	0.00615792088324628	0.0218621389380776	0.0109639940019047	0.0142470553987143	0.0177403965919863	0.0063358256768971	0.00421687602199286	0.022374422347305	0.0133784679735655	0.0126140649080361	0.0333087691799321	0.0204127054011444	0.0460002809238433	0.0355386549037837	0.0307512143381755	0.043042921041937	0.0242079046176549	0.0239651057663992	0.0219368934178542	0.0102020190320298	0.0138052332088758	0.0187923758090506	0.00975159816258682	0.0256113077750445	0.0285243435586188	0.0167832456065858	0.0285476874643472	0.0188320312243555	0.0434435466305129	0.0392182446146591	0.0339719038201014	0.0269339428803827	0.0329409952010925	0.0228668368101702
HT29_G1_4A_1	0.00271471586136701	0.00236454208206321	0.0150989551512378	0.021248205743745	0.0200918838257916	0.029202973704607	0.00914401213313996	0.0164712738609767	0.0240682467937186	0.0138525018590779	0.0108542902765903	0.0328455831452785	0	0.00593558159333636	0.0204818542077564	0.00821372211476027	0.00811199223036442	0.014003108718655	0.0185179125615234	0.00630359196887191	0.00239714816278123	0.00806290441593216	0.00514459120703601	0.0208212398775201	0.00399632158663204	0.0125564548645723	0.0271339972640321	0.0139261297241902	0.025335524632376	0.023794580840527	0.0262162677008183	0.0288310629856607	0.0362932661614402	0.00911767349799315	0.026132320451882	0.0393015646616487	0.014833196579038	0.0269626207019396	0.0302524827206829	0.00890953247157218	0.0141603637561861	0.0200247251858273	0.00484861256169878	0.00386590050707216	0.0101443019511528	0.00639183596640962	0.0135681352772984	0.0276491575437658	0.0189438189176881	0.0142389405542154	0.0322215289830278	0.017673290984337	0.037555876899125	0.0127477960882904	0.0351023420489553	0.0421657210928892	0.0182689371502313	0.0312832817089697	0.0362215622328656	0.012216748507442	0.0256210039002922	0.0388148696135105	0.00665949522356017	0.0146285947522435	0.0141547093859487	0.00376274114178582	0.00789032735118379	0.0116958744409445	0.00987837415804822	0.0134690012596648	0.0112319318626926	0.0315262282942358	0.0461411382993106	0.0160579094642827	0.0241092343645958	0.0446392095010048	0.00443489451815979	0.0245614563853863	0.00932778521315856	0.0146558335508446	0.0119198308123825	0.0063790017332002	0.00778434637241122	0.00835588233537764	0.00621953614422334	0.0236882502552488
HT29_G1_4A_2	0.00460436905220172	0.00601487982719246	0.0205322077034499	0.0250656094782913	0.0250957580615592	0.033950678292961	0.0134687041650908	0.0215778346717198	0.0275760239531235	0.0186003307290615	0.0160837571130792	0.0376878571275902	0.00593558159333636	0	0.025621909857727	0.0125764319959487	0.0133665742602875	0.0183761687193641	0.0134029505867251	0.00878767184364791	0.00645222626206414	0.00796667783275023	0.0106268906928959	0.0262775736455883	0.00781179573429484	0.0170559239638408	0.0320345912053784	0.0188986959269358	0.0295812925495988	0.0287814181874089	0.0311404806319746	0.0339020270774794	0.0414471837814065	0.0141448645552289	0.0305222284470838	0.0445615197066744	0.0197528773168611	0.0320949795325418	0.0354528632350783	0.011284711167252	0.0187226368076494	0.0252216579710795	0.00461395857554872	0.00690313369440421	0.0153910247305523	0.0107105371913979	0.0181580654098775	0.031629430702661	0.0239399826585687	0.0186338578511496	0.0303495396172197	0.022545092961461	0.0426562226723666	0.0174427445709105	0.0401890457037007	0.0471547191323881	0.022996928164342	0.0358257949372592	0.0412586090749776	0.0178071589735726	0.0300899813130682	0.0443010241873774	0.00622761791244982	0.0196115887004011	0.0086415569528447	0.00603004331974412	0.0119825648971753	0.00699488291344355	0.0156948809273779	0.0164757920994496	0.0158135596997531	0.0362141650974246	0.0506322783471513	0.0212060694186311	0.0286377805142287	0.0493532418784321	0.00955749157611394	0.0295324312537864	0.012441935325116	0.0192316906577696	0.00940670111407162	0.00396801735350103	0.0107191759524895	0.0140712418068509	0.00669936112850706	0.027609297690564
HT29_G1_4A_3	0.0230157339377851	0.0217920200168758	0.00906851109925378	0.0081043415701296	0.00431604675994094	0.0115802795895718	0.0125628238039312	0.00653058340710935	0.0178636999998446	0.00874369052541693	0.011175169478674	0.0172738002761832	0.0204818542077564	0.025621909857727	0	0.0164877434098606	0.0152534606280749	0.00854864239609636	0.0387961796653222	0.022067520953377	0.0192083835679417	0.0206757412716407	0.0164525873287005	0.00444484829007445	0.017834515744373	0.00934974598815016	0.010168783030224	0.00699091039964707	0.00774651531463304	0.00944630840805439	0.00605574175661413	0.00915234725965725	0.0207124031175328	0.0160740368780116	0.00873167500326517	0.0197176591562955	0.00616283510042137	0.0074031956763213	0.010754708518769	0.0172459449113789	0.0104574792214005	0.00578500217264248	0.0246666410774017	0.0191092426414324	0.0103420191816087	0.0206825263011819	0.0107408655739268	0.0104774906815954	0.00315996618755493	0.0105532436575148	0.0358404157185191	0.00971296069748516	0.0199582837741255	0.00858275325937981	0.015180666855554	0.022336956578395	0.00413461457458546	0.0143261503260496	0.0201466470541316	0.0135527100867218	0.00769932473898486	0.0198035963004929	0.0212840886208829	0.00614818535027148	0.0342263092591939	0.0218636616691266	0.0154539090912525	0.0320516606497989	0.01196176621551	0.0129174733219722	0.0119647560959626	0.012429175124107	0.0305855663710648	0.00480781796090205	0.0103833400730541	0.0245722627711425	0.0165303223595004	0.00431805001253926	0.0145553498571322	0.0130847375457056	0.0287023655624694	0.0262943958614837	0.0185703920594681	0.0129764268871481	0.0202650034640532	0.00895866642661338
HT29_G1_4B_1	0.010580657749687	0.0102929328648049	0.0145238391373728	0.0172906277726211	0.0178415565302212	0.0272333601347725	0.00936754857114023	0.015141603676289	0.026310760888641	0.013376208028032	0.0113107893355024	0.0319261930707587	0.00821372211476027	0.0125764319959487	0.0164877434098606	0	0.0111193018001427	0.0127615307548227	0.0240121888978733	0.0137760379601271	0.00759205257529023	0.0099222192821999	0.00888569405949244	0.0179453317972281	0.00762409750411474	0.00852170300818281	0.0253650550765082	0.0117580257615399	0.0218978618036047	0.0227448990844374	0.0214994223678555	0.0255855555494736	0.0351387596191035	0.0126114411437025	0.0237062081621399	0.0359291356183972	0.0123932108679278	0.0237494568556024	0.0270415290557737	0.00608237451444773	0.00743663080988387	0.0182450660602536	0.0129009564160487	0.00661471335393148	0.0080564288996993	0.0122050504215304	0.0144232398079988	0.0240885497631596	0.0141004683208571	0.0149668130323817	0.0305593573084624	0.0178745981219855	0.035622807572491	0.0111141898074087	0.0316225564775993	0.0387969024005236	0.0155178725808308	0.0297171013955866	0.035012060879534	0.013162590828721	0.0228743544278896	0.035404432726485	0.0114409036559332	0.0119693003442288	0.0200784417846777	0.00694916288518625	0.00289787886558577	0.0185953177849871	0.00898806516389061	0.0138391863852636	0.0125888239709916	0.0286613077339243	0.0456307989366741	0.013362918617011	0.0234412478460717	0.0392001283265778	0.00817972125020953	0.0200481300248735	0.0082784270397558	0.0166823342456462	0.0128278872213628	0.0114843293932084	0.00327842915138981	0.00560159727070348	0.00998751160443086	0.0187247733607112
HT29_G1_4B_2	0.00965848223390819	0.00806725779844972	0.00769362700480096	0.0182007069323881	0.013795748994085	0.022382662607959	0.00672770072914794	0.00987369586909583	0.0171730683866511	0.00798536692157273	0.00426049394474779	0.0251978116355132	0.00811199223036442	0.0133665742602875	0.0152534606280749	0.0111193018001427	0	0.00958688857844828	0.0258442308521348	0.00711119257674926	0.00818258294072248	0.0131533425133464	0.00306469460992704	0.0142771503687064	0.0077050176136081	0.0106495850046963	0.0200841974333573	0.00899099230553672	0.0206093284541286	0.0163888972446088	0.0212887279074369	0.0224312283931808	0.0284196925343697	0.00164677851946664	0.0203632495652982	0.0324211938910313	0.00992331993165522	0.0205658972773845	0.0236045644604181	0.0126143435369254	0.0134031113659411	0.0131036146700117	0.0106213938304206	0.009610289798346	0.00662316766734388	0.00577746969492419	0.00701966519094717	0.0232573490504669	0.0148589475346932	0.00804431273052249	0.0363142800429565	0.0101939754657502	0.0300444967570716	0.00847218529781828	0.0285858597233914	0.0355055576574583	0.0131314650113907	0.0244108489931781	0.0284530596365256	0.00477239053898188	0.0199894181483582	0.0317919104942838	0.0113871426646549	0.00983782902944866	0.0214942274019199	0.0113230786761391	0.0104506149039304	0.0183846733433313	0.00459844753341635	0.0110130974202114	0.00530086819123546	0.0252599610043554	0.0384616590917732	0.0105778955761785	0.017116040668997	0.0397729856612482	0.00471508805757763	0.0195443030818784	0.0102928562933657	0.00702875959816346	0.0198036516166994	0.0143623452573883	0.0125814976587783	0.00649581581565924	0.0110503693685478	0.020871295870277
HT29_G1_4B_3	0.0163931951937403	0.015253856816363	0.007441035845398	0.00890632989597734	0.00732867433793967	0.0159567756705338	0.00494758374005861	0.00519440768049794	0.0149237050305879	0.00272456441184307	0.00572976623166067	0.0209547200034188	0.014003108718655	0.0183761687193641	0.00854864239609636	0.0127615307548227	0.00958688857844828	0	0.0317742175581104	0.0151725427165236	0.0123576193909419	0.0134488739879414	0.0102719525960926	0.0098846097417527	0.0107316441890633	0.00533487388487737	0.0143600908953202	0.00275818086895282	0.0116147803712547	0.0120466311119248	0.0137470188989515	0.0158514637897022	0.0252960837537455	0.0106774720692374	0.0122066927130383	0.0267256569127716	0.00288469412295038	0.0141878450558116	0.0176161432713184	0.0115673597598751	0.00967552609253976	0.008390724065468	0.0177386717377858	0.0124742624543525	0.00535501344687594	0.0150401865686796	0.00467657655762104	0.0140253409895383	0.00808898564035158	0.00421452171249111	0.0312883812116521	0.00768689642297978	0.0253559444568521	0.0018361428275429	0.0220809380389098	0.0289277601309408	0.00489404062326303	0.0179976427171408	0.0246501220687327	0.010648915301782	0.0117333356336367	0.0270706883023955	0.0133957909441832	0.00324155293266095	0.0269614025756692	0.0159968633945798	0.0106861267886988	0.0248693449626159	0.00842270402030853	0.00475417043168384	0.0049122055513402	0.0178675887564043	0.0341268595051647	0.00458758689125646	0.0115063908317305	0.0319077112282938	0.00975853958230198	0.012126501923883	0.00760166720375204	0.0083885505169144	0.0230232516561538	0.0199259059422386	0.0138300657006238	0.00920699849538301	0.0126510353037673	0.0119840083003258
HT29_G1_4C_1	0.0163135677579058	0.0178456989208098	0.0333767905674249	0.0381113655251926	0.0384058705062467	0.0472631503747013	0.0268594253384903	0.0347985092632618	0.0397944971273594	0.0319194789789294	0.0291385082640321	0.0506325479508164	0.0185179125615234	0.0134029505867251	0.0387961796653222	0.0240121888978733	0.0258442308521348	0.0317742175581104	0	0.019824414667278	0.0196402763565703	0.0200773474367966	0.0233198533793775	0.0393286950113539	0.0211388819297759	0.0300968836228275	0.0452810879403296	0.0321994806848722	0.04288724774914	0.0418706749625901	0.0442866496341715	0.0472055905170814	0.0541369521792866	0.026253454913275	0.0439105192502091	0.0577599281046065	0.0330649553014614	0.04537120955852	0.0486941297772909	0.0233670548947565	0.0309727506918051	0.0383924609088973	0.0152859571768917	0.0198364580011357	0.0285125739371836	0.0214316178081981	0.0313219854397219	0.0448442607030986	0.0369574232133364	0.0318514965208309	0.0360936659709505	0.0355354715723	0.0557104470938498	0.0308019412009053	0.0534887123648784	0.0604864921310338	0.0363565866111453	0.0490965413493499	0.0541077739639696	0.029847535164769	0.043480946562408	0.0572882734877788	0.0190467407257109	0.0328917050185026	0.00502119411413462	0.0173168085798037	0.024245129881515	0.00775768463704248	0.0282560345001158	0.0296620262451317	0.029007870859754	0.0496004866637222	0.0633562856070804	0.0344478920220883	0.0418228513068649	0.0623577410848255	0.0226718563277061	0.0427027417856017	0.0255030974266404	0.0318736214984421	0.0137324902326527	0.0127257077827834	0.021941878916837	0.026530108327187	0.0196674779006631	0.0404463120842167
HT29_G1_4C_2	0.00559771801534901	0.00446066149670807	0.0146545131755032	0.0236813146482445	0.0204813579972518	0.0287267120878825	0.0110444491356182	0.0165975963037719	0.0209208721103914	0.014132944618484	0.0109726484741614	0.0311812937202124	0.00630359196887191	0.00878767184364791	0.022067520953377	0.0137760379601271	0.00711119257674926	0.0151725427165236	0.019824414667278	0	0.00747241693361012	0.0124274069352354	0.00613521021526326	0.0213258177659274	0.00809189494249	0.0158468738376294	0.0265194719081627	0.0153549622234471	0.0267035192436926	0.0227719897638697	0.0280325911471415	0.0292330532853215	0.0345046313886997	0.00697265849991479	0.0265124093619844	0.0392471372560123	0.016292273836508	0.0274145571709673	0.0304648211211079	0.0142427868123984	0.0184726487684611	0.0199049835067598	0.0049270775094366	0.00939646320315216	0.0124907758442792	0.00404204605857685	0.0128279504998124	0.0291476736524135	0.0213765027692382	0.0135901617062996	0.0363135859666057	0.0163878717613533	0.0364228645029311	0.0143115896548503	0.035389306936633	0.0421890395100208	0.0194957216208376	0.0304743299435734	0.0345472457129771	0.0111805279788528	0.0262486814594599	0.0386843485222743	0.00938338953332735	0.0162414707077106	0.0156189977357143	0.00986274944601576	0.013210775383101	0.01209767342139	0.0111739130888449	0.0145408678925588	0.0108460722226881	0.0317216665021971	0.0438659190988273	0.0172976001848533	0.0230359043106516	0.0465362936130876	0.00672018677700035	0.0262995619387548	0.0129823622758115	0.0123819970951109	0.0172362677283952	0.0104872183273161	0.0138890252106055	0.0115806494784556	0.00987659282544888	0.0265599959353115
HT29_G1_4C_3	0.004739128754641	0.00445995376605149	0.0145495592376222	0.0192785704783971	0.0188724274898008	0.0279572191360205	0.00742043138597966	0.0154225230089959	0.0232012916249657	0.0125819039253825	0.0100876987606047	0.0319739605921888	0.00239714816278123	0.00645222626206414	0.0192083835679417	0.00759205257529023	0.00818258294072248	0.0123576193909419	0.0196402763565703	0.00747241693361012	0	0.00600668049912968	0.00520662740410399	0.0199387518023897	0.00175549434970795	0.010846714617228	0.0260200955233037	0.012573112497838	0.0235820681695564	0.0228771938588932	0.0247888766490941	0.0276116726131412	0.0356855973678967	0.00944177732107209	0.0245597698925311	0.0382673849075203	0.0134338795449162	0.0257836846145598	0.0291501079469646	0.0069217449728856	0.0127980071329101	0.0190543460051758	0.0065685880103511	0.00193554822715634	0.00895102347617014	0.00804990364984355	0.0125036700800988	0.0257863245836133	0.0175601568185026	0.0130263358545917	0.0301944091998316	0.016854415403776	0.0366680883386424	0.0112153149130291	0.0338963160107094	0.0409277669718805	0.0167660471854308	0.0300031222930789	0.0354732199484756	0.0124614761335924	0.0240468124352551	0.0379933450948749	0.00494651816231633	0.0132552883454847	0.0150366971695816	0.00442710971308555	0.00647129453054231	0.0130084844819066	0.00963025511455538	0.011437359766713	0.0101453841736849	0.0301100317013606	0.0452350801712879	0.0148377944629652	0.0229344024567337	0.0431125606709702	0.00362741994009638	0.0231636544914157	0.0070538835949896	0.014118940111228	0.0120586544195052	0.00759945146198463	0.00676672989509766	0.00790006128102259	0.00417300126332159	0.0217809177007065
HT29_G1_4F_1	0.00954284618665408	0.00992155786669677	0.0181371401481209	0.018274799852762	0.0206599544689367	0.0293118506572217	0.00925611025547403	0.0178854587877361	0.025191131048633	0.0147468440625006	0.0136806382404349	0.0341821332980836	0.00806290441593216	0.00796667783275023	0.0206757412716407	0.0099222192821999	0.0131533425133464	0.0134488739879414	0.0200773474367966	0.0124274069352354	0.00600668049912968	0	0.0105642003208303	0.0224659321451095	0.00558399566022484	0.0115386364766883	0.0277949274035414	0.0144858838695891	0.0233917269758749	0.0252471722847567	0.0254817268548966	0.0290161189257568	0.0384666395875543	0.0145246142326209	0.0250216038029913	0.0399519457285508	0.015110665921791	0.0273510859098163	0.0308323506724855	0.00507169050485296	0.0135262167141104	0.0214741926620619	0.0108165260842016	0.00474530162033885	0.0117167237929816	0.0139193806759153	0.0151070642366776	0.0250784369774316	0.018635600656915	0.0151943599966618	0.0242557185278014	0.0196984905635079	0.0387871249497083	0.012815159760835	0.0351842972403327	0.042027453020937	0.017839304323207	0.0311864409335314	0.037932072547258	0.0173832436480559	0.0245165807961608	0.0402000917679534	0.00371645380217666	0.0150023976463527	0.0152997333432125	0.00779753211999605	0.00779255760437695	0.0147673975693978	0.0140345865611191	0.0109030127817632	0.0129887520329415	0.0308980013364353	0.0470968429782022	0.0168559773641287	0.0246041143197554	0.0430154044524865	0.00855069814981289	0.0240348713992766	0.00614965507663943	0.0175774487249565	0.0111552382250533	0.0099034361335517	0.00744316911117422	0.0119119046963404	0.00263005318792761	0.0207071115115164
HT29_G1_4F_2	0.00703154306698443	0.00556042041350633	0.0100734028922572	0.0184436503999509	0.0155567246355665	0.024510877347965	0.00614445670153837	0.0117570212424313	0.0196126186088417	0.00941875340724092	0.00597659263408999	0.0278228608669538	0.00514459120703601	0.0106268906928959	0.0164525873287005	0.00888569405949244	0.00306469460992704	0.0102719525960926	0.0233198533793775	0.00613521021526326	0.00520662740410399	0.0105642003208303	0	0.0161796472388405	0.00498622189258398	0.0101020485409783	0.0223260440836324	0.00987845680335538	0.0216581202448324	0.0188323477778515	0.0224119200307491	0.0243073060637076	0.0311784604916516	0.00438034343963499	0.0219374084401397	0.0345830478523606	0.0108348707386295	0.0224294872948132	0.0256171104269417	0.0102043936072082	0.0125180584288281	0.0152157309499511	0.00838206378165014	0.00667037575202885	0.00653504153396659	0.00511549410188187	0.00891128912270588	0.0241828562201755	0.015482623620903	0.00976023351825701	0.0342445931089069	0.0126874350651754	0.0325665886047729	0.00899007186446307	0.0305459527788709	0.0375592859126673	0.0142614890968878	0.0265952414110898	0.0311428654281157	0.00734659303131935	0.0214803980096461	0.0340389414135538	0.00898582107495101	0.0106768817672416	0.0189241417926871	0.00829678535608664	0.00821056333653677	0.0160669364544821	0.00546957267452159	0.0109354389218539	0.0067323064288373	0.0270957129036306	0.0411555447526463	0.0118158402565339	0.0193608780061025	0.0409655630614787	0.00205939801071963	0.020693450516045	0.00863073657938935	0.00973197998819042	0.0167468269506692	0.0114818273496798	0.00990936506771538	0.00557154224894546	0.00850880178471317	0.0210388135762174
HT29_G1_4F_3	0.0231149052090735	0.021703905626779	0.00686168981810702	0.0121193150458204	0.0038682870807277	0.0105158776140049	0.013552464060525	0.00549808167196657	0.0158037121716714	0.00877529060273364	0.0105563868646331	0.0146323669835718	0.0208212398775201	0.0262775736455883	0.00444484829007445	0.0179453317972281	0.0142771503687064	0.0098846097417527	0.0393286950113539	0.0213258177659274	0.0199387518023897	0.0224659321451095	0.0161796472388405	0	0.0187098602836027	0.011779998030949	0.00834941376503417	0.0080320303797338	0.0106385606824819	0.00650024513834042	0.00880279813707123	0.00875025244106664	0.0175485765578105	0.0146733439906342	0.0098105471880091	0.0185636803332416	0.00752088325278506	0.00682414636239896	0.00970553526645578	0.0194631668416782	0.0132275442793228	0.00307768000731789	0.0245528455473034	0.0202504899071808	0.0111599094635462	0.0196386677443827	0.0100291450966393	0.0134375405423719	0.00707968863681838	0.0101096571945716	0.0395805772155875	0.00740822326990705	0.017718040189327	0.00981017829381312	0.0147079426815601	0.0218195594570636	0.0063691549963638	0.0132787519505853	0.0173233016079637	0.0114536195105206	0.00914674593432778	0.0180634515842567	0.0224151891797048	0.00756123461465269	0.0348492825277662	0.0227130991413209	0.0172093657892477	0.0322241205204473	0.0113610144031779	0.0144977063723004	0.0116420683542092	0.0125872683067795	0.0283360130760341	0.00567384417019961	0.00876135199221656	0.0262217862979567	0.0167706696637835	0.00729720354776683	0.0165367497844385	0.0111265902827495	0.0302924574018955	0.0269420209523897	0.0203488233904424	0.0133926125010167	0.0215644274442502	0.0132976805607611
HT29_G1_5A_1	0.00634878045613	0.00585202771559675	0.0135034491921722	0.0176494716208368	0.0174295798048719	0.0264501202807697	0.00579583637186236	0.0140733546572072	0.0219302759170151	0.0111180987103457	0.00896896563391498	0.0306282799917526	0.00399632158663204	0.00781179573429484	0.017834515744373	0.00762409750411474	0.0077050176136081	0.0107316441890633	0.0211388819297759	0.00809189494249	0.00175549434970795	0.00558399566022484	0.00498622189258398	0.0187098602836027	0	0.00944033342154614	0.024579100911347	0.0111326571456204	0.0219398642344166	0.0215381294708607	0.0233554679985385	0.0261671405833852	0.0344835259039613	0.00909064251170871	0.0229330179850883	0.0368952439221208	0.0119680721681845	0.0243658274929119	0.0277587113183437	0.00620512830614844	0.0118335974747343	0.0177302435472398	0.0079941723439063	0.00236762922135714	0.00772832300503017	0.00877488371733717	0.011142264213159	0.0241148224567879	0.0162217857361553	0.0115781826600519	0.0295052805401633	0.0155928981513787	0.0353233307477257	0.00967798613656919	0.032451112868032	0.0394478786663832	0.0152239436938238	0.0284671430913104	0.0341919031921307	0.0119848661084303	0.0224326606734944	0.0367423978554143	0.00469467206724992	0.0118199875638493	0.0164347754574654	0.00594212200713771	0.00592860366345081	0.0144948713175343	0.00898202469639107	0.00969732457856304	0.00880757942791454	0.0285484951904872	0.0438516477904743	0.013461980269006	0.021455020875621	0.0416478775588524	0.00300799475415045	0.021736638673318	0.00546977537367794	0.0130629041454927	0.0132522126751663	0.00927188486434734	0.00693738538444735	0.00738577363545018	0.00374680364576915	0.0202437269269999
HT29_G1_5A_2	0.0152453524325372	0.0143917415450512	0.0100261348208839	0.00914049911957578	0.0104731421479836	0.0195125532060954	0.00543593685876771	0.0086845377614398	0.0201864899667192	0.007037909344787	0.00771294903978034	0.0249517894954469	0.0125564548645723	0.0170559239638408	0.00934974598815016	0.00852170300818281	0.0106495850046963	0.00533487388487737	0.0300968836228275	0.0158468738376294	0.010846714617228	0.0115386364766883	0.0101020485409783	0.011779998030949	0.00944033342154614	0	0.0179795911119137	0.00477354614313831	0.0135618872342524	0.0159720551186066	0.0142693095544789	0.0181964688584153	0.02884540061869	0.0121505945921294	0.0154293661698865	0.0289975385779856	0.00499076196985099	0.0164808797452134	0.0199423066420744	0.00791341652647426	0.00458635380477664	0.0116156951463346	0.0171075644792218	0.0102765635733215	0.00416129423111181	0.015100855458832	0.00901281608831895	0.0157661567302594	0.00712508945629924	0.00902702977153179	0.0293027193068492	0.0120226115485656	0.0286689063722033	0.00416519668252484	0.0243109044460825	0.0313505880130976	0.00748092556083059	0.0218667204908931	0.0283287942399683	0.0119158048928656	0.01462760250421	0.0291063270686762	0.0127312923682639	0.00467786022243181	0.0255040218592458	0.013353940210566	0.00660094503710727	0.0238315703179985	0.00801035256243006	0.00764257457564083	0.00818926635201779	0.0207088331786985	0.0383577675622327	0.0063995892130307	0.0160216174352791	0.0323428574829341	0.00925556805769679	0.0127655800569511	0.0056254935739706	0.0124210598773168	0.0196220804931147	0.0177573052109629	0.00972994278113329	0.00680667453644454	0.0114760459097388	0.0112372625154776
