	OM3_B_B	OM3_C_7A	OM3_C_7B	OM3_C_7C	OM3_C_7G	OM3_C_7H	OM3_C_8A	OM3_C_8B	OM3_C_8C	OM3_C_8E	OM3_C_8F	OM3_C_9A	OM3_C_9C	OM3_C_9D	OM3_C_9E	OM3_C_9F	OM3_C_9G	OM3_C_9H	OM3_H_3C	OM3_H_3D	OM3_H_3E	OM3_H_3F	OM3_H_3G	OM3_H_3H
OM3_B_B	0	0.00374387809375359	0.00500217669953241	0.00162054245041602	0.00444021390614732	0.000727507070035919	0.0265478120099997	0.00874854221833184	0.00256602483910221	0.00210236731666385	0.00260969443299094	0.00291155117907713	0.000924634878978041	0.0190458735641102	0.0305250370995998	0.00254795103727611	0.00260200023485762	0.00155037231786135	0.00157482204375993	0.0150502034697267	0.00741732146531591	0.000634539507382084	0.0103125224679629	0.0189433616232851
OM3_C_7A	0.00374387809375359	0	0.00874599779336262	0.00212334012248016	0.00818404465828231	0.00447138092803493	0.0302906385591272	0.00500472107176948	0.00117785718857068	0.00164151526916381	0.00635355093103669	0.00083233006870161	0.0046685073518282	0.0153023741655108	0.0267822204394932	0.00119593102265643	0.00114188172606571	0.00219351020273656	0.00531868922975828	0.018793712469118	0.0111610916613656	0.00437841398350803	0.00656873246511025	0.0151998576662146
OM3_C_7B	0.00500217669953241	0.00874599779336262	0	0.00662270046153996	0.000561967142546693	0.00427467504662121	0.0215466364993814	0.0137505096500959	0.00756816772680205	0.007104518009237	0.0023924931457591	0.00791368776439068	0.00407754838815884	0.0240472544852994	0.0355253315651184	0.00755009424327621	0.00760414248576629	0.00655253132746353	0.00342736405898382	0.0100482908457819	0.00241517600465628	0.00436764201972274	0.0153144244876976	0.0239447501930907
OM3_C_7C	0.00162054245041602	0.00212334012248016	0.00662270046153996	0	0.00606074117656717	0.00234804855739957	0.0281679310176746	0.00712803488376833	0.000945483755812166	0.000481825436934483	0.00423023065778387	0.00129101084679117	0.00254517600266605	0.0174255178095531	0.0289049905688345	0.000927409918494984	0.000981459223613076	7.01701938905212e-05	0.0031953616568434	0.016670604154547	0.00903782608480622	0.00225508115106664	0.0086920304846442	0.017323003773107
OM3_C_7G	0.00444021390614732	0.00818404465828231	0.000561967142546693	0.00606074117656717	0	0.00371271101215335	0.0221085098801312	0.013188577970827	0.00700621096278871	0.00654255996532286	0.00183052686121646	0.00735173200877965	0.00351558405305728	0.0234853976373979	0.0349636067177486	0.00698813742778239	0.00704218582457379	0.00599057186931711	0.00286539884001575	0.0106102370550418	0.00297714173738733	0.00380567813230722	0.0147525015158492	0.0233828923969865
OM3_C_7H	0.000727507070035919	0.00447138092803493	0.00427467504662121	0.00234804855739957	0.00371271101215335	0	0.0258204792761499	0.00947602832523431	0.00329352977034895	0.00282987288095998	0.00188218860686322	0.00363905556793705	0.000197127855277302	0.0197732855083878	0.0312523034218949	0.00327545599530124	0.003329505112531	0.00227787849408507	0.00084731531160931	0.0143227511014128	0.00668982697103753	9.29675771589257e-05	0.0110400007541931	0.0196707745691693
OM3_C_8A	0.0265478120099997	0.0302906385591272	0.0215466364993814	0.0281679310176746	0.0221085098801312	0.0258204792761499	0	0.0352934938811147	0.0291131439854202	0.0286496206440451	0.0239386976012698	0.0294585677547936	0.025623397023555	0.0455856565866938	0.0570567690841329	0.0290950754883611	0.029149108804421	0.028097780223597	0.0249733550314091	0.0114992198758741	0.0191318094407158	0.0259134251049652	0.0368568144282851	0.0454832056805291
OM3_C_8B	0.00874854221833184	0.00500472107176948	0.0137505096500959	0.00712803488376833	0.013188577970827	0.00947602832523431	0.0352934938811147	0	0.00618256560253299	0.0066462173766124	0.0113581464964214	0.00583704269605187	0.00967314989913266	0.0102979266335889	0.0217785113044976	0.00620063920471794	0.0061465905980792	0.00719820382677831	0.0103233148210816	0.0237976544372933	0.0161654987611741	0.00938306362102208	0.00156402923815985	0.0101954055984555
OM3_C_8C	0.00256602483910221	0.00117785718857068	0.00756816772680205	0.000945483755812166	0.00700621096278871	0.00329352977034895	0.0291131439854202	0.00618256560253299	0	0.00046365839218655	0.00517570721253131	0.00034552723738913	0.00349065683708271	0.016480128284444	0.0279597717961249	1.80738452526549e-05	3.59754782509302e-05	0.0010156539262941	0.00414084106142694	0.0176159911402905	0.00998328014455249	0.0032005625336852	0.00774656884075406	0.0163776131117078
OM3_C_8E	0.00210236731666385	0.00164151526916381	0.007104518009237	0.000481825436934483	0.00654255996532286	0.00282987288095998	0.0286496206440451	0.0066462173766124	0.00046365839218655	0	0.0047120527536956	0.000809185584614785	0.00302700014864497	0.0169437417459287	0.028423302411292	0.000445584550754001	0.000499633868575433	0.000551995624478937	0.0036771851246664	0.0171523815710354	0.0095196370903885	0.00273690555389158	0.00821021699097928	0.0168412271224723
