	OM3_B_B_2	OM3_C_7A_1	OM3_C_7A_2	OM3_C_7A_3	OM3_C_7B_1	OM3_C_7B_2	OM3_C_7C_1	OM3_C_7C_2	OM3_C_7C_3	OM3_C_7G_1	OM3_C_7G_2	OM3_C_7G_3	OM3_C_7H_1	OM3_C_7H_2	OM3_C_7H_3	OM3_C_8A_1	OM3_C_8A_2	OM3_C_8A_3	OM3_C_8B_1	OM3_C_8B_2	OM3_C_8B_3	OM3_C_8C_1	OM3_C_8C_2	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8E_2	OM3_C_8E_3	OM3_C_8F_1	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9A_2	OM3_C_9A_3	OM3_C_9C_1	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9D_1	OM3_C_9D_2	OM3_C_9D_3	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9E_3	OM3_C_9F_1	OM3_C_9F_2	OM3_C_9F_3	OM3_C_9G_1	OM3_C_9G_2	OM3_C_9G_3	OM3_C_9H_1	OM3_C_9H_2	OM3_C_9H_3	OM3_H_3C_1	OM3_H_3C_2	OM3_H_3C_3	OM3_H_3D_2	OM3_H_3D_3	OM3_H_3E_1	OM3_H_3E_2	OM3_H_3E_3	OM3_H_3F_1	OM3_H_3F_2	OM3_H_3F_3	OM3_H_3G_1	OM3_H_3G_2	OM3_H_3G_3	OM3_H_3H_1	OM3_H_3H_2	OM3_H_3H_3
OM3_C_8B_3	0.0467448472129853	0.0290408330464525	0.00451631019079857	0.00540386078541335	0.0188803450296295	0.0241325848644451	0.0304314493674174	0.0202981740387705	0.00676124801666381	0.0313814177780234	0.0066486397778679	0.0104051381856525	0.00526256793149657	0.0154522617100487	0.0337106011499448	0.0649323868773979	0.0596376480685223	0.0119838112363036	0.0167252605700197	0.018501724518024	0	0.0461464848554356	0.0154734229306617	0.0340886362340161	0.0426746076456543	0.0306839829386573	0.0122845687285472	0.0192700467196879	0.00948721526225063	0.0105656490275098	0.00823849164518739	0.0223123113494873	0.034549826303605	0.0170831994883967	0.00729659225820831	0.0317669262828729	0.0172899222069226	0.0152233645360771	0.0189120880889661	0.00596380045118036	0.00812731752914897	0.00699258198533897	0.0358459294708377	0.0357729854008921	0.00511229253988812	0.0129046861495977	0.0237701203577012	0.010431723883168	0.0205134756505899	0.000551247640600784	0.0113870078760508	0.0225740521142516	0.000275349115768953	0.0275830082785207	0.0159193119510761	0.0101330366746497	0.0222534230511249	0.00422755743847024	0.0443807609649935	0.0340852007652783	0.00589766507697583	0.0176186934452686	0.00382415087916715	0.0131668335668724	0.0385220640003829	0.0466496090649177	0.00846103583381708	0.025437208440122
OM3_C_8C_1	0.00132666803648092	0.0172310649559618	0.0503238402856687	0.0408667933372373	0.0272793230476588	0.0223821383949212	0.0157624656023316	0.0270206150577309	0.0408955901975282	0.0148084459051259	0.0415837654339321	0.0563063252076027	0.0510475872504908	0.0311509852161982	0.0794129895200299	0.0195566300450304	0.0135146358482253	0.0359599678296818	0.0296244857511203	0.0276722334994557	0.0461464848554356	0	0.0319952696320029	0.0185098905159585	0.00348589476589357	0.0155460930357711	0.0346698909141287	0.064877845709898	0.0507841422961269	0.0562751494856986	0.0543717993814756	0.068422504063634	0.0806250861750534	0.0298220671654569	0.0529566217317511	0.0777665665752128	0.0626612422178802	0.0611341497356909	0.0649437041017273	0.0484928112991967	0.0539900449458427	0.0509141125035573	0.0103574208587992	0.0118859913288322	0.0429650565623447	0.0332673082865489	0.0224397806009106	0.0562944309387364	0.0265083156946197	0.0457991357464422	0.0562945306707373	0.0236146306252788	0.0459364090826866	0.0699896432237538	0.030246865824259	0.0560756282395642	0.0240183424519214	0.0454153642445783	0.0904297609473669	0.0120923422106453	0.0406041877572516	0.0634090553100511	0.044258996050452	0.0589149475494415	0.0843969258816091	0.000967210407612376	0.0377292087346905	0.0715381647742597
OM3_C_8C_2	0.0324032573298173	0.0159221339451892	0.0199819149513227	0.0111867690123102	0.00654860502901412	0.0123624964601317	0.0164115980776633	0.00505143917529028	0.0129452413623849	0.0178321140040695	0.0138022541800149	0.0248535959694451	0.0207305506403624	0.00822518847629649	0.0490677099543493	0.0500754478980947	0.045425250589103	0.00397535816220498	0.00374002363344563	0.00698534658615234	0.0154734229306617	0.0319952696320029	0	0.0243448378585685	0.0285253624027385	0.016556944285594	0.00321392521002562	0.0347204165096432	0.023080224102405	0.0260351468177273	0.0233357110217353	0.0373221678517274	0.049516324050019	0.00233500303412674	0.0227626230024547	0.0469305731491445	0.032759497554294	0.030611477209761	0.0341648724899757	0.0198005726371153	0.0235903705758128	0.0217882103206949	0.0216859677599473	0.0232224930390555	0.0113022051199919	0.00492042764359297	0.010030313521627	0.0248125714494757	0.00549201936110911	0.0150040867007196	0.0267518713527004	0.00907624687992858	0.0153361291514436	0.0425505132708686	0.004911049401817	0.0246639850584424	0.0102086286784744	0.0165287796383091	0.059037165647676	0.020023669052157	0.0114293312303557	0.0317603697317909	0.0151378399764117	0.0286216355445468	0.0537580770170655	0.032627381145364	0.00759860620576889	0.040244279645639
OM3_C_8C_3	0.01972914943218	0.0107145529356667	0.0374858094814014	0.0287667531245151	0.0178254668978719	0.0120394859049505	0.0128495671522393	0.0210224960566469	0.0276502783754789	0.011066043195099	0.0281000550018132	0.0444276507415768	0.038118568845382	0.0189921634831815	0.0651641613123084	0.0374231174060191	0.0299503147514907	0.0275415723969273	0.0207160347806637	0.0175564273605366	0.0340886362340161	0.0185098905159585	0.0243448378585685	0	0.0161980834039734	0.0131718776272615	0.0256049150477133	0.0509183926108382	0.03599786156502	0.0428634313279388	0.0419775670470891	0.0554112285926072	0.067287515986964	0.0220929260605438	0.039747258188149	0.0641167994269026	0.0485728618406718	0.0477208525940795	0.0516422495684719	0.0345488350812714	0.0408978459387551	0.0370187060974931	0.0133403186746346	0.00761969370740286	0.032637768664291	0.0227597379385075	0.0153556088071061	0.044470535136164	0.020221604186563	0.0339134562016515	0.0422781400930596	0.015818802942481	0.0338296921921709	0.0539799010471304	0.0202325716082394	0.044137207429653	0.0141570884374547	0.0319875156056364	0.0774122497217989	0.0126879056473397	0.0281972458942255	0.0515983599309052	0.0311621484962614	0.0453890955136188	0.0703606574061577	0.0183827815673502	0.026683769928809	0.0587293241259566
OM3_C_8E_1	0.00416378781243063	0.0138068234967035	0.0468649123865379	0.0374031747100622	0.0238035568365245	0.0189831880943956	0.012277785434541	0.0235624911712487	0.0374696607294867	0.0113623475832567	0.0381662800858006	0.0528271603463282	0.0475903605030195	0.0277253386114624	0.075983374833351	0.0227998959785314	0.0169979435850656	0.0324878255176282	0.0261399173045012	0.0242066269398698	0.0426746076456543	0.00348589476589357	0.0285253624027385	0.0161980834039734	0	0.0120605132564371	0.0311877828063619	0.0614434115094179	0.0474156532335579	0.0528273908423641	0.0508996735076658	0.0649565493616123	0.0771642661753751	0.0263442090625674	0.0495057020656501	0.0743147858056075	0.059234355960625	0.0576823016660977	0.0614862090917345	0.0450793444443948	0.0505343918346224	0.0474934928545677	0.00687188365422451	0.00902460552982218	0.0394821804840994	0.0297898505177461	0.0189560748424867	0.052814863620117	0.0230405216411505	0.0423247104939039	0.0528713372118704	0.0201327960163588	0.042465641990819	0.0666964520572246	0.026769641218986	0.0525969970488074	0.0205753020426419	0.0419850219735787	0.0869628320840451	0.00860799116427623	0.0371491929186968	0.0599294839143469	0.0408182439794796	0.0554686615610486	0.0809571168697392	0.00412034998848511	0.0342516179621991	0.0680678179618623
OM3_C_8E_2	0.0160808593133391	0.00326474587663124	0.0349376123147155	0.0254668042605784	0.0118255261851733	0.00785996231856134	0.000425296131403595	0.0117061616933437	0.0257469238581103	0.00217704116986578	0.0264869029575761	0.040790622870076	0.0356707523270488	0.0160844528474809	0.0641602011267342	0.0343751281225809	0.0290512268189854	0.0204967573896792	0.0140832307749874	0.0123096416596707	0.0306839829386573	0.0155460930357711	0.016556944285594	0.0131718776272615	0.0120605132564371	0	0.0191408571729673	0.0496148270488454	0.0359425009994169	0.0409474812199547	0.0389006216335782	0.0529782266887894	0.065202377111239	0.0143289720926493	0.0376151494861679	0.0623949633401317	0.0474441960205304	0.0457765048065899	0.049550023111219	0.0333898710849895	0.0386186543989601	0.0357596014346433	0.00518970238565922	0.00790581741811875	0.0274285924526317	0.0177825510005781	0.00691807316860101	0.0407761725257194	0.0111130229134244	0.030320431308482	0.0411108660833252	0.00811274624273088	0.0304813093777187	0.0554923124556494	0.0147702660702214	0.0405634039736112	0.00893669192631036	0.0302188144643072	0.074969065222204	0.00347374030712984	0.0252629898414816	0.047887205353195	0.029000102860292	0.0435921960727888	0.0690852614736543	0.0161258340302407	0.0222371232626512	0.0560672321502681
OM3_C_8E_3	0.0351423848470384	0.0181179959010121	0.0167861451648678	0.00801696846151624	0.00801234882627887	0.0139571971195178	0.0189527180731988	0.00806210891986468	0.0099677786695192	0.0202129657604834	0.010816582230733	0.0218515030100266	0.0175354642340639	0.00763259464798195	0.0459304713743182	0.0530120884001859	0.0481485552308998	0.00206796788935628	0.00521201929708048	0.00809267591054512	0.0122845687285472	0.0346698909141287	0.00321392521002562	0.0256049150477133	0.0311877828063619	0.0191408571729673	0	0.0315462964326754	0.0199342506492146	0.0228489288239906	0.0202290670088211	0.0342647527378265	0.0464814963030055	0.00492097662382619	0.0195660187576479	0.0438465079347061	0.0295675148849078	0.0274588013296189	0.0310496110995101	0.0166166520193227	0.020408880462137	0.0185801207134056	0.0243203711256332	0.0253232055168087	0.00833382421766816	0.00343533622575503	0.012348518796675	0.0218199329215752	0.00836259660448983	0.0118246989733526	0.0235409554030103	0.0112556107227713	0.0121408646135383	0.0393538958178984	0.00537395190542545	0.0216485645868738	0.0118103127255872	0.0133575177012916	0.0560810669000938	0.0226115421047171	0.00831641989214778	0.0288489994206262	0.0119633606988108	0.0254449493224238	0.050657837783013	0.0352616628874692	0.00446952674952791	0.037233900010915
OM3_C_8F_1	0.0655645506137246	0.0476718688872291	0.0148041353234675	0.0242042020647719	0.0378157591521602	0.0425624150765775	0.0493318106708831	0.0395599092679145	0.0240268042906811	0.0500969031991021	0.0233724696991429	0.0113839433747962	0.0140557885105223	0.033765379672561	0.0145709039103896	0.0839226881026729	0.0782854648129454	0.0310944706980071	0.035884774317563	0.0373183934865893	0.0192700467196879	0.064877845709898	0.0347204165096432	0.0509183926108382	0.0614434115094179	0.0496148270488454	0.0315462964326754	0	0.0150354830449277	0.00872383779786137	0.011690804688157	0.00601830145050613	0.0164764361366111	0.0363415307086306	0.0120532820668221	0.0132220227390709	0.002373669732926	0.00427540601213413	0.00306598908254059	0.0165259079017876	0.0111438605363204	0.0140560145272854	0.0547072246766544	0.0539387951374001	0.0237134759974725	0.0319632999477915	0.0427530707986527	0.0115293130983175	0.0397608958261268	0.0197247947740381	0.00868297969860988	0.0415430619071305	0.0194258585124494	0.0120974895514286	0.0349192363173962	0.0113811481830043	0.0408911681071455	0.0194958328360971	0.0266779452556105	0.0529354925580569	0.0243666651558663	0.00933269213431663	0.0206488465104361	0.00610390813733389	0.0196086692494333	0.0653103090012156	0.0276226209921101	0.00912632612074188
OM3_C_8F_2	0.0515725461562938	0.0336482868075016	0.00687106683822875	0.0119222396456838	0.0244498923550218	0.0284520538812488	0.0356159334203758	0.0272816571829568	0.0104438956491706	0.0361264781667866	0.00962280567680279	0.0126940097580204	0.00671597916273587	0.0198645989108728	0.0292025109710303	0.0701317051858126	0.0640505183032585	0.0203073281958546	0.0231155284273804	0.0237902399559555	0.00948721526225063	0.0507841422961269	0.023080224102405	0.03599786156502	0.0474156532335579	0.0359425009994169	0.0199342506492146	0.0150354830449277	0	0.00816108842483423	0.00991629979887908	0.0201114774561259	0.0315069892482033	0.0240986177552243	0.00651609651514488	0.0282353505172478	0.0126648838150751	0.0124203583961915	0.0162288563983699	0.00357158013643048	0.00747987870482481	0.00333940042934025	0.0408610404478484	0.0394695536920051	0.0144572959741013	0.0191499150844268	0.029312214432195	0.0128523138052673	0.0272753116091175	0.0100204744798507	0.0066720069737692	0.0281101421446258	0.00941589796478982	0.0197147533319584	0.0218021401363796	0.0123640001930094	0.0270226751877898	0.0066095991723387	0.0417017152397	0.0390951346141937	0.011658244345825	0.0183185223334314	0.00800170268803472	0.0101430591253338	0.0344038176182203	0.0511392680550987	0.015484011098101	0.0234891975733438
OM3_C_8F_3	0.0569380706795579	0.0390748173878958	0.00608145938326554	0.0155012940979261	0.0291337880893534	0.0340043337792643	0.0406711562657481	0.0308491328743773	0.0155127976609065	0.0414822145481036	0.0149212365383714	0.00569493671921723	0.00533257568266134	0.025197096191473	0.0232500985605082	0.0752611907831639	0.0697176034694288	0.0224710840235262	0.0271676271211086	0.0286583598694518	0.0105656490275098	0.0562751494856986	0.0260351468177273	0.0428634313279388	0.0528273908423641	0.0409474812199547	0.0228489288239906	0.00872383779786137	0.00816108842483423	0	0.00398319754906576	0.0125636463083091	0.0245695436405403	0.0276267835547697	0.00333714216459072	0.0215636156403536	0.00673841829136891	0.00490202272110119	0.00880999935326218	0.00835451575996669	0.00245696679837622	0.00593371622566714	0.0460610583127343	0.0454835717846912	0.0151810586847275	0.0232541748905604	0.0340681185725256	0.00588724603636758	0.0310437574528809	0.0110341601290509	0.00240318293348228	0.0328595390070103	0.0107134585384399	0.0179917933834813	0.0262220837888541	0.00544172842946137	0.0322781428235582	0.0109974597451932	0.034644769534819	0.0442903664481733	0.0156973883685643	0.0101717750093002	0.0120538912421349	0.00264681460662064	0.0281841361852392	0.0567280094090138	0.0189013217640899	0.0159023430745523
OM3_C_9A_1	0.054961795630922	0.0372737730544825	0.00457104958537159	0.0135975691130176	0.0271109736602765	0.0323451636617611	0.0386530814002113	0.0282891368915844	0.0143361039311098	0.0396150811530072	0.0139257205292933	0.00285774019427439	0.0040628403603467	0.0236169169132576	0.0257682593677446	0.0730910168796949	0.0678588392888266	0.0195802702872698	0.0248962472345981	0.0267383425937056	0.00823849164518739	0.0543717993814756	0.0233357110217353	0.0419775670470891	0.0508996735076658	0.0389006216335782	0.0202290670088211	0.011690804688157	0.00991629979887908	0.00398319754906576	0	0.0140963217306848	0.0263406452352052	0.0251178226929166	0.00340030467538404	0.0236304703008612	0.0101120414699665	0.00743442044586204	0.0108339021378851	0.00855398230679888	0.00257515648774277	0.006763626192139	0.0440673342034493	0.0439653053464426	0.0121323507023176	0.0211276010746718	0.031986546522252	0.00299225676236732	0.0285640108662672	0.00858501914303407	0.0061666196227011	0.0307949083212684	0.00845656530222901	0.021879893007683	0.0241461682284326	0.0025206417481623	0.030484518464523	0.0101553163787381	0.03614854270636	0.0423094646924187	0.0139904164574595	0.00967140543235739	0.0108327043535549	0.00586705149829713	0.0304432120830522	0.0548777132046757	0.0166700605515637	0.0172004719150278
OM3_C_9A_2	0.0690246345466329	0.0512990766379692	0.018198849587742	0.0276073214460693	0.0411840614936436	0.0463139232457194	0.0527273920712462	0.0423147467167288	0.0279701903437761	0.0536600226000603	0.0274229766594607	0.0125406211085362	0.0175008681453416	0.0375350358130077	0.0123782527637276	0.087143299862446	0.0818922283024089	0.0334830840630667	0.0389856309320415	0.0407897790667172	0.0223123113494873	0.068422504063634	0.0373221678517274	0.0554112285926072	0.0649565493616123	0.0529782266887894	0.0342647527378265	0.00601830145050613	0.0201114774561259	0.0125636463083091	0.0140963217306848	0	0.0122464062189275	0.0391698326727718	0.0157236793387883	0.00967535439587465	0.00806701967292088	0.00775426459864767	0.00388437704468537	0.0209069023364255	0.0146048438288591	0.0184574733358139	0.0581371904895106	0.057873107655546	0.026035577298289	0.0352109286301297	0.0460685556690106	0.012607263612038	0.042615093154036	0.022675912953864	0.0134515470832614	0.0448751058366504	0.0225192806592276	0.0163521126762264	0.0382253704811643	0.0126987304886645	0.0445029636269522	0.023500321854188	0.0221524120483103	0.0563778737904966	0.0279267366865741	0.00685687238691767	0.0244652091532958	0.0100934306542789	0.0165651882350289	0.068916099862731	0.0307594562825417	0.00337923946198362
OM3_C_9A_3	0.0812342238742953	0.063496841016776	0.0303836183077866	0.03982227869965	0.0534108615757169	0.0584879411939518	0.0649498867831633	0.0545204665031596	0.0400689971883155	0.065866572019323	0.039483732787124	0.0246850482518512	0.0296719196087434	0.0496993381818386	0.0056500749556552	0.0993398200439395	0.0940782338301079	0.045651602902603	0.051220660879511	0.0530071459256478	0.034549826303605	0.0806250861750534	0.049516324050019	0.067287515986964	0.0771642661753751	0.065202377111239	0.0464814963030055	0.0164764361366111	0.0315069892482033	0.0245695436405403	0.0263406452352052	0.0122464062189275	0	0.0513892934828095	0.0278280440194405	0.00351309198179792	0.0188488203778234	0.0196693728321713	0.0157733860511553	0.0327953818832521	0.026745074381698	0.030318926110811	0.0703551255686577	0.0700022153333125	0.0382248034410182	0.0474446690364578	0.0582975307775824	0.0247346283311888	0.0548319736275431	0.0349169219851134	0.0250506071253748	0.057103649374648	0.03475426775882	0.0201516250965323	0.0504561610678351	0.0248672052984992	0.0567024783759206	0.0355623013127832	0.0102059658954462	0.0685957211664281	0.0401188783119842	0.0181450256988388	0.0365896007029766	0.0219768409695256	0.00548014662394264	0.0811111281056143	0.0429971550983539	0.00932330836927111
OM3_C_9C_1	0.0302662309118506	0.013597058460551	0.0215482376587289	0.0123949507569303	0.00440818006779116	0.0100777671705228	0.0141663135006558	0.00323639446130843	0.0137335874794827	0.0155402908741614	0.0145855881621225	0.0267708174453987	0.0222977988727906	0.00718900901173044	0.0507734524555551	0.0480967642373626	0.0432834882945203	0.00617533045794972	0.00198286884802691	0.00499371176279504	0.0170831994883967	0.0298220671654569	0.00233500303412674	0.0220929260605438	0.0263442090625674	0.0143289720926493	0.00492097662382619	0.0363415307086306	0.0240986177552243	0.0276267835547697	0.0251178226929166	0.0391698326727718	0.0513892934828095	0	0.0243175401553981	0.0487355625131899	0.0343169844718213	0.0322957055569233	0.0359239545033114	0.0209663735279241	0.0252032787747923	0.023082706025324	0.0194864310873973	0.0208934398913296	0.0132492926354045	0.00507299611492434	0.0077116988572589	0.0267395694356006	0.00344801168994197	0.0166466051337409	0.0281921119679028	0.00674229839105364	0.0169215963829388	0.0437242607734744	0.00362917334800333	0.0265669275657836	0.00793800378195041	0.0176713473577082	0.0609942546683591	0.0178016368762675	0.0124915909160277	0.0337611624000656	0.0163050382741446	0.0302420945935313	0.0555332760923521	0.0304346368242196	0.0088146766086877	0.0421491051819273
OM3_C_9C_2	0.0536139333284309	0.0357595503233233	0.00278146226160431	0.01216447159952	0.0257991139878498	0.0307028716981638	0.0373399862895593	0.0275443329131302	0.0122557556234826	0.0381616511531915	0.0117021288972576	0.00620259919114444	0.00203407470832364	0.0218972595085912	0.0265863384726813	0.0719327377260956	0.0664076545661594	0.0192615291841809	0.0238359571882366	0.0253279198651148	0.00729659225820831	0.0529566217317511	0.0227626230024547	0.039747258188149	0.0495057020656501	0.0376151494861679	0.0195660187576479	0.0120532820668221	0.00651609651514488	0.00333714216459072	0.00340030467538404	0.0157236793387883	0.0278280440194405	0.0243175401553981	0	0.0248669474486574	0.0100064231993539	0.00819325707120402	0.0120574659474745	0.00550192411292185	0.00117992266356706	0.00342335641990164	0.0427327090078554	0.0422123633685921	0.0120883551989487	0.0199183257722441	0.0307331785637773	0.00635414588264981	0.0277279725741988	0.00778676199861674	0.00425830875408009	0.0295247131334195	0.00742760814888512	0.0206369437524236	0.0228858715225101	0.00586893091195473	0.0289597094054432	0.00778038820466456	0.0378568607713472	0.0409622581688118	0.0123678000604941	0.012427266041631	0.00876578969433771	0.00598275598984112	0.0315118982287406	0.0534147456020471	0.0155731864139737	0.0190156541967969
OM3_C_9C_3	0.0784059107476245	0.0605999106451201	0.0274934997819932	0.0369623878339115	0.0505874131679319	0.0555477624948789	0.0621313297653322	0.0519000197527482	0.0370622266972893	0.0629925264866045	0.0364482368602668	0.0222103930983056	0.0267670938959619	0.0467480033200576	0.00378374023590067	0.0966104628470732	0.0912039044078882	0.0431181027409244	0.0484783885271676	0.0501505801926617	0.0317669262828729	0.0777665665752128	0.0469305731491445	0.0641167994269026	0.0743147858056075	0.0623949633401317	0.0438465079347061	0.0132220227390709	0.0282353505172478	0.0215636156403536	0.0236304703008612	0.00967535439587465	0.00351309198179792	0.0487355625131899	0.0248669474486574	0	0.0155811863968639	0.0166753176332933	0.0128633374709097	0.0296807321727055	0.0238216464959395	0.0272031310795418	0.0675296693587007	0.0670073240599741	0.0356653274991036	0.0446480949197616	0.055498034140186	0.0222796400186191	0.052179002415653	0.0321598883145942	0.0218751617862676	0.0542971100884359	0.0319591411773229	0.0168281660814426	0.047647489545066	0.0223616962662061	0.0538054007600823	0.0325375744224771	0.0135870293582544	0.0657645660389383	0.0372163020690445	0.016138846220431	0.0336133501191857	0.01893594772106	0.00689365364393336	0.0782314386538641	0.0402222735109615	0.00733858522879645
OM3_C_9D_1	0.0633631169872974	0.0454520605203867	0.0127844884137871	0.0220881405526629	0.0356617702623768	0.0403252917087097	0.0471549981072951	0.0375445845092327	0.0217913562919514	0.0478867653437576	0.021118448786905	0.0103222606760491	0.0120348891824762	0.0315379360210228	0.0168022677803959	0.0817597711629516	0.0760532203557755	0.0292075411029732	0.0337955094087073	0.0351435903155801	0.0172899222069226	0.0626612422178802	0.032759497554294	0.0485728618406718	0.059234355960625	0.0474441960205304	0.0295675148849078	0.002373669732926	0.0126648838150751	0.00673841829136891	0.0101120414699665	0.00806701967292088	0.0188488203778234	0.0343169844718213	0.0100064231993539	0.0155811863968639	0	0.00321815494238986	0.00447887329848644	0.0142392216092895	0.00919469793029683	0.011781779544741	0.0525185510477371	0.0516622858066309	0.0218986592053901	0.0298513565369177	0.040601452295058	0.0104896861490577	0.0377205949622146	0.0177658140862627	0.00639016950213528	0.039389910763837	0.0174293096410578	0.0123278047612309	0.0327854700887983	0.0102542202977376	0.0386822318508218	0.017268401388363	0.0290502167577094	0.05074591119101	0.022212526854675	0.009912306650566	0.0184561225061017	0.00426845743334217	0.0218990633961923	0.0630826239537424	0.0255545208492468	0.0113168988349873
OM3_C_9D_2	0.0617845129724489	0.0439463367777527	0.0108484643871775	0.0203202728014395	0.0339595495191099	0.0388900148623057	0.0455062655148297	0.0355000251461322	0.0204133024870447	0.0463450092942054	0.0198218219443276	0.00720901343393998	0.0101131278251533	0.0300852159889676	0.0184917113261631	0.0800627236667932	0.0745818967980462	0.0269307156589031	0.0319237822356409	0.0335044989932115	0.0152233645360771	0.0611341497356909	0.030611477209761	0.0477208525940795	0.0576823016660977	0.0457765048065899	0.0274588013296189	0.00427540601213413	0.0124203583961915	0.00490202272110119	0.00743442044586204	0.00775426459864767	0.0196693728321713	0.0322957055569233	0.00819325707120402	0.0166753176332933	0.00321815494238986	0	0.00392614990355703	0.0131843847769601	0.00716353623901077	0.0107215635823109	0.0509028835316188	0.0503787631597535	0.0195157452599624	0.0280453479635889	0.0388850747351254	0.0073668619951535	0.0357294811542546	0.015652746488479	0.00575016427838399	0.0376794964712898	0.0153971703772301	0.0155433190606298	0.0310316018185887	0.00717485667869113	0.0371476604271576	0.0158989052186955	0.0297592480190085	0.0491342405353398	0.0205530307080165	0.00728649684545227	0.0169471247174357	0.00234151410971503	0.023342804752677	0.0615948744155155	0.023650190000897	0.0111262204830364
OM3_C_9D_3	0.0655764485499601	0.0477759678203287	0.01464177704356	0.024108794439995	0.0377362395498094	0.0427434699720606	0.0492871878010131	0.0391060755519201	0.0243041738947822	0.0501615365950643	0.0237259413751469	0.00981122770677577	0.013920689419357	0.0339446881845673	0.0149555553863718	0.083796314392139	0.0784003618938522	0.0304045450530585	0.0356321942186443	0.037304741793659	0.0189120880889661	0.0649437041017273	0.0341648724899757	0.0516422495684719	0.0614862090917345	0.049550023111219	0.0310496110995101	0.00306598908254059	0.0162288563983699	0.00880999935326218	0.0108339021378851	0.00388437704468537	0.0157733860511553	0.0359239545033114	0.0120574659474745	0.0128633374709097	0.00447887329848644	0.00392614990355703	0	0.0171100144305012	0.0109823460167252	0.0146460240750125	0.054690475234352	0.0542570197756328	0.0229503323277264	0.031793169712044	0.0426483841661561	0.00992088664825946	0.0393665382672952	0.019312270162929	0.00957288972727964	0.0414469594830008	0.019101882298832	0.0150121817192797	0.0347937978282106	0.00989241007520517	0.0409760665295532	0.0198010968375952	0.0258396924076753	0.052924889984221	0.0243771145478284	0.00638344953921068	0.0208221945395651	0.00626410982030032	0.0196270519128354	0.0654162871964349	0.0273684071940515	0.00726190609985341
OM3_C_9E_1	0.0492223615782914	0.031281265047475	0.00437980064567633	0.00861779875312159	0.0217036462980593	0.0261267021959965	0.0330839146302614	0.0241833324987121	0.00764598709369879	0.0337337968800721	0.00691976615551229	0.0114025813556682	0.00459423794157769	0.0173684826233686	0.0310345942172265	0.0677022674044687	0.0618673235792175	0.0168633399986846	0.0201303042841821	0.0211145699940186	0.00596380045118036	0.0484928112991967	0.0198005726371153	0.0345488350812714	0.0450793444443948	0.0333898710849895	0.0166166520193227	0.0165259079017876	0.00357158013643048	0.00835451575996669	0.00855398230679888	0.0209069023364255	0.0327953818832521	0.0209663735279241	0.00550192411292185	0.0296807321727055	0.0142392216092895	0.0131843847769601	0.0171100144305012	0	0.00667829184079726	0.00247906974493297	0.0384102281104555	0.0374355960918085	0.0108877744753931	0.0161397712609105	0.0266262827191129	0.0115245897816024	0.0242342163479166	0.00648592923750844	0.00785041898568257	0.0254147741231321	0.00587410644522163	0.0227757666970866	0.0189318114242337	0.011066475824475	0.0245425169688937	0.00329572905567239	0.0429215386774737	0.0366370332182909	0.00847888611291699	0.0179258742563009	0.0046701491441453	0.0108485122786533	0.036125306596777	0.0488971665236965	0.0122189600527586	0.0242532469044086
OM3_C_9E_2	0.0546349268065504	0.0368053952273402	0.00368674527429863	0.0131576154185777	0.0267989187594327	0.0317684826326915	0.0383487839017759	0.0284215258459117	0.0133684245015442	0.0391975262653085	0.0128340166447375	0.0052268168543901	0.00294971067350636	0.0229686656456253	0.0256227695362261	0.0729195377804983	0.0674496978895914	0.0200151101901811	0.0247802278714401	0.0263466769486638	0.00812731752914897	0.0539900449458427	0.0235903705758128	0.0408978459387551	0.0505343918346224	0.0386186543989601	0.020408880462137	0.0111438605363204	0.00747987870482481	0.00245696679837622	0.00257515648774277	0.0146048438288591	0.026745074381698	0.0252032787747923	0.00117992266356706	0.0238216464959395	0.00919469793029683	0.00716353623901077	0.0109823460167252	0.00667829184079726	0	0.00453421259019351	0.0437480503093196	0.0433008919583876	0.0127306702708447	0.0208880730855079	0.0317258410169693	0.00539135849629027	0.0286268117665557	0.00858761084530156	0.00398473971103144	0.0305197752134979	0.00828327247629206	0.0202462971438193	0.0238714297030953	0.00490139659600922	0.0300033203216898	0.00892008264105377	0.0367479591269609	0.0419793260703481	0.0134005158686599	0.0112572400448887	0.00986305022821166	0.00504058635055936	0.0305038440292194	0.0544569673878747	0.0165067116729234	0.0178803532883047
