	OM3_B_B_2	OM3_B_B_3	OM3_C_7A_1	OM3_C_7A_2	OM3_C_7A_3	OM3_C_7B_1	OM3_C_7B_2	OM3_C_7B_3	OM3_C_7C_1	OM3_C_7C_2	OM3_C_7C_3	OM3_C_7G_1	OM3_C_7G_2	OM3_C_7G_3	OM3_C_7H_1	OM3_C_7H_2	OM3_C_7H_3	OM3_C_8A_1	OM3_C_8A_2	OM3_C_8A_3	OM3_C_8B_1	OM3_C_8B_2	OM3_C_8B_3	OM3_C_8C_1	OM3_C_8C_2	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8E_2	OM3_C_8E_3	OM3_C_8F_1	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9A_2	OM3_C_9A_3	OM3_C_9C_1	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9D_1	OM3_C_9D_2	OM3_C_9D_3	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9E_3	OM3_C_9F_1	OM3_C_9F_2	OM3_C_9F_3	OM3_C_9G_1	OM3_C_9G_2	OM3_C_9G_3	OM3_C_9H_1	OM3_C_9H_2	OM3_C_9H_3	OM3_H_3C_1	OM3_H_3C_2	OM3_H_3C_3	OM3_H_3D_2	OM3_H_3D_3	OM3_H_3E_1	OM3_H_3E_2	OM3_H_3E_3	OM3_H_3F_1	OM3_H_3F_2	OM3_H_3F_3	OM3_H_3G_2	OM3_H_3G_3	OM3_H_3H_2	OM3_H_3H_3
OM3_C_7H_2	0.0107983917391288	0.015143813004133	0.0037949323131819	0.00939361786147909	0.0101249984848196	0.00467195546921658	0.00489780016129385	0.0156104532003551	0.0060057687516605	0.0150744817825562	0.0111439961901256	0.0110096273379956	0.0142026772366308	0.0237518993615385	0.00904893799655921	0	0.0200224634652843	0.0330282286497887	0.0117364864433385	0.0186379587012828	0.0033657500807819	0.00708536363346126	0.0139116757178314	0.0356978492047266	0.0073657117878215	0.00377459950092583	0.00383967782993728	0.00790035267872175	0.013035431846157	0.0222539706624767	0.0229520895784747	0.0217643850925339	0.0107738425245344	0.00783636177606997	0.0224120152205629	0.0190255511091805	0.00441391167302969	0.0166573663477478	0.0144175790783707	0.00760190377579797	0.0132825299657616	0.0140714566321767	0.0170658836732919	0.0265496451446854	0.00601736991512172	0.00877366140502082	0.0130176399297704	0.0105776882148388	0.0119100866979535	0.0192680737455874	0.0474022581867279	0.0108755435213114	0.0138567501707068	0.0206883758282755	0.00579829235192013	0.0207230234030668	0.0112876204954365	0.0240614190444816	0.0154153081018387	0.00823628763135304	0.0220765479369571	0.0101493177985371	0.00784614603681864	0.0189111404224259	0.0166184995634024	0.0300978109659259	0.0174700782316055	0.0148466855033346
OM3_C_7H_3	0.0127361872266897	0.00612642738026294	0.0173741428306686	0.0148183711084224	0.0119409621942052	0.0226870170529948	0.0162940667830168	0.0105943802093947	0.0207163666640045	0.00504896475901041	0.0105201420018966	0.0136824683502817	0.00750926844112237	0.00868116791642568	0.0110933423492053	0.0200224634652843	0	0.0300869901728118	0.00830560294762927	0.00464574693111882	0.0168472015678559	0.0179988525030415	0.00611425094335174	0.0539527061051775	0.0273442682509855	0.0192430697130042	0.0178054098164677	0.0156966395757811	0.0130505270716275	0.00493766648724481	0.00820512668244586	0.00520126018022053	0.00935651868168749	0.0158924465502771	0.00965134593366686	0.00829976917092863	0.0158692160774252	0.0102329274806939	0.0141342623978923	0.0261074665938429	0.00684228300588725	0.00801245992617008	0.00311071472859562	0.00782055886705783	0.0146936419126319	0.0160957983741792	0.00991844286523954	0.010464797500049	0.0102889555346263	0.00825317943986315	0.0282570002501622	0.0159323893381404	0.00619739455970651	0.0113482868277027	0.0144537593129124	0.00161324132109597	0.0148963695686862	0.00515247874470225	0.00529372933362047	0.0120966516943599	0.0116877454130625	0.0118739344150375	0.0144372755610691	0.0100246889364264	0.012513296398521	0.0138723563186545	0.008566460338615	0.005934116121647
OM3_C_8A_1	0.0362197499988072	0.0328067366647119	0.034230819857005	0.0370096125875172	0.0256164694327512	0.0376917573920938	0.0287994774580149	0.0378078237333586	0.0384245998624336	0.0287387878218739	0.0340087348849767	0.0372944421991021	0.0335738430192826	0.038744372113628	0.0290750957658548	0.0330282286497887	0.0300869901728118	0	0.0293241798042588	0.0340323663863767	0.0307866207237638	0.0259453523839344	0.0294643857413219	0.0470148615198277	0.0361201961463104	0.029308074587982	0.0293111574363051	0.0365370387238129	0.0382439496152495	0.0349521302779014	0.0382882342197168	0.0352820555091611	0.0288394450951942	0.036658460164813	0.0396425913698678	0.0375471258451396	0.0326447337831218	0.038101844111465	0.0400222273762104	0.0317065275200475	0.0305913763269311	0.0340662274700488	0.0305882698427149	0.0363807084893816	0.0287078344946822	0.0245256345023258	0.035244168226992	0.0267649752581752	0.0251087802822758	0.0375986862782994	0.0511022248947934	0.0390568428406804	0.0291017824418882	0.0407578879780087	0.0322570769966256	0.0316578868159587	0.0385390629885004	0.034340978446749	0.0273308732697151	0.0320243755705088	0.0414241145496852	0.0256528411004266	0.0263321068814168	0.039000262633797	0.0399888658831543	0.0431249143573334	0.0370721387238191	0.0320924878507006
OM3_C_8A_2	0.00717362822201987	0.00475545272209769	0.00937232538985388	0.00858247965550986	0.0049952046406348	0.0147283632250134	0.00811950606887612	0.00875011249239311	0.0132046239218701	0.00335033149477008	0.00476336308624485	0.00829884832012412	0.00478102660350012	0.0137084608919861	0.00282384034980726	0.0117364864433385	0.00830560294762927	0.0293241798042588	0	0.0079415272479546	0.00854291191203537	0.010395665918812	0.00219979449710271	0.0460541410735029	0.019042665035287	0.0110746145561454	0.0096025818778916	0.00883054240360377	0.00895412815306569	0.0112376894580529	0.0129405887156524	0.0109229207341561	0.00117402610238545	0.00901396871669389	0.0131824200725538	0.00999458591732351	0.00772117377923927	0.00929626182364753	0.0107098885945221	0.0179367647080988	0.00205355577406966	0.00512911598799547	0.00547511497262052	0.0153286460611964	0.00650647395501467	0.0089832489551962	0.00595203450173194	0.00326143148343104	0.00442706697520366	0.0101644414515483	0.0362033079675101	0.0103892457358929	0.00212045862629418	0.0128480471488975	0.00635324474821865	0.0091429091503938	0.00962972700672166	0.0126998611214762	0.00397623344692645	0.00426469752517106	0.0139544224718551	0.00492574438072763	0.00682357029237752	0.0108578987416569	0.0108558697442884	0.0200176711220586	0.00886951643246601	0.0041176985855655
OM3_C_8A_3	0.0094681993336552	0.00350613524933994	0.015410998978599	0.0116453971961889	0.012731894990766	0.0204447805202915	0.0158477580000204	0.00624671823701445	0.0180376021789184	0.00598297945539052	0.00779929683410458	0.0102074234110837	0.0045164368895009	0.00581296246358611	0.0106049410218843	0.0186379587012828	0.00464574693111882	0.0340323663863767	0.0079415272479546	0	0.0158434290779766	0.0183351192503264	0.00610753203900866	0.0537909535323275	0.0259728076179234	0.0187511835757514	0.0172562954357396	0.0128179102156751	0.00912371249304824	0.00364199273789429	0.00507638886612882	0.00312880405524281	0.00911175806759762	0.0130055710485555	0.0057867592590941	0.00369222484339981	0.0142410301930868	0.00571554520708644	0.00990261088067899	0.0255182360379504	0.0059041997008873	0.00479825222466838	0.00353612092778904	0.00797130376524594	0.0142607144368268	0.0168637476741065	0.00648745452192829	0.0110114429301048	0.0115697486082791	0.00367746263199037	0.0287767351080551	0.0123233236376796	0.00641758670465057	0.00684282258991651	0.0128405982048885	0.00374938929015665	0.0112490045674066	0.00571022809429854	0.00714611545520654	0.0104047912785933	0.00739698043221631	0.0126603405088476	0.0147629010686673	0.00538959197459243	0.00798676005517283	0.0120772331122146	0.00397094582677017	0.00392772226541882
OM3_C_8B_1	0.00914378423904858	0.0123405358206312	0.00356649520724018	0.00835385331166628	0.00682747128107731	0.00749706104081166	0.00198820946190838	0.0136559327537507	0.00764329492161387	0.0118439135140359	0.00880861057530631	0.00967144388572858	0.0115606975642968	0.0212174444363627	0.00577707202458766	0.0033657500807819	0.0168472015678559	0.0307866207237638	0.00854291191203537	0.0158434290779766	0	0.00531217092366486	0.0107398289507332	0.0380421335713639	0.0105155750424429	0.00332020288096175	0.00206263366797607	0.00712406548434177	0.0115842531546866	0.0194012396028532	0.0204169911830767	0.0189649011399719	0.00751748222699365	0.0071454479370467	0.0200905717590714	0.0166796200425227	0.00255467532347214	0.0146389863388471	0.0132096248292519	0.00970836042751446	0.0102343668761605	0.0115226661107287	0.013967777039489	0.0236438713070886	0.00268881935162116	0.00626335153592251	0.0107930609619563	0.00721207912820664	0.00856988924603586	0.0169101675212041	0.0445414681040603	0.010234121175927	0.0106527829258225	0.0187036529974403	0.00340720357248714	0.0176419799186507	0.0103259903337416	0.0210896919890001	0.0121047786426944	0.00557397930329286	0.020052027934441	0.00684638160291834	0.00477131123862814	0.0168139841643727	0.0150104251430452	0.0276082703632689	0.0151802019657877	0.0119571432756455
OM3_C_8B_2	0.0137268183228399	0.015037494217824	0.00886547746267635	0.0133674048743971	0.00608321642863119	0.0117537188957089	0.00357270585179095	0.017695226521571	0.0126915173248645	0.0130719136444743	0.0126896719974214	0.0144568495730936	0.0146768232980109	0.0240760410752854	0.00782757331352003	0.00708536363346126	0.0179988525030415	0.0259453523839344	0.010395665918812	0.0183351192503264	0.00531217092366486	0	0.0123899448682217	0.0359762263902581	0.011799939711489	0.00341667379896259	0.00346240034415226	0.01229053877252	0.0162021063467022	0.0215801033743015	0.0232987091584256	0.0213018341851977	0.00922412083404276	0.0123362557293267	0.023372296990783	0.0200391638782806	0.00773120773197477	0.018557181653026	0.0179474469994111	0.00882005865423745	0.012433873289145	0.0148204190097052	0.015636796615881	0.0255336549638161	0.00459488828126428	0.00234965205270895	0.0146563503088186	0.00756039542553005	0.00789038405223072	0.02024048997262	0.0462416871028268	0.0153506630251473	0.0121561517932269	0.0225229657361601	0.00808581499517888	0.0191599581449571	0.0153015037807566	0.0228534535129546	0.0127331677219727	0.00942730726533816	0.0237816154981495	0.00614718184978234	0.00360418319748697	0.0205435950396952	0.0193650452977847	0.0304072077625527	0.0186944307448993	0.0144642149570376
OM3_C_8B_3	0.00806970885003725	0.00346880566655872	0.011396007890794	0.00982052693252851	0.00663127735112092	0.016747668224666	0.0102920134356463	0.00835482663001881	0.0150325269925422	0.00134685753164921	0.00557001384020847	0.00917582914445507	0.00411403011464704	0.0119201846185244	0.00501614421530876	0.0139116757178314	0.00611425094335174	0.0294643857413219	0.00219979449710271	0.00610753203900866	0.0107398289507332	0.0123899448682217	0	0.0481798724288035	0.0212320978853569	0.0132493378005772	0.0117849058096573	0.010341256043548	0.00936410083961784	0.00919256654517069	0.0111804943472943	0.00893955270102507	0.00330736987080345	0.0105335275114616	0.0116590536964727	0.00870035581591887	0.00981336199315106	0.00865915204915023	0.0109672693737108	0.0201165256004433	0.0012881170664778	0.00462200919107143	0.00330025515177703	0.0131971787251008	0.00867970867337467	0.0107909172577173	0.00605940072536058	0.00492615088336731	0.00551537585439878	0.00883208512907957	0.0340440564167295	0.0114031634572361	0.000370045533120748	0.0117656049962219	0.00841475064223199	0.00695326392429378	0.0105133949093741	0.0105468649526182	0.00251494134424105	0.00615465993230863	0.0127339905763011	0.0065597171729113	0.00878765762239699	0.00983772740868416	0.0105440521070279	0.0181297908213685	0.00783394939673415	0.00273637664399008
OM3_C_8C_1	0.0464603463584942	0.0503163013692953	0.039419563152156	0.0448577466424662	0.042050966735426	0.0360493025934877	0.0379765725122703	0.0512915000581277	0.0392020911083513	0.0489852280593713	0.0467450794930102	0.0465576888957999	0.0495922183696864	0.0592382299487755	0.0432676712817245	0.0356978492047266	0.0539527061051775	0.0470148615198277	0.0460541410735029	0.0537909535323275	0.0380421335713639	0.0359762263902581	0.0481798724288035	0	0.0290567816562898	0.0350566811547406	0.0365504113533265	0.0433204393937779	0.0485824318964191	0.057251866785991	0.0584388119679681	0.0568789970701775	0.0448956797554474	0.0432129657284663	0.0580459540362732	0.0546460676147157	0.0400151506943784	0.052340653570289	0.0497599915257626	0.0283403644389409	0.0479869593260182	0.0495497183612128	0.0514715550970911	0.0613576304984723	0.0395789030563492	0.0379928341410304	0.0486701429676033	0.0435026626971831	0.0438079539042077	0.0548829822877823	0.0821322683515959	0.0459314458956136	0.0479877966001322	0.056357435413928	0.0412891720402817	0.0550647451166996	0.0465888129656177	0.0587107899494902	0.0486991907961309	0.0436037196074628	0.0577480899393636	0.042115888499043	0.0395309080636104	0.0545923257997066	0.0521779616233928	0.0656188604213102	0.0531121988080819	0.0498715166179093
OM3_C_8C_2	0.0176584385097858	0.0224890462683791	0.0107096513020998	0.0159026657090899	0.0167328798016494	0.00706832576651304	0.0114537274881985	0.022521434132493	0.0102066565803079	0.0223566679241559	0.0183649530532417	0.0176302953574329	0.0215073026363464	0.0309581847475097	0.0162921631820693	0.0073657117878215	0.0273442682509855	0.0361201961463104	0.019042665035287	0.0259728076179234	0.0105155750424429	0.011799939711489	0.0212320978853569	0.0290567816562898	0	0.00884639036422383	0.00997934772909154	0.0143664981662487	0.0196385979530347	0.0295978088455615	0.0301623831445496	0.0290943733097033	0.018032208341588	0.0142445703272456	0.0294924216415865	0.0261506065414564	0.0117344559613041	0.0235933749920051	0.0207373800905048	0.00459926652842692	0.0206406566168151	0.0213433042714643	0.024416554333386	0.0339010930054944	0.0129162053995846	0.0140887453729628	0.0201518785844931	0.0175324864646548	0.0186220972241506	0.0263982989687673	0.0547265199257199	0.0168874991033932	0.021158403376987	0.0275319321316092	0.0131428801334614	0.0280788991611302	0.0175702237698944	0.0314232441947536	0.022593971338821	0.015586760689359	0.0289343457540119	0.0167730343010662	0.0141443252325611	0.0258682223129672	0.023224046850011	0.0372511757363397	0.0245766487509828	0.0222065761992448
OM3_C_8C_3	0.0124636682922198	0.0152813168285747	0.00636424951168932	0.011603325682859	0.00795561769647107	0.00839924964772024	0.00295760572845621	0.016945189301236	0.00965160521421094	0.0141955960201783	0.0120435582470339	0.0129744908551529	0.0146261415732357	0.0242728395263819	0.00825660813442943	0.00377459950092583	0.0192430697130042	0.029308074587982	0.0110746145561454	0.0187511835757514	0.00332020288096175	0.00341667379896259	0.0132493378005772	0.0350566811547406	0.00884639036422383	0	0.00149556876651277	0.010294654931372	0.0149006140971623	0.0222263442528064	0.0234757686597333	0.0218426695373508	0.00994227260979695	0.0102927143665913	0.0232547324729825	0.0198491444790991	0.00581985676393575	0.0179135729995714	0.0165102648175504	0.00687052901056764	0.0129569418759218	0.0146403721036396	0.0165450073901039	0.0263871110654863	0.00457000859687257	0.00543117689218327	0.0140404907400717	0.00895854639441389	0.00986010827194955	0.0200736237270221	0.0472676715656142	0.0134107550216879	0.0130971195396429	0.0219730894841147	0.00671655336023743	0.0201999730523609	0.0135770114123039	0.023771390146277	0.0141876069961374	0.00874910433874142	0.023309501028953	0.00800132429189948	0.00532106619722844	0.0200632729592697	0.0183289292527583	0.0306664501312791	0.0183788859288315	0.0148265971610238
OM3_C_8E_1	0.0111312712151645	0.0137859137407902	0.00548314308399615	0.0104127468836229	0.00675821537312498	0.0084766176266109	0.0015207773936887	0.0155293428136459	0.00923139485022491	0.0127571498352409	0.0105975447579231	0.0117022625446869	0.01313701299278	0.0227806082813785	0.00678054827498042	0.00383967782993728	0.0178054098164677	0.0293111574363051	0.0096025818778916	0.0172562954357396	0.00206263366797607	0.00346240034415226	0.0117849058096573	0.0365504113533265	0.00997934772909154	0.00149556876651277	0	0.00918435234016544	0.0135887761441335	0.0207358602148956	0.0219838584731795	0.0203492122333002	0.00847991045376558	0.00920279946062807	0.0217774916858956	0.0183742127060715	0.00461662684776103	0.0164842429427845	0.0152399226286875	0.00833490524408571	0.0114693379103885	0.0131580262881284	0.015076435728874	0.024904661969626	0.00311257556606007	0.0049360241649873	0.0125977114559091	0.00761377161863021	0.00864372789413923	0.0185972033058853	0.045791085278338	0.0122959534679971	0.0116415076491596	0.0205378259158737	0.00535482998847549	0.0187374217704744	0.0123835496587734	0.0222947680601319	0.012800450820409	0.00728950240430892	0.0218661078481717	0.0067969235986089	0.00422571014298074	0.0186166834106242	0.0169677598862891	0.0291740695439725	0.0169126148599353	0.0133320432809798
OM3_C_8E_2	0.00347888680836681	0.0097232515082924	0.00413317776221951	0.00153926029723521	0.0109724564723585	0.00789631987034771	0.00872285720877957	0.00824375161590712	0.00522912853600504	0.0116868977834985	0.00519004955764857	0.00326591270808549	0.00841670811574624	0.017008382602758	0.00771107918732799	0.00790035267872175	0.0156966395757811	0.0365370387238129	0.00883054240360377	0.0128179102156751	0.00712406548434177	0.01229053877252	0.010341256043548	0.0433204393937779	0.0143664981662487	0.010294654931372	0.00918435234016544	0	0.00527510959309412	0.0163919312065104	0.0162357655853184	0.015762332734012	0.00861276511624722	0.000195958305413582	0.015316490659417	0.0120970072953652	0.00458474733505395	0.00932302171116235	0.00652626433679805	0.0154933063409425	0.00918208852686603	0.00804314961014342	0.0126000969447522	0.0206864714370939	0.00813620542911702	0.0126146599689365	0.00637322048103958	0.010118454001283	0.0118737855325466	0.0123501068281733	0.0410759530176749	0.00311754755245156	0.0105022941533482	0.0131836011349059	0.00438702572081894	0.0158405194195412	0.0033889087863699	0.0185269914269443	0.0126920517765349	0.00480305415618541	0.0145874300172022	0.0109434536926214	0.0104084797710088	0.0115918537021581	0.0088698444339214	0.0231300237854453	0.0105219800257506	0.00977891820188185
OM3_C_8E_3	0.00247765773603627	0.00704450284298034	0.0092433803628001	0.00373684479270291	0.0130147565081239	0.0130264500806435	0.0127276304321023	0.00329711764814566	0.0100865253200995	0.010518699463781	0.00424113745626393	0.0020308459881649	0.00571288413870084	0.012216988571272	0.0095015130489847	0.013035431846157	0.0130505270716275	0.0382439496152495	0.00895412815306569	0.00912371249304824	0.0115842531546866	0.0162021063467022	0.00936410083961784	0.0485824318964191	0.0196385979530347	0.0149006140971623	0.0135887761441335	0.00527510959309412	0	0.0123492995380795	0.011488238808712	0.0116372608086512	0.00942120978985161	0.00539473569060713	0.010308834512592	0.00734668817398398	0.00911081779588781	0.00432626327962464	0.00182854712582972	0.0206298227943674	0.00808502072733813	0.00515796493385707	0.010264712966994	0.0164469816537658	0.0116407127658339	0.0158859337351832	0.00334952902329057	0.0115947905497087	0.0131679635549285	0.00759516643345813	0.0362762043177291	0.00338587300606728	0.00967104811481963	0.00795512340454991	0.00824346381907465	0.012696574034765	0.0023506817438656	0.0146370677056671	0.0118624610715413	0.00690712233570617	0.0093566015274238	0.0129620315601126	0.0134824664718286	0.00650860636591933	0.00360004962710085	0.0180977491681191	0.00586939700731984	0.00747981944419457
OM3_C_8F_1	0.0129890072876205	0.00711169178791036	0.0190522917196818	0.0151625114475333	0.0157509014779577	0.0240727183202733	0.0192947050425448	0.0091956408196164	0.021619277121767	0.00867612008569664	0.0114319027249832	0.0136458076557665	0.00815705357481538	0.00380733069523203	0.0140021493347195	0.0222539706624767	0.00493766648724481	0.0349521302779014	0.0112376894580529	0.00364199273789429	0.0194012396028532	0.0215801033743015	0.00919256654517069	0.057251866785991	0.0295978088455615	0.0222263442528064	0.0207358602148956	0.0163919312065104	0.0123492995380795	0	0.00346716304735473	0.000757710335327741	0.01240838039217	0.0165766361727894	0.00526175610489694	0.00549216309428782	0.0178664551262537	0.00839623731380961	0.0128238682287329	0.0290372093393121	0.00927638553957209	0.00841971586520948	0.00602029924303589	0.00433013026963746	0.0176911433205408	0.0199429164216386	0.0100252157619923	0.0140906412832475	0.0143598418519467	0.00531134800804284	0.025166809304339	0.0156648546742608	0.00944013100277391	0.00773813952086532	0.0164600298938737	0.00332761770883172	0.0145901707154612	0.00232527414195922	0.00949535618035015	0.0140189541718883	0.00761761442941063	0.0156799227742619	0.0179792783404278	0.00713954665722979	0.0104819188818157	0.00914522137983837	0.0066091026270847	0.00744504217038665
OM3_C_8F_2	0.0127588562984234	0.0082712602329016	0.0194605884672382	0.0148329053917066	0.0177954689569477	0.0241172284393617	0.0206355360712974	0.00819319992869586	0.0213912659679553	0.0110178483631046	0.0118140132926928	0.0131546708044663	0.00886086255370841	0.000801338850840044	0.0154996234599288	0.0229520895784747	0.00820512668244586	0.0382882342197168	0.0129405887156524	0.00507638886612882	0.0204169911830767	0.0232987091584256	0.0111804943472943	0.0584388119679681	0.0301623831445496	0.0234757686597333	0.0219838584731795	0.0162357655853184	0.011488238808712	0.00346716304735473	0	0.00301650280167044	0.0140984988489098	0.0164026273995747	0.00201543746241176	0.00416179180966967	0.0185469727965195	0.00717353376423184	0.0114671339654933	0.0301214321404411	0.0108877070034701	0.00890882159051884	0.00844611609916496	0.00557000868320301	0.0190829621064697	0.0219047020102983	0.0100289980704639	0.0160681243232869	0.0166425985358185	0.00390923178027532	0.024856831114686	0.0148701266161151	0.0114934379929236	0.00499397456263979	0.0172115978876143	0.00664641109511019	0.0138361781398096	0.00513182768809193	0.0120892077088727	0.0148555488702409	0.00446664735584641	0.0177239668329586	0.0197566075634854	0.0052145733874704	0.00878962509721412	0.00719533975874201	0.00571964018985928	0.00883789756346376
OM3_C_8F_3	0.0123402078269213	0.00663379746558164	0.018508429091895	0.0145091709553852	0.0155451256307395	0.0234831250396228	0.0189248974668281	0.00846316176097365	0.0209905414139246	0.0085276832346785	0.010857472314589	0.0129707934972426	0.00760774964032718	0.00348757809080823	0.0136515939710399	0.0217643850925339	0.00520126018022053	0.0352820555091611	0.0109229207341561	0.00312880405524281	0.0189649011399719	0.0213018341851977	0.00893955270102507	0.0568789970701775	0.0290943733097033	0.0218426695373508	0.0203492122333002	0.015762332734012	0.0116372608086512	0.000757710335327741	0.00301650280167044	0	0.0120967410716689	0.0159452785181852	0.00466969545144351	0.00473458377844884	0.0173648752585865	0.00764990020713227	0.0120818900630138	0.0286286189997844	0.0089249125409755	0.00783857107404812	0.0058734425810371	0.00492537967968521	0.0173286652383841	0.0197240879440738	0.00938990028142704	0.0138610004113121	0.0142200062139537	0.00455376286199745	0.0256523961970904	0.0149661102417757	0.00920781951313149	0.00702774886474198	0.0159670672581332	0.00363067978192209	0.0138927169215684	0.00307716607120655	0.00944107332168292	0.0135327912656991	0.00697033885232888	0.0154737984958591	0.0177084134797437	0.00638458837758636	0.00972606630581267	0.00923560496709387	0.00586888278177168	0.00702225873291435
OM3_C_9A_1	0.00742265932356116	0.00588013482945342	0.00865622979294983	0.00857171595192722	0.00397210789351917	0.0139850871227935	0.00698481000621802	0.00956803043826714	0.0126639920548686	0.00432878162452035	0.00518026052226718	0.00852666107436037	0.00577946574614464	0.0148693262618777	0.00174161616434396	0.0107738425245344	0.00935651868168749	0.0288394450951942	0.00117402610238545	0.00911175806759762	0.00751748222699365	0.00922412083404276	0.00330736987080345	0.0448956797554474	0.018032208341588	0.00994227260979695	0.00847991045376558	0.00861276511624722	0.00942120978985161	0.01240838039217	0.0140984988489098	0.0120967410716689	0	0.00878562217891429	0.014299439840442	0.0110716524811191	0.00692942761796663	0.0101912354188346	0.0112212522439998	0.016810326945738	0.00321353680424438	0.00607129926968423	0.00660553458925338	0.01648362298699	0.00537268401659335	0.00785289207061243	0.00664473934552069	0.00229606003164155	0.0037479175470253	0.0112494583292308	0.0373455868333371	0.0104908341997058	0.00316625476553719	0.0138553009469888	0.00562822888433805	0.0102591811774755	0.00982435277259345	0.0138455018117486	0.0046907259197832	0.00384729317743096	0.0149963111559541	0.00390549335481722	0.0056593361713208	0.0118580359559375	0.011613658761292	0.0211867698921066	0.00988944850693895	0.0052648493388314
OM3_C_9A_2	0.00364952020021126	0.00991715019360908	0.00408636963506718	0.00165960241984101	0.011106221047776	0.0077383631593723	0.00877258636528016	0.0083932253156852	0.00504641647555821	0.0118793450595371	0.00538516470857208	0.00339736349548798	0.00860897644454631	0.0171739085095017	0.00786455360177026	0.00783636177606997	0.0158924465502771	0.036658460164813	0.00901396871669389	0.0130055710485555	0.0071454479370467	0.0123362557293267	0.0105335275114616	0.0432129657284663	0.0142445703272456	0.0102927143665913	0.00920279946062807	0.000195958305413582	0.00539473569060713	0.0165766361727894	0.0164026273995747	0.0159452785181852	0.00878562217891429	0	0.0154707090196334	0.0122607605798526	0.00461705110945669	0.00947240097460894	0.00660757591427284	0.0154222546226971	0.00937620944960543	0.00823327056228275	0.0127960167417723	0.0208691135525395	0.00821882523670936	0.0126949147589702	0.00655588043402443	0.0102713529693125	0.0120269436690781	0.0125139464938743	0.0412450074348822	0.00312114112191881	0.0106932709102764	0.0133172154612921	0.00447757907277948	0.0160346088213919	0.00345349563688635	0.0187148551506772	0.0128808031963456	0.00496821908459365	0.0147210263591442	0.011078068121307	0.0105038892713193	0.011738863503352	0.0089841103775186	0.0232849787233623	0.0106870702260962	0.0099743793568865
OM3_C_9A_3	0.0118824453290384	0.00842719900771383	0.0187983518500865	0.0138487259001417	0.0181485661034584	0.0232067455852104	0.0205016554622401	0.00708898624511332	0.0203632843330884	0.0117239775793342	0.0113161339339153	0.0121244357737922	0.00870806083723874	0.00234938487017338	0.0155479011550969	0.0224120152205629	0.00965134593366686	0.0396425913698678	0.0131824200725538	0.0057867592590941	0.0200905717590714	0.023372296990783	0.0116590536964727	0.0580459540362732	0.0294924216415865	0.0232547324729825	0.0217774916858956	0.015316490659417	0.010308834512592	0.00526175610489694	0.00201543746241176	0.00466969545144351	0.014299439840442	0.0154707090196334	0	0.00341148860389453	0.0180522631511891	0.00601484082989549	0.0100298274334917	0.0297508971529883	0.0111501576351472	0.00862770356001743	0.00932000549364195	0.00751937077171931	0.0190014770898132	0.0221511564374973	0.00939627981929035	0.0164068514167518	0.0171739510628617	0.00318236353824207	0.0260010874257202	0.0136417964243439	0.0120007423295334	0.00308694339750011	0.0167804795224483	0.00818367347067222	0.012649965646947	0.00711717059228075	0.0129286597018284	0.0145243415034237	0.00245196081423239	0.0180778187100012	0.0199075728607861	0.00380768080769387	0.00726591206035641	0.00781616411215828	0.00494352348017146	0.00908565298739782
OM3_C_9C_1	0.00862652240371033	0.00529132393081287	0.0154448683697595	0.0106784397618266	0.0149888235866332	0.0199885927388048	0.0171113432087894	0.00405034803375559	0.0172350821016998	0.00901275386739367	0.00790995781333446	0.00899389756263328	0.0053654786254758	0.00491876565687597	0.0122295692239027	0.0190255511091805	0.00829976917092863	0.0375471258451396	0.00999458591732351	0.00369222484339981	0.0166796200425227	0.0200391638782806	0.00870035581591887	0.0546460676147157	0.0261506065414564	0.0198491444790991	0.0183742127060715	0.0120970072953652	0.00734668817398398	0.00549216309428782	0.00416179180966967	0.00473458377844884	0.0110716524811191	0.0122607605798526	0.00341148860389453	0	0.014653358156146	0.00307439530354165	0.00748734327158995	0.0263427574627114	0.00801358347908269	0.00524067792479802	0.00696592180691015	0.00923043475552276	0.0156257812736171	0.0189033249943933	0.00601206685429543	0.0132511374295812	0.0141659706389174	0.000253358713019909	0.0290128548610039	0.0107323385770647	0.0090609459098322	0.0032135575545383	0.0133726090920997	0.00719582714502572	0.00968914846257142	0.0078044082824797	0.0103435713499251	0.0111140804658225	0.00403590021674493	0.0149191289576394	0.0166177165081649	0.00175574385125155	0.00500437979081354	0.0111058822150001	0.00158088381541462	0.00600055201804754
