	OM3_B_B_1	OM3_B_B_2	OM3_B_B_3	OM3_C_7A_1	OM3_C_7A_2	OM3_C_7A_3	OM3_C_7B_1	OM3_C_7B_2	OM3_C_7B_3	OM3_C_7C_1	OM3_C_7C_2	OM3_C_7C_3	OM3_C_7G_1	OM3_C_7G_2	OM3_C_7G_3	OM3_C_7H_1	OM3_C_7H_2	OM3_C_7H_3	OM3_C_8A_1	OM3_C_8A_2	OM3_C_8A_3	OM3_C_8B_1	OM3_C_8B_2	OM3_C_8B_3	OM3_C_8C_1	OM3_C_8C_2	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8E_2	OM3_C_8E_3	OM3_C_8F_1	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9A_2	OM3_C_9A_3	OM3_C_9C_1	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9D_1	OM3_C_9D_2	OM3_C_9D_3	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9E_3	OM3_C_9F_1	OM3_C_9F_2	OM3_C_9F_3	OM3_C_9G_1	OM3_C_9G_2	OM3_C_9G_3	OM3_C_9H_1	OM3_C_9H_2	OM3_C_9H_3	OM3_H_3C_1	OM3_H_3C_2	OM3_H_3C_3	OM3_H_3D_2	OM3_H_3D_3	OM3_H_3E_1	OM3_H_3E_2	OM3_H_3E_3	OM3_H_3F_1	OM3_H_3F_2	OM3_H_3F_3	OM3_H_3G_1	OM3_H_3G_2	OM3_H_3G_3	OM3_H_3H_1	OM3_H_3H_2	OM3_H_3H_3
OM3_B_B_1	0	0.0200964711524958	0.0179253509955084	0.0290834622604145	0.0134185255094392	0.0222995279892547	0.0420506688166416	0.0310071071124419	0.0561781842104704	0.0584112944816756	0.0621380134817315	0.101276340355746	0.0528937692701597	0.0619552717410728	0.0728561706351011	0.074751259999446	0.0307723211671679	0.0575151006973458	0.0380974211111442	0.0294526295634164	0.0367599881665635	0.101205157843579	0.110632734690352	0.091928196527018	0.0450869540952328	0.045575504382719	0.0432922370996636	0.033513813990785	0.00846813256241834	0.0462052102529266	0.0583313669772483	0.0418231342569746	0.0701919795853241	0.168745533825824	0.117253869616007	0.240605281048175	0.088355959835162	0.0527648656264289	0.0902553136707755	0.0781411001958174	0.0485807083154047	0.0901293179309612	0.0589502424548844	0.0403699916734109	0.0607916795858535	0.026407168091251	0.0127127240591287	0.0250677424356046	0.0154621840395167	0.0174626956733021	0.017427155596601	0.0353391976871211	0.0317698956575574	0.0511718916190063	0.0593458224462293	0.0423309023308199	0.0875273801701274	0.0604962607379771	0.111853496330337	0.0703925177685764	0.0631319548823463	0.09661778069108	0.0960936411136473	0.0488071951343638	0.0982727023723729	0.0482374642994071	0.0337683655603269	0.0699303564699355	0.0226035370199605	0.0107426078844526	0.0855243567701424
OM3_B_B_2	0.0200964711524958	0	0.00847135201822588	0.0420286811960427	0.0205929216901425	0.040413522055988	0.056587166478618	0.047131143667388	0.0725212835793371	0.0742428128090733	0.0783302133075801	0.11704471738808	0.0682392285955004	0.0780557819272841	0.0894041665123226	0.0896495423128871	0.0473179506696798	0.0744613272822593	0.0538718688888468	0.0325266294437562	0.0453468797824595	0.111492031847475	0.114577355242062	0.0980387303282416	0.0532426750803635	0.0512648783180789	0.0542886377041147	0.0488980898823832	0.021695465967044	0.0628162659456815	0.0739843835005278	0.0517938228232206	0.0862749540220151	0.182121319273182	0.130410750540942	0.252366920762689	0.103901619991456	0.0686079014975332	0.106272122973462	0.0919019880842763	0.0642827614685863	0.106532059473883	0.0739964173291949	0.0480724743939988	0.0756007377381608	0.0429589269758627	0.0197231142989507	0.0396138743405626	0.0218668233163184	0.0129072446102905	0.0349179783620663	0.0500304631764382	0.0474900006813502	0.0671384756565594	0.0740502445087953	0.0584524736244665	0.103905023645907	0.0756259421371477	0.127501216334053	0.0865990847954199	0.0776282376158543	0.113158519089084	0.112524882590377	0.0639194154649707	0.114781601373261	0.0629474504520944	0.0439737448454128	0.0851638490045586	0.0331095336354136	0.0211224665327543	0.101483561546157
OM3_B_B_3	0.0179253509955084	0.00847135201822588	0	0.037974770484456	0.0154159829308837	0.0365981303642221	0.0515319496576966	0.0430394346621417	0.0690986537638917	0.0709972982230694	0.0754030334812531	0.113517378934248	0.0628792500898604	0.0736305332916131	0.0849374928477193	0.0851515424655484	0.0426272916849896	0.0697675949711171	0.0490694889863648	0.0281173855777089	0.0398662605844062	0.110655537795692	0.115814508670814	0.0980778044785237	0.052773016318632	0.0510245520728086	0.0532496612643678	0.0438637372432455	0.0178716344719924	0.0583745258612917	0.0694017574592899	0.0466295147930233	0.0815342158439232	0.180404947913163	0.128830465203291	0.251101253889528	0.0999137772619767	0.0641667605571245	0.101720462695094	0.0868068207884156	0.0600449167458986	0.102470317768015	0.0696309677865886	0.0436678967412257	0.0702368930239251	0.0397315510271449	0.0159519008556	0.0348459639506864	0.0157272067706716	0.0105491689109443	0.0302546808653357	0.0445098631902236	0.0438191144749856	0.0621680238929283	0.0691376502298639	0.0537644435578246	0.0997411348877653	0.0709421330019928	0.123395196424491	0.0816720579540777	0.0728771643690233	0.108566683146218	0.108769874725309	0.0592778160667137	0.110474594129983	0.0578024972580097	0.0394444376285798	0.0800417893870398	0.0291370761061355	0.0162147611921038	0.0991938333622456
OM3_C_7A_1	0.0290834622604145	0.0420286811960427	0.037974770484456	0	0.0285854671838558	0.0185090781970875	0.0211464534938092	0.0127700186144412	0.0375847051782133	0.0427714547670607	0.04881809134494	0.0842987033301452	0.0278877400625748	0.0381329837769216	0.0500489508468096	0.048768962897166	0.0117360241119881	0.0360307728741268	0.0145223447571536	0.0270599051743539	0.0278396200953974	0.0981180743433666	0.119488108042319	0.0958829387472392	0.0501826220019198	0.0539198928466416	0.0495577421549214	0.0114903993341875	0.0224291014664916	0.02407823995173	0.0331017167059577	0.0264096040669001	0.0462716660788444	0.156058833550994	0.108225951937249	0.230062107882627	0.0627759512028246	0.0275725330228572	0.0658797998728329	0.0510970113727454	0.0233319610075786	0.0672186550005876	0.0333497824014152	0.0221846549667088	0.0352868409504688	0.0142418732387325	0.023268628226891	0.0100410646474753	0.0234942238235404	0.0383645899369591	0.0171408326803099	0.016327158375665	0.0160946987465773	0.0275061837952954	0.0335270650792172	0.0192305606359008	0.0662390031052987	0.034813856188488	0.0884749314917317	0.0454665871749207	0.0362375685581739	0.0752796187832166	0.0737951836699803	0.0232835971152902	0.076977856704798	0.0265414285683677	0.0255749900054329	0.0459182129176743	0.0144338705743361	0.0295625153200405	0.069912508194218
OM3_C_7A_2	0.0134185255094392	0.0205929216901425	0.0154159829308837	0.0285854671838558	0	0.0257565836137792	0.038259832614867	0.0306428151662631	0.0599297859284086	0.064190666836814	0.068977524528933	0.105702388688443	0.0515034959071431	0.0637774443043557	0.0741580119208745	0.0746924806062813	0.0314874001950087	0.0573349298021805	0.0376471222905707	0.0198791392879322	0.027756204557118	0.110007399646311	0.120445292405848	0.101205303324348	0.0543374047196965	0.0542832044040679	0.0530353697947461	0.0330395397813335	0.0120740517457173	0.0469108072653508	0.0570951037563375	0.0339299781516858	0.071307639649102	0.175878447701749	0.125414809401017	0.248091762564073	0.089297142535085	0.0522687801609085	0.0901037060496445	0.0751239557872702	0.0482571068041211	0.091700421244777	0.0573058798466641	0.0337291837337059	0.0583679750523862	0.027632083331309	0.0118548471265042	0.0226173873428714	0.0126482598602563	0.0122409344842704	0.0186829416353659	0.031525161408397	0.0344147469979215	0.0501742472621855	0.0567589017079222	0.041753258572833	0.0889415212925568	0.0585488679451703	0.113155677917472	0.0700337769314313	0.0611471188219846	0.0980620240951735	0.0987164686312725	0.0470638321708353	0.100093473816386	0.0444988889535664	0.0265536422395235	0.0689304687226948	0.0179491866083889	0.00708406658002771	0.0917367614901898
OM3_C_7A_3	0.0222995279892547	0.040413522055988	0.0365981303642221	0.0185090781970875	0.0257565836137792	0	0.0280357921785345	0.0145794509393393	0.0354953951466908	0.0403824656391415	0.0449664422006884	0.0812750514875331	0.0340177936820131	0.0418000197937076	0.0514412103604038	0.0543494169725278	0.0132039049961004	0.035981145631356	0.021253311739714	0.0352439117193029	0.0347915728763858	0.0909227707791293	0.109800393845609	0.0878904847375195	0.0422644106559736	0.0456788506804651	0.0387509147696207	0.0176276004199464	0.0204399651105977	0.0251341829907443	0.0390496733796196	0.0353725369949646	0.0494873189132456	0.152491004952537	0.102835595100392	0.225992678881293	0.0679458271767052	0.0343656868770908	0.0687536942989388	0.0604304003805293	0.0298112583103684	0.0685376903775167	0.0407785296111025	0.0364190443338363	0.0414656574183704	0.0139727380416854	0.025462014308635	0.0151186575785218	0.02559979385223	0.0361558658634249	0.0125029058194686	0.021383840231094	0.0123575434576321	0.0308077992920134	0.041539094550286	0.0229953434501047	0.0655680241234706	0.0420641701109637	0.0903916476985917	0.0503061282331288	0.0451941776632325	0.074786443660062	0.0749451402366873	0.0306718658397601	0.0764910127603774	0.0331814195379644	0.031550577429398	0.0488083861155414	0.0215761008695366	0.0258230511726011	0.0668846831324751
OM3_C_7B_1	0.0420506688166416	0.056587166478618	0.0515319496576966	0.0211464534938092	0.038259832614867	0.0280357921785345	0	0.0164704646680028	0.0410651041211046	0.0497243758489187	0.0555835099754716	0.0853165044318864	0.0197900945637716	0.0362578975015067	0.0449187960722007	0.0439403572205938	0.018052728124309	0.0276277772944066	0.0135650503804647	0.0323393228286001	0.0219237149978286	0.109969866900237	0.135102207531523	0.111177911086575	0.0671072203255802	0.0710515381346587	0.0644396019554274	0.0163499650220018	0.037119723944717	0.0219362667299673	0.0223623868517208	0.0158077781695689	0.0419267710424015	0.161084300960201	0.116111284631094	0.23601212068273	0.0569313069581848	0.0183635121997982	0.057457703470343	0.0384353420695183	0.0175018141567733	0.0619083746430246	0.0222331274496127	0.0209735484450856	0.0248086347787756	0.0208150558942927	0.0377531501900991	0.0183148788417068	0.0376146635418945	0.04895336046469	0.0256430771924389	0.00904063472785401	0.0279190056987875	0.0200365748332465	0.0199443568874297	0.014647943961999	0.0614558988579562	0.0221249837334531	0.0834230245945174	0.0355476620189693	0.0252027545198289	0.0698205904764857	0.0700814538650568	0.0138574922041217	0.0721531468830171	0.00696647771691851	0.0209067132926788	0.039372065017945	0.0250625050700561	0.0388689887668481	0.0735736467514055
OM3_C_7B_2	0.0310071071124419	0.047131143667388	0.0430394346621417	0.0127700186144412	0.0306428151662631	0.0145794509393393	0.0164704646680028	0	0.0346239547613451	0.0419059230960225	0.0470355244652819	0.0812696470550512	0.0250803282416323	0.0358570675239778	0.0463161600164198	0.0461667574134138	0.00979117200182264	0.0288106928783691	0.0104025670832907	0.0314752080576348	0.0284172973298275	0.0987161125847569	0.121023916036766	0.098074051156364	0.0533189902636099	0.0576320202768773	0.0504841845434729	0.0127366762339772	0.026439839385662	0.0190468400182983	0.0279753258652382	0.0255471960010526	0.0435334272250594	0.154574223935836	0.107095494745558	0.229367890849631	0.0598850724667229	0.0235503631926205	0.0611765786206429	0.0491495054550424	0.0186912446316485	0.0629472971976784	0.0283407701199224	0.0265402558674023	0.0316476142187827	0.00725828008590155	0.0291408284304203	0.00966519285691982	0.029726094054042	0.041056497878316	0.0160745886636716	0.0117312254182622	0.014886344127677	0.0227187743738798	0.029895584386478	0.0148100297709952	0.0614281316681679	0.0309373643807621	0.0851666687525958	0.0412971854278484	0.0337692093000181	0.0707422494701153	0.0699708091764042	0.018827501425785	0.0725538538265146	0.020846182895641	0.0235796541797309	0.0424615592205953	0.0176492841745638	0.0315639822188047	0.067236611783043
OM3_C_7B_3	0.0561781842104704	0.0725212835793371	0.0690986537638917	0.0375847051782133	0.0599297859284086	0.0354953951466908	0.0410651041211046	0.0346239547613451	0	0.0143235855730528	0.0207351104899258	0.0477511972448826	0.0282574922499159	0.0174957217837178	0.0223779328838574	0.0286595732324477	0.0316034027078337	0.0224960943787935	0.0315096834861503	0.0637111824157615	0.0596254060257047	0.0728502992120726	0.107119230832773	0.0813036785797835	0.0483308207975051	0.0551289386332353	0.0456661092937186	0.032704107869138	0.0530090032449066	0.0193155890384217	0.0296951973364174	0.0553076856213178	0.0227197612580639	0.121443728608802	0.0762345596547323	0.196571517949471	0.0387612014203612	0.0288730582335805	0.0408808678968827	0.0471025103687684	0.026567259682609	0.0363586513625419	0.0336939375859397	0.0553722441153634	0.0314933936647473	0.0387244467986677	0.0568984880076716	0.0417308713618154	0.056318733678486	0.0704266454175341	0.0449596707078207	0.0398072699281752	0.0258872430564339	0.024235724897606	0.0359383281005758	0.026759545091498	0.033722241560057	0.0338536550059593	0.0570379317389019	0.0313224208846057	0.0352877952304346	0.0429973298790007	0.0412338479003148	0.0304347185793262	0.0436915991651454	0.0414285656521207	0.057340256601024	0.0265853688398567	0.0497882189320117	0.0603634968066451	0.0342256453353431
OM3_C_7C_1	0.0584112944816756	0.0742428128090733	0.0709972982230694	0.0427714547670607	0.064190666836814	0.0403824656391415	0.0497243758489187	0.0419059230960225	0.0143235855730528	0	0.00868944201458443	0.0450832782213755	0.0364799965207284	0.0234844349836108	0.0303341419943396	0.0364816968184127	0.0374327172457812	0.0339555925878266	0.0381422908607095	0.0692530129541495	0.0667747282004678	0.0631179623446236	0.0979417392354628	0.0714005406492926	0.0423379122417882	0.0498538137885316	0.0398345107633093	0.0386100272058789	0.055504426965883	0.0293480415955802	0.0400032588844372	0.0635536311866278	0.0287729628905797	0.115001002692455	0.0671975977404681	0.189734215901521	0.0448484692890623	0.0379345286249111	0.0488919447590021	0.055886022199079	0.0360111942267174	0.0423167587024178	0.0437602262552922	0.0622039210891773	0.0412509901195685	0.0449941994955633	0.0596965067887408	0.0476860271907492	0.0586191418306635	0.0736662024571966	0.0489886388550034	0.0473170026229135	0.0316381366516761	0.0345613540123641	0.045845330390334	0.0358040443323961	0.0405770739672661	0.0441058606443872	0.0609879745579188	0.0394057875318808	0.0445604033642114	0.0471055640714183	0.0442939107401873	0.0401185141425511	0.0475905732103364	0.0505084001421647	0.0644457790335214	0.0363294217903823	0.0553959771543973	0.0637025744036802	0.0305994927391192
