	OM3_B_B_1	OM3_B_B_2	OM3_C_7C_1	OM3_C_7C_2	OM3_C_7G_1	OM3_C_7G_2	OM3_C_8A_1	OM3_C_8A_2	OM3_C_8B_1	OM3_C_8B_2	OM3_C_8C_1	OM3_C_8C_2	OM3_C_8C_3	OM3_C_8E_2	OM3_C_8E_3	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9A_2	OM3_C_9A_3	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9E_3	OM3_C_9G_1	OM3_C_9G_2	OM3_C_9G_3	OM3_C_9H_2	OM3_C_9H_3	OM3_H_3D_2	OM3_H_3D_3	OM3_H_3G_1	OM3_H_3G_2	OM3_H_3G_3	OM3_H_3H_2	OM3_H_3H_3
OM3_C_9C_2	0.00598497892151892	0.0137196304613554	0.0319793274848577	0.00813640382790311	0.0134337515740233	0.0142255041721768	0.0094900756177322	0.00378978659358371	0.00614957873311654	0.0220810747246999	0.0532015310384648	0.0645475525285867	0.0605134972353136	0.0327847631177381	0.0294304005865122	0.0500226862284862	0.0184039980727191	0.0531991316685134	0.0476874716999172	0.0245515598182652	0	0.00704548246794586	0.0262497959710174	0.0271026459162907	0.0179902662093004	0.0684086393720841	0.0684656902057074	0.0353687544170166	0.0472178068759224	0.0417642089058639	0.0237624830846387	0.0124266026543443	0.0199015413761516	0.00752808665257512	0.0046901541334234	0.0685258538376217	0.0433798351452631
OM3_C_9C_3	0.00459234802203022	0.0126884199323011	0.0264206874127541	0.0149080116040297	0.00673570709560078	0.0195372011131458	0.0125074207723109	0.0103837465618973	0.00490778090056039	0.0183376007601316	0.0482333858664895	0.0586763374888751	0.0544282112897472	0.0277793191050566	0.0228985261803492	0.0435575189705127	0.0119309889456032	0.0475712292016958	0.0419074433624642	0.0196875809040485	0.00704548246794586	0	0.0201705775892872	0.0243114124003529	0.013779166024995	0.0629805467461207	0.0628160204053054	0.0293091105155624	0.0413230870961281	0.0364325144916845	0.0180501821650984	0.00539629308847703	0.0165223418608595	0.00721612320068456	0.00868739842639136	0.0620881985744012	0.0365630028611901
OM3_C_9E_1	0.0244808168266315	0.0181265758740149	0.00690623853593869	0.0343649237526209	0.013567449531369	0.0396979281920778	0.0324516784096563	0.0300005009634144	0.020441808315747	0.0106818837659515	0.02893929326516	0.0385275302904214	0.0343230333898516	0.00968667258599391	0.00463524379724644	0.0239605532259864	0.00839153234129025	0.0275119111383961	0.021779543667188	0.00635112346854668	0.0262497959710174	0.0201705775892872	0	0.0153598061267827	0.0105696249025968	0.0430207029118419	0.0427219840441803	0.00915272260457069	0.0211633181036228	0.0168393826636125	0.00311425007568446	0.0164629329111244	0.0120131905565666	0.0267266061459079	0.0248066359279474	0.0423974770490827	0.0187467330784746
OM3_C_9E_2	0.0287382847795797	0.0135883436407147	0.0140165413941137	0.0338992782340231	0.0204594726959128	0.0411804484150339	0.0360160039017931	0.0305838159726741	0.021283943420103	0.00654657688904106	0.028496910210631	0.0425729813396355	0.0399030470416943	0.0115505243785424	0.0196274574837226	0.0331611615074365	0.0179536808842393	0.0308725569876604	0.0266846805429388	0.00913181739206205	0.0271026459162907	0.0243114124003529	0.0153598061267827	0	0.0109857878099416	0.0444995757091702	0.0453594695424267	0.0189767731644899	0.0268983381015719	0.0195314159813086	0.0131886881267938	0.0239477656606971	0.00783873184732425	0.0314338360229183	0.0233479055923771	0.0496937743918169	0.0315136472700333
OM3_C_9E_3	0.0183455893109711	0.00756446810673022	0.0145834076033822	0.0257209636792827	0.00948816298878845	0.0321681313573401	0.0260456499243186	0.0217425277511334	0.0118418844109425	0.0046118413645099	0.0352345586442937	0.0471231657614208	0.0434346037523677	0.0148708658782206	0.015017942484955	0.0340289211619383	0.00795097673370431	0.0355638902542981	0.0302668912723489	0.00669449387376339	0.0179902662093004	0.013779166024995	0.0105696249025968	0.0109857878099416	0	0.0505852822464293	0.0507970719962111	0.0187576087185337	0.029965790815018	0.023962517766157	0.00746725298467062	0.0129643200342968	0.00334815827043458	0.020994051020341	0.0153772426940101	0.0521748434692871	0.0293135903635937
OM3_C_9G_1	0.0673999240406502	0.0568219478831022	0.0365953420145787	0.0762535165448284	0.0565357181612702	0.0823343209748514	0.0753733703431087	0.0721856319254858	0.0623019331407735	0.0470912354807237	0.0160422548848113	0.00786751366515732	0.0129647197532198	0.0357286217783412	0.0415462801907205	0.0245280143013538	0.0514017762325458	0.0155614895561661	0.0214038795162623	0.0439283150822381	0.0684086393720841	0.0629805467461207	0.0430207029118419	0.0444995757091702	0.0505852822464293	0	0.00335546060888763	0.0341658361702552	0.0222813860797281	0.026681562080927	0.0449561495507378	0.0594467478645435	0.0494132076285112	0.069698467426753	0.0658897536718546	0.0179176535790634	0.0339625764908381
OM3_C_9G_2	0.0671671944065589	0.0572862685621577	0.0365323197502343	0.0763988627419406	0.0562733457008269	0.0822563171631379	0.0751232606250177	0.0722467308052938	0.0623982883665096	0.0475158182586256	0.0172496903878844	0.00532459782311379	0.010690367734729	0.0360007179934762	0.0409053434556825	0.0227986441123751	0.051092001192539	0.0152948047812795	0.020952910733225	0.0441116469183685	0.0684656902057074	0.0628160204053054	0.0427219840441803	0.0453594695424267	0.0507970719962111	0.00335546060888763	0	0.0337007769407421	0.0216535657636886	0.0268616429911988	0.0448377079836999	0.059064681424911	0.0498360994141781	0.0693943385139526	0.0661465944193163	0.0145906895939625	0.0323035790378251
OM3_C_9G_3	0.0335719212129143	0.0261710590031342	0.00498763379563303	0.0434662506597583	0.0226644807529553	0.0488334529565023	0.0415154539882991	0.0391286771397239	0.029488607798069	0.0170955154939905	0.0210395160987954	0.0294059765793266	0.0251781861221515	0.00791048264228926	0.0075715543040281	0.0153004344963676	0.0174503534057269	0.0186096412192463	0.0127848423675013	0.0125687916372476	0.0353687544170166	0.0293091105155624	0.00915272260457069	0.0189767731644899	0.0187576087185337	0.0341658361702552	0.0337007769407421	0	0.0120671753340482	0.00922917111141039	0.0117035306956263	0.0253894699308134	0.0191053984223167	0.0357514269197978	0.033714690370733	0.0334768416779674	0.012631294425733
OM3_C_9H_2	0.0456193212527086	0.0369875078334971	0.0153931852699585	0.0552613701354786	0.0347121119548135	0.0608297210762649	0.0535665781460492	0.0509943076414279	0.0412351105791722	0.0273233323787798	0.011782976462423	0.0173778645864031	0.0134872145552102	0.0158363545541069	0.0192968572944289	0.00818954108061971	0.0295065739858041	0.00686508833777787	0.00139779210687209	0.0233432375264569	0.0472178068759224	0.0413230870961281	0.0211633181036228	0.0268983381015719	0.029965790815018	0.0222813860797281	0.0216535657636886	0.0120671753340482	0	0.00757996732257467	0.0234678324048048	0.0374469345866023	0.0295741628209209	0.047808699687244	0.0452535919600786	0.0228354587409794	0.0142582312958731
OM3_C_9H_3	0.0409156497849585	0.0305138599166775	0.0100701593522001	0.0496392851350069	0.0301234469574769	0.0557360280548095	0.0488999497101698	0.045546919497771	0.0356519632732715	0.0207310703302334	0.0121191215583715	0.0234209539199098	0.0203967871238068	0.00915026377101626	0.0166189751992945	0.0150851386224799	0.0251083646949503	0.0117016118051106	0.00717947080019862	0.0172788704490274	0.0417642089058639	0.0364325144916845	0.0168393826636125	0.0195314159813086	0.023962517766157	0.026681562080927	0.0268616429911988	0.00922917111141039	0.00757996732257467	0	0.0184182966996587	0.0332187259129821	0.0230441634234355	0.0432986912582507	0.0393225519927398	0.0302104822676669	0.0179468547855251
OM3_H_3D_2	0.0225092120426824	0.0150301287782521	0.00837405507798687	0.0318270249325221	0.0117306637871375	0.0374853578677091	0.0305006227155143	0.0275416956072953	0.0178099154496483	0.00785095265211496	0.0303569455115554	0.0408218585693974	0.0368012417969206	0.0101844948234	0.00768272358729888	0.0268075956960458	0.00692846728469882	0.0295618146251267	0.0239613370688375	0.00409702587300601	0.0237624830846387	0.0180501821650984	0.00311425007568446	0.0131886881267938	0.00746725298467062	0.0449561495507378	0.0448377079836999	0.0117035306956263	0.0234678324048048	0.0184182966996587	0	0.0149512668674246	0.00897908904604167	0.0248936948650416	0.0220202293996849	0.0451458848379768	0.0218548463656697
OM3_H_3D_3	0.00852597318428212	0.0148526898212108	0.0231621811588048	0.0201217794371539	0.00353185034413368	0.0239529588470875	0.0162458456868624	0.0156105019425586	0.00922193964810554	0.017488346457838	0.0452467425625682	0.0547188286963607	0.0502653958826525	0.0251011625618764	0.0184677473356691	0.0390195155301167	0.00811370326506296	0.0439276566896028	0.0381504903640563	0.0175314823300233	0.0124266026543443	0.00539629308847703	0.0164629329111244	0.0239477656606971	0.0129643200342968	0.0594467478645435	0.059064681424911	0.0253894699308134	0.0374469345866023	0.0332187259129821	0.0149512668674246	0	0.016211790743476	0.010422062480644	0.0137173106062857	0.057519792119015	0.0316054222938685
OM3_H_3G_1	0.0210030835304684	0.00747244209276141	0.0144683236976939	0.0272441551354711	0.0127769598021867	0.0341158699959895	0.0284668310266259	0.0235489236944166	0.0138612587625595	0.00232518867509256	0.0337622494730639	0.0464271614309538	0.0430347161865881	0.0139135741077821	0.0166393549824389	0.0343596350285707	0.0111435629725969	0.0347401116854242	0.0297222743802117	0.00653907111853658	0.0199015413761516	0.0165223418608595	0.0120131905565666	0.00783873184732425	0.00334815827043458	0.0494132076285112	0.0498360994141781	0.0191053984223167	0.0295741628209209	0.0230441634234355	0.00897908904604167	0.016211790743476	0	0.0236894944114822	0.0166715029931696	0.0521481072302291	0.0305089017756949
OM3_H_3G_2	0.00270031644279376	0.0191249823027914	0.0332424651717865	0.0119096869669044	0.0131952628496146	0.0137688517205568	0.00583525585274773	0.0081824707849129	0.0106835526990115	0.025544500348281	0.0552048617784346	0.065099643792101	0.0606714973239448	0.0348191504036599	0.0288860955694029	0.0493928844706349	0.0183385149072433	0.0542193399954076	0.0484781730060071	0.0268157119010652	0.00752808665257512	0.00721612320068456	0.0267266061459079	0.0314338360229183	0.020994051020341	0.069698467426753	0.0693943385139526	0.0357514269197978	0.047808699687244	0.0432986912582507	0.0248936948650416	0.010422062480644	0.0236894944114822	0	0.0118889277156959	0.0678578885048649	0.0417411805726698
OM3_H_3G_3	0.00982413720174213	0.00976296914197395	0.0298747173001371	0.0106033122165636	0.0134967760674484	0.0179133742579505	0.0141271116398474	0.00741260331367362	0.00479426624831768	0.0189603204466339	0.050384535004487	0.062462729592431	0.0586824731272205	0.0302060311701177	0.0285034914591428	0.0487538818937549	0.0177675880638725	0.0509281829647398	0.0456016829747272	0.0220706840359861	0.0046901541334234	0.00868739842639136	0.0248066359279474	0.0233479055923771	0.0153772426940101	0.0658897536718546	0.0661465944193163	0.033714690370733	0.0452535919600786	0.0393225519927398	0.0220202293996849	0.0137173106062857	0.0166715029931696	0.0118889277156959	0	0.0671330701685899	0.0428202150056514
OM3_H_3H_2	0.0660059694645116	0.0594503557720528	0.0377248564732713	0.0766425293965561	0.0553636291621476	0.0814091852845785	0.0736780301557051	0.0722244015205861	0.0628131308143297	0.0499545795685994	0.0258301043522341	0.0113104762997951	0.0103967892980126	0.0386240986656503	0.0392148433287495	0.0185534229678866	0.0502136593659351	0.0198969779260052	0.0230348276662241	0.0457451964479287	0.0685258538376217	0.0620881985744012	0.0423974770490827	0.0496937743918169	0.0521748434692871	0.0179176535790634	0.0145906895939625	0.0334768416779674	0.0228354587409794	0.0302104822676669	0.0451458848379768	0.057519792119015	0.0521481072302291	0.0678578885048649	0.0671330701685899	0	0.0266701978559155
OM3_H_3H_3	0.0401130565144827	0.0368631949593138	0.0175119859858259	0.0514315149334935	0.0299551922384607	0.0554618973200853	0.047531347986376	0.0469213466029648	0.0381658333184262	0.0288029636415621	0.026039145220218	0.0271090103878236	0.0218251287796458	0.0205084452444615	0.0144454239125291	0.00951048945254492	0.0251144776706034	0.0202864381337119	0.0156504538149005	0.0241478429620239	0.0433798351452631	0.0365630028611901	0.0187467330784746	0.0315136472700333	0.0293135903635937	0.0339625764908381	0.0323035790378251	0.012631294425733	0.0142582312958731	0.0179468547855251	0.0218548463656697	0.0316054222938685	0.0305089017756949	0.0417411805726698	0.0428202150056514	0.0266701978559155	0
