	OM3_B_B	OM3_C_7A	OM3_C_7B	OM3_C_7C	OM3_C_7G	OM3_C_7H	OM3_C_8A	OM3_C_8B	OM3_C_8C	OM3_C_8E	OM3_C_8F	OM3_C_9A	OM3_C_9C	OM3_C_9D	OM3_C_9E	OM3_C_9F	OM3_C_9G	OM3_C_9H	OM3_H_3C	OM3_H_3D	OM3_H_3E	OM3_H_3F	OM3_H_3G	OM3_H_3H
OM3_B_B	0	0.0193402532452125	0.0188594729049752	0.0470570559972912	0.0650234102300634	NA	0.0657910215323859	0.0404963523017233	0.0093058571594937	0.0500505258410253	0.00833903422057215	0.0467029469177639	0.0652415836728581	0.0218392532819986	0.0139218153939648	0.00557896126926713	0.0420232729446092	0.038898490128659	0.0721949584983973	NA	0.0866597231285577	0.0508723150643923	0.103844896696071	0.0558534653751938
OM3_C_7A	0.0193402532452125	0	0.0361514539686658	0.0307959018564445	0.0479343350360175	NA	0.0843593655627988	0.0249346991960496	0.0119027995187689	0.0334595364705849	0.0174306951707901	0.05346446377747	0.0486039895448255	0.0139394156707123	0.0101414980381427	0.0221046245204672	0.0237644187972707	0.0240419800972993	0.055008947983381	NA	0.0690124436488276	0.0355498589947614	0.0863675111770059	0.0403041649846683
OM3_C_7B	0.0188594729049752	0.0361514539686658	0	0.0588211170278099	0.0768903830737818	NA	0.0547886073796752	0.0522500352015574	0.0242803494739704	0.062634731038084	0.0199811565012616	0.0396852884916975	0.0765348629621731	0.0365837624365265	0.0273338004625201	0.0209767470956529	0.0556823667033129	0.0501650115233765	0.0842843880623479	NA	0.0988975511761042	0.0616520083573613	0.115705806187957	0.0664011404733004
OM3_C_7C	0.0470570559972912	0.0307959018564445	0.0588211170278099	0	0.0182025812039775	NA	0.111930177301287	0.00668018809117099	0.0383464992700805	0.00627709461269505	0.0408904587392849	0.0566664569236319	0.0182568964087104	0.0398284770596172	0.0342470866396252	0.051075701789673	0.0126326679609227	0.00868896421787911	0.0257455216442274	NA	0.04025569371321	0.0056310136349083	0.0573690458215912	0.00964427031125887
OM3_C_7G	0.0650234102300634	0.0479343350360175	0.0768903830737818	0.0182025812039775	0	NA	0.129974272305158	0.0248403291162588	0.0563682952653142	0.0156724411869715	0.0589843270879754	0.0704731649853926	0.00281599669440272	0.0561138597774418	0.0522906414497168	0.0688041124157516	0.0263380867834654	0.0268087140391684	0.00794197006582186	NA	0.0221060312157923	0.0157485831868904	0.0392109180812035	0.0115885071264985
OM3_C_7H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM3_C_8A	0.0657910215323859	0.0843593655627988	0.0547886073796752	0.111930177301287	0.129974272305158	NA	0	0.105350352456479	0.0741765201810084	0.115326880266528	0.0715382757223422	0.0851318259551627	0.129938692862438	0.0801303229670914	0.0782218298158553	0.0631269894134665	0.106663836523428	0.103487219189485	0.137270346072164	NA	0.151690312956626	0.115305912780656	0.168670062852467	0.120149226628198
OM3_C_8B	0.0404963523017233	0.0249346991960496	0.0522500352015574	0.00668018809117099	0.0248403291162588	NA	0.105350352456479	0	0.0318450062565979	0.0110182967803547	0.0342229648667537	0.0519750828262209	0.0248336078774696	0.0346718344566335	0.0278016651945299	0.0446086964603472	0.0119118712827809	0.00238366781526634	0.0322668120713389	NA	0.0468628827414786	0.0107125030702076	0.0639511486941455	0.0155512526651179
OM3_C_8C	0.0093058571594937	0.0119027995187689	0.0242803494739704	0.0383464992700805	0.0563682952653142	NA	0.0741765201810084	0.0318450062565979	0	0.0417507031573432	0.00706022524044522	0.0463615462469395	0.0565811750543301	0.0165494564229726	0.00464732435761283	0.0140297666907845	0.0330764124598927	0.0302327892891096	0.0637150089545129	NA	0.0781034426965721	0.0423472784748001	0.0953540323321624	0.0472438049909506
OM3_C_8E	0.0500505258410253	0.0334595364705849	0.062634731038084	0.00627709461269505	0.0156724411869715	NA	0.115326880266528	0.0110182967803547	0.0417507031573432	0	0.0440573458443004	0.0590655433472836	0.016146007650462	0.0434448746829236	0.0379777117951033	0.0536838936174742	0.0160945929715456	0.0132264544016251	0.022284368717199	NA	0.0370005773472052	0.00704902045840339	0.0540386991767551	0.00973422475598172
OM3_C_8F	0.00833903422057215	0.0174306951707901	0.0199811565012616	0.0408904587392849	0.0589843270879754	NA	0.0715382757223422	0.0342229648667537	0.00706022524044522	0.0440573458443004	0	0.0402715649052272	0.0589557453179042	0.0235440990588397	0.00998533636709962	0.0134641148328777	0.0375526525324075	0.0324231732041175	0.0661827120608229	NA	0.0808402314022386	0.0442194464132362	0.0978692617254339	0.0492039345543082
OM3_C_9A	0.0467029469177639	0.05346446377747	0.0396852884916975	0.0566664569236319	0.0704731649853926	NA	0.0851318259551627	0.0519750828262209	0.0463615462469395	0.0590655433472836	0.0402715649052272	0	0.0689477569902869	0.0619833681397346	0.0464201201395618	0.0503967900362127	0.062061159350368	0.0499899482087333	0.076117178228571	NA	0.0899190429936888	0.0557815232441506	0.103956946348149	0.0592984758448801
OM3_C_9C	0.0652415836728581	0.0486039895448255	0.0765348629621731	0.0182568964087104	0.00281599669440272	NA	0.129938692862438	0.0248336078774696	0.0565811750543301	0.016146007650462	0.0589557453179042	0.0689477569902869	0	0.056919057268616	0.0524669099795484	0.0691675724271065	0.027320290658949	0.0266514979454244	0.00871272849571156	NA	0.0226918750929522	0.0150669970337312	0.0394011033608742	0.0104174058474111
OM3_C_9D	0.0218392532819986	0.0139394156707123	0.0365837624365265	0.0398284770596172	0.0561138597774418	NA	0.0801303229670914	0.0346718344566335	0.0165494564229726	0.0434448746829236	0.0235440990588397	0.0619833681397346	0.056919057268616	0	0.0157724787838284	0.0237791022066119	0.029906840727557	0.033765399940405	0.0634518056489382	NA	0.0765874273535196	0.0449992971649013	0.0939528100229274	0.0492368217331391
OM3_C_9E	0.0139218153939648	0.0101414980381427	0.0273338004625201	0.0342470866396252	0.0522906414497168	NA	0.0782218298158553	0.0278016651945299	0.00464732435761283	0.0379777117951033	0.00998533636709962	0.0464201201395618	0.0524669099795484	0.0157724787838284	0	0.0186496461155963	0.0289601840538812	0.026147290028434	0.0597526176481228	NA	0.0740910708592207	0.0383056398479506	0.0913517985403696	0.0431258232688101
OM3_C_9F	0.00557896126926713	0.0221046245204672	0.0209767470956529	0.051075701789673	0.0688041124157516	NA	0.0631269894134665	0.0446086964603472	0.0140297666907845	0.0536838936174742	0.0134641148328777	0.0503967900362127	0.0691675724271065	0.0237791022066119	0.0186496461155963	0	0.0455916143936166	0.0431684217917579	0.0758062896282083	NA	0.0901718563217146	0.0550282359185336	0.107357001796847	0.0600323750778759
OM3_C_9G	0.0420232729446092	0.0237644187972707	0.0556823667033129	0.0126326679609227	0.0263380867834654	NA	0.106663836523428	0.0119118712827809	0.0330764124598927	0.0160945929715456	0.0375526525324075	0.062061159350368	0.027320290658949	0.029906840727557	0.0289601840538812	0.0455916143936166	0	0.0130741840305275	0.0337086723054016	NA	0.0468922423819948	0.0181734407138161	0.0643066602143042	0.0212174470832309
OM3_C_9H	0.038898490128659	0.0240419800972993	0.0501650115233765	0.00868896421787911	0.0268087140391684	NA	0.103487219189485	0.00238366781526634	0.0302327892891096	0.0132264544016251	0.0324231732041175	0.0499899482087333	0.0266514979454244	0.033765399940405	0.026147290028434	0.0431684217917579	0.0130741840305275	0	0.0342762484942907	NA	0.0488765871290149	0.0121670444739787	0.0658942935777753	0.0170261194157724
OM3_H_3C	0.0721949584983973	0.055008947983381	0.0842843880623479	0.0257455216442274	0.00794197006582186	NA	0.137270346072164	0.0322668120713389	0.0637150089545129	0.022284368717199	0.0661827120608229	0.076117178228571	0.00871272849571156	0.0634518056489382	0.0597526176481228	0.0758062896282083	0.0337086723054016	0.0342762484942907	0	NA	0.0148869689395423	0.0229320549346256	0.0318065168323037	0.0186963842468855
