	OM3_B_B_1	OM3_B_B_3	OM3_C_7A_2	OM3_C_7B_3	OM3_C_7G_2	OM3_C_7G_3	OM3_C_7H_1	OM3_C_7H_2	OM3_C_8A_2	OM3_C_8A_3	OM3_C_8B_1	OM3_C_8B_2	OM3_C_8B_3	OM3_C_8C_1	OM3_C_8C_2	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9D_1	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9E_3	OM3_C_9F_1	OM3_C_9F_2	OM3_C_9G_2	OM3_C_9G_3	OM3_C_9H_1	OM3_C_9H_2	OM3_H_3C_2	OM3_H_3D_1	OM3_H_3D_2	OM3_H_3E_1	OM3_H_3E_2	OM3_H_3E_3	OM3_H_3F_1	OM3_H_3G_1	OM3_H_3G_2	OM3_H_3H_1
OM3_C_9E_1	0.0265789123515881	0.0182973820788349	0.0244141702487814	0.0308806461539375	0.0133181615067994	0.0175814036764401	0.0054093531301889	0.00101295740742448	0.048928391198787	0.074802918339454	0.0240486977258547	0.00800371747588428	0.00423956619405367	0.0128124185590614	0.0190242475255407	0.00543512683234054	0.0103413868454128	0.00291996305758087	0.0134107647041421	0.00928707368882138	0	0.00713331323681798	0.00599932470511496	0.00368091648532078	0.0262750878500053	0.00747164021412598	0.0155448232570746	0.0171523532265182	0.00728828544485781	0.00588462942640157	0.0105337861549974	0.0162077448506203	0.0182731881561316	0.0297371130772973	0.0232385733867114	0.0125983285071883	0.0166312694924243	0.00991925396108988	0.00224797273322715
OM3_C_9E_2	0.0231237392103993	0.02489310285608	0.0274753386420596	0.0260521012405713	0.00997546973551634	0.0136620264300249	0.0121573886622182	0.00633123754752849	0.0544423589278439	0.0807608735471975	0.0184810961171184	0.0144024763038457	0.00862454748943488	0.0195384936144216	0.023751969148792	0.0121286059237047	0.0161579409667293	0.0100323791109834	0.0146470572542506	0.0106364011302096	0.00713331323681798	0	0.00446293364092292	0.00543897606825877	0.0218482591006966	0.0143731656942763	0.0183013459314766	0.0229064571306092	0.0106700033919755	0.0128710703354922	0.00552375328437283	0.0117049971177569	0.012904734300887	0.0238142699419602	0.0193850258383075	0.00608818769352608	0.0133756896893439	0.00842621199388957	0.00528378694061219
OM3_C_9E_3	0.0208616437038972	0.0241925132267017	0.0230139812160177	0.0248996327424893	0.00744697818150079	0.0116656811232712	0.00950393481008622	0.00498858188043559	0.0549106671873532	0.0807718357282437	0.0180875594882537	0.0139991147475135	0.00944206653683359	0.0186833983787136	0.0248085380047207	0.00941667836592079	0.0163114759649882	0.00864489110936711	0.0102625713217362	0.00617984099425593	0.00599932470511496	0.00446293364092292	0	0.00245601429639982	0.0203305028658232	0.0133051386051657	0.0204828593987782	0.0231383982998457	0.0122397426412464	0.0116804029475898	0.00471970049213007	0.0102130250868726	0.0123137622546758	0.0238265431302422	0.0173885837693063	0.0074035715743505	0.0108597298889008	0.00459592520515731	0.00554832699658776
OM3_C_9F_1	0.0229196676550329	0.0217505558664751	0.0227768401777896	0.0272250421370764	0.00963838036734479	0.0139041715882656	0.00718703628075976	0.00270539793151854	0.0525821361943724	0.0783717661696784	0.0205242542265614	0.0116243300150832	0.00752755861933676	0.016239111105848	0.0226766963044456	0.0071168701008478	0.0140186932283371	0.00620239835583285	0.0106896677386925	0.00642523186912731	0.00368091648532078	0.00543897606825877	0.00245601429639982	0	0.0226018378906151	0.0108601928717073	0.0188075851149724	0.0208178217228906	0.0104878125488064	0.00923371499845232	0.00716509596043812	0.0125758540949871	0.0147546244991499	0.0262764047234993	0.0195593170375387	0.00968228546482435	0.0129564304419634	0.00629512066221419	0.00387686036297215
OM3_C_9F_2	0.00406846703295431	0.0439739430025292	0.0264639167348815	0.00483361011923425	0.0129773142158253	0.00870443881407345	0.0282491993537182	0.0252789494715323	0.075125785286988	0.10064748374647	0.00579918855786156	0.0341939326520316	0.0296670039532938	0.0385026450638242	0.0450900581161163	0.0280951614507783	0.0366114498531412	0.028656872636744	0.0181565476750602	0.0193297610115362	0.0262750878500053	0.0218482591006966	0.0203305028658232	0.0226018378906151	0	0.0332028050382472	0.040134105746909	0.0434081263804296	0.0322426797869054	0.0315921378259863	0.0164229025621987	0.0102305982668076	0.00923916888551095	0.00826842885498037	0.00355784424486196	0.0164297830491276	0.00989017823620262	0.0166574728555206	0.0257598996851608
OM3_C_9G_2	0.0330583428116501	0.010891945845984	0.0258244126501512	0.0379131943302424	0.0202640203890149	0.0245213683624446	0.00567870551158859	0.00845551989741268	0.0420688572872004	0.0675997757107443	0.0313807180845469	0.00214786108435115	0.00680806439724448	0.00537936628342902	0.0136669527515472	0.00586393797502326	0.00478332570381784	0.00466064262784252	0.017923571380578	0.0146036902866553	0.00747164021412598	0.0143731656942763	0.0133051386051657	0.0108601928717073	0.0332028050382472	0	0.0132747589956115	0.010627305716905	0.00783733865219641	0.00162803924055567	0.0179550111184825	0.0233743970463751	0.025612900750523	0.0371253124557683	0.0299856624400657	0.0200567424601042	0.0233633513430137	0.0165571502386011	0.00909250701291931
OM3_C_9G_3	0.0411912918663785	0.0152179082088528	0.0387352679967884	0.0443217060312174	0.0277743974412473	0.0317885363602628	0.0179461960898569	0.0162899206683887	0.0377235754778021	0.0646349184742525	0.0365964158592092	0.0111323757938758	0.0113353589137291	0.013268823739335	0.00765643737904625	0.018110931305027	0.00895245606943201	0.0148453737750236	0.02891055360427	0.0248296351420649	0.0155448232570746	0.0183013459314766	0.0204828593987782	0.0188075851149724	0.040134105746909	0.0132747589956115	0	0.0102748229871227	0.00832218693517709	0.0137645155548646	0.0237387159871374	0.0299511063194998	0.0311642535027004	0.0415903699702715	0.0375550880475212	0.0240814527315644	0.0312348848654102	0.0249947708675173	0.0150001770338915
OM3_C_9H_1	0.0435193288042168	0.00520425518661281	0.0352097228028927	0.0480203047481956	0.030443067967083	0.0347121601794671	0.016266527618493	0.0181565866898739	0.0317927848660615	0.0579108934007333	0.041048265329549	0.00925607333992559	0.0142864833019696	0.0064591814590516	0.00459355896742135	0.0164503968657048	0.00684301330583187	0.014843219369254	0.0285249111655025	0.0252079431353294	0.0171523532265182	0.0229064571306092	0.0231383982998457	0.0208178217228906	0.0434081263804296	0.010627305716905	0.0102748229871227	0	0.0126870038648548	0.0121070807461806	0.0274981781982114	0.0333473792435791	0.035295898336639	0.0466006428207622	0.0403139375449705	0.0289753724383061	0.0336865673513391	0.0268909464716051	0.0179790844400298
OM3_C_9H_2	0.0330620665113124	0.0157382488150276	0.0312310421892721	0.0366003203200347	0.0196225593505241	0.0237345187284052	0.0106574644268738	0.00798360091277043	0.0438569223880749	0.0703489835928404	0.0291428251973329	0.00633450991475256	0.00304882711650867	0.0111783316479833	0.013087702018353	0.0107913744223146	0.00654917153900092	0.00718800631301653	0.0206977566764509	0.0165592181594016	0.00728828544485781	0.0106700033919755	0.0122397426412464	0.0104878125488064	0.0322426797869054	0.00783733865219641	0.00832218693517709	0.0126870038648548	0	0.00738929085584992	0.0158453160953572	0.0220159018923378	0.0235177088457694	0.0344575201725784	0.0295023850918845	0.016725244020836	0.0230693847448557	0.0167027208209587	0.00670922835279029
OM3_H_3C_2	0.031489516269863	0.0125193636545296	0.0250358377798004	0.036296301979565	0.0186456262230217	0.022906044028751	0.00443844396898355	0.0068561334544389	0.0436505526317791	0.069219716748271	0.0297542261792958	0.00306789526662908	0.00578595804981009	0.00700624985053584	0.0149018818747023	0.00462086764555869	0.0058645634476066	0.0030379184845072	0.01655211135654	0.013104685665162	0.00588462942640157	0.0128710703354922	0.0116804029475898	0.00923371499845232	0.0315921378259863	0.00162803924055567	0.0137645155548646	0.0121070807461806	0.00738929085584992	0	0.0163381610269384	0.0217479866148042	0.0239868134666409	0.0355022313245608	0.0283883773873259	0.0184817034715092	0.0217620825927297	0.0149525103815002	0.00761079029760007
OM3_H_3D_1	0.0176014777322313	0.0288206758293621	0.024671356466264	0.0207688896325262	0.00467787877033727	0.00813893397410029	0.0141735728586727	0.0095270133064983	0.059232508593764	0.0852628108655191	0.013560439235434	0.0185046205662452	0.0133900431048626	0.0233237061577132	0.02880628297735	0.0140763654448758	0.0206582348219452	0.0133014226936774	0.0115356106512995	0.0085268419863209	0.0105337861549974	0.00552375328437283	0.00471970049213007	0.00716509596043812	0.0164229025621987	0.0179550111184825	0.0237387159871374	0.0274981781982114	0.0158453160953572	0.0163381610269384	0	0.00621476361129305	0.00780238593042435	0.0192073844818936	0.0138676078406659	0.00329737297630689	0.00793955176167945	0.00486962910329248	0.00954227376675475
OM3_H_3D_2	0.011514349217234	0.0342467136129513	0.023670445294852	0.0146989271240563	0.00341876306737966	0.00225405625839654	0.0188383145137282	0.0151992354648557	0.0651055796553669	0.0908938320427722	0.00822535400171469	0.0241947689143671	0.0194573996993496	0.0287380361680067	0.034891058886937	0.0187045814859315	0.0265193125234008	0.0187454516907129	0.0116090270483421	0.0107771806214727	0.0162077448506203	0.0117049971177569	0.0102130250868726	0.0125758540949871	0.0102305982668076	0.0233743970463751	0.0299511063194998	0.0333473792435791	0.0220159018923378	0.0217479866148042	0.00621476361129305	0	0.00296100519483299	0.0141067353583657	0.00770693542251815	0.00694106365272123	0.00317986275941838	0.00723350397086937	0.0155570047955746
OM3_H_3E_1	0.0115284231707461	0.0364994167749506	0.0264133421526963	0.0131679466284926	0.00627851495269039	0.00415814435713802	0.021360597133444	0.0172609912392474	0.0670188808338706	0.0930116517137956	0.00577690566452871	0.0262687015956255	0.0211677984115971	0.0309903199100232	0.0365463628740569	0.0212371490163396	0.0284567969451288	0.0209549960070362	0.0145598307603039	0.0136445138777854	0.0182731881561316	0.012904734300887	0.0123137622546758	0.0147546244991499	0.00923916888551095	0.025612900750523	0.0311642535027004	0.035295898336639	0.0235177088457694	0.0239868134666409	0.00780238593042435	0.00296100519483299	0	0.0115472995288011	0.00769218254695603	0.00721409676430497	0.00571974138861092	0.0099644534409515	0.0173414446993348
OM3_H_3E_2	0.012221467066383	0.0480012490833317	0.0344181613201266	0.00669454931906856	0.017507348315743	0.013812708581625	0.0328834382473431	0.0287290063125221	0.0782023871736315	0.104358018231989	0.00588406608075385	0.0377010074842751	0.0323568089425529	0.0424992387503294	0.0475335254137981	0.0327563012124309	0.0397827636114604	0.0324672603176808	0.024710437122663	0.024775277868641	0.0297371130772973	0.0238142699419602	0.0238265431302422	0.0262764047234993	0.00826842885498037	0.0371253124557683	0.0415903699702715	0.0466006428207622	0.0344575201725784	0.0355022313245608	0.0192073844818936	0.0141067353583657	0.0115472995288011	0	0.0111095462169951	0.0177379721324174	0.0154985863172908	0.021339226726154	0.0286415507129488
OM3_H_3E_3	0.0038712421315762	0.040687981423896	0.023314790595546	0.00835912749606477	0.00994474755636961	0.00577347679379565	0.0249062296886249	0.0222593546448658	0.071984686586573	0.0973582803964952	0.00684262808219743	0.0310712138709116	0.0268124678438451	0.0352422535186786	0.0421846908309082	0.0247476387032631	0.0335588651798435	0.0255010194078601	0.01459983106322	0.0158938484491385	0.0232385733867114	0.0193850258383075	0.0173885837693063	0.0195593170375387	0.00355784424486196	0.0299856624400657	0.0375550880475212	0.0403139375449705	0.0295023850918845	0.0283883773873259	0.0138676078406659	0.00770693542251815	0.00769218254695603	0.0111095462169951	0	0.0144634425248757	0.00663407107730986	0.0134449556559972	0.0229024059749235
OM3_H_3F_1	0.0183262897104383	0.0307787104422827	0.0278200335581819	0.0203289753019873	0.00697645997651121	0.0091780906717391	0.016861588934317	0.0116441397881741	0.0605192579613514	0.0868173367867711	0.0125230979633308	0.0203147327296262	0.0146920120643114	0.0253482652003994	0.02980941674319	0.0167844769318112	0.0221995464221523	0.0154940962616919	0.0147233979836325	0.011823867967053	0.0125983285071883	0.00608818769352608	0.0074035715743505	0.00968228546482435	0.0164297830491276	0.0200567424601042	0.0240814527315644	0.0289753724383061	0.016725244020836	0.0184817034715092	0.00329737297630689	0.00694106365272123	0.00721409676430497	0.0177379721324174	0.0144634425248757	0	0.00958572403409184	0.00812832094849478	0.0111350379498574
