	OM3_B_B_1	OM3_B_B_2	OM3_B_B_3	OM3_C_7A_1	OM3_C_7A_2	OM3_C_7A_3	OM3_C_7B_1	OM3_C_7B_2	OM3_C_7B_3	OM3_C_7C_2	OM3_C_7C_3	OM3_C_7G_1	OM3_C_7G_2	OM3_C_7G_3	OM3_C_7H_1	OM3_C_7H_2	OM3_C_7H_3	OM3_C_8A_2	OM3_C_8A_3	OM3_C_8B_1	OM3_C_8B_3	OM3_C_8C_1	OM3_C_8C_2	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8E_2	OM3_C_8E_3	OM3_C_8F_1	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9A_2	OM3_C_9A_3	OM3_C_9C_1	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9D_1	OM3_C_9D_2	OM3_C_9E_1	OM3_C_9E_3	OM3_C_9F_1	OM3_C_9F_3	OM3_C_9G_1	OM3_C_9G_2	OM3_C_9G_3	OM3_C_9H_1	OM3_C_9H_2	OM3_C_9H_3	OM3_H_3C_1	OM3_H_3C_2	OM3_H_3C_3	OM3_H_3D_2	OM3_H_3D_3	OM3_H_3E_1	OM3_H_3E_2	OM3_H_3E_3	OM3_H_3F_1	OM3_H_3F_2	OM3_H_3F_3	OM3_H_3G_1	OM3_H_3G_2	OM3_H_3H_1	OM3_H_3H_2	OM3_H_3H_3
OM3_C_8C_1	0.0389918872282046	0.0145796463402571	0.0239085089391316	0.0149370868377686	0.0474647435783637	0.0151004202556765	0.00749730363934207	0.0145041120318883	0.00716737938414099	0.0327283723465491	0.0325858839553906	0.0231752287630046	0.0407830598885245	0.00477911499281469	0.0904000499192842	0.0842642565078354	0.0332026038479115	0.0307826997079434	0.0326301598990052	0.0202640983702055	0.0242889368432941	0	0.0131713409366412	0.00812238781532979	0.0143144202658438	0.00875875487555058	0.00690103623575103	0.0405494665269426	0.0495610314261458	0.0285122271858629	0.0489533019286174	0.0532504399018414	0.0480745590189915	0.0337125023290274	0.023901131686661	0.0209057139465609	0.083739363296181	0.0763740884407349	0.0714637477537124	0.0116616516463717	0.00536112067650297	0.0117176363961695	0.0088645076475874	0.0320999970325284	0.0114950848181301	0.0143783955571315	0.0116614891390815	0.0187148955946705	0.0353179860952537	0.013174439108061	0.0157375235963786	0.00837361998597157	0.00539317023695689	0.0112663085054781	0.00672247743920718	0.0219824290935702	0.00964839229795457	0.00703970320242945	0.00876159306471682	0.00909274091916007	0.00460665300922789	0.00634242129571136	0.00482643877770066	0.00739099624474474
OM3_C_8C_2	0.0330350731912854	0.00658978998779315	0.0181751410357607	0.00672371182620047	0.0562408074857218	0.00498078001718291	0.00941596981228141	0.02072107934794	0.0131692552443242	0.0270446783344247	0.025043409420459	0.0330896894510352	0.0491470510367739	0.0156255116341789	0.0843787514183838	0.0783379865664026	0.0290251783071432	0.0244683528962389	0.0263687854135236	0.0131447669644396	0.0322556398699348	0.0131713409366412	0	0.00601403800210572	0.00209938257876872	0.0130281052129338	0.0129115175708103	0.0337813605001638	0.0424975572058246	0.0187512655991994	0.0432139836826074	0.0472338210905985	0.0416844311351098	0.0271718186443664	0.0177066504475769	0.0140130946182334	0.0773078701486159	0.0703954164179599	0.0647499477122869	0.0145109674728587	0.0150421593401782	0.0233699744398097	0.00755735040830674	0.0404858102734168	0.0142402853898266	0.022212806168915	0.0186408860130188	0.028655208522767	0.0440858241125703	0.00107319831092442	0.0115639497906217	0.00682563583302034	0.010285573456547	0.0184410233613255	0.0134330164238583	0.0268763790731856	0.021271384344005	0.0125763411812264	0.0182150194044853	0.00679966362934965	0.0112854892424739	0.0101384695977385	0.0168861482865469	0.0176515754263294
OM3_C_8C_3	0.03450120711388	0.00768714424223471	0.019035202450995	0.0081872777003146	0.0533375264781568	0.00931227241269602	0.00547246847876915	0.0181229496834635	0.0109404996532336	0.0282817886770359	0.0271283352068353	0.030023533392699	0.0464549311945449	0.0115296944894804	0.0861491663505467	0.0800215999023865	0.0299779562915366	0.0260398550063298	0.0283700276865999	0.0149237316993193	0.0294177692181629	0.00812238781532979	0.00601403800210572	0	0.00691108472171386	0.0099424728216035	0.00909937633938747	0.0355160943888563	0.0446731298392567	0.0219149232989035	0.0448663737182037	0.0489074854963717	0.043299308663512	0.0293994796826295	0.0194283890610565	0.0155305957389832	0.0791547781375139	0.0721415482904905	0.0668668888189977	0.0121338435627143	0.0107114033149663	0.019178442904552	0.00570455897209438	0.0373277333061285	0.0130357786147763	0.0191854243636552	0.0153663818419235	0.0249613828437158	0.0410828460781538	0.00580918283564118	0.0121671141769814	0.00426225322224324	0.00746050057450765	0.0150251248442184	0.0102521187413416	0.0246162769093102	0.0169545616934178	0.00909454546914916	0.0147019296691783	0.00674019523787694	0.00723866202740255	0.00703065648944342	0.0125325257551057	0.0132047421426143
OM3_C_8E_1	0.032032693670968	0.00498189973973137	0.0174075581711407	0.00508040183273611	0.0572701861719982	0.00601722555117967	0.00953591769625459	0.021832302471398	0.0145685863669411	0.0261494901989912	0.0241111603655516	0.0344936865900002	0.0502173299907247	0.0169517424675928	0.0833948795671286	0.077416010514274	0.0284461779165014	0.0233586304917791	0.0258331747606923	0.012247461685679	0.0332641419157046	0.0143144202658438	0.00209938257876872	0.00691108472171386	0	0.0138643714818395	0.0135047442107318	0.032718962849024	0.041635727912686	0.0178006640703847	0.042513405960159	0.0463623527557228	0.0407255646432148	0.026664172379752	0.0174001082209721	0.0135187925318354	0.0762213721409103	0.069474714375978	0.0637749492335502	0.0149215822311758	0.0158525802510145	0.0245001737775435	0.00783617474676924	0.0413934497963967	0.0152704423838888	0.0234999173800229	0.0199005309347394	0.029557384330777	0.0451752119530623	0.00213936968115852	0.011591661695884	0.00732870080603698	0.0113938665912869	0.0192396458983216	0.0150910553934252	0.0273730734375098	0.0226922018568882	0.0130719741428338	0.0195539478802734	0.0079743313528705	0.0126324382691818	0.0113398891640043	0.018000995473	0.0183405679633886
OM3_C_8E_2	0.0436252612685121	0.0134828494585123	0.0284602287971169	0.0155645805776482	0.0439688624574623	0.0166813201193682	0.00805563923375239	0.00873617076623927	0.00824050362319884	0.0374979483819942	0.0365589037338583	0.0229242301877267	0.0370949682765824	0.00781159553199028	0.0954028395956882	0.0893984615781204	0.0388799297495942	0.0348663629572419	0.0375547634917424	0.0238310934703481	0.0199162111049519	0.00875875487555058	0.0130281052129338	0.0099424728216035	0.0138643714818395	0	0.00373410076376566	0.0447965670897479	0.0541142308325764	0.031169619161336	0.0542675359311702	0.0582706478694606	0.0527415244144258	0.0385400078834569	0.0287240878073434	0.0251034317957327	0.0883639401162995	0.0814649302423199	0.0761358382098718	0.00357569139737796	0.00595259019647523	0.0131412788178211	0.00723315599161198	0.0277456633796335	0.00577578146046752	0.0105891316524849	0.0070116360574251	0.0164134823029959	0.0317958396559991	0.0136018509611733	0.00853344489292307	0.0118980428967061	0.00749074689029318	0.00554243822007974	0.00739002159023564	0.0148017772841308	0.0120629251386246	0.00500957796272687	0.00819841176621956	0.0113540288780287	0.00531638015051038	0.0127131913594704	0.0102418152134433	0.00774657361788998
OM3_C_8E_3	0.04136712256644	0.0124798623050531	0.0264361688786348	0.0141068469311995	0.0451256462123078	0.0163715118681773	0.0055563147129302	0.0111484037655901	0.00795261666722842	0.0352796033324103	0.0347800263018236	0.0234372475873659	0.0383930058403303	0.00713134302029546	0.0931310125025848	0.0871770610058043	0.0364848645105037	0.0326237270048464	0.035641966631384	0.0219411600255239	0.0213312852032587	0.00690103623575103	0.0129115175708103	0.00909937633938747	0.0135047442107318	0.00373410076376566	0	0.0427330635228208	0.0522076212593318	0.0300042641722296	0.052155167521312	0.0561028961016047	0.0506670720828221	0.0367049035386629	0.0269894868075449	0.0234742927988419	0.0861386340305858	0.0792347064054243	0.0740208074960382	0.00512957526982857	0.00345689201687283	0.0123392660407577	0.00590956651925933	0.0290659148210171	0.00762858823666454	0.0125130203373308	0.0095488826234806	0.0165045403948781	0.0330781125700295	0.0132926488319059	0.0104282998118771	0.0100086700024311	0.00596738266152081	0.00670723255284898	0.00848740626499365	0.0165610744620351	0.0119878286511617	0.00165869439005571	0.00872589956954128	0.0102455215331991	0.00545335106902277	0.0109519441370833	0.00825317071579468	0.0053888875076702
OM3_C_8F_1	0.00355680808931905	0.0328403414637929	0.0167212870595789	0.0298998548383289	0.0869901197301411	0.0318486616329625	0.0372720571323947	0.0531175270235991	0.0433109852835687	0.00819952640153432	0.00904881663920491	0.0621524932312875	0.0802880896459161	0.0448088599528345	0.0509257173271452	0.0449595208524287	0.0119433722603835	0.0106451533097713	0.0119942618163685	0.0213166360428672	0.0637081513990498	0.0405494665269426	0.0337813605001638	0.0355160943888563	0.032718962849024	0.0447965670897479	0.0427330635228208	0	0.01071510517668	0.0165791031263303	0.0124056823449314	0.0143216616038176	0.00829782966467927	0.0123418019630206	0.0185824630490039	0.0206058361715965	0.0437327975980362	0.0370857366169071	0.0316765305870018	0.0458253430255665	0.0437504302021385	0.0512045551971333	0.0379819034960404	0.0716003869316528	0.04662977667183	0.0540634853702568	0.050712806194587	0.0579136298766359	0.0751693246841632	0.0328814509162068	0.0435657275844491	0.0333906299342031	0.0398727534617537	0.0494248339842217	0.044530890730541	0.0583824454386523	0.0498126576101236	0.0418586392652867	0.0486160534289083	0.0358607018386857	0.0421095359718891	0.0354465292968098	0.0436795050067142	0.045456346147219
OM3_C_8F_2	0.0121866351848394	0.0424549712739092	0.0260242089840128	0.0394525577606933	0.0959703445208836	0.0398211092320637	0.0468692396305034	0.0621620703257033	0.0518342696409965	0.0174481480231643	0.0177254056445982	0.0703806174996671	0.0891707125179095	0.0536349025693162	0.0422354378779849	0.0361174313928616	0.0182542539429182	0.0203370392990565	0.0177637125233019	0.0304076218863502	0.0728233199499589	0.0495610314261458	0.0424975572058246	0.0446731298392567	0.041635727912686	0.0541142308325764	0.0522076212593318	0.01071510517668	0	0.0245032238244301	0.005667900059052	0.00636506473046964	0.00548484772902496	0.0172071783879587	0.0261973785313983	0.0292226392956212	0.0355768452894864	0.028189357945546	0.0225135030929115	0.0553540233029215	0.0530803585924076	0.0601148021123234	0.0473175858871334	0.0809662513399467	0.0554729959764937	0.0629480750752922	0.0597335100179632	0.0671653028998062	0.0841608533751892	0.0416343048574763	0.0528124267937259	0.042506706081385	0.0487526133701884	0.0588411273635356	0.0530916593518551	0.0679824271851247	0.0584844922889486	0.0513102204234543	0.0574142477099156	0.0444192995719107	0.0510676433952625	0.0440208288529857	0.0525502231493369	0.0549049486463434
OM3_C_8F_3	0.0169602210422263	0.0192130448068288	0.00899579954632019	0.0165901621095195	0.0744675129979273	0.0167916053836057	0.0248105676842029	0.0392903448838563	0.0301741506139544	0.0124538007050357	0.0080071137833017	0.0500900356199342	0.0674455666645361	0.0323096361986104	0.066414645792359	0.0603709818574037	0.0165555827663202	0.0109557647745689	0.0120962680968056	0.00976100988021945	0.0506110812465569	0.0285122271858629	0.0187512655991994	0.0219149232989035	0.0178006640703847	0.031169619161336	0.0300042641722296	0.0165791031263303	0.0245032238244301	0	0.026298196462778	0.0297830806405571	0.0240618643476637	0.0126362211686745	0.00923619095837378	0.00858191387697311	0.0592274479435969	0.0525328105789417	0.0466702289691642	0.032340096093872	0.0316082319608037	0.0397476165916517	0.0245847896698977	0.0587886397862357	0.0326217886723849	0.0405289314949443	0.0369470677355785	0.046042602104813	0.0623736651609862	0.017954136019264	0.0288933443888292	0.0206460524040217	0.0269501666127122	0.036384297777374	0.0308790857120131	0.0449650341608835	0.0377256417197082	0.0293303382478426	0.0357235383472496	0.0224010719584037	0.0287188505057937	0.0232983569910438	0.0322368346107622	0.0338493885216286
OM3_C_9A_1	0.0124421728817751	0.0433892205832541	0.0261412541049858	0.0402346400710252	0.0951401854399902	0.0403397763216893	0.0469476642080907	0.0621037070809338	0.051424197052187	0.0173784503466481	0.0189554344902107	0.0691705215905	0.0884580139577268	0.0530062570740354	0.0421688317981853	0.0359130642633509	0.0164295877760036	0.020837660068641	0.0173511436869445	0.030806514917643	0.072420215642039	0.0489533019286174	0.0432139836826074	0.0448663737182037	0.042513405960159	0.0542675359311702	0.052155167521312	0.0124056823449314	0.005667900059052	0.026298196462778	0	0.00571238717229063	0.00735982273920852	0.0168954654809731	0.0260201780715444	0.0294940421488165	0.0361898329178891	0.0279318285792596	0.0231728466691056	0.0557001971752646	0.0526653805337677	0.0590945712666273	0.0476122424459918	0.0805201134211861	0.0556019602709072	0.0626171280497803	0.0596087537492867	0.0664302714527502	0.0834535769925087	0.0423159899388434	0.0538219461208358	0.0424460240206415	0.0484849740506709	0.0587439607112953	0.0527776035610094	0.0682697412848924	0.0575351447166976	0.0512252578501808	0.0568596984653056	0.0443646897647345	0.0508860599956936	0.0434241636738795	0.0516450024790422	0.0543684690031635
OM3_C_9A_2	0.0150237326753452	0.0468494452641054	0.0299409475265536	0.0437904958557503	0.0994775015926852	0.0446794886598852	0.0507718951926661	0.066324081531224	0.0559031611058543	0.0208629942477845	0.0223868686135026	0.0738849736246041	0.0928416494308338	0.0574170600119974	0.0374451691467226	0.0313009424471916	0.020858198140536	0.0239802093755149	0.0220266753857677	0.0346709614194111	0.0766630069690528	0.0532504399018414	0.0472338210905985	0.0489074854963717	0.0463623527557228	0.0582706478694606	0.0561028961016047	0.0143216616038176	0.00636506473046964	0.0297830806405571	0.00571238717229063	0	0.00683767062326795	0.0216638488082537	0.0305407320033585	0.0336150705218545	0.0310160731512844	0.0233009486492232	0.0184109122930241	0.0595001801390105	0.0567636989592985	0.06347356751774	0.0515134638786955	0.0846411250893483	0.0598052948723032	0.066985070313997	0.0638635862017784	0.0706004216654271	0.0878101986264665	0.046335058093231	0.0574629921541666	0.0465606471046477	0.0527719102153437	0.0627581414974277	0.0572609450331907	0.0720406206848263	0.0620594055489891	0.055171730524481	0.0612850404487102	0.0487074416867914	0.0551563923041216	0.0478981733127466	0.0560269969993826	0.0583966677469696
OM3_C_9A_3	0.00994990514915587	0.0409907897084885	0.0243836076427264	0.0380481311182598	0.0946996763853944	0.0395051955685445	0.0452351762096062	0.0609968803545467	0.0509931492719521	0.015611618561943	0.0167050355229829	0.0694760842301195	0.0880362423508151	0.0523718898161197	0.0430659853950196	0.0369215130700828	0.0173086542993419	0.0186967449254033	0.0180203704589979	0.0293002280915144	0.0715596974743462	0.0480745590189915	0.0416844311351098	0.043299308663512	0.0407255646432148	0.0527415244144258	0.0506670720828221	0.00829782966467927	0.00548484772902496	0.0240618643476637	0.00735982273920852	0.00683767062326795	0	0.0179485745519829	0.0257241547648314	0.02819943785653	0.0360585912981782	0.0291482392227408	0.0240671518417407	0.05390516501247	0.0515260763932237	0.0586652839130719	0.046031149190249	0.0794409989958391	0.0545983805344172	0.0617967008476396	0.0584606518241893	0.0656236873417406	0.082890172730464	0.0407653794287917	0.0517101073107965	0.041221987344886	0.0476663952640531	0.0573440124355374	0.0520921286686917	0.0664920512883653	0.0571513983246081	0.0498172235823967	0.0562481863200051	0.0436567491359569	0.0498142823739428	0.0429214285026704	0.051151221029171	0.0531994569388594
OM3_C_9C_1	0.0109701390275059	0.028344249648607	0.0125512349057397	0.0251158434739573	0.0795164020244915	0.0238392841536264	0.0317452722089094	0.0460719808772232	0.0352486206160621	0.00836935808534932	0.0080206266273569	0.0535871438453946	0.0726239447298721	0.0374023143426232	0.0586422325240378	0.0525551830565731	0.00729036205521944	0.00997248435951549	0.00160662326711642	0.0155220448945722	0.0565538646133195	0.0337125023290274	0.0271718186443664	0.0293994796826295	0.026664172379752	0.0385400078834569	0.0367049035386629	0.0123418019630206	0.0172071783879587	0.0126362211686745	0.0168954654809731	0.0216638488082537	0.0179485745519829	0	0.0100524620798483	0.0142473825260713	0.0523316971140218	0.0444910978557007	0.0390566389919013	0.0400777704652422	0.0373248324653941	0.0439312794841774	0.0318864704464408	0.0649397230632207	0.0392936636943916	0.0466617393239448	0.0437868966455771	0.0511290211325678	0.0677290520563463	0.0263537439258073	0.0380474848926824	0.0268193657055457	0.0325316078434253	0.0431477516606844	0.0368193517873614	0.0525931242825742	0.0422420616466811	0.0357418599093388	0.0410552989569841	0.0280624771809364	0.0351406449971732	0.0277543750210075	0.0364071288316693	0.0392975105105125
OM3_C_9C_2	0.0172694261627858	0.0192828084432372	0.00595883606785461	0.0160817053697128	0.0702996490378825	0.0146623602030688	0.022084696439941	0.0363397882468308	0.0257867947702737	0.0113483101918646	0.0102974739434388	0.0446288839110005	0.0633878039131503	0.0276981776243579	0.0679002822050395	0.0617332770865624	0.012034617845434	0.010659620451163	0.00906670543076485	0.00697741858421541	0.0470353880282621	0.023901131686661	0.0177066504475769	0.0194283890610565	0.0174001082209721	0.0287240878073434	0.0269894868075449	0.0185824630490039	0.0261973785313983	0.00923619095837378	0.0260201780715444	0.0305407320033585	0.0257241547648314	0.0100524620798483	0	0.00483851512560181	0.0613326921230846	0.0537414523992939	0.0484356458116049	0.0304618069778199	0.0276482275825394	0.0345681883248852	0.0223057544166754	0.0553523185162086	0.0298428587159597	0.0369324547824248	0.0338891364810944	0.0417277882988111	0.0583270479664568	0.0168187288613506	0.0288252440172396	0.0170053944903199	0.022902074066139	0.0334012089008298	0.0270043860707116	0.043052959248296	0.0326537463535621	0.0261469868933936	0.0313980268592375	0.0185565425746048	0.0252150925351849	0.0180300028667447	0.0269482424881727	0.0297392039248802
OM3_C_9C_3	0.0196603527345622	0.0149923077572077	0.0049024990940335	0.0118998248360399	0.0676917223406231	0.0119808584673581	0.0183337899595622	0.0331148066474412	0.0233003365122416	0.0134891564920713	0.0119545815042211	0.0426963106615856	0.0607900159010434	0.0249308582196695	0.0709615877114436	0.0648020215583352	0.0156400340511965	0.0119788193825264	0.0131601372468768	0.00401916795907322	0.0440901595906184	0.0209057139465609	0.0140130946182334	0.0155305957389832	0.0135187925318354	0.0251034317957327	0.0234742927988419	0.0206058361715965	0.0292226392956212	0.00858191387697311	0.0294940421488165	0.0336150705218545	0.02819943785653	0.0142473825260713	0.00483851512560181	0	0.0641008306792665	0.0568774034545547	0.0515300557930961	0.0267316458352918	0.0244804752310474	0.0320861072695067	0.018682246937055	0.0522448241354138	0.0268091368815047	0.0339315996747696	0.0305589784390411	0.0389143348882772	0.0555995017215615	0.0130386584185824	0.0249283061019477	0.0135990774021519	0.0200244945377896	0.0299715968165219	0.0240974314256795	0.0394608026147475	0.0301052954993174	0.0227616932751636	0.0286314484018473	0.0158743193216336	0.0219293727872427	0.0155285420114297	0.0244534882374168	0.0266214845623241
OM3_C_9D_1	0.0449560120236972	0.076239308053771	0.0602557689174469	0.0734003083027908	0.129481002886988	0.0750348345139477	0.0807150177468597	0.0966179621870489	0.0864981774009958	0.0511801375541921	0.0524068590780728	0.104427008747092	0.122990221644663	0.0879863569807335	0.00873854235759955	0.00709697389523626	0.0515003544485378	0.0537159901733837	0.0528159232658534	0.064862472757317	0.10685070823232	0.083739363296181	0.0773078701486159	0.0791547781375139	0.0762213721409103	0.0883639401162995	0.0861386340305858	0.0437327975980362	0.0355768452894864	0.0592274479435969	0.0361898329178891	0.0310160731512844	0.0360585912981782	0.0523316971140218	0.0613326921230846	0.0641008306792665	0	0.00983633746814008	0.0139639881080836	0.0892563141254096	0.0869687188882873	0.0938299949057568	0.0815036279741945	0.114607065408865	0.090030525310086	0.09746263527231	0.0942489858079577	0.100653157116574	0.118020812011651	0.0764409483471031	0.0868418698272877	0.0769197853975404	0.0832237267037212	0.0928158391324446	0.0879209756091051	0.10158019135718	0.0926663489592654	0.0851901948171787	0.0918410680754409	0.0791990040168818	0.0856246331578912	0.0785978775240821	0.0864985002636857	0.0884524442754139
OM3_C_9D_2	0.0379946092882852	0.0698429191400259	0.0531727926838588	0.0668514267995807	0.122189576545404	0.0677903055169769	0.0738982395124818	0.0895183284163734	0.0790369552413702	0.0440483837583391	0.0454775829808553	0.0965849495582189	0.115664355684122	0.08053755697592	0.0142580941420393	0.00822426570956571	0.0436529835421709	0.0469390254171066	0.0450367289870435	0.0578714308537952	0.0997004026014176	0.0763740884407349	0.0703954164179599	0.0721415482904905	0.069474714375978	0.0814649302423199	0.0792347064054243	0.0370857366169071	0.028189357945546	0.0525328105789417	0.0279318285792596	0.0233009486492232	0.0291482392227408	0.0444910978557007	0.0537414523992939	0.0568774034545547	0.00983633746814008	0	0.00718410686182321	0.0826021872230426	0.0798538149366518	0.0863429998035764	0.0746741131232963	0.107599422060028	0.0829589440087173	0.0901577180412277	0.0870789615406869	0.093470456562438	0.110708681113515	0.0695125617174378	0.0804436709927216	0.0697896273731685	0.0759513164695153	0.0858875066870715	0.0804652219155867	0.0950454338915616	0.0850438292228822	0.0782769513140162	0.0844118133843318	0.0718958239679559	0.0783849214601266	0.0710637944579304	0.0790108143744744	0.0813845298231951
OM3_C_9E_1	0.0328044208481473	0.0642343574131074	0.047998122642022	0.0612809252327123	0.117287343657255	0.0621311398218793	0.0686605343758361	0.0842153430660772	0.0738009149595087	0.0389159363760971	0.0399169606842398	0.0918090201012524	0.110644282033949	0.0755589620329764	0.020082166002197	0.0146883710251906	0.0388801888146529	0.0415319558117727	0.0396868702763709	0.0523938497962683	0.0945561736141098	0.0714637477537124	0.0647499477122869	0.0668668888189977	0.0637749492335502	0.0761358382098718	0.0740208074960382	0.0316765305870018	0.0225135030929115	0.0466702289691642	0.0231728466691056	0.0184109122930241	0.0240671518417407	0.0390566389919013	0.0484356458116049	0.0515300557930961	0.0139639881080836	0.00718410686182321	0	0.0771757720832515	0.0748154155465719	0.0815983827377843	0.069232240468046	0.102573756637624	0.0774573455899663	0.0850007834347388	0.081890792121372	0.0885784572448984	0.10574432167265	0.0639048466402822	0.074668741575919	0.064534247054207	0.0707075063756371	0.0806847870011444	0.075312241785886	0.0896266411501967	0.0802913003641046	0.0730437427047217	0.0793603418428471	0.0664831580046053	0.0732151105710049	0.0660263610493857	0.074182858363957	0.0764437364122785
OM3_C_9E_3	0.0446897937556692	0.0137212230525474	0.0298653419814769	0.0161704730343996	0.0433700089274631	0.0185140239097537	0.00917611008939601	0.00924348628441686	0.0107505300513903	0.0387170031299322	0.0377732901402542	0.0240359561080755	0.0365883256217814	0.0107172446822522	0.0964329264805716	0.0905472409900313	0.0403506483915635	0.0357872227153868	0.0390846304818967	0.0250293344958541	0.0194929892273775	0.0116616516463717	0.0145109674728587	0.0121338435627143	0.0149215822311758	0.00357569139737796	0.00512957526982857	0.0458253430255665	0.0553540233029215	0.032340096093872	0.0557001971752646	0.0595001801390105	0.05390516501247	0.0400777704652422	0.0304618069778199	0.0267316458352918	0.0892563141254096	0.0826021872230426	0.0771757720832515	0	0.00780985645262233	0.0146443535624216	0.00819661709884744	0.0269987104642231	0.00660127562889922	0.011796110492595	0.0088935913855539	0.0163387721277661	0.0314547899552689	0.015154008796544	0.0072577197615126	0.0137639951688055	0.00982335883370397	0.00565322182139108	0.0108165425103951	0.0127694153627459	0.0145901975762246	0.0059561369154325	0.0105290292604374	0.013340861428524	0.00872307117112257	0.0153529220829949	0.012627782802738	0.00882708835707263
OM3_C_9F_1	0.0421739605592528	0.0151842324474166	0.0273323277237817	0.0163131708913189	0.0436720210504196	0.0178122299842965	0.00755143317612547	0.0109973705870059	0.00708407848363907	0.03604167163786	0.03591219776874	0.0209868933678066	0.0370173620315141	0.00470539859748171	0.0937802574064746	0.0877926478702655	0.036727352018132	0.0336171032568475	0.0362438402311116	0.0231276965408408	0.0202607016247447	0.00536112067650297	0.0150421593401782	0.0107114033149663	0.0158525802510145	0.00595259019647523	0.00345689201687283	0.0437504302021385	0.0530803585924076	0.0316082319608037	0.0526653805337677	0.0567636989592985	0.0515260763932237	0.0373248324653941	0.0276482275825394	0.0244804752310474	0.0869687188882873	0.0798538149366518	0.0748154155465719	0.00780985645262233	0	0.00927137837088132	0.00845914300937032	0.0280146061561177	0.00867840476004934	0.0114596053330749	0.00925832130434232	0.0146068897704994	0.0316384858121718	0.0153238420123618	0.0136703579231691	0.0110326739381397	0.00608229834451663	0.00674041140638159	0.00787188785855401	0.0172114384411399	0.00915572181492174	0.0037500386834758	0.00669469487168392	0.0110867590317313	0.00568553097602928	0.0105192299461427	0.00510234736001181	0.00275518549098691
OM3_C_9F_3	0.0493054647999461	0.0243858821414129	0.0348792725805331	0.0253033158308158	0.0365580682264018	0.0252329729389796	0.0167362356573405	0.0111361647572288	0.011415690859348	0.0432019972633391	0.0435528573337988	0.0126636618394218	0.0301557328023844	0.00807669446727315	0.100270589797634	0.0942609774899894	0.0429081177699155	0.0411219234798646	0.0428999338125124	0.0310185560837178	0.0151349305659806	0.0117176363961695	0.0233699744398097	0.019178442904552	0.0245001737775435	0.0131412788178211	0.0123392660407577	0.0512045551971333	0.0601148021123234	0.0397476165916517	0.0590945712666273	0.06347356751774	0.0586652839130719	0.0439312794841774	0.0345681883248852	0.0320861072695067	0.0938299949057568	0.0863429998035764	0.0815983827377843	0.0146443535624216	0.00927137837088132	0	0.0173923533890469	0.0224258011735896	0.0133263251414986	0.00919689403702128	0.0106951603849381	0.00844205488108567	0.0248029171759797	0.02369118314001	0.0212259134988896	0.0192393432677998	0.0134069106009752	0.00986027420350456	0.0119438894563401	0.0174000523932357	0.0050697589748583	0.0126560572501472	0.00648601798913357	0.0183204663033184	0.0126908045011227	0.0168385156489039	0.0076584995249111	0.00789904728483266
OM3_C_9G_1	0.0367964972558368	0.00731849729283671	0.0219390172416352	0.00873933625700082	0.0502570187762534	0.011270427419362	0.00345101672631555	0.0154837321827106	0.00912920161177748	0.030770940954067	0.0298036026966617	0.0279754511078875	0.0433578118814495	0.0107229396438247	0.0885796112236753	0.0826538101514939	0.0323326095065179	0.0279148103893655	0.0309002084689334	0.0169351073283821	0.0263360612348628	0.0088645076475874	0.00755735040830674	0.00570455897209438	0.00783617474676924	0.00723315599161198	0.00590956651925933	0.0379819034960404	0.0473175858871334	0.0245847896698977	0.0476122424459918	0.0515134638786955	0.046031149190249	0.0318864704464408	0.0223057544166754	0.018682246937055	0.0815036279741945	0.0746741131232963	0.069232240468046	0.00819661709884744	0.00845914300937032	0.0173923533890469	0	0.0343488864180756	0.00938888946788664	0.0171257630114371	0.0138858099161981	0.022009843823961	0.0382338803352019	0.00796146602608947	0.00877361075697242	0.00602288291695394	0.00557210278067908	0.0120153164123786	0.0103823726453829	0.0208325136608963	0.016473336806579	0.00528204909048755	0.0130463652914566	0.00636520993997708	0.00714537172408631	0.00910286780257385	0.0116385774145351	0.0107697207392371
OM3_C_9G_2	0.0700149075357255	0.0406571815147796	0.0552893785937396	0.0428666442390304	0.0171169992749084	0.0434454833934202	0.0345654479237271	0.0199952450238027	0.0301559762124059	0.0639678681391133	0.063740506457549	0.0178006645359076	0.0115169442046253	0.0280925297958492	0.121414548111348	0.11553002753898	0.0644233397250851	0.0613480976465089	0.0639582818480401	0.0508221416955538	0.00887660070483439	0.0320999970325284	0.0404858102734168	0.0373277333061285	0.0413934497963967	0.0277456633796335	0.0290659148210171	0.0716003869316528	0.0809662513399467	0.0587886397862357	0.0805201134211861	0.0846411250893483	0.0794409989958391	0.0649397230632207	0.0553523185162086	0.0522448241354138	0.114607065408865	0.107599422060028	0.102573756637624	0.0269987104642231	0.0280146061561177	0.0224258011735896	0.0343488864180756	0	0.0269753530842261	0.0192784434541092	0.0227462314303204	0.0145909866531746	0.0066209027011202	0.0411568024023102	0.0323675755342594	0.0386811218736629	0.0325325443937711	0.0224977052283149	0.0295799397813171	0.0160432538992466	0.0246887278664991	0.0298745371571966	0.0244009572500356	0.0373199755630666	0.0307156910140977	0.0376381315251052	0.0293200955277191	0.0263907130757079
