	OM3_B_B_1	OM3_B_B_2	OM3_B_B_3	OM3_C_7A_2	OM3_C_7A_3	OM3_C_7B_1	OM3_C_7B_2	OM3_C_7B_3	OM3_C_7C_1	OM3_C_7C_2	OM3_C_7C_3	OM3_C_7G_1	OM3_C_7G_2	OM3_C_7G_3	OM3_C_7H_1	OM3_C_7H_2	OM3_C_7H_3	OM3_C_8A_1	OM3_C_8A_2	OM3_C_8A_3	OM3_C_8B_1	OM3_C_8B_3	OM3_C_8C_1	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8E_2	OM3_C_8E_3	OM3_C_8F_1	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9A_2	OM3_C_9A_3	OM3_C_9C_1	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9D_1	OM3_C_9D_2	OM3_C_9D_3	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9E_3	OM3_C_9F_1	OM3_C_9F_3	OM3_C_9G_1	OM3_C_9G_3	OM3_C_9H_1	OM3_C_9H_2	OM3_C_9H_3	OM3_H_3C_1	OM3_H_3C_2	OM3_H_3C_3	OM3_H_3D_2	OM3_H_3D_3	OM3_H_3E_1	OM3_H_3E_2	OM3_H_3E_3	OM3_H_3F_1	OM3_H_3F_2	OM3_H_3F_3	OM3_H_3G_2	OM3_H_3G_3	OM3_H_3H_2	OM3_H_3H_3
OM3_C_7C_3	0.00438624629428923	0.0048643314874289	0.00119842878644798	0.00624902502767426	0.00828620546228357	0.00167759745243424	0.00417175856877151	0.0146196237642807	0.000221111399880396	0.00220502648923552	0	0.00504904882486751	0.0211112243365356	0.0123723433798065	0.00435122838510002	0.00780161377360669	0.0102785092529316	0.00166504468117624	0.0121639590239316	0.0230807811608344	0.0131871428733125	0.00845648874035613	0.00581259942735847	0.0066346823822895	0.00827405294390474	0.0121515238047295	0.0165932675963643	0.020066851011716	0.0121249978585914	0.0130114803119395	0.00596138811045175	0.00323275356007931	0.0185058400497299	0.00686465771662397	0.0145136054621257	0.0154629769612486	0.00519896324864332	0.0104886979957652	0.0105023666721283	0.00794193764502047	0.0172822185431862	0.0211617940902294	0.00261618265861147	0.0187241816008984	0.0124494569074492	0.0180277318532596	0.00476815891046043	8.39577564855215e-05	0.0207269292498348	0.00564714537568629	0.0152160929631872	0.0269535535163511	0.0092906318998129	0.0137296810430817	0.000815106410258006	0.0201491395315422	0.0204674866253931	0.0113442553375596	0.0132328919121295	0.0139863913150341	0.0208675047553897	0.00554291872774182	0.0145268872381516	0.0164593373153466
OM3_C_7G_1	0.000662807680307853	0.000184718929107781	0.00385062820641145	0.00119998949191444	0.00323720419872767	0.0067266263170611	0.00922073939177945	0.00957082344385598	0.00527015816276268	0.00284403343822415	0.00504904882486751	0	0.016062778857072	0.00732345538086093	0.00940020490507839	0.00275260302048973	0.00522955578338144	0.00338401411789096	0.00711506380849087	0.0180324732780247	0.0182357673919071	0.00340749100969335	0.0108615366842079	0.00158565220299487	0.00322505143216162	0.00710262816355024	0.0115445591728683	0.0150183382352088	0.00707610131109519	0.00796261541345254	0.000912348923400575	0.00181630566264594	0.0134572339934011	0.00181563098295172	0.00946480059973647	0.0104142142032061	0.0102479179086005	0.00543975039274628	0.00545341945605588	0.00289292955391017	0.0122335454832993	0.0161133519689596	0.00243287743579592	0.0136755880654132	0.00740057161828029	0.0129790989772003	0.000280892287150374	0.0049650918057492	0.015678458551118	0.000598102535568932	0.010167318945675	0.0219055570061106	0.0042416529657212	0.00868084384332633	0.00586414677876721	0.0151006319151789	0.0154189992011968	0.00629533323857058	0.00818403535633406	0.00893756446284443	0.0158190432202773	0.000493874753480433	0.00947808294256422	0.0114106222146958
OM3_C_7G_2	0.0167255237079811	0.016247480774347	0.019912972893647	0.0148628905038444	0.0128258102495902	0.0227885379110594	0.0252822002436944	0.00649230868848023	0.021332300697675	0.0189065077413125	0.0211112243365356	0.016062778857072	0	0.00873968711187409	0.0254616306348472	0.0133103836982191	0.010833544740092	0.0194464203068838	0.0089480767369485	0.00196989694649938	0.0342950188006371	0.0126555325518956	0.026922663002471	0.0144772568451286	0.0128379623532376	0.00896051225010545	0.00451851645070508	0.00104452996923426	0.00898703881554757	0.00810052997519202	0.0151505083103365	0.0178789005365702	0.00260574448252543	0.0142472945899699	0.00659833331242154	0.00564889921301498	0.0263091728621593	0.0106233565893786	0.0106096879287238	0.0131700654677377	0.00382949995753938	5.05777549254746e-05	0.0184954014020792	0.00238737666290544	0.0086625714700333	0.00308390769963359	0.0163436451225768	0.021027279695096	0.000384354635643134	0.0154647287631387	0.00589580078804363	0.0058435089363481	0.0118214104962042	0.00738229925980695	0.0219261980055897	0.000962229702771412	0.000643836205404547	0.00976779486308424	0.00787910995295545	0.00712557640041811	0.000243757604729161	0.0155689476971246	0.00658505075362854	0.00465245864768695
OM3_C_7G_3	0.00798624941730675	0.0075081707348277	0.0111739727791334	0.00612348483885535	0.00408628531546122	0.0140498384929024	0.0165438024646006	0.00224742366842392	0.0125934426848326	0.0101674143296237	0.0123723433798065	0.00732345538086093	0.00873968711187409	0	0.0167232560224171	0.00457088482153984	0.00209392786936153	0.0107073761729419	0.000208395402561571	0.0107095184467625	0.0255580267782086	0.00391599880443778	0.018184484327497	0.00573782664354036	0.00409843805489722	0.000220831268776161	0.00422122984641382	0.00769518211398981	0.000247358591170588	0.000639173183377477	0.00641112154049501	0.00913971826831872	0.0061339922589055	0.00550785019172756	0.00214139761238206	0.00309084205544984	0.0175709103293439	0.00188373144584123	0.00187006225663099	0.00443055889693969	0.00491024551587517	0.00879026348548562	0.00975627166590567	0.00635235754173226	7.71177123621474e-05	0.00565583356134918	0.00760434216170155	0.0122883901046409	0.00835534245547015	0.00672536321697634	0.00284393832786979	0.0145829306505792	0.00308183615544586	0.00135741891636703	0.0131874031080575	0.00777748065966597	0.00809586710229154	0.0010281388582878	0.000860598175548371	0.00161414636944433	0.00849593594258314	0.00682958932424071	0.00215468035442364	0.00408728746750808
OM3_C_7H_1	0.00873741630362681	0.00921549158452125	0.00554964704801925	0.0106001524730186	0.0126372742044986	0.00267363775575574	0.000179470954806946	0.0189704286896989	0.00413011837494902	0.00655623286449188	0.00435122838510002	0.00940020490507839	0.0254616306348472	0.0167232560224171	0	0.0121526976317037	0.0146295082859073	0.00601625781693035	0.0165148808678787	0.0274310407373546	0.00883609135268287	0.0128075520000792	0.00146138395341128	0.0109857996894869	0.0126251220739814	0.0165024461935376	0.0209439650927816	0.0244173302332169	0.0164759214080756	0.0173623639003596	0.0103125228209126	0.00758394461039176	0.0228564219758505	0.0112157687615874	0.0188644158185956	0.0198137374505589	0.000847741563353715	0.0148396889643696	0.0148533571116097	0.0122930171999702	0.0216328757100705	0.0255121967717807	0.00696738328973443	0.023074749614788	0.0168003661112241	0.0223783437288656	0.00911932105763506	0.00443518557518238	0.0250773627742396	0.00999828773405104	0.0195668666876272	0.0313034894545283	0.0136416670192629	0.0180805304839946	0.00353612636018843	0.0244996131298105	0.0248179382718624	0.0156952120811544	0.0175837651425298	0.0183372281653606	0.0252179283735232	0.00989406355600924	0.0188776969161222	0.0208100424816835
OM3_C_7H_2	0.00341540851036025	0.00293732142466152	0.00660320664432592	0.00155261533222612	0.000484602697660212	0.0094791677357246	0.011973235817113	0.006818283744898	0.00802272032029805	0.0055966210660366	0.00780161377360669	0.00275260302048973	0.0133103836982191	0.00457088482153984	0.0121526976317037	0	0.00247696531678631	0.00613659705890741	0.00436249088587303	0.0152801383028639	0.02098800164684	0.000654890150744085	0.0136139969909156	0.00116695260903224	0.000472449887485525	0.00435005510256142	0.00879205469954364	0.0122659142535872	0.00432352795599463	0.00521005262988927	0.00184025572228912	0.00456890065584731	0.010704770917228	0.000936973684686869	0.00671225922366042	0.00766168862603762	0.0130003923279593	0.00268716153969786	0.00270083071092584	0.000140326926181294	0.0094810550978365	0.0133609582600591	0.00518546825494351	0.0109231301703425	0.00464800195493671	0.0102266248817309	0.00303349448297099	0.0077176577896926	0.0129260525376091	0.00215450173221371	0.00741478909081519	0.0191533626373678	0.00148905606478554	0.005928290746581	0.00861670097166017	0.0123482101269271	0.0126665860234187	0.00354275183936118	0.00543147545195581	0.00618501507235545	0.0130666411437897	0.00225872934684863	0.0067255417754035	0.00865811511043316
OM3_C_7H_3	0.00589235627940682	0.00541427287265232	0.00908011972640752	0.00402957519097987	0.00199236346178908	0.011956034392869	0.0144500506175748	0.00434134431449832	0.0104996122797703	0.00807354700780833	0.0102785092529316	0.00522955578338144	0.010833544740092	0.00209392786936153	0.0146295082859073	0.00247696531678631	0	0.00861351632084541	0.00188553275732415	0.0128033445270597	0.0234645394684037	0.00182207620759981	0.0160907718120832	0.0036439142157281	0.00200451625588384	0.00187309690623926	0.00631513796814617	0.00978905411877096	0.00184656961593581	0.00273309975999849	0.00431721410857872	0.00704583791207559	0.00822788271814797	0.00341393621042075	0.00423531876758119	0.00518475805774191	0.0154771826448054	0.000210196716440816	0.000223865922246443	0.00233663867636969	0.00700414790248196	0.0108841203762326	0.00766239894339136	0.00844624563823426	0.00217104545732659	0.00774972894634023	0.00551044522286702	0.010194554583319	0.0104492055631727	0.00463145834524313	0.00493785579892272	0.0166766777484711	0.000987910536481439	0.00345134331830273	0.0110935830558923	0.00987135159077054	0.0101897337845596	0.00106578982139139	0.00295452416321559	0.00370806980852256	0.0105897970714709	0.00473568533374028	0.00424860144671695	0.0061811966221821
OM3_C_8A_1	0.00272120857977744	0.00319929589063938	0.000466616220957837	0.00458399707352958	0.0066211928341548	0.0033426388651738	0.00583678906516271	0.0129546899083058	0.00188615583774125	0.000539982502797969	0.00166504468117624	0.00338401411789096	0.0194464203068838	0.0107073761729419	0.00601625781693035	0.00613659705890741	0.00861351632084541	0	0.0104989890257851	0.0214160263905221	0.0148520736690838	0.00679147761359014	0.00747761879741457	0.00496965695636611	0.00660904020991019	0.0104865536416287	0.0149283679412085	0.0184020227294078	0.0104600273442334	0.0113465219849552	0.0042963583840384	0.00156771183618984	0.0168409779266568	0.00519963388122756	0.0128486698990374	0.0137980571571099	0.00686398714590861	0.00882370741339903	0.00883737624436096	0.00627692208533313	0.015617331909644	0.019496991267761	0.000951139429268086	0.0170593240376546	0.0107844907464567	0.0163628599423897	0.00310312286616463	0.00158108700183811	0.0190621161456206	0.00398211382383348	0.0135511689586463	0.0252889090603036	0.00762562861918139	0.012064733268378	0.0024801499129963	0.0184843131132246	0.0188026674938435	0.00967927485529326	0.0115679367734951	0.0123214474594954	0.0192026949503447	0.00387788659593722	0.0128619518881973	0.0147944351939127
OM3_C_8A_2	0.00777785857980215	0.00729977936079533	0.0109655863734221	0.00591509209967767	0.0038778910787436	0.0138414573581005	0.0163354268760835	0.00245581866418262	0.012385058730039	0.00995902636413009	0.0121639590239316	0.00711506380849087	0.0089480767369485	0.000208395402561571	0.0165148808678787	0.00436249088587303	0.00188553275732415	0.0104989890257851	0	0.010917905205385	0.0253496787663331	0.00370760447012496	0.0179761128808747	0.00552943357417198	0.00389004382531596	1.24358698302281e-05	0.00442962386967663	0.00790357302492022	3.89631895062216e-05	0.00084756854605834	0.00620272906177516	0.00893132886298133	0.00634238478984055	0.00529945693583216	0.00234979264414295	0.00329923670612805	0.0173625372879734	0.00167533627554885	0.00166166708277023	0.00422216487055552	0.00511863906401153	0.00899865304418239	0.00954788310585777	0.00656074986782155	0.000285513112860017	0.00586422651613199	0.00739595089292602	0.0120800055983364	0.00856373257255943	0.00651697103668518	0.00305233309045954	0.0147913100858203	0.00287344140453389	0.00156581416237773	0.0129790202660121	0.00798587147517754	0.00830425753911902	0.000819743517763185	0.00106899351034942	0.001822541555291	0.00870432588223359	0.00662119724612481	0.00236307538173888	0.00429568157497638
OM3_C_8A_3	0.0186952020716851	0.0182171707812863	0.0218825655577207	0.0168326124508538	0.0147955743635231	0.0247580412473799	0.0272516169116224	0.00846216709175192	0.0233018506935285	0.0208761289800307	0.0230807811608344	0.0180324732780247	0.00196989694649938	0.0107095184467625	0.0274310407373546	0.0152801383028639	0.0128033445270597	0.0214160263905221	0.010917905205385	0	0.0362640511921009	0.0146252999300519	0.0288920180018009	0.0164469872157161	0.0148077262326796	0.0109303405455665	0.00648839281393531	0.00301442470226492	0.0109568667413401	0.0100703697246657	0.0171202238407501	0.0198485495087564	0.00457563305232693	0.0162170298857349	0.00856819059698499	0.00761876595657309	0.0282785513558582	0.0125931598184896	0.0125794913795584	0.0151398228594748	0.00579938130793529	0.00191931925936832	0.0204650339107482	0.00435726630035925	0.0106324038503457	0.00505379369822818	0.0183133328127135	0.0229968390945903	0.00235425094591487	0.0174344371526305	0.00786566519287829	0.00387362794453307	0.0137911932833427	0.00935214778572593	0.0238957293245389	0.00293212466576917	0.00261373196871682	0.0117376114695988	0.00984895248472916	0.00909542788888077	0.00221365417204353	0.0175386536879826	0.00855490817920488	0.00662233396432307
OM3_C_8B_1	0.0175730340046429	0.0180510697329115	0.0143854922721257	0.0194356080630709	0.0214725278434576	0.0115096342855286	0.00901555732370354	0.0278048895162643	0.0129660446718145	0.0153920130442491	0.0131871428733125	0.0182357673919071	0.0342950188006371	0.0255580267782086	0.00883609135268287	0.02098800164684	0.0234645394684037	0.0148520736690838	0.0253496787663331	0.0362640511921009	0	0.0216427875904783	0.00737474058533011	0.0198212190264331	0.021460376994118	0.0253372457031549	0.0297781277116487	0.0332509087958524	0.0253107243512965	0.0261970497177291	0.0191480048486635	0.0164196519075636	0.0316902723639197	0.0200511660405068	0.0276988919750403	0.0286480738300827	0.00798837064432264	0.0236746952371846	0.0236883617550064	0.0211283067777531	0.030466928495521	0.0343455755445034	0.0158031350969081	0.0319085629011236	0.0256351267541224	0.0312122743163439	0.0179549072764017	0.0132710955003663	0.0339108217960744	0.0188337980579418	0.0284012399579937	0.0401356859877823	0.0224768115925936	0.0269151178148464	0.0123720828831539	0.0333331769391236	0.0336514446052184	0.0245301141217688	0.0264184209410226	0.0271717795126537	0.0340513615837221	0.018729583129722	0.0277121711559167	0.0296442261070718
