	OM3_B_B_1	OM3_B_B_2	OM3_B_B_3	OM3_C_7A_2	OM3_C_7A_3	OM3_C_7B_1	OM3_C_7B_2	OM3_C_7B_3	OM3_C_7C_1	OM3_C_7C_2	OM3_C_7C_3	OM3_C_7G_1	OM3_C_7G_2	OM3_C_7G_3	OM3_C_7H_1	OM3_C_7H_2	OM3_C_7H_3	OM3_C_8A_1	OM3_C_8A_2	OM3_C_8A_3	OM3_C_8B_1	OM3_C_8B_3	OM3_C_8C_1	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8E_2	OM3_C_8E_3	OM3_C_8F_1	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9A_2	OM3_C_9A_3	OM3_C_9C_1	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9D_1	OM3_C_9D_2	OM3_C_9D_3	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9E_3	OM3_C_9F_1	OM3_C_9F_3	OM3_C_9G_1	OM3_C_9G_3	OM3_C_9H_1	OM3_C_9H_2	OM3_C_9H_3	OM3_H_3C_1	OM3_H_3C_2	OM3_H_3C_3	OM3_H_3D_2	OM3_H_3D_3	OM3_H_3E_1	OM3_H_3E_2	OM3_H_3E_3	OM3_H_3F_1	OM3_H_3F_2	OM3_H_3F_3	OM3_H_3G_2	OM3_H_3G_3	OM3_H_3H_2	OM3_H_3H_3
OM3_C_8B_3	0.00407029545792546	0.00359220914388375	0.00725808576128666	0.00220750469289708	0.000170287471793357	0.0101340357872578	0.0126280912063146	0.00616340330542433	0.00867759444937232	0.00625150315978591	0.00845648874035613	0.00340749100969335	0.0126555325518956	0.00391599880443778	0.0128075520000792	0.000654890150744085	0.00182207620759981	0.00679147761359014	0.00370760447012496	0.0146252999300519	0.0216427875904783	0	0.0142688424992863	0.00182184226964175	0.000182440283079126	0.00369516866367857	0.0081371810913699	0.0116110570693646	0.00366864146794473	0.00455516796088639	0.00249514481459182	0.00522378530892883	0.0100499056568661	0.00159186349162561	0.00605737846845144	0.00700681088426557	0.0136552416754704	0.00203227264937526	0.00204594183553121	0.000514563240880987	0.00882618430058253	0.0127061074190186	0.00584035143080778	0.0102682659712842	0.0039931160904459	0.00957175737494613	0.00368838205543829	0.00837253306863152	0.0122711991103258	0.00280939048783283	0.00675991052513608	0.0184985546801799	0.000834166200526709	0.00527340781832076	0.00927157273947472	0.0116933533999679	0.0120117310952153	0.00288786405059462	0.00477659129410757	0.00553013282431097	0.0124117885428819	0.00291361798077878	0.00607066105945178	0.00800324098145344
OM3_C_8C_1	0.0101987547269947	0.0106768252606516	0.00701101113444365	0.0120614710757393	0.0140985670499625	0.00413501606732136	0.00164085475790164	0.0204316141583247	0.00559149053998151	0.00801758997238161	0.00581259942735847	0.0108615366842079	0.026922663002471	0.018184484327497	0.00146138395341128	0.0136139969909156	0.0160907718120832	0.00747761879741457	0.0179761128808747	0.0288920180018009	0.00737474058533011	0.0142688424992863	0	0.012447113743445	0.0140864150857507	0.0179636784263858	0.0224051086347047	0.0258783901828211	0.0179371541093635	0.0188235805533238	0.0117738447167912	0.00904529352232615	0.0243175210397836	0.0126770800302964	0.0203256034253632	0.0212749054967394	0.000613642655404723	0.016300949158974	0.0163146170879813	0.0137543146978302	0.0230940036668826	0.0269732277750764	0.00842873724860643	0.0245358433598595	0.0182615930328158	0.0238394542669535	0.0105806557075761	0.00589655617800516	0.0265384054229456	0.0114596131305665	0.0210280399102285	0.032764346576556	0.0151029455940897	0.0195417335401394	0.0049975012938558	0.0259606709473007	0.0262789877746606	0.0171564582449619	0.0190449776605784	0.0197984262322606	0.0266789672792091	0.011355390091209	0.0203388842556621	0.0222711889962362
OM3_C_8C_3	0.00224845905286413	0.00177037094999101	0.00543626875449184	0.000385662969042534	0.00165155497797253	0.00831224741143068	0.0108063361901019	0.00798521394618141	0.00685579025617352	0.00442967862511904	0.0066346823822895	0.00158565220299487	0.0144772568451286	0.00573782664354036	0.0109857996894869	0.00116695260903224	0.0036439142157281	0.00496965695636611	0.00552943357417198	0.0164469872157161	0.0198212190264331	0.00182184226964175	0.012447113743445	0	0.00163940217833447	0.00551699784143543	0.00995897125120254	0.0134327989406227	0.00549047080228303	0.00637699157133588	0.000673303622052648	0.00340195442356747	0.0118716711629263	0.000229979012581186	0.00787919006695806	0.00882861338918707	0.0118335026984014	0.00385410989136954	0.00386777902574031	0.00130727946024258	0.0106479661252175	0.0145278308251491	0.00401852419351314	0.0120900283615552	0.00581494344727826	0.0113935294880165	0.00186654419784005	0.0065507259048868	0.0140929300364036	0.000987549996652289	0.00858171550683468	0.0203201544575592	0.00265600704857617	0.00709522604869731	0.00744977467062089	0.013515093937607	0.0138334663907583	0.00470969758781998	0.00659841331686989	0.00735194897027538	0.0142335170649163	0.00109177775015266	0.00789247253877422	0.00982503269033341
OM3_C_8E_1	0.00388785619070426	0.00340976964717222	0.00707564877228952	0.00202506469689665	1.21528073320379e-05	0.00995160196817506	0.0124456609903881	0.00634584107028493	0.00849515889299379	0.00606906531096646	0.00827405294390474	0.00322505143216162	0.0128379623532376	0.00409843805489722	0.0126251220739814	0.000472449887485525	0.00200451625588384	0.00660904020991019	0.00389004382531596	0.0148077262326796	0.021460376994118	0.000182440283079126	0.0140864150857507	0.00163940217833447	0	0.00387760802492659	0.00831961701306901	0.0117934885210631	0.00385108084210019	0.00473760685519599	0.00231270490204765	0.00504134671591914	0.0102323393110649	0.00140942335258812	0.00623981631805351	0.00718924792320311	0.0134728131738098	0.00221471264304794	0.00222838182547746	0.000332122968828608	0.0090086194601236	0.0128885371368487	0.0056579132680483	0.0104506993364499	0.00417555530073518	0.00975419164043839	0.00350594260252499	0.00819009718266417	0.0124536295354394	0.00262695067864339	0.00694234778609853	0.0186809726270064	0.0010166064292144	0.0054558462495033	0.00908913785892481	0.0118757847267875	0.0121941619305867	0.00307030376340679	0.00495903005273648	0.00571257107378101	0.0125942187420547	0.00273117820866736	0.00625309889853212	0.00818567704416309
OM3_C_8E_2	0.00776542297806262	0.00728734372750603	0.0109531510330548	0.00590265638627176	0.00386545527793694	0.0138290223294881	0.0163229921760205	0.00246825450414186	0.0123726235345532	0.00994659093165817	0.0121515238047295	0.00710262816355024	0.00896051225010545	0.000220831268776161	0.0165024461935376	0.00435005510256142	0.00187309690623926	0.0104865536416287	1.24358698302281e-05	0.0109303405455665	0.0253372457031549	0.00369516866367857	0.0179636784263858	0.00551699784143543	0.00387760802492659	0	0.00444205964968196	0.00791600861581584	2.6527324505581e-05	0.000860004409463733	0.00619029336363537	0.00891889334558706	0.00635482047892579	0.00528702119218382	0.00236222848632047	0.00331167252468513	0.0173501027389163	0.00166290042114374	0.00164923122818703	0.00420972908197063	0.00513107481497287	0.00901108855331627	0.00953544763831594	0.00657318554447029	0.000297948978842127	0.0058766622309814	0.00738351526582066	0.0120675703702328	0.00857616811544042	0.00650453535603663	0.00306476891592155	0.0148037449852307	0.00286100557402861	0.00157825001812882	0.0129665851363575	0.00799830706029323	0.00831669310134204	0.000807307654066885	0.00108142937187637	0.00183497740717241	0.00871676141439983	0.00660876157148704	0.00237551122367227	0.00430811736013198
OM3_C_8E_3	0.0122073339384714	0.0117292692870935	0.0153949464426436	0.0103446202059201	0.00830746449844853	0.0182706863710795	0.020764521511566	0.00197381281187457	0.0168143573149331	0.0143884262458389	0.0165932675963643	0.0115445591728683	0.00451851645070508	0.00422122984641382	0.0209439650927816	0.00879205469954364	0.00631513796814617	0.0149283679412085	0.00442962386967663	0.00648839281393531	0.0297781277116487	0.0081371810913699	0.0224051086347047	0.00995897125120254	0.00831961701306901	0.00444205964968196	0	0.00347399231867365	0.00446858678599186	0.00358206008523924	0.010632249728168	0.0133607661484863	0.00191277998139793	0.00972900009958508	0.00207983889420437	0.00113039301730715	0.0217915709938528	0.00610494411713674	0.00609127509066894	0.00865173154118614	0.000689020733409946	0.00456909383420002	0.0139772983450165	0.00213114796830732	0.00414411261215241	0.00143461586276865	0.0118254379458744	0.016509317923442	0.00413416437171247	0.0109464832806424	0.00137729737730507	0.0103619277362462	0.00730303240129549	0.00286381674178628	0.0174082912705846	0.0035562922528133	0.0038746842588849	0.00524936064211249	0.00336063599408492	0.00260708976891458	0.00427476052241832	0.011050706628671	0.00206655615073413	0.000133943197860177
OM3_C_8F_1	0.0156810908567111	0.0152030422857231	0.0188685819085906	0.0138184366330563	0.0117813363067235	0.0217441910677389	0.0242378965617676	0.00544779186218368	0.020287930745742	0.0178621027334959	0.020066851011716	0.0150183382352088	0.00104452996923426	0.00769518211398981	0.0244173302332169	0.0122659142535872	0.00978905411877096	0.0184020227294078	0.00790357302492022	0.00301442470226492	0.0332509087958524	0.0116110570693646	0.0258783901828211	0.0134327989406227	0.0117934885210631	0.00791600861581584	0.00347399231867365	0	0.00794253534749968	0.00705602123342889	0.0141060575191031	0.0168344819759465	0.00156121602708487	0.0132028343320407	0.005553816960191	0.00460437891181086	0.0252648882717088	0.00957886437890329	0.00956519561603026	0.0121255947027859	0.00278497395520753	0.00109510770398114	0.0174509908795691	0.00134284788671435	0.00761806600443598	0.00203938007037495	0.0152992077545123	0.0199829050989142	0.00066017542798604	0.0144202814056854	0.00485128144956702	0.00688802388001655	0.010776927779678	0.00633778667114813	0.0208818372912117	8.23002960625107e-05	0.000400693859867755	0.00872329652012726	0.0068345999846002	0.0060810625292589	0.000800772436942701	0.014524501494565	0.00554053434155375	0.00360793492012127
OM3_C_8F_2	0.00773889621755099	0.00726081689984832	0.0109266248289076	0.00587612938822191	0.00383892809422999	0.0138024967892921	0.0162964673357514	0.00249478176899845	0.0123460976389313	0.00992006453142053	0.0121249978585914	0.00707610131109519	0.00898703881554757	0.000247358591170588	0.0164759214080756	0.00432352795599463	0.00184656961593581	0.0104600273442334	3.89631895062216e-05	0.0109568667413401	0.0253107243512965	0.00366864146794473	0.0179371541093635	0.00549047080228303	0.00385108084210019	2.6527324505581e-05	0.00446858678599186	0.00794253534749968	0	0.00088653172493969	0.00616376639801852	0.00889236676455967	0.00638134742061407	0.00526049412985187	0.00238875575609437	0.00333819974361769	0.0173235782203833	0.0016363731239329	0.00162270393053313	0.00418320192418277	0.00515760188912667	0.00903761511020058	0.00950892116338934	0.00659971245955626	0.000324476300969843	0.00590318922777727	0.00735698845132936	0.0120410444051486	0.00860269474445651	0.00647800842766917	0.00309129614972019	0.0148302702393633	0.00283447832734571	0.0016047773171043	0.0129400593809414	0.00802483377962119	0.00834321977168917	0.000780780337237842	0.00110795668329468	0.00186150469779631	0.00874328802048689	0.00658223465585138	0.0024020384927908	0.00433464450747831
OM3_C_8F_3	0.00862540706906038	0.00814733012372668	0.0118131162277526	0.00676264868001307	0.00472545413995925	0.0146889652245256	0.017182911707928	0.00160825130258595	0.0132325783444742	0.0108065627549677	0.0130114803119395	0.00796261541345254	0.00810052997519202	0.000639173183377477	0.0173623639003596	0.00521005262988927	0.00273309975999849	0.0113465219849552	0.00084756854605834	0.0100703697246657	0.0261970497177291	0.00455516796088639	0.0188235805533238	0.00637699157133588	0.00473760685519599	0.000860004409463733	0.00358206008523924	0.00705602123342889	0.00088653172493969	0	0.00705028452766576	0.00977887130662395	0.00549482670860733	0.0061470157356555	0.0015022251566886	0.002451670586524	0.0182100115638027	0.00252290355561954	0.00250923437996968	0.00506972701038288	0.00427107708006665	0.00815110654271221	0.0103954219935251	0.00571319257790144	0.000562055481347246	0.005016666802578	0.0082435012094066	0.0129275275142194	0.00771618388334762	0.00736452522871394	0.00220476656301804	0.0139438036487303	0.00372100674936341	0.000718245953500272	0.0138265352410682	0.0071383200560405	0.00745670759915881	0.00166731165426996	0.000221425035342443	0.000974973542005456	0.00785677788773291	0.00746875100263794	0.00151550790961087	0.00344811747370574
OM3_C_9A_1	0.00157515626913105	0.00109706778776215	0.00476297125550578	0.000287640679186317	0.00232485769028531	0.0076389587938921	0.0101330584276398	0.00865850115874275	0.00618249665371852	0.00375637893900847	0.00596138811045175	0.000912348923400575	0.0151505083103365	0.00641112154049501	0.0103125228209126	0.00184025572228912	0.00431721410857872	0.0042963583840384	0.00620272906177516	0.0171202238407501	0.0191480048486635	0.00249514481459182	0.0117738447167912	0.000673303622052648	0.00231270490204765	0.00619029336363537	0.010632249728168	0.0141060575191031	0.00616376639801852	0.00705028452766576	0	0.00272865299793255	0.0125449393984147	0.000903282585463043	0.00855247769617101	0.00950189709654593	0.0111602302567396	0.00452740937683965	0.00454107848399982	0.00198058246879261	0.0113212411146095	0.0152010819326405	0.00334522375161114	0.0127632953165373	0.0064882381204069	0.0120668004477584	0.00119324110309031	0.00587743138489584	0.0147661841799269	0.000314246448454514	0.00925500027545243	0.0209933564557698	0.00332930857499693	0.00776851659220185	0.0067764829805081	0.014188351974604	0.0145067223023647	0.0053829951983528	0.00727170555555515	0.00802523859170208	0.014906770236933	0.000418474236198013	0.00856576011607342	0.0104983118189373
OM3_C_9A_2	0.00115349846991451	0.00163158692566563	0.00203432753538429	0.00301629284519508	0.00505349941823224	0.0049103416872318	0.00740447717964882	0.0113870594162346	0.0034538640950574	0.00102772963855475	0.00323275356007931	0.00181630566264594	0.0178789005365702	0.00913971826831872	0.00758394461039176	0.00456890065584731	0.00704583791207559	0.00156771183618984	0.00893132886298133	0.0198485495087564	0.0164196519075636	0.00522378530892883	0.00904529352232615	0.00340195442356747	0.00504134671591914	0.00891889334558706	0.0133607661484863	0.0168344819759465	0.00889236676455967	0.00977887130662395	0.00272865299793255	0	0.0152734080791236	0.00363193243758518	0.0112810379877875	0.012230438398813	0.0084316672229768	0.00725603084380316	0.00726969979605942	0.00470922652059014	0.014049741155036	0.0179294725443944	0.000616572729370657	0.0154917580961234	0.00921683368968737	0.0147952817272974	0.00153541365064702	0.00314879610274718	0.0174945885125664	0.00241440727702368	0.0119835466835978	0.0237215291834962	0.00605794222079618	0.0104970912506826	0.00404785623458088	0.0169167739688803	0.017235134645812	0.0081116062764273	0.0100002887041219	0.0107538086762422	0.0176351701743532	0.0023101796882082	0.0112943201540636	0.0132268313167228
OM3_C_9A_3	0.0141199972698099	0.0136419409649647	0.0173075462841611	0.0122573143259748	0.0102201869488718	0.020183217260499	0.0226769836608138	0.00388658758411699	0.0187269245052587	0.0163010476062473	0.0185058400497299	0.0134572339934011	0.00260574448252543	0.0061339922589055	0.0228564219758505	0.010704770917228	0.00822788271814797	0.0168409779266568	0.00634238478984055	0.00457563305232693	0.0316902723639197	0.0100499056568661	0.0243175210397836	0.0118716711629263	0.0102323393110649	0.00635482047892579	0.00191277998139793	0.00156121602708487	0.00638134742061407	0.00549482670860733	0.0125449393984147	0.0152734080791236	0	0.0116417033698083	0.00399261323711583	0.00304317066222167	0.0237040024218021	0.00801769090754714	0.00800402201169746	0.0105644495962329	0.0012237598210076	0.00265632211312308	0.0158899281046895	0.000218368303456424	0.00605687556201141	0.00047816458494746	0.0137381079694026	0.0184218923580982	0.00222139063963991	0.0128591679623617	0.00329007428112657	0.00844920746702885	0.00921576676302707	0.00477658743731159	0.0193208439986495	0.00164351624788616	0.00196190944994435	0.0071621151223305	0.00527340394728124	0.00451986175048367	0.00236198741222054	0.0129633896265231	0.00397933054827107	0.0020467229932753
OM3_C_9C_1	0.00247843761502636	0.00200034967637709	0.00566624527867206	0.000615641962647201	0.00142157615526143	0.00854222069187865	0.0110363055806388	0.00775523995491475	0.00708576534572146	0.0046596559698984	0.00686465771662397	0.00181563098295172	0.0142472945899699	0.00550785019172756	0.0112157687615874	0.000936973684686869	0.00341393621042075	0.00519963388122756	0.00529945693583216	0.0162170298857349	0.0200511660405068	0.00159186349162561	0.0126770800302964	0.000229979012581186	0.00140942335258812	0.00528702119218382	0.00972900009958508	0.0132028343320407	0.00526049412985187	0.0061470157356555	0.000903282585463043	0.00363193243758518	0.0116417033698083	0	0.00764921594114163	0.00859864053359836	0.0120634701965156	0.00362413200986073	0.00363780115254122	0.00107730056152335	0.0104179961145269	0.0142978686884847	0.00424850182645833	0.0118600609898732	0.00558496706627805	0.0111635607992772	0.0020965228941704	0.00678070133010314	0.0138629668944758	0.00121752891215163	0.00835174230678712	0.0200902086724568	0.00242602855749428	0.00686525098472409	0.00767974906356475	0.0132851295079808	0.0136035026638452	0.00447972028425108	0.00636843771014437	0.00712197420248653	0.014003554244563	0.00132175664625179	0.00766249842972004	0.00959506132591648
OM3_C_9C_2	0.0101275859055087	0.00964951358693401	0.0133152580564307	0.00826484418288685	0.00622766367347665	0.0161910644931696	0.0186849670391556	0.000106026236773128	0.0147347002525186	0.0123087174252998	0.0145136054621257	0.00946480059973647	0.00659833331242154	0.00214139761238206	0.0188644158185956	0.00671225922366042	0.00423531876758119	0.0128486698990374	0.00234979264414295	0.00856819059698499	0.0276988919750403	0.00605737846845144	0.0203256034253632	0.00787919006695806	0.00623981631805351	0.00236222848632047	0.00207983889420437	0.005553816960191	0.00238875575609437	0.0015022251566886	0.00855247769617101	0.0112810379877875	0.00399261323711583	0.00764921594114163	0	0.000949446668446004	0.0197120469047065	0.00402512331746007	0.00401145418924107	0.0065719344810101	0.00276885821969133	0.00664891027810697	0.0118975816024302	0.00421098023617918	0.00206428002116162	0.00351445103508546	0.00974568376125428	0.0144296538820175	0.00621398428429966	0.00886671574703531	0.000702542230528748	0.0124416711631503	0.00522322158474221	0.000783979502556735	0.0153286481850989	0.00563611634006637	0.00595450610726065	0.0031695340027808	0.00128080027221271	0.000527251888051649	0.00635457934441579	0.00897094061895466	1.3282764025487e-05	0.00194589588839018
OM3_C_9C_3	0.0110769949495038	0.0105989259491582	0.0142646410839715	0.00921426529574628	0.00717709533332761	0.0171404182529083	0.0196342909759376	0.000843420461870222	0.0156840695204097	0.0132581093983696	0.0154629769612486	0.0104142142032061	0.00564889921301498	0.00309084205544984	0.0198137374505589	0.00766168862603762	0.00518475805774191	0.0137980571571099	0.00329923670612805	0.00761876595657309	0.0286480738300827	0.00700681088426557	0.0212749054967394	0.00882861338918707	0.00718924792320311	0.00331167252468513	0.00113039301730715	0.00460437891181086	0.00333819974361769	0.002451670586524	0.00950189709654593	0.012230438398813	0.00304317066222167	0.00859864053359836	0.000949446668446004	0	0.0206613573616798	0.00497456325762745	0.00496089417066232	0.00752136455323194	0.00181941324781109	0.00569947638867515	0.0128469770355612	0.00326153819532919	0.00301372459782711	0.00256500740326856	0.0106950954682138	0.0153790262198522	0.00526454864590648	0.00981613321343774	0.000246904496397756	0.0114922728099098	0.00617265742353552	0.00173342571389546	0.0162780112982965	0.00468667857604319	0.00500506948643726	0.00411897628316366	0.00223024597993065	0.00147669829457589	0.00540514425738856	0.00992035742935916	0.000936163908943911	0.000996449872735551
OM3_C_9D_1	0.00958513304117123	0.0100632056549625	0.00639737809404157	0.0114478580506829	0.0134849652100563	0.00352137653166898	0.00102721246353933	0.0198180585546908	0.00497785384967573	0.00740396004499282	0.00519896324864332	0.0102479179086005	0.0263091728621593	0.0175709103293439	0.000847741563353715	0.0130003923279593	0.0154771826448054	0.00686398714590861	0.0173625372879734	0.0282785513558582	0.00798837064432264	0.0136552416754704	0.000613642655404723	0.0118335026984014	0.0134728131738098	0.0173501027389163	0.0217915709938528	0.0252648882717088	0.0173235782203833	0.0182100115638027	0.0111602302567396	0.0084316672229768	0.0237040024218021	0.0120634701965156	0.0197120469047065	0.0206613573616798	0	0.0156873614287521	0.0157010294518713	0.0131407108419137	0.0224804726950743	0.0263597382168022	0.00781510871813155	0.0239223270148231	0.0176480196295746	0.0232259307443522	0.00996703567552606	0.00528292019904701	0.0259249108960207	0.0108459971435627	0.0204144895568362	0.0321509310789878	0.0144893499286641	0.0189281703901522	0.00438386333316249	0.0253471699463678	0.0256654903227225	0.0165428765614665	0.0184314104474575	0.0191848652238046	0.0260654743494337	0.010741773607163	0.0197253278496205	0.0216576500829015
OM3_C_9D_2	0.00610255033297903	0.00562446733362251	0.00929031020162092	0.00423977064148224	0.00220255985274375	0.0121662203558763	0.0146602316836005	0.00413114893030785	0.0107098006798844	0.00828373877472697	0.0104886979957652	0.00543975039274628	0.0106233565893786	0.00188373144584123	0.0148396889643696	0.00268716153969786	0.000210196716440816	0.00882370741339903	0.00167533627554885	0.0125931598184896	0.0236746952371846	0.00203227264937526	0.016300949158974	0.00385410989136954	0.00221471264304794	0.00166290042114374	0.00610494411713674	0.00957886437890329	0.0016363731239329	0.00252290355561954	0.00452740937683965	0.00725603084380316	0.00801769090754714	0.00362413200986073	0.00402512331746007	0.00497456325762745	0.0156873614287521	0	1.36692078094165e-05	0.00254683495149508	0.00679395472349807	0.0106739323066155	0.00787259119499816	0.00823605409533153	0.00196084905704429	0.00753953657443516	0.00572063960460651	0.0104047434543949	0.0102390168086964	0.00484165340044691	0.00472766081685514	0.0164665015095168	0.00119810716493802	0.00324114743266356	0.0113037704997388	0.00966116197018138	0.00997954463498527	0.000855593172799726	0.00274432804892826	0.00349787405541307	0.0103796085352825	0.00494588031504418	0.00403840600477239	0.00597100264876039
OM3_C_9D_3	0.00611621935944151	0.00563813638709445	0.00930397899193976	0.00425343976079084	0.00221622903540485	0.0121798888496571	0.0146738998562364	0.00411747980626604	0.0107234693337218	0.00829740765013585	0.0105023666721283	0.00545341945605588	0.0106096879287238	0.00187006225663099	0.0148533571116097	0.00270083071092584	0.000223865922246443	0.00883737624436096	0.00166166708277023	0.0125794913795584	0.0236883617550064	0.00204594183553121	0.0163146170879813	0.00386777902574031	0.00222838182547746	0.00164923122818703	0.00609127509066894	0.00956519561603026	0.00162270393053313	0.00250923437996968	0.00454107848399982	0.00726969979605942	0.00800402201169746	0.00363780115254122	0.00401145418924107	0.00496089417066232	0.0157010294518713	1.36692078094165e-05	0	0.00256050412625652	0.00678028573999043	0.0106602636511759	0.00788626010236277	0.00822238521666271	0.00194717986927027	0.00752586764261012	0.00573430865281422	0.0104184121391925	0.0102253481091974	0.00485532249339927	0.00471399171831267	0.0164528336171836	0.00121177636412645	0.00322747827696278	0.0113174390907501	0.00964749321498062	0.00996587591007504	0.000841923970027425	0.00273065887891395	0.00348420490806062	0.0103659398498227	0.00495954940308324	0.00402473687707114	0.00595733361447283
OM3_C_9E_1	0.00355573483744526	0.00307764790489698	0.00674353137454512	0.00169294212902083	0.000344275779428871	0.00961949016801561	0.012113555599556	0.00667795907257415	0.00816304401782527	0.00573694640852376	0.00794193764502047	0.00289292955391017	0.0131700654677377	0.00443055889693969	0.0122930171999702	0.000140326926181294	0.00233663867636969	0.00627692208533313	0.00422216487055552	0.0151398228594748	0.0211283067777531	0.000514563240880987	0.0137543146978302	0.00130727946024258	0.000332122968828608	0.00420972908197063	0.00865173154118614	0.0121255947027859	0.00418320192418277	0.00506972701038288	0.00198058246879261	0.00470922652059014	0.0105644495962329	0.00107730056152335	0.0065719344810101	0.00752136455323194	0.0131407108419137	0.00254683495149508	0.00256050412625652	0	0.00934073255930525	0.0132206400962749	0.00532579381885534	0.0107828090823095	0.00450767606498958	0.0100863030672194	0.00317382093425762	0.00785798172584478	0.0127857338086075	0.00229482841463121	0.00727446483519004	0.0190130538096689	0.00134872923744813	0.00578796551836965	0.00875702417833365	0.0122078906761983	0.0125262669662091	0.0034024255089892	0.00529114994761574	0.00604468999639585	0.0129263225954372	0.00239905600586776	0.00658521704149452	0.0085177918370652
OM3_C_9E_2	0.0128963163086944	0.0124182545207754	0.0160839068966624	0.0110336131091339	0.00899646699676505	0.0189596228475336	0.0214534339721905	0.00266283226025945	0.0175033064320509	0.0150773941501678	0.0172822185431862	0.0122335454832993	0.00382949995753938	0.00491024551587517	0.0216328757100705	0.0094810550978365	0.00700414790248196	0.015617331909644	0.00511863906401153	0.00579938130793529	0.030466928495521	0.00882618430058253	0.0230940036668826	0.0106479661252175	0.0090086194601236	0.00513107481497287	0.000689020733409946	0.00278497395520753	0.00515760188912667	0.00427107708006665	0.0113212411146095	0.014049741155036	0.0012237598210076	0.0104179961145269	0.00276885821969133	0.00181941324781109	0.0224804726950743	0.00679395472349807	0.00678028573999043	0.00934073255930525	0	0.00388007744519489	0.0146662691518781	0.00144212798732633	0.00483312845208926	0.000745595391174372	0.0125144226124251	0.0171982695588472	0.00344514712799645	0.0116354729642033	0.0020663174148036	0.00967293161641529	0.0079920388894614	0.00355283498829124	0.0180972353557871	0.00286727401723315	0.00318566654952148	0.00593837376219599	0.00404965340161874	0.00329610840178324	0.00358574354484299	0.0117396957368686	0.0027555754919098	0.000822963904669502
OM3_C_9E_3	0.0167760964305364	0.0162980537792933	0.0199635435261042	0.0149134642809442	0.0128763850388053	0.0228391063494345	0.0253327665429973	0.0065428856792255	0.0213828702836928	0.0189570790726234	0.0211617940902294	0.0161133519689596	5.05777549254746e-05	0.00879026348548562	0.0255121967717807	0.0133609582600591	0.0108841203762326	0.019496991267761	0.00899865304418239	0.00191931925936832	0.0343455755445034	0.0127061074190186	0.0269732277750764	0.0145278308251491	0.0128885371368487	0.00901108855331627	0.00456909383420002	0.00109510770398114	0.00903761511020058	0.00815110654271221	0.0152010819326405	0.0179294725443944	0.00265632211312308	0.0142978686884847	0.00664891027810697	0.00569947638867515	0.0263597382168022	0.0106739323066155	0.0106602636511759	0.0132206400962749	0.00388007744519489	0	0.0185459730085296	0.00243795431332609	0.00871314786782195	0.00313448528081555	0.0163942180713622	0.021077849512014	0.000434932387938999	0.0155153022129714	0.00594637791221631	0.00579293179313228	0.0118719857300817	0.00743287602777551	0.0219767671326151	0.00101280744053802	0.000694413952591102	0.00981837089414692	0.00792968658423917	0.00717615323555553	0.00029433535887146	0.0156195210889759	0.00663562772247612	0.0047030360089429
OM3_C_9F_1	0.00177007075753146	0.00224815886130985	0.00141775542953867	0.00363286320268696	0.0056700659421556	0.00429377351286861	0.00678791530253652	0.0120036024945072	0.0028372934835518	0.000411157000629625	0.00261618265861147	0.00243287743579592	0.0184954014020792	0.00975627166590567	0.00696738328973443	0.00518546825494351	0.00766239894339136	0.000951139429268086	0.00954788310585777	0.0204650339107482	0.0158031350969081	0.00584035143080778	0.00842873724860643	0.00401852419351314	0.0056579132680483	0.00953544763831594	0.0139772983450165	0.0174509908795691	0.00950892116338934	0.0103954219935251	0.00334522375161114	0.000616572729370657	0.0158899281046895	0.00424850182645833	0.0118975816024302	0.0128469770355612	0.00781510871813155	0.00787259119499816	0.00788626010236277	0.00532579381885534	0.0146662691518781	0.0185459730085296	0	0.0161082766303274	0.00983338676967469	0.015411804945572	0.00215198566503087	0.00253222509672382	0.0181110923915423	0.00303097842257642	0.0126000866527367	0.0243379762284984	0.00667450619128584	0.0111136386790224	0.00343128650651538	0.0175332822565461	0.0178516405225417	0.0087281636608056	0.0106168384104455	0.0113703548852538	0.0182516729585299	0.00292675095427862	0.0119108637017752	0.0138433643055448
