	OM3_B_B	OM3_C_7A	OM3_C_7B	OM3_C_7C	OM3_C_7G	OM3_C_7H	OM3_C_8A	OM3_C_8B	OM3_C_8C	OM3_C_8E	OM3_C_8F	OM3_C_9A	OM3_C_9C	OM3_C_9D	OM3_C_9E	OM3_C_9F	OM3_C_9G	OM3_C_9H	OM3_H_3C	OM3_H_3D	OM3_H_3E	OM3_H_3F	OM3_H_3G	OM3_H_3H
OM3_B_B	0	0.0123855952335023	0.0577416239154613	0.0264895014624475	0.0113426265448228	0.0260157199812026	0.0119628086982571	0.0269499725741176	0.00714027663198903	0.00811778598551439	0.0170320845152145	0.0167108077655923	0.0142595092391574	0.0188688844347829	0.0165222236427404	0.0181479213495371	0.013942178994867	0.0128620143174061	0.017175058303161	0.0130204776579395	0.0165105008524135	0.0110450658476554	0.0297548465872051	0.0101818863547944
OM3_C_7A	0.0123855952335023	0	0.0677127698877378	0.0157574015668531	0.0106839129581993	0.0380478153964345	0.0118969791189035	0.0150098547315836	0.0101625806727528	0.004392707364275	0.00626374769839291	0.0144487967312217	0.00823805945924984	0.01260134358564	0.0101003187535456	0.0108044101435669	0.00168153641996627	0.00778217758641945	0.00511534160842514	0.00824514595742979	0.00614771781225205	0.0217723750608144	0.018807221026432	0.0147397273626058
OM3_C_7B	0.0577416239154613	0.0677127698877378	0	0.0763671941117715	0.0608760134420423	0.0354734778866539	0.0574970363557915	0.0775264429709188	0.0614181913974382	0.06441182944663	0.0691881200822657	0.0582676665710078	0.0630164077239898	0.0638711631237477	0.0635678835485556	0.0658696672110117	0.069040090523715	0.0643108779860589	0.0708795146866901	0.0638576460725092	0.0680957232018347	0.048302139907707	0.0797850506499244	0.0536187074970121
OM3_C_7C	0.0264895014624475	0.0157574015668531	0.0763671941117715	0	0.0177535401669513	0.0500516295205665	0.0220069046829673	0.00934056783863443	0.0256524128110414	0.019722016949796	0.0100533699178858	0.0188258940620908	0.0163947964845974	0.0178525794442723	0.0140500849635147	0.0180489857659354	0.0150355960863474	0.0143045900002797	0.0130514948249987	0.0143847879545393	0.0111978272802823	0.0353495897081011	0.00361483244211826	0.0240009207246253
OM3_C_7G	0.0113426265448228	0.0106839129581993	0.0608760134420423	0.0177535401669513	0	0.0324815831183533	0.0114773340683057	0.0212639387910248	0.0147506928303676	0.0100182577769838	0.0106827733933052	0.010611314723372	0.0105064596571298	0.0156135273112066	0.009837712175531	0.0163616986001957	0.0120470669280989	0.0039713628689564	0.0141125419813325	0.0037123758491286	0.0106545241470831	0.0196049146516659	0.0210444346846496	0.00837877891221954
OM3_C_7H	0.0260157199812026	0.0380478153964345	0.0354734778866539	0.0500516295205665	0.0324815831183533	0	0.0315303065656819	0.0514103009210977	0.03081763555999	0.0339630024794477	0.0414413337574308	0.0346273892496297	0.0366740579366771	0.0397074104857744	0.0381300864112831	0.0403848322079793	0.0395942950266578	0.0359215237207154	0.042446541705832	0.0357438722270845	0.0406865904027532	0.0181423259555425	0.053448137821108	0.026720819858817
OM3_C_8A	0.0119628086982571	0.0118969791189035	0.0574970363557915	0.0220069046829673	0.0114773340683057	0.0315303065656819	0	0.0207974928494751	0.0109107376541893	0.0106368319522012	0.0130004304431852	0.00706514985601059	0.00589582565232094	0.00827920609640428	0.00828872322212468	0.00927906988633985	0.0126822624536606	0.0116185252219834	0.0136596841506339	0.0113024030114413	0.0115487287843489	0.0151126133869533	0.0255952531524834	0.00737057653426171
OM3_C_8B	0.0269499725741176	0.0150098547315836	0.0775264429709188	0.00934056783863443	0.0212639387910248	0.0514103009210977	0.0207974928494751	0	0.0236701369384353	0.0192300334886166	0.0107688083518268	0.0195949210997203	0.0150507500909552	0.0143726686107238	0.0143129654985434	0.0133663320334357	0.0135975217973814	0.0174678819742677	0.0101416604740388	0.0175829239435332	0.010997226209728	0.0347635666042114	0.0107384439244889	0.0254291628155244
OM3_C_8C	0.00714027663198903	0.0101625806727528	0.0614181913974382	0.0256524128110414	0.0147506928303676	0.03081763555999	0.0109107376541893	0.0236701369384353	0	0.00650922426393685	0.0156693981294429	0.0171825373921284	0.0123650578696442	0.0158162924868604	0.0157439618786122	0.0139465832197943	0.0111261996560253	0.0144673712961803	0.0138329701999033	0.0146948814916851	0.0148436121896588	0.0134930641781376	0.0288510474545439	0.0135709580067144
OM3_C_8E	0.00811778598551439	0.004392707364275	0.06441182944663	0.019722016949796	0.0100182577769838	0.0339630024794477	0.0106368319522012	0.0192300334886166	0.00650922426393685	0	0.0100086798151063	0.01467066630875	0.00931854794666417	0.0140702072982418	0.0118000410809439	0.0124819461775592	0.00586549872733838	0.0086953923636644	0.00922235594162032	0.00908892851429101	0.0096127788843931	0.0177520201663652	0.0228653791296889	0.0125145453388197
OM3_C_8F	0.0170320845152145	0.00626374769839291	0.0691881200822657	0.0100533699178858	0.0106827733933052	0.0414413337574308	0.0130004304431852	0.0107688083518268	0.0156693981294429	0.0100086798151063	0	0.0123695014714304	0.00749905348758935	0.0109138410992598	0.0068936242085212	0.010364045988427	0.00586509660659168	0.00682765277894747	0.00501808605837173	0.00702440598375902	0.00168270840687991	0.0257242206693759	0.0134256110034398	0.0157885442258889
OM3_C_9A	0.0167108077655923	0.0144487967312217	0.0582676665710078	0.0188258940620908	0.010611314723372	0.0346273892496297	0.00706514985601059	0.0195949210997203	0.0171825373921284	0.01467066630875	0.0123695014714304	0	0.00718214286112456	0.00870767800238785	0.00569240491034145	0.0115739927183199	0.0150612727500281	0.0107679616997937	0.0151645084079908	0.010156797202091	0.0111746655216307	0.0204341131983176	0.0223667846256325	0.00858670291957109
OM3_C_9C	0.0142595092391574	0.00823805945924984	0.0630164077239898	0.0163947964845974	0.0105064596571298	0.0366740579366771	0.00589582565232094	0.0150507500909552	0.0123650578696442	0.00931854794666417	0.00749905348758935	0.00718214286112456	0	0.00542945009263722	0.00379537829260832	0.00596910432871382	0.00851419552228489	0.00866077642789919	0.00851176635262489	0.00844256848726752	0.00590563687861867	0.0202740835233499	0.0199353601415476	0.0109502978391006
OM3_C_9D	0.0188688844347829	0.01260134358564	0.0638711631237477	0.0178525794442723	0.0156135273112066	0.0397074104857744	0.00827920609640428	0.0143726686107238	0.0158162924868604	0.0140702072982418	0.0109138410992598	0.00870767800238785	0.00542945009263722	0	0.00663617979702687	0.00369737846168433	0.0123217669525207	0.0137476185285505	0.0109444121359706	0.0134741981503795	0.00928073303658124	0.0230328147816792	0.0211632063792585	0.0146837192520822
OM3_C_9E	0.0165222236427404	0.0101003187535456	0.0635678835485556	0.0140500849635147	0.009837712175531	0.0381300864112831	0.00828872322212468	0.0143129654985434	0.0157439618786122	0.0118000410809439	0.0068936242085212	0.00569240491034145	0.00379537829260832	0.00663617979702687	0	0.00840175923641576	0.0103217053917785	0.00786605600196224	0.00982516508268575	0.00746111991488386	0.0056291815735499	0.0227159807979345	0.0176440128988589	0.0115387800135721
OM3_C_9F	0.0181479213495371	0.0108044101435669	0.0658696672110117	0.0180489857659354	0.0163616986001957	0.0403848322079793	0.00927906988633985	0.0133663320334357	0.0139465832197943	0.0124819461775592	0.010364045988427	0.0115739927183199	0.00596910432871382	0.00369737846168433	0.00840175923641576	0	0.0102471039889701	0.0140639678874411	0.00874559513232578	0.0139681961861116	0.00879103201619528	0.0230139983233104	0.0212230711501394	0.0160746356950813
OM3_C_9G	0.013942178994867	0.00168153641996627	0.069040090523715	0.0150355960863474	0.0120470669280989	0.0395942950266578	0.0126822624536606	0.0135975217973814	0.0111261996560253	0.00586549872733838	0.00586509660659168	0.0150612727500281	0.00851419552228489	0.0123217669525207	0.0103217053917785	0.0102471039889701	0	0.00886128935257633	0.00359337903715429	0.00930292781195976	0.00578788043621036	0.0230961872358509	0.017989004058904	0.0160786570537845
OM3_C_9H	0.0128620143174061	0.00778217758641945	0.0643108779860589	0.0143045900002797	0.0039713628689564	0.0359215237207154	0.0116185252219834	0.0174678819742677	0.0144673712961803	0.0086953923636644	0.00682765277894747	0.0107679616997937	0.00866077642789919	0.0137476185285505	0.00786605600196224	0.0140639678874411	0.00886128935257633	0	0.0105362005271052	0.00070106699058221	0.00705338813002452	0.0218484440527365	0.0176376507614252	0.0110061309554835
OM3_H_3C	0.017175058303161	0.00511534160842514	0.0708795146866901	0.0130514948249987	0.0141125419813325	0.042446541705832	0.0136596841506339	0.0101416604740388	0.0138329701999033	0.00922235594162032	0.00501808605837173	0.0151645084079908	0.00851176635262489	0.0109444121359706	0.00982516508268575	0.00874559513232578	0.00359337903715429	0.0105362005271052	0	0.0108526050204613	0.00482476925154167	0.0256573148201047	0.0159201642290926	0.0179634409305853
OM3_H_3D	0.0130204776579395	0.00824514595742979	0.0638576460725092	0.0143847879545393	0.0037123758491286	0.0357438722270845	0.0113024030114413	0.0175829239435332	0.0146948814916851	0.00908892851429101	0.00702440598375902	0.010156797202091	0.00844256848726752	0.0134741981503795	0.00746111991488386	0.0139681961861116	0.00930292781195976	0.00070106699058221	0.0108526050204613	0	0.0071486155346934	0.021737873908528	0.0177568795411581	0.0105868640821823
