	OM3_B_B	OM3_C_7A	OM3_C_7B	OM3_C_7C	OM3_C_7G	OM3_C_7H	OM3_C_8A	OM3_C_8B	OM3_C_8C	OM3_C_8E	OM3_C_8F	OM3_C_9A	OM3_C_9C	OM3_C_9D	OM3_C_9E	OM3_C_9F	OM3_C_9G	OM3_C_9H	OM3_H_3C	OM3_H_3D	OM3_H_3E	OM3_H_3F	OM3_H_3G	OM3_H_3H
OM3_B_B	0	0.0168861511697073	0.0247541626469799	0.0092483349899116	0.00870348619549528	0.000196396611434557	0.0473164191536045	0.0335008443288012	0.00320145556673054	0.0142763895451601	0.0238116479825239	0.0099299084002658	0.0193664849034291	0.0357289034696949	0.00811673631485287	0.0256158572171654	0.0032935190405365	0.0875593878323038	0.0188163865006094	0.0180853888595875	0.0260187714426688	0.0235169084379473	0.0246365132378323	0.0214155766040034
OM3_C_7A	0.0168861511697073	0	0.00790880054095478	0.00772325953075523	0.0255148784630795	0.0167977985822074	0.030548294973906	0.0177140810412948	0.0174365985767342	0.00463055914250132	0.0393477697280955	0.0101996213876904	0.0360912735555015	0.0525988899427018	0.0202393753885453	0.00879631717732351	0.0172898013448693	0.104195732435302	0.00261609456263389	0.0030466069448727	0.00924806862279012	0.0069763338919002	0.00775374881484956	0.00467669235424039
OM3_C_7B	0.0247541626469799	0.00790880054095478	0	0.0156313891885827	0.0333282517676195	0.0246723605831613	0.0226439356247206	0.0107958171547179	0.0250916240156618	0.0111856238093971	0.0466525015823854	0.0170651084148175	0.0439930397970636	0.0604358825603317	0.0279212595402383	0.000919994528446758	0.024932957712499	0.111825788843098	0.0060811594968504	0.0071509502859068	0.00148236464630269	0.00209700052890281	0.000752316452432403	0.00337959563533864
OM3_C_7C	0.0092483349899116	0.00772325953075523	0.0156313891885827	0	0.0179407447592874	0.00914497321125265	0.0382646497862123	0.0250179735810904	0.0102900622688062	0.00634499547926579	0.0324401608249901	0.00638949234222307	0.0283720167417899	0.0449504584692525	0.0130383014203281	0.0165157395143393	0.0101758286474664	0.0967527927248737	0.00989232435233016	0.00941580804826182	0.0169553854588658	0.0145709125803833	0.0154633466530158	0.0123557927666756
OM3_C_7G	0.00870348619549528	0.0255148784630795	0.0333282517676195	0.0179407447592874	0	0.00882083675385953	0.0557805417518964	0.0415998570163537	0.00853080074246214	0.0225337509840565	0.0159805170788067	0.0173646173083744	0.0115609132303227	0.0271446215950485	0.0115634055374428	0.0341717360783105	0.0087173032970399	0.0788828272246355	0.0273192501999741	0.0264871577522364	0.0345487703256381	0.0319895139722904	0.0332460842961068	0.0299661574464072
OM3_C_7H	0.000196396611434557	0.0167977985822074	0.0246723605831613	0.00914497321125265	0.00882083675385953	0	0.0472437607282083	0.0334598467342992	0.00338379940323159	0.0142338796538266	0.0239765567541621	0.00995385296389194	0.019422747980544	0.035821603327999	0.00796592834220896	0.0255363254882009	0.00347178990787881	0.0876751192739628	0.018745759255839	0.0180261830690476	0.0259424215543504	0.0234478759778952	0.0245493720395565	0.0213379259049865
OM3_C_8A	0.0473164191536045	0.030548294973906	0.0226439356247206	0.0382646497862123	0.0557805417518964	0.0472437607282083	0	0.0153567737394804	0.0473907267109736	0.0332985389807242	0.0681443862754989	0.0388650797057101	0.0665933636541355	0.0828635060774609	0.0503571731749843	0.0217550913621286	0.0472200413861933	0.133666706451124	0.0285125158587266	0.0293136032239262	0.0213227060381132	0.023819101767199	0.0228637937605662	0.0259294444796719
OM3_C_8B	0.0335008443288012	0.0177140810412948	0.0107958171547179	0.0250179735810904	0.0415998570163537	0.0334598467342992	0.0153567737394804	0	0.0330826951304856	0.0192299920459997	0.0531025345470904	0.0243045713871987	0.0528204581438558	0.068535842223834	0.0378986224168133	0.00994754204139839	0.0328999886415492	0.118801516880538	0.0152232202271972	0.0156073256628387	0.00934132118545542	0.0108354942741152	0.0114018053165592	0.0131919848584383
OM3_C_8C	0.00320145556673054	0.0174365985767342	0.0250916240156618	0.0102900622688062	0.00853080074246214	0.00338379940323159	0.0473907267109736	0.0330826951304856	0	0.0141024195439102	0.0221537256960151	0.00883938491308678	0.0199607506178225	0.0355598116442347	0.0112180234225033	0.0259061365355831	0.000196679008942557	0.0868562722563926	0.0190265674336317	0.0181116610539375	0.0262499887749738	0.0236426887844313	0.02506960750527	0.0217133892030763
OM3_C_8E	0.0142763895451601	0.00463055914250132	0.0111856238093971	0.00634499547926579	0.0225337509840565	0.0142338796538266	0.0332985389807242	0.0192299920459997	0.0141024195439102	0	0.0354763859820624	0.00590538651321264	0.0336236510779161	0.0496380900263308	0.0193154120296288	0.0119407969105436	0.0139319988166705	0.100775390223365	0.00514591833481554	0.00405514572705703	0.0122337998877939	0.0095823316385106	0.0112820397000798	0.0078431485195834
