	OM3_B_B	OM3_C_7A	OM3_C_7B	OM3_C_7C	OM3_C_7G	OM3_C_7H	OM3_C_8A	OM3_C_8B	OM3_C_8C	OM3_C_8E	OM3_C_8F	OM3_C_9A	OM3_C_9C	OM3_C_9D	OM3_C_9E	OM3_C_9F	OM3_C_9G	OM3_C_9H	OM3_H_3C	OM3_H_3D	OM3_H_3E	OM3_H_3F	OM3_H_3G	OM3_H_3H
OM3_B_B	0	0.0365981303642221	0.0430394346621417	0.0754030334812531	0.0736305332916131	0.0851515424655484	0.0398662605844062	0.0980778044785237	0.0510245520728086	0.0583745258612917	0.0694017574592899	0.128830465203291	0.101720462695094	0.0868068207884156	0.0696309677865886	0.0397315510271449	0.0302546808653357	0.0445098631902236	0.0691376502298639	0.0709421330019928	0.0728771643690233	0.108769874725309	0.0394444376285798	0.0162147611921038
OM3_C_7A	0.0365981303642221	0	0.0145794509393393	0.0449664422006884	0.0418000197937076	0.0543494169725278	0.0347915728763858	0.0878904847375195	0.0456788506804651	0.0251341829907443	0.0390496733796196	0.102835595100392	0.0687536942989388	0.0604304003805293	0.0407785296111025	0.0139727380416854	0.0125029058194686	0.021383840231094	0.041539094550286	0.0420641701109637	0.0451941776632325	0.0749451402366873	0.031550577429398	0.0258230511726011
OM3_C_7B	0.0430394346621417	0.0145794509393393	0	0.0470355244652819	0.0358570675239778	0.0461667574134138	0.0284172973298275	0.098074051156364	0.0576320202768773	0.0190468400182983	0.0279753258652382	0.107095494745558	0.0611765786206429	0.0491495054550424	0.0283407701199224	0.00725828008590155	0.0160745886636716	0.0117312254182622	0.029895584386478	0.0309373643807621	0.0337692093000181	0.0699708091764042	0.0235796541797309	0.0315639822188047
OM3_C_7C	0.0754030334812531	0.0449664422006884	0.0470355244652819	0	0.0291188340278116	0.0414902501828312	0.0726891600338399	0.0686223719762264	0.0514870870850161	0.0356852434073291	0.045551889552584	0.0618058622170116	0.0521543699799814	0.0616399025641231	0.0490545403505434	0.0494689043665002	0.0534520922743496	0.0531152821039027	0.0518911870931104	0.0500736035254254	0.0505641014202224	0.0448762661835686	0.0695661611379844	0.0680802318321176
OM3_C_7G	0.0736305332916131	0.0418000197937076	0.0358570675239778	0.0291188340278116	0	0.0169056224524346	0.0565471657069061	0.09405437933832	0.0674729553295852	0.0188629924579196	0.0198284003892251	0.0848182257527847	0.0322768017467984	0.0326718995924757	0.0239186359130065	0.0411091469564357	0.0475160901610301	0.0373051326582774	0.0251208208846406	0.0232026243517562	0.022611102116747	0.037259303674858	0.0550137806783474	0.0639009037047123
OM3_C_7H	0.0851515424655484	0.0543494169725278	0.0461667574134138	0.0414902501828312	0.0169056224524346	0	0.0642846650225121	0.104417211425636	0.0803374884468823	0.0300018963097225	0.0229475593159467	0.0891154073457581	0.0196344707615303	0.0258838470328134	0.0254585578283575	0.0520789599561578	0.0599769213193271	0.0464638648998432	0.0270959748377022	0.0251402885187628	0.0229120143755256	0.0304342357569139	0.0629819564509779	0.0759119220607682
OM3_C_8A	0.0398662605844062	0.0347915728763858	0.0284172973298275	0.0726891600338399	0.0565471657069061	0.0642846650225121	0	0.119486919629963	0.0747301803843022	0.0413187240146909	0.0437823056220578	0.133037070307298	0.0783316661972621	0.0559524419621844	0.0429236880814738	0.0288717794398721	0.0261920259952296	0.0208630711104355	0.0400659393607287	0.0427767968819345	0.0450154363363454	0.0914211767547101	0.0109663311086606	0.0288436817505017
OM3_C_8B	0.0980778044785237	0.0878904847375195	0.098074051156364	0.0686223719762264	0.09405437933832	0.104417211425636	0.119486919629963	0	0.0481373886701935	0.0943914744149263	0.108724180714057	0.0609550984749094	0.114632334722946	0.125266746795442	0.112029770421061	0.0981230266561174	0.0960395270938863	0.104951311612738	0.11399113823879	0.112944883706872	0.113646205023592	0.103852885106141	0.117411604212308	0.100668116015116
OM3_C_8C	0.0510245520728086	0.0456788506804651	0.0576320202768773	0.0514870870850161	0.0674729553295852	0.0803374884468823	0.0747301803843022	0.0481373886701935	0	0.0599594701982704	0.0759468082645279	0.0861153661324352	0.094801500080507	0.0948094929213163	0.0786453123236894	0.0566544792941617	0.052175237157533	0.0639509892699708	0.0795679788720745	0.0793730340103664	0.0809020691357058	0.0922574105824691	0.0733447054172296	0.0539696691540553
OM3_C_8E	0.0583745258612917	0.0251341829907443	0.0190468400182983	0.0356852434073291	0.0188629924579196	0.0300018963097225	0.0413187240146909	0.0943914744149263	0.0599594701982704	0	0.0166889784117424	0.0948435684488986	0.0443076396926194	0.0378680808919208	0.020499521845154	0.0248590264642186	0.0314282902112701	0.0213681105797997	0.0211435835240664	0.0204187317615479	0.0232597960390743	0.0525622547771844	0.0394684784557239	0.0475335646222226
