	OM3_B_B	OM3_C_7A	OM3_C_7B	OM3_C_7C	OM3_C_7G	OM3_C_7H	OM3_C_8A	OM3_C_8B	OM3_C_8C	OM3_C_8E	OM3_C_8F	OM3_C_9A	OM3_C_9C	OM3_C_9D	OM3_C_9E	OM3_C_9F	OM3_C_9G	OM3_C_9H	OM3_H_3C	OM3_H_3D	OM3_H_3E	OM3_H_3F	OM3_H_3G	OM3_H_3H
OM3_B_B	0	0.011987393749307	0.017120145228953	0.00407944591130239	0.00755635323972083	0.0072288234161531	0.00475545272209769	0.0123405358206312	0.0224890462683791	0.0097232515082924	0.00711169178791036	0.00588013482945342	0.00529132393081287	0.00834656597333897	0.00190375098862527	0.0108303346465149	0.00887825579501576	0.00980877261324274	0.00830285173847202	0.00877889533943529	0.00690793829583068	0.00966044448626352	0.0073757329335754	0.000732938747675195
OM3_C_7A	0.011987393749307	0	0.00535775295141022	0.0126789602022583	0.00721596927771209	0.00713230806165718	0.00937232538985388	0.00356649520724018	0.0107096513020998	0.00413317776221951	0.0190522917196818	0.00865622979294983	0.0154448683697595	0.0106308736456944	0.0106926999635082	0.00559923245635255	0.0108881871853196	0.00718244321400504	0.0169561163083997	0.00752020480189282	0.00527813498025532	0.00944050585017121	0.0128313939488224	0.0118036108664027
OM3_C_7B	0.017120145228953	0.00535775295141022	0	0.0180352476726869	0.0111002302921012	0.0124027167490232	0.0147283632250134	0.00749706104081166	0.00706832576651304	0.00789631987034771	0.0240727183202733	0.0139850871227935	0.0199885927388048	0.0139222681043877	0.0156545890012479	0.0101402767326636	0.0158953879486282	0.010019350952913	0.0209803100907359	0.0108112558259639	0.0106090241422057	0.0142702703450775	0.0165369762949368	0.0170071368260023
OM3_C_7C	0.00407944591130239	0.0126789602022583	0.0180352476726869	0	0.0104478269580436	0.00607033979133162	0.00335033149477008	0.0118439135140359	0.0223566679241559	0.0116868977834985	0.00867612008569664	0.00432878162452035	0.00901275386739367	0.0120568352467103	0.0055720741856471	0.00964538941705275	0.00569296406378636	0.0126907371491372	0.0121749782769123	0.0117792252856283	0.0074663825199085	0.00703754545478494	0.0114096417101821	0.00338297534510378
OM3_C_7G	0.00755635323972083	0.00721596927771209	0.0111002302921012	0.0104478269580436	0	0.00826993643201204	0.00829884832012412	0.00967144388572858	0.0176302953574329	0.00326591270808549	0.0136458076557665	0.00852666107436037	0.00899389756263328	0.00353856634453284	0.00568316823911992	0.00995840793342797	0.0122051929636102	0.00227192899156251	0.00992005413035747	0.00134241938418439	0.00543491804201412	0.0117487952568047	0.00562957987546221	0.00782096647112389
OM3_C_7H	0.0072288234161531	0.00713230806165718	0.0124027167490232	0.00607033979133162	0.00826993643201204	0	0.00282384034980726	0.00577707202458766	0.0162921631820693	0.00771107918732799	0.0140021493347195	0.00174161616434396	0.0122295692239027	0.0113299212019852	0.00704485688519587	0.00369475419485589	0.00416285837825767	0.00999266479983128	0.0148265307934682	0.00947891543614895	0.00297068496247262	0.00348231824071334	0.0121260466925999	0.00668949471455245
OM3_C_8A	0.00475545272209769	0.00937232538985388	0.0147283632250134	0.00335033149477008	0.00829884832012412	0.00282384034980726	0	0.00854291191203537	0.019042665035287	0.00883054240360377	0.0112376894580529	0.00117402610238545	0.00999458591732351	0.0107098885945221	0.00512911598799547	0.00650647395501467	0.00442706697520366	0.0103892457358929	0.0128480471488975	0.00962972700672166	0.00426469752517106	0.00492574438072763	0.0108558697442884	0.0041176985855655
OM3_C_8B	0.0123405358206312	0.00356649520724018	0.00749706104081166	0.0118439135140359	0.00967144388572858	0.00577707202458766	0.00854291191203537	0	0.0105155750424429	0.00712406548434177	0.0194012396028532	0.00751748222699365	0.0166796200425227	0.0132096248292519	0.0115226661107287	0.00268881935162116	0.00856988924603586	0.010234121175927	0.0187036529974403	0.0103259903337416	0.00557397930329286	0.00684638160291834	0.0150104251430452	0.0119571432756455
OM3_C_8C	0.0224890462683791	0.0107096513020998	0.00706832576651304	0.0223566679241559	0.0176302953574329	0.0162921631820693	0.019042665035287	0.0105155750424429	0	0.0143664981662487	0.0295978088455615	0.018032208341588	0.0261506065414564	0.0207373800905048	0.0213433042714643	0.0129162053995846	0.0186220972241506	0.0168874991033932	0.0275319321316092	0.0175702237698944	0.015586760689359	0.0167730343010662	0.023224046850011	0.0222065761992448
OM3_C_8E	0.0097232515082924	0.00413317776221951	0.00789631987034771	0.0116868977834985	0.00326591270808549	0.00771107918732799	0.00883054240360377	0.00712406548434177	0.0143664981662487	0	0.0163919312065104	0.00861276511624722	0.0120970072953652	0.00652626433679805	0.00804314961014342	0.00813620542911702	0.0118737855325466	0.00311754755245156	0.0131836011349059	0.0033889087863699	0.00480305415618541	0.0109434536926214	0.0088698444339214	0.00977891820188185
