	OM3_B_B_1	OM3_B_B_2	OM3_B_B_3	OM3_C_7A_2	OM3_C_7A_3	OM3_C_7B_1	OM3_C_7B_2	OM3_C_7B_3	OM3_C_7C_1	OM3_C_7C_2	OM3_C_7C_3	OM3_C_7G_1	OM3_C_7G_2	OM3_C_7G_3	OM3_C_7H_1	OM3_C_7H_2	OM3_C_7H_3	OM3_C_8A_1	OM3_C_8A_2	OM3_C_8A_3	OM3_C_8B_1	OM3_C_8B_3	OM3_C_8C_1	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8E_2	OM3_C_8E_3	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9A_2	OM3_C_9A_3	OM3_C_9C_1	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9D_1	OM3_C_9D_2	OM3_C_9D_3	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9E_3	OM3_C_9F_1	OM3_C_9F_3	OM3_C_9G_1	OM3_C_9G_3	OM3_C_9H_1	OM3_C_9H_2	OM3_C_9H_3	OM3_H_3C_1	OM3_H_3C_2	OM3_H_3C_3	OM3_H_3D_2	OM3_H_3D_3	OM3_H_3E_1	OM3_H_3E_2	OM3_H_3E_3	OM3_H_3F_1	OM3_H_3F_2	OM3_H_3F_3	OM3_H_3G_2	OM3_H_3G_3	OM3_H_3H_1	OM3_H_3H_2	OM3_H_3H_3
OM3_C_8B_1	0.00949947446674768	0.0124161815114729	0.013772713634581	0.00958910218468268	0.0139877675642167	0.0181094367142388	0.0231510780937588	0.0287276118027692	0.00634458910308676	0.0142054837668387	0.0234962498129993	0.0100439884634302	0.0237094237991425	0.0214004603257239	0.0098535845594336	0.0141122061108947	0.0124551402807291	0.0154578570028622	0.0185236738275784	0.0317654782949393	0	0.013908409844899	0.00968967022625761	0.0208942638815371	0.0471506489242357	0.0433875229326683	0.0246798763672652	0.0176070267102912	0.0256940803772206	0.00987923003831146	0.0225679280841916	0.013138073990322	0.0196393112267616	0.022237377555422	0.0313574364038124	0.001060209551017	0.0189510485526059	0.0212130723958479	0.00677821351969061	0.00871823092236186	0.0308904364687693	0.01102050455726	0.0100333869597003	0.0287448173149374	0.019083127294434	0.0115968988485653	0.00575017018882738	0.0183335687572089	0.0160191029295495	0.020375527528115	0.0370844001406104	0.00972280805486434	0.0220046365100873	0.0136844130720208	0.0257214020745225	0.0428683245134164	0.013137567228747	0.0182124614117007	0.0268794995287102	0.0243091849339258	0.0369135121458048	0.00905927743903311	0.0210410284787809	0.0183865353704983
OM3_C_8B_3	0.00801181191853324	0.00648500064356241	0.00968548563207427	0.00701789128271544	0.0110229145016961	0.0157948536745089	0.0158326149508505	0.0189691268008289	0.00877657510480398	0.00666205898389439	0.0143606769527865	0.00781685889537363	0.0204816223919911	0.0150064090641477	0.013957898853558	0.0100538369584715	0.0125170352165056	0.00861494240793449	0.0143640664983549	0.0233503369773885	0.013908409844899	0	0.00531120974946301	0.0146885151097392	0.0526329081968447	0.0492071220195409	0.0298170011470601	0.0152862844567725	0.0183523748633845	0.00984365904181078	0.0158344875984816	0.0106179251463818	0.0182206620320393	0.0156910394621473	0.0237664039575942	0.0135463390908447	0.0117421416988649	0.0160202916940964	0.0081062762380083	0.00757643995007016	0.0238173731391815	0.00775619043296494	0.0118840040486492	0.0367328850367018	0.0238796931421424	0.0048379498202978	0.0127897972334089	0.00783279824260335	0.00533832697840781	0.0117430786684642	0.0290220236396287	0.0108119016903961	0.016736639708458	0.0115541237770323	0.0173389709768142	0.0350935248706344	0.0105278197217954	0.0113594183980747	0.0183983705800983	0.0159437919794017	0.0290622255378444	0.0133393383087007	0.009073848460708	0.0145039146852851
OM3_C_8C_1	0.00757139164951905	0.00661738709279416	0.00645801058778202	0.00514184283411294	0.00751723551016549	0.0125907543219268	0.0152717396069197	0.0198485493459952	0.0061587737455136	0.00508712381327177	0.0146508830477793	0.00420046465154772	0.0180637371350663	0.0137284145829609	0.0129374970601565	0.00692894377642711	0.00807433424631243	0.00697507635121648	0.0118510892162369	0.0234610878553015	0.00968967022625761	0.00531120974946301	0	0.0132599692046852	0.0527931495212549	0.0491072725207312	0.0295513596936634	0.012236432563105	0.0177135539696014	0.00498638281667901	0.0147336087741161	0.0068218569221028	0.0148979260288168	0.0144806889276065	0.0234422786632082	0.00962259642539672	0.0106264577417843	0.0141378631099084	0.003240125886544	0.00258657662509916	0.023283333040929	0.00865627368608273	0.00689068405313609	0.0356530106931067	0.0235764688856318	0.00254012145693629	0.007524174852971	0.00890432021729327	0.00636223151596232	0.0124715910120906	0.0290872693658844	0.00604747767338959	0.0149644916655063	0.00775599479081137	0.0173152021792343	0.0351311106913248	0.00683339850067983	0.0100388104018864	0.0184288303415365	0.0157906858327721	0.0289567813859945	0.00834051390162463	0.0113984228801249	0.0118724920861357
OM3_C_8C_3	0.0204567030497575	0.0170989204947471	0.00758415958861218	0.017014939726539	0.00695487370208016	0.00539705447116159	0.00441204858769027	0.00905824819925685	0.0191722288192243	0.008504150098317	0.00471249274510356	0.0138636283832825	0.00671687835091974	0.000916224888225574	0.0259838826617404	0.00682401044268835	0.00932852786443832	0.00649510303538977	0.00313521087577175	0.0119959786577614	0.0208942638815371	0.0146885151097392	0.0132599692046852	0	0.0660136917909795	0.0621983873230399	0.0424864500388198	0.00594281238036871	0.00490613656159714	0.0110227487555045	0.0022895946207016	0.00781105785808218	0.0066545890500185	0.00196957147391789	0.0118339366897051	0.0213146964454501	0.00388260290065203	0.00186461691639113	0.0148769428474857	0.0133163438180208	0.0126388211725809	0.0214474859035874	0.0115555473897182	0.0486350416639589	0.0366185353279132	0.0117956954748693	0.015776840852044	0.00775977856821263	0.00954654982790689	0.00997439393116336	0.0162636449631291	0.0125958477300949	0.00557958962724261	0.00779852855882513	0.00799080303831976	0.0222620650432603	0.00897296940963084	0.00554984692840725	0.00634918512227196	0.00510654306963379	0.0161434367730068	0.0143675518208214	0.009875108724357	0.00505579702618133
OM3_C_8E_1	0.0457604677159035	0.0501107196310628	0.0587761522246773	0.0494394434081062	0.0597715368546425	0.0644047298175046	0.0677246744053387	0.0715666190858941	0.0469632417067453	0.0576507185202947	0.0667822550494969	0.0527867352000349	0.0702826283707391	0.0664947083008619	0.0402147060514177	0.0594984549402768	0.0587799834412624	0.0597020456670051	0.0643416024749799	0.0748941185057786	0.0471506489242357	0.0526329081968447	0.0527931495212549	0.0660136917909795	0	0.00698679423056001	0.0246759921623747	0.0640786048830027	0.0702829431270788	0.0559492880118858	0.0673206203919124	0.0589244873804916	0.0664298501064747	0.0670936159345224	0.074935486507385	0.046318326345722	0.0630322846775642	0.0667728186297207	0.0516270798811296	0.0529640746584905	0.0740651342043674	0.0450083546697297	0.0564179559728564	0.019557829121554	0.0298360971060736	0.0545350699819407	0.0527044204687808	0.0603781396207364	0.0576274703758481	0.0625009099549096	0.0814992009746621	0.0549301408465815	0.066644684450901	0.059427201246432	0.0684296898448746	0.0875491829957319	0.0581267443876063	0.061978820345118	0.0707698428456943	0.0678317303028809	0.0812070857237515	0.0546715561554845	0.0610728904960143	0.0637391052526533
OM3_C_8E_2	0.0419416090985171	0.0459951136509106	0.0548151666244843	0.045366934213431	0.0559005036749062	0.0603357382636106	0.0642679217598992	0.0680332759149886	0.0431159562241636	0.0539091772325354	0.0630744751525247	0.0486255074236825	0.0665075460595779	0.062748242889634	0.0362443342220964	0.055704043910251	0.0547214707789827	0.0560530101772007	0.0604118594313105	0.0707186146684015	0.0433875229326683	0.0492071220195409	0.0491072725207312	0.0621983873230399	0.00698679423056001	0	0.0199201425176708	0.0604262072577129	0.066398360585011	0.0521665705452251	0.0633814563429543	0.0550400544007253	0.0624617003477695	0.0631572814385332	0.0706472468392789	0.0425702056784023	0.0590885436408881	0.062839378437359	0.0479855633307065	0.0490289012931438	0.0695771018259812	0.041499132341161	0.0523660353315287	0.0154430418176297	0.0256350607351122	0.0510414360133689	0.0487658460996718	0.0568848855185609	0.0539902908044299	0.0595937424287357	0.0778205580645503	0.050716157725005	0.062343681658792	0.0553770934783382	0.0642218063302056	0.0839852358695524	0.0539785612305832	0.0578933026734188	0.0670172354650409	0.0638628041835253	0.0772173606355529	0.0503368738673392	0.0573921162048243	0.0595480396017138
OM3_C_8E_3	0.0222891469817149	0.0261580036571606	0.0351023023364935	0.025546884191108	0.0363052949990407	0.0407182732464859	0.044753680225823	0.0484266126025695	0.0235624349120695	0.0342346538451496	0.0433630108026056	0.02881293589968	0.0470236124199489	0.0430690526496024	0.0166339903244266	0.0361033484795728	0.0351985383451389	0.0364532639061511	0.0407377267206349	0.0508654134456386	0.0246798763672652	0.0298170011470601	0.0295513596936634	0.0424864500388198	0.0246759921623747	0.0199201425176708	0	0.0410712460836487	0.0466044349535508	0.0327518562694405	0.0435839716729844	0.0354527791000066	0.0430050968840654	0.0433673196117887	0.0507693021741321	0.0237865323629636	0.0392844673111404	0.043109635875884	0.0286653404772879	0.0293850808568292	0.0497185642734063	0.0221446297900711	0.0329167799755667	0.00984116120928041	0.0060728524190135	0.0316038050965644	0.0296790277702597	0.0373487112871549	0.0343648320875636	0.0406283266049591	0.0580969139738116	0.0310834388580484	0.0424840374353171	0.0357198705097907	0.0443541494033725	0.0643172456937515	0.0342312490477329	0.0380395907335217	0.0472718457808348	0.0440318027985331	0.0573787048547973	0.0309215502836836	0.0378038736986274	0.0397687922147618
OM3_C_8F_2	0.0197305626360845	0.0176703750334272	0.0073491301776521	0.0166252578881739	0.00541472694731933	0.00457845625556269	0.00758688636836261	0.0141668842986711	0.0176296207463212	0.00917089275151564	0.0102568297455891	0.0134171615236034	0.00633078285485884	0.00602985497895263	0.0245606479963257	0.00579053430009168	0.00689957718133103	0.00703222544057073	0.00419598318293035	0.0175096924692552	0.0176070267102912	0.0152862844567725	0.012236432563105	0.00594281238036871	0.0640786048830027	0.0604262072577129	0.0410712460836487	0	0.0102571130830576	0.00833083735358901	0.00801852746705724	0.00611032203274523	0.00421509948908202	0.00764186603095515	0.0170621445583133	0.0182281653729216	0.0078664839221751	0.00583065504892657	0.0125446210992505	0.0119844230730638	0.0177078005822472	0.0208291505455665	0.00886959297219594	0.0462040189149467	0.0351787109489606	0.0109908004458805	0.0123586980459825	0.010321166386728	0.0113433732750291	0.0104590663955085	0.0202716810339981	0.011018866035921	0.00959020564958874	0.00663383891801446	0.0136862885702705	0.0256375770149592	0.00859369305222491	0.00891130665732984	0.0117748338272134	0.0110324767075549	0.0206550760634596	0.0120491689001049	0.0139137391200264	0.00685274430522824
OM3_C_8F_3	0.0245763981690433	0.0207147447737158	0.0121032779083512	0.02107522839621	0.0117478450565198	0.00918980876427587	0.00565338980287016	0.00592287031286373	0.0236099373684707	0.0127151411937246	0.00458200284934214	0.018020128877179	0.00778812228607522	0.00465959911638178	0.0302655632468953	0.0116209614824223	0.0139097803776763	0.010962462258695	0.00758199489644899	0.0074857778656893	0.0256940803772206	0.0183523748633845	0.0177135539696014	0.00490613656159714	0.0702829431270788	0.066398360585011	0.0466044349535508	0.0102571130830576	0	0.0158563501535915	0.00321036364388048	0.0125825739460264	0.00977010713219097	0.00352379918290508	0.00754025837279605	0.0260889258372641	0.00733340680118653	0.004986049786174	0.0196079729348412	0.0178279498224178	0.00909299345835035	0.0254869266407651	0.016206726599457	0.0531150963296588	0.0407977320463306	0.0162040011779258	0.0205488826859396	0.010844908695314	0.0130396383758886	0.0127377235869847	0.0117795127794579	0.0170093970444176	0.00641186383959481	0.0123322689855286	0.00595719511996467	0.0179930098812615	0.0132577790834383	0.00871646841346274	0.00244189625088294	0.00351720382757516	0.0113226361396024	0.0187504238335865	0.0114143949198185	0.0084670323438885
OM3_C_9A_1	0.0118166502074541	0.0107255065647052	0.00442415696723845	0.00893719005852071	0.00417624580212903	0.00883950726035064	0.0134714725514817	0.0191154394860602	0.0093913442329248	0.00573828777579827	0.0139199581881603	0.00617580955423466	0.0143817575702453	0.0115249484926862	0.0162793001708047	0.00428868064636649	0.00383314733138269	0.00611095684682108	0.00876993558862561	0.0222439291561542	0.00987923003831146	0.00984365904181078	0.00498638281667901	0.0110227487555045	0.0559492880118858	0.0521665705452251	0.0327518562694405	0.00833083735358901	0.0158563501535915	0	0.0127750256822487	0.00337263494860448	0.0106992843797763	0.012435997675653	0.0218976806503026	0.0103353997069926	0.0094497151207428	0.0114178719016827	0.0044953870205863	0.00407904269639422	0.0217878054118943	0.0132384422551395	0.00283525345419305	0.0380739730933317	0.0268792972563448	0.00530698945250305	0.00513268172544015	0.00988051345136935	0.00843800201489051	0.012426459797816	0.0272141856598558	0.00424096260780144	0.0128008717091832	0.00443470989957286	0.0165543152843783	0.0330480197842572	0.00470537329770942	0.00911422944090592	0.017083863796066	0.0147380942372411	0.0270962761162132	0.00582046608288585	0.0131731459077166	0.00912091033062633
OM3_C_9A_2	0.0216345252832612	0.0178580848729928	0.00893224866643757	0.0180535756331486	0.00864944398215275	0.00648931107104	0.00544451662579688	0.00809079835556622	0.0205404212222683	0.0098248213075614	0.00410841663460511	0.0148967373479654	0.00743995308660976	0.00261974706718005	0.02722490325119	0.00856653025447248	0.0107874653149459	0.00815506338247752	0.00467560330991316	0.00980104902898003	0.0225679280841916	0.0158344875984816	0.0147336087741161	0.0022895946207016	0.0673206203919124	0.0633814563429543	0.0435839716729844	0.00801852746705724	0.00321036364388048	0.0127750256822487	0	0.00946322353127296	0.00781128455850421	0.000395706465930967	0.00960405190014212	0.0229629238297272	0.00435792211248353	0.00250107923711539	0.0165626097904597	0.0146959856619366	0.0103812137265781	0.0226787050466492	0.0130519226333013	0.0499993914816357	0.037784911523941	0.0133985163359252	0.0174197445328775	0.00877528185428735	0.0105326662478029	0.0116082171550858	0.0149674815817184	0.0137994487958593	0.00430555267978117	0.00915047206817852	0.00591241906482774	0.0211291769683915	0.010049062846108	0.00573844505717918	0.00496619572467647	0.00321446859266636	0.0143956452162976	0.0155713635999955	0.00986353850395777	0.0054439041154493
OM3_C_9A_3	0.014033111307604	0.0117474888393007	0.001881661742074	0.0106396342837195	0.000883876248269454	0.00583392145946849	0.0107679961079792	0.0162083239929056	0.0120531334306508	0.00458550881749511	0.0109753508112571	0.00731355363415216	0.011620339454844	0.00840022843458106	0.0189541745447193	0.00151157070780843	0.00261891051524272	0.00410977168842184	0.00550009488473673	0.018931805501227	0.013138073990322	0.0106179251463818	0.0068218569221028	0.00781105785808218	0.0589244873804916	0.0550400544007253	0.0354527791000066	0.00611032203274523	0.0125825739460264	0.00337263494860448	0.00946322353127296	0	0.00810712880655082	0.00912079052157523	0.0185492730682161	0.0135887770288623	0.00635391583698182	0.00812300396052461	0.00755697921621726	0.00611336004723198	0.0184946339615187	0.015430968512465	0.00400959901493646	0.0411238752076439	0.0296063389308133	0.00640890963521454	0.00803957756103389	0.00820203945830185	0.00742643789708054	0.0113666273051266	0.0240572475535241	0.00530582489349949	0.00951328687783404	0.0017071544488382	0.0133881121682246	0.0299658871679554	0.00298954310065913	0.006169808393038	0.0139368668643037	0.0115347217622265	0.0237836972980483	0.00715625454630335	0.0113237466212194	0.00586984691102151
OM3_C_9C_1	0.0220903975893366	0.0195120220719249	0.00903566440001358	0.0185632573940655	0.00743122500419472	0.00308747368312925	0.0094028204761535	0.014928322859949	0.0199095522317336	0.0116651304231967	0.0113356447731368	0.0149901983528537	0.00478721875035992	0.0069686963500325	0.0267273087667105	0.00822114112127393	0.00782312721380361	0.00985379813061734	0.00454073413311311	0.0161863529711244	0.0196393112267616	0.0182206620320393	0.0148979260288168	0.0066545890500185	0.0664298501064747	0.0624617003477695	0.0430050968840654	0.00421509948908202	0.00977010713219097	0.0106992843797763	0.00781128455850421	0.00810712880655082	0	0.00745993526652664	0.0152834055531746	0.0203426256573215	0.0088501753385381	0.00533421949687713	0.0151863160251038	0.0140545258688103	0.0155995307524869	0.0235294507431882	0.0101197686473506	0.0481652535996856	0.0372706958891674	0.0140996400837455	0.0139830840932712	0.0130434705516751	0.013898744924852	0.0141904739914324	0.0194108779948186	0.0120776578875456	0.0079390773734002	0.00769148402620274	0.0129720545234413	0.0246760597580831	0.00954319011298884	0.00953953799554203	0.0118873272306657	0.0109755186749838	0.0191375133608435	0.0125875387642179	0.0158014735446716	0.00595232410000837
OM3_C_9C_2	0.021425515041927	0.0177018345609099	0.00863444702935141	0.01784170012627	0.00830078940732297	0.00611692828929992	0.00540464919194214	0.00839721796006043	0.02028339952208	0.009606587518076	0.00432175413561137	0.0146579657130177	0.0072313855445222	0.00238518621467489	0.0269899038251981	0.00823985696131781	0.0104291518183515	0.0079038458545608	0.0042834614261491	0.0101709719893452	0.022237377555422	0.0156910394621473	0.0144806889276065	0.00196957147391789	0.0670936159345224	0.0631572814385332	0.0433673196117887	0.00764186603095515	0.00352379918290508	0.012435997675653	0.000395706465930967	0.00912079052157523	0.00745993526652664	0	0.00993795227918439	0.0226418284740755	0.00419774417193736	0.00213867558195282	0.0162608377701189	0.0144180191728424	0.0106749105097663	0.0224860500017931	0.0127036384405077	0.049733083568407	0.0375635927302363	0.0131575014757978	0.017068918328551	0.0086962070765025	0.010409260233169	0.0114956790653407	0.0152464726330584	0.0134948536283489	0.00426076379480582	0.00881319165750275	0.00622803291847525	0.0213801299593902	0.00975729797872607	0.00559400719947551	0.00529884610679591	0.00357004999610528	0.0147069601775558	0.0152455623294825	0.00993852060495198	0.005147444794532
OM3_C_9C_3	0.0294897568983642	0.0248894288883068	0.0177188862174077	0.0257362267271929	0.0178135721319351	0.0146020221559323	0.0131067454983901	0.00986059323994222	0.0288477849788078	0.0185400326027013	0.0106252922686766	0.0227254417415326	0.0135271578645712	0.0118958676052808	0.035072617511101	0.0178479269650938	0.0193756070878948	0.0173815192204062	0.0137613498292816	0.00205165229501127	0.0313574364038124	0.0237664039575942	0.0234422786632082	0.0118339366897051	0.074935486507385	0.0706472468392789	0.0507693021741321	0.0170621445583133	0.00754025837279605	0.0218976806503026	0.00960405190014212	0.0185492730682161	0.0152834055531746	0.00993795227918439	0	0.0317222915395458	0.0129248470758522	0.0113335927201979	0.0255614263864829	0.0232145653182417	0.00285134882902039	0.0306057311204364	0.0216441215223489	0.0578482156389821	0.0452465802579918	0.0223436691863825	0.0261492373672893	0.0168745563167462	0.0185586360465574	0.0198630912802703	0.0107927495503974	0.0219106681465067	0.00955046196313226	0.0177977447665019	0.00663220861765045	0.0165756730301225	0.018261089165475	0.0134720639019802	0.00791556915574316	0.00808398661755858	0.00764013633431757	0.0234453812363854	0.0156857426099389	0.0132132106164783
OM3_C_9D_1	0.00870527911731826	0.0119558361645093	0.0141120103329338	0.00916987144239995	0.0144464818773341	0.0187150733409753	0.0235309508333308	0.0289730981899442	0.00569079831069039	0.0143279353350534	0.0237375010317599	0.0100170228014504	0.024366237914035	0.0218202722926523	0.00883838434333608	0.0145017367440531	0.013040573979557	0.0157033781813295	0.0190311337780601	0.032081904751153	0.001060209551017	0.0135463390908447	0.00962259642539672	0.0213146964454501	0.046318326345722	0.0425702056784023	0.0237865323629636	0.0182281653729216	0.0260889258372641	0.0103353997069926	0.0229629238297272	0.0135887770288623	0.0203426256573215	0.0226418284740755	0.0317222915395458	0	0.019236655986343	0.0216999122443897	0.00687525355139767	0.00881058789182156	0.0312469920998198	0.0101627548892566	0.0106198789781651	0.0280261288707318	0.0181336834073544	0.0115885607363984	0.00650616375498094	0.0183883753418931	0.0159828498409236	0.0205310061287054	0.0375121815415487	0.0101073781584606	0.0224298061270906	0.014157918556334	0.025965805815297	0.0433405158083923	0.0135018000441952	0.0184694184552933	0.027207286289525	0.024592003382954	0.0373381049087256	0.00963644662990941	0.0209730074438573	0.0188616297086167
OM3_C_9D_2	0.0173129266939077	0.0135212720354842	0.00524246282586769	0.0137464718969884	0.00573981626800744	0.00634023541373394	0.00731758309802141	0.0106477037075708	0.016363358097338	0.00569737128399163	0.00520261273241231	0.0107321092280647	0.0103265556490072	0.00458266698709751	0.0229557663895066	0.00535964220335634	0.0081217796938816	0.00464768080485215	0.00435393264382755	0.012995627165665	0.0189510485526059	0.0117421416988649	0.0106264577417843	0.00388260290065203	0.0630322846775642	0.0590885436408881	0.0392844673111404	0.0078664839221751	0.00733340680118653	0.0094497151207428	0.00435792211248353	0.00635391583698182	0.0088501753385381	0.00419774417193736	0.0129248470758522	0.019236655986343	0	0.00483384032287573	0.0127553698376497	0.0106689290641759	0.0131164963914038	0.0183867738778507	0.00998069579839393	0.045843467486236	0.0334816180860378	0.00948257165791059	0.0141851645923693	0.00567681356736115	0.00652655731815851	0.0104437857118083	0.019014082146937	0.0102299454482217	0.0054229212232083	0.0061622729756983	0.00731240333946072	0.0252404989662699	0.00649926127557669	0.00189774803994759	0.00835876931990911	0.00536031273239094	0.0184321250293962	0.0124122834528535	0.00710366298417312	0.00434978480019474
OM3_C_9D_3	0.0213073850519886	0.0179055105506184	0.00804101201771399	0.0177077383743592	0.00726573232745044	0.00429112978245513	0.00572384419151256	0.0100675382120328	0.0198474868493263	0.00959229600520763	0.00614823038781354	0.014351702141475	0.00565959715138906	0.00239421519045612	0.0266659185543291	0.00743620861340103	0.00914380889418789	0.00770343977278935	0.00271675314647713	0.0118066062697436	0.0212130723958479	0.0160202916940964	0.0141378631099084	0.00186461691639113	0.0667728186297207	0.062839378437359	0.043109635875884	0.00583065504892657	0.004986049786174	0.0114178719016827	0.00250107923711539	0.00812300396052461	0.00533421949687713	0.00213867558195282	0.0113335927201979	0.0216999122443897	0.00483384032287573	0	0.0155307550737424	0.0138724460166865	0.011958439062651	0.022475164208299	0.0115212496849312	0.0491415769491292	0.0372966467438467	0.0129072770675456	0.0158584981172047	0.00944128204645042	0.0109309114442182	0.0116709875657391	0.0161937477364817	0.0126655916152712	0.00460560005639411	0.00780018878132437	0.00811931493293726	0.0221077259044992	0.00909695134242407	0.0061030954352467	0.00697324238817067	0.00569915292000477	0.0157903846333509	0.0141550743869831	0.0113710881207727	0.00429937589059185
OM3_C_9E_1	0.00797196274097796	0.00865629645004165	0.00791562594408884	0.00630124796430377	0.00836366719878744	0.0132674801805209	0.0168917513147484	0.0221483493494248	0.00535795023592406	0.00760067832398988	0.0169754735616245	0.00555260638214522	0.0187164039225563	0.0153320775342685	0.0121521139439226	0.00810683772723929	0.00804624093605879	0.00891519388328791	0.0129915817526021	0.0257375284832094	0.00677821351969061	0.0081062762380083	0.003240125886544	0.0148769428474857	0.0516270798811296	0.0479855633307065	0.0286653404772879	0.0125446210992505	0.0196079729348412	0.0044953870205863	0.0165626097904597	0.00755697921621726	0.0151863160251038	0.0162608377701189	0.0255614263864829	0.00687525355139767	0.0127553698376497	0.0155307550737424	0	0.00321184957405879	0.0253813520973511	0.00924061083945034	0.00617938015271764	0.0340333581761112	0.0227121342791222	0.00486280051945022	0.0049813194488875	0.0115646334627771	0.0093705516597688	0.0140406381855287	0.0309523869109677	0.0059361416101517	0.0166446535936195	0.00852157761140399	0.0197241646082172	0.0368482240202776	0.00797151396943521	0.0122314780243313	0.0205376283314184	0.0180699379924769	0.0309217515732166	0.00729395405000877	0.0144802789987397	0.0131673796597249
OM3_C_9E_2	0.00807951227728846	0.00681190183867175	0.00584889286454395	0.00486853225409645	0.00694332865072484	0.0116725696892335	0.0159395959183772	0.020664810237715	0.00602685567268527	0.00587914999891869	0.0152756517720978	0.00255744004488918	0.0177306643000794	0.0139060585918963	0.0128702986871059	0.00675019086694678	0.00656100404072144	0.00765816988565187	0.0114175358556391	0.0234528457585094	0.00871823092236186	0.00757643995007016	0.00258657662509916	0.0133163438180208	0.0529640746584905	0.0490289012931438	0.0293850808568292	0.0119844230730638	0.0178279498224178	0.00407904269639422	0.0146959856619366	0.00611336004723198	0.0140545258688103	0.0144180191728424	0.0232145653182417	0.00881058789182156	0.0106689290641759	0.0138724460166865	0.00321184957405879	0	0.0228101787566122	0.00979670558212989	0.00497947275492271	0.0353455481974708	0.0235268997431367	0.00470440718983214	0.00572956374061631	0.0103088208825265	0.0077865757641763	0.0142077004198126	0.0294518945766242	0.00361805751062704	0.0142507378014562	0.00660894970486772	0.0172398223902662	0.0355214778380658	0.00545774534926448	0.00979134263217716	0.0188510666710691	0.0159674189743429	0.0290374573532191	0.00583184404207078	0.0125922570048102	0.01098741589077
OM3_C_9E_3	0.0289546449395334	0.0241870264681332	0.0175492434925247	0.0250853306347531	0.0178357218540554	0.0146091561059788	0.0147066055410786	0.0120935400015077	0.02833530483918	0.0186062375598939	0.0118268129903161	0.0220631859797348	0.0146447434652674	0.012898761170032	0.0343481247026808	0.017968743326499	0.0190547916226637	0.0177371891363043	0.0140763348785803	0.00441081286913804	0.0308904364687693	0.0238173731391815	0.023283333040929	0.0126388211725809	0.0740651342043674	0.0695771018259812	0.0497185642734063	0.0177078005822472	0.00909299345835035	0.0217878054118943	0.0103812137265781	0.0184946339615187	0.0155995307524869	0.0106749105097663	0.00285134882902039	0.0312469920998198	0.0131164963914038	0.011958439062651	0.0253813520973511	0.0228101787566122	0	0.0302479348717539	0.0212317430121658	0.0568871047062893	0.0443396298175971	0.0224754694879007	0.0257164981512302	0.0174957067016127	0.0187414169027058	0.0212428618520106	0.0135452017437907	0.0212529639405211	0.00910657819024255	0.0175256395018676	0.00661179825767475	0.0191343947797204	0.0177757289194124	0.0132666611386446	0.00986611575617785	0.00891669938217515	0.0101017669726144	0.0226531083827591	0.0160432185324972	0.0129183574771789
OM3_C_9F_1	0.00263079485342675	0.00681401342998871	0.0148555045138864	0.00629587799549173	0.0161423153859697	0.021127933130412	0.0230655582850211	0.0266488321012889	0.00535365045805724	0.0129470227079682	0.0218139746075788	0.00974143025834717	0.0266585272932736	0.0218827778991291	0.00669650413621053	0.0155350253450236	0.0163324713901178	0.0151072553441996	0.020357941819853	0.0304002816793172	0.01102050455726	0.00775619043296494	0.00865627368608273	0.0214474859035874	0.0450083546697297	0.041499132341161	0.0221446297900711	0.0208291505455665	0.0254869266407651	0.0132384422551395	0.0226787050466492	0.015430968512465	0.0235294507431882	0.0224860500017931	0.0306057311204364	0.0101627548892566	0.0183867738778507	0.022475164208299	0.00924061083945034	0.00979670558212989	0.0302479348717539	0	0.0146233431150354	0.0290495540456283	0.0161664151159819	0.0101044954472652	0.013165181622715	0.0154244395098481	0.0126385541479975	0.018687496176528	0.0365631889070843	0.0130112830059526	0.0227413129145319	0.0161594193877042	0.0240748408907731	0.0426681535099983	0.0148265947821452	0.0175751527334902	0.0258237627309926	0.0230504522310041	0.0363953883465554	0.0145322463964249	0.0164326112773416	0.0200586429573295
OM3_C_9F_3	0.0127955226862287	0.0113640505464722	0.00494739230191342	0.00952231473512285	0.00477070220795777	0.00817962451868059	0.0146680592094207	0.0201559622767558	0.0101899283220454	0.007401668427659	0.0148744677019423	0.00628651297993653	0.0143942917998189	0.0121942277977967	0.0167801421138969	0.00545976361621788	0.00245892280066085	0.00781753605337897	0.00883804173539787	0.0222336343402411	0.0100333869597003	0.0118840040486492	0.00689068405313609	0.0115555473897182	0.0564179559728564	0.0523660353315287	0.0329167799755667	0.00886959297219594	0.016206726599457	0.00283525345419305	0.0130519226333013	0.00400959901493646	0.0101197686473506	0.0127036384405077	0.0216441215223489	0.0106198789781651	0.00998069579839393	0.0115212496849312	0.00617938015271764	0.00497947275492271	0.0212317430121658	0.0146233431150354	0	0.0381582183074174	0.0272154443701955	0.00776704888018956	0.00451537324780982	0.011718671667554	0.0101905430546441	0.0147989587070912	0.0276806807209051	0.00274629482291344	0.0121885888713442	0.0039445852322031	0.016557993101092	0.0335218336625886	0.00408233171220315	0.00930843634667318	0.0177438845452748	0.0151297996213653	0.0271914225541108	0.00343418074965416	0.0145248791001261	0.00847294108609559
