	OM3_B_B_3	OM3_C_7A_3	OM3_C_7B_2	OM3_C_7B_3	OM3_C_7C_1	OM3_C_7C_2	OM3_C_7G_2	OM3_C_7G_3	OM3_C_7H_1	OM3_C_7H_2	OM3_C_8A_3	OM3_C_8B_1	OM3_C_8B_2	OM3_C_8C_1	OM3_C_8C_2	OM3_C_8E_1	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9D_1	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9E_3	OM3_C_9F_1	OM3_C_9F_3	OM3_C_9G_2	OM3_C_9G_3	OM3_C_9H_1	OM3_C_9H_2	OM3_H_3C_2	OM3_H_3D_1	OM3_H_3D_2	OM3_H_3E_1	OM3_H_3E_2	OM3_H_3E_3	OM3_H_3F_1	OM3_H_3G_1	OM3_H_3G_2	OM3_H_3H_1
OM3_C_9C_3	0.0213064617915243	0.0365084497455815	0.0593533090774262	0.0413596068116423	0.0504902041534571	0.0354586666232088	0.0102017751477895	0.00567619367503868	0.044692269681094	0.0402836315584505	0.00950291085397257	0.0493243350351455	0.0591497390493299	0.0147093752062674	0.0288677951160714	0.0396377615354753	0.00782995595965439	0.0224841119133996	0.0320179469349221	0.00532967121284335	0	0.000916861499503815	0.012938223976335	0.0121671276882769	0.0323485598666938	0.013780982111253	0.0105856431930775	0.0201011934015736	0.0242856715538038	0.0418314754133173	0.0388972885799118	0.0178661709382818	0.00751619491357657	0.0195218401977574	0.0292304661970557	0.00835426047121028	0.0393554766890246	0.022443681835405	0.0194308558277857	0.0105839894504467	0.0408212943724498
OM3_C_9D_1	0.0220115527945916	0.0373045096149248	0.060152031664671	0.0421362872771397	0.0513667039040516	0.0362968970522169	0.0109053934393507	0.00476131861570601	0.0455288334839949	0.0410307360399662	0.0102280354254722	0.0500495289591003	0.0599065312631013	0.015265426737912	0.0296092634497197	0.04035077272002	0.00868038193982385	0.0217012680295755	0.0327965736974279	0.0044133933043783	0.000916861499503815	0	0.0129138681275483	0.011253271250808	0.0315872438931367	0.0145830861643598	0.00997115904406399	0.0209102744264209	0.0235765717085897	0.0425928025009668	0.0396911639961416	0.0186756276865444	0.00830731719050026	0.0203553098575422	0.029853464908263	0.00918858170735303	0.0388124676989247	0.0231218863458753	0.0201806093652968	0.0111804906447064	0.0415322683122191
OM3_C_9E_1	0.0170280200381343	0.0328474132689463	0.0549504084628648	0.0369090701972821	0.049120029365769	0.0331999506570207	0.0104472949129364	0.0134802445544644	0.041898452857385	0.0351416159042127	0.0206201439255086	0.0433501427219008	0.0536644079953652	0.00948668796155487	0.0243747933337921	0.0337523012894955	0.0126768361161171	0.030635406469171	0.0281885049188319	0.013521227795584	0.012938223976335	0.0129138681275483	0	0.016484241298541	0.0403681337731416	0.0141128624671635	0.0215506556455546	0.0187298919745916	0.0334375975060886	0.0369662132650675	0.0350377955557621	0.017037548016591	0.0114456035938949	0.0190383730969764	0.0222215826696559	0.0124682413358331	0.0499020004871185	0.0173677529743204	0.0166113284928349	0.00876311519692106	0.0348387679996967
OM3_C_9E_2	0.0311275640184631	0.0470386190800647	0.0697649179379439	0.051610471001813	0.0619604167053103	0.0465031546955219	0.020610085727533	0.00649266951063863	0.0556595386252632	0.0501894079599983	0.0206835254531951	0.0588717929795669	0.0690232348851122	0.0234821731708517	0.0388781830419514	0.0491449365708906	0.0194472221617026	0.0143624637726577	0.0423967022145503	0.00684722727867098	0.0121671276882769	0.011253271250808	0.016484241298541	0	0.0239278585107796	0.0247973928878859	0.00980474291498496	0.0310129970696712	0.017493685407645	0.051891961332962	0.0493785278824422	0.0288322425989719	0.0187490539390321	0.0306934620907498	0.0379148867995154	0.0198373905537127	0.0343944743031667	0.0319474803111336	0.0297648270539187	0.0201292384397123	0.050288406090725
OM3_C_9E_3	0.0535388557264853	0.068791701747748	0.0915747221739804	0.0736611761756924	0.081977375257622	0.0675529855064591	0.0424660426504162	0.0280134290500327	0.076755863635802	0.0725741699485912	0.0363144663631853	0.0815513176185494	0.0914158142365055	0.0463909174076217	0.0611673145904054	0.0718487453812691	0.040074089696445	0.00994548959770407	0.0643335606804864	0.0281642366978233	0.0323485598666938	0.0315872438931367	0.0403681337731416	0.0239278585107796	0	0.0461023290503607	0.0221460935840896	0.0523924386244866	0.00846562783084215	0.074133261523012	0.0711802268144565	0.0501631581667739	0.0398588326236285	0.0517309167478999	0.0610644141451973	0.0406394805051397	0.0140988391417371	0.0545848598598735	0.051752903079102	0.0425382834187647	0.0730227906574492
OM3_C_9F_1	0.00816799691273315	0.0227326589815762	0.0455895080558183	0.0276051695809642	0.0371938641066247	0.0217953981853616	0.00431006462831575	0.0187840792671348	0.0310144456547709	0.0266187559117616	0.0136923709212243	0.0357439680975124	0.0454433519282946	0.00603866194311393	0.0152662135588337	0.0261475829069679	0.00607433463954473	0.0362591362258691	0.0182614869276247	0.0185271021394721	0.013780982111253	0.0145830861643598	0.0141128624671635	0.0247973928878859	0.0461023290503607	0	0.0241270300025564	0.00633100452827234	0.0379582919555132	0.0281146665832125	0.0251228663623062	0.00409876934840518	0.00627730589407101	0.00589805581740208	0.0166735497708957	0.00548125274666122	0.0522887610195242	0.00955880853800721	0.00590627277636751	0.00550672801859343	0.0273386084265063
OM3_C_9F_3	0.0318556570758267	0.0467668808093754	0.0695451738552544	0.051695559444871	0.0599520042363431	0.045443907488903	0.020769996136652	0.00813726458065834	0.0546534106071317	0.0507242106896435	0.0147770383705461	0.0598093190171756	0.0695336357946326	0.0252328342079603	0.0393412959220609	0.0501562063737839	0.0180572583599375	0.0125893539843938	0.0423673706968588	0.00804989000391176	0.0105856431930775	0.00997115904406399	0.0215506556455546	0.00980474291498496	0.0221460935840896	0.0241270300025564	0	0.0303651622844013	0.0138575938248475	0.0522248531868137	0.0491602418190681	0.0281447652608327	0.0179708022457867	0.0296503425235358	0.039806552755336	0.018647505982686	0.0288857704138385	0.0330159001969674	0.0299062832263546	0.0211464974075769	0.0513420758081219
OM3_C_9G_2	0.0044395103418242	0.0164257731861196	0.0392761954118689	0.0213483718647932	0.0310828403587295	0.015506131216706	0.0104059018926128	0.0250906731494203	0.0247067741047489	0.0204944643685297	0.0187477906852897	0.0296800704623936	0.0392266481136651	0.00929059887486406	0.00937329316017638	0.0202356406944315	0.0123307178842128	0.0425697387761278	0.0120268178802838	0.0248402375147538	0.0201011934015736	0.0209102744264209	0.0187298919745916	0.0310129970696712	0.0523924386244866	0.00633100452827234	0.0303651622844013	0	0.044210368221222	0.0219154390808902	0.0188196250764048	0.00223539854903682	0.0126073344400832	0.00133860521804036	0.0121909452113865	0.0117658868633028	0.0582288769550712	0.00582051630842235	0.00258659716549466	0.0111051444971781	0.0214243395655043
OM3_C_9G_3	0.0455751935430838	0.0606061096059717	0.0833648673145609	0.0655241735552122	0.0735732028562058	0.0592606817975687	0.0344744906262381	0.0204305311634965	0.0684525771587975	0.0645213838968128	0.0278534276471527	0.0735688277167757	0.0833363978460032	0.0386567519941543	0.0531275850376615	0.06389420684821	0.0318977258716083	0.00368775711275934	0.0561984860313551	0.0205260390936733	0.0242856715538038	0.0235765717085897	0.0334375975060886	0.017493685407645	0.00846562783084215	0.0379582919555132	0.0138575938248475	0.044210368221222	0	0.066039675566525	0.0629977822091542	0.0419884204166758	0.0317617136920757	0.0434995079635546	0.053327661354608	0.0324805653354499	0.0169722249567986	0.0466827010289512	0.0436947820595035	0.0346864222756159	0.0650756720669173
OM3_C_9H_1	0.0207982074941121	0.00601740561367905	0.0180078174563794	0.00137422543529445	0.0162113108960106	0.0092674027618368	0.0317464254973789	0.0464544355730218	0.00796544558112785	0.00192686504503912	0.0401848305115992	0.00808882894118032	0.0173400269814754	0.0284539969526229	0.013051261108282	0.00428007803039798	0.0341823252377137	0.0642626959401224	0.00989294433134315	0.0462461302472799	0.0418314754133173	0.0425928025009668	0.0369662132650675	0.051891961332962	0.074133261523012	0.0281146665832125	0.0522248531868137	0.0219154390808902	0.066039675566525	0	0.003999232284381	0.0241146471645504	0.0343260551834147	0.0227622775468748	0.0151121759509068	0.0335935870350705	0.0800175789702545	0.0199721144424399	0.0224257375383222	0.0318753062308188	0.00399492604381627
OM3_C_9H_2	0.0183282587691656	0.00239590350888697	0.020489087653463	0.00286195004909936	0.0154848263261566	0.00526904178548892	0.028963085690904	0.0437279243823292	0.00726023084575996	0.0040158903685415	0.0366954086350314	0.0119720665076596	0.0205755431264983	0.0261241615294697	0.0106779277460069	0.00622554623896034	0.0311470925604233	0.0613570948805478	0.00698957022923691	0.043499544964625	0.0388972885799118	0.0396911639961416	0.0350377955557621	0.0493785278824422	0.0711802268144565	0.0251228663623062	0.0491602418190681	0.0188196250764048	0.0629977822091542	0.003999232284381	0	0.0210506602818009	0.0313897481406781	0.0195381521379778	0.0141170107223795	0.0305805051974371	0.0766522007704494	0.0177238360026592	0.0196580046490639	0.0292663170729086	0.00668717910808686
OM3_H_3C_2	0.00529045033444301	0.018657572148074	0.0415092703975625	0.0235662263943301	0.0332043269662436	0.0177105803116173	0.00823635976756964	0.022872476282507	0.0269230501950417	0.022667092789835	0.016812620459138	0.0318355738775352	0.0414341328972259	0.00779288810036498	0.0114353862854108	0.0223303225669209	0.0101011557338874	0.0403366753232605	0.0142340925676556	0.0226189523472254	0.0178661709382818	0.0186756276865444	0.017037548016591	0.0288322425989719	0.0501631581667739	0.00409876934840518	0.0281447652608327	0.00223539854903682	0.0419884204166758	0.0241146471645504	0.0210506602818009	0	0.0103734336403751	0.00201428168084064	0.0136754128311448	0.00953277113343034	0.0560921641458339	0.00678935274139895	0.00282010158092004	0.00905862245299377	0.0235211664414101
OM3_H_3D_1	0.0139158611358359	0.029001804289659	0.0518564435814583	0.0338482312779152	0.0432841027267786	0.0280373285896894	0.00304620433888242	0.0125757923645333	0.0372650494761666	0.0327907598397046	0.0100696561733101	0.0418618119172443	0.0516514050672136	0.00823579887045023	0.0213843165950866	0.0321996276197129	0.00123341371806335	0.0299964958626198	0.0245044356578435	0.0123033327982077	0.00751619491357657	0.00830731719050026	0.0114456035938949	0.0187490539390321	0.0398588326236285	0.00627730589407101	0.0179708022457867	0.0126073344400832	0.0317617136920757	0.0343260551834147	0.0313897481406781	0.0103734336403751	0	0.0120951501212441	0.0220929686718083	0.00121002232758135	0.0464428613077784	0.0151340760330327	0.0119425997668994	0.00427229414046453	0.0333868264447506
OM3_H_3D_2	0.0057295559439502	0.0171433644675703	0.0399339590287174	0.0221356950407904	0.0313024687094886	0.0159487800612232	0.0101470324759925	0.0246543725241921	0.0251843145458681	0.0214036007939828	0.0176621278900775	0.0306081152043791	0.0400312492212067	0.00973254105467202	0.0104652919094289	0.0212585542825681	0.0117006024247057	0.0419483522638873	0.012877346604357	0.0243897493064168	0.0195218401977574	0.0203553098575422	0.0190383730969764	0.0306934620907498	0.0517309167478999	0.00589805581740208	0.0296503425235358	0.00133860521804036	0.0434995079635546	0.0227622775468748	0.0195381521379778	0.00201428168084064	0.0120951501212441	0	0.0135086915342562	0.0111692025606589	0.0573148411257765	0.00713890033037718	0.00364595169230676	0.0110485812946075	0.0224428869398196
