	OM3_B_B_2	OM3_C_7A_2	OM3_C_7A_3	OM3_C_7B_2	OM3_C_7B_3	OM3_C_7C_1	OM3_C_7C_2	OM3_C_7C_3	OM3_C_7G_1	OM3_C_7G_3	OM3_C_7H_2	OM3_C_7H_3	OM3_C_8A_3	OM3_C_8B_1	OM3_C_8B_3	OM3_C_8C_2	OM3_C_8C_3	OM3_C_8E_2	OM3_C_8E_3	OM3_C_8F_1	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9A_2	OM3_C_9A_3	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9D_1	OM3_C_9D_3	OM3_C_9E_2	OM3_C_9E_3	OM3_C_9F_1	OM3_C_9F_3	OM3_C_9G_1	OM3_C_9G_2	OM3_C_9H_2	OM3_H_3C_1	OM3_H_3C_2	OM3_H_3D_2	OM3_H_3D_3	OM3_H_3E_1	OM3_H_3E_2	OM3_H_3E_3	OM3_H_3F_2	OM3_H_3F_3	OM3_H_3G_1	OM3_H_3G_2	OM3_H_3H_1	OM3_H_3H_2	OM3_H_3H_3
OM3_C_8F_2	0.0583176792808674	0.0516058178522519	0.0502270439838412	0.0377559882975246	0.0341681456261426	0.0641102223898785	0.020454843795441	0.0389048692803742	0.0479610010672361	0.017352970474695	0.0573123938027387	0.0413252647935771	0.0340595922099933	0.0411538888947086	0.0487102374726106	0.0711736845606429	0.0666768957481147	0.0560298031365713	0.0511866524780205	0.0247771230762677	0	0.0395759506591693	0.0281973777262444	0.0474740134267221	0.038832485512533	0.0396177571720796	0.0342266805626269	0.0177056808572448	0.0343291007293178	0.0368119406112682	0.0342780763622115	0.00650247629776896	0.0408267126803394	0.0409034154293992	0.0507623907758674	0.0485914164142652	0.0445496013789293	0.040659404013293	0.046014981066512	0.0345818680281417	0.0418092070375587	0.0435016448232044	0.028501730372424	0.0463756274522512	0.036680551745602	0.0271807535982742	0.043670442612599	0.0431725587323284	0.0139192116356145	0.0329142558054848
OM3_C_8F_3	0.0190977124304994	0.0131621811251684	0.0138158651306139	0.00849643525624474	0.00888896202242603	0.0258285991166796	0.0218818224250056	0.0105934208706377	0.0124198348940735	0.0546791331870905	0.0187235677485383	0.0106912877874075	0.00805005767627931	0.00299978178683866	0.0101710453183985	0.0326770387331956	0.0289699127332316	0.0171325182001327	0.0148025642062193	0.0196340406677418	0.0395759506591693	0	0.065328858113869	0.0129193740233775	0.00081814949931659	0.000494116222639442	0.00665166352261171	0.0236470761879836	0.0102633120330422	0.00505769276156706	0.00943810217047748	0.0361910665794511	0.00588147805458187	0.00816096619623146	0.0132748826917445	0.0108884252196514	0.00655056431299963	0.00844746709333197	0.00692203807852983	0.0075794491697483	0.0078673239182823	0.0102444451118783	0.0130149490831929	0.00751515989539996	0.00802581370694344	0.0158334119402838	0.00640625881283663	0.00542420360363155	0.0380254908348234	0.00742667425640088
OM3_C_9A_1	0.0840184891764855	0.0781013774963207	0.0766463166587565	0.0645496030915984	0.0613007713815621	0.0906898101540148	0.0458005898200405	0.0651663620867883	0.0751296188199339	0.0154510073209353	0.0838007996030322	0.0677348449756359	0.0602895397487271	0.0664860492391684	0.0751106282967727	0.0976692717833599	0.0930135714926046	0.0823272934391902	0.078281971134542	0.0502908399357177	0.0281973777262444	0.065328858113869	0	0.0747147388242991	0.064661304290661	0.0654730488581719	0.0609323834833032	0.0434552683205989	0.059969282823444	0.0633386189242999	0.0615937479898125	0.0304141888774622	0.0675811753925034	0.0680892997261694	0.0773658501046881	0.0744019027105783	0.0709955109399649	0.0678786319671644	0.0721354820699447	0.0615736919513621	0.0688924713400315	0.0704719871122167	0.055852870801233	0.072606765722268	0.063619525082834	0.0514168113868829	0.0691758787725397	0.0685493819827619	0.0285837278064777	0.0589070051954253
OM3_C_9A_2	0.0147041935497694	0.00791468587980232	0.0069203864887887	0.0107932022577347	0.0134469043668401	0.0172303517535116	0.0299322399500329	0.0123657994952772	0.00395210925461092	0.0627771591904403	0.0115764666633072	0.0100976286218714	0.0153661205162031	0.0142440417388389	0.00661955429379509	0.0242338777393327	0.0203014472089829	0.01158139578846	0.00443072578708825	0.0263619284801094	0.0474740134267221	0.0129193740233775	0.0747147388242991	0	0.0130640192260489	0.0125496672605313	0.0144318180692178	0.0317882114475967	0.0171250222863411	0.013157652684499	0.013700533192119	0.0446309839451297	0.00929279628283557	0.00733507013118603	0.00559134100057814	0.00937297146076611	0.00788632694771208	0.00802499356591765	0.00855543378244629	0.0133825072115063	0.00697902573526349	0.00516048730102086	0.0190620821616206	0.00812451779187326	0.0132499684145002	0.025726871932208	0.0114227114832943	0.0121673169603031	0.0481568844500761	0.0168819230393746
OM3_C_9A_3	0.0197576681055091	0.0137360184565644	0.0141216278750876	0.00796378341558515	0.00816146459886035	0.0263981869606499	0.0211208641135444	0.0101644194137937	0.0126960069726584	0.0539425736206834	0.0193192092486945	0.0104210494524836	0.00730198567064597	0.00369117311318028	0.0107010066668659	0.033280618147331	0.0294898447374005	0.0177748770402522	0.0151609060478069	0.0188689504413669	0.038832485512533	0.00081814949931659	0.064661304290661	0.0130640192260489	0	0.000895270192383509	0.00591234298603844	0.0228808128583185	0.00963260584137848	0.00459319207937306	0.00880170009707305	0.0354523827064801	0.00588926784882389	0.00800137239524863	0.0136861441057075	0.0113155396266174	0.0070033010094508	0.00828693003700805	0.00753239039983139	0.0068650563390075	0.00782799388637809	0.0101596251459277	0.0122255299472692	0.00810206460435688	0.00764854436272873	0.0151856175773226	0.00671864082864579	0.00581442581191205	0.0373855444250133	0.00664468035313456
OM3_C_9C_2	0.0190392898170534	0.0129114676369598	0.013659192087721	0.00829699399560187	0.00863691160392595	0.0256450447745999	0.0219982431826113	0.0105418118493887	0.0120127717195854	0.0547918029956133	0.0185192760687618	0.0105815203912306	0.00806717089255299	0.00316699218725466	0.00993719256220639	0.0325123391456774	0.0288370567346461	0.016943041604523	0.0144630794620976	0.0197261482051643	0.0396177571720796	0.000494116222639442	0.0654730488581719	0.0125496672605313	0.000895270192383509	0	0.00643336253473391	0.0237432838978045	0.0103901017656802	0.00471168466082073	0.0090993185600801	0.0362918726998709	0.00538924447921415	0.00768758474037414	0.0130528384010422	0.0108625640455488	0.00619213292172883	0.00796080698672968	0.00671500389412464	0.00730300535256466	0.00738844286458511	0.00994508234193533	0.0128598485242919	0.0072693981620561	0.00762610741784304	0.0160768497573622	0.00653326461380916	0.00561768151651638	0.0382368558170357	0.00751105145188024
OM3_C_9C_3	0.0245261249853652	0.0174020679083228	0.0173503195470271	0.00692726620144203	0.00358256344868187	0.0301380561551481	0.0175595138156449	0.0103252626922519	0.0143674743166978	0.0498656475118138	0.0231398074968037	0.0113063475591074	0.00561235822099267	0.00895476889749469	0.0145515860031805	0.0371640911194858	0.0333043244702652	0.021830257546137	0.0174944738973547	0.015559747379004	0.0342266805626269	0.00665166352261171	0.0609323834833032	0.0144318180692178	0.00591234298603844	0.00643336253473391	0	0.0189629285382746	0.00905159727072183	0.00321013596074272	0.00360023373660961	0.0313586251556577	0.00684934791934844	0.00754510118852856	0.0170294891511401	0.0156954367742642	0.0103624344699361	0.00748088565993794	0.0119545703764318	0.00188765325990847	0.00814669806505255	0.0111456939446084	0.0065454782476118	0.0122326263487935	0.00473466556831331	0.013547060887888	0.011497361672653	0.0110187095469078	0.0344862637006927	0.00478727100181263
OM3_C_9D_1	0.0416680727198767	0.0358727172912003	0.0334191137172988	0.0212782927840476	0.0186204015035222	0.0478336726482216	0.00282972279159549	0.0217831170041421	0.0327946654325062	0.0313718713942336	0.0413219449089488	0.0243382065685225	0.0172092890062163	0.0256491210185073	0.0326580915807016	0.054873604200057	0.0498752567624967	0.0401643350240309	0.0355861309108578	0.00747027674225867	0.0177056808572448	0.0236470761879836	0.0434552683205989	0.0317882114475967	0.0228808128583185	0.0237432838978045	0.0189629285382746	0	0.0168788355402219	0.0219105680641407	0.0198142089723274	0.0132366546571323	0.0257932800854881	0.0257935813326913	0.0343822632731748	0.0315983252772854	0.0290107231635369	0.0258512768013088	0.0300639685272163	0.0192614247919001	0.0266825805205054	0.0272429192343471	0.0139900207796985	0.0305554738955054	0.0227034832173595	0.0101120638424101	0.0267045175992461	0.0263445520573462	0.0172536516845114	0.0164032968637957
OM3_C_9D_3	0.0252966573068662	0.0207497237596105	0.0169740109363316	0.00683125243490109	0.00817368622053221	0.0316295508268163	0.0144413692913607	0.00587993972323859	0.0187827443998214	0.0479732938613055	0.0255867422076926	0.00834268974499728	0.00346456216629563	0.0129625369200289	0.0172749620100079	0.0385623757291095	0.0332475560762139	0.0246684469237056	0.0206561664195815	0.010832390103079	0.0343291007293178	0.0102633120330422	0.059969282823444	0.0171250222863411	0.00963260584137848	0.0103901017656802	0.00905159727072183	0.0168788355402219	0	0.0112568137018738	0.0111685025405149	0.030076324519375	0.0133277124792509	0.0131297155770653	0.0183957673667305	0.0149803815071879	0.0149364368303375	0.0137803066831641	0.0151860625205892	0.00892652162153352	0.0137531236642851	0.0121226091440316	0.0105516108075458	0.0158206316890484	0.0135332361544847	0.00931528272727037	0.0104825295428071	0.0105458266172801	0.0323110113922817	0.00521559623718786
OM3_C_9E_2	0.0224267607443105	0.0149819389284094	0.0162766344859889	0.00822117450673399	0.00605296463573055	0.0280479552369716	0.0205600851262046	0.0116996403986915	0.0123453571276992	0.0526347747951517	0.020835190661543	0.0120549333954664	0.00797799545208189	0.00672090120394763	0.0124041881031574	0.0349885433669937	0.0316050023974585	0.0193560176622912	0.0155882636662165	0.0186711545631573	0.0368119406112682	0.00505769276156706	0.0633386189242999	0.013157652684499	0.00459319207937306	0.00471168466082073	0.00321013596074272	0.0219105680641407	0.0112568137018738	0	0.00507821901510622	0.0340900028565536	0.00435169915688941	0.00625753974457187	0.0153882423037776	0.014476296928318	0.00786414979056997	0.0059924687650809	0.00963648843234728	0.00419904799239091	0.00642045975496213	0.0107970155651076	0.00946473713293514	0.00982128906201439	0.00315340253558818	0.0160246439044284	0.0106714363824583	0.0100347983020588	0.036938948471124	0.00711431316601224
OM3_C_9E_3	0.0255663834559571	0.0177962916359837	0.0178472812822689	0.00740352176665657	0.00320551892705478	0.0302445584638458	0.0186387565463832	0.0112642496196381	0.0136985730269652	0.0502509733889282	0.0234263273264254	0.0119581064880625	0.00780389963357527	0.0116532579756095	0.0152559028728762	0.0372729870578662	0.0335468538685455	0.0223254475428889	0.0170392026294427	0.0165214689447679	0.0342780763622115	0.00943810217047748	0.0615937479898125	0.013700533192119	0.00880170009707305	0.0090993185600801	0.00360023373660961	0.0198142089723274	0.0111685025405149	0.00507821901510622	0	0.0319061868940652	0.00721737148989922	0.00668519606127242	0.0173595840185136	0.0170705505704975	0.0111948713869562	0.00639031325678812	0.0132340826573047	0.00248716654088373	0.00760665015764517	0.0109488127430909	0.00599327630836678	0.0132996558126388	0.00416979259444224	0.0159678909221513	0.0136936152970327	0.0134549895448973	0.0359122600928328	0.00779733407119352
OM3_C_9F_1	0.0546696139589855	0.048625627563708	0.0466102781396672	0.0343564337296241	0.0312761482177671	0.0608864997543972	0.0157329931505119	0.0349892313404233	0.0453882425414378	0.0185790288670918	0.0542182643047255	0.0375357581330493	0.0303273469116812	0.0378492703641262	0.0455259760076262	0.0679330860294816	0.0630703758113337	0.0529549660735101	0.0483933226454938	0.0201956491645088	0.00650247629776896	0.0361910665794511	0.0304141888774622	0.0446309839451297	0.0354523827064801	0.0362918726998709	0.0313586251556577	0.0132366546571323	0.030076324519375	0.0340900028565536	0.0319061868940652	0	0.0381650687023772	0.0383048302786576	0.0474491160727436	0.0447337146271159	0.0416064786902468	0.0382066519311872	0.0427927935616867	0.0317705452791834	0.0391913627596872	0.0402775657964253	0.0259806858724085	0.0432516495966304	0.0344699197661951	0.0223538897084527	0.0397224024184408	0.0392561821877085	0.00923980356036328	0.029259340992669
OM3_C_9F_3	0.0189397354174926	0.0109381339727253	0.0130449485955454	0.00841701553003189	0.00810013787518405	0.0239435988086234	0.0243007543446565	0.0117933331157275	0.00802899637805412	0.0566672425146965	0.0167660878997577	0.0111672062683049	0.0103755318205782	0.00708658500980988	0.00862859771863547	0.0308808418129446	0.0277150692271426	0.0154059393567099	0.0113230787930931	0.0218828909328996	0.0408267126803394	0.00588147805458187	0.0675811753925034	0.00929279628283557	0.00588926784882389	0.00538924447921415	0.00684934791934844	0.0257932800854881	0.0133277124792509	0.00435169915688941	0.00721737148989922	0.0381650687023772	0	0.00328757762906497	0.0116082577530672	0.0118913199464826	0.00414724109609955	0.0030857093088982	0.00647908704642035	0.00678542053550527	0.00269590924765644	0.00824910145006721	0.0128078588823896	0.00637020004839646	0.00487252919707399	0.0196797648774923	0.00960955147421893	0.00927698837119808	0.041172369208469	0.010426742730903
OM3_C_9G_1	0.0194190795054748	0.0113963532208388	0.0120908382195994	0.00700493137856602	0.00724512817097901	0.0235913623044516	0.0242442932480008	0.0105160298250487	0.00709617457225483	0.0566584677460089	0.0168523408084062	0.00964403503288342	0.0103032721501349	0.00997210491861165	0.00908634104796528	0.0306091913426455	0.0270691929791538	0.0159156208721602	0.0103648947597756	0.0213996498512064	0.0409034154293992	0.00816096619623146	0.0680892997261694	0.00733507013118603	0.00800137239524863	0.00768758474037414	0.00754510118852856	0.0257935813326913	0.0131297155770653	0.00625753974457187	0.00668519606127242	0.0383048302786576	0.00328757762906497	0	0.0110035169479797	0.0119847601127645	0.00579887422831357	0.00110353271940161	0.00798212854671407	0.00662340385438104	0.00122003381466157	0.00611601683934948	0.0124504041359742	0.00778867035709429	0.00601206225170752	0.0203141346058263	0.0104206494397933	0.0105053571423791	0.0418744878801086	0.0110960802096726
OM3_C_9G_2	0.00931618689991056	0.00512966955111848	0.00350848571253629	0.0133736503895739	0.0167268854435297	0.0134693060781033	0.0323025756500651	0.0138783769204686	0.00663374198736553	0.0656800848720487	0.00764168496245812	0.0114380831001593	0.0172373214905424	0.0138798004609807	0.00412123530213513	0.0205409053917406	0.0163026402418226	0.00765129274837911	0.00454630513346669	0.0286997397309878	0.0507623907758674	0.0132748826917445	0.0773658501046881	0.00559134100057814	0.0136861441057075	0.0130528384010422	0.0170294891511401	0.0343822632731748	0.0183957673667305	0.0153882423037776	0.0173595840185136	0.0474491160727436	0.0116082577530672	0.0110035169479797	0	0.00562301613406788	0.0083262991500385	0.0117486441008675	0.00725831530969831	0.0164288564185862	0.0102798963514179	0.00797847851672567	0.0225162110727465	0.00701712743407359	0.0163491770210529	0.0269911364169653	0.0098514741449895	0.0106711006071915	0.0500612543243097	0.0185726054262094
OM3_C_9H_2	0.0104137720134276	0.0087166438490028	0.00452564243104142	0.0118497600454868	0.0157011293394978	0.0171120813923411	0.0293150102066581	0.0112973610013739	0.0106824430103125	0.0628448878705018	0.0116165401135619	0.00930562326463712	0.0145743999717759	0.0116161846027629	0.00603707844675104	0.0238523320445959	0.0189033691734972	0.0110449283963398	0.00990916050265339	0.0257387634191901	0.0485914164142652	0.0108884252196514	0.0744019027105783	0.00937297146076611	0.0113155396266174	0.0108625640455488	0.0156954367742642	0.0315983252772854	0.0149803815071879	0.014476296928318	0.0170705505704975	0.0447337146271159	0.0118913199464826	0.0119847601127645	0.00562301613406788	0	0.00880139345022011	0.0128853327698913	0.00682558636148946	0.0154268241092574	0.0114133171816194	0.00838289880328458	0.0213014594379891	0.00728564286518637	0.0164245615969337	0.0232655862951944	0.00544502626229346	0.00646379922148192	0.0465459539270915	0.0158326811602069
OM3_H_3C_1	0.0148522607250219	0.00715047413861816	0.0102513590319912	0.0102157401108636	0.011467098485578	0.0202765177598815	0.0273026958471916	0.0126115760133127	0.00623907023431449	0.0601146274561371	0.0129947592157747	0.0113302189735387	0.0126172898139419	0.00681620975008095	0.00473349813091825	0.0271680984491743	0.0240850554955573	0.0115142689644553	0.00866746023200296	0.0246140410700791	0.0445496013789293	0.00655056431299963	0.0709955109399649	0.00788632694771208	0.0070033010094508	0.00619213292172883	0.0103624344699361	0.0290107231635369	0.0149364368303375	0.00786414979056997	0.0111948713869562	0.0416064786902468	0.00414724109609955	0.00579887422831357	0.0083262991500385	0.00880139345022011	0	0.00607438018856968	0.00257611942800423	0.0103693967487869	0.00469097612066479	0.00800424986297982	0.0165938006763595	0.00225457316250914	0.0089391969714164	0.0219374500031252	0.00789990987451981	0.00768647136247414	0.0441214760901916	0.0129047265884377
OM3_H_3C_2	0.0200022136031617	0.0117352956967963	0.0130302121031028	0.00782722968420538	0.00744243572998383	0.0240715769053869	0.0244046804875916	0.0114669712784678	0.0073349594926697	0.0565740435316255	0.0172537588954119	0.0107001580121414	0.0108048096126402	0.0100786359363728	0.00963476215719699	0.0310475892495063	0.0277294237904129	0.0162489709983678	0.0108020165188198	0.0217342401042478	0.040659404013293	0.00844746709333197	0.0678786319671644	0.00802499356591765	0.00828693003700805	0.00796080698672968	0.00748088565993794	0.0258512768013088	0.0137803066831641	0.0059924687650809	0.00639031325678812	0.0382066519311872	0.0030857093088982	0.00110353271940161	0.0117486441008675	0.0128853327698913	0.00607438018856968	0	0.00843521309015655	0.00665346131438403	0.0015669697823903	0.00719669013489156	0.0123102209038111	0.00818486276876351	0.00527687643110583	0.0205995008555789	0.0112467338697979	0.0112334741096325	0.0418471405983174	0.0113837020604446
OM3_H_3D_2	0.0128061831108912	0.00629573592430129	0.00903294292075589	0.0111119494539201	0.0130632250188382	0.0190124277173752	0.0282038291635841	0.0127727802613939	0.00737244115420435	0.0612691903523888	0.0118117410926362	0.0113386367560766	0.0133434986617484	0.00680589353637597	0.00345831740916616	0.0258492696309594	0.0225664785830595	0.0102533147001088	0.00875424620129463	0.0253920383869782	0.046014981066512	0.00692203807852983	0.0721354820699447	0.00855543378244629	0.00753239039983139	0.00671500389412464	0.0119545703764318	0.0300639685272163	0.0151860625205892	0.00963648843234728	0.0132340826573047	0.0427927935616867	0.00647908704642035	0.00798212854671407	0.00725831530969831	0.00682558636148946	0.00257611942800423	0.00843521309015655	0	0.0120656627179328	0.00697160430192307	0.00856628694534443	0.0182977484889366	0.000896058213196515	0.0111939599288635	0.0223441505651514	0.00650267373464529	0.00633215761262778	0.0448900817919631	0.013703860381785
OM3_H_3D_3	0.0243963144982584	0.0171668289700104	0.0166272919121521	0.00569849365497447	0.00190631606806753	0.0296178317698703	0.0178056117261746	0.00937707097439555	0.0136581514512218	0.0501895479683941	0.0227937052313984	0.0102709536109781	0.00549933919645406	0.0101025949784433	0.0143121705355859	0.036679186569205	0.0326714368060537	0.0216521300368577	0.0167517731510153	0.0154350002450912	0.0345818680281417	0.0075794491697483	0.0615736919513621	0.0133825072115063	0.0068650563390075	0.00730300535256466	0.00188765325990847	0.0192614247919001	0.00892652162153352	0.00419904799239091	0.00248716654088373	0.0317705452791834	0.00678542053550527	0.00662340385438104	0.0164288564185862	0.0154268241092574	0.0103693967487869	0.00665346131438403	0.0120656627179328	0	0.00744882306381197	0.00998035119912835	0.00627823488529062	0.0122852220250619	0.00498419160145587	0.0142889475976952	0.0116230425973353	0.0113617105428394	0.0352722857189475	0.00557862955088972
OM3_H_3E_1	0.0184598763972634	0.0103094489791567	0.0116425073234463	0.00780061383491081	0.00823408284080591	0.0227223193397153	0.025121421097497	0.0111296590457273	0.00625844747639281	0.057589086204959	0.0158585384057193	0.0101050559936497	0.0109767194860614	0.00938852658580138	0.00808483018613248	0.0297203099393963	0.0263442942356848	0.0148372006717686	0.00959161386164137	0.0223248759452199	0.0418092070375587	0.0078673239182823	0.0688924713400315	0.00697902573526349	0.00782799388637809	0.00738844286458511	0.00814669806505255	0.0266825805205054	0.0137531236642851	0.00642045975496213	0.00760665015764517	0.0391913627596872	0.00269590924765644	0.00122003381466157	0.0102798963514179	0.0114133171816194	0.00469097612066479	0.0015669697823903	0.00697160430192307	0.00744882306381197	0	0.00633968717614663	0.0134070463397207	0.00671094543662917	0.00632439243105377	0.0209196022730108	0.0100709528262061	0.0101079905238926	0.0425909065257809	0.0116421815935408
OM3_H_3E_2	0.0169863853721255	0.011098353213506	0.00739411949235098	0.00598544469697261	0.00965369238848602	0.0210950745115317	0.0252237838781039	0.0072165468014055	0.00794466756937716	0.0583406272277094	0.0153636724368767	0.0050929831354593	0.0107075283932081	0.0124203297814968	0.00828691859466685	0.0281516721642361	0.0233805656437291	0.0150573264326829	0.0091588994689014	0.0214679050187592	0.0435016448232044	0.0102444451118783	0.0704719871122167	0.00516048730102086	0.0101596251459277	0.00994508234193533	0.0111456939446084	0.0272429192343471	0.0121226091440316	0.0107970155651076	0.0109488127430909	0.0402775657964253	0.00824910145006721	0.00611601683934948	0.00797847851672567	0.00838289880328458	0.00800424986297982	0.00719669013489156	0.00856628694534443	0.00998035119912835	0.00633968717614663	0	0.0154322100716721	0.00862452383661626	0.0116487617095878	0.020996080971598	0.00842981874960807	0.00930674657459192	0.0436117642061021	0.0126129437541656
OM3_H_3E_3	0.0306134850347008	0.023404565641193	0.0224141362601349	0.010216068833895	0.00583330608727445	0.0357396012064639	0.0130759761988292	0.0129521502334842	0.0195349658267177	0.044289865570194	0.0290127323370306	0.0146580219084267	0.00804611891499281	0.0153170449516125	0.0205817301912041	0.042810168856113	0.0386323939210114	0.0279053505409395	0.0227021042536604	0.0116403897515819	0.028501730372424	0.0130149490831929	0.055852870801233	0.0190620821616206	0.0122255299472692	0.0128598485242919	0.0065454782476118	0.0139900207796985	0.0105516108075458	0.00946473713293514	0.00599327630836678	0.0259806858724085	0.0128078588823896	0.0124504041359742	0.0225162110727465	0.0213014594379891	0.0165938006763595	0.0123102209038111	0.0182977484889366	0.00627823488529062	0.0134070463397207	0.0154322100716721	0	0.0185357943102482	0.00933891933765012	0.0121814620509805	0.0171336160498078	0.0168374010364129	0.0303353515979862	0.00754242749106412
OM3_H_3F_2	0.0127048865207255	0.00564885093862348	0.00909280618192903	0.011457262274184	0.0132944280328321	0.0185927555991136	0.0287350873134132	0.0132651423557027	0.00662707771127084	0.0617413232792983	0.0113175445714298	0.0117558931770581	0.013873390248726	0.00735761701630559	0.00305037901846817	0.0254350046806657	0.0223183733889383	0.00975545977669955	0.00809928183769819	0.0259299703764094	0.0463756274522512	0.00751515989539996	0.072606765722268	0.00812451779187326	0.00810206460435688	0.0072693981620561	0.0122326263487935	0.0305554738955054	0.0158206316890484	0.00982128906201439	0.0132996558126388	0.0432516495966304	0.00637020004839646	0.00778867035709429	0.00701712743407359	0.00728564286518637	0.00225457316250914	0.00818486276876351	0.000896058213196515	0.0122852220250619	0.00671094543662917	0.00862452383661626	0.0185357943102482	0	0.0111396891318335	0.0230060766497267	0.00733220335494807	0.00720554113587096	0.0454709667426024	0.0142460336892262
OM3_H_3F_3	0.0237830196050409	0.0156214372317171	0.0175662499452871	0.00962179020711941	0.00663562250766181	0.0286036945714191	0.0216290802597552	0.0134942841376203	0.0120910295918723	0.0529283687542043	0.0214375475914831	0.0136861082211575	0.0101010722167273	0.00932891322613142	0.0134946088401044	0.0355007603528464	0.0324644400088092	0.0200492482898478	0.0156723657936914	0.019906003344322	0.036680551745602	0.00802581370694344	0.063619525082834	0.0132499684145002	0.00764854436272873	0.00762610741784304	0.00473466556831331	0.0227034832173595	0.0135332361544847	0.00315340253558818	0.00416979259444224	0.0344699197661951	0.00487252919707399	0.00601206225170752	0.0163491770210529	0.0164245615969337	0.0089391969714164	0.00527687643110583	0.0111939599288635	0.00498419160145587	0.00632439243105377	0.0116487617095878	0.00933891933765012	0.0111396891318335	0	0.018057141927985	0.0132687866104521	0.0127669888992094	0.037947931544624	0.00944431370868152
OM3_H_3G_1	0.0331209960515767	0.0284752762985619	0.0259093209290402	0.0152967396691744	0.014025520126923	0.040141402834635	0.00792138587129285	0.0151627066411763	0.0266816064965021	0.040196825522064	0.0336842597763298	0.0176466408689881	0.0104122392710505	0.0176417113284116	0.0251170290125844	0.0470184859396789	0.0419971646261721	0.0324043102066373	0.029041038758937	0.00751574255316334	0.0271807535982742	0.0158334119402838	0.0514168113868829	0.025726871932208	0.0151856175773226	0.0160768497573622	0.013547060887888	0.0101120638424101	0.00931528272727037	0.0160246439044284	0.0159678909221513	0.0223538897084527	0.0196797648774923	0.0203141346058263	0.0269911364169653	0.0232655862951944	0.0219374500031252	0.0205995008555789	0.0223441505651514	0.0142889475976952	0.0209196022730108	0.020996080971598	0.0121814620509805	0.0230060766497267	0.018057141927985	0	0.0180812889137845	0.017604364507577	0.0233292367138087	0.00929761960661112
OM3_H_3G_2	0.0150886861257679	0.0116601176019724	0.00913422959343643	0.00883254158101228	0.0120630390317226	0.0222414731646988	0.0244701350508237	0.00861536950754969	0.0123001847182306	0.0579038794541993	0.0160313245032853	0.00778935247886142	0.00999590093221898	0.0076948162934203	0.00828670089571403	0.0290131958562114	0.0243270910726977	0.0149176565181435	0.013123776084158	0.0212714815673814	0.043670442612599	0.00640625881283663	0.0691758787725397	0.0114227114832943	0.00671864082864579	0.00653326461380916	0.011497361672653	0.0267045175992461	0.0104825295428071	0.0106714363824583	0.0136936152970327	0.0397224024184408	0.00960955147421893	0.0104206494397933	0.0098514741449895	0.00544502626229346	0.00789990987451981	0.0112467338697979	0.00650267373464529	0.0116230425973353	0.0100709528262061	0.00842981874960807	0.0171336160498078	0.00733220335494807	0.0132687866104521	0.0180812889137845	0	0.00138952713713557	0.0412726145042433	0.0108376663747884
OM3_H_3H_1	0.0155658903763558	0.0119117593940131	0.0102839084357213	0.00924565282451135	0.0119887423050687	0.0229143644479486	0.0241737130833435	0.00937845937451804	0.0126615690960225	0.0574929060537636	0.0164952216386742	0.00880811105961122	0.00986885206394512	0.00647098272443217	0.00861161859222883	0.0296514893176011	0.0252083050600218	0.0152039282507494	0.0137233964535656	0.0212053622752565	0.0431725587323284	0.00542420360363155	0.0685493819827619	0.0121673169603031	0.00581442581191205	0.00561768151651638	0.0110187095469078	0.0263445520573462	0.0105458266172801	0.0100347983020588	0.0134549895448973	0.0392561821877085	0.00927698837119808	0.0105053571423791	0.0106711006071915	0.00646379922148192	0.00768647136247414	0.0112334741096325	0.00633215761262778	0.0113617105428394	0.0101079905238926	0.00930674657459192	0.0168374010364129	0.00720554113587096	0.0127669888992094	0.017604364507577	0.00138952713713557	0	0.0406548692182734	0.0103561578402234
OM3_H_3H_2	0.0561700916583068	0.051064929372017	0.0491357572214353	0.0376589296628148	0.0350352036418984	0.0632824838484451	0.0190280711352561	0.0378699860336477	0.0487689685547247	0.0196000817765427	0.0565635039209458	0.0404659660316132	0.0330158926505625	0.0392540704519532	0.0478893532759837	0.0701750079951002	0.0652951735628491	0.0551087016157948	0.0516015794784584	0.0235867307167357	0.0139192116356145	0.0380254908348234	0.0285837278064777	0.0481568844500761	0.0373855444250133	0.0382368558170357	0.0344862637006927	0.0172536516845114	0.0323110113922817	0.036938948471124	0.0359122600928328	0.00923980356036328	0.041172369208469	0.0418744878801086	0.0500612543243097	0.0465459539270915	0.0441214760901916	0.0418471405983174	0.0448900817919631	0.0352722857189475	0.0425909065257809	0.0436117642061021	0.0303353515979862	0.0454709667426024	0.037947931544624	0.0233292367138087	0.0412726145042433	0.0406548692182734	0	0.0316079948757211
