	OM3_B_B_3	OM3_C_7A_1	OM3_C_7A_2	OM3_C_7A_3	OM3_C_7B_1	OM3_C_7B_2	OM3_C_7B_3	OM3_C_7C_1	OM3_C_7C_2	OM3_C_7C_3	OM3_C_7G_1	OM3_C_7G_2	OM3_C_7G_3	OM3_C_7H_1	OM3_C_7H_2	OM3_C_7H_3	OM3_C_8A_1	OM3_C_8A_2	OM3_C_8A_3	OM3_C_8B_1	OM3_C_8C_1	OM3_C_8C_2	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8E_2	OM3_C_8E_3	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9A_2	OM3_C_9A_3	OM3_C_9C_1	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9D_1	OM3_C_9D_2	OM3_C_9D_3	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9E_3	OM3_C_9F_1	OM3_C_9G_1	OM3_C_9G_2	OM3_C_9H_1	OM3_C_9H_2	OM3_C_9H_3	OM3_H_3C_1	OM3_H_3C_2	OM3_H_3C_3	OM3_H_3D_2	OM3_H_3D_3	OM3_H_3E_1	OM3_H_3E_2	OM3_H_3E_3	OM3_H_3F_1	OM3_H_3F_2	OM3_H_3F_3	OM3_H_3G_1	OM3_H_3G_2	OM3_H_3G_3	OM3_H_3H_1	OM3_H_3H_2	OM3_H_3H_3
OM3_C_8C_3	0.00870853948774197	0.0180118958574661	0.0405889813800421	0.0302875902760096	0.00698401236787217	0.00527880913918588	0.00703149890017987	0.0200220556062361	0.0165774772684274	0.0304762912378581	0.029226872849154	0.0499247302841167	0.0348136935220186	0.0371241167427417	0.0170759377629898	0.0208241879988782	0.0584814450483213	0.0342049141306092	0.0335317328657669	0.0133772415506804	0.00395773089298871	0.0123326041233373	0	0.0174783208769742	0.0207503387049875	0.0296109629312019	0.0146335222736928	0.0361944931830145	0.0491852763944691	0.0703942718736958	0.0310418919998986	0.0346651433296156	0.0211939397781204	0.0380707833175334	0.014103726461353	0.0200820937624496	0.0330586182386086	0.029608007783451	0.0171924593139436	0.0341522276361011	0.0309039706782415	0.0218974764237227	0.0155258236854054	0.0165546586719589	0.0206969190586717	0.0438135677479029	0.0149724145805066	0.0150870390696151	0.0371144541421824	0.015274299906308	0.0349617071825539	0.032569733285434	0.00848285919740427	0.0505474613968229	0.0190458628000568	0.0219335143357603	0.0396239120102442	0.0248184599525632	0.0156358339862874	0.0396618747501878	0.0121612613333931	0.0102087335308956	0.00670888474411616
OM3_C_8E_1	0.0258211427220943	0.00689646810873068	0.0259001457929302	0.0162059189309991	0.0194288914509987	0.0208299297708782	0.0156813153962274	0.0141520035809458	0.00248603996474964	0.0187017286832101	0.0185060161208039	0.0371489401060315	0.0239277209022779	0.0239858199582105	0.0131653771827201	0.0069482673058528	0.0455205381622912	0.0230660853489929	0.0191766279891666	0.0228538395579778	0.0153257070392803	0.0181068996935473	0.0174783208769742	0	0.00912486256342169	0.0184413289947031	0.00628491950162183	0.0268255250215612	0.0379258866316747	0.058872914498252	0.019565957561428	0.0248896534545025	0.00558295380100373	0.0242337447232017	0.00352168743871692	0.00942801566155391	0.0247073520851758	0.0199381867303778	0.00575743232267949	0.0227606553493662	0.0166044470929719	0.0076437418732104	0.00504788842388516	0.00574533539963226	0.0120882980308238	0.0310279807664135	0.0095213729608651	0.0058510345694478	0.0236923122367733	0.00383424895481454	0.0212757088209541	0.0214676878463956	0.0105515607402485	0.0387489317534537	0.00494485396228569	0.00732539485335624	0.0264744200256917	0.013486436237718	0.00286662628607598	0.0273545694506036	0.00909923672089217	0.0125906141587688	0.0138783001232667
OM3_C_8E_2	0.0277074553373931	0.00320950783485245	0.0200006770471043	0.00961071102080021	0.0250049566129781	0.0254118637583728	0.0218215584341822	0.0071857542804141	0.00718332632855217	0.0103860916122805	0.00972715508391357	0.0297012491222709	0.0154307335409437	0.0167461841950726	0.00755795229786406	0.00486094701041435	0.0383235517053586	0.0147843165462828	0.0128031499563226	0.0297936682915871	0.0184483545752701	0.0256269231075901	0.0207503387049875	0.00912486256342169	0	0.00996721607293136	0.00648603243999424	0.0180084925876527	0.0298002082039324	0.0511727817445026	0.0117380461028973	0.0162674449633887	0.00509453571683545	0.0173841609059495	0.010919386273239	0.00123712877788258	0.0156619498942599	0.0109959116120316	0.0042182873139791	0.0144979811759377	0.010197379258796	0.00307656065226663	0.00769704068887771	0.00679702406251241	0.00413496070323334	0.0235258374346278	0.00740142674372155	0.00632951175490165	0.016502091556829	0.00727072541314935	0.014595958797711	0.0129163702745351	0.0167709040266116	0.0308395600743941	0.00419913982114699	0.00655092249027642	0.0195110588579774	0.00686393862567284	0.00967248570015119	0.0197213256622138	0.0112072165079712	0.0185627127190229	0.0190268998016883
OM3_C_8E_3	0.0354233858116596	0.0131512512059149	0.0126293330740366	0.00562442919572507	0.0342966072710587	0.0345307317805424	0.0313573180878897	0.0104726640292274	0.0168148338481699	0.00171798088894329	0.00190386632315632	0.0206647255375159	0.0056313203616664	0.0079169114146409	0.0130964297383305	0.0121987190733372	0.0288952417586413	0.00482690790782415	0.00713891438998764	0.0392971607690284	0.0270720244913496	0.035347987848611	0.0296109629312019	0.0184413289947031	0.00996721607293136	0	0.0159862239861913	0.00850300346677612	0.0200271287483462	0.0413118847053026	0.00309899543463016	0.0065795381555136	0.0131122671015003	0.00984984397682754	0.0206893194270355	0.010094938523476	0.00728911564691386	0.00286351118722647	0.014022486358199	0.00461145356344463	0.00622620592278003	0.0111041351464252	0.0167226208219756	0.0154802400161301	0.0089567721433712	0.0143551593126064	0.0151914414686159	0.0158066354007188	0.00856744400328021	0.0169666763324468	0.00693952547501579	0.00388809124693791	0.0263426318625789	0.0212110842526744	0.0136675227115701	0.0128318175736507	0.0105607196381752	0.00708221584597803	0.0189542852141968	0.0101183846290632	0.019536639821223	0.027442765511218	0.0287634342910435
OM3_C_8F_2	0.022064748248276	0.0039766246835606	0.0260539966486551	0.0157694804250961	0.0185446385044009	0.0190865629952226	0.0154199213241397	0.00885926815989201	0.00388505109464934	0.0166612965639167	0.0158438008899713	0.0361347665569838	0.0215204077550312	0.0229476444540943	0.00716601152066243	0.00651011047633175	0.0445996260420577	0.0207533636945712	0.0190316465708812	0.0234262619721178	0.012194518175661	0.0195054697229135	0.0146335222736928	0.00628491950162183	0.00648603243999424	0.0159862239861913	0	0.0237265998320736	0.0359868388945607	0.0572250865471805	0.0173662348750825	0.0219117155961884	0.0069802494069927	0.0237930927990363	0.00595341349783466	0.00598126032610172	0.0211072479434226	0.0167446751965009	0.00267063619173554	0.0205899522378141	0.0163801524691723	0.00745724592026091	0.00305315598510701	0.00332329284728096	0.00766769403087449	0.0299006245671745	0.00379091298572875	0.000705747965485506	0.0229293996826714	0.00248621160917327	0.0205954200934319	0.0191613723171562	0.0104352845528387	0.0371216595783474	0.00478389692360476	0.00799627021105675	0.0254982681780432	0.0110900574639005	0.00523886977059231	0.0258323110778942	0.00546592261004111	0.012351684614307	0.0131460435802513
OM3_C_8F_3	0.0408769085743836	0.0210520602471632	0.0138544147980471	0.0129322114495559	0.0414858539338292	0.0413249708162627	0.0388548403539728	0.0165429293521024	0.0250597311474303	0.0086267483295882	0.00847279332157866	0.0158316503146553	0.00390527230161976	0.0087987992955644	0.0192098190368613	0.0205752028732585	0.0234378137696242	0.00495510815015638	0.0123960158216577	0.0468756345139178	0.0338044076240265	0.043208711646263	0.0361944931830145	0.0268255250215612	0.0180084925876527	0.00850300346677612	0.0237265998320736	0	0.0132530836586499	0.0344389403907612	0.0085910847865135	0.00264582233867858	0.0215892145877052	0.0111059686095275	0.028854450616307	0.0179763778734808	0.00356602355751976	0.00704836433602386	0.0220447623939776	0.00531934669147062	0.0131546307798074	0.0194578717972662	0.0247495097298303	0.0235033295321172	0.0161869379986338	0.0106508835252803	0.0223783280946375	0.0236510361171781	0.00984260879542967	0.0250440153604058	0.010669232085721	0.00623691586686379	0.0340654159474968	0.0149471373741875	0.0219656253940676	0.0212091765655775	0.00992638089390215	0.0148046761338191	0.0272073042576427	0.00746308860295812	0.0269171982684865	0.035072784451035	0.0360783574024262
OM3_C_9A_1	0.0541100205519616	0.032930211152712	0.0154549674754559	0.0219621756405697	0.0542174143455224	0.0542543338215846	0.0513539380928218	0.0295230579128441	0.036587954307962	0.0194326160356369	0.0202442178182774	0.00628521688679	0.0144963675345069	0.014401300744251	0.0322617338561684	0.0317864392289959	0.0107629885899963	0.0153830762660664	0.0195619665606919	0.0592968841137449	0.0467520514096186	0.0553128252766702	0.0491852763944691	0.0379258866316747	0.0298002082039324	0.0200271287483462	0.0359868388945607	0.0132530836586499	0	0.0218121790983276	0.019313934459087	0.0148032670635081	0.0323960833049457	0.0150576567873845	0.0404909645105844	0.0300481588737974	0.0166007725237141	0.0195994817909683	0.0339509403914308	0.0154530386674729	0.0217396307516179	0.0304317150620289	0.0366725218561464	0.0354068025789495	0.028770081568656	0.00795218271362755	0.0350218807794807	0.0358190780829706	0.0149698520712493	0.0368980259182258	0.017511518695715	0.0169991491998567	0.0463555755086698	0.00225546898424047	0.033338636775997	0.0319843217996754	0.0130139644643021	0.0262862808053016	0.0387422108897528	0.0110426467690972	0.0393935159007165	0.0473216333722236	0.0485126495281298
OM3_C_9A_2	0.0748718840963492	0.054352709816901	0.0341065014605471	0.0428034096418449	0.07524715019924	0.0754135827868532	0.0724517900262459	0.0504599191018266	0.0576909428263811	0.0408383285157066	0.0417850061700567	0.0235904372866555	0.0359791785357832	0.0349445869345934	0.0533606902734889	0.0525426115032797	0.0146811284640736	0.0365193212008818	0.040159560990302	0.0801981758530432	0.0677216715402365	0.0763199002346275	0.0703942718736958	0.058872914498252	0.0511727817445026	0.0413118847053026	0.0572250865471805	0.0344389403907612	0.0218121790983276	0	0.0399976109947328	0.035781303922301	0.0532995748209332	0.0355872270966491	0.0616051104461804	0.0513870111946275	0.0378228891868552	0.0410494933263896	0.0552162944309609	0.0367241160198675	0.0425509721401501	0.0516303517396515	0.0575787148896289	0.056265067433552	0.0499781204494299	0.0284468196221181	0.0559922702097753	0.0569993219460589	0.0358599158038359	0.0580459205108986	0.0376993403814412	0.0386382149494722	0.0674197093524149	0.0209610950219155	0.0545098078442325	0.0524436049470523	0.0325373190824123	0.0468316944405337	0.0596071057736817	0.0315895193067586	0.0601465126797734	0.0678953859005909	0.0700090494690938
OM3_C_9A_3	0.0367630322524645	0.0149203795999184	0.011490206708718	0.006326047179692	0.0354271103969608	0.0358547143567833	0.0325217647354361	0.0116196428106892	0.0180591243861358	0.00404826477639878	0.00495566483180938	0.0202723052579885	0.00590142898336931	0.00693995447464056	0.0145315041907594	0.0128926650759572	0.0277671867275196	0.00421822363417499	0.00742225211385972	0.040286645682191	0.0282205894058957	0.0364351691922982	0.0310418919998986	0.019565957561428	0.0117380461028973	0.00309899543463016	0.0173662348750825	0.0085910847865135	0.019313934459087	0.0399976109947328	0	0.00612792805972459	0.0141645320496715	0.00998536567428917	0.0219360089401919	0.0117722031378898	0.00834875214962591	0.00511388501991761	0.0154843579714916	0.00442925647259106	0.00698213400168379	0.0126383254190769	0.0176378602963022	0.0163191172796824	0.0104490058584246	0.0138203110931734	0.0162375902740646	0.0170993455157267	0.00879592660819725	0.0182276868711789	0.00561991070492624	0.00563776920306853	0.0274653047445358	0.0205251574585882	0.0150520380944052	0.0131610612197334	0.00882326754112866	0.0069771301706287	0.0198818372853639	0.00886172347293443	0.0203147383670643	0.0280974796243933	0.0304187520497285
OM3_C_9C_1	0.0395485675445314	0.0193775012272522	0.0128924950782651	0.0111392698514754	0.0397181248517072	0.0397219504341866	0.0370487795947916	0.0147859481758563	0.0231591259737996	0.00700442951477114	0.00703423329189615	0.0170772680533494	0.00309940428199851	0.00764529429373948	0.0176204120712782	0.0184310107986621	0.0244962039635219	0.00304396522375581	0.010957205325428	0.0449909410510494	0.0320971721872274	0.041328936912858	0.0346651433296156	0.0248896534545025	0.0162674449633887	0.0065795381555136	0.0219117155961884	0.00264582233867858	0.0148032670635081	0.035781303922301	0.00612792805972459	0	0.0196083256968591	0.0106153664171226	0.0269807655525006	0.0162016441731741	0.0040375337199018	0.00564760002864554	0.0202246473042396	0.00373218170408753	0.0114841394539916	0.0176599383710986	0.0227139357553515	0.0214313591098357	0.014376322571429	0.0113016967891137	0.0204795494805596	0.0217849337503925	0.00929038430817358	0.0231557490030595	0.0088880061757926	0.00536808209038737	0.0321931587522475	0.0164035759179077	0.0201060355840031	0.0189642481474658	0.0088489963269767	0.0124429287520578	0.0251768798727874	0.0069783235753547	0.0249086830141297	0.0330047248648868	0.0345436080588829
OM3_C_9C_2	0.0289486512825666	0.00504723559609287	0.0204914107089128	0.0106638908637349	0.0241187565224569	0.0252000610056635	0.0205748284001547	0.0111866594341204	0.00486392753759817	0.0133019421076309	0.013331792810569	0.0316890171337438	0.0185262957372181	0.0184087344095546	0.0113700620102513	0.00282434825991175	0.0399849500443171	0.0176172771273534	0.0137123227915109	0.0280374326339256	0.0187165457236766	0.0235005314526158	0.0211939397781204	0.00558295380100373	0.00509453571683545	0.0131122671015003	0.0069802494069927	0.0215892145877052	0.0323960833049457	0.0532995748209332	0.0141645320496715	0.0196083256968591	0	0.0188103194840984	0.00858241255232032	0.0057584124728886	0.0197586695357259	0.0148937907328535	0.0046356986952226	0.0172940251734506	0.0111123596051198	0.00281847972032088	0.00632581309547277	0.00571295731891774	0.00845386876643893	0.02550361810046	0.00904850256394938	0.00644439813602031	0.0182261606017314	0.00593997791519095	0.0157124903832027	0.016151448075241	0.0153166786599981	0.0332138865563705	0.0025007253452677	0.00345406375554464	0.0209115227868632	0.00866647039807417	0.0068528450407307	0.0217791222771053	0.0109861744424955	0.0168419633969676	0.0184863520678854
OM3_C_9C_3	0.0445443999298748	0.0203179964774049	0.00523953451299137	0.0083311640916178	0.042290667599629	0.0427866880294551	0.0389692821961665	0.0201165985754258	0.0233647953056619	0.0083936601903832	0.0101356627406378	0.0129949456899784	0.00777820457862436	0.00420909064904704	0.0224828621843948	0.0189547187644376	0.0216857125560965	0.00806449858914434	0.00522695294187069	0.0467120107580628	0.0357135223521408	0.0422206147713371	0.0380707833175334	0.0242337447232017	0.0173841609059495	0.00984984397682754	0.0237930927990363	0.0111059686095275	0.0150576567873845	0.0355872270966491	0.00998536567428917	0.0106153664171226	0.0188103194840984	0	0.0271832004213442	0.0180479072873293	0.0125479504284694	0.0112171713626752	0.0213331426050307	0.0073180005399376	0.00773942067723206	0.0170007274278012	0.0241953670370453	0.0230697469958028	0.0180388424875928	0.00727381872872573	0.0239624501700704	0.0235223629388527	0.00141657691868703	0.0240607016379347	0.0057622856070584	0.00769611367027097	0.0337838719592668	0.0152495261516486	0.0201150699904677	0.0190053701109278	0.00657541213610385	0.0153442400646905	0.0255973777432944	0.00668987922062444	0.0279148129126976	0.0351696638131019	0.0360564634786074
OM3_C_9D_1	0.0225786619059377	0.0080817288315408	0.0290694421183839	0.0191172016387925	0.0160029868452524	0.0173309272781618	0.0122684911946511	0.0147387366200669	0.00392255514992952	0.0210967016676943	0.0206249209958616	0.0399851603357936	0.0262394468311962	0.026814218272191	0.0130710576097845	0.00937427194283158	0.0484601964974501	0.0254302072720176	0.0221943192251079	0.0196797264327646	0.0121732699734635	0.0150537763095287	0.014103726461353	0.00352168743871692	0.010919386273239	0.0206893194270355	0.00595341349783466	0.028854450616307	0.0404909645105844	0.0616051104461804	0.0219360089401919	0.0269807655525006	0.00858241255232032	0.0271832004213442	0	0.0109306064652958	0.0264478960091319	0.0218529413869162	0.00685106658237444	0.0251723003322463	0.0195694640578238	0.0102340836529742	0.00523936432556454	0.00648149789929424	0.0132519529826875	0.0338378905010589	0.00917339974604406	0.00579912670407262	0.0265500230010918	0.00392927276331976	0.0241948261099544	0.0237588045813679	0.00717280684740535	0.0414227367258186	0.00717709628259438	0.0100249068794403	0.0293419923989049	0.0155746793067307	0.00293692204489365	0.0300487192114057	0.00753500822246002	0.00984789852374813	0.0104516250766436
OM3_C_9D_2	0.0268463238210982	0.00333422388110429	0.0206143535612594	0.0102971627294642	0.0244685393470332	0.0248151184380349	0.0213951414004649	0.00603734393454447	0.00729665300179032	0.0107020961690562	0.00989637050598872	0.0301965500040226	0.0155968899410792	0.0171690098566287	0.00637337389088853	0.00497972865942504	0.0387289975410802	0.0149060020093629	0.0135238574368228	0.029399706878097	0.0176873370028225	0.0253855089530803	0.0200820937624496	0.00942801566155391	0.00123712877788258	0.010094938523476	0.00598126032610172	0.0179763778734808	0.0300481588737974	0.0513870111946275	0.0117722031378898	0.0162016441731741	0.0057584124728886	0.0180479072873293	0.0109306064652958	0	0.0155243855585609	0.0109532185425369	0.0040829478716557	0.0146891630982656	0.0109476266044258	0.004154635015367	0.00731030423584592	0.00635038853085995	0.00310825911914085	0.0239790133930534	0.00637535762678402	0.00586525897444279	0.0171049609084653	0.00712371695332728	0.0150466098578525	0.0131896942233078	0.0163948777354334	0.0311643079557481	0.0046515589854271	0.0067440370061073	0.0198536711501518	0.00656223717611376	0.00961065204022384	0.0200041589738546	0.0104290472686302	0.0180400908342882	0.0187357361601961
OM3_C_9D_3	0.0376023979534151	0.0185315581824772	0.0159066156926881	0.0124524553011395	0.0385706127490929	0.0382412071509866	0.0360357051277296	0.0137625008014162	0.0227743211752653	0.00771093689135788	0.00672166827516813	0.0188684857655834	0.00506313394088738	0.0106030982320491	0.0162127054222362	0.0187308587452458	0.0268755989491909	0.00597451538711367	0.0127187635053977	0.0441147118158346	0.0308255174202568	0.0405430086389227	0.0330586182386086	0.0247073520851758	0.0156619498942599	0.00728911564691386	0.0211072479434226	0.00356602355751976	0.0166007725237141	0.0378228891868552	0.00834875214962591	0.0040375337199018	0.0197586695357259	0.0125479504284694	0.0264478960091319	0.0155243855585609	0	0.00488541654022591	0.0195999376499266	0.00619506850595394	0.0127946277990305	0.017488585483336	0.022424908001543	0.0212391075795971	0.0135857474113125	0.0136079436089046	0.0197179151780428	0.0211087716247085	0.0111674603882978	0.0226194414665473	0.0117357468304561	0.00569460203396112	0.0313841858970153	0.0182622217453364	0.0197814462249727	0.019623333723076	0.0124285884489288	0.0132886216032087	0.0249875238306542	0.0103236512014731	0.0243603574097379	0.0325736122676352	0.033090202481629
OM3_C_9E_1	0.0349285622243603	0.0140093162099527	0.0145156602607744	0.00825856382135752	0.0347322899215414	0.0346781040351632	0.0319738229637714	0.0102734340037471	0.0180932155614171	0.00369245576705274	0.00214873106403679	0.0207737739904166	0.00529603511901224	0.0094092297660892	0.012800202588398	0.0139334737733786	0.0291267975410903	0.00520322733876366	0.00947343500562164	0.0400236792030814	0.027245022697127	0.0362432992274462	0.029608007783451	0.0199381867303778	0.0109959116120316	0.00286351118722647	0.0167446751965009	0.00704836433602386	0.0195994817909683	0.0410494933263896	0.00511388501991761	0.00564760002864554	0.0148937907328535	0.0112171713626752	0.0218529413869162	0.0109532185425369	0.00488541654022591	0	0.0150280182276048	0.00512610251744883	0.00876159174092073	0.012671077960693	0.0178871829887855	0.0166897679566594	0.00934367686191718	0.0147635339498053	0.0156884811594736	0.0166781093140519	0.00983386817969991	0.0180524186904234	0.00922797846132193	0.00373832398705887	0.0271360459361709	0.0209692773170745	0.015031558042215	0.0148227323161844	0.0119404844134825	0.00884218966856347	0.0203181348427282	0.0108174986959974	0.0202648120310307	0.0283708231984724	0.0291417662862655
OM3_C_9E_2	0.024665695518396	0.00183733637367934	0.0236181043860258	0.0133055363717314	0.0209720493783631	0.0215943685179923	0.0176902388862469	0.00865457480465233	0.00338748512481156	0.0145325940708529	0.0138898306082863	0.0338269082267476	0.0195642445885754	0.0206834477773973	0.00772990179055472	0.0046083900368737	0.0423545616791732	0.0188158439604186	0.0165301310754019	0.0256074966250151	0.0148492910724281	0.0214235093454687	0.0171924593139436	0.00575743232267949	0.0042182873139791	0.014022486358199	0.00267063619173554	0.0220447623939776	0.0339509403914308	0.0552162944309609	0.0154843579714916	0.0202246473042396	0.0046356986952226	0.0213331426050307	0.00685106658237444	0.0040829478716557	0.0195999376499266	0.0150280182276048	0	0.0185806585471214	0.0138708150767085	0.0047892781845218	0.00395896351991082	0.00360267632558416	0.0065770177180764	0.02762303339565	0.00528171860233764	0.00239734262832863	0.0205250252529816	0.00308797499046391	0.0183056089345895	0.0171150483577	0.0125852770030385	0.0349929148107655	0.00232600793235887	0.00626801103081951	0.0233122709588245	0.00950137573255983	0.0057820642497202	0.0237145413936154	0.00776216594463911	0.0145216323918126	0.0151885925280427
OM3_C_9E_3	0.039735060509993	0.0176814778117482	0.00996815943492027	0.00781183664864107	0.0388872624038594	0.0391029699235423	0.0359571355775293	0.014697072967455	0.0212718257073968	0.00427522617151124	0.00527990846024745	0.0163278628414963	0.00170625283851737	0.004623286538785	0.0174363260214532	0.0164854030078837	0.0243641636861747	0.000926885502341253	0.00725223617308239	0.0438730584161815	0.0316047317512287	0.0399043803127672	0.0341522276361011	0.0227606553493662	0.0144979811759377	0.00461145356344463	0.0205899522378141	0.00531934669147062	0.0154530386674729	0.0367241160198675	0.00442925647259106	0.00373218170408753	0.0172940251734506	0.0073180005399376	0.0251723003322463	0.0146891630982656	0.00619506850595394	0.00512610251744883	0.0185806585471214	0	0.00801902237445716	0.0153451885517354	0.0212341373463883	0.0199727290858946	0.0135045306685826	0.0100344800396501	0.0197233745389518	0.020398369320177	0.00595238924244816	0.0215047214690801	0.00560306565214174	0.00300623142557068	0.030927360225747	0.016639402272235	0.0180795738510608	0.0168823787356562	0.00693572191663337	0.0110868721692663	0.0233866227710994	0.00573687547125293	0.0240426286381957	0.0319311985041667	0.0333441060796293
OM3_C_9F_1	0.0377774459268687	0.0130602325890743	0.00994072576966127	0.000923937131357476	0.0347603707442359	0.0354476540747668	0.0313889758712339	0.0141193835698034	0.0157309404277042	0.00516519007348964	0.0068158215634835	0.0206169729935757	0.0093372303343963	0.00771183810104085	0.0161988151722122	0.0112636577149139	0.0289800888600103	0.00864107582644858	0.00266355202063533	0.0390495838512585	0.0284297761724835	0.0345796162584975	0.0309039706782415	0.0166044470929719	0.010197379258796	0.00622620592278003	0.0163801524691723	0.0131546307798074	0.0217396307516179	0.0425509721401501	0.00698213400168379	0.0114841394539916	0.0111123596051198	0.00773942067723206	0.0195694640578238	0.0109476266044258	0.0127946277990305	0.00876159174092073	0.0138708150767085	0.00801902237445716	0	0.00948136042391053	0.0165511573827884	0.0154530071624498	0.0115272110200211	0.0144819168867416	0.0168195173922707	0.0160437132442154	0.00718813975215999	0.0164622929038106	0.00550095132068006	0.00742675354340064	0.0261639114372854	0.022342125770247	0.0125299853269283	0.0113382020942646	0.0105716158498032	0.008795455667441	0.0178794752070631	0.0113537759654089	0.0204642636396743	0.0274914290610817	0.0287801542757313
OM3_C_9G_1	0.0293853017400867	0.00415704527008974	0.0192826275256862	0.00905207833012894	0.0254919225533424	0.0262274110706524	0.0220424928236022	0.0100634497756489	0.0064216955491652	0.0111806677370913	0.0110416052923808	0.0297590013391418	0.0164372456370328	0.0167851676317082	0.010427430945615	0.00415876739274805	0.0383508170529671	0.0157317617472073	0.0121223774712025	0.0297718140129687	0.0196297956726202	0.0252796008227467	0.0218974764237227	0.0076437418732104	0.00307656065226663	0.0111041351464252	0.00745724592026091	0.0194578717972662	0.0304317150620289	0.0516303517396515	0.0126383254190769	0.0176599383710986	0.00281847972032088	0.0170007274278012	0.0102340836529742	0.004154635015367	0.017488585483336	0.012671077960693	0.0047892781845218	0.0153451885517354	0.00948136042391053	0	0.00786759961049151	0.00712930866950292	0.00700547433772451	0.0236429880853517	0.0092825905245239	0.00711732905996229	0.0163328267128038	0.00718237758286702	0.0143713561490796	0.0138807718293333	0.0168625152644271	0.0312774427924076	0.00315303165938867	0.00534632380863201	0.0195355521183962	0.00795565128333939	0.00893937349748625	0.0201017437054858	0.0121999872967871	0.0187231683149879	0.0193514338484204
OM3_C_9G_2	0.0231145991927489	0.00578614900472612	0.0258739428042483	0.0159216544200545	0.0184212143582548	0.0194999620150206	0.0151637827462808	0.0101983906887109	0.00326687366181037	0.017423886776813	0.0169041105252083	0.0367362784021325	0.022350210880097	0.0231707096323507	0.00910394323433486	0.00550914399216733	0.0448709439086901	0.021360464203476	0.0191879043304303	0.0227918059570883	0.0126522687941138	0.0188072227131233	0.0155258236854054	0.00504788842388516	0.00769704068887771	0.0167226208219756	0.00305315598510701	0.0247495097298303	0.0366725218561464	0.0575787148896289	0.0176378602963022	0.0227139357553515	0.00632581309547277	0.0241953670370453	0.00523936432556454	0.00731030423584592	0.022424908001543	0.0178871829887855	0.00395896351991082	0.0212341373463883	0.0165511573827884	0.00786759961049151	0	0.00136261980360248	0.00897360684110331	0.030398113670139	0.00482556554696738	0.00245064461954191	0.0234124120782016	0.00233356911715817	0.0205439172507199	0.020152032748208	0.0099578505575381	0.0377544076426555	0.00499721136511076	0.00641747018691225	0.0254906940666705	0.0109125962487733	0.00315080716223527	0.0261499498448089	0.00474465766441289	0.0110421200407022	0.0139336756348282
OM3_C_9H_1	0.0239243296582429	0.00539654876311267	0.0247019499676544	0.0147907848746906	0.0196316838364964	0.0206490551724384	0.0164442985895615	0.00918621942568409	0.00384695723944333	0.016223927193179	0.0157301286097588	0.0355465171371728	0.0211080835206594	0.0219279833098178	0.00843789025521979	0.0044154913224947	0.0436125502510863	0.0200799354677404	0.0180751444567037	0.0240665307723426	0.0135999362393503	0.0201392822379951	0.0165546586719589	0.00574533539963226	0.00679702406251241	0.0154802400161301	0.00332329284728096	0.0235033295321172	0.0354068025789495	0.056265067433552	0.0163191172796824	0.0214313591098357	0.00571295731891774	0.0230697469958028	0.00648149789929424	0.00635038853085995	0.0212391075795971	0.0166897679566594	0.00360267632558416	0.0199727290858946	0.0154530071624498	0.00712930866950292	0.00136261980360248	0	0.00787527527893718	0.029182402444562	0.00438513230779338	0.00266288835843147	0.022264209972302	0.00316039438331009	0.0193038987928835	0.0189714949947284	0.0112686742000347	0.0365034296984564	0.0045869540621034	0.00542871176790087	0.0242095416369303	0.00955962399784787	0.00424276524964019	0.0248667793843584	0.00534184659313369	0.012153983182765	0.0151909140193034
OM3_C_9H_2	0.0266988276169173	0.00612684496052705	0.0205726479600118	0.0107542780929927	0.025467763386569	0.025614479371124	0.0227040433721019	0.00317801041025268	0.00983335275346659	0.00998541492344587	0.00885319860581451	0.0295426576686161	0.0143085793909203	0.0165735012458724	0.00469652518531431	0.00688636474040421	0.0378298472472387	0.0135568832202609	0.0138839018323949	0.0307162464506696	0.0181248114088932	0.0270682866993789	0.0206969190586717	0.0120882980308238	0.00413496070323334	0.0089567721433712	0.00766769403087449	0.0161869379986338	0.028770081568656	0.0499781204494299	0.0104490058584246	0.014376322571429	0.00845386876643893	0.0180388424875928	0.0132519529826875	0.00310825911914085	0.0135857474113125	0.00934367686191718	0.0065770177180764	0.0135045306685826	0.0115272110200211	0.00700547433772451	0.00897360684110331	0.00787527527893718	0	0.0232823191044311	0.00639370774701881	0.00763599725558199	0.0169332027073779	0.00933633851523887	0.0146905501269877	0.012237465399147	0.0178918109476808	0.030066499877555	0.00755668036887273	0.00843894748966453	0.0190629129973537	0.0055526901350759	0.0117543613725872	0.0189726758071867	0.0109891024186445	0.0190983448407183	0.0203124317994314
