	OM3_B_B_2	OM3_C_7A_1	OM3_C_7A_2	OM3_C_7A_3	OM3_C_7B_2	OM3_C_7C_2	OM3_C_7C_3	OM3_C_7G_1	OM3_C_7G_2	OM3_C_7G_3	OM3_C_7H_1	OM3_C_7H_2	OM3_C_8A_2	OM3_C_8A_3	OM3_C_8B_1	OM3_C_8B_3	OM3_C_8C_1	OM3_C_8C_2	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8E_2	OM3_C_8E_3	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9A_2	OM3_C_9A_3	OM3_C_9C_2	OM3_C_9D_1	OM3_C_9D_3	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9E_3	OM3_C_9F_1	OM3_C_9F_2	OM3_C_9F_3	OM3_C_9G_2	OM3_C_9G_3	OM3_C_9H_2	OM3_C_9H_3	OM3_H_3C_1	OM3_H_3C_2	OM3_H_3D_2	OM3_H_3D_3	OM3_H_3E_1	OM3_H_3E_2	OM3_H_3E_3	OM3_H_3F_1	OM3_H_3F_2	OM3_H_3F_3	OM3_H_3G_1	OM3_H_3G_2	OM3_H_3G_3	OM3_H_3H_1	OM3_H_3H_2	OM3_H_3H_3
OM3_C_9A_2	0.0663165284151467	0.0460157389185877	0.0109506142721983	0.0497418682634373	0.0418805326769407	0.0574194486904775	0.0269983214582233	0.07658825990895	0.0746113554983348	0.0513913458192906	0.0662566433639484	0.0512904153494407	0.0246013200466484	0.0194167964004342	0.0408678515626521	0.0331753972326819	0.066171928524986	0.0661380038419057	0.0425014311513163	0.0553823499282916	0.0327049524019503	0.0521302301684125	0.0990605612501099	0.0860534775807371	0.0574273963179031	0	0.0514965531637693	0.0856303291393021	0.117770011522815	0.101574115966628	0.0696963163330102	0.0940741774351779	0.0551479096901846	0.052485767299748	0.0345636021521999	0.0409748871483724	0.0791574344386474	0.0659594888300341	0.111206123350036	0.151562175476687	0.0381552183748432	0.0475741669579199	0.0482561833786229	0.0124381364922962	0.0342565165219157	0.0473479327506315	0.0405036332543272	0.0213385562397157	0.0428760022822117	0.0321675543253345	0.0215366603747983	0.0486128478554475	0.0421545811149276	0.0548162342220017	0.0165817676204597	0.0450820785333395
OM3_C_9A_3	0.0149819419157238	0.00551384316734857	0.0460203290382213	0.00200482747152314	0.00977387987617502	0.00593680608007752	0.0245700331247299	0.0251803056176082	0.0235752199627486	0.00643371945179735	0.0149006994326546	0.000518575822792743	0.0271006595702314	0.0323733118546606	0.0153410768458417	0.0191600989775017	0.0148251177916358	0.0154468974557418	0.0101096901752804	0.004845132518525	0.0190736488379355	0.00311150539189519	0.0478715308915108	0.0373444727826958	0.00828362554997065	0.0514965531637693	0	0.0342531408018583	0.0678471687968534	0.0506814695005079	0.0187524996719266	0.0427725549486526	0.00663273190621237	0.002693172607046	0.0185229387797149	0.010638314681632	0.0278060606031148	0.0152982229926365	0.0600242426974926	0.102228103763554	0.0143656379754462	0.00396371398154851	0.00368761519322882	0.0390991803107595	0.0172922625966825	0.00434896128606682	0.0110542009760415	0.0303201334856927	0.00863481167783299	0.0196492132028831	0.0316646754828245	0.00369826025865482	0.00967450934181537	0.0040086946685309	0.0369806393157958	0.00644629162406384
OM3_C_9C_2	0.0193664849034291	0.0396976492242316	0.0800689007981052	0.0360912735555015	0.0439930397970636	0.0283720167417899	0.0587976899106275	0.0100464978205691	0.0115609132303227	0.0348905294793012	0.019422747980544	0.034430100197397	0.0611493643914252	0.0665933636541355	0.0465519829820796	0.0528204581438558	0.0195088401584452	0.0199607506178225	0.0438724008066316	0.0303590349373329	0.0532884714445917	0.0336236510779161	0.0138078880838092	0.0155589993244285	0.0287760414114511	0.0856303291393021	0.0342531408018583	0	0.0354942673117588	0.0172194770405621	0.0178328787379553	0.00856756949041314	0.0309742362703246	0.0332338169508288	0.0517650703401172	0.0448723364916462	0.00651877881504661	0.020153743315159	0.0258479622750807	0.0696987002722242	0.0482923290353285	0.0381406320812327	0.037443071617166	0.0732838160154641	0.0515302381225143	0.0383499803827024	0.0452990629452457	0.0645431837850296	0.0428430208028408	0.0536070828160866	0.0657355398507276	0.0371007293105703	0.0438226853718424	0.0308898355178134	0.0706151889707568	0.0406951652737145
OM3_C_9D_1	0.0531145817032063	0.0729396132083119	0.113525788448114	0.069814494301129	0.0775001564559425	0.0623319399083655	0.0917444728602008	0.0455029135361305	0.0444204959918802	0.0666777235853397	0.0532301897450018	0.0679034829889304	0.0934045199140052	0.0995525665166762	0.0772037594624467	0.0847836252406521	0.0532863516890491	0.0524558948988279	0.0778720063260653	0.0633395428359811	0.0866420037748942	0.0664575485632343	0.0225089082413618	0.0320479355798565	0.0607980531714552	0.117770011522815	0.0678471687968534	0.0354942673117588	0	0.0184278167424257	0.0532577471041334	0.0276139291284376	0.063073840392387	0.0662310231296202	0.0833603037855043	0.0783077937763095	0.0410531001955903	0.0526138231764646	0.0149340155688554	0.0345159040722449	0.0821743023966117	0.0714445215713511	0.0704929234383004	0.105785667364268	0.0846529460703194	0.0714769601337858	0.0786390782955038	0.0974491283752929	0.0760149421465173	0.0859311992721419	0.099302818660814	0.0700255908052878	0.0774747682645288	0.0640435982481244	0.101842292676653	0.074129741166306
OM3_C_9D_3	0.0357289034696949	0.0559806922357409	0.0965979786478314	0.0525988899427018	0.0604358825603317	0.0449504584692525	0.0750337275817103	0.0272636636380427	0.0271446215950485	0.0503393285315277	0.035821603327999	0.0507962293155263	0.0770588686588181	0.0828635060774609	0.0615236042436103	0.068535842223834	0.0358909822619204	0.0355598116442347	0.0605546557331125	0.0464191705372907	0.069698156219742	0.0496380900263308	0.00437775537310763	0.0188360863660987	0.0442661184032947	0.101574115966628	0.0506814695005079	0.0172194770405621	0.0184278167424257	0	0.0350473246672793	0.00919826138835912	0.0465440497845548	0.0493336426547646	0.0672837256770255	0.0612840514154797	0.0231503578914409	0.0357353380022397	0.0104974258905685	0.0525073907155952	0.0649349781421514	0.0544450301766043	0.0536088353293446	0.0893603591694621	0.0678201313985475	0.0545634721876663	0.0616654676192777	0.0807813053072975	0.059110545676475	0.0695104836747082	0.0822840540620419	0.0531972054803899	0.0603363739362852	0.0470519074598441	0.0860653145177269	0.0570833652563031
OM3_C_9E_1	0.00811673631485287	0.0241945178324973	0.0632771414418771	0.0202393753885453	0.0279212595402383	0.0130383014203281	0.0427493637540477	0.00778762949653575	0.0115634055374428	0.0218407959621607	0.00796592834220896	0.0190870045291238	0.0456331338277054	0.0503571731749843	0.0333691192607878	0.0378986224168133	0.00806969014557424	0.0112180234225033	0.027261487099192	0.0163819126551612	0.0370268278888101	0.0193154120296288	0.0315151195438761	0.0273818774075229	0.01673589192058	0.0696963163330102	0.0187524996719266	0.0178328787379553	0.0532577471041334	0.0350473246672793	0	0.0262082151073945	0.0182500928244305	0.0187423512302271	0.0372540127110377	0.0288382141340779	0.0125064799143097	0.0113415933671528	0.0432491903910244	0.0874823465591064	0.031664717973919	0.0226811523406622	0.0223769996156323	0.0572799323648646	0.0355457628394118	0.0231004404253527	0.0293488086719252	0.0483917121384776	0.0272120633242026	0.038305279714353	0.0490308818678728	0.0222336930230207	0.0275974370932092	0.0165307913096777	0.055663226191755	0.0248881222992833
OM3_C_9E_2	0.0278406263741859	0.0481942018738381	0.0886024237178019	0.0446253963331057	0.0525210257344179	0.036911217459369	0.0672954429914268	0.0184525940380512	0.0196673707383977	0.0431504699434726	0.0279066201024641	0.0429379003660073	0.0695799224861226	0.075098004726573	0.0546912403243797	0.0611958182883739	0.0279887176838384	0.0281897048751371	0.0524274725356527	0.0387876318129387	0.0618138122606909	0.0420478090339949	0.00531155304281491	0.0170553911556946	0.0370242798626664	0.0940741774351779	0.0427725549486526	0.00856756949041314	0.0276139291284376	0.00919826138835912	0.0262082151073945	0	0.03925857834437	0.0416792963957971	0.0600847687116745	0.0533957584381746	0.0149771772727484	0.0283779218726796	0.0172866303672404	0.0614855498625443	0.0568441012493944	0.0466400074892524	0.045911557374726	0.0817538594762173	0.0600354839464487	0.0468303927857358	0.0538151198545422	0.0730422734638427	0.0513391446421558	0.0620310141245222	0.0742760441972295	0.0455522658543236	0.0523607992167927	0.0393461256705141	0.0789348880528094	0.0492124585289482
OM3_C_9E_3	0.0119368665021464	0.0102629966633057	0.0506622237846953	0.00841049498806206	0.0148965133336858	0.00653769709066293	0.0287468906688773	0.0230367923731969	0.0196080752132859	0.00392744541085684	0.0119407901750092	0.00634291542603161	0.0305693635025524	0.0365848335479889	0.0157149143013823	0.0220300533314925	0.0118352949241315	0.0110780738380372	0.0159931740293918	0.00276277832579743	0.0237450442608903	0.0038698030339638	0.0441289818460157	0.0318314952018471	0.00228655245366727	0.0551479096901846	0.00663273190621237	0.0309742362703246	0.063073840392387	0.0465440497845548	0.0182500928244305	0.03925857834437	0	0.00401111257638025	0.0208510618634896	0.0156022650101162	0.0244663608113458	0.0108919191598081	0.056318980377135	0.0973337086864371	0.0198486500724763	0.00895234552878314	0.00775678752299332	0.0429390409914976	0.0216763827589065	0.00876118221529612	0.0158427012006192	0.0344746363248609	0.0131579312648643	0.0230124504653232	0.0364593497114858	0.00719232840290052	0.0150495421446999	0.00340863719701032	0.0397311590353626	0.0116117301121965
OM3_C_9F_1	0.0138734777358715	0.00672565234853932	0.0474764230111602	0.00439953801717093	0.0113349205935751	0.00574028954427585	0.0257429458130617	0.0245775505487969	0.0222121662276271	0.00414294184742931	0.0138239050228547	0.00234727041303313	0.0279411130688088	0.0335918812106866	0.0146686264860114	0.0196593021083649	0.013734667460084	0.0138284755203418	0.0121520570158497	0.0029176609768833	0.0204705753223362	0.000659864332199743	0.0466906372362546	0.0353583084960512	0.00588613798767029	0.052485767299748	0.002693172607046	0.0332338169508288	0.0662310231296202	0.0493336426547646	0.0187423512302271	0.0416792963957971	0.00401111257638025	0	0.0187621070890686	0.0121178045136557	0.0267308155079029	0.0136624651202445	0.0588760558286632	0.100568015520379	0.0161856641375511	0.00525705755931461	0.00428444363380361	0.0401552664813528	0.0185251487609484	0.00525937024462238	0.0124380828687387	0.0315045391735237	0.0098161623807499	0.0203893243932372	0.0331732733126963	0.00387850795434506	0.0113884453042779	0.00235541956889178	0.0375274910695771	0.00796617714062671
OM3_C_9F_2	0.0325076924866522	0.0132351633363672	0.0314849527821938	0.0172323976704861	0.0109418084275998	0.02427475760008	0.0101642956853943	0.0433306549744517	0.0404520978332439	0.0169853920650472	0.0324769178002617	0.0181736153120764	0.0102861862361585	0.0171579863996741	0.00675194270216624	0.00200767517205851	0.0323812692356748	0.0319259997890968	0.0131969125714765	0.0215238884623428	0.00875986382385059	0.0182876337197988	0.0649492276577514	0.0515924939514013	0.0231033749332259	0.0345636021521999	0.0185229387797149	0.0517650703401172	0.0833603037855043	0.0672837256770255	0.0372540127110377	0.0600847687116745	0.0208510618634896	0.0187621070890686	0	0.0101767739145922	0.0452533163443028	0.0317398509261799	0.077122503753947	0.117312590356658	0.0113364439322351	0.0146637641930499	0.0148824232376518	0.0226720785564696	0.00705771946109962	0.0141807409535131	0.00957166426305335	0.0150878815337579	0.010592543119973	0.00390720935297268	0.0184875580600989	0.0150531658212997	0.011617485359726	0.0211067189715369	0.0188878465319553	0.0129038745156789
OM3_C_9F_3	0.0256158572171654	0.00539603924567712	0.0354226201339035	0.00879631717732351	0.000919994528446758	0.0165157395143393	0.0139889449857452	0.0356637867927545	0.0341717360783105	0.0126933017550357	0.0255363254882009	0.0105032137376319	0.0168391296527682	0.0217550913621286	0.0111919449531221	0.00994754204139839	0.0254600550821134	0.0259061365355831	0.0031321682111769	0.0150032797828012	0.00843670109403926	0.0119407969105436	0.0584965285443914	0.0473934513621236	0.0177950299820603	0.0409748871483724	0.010638314681632	0.0448723364916462	0.0783077937763095	0.0612840514154797	0.0288382141340779	0.0533957584381746	0.0156022650101162	0.0121178045136557	0.0101767739145922	0	0.03843719096502	0.0257455346909125	0.0706410753946895	0.112621187257171	0.00444345386245436	0.00688141808501541	0.00788949910064712	0.0285497894151603	0.00672498890499013	0.00688643647198742	0.000608903504228438	0.0197170974288895	0.00252834559026324	0.00979348849841027	0.021082209169671	0.00841824838748057	0.00145565195184335	0.0143029877939111	0.0270486787893843	0.0042075893735927
OM3_C_9G_2	0.012870511133076	0.0332280182193339	0.0737100810668517	0.0296692770852409	0.0375647058568927	0.0219582379054001	0.0523415601293209	0.00537485761183491	0.00530666411136382	0.0283863608949517	0.0129335771815469	0.0279688823101922	0.0546543631041956	0.0601515574491311	0.040075295020257	0.0463101899054724	0.0130167763146092	0.0134845529939373	0.0375273984750442	0.0238495394210027	0.0468633564138292	0.027114339864189	0.0200967435529779	0.0159437239899813	0.0222780176767791	0.0791574344386474	0.0278060606031148	0.00651877881504661	0.0410531001955903	0.0231503578914409	0.0125064799143097	0.0149771772727484	0.0244663608113458	0.0267308155079029	0.0452533163443028	0.03843719096502	0	0.0136790676373692	0.032243079601801	0.0754496243371906	0.0419364056858405	0.031672757551634	0.0309524987543444	0.0668164570217648	0.0450763896964866	0.0318671448678508	0.03885374674891	0.058093215041063	0.0363747254862432	0.0471061734864186	0.059366179300416	0.030601826041276	0.0374144654389749	0.024390159435846	0.0641089505426731	0.0342485810271926
OM3_C_9G_3	0.0032935190405365	0.0203732095527286	0.0611180262137806	0.0172898013448693	0.024932957712499	0.0101758286474664	0.0393717248364722	0.0131615232162468	0.0087173032970399	0.0147804268957393	0.00347178990787881	0.0153285165338253	0.0413886509232801	0.0472200413861933	0.0264089068272764	0.0328999886415492	0.00338672897548972	0.000196679008942557	0.0253973642569934	0.0107525812343241	0.0341257925870173	0.0139319988166705	0.0332476674583567	0.0222696344499076	0.00865046489009779	0.0659594888300341	0.0152982229926365	0.020153743315159	0.0526138231764646	0.0357353380022397	0.0113415933671528	0.0283779218726796	0.0108919191598081	0.0136624651202445	0.0317398509261799	0.0257455346909125	0.0136790676373692	0	0.045444866128466	0.0870106601622313	0.0296515247309902	0.018865740099729	0.0179450255190514	0.0537012943657562	0.0321789416027779	0.0189201531365152	0.0260872223689943	0.0451258086084804	0.0234770938953513	0.0338237483353374	0.0468124197427704	0.0175059526170701	0.0249145061501612	0.0114473636378476	0.0506132401623546	0.0215544703012264
OM3_C_9H_2	0.0450816475944023	0.0654244150189991	0.105816172091062	0.0618842400992047	0.069770009632292	0.0541782431337952	0.0845083217500011	0.035586105778642	0.0367462362564462	0.060172854655833	0.0451531426924232	0.0601816524993827	0.0867241152129067	0.092309511547868	0.0715413336897101	0.0782924363302571	0.0452328151919928	0.0452615092461525	0.0696846194566375	0.0559756179359579	0.0790531773396278	0.0592258355474753	0.0122075934548824	0.0292773610482045	0.0540614977484788	0.111206123350036	0.0600242426974926	0.0258479622750807	0.0149340155688554	0.0104974258905685	0.0432491903910244	0.0172866303672404	0.056318980377135	0.0588760558286632	0.077122503753947	0.0706410753946895	0.032243079601801	0.045444866128466	0	0.0455779260265924	0.0740976636002633	0.063873967042084	0.0631214713993205	0.0989263390740998	0.0772614210626971	0.0640490948904174	0.0710549477418959	0.0902509265383234	0.0685658739913537	0.0791777593959157	0.0915099377640685	0.0627482150000421	0.0696155224783487	0.0565554101014327	0.0959388061617413	0.0664571623538579
OM3_C_9H_3	0.0875593878323038	0.107260754099406	0.147659121581068	0.104195732435302	0.111825788843098	0.0967527927248737	0.125905129086949	0.0797202787017819	0.0788828272246355	0.100853649699425	0.0876751192739628	0.102274841347679	0.12741127305134	0.133666706451124	0.111021056241285	0.118801516880538	0.0877309466061122	0.0868562722563926	0.112239089163902	0.0976945638607441	0.120899820132972	0.100775390223365	0.0562069768265606	0.065897656383543	0.0950730377383743	0.151562175476687	0.102228103763554	0.0696987002722242	0.0345159040722449	0.0525073907155952	0.0874823465591064	0.0614855498625443	0.0973337086864371	0.100568015520379	0.117312590356658	0.112621187257171	0.0754496243371906	0.0870106601622313	0.0455779260265924	0	0.116515278517887	0.105781044204361	0.104807270611241	0.139757654117587	0.118887679886798	0.105793892841416	0.112939223088825	0.131565722790204	0.110309253457731	0.120013647088623	0.133526842504633	0.104328319178953	0.111815406952186	0.0984095752326585	0.135508739845613	0.10846515066746
OM3_H_3C_1	0.0292420947901394	0.00958841840127947	0.0318334365283198	0.0123948424932805	0.00499047475483567	0.0200124705237722	0.0114155125487381	0.03882249419736	0.0378951483243171	0.0170992438766385	0.0291460135157129	0.0143277011661111	0.0150011880497032	0.0187483746694293	0.0144428065847798	0.0103090188543262	0.0290781851072604	0.0298029501649947	0.00443289864711543	0.0189975391769224	0.00565006786247734	0.0160870333417057	0.0620075930522883	0.0515294075697422	0.0219870233814731	0.0381552183748432	0.0143656379754462	0.0482923290353285	0.0821743023966117	0.0649349781421514	0.031664717973919	0.0568441012493944	0.0198486500724763	0.0161856641375511	0.0113364439322351	0.00444345386245436	0.0419364056858405	0.0296515247309902	0.0740976636002633	0.116515278517887	0	0.0109436702266728	0.01209284704688	0.0257539670033946	0.00512310115931853	0.0110888777383821	0.00445450712845749	0.0168428894470933	0.00696350615047174	0.00933227007702182	0.0174752222262098	0.0126662801595935	0.00480566753553706	0.0182407156536687	0.0253915338661591	0.00824653079755324
OM3_H_3C_2	0.0188163865006094	0.0015599738526347	0.0422891080751992	0.00261609456263389	0.0060811594968504	0.00989232435233016	0.0206845433868769	0.0291371150315582	0.0273192501999741	0.0068149423981117	0.018745759255839	0.00372107185348096	0.0231437761182944	0.0285125158587266	0.0121641201730973	0.0152232202271972	0.0186653015653898	0.0190265674336317	0.00706407703709222	0.00812451512229762	0.0152847229313945	0.00514591833481554	0.0517086422239008	0.0406032866883439	0.0110505123772643	0.0475741669579199	0.00396371398154851	0.0381406320812327	0.0714445215713511	0.0544450301766043	0.0226811523406622	0.0466400074892524	0.00895234552878314	0.00525705755931461	0.0146637641930499	0.00688141808501541	0.031672757551634	0.018865740099729	0.063873967042084	0.105781044204361	0.0109436702266728	0	0.00134707728780509	0.0351880581518949	0.0134181591430474	0.000755898028657119	0.00723472036710275	0.0264444573175975	0.00470578066547542	0.015686138437102	0.0279599137555087	0.00198886702995219	0.00613971194684862	0.00742361845206782	0.0330247548438433	0.00270924903776658
OM3_H_3D_2	0.0180853888595875	0.00250932929833407	0.0432017680053349	0.0030466069448727	0.0071509502859068	0.00941580804826182	0.0214657470708209	0.0286065360795124	0.0264871577522364	0.00546815781308999	0.0180261830690476	0.00329999539158718	0.0237429229406465	0.0293136032239262	0.0117623826695396	0.0156073256628387	0.0179408258598338	0.0181116610539375	0.0083477557912777	0.00720102112253862	0.0161950850223025	0.00405514572705703	0.0509429746272565	0.0395139198313287	0.00991498091203835	0.0482561833786229	0.00368761519322882	0.037443071617166	0.0704929234383004	0.0536088353293446	0.0223769996156323	0.045911557374726	0.00775678752299332	0.00428444363380361	0.0148824232376518	0.00788949910064712	0.0309524987543444	0.0179450255190514	0.0631214713993205	0.104807270611241	0.01209284704688	0.00134707728780509	0	0.0359041661308069	0.0142413300241164	0.00100665197031871	0.00817913557844925	0.027228746545207	0.00553629756826792	0.0162184617974371	0.0289071591046003	0.000642147782477707	0.00729448187124738	0.00657744644984188	0.0334712903922011	0.00386174173613846
OM3_H_3D_3	0.0539672685634662	0.0336299173491925	0.0101707072358864	0.0373277746265968	0.0294539322164188	0.045019382721166	0.0145650725858444	0.0641855271993571	0.0623282785222106	0.0392456723615529	0.0539032852676735	0.0389029331074879	0.0124477433209879	0.00707285073415778	0.0292357384098463	0.0211165989558177	0.0538202012503008	0.0538770905773304	0.0300821778334389	0.0430623255263741	0.0202730929598597	0.0398195182735223	0.0867739983523723	0.0741792456254962	0.0452234288365333	0.0124381364922962	0.0390991803107595	0.0732838160154641	0.105785667364268	0.0893603591694621	0.0572799323648646	0.0817538594762173	0.0429390409914976	0.0401552664813528	0.0226720785564696	0.0285497894151603	0.0668164570217648	0.0537012943657562	0.0989263390740998	0.139757654117587	0.0257539670033946	0.0351880581518949	0.0359041661308069	0	0.0218329024178726	0.0349821145384061	0.0280839670408884	0.00891444733388091	0.0304848114038617	0.0199466583252793	0.00995380054109838	0.0362794320158696	0.029723382710226	0.042475450004774	0.00798297910069701	0.0326721246913957
OM3_H_3E_1	0.0322301258811203	0.0118688046503408	0.0290090549320416	0.0155006035378595	0.00763599119079608	0.0232040113402976	0.007279997431892	0.0423790526466567	0.0407103094487032	0.018306500753595	0.0321580662757504	0.0171170622033273	0.0102470571944151	0.0150969614416606	0.0120287053462371	0.00557671830933639	0.0320783777909418	0.0323467706122725	0.00867820686108913	0.0214412453435173	0.00228309624874518	0.0182573966482141	0.0651066973290927	0.0534461054883625	0.023939143247831	0.0342565165219157	0.0172922625966825	0.0515302381225143	0.0846529460703194	0.0678201313985475	0.0355457628394118	0.0600354839464487	0.0216763827589065	0.0185251487609484	0.00705771946109962	0.00672498890499013	0.0450763896964866	0.0321789416027779	0.0772614210626971	0.118887679886798	0.00512310115931853	0.0134181591430474	0.0142413300241164	0.0218329024178726	0	0.0132790878492947	0.00625292142581187	0.0130323742605928	0.00872668423665734	0.004283982210017	0.0148125741229349	0.0146801032127324	0.0079621942620621	0.0207981742423453	0.0205908731519265	0.0108505687980971
OM3_H_3E_2	0.0190008303324434	0.00150284915324599	0.0422222080495691	0.00324980065558302	0.00614433927160743	0.0102138451887552	0.0205190328907578	0.0294429192588347	0.0274390377202829	0.00634094755094024	0.0189373621282949	0.00403337214920772	0.0228628952100754	0.0283625135815969	0.0114666492224462	0.014819822059107	0.0188537929579161	0.0190853482562938	0.00739396883620663	0.0081697950615254	0.0152120077508497	0.00505488723962957	0.0518750123912361	0.0405185745375871	0.0109214679086172	0.0473479327506315	0.00434896128606682	0.0383499803827024	0.0714769601337858	0.0545634721876663	0.0231004404253527	0.0468303927857358	0.00876118221529612	0.00525937024462238	0.0141807409535131	0.00688643647198742	0.0318671448678508	0.0189201531365152	0.0640490948904174	0.105793892841416	0.0110888777383821	0.000755898028657119	0.00100665197031871	0.0349821145384061	0.0132790878492947	0	0.00718459703624154	0.0262824711110321	0.00455884443457214	0.0153627783257462	0.0279188520407444	0.00159046613261911	0.00629331249986036	0.0075212354219333	0.0326610350428999	0.00286882220622928
OM3_H_3E_3	0.0260187714426688	0.00571562921657987	0.0350615093234326	0.00924806862279012	0.00148236464630269	0.0169553854588658	0.0135305196625839	0.0361320854227485	0.0345487703256381	0.0128283549355172	0.0259424215543504	0.0108981131557928	0.0163074415409852	0.0213227060381132	0.0107519132157898	0.00934132118545542	0.0258646531929729	0.0262499887749738	0.00369772014181058	0.0153376985198476	0.00805045973476067	0.0122337998877939	0.0589040501830423	0.047654639295988	0.0180556490706173	0.0405036332543272	0.0110542009760415	0.0452990629452457	0.0786390782955038	0.0616654676192777	0.0293488086719252	0.0538151198545422	0.0158427012006192	0.0124380828687387	0.00957166426305335	0.000608903504228438	0.03885374674891	0.0260872223689943	0.0710549477418959	0.112939223088825	0.00445450712845749	0.00723472036710275	0.00817913557844925	0.0280839670408884	0.00625292142581187	0.00718459703624154	0	0.0192729786174634	0.00268852902861437	0.00921058396273907	0.0207398011710157	0.00868293056424324	0.00206412076103105	0.0146551213152852	0.0264913521429525	0.00460810204038038
OM3_H_3F_1	0.0452507979541295	0.0248919476333348	0.016460286886109	0.0285105700858194	0.0206123308438391	0.0362224994318892	0.00576488493229018	0.0553516550863394	0.0536983260450449	0.0308992382236204	0.045180029222503	0.0301462008082588	0.00526584788509953	0.00212189413200794	0.0218381559880762	0.0132635345076149	0.0450998477123333	0.0452971991011774	0.0211720340402704	0.0344203095632098	0.0113745234869478	0.0312046984993213	0.0781037372934906	0.0660275502096808	0.0367558752685335	0.0213385562397157	0.0303201334856927	0.0645431837850296	0.0974491283752929	0.0807813053072975	0.0483917121384776	0.0730422734638427	0.0344746363248609	0.0315045391735237	0.0150878815337579	0.0197170974288895	0.058093215041063	0.0451258086084804	0.0902509265383234	0.131565722790204	0.0168428894470933	0.0264444573175975	0.027228746545207	0.00891444733388091	0.0130323742605928	0.0262824711110321	0.0192729786174634	0	0.0217457090516762	0.0117640143698668	0.00465806684444186	0.0276381005215894	0.0208534339394576	0.0337992113140019	0.0106039260319678	0.0238774550524478
OM3_H_3F_2	0.0235169084379473	0.00314837935301551	0.037670044041337	0.0069763338919002	0.00209700052890281	0.0145709125803833	0.015983506395595	0.0338068943815216	0.0319895139722904	0.0101688861275069	0.0234478759778952	0.00842304439879768	0.0184818618388959	0.023819101767199	0.0100023294564888	0.0108354942741152	0.0233667641143871	0.0236426887844313	0.00450711488941843	0.012728308745475	0.0106595958009625	0.0095823316385106	0.0564005686457481	0.0449763574142932	0.0153776668325853	0.0428760022822117	0.00863481167783299	0.0428430208028408	0.0760149421465173	0.059110545676475	0.0272120633242026	0.0513391446421558	0.0131579312648643	0.0098161623807499	0.010592543119973	0.00252834559026324	0.0363747254862432	0.0234770938953513	0.0685658739913537	0.110309253457731	0.00696350615047174	0.00470578066547542	0.00553629756826792	0.0304848114038617	0.00872668423665734	0.00455884443457214	0.00268852902861437	0.0217457090516762	0	0.0110995452753274	0.0233763850680506	0.00601554247717305	0.00265972144476648	0.0120739601870182	0.028473835263176	0.00235766970808079
OM3_H_3F_3	0.0342585617043058	0.0141437205906922	0.0282177688610168	0.0180716756365479	0.0106928865172953	0.0255663030283171	0.00643406821822644	0.0447968812095443	0.042493745970725	0.0193073916323348	0.0342076569391904	0.0193818140821383	0.00757035743232679	0.0138797741283378	0.0103904968826098	0.00191244824235957	0.0341191563459758	0.0340025868076269	0.0123577607660426	0.0232694930345081	0.00529994775489914	0.0200061039655972	0.0669995725930633	0.0543565911031181	0.0252973054263003	0.0321675543253345	0.0196492132028831	0.0536070828160866	0.0859311992721419	0.0695104836747082	0.038305279714353	0.0620310141245222	0.0230124504653232	0.0203893243932372	0.00390720935297268	0.00979348849841027	0.0471061734864186	0.0338237483353374	0.0791777593959157	0.120013647088623	0.00933227007702182	0.015686138437102	0.0162184617974371	0.0199466583252793	0.004283982210017	0.0153627783257462	0.00921058396273907	0.0117640143698668	0.0110995452753274	0	0.014786424198054	0.0165277312814822	0.0112129760224723	0.022737188259504	0.0173769418477246	0.0134380202331433
OM3_H_3G_1	0.0466224359842107	0.0264534952910845	0.0143736085700696	0.0297473645041018	0.0219117770092751	0.0374338463170954	0.00835434879697328	0.0562689632389453	0.0552177457377957	0.0331112206304937	0.0465342706855738	0.0315626296908609	0.00960595624540759	0.00412684571567489	0.0251603349106805	0.016530022822907	0.0464624085892626	0.0469739754906095	0.0219060557404288	0.0360711823778237	0.0127254038797547	0.0329550356006443	0.0794201405287559	0.0682284794475225	0.0387096747907183	0.0215366603747983	0.0316646754828245	0.0657355398507276	0.099302818660814	0.0822840540620419	0.0490308818678728	0.0742760441972295	0.0364593497114858	0.0331732733126963	0.0184875580600989	0.021082209169671	0.059366179300416	0.0468124197427704	0.0915099377640685	0.133526842504633	0.0174752222262098	0.0279599137555087	0.0289071591046003	0.00995380054109838	0.0148125741229349	0.0279188520407444	0.0207398011710157	0.00465806684444186	0.0233763850680506	0.014786424198054	0	0.0293871876239198	0.0219982626654591	0.0353796249994474	0.0143193487669495	0.0252833677948905
