	OM3_B_B_1	OM3_B_B_2	OM3_B_B_3	OM3_C_7A_1	OM3_C_7A_3	OM3_C_7B_1	OM3_C_7B_2	OM3_C_7B_3	OM3_C_7C_2	OM3_C_7C_3	OM3_C_7G_1	OM3_C_7G_3	OM3_C_7H_1	OM3_C_7H_2	OM3_C_7H_3	OM3_C_8A_1	OM3_C_8A_2	OM3_C_8A_3	OM3_C_8B_1	OM3_C_8B_3	OM3_C_8C_1	OM3_C_8C_2	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8E_2	OM3_C_8E_3	OM3_C_8F_1	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9A_2	OM3_C_9A_3	OM3_C_9C_1	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9D_1	OM3_C_9D_2	OM3_C_9E_1	OM3_C_9F_1	OM3_C_9F_3	OM3_C_9G_1	OM3_C_9G_2	OM3_C_9G_3	OM3_C_9H_1	OM3_C_9H_2	OM3_C_9H_3	OM3_H_3C_1	OM3_H_3C_2	OM3_H_3C_3	OM3_H_3D_2	OM3_H_3D_3	OM3_H_3E_1	OM3_H_3E_2	OM3_H_3E_3	OM3_H_3F_1	OM3_H_3F_2	OM3_H_3F_3	OM3_H_3G_1	OM3_H_3G_2	OM3_H_3H_1	OM3_H_3H_2	OM3_H_3H_3
OM3_C_8C_1	0.0192089716404163	0.0173954982603184	0.0161786502303493	0.0214947720862744	0.0283533962976412	0.0207770989027808	0.052567048658695	0.0439703048437101	0.041461190142801	0.0285348321759415	0.0245293798465867	0.024268420495684	0.0309366987795234	0.0102546421133376	0.0369230479420084	0.0228494503735304	0.0242887961441816	0.0161751217818326	0.0421553520263002	0.0110882398415184	0	0.0248478948855078	0.0206706411949719	0.0208050261528309	0.035029280243113	0.0241341624093438	0.0323143166601376	0.0360274995061549	0.0326935638677743	0.0270293224294326	0.0333421723396326	0.0245425032954892	0.0277286392565984	0.0141979985229452	0.0373647093767406	0.0310588347114293	0.0221670642769458	0.0296540236616687	0.0312285294902452	0.0229689448669325	0.0296535180980276	0.00690521705325254	0.0298627060696118	0.0311369128723832	0.0296397235802595	0.0272709203347685	0.0189043470353345	0.0188517434216968	0.032807524133098	0.0271816298284444	0.0253381140142469	0.0323695047299051	0.0219485857305396	0.0315549181669259	0.00877409782352757	0.0255345982730028	0.0128192029384636	0.0448638544902994	0.0302223803767518	0.0229344717385942	0.0154108484809017	0.0188289523753468
OM3_C_8C_2	0.00610257607107554	0.0414402689970981	0.0110149143950448	0.00842178985143945	0.00785072552780075	0.0387206929690977	0.0741245611752984	0.0635300064172812	0.0220995573783556	0.0130737748146484	0.0459226536251741	0.0144275236904713	0.0127342314421746	0.0347235948430525	0.0605007604487276	0.00862616953301767	0.00908944099222316	0.00917362128929668	0.0190141756741206	0.0173695363009113	0.0248478948855078	0	0.0053546992124256	0.0115075156411141	0.0161506532511254	0.00643703904247783	0.0122526160063383	0.0166417415629568	0.0105212654197483	0.0144552993407995	0.0133527518392526	0.0161968611627184	0.00841688884352106	0.0209760536729848	0.0207598624436436	0.011029803861198	0.0135929896437864	0.0121120708637504	0.00871211575268922	0.0127821127121441	0.00634689703288631	0.0183571146800414	0.00823235576545639	0.0126516479713382	0.0151805140150007	0.0130688757490837	0.0407279780914322	0.0140167338982805	0.0098572502117736	0.0132248006841982	0.0141599705243094	0.0134829154326714	0.0102605707391917	0.0111226058778546	0.016959612439328	0.011615015866139	0.0202950107936196	0.0253231005286064	0.00692538052756922	0.0158845469767246	0.0193749945635995	0.0137734406642409
OM3_C_8C_3	0.00512530816212925	0.037092678753364	0.00714027663198903	0.01000097222524	0.0101625806727528	0.0365956083523662	0.0714856501841784	0.0614181913974382	0.0256524128110414	0.0157524441953863	0.0431225561709048	0.0147506928303676	0.0162392288134149	0.03081763555999	0.0567303716747615	0.0109107376541893	0.011634388994642	0.00690839229758704	0.0236701369384353	0.0135513800166193	0.0206706411949719	0.0053546992124256	0	0.0127430331453927	0.018659642263018	0.00650922426393685	0.0156693981294429	0.0194626465118088	0.0143670823263549	0.0171825373921284	0.0174102741410954	0.0166192023233203	0.0123650578696442	0.0197447465669514	0.0233394949306541	0.0158162924868604	0.0147877003049497	0.0157439618786122	0.0139465832197943	0.0143727628445806	0.0101785144499122	0.0139234063272591	0.0111261996560253	0.0144792461853454	0.0183155885323375	0.0144673712961803	0.0370279189529817	0.0127165881172912	0.0138329701999033	0.0146948814916851	0.0145308364433595	0.0164706260417383	0.0115683964540803	0.0148436121896588	0.0134930641781376	0.0143314857044002	0.0173775179420909	0.0288510474545439	0.0122164737456199	0.0171371237355254	0.0179677075433357	0.0135709580067144
OM3_C_8E_1	0.00808227073054974	0.0371601319739128	0.0126584441349494	0.00524669508104245	0.0151907980695833	0.0290329521074227	0.0650898529907852	0.0539528285345584	0.0249269276123178	0.0117600696072668	0.0374895101301838	0.0129109070828872	0.0133708029281854	0.0289049599281518	0.0542762175677625	0.00358395483936564	0.00590925713352735	0.00774410686128236	0.0241133994385032	0.016395471673024	0.0208050261528309	0.0115075156411141	0.0127430331453927	0	0.0211024423163445	0.0133894004912357	0.0162652421877711	0.0214647464013439	0.0168635933366525	0.00783825790031355	0.0153605111610702	0.0130741762311167	0.00926993260602406	0.0112036729062771	0.0227521963534077	0.0109442980692247	0.00528480287612118	0.0109771472634723	0.0124244287835789	0.00504639922486181	0.0151505909377415	0.0163760995419063	0.0161053500552289	0.0185428697885987	0.0109261173171905	0.0139775345173643	0.0355828544968215	0.0110789767123685	0.0172234854955584	0.0135822593234826	0.0142406293963665	0.0169218699945487	0.00501269132244642	0.0148691605056053	0.01328175899575	0.00613225152398959	0.0156029657558951	0.028536201754202	0.0123404199923043	0.00658874354634013	0.0133392578137049	0.00634708145286491
OM3_C_8E_2	0.0202122167840886	0.0523199218893477	0.0193260180606916	0.0217530998402672	0.00859529735330414	0.0459678176746818	0.0834617291730826	0.0730360537580594	0.00844247878022123	0.01074395352842	0.0557946492125659	0.0126116360943477	0.00919927317343911	0.0441451390220861	0.0715441210036842	0.0179565916293758	0.0152451191534525	0.0209479712223465	0.0118210769511309	0.0312994904948982	0.035029280243113	0.0161506532511254	0.018659642263018	0.0211024423163445	0	0.0123631865204451	0.00547240158219982	0.0013553723852428	0.00682711226461721	0.0171300552722384	0.00861151161853773	0.0140406312424282	0.0128227544574858	0.0307171969602917	0.00636328294174395	0.0163298307263854	0.0185321590275822	0.0119868220564807	0.0154893541991525	0.0178051850991464	0.0104089124474252	0.0287557473619782	0.00817909529967165	0.00445353913728146	0.0145609978744736	0.00882318137029955	0.0531432163791184	0.0171869499445552	0.00793663740642518	0.00927041506767961	0.0109451405143814	0.00449008285146306	0.0165818448419675	0.00713974167323874	0.0292250085345166	0.0161871884724124	0.0249917068175226	0.0109956013318675	0.0146800937317808	0.0200223848156313	0.0331833439298153	0.0195355957074424
OM3_C_8E_3	0.00897208804985493	0.0412327520088102	0.00811778598551439	0.0125497040031592	0.004392707364275	0.0382613445865864	0.0745695618115331	0.06441182944663	0.019722016949796	0.011011547782467	0.0463114275837277	0.0100182577769838	0.0113323271207194	0.0339630024794477	0.0608531229668618	0.0106368319522012	0.00953150561652986	0.00975398248975941	0.0192300334886166	0.0191479844904923	0.0241341624093438	0.00643703904247783	0.00650922426393685	0.0133894004912357	0.0123631865204451	0	0.0100086798151063	0.0132732097030264	0.00930774930326108	0.01467066630875	0.0125401588079604	0.0122115525299196	0.00931854794666417	0.0218989398113188	0.0170177367076467	0.0140702072982418	0.0131582749670705	0.0118000410809439	0.0124819461775592	0.0126160701453212	0.00634669543957816	0.0174287710585344	0.00586549872733838	0.00811533243093506	0.0146691039619813	0.0086953923636644	0.0417469124244176	0.0102765603465331	0.00922235594162032	0.00908892851429101	0.0091683931733572	0.0104756138381834	0.00989378220961144	0.0096127788843931	0.0177520201663652	0.0121223722052379	0.0171257760795484	0.0228653791296889	0.0107450741106087	0.0154974361802964	0.02251919101037	0.0125145453388197
OM3_C_8F_1	0.016157823724866	0.0496764352582931	0.0170320845152145	0.016858918404439	0.00626374769839291	0.0426583357208103	0.079956457441686	0.0691881200822657	0.0100533699178858	0.0066516774470875	0.0522772449190955	0.0106827733933052	0.00439257176683545	0.0414413337574308	0.0684508680478856	0.0130004304431852	0.0103727642220246	0.017232000343889	0.0107688083518268	0.027846478187578	0.0323143166601376	0.0122526160063383	0.0156693981294429	0.0162652421877711	0.00547240158219982	0.0100086798151063	0	0.00543114238874222	0.00343731251127761	0.0123695014714304	0.00385305585103023	0.0120373894794637	0.00749905348758935	0.026535867078147	0.0088101079316642	0.0109138410992598	0.014215525454523	0.0068936242085212	0.010364045988427	0.0133009185379184	0.0071783059970747	0.0261273295495948	0.00586509660659168	0.00550084629817432	0.0100745225813673	0.00682765277894747	0.0497593339447869	0.0148040235293784	0.00501808605837173	0.00702440598375902	0.00962743204704051	0.00179235865342781	0.0121770988330987	0.00168270840687991	0.0257242206693759	0.0112271059477486	0.0229840648461464	0.0134256110034398	0.00974003348378965	0.0157690849904773	0.0286390590763628	0.0157885442258889
OM3_C_8F_2	0.0208440093716281	0.0533482628834927	0.0203633340688267	0.0221096957956476	0.00932783563560171	0.0466453066065891	0.0841651538369878	0.0736343531074872	0.00723142579442619	0.0109256697330731	0.0565503863745999	0.0134240569040959	0.00908053289899803	0.0451228329352761	0.0724691178556996	0.0182834646776495	0.0155668002478535	0.0217068123387455	0.0106410662634581	0.0321307111365429	0.0360274995061549	0.0166417415629568	0.0194626465118088	0.0214647464013439	0.0013553723852428	0.0132732097030264	0.00543114238874222	0	0.00678839049022616	0.0171692569075319	0.00813297018589615	0.0147352333108493	0.0129234828960066	0.0312873937919119	0.00597043915544846	0.0160426510388907	0.0189210839991279	0.0118944692010747	0.0152711215533959	0.0181454515012167	0.0107667707102563	0.0297683476679664	0.00874138548648572	0.00557972479253702	0.0144485914371064	0.00957772725223731	0.0540278861623118	0.0180988441480048	0.00792759039434616	0.00995787570627086	0.011862756349052	0.00460975570987918	0.0170575537391932	0.00708124590144459	0.0300614751960961	0.016352244416206	0.0259925934221499	0.00982952138133799	0.0146021620759639	0.0203351804072152	0.0337191597929802	0.0201544423752182
OM3_C_8F_3	0.0154282629275048	0.0499385548810845	0.0170945794903179	0.0163706603219845	0.00509911702760503	0.0442569239574139	0.0811897401836986	0.0704158643773996	0.0118672172831993	0.00931046852530095	0.0532860979311531	0.0130042982211976	0.00696445944233212	0.0421891720440853	0.0689774331739614	0.0133495532318085	0.0112611394186358	0.0171447803997834	0.00995748744920634	0.0271879547495728	0.0326935638677743	0.0105212654197483	0.0143670823263549	0.0168635933366525	0.00682711226461721	0.00930774930326108	0.00343731251127761	0.00678839049022616	0	0.0142103013887312	0.00581201550844643	0.0146388048392289	0.00794572338194193	0.0274711145665931	0.0115937047456169	0.0107144776563207	0.0158379708161127	0.00874007131908011	0.00902376317937276	0.0148351215398875	0.00459408303074742	0.0262336748973854	0.00387857969996051	0.00592401342029688	0.0123952806006927	0.00930717205649936	0.0498540903797584	0.0163479860730401	0.00158802887139313	0.00959874319318287	0.0118802495337832	0.00498055187199472	0.0132952089479895	0.00340432837246851	0.0256951609282476	0.0125845297405559	0.0244066077158048	0.0148957402454836	0.00804073760881598	0.0176339006607124	0.0284194154396089	0.0172530055555145
OM3_C_9A_1	0.0139298242432871	0.0436512237987281	0.0167108077655923	0.0116378767223239	0.0144487967312217	0.0326108560149975	0.0695761975518822	0.0582676665710078	0.0188258940620908	0.00657268472731273	0.0426907191869248	0.010611314723372	0.00820581618868712	0.0346273892496297	0.0604071001924787	0.00706514985601059	0.00558792859250917	0.0137986795487925	0.0195949210997203	0.0238821154412545	0.0270293224294326	0.0144552993407995	0.0171825373921284	0.00783825790031355	0.0171300552722384	0.01467066630875	0.0123695014714304	0.0171692569075319	0.0142103013887312	0	0.0102937285241079	0.0100780530023442	0.00718214286112456	0.0168417875879565	0.0169620065320042	0.00870767800238785	0.00495116730245982	0.00569240491034145	0.0115739927183199	0.00413918522315472	0.0147971761228748	0.0225238949432384	0.0150612727500281	0.0161371748062336	0.00347645039213821	0.0107679616997937	0.0425202837998928	0.0121373288110086	0.0151645084079908	0.010156797202091	0.0118957507388136	0.0126894089830253	0.00624819614648192	0.0111746655216307	0.0204341131983176	0.00288976772724533	0.0185342895296058	0.0223667846256325	0.0121135349060706	0.00499877545895451	0.0209332957618028	0.00858670291957109
OM3_C_9A_2	0.0168381024807201	0.0506204210076113	0.0189406071300116	0.0163307950627356	0.00928421150622801	0.0421498718420312	0.0793541949863974	0.0682634379371285	0.0099408286161705	0.00599236722640075	0.0519883153524446	0.0119750667225977	0.00283216580038711	0.0421514440983202	0.0687827802875886	0.0122759300432796	0.00973795542190903	0.0180379585275621	0.00992939326374856	0.0287246278457574	0.0333421723396326	0.0133527518392526	0.0174102741410954	0.0153605111610702	0.00861151161853773	0.0125401588079604	0.00385305585103023	0.00813297018589615	0.00581201550844643	0.0102937285241079	0	0.0127676034497795	0.00655052309353412	0.0259255533273595	0.00985405046269413	0.00843583350281774	0.0133517434401819	0.00472301143128986	0.00892138834585205	0.0123185904938531	0.00924057552215202	0.0274682623443864	0.00885094816744882	0.00933870514112956	0.00765151967770265	0.00866960980258197	0.0501688731534492	0.0160197498631985	0.0071274547778333	0.00855246765267731	0.0115017482021678	0.00477475067534982	0.0119091365213115	0.00315398150716779	0.0264066751162511	0.0097397111968581	0.0241348391890602	0.0134616495965442	0.00905764460362349	0.014526702740278	0.0282028846841787	0.0157332264214372
OM3_C_9A_3	0.0155556125762386	0.0415246052520075	0.0128948212785183	0.0166059815698361	0.0127817105560294	0.032278104183418	0.0700038001369545	0.0597316377435059	0.0182655320560555	0.00708339205213351	0.0428356702283069	0.00231957473680993	0.0100447648238006	0.0322436194268829	0.0595112119117677	0.0121051874797942	0.00969951846521497	0.0138527179880105	0.0222817159549005	0.0241484857470172	0.0245425032954892	0.0161968611627184	0.0166192023233203	0.0130741762311167	0.0140406312424282	0.0122115525299196	0.0120373894794637	0.0147352333108493	0.0146388048392289	0.0100780530023442	0.0127676034497795	0	0.0114920747358746	0.0190698517808548	0.0136791548636569	0.0162316602355951	0.00841423137011847	0.0102570140407952	0.0174480501763676	0.00866845259352018	0.015345154788485	0.0197905188197572	0.0140654194984397	0.012460970608282	0.00968035927433805	0.00560597012032001	0.0423700888579447	0.00604164655210304	0.0158405044486399	0.0051575991546812	0.00407942358241207	0.0111416678029626	0.00852582856363985	0.0119652317728643	0.0202030966117703	0.00984521646740308	0.0128809876971878	0.0215356201911367	0.0169057049653825	0.00923429319541729	0.0246157820204482	0.00813198574650107
OM3_C_9C_1	0.0106549690353049	0.0448239909550005	0.0142595092391574	0.0098181199910931	0.00823805945924984	0.0373915503460191	0.0740883817263982	0.0630164077239898	0.0163947964845974	0.00585009553769365	0.0464394007026479	0.0105064596571298	0.00534130921331433	0.0366740579366771	0.0629066369832748	0.00589582565232094	0.00391063030589458	0.0120363056546079	0.0150507500909552	0.0224834405379893	0.0277286392565984	0.00841688884352106	0.0123650578696442	0.00926993260602406	0.0128227544574858	0.00931854794666417	0.00749905348758935	0.0129234828960066	0.00794572338194193	0.00718214286112456	0.00655052309353412	0.0114920747358746	0	0.0202260431361295	0.0151808271877712	0.00542945009263722	0.00878252982091029	0.00379537829260832	0.00596910432871382	0.00761595857637493	0.00775693574529284	0.0219407374089151	0.00851419552228489	0.0110794703470108	0.00698399359592753	0.00866077642789919	0.043973958120006	0.0124197075128328	0.00851176635262489	0.00844256848726752	0.0106915336127078	0.00860663017521262	0.00652146395038145	0.00590563687861867	0.0202740835233499	0.00501292380204367	0.020065245077225	0.0199353601415476	0.00567933347929939	0.0105396701468122	0.0217129730042874	0.0109502978391006
OM3_C_9C_2	0.0153859110140029	0.0281857941176376	0.0168403438914306	0.0140250498711651	0.0248670109042793	0.0183230681383673	0.0539723177657585	0.0430530590938059	0.0348296972541969	0.0211551455462242	0.026329612908665	0.0196061156499676	0.0235482152680761	0.0194314954385406	0.0437381383410461	0.0146268951855837	0.0164608856864835	0.012946512660254	0.0351569293660847	0.0147389110287302	0.0141979985229452	0.0209760536729848	0.0197447465669514	0.0112036729062771	0.0307171969602917	0.0218989398113188	0.026535867078147	0.0312873937919119	0.0274711145665931	0.0168417875879565	0.0259255533273595	0.0190698517808548	0.0202260431361295	0	0.0316981608686619	0.0219434427549028	0.0129129752720123	0.0213437857222004	0.0235354943388208	0.0137556404737245	0.0254688240769876	0.013835911962757	0.026113396564809	0.027844126850759	0.0201367294504497	0.0223629544266894	0.0262000602159877	0.0155031518953783	0.0278807373178005	0.0219502161774329	0.0213544955487513	0.02680706093374	0.014363057057457	0.0253648548558509	0.0103103306017694	0.0163265781520346	0.0136497583707823	0.0384161727794778	0.0233830423714866	0.0125956325017665	0.00956879191837243	0.0113778569704536
OM3_C_9C_3	0.0239060707409082	0.0545886500126608	0.0227833544181953	0.0246464107781943	0.0137792097162279	0.0455978175271428	0.0833668198613519	0.0728453175393391	0.00577366887847961	0.0110359448913793	0.0563973865752863	0.01323733000572	0.0100764466142322	0.0456860560569299	0.0730616430333195	0.0201128856887166	0.0170972879064245	0.024076472991406	0.0136505630404658	0.0349089803639607	0.0373647093767406	0.0207598624436436	0.0233394949306541	0.0227521963534077	0.00636328294174395	0.0170177367076467	0.0088101079316642	0.00597043915544846	0.0115937047456169	0.0169620065320042	0.00985405046269413	0.0136791548636569	0.0151808271877712	0.0316981608686619	0	0.0182038806178145	0.0190529876424001	0.0127591690394503	0.0185847181939063	0.0184823496399695	0.0156259590877904	0.0316882469874343	0.0136494473296671	0.00996476237262597	0.0138023690869585	0.010243056655064	0.0554357389859274	0.0185949457720026	0.013040200791287	0.010360031918318	0.0120681670905051	0.00731203177743985	0.0181873938913111	0.0102029882465471	0.0320575834665665	0.0170814505398749	0.0260566164028937	0.00825503589825639	0.0183263824400729	0.0198616453941143	0.0356693558194313	0.0204994305097619
OM3_C_9D_1	0.0134085365039019	0.0476457639112584	0.0188688844347829	0.010662426383048	0.01260134358564	0.0394197823909657	0.0753767517299157	0.0638711631237477	0.0178525794442723	0.00997522038472154	0.0481680002765674	0.0156135273112066	0.0086220079107085	0.0397074104857744	0.0649720406721601	0.00827920609640428	0.00786490598698667	0.0154886615319363	0.0143726686107238	0.0248085868312119	0.0310588347114293	0.011029803861198	0.0158162924868604	0.0109442980692247	0.0163298307263854	0.0140702072982418	0.0109138410992598	0.0160426510388907	0.0107144776563207	0.00870767800238785	0.00843583350281774	0.0162316602355951	0.00542945009263722	0.0219434427549028	0.0182038806178145	0	0.0118010049445847	0.00663617979702687	0.00369737846168433	0.010582589526022	0.0108316253217889	0.0256202502486163	0.0123217669525207	0.0154323946804915	0.00873274920677803	0.0137476185285505	0.0459100640026676	0.0173498811690754	0.0109444121359706	0.0134741981503795	0.015935242299021	0.0123148331363148	0.0104478688759699	0.00928073303658124	0.0230328147816792	0.00757774243218737	0.024509059100781	0.0211632063792585	0.00527262713572393	0.0129149451990815	0.022386843181674	0.0146837192520822
OM3_C_9D_2	0.011290453451562	0.038895361261615	0.0128892851573225	0.0100153251048701	0.0143955761687947	0.0289048207519409	0.0660567395544146	0.0550806626872599	0.0219326519172623	0.00831534357759689	0.0387199541232014	0.00888113940221498	0.0108148674191437	0.0298524044801593	0.0560270506050559	0.0058384777215677	0.00518940654860348	0.0100338127104159	0.023036696904029	0.0198982784164111	0.0221670642769458	0.0135929896437864	0.0147877003049497	0.00528480287612118	0.0185321590275822	0.0131582749670705	0.014215525454523	0.0189210839991279	0.0158379708161127	0.00495116730245982	0.0133517434401819	0.00841423137011847	0.00878252982091029	0.0129129752720123	0.0190529876424001	0.0118010049445847	0	0.00879197089022438	0.0138024287957398	0.00123300451565005	0.0153190746165973	0.0178224943501146	0.0154625613496716	0.0165078175566755	0.00763568631534893	0.0105573190328166	0.03813740272695	0.00824458331264808	0.0166468976287579	0.0100122790103996	0.0105597426739616	0.0143641897080657	0.00343622564759775	0.0131351574780062	0.0160042381503103	0.00434819042910295	0.0138209705363398	0.025517185441039	0.0137417871836176	0.00239938623732558	0.0177136472150883	0.00369908984951194
OM3_C_9E_1	0.0139847717359874	0.0467819741977984	0.0165222236427404	0.0128495947192694	0.0101003187535456	0.0376105904749207	0.0747157274813879	0.0635678835485556	0.0140500849635147	0.00345133425474061	0.0474334404000013	0.009837712175531	0.00286731166026527	0.0381300864112831	0.0645009218678752	0.00828872322212468	0.0056767611793257	0.0147366441936227	0.0143129654985434	0.0254623000951326	0.0296540236616687	0.0121120708637504	0.0157439618786122	0.0109771472634723	0.0119868220564807	0.0118000410809439	0.0068936242085212	0.0118944692010747	0.00874007131908011	0.00569240491034145	0.00472301143128986	0.0102570140407952	0.00379537829260832	0.0213437857222004	0.0127591690394503	0.00663617979702687	0.00879197089022438	0	0.00840175923641576	0.00772001923593694	0.0102863317923494	0.0241897015852149	0.0103217053917785	0.0113935949074797	0.00382164000239239	0.00786605600196224	0.0460704955124312	0.012977746098544	0.00982516508268575	0.00746111991488386	0.0101479900721251	0.00751165229303403	0.0077627413485652	0.0056291815735499	0.0227159807979345	0.00508131959203743	0.0207428775272226	0.0176440128988589	0.00867231903228143	0.00991520446017057	0.0241408394168951	0.0115387800135721
OM3_C_9F_1	0.0125031995508275	0.04784483687317	0.0181479213495371	0.0107372113459643	0.0108044101435669	0.0414187208878332	0.0772000670707454	0.0658696672110117	0.0180489857659354	0.0113304351446767	0.0496500368157832	0.0163616986001957	0.00957251666404815	0.0403848322079793	0.0657548181492126	0.00927906988633985	0.00902212515860928	0.015198560111534	0.0133663320334357	0.024134552997839	0.0312285294902452	0.00871211575268922	0.0139465832197943	0.0124244287835789	0.0154893541991525	0.0124819461775592	0.010364045988427	0.0152711215533959	0.00902376317937276	0.0115739927183199	0.00892138834585205	0.0174480501763676	0.00596910432871382	0.0235354943388208	0.0185847181939063	0.00369737846168433	0.0138024287957398	0.00840175923641576	0	0.0125931096786497	0.00825866176660164	0.025345642014767	0.0102471039889701	0.0141715492700433	0.0114329007434546	0.0140639678874411	0.0462829756861007	0.0179455619646953	0.00874559513232578	0.0139681961861116	0.0163099355839525	0.0120296525855923	0.0116253213744549	0.00879103201619528	0.0230139983233104	0.00978345619641412	0.0252379350190469	0.0212230711501394	0.00198390285111492	0.0153539840469864	0.0228967922479272	0.0160746356950813
OM3_C_9F_3	0.0109184039762571	0.0397568186548092	0.0130416958782198	0.00946508305311784	0.0136117880873397	0.0300329083413312	0.0670878289429658	0.0560563466333525	0.0211280052424956	0.00756806408065331	0.039728846874404	0.00894060507854265	0.00986482042230693	0.0308386464708777	0.0569717019414791	0.00497599923723835	0.00410890442219066	0.0100667534102217	0.021920716023395	0.0201542620200274	0.0229689448669325	0.0127821127121441	0.0143727628445806	0.00504639922486181	0.0178051850991464	0.0126160701453212	0.0133009185379184	0.0181454515012167	0.0148351215398875	0.00413918522315472	0.0123185904938531	0.00866845259352018	0.00761595857637493	0.0137556404737245	0.0184823496399695	0.010582589526022	0.00123300451565005	0.00772001923593694	0.0125931096786497	0	0.0143598423484829	0.0184029698811535	0.0145961893455239	0.0158369798686059	0.00682890408183348	0.0101489268381647	0.0389102076934222	0.00876451460472203	0.015624534445249	0.00961207610481604	0.0104693161344096	0.0135557289221264	0.00287684310188427	0.0121475293677266	0.0164960155190561	0.00313180168081188	0.0147876571004308	0.0247268938809716	0.0125718029018551	0.00317156771137668	0.0179913986118491	0.00460723975701112
OM3_C_9G_1	0.0118366558843909	0.0466570375314316	0.0141592171111334	0.0135500636413717	0.00351920942902008	0.0427329129265746	0.0790703781025328	0.0684415970828205	0.0164450545167835	0.0109857465784225	0.0509289769233242	0.0134203357440732	0.00951588458144448	0.0394624759107196	0.0659314992750707	0.0116491034738982	0.0103827481434958	0.0140235930618138	0.013615697136025	0.023294412767985	0.0296535180980276	0.00634689703288631	0.0101785144499122	0.0151505909377415	0.0104089124474252	0.00634669543957816	0.0071783059970747	0.0107667707102563	0.00459408303074742	0.0147971761228748	0.00924057552215202	0.015345154788485	0.00775693574529284	0.0254688240769876	0.0156259590877904	0.0108316253217889	0.0153190746165973	0.0102863317923494	0.00825866176660164	0.0143598423484829	0	0.0230118187279749	0.0026215816874664	0.00755697754211795	0.0140159741856707	0.0105098300585134	0.0464654384080549	0.0152778157583202	0.00370560964801681	0.0108365106194054	0.0124594299100765	0.00854039707278838	0.0121875305729616	0.00653514993462386	0.0223830630515432	0.0124663552191582	0.0228220275571009	0.0194392945832058	0.00650089108267064	0.0174594573480529	0.0252727100876858	0.0161293000612486
OM3_C_9G_2	0.0131402214703474	0.0238212442048579	0.00953686536806125	0.0164367334340899	0.0217302704001928	0.0256193482957895	0.0591206403715891	0.050036621406428	0.0355618378027659	0.023115670452528	0.0308617025852397	0.0190324611411638	0.0252321792367374	0.0171092819685619	0.0436688717586449	0.0176123609172684	0.0188652076879478	0.0101887211697999	0.0358635475758799	0.00788645611140286	0.00690521705325254	0.0183571146800414	0.0139234063272591	0.0163760995419063	0.0287557473619782	0.0174287710585344	0.0261273295495948	0.0297683476679664	0.0262336748973854	0.0225238949432384	0.0274682623443864	0.0197905188197572	0.0219407374089151	0.013835911962757	0.0316882469874343	0.0256202502486163	0.0178224943501146	0.0241897015852149	0.025345642014767	0.0184029698811535	0.0230118187279749	0	0.0232141629590469	0.024691473794394	0.0248092560930967	0.0215326378124309	0.0249493116480955	0.0137782899288971	0.0262515899159728	0.0215333340279072	0.0198165056401632	0.0262711639243613	0.0167584393710562	0.0254062184804139	0.00530849009506336	0.0205815138238825	0.0102419494736708	0.0389248403390536	0.0241361400930366	0.0191746716144502	0.014272209646226	0.0144786890170444
OM3_C_9G_3	0.0131003939958085	0.0470025059903459	0.013942178994867	0.0151832356142949	0.00168153641996627	0.0428506408959076	0.0795243784072975	0.069040090523715	0.0150355960863474	0.0102575076983961	0.0513968471117695	0.0120470669280989	0.0089410103251103	0.0395942950266578	0.0664328927063347	0.0126822624536606	0.0109169551186921	0.0147101662902513	0.0135975217973814	0.0243332916726787	0.0298627060696118	0.00823235576545639	0.0111261996560253	0.0161053500552289	0.00817909529967165	0.00586549872733838	0.00586509660659168	0.00874138548648572	0.00387857969996051	0.0150612727500281	0.00885094816744882	0.0140654194984397	0.00851419552228489	0.026113396564809	0.0136494473296671	0.0123217669525207	0.0154625613496716	0.0103217053917785	0.0102471039889701	0.0145961893455239	0.0026215816874664	0.0232141629590469	0	0.00496223916166161	0.0139124516928224	0.00886128935257633	0.0472286835872221	0.0144666195465953	0.00359337903715429	0.00930292781195976	0.0107900812811775	0.00684091084960889	0.0124565909723733	0.00578788043621036	0.0230961872358509	0.0129236888471093	0.0221563031067376	0.017989004058904	0.00866681203961942	0.0175627811804324	0.0266772401843857	0.0160786570537845
