	OM3_B_B_2	OM3_B_B_3	OM3_C_7A_1	OM3_C_7A_2	OM3_C_7A_3	OM3_C_7B_3	OM3_C_7C_1	OM3_C_7C_2	OM3_C_7C_3	OM3_C_7G_1	OM3_C_7G_2	OM3_C_7G_3	OM3_C_7H_2	OM3_C_7H_3	OM3_C_8A_1	OM3_C_8A_2	OM3_C_8B_1	OM3_C_8B_3	OM3_C_8C_2	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8E_3	OM3_C_8F_2	OM3_C_9A_1	OM3_C_9A_2	OM3_C_9A_3	OM3_C_9C_1	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9F_2	OM3_C_9F_3	OM3_C_9G_1	OM3_C_9H_3	OM3_H_3D_2	OM3_H_3F_1	OM3_H_3F_2	OM3_H_3F_3	OM3_H_3G_1	OM3_H_3G_2	OM3_H_3G_3	OM3_H_3H_3
OM3_C_8E_1	0.00937887362976033	0.0111510479102301	0.00585693024488595	0.0150090083783536	0.00257121772803707	0.0114285910311951	0.0245803947740435	0.0201351785257185	0.0194977144543963	0.00759031555210807	0.0305206848536339	0.024957154640778	0.0125676519745329	0.020300042278709	0.0232362779247816	0.0124545883676721	0.00480257382195853	0.0175038207779749	0.0256827566076385	0.0251634509442055	0	0.0178214018669989	0.0209274782622338	0.0171866102650648	0.0267655616417881	0.0304026385155694	0.0161817263857862	0.013139153092285	0.0288811193069102	0.0178434139118194	0.0163201020838876	0.00648162036549945	0.00428329356711404	0.0283287168729477	0.0212103201993732	0.00974740002757568	0.0214217640287916	0.0271381442598361	0.050794054282727	0.0182718449902362	0.0184246986390591	0.0365536509039233	0.0304771425911967
OM3_C_8E_3	0.00848605502804806	0.0069744265684842	0.013240057531698	0.00598986380938167	0.0163305534823029	0.00808832642814164	0.00768072386706548	0.00251001743043405	0.00621152219935713	0.0102331992785215	0.0131634813818517	0.0072425844530398	0.00564821357209101	0.00894352746059655	0.00551982746119277	0.0053954237695854	0.0151846554637459	0.00142624395264225	0.0078714975381971	0.00747149892643279	0.0178214018669989	0	0.0035358332654973	0.0160523005993211	0.00911843469872987	0.0131763454747282	0.00740405381673561	0.00525892921468235	0.0110961813044283	0.000685283674912681	0.0025394472029621	0.0114165023137947	0.0148039906576073	0.0105389060247143	0.00684360568617503	0.00840993023136455	0.00444495932050631	0.00970497710548247	0.0329880565459431	0.000471040673326867	0.000712529138671379	0.0191677513151615	0.0138843047689108
OM3_C_8F_2	0.0115535562106246	0.00981614480581907	0.0159455422201355	0.00725563069903622	0.0192343981639763	0.0103200664987176	0.00415169261164534	0.00108551248936765	0.00834178524972477	0.0134004073978228	0.00971795905107509	0.00408502628162313	0.00840179793897669	0.00757340738623495	0.00243530181463776	0.00851310191163126	0.0178549107572165	0.00342827832830156	0.00533793952374365	0.00426811755107707	0.0209274782622338	0.0035358332654973	0	0.0163253067358125	0.00584165644205951	0.00969287521346225	0.00784349567432842	0.00877303385123411	0.00853362675495985	0.00322690119648894	0.00464751746329952	0.014452502866067	0.0181596559625571	0.00751304135104864	0.00462462433602881	0.0112565656249841	0.00109229965277519	0.0062707687013293	0.0299841039011175	0.00308074238585341	0.00328488940268719	0.0170388006311277	0.0103495370283907
OM3_C_9A_1	0.0133968492090183	0.0124410568224045	0.0119780965034101	0.0101469959912775	0.0146211015017763	0.01012303660821	0.017248796943429	0.0164613215809997	0.0219020648194845	0.0143135952904671	0.0223357976587327	0.019512467800228	0.0125125178225543	0.00969005118791242	0.0184010468178012	0.0137660260641522	0.0124057434032276	0.0146737591454438	0.0213377793621476	0.0195490313151712	0.0171866102650648	0.0160523005993211	0.0163253067358125	0	0.0204790416865352	0.0219040639046261	0.00869123105501644	0.0163290067909256	0.0241860916981134	0.0154628412481701	0.0135618915133608	0.0136734744401447	0.0180451531627423	0.0224895738411488	0.0127549328970105	0.0122747927159287	0.0158481870821801	0.0200359223974179	0.0429777963576158	0.016157476241045	0.0166848145698502	0.0327598536923331	0.0206776308147882
OM3_C_9A_2	0.0173902354701573	0.0156552367027803	0.0217454173744703	0.0127300195194499	0.0250650090596288	0.0160355268650284	0.00324607068629652	0.00666723075138256	0.0116826029157442	0.0192255087851656	0.00422154348601864	0.00189957144615628	0.0142394809248533	0.0108302314885784	0.00360069074468771	0.0143355488542584	0.0236385945164053	0.00926378176115652	0.00278515102566496	0.00165411113641492	0.0267655616417881	0.00911843469872987	0.00584165644205951	0.0204790416865352	0	0.00440644775576447	0.0128010858765966	0.0143339156259181	0.00392562817212697	0.00897203227154589	0.0104797823888717	0.0202929435129012	0.0239134503389845	0.00201104019966746	0.00773262639677368	0.0170931969196854	0.00549179161211163	0.0012049558030703	0.0241798434524665	0.00864833128759748	0.00864290889114698	0.0123112941433215	0.00598484293074797
OM3_C_9A_3	0.0210968515325658	0.0192593052882618	0.0250978008042248	0.0157559192652719	0.0285281149274896	0.0192733651920351	0.00582678097636879	0.0106676935015596	0.016081013409567	0.0229828527874061	0.000613392316399211	0.00622720150089607	0.0178472175786541	0.0123633627907125	0.00779846848600785	0.0181311134096366	0.0269234374855565	0.0130649314150629	0.00699718330350651	0.00596396584666922	0.0304026385155694	0.0131763454747282	0.00969287521346225	0.0219040639046261	0.00440644775576447	0	0.0153459408471663	0.0184347104597524	0.00628506352173833	0.0129191479120904	0.0141258157928674	0.0239315830747293	0.0278264320577241	0.00442024629643373	0.00984809384715075	0.0206587122608753	0.00902650707426043	0.00350842888657227	0.0213132540273597	0.0127075815946544	0.0127855294855878	0.0124553707593124	0.00235553420018035
OM3_C_9C_1	0.0081248247628228	0.00630589695800408	0.0104069637661349	0.00199579450640535	0.0139297383927938	0.00487490850128941	0.00980247589347353	0.00783741764758012	0.0134387144803835	0.00987813985340213	0.0156272758026734	0.0114763534893814	0.00548002702960237	0.0041484547884362	0.0101156613685869	0.00666324617754526	0.0120225589223863	0.00600281919222744	0.013093310185006	0.0115707450316149	0.0161817263857862	0.00740405381673561	0.00784349567432842	0.00869123105501644	0.0128010858765966	0.0153459408471663	0	0.00894266591818862	0.0161632542182246	0.00679201106362801	0.00499194219750539	0.0101901080257833	0.0148598776094029	0.0147542565643828	0.00550903273032854	0.00715538810185412	0.00757679196832689	0.0126746438198685	0.0366030210017262	0.00748070759092838	0.00801416673014086	0.0247597292782494	0.0148635745889855
OM3_C_9C_2	0.00449626207501635	0.00413906753790676	0.00954548950237456	0.00695075883560788	0.0120645583971495	0.00636286491428936	0.0128839602165144	0.00776841674082042	0.00688895902001676	0.0057261054568054	0.0184170529893809	0.0124418180583229	0.00382205576818293	0.0121735906499739	0.0107360528960647	0.00256407727578472	0.0114276582197809	0.00563295716592406	0.0128040875994392	0.0126805255596395	0.013139153092285	0.00525892921468235	0.00877303385123411	0.0163290067909256	0.0143339156259181	0.0184347104597524	0.00894266591818862	0	0.0159125526803635	0.00556950601289583	0.00514164772189864	0.00713568461661374	0.00972754626659967	0.0156333649128234	0.0111346684355531	0.00507543697511129	0.0095984267260823	0.0149594958391062	0.0379144647588682	0.00572780365021743	0.00569131533938991	0.0234199368660161	0.0190925401126248
OM3_C_9C_3	0.0195796660507642	0.0180321880051995	0.0242765685872377	0.0157791663152875	0.0274225812615927	0.018802011001697	0.00710420801665238	0.00901036164119383	0.0115424826672336	0.0212957120305503	0.00576423177313145	0.00470348512069824	0.0166591210601812	0.0146215118477249	0.00611434515931969	0.01649077096531	0.0262112296490195	0.0116792500315605	0.00325058282750324	0.00464373920598403	0.0288811193069102	0.0110961813044283	0.00853362675495985	0.0241860916981134	0.00392562817212697	0.00628506352173833	0.0161632542182246	0.0159125526803635	0	0.0111762916505085	0.0130244858102363	0.0225088093327018	0.0256377689317329	0.00216117097771403	0.0114512603149997	0.0194773831913995	0.00859389731549688	0.00484154121855944	0.0220091621792353	0.0106638598557072	0.0104665627596664	0.00861071078031475	0.00853404444928952
OM3_C_9E_1	0.00847265278708247	0.00685799667773771	0.0131041055456066	0.00546335038092408	0.0162696298237142	0.00778853825209182	0.00731467678034697	0.00230515747271825	0.00689224204661593	0.0102725335598141	0.0129364168637173	0.00712763540786287	0.00548523041539961	0.00825866023918845	0.00540138184071548	0.00538941166510941	0.0150421052430983	0.000789540671175085	0.00793046388614906	0.00734320702480771	0.0178434139118194	0.000685283674912681	0.00322690119648894	0.0154628412481701	0.00897203227154589	0.0129191479120904	0.00679201106362801	0.00556950601289583	0.0111762916505085	0	0.00206544229881509	0.0113983283366379	0.0149554302107419	0.0104879934703585	0.00620306264629613	0.00830474985926683	0.00403239400727656	0.00948258498769634	0.0329744169781508	0.000701890073873429	0.00122259953799776	0.0193763544531332	0.0135237184348971
OM3_C_9E_2	0.00697404842272811	0.00517986869393627	0.0113078587073854	0.00345534500174886	0.0145885303547113	0.00580077770920781	0.00833288581617407	0.00401442826681032	0.00844814057868944	0.00885870139078726	0.0142174900712479	0.00872808230200257	0.00376205796420068	0.00726636189426186	0.00704202493016365	0.00404391667508349	0.0132261136501194	0.0013752956575631	0.0097762632410286	0.00891521019201683	0.0163201020838876	0.0025394472029621	0.00464751746329952	0.0135618915133608	0.0104797823888717	0.0141258157928674	0.00499194219750539	0.00514164772189864	0.0130244858102363	0.00206544229881509	0	0.00983897206015536	0.0137586480282263	0.0121501341860483	0.00599752104121821	0.00661437085008982	0.00510851278851102	0.0108203587181061	0.0346289470427198	0.00275370418322364	0.00322567171959941	0.0213442074854688	0.0144323757777538
OM3_C_9F_2	0.00293077077156223	0.00467329692219043	0.00275922711130425	0.00875714107327814	0.00496828464880805	0.00531544805583784	0.0181118709763401	0.0136785640250537	0.0139295069544866	0.00146916024101268	0.0240438652489317	0.0184948667941042	0.00608797148521876	0.0143332014590866	0.0167778704474767	0.00602252564602653	0.00441656034769284	0.0110326237253994	0.0192867565055656	0.0186976112942423	0.00648162036549945	0.0114165023137947	0.014452502866067	0.0136734744401447	0.0202929435129012	0.0239315830747293	0.0101901080257833	0.00713568461661374	0.0225088093327018	0.0113983283366379	0.00983897206015536	0	0.00475050694181072	0.0218811236658616	0.0148870501803377	0.00329612949986038	0.0149416118890672	0.0206581279643913	0.0443649055666073	0.0118569225478878	0.0120459970517617	0.0303822910803187	0.0240594854615944
