	OM3_B_B_2	OM3_B_B_3	OM3_C_7A_1	OM3_C_7A_2	OM3_C_7A_3	OM3_C_7B_3	OM3_C_7C_1	OM3_C_7C_2	OM3_C_7C_3	OM3_C_7G_1	OM3_C_7G_2	OM3_C_7G_3	OM3_C_7H_2	OM3_C_7H_3	OM3_C_8A_1	OM3_C_8A_2	OM3_C_8B_1	OM3_C_8B_3	OM3_C_8C_2	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8E_3	OM3_C_8F_2	OM3_C_9A_1	OM3_C_9A_2	OM3_C_9A_3	OM3_C_9C_1	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9F_2	OM3_C_9F_3	OM3_C_9G_1	OM3_C_9H_3	OM3_H_3D_2	OM3_H_3F_1	OM3_H_3F_2	OM3_H_3F_3	OM3_H_3G_1	OM3_H_3G_2	OM3_H_3G_3	OM3_H_3H_3
OM3_C_9F_3	0.00695582363326417	0.00890103666501418	0.00611547121253952	0.013297175210533	0.00504181987671955	0.0100062897389248	0.0220781343196168	0.0172537934112486	0.0155965208675435	0.00505877320608251	0.0278736895861563	0.0220449985919794	0.0102124419556682	0.018980615138253	0.0203206505175824	0.00971744359354514	0.00643835585289669	0.0147638321090289	0.0225226109391507	0.0222716775089624	0.00428329356711404	0.0148039906576073	0.0181596559625571	0.0180451531627423	0.0239134503389845	0.0278264320577241	0.0148598776094029	0.00972754626659967	0.0256377689317329	0.0149554302107419	0.0137586480282263	0.00475050694181072	0	0.0253142612694061	0.0192635371267023	0.00774886622032381	0.0188104316898011	0.024428899167233	0.0476340681291933	0.0152720860071323	0.0153288519617955	0.0329589614847525	0.0281837805225409
OM3_C_9G_1	0.018958852218065	0.0172900239379053	0.0234548538235757	0.0145930747872681	0.0267170283017364	0.0178144940746413	0.00525282105965719	0.00820503684829301	0.0121542147713037	0.0207533065240243	0.00398775400442801	0.00343001886368171	0.0158844140395644	0.0128387285678059	0.00511372436743279	0.0158766981292358	0.0253661694433893	0.0108712514718082	0.00299512944276143	0.00326696821504521	0.0283287168729477	0.0105389060247143	0.00751304135104864	0.0224895738411488	0.00201104019966746	0.00442024629643373	0.0147542565643828	0.0156333649128234	0.00216117097771403	0.0104879934703585	0.0121501341860483	0.0218811236658616	0.0253142612694061	0	0.00974226287159308	0.0187361513594029	0.00732286885016532	0.00272557646650169	0.0224980733783194	0.0100783331530576	0.00998803172768328	0.0103074310857723	0.00653603020392176
OM3_C_9H_3	0.0123090427637729	0.0103654684348485	0.015614154207359	0.00621025620040491	0.0191199711864867	0.00980448135968851	0.00452916094997339	0.00537797769869841	0.0127021084877837	0.0142153755278262	0.0101495709197768	0.00682599493772193	0.00906948071300512	0.00321470265095178	0.00599002226560743	0.0097895738567374	0.0173467165450509	0.00574468382617026	0.00875938779336429	0.00683588736843665	0.0212103201993732	0.00684360568617503	0.00462462433602881	0.0127549328970105	0.00773262639677368	0.00984809384715075	0.00550903273032854	0.0111346684355531	0.0114512603149997	0.00620306264629613	0.00599752104121821	0.0148870501803377	0.0192635371267023	0.00974226287159308	0	0.0116114130764826	0.00370029611234987	0.00738355408333184	0.031137531940023	0.00656607441289214	0.00702905257954866	0.0200102423543088	0.00940086619538639
OM3_H_3D_2	0.00113827234375737	0.00144812656235689	0.00484121502193882	0.0055504920638183	0.00798280856367754	0.00245966864603887	0.0148346854720939	0.0105404268235624	0.0119068664873367	0.0027235740685336	0.0207825888457186	0.0153263920649653	0.00285498506507905	0.0112460622268188	0.0136231219482944	0.00312472963862347	0.00678817191743957	0.0078658425919915	0.0162341949543713	0.0155198808368247	0.00974740002757568	0.00840993023136455	0.0112565656249841	0.0122747927159287	0.0170931969196854	0.0206587122608753	0.00715538810185412	0.00507543697511129	0.0194773831913995	0.00830474985926683	0.00661437085008982	0.00329612949986038	0.00774886622032381	0.0187361513594029	0.0116114130764826	0	0.0116936387712556	0.0174159699179606	0.0412238028070251	0.00882453819194278	0.00907930960365393	0.0275474524199685	0.020764273645058
OM3_H_3F_1	0.0120819425895534	0.0102732030621072	0.0162790026797409	0.00727089045047779	0.0196357758233746	0.0105453534046585	0.0032960882876877	0.0021366021550233	0.00943146994181959	0.0139611391613845	0.00910934177300619	0.00393922251702666	0.00885555766502067	0.00678427451845201	0.00256195647679037	0.00910580098320682	0.0181615133456554	0.00405931276570702	0.00553286700339319	0.00406577593256715	0.0214217640287916	0.00444495932050631	0.00109229965277519	0.0158481870821801	0.00549179161211163	0.00902650707426043	0.00757679196832689	0.0095984267260823	0.00859389731549688	0.00403239400727656	0.00510851278851102	0.0149416118890672	0.0188104316898011	0.00732286885016532	0.00370029611234987	0.0116936387712556	0	0.00572305627879761	0.0296616323416992	0.00401449976515946	0.00428648463799979	0.0171849738088284	0.0094978946879423
OM3_H_3F_2	0.0177848703249261	0.015993450230783	0.0219790646167515	0.0127921101788681	0.0253536189565621	0.0162040030810702	0.00287850043228549	0.00720402358606798	0.012717216245316	0.0196499959137147	0.00345874100970888	0.00275967022986839	0.0145753972917544	0.0103479896862907	0.00429009681149517	0.0147714385827716	0.0238461534163475	0.00968522545393445	0.00398004187911727	0.00249448168595372	0.0271381442598361	0.00970497710548247	0.0062707687013293	0.0200359223974179	0.0012049558030703	0.00350842888657227	0.0126746438198685	0.0149594958391062	0.00484154121855944	0.00948258498769634	0.0108203587181061	0.0206581279643913	0.024428899167233	0.00272557646650169	0.00738355408333184	0.0174159699179606	0.00572305627879761	0	0.0240334362465775	0.00923459836408706	0.00929214577063099	0.0129188429835127	0.00484299594011971
OM3_H_3F_3	0.0414413013971435	0.0397794147248594	0.0459112503071444	0.0368200494966177	0.0491990170837367	0.0401988438356015	0.0268531633856621	0.030699947645291	0.0330065925813672	0.0432144241227375	0.0209912905592543	0.0259063066602429	0.0383722526647536	0.0336301584944558	0.0276088693537532	0.0383559399901063	0.0478055231786434	0.0333644081235657	0.0251471546508795	0.025717567788622	0.050794054282727	0.0329880565459431	0.0299841039011175	0.0429777963576158	0.0241798434524665	0.0213132540273597	0.0366030210017262	0.0379144647588682	0.0220091621792353	0.0329744169781508	0.0346289470427198	0.0443649055666073	0.0476340681291933	0.0224980733783194	0.031137531940023	0.0412238028070251	0.0296616323416992	0.0240334362465775	0	0.0325362147742529	0.0323981833993592	0.0160108684332216	0.0223113812267353
OM3_H_3G_1	0.00892633390504611	0.00738411952674185	0.013646596900962	0.00616469903138008	0.0167611299809061	0.00842185866889425	0.00723041883100875	0.00204342092512379	0.00631815637399006	0.0106855189314023	0.0126930677036216	0.00677395635480942	0.0060396630977041	0.00879505592565819	0.00505035255572758	0.00583458952216382	0.0155893728138704	0.00148565042922238	0.00743180836852334	0.00700205679890642	0.0182718449902362	0.000471040673326867	0.00308074238585341	0.016157476241045	0.00864833128759748	0.0127075815946544	0.00748070759092838	0.00572780365021743	0.0106638598557072	0.000701890073873429	0.00275370418322364	0.0118569225478878	0.0152720860071323	0.0100783331530576	0.00656607441289214	0.00882453819194278	0.00401449976515946	0.00923459836408706	0.0325362147742529	0	0.000545445177220806	0.018782433953114	0.0134299515250284
OM3_H_3G_2	0.00911822071216291	0.0076500436743491	0.0139152736237918	0.00666249847881196	0.0169753451737476	0.00879935287609456	0.00742506830459073	0.00220490888416436	0.00579009949968937	0.0108353008071793	0.0127449541418509	0.00675134386175467	0.00633960808952404	0.0093214979077725	0.00504580989451049	0.00603459524415307	0.0158610573625681	0.00201213913391223	0.00726010909804605	0.00698944151701388	0.0184246986390591	0.000712529138671379	0.00328488940268719	0.0166848145698502	0.00864290889114698	0.0127855294855878	0.00801416673014086	0.00569131533938991	0.0104665627596664	0.00122259953799776	0.00322567171959941	0.0120459970517617	0.0153288519617955	0.00998803172768328	0.00702905257954866	0.00907930960365393	0.00428648463799979	0.00929214577063099	0.0323981833993592	0.000545445177220806	0	0.0184813612097823	0.0135980397308479
OM3_H_3G_3	0.0274929779628607	0.0261267854727836	0.0323860044255089	0.0242885417169887	0.0353462515377272	0.0271416156967574	0.0155569864137645	0.0173773897904902	0.0176129938040706	0.0290651194881779	0.011850504913	0.0133138895478454	0.0248144896565475	0.0231383415681228	0.0146649504141268	0.0244601825784487	0.0343318137859694	0.0199723087629151	0.0117034929646463	0.0132489874701762	0.0365536509039233	0.0191677513151615	0.0170388006311277	0.0327598536923331	0.0123112941433215	0.0124553707593124	0.0247597292782494	0.0234199368660161	0.00861071078031475	0.0193763544531332	0.0213442074854688	0.0303822910803187	0.0329589614847525	0.0103074310857723	0.0200102423543088	0.0275474524199685	0.0171849738088284	0.0129188429835127	0.0160108684332216	0.018782433953114	0.0184813612097823	0	0.0146974076261974
OM3_H_3H_3	0.0213172431533122	0.0194181063600455	0.0249803709127794	0.0155640414380484	0.0284680787942499	0.019149053503028	0.00620984929538063	0.0114036428426016	0.0175200117857373	0.0232271573020593	0.00296132703753299	0.00754987558483963	0.0180337991231659	0.0114411937585825	0.00887387362874536	0.0184757463000966	0.0267373691520828	0.0135335930576945	0.00875224538015731	0.00728845919159801	0.0304771425911967	0.0138843047689108	0.0103495370283907	0.0206776308147882	0.00598484293074797	0.00235553420018035	0.0148635745889855	0.0190925401126248	0.00853404444928952	0.0135237184348971	0.0144323757777538	0.0240594854615944	0.0281837805225409	0.00653603020392176	0.00940086619538639	0.020764273645058	0.0094978946879423	0.00484299594011971	0.0223113812267353	0.0134299515250284	0.0135980397308479	0.0146974076261974	0
