	OM3_B_B	OM3_C_7A	OM3_C_7B	OM3_C_7C	OM3_C_7G	OM3_C_7H	OM3_C_8A	OM3_C_8B	OM3_C_8C	OM3_C_8E	OM3_C_8F	OM3_C_9A	OM3_C_9C	OM3_C_9D	OM3_C_9E	OM3_C_9F	OM3_C_9G	OM3_C_9H	OM3_H_3C	OM3_H_3D	OM3_H_3E	OM3_H_3F	OM3_H_3G	OM3_H_3H
OM3_B_B	0	0.0120075835062624	0.0198130572408222	0.0195605555951447	0.105055900601165	0.0150258888325457	0.0117441960320965	0.0106438054672352	0.0136328492788343	0.0107996984594472	0.00536144672782346	0.0141754190833502	0.0060306601020608	0.00871856981513519	0.00373281791159948	0.00665121631100349	0.0135575137939672	0.0154753404029806	0.0479073534261569	0.00987501671955689	0.0348341051727018	0.0135327868413559	0.00909245309870365	0.0074654483817879
OM3_C_7A	0.0120075835062624	0	0.00806823232574899	0.00823398929478012	0.094111987632537	0.00683539934181343	0.00510756962264286	0.00641544700130232	0.00395023075118097	0.0195784693972766	0.00745755271349595	0.00642626733658224	0.00844557281266295	0.00615978063109271	0.0130922536148291	0.00702215848446813	0.00395619012343895	0.00754756862258215	0.0381319326758065	0.0126799990992245	0.0452844376834128	0.00454722665186874	0.0048370029876577	0.00910283563131983
OM3_C_7B	0.0198130572408222	0.00806823232574899	0	0.00169633869359427	0.0863486288116112	0.00747754567135536	0.00992855392585673	0.0134418515982822	0.00845397750467202	0.0270691957385578	0.015439646536966	0.00946497130857659	0.0161453022860194	0.0138414822949699	0.0208256149959222	0.014753137383009	0.00686916563924065	0.00866886143227104	0.0318739507558237	0.0194353759738764	0.0530682401654528	0.00849886205581536	0.0121170708334153	0.0157837974569757
OM3_C_7C	0.0195605555951447	0.00823398929478012	0.00169633869359427	0	0.0861624571658445	0.00622325807469856	0.00934729959214887	0.0139655285785467	0.00914511580616487	0.0272130892851123	0.0155033462007712	0.0090391831167315	0.0162930470385915	0.0142643801969149	0.0207469427962178	0.0146744454690537	0.00621338511706133	0.00857261718436007	0.0314551665210828	0.0198155009816998	0.0532446101408136	0.0083338109942136	0.0120255540390746	0.0156904493650537
OM3_C_7G	0.105055900601165	0.094111987632537	0.0863486288116112	0.0861624571658445	0	0.0903296830891341	0.0935623577343366	0.0984641524469173	0.0945573175372593	0.113186824802494	0.101467048504484	0.0917347990429472	0.102367210488164	0.0998626812263967	0.106713228703846	0.0996675637765346	0.0916804131764559	0.0929373242522534	0.0601247408011766	0.105437907326746	0.139066755440867	0.0923015842542592	0.0968904852467129	0.101509166630532
OM3_C_7H	0.0150258888325457	0.00683539934181343	0.00747754567135536	0.00622325807469856	0.0903296830891341	0	0.00544554234723044	0.0127415565965973	0.00945703780001887	0.0237905569933793	0.0122441774638028	0.00688826729102597	0.013308705711677	0.0124345806814939	0.0167420013090965	0.0111805295168847	0.00298898727362897	0.0079964733631782	0.0345464057615478	0.0176364762981315	0.0494969742214911	0.0067155232315752	0.00895498752701444	0.0122458358950399
OM3_C_8A	0.0117441960320965	0.00510756962264286	0.00992855392585673	0.00934729959214887	0.0935623577343366	0.00544554234723044	0	0.00862897684206741	0.00903188588320786	0.0213767583760018	0.00910882354417473	0.00307362530955967	0.0107860109306538	0.00920774189399918	0.0141035704976097	0.00652846181769957	0.00370740085082617	0.0107845618530958	0.0362693334676215	0.0159524910101567	0.0463470398966486	0.00302156914044485	0.00413789102658566	0.011335562266708
OM3_C_8B	0.0106438054672352	0.00641544700130232	0.0134418515982822	0.0139655285785467	0.0984641524469173	0.0127415565965973	0.00862897684206741	0	0.007624757996477	0.0172504004889644	0.00627201221102055	0.00909614435921739	0.00747829495626758	0.00354315595784453	0.0116621392188404	0.00522576950555668	0.00983644352061692	0.0131294860853988	0.0416068269375303	0.0115216720857418	0.0414905398277071	0.00757792306348619	0.00498979395153489	0.0106445949254973
OM3_C_8C	0.0136328492788343	0.00395023075118097	0.00845397750467202	0.00914511580616487	0.0945573175372593	0.00945703780001887	0.00903188588320786	0.007624757996477	0	0.0190834201999903	0.00848608041531266	0.0101674805080698	0.00856550349798704	0.00644452125327047	0.013651253369029	0.00969535732616576	0.00705624186073674	0.00624389585020688	0.0399126065749769	0.0111673085356642	0.0449919395359877	0.00819696394692424	0.00817735652696556	0.0089216788746413
OM3_C_8E	0.0107996984594472	0.0195784693972766	0.0270691957385578	0.0272130892851123	0.113186824802494	0.0237905569933793	0.0213767583760018	0.0172504004889644	0.0190834201999903	0	0.0125094887814122	0.0237427905464205	0.0111392137654501	0.0144811985998047	0.00748473678324815	0.0159263660618803	0.0221394212756768	0.0207965454581076	0.0574394538491097	0.00849378964446602	0.0262895698488757	0.0225495731382441	0.018222823076561	0.0119743292252299
