	OM3_B_B_1	OM3_B_B_2	OM3_B_B_3	OM3_C_7A_1	OM3_C_7A_2	OM3_C_7A_3	OM3_C_7B_1	OM3_C_7B_2	OM3_C_7B_3	OM3_C_7C_2	OM3_C_7C_3	OM3_C_7G_1	OM3_C_7G_2	OM3_C_7G_3	OM3_C_7H_1	OM3_C_7H_2	OM3_C_7H_3	OM3_C_8A_1	OM3_C_8A_2	OM3_C_8A_3	OM3_C_8B_1	OM3_C_8B_2	OM3_C_8B_3	OM3_C_8C_1	OM3_C_8C_2	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8E_2	OM3_C_8E_3	OM3_C_8F_1	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9A_3	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9D_1	OM3_C_9D_2	OM3_C_9D_3	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9F_1	OM3_C_9F_2	OM3_C_9F_3	OM3_C_9G_2	OM3_C_9G_3	OM3_C_9H_1	OM3_C_9H_2	OM3_C_9H_3	OM3_H_3C_1	OM3_H_3C_2	OM3_H_3C_3	OM3_H_3D_2	OM3_H_3D_3	OM3_H_3E_1	OM3_H_3E_2	OM3_H_3E_3	OM3_H_3F_1	OM3_H_3F_2	OM3_H_3F_3	OM3_H_3G_1	OM3_H_3G_2	OM3_H_3G_3	OM3_H_3H_1	OM3_H_3H_2	OM3_H_3H_3
OM3_C_7C_3	0.0210537210189416	0.0210669921786454	0.0134884848195903	0.0340668791868784	0.0104179829555485	0.0145395730339005	0.040211673983455	0.00450242289220616	0.0236122421166245	0.00311937453371967	0	0.0714420022794364	0.0841882140384849	0.084052523307499	0.00661288664649365	0.0225614244745997	0.0131196631894701	0.0291608009012499	0.0100661291013751	0.01516139813411	0.0159988115433365	0.0203247711085284	0.00844368751312766	0.0205720651189511	0.00670787512802437	0.0120002091702953	0.0174393823689933	0.0294277400591915	0.00886383023551885	0.00488430677584236	0.0175014973257405	0.0167176467358452	0.00937167131521546	0.0167766080896633	0.0184995274791236	0.0124417707406671	0.0165606414447271	0.0118174194856951	0.0118504266114201	0.0226429913813758	0.0130646233559363	0.0161288738613556	0.0119623455894945	0.0140208253663133	0.0075266626885318	0.00753963382766945	0.0479076184998264	0.0110227441437569	0.0111271261369963	0.0289232532731375	0.00856426927875492	0.0431007012063176	0.0223922867308826	0.0157986767359439	0.0553226859357629	0.0305112541947694	0.0485544195750139	0.00914053544109459	0.00934114240317875	0.0239159512866746	0.0134256740644371	0.0221276094180118	0.0129129124322433	0.0178296100914531	0.0160536719926318	0.0085571490743572
OM3_C_7G_1	0.0921314729341885	0.0923677316423902	0.0845741135886117	0.105262788904285	0.0812804058245982	0.0846568960878519	0.0407347545031506	0.0734853713192186	0.0941468567790354	0.0733479199526275	0.0714420022794364	0	0.0130912356117041	0.0129657371378981	0.0776719383508407	0.0935882293324894	0.084431481019611	0.0479064606902603	0.0808646460491433	0.0861672818101868	0.0855859757576545	0.0908312191124951	0.0786679492765274	0.0917108009282096	0.0766163014787323	0.0816618622355437	0.0886198392600375	0.100391194110734	0.0698933489272859	0.0703729509075941	0.0886677233452555	0.087800026204548	0.0790189545949147	0.0876882451995155	0.0895493009364475	0.082883693266567	0.0869897003058258	0.0826513620319402	0.0824397829864744	0.0939706505289172	0.0843008744066294	0.0869130023593868	0.0830641475862431	0.0852267053639733	0.077501134401736	0.0789383208077599	0.119077770556329	0.0801690748682049	0.0819600120440931	0.0479561178879852	0.0701510901806918	0.036590691015605	0.0925766029570798	0.0845148899787118	0.126293792029631	0.101216099982879	0.119254682089778	0.0783687699890078	0.0795286383113909	0.0519430510989176	0.084124750449114	0.0934742051501249	0.0842711422142731	0.0887568425645132	0.0655093813827766	0.0784583007536267
OM3_C_7G_2	0.104747771181585	0.105055900601165	0.0973815722602016	0.117976420413513	0.094111987632537	0.09735365546716	0.0524188988994131	0.0863486288116112	0.106952144269177	0.0861624571658445	0.0841882140384849	0.0130912356117041	0	0.00265691892528072	0.0903296830891341	0.106386322388474	0.0972038094134661	0.0602233566345554	0.0935623577343366	0.0989805015716892	0.0984641524469173	0.103708075274718	0.0914089100609431	0.104409944506528	0.0893398238712387	0.0945573175372593	0.101322545910369	0.113186824802494	0.0825010890615931	0.0831047909637282	0.101467048504484	0.100594113668875	0.0917347990429472	0.100509874894211	0.102367210488164	0.0957318093881418	0.0998626812263967	0.0954864723414044	0.0952007415417029	0.106713228703846	0.0970094957061187	0.0996675637765346	0.0957633716804252	0.0980207569372749	0.0901999506049277	0.0916804131764559	0.131673384608158	0.0929373242522534	0.0945738562237245	0.0601247408011766	0.0827685699825468	0.0478410491357436	0.105437907326746	0.0974509078904038	0.139066755440867	0.113692792544026	0.132078495402325	0.0912509798128209	0.0923015842542592	0.0642154454736453	0.0968904852467129	0.106203704448964	0.0969986287036184	0.101509166630532	0.07835935334246	0.091249439517218
OM3_C_7G_3	0.104580546885238	0.104969080898211	0.097182949606643	0.117762182539131	0.093952681466448	0.0973755067129486	0.0531553686567997	0.0861320165241821	0.106646643865709	0.0859661745383279	0.084052523307499	0.0129657371378981	0.00265691892528072	0	0.0902064454344722	0.106152654506531	0.0970614881968866	0.0606576772107911	0.0935271064516698	0.0988482625682199	0.0983642360874059	0.103508469784389	0.091381410588437	0.104194424681302	0.0893206281239674	0.0942959533366984	0.101259511429165	0.112934942088533	0.082633461660888	0.0831025440654507	0.101317674618901	0.100375581333626	0.0917451172829051	0.100281182119136	0.10216930622629	0.0954804853167509	0.0996958075009531	0.0952819577744783	0.0951561935026586	0.106544145004255	0.0969328394554206	0.0996215206067879	0.0957054818515293	0.0978411105082222	0.0901927124878774	0.0915557409011212	0.131590045784103	0.0926009276843475	0.0945259622838842	0.0605863489368824	0.0828918574812711	0.0486771050620651	0.105127242794798	0.0971406264040271	0.13886516567248	0.113658990599301	0.13180771433715	0.0911256823616798	0.092260840881346	0.0645628793422924	0.0968390103396643	0.106078763958026	0.0968321286916159	0.10125661102555	0.0784372768085112	0.0912026551925008
OM3_C_7H_1	0.0146373692482987	0.0150258888325457	0.00861949755413022	0.0280189481872181	0.00683539934181343	0.0100604502908176	0.0460647941342857	0.00747754567135536	0.0183248186853424	0.00622325807469856	0.00661288664649365	0.0776719383508407	0.0903296830891341	0.0902064454344722	0	0.0170545038019292	0.00785728676353029	0.0349879803902207	0.00544554234723044	0.0103720454593471	0.0127415565965973	0.0157332902632379	0.00589501968659877	0.0145098034759055	0.00557270412212587	0.00945703780001887	0.0116735316187789	0.0237905569933793	0.0122569363672198	0.00943076771591411	0.0122441774638028	0.0114093758422667	0.00688826729102597	0.0117825411749161	0.013308705711677	0.00866163259773287	0.0124345806814939	0.00777208698972186	0.0077724653764568	0.0167420013090965	0.00742843866296694	0.0111805295168847	0.0065351475511222	0.00889124664351309	0.00540225945768891	0.00298898727362897	0.0416534846669474	0.0079964733631782	0.00504850294843174	0.0345464057615478	0.0119064672801758	0.0487903749689752	0.0176364762981315	0.0131911241430004	0.0494969742214911	0.0240194292718201	0.0429371692998526	0.00844227266428391	0.0067155232315752	0.0293826855750718	0.00895498752701444	0.0162147395991673	0.00706548104704916	0.0122458358950399	0.0211136469280439	0.00685408851731034
OM3_C_7H_2	0.00670110031426968	0.00634776926085431	0.00914675097437602	0.0120324056910956	0.0127779475246582	0.0133694460708333	0.0615738198288331	0.0202396305548288	0.00298315962545682	0.0203483472141839	0.0225614244745997	0.0935882293324894	0.106386322388474	0.106152654506531	0.0170545038019292	0	0.00983878171089235	0.0507086380980274	0.0148433810354737	0.0086226431460298	0.0114356328547128	0.00514824027257814	0.016858855502953	0.00428149590816164	0.0187848413266384	0.0124618053360043	0.00843788879059357	0.00687540011763725	0.0271389318437635	0.0247172742096834	0.00603686728828799	0.00585162318117146	0.0172745562826541	0.00596286727642003	0.00442192775773938	0.0108402071676174	0.00825010100781098	0.0110956186090361	0.0133929997884754	0.0029839131301368	0.0111985493327788	0.010041025513612	0.0125978660011209	0.00864316282865185	0.0182064902340051	0.0153175670558625	0.0268384401850419	0.0142888423839146	0.0142839584369132	0.0507009768583702	0.0267648354155246	0.0650870355766609	0.00392884622474756	0.011027881563834	0.0330297254810319	0.0137924689592762	0.0260634118072551	0.0165089968502163	0.0159727913859057	0.045781748579399	0.0119151324574731	0.00453571769601096	0.0099983147364285	0.00544144122896943	0.0330644657954409	0.016888830593148
OM3_C_7H_3	0.00947086603620274	0.00840499556961348	0.00214238118163953	0.0212200207780343	0.00374199432607007	0.00617644535593287	0.0518790390960659	0.0114248900090722	0.0115977964431567	0.0112803782243554	0.0131196631894701	0.084431481019611	0.0972038094134661	0.0970614881968866	0.00785728676353029	0.00983878171089235	0	0.0409629560965435	0.00531943994656649	0.00270388242607724	0.00654700287570823	0.00798114825187427	0.00717240663027033	0.00848575028529747	0.00898401917900168	0.00616814865992483	0.00520900758236447	0.0166015844421362	0.0173726309379514	0.0149221592451116	0.00444542505197217	0.00442282072029481	0.00780615451321718	0.00468477952916234	0.00569718739901339	0.00452346081086607	0.00505327932337413	0.00322601788354603	0.00441785836831587	0.0096837664277156	0.00265366486286748	0.00469070737101125	0.00354466034240994	0.00161950844874735	0.00845359739261332	0.00565947989375932	0.0350934794201348	0.00852535527391185	0.00566910465003664	0.0408904038113421	0.0169951827373803	0.055287709196694	0.0106680385451681	0.00825350624967131	0.0422426546660458	0.0188149075830818	0.0355800063976966	0.00779926006857023	0.00646898346024764	0.0359604122323643	0.00381465907342728	0.00913706045424007	0.00223931922526583	0.0063059361853953	0.0241980719772464	0.00737777914933106
OM3_C_8A_1	0.0492251461015525	0.0481251520258826	0.0417321046917999	0.0619501412119032	0.0380319872142741	0.0393471372394973	0.0111032486809885	0.0317269451364226	0.052142671986199	0.0314833161337137	0.0291608009012499	0.0479064606902603	0.0602233566345554	0.0606576772107911	0.0349879803902207	0.0507086380980274	0.0409629560965435	0	0.036468520525406	0.042314671935466	0.0411983827105404	0.04742287933825	0.034103252465069	0.049085245482945	0.0321386569180794	0.0396413235084868	0.0441803818683451	0.0574311679587429	0.0241824771761974	0.0260856601014841	0.0449546145824411	0.0450672394887232	0.0340244425847669	0.0449993210182777	0.0463543988649393	0.0407652508414446	0.0433693954165132	0.0399283899662852	0.0378210930470079	0.0504599235329731	0.0402229917301807	0.0421361447380019	0.0388445737126793	0.0421311074465604	0.0329099817538374	0.0357400876697783	0.074418353361988	0.0399057904257365	0.0380812521057753	0.00337821127527303	0.0245100657917884	0.0150067143064381	0.050556647629894	0.0428747797191174	0.0821534021574362	0.0569459232803604	0.0758478600089292	0.0347030810916514	0.0349691100921318	0.00735673791454851	0.0394970712492113	0.0494898790106757	0.0413366850283738	0.0465872181369437	0.0207558874423852	0.033977137023539
OM3_C_8A_2	0.0131624744317635	0.0117441960320965	0.00708421928882343	0.0255453147078157	0.00510756962264286	0.0047082126822648	0.047372871306857	0.00992855392585673	0.0168201781160805	0.00934729959214887	0.0100661291013751	0.0808646460491433	0.0935623577343366	0.0935271064516698	0.00544554234723044	0.0148433810354737	0.00531943994656649	0.036468520525406	0	0.00693633109721785	0.00862897684206741	0.0126952960801876	0.00279479564872176	0.0130534153562574	0.00444099225454917	0.00903188588320786	0.00785389885468754	0.0213767583760018	0.0124651601691831	0.0106895232940108	0.00910882354417473	0.00970737546064284	0.00307362530955967	0.00999787050380649	0.0107860109306538	0.00827911315954487	0.00920774189399918	0.00665525610774639	0.00282667785931113	0.0141035704976097	0.00378053424519444	0.00652846181769957	0.00238169727098648	0.0068986079029125	0.00356354583261588	0.00370740085082617	0.0385453959700843	0.0107845618530958	0.00323697225375764	0.0362693334676215	0.0121041929105928	0.05067974714859	0.0159524910101567	0.0121912997705203	0.0463470398966486	0.0213695981466869	0.0400398725382919	0.00673932208271728	0.00302156914044485	0.0313224898077018	0.00413789102658566	0.0131082709622041	0.00599137560770167	0.011335562266708	0.0207689601922032	0.00404862926551026
OM3_C_8A_3	0.00974402916876523	0.00748306895140565	0.00332408873818939	0.0199507022309144	0.00500577731375513	0.00599190985827478	0.0531156355148719	0.0130721723691113	0.0106783636910921	0.0131841940044059	0.01516139813411	0.0861672818101868	0.0989805015716892	0.0988482625682199	0.0103720454593471	0.0086226431460298	0.00270388242607724	0.042314671935466	0.00693633109721785	0	0.00447285192725595	0.0057617532135385	0.00847370840104537	0.00842265770912948	0.0105069071907567	0.00672049920087095	0.00458378306292256	0.0151555713158856	0.0187509065135876	0.0165018123261899	0.00271301379647834	0.00424157733774537	0.00887250293225697	0.00412007666869053	0.00428768942005183	0.00554022117924112	0.00271850684050156	0.0044670690166818	0.00495427003112811	0.00857080760739832	0.00419130638158263	0.00334967561657777	0.00517981551951726	0.00267038262679351	0.00999942634011659	0.00789343472560743	0.0336815256492334	0.010476654787315	0.0078221654888364	0.0423974657018816	0.0183772174769194	0.0568157582169967	0.00943862205768085	0.00768440637366981	0.0404632560241185	0.018260444480975	0.0337961931087099	0.00836164261896997	0.00744647039018627	0.0375958753621111	0.00364025846720265	0.0079013385622622	0.00469669590220988	0.00663271817021632	0.0247109242071842	0.00835737427143796
OM3_C_8B_1	0.013880031477532	0.0106438054672352	0.00689654581577407	0.0222360112112683	0.00641544700130232	0.00684113245066431	0.0517264957787415	0.0134418515982822	0.0134316280460404	0.0139655285785467	0.0159988115433365	0.0855859757576545	0.0984641524469173	0.0983642360874059	0.0127415565965973	0.0114356328547128	0.00654700287570823	0.0411983827105404	0.00862897684206741	0.00447285192725595	0	0.00687716164089389	0.00893590204388815	0.0124139855282731	0.010934907384798	0.007624757996477	0.00789930775408753	0.0172504004889644	0.0183437817480413	0.0163656755523783	0.00627201221102055	0.00815884318902847	0.00909614435921739	0.0075973152851565	0.00747829495626758	0.00781696082342455	0.00354315595784453	0.00678834151277661	0.00585997901604429	0.0116621392188404	0.00750131804686464	0.00522576950555668	0.00785794146129368	0.00669870435359145	0.010673456713014	0.00983644352061692	0.0354054398972298	0.0131294860853988	0.0107666301449046	0.0416068269375303	0.0179859514736092	0.0559698737596418	0.0115216720857418	0.00794825401181563	0.0414905398277071	0.0212249424224341	0.0348498980692514	0.00738868329641857	0.00757792306348619	0.0371168600243186	0.00498979395153489	0.0108496980511253	0.0087611907562899	0.0106445949254973	0.0223851627753509	0.0081479937496016
OM3_C_8B_2	0.0101497384169603	0.00770689635581639	0.00728893762097518	0.0160502446141147	0.00993803298054384	0.0108911144196205	0.0581062107340807	0.0175449389922648	0.00694659640968835	0.0179551320250208	0.0203247711085284	0.0908312191124951	0.103708075274718	0.103508469784389	0.0157332902632379	0.00514824027257814	0.00798114825187427	0.04742287933825	0.0126952960801876	0.0057617532135385	0.00687716164089389	0	0.0140817939720845	0.00788112944421046	0.0161068575416028	0.0095282644315558	0.00768411388085483	0.0106444356932645	0.0242473272365865	0.0218731568732745	0.00418585499445946	0.00538246732550177	0.0144569358584061	0.00473903371283871	0.00324966477948025	0.00865333456014483	0.00405774618559941	0.00864401918000294	0.0105356845245309	0.00645283059789303	0.00965708476033928	0.00754218107247551	0.0108337676403648	0.00690763638635359	0.0156812389946709	0.0133196715340144	0.0301400232842839	0.01348934456769	0.0132886698484254	0.0476842643811807	0.023873508217429	0.0620704851308648	0.00513903077541569	0.00778374503471874	0.0357642047489568	0.017328911059369	0.0287768347636864	0.012835480687895	0.0129299368982885	0.0429931681086983	0.00908091001326579	0.00658160030950593	0.00921601617636314	0.00697223974298034	0.0288781688654344	0.013703395251387
OM3_C_8B_3	0.0157887046815103	0.0141836290500722	0.008538706277944	0.0278786573161545	0.00538600508169295	0.00625438594989281	0.0449657372114664	0.00825029385053346	0.0187227946696703	0.00783821875076616	0.00844368751312766	0.0786679492765274	0.0914089100609431	0.091381410588437	0.00589501968659877	0.016858855502953	0.00717240663027033	0.034103252465069	0.00279479564872176	0.00847370840104537	0.00893590204388815	0.0140817939720845	0	0.0154313510522488	0.00215258621347225	0.00905062591571043	0.0102344519841558	0.0234653639548015	0.0102993404976618	0.00836636798636636	0.0109836216110024	0.0115537333802993	0.00136430075578047	0.0116344537269549	0.0125839672485568	0.00899780518183119	0.0102259374118623	0.00744180798424044	0.0038776294100158	0.0163860446583881	0.00628416895756273	0.00832410797495904	0.00499543136463069	0.00858865772801059	0.00174971919737249	0.00398127753995494	0.0409359649046154	0.0113442523583917	0.00577125006739092	0.0340566243509115	0.00992509548897452	0.0484877771467853	0.0175161867073229	0.0124215222826351	0.0484575070532536	0.0240328139685657	0.0420600964842306	0.00499746748428419	0.00138862519909357	0.029224318742256	0.00558915412539903	0.0154182641457659	0.00808867415096005	0.0133634661077366	0.0179821846745846	0.00166574526948951
OM3_C_8C_1	0.00292574696264069	0.00546076977340961	0.00814201463479449	0.0137009823481445	0.011880808512499	0.0123876818403744	0.060074093080356	0.0189339056841213	0.00560136230795651	0.0187036598961975	0.0205720651189511	0.0917108009282096	0.104409944506528	0.104194424681302	0.0145098034759055	0.00428149590816164	0.00848575028529747	0.049085245482945	0.0130534153562574	0.00842265770912948	0.0124139855282731	0.00788112944421046	0.0154313510522488	0	0.0171527421031342	0.0122736873810892	0.00720060756505068	0.0097461645308335	0.0254068584600588	0.0230306200579167	0.00617488301355525	0.00511725397533046	0.01588792634815	0.0059294562218453	0.0052723302688996	0.0101545716439662	0.00930061671635713	0.0102629190807878	0.0123840763745021	0.00381475815220562	0.00938253888839298	0.00961519017818392	0.0107538420386282	0.00756463238117154	0.0164777345065177	0.013398172823001	0.0281636264700579	0.0125089545635775	0.0116616204605045	0.0488165790234896	0.025040778444596	0.0631444956590647	0.00706366184085117	0.0120770855729836	0.0354339932598878	0.0127535351977321	0.0287853968847086	0.016057236972559	0.0148497443869437	0.0437291654903426	0.0111336274307614	0.00484510625986789	0.00777982515702285	0.00357877784470177	0.0326494959787697	0.0158323343692816
OM3_C_8C_2	0.0174240969314604	0.016136383631235	0.0101984268406671	0.0298502819344682	0.00689242923595494	0.00821717856323825	0.0430533861610269	0.00738582885457831	0.0205336982537	0.00674233797056753	0.00670787512802437	0.0766163014787323	0.0893398238712387	0.0893206281239674	0.00557270412212587	0.0187848413266384	0.00898401917900168	0.0321386569180794	0.00444099225454917	0.0105069071907567	0.010934907384798	0.0161068575416028	0.00215258621347225	0.0171527421031342	0	0.0102172817843649	0.0122115501760141	0.0254549471838055	0.00840029911072257	0.00630203971428103	0.0130011912179721	0.0133231673177408	0.00270228321638536	0.0134219702776979	0.0145273465083683	0.0103191926428576	0.0122195728176995	0.00891964041387839	0.0060219380668829	0.0183418826216125	0.00811736221883683	0.0104448971717988	0.00677698394473279	0.0103501385021018	0.00110695156710753	0.0045645096874148	0.0429219311617564	0.0117927154717689	0.00679315999005677	0.0320301005659188	0.00802001097709318	0.0464554289689824	0.0193401577468715	0.013813888513613	0.0505503964673314	0.0257666635603513	0.0441449544664974	0.00580637191671024	0.00338380223040437	0.0271518619365645	0.00772833042772546	0.0174139983950514	0.00958533111660746	0.0149851026820278	0.0167201409903684	0.00291902070288911
OM3_C_8C_3	0.0141870914617954	0.0136328492788343	0.00471412612884562	0.0244906500411745	0.00395023075118097	0.0109594149000355	0.0504242232766157	0.00845397750467202	0.0131133838003988	0.00914511580616487	0.0120002091702953	0.0816618622355437	0.0945573175372593	0.0942959533366984	0.00945703780001887	0.0124618053360043	0.00616814865992483	0.0396413235084868	0.00903188588320786	0.00672049920087095	0.007624757996477	0.0095282644315558	0.00905062591571043	0.0122736873810892	0.0102172817843649	0	0.0109973789415026	0.0190834201999903	0.0178600189411316	0.0144492643058293	0.00848608041531266	0.0072809244466184	0.0101674805080698	0.00668090154349287	0.00856550349798704	0.00232441778412859	0.00644452125327047	0.00300281302939325	0.00802759768450491	0.013651253369029	0.00848175032869845	0.00969535732616576	0.00868173676463584	0.00561906666345991	0.0103723513923608	0.00705624186073674	0.03909298910228	0.00624389585020688	0.0103986438796418	0.0399126065749769	0.017475207819074	0.0541428051530942	0.0111673085356642	0.00389238008924502	0.0449919395359877	0.0241140763402232	0.0377859409744996	0.00600508935714123	0.00819696394692424	0.0352208694025312	0.00817735652696556	0.0136644863167944	0.00691752346322151	0.0089216788746413	0.0219733872853217	0.00823843520115651
OM3_C_8E_1	0.00718179704786686	0.00397626017485824	0.00665087007276901	0.0178983515873113	0.00861171912979777	0.00548432866537585	0.0550007921816111	0.0163310590760637	0.0110974638201296	0.0160556591648323	0.0174393823689933	0.0886198392600375	0.101322545910369	0.101259511429165	0.0116735316187789	0.00843788879059357	0.00520900758236447	0.0441803818683451	0.00785389885468754	0.00458378306292256	0.00789930775408753	0.00768411388085483	0.0102344519841558	0.00720060756505068	0.0122115501760141	0.0109973789415026	0	0.0141469443348278	0.0200781143395356	0.0185032476884683	0.00391157861245564	0.00605529279769495	0.0102024886167111	0.00663613335198244	0.00569796931293723	0.00936736572252109	0.00667699687780111	0.00828572745833423	0.00670647378692534	0.00681386282947832	0.00438017120659322	0.00309958566115472	0.00559160899621202	0.0056693279391663	0.0113642982137675	0.00998094118634917	0.0307543029294589	0.0132882954729257	0.00740314530020372	0.044007698413871	0.0197318082615952	0.0584095207366584	0.0109681872332041	0.0120085064807747	0.0385546594446755	0.0142808580812055	0.0324047317836788	0.0119678694870918	0.00959592855234066	0.0390823753326786	0.00522656727182865	0.00545062004186333	0.00600410407302922	0.00740271777279199	0.0275538703508825	0.0107672200965704
OM3_C_8E_2	0.0110251432418002	0.0107996984594472	0.0160145889774008	0.00589530579515157	0.0195784693972766	0.0192155118138743	0.0682451851871435	0.0270691957385578	0.00669909584621988	0.0272130892851123	0.0294277400591915	0.100391194110734	0.113186824802494	0.112934942088533	0.0237905569933793	0.00687540011763725	0.0166015844421362	0.0574311679587429	0.0213767583760018	0.0151555713158856	0.0172504004889644	0.0106444356932645	0.0234653639548015	0.0097461645308335	0.0254549471838055	0.0190834201999903	0.0141469443348278	0	0.0337266926460547	0.0314915468829376	0.0125094887814122	0.0127245318966456	0.0237427905464205	0.0127974937380222	0.0111392137654501	0.0176132781358045	0.0144811985998047	0.0179329991555537	0.019823886848864	0.00748473678324815	0.0176612346073857	0.0159263660618803	0.0190701953154696	0.0154886519627564	0.024818386149604	0.0221394212756768	0.0208627285424684	0.0207965454581076	0.0206656280777457	0.0574394538491097	0.0333594266776918	0.0718370590155337	0.00849378964446602	0.0170218504984205	0.0262895698488757	0.0125887613736738	0.0192567971345905	0.023130838597419	0.0225495731382441	0.0525326236833842	0.018222823076561	0.00882491358600902	0.0167469221985734	0.0119743292252299	0.0394452461726052	0.023505585584534
OM3_C_8E_3	0.0253848641748102	0.0240035402911483	0.0185681162241193	0.0379394186893342	0.0150797512896277	0.0153222859441078	0.0350298364208666	0.0117615215482978	0.028930919967137	0.0110798689967005	0.00886383023551885	0.0698933489272859	0.0825010890615931	0.082633461660888	0.0122569363672198	0.0271389318437635	0.0173726309379514	0.0241824771761974	0.0124651601691831	0.0187509065135876	0.0183437817480413	0.0242473272365865	0.0102993404976618	0.0254068584600588	0.00840029911072257	0.0178600189411316	0.0200781143395356	0.0337266926460547	0	0.00425317088326116	0.0212703097021467	0.0217219096530317	0.0100447845126913	0.0218050911854106	0.0228754372667823	0.0183820408606693	0.0202827879950157	0.0171336036988281	0.0139856958831584	0.0265378464509408	0.0162447924201687	0.0182085161374312	0.0148379461029157	0.0187483957506606	0.00897185081716173	0.0125787498998562	0.0503461919743652	0.0188617388934072	0.0142101316727548	0.0239853685985588	0.000387955275925573	0.0384028328096089	0.027676014258969	0.02142741356013	0.0583209696159215	0.0329090295371296	0.0521568221993059	0.0125779127953994	0.0113335596031838	0.0192258696010134	0.0156496966316917	0.0254601617340091	0.0178658084133387	0.0233307656513967	0.0121277211215441	0.0105839741111042
