	OM3_B_B	OM3_C_7A	OM3_C_7B	OM3_C_7C	OM3_C_7G	OM3_C_7H	OM3_C_8A	OM3_C_8B	OM3_C_8C	OM3_C_8E	OM3_C_8F	OM3_C_9A	OM3_C_9C	OM3_C_9D	OM3_C_9E	OM3_C_9F	OM3_C_9G	OM3_C_9H	OM3_H_3C	OM3_H_3D	OM3_H_3E	OM3_H_3F	OM3_H_3G	OM3_H_3H
OM3_B_B	0	0.00457655666153591	0.034896109333555	0.0707970093772934	0.0378709530123617	0.0314715876879468	0.00557562218159758	0.00059268600719531	0.0299886287193985	0.0275485796760861	0.0185267474183851	0.0242537989855747	0.033344121859494	0.0138730531481339	0.0227064516251777	0.0560664441436669	0.000796247065467379	0.0196956535468953	0.0375518148426832	0.0313499628928687	0.0472645002156987	0.0369631168723444	0.0332328651867003	0.0164670401075262
OM3_C_7A	0.00457655666153591	0	0.0303213299171968	0.0662281935078423	0.0332965110831899	0.0268964553878138	0.000999075030852393	0.00398387469770906	0.0254133554770247	0.0229730901964791	0.0139506287554963	0.019678048557556	0.028769177783743	0.00929671562975542	0.018130590996989	0.0514946859914655	0.00378031475006974	0.0151196012051534	0.0329773353344871	0.0267748187628441	0.0426913114912876	0.0323885689094966	0.0286579096082069	0.0118908156552441
OM3_C_7B	0.034896109333555	0.0303213299171968	0	0.035932533507627	0.00297626412236377	0.00342588433509763	0.0293225799568316	0.0343036842666052	0.00490934263008066	0.00735009349564102	0.0163732195024396	0.0106455847056526	0.00155264124118362	0.0210267743769589	0.0121931714125381	0.0211851885028193	0.0341002107125029	0.0152042617921094	0.00265696305694953	0.0035475521506394	0.0123757323179618	0.00206797122448973	0.00166394247705196	0.0184329332014729
OM3_C_7C	0.0707970093772934	0.0662281935078423	0.035932533507627	0	0.0329575101053897	0.0393567092848862	0.0652306716892179	0.0702053879276417	0.0408393344069292	0.0432785913843796	0.0522948596300512	0.0465718220721736	0.0374844376519095	0.0569440513364498	0.0481182504349153	0.0147512796159019	0.0700021882272209	0.0511269092947014	0.0332766888887795	0.0394783108926728	0.0235604801241899	0.0338654483341854	0.0375956836791893	0.0543527118091942
OM3_C_7G	0.0378709530123617	0.0332965110831899	0.00297626412236377	0.0329575101053897	0	0.00640212518469359	0.0322978286468933	0.0372785742646175	0.00788556565188861	0.0103262769635476	0.0193491457768245	0.013621694536293	0.00452889790738491	0.0240024992632706	0.015169238617192	0.0182093302936508	0.0370751164393855	0.0181802312778827	0.000319301963531371	0.00652379171463154	0.00939959094446793	0.000908294886927062	0.00464019841204858	0.0214087761379477
OM3_C_7H	0.0314715876879468	0.0268964553878138	0.00342588433509763	0.0393567092848862	0.00640212518469359	0	0.0258976354786838	0.030879113909827	0.00148346721685891	0.00392424452933461	0.0129475960754426	0.00721979474132295	0.0018732466523157	0.0176013464336913	0.00876741841956773	0.0246104400640423	0.0306756238327063	0.0117785977557741	0.00608282764988012	0.000121668343888171	0.0158013786118546	0.00549384167859183	0.00176194544513388	0.015007389619288
OM3_C_8A	0.00557562218159758	0.000999075030852393	0.0293225799568316	0.0652306716892179	0.0322978286468933	0.0258976354786838	0	0.00498294233211833	0.0244145078707221	0.0219742004403216	0.012951620360972	0.0186791086662777	0.0277703950886184	0.00829766912218696	0.0171316302582185	0.0504965519607447	0.00477938304992309	0.0141206048623559	0.0319786453541057	0.0257759965230319	0.041692883253874	0.0313898652020383	0.027659124632239	0.0108917884430435
OM3_C_8B	0.00059268600719531	0.00398387469770906	0.0343036842666052	0.0702053879276417	0.0372785742646175	0.030879113909827	0.00498294233211833	0	0.0293961353837505	0.0269560561885757	0.0179341344957849	0.0236612388013695	0.032751674104155	0.0132804077754017	0.0221138758056039	0.0554744288742026	0.000203561094435354	0.0191030502444009	0.0369594309480802	0.0307574874757253	0.0466722919963626	0.0363707235955946	0.0326404158438817	0.0158744116671582
OM3_C_8C	0.0299886287193985	0.0254133554770247	0.00490934263008066	0.0408393344069292	0.00788556565188861	0.00148346721685891	0.0244145078707221	0.0293961353837505	0	0.00244078240833818	0.0114642081276861	0.00573634958829809	0.00335671053160418	0.0161180310291525	0.00728398524680207	0.0260935692428558	0.0291926386792379	0.0102951952653679	0.0075662704773137	0.00136179896084217	0.017284701615893	0.00697728857771807	0.00324540962665979	0.0135240308870175
OM3_C_8E	0.0275485796760861	0.0229730901964791	0.00735009349564102	0.0432785913843796	0.0103262769635476	0.00392424452933461	0.0219742004403216	0.0269560561885757	0.00244078240833818	0	0.00902351676938462	0.00329558377796486	0.00579747591808837	0.0136774430557157	0.00484323383252871	0.0285337059348489	0.0267525492760027	0.00785448399323624	0.0100069867687924	0.00380257683607518	0.0197251874022803	0.00941801359111759	0.00568617589277383	0.0110833805270054
OM3_C_8F	0.0185267474183851	0.0139506287554963	0.0163732195024396	0.0522948596300512	0.0193491457768245	0.0129475960754426	0.012951620360972	0.0179341344957849	0.0114642081276861	0.00902351676938462	0	0.00572799457286009	0.0148207135085695	0.00465413495182115	0.0041803490317043	0.0375537727453417	0.0177305974132942	0.00116906279368539	0.0190298858949798	0.0128259350007699	0.0287468723279409	0.0184409669192217	0.0147094208861011	0.00205993850567044
OM3_C_9A	0.0242537989855747	0.019678048557556	0.0106455847056526	0.0465718220721736	0.013621694536293	0.00721979474132295	0.0186791086662777	0.0236612388013695	0.00573634958829809	0.00329558377796486	0.00572799457286009	0	0.00909299729042523	0.0103820288219275	0.00154765896853918	0.0318282240740949	0.0234577194847696	0.00455894285600625	0.0133024132355126	0.0070981286352042	0.0230202366248177	0.0127134558376232	0.0089816992095615	0.0077878996857605
OM3_C_9C	0.033344121859494	0.028769177783743	0.00155264124118362	0.0374844376519095	0.00452889790738491	0.0018732466523157	0.0277703950886184	0.032751674104155	0.00335671053160418	0.00579747591808837	0.0148207135085695	0.00909299729042523	0	0.0194743618047993	0.0106406023597905	0.0227375649507024	0.032548192851432	0.0136517361806998	0.00420959811048222	0.00199491483375521	0.013928278526829	0.00362060832259454	0.000111301338288165	0.0168804655308062
OM3_C_9D	0.0138730531481339	0.00929671562975542	0.0210267743769589	0.0569440513364498	0.0240024992632706	0.0176013464336913	0.00829766912218696	0.0132804077754017	0.0161180310291525	0.0136774430557157	0.00465413495182115	0.0103820288219275	0.0194743618047993	0	0.00883442139805918	0.0422052615255764	0.0130768598302846	0.00582318619176518	0.0236832623883555	0.0174796915845525	0.0333993983927457	0.0230943849688086	0.0193630755721797	0.00259420553022258
OM3_C_9E	0.0227064516251777	0.018130590996989	0.0121931714125381	0.0481182504349153	0.015169238617192	0.00876741841956773	0.0171316302582185	0.0221138758056039	0.00728398524680207	0.00484323383252871	0.0041803490317043	0.00154765896853918	0.0106406023597905	0.00883442139805918	0	0.0333752966417057	0.0219103512127694	0.00301129158158821	0.0148499623560849	0.00864575338782845	0.0245675823399574	0.0142610139604957	0.0105293054930053	0.00624026799546097
OM3_C_9F	0.0560664441436669	0.0514946859914655	0.0211851885028193	0.0147512796159019	0.0182093302936508	0.0246104400640423	0.0504965519607447	0.0554744288742026	0.0260935692428558	0.0285337059348489	0.0375537727453417	0.0318282240740949	0.0227375649507024	0.0422052615255764	0.0333752966417057	0	0.0552710947929824	0.0363852816395417	0.0185285942017636	0.0247320821421477	0.00881027051778482	0.019117513466062	0.0228488458057525	0.0396126131489266
OM3_C_9G	0.000796247065467379	0.00378031475006974	0.0341002107125029	0.0700021882272209	0.0370751164393855	0.0306756238327063	0.00477938304992309	0.000203561094435354	0.0291926386792379	0.0267525492760027	0.0177305974132942	0.0234577194847696	0.032548192851432	0.0130768598302846	0.0219103512127694	0.0552710947929824	0	0.0188995163950556	0.0367559713743998	0.030553996843033	0.0464688921738645	0.0361672608351158	0.0324369340526591	0.0156708693800348
OM3_C_9H	0.0196956535468953	0.0151196012051534	0.0152042617921094	0.0511269092947014	0.0181802312778827	0.0117785977557741	0.0141206048623559	0.0191030502444009	0.0102951952653679	0.00785448399323624	0.00116906279368539	0.00455894285600625	0.0136517361806998	0.00582318619176518	0.00301129158158821	0.0363852816395417	0.0188995163950556	0	0.0178609664079595	0.0116569354190584	0.0275781424091561	0.0172720384529878	0.0135404422291424	0.00322899846740797
OM3_H_3C	0.0375518148426832	0.0329773353344871	0.00265696305694953	0.0332766888887795	0.000319301963531371	0.00608282764988012	0.0319786453541057	0.0369594309480802	0.0075662704773137	0.0100069867687924	0.0190298858949798	0.0133024132355126	0.00420959811048222	0.0236832623883555	0.0148499623560849	0.0185285942017636	0.0367559713743998	0.0178609664079595	0	0.00620449435446251	0.00971888257540508	0.000588992984159253	0.00432089872715936	0.0210895258172879
OM3_H_3D	0.0313499628928687	0.0267748187628441	0.0035475521506394	0.0394783108926728	0.00652379171463154	0.000121668343888171	0.0257759965230319	0.0307574874757253	0.00136179896084217	0.00380257683607518	0.0128259350007699	0.0070981286352042	0.00199491483375521	0.0174796915845525	0.00864575338782845	0.0247320821421477	0.030553996843033	0.0116569354190584	0.00620449435446251	0	0.0159230360652005	0.0056155086821777	0.00188361364476548	0.0148857310628589
OM3_H_3E	0.0472645002156987	0.0426913114912876	0.0123757323179618	0.0235604801241899	0.00939959094446793	0.0158013786118546	0.041692883253874	0.0466722919963626	0.017284701615893	0.0197251874022803	0.0287468723279409	0.0230202366248177	0.013928278526829	0.0333993983927457	0.0245675823399574	0.00881027051778482	0.0464688921738645	0.0275781424091561	0.00971888257540508	0.0159230360652005	0	0.0103078546516324	0.0140395721325779	0.0308061547506746
OM3_H_3F	0.0369631168723444	0.0323885689094966	0.00206797122448973	0.0338654483341854	0.000908294886927062	0.00549384167859183	0.0313898652020383	0.0363707235955946	0.00697728857771807	0.00941801359111759	0.0184409669192217	0.0127134558376232	0.00362060832259454	0.0230943849688086	0.0142610139604957	0.019117513466062	0.0361672608351158	0.0172720384529878	0.000588992984159253	0.0056155086821777	0.0103078546516324	0	0.00373190912478724	0.0205006240874239
OM3_H_3G	0.0332328651867003	0.0286579096082069	0.00166394247705196	0.0375956836791893	0.00464019841204858	0.00176194544513388	0.027659124632239	0.0326404158438817	0.00324540962665979	0.00568617589277383	0.0147094208861011	0.0089816992095615	0.000111301338288165	0.0193630755721797	0.0105293054930053	0.0228488458057525	0.0324369340526591	0.0135404422291424	0.00432089872715936	0.00188361364476548	0.0140395721325779	0.00373190912478724	0	0.0167691755195942
OM3_H_3H	0.0164670401075262	0.0118908156552441	0.0184329332014729	0.0543527118091942	0.0214087761379477	0.015007389619288	0.0108917884430435	0.0158744116671582	0.0135240308870175	0.0110833805270054	0.00205993850567044	0.0077878996857605	0.0168804655308062	0.00259420553022258	0.00624026799546097	0.0396126131489266	0.0156708693800348	0.00322899846740797	0.0210895258172879	0.0148857310628589	0.0308061547506746	0.0205006240874239	0.0167691755195942	0
