Sample	Marker	Overlap_Score
OM3_B_B	S1038_OM3_0.01	0
OM3_B_B	S1050_OM3_0.01	0
OM3_B_B	S1062_OM3_0.01	0
OM3_B_B	S1070_OM3_0.01	0
OM3_B_B	S1074_OM3_0.01	0
OM3_B_B	S1149_OM3_0.01	0
OM3_B_B	S1163_OM3_0.01	0
OM3_B_B	S1181_OM3_0.01	0
OM3_B_B	S1230_OM3_0.01	0
OM3_B_B	S1292_OM3_0.01	0
OM3_B_B	S1322_OM3_0.01	0
OM3_B_B	S1330_OM3_0.01	0
OM3_B_B	S1334_OM3_0.01	0
OM3_B_B	S1377_OM3_0.01	0
OM3_B_B	S1411_OM3_0.01	0
OM3_B_B	S293_OM3_0.01	0
OM3_B_B	S321_OM3_0.01	0
OM3_B_B	S438_OM3_0.01	0
OM3_B_B	S498_OM3_0.01	0
OM3_B_B	S506_OM3_0.01	0
OM3_B_B	S538_OM3_0.01	0
OM3_B_B	S542_OM3_0.01	0
OM3_B_B	S574_OM3_0.01	0
OM3_B_B	S598_OM3_0.01	0
OM3_B_B	S600_OM3_0.01	0
OM3_B_B	S644_OM3_0.01	0
OM3_B_B	S686_OM3_0.01	0
OM3_B_B	S771_OM3_0.01	0
OM3_C_7A	S1038_OM3_0.01	0.016074226155926
OM3_C_7A	S1050_OM3_0.01	0.0121585079846944
OM3_C_7A	S1062_OM3_0.01	0.0296803595567389
OM3_C_7A	S1070_OM3_0.01	0.017442695274475
OM3_C_7A	S1074_OM3_0.01	0.0347173188000287
OM3_C_7A	S1149_OM3_0.01	0.00459202810047671
OM3_C_7A	S1163_OM3_0.01	0.011045275859232
OM3_C_7A	S1181_OM3_0.01	0.015195120470559
OM3_C_7A	S1230_OM3_0.01	0.00345877483071358
OM3_C_7A	S1292_OM3_0.01	0.0021856674293379
OM3_C_7A	S1322_OM3_0.01	0.00440454790982658
OM3_C_7A	S1330_OM3_0.01	0.080630454778814
OM3_C_7A	S1334_OM3_0.01	0.0119253817842128
OM3_C_7A	S1377_OM3_0.01	0.00528567150306186
OM3_C_7A	S1411_OM3_0.01	0.0319634703196347
OM3_C_7A	S293_OM3_0.01	0.0123955551568554
OM3_C_7A	S321_OM3_0.01	0.0603802461192152
OM3_C_7A	S438_OM3_0.01	0.0181397316966314
OM3_C_7A	S498_OM3_0.01	0.0398118421384819
OM3_C_7A	S506_OM3_0.01	0.043291763051286
OM3_C_7A	S538_OM3_0.01	0.0160756763657651
OM3_C_7A	S542_OM3_0.01	0.0140198745187924
OM3_C_7A	S574_OM3_0.01	0.00813067725551464
OM3_C_7A	S598_OM3_0.01	0.0088453994795647
OM3_C_7A	S600_OM3_0.01	0.00960540706675822
OM3_C_7A	S644_OM3_0.01	0.0337037887118729
OM3_C_7A	S686_OM3_0.01	NA
OM3_C_7A	S771_OM3_0.01	0.0171324325608496
OM3_C_7B	S1038_OM3_0.01	0.0241591418894651
OM3_C_7B	S1050_OM3_0.01	0.0178852115962638
OM3_C_7B	S1062_OM3_0.01	0.0502479750884715
OM3_C_7B	S1070_OM3_0.01	0.0165744236297069
OM3_C_7B	S1074_OM3_0.01	0.0436370449851726
OM3_C_7B	S1149_OM3_0.01	0.00256383712188002
OM3_C_7B	S1163_OM3_0.01	0.0575540751619618
OM3_C_7B	S1181_OM3_0.01	0.089452426614778
OM3_C_7B	S1230_OM3_0.01	0.0231699255063818
OM3_C_7B	S1292_OM3_0.01	0.00712005403597704
OM3_C_7B	S1322_OM3_0.01	0.00588215007343817
OM3_C_7B	S1330_OM3_0.01	0.0745610484613838
OM3_C_7B	S1334_OM3_0.01	0.0190255996222848
OM3_C_7B	S1377_OM3_0.01	0.0405572062355
OM3_C_7B	S1411_OM3_0.01	0.0120187932088338
OM3_C_7B	S293_OM3_0.01	0.0206250350511384
OM3_C_7B	S321_OM3_0.01	NA
OM3_C_7B	S438_OM3_0.01	0.020300729587856
OM3_C_7B	S498_OM3_0.01	0.0234402355689664
OM3_C_7B	S506_OM3_0.01	0.00942071729379035
OM3_C_7B	S538_OM3_0.01	0.0250929876498754
OM3_C_7B	S542_OM3_0.01	0.0212331822786269
OM3_C_7B	S574_OM3_0.01	0.0127970948681997
OM3_C_7B	S598_OM3_0.01	0.00260397899074721
OM3_C_7B	S600_OM3_0.01	0.0196242257869055
OM3_C_7B	S644_OM3_0.01	0.0456891235859316
OM3_C_7B	S686_OM3_0.01	NA
OM3_C_7B	S771_OM3_0.01	0.0394790853064903
OM3_C_7C	S1038_OM3_0.01	0.00883669877476845
OM3_C_7C	S1050_OM3_0.01	0.00456800875147889
OM3_C_7C	S1062_OM3_0.01	0.0280166737110339
OM3_C_7C	S1070_OM3_0.01	0.0431269639927375
OM3_C_7C	S1074_OM3_0.01	0.0608505278026224
OM3_C_7C	S1149_OM3_0.01	0.00705085920139081
OM3_C_7C	S1163_OM3_0.01	0.0272961707262542
OM3_C_7C	S1181_OM3_0.01	0.0182736009741618
OM3_C_7C	S1230_OM3_0.01	0.0121315268485783
OM3_C_7C	S1292_OM3_0.01	0.00514950949268533
OM3_C_7C	S1322_OM3_0.01	0.00190632005533808
