	OM3_B_B_1	OM3_B_B_2	OM3_B_B_3	OM3_C_7A_1	OM3_C_7A_2	OM3_C_7A_3	OM3_C_7B_1	OM3_C_7B_2	OM3_C_7B_3	OM3_C_7C_1	OM3_C_7C_2	OM3_C_7G_1	OM3_C_7G_2	OM3_C_7G_3	OM3_C_7H_1	OM3_C_7H_2	OM3_C_8A_1	OM3_C_8A_2	OM3_C_8A_3	OM3_C_8B_2	OM3_C_8B_3	OM3_C_8C_1	OM3_C_8C_2	OM3_C_8E_1	OM3_C_8E_2	OM3_C_8F_1	OM3_C_8F_2	OM3_C_9A_1	OM3_C_9A_2	OM3_C_9C_2	OM3_C_9D_1	OM3_C_9E_1	OM3_C_9F_1	OM3_C_9F_2	OM3_C_9G_1	OM3_C_9G_2	OM3_C_9G_3	OM3_C_9H_1	OM3_C_9H_2	OM3_C_9H_3	OM3_H_3C_1	OM3_H_3C_2	OM3_H_3C_3	OM3_H_3D_2	OM3_H_3D_3	OM3_H_3E_1	OM3_H_3E_2	OM3_H_3F_1	OM3_H_3F_2	OM3_H_3F_3	OM3_H_3G_1	OM3_H_3G_2	OM3_H_3H_1	OM3_H_3H_2	OM3_H_3H_3
OM3_C_8C_1	0.0299886287193985	0.0315763642948823	0.0332081476662191	0.00531265905699049	0.0254133554770247	0.0303762874885832	0.000107567674321635	0.00490934263008066	0.0245220656504238	0.0408393344069292	0.00719742298209873	0.0151043696499657	0.00788556565188861	0.0105955094011784	0.00148346721685891	0.0169723346278174	0.0208603561955057	0.0244145078707221	0.00912424163241575	0.0293961353837505	0.0284466440583423	0	0.0339045814428373	0.00244078240833818	0.0162021384430581	0.0594945193374079	0.0114642081276861	0.00573634958829809	0.00777758196198218	0.00335671053160418	0.0161180310291525	0.00728398524680207	0.0260935692428558	0.0274404108583531	0.0175650069998055	0.0160087187468459	0.0291926386792379	0.0102951952653679	0.018204593654257	0.0119535334913863	0.0075662704773137	0.022571705577623	0.00939934398995781	0.00136179896084217	0.00313622789273171	0.017284701615893	0.0156412968021917	0.00697728857771807	0.00535677281842799	0.00678793116283124	0.0119366807286412	0.00324540962665979	0.0135240308870175	0.000191776605480539	0.0137780014937033
OM3_C_8C_2	0.00391742517121143	0.00232913977197368	0.000696724292967263	0.0285938017987399	0.00849392469543487	0.00352963808371635	0.0340121039735075	0.0388115783935656	0.00938539178562986	0.0747069316755743	0.026709539084732	0.018803743219374	0.0417860962857372	0.0444943024407174	0.0353874013373722	0.0169358242799245	0.0130476197401479	0.00949296960248647	0.0247831428064939	0.0045101072397352	0.00545988241289872	0.0339045814428373	0	0.0314647478362728	0.0177060119887704	0.0256093700361229	0.0224435664909762	0.0281702315138536	0.0416781781848835	0.0372597511325151	0.0177901175837259	0.0266229977495692	0.0599790654018528	0.00646639145608831	0.0514585254449886	0.0178994272392379	0.00471366670702225	0.0236124012819726	0.0157035481003909	0.0219543056571879	0.0414669942401743	0.0564607227617335	0.0245080933131686	0.0352657881796962	0.0307695461624285	0.0511784545127561	0.0495363867190056	0.040878362166512	0.0392587658573663	0.0406891154493021	0.0219711562957441	0.0371485056874541	0.0203839754109761	0.0337128846254782	0.0201300261039621
OM3_C_8E_1	0.0275485796760861	0.02913639921455	0.0307682736892738	0.0028718900420071	0.0229730901964791	0.0279362585201555	0.00254834984268773	0.00735009349564102	0.0220817626719619	0.0432785913843796	0.00475667065098571	0.0126637558678525	0.0103262769635476	0.0130361713371615	0.00392424452933461	0.0145317698323249	0.0184199134155154	0.0219742004403216	0.00668351284314857	0.0269560561885757	0.026006517879478	0.00244078240833818	0.0314647478362728	0	0.0137615526935826	0.0570567966216408	0.00902351676938462	0.00329558377796486	0.0102182949775675	0.00579747591808837	0.0136774430557157	0.00484323383252871	0.0285337059348489	0.0250002366809217	0.0200054837240879	0.0135681279018852	0.0267525492760027	0.00785448399323624	0.0157640645930823	0.00951285118914215	0.0100069867687924	0.0250119977549096	0.00695861909780482	0.00380257683607518	0.000695447397316126	0.0197251874022803	0.0180818330036594	0.00941801359111759	0.00779751872060908	0.00922865885243057	0.00949599810742958	0.00568617589277383	0.0110833805270054	0.00224900618084724	0.0113373567116747
OM3_C_8E_2	0.0137889436888026	0.0153771090596242	0.0170093661404781	0.0108898185533633	0.00921260288150769	0.0141767045677728	0.0163096958574128	0.0211108762322066	0.00832113450978186	0.0570280691366801	0.00900509575701735	0.00109786645438291	0.0240865970459293	0.0267959949129577	0.0176854523205292	0.000770273247971001	0.00465879171098522	0.00821355583065472	0.00707827609766905	0.0131962978158785	0.0122465709244528	0.0162021384430581	0.0177060119887704	0.0137615526935826	0	0.0433079178469187	0.00473824967586647	0.0104661408911473	0.0239786333601504	0.0195584655743995	8.41154019285239e-05	0.00891853438169734	0.0422893229664277	0.011240100000054	0.0337637025576197	0.000193437941654004	0.01299274970407	0.0059073005365859	0.00200267024705722	0.00424890362230508	0.0237673606332484	0.0387687739722438	0.00680317003805798	0.0175637976016157	0.0130661505485965	0.0334834798562945	0.0318405418069399	0.0231784840504067	0.0215582374408238	0.0229891596466306	0.00426575714460194	0.0194471794734577	0.00267832071873761	0.016010379796627	0.00242433354483149
OM3_C_8F_1	0.0295256587905739	0.0279378697727455	0.0263059138515268	0.0541881953061935	0.0341004578377146	0.0291379973701049	0.0596019463494501	0.0643969436343846	0.0349915472216744	0.100245827384582	0.0523053893791611	0.044404991381946	0.0673684780325366	0.0700738296146467	0.0609760034364806	0.0425381781470811	0.0386520654941829	0.0350990784380315	0.0503804149426322	0.0301181432178169	0.0310675876320047	0.0594945193374079	0.0256093700361229	0.0570567966216408	0.0433079178469187	0	0.048042473305537	0.053764958177612	0.0672606709572219	0.0628466095803582	0.0433919738469032	0.0522189133849075	0.0855397666208819	0.0320737273227332	0.0770301108527254	0.0435012188476971	0.0303216332503465	0.049210504077061	0.0413065956684369	0.0475535415111075	0.0670497036722115	0.0820260732631457	0.0501055628764606	0.0608545013360374	0.0563621765528988	0.0767503759369571	0.0751102502439274	0.0664616712634395	0.0648436927364533	0.0662726160168011	0.0475703808910195	0.0627354695071281	0.0459842373350833	0.0593029922943331	0.0457304496561122
OM3_C_8F_2	0.0185267474183851	0.0201148183325769	0.0217469689697327	0.00615168435007985	0.0139506287554963	0.0189144860630582	0.0115717706619689	0.0163732195024396	0.0130591950464313	0.0522948596300512	0.00426691237347666	0.00364039014404254	0.0193491457768245	0.0220587566083286	0.0129475960754426	0.00550851556755069	0.00939696533494893	0.012951620360972	0.00234005502566621	0.0179341344957849	0.016984457808658	0.0114642081276861	0.0224435664909762	0.00902351676938462	0.00473824967586647	0.048042473305537	0	0.00572799457286009	0.0192411741155833	0.0148207135085695	0.00465413495182115	0.0041803490317043	0.0375537727453417	0.0159780365995589	0.0290271247148611	0.00454481325753388	0.0177305974132942	0.00116906279368539	0.00674089650328139	0.000489349649332622	0.0190298858949798	0.0340327702497447	0.00206494462551265	0.0128259350007699	0.00832808824410241	0.0287468723279409	0.0271037654895282	0.0184409669192217	0.0168206096940666	0.0182516291339385	0.000472496016783725	0.0147094208861011	0.00205993850567044	0.0112724404506063	0.00231392584099967
OM3_C_9A_1	0.0242537989855747	0.0258417211366914	0.0274737075719538	0.000423695181772594	0.019678048557556	0.0246415023085801	0.00584391596700513	0.0106455847056526	0.0187866761792501	0.0465718220721736	0.00146109513774014	0.00936831367462979	0.013621694536293	0.0163315038264841	0.00721979474132295	0.0112363810894912	0.0151246630133688	0.0186791086662777	0.00338795601512165	0.0236612388013695	0.0227116434893568	0.00573634958829809	0.0281702315138536	0.00329558377796486	0.0104661408911473	0.053764958177612	0.00572799457286009	0	0.0135137155849099	0.00909299729042523	0.0103820288219275	0.00154765896853918	0.0318282240740949	0.0217053043038949	0.0233005188083914	0.0102727105336623	0.0234577194847696	0.00455894285600625	0.0124687157283098	0.00621733789390101	0.0133024132355126	0.0283067496989105	0.00366306566128772	0.0070981286352042	0.00260013852718989	0.0230202366248177	0.0213769614532799	0.0127134558376232	0.0110930001872694	0.0125241059995089	0.0062004844960525	0.0089816992095615	0.0077878996857605	0.00554457517505959	0.00804188167578812
OM3_C_9A_2	0.0377630226630439	0.0393504457840472	0.0409818927272223	0.0130900473083942	0.0331885679879984	0.0381506064971908	0.00767001658080129	0.00286827840041706	0.0322974235381133	0.0330654547632259	0.0149747044996296	0.0228809850586893	0.000107986049900395	0.002818010107457	0.00629414068454222	0.0247487409126958	0.0286362633651185	0.0321898829922822	0.016901393376886	0.0371706421698905	0.0362213274287498	0.00777758196198218	0.0416781781848835	0.0102182949775675	0.0239786333601504	0.0672606709572219	0.0192411741155833	0.0135137155849099	0	0.00442091262700976	0.0238945354204887	0.0150612613827346	0.0183173036209513	0.0352152756611397	0.00978789987615282	0.0237852353914341	0.0369671837517044	0.0180722579202391	0.0259808511001398	0.0197304567219389	0.000211315916099534	0.0147950443922834	0.0171764754991895	0.00641580727452148	0.0109137145958548	0.00950757357608937	0.00786405479128414	0.000800308864963416	0.00242084511679871	0.000989669424513024	0.0197136054543265	0.00453221317046995	0.0213008077269113	0.00796935431865829	0.0215547533468052
OM3_C_9C_2	0.033344121859494	0.0349317309441672	0.0365633777049511	0.00866931412067517	0.028769177783743	0.0337317503293966	0.00324914327717842	0.00155264124118362	0.0278779459979037	0.0374844376519095	0.0105540419594646	0.0184607429797932	0.00452889790738491	0.00723889066912812	0.0018732466523157	0.020328627578083	0.0242164542767935	0.0277703950886184	0.0124808148006512	0.032751674104155	0.0318022539873534	0.00335671053160418	0.0372597511325151	0.00579747591808837	0.0195584655743995	0.0628466095803582	0.0148207135085695	0.00909299729042523	0.00442091262700976	0	0.0194743618047993	0.0106406023597905	0.0227375649507024	0.030796093787699	0.0142085944213475	0.0193650542329249	0.032548192851432	0.0136517361806998	0.0215608288802136	0.0153100230076688	0.00420959811048222	0.0192155119473137	0.0127559098809275	0.00199491483375521	0.00649291392199924	0.013928278526829	0.0122848158262206	0.00362060832259454	0.00200007513540098	0.00343124854754887	0.0152931708010451	0.000111301338288165	0.0168804655308062	0.00354848631901157	0.0171344266968047
OM3_C_9D_1	0.0138730531481339	0.0154612170692267	0.0170934724937804	0.0108057067598473	0.00929671562975542	0.0142608136878526	0.0162255885497784	0.0210267743769589	0.00840524774580349	0.0569440513364498	0.00892098282067254	0.001013751086205	0.0240024992632706	0.0267119012978165	0.0176013464336913	0.000854388630195539	0.00474290643038482	0.00829766912218696	0.00699416221642636	0.0132804077754017	0.0123306816393851	0.0161180310291525	0.0177901175837259	0.0136774430557157	8.41154019285239e-05	0.0433919738469032	0.00465413495182115	0.0103820288219275	0.0238945354204887	0.0194743618047993	0	0.00883442139805918	0.0422052615255764	0.0113242114535704	0.0336796216609918	0.000109322539790037	0.0130768598302846	0.00582318619176518	0.00208678552053672	0.00416478876433681	0.0236832623883555	0.0386847039801809	0.00671905604036216	0.0174796915845525	0.0129820403429083	0.0333993983927457	0.031756457112816	0.0230943849688086	0.0214741361640255	0.0229050603004347	0.0041816422910011	0.0193630755721797	0.00259420553022258	0.0159262721949757	0.00234021831710559
OM3_C_9E_1	0.0227064516251777	0.0242944176838048	0.0259264522995893	0.00197135368319657	0.018130590996989	0.0230941653984735	0.0073915508388547	0.0121931714125381	0.017239199960962	0.0481182504349153	8.65639020788513e-05	0.00782069586103346	0.015169238617192	0.0178790006285096	0.00876741841956773	0.00968878332716137	0.0135771197106845	0.0171316302582185	0.00184030053909464	0.0221138758056039	0.0211642562854124	0.00728398524680207	0.0266229977495692	0.00484323383252871	0.00891853438169734	0.0522189133849075	0.0041803490317043	0.00154765896853918	0.0150612613827346	0.0106406023597905	0.00883442139805918	0	0.0333752966417057	0.020157892583345	0.0248478571277026	0.00872510193332772	0.0219103512127694	0.00301129158158821	0.0109211333626099	0.00466969520960647	0.0148499623560849	0.0298539415508679	0.00211541103389242	0.00864575338782845	0.00414779147081645	0.0245675823399574	0.0229243488096608	0.0142610139604957	0.0126405811089348	0.0140716669355677	0.00465284170887854	0.0105293054930053	0.00624026799546097	0.00709221220421022	0.00649425202503216
OM3_C_9F_1	0.0560664441436669	0.057652864975607	0.0592832459705686	0.0314046798391203	0.0514946859914655	0.0564537864311507	0.0259860274620924	0.0211851885028193	0.050604033825518	0.0147512796159019	0.0332887670626793	0.0411921436158316	0.0182093302936508	0.0154995758845259	0.0246104400640423	0.0430590918911462	0.0469447836269983	0.0504965519607447	0.0352148247175643	0.0554744288742026	0.0545256894587705	0.0260935692428558	0.0599790654018528	0.0285337059348489	0.0422893229664277	0.0855397666208819	0.0375537727453417	0.0318282240740949	0.0183173036209513	0.0227375649507024	0.0422052615255764	0.0333752966417057	0	0.0535202340301595	0.00852994240681027	0.0420960087918598	0.0552710947929824	0.0363852816395417	0.0442906437919484	0.0380428720293085	0.0185285942017636	0.00352259501400069	0.0354898127071419	0.0247320821421477	0.0292289470142949	0.00881027051778482	0.0104537795155037	0.019117513466062	0.0207378236645532	0.0193068493766687	0.0380260271283754	0.0228488458057525	0.0396126131489266	0.026285299147247	0.0398664570583061
OM3_C_9F_2	0.0025489905423272	0.00413727511635666	0.00576967694811196	0.0221289252521498	0.00202757495917772	0.00293677855972005	0.0275479490313301	0.0323481759547267	0.00291906666091122	0.068252465969365	0.0202444435771381	0.0123379103299575	0.0353232133166987	0.0380319276049186	0.0289234511803087	0.0104698602015324	0.00658143573609951	0.00302664770619734	0.0183178405845121	0.00195630564233966	0.00100652238060734	0.0274404108583531	0.00646639145608831	0.0250002366809217	0.011240100000054	0.0320737273227332	0.0159780365995589	0.0217053043038949	0.0352152756611397	0.030796093787699	0.0113242114535704	0.020157892583345	0.0535202340301595	0	0.0449976103932	0.0114335287733665	0.00175274480956778	0.0171469819214847	0.00923750653533443	0.0154887314052657	0.0350040536040231	0.0500009914644724	0.0180427629936553	0.028801819562407	0.0243049430142222	0.044717476516451	0.0430750468074705	0.034415316376281	0.032795438926366	0.0342260361885067	0.0155055835529178	0.0306848304943563	0.0139182663934914	0.0272486862855762	0.0136642963845503
OM3_C_9G_1	0.0475446103196598	0.049131544029828	0.0507624687885065	0.0228769043838193	0.0429714633158271	0.0479320763575618	0.0174574510703475	0.0126560523114166	0.0420805559351096	0.0232801984410613	0.024761312296109	0.0326662727254199	0.00967991744993049	0.00696995779852728	0.0160816889192158	0.0345336516890483	0.0384203095112083	0.0419730436093305	0.0266877203703757	0.0469524077483471	0.0460033728020263	0.0175650069998055	0.0514585254449886	0.0200054837240879	0.0337637025576197	0.0770301108527254	0.0290271247148611	0.0233005188083914	0.00978789987615282	0.0142085944213475	0.0336796216609918	0.0248478571277026	0.00852994240681027	0.0449976103932	0	0.0335703437067629	0.046749009848844	0.0278584014176061	0.0357654995814803	0.0295163236952748	0.00999920846679573	0.00500740018233998	0.0269627602560641	0.016203345985365	0.020700828354023	0.000280335512590613	0.00192389740512557	0.010588179357013	0.0122086424512319	0.0107775323118637	0.0294994753361113	0.0143198877147485	0.0310863947940411	0.0177567623042641	0.0313402934994304
OM3_C_9G_2	0.0139823678564101	0.0155705298810229	0.0172027831402991	0.0106963888266322	0.00940603464799475	0.0143701279522001	0.0161162764047595	0.0209174692811007	0.00851456740489858	0.05683485520835	0.00881166341674888	0.000904428582999087	0.0238931994374397	0.0266026068674519	0.0174920361245912	0.000963711137146277	0.00485222804575162	0.00840698885424445	0.0068848415993832	0.0133897231383489	0.0124399979914692	0.0160087187468459	0.0178994272392379	0.0135681279018852	0.000193437941654004	0.0435012188476971	0.00454481325753388	0.0102727105336623	0.0237852353914341	0.0193650542329249	0.000109322539790037	0.00872510193332772	0.0420960087918598	0.0114335287733665	0.0335703437067629	0	0.0131861754114465	0.00571386498126169	0.00219610787662232	0.00405546689982544	0.0235739619642368	0.0385754401597647	0.00660973527411177	0.0173703811071414	0.0128727244564926	0.0332901197038679	0.0316471742379211	0.0229850834618097	0.0213648318165079	0.0227957584510031	0.00407232043203934	0.0192537678300242	0.00248488324827485	0.015816959670145	0.00223089598612808
OM3_C_9G_3	0.000796247065467379	0.00238453679046905	0.00401694738546592	0.023881328010767	0.00378031475006974	0.0011840360337586	0.0293001729444219	0.0341002107125029	0.00467180254605105	0.0700021882272209	0.0219968998563689	0.0140905419959318	0.0370751164393855	0.0397837013358898	0.0306756238327063	0.0122225216373754	0.00833414472838403	0.00477938304992309	0.0200703469319962	0.000203561094435354	0.000746222921606037	0.0291926386792379	0.00471366670702225	0.0267525492760027	0.01299274970407	0.0303216332503465	0.0177305974132942	0.0234577194847696	0.0369671837517044	0.032548192851432	0.0130768598302846	0.0219103512127694	0.0552710947929824	0.00175274480956778	0.046749009848844	0.0131861754114465	0	0.0188995163950556	0.0109901851541635	0.0172413027276971	0.0367559713743998	0.0517520853927537	0.0197952761055694	0.030553996843033	0.0260572783952973	0.0464688921738645	0.0448265555214949	0.0361672608351158	0.0345474545965432	0.0359779891363969	0.0172581545184988	0.0324369340526591	0.0156708693800348	0.0290009210375382	0.0154169041956211
OM3_C_9H_1	0.0196956535468953	0.0212836971629858	0.0229158174349158	0.00498263455554489	0.0151196012051534	0.0200833857307169	0.0104027587922103	0.0152042617921094	0.0142281782917227	0.0511269092947014	0.00309785519056909	0.0048094454775662	0.0181802312778827	0.0208898878454969	0.0117785977557741	0.00667756267351937	0.0105659857007148	0.0141206048623559	0.00117099339615278	0.0191030502444009	0.0181533883326969	0.0102951952653679	0.0236124012819726	0.00785448399323624	0.0059073005365859	0.049210504077061	0.00116906279368539	0.00455894285600625	0.0180722579202391	0.0136517361806998	0.00582318619176518	0.00301129158158821	0.0363852816395417	0.0171469819214847	0.0278584014176061	0.00571386498126169	0.0188995163950556	0	0.00790993654261679	0.00165841209762666	0.0178609664079595	0.0328641760621691	0.000895882617866873	0.0116569354190584	0.00715905070976891	0.0275781424091561	0.025934998047011	0.0172720384529878	0.0156516580096543	0.0170826978420739	0.0016415584805109	0.0135404422291424	0.00322899846740797	0.010103425842761	0.00348298520287009
OM3_C_9H_2	0.0117863937959583	0.0133745912493725	0.0150068852637431	0.0128923861768175	0.00720998169923805	0.0121741621580072	0.0183121483735901	0.0231131915840215	0.00631850308125912	0.0590283286041471	0.0110076934790593	0.00310053420081085	0.0260888108827375	0.0287981053849519	0.0196878689026046	0.00123239769719458	0.00265613058206376	0.00621092324569085	0.00908089927058943	0.011193736922513	0.0102439935016481	0.018204593654257	0.0157035481003909	0.0157640645930823	0.00200267024705722	0.0413065956684369	0.00674089650328139	0.0124687157283098	0.0259808511001398	0.0215608288802136	0.00208678552053672	0.0109211333626099	0.0442906437919484	0.00923750653533443	0.0357654995814803	0.00219610787662232	0.0109901851541635	0.00790993654261679	0	0.00625155438802381	0.0257695859634305	0.0407703037466172	0.00880579640510938	0.0195662174705212	0.0150686770326046	0.0354852908050885	0.0338424321777653	0.0251807302019437	0.0235605383359124	0.0249914123875701	0.00626840778049574	0.0214495460848054	0.00468098176331709	0.0180128397714779	0.0044269959130265
OM3_C_9H_3	0.0180374578782128	0.0196255397508092	0.0212577026173741	0.00664102674137261	0.0134613128040724	0.0184251991129749	0.0120610955784613	0.0168625203320002	0.0125698748391583	0.052783728244436	0.00475625841398496	0.00315104254244106	0.0198384276412643	0.0225480185297871	0.0134369149140535	0.00501917085821672	0.0089076306705382	0.012462299659663	0.00282940349646337	0.0174448411035163	0.0164951585116852	0.0119535334913863	0.0219543056571879	0.00951285118914215	0.00424890362230508	0.0475535415111075	0.000489349649332622	0.00621733789390101	0.0197304567219389	0.0153100230076688	0.00416478876433681	0.00466969520960647	0.0380428720293085	0.0154887314052657	0.0295163236952748	0.00405546689982544	0.0172413027276971	0.00165841209762666	0.00625155438802381	0	0.0195191699414696	0.0345219137156173	0.00255429333578736	0.0133152544035487	0.00881742486086569	0.029236074162452	0.0275929835143191	0.0189302548978906	0.0173099078693192	0.0187409183512082	1.68536334415067e-05	0.0151987309743848	0.00157058943355823	0.0117617666015574	0.0018245769449405
OM3_H_3C_1	0.0375518148426832	0.0391392473518289	0.0407707043588858	0.012878744113062	0.0329773353344871	0.0379394009323011	0.00745870497255336	0.00265696305694953	0.0320861864291959	0.0332766888887795	0.0147634052774777	0.0226697084338926	0.000319301963531371	0.00302932538331591	0.00608282764988012	0.0245374710317326	0.0284250092539845	0.0319786453541057	0.0166900987775853	0.0369594309480802	0.0360101108713137	0.0075662704773137	0.0414669942401743	0.0100069867687924	0.0237673606332484	0.0670497036722115	0.0190298858949798	0.0133024132355126	0.000211315916099534	0.00420959811048222	0.0236832623883555	0.0148499623560849	0.0185285942017636	0.0350040536040231	0.00999920846679573	0.0235739619642368	0.0367559713743998	0.0178609664079595	0.0257695859634305	0.0195191699414696	0	0.0150063437169581	0.0169651816062713	0.00620449435446251	0.0107024074860019	0.00971888257540508	0.00807536595124109	0.000588992984159253	0.00220952960251662	0.000778353566101422	0.0195023186236479	0.00432089872715936	0.0210895258172879	0.00775804305868765	0.0213434722605253
OM3_H_3C_2	0.0525475433066162	0.0541341856258518	0.0557648011225399	0.0278831738661088	0.0479751836487562	0.0529349390645169	0.0224641572898671	0.017663057493423	0.0470844206340698	0.0182735431545914	0.0297674051396876	0.0376714844367947	0.0146870666398177	0.011977210714843	0.0210884892292842	0.0395386220464026	0.0434247365986581	0.046976925531642	0.0316936193747466	0.0519554470711908	0.0510065798133369	0.022571705577623	0.0564607227617335	0.0250119977549096	0.0387687739722438	0.0820260732631457	0.0340327702497447	0.0283067496989105	0.0147950443922834	0.0192155119473137	0.0386847039801809	0.0298539415508679	0.00352259501400069	0.0500009914644724	0.00500740018233998	0.0385754401597647	0.0517520853927537	0.0328641760621691	0.0407703037466172	0.0345219137156173	0.0150063437169581	0	0.0319686304896525	0.0212101382482799	0.0257072858875381	0.00528773308464246	0.00693127409631007	0.0155952879421068	0.0172156712975991	0.0157846320619492	0.0345050672828732	0.0193267986265624	0.0360918007646679	0.0227634471552587	0.0363456688644579
OM3_H_3C_3	0.020591402873305	0.0221794245045881	0.0238115204121062	0.00408675854913857	0.0160154044274555	0.0209791298458056	0.00950690820512878	0.0143084494828952	0.0151239903857468	0.0502318449465204	0.00220197478945399	0.0057053191447371	0.0172844500843418	0.0199941398821076	0.010882756627928	0.00757342877979736	0.0114618287016859	0.0150164179912078	0.000275110883239655	0.0199988073406688	0.019049157389197	0.00939934398995781	0.0245080933131686	0.00695861909780482	0.00680317003805798	0.0501055628764606	0.00206494462551265	0.00366306566128772	0.0171764754991895	0.0127559098809275	0.00671905604036216	0.00211541103389242	0.0354898127071419	0.0180427629936553	0.0269627602560641	0.00660973527411177	0.0197952761055694	0.000895882617866873	0.00880579640510938	0.00255429333578736	0.0169651816062713	0.0319686304896525	0	0.0107610934058241	0.00626318263549054	0.0266824963611224	0.0250393243446349	0.016376247165698	0.0147558500177764	0.016186904516559	0.0025374397417214	0.0126446149856087	0.00412487674387798	0.00920757335859117	0.00437886284894285
OM3_H_3D_2	0.0313499628928687	0.0329376486871504	0.0345693782135053	0.00667444067867155	0.0267748187628441	0.0317376097447614	0.00125423135221945	0.0035475521506394	0.0258835516196511	0.0394783108926728	0.0085591917953832	0.0164660464854135	0.00652379171463154	0.00923375798155611	0.000121668343888171	0.0183339806667955	0.0222219269489356	0.0257759965230319	0.0104859937333612	0.0307574874757253	0.0298080241205065	0.00136179896084217	0.0352657881796962	0.00380257683607518	0.0175637976016157	0.0608545013360374	0.0128259350007699	0.0070981286352042	0.00641580727452148	0.00199491483375521	0.0174796915845525	0.00864575338782845	0.0247320821421477	0.028801819562407	0.016203345985365	0.0173703811071414	0.030553996843033	0.0116569354190584	0.0195662174705212	0.0133152544035487	0.00620449435446251	0.0212101382482799	0.0107610934058241	0	0.00449801996166405	0.0159230360652005	0.014279606171245	0.0056155086821777	0.00399498427736381	0.00542615012573803	0.013298401850054	0.00188361364476548	0.0148857310628589	0.00155357542075426	0.015139698086109
OM3_H_3D_3	0.0268533196735838	0.0284411618962309	0.0300730610558757	0.00217644421019066	0.0222777721558995	0.0272410039349292	0.0032437951743744	0.00804552614555352	0.0213864345868915	0.0439735703212618	0.00406122809588879	0.0119683465951483	0.0110216960117461	0.01373157419432	0.00461968739922836	0.0138363730547358	0.017724548360746	0.0212788711708524	0.00598807548599233	0.026260788057545	0.0253112371029344	0.00313622789273171	0.0307695461624285	0.000695447397316126	0.0130661505485965	0.0563621765528988	0.00832808824410241	0.00260013852718989	0.0109137145958548	0.00649291392199924	0.0129820403429083	0.00414779147081645	0.0292289470142949	0.0243049430142222	0.020700828354023	0.0128727244564926	0.0260572783952973	0.00715905070976891	0.0150686770326046	0.00881742486086569	0.0107024074860019	0.0257072858875381	0.00626318263549054	0.00449801996166405	0	0.0204205348335436	0.0187771960854489	0.010113437254842	0.00849294960575254	0.00992408342703981	0.00880057170146955	0.00638161423454626	0.0103879620698442	0.00294445192323477	0.0106419396449291
OM3_H_3E_1	0.0472645002156987	0.0488514494219984	0.050482390655343	0.0225966202598956	0.0426913114912876	0.0476519699885912	0.0171771453145894	0.0123757323179618	0.0418003964883673	0.0235604801241899	0.0244810370819173	0.0323860427384056	0.00939959094446793	0.0066896268979523	0.0158013786118546	0.034253434246457	0.0381401204713594	0.041692883253874	0.0264074550075441	0.0466722919963626	0.0457232481512714	0.017284701615893	0.0511784545127561	0.0197251874022803	0.0334834798562945	0.0767503759369571	0.0287468723279409	0.0230202366248177	0.00950757357608937	0.013928278526829	0.0333993983927457	0.0245675823399574	0.00881027051778482	0.044717476516451	0.000280335512590613	0.0332901197038679	0.0464688921738645	0.0275781424091561	0.0354852908050885	0.029236074162452	0.00971888257540508	0.00528773308464246	0.0266824963611224	0.0159230360652005	0.0204205348335436	0	0.00164356220500794	0.0103078546516324	0.0119283213659487	0.0104972080024856	0.0292192257041818	0.0140395721325779	0.0308061547506746	0.0174764575890599	0.0310600550378346
OM3_H_3E_2	0.0456222070739614	0.0472092453832351	0.0488402814095028	0.0209533341831556	0.0410487787939607	0.0460096983175141	0.0155337384404714	0.0107322473142286	0.0401578200873746	0.0252037005131098	0.022837801147572	0.0307430631905978	0.00775607107565685	0.00504608427958086	0.0141579465832343	0.0326105261750768	0.0364973746175524	0.0400503016440391	0.0247642746904274	0.0450299663939582	0.0440808714232858	0.0156412968021917	0.0495363867190056	0.0180818330036594	0.0318405418069399	0.0751102502439274	0.0271037654895282	0.0213769614532799	0.00786405479128414	0.0122848158262206	0.031756457112816	0.0229243488096608	0.0104537795155037	0.0430750468074705	0.00192389740512557	0.0316471742379211	0.0448265555214949	0.025934998047011	0.0338424321777653	0.0275929835143191	0.00807536595124109	0.00693127409631007	0.0250393243446349	0.014279606171245	0.0187771960854489	0.00164356220500794	0	0.00866434432504004	0.0102848304591026	0.00885369978666418	0.0275761344936963	0.0123961111393104	0.0291631179959169	0.0158330564825436	0.029417027275132
OM3_H_3F_1	0.0369631168723444	0.038550575284624	0.0401820600711111	0.0122897844282475	0.0323885689094966	0.0373507091840588	0.00686972274648865	0.00206797122448973	0.0314974077343812	0.0338654483341854	0.0141744563514644	0.0220808211700561	0.000908294886927062	0.00361831607463169	0.00549384167859183	0.0239486022525971	0.0278361837802974	0.0313898652020383	0.0161011624141888	0.0363707235955946	0.0354213888050801	0.00697728857771807	0.040878362166512	0.00941801359111759	0.0231784840504067	0.0664616712634395	0.0184409669192217	0.0127134558376232	0.000800308864963416	0.00362060832259454	0.0230943849688086	0.0142610139604957	0.019117513466062	0.034415316376281	0.010588179357013	0.0229850834618097	0.0361672608351158	0.0172720384529878	0.0251807302019437	0.0189302548978906	0.000588992984159253	0.0155952879421068	0.016376247165698	0.0056155086821777	0.010113437254842	0.0103078546516324	0.00866434432504004	0	0.0016205373687864	0.000189360613110566	0.0189134034429345	0.00373190912478724	0.0205006240874239	0.00716906175325712	0.0207545727830781
