	OM3_B_B_1	OM3_B_B_2	OM3_B_B_3	OM3_C_7A_1	OM3_C_7A_2	OM3_C_7A_3	OM3_C_7B_1	OM3_C_7B_2	OM3_C_7B_3	OM3_C_7C_1	OM3_C_7C_2	OM3_C_7C_3	OM3_C_7G_1	OM3_C_7G_2	OM3_C_7G_3	OM3_C_7H_1	OM3_C_7H_2	OM3_C_7H_3	OM3_C_8A_1	OM3_C_8A_2	OM3_C_8A_3	OM3_C_8B_1	OM3_C_8B_2	OM3_C_8B_3	OM3_C_8C_1	OM3_C_8C_2	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8E_2	OM3_C_8E_3	OM3_C_8F_1	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9A_2	OM3_C_9A_3	OM3_C_9C_1	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9D_1	OM3_C_9D_2	OM3_C_9D_3	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9E_3	OM3_C_9F_1	OM3_C_9F_2	OM3_C_9F_3	OM3_C_9G_1	OM3_C_9G_2	OM3_C_9G_3	OM3_C_9H_1	OM3_C_9H_2	OM3_C_9H_3	OM3_H_3C_1	OM3_H_3C_2	OM3_H_3C_3	OM3_H_3D_2	OM3_H_3D_3	OM3_H_3E_1	OM3_H_3E_2	OM3_H_3E_3	OM3_H_3F_1	OM3_H_3F_2	OM3_H_3F_3	OM3_H_3G_2	OM3_H_3G_3	OM3_H_3H_1	OM3_H_3H_2	OM3_H_3H_3
OM3_C_7C_2	0.0190790446119212	0.0197158485008973	0.0196117936847012	0.00545974252411577	0.0132506431827404	0.0401804826326118	0.06396089144853	0.0773365960704225	0.0786711485409136	0.00638161202046578	0	0.0209113518983395	0.0240883698433804	0.0169972732784906	0.0121786644496625	0.002988129705127	0.0109139220507758	0.010457686027013	0.0146528039403218	0.0161613037780754	0.0211351896307187	0.00946662342920599	0.00711060525663811	0.0252526471139462	0.010370570223746	0.00696912603571672	0.0230084007842338	0.0121853305363541	0.00706387709753806	0.0126532715417041	0.0126714695350917	0.0109703280771527	0.0146446470977969	0.00738137380998883	0.00563605745840349	0.0185053784166864	0.00413077598922081	0.010349462749137	0.0210570169182458	0.00418040060343962	0.00943356791301155	0.015548793523888	0.00230955138577906	0.00561076952119188	0.020786116129632	0.0154445787307786	0.0121473088813919	0.0234243545802563	0.0164228412095765	0.0101827127574863	0.0323618000425238	0.0381007259675713	0.0195786303093336	0.011030655843749	0.0127559687984243	0.0170859394844411	0.0240521522443294	0.00953317989460878	0.0152063360115615	0.0102571133850041	0.0138548725610179	0.0272099462298688	0.0110067509555927	0.0129129309662231	0.0183585848508648	0.0120073186996266	0.0259009670819612	0.00647793939677262	0.0178354958447543	0.0227343360446805
OM3_C_7C_3	0.0154141234294097	0.00590136557199304	0.0165375750277704	0.0155818701559162	0.00933874246464168	0.0275160329644338	0.0798725415965134	0.0948316151735211	0.0964371675880308	0.0145674820349457	0.0209113518983395	0	0.00723107014112306	0.0131533137792097	0.00896539481921478	0.0192399067259213	0.00999858161456444	0.0109958365141134	0.00738335819177216	0.0133794720179637	0.00419007222561176	0.0127357343243934	0.0164172833400158	0.0167511716300503	0.0182557102618715	0.014132311763023	0.00735634536106639	0.0156648682230786	0.0167110155808144	0.0086622973599335	0.0124722716953708	0.0101914390492596	0.0112133323712914	0.0146405792660346	0.0152771538805653	0.00250711420255401	0.0168369028870333	0.0107914217470203	0.00963069051026258	0.0185002600539793	0.0183392004544776	0.00608104954172485	0.0187507304416985	0.0158698217269301	0.00869104461470145	0.0136543209549745	0.00959803311838812	0.0141249366149849	0.00697801049148656	0.0130589632891198	0.0172461070394251	0.0276908356367175	0.0104182961499207	0.0112458374500017	0.0160398506947214	0.00423090682911926	0.00786713448263138	0.0115414869951572	0.00628933188539552	0.0108812143561127	0.00872118005215703	0.00891227904771394	0.00990554831485555	0.0240081387967836	0.0147564571731045	0.0132200544460042	0.014055639457191	0.0159794730275088	0.0180660613974458	0.01284192927919
OM3_C_7G_1	0.011654374289594	0.0043746639720028	0.0125859825023403	0.0186666726857638	0.0152828448673718	0.0203109252808554	0.0857139371315665	0.100200340369117	0.101703384327193	0.0183172731029097	0.0240883698433804	0.00723107014112306	0	0.0105524758225337	0.0122349256432715	0.0231940625937446	0.014009627903791	0.013664790409844	0.00951866178668279	0.0112015941303646	0.00359795602615261	0.0147157220985386	0.0179796775497705	0.0105649899579349	0.0181499441994487	0.0171685808827767	0.00132264070876886	0.0150984958149729	0.0182059281888764	0.0138491172572329	0.0125053310323557	0.0133215940974554	0.0105206776077138	0.0193185997665205	0.0187950382833739	0.00774172230216517	0.0200092622313094	0.0139169855389057	0.00492594142558076	0.0227530227469138	0.0239508011426243	0.00891048676998185	0.0222657731305023	0.0200459968776285	0.00439204657591258	0.0118156049988177	0.0119666514256347	0.00826092072649975	0.00766682597811626	0.01434627624965	0.0101436565491951	0.020500485854021	0.00665728517889656	0.0131019547897336	0.0151611239074488	0.0104700493309755	0.000785084882986714	0.0159110540885304	0.0121802573715115	0.0140054591309155	0.0102371679473103	0.00318930540512673	0.0139090570791862	0.023207662395	0.0113376982990328	0.0133570844944432	0.00724986421372802	0.0180222591005207	0.0149527363091784	0.0071506883778604
OM3_C_7G_2	0.00284002720209262	0.00765546250381364	0.00391053866464145	0.0124524135332678	0.0148851169452821	0.0231929928692108	0.0808141622318874	0.0942689001592261	0.0955823643157827	0.0131802785734167	0.0169972732784906	0.0131533137792097	0.0105524758225337	0	0.00920444284918626	0.0173307924087735	0.0109685938745403	0.00882467813994974	0.00749309424163917	0.000873187579983551	0.00991028247531626	0.00831865794753149	0.00991484831694763	0.00829947923999553	0.00832807006252938	0.011322870893535	0.00923237500523329	0.00533599246453786	0.0100079707122485	0.0127221241369939	0.00454822618655501	0.00936329927225574	0.0032394306606004	0.015395240263078	0.0131776835003505	0.0113138882908585	0.0135991990393808	0.00960422306773827	0.00575515126012916	0.0174220585317964	0.0208385950392296	0.00848222512703644	0.015910161923233	0.0151276722001517	0.00616054884233647	0.00163750711322233	0.00785114027399893	0.00647810288426509	0.00649622594415915	0.0071446314952437	0.0159245872308114	0.0212960114569747	0.00393073459329274	0.00742161546710047	0.00511217546564114	0.0128736482719695	0.0100528533243482	0.0125581663399152	0.0130514345927353	0.00964191747831807	0.00655220232428406	0.0135082022610498	0.0109101152431284	0.0127617355930063	0.00197357389961033	0.00504582406055802	0.00918199605429545	0.010554262222534	0.00491429691900525	0.00598975464541463
OM3_C_7G_3	0.012042886053368	0.00792753881991413	0.0130822258015399	0.00673743959568289	0.00575897777955	0.0305949368821136	0.0738323278092567	0.0880946426074125	0.0895709368092768	0.00610296760553898	0.0121786644496625	0.00896539481921478	0.0122349256432715	0.00920444284918626	0	0.0109832461673573	0.00197153441267416	0.00208236767911157	0.00279394023768815	0.00880420754349831	0.00903234260179995	0.00398399228495798	0.00760623035087871	0.0166073154701525	0.0102818472038902	0.00524320828811624	0.011314779386959	0.00849599014390019	0.00791270256697448	0.00359166622819576	0.00564186174648628	0.00123276757012389	0.0059799156292184	0.0072465467279674	0.00665045958465561	0.00647375335590382	0.00804935856558552	0.00184793663695359	0.0103695106612536	0.0105199664691667	0.0123726638239856	0.00339923058439111	0.0101706066655135	0.00781524699234998	0.00978091656774139	0.00854633710836469	0.00144715133008621	0.0141284578427374	0.00482410317758857	0.00474335071431404	0.0214927933492033	0.029468985529293	0.00951143762715943	0.00287973561526	0.00910392495210806	0.00586122208948604	0.0123382366295406	0.00387676603653234	0.00481013026293907	0.00193995532731629	0.00282388906000844	0.0152415863690393	0.00188491245009845	0.0161037048314692	0.011172207630196	0.00598428659944885	0.0158080802482479	0.00704794229984168	0.0131751408087893	0.0130439780118341
OM3_C_7H_1	0.01969660377343	0.0188464903716041	0.0203719862210993	0.00490600315700597	0.0109043302360166	0.0404008993014986	0.0635867358087563	0.0774237700761671	0.0788416985883402	0.00488117390619885	0.002988129705127	0.0192399067259213	0.0231940625937446	0.0173307924087735	0.0109832461673573	0	0.00938787245543432	0.00962399849422734	0.0136794825421135	0.0165523407954626	0.0200035045450419	0.00918143213606932	0.00796234381823092	0.0256214222338099	0.0118748711437269	0.00623673348108683	0.0222168260192129	0.0130697537487206	0.00803377096084392	0.0106774016499237	0.0128115257656282	0.00987397785538489	0.0146023778064273	0.00489265482216813	0.00444371724548598	0.0169489291143159	0.00374297082931336	0.00928318248727365	0.0206981988017075	0.00120278865886429	0.0064956781818873	0.0143717487308446	0.00163927346085057	0.00337664540985987	0.0203015373697627	0.0158969100229361	0.0112991527462709	0.0235684683131851	0.0156081541202068	0.0102089832370293	0.0320417797515694	0.0386164175846986	0.0193952430320943	0.0105449453364284	0.0137185479006116	0.0152077691531581	0.0232529642876607	0.00770078358900306	0.0132212877009758	0.00919598136770003	0.0131277293544275	0.0262226017405714	0.00948784655078009	0.0153109805241684	0.0189087616152547	0.0122939634813951	0.0258289466544759	0.00697954934383661	0.0189451288794831	0.0227437015785976
OM3_C_7H_2	0.0137911227153694	0.00976926453456328	0.0147948454138317	0.00565188056367072	0.00446705937930927	0.0325644929670477	0.0719222658330964	0.0862595929059893	0.0877535002300188	0.00458824937352119	0.0109139220507758	0.00999858161456444	0.014009627903791	0.0109685938745403	0.00197153441267416	0.00938787245543432	0	0.00254804577838007	0.00472131151055646	0.0104955221937131	0.0106782369106339	0.00432690043609014	0.00749493821839028	0.01854200827775	0.0108207252419692	0.00429654082268098	0.0131505802450283	0.00952843756685111	0.00780731782498954	0.00253015385490336	0.0070347682309141	0.00166661195003016	0.00772956521831603	0.00533832238710113	0.0052789416314029	0.00761337665943633	0.00685914824905236	0.00173571873859815	0.0123360314440805	0.00880744778387382	0.0104018158806755	0.00509948539827877	0.0087670862071888	0.00609723823263917	0.0117339345468374	0.0101576575363198	0.00312787701255162	0.0160834969491418	0.00675927536656283	0.00547052396862884	0.0234169832884223	0.0314286229654252	0.011476758276461	0.00392638477017278	0.0101915474751947	0.00629714937369009	0.014160384858965	0.00193134561693716	0.00467701437308148	0.00176568529160612	0.00476856057167427	0.0169420380100184	0.000101210650310875	0.0165121337608547	0.0129174872398686	0.00718917574956963	0.0177786970069258	0.00667459092452207	0.0146522140293755	0.0150090214216604
OM3_C_7H_3	0.0115899590844512	0.00929215842503419	0.0125385048326855	0.00500861370441024	0.00700886281428055	0.0311640089836308	0.0729530189840806	0.0869855795670156	0.0884199246439595	0.00483949759231941	0.010457686027013	0.0109958365141134	0.013664790409844	0.00882467813994974	0.00208236767911157	0.00962399849422734	0.00254804577838007	0	0.00419621692325014	0.00825667187151971	0.0106887897857989	0.00194768178505507	0.00552484160116255	0.0167549515792418	0.0084012269656467	0.00350508182118858	0.0126326706183579	0.00698048420488885	0.00583198273718366	0.00498655465517276	0.00460362032211537	0.00102435337583288	0.00564298380327848	0.00665420770844399	0.00518197589193791	0.00849251041224194	0.00635078082308896	0.000845253063000645	0.0111434843688541	0.009347902630487	0.0120607168966896	0.00517310609104308	0.00860644899392406	0.0067436171076985	0.0106974897617853	0.00783620464201889	0.0016982650710807	0.0144350009044088	0.00601440799209833	0.00294312732228121	0.0224597530652505	0.0297564721337454	0.00998887760092649	0.00145333867155451	0.00764441438643103	0.00792600765832771	0.0136740719601189	0.00376575666366595	0.0067211615860101	0.000853601579571199	0.00350393019799231	0.0167641276764394	0.00253840373989827	0.0141752625761985	0.0107202683501318	0.00467231365742514	0.016426415834435	0.00498605337604239	0.0121978910776973	0.0134663621131082
OM3_C_8A_1	0.0102783874549091	0.00517005602521094	0.0113871550456274	0.00919908784106911	0.00764831711080984	0.0278936140071693	0.0766169809435473	0.0908688155567618	0.0923385646970818	0.00880679268302083	0.0146528039403218	0.00738335819177216	0.00951866178668279	0.00749309424163917	0.00279394023768815	0.0136794825421135	0.00472131151055646	0.00419621692325014	0	0.00732426963419317	0.00649791577781604	0.00558200039568682	0.00920088425593674	0.014188892060807	0.0108967174201765	0.00769121570851286	0.00855077783964014	0.00845948200055103	0.00947928973705894	0.00558006038937957	0.00525601643484355	0.00380688118853441	0.0045754034059975	0.0100368347412428	0.00927829444708732	0.0049439772229734	0.0105392271003807	0.00439862789114233	0.00765139666386191	0.0132726085861737	0.0150925867952521	0.00132935573099102	0.0127621134519452	0.0105792673973962	0.00701838654246947	0.00729620297907837	0.00252257383014411	0.0116249511110549	0.00203799619878192	0.00570849336824351	0.0187031550571859	0.0269015412873941	0.00697072648265782	0.00398735286712292	0.00892139134593235	0.00559506591887317	0.00958195723956056	0.00664935303818232	0.00555864681629452	0.00448705070180707	0.00136787863246698	0.0125857016173695	0.00462701474395931	0.0166904622460029	0.00944050662268584	0.00592827658594368	0.0131193414249846	0.00894075677568975	0.0120282156801974	0.0104785348626297
OM3_C_8A_2	0.00333617773994232	0.00806927809853403	0.00430015044683013	0.0116907392594179	0.014536238382371	0.0240268081745974	0.080007393875985	0.0934279100865035	0.0947364754093756	0.0124845444594373	0.0161613037780754	0.0133794720179637	0.0112015941303646	0.000873187579983551	0.00880420754349831	0.0165523407954626	0.0104955221937131	0.00825667187151971	0.00732426963419317	0	0.0103298284848172	0.00761634010617994	0.00906839117292873	0.00910742357683934	0.00747391933506302	0.010602178043278	0.00987902325950749	0.00446686116495175	0.00915519498013863	0.0123658581204833	0.00383354141680983	0.00886175059201158	0.00284278084048361	0.0147587524387604	0.0124479988652307	0.0114257905366362	0.0128145289539407	0.0090586098839151	0.00648733516737258	0.0166734041767006	0.0202067603374958	0.00840441557832894	0.0151131088783197	0.014424159505328	0.00682044393555352	0.000764778715190773	0.00740940426214209	0.00734381786650886	0.00655756325705629	0.00640101844568475	0.0167948076417227	0.0220726967042687	0.00465445935587809	0.00682687683913908	0.00426362078296564	0.0128196436563813	0.0107348545779254	0.0120143294430893	0.0128593218084814	0.00909007117629458	0.00626914066813072	0.0142082901159077	0.0104428571733186	0.0120353154831417	0.00247182298270047	0.00425908189450559	0.010054992274255	0.00973384909703069	0.00476964309500657	0.00686186869660394
OM3_C_8A_3	0.0117992035674555	0.00226083276194597	0.0128816344488682	0.0156766818955344	0.011689302519637	0.0237543525149088	0.0821940936138591	0.0967761853294938	0.098302598479142	0.0151290678624354	0.0211351896307187	0.00419007222561176	0.00359795602615261	0.00991028247531626	0.00903234260179995	0.0200035045450419	0.0106782369106339	0.0106887897857989	0.00649791577781604	0.0103298284848172	0	0.0120073380088515	0.0155100655542926	0.0125744573047015	0.0163973942456272	0.0141672748456129	0.00330422744037598	0.0134929050764528	0.0157672374752052	0.0103086669855999	0.0105195279374231	0.010195742202655	0.00878940219242438	0.0159196778895529	0.0156779868599562	0.00416667057655682	0.0170119573898908	0.0108110479977726	0.00554692663040078	0.0194807756530149	0.0204134438281035	0.00563457359287218	0.0191913449903828	0.0167686635817252	0.00462645480293979	0.0107716882495518	0.00901988113687766	0.00996672027114925	0.00500179005140431	0.0118892464385542	0.0137048850942867	0.0236705538471951	0.00660795136368575	0.0103818705015155	0.013713248078777	0.00689848808231033	0.00403437201977114	0.012536950035855	0.00858254039580451	0.0109025214510579	0.00749056516371674	0.00627705380158818	0.0105770311292986	0.0218659764421031	0.0112465357264739	0.011358260166127	0.00990054360623329	0.0153726458310277	0.0147532098403441	0.0086916572067524
OM3_C_8B_1	0.0109128565968328	0.0103676455157915	0.0117526736124118	0.0042853082037756	0.00876852794923814	0.0312372053446585	0.0727432040164747	0.0865238695941533	0.0879117712198533	0.00486844975624494	0.00946662342920599	0.0127357343243934	0.0147157220985386	0.00831865794753149	0.00398399228495798	0.00918143213606932	0.00432690043609014	0.00194768178505507	0.00558200039568682	0.00761634010617994	0.0120073380088515	0	0.00368259973095916	0.0165378591060237	0.00649976217557661	0.00301543808972949	0.0135903105826494	0.00541697432082809	0.00397921505804791	0.00684114695638815	0.00378296055166609	0.00296602101484144	0.00542750597361168	0.00722802740909615	0.00487864939290966	0.0102298321725908	0.00556299747955426	0.00261490543315648	0.011625898411683	0.009151103749916	0.0126609068341237	0.00674325447973915	0.00791634284791454	0.00681083162980225	0.0113240227867775	0.00705778561739496	0.00314559513587439	0.0144043703086194	0.00709128320461435	0.0013465467281778	0.0229666556462868	0.0295681426901505	0.0102368439907847	0.00162821609911549	0.00611506438788975	0.00984509345000005	0.0146326399795675	0.00503516199752325	0.00866765403577141	0.00257035178172851	0.00452809811320292	0.0178759820437424	0.00434060501496596	0.0122415215921344	0.0100697494468075	0.00350705404306943	0.0166567286348814	0.00336682302152027	0.0110157697052432	0.0135636967472048
OM3_C_8B_2	0.011978308564472	0.013716678115412	0.0125492814148845	0.00381050950891182	0.0116370687314924	0.0330875473358676	0.0710461804298631	0.0843921750441414	0.0857045870780754	0.00551804882638351	0.00711060525663811	0.0164172833400158	0.0179796775497705	0.00991484831694763	0.00760623035087871	0.00796234381823092	0.00749493821839028	0.00552484160116255	0.00920088425593674	0.00906839117292873	0.0155100655542926	0.00368259973095916	0	0.0181471736651538	0.00422861577297376	0.00386027846146334	0.016783172015424	0.00514829718776666	0.000312845594276042	0.00999087395596087	0.00577173900056481	0.00648014613310707	0.00782806376981393	0.00818756218844715	0.00494090244229075	0.0139118595309845	0.00437091793775587	0.00598896337929008	0.0143688399226953	0.00841681960317769	0.0131134312756818	0.0104043229953082	0.00637312312655299	0.00696693355858057	0.0142355812805383	0.00834257160647671	0.00682224545069981	0.0163738173364709	0.0105212594914069	0.00364252380266329	0.0255253436941542	0.0310023897546452	0.0127592739003341	0.00521588648783968	0.00577318888653016	0.0134411393529323	0.017811382908218	0.00744208346832814	0.0121037502793264	0.00591719442673197	0.00803780015592946	0.0211659611267625	0.00754000340524479	0.00926832987336338	0.0112497685204394	0.00501965675811867	0.0189392128420432	0.00118880808407293	0.0109864673310042	0.0157479693786116
OM3_C_8B_3	0.00634698129574603	0.0110878736488587	0.00623190019601087	0.0207328242635642	0.0218048265760334	0.0149623089035758	0.0890829969982904	0.102443847365816	0.103727288287452	0.0213553978937979	0.0252526471139462	0.0167511716300503	0.0105649899579349	0.00829947923999553	0.0166073154701525	0.0256214222338099	0.01854200827775	0.0167549515792418	0.014188892060807	0.00910742357683934	0.0125744573047015	0.0165378591060237	0.0181471736651538	0	0.0158688686068947	0.0195527882078881	0.00975937085060287	0.013237219093343	0.0182146721482321	0.019767876520239	0.0128161284633355	0.0170890654464237	0.0111688229773138	0.0234076262901386	0.021415233978294	0.0159875570875051	0.0218949094812472	0.0174513752044105	0.0072382183177167	0.0256798892102189	0.0287965534234896	0.0146388218836325	0.02420804219833	0.0233097205017017	0.00816801982549647	0.00981130669564483	0.0154686866151799	0.00268118290213706	0.012392225124404	0.0154202564116793	0.00945847989908025	0.0130359167152716	0.00724803026485034	0.0154544905449298	0.0127986347628467	0.0183798108457562	0.00978076241588151	0.0203248421546837	0.0193009771823679	0.0175055941921756	0.013783997813373	0.0119704036775663	0.0184655496541463	0.0187132987788255	0.00695040334289494	0.0133450191675644	0.00381365795776902	0.0188403648119875	0.0089749725516694	0.00396478771005693
OM3_C_8C_1	0.00952413935670294	0.0142938271984893	0.00977084579184643	0.00803906248494001	0.0152291966406224	0.0307471783183131	0.0740127044477566	0.0868897816833559	0.0881125325850848	0.00971240685170882	0.010370570223746	0.0182557102618715	0.0181499441994487	0.00832807006252938	0.0102818472038902	0.0118748711437269	0.0108207252419692	0.0084012269656467	0.0108967174201765	0.00747391933506302	0.0163973942456272	0.00649976217557661	0.00422861577297376	0.0158688686068947	0	0.00793172414906611	0.0168530236420706	0.00308026138228168	0.00403643647217476	0.013340306664861	0.00589379750344355	0.00942403345437285	0.00767725426827154	0.0123905031894767	0.00916704134224954	0.0158402383748639	0.00850237221204452	0.00911430178893415	0.0137862360976841	0.0124795905955876	0.0173286184985162	0.0122222975637579	0.0102386709667087	0.0111929475822374	0.0139343220896204	0.00672192471184836	0.00907428601495	0.0145992422207464	0.0115405657537751	0.00553870038708341	0.0242154389528114	0.028253924261514	0.011983382504454	0.00742351144651952	0.00321836622428091	0.0160290890083533	0.0178068558191517	0.0112433119956958	0.0150786327852314	0.0090698954295812	0.00954098511096379	0.0212892612472421	0.0108377519780895	0.00584118481492574	0.00899848488419268	0.00508026895064767	0.0174403472941754	0.00541484522594392	0.00759626928293006	0.0142808260422025
OM3_C_8C_2	0.0138702544864298	0.0127953044959042	0.0146676219187998	0.00150954598630083	0.00795438425410695	0.0342312792861574	0.0697682527529803	0.0836398758048356	0.0850504203969796	0.00195813436041261	0.00696912603571672	0.014132311763023	0.0171685808827767	0.011322870893535	0.00524320828811624	0.00623673348108683	0.00429654082268098	0.00350508182118858	0.00769121570851286	0.010602178043278	0.0141672748456129	0.00301543808972949	0.00386027846146334	0.0195527882078881	0.00793172414906611	0	0.016126584477942	0.0078521350204134	0.00413967922742126	0.00656708025274507	0.00677688293699096	0.00401905911756032	0.00842942973373134	0.00456629803721216	0.00186380503275427	0.0116709060467847	0.00284810873904923	0.00339824363675283	0.0144660801224216	0.00614068834377165	0.00986480820683559	0.00858656717926889	0.00511456478217956	0.0038388355045449	0.0140880886988492	0.0100141146977407	0.00520284439446047	0.0174062028002754	0.00951214469517818	0.00421190719233017	0.0258139458422759	0.0325818243117632	0.0131649780830533	0.00430850882920082	0.00855866537035756	0.0105872259790678	0.0171690849713657	0.00369566140242317	0.00894274162820401	0.00330581329971604	0.00697169637204138	0.0202679097000232	0.00437233968452684	0.0131194995957261	0.0130388466031599	0.0064043512029439	0.0196055258272437	0.00275776133870848	0.0136991859211914	0.01654191963794
OM3_C_8C_3	0.010395594285876	0.00338751533485284	0.0113517748300214	0.0176145234012636	0.0147560117789267	0.020472449350353	0.0849798622374398	0.0993560741875399	0.100838233740877	0.0173530677912499	0.0230084007842338	0.00735634536106639	0.00132264070876886	0.00923237500523329	0.011314779386959	0.0222168260192129	0.0131505802450283	0.0126326706183579	0.00855077783964014	0.00987902325950749	0.00330422744037598	0.0135903105826494	0.016783172015424	0.00975937085060287	0.0168530236420706	0.016126584477942	0	0.0137954989934882	0.0170024449185358	0.0131920150908701	0.0112495620257433	0.0123545151927517	0.00924547957217491	0.0184839748834533	0.0177949800100305	0.00742532952976688	0.0189555020734346	0.012936424461623	0.0036487224115794	0.0218216656274153	0.0232565356814908	0.00807668418207103	0.0212368620116903	0.019124944053716	0.00307262136443418	0.0104939954692227	0.0109380068999021	0.00731706051661863	0.00661884642010321	0.0131616324559374	0.0105394499532932	0.0203791022541171	0.0053465606587444	0.0119902056411901	0.013848621431386	0.0101450344513947	0.00104399960868514	0.0150709612963939	0.011712974801556	0.0130229367752199	0.00916219995268329	0.00444444511735304	0.0130511259813519	0.0218868602578344	0.010052155511144	0.012098969614122	0.00672962426503888	0.0168669422386854	0.0136689357640867	0.00613424903923465
OM3_C_8E_1	0.00694175551533576	0.0113374162063491	0.00742736951019585	0.00851397334780143	0.0139844938089938	0.0281927655804714	0.0761117747255404	0.0892837614478885	0.0905545152130858	0.00980453278200858	0.0121853305363541	0.0156648682230786	0.0150984958149729	0.00533599246453786	0.00849599014390019	0.0130697537487206	0.00952843756685111	0.00698048420488885	0.00845948200055103	0.00446686116495175	0.0134929050764528	0.00541697432082809	0.00514829718776666	0.013237219093343	0.00308026138228168	0.0078521350204134	0.0137954989934882	0	0.00514214678640803	0.0119171585861939	0.00320963951926376	0.00792810844470646	0.00470717837882146	0.0123973235780393	0.00950038712201402	0.0133379847014049	0.0093827030427955	0.00780507145427606	0.0107069979524671	0.0134238959535724	0.0177057058631927	0.00978088424737281	0.011505587621458	0.0115900636232564	0.0108585462517016	0.00370363193475738	0.00711377798087665	0.0117383708121947	0.00877526435798359	0.00410945823129723	0.0212597832048204	0.0259438184109946	0.00890767800802162	0.00567586073988461	0.000709005473872202	0.0138976249281771	0.0147402850440131	0.010450257214169	0.0132561578796892	0.00778966424904258	0.00709586650414169	0.0182259072356213	0.00951767702606272	0.00840143199304347	0.00628716293846903	0.00257221851910539	0.0145098323037069	0.00609574245700925	0.00591512148897334	0.0113238277213218
OM3_C_8E_2	0.0120160361053235	0.0139562418441926	0.0125617539030844	0.00401697220359643	0.0119415513204807	0.0331628911538101	0.0710092950754966	0.0843109291476483	0.0856154874990539	0.00575875161209545	0.00706387709753806	0.0167110155808144	0.0182059281888764	0.0100079707122485	0.00791270256697448	0.00803377096084392	0.00780731782498954	0.00583198273718366	0.00947928973705894	0.00915519498013863	0.0157672374752052	0.00397921505804791	0.000312845594276042	0.0182146721482321	0.00403643647217476	0.00413967922742126	0.0170024449185358	0.00514214678640803	0	0.0103020941498836	0.0059375723879805	0.00679028221793405	0.00800106302732916	0.00842028834781522	0.00515631464159345	0.0142062591741265	0.00449922195655989	0.0063009990756703	0.0145461678602335	0.0085284019147655	0.013292821201557	0.0106902844524996	0.0064288091057298	0.00716009387205158	0.0144292431649	0.00842149366633545	0.0071142429125293	0.0164766024519242	0.0107739434786543	0.00388582538808382	0.0256726144705803	0.0310410196778452	0.0129199724607844	0.00549772319830051	0.00574679565375269	0.0137504575068203	0.0180282449759184	0.00774018163660066	0.0124164559396882	0.00622943061265517	0.00830370777699386	0.0213934025248156	0.00785256109745782	0.0089814680310682	0.0113005949422865	0.005166382217743	0.0190662428780205	0.00142354464121626	0.010935894971025	0.015871272189841
OM3_C_8E_3	0.0155607656887483	0.00993844494194958	0.0166209199135249	0.00775017092963791	0.00217144307258063	0.0332438218146318	0.0719136746554684	0.0865592535136073	0.0881129238070603	0.00630422548257327	0.0126532715417041	0.0086622973599335	0.0138491172572329	0.0127221241369939	0.00359166622819576	0.0106774016499237	0.00253015385490336	0.00498655465517276	0.00558006038937957	0.0123658581204833	0.0103086669855999	0.00684114695638815	0.00999087395596087	0.019767876520239	0.013340306664861	0.00656708025274507	0.0131920150908701	0.0119171585861939	0.0103020941498836	0	0.00920686243887042	0.00399644618767301	0.00952775999925055	0.00598041226233669	0.00712155130320651	0.00657799467525012	0.00880688168099104	0.00422857686696104	0.0130765764156098	0.0098700507198974	0.0101066958062202	0.00532420767927025	0.0103893150563535	0.00730414281899923	0.0123440261612189	0.0121316407294866	0.00503426354465604	0.0171947299645136	0.0074564480276326	0.00792940716476515	0.0236926700712719	0.0324214330335992	0.0125415010906601	0.00624479207862907	0.0125584817650481	0.00453544412799636	0.0141356238493185	0.00313139163373185	0.00255893362545429	0.00427083107317503	0.00619281910227382	0.016536102023986	0.00250551966057988	0.0190419709354489	0.014695268341313	0.00948144002694149	0.0185458516172948	0.00911576491483686	0.0167655952196358	0.0160295421611211
OM3_C_8F_1	0.00714095276402673	0.00846313287722609	0.00801647078745694	0.00791777416061674	0.0113519105879977	0.0276228505991788	0.0763494089362643	0.0899479220712236	0.0912955742003337	0.00865129596126087	0.0126714695350917	0.0124722716953708	0.0125053310323557	0.00454822618655501	0.00564186174648628	0.0128115257656282	0.0070347682309141	0.00460362032211537	0.00525601643484355	0.00383354141680983	0.0105195279374231	0.00378296055166609	0.00577173900056481	0.0128161284633355	0.00589379750344355	0.00677688293699096	0.0112495620257433	0.00320963951926376	0.0059375723879805	0.00920686243887042	0	0.0053682932485566	0.00206866748369533	0.0109509959795857	0.00862997205766217	0.010130026183394	0.00909610654810096	0.00544100680584603	0.00861353571464098	0.0128766197973792	0.0163982951317811	0.00657388531093778	0.0114293432570803	0.0105923301933136	0.00853726042039869	0.00329862516521684	0.00419844351220373	0.0107967410219742	0.00565189054701874	0.00260440553261407	0.0197645536524124	0.0258334398468373	0.00698800381224045	0.00315096783492888	0.00367207441087755	0.0107481571504191	0.0122512972979942	0.00835663501728689	0.0102525136269166	0.00545663708882496	0.00389770023801196	0.0156865147615014	0.00699982770143925	0.0115466252235415	0.00629164751768327	0.000853655583492248	0.0132329579626707	0.0061951580926254	0.00761790017200829	0.0100651608350629
