	OM3_B_B	OM3_C_7A	OM3_C_7B	OM3_C_7C	OM3_C_7G	OM3_C_7H	OM3_C_8A	OM3_C_8B	OM3_C_8C	OM3_C_8E	OM3_C_8F	OM3_C_9A	OM3_C_9C	OM3_C_9D	OM3_C_9E	OM3_C_9F	OM3_C_9G	OM3_C_9H	OM3_H_3C	OM3_H_3D	OM3_H_3E	OM3_H_3F	OM3_H_3G	OM3_H_3H
OM3_B_B	0	0.0073380413310614	0.0113309672933049	0.00286259912103147	0.0020841753899721	0.00943104536202406	0.0102406775318047	0.00773007725382826	0.0247055140275503	0.00275055629437584	0.00316376019837008	0.00454736216784357	0.0025866524302141	0.0318256877508437	0.00832863005994792	0.00231532718657834	0.00646969098722801	0.024109328384626	0.0297603124684028	0.00112219532904937	0.0264491496050352	0.0116297345406686	0.00724713995695356	0.00942099808366278
OM3_C_7A	0.0073380413310614	0	0.0042211218006292	0.00455258975977395	0.0072985846205547	0.00212508857584519	0.00391208160472518	0.00630019667936742	0.031816415177671	0.00544866897328641	0.0103177708881367	0.00716597073829173	0.0090007339658163	0.0245000252432826	0.0024497704430711	0.00846781239169459	0.013668334402992	0.0168417500615125	0.0238977986497136	0.00658718505348476	0.019356602931963	0.00453983243045196	0.0025706412881882	0.0152661632488363
OM3_C_7B	0.0113309672933049	0.0042211218006292	0	0.00867577192913048	0.0114977458462255	0.00276349428143383	0.0019790231584378	0.00975691380333785	0.0353098458147696	0.0090417498819624	0.0141127532368582	0.00996111878108267	0.0126076817026466	0.0208322773087928	0.00517862913644557	0.0120634378096955	0.0174124528059652	0.0127931793757707	0.0224880934026436	0.0104445798572668	0.0164103893213529	0.00356386618587236	0.00609340959611448	0.0181954268815477
OM3_C_7C	0.00286259912103147	0.00455258975977395	0.00867577192913048	0	0.00291808962838975	0.00660754222649316	0.00782473135943111	0.00578860527828888	0.027554445216688	0.00231398309188968	0.00598776505225867	0.00494051273608336	0.00500014302025891	0.0289933646633673	0.00549019124612818	0.00453697528869771	0.00932180880240483	0.0213891203659003	0.0271287932359586	0.00240374222934212	0.023589643654137	0.00876817266624525	0.00445372049551383	0.0117918482020107
OM3_C_7G	0.0020841753899721	0.0072985846205547	0.0114977458462255	0.00291808962838975	0	0.00923341209416774	0.0107359671925925	0.00604928372259805	0.025669317588588	0.00417814185326927	0.00463421033386127	0.00644259728537392	0.0045750328893672	0.0314626439327631	0.00765735274855964	0.00437416097463529	0.00760530513495146	0.024101892376656	0.0284164170704522	0.00288316601868527	0.0257453207243763	0.0111469934503503	0.006478198190822	0.0112490449205689
OM3_C_7H	0.00943104536202406	0.00212508857584519	0.00276349428143383	0.00660754222649316	0.00923341209416774	0	0.00349678875330244	0.00699401205967866	0.0339400812655876	0.00756268761625162	0.0124377819042136	0.0091334906757759	0.0111238221255964	0.0223974108727465	0.0024178784277758	0.010589782542319	0.0157894682648704	0.014873641948608	0.0220965250839043	0.00870742589051105	0.0172452117382194	0.00251269489608225	0.00335907843413025	0.0173138757417532
OM3_C_8A	0.0102406775318047	0.00391208160472518	0.0019790231584378	0.00782473135943111	0.0107359671925925	0.00349678875330244	0	0.0101056120933535	0.033713394625093	0.00773128699054817	0.0128024728166657	0.00828065107859913	0.0112021330100323	0.022482425484135	0.00571124822500726	0.0106623318556884	0.0160292451867659	0.0141831635175486	0.0244483150228214	0.00925737864725811	0.0183156173095119	0.00520794637693142	0.00631963109939415	0.0164451536919494
OM3_C_8B	0.00773007725382826	0.00630019667936742	0.00975691380333785	0.00578860527828888	0.00604928372259805	0.00699401205967866	0.0101056120933535	0	0.0314588018091099	0.00809299718646647	0.0106655947763087	0.010702535947902	0.0102976985500693	0.0271175511892525	0.00457946257279934	0.00994701292282935	0.0136182317766406	0.0207891373210021	0.0224781401712873	0.00788825256504642	0.0207750554770891	0.00758895356827981	0.00378612419718704	0.0171504129730274
OM3_C_8C	0.0247055140275503	0.031816415177671	0.0353098458147696	0.027554445216688	0.025669317588588	0.0339400812655876	0.033713394625093	0.0314588018091099	0	0.0264021830532873	0.0215715580836728	0.0254414012955448	0.0228228944094277	0.0561245143263784	0.0330310498207057	0.0233601384749829	0.0182371381508925	0.0478444384998771	0.053902938562397	0.0252713329065858	0.0511155313082412	0.0362719759827002	0.0319356521759368	0.0175661940489046
OM3_C_8E	0.00275055629437584	0.00544866897328641	0.0090417498819624	0.00231398309188968	0.00417814185326927	0.00756268761625162	0.00773128699054817	0.00809299718646647	0.0264021830532873	0	0.00508378183773355	0.0026289732919874	0.00358876434424848	0.0297993785510741	0.00710206431856627	0.00304691770255294	0.00837163831552822	0.0218152565267126	0.028966170837375	0.00164035401983572	0.0248036724805836	0.0099750080899147	0.00626483267531791	0.00993654670949543
