	OM3_B_B_1	OM3_B_B_2	OM3_B_B_3	OM3_C_7A_1	OM3_C_7A_2	OM3_C_7A_3	OM3_C_7B_3	OM3_C_7C_1	OM3_C_7C_2	OM3_C_7C_3	OM3_C_7G_1	OM3_C_7G_3	OM3_C_7H_1	OM3_C_7H_2	OM3_C_7H_3	OM3_C_8A_1	OM3_C_8A_2	OM3_C_8A_3	OM3_C_8B_1	OM3_C_8B_3	OM3_C_8C_1	OM3_C_8C_2	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8E_3	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9A_2	OM3_C_9A_3	OM3_C_9C_1	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9D_3	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9E_3	OM3_C_9F_2	OM3_C_9F_3	OM3_C_9G_1	OM3_C_9H_1	OM3_C_9H_2	OM3_C_9H_3	OM3_H_3C_2	OM3_H_3C_3	OM3_H_3D_2	OM3_H_3E_1	OM3_H_3E_3	OM3_H_3F_1	OM3_H_3F_2	OM3_H_3F_3	OM3_H_3G_1	OM3_H_3G_2	OM3_H_3G_3	OM3_H_3H_1	OM3_H_3H_3
OM3_C_8F_2	0.0122669781792935	0.00343117510823352	0.00316376019837008	0.0103755625001688	0.0103177708881367	0.00972361049768656	0.0141127532368582	0.00528726053048594	0.0157191081023836	0.00598776505225867	0.00463421033386127	0.0192024274437845	0.0181954364378074	0.00312257722208128	0.0124377819042136	0.0128024728166657	0.0154064005253768	0.0234085092532778	0.0106655947763087	0.00797674778294836	0.0215715580836728	0.037057838142882	0.0272180463547305	0.00508378183773355	0.0294216443691696	0	0.0289188502894086	0.00539669046790536	0.012483813658694	0.00283257227831804	0.00135273382167576	0.00176610322434967	0.00401247442791495	0.0347999378192597	0.0210301334992349	0.0114753698183443	0.0368477580089733	0.0022380195874881	0.00652480246516907	0.00335335939757771	0.0266083034805486	0.0268947713978006	0.00352201908973423	0.020687749970367	0.0328871002178653	0.00373073801287987	0.0250370672083043	0.0295616568276483	0.0166358123881905	0.0147165954308613	0.00794443711400766	0.00511614351809288	0.0068907831657859	0.0104074791276271	0.00671200395006088	0.0174792615140042
OM3_C_8F_3	0.0168156819812176	0.0255022325478051	0.0258077471056227	0.018774726358194	0.0187108620440425	0.0384332443780012	0.0157701928737932	0.0239955363083564	0.0132323500193082	0.0229478587467501	0.0251116759028037	0.0115993006672742	0.0108317571467669	0.0295597912281748	0.0165991924111252	0.01767848263476	0.0143883317438061	0.00598369235634017	0.0201677832214035	0.0233457001820637	0.0504725797589104	0.0657055637846096	0.0561121968870492	0.0241579260500152	0.00226254496227534	0.0289188502894086	0	0.0255849874350816	0.0169225597356599	0.0265097727880403	0.0302387949805482	0.027699452989958	0.0270493668566479	0.00776667767617851	0.00789842479114719	0.0175110212815423	0.00798961400329034	0.0271708827803001	0.0353534970278466	0.0322633568338602	0.00345875925724393	0.00842026981428223	0.0262717510300949	0.0114058077957543	0.0104100072530185	0.025216116163067	0.00390486497451516	0.000646281393641589	0.0123408273962568	0.0142141810589937	0.0210067413463053	0.0238078825426369	0.0274390465425319	0.0186559559000713	0.0338311439189632	0.0122176859816163
OM3_C_9A_1	0.00887791175022748	0.00426990704708503	0.00454736216784357	0.00872256388742604	0.00716597073829173	0.0132058850230449	0.00996111878108267	0.0026008400770117	0.0125089575154672	0.00494051273608336	0.00644259728537392	0.0149069079979996	0.0147744242280442	0.00422147088508579	0.0091334906757759	0.00828065107859913	0.0113463900728553	0.019759560282867	0.010702535947902	0.00273007928362323	0.0254414012955448	0.0402247036287621	0.0310205464433648	0.0026289732919874	0.0264303518826205	0.00539669046790536	0.0255849874350816	0	0.00866416573278034	0.0055346881135943	0.00617913264827151	0.00363302219496914	0.0016531542625228	0.0307508655202212	0.0179003691020022	0.00921789359417609	0.033570019835995	0.00321951714305201	0.0113072165514087	0.00816357556529029	0.0237399074502747	0.0224222604448687	0.0062560126437734	0.0161769634612692	0.0310362870465501	0.00356229785080891	0.0218291650293868	0.0262301148404455	0.0133307756314056	0.0116408890105887	0.00545636519891677	0.00407682087306547	0.00288322429279347	0.0085537256484849	0.00825452060116861	0.0153588223278003
OM3_C_9A_2	0.00111820782341738	0.00925529134017605	0.0096221621404688	0.00479891425059887	0.00242529633687951	0.0216568251712193	0.00179684663155535	0.00726856363627263	0.00401858514683954	0.00691579571533784	0.00971302229470863	0.00677778463718802	0.00612188855707734	0.012692151282873	0.00135784315127863	0.00213917112057591	0.0029391446937612	0.0111248923132825	0.00817422064688442	0.0065494418788245	0.0338284830895724	0.0488473057144848	0.0394506977755049	0.00745498562884352	0.0178095884143217	0.012483813658694	0.0169225597356599	0.00866416573278034	0	0.0105642311258059	0.0137218026065532	0.0110425253516559	0.0101477863256047	0.0223464969441445	0.00929669728832119	0.00365848471986294	0.0249093926498982	0.0104995417077767	0.0190059319652738	0.0158104811985495	0.0151723308689668	0.0144910329274591	0.0106285914646072	0.00839982716425326	0.0229608023242466	0.0087798219938938	0.0131804730942998	0.0175678180196891	0.00474101594597861	0.00337717683812286	0.00474198109098703	0.00750335427400278	0.0106717423144476	0.00442689044699779	0.0169146061703503	0.00774022244676977
OM3_C_9A_3	0.0101587433562138	0.00149728337352745	0.00111128692951499	0.00778623684855986	0.00822807703557664	0.0124642527020045	0.0122995719484934	0.0040672085774386	0.013419718992746	0.00367970356234859	0.00180536122464317	0.0173408207387462	0.0159254320240082	0.00537729191539005	0.0102857118622542	0.0112793129479564	0.0134984351372229	0.0211614335349351	0.00783536289193795	0.00749133349584583	0.0240932898754086	0.0397240562670577	0.0297346647850132	0.00386168996779532	0.0269020728092155	0.00283257227831804	0.0265097727880403	0.0055346881135943	0.0105642311258059	0	0.00414334731565576	0.00293134108344055	0.00486456015325699	0.0326604684979175	0.0186145111942853	0.00900054503989647	0.0343870865748789	0.00285701958426635	0.00886951908541096	0.00591371209033498	0.0240688716683838	0.0250511676063015	0.000839519499007398	0.0189412175037281	0.030126309763758	0.00223104693835596	0.0226104806451164	0.0271482964398537	0.0143512461394916	0.0123941070805462	0.00583332672056704	0.00310829636685455	0.00793547626646048	0.00786813463985645	0.00945618914258427	0.0148350339719761
OM3_C_9C_1	0.0135466704545394	0.00477429738158906	0.00451514903923193	0.0117264167408488	0.0116018336771256	0.00837106850788989	0.0153175966457179	0.00647245427697104	0.0170279366801605	0.00732623045761524	0.00592841111480833	0.0204036733327162	0.0194954038680905	0.00290877144751859	0.0137256023042398	0.013937312641692	0.0166301732092495	0.0246985369173059	0.0119749354505533	0.00886491554834939	0.0202473523827292	0.035707811127754	0.0258930492544445	0.00627736759083833	0.0307596369470392	0.00135273382167576	0.0302387949805482	0.00617913264827151	0.0137218026065532	0.00414334731565576	0	0.00273685814484175	0.00462374024136529	0.0360570844211741	0.022354694794333	0.0128159810734463	0.0381749789644118	0.00327519858073437	0.00530845696252986	0.00209601651361896	0.0279495330412244	0.0280776322423409	0.0047743024632713	0.0218535162406568	0.0342339021316552	0.00502766315000006	0.0263615841135406	0.0308821787575071	0.0179406011165917	0.0160309992764299	0.0092459557602574	0.00643331025368852	0.00716742708912937	0.0117551513889421	0.00564863048721262	0.0188311018440851
OM3_C_9C_2	0.0109288589983882	0.00265895692469292	0.0025866524302141	0.009466019160852	0.0090007339658163	0.0107491205035155	0.0126076817026466	0.00377428147575023	0.0144697101421671	0.00500014302025891	0.0045750328893672	0.0176884885825184	0.016908233741802	0.00252106202098314	0.0111238221255964	0.0112021330100323	0.0139331992598368	0.0220831536342707	0.0102976985500693	0.00622051062659484	0.0228228944094277	0.0381004057319082	0.0284596012690307	0.00358876434424848	0.0283037923284587	0.00176610322434967	0.027699452989958	0.00363302219496914	0.0110425253516559	0.00293134108344055	0.00273685814484175	0	0.00233323674250032	0.0333854735283681	0.019840558932872	0.0104226735770318	0.0356605240630529	0.000544295486726616	0.00804054167081389	0.00482749959368275	0.0255180488272552	0.0253522373841608	0.0037694643442405	0.0191231988185808	0.0321239487391282	0.00259648611256456	0.0238424582634858	0.0283445164883671	0.0153688065837294	0.0134930860452164	0.00670703936405679	0.00401174630658979	0.00535602661412566	0.00944066774442493	0.00687100004361849	0.0165559196075852
OM3_C_9C_3	0.0102663304876224	0.00394315049902955	0.0040958345745682	0.009643832821034	0.00846064880044609	0.0115951130841918	0.0115213162308947	0.0033498051888879	0.0138966045252375	0.00543961414374635	0.00616535352142801	0.0165080710863006	0.0162221635090407	0.00259026309704585	0.0105054378807068	0.00989146962688282	0.0128982872570434	0.0212691131760038	0.0111902005715292	0.00437987576481752	0.0238258680410768	0.0387080694610713	0.0294165816146439	0.00327011839368817	0.0278296112740758	0.00401247442791495	0.0270493668566479	0.0016531542625228	0.0101477863256047	0.00486456015325699	0.00462374024136529	0.00233323674250032	0	0.0323379484325299	0.0193027428005531	0.0103215627438057	0.0350352817463828	0.00209528660906109	0.009671147993164	0.00655245192179672	0.0251074411115795	0.0240529849760348	0.00567564403135537	0.0178060594782917	0.0321946596371148	0.00341753006722707	0.0232608359236419	0.0276952147970768	0.0147454574252461	0.0129898633718217	0.00648754882473589	0.0044411346104005	0.00308713377039264	0.00952730340700755	0.00680961822626057	0.0165131831358058
OM3_C_9D_3	0.0225496001887979	0.0314820804726603	0.0318256877508437	0.0252081123353515	0.0245000252432826	0.0439214593087786	0.0208322773087928	0.029612786514013	0.0192841970086334	0.0289933646633673	0.0314626439327631	0.0158562051360252	0.0167767396871008	0.0349216905854634	0.0223974108727465	0.022482425484135	0.0194741121762089	0.0115713014309678	0.0271175511892525	0.0282240444382117	0.0561245143263784	0.0708324203890851	0.0617245359589605	0.0297993785510741	0.00924852687521364	0.0347999378192597	0.00776667767617851	0.0307508655202212	0.0223464969441445	0.0326604684979175	0.0360570844211741	0.0333854735283681	0.0323379484325299	0	0.0145546462628758	0.023825098484599	0.00706730597333001	0.0328425283129487	0.0413196005233799	0.0381392394899681	0.0112253130528556	0.00890791198593689	0.032552725271967	0.0147858026633362	0.0159777415102631	0.0310756817568964	0.0110497214658497	0.00738026629751191	0.0183492145012663	0.020318532042893	0.0268962807072172	0.0297333072542076	0.0321076115792157	0.0250190536542896	0.0389108466199312	0.0193455137075109
OM3_C_9E_1	0.00903768410357003	0.0176092960625667	0.0179124723739522	0.0108980401501479	0.0108829945315012	0.03058555819246	0.00845715550864018	0.0161701338937933	0.00540791192729945	0.0150532691625779	0.0172358007818252	0.00596648508927525	0.00323765363201721	0.0217718762767215	0.00879971046810995	0.0104355968545164	0.00717892207003368	0.00330716560576267	0.0125669762598913	0.0158372069629179	0.0425925024958209	0.0579008768839875	0.0482349611979564	0.016325110810489	0.00853243569814176	0.0210301334992349	0.00789842479114719	0.0179003691020022	0.00929669728832119	0.0186145111942853	0.022354694794333	0.019840558932872	0.0193027428005531	0.0145546462628758	0	0.00961518291582117	0.0158286274517505	0.0193166377328023	0.0274584640449615	0.0243723677972171	0.00588208422895454	0.00936524236829353	0.0183873102905372	0.00702917371253438	0.0142183579974111	0.0173359549886568	0.00400796619843576	0.00853895496122772	0.00457133541251285	0.00635151662650253	0.0131364352488581	0.0159226268158705	0.019960680614786	0.0107672539504648	0.0261086772956882	0.0049059348436701
OM3_C_9E_2	0.00256740843142874	0.00804433694445684	0.00832863005994792	0.00144701656902769	0.0024497704430711	0.0211351252270835	0.00517862913644557	0.00699014047667394	0.00456141892449179	0.00549019124612818	0.00765735274855964	0.00931579254177689	0.00705498673942497	0.0125803097008124	0.0024178784277758	0.00571124822500726	0.00575275851406484	0.0122632644214554	0.00457946257279934	0.00803811069115065	0.0330310498207057	0.0484891560133233	0.0386757829621717	0.00710206431856627	0.0179494775362684	0.0114753698183443	0.0175110212815423	0.00921789359417609	0.00365848471986294	0.00900054503989647	0.0128159810734463	0.0104226735770318	0.0103215627438057	0.023825098484599	0.00961518291582117	0	0.0254010665762695	0.00992468728850305	0.0178548375998846	0.0147979528462497	0.0151360349934078	0.0167672815061519	0.00878612174819985	0.011119970928376	0.021876903396192	0.00784865436615763	0.0136114762286616	0.0181497046802724	0.00549157343150835	0.00353039708548445	0.00383603519262673	0.00642223997969698	0.0118220358631312	0.00119868804468573	0.0170359489300484	0.00619622214934601
OM3_C_9E_3	0.0247982855221267	0.033423967461151	0.0337203675487728	0.0266171977687884	0.0266845214073968	0.0463976287549274	0.0237289021152068	0.0319708910378716	0.021202828857661	0.0308671277218054	0.032934361814064	0.0193439913350972	0.0188192782564242	0.0375424369220772	0.0245783402425916	0.0256148973198152	0.022341895258844	0.013888441040436	0.0277271282203136	0.0313109735255559	0.0583988008550892	0.073672481383178	0.0640375167283925	0.0321310064266487	0.00758552075659129	0.0368477580089733	0.00798961400329034	0.033570019835995	0.0249093926498982	0.0343870865748789	0.0381749789644118	0.0356605240630529	0.0350352817463828	0.00706730597333001	0.0158286274517505	0.0254010665762695	0	0.0351347156937133	0.0432457096302967	0.0401836566099268	0.010435703565918	0.0142064081253401	0.034111390859702	0.0188539402381129	0.0106245763672786	0.0331602613195804	0.0118229845045731	0.00734375076894561	0.0203198357054904	0.0221722185160706	0.0289611649142547	0.0317461704736941	0.035391134313123	0.0265221546334405	0.0418150933256414	0.0198026672028408
OM3_C_9F_2	0.0103926827728033	0.002316294634813	0.00231532718657834	0.00899607445160368	0.00846781239169459	0.0112719249518976	0.0120634378096955	0.00323108912134071	0.0139407604904744	0.00453697528869771	0.00437416097463529	0.0171444814388762	0.0163746836064127	0.00284896814795207	0.010589782542319	0.0106623318556884	0.0133891125458713	0.0215455675259918	0.00994701292282935	0.00574169247245998	0.0233601384749829	0.0386160586679195	0.0289955756929579	0.00304691770255294	0.0277870000347184	0.0022380195874881	0.0271708827803001	0.00321951714305201	0.0104995417077767	0.00285701958426635	0.00327519858073437	0.000544295486726616	0.00209528660906109	0.0328425283129487	0.0193166377328023	0.00992468728850305	0.0351347156937133	0	0.00858149416058213	0.00536822257492258	0.0250053980119574	0.0248094074339779	0.00369176688557013	0.0185812900112716	0.0316627253144322	0.00214082774372525	0.0233171093435852	0.027816114295095	0.0148376655933114	0.0129675422345784	0.0061875514663316	0.00353322195661263	0.00517739391787146	0.00895985098854848	0.00727601765456113	0.0160729830366002
OM3_C_9F_3	0.0187840212600326	0.00987740916620344	0.00955689834010989	0.0166548888683961	0.0168335684341302	0.004602852905135	0.0206195104917486	0.0117762077746014	0.0221981022189177	0.0124192184833559	0.0104257059780776	0.0257069435375235	0.0246870359046395	0.00730903118230332	0.0189488742406062	0.0192416879236908	0.0219238139691471	0.0299099229421756	0.0162797020527545	0.0140341392746664	0.0152457353501067	0.0310209903723091	0.020880504502845	0.011578768179101	0.035767817481887	0.00652480246516907	0.0353534970278466	0.0113072165514087	0.0190059319652738	0.00886951908541096	0.00530845696252986	0.00804054167081389	0.009671147993164	0.0413196005233799	0.0274584640449615	0.0178548375998846	0.0432457096302967	0.00858149416058213	0	0.00321335016398832	0.0329345238031067	0.0333837465334862	0.00921733807682329	0.027160461271446	0.0387503920153147	0.0102497459735616	0.0314598144813073	0.0359936941307388	0.023121116442194	0.0211853100445504	0.0144484511964301	0.0116098031334441	0.0115934858615885	0.0167347075765587	0.00638564100752507	0.0236755090595204
OM3_C_9G_1	0.0156164002327459	0.00676444310553708	0.00646969098722801	0.0136560873238354	0.013668334402992	0.0066067489414101	0.0174124528059652	0.0085675584610614	0.0190708804430131	0.00932180880240483	0.00760530513495146	0.0224988714956961	0.0215482003983914	0.00438702557178603	0.0157894682648704	0.0160292451867659	0.0187224865806285	0.0267604530354375	0.0136182317766406	0.0108785150228892	0.0182371381508925	0.0338140632728213	0.0238840844794531	0.00837163831552822	0.0327414126401444	0.00335335939757771	0.0322633568338602	0.00816357556529029	0.0158104811985495	0.00591371209033498	0.00209601651361896	0.00482749959368275	0.00655245192179672	0.0381392394899681	0.0243723677972171	0.0147979528462497	0.0401836566099268	0.00536822257492258	0.00321335016398832	0	0.0299207661379239	0.030172799877522	0.00639849012225014	0.0239480566848313	0.0360163986942025	0.00708254884235193	0.0283784607000677	0.0329056115823287	0.0199882657031814	0.018066710635575	0.0112976514304656	0.00846809684713221	0.00877195538758595	0.013708309359238	0.00530738326163654	0.0207362034707158
OM3_C_9H_1	0.0148638526004069	0.0231782651703242	0.0234563479822513	0.0162840158384841	0.0166543034830045	0.0362533652132653	0.014313256173072	0.021915814261259	0.011233056512912	0.0206254175011073	0.0225659843210095	0.0110095190265033	0.00910885890372452	0.0275385368080634	0.0146125991713883	0.0162872042060753	0.0130010216794862	0.0055581737619177	0.0172943532648122	0.0217162829510137	0.0481406726358578	0.0635893823043246	0.053780475380349	0.022060534713742	0.00285494240594173	0.0266083034805486	0.00345875925724393	0.0237399074502747	0.0151723308689668	0.0240688716683838	0.0279495330412244	0.0255180488272552	0.0251074411115795	0.0112253130528556	0.00588208422895454	0.0151360349934078	0.010435703565918	0.0250053980119574	0.0329345238031067	0.0299207661379239	0	0.0102901346678829	0.0237547691238102	0.0113745618550395	0.00904682095986482	0.0229690791384589	0.00254276213383149	0.00389590957917882	0.0104357566887966	0.0121194825881474	0.0188227969466837	0.0215444475819443	0.0258392059037605	0.0162163836131943	0.0319139603844361	0.00937230699079936
OM3_C_9H_2	0.0149539042658928	0.0237394358965775	0.024109328384626	0.0182133586453791	0.0168417500615125	0.0356161928452357	0.0127931793757707	0.0216149791093917	0.0123174348855118	0.0213891203659003	0.024101892376656	0.0077142641044906	0.0100545166691093	0.0266395515724216	0.014873641948608	0.0141831635175486	0.011554403001623	0.00619859240648605	0.0207891373210021	0.0197891708756725	0.0478444384998771	0.0622428004582199	0.0533979189025085	0.0218152565267126	0.0106467884858428	0.0268947713978006	0.00842026981428223	0.0224222604448687	0.0144910329274591	0.0250511676063015	0.0280776322423409	0.0253522373841608	0.0240529849760348	0.00890791198593689	0.00936524236829353	0.0167672815061519	0.0142064081253401	0.0248094074339779	0.0333837465334862	0.030172799877522	0.0102901346678829	0	0.0250823559574385	0.00624861814972795	0.0187718491668316	0.0232364776921937	0.00821137003036769	0.00874211858866173	0.0114514572624559	0.0132991985856336	0.0192212150548976	0.0219909391810256	0.023512703342388	0.0179468540751908	0.0304269503860144	0.0140389065306633
OM3_C_9H_3	0.0101401756240246	0.00204223877779779	0.00171551317576028	0.00750114195314827	0.00824345519001892	0.0129950879841853	0.012393307591073	0.00455583077617877	0.0132777515923554	0.00371818579281893	0.00121293771875055	0.0173862627591998	0.0157874961846382	0.00619938283052414	0.0102440989598251	0.0114934662808872	0.013543899225384	0.0210194605348978	0.00723359178723355	0.00805739802441068	0.0244615260754278	0.0401711470772085	0.0300939555302539	0.00436209843475844	0.0265972934082281	0.00352201908973423	0.0262717510300949	0.0062560126437734	0.0106285914646072	0.000839519499007398	0.0047743024632713	0.0037694643442405	0.00567564403135537	0.032552725271967	0.0183873102905372	0.00878612174819985	0.034111390859702	0.00369176688557013	0.00921733807682329	0.00639849012225014	0.0237547691238102	0.0250823559574385	0	0.0190269466244562	0.0296260650148219	0.00280042863896989	0.022368317815427	0.0269070224835978	0.0142124949100657	0.0122454033162775	0.00589021071700795	0.0033647978894449	0.00873312413554969	0.00762088923583118	0.0102091754379805	0.014463257115768
OM3_H_3C_2	0.00900627225396793	0.0175903248353154	0.017966996109132	0.0125500704408971	0.0108061453466238	0.0293761264027572	0.00664235605778221	0.0154018207600143	0.00710290911008114	0.0153120107097129	0.0181041506952977	0.00184180864478186	0.00558410700486827	0.0203934816080446	0.00897729601004899	0.00793761691489135	0.00551944888603864	0.00582569241038381	0.0154850880157376	0.0135564154588315	0.0416075360955855	0.0561049989744651	0.0471696424363691	0.0156046406936645	0.013126679421227	0.020687749970367	0.0114058077957543	0.0161769634612692	0.00839982716425326	0.0189412175037281	0.0218535162406568	0.0191231988185808	0.0178060594782917	0.0147858026633362	0.00702917371253438	0.011119970928376	0.0188539402381129	0.0185812900112716	0.027160461271446	0.0239480566848313	0.0113745618550395	0.00624861814972795	0.0190269466244562	0	0.0203992769021589	0.0170592323498406	0.00883433924389257	0.0119725329220476	0.00644502445240778	0.00791965300153192	0.0131382732150742	0.0158533139438541	0.0173479887909254	0.0122409583185019	0.0242197574879576	0.0102025618880474
OM3_H_3C_3	0.0223848654590936	0.0295583428399501	0.0297603124684028	0.0226723551579836	0.0238977986497136	0.0425824501847838	0.0224880934026436	0.0288611852571285	0.0189574315185743	0.0271287932359586	0.0284164170704522	0.0198967574209602	0.0173489218202602	0.0344067305232244	0.0220965250839043	0.0244483150228214	0.0213060995993738	0.0146002476061085	0.0224781401712873	0.0294029459094926	0.053902938562397	0.0697312220597368	0.0594741391785627	0.028966170837375	0.00815027359692628	0.0328871002178653	0.0104100072530185	0.0310362870465501	0.0229608023242466	0.030126309763758	0.0342339021316552	0.0321239487391282	0.0321946596371148	0.0159777415102631	0.0142183579974111	0.021876903396192	0.0106245763672786	0.0316627253144322	0.0387503920153147	0.0360163986942025	0.00904682095986482	0.0187718491668316	0.0296260650148219	0.0203992769021589	0	0.0295305103213881	0.0115866578269815	0.0102183594859	0.0183550395064899	0.0196255339908775	0.0257111307997218	0.0281330309371779	0.0334566158151389	0.0227299450026219	0.0388740934914356	0.0156892485003972
OM3_H_3D_2	0.00853675306612209	0.000758906676993148	0.00112219532904937	0.0068696515103926	0.00658718505348476	0.0132903084199011	0.0104445798572668	0.00185000833991909	0.0120007378053065	0.00240374222934212	0.00288316601868527	0.0155293279051525	0.0144701151887552	0.00496520504579132	0.00870742589051105	0.00925737864725811	0.0117126963113121	0.0196796224867481	0.00788825256504642	0.00527172056419236	0.0252713329065858	0.0406502126593537	0.0309154714801043	0.00164035401983572	0.0257670407270407	0.00373073801287987	0.025216116163067	0.00356229785080891	0.0087798219938938	0.00223104693835596	0.00502766315000006	0.00259648611256456	0.00341753006722707	0.0310756817568964	0.0173359549886568	0.00784865436615763	0.0331602613195804	0.00214082774372525	0.0102497459735616	0.00708254884235193	0.0229690791384589	0.0232364776921937	0.00280042863896989	0.0170592323498406	0.0295305103213881	0	0.0213426699276769	0.0258599563573416	0.012913744346267	0.0110050574244378	0.00421874149672982	0.00142646556703852	0.00626048892585978	0.00684781916241717	0.00941367013948247	0.0139631319916547
OM3_H_3E_1	0.0130008978795909	0.0216158476513408	0.0219176877314348	0.0148703919977783	0.014871205879658	0.0345847177150566	0.0121571631241268	0.0201598321057582	0.00938815203699862	0.0190595405126099	0.0212076858512738	0.00853243756415384	0.00705901731740867	0.0257484948665033	0.0127730729536958	0.014109457778353	0.010803478312137	0.00301544949851603	0.016321026087278	0.0196760729540787	0.0465969678279204	0.0618863005184985	0.0522384917651378	0.0203176756279408	0.00468144500470495	0.0250370672083043	0.00390486497451516	0.0218291650293868	0.0131804730942998	0.0226104806451164	0.0263615841135406	0.0238424582634858	0.0232608359236419	0.0110497214658497	0.00400796619843576	0.0136114762286616	0.0118229845045731	0.0233171093435852	0.0314598144813073	0.0283784607000677	0.00254276213383149	0.00821137003036769	0.022368317815427	0.00883433924389257	0.0115866578269815	0.0213426699276769	0	0.00454011335509032	0.00851827487653254	0.0103510084955884	0.017140821644932	0.0199299402065883	0.0237914624642908	0.0147530474717008	0.0300592984919787	0.00840148200362878
OM3_H_3E_3	0.0174618376893624	0.0261443520735067	0.0264491496050352	0.0194091559428164	0.019356602931963	0.039078539506504	0.0164103893213529	0.0246413965069464	0.0138777599276969	0.023589643654137	0.0257453207243763	0.01220723804091	0.0114779731758314	0.030205805929001	0.0172452117382194	0.0183156173095119	0.0150275821152191	0.00661089927183911	0.0207750554770891	0.0239873724231347	0.0511155313082412	0.0663505719771733	0.0567551128603565	0.0248036724805836	0.00216973391690149	0.0295616568276483	0.000646281393641589	0.0262301148404455	0.0175678180196891	0.0271482964398537	0.0308821787575071	0.0283445164883671	0.0276952147970768	0.00738026629751191	0.00853895496122772	0.0181497046802724	0.00734375076894561	0.027816114295095	0.0359936941307388	0.0329056115823287	0.00389590957917882	0.00874211858866173	0.0269070224835978	0.0119725329220476	0.0102183594859	0.0258599563573416	0.00454011335509032	0	0.0129867954228571	0.0148586467263435	0.0216512193173009	0.0244512318471041	0.0280790605564272	0.0192925970937614	0.0344764327594852	0.0128209835171527
OM3_H_3F_1	0.00448297954078087	0.0132450074250778	0.0135695638083004	0.00690504626840423	0.0063718114798647	0.0260992803936866	0.00415749772564509	0.0116562817151588	0.000935166408737064	0.0107115061014753	0.0131164809959072	0.0046348814237034	0.00157540592732742	0.0172332514016583	0.00425949297870474	0.00609865577667031	0.00314769898554483	0.0068116970977238	0.00934267172410414	0.0112901572279965	0.0381722988495907	0.0533888202001772	0.0438115379583877	0.0118189180137606	0.0131018823817563	0.0166358123881905	0.0123408273962568	0.0133307756314056	0.00474101594597861	0.0143512461394916	0.0179406011165917	0.0153688065837294	0.0147454574252461	0.0183492145012663	0.00457133541251285	0.00549157343150835	0.0203198357054904	0.0148376655933114	0.023121116442194	0.0199882657031814	0.0104357566887966	0.0114514572624559	0.0142124949100657	0.00644502445240778	0.0183550395064899	0.012913744346267	0.00851827487653254	0.0129867954228571	0	0.00196968440980104	0.00869528115385272	0.0115214112582125	0.0154123394868939	0.00668995965465451	0.0215483565286709	0.00423538238775586
OM3_H_3F_2	0.00278432779671743	0.0113117391259591	0.0116297345406686	0.0049567482828214	0.00453983243045196	0.0242377555352162	0.00356386618587236	0.00982171951397882	0.00103486942191593	0.00876817266624525	0.0111469934503503	0.00607868795812434	0.00354321095070687	0.0154332057916894	0.00251269489608225	0.00520794637693142	0.00322352905161357	0.0087754912396826	0.00758895356827981	0.00979244211206695	0.0362719759827002	0.0515582651144787	0.0419141260671292	0.0099750080899147	0.0148558570799538	0.0147165954308613	0.0142141810589937	0.0116408890105887	0.00337717683812286	0.0123941070805462	0.0160309992764299	0.0134930860452164	0.0129898633718217	0.020318532042893	0.00635151662650253	0.00353039708548445	0.0221722185160706	0.0129675422345784	0.0211853100445504	0.018066710635575	0.0121194825881474	0.0132991985856336	0.0122454033162775	0.00791965300153192	0.0196255339908775	0.0110050574244378	0.0103510084955884	0.0148586467263435	0.00196968440980104	0	0.00679357226238584	0.00960110716422997	0.0138818299260339	0.00472894051019223	0.0197981622785152	0.00442279972484965
OM3_H_3F_3	0.00434977027755353	0.00458748071519783	0.0049354122583153	0.00328145643745911	0.00240310333003718	0.0174555883394372	0.00650352538190148	0.00315526565809124	0.00778361559327847	0.00217406459893214	0.00502367991828276	0.0115130068499279	0.0102521398062068	0.00876503951939679	0.00450263200438125	0.00574514912377219	0.00766910384824386	0.0154666742838295	0.0058278128386326	0.00484600675772011	0.0294848191690176	0.0447987178222787	0.035127223039207	0.00327341124821765	0.0216012649387487	0.00794443711400766	0.0210067413463053	0.00545636519891677	0.00474198109098703	0.00583332672056704	0.0092459557602574	0.00670703936405679	0.00648754882473589	0.0268962807072172	0.0131364352488581	0.00383603519262673	0.0289611649142547	0.0061875514663316	0.0144484511964301	0.0112976514304656	0.0188227969466837	0.0192212150548976	0.00589021071700795	0.0131382732150742	0.0257111307997218	0.00421874149672982	0.017140821644932	0.0216512193173009	0.00869528115385272	0.00679357226238584	0	0.00283987491012858	0.00818895963380894	0.00309773968799929	0.0132093740428461	0.0100316170510547
