	OM3_B_B_1	OM3_B_B_2	OM3_B_B_3	OM3_C_7A_1	OM3_C_7A_2	OM3_C_7A_3	OM3_C_7B_3	OM3_C_7C_1	OM3_C_7C_2	OM3_C_7C_3	OM3_C_7G_1	OM3_C_7G_3	OM3_C_7H_1	OM3_C_7H_2	OM3_C_7H_3	OM3_C_8A_1	OM3_C_8A_2	OM3_C_8A_3	OM3_C_8B_1	OM3_C_8B_3	OM3_C_8C_1	OM3_C_8C_2	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8E_3	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9A_2	OM3_C_9A_3	OM3_C_9C_1	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9D_3	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9E_3	OM3_C_9F_2	OM3_C_9F_3	OM3_C_9G_1	OM3_C_9H_1	OM3_C_9H_2	OM3_C_9H_3	OM3_H_3C_2	OM3_H_3C_3	OM3_H_3D_2	OM3_H_3E_1	OM3_H_3E_3	OM3_H_3F_1	OM3_H_3F_2	OM3_H_3F_3	OM3_H_3G_1	OM3_H_3G_2	OM3_H_3G_3	OM3_H_3H_1	OM3_H_3H_3
OM3_C_7G_1	0.00914991384775725	0.00223148927356486	0.0020841753899721	0.00633911960991584	0.0072985846205547	0.0141956229062336	0.0114977458462255	0.00434037836095576	0.0121814429469693	0.00291808962838975	0	0.0164288152084843	0.0146894644416786	0.00708253419398585	0.00923341209416774	0.0107359671925925	0.0125966485231091	0.0199133983030112	0.00604928372259805	0.00786910922989128	0.025669317588588	0.0413831017800851	0.0312998617216534	0.00417814185326927	0.0254110150195408	0.00463421033386127	0.0251116759028037	0.00644259728537392	0.00971302229470863	0.00180536122464317	0.00592841111480833	0.0045750328893672	0.00616535352142801	0.0314626439327631	0.0172358007818252	0.00765735274855964	0.032934361814064	0.00437416097463529	0.0104257059780776	0.00760530513495146	0.0225659843210095	0.024101892376656	0.00121293771875055	0.0181041506952977	0.0284164170704522	0.00288316601868527	0.0212076858512738	0.0257453207243763	0.0131164809959072	0.0111469934503503	0.00502367991828276	0.00288681255722373	0.00911961488757493	0.006478198190822	0.0112490449205689	0.0132612356674821
OM3_C_7G_3	0.00728884738092128	0.0160267130159324	0.0163963145839187	0.0107528279366018	0.00914397236010569	0.0281008548713639	0.00509023735329584	0.0139326573425288	0.00526542742384223	0.0136838866817713	0.0164288152084843	0	0.00393102148304602	0.0190970046104113	0.00723632508557053	0.00662910686010476	0.00384417580270835	0.00567618536224158	0.0136500256650304	0.0123725567653752	0.0403255237414874	0.0550182550718158	0.0459144476997881	0.0141299911114222	0.0130812989832304	0.0192024274437845	0.0115993006672742	0.0149069079979996	0.00677778463718802	0.0173408207387462	0.0204036733327162	0.0176884885825184	0.0165080710863006	0.0158562051360252	0.00596648508927525	0.00931579254177689	0.0193439913350972	0.0171444814388762	0.0257069435375235	0.0224988714956961	0.0110095190265033	0.0077142641044906	0.0173862627591998	0.00184180864478186	0.0198967574209602	0.0155293279051525	0.00853243756415384	0.01220723804091	0.0046348814237034	0.00607868795812434	0.0115130068499279	0.0142776528435243	0.0163063772026116	0.010451973961741	0.023062551356074	0.00853524002809726
OM3_C_7H_1	0.0059910396548032	0.014811453495263	0.0151384077549809	0.00845725703731559	0.00790811972746792	0.0276264390966004	0.0052206121382359	0.0131793684404991	0.00250996055928081	0.0122821709952733	0.0146894644416786	0.00393102148304602	0	0.0187310891980775	0.00578544238174977	0.00719948601317374	0.00396542035428667	0.00523681048782087	0.0107597836128247	0.0126352878324021	0.039718968254898	0.0548926259720687	0.0453560802757816	0.0133462721310663	0.0116958040816587	0.0181954364378074	0.0108317571467669	0.0147744242280442	0.00612188855707734	0.0159254320240082	0.0194954038680905	0.016908233741802	0.0162221635090407	0.0167767396871008	0.00323765363201721	0.00705498673942497	0.0188192782564242	0.0163746836064127	0.0246870359046395	0.0215482003983914	0.00910885890372452	0.0100545166691093	0.0157874961846382	0.00558410700486827	0.0173489218202602	0.0144701151887552	0.00705901731740867	0.0114779731758314	0.00157540592732742	0.00354321095070687	0.0102521398062068	0.0130833707699797	0.0167569450112174	0.0082520876092429	0.0230132860561009	0.00462133355051804
OM3_C_7H_2	0.0127511599988176	0.00515403740026575	0.00510591857858757	0.0117467250928468	0.010893847681217	0.0090068379408576	0.0141000567060637	0.00562898862995672	0.0163664500015755	0.00732600263183045	0.00708253419398585	0.0190970046104113	0.0187310891980775	0	0.0129776298117905	0.0124815957150159	0.0154727495854115	0.0238151302012173	0.0127934725369623	0.00691565597131086	0.0212363457920898	0.0361788252207836	0.0268295880247017	0.00549454790116194	0.0302858024383536	0.00312257722208128	0.0295597912281748	0.00422147088508579	0.012692151282873	0.00537729191539005	0.00290877144751859	0.00252106202098314	0.00259026309704585	0.0349216905854634	0.0217718762767215	0.0125803097008124	0.0375424369220772	0.00284896814795207	0.00730903118230332	0.00438702557178603	0.0275385368080634	0.0266395515724216	0.00619938283052414	0.0203934816080446	0.0344067305232244	0.00496520504579132	0.0257484948665033	0.030205805929001	0.0172332514016583	0.0154332057916894	0.00876503951939679	0.00630489076452908	0.00438643511259514	0.0116814774003581	0.00447225997109513	0.0187669201907785
OM3_C_7H_3	0.000303256272089121	0.00908839248126767	0.00943104536202406	0.00370822425606303	0.00212508857584519	0.0218448334552939	0.00276349428143383	0.00739813171018624	0.00339194307851174	0.00660754222649316	0.00923341209416774	0.00723632508557053	0.00578544238174977	0.0129776298117905	0	0.00349678875330244	0.00348011808657392	0.0109745372566185	0.00699401205967866	0.0073090264131032	0.0339400812655876	0.049134516266304	0.0395770949920052	0.00756268761625162	0.0173265826991671	0.0124377819042136	0.0165991924111252	0.0091334906757759	0.00135784315127863	0.0102857118622542	0.0137256023042398	0.0111238221255964	0.0105054378807068	0.0223974108727465	0.00879971046810995	0.0024178784277758	0.0245783402425916	0.010589782542319	0.0189488742406062	0.0157894682648704	0.0146125991713883	0.014873641948608	0.0102440989598251	0.00897729601004899	0.0220965250839043	0.00870742589051105	0.0127730729536958	0.0172452117382194	0.00425949297870474	0.00251269489608225	0.00450263200438125	0.0073424214284586	0.0113806701097615	0.00335907843413025	0.0173138757417532	0.00663895765333047
OM3_C_8A_1	0.00324626222331496	0.00985217307979957	0.0102406775318047	0.00669896748266058	0.00391208160472518	0.0214822506972085	0.0019790231584378	0.00752335162968891	0.00559121967041596	0.00782473135943111	0.0107359671925925	0.00662910686010476	0.00719948601317374	0.0124815957150159	0.00349678875330244	0	0.00330652591408417	0.0117284945345692	0.0101056120933535	0.00576461958468383	0.033713394625093	0.0484197626625188	0.0392964424131714	0.00773128699054817	0.018788484546499	0.0128024728166657	0.01767848263476	0.00828065107859913	0.00213917112057591	0.0112793129479564	0.013937312641692	0.0112021330100323	0.00989146962688282	0.022482425484135	0.0104355968545164	0.00571124822500726	0.0256148973198152	0.0106623318556884	0.0192416879236908	0.0160292451867659	0.0162872042060753	0.0141831635175486	0.0114934662808872	0.00793761691489135	0.0244483150228214	0.00925737864725811	0.014109457778353	0.0183156173095119	0.00609865577667031	0.00520794637693142	0.00574514912377219	0.008174230658208	0.00978853119103191	0.00631963109939415	0.0164451536919494	0.00963037685238471
OM3_C_8A_2	0.00349040094720149	0.01219420915952	0.0125611229707345	0.00713958111813347	0.00530334035069138	0.0244688764564028	0.00139190846204048	0.0101622363907847	0.0030096337390075	0.00983993209129664	0.0125966485231091	0.00384417580270835	0.00396542035428667	0.0154727495854115	0.00348011808657392	0.00330652591408417	0	0.00846226948249408	0.0102796318163733	0.00897715464153549	0.036669545318987	0.0515582762690275	0.0422798498278277	0.0103542731489107	0.015483214499889	0.0154064005253768	0.0143883317438061	0.0113463900728553	0.0029391446937612	0.0134984351372229	0.0166301732092495	0.0139331992598368	0.0128982872570434	0.0194741121762089	0.00717892207003368	0.00575275851406484	0.022341895258844	0.0133891125458713	0.0219238139691471	0.0187224865806285	0.0130010216794862	0.011554403001623	0.013543899225384	0.00551944888603864	0.0213060995993738	0.0117126963113121	0.010803478312137	0.0150275821152191	0.00314769898554483	0.00322352905161357	0.00766910384824386	0.0104423911391645	0.0130553014733823	0.00680799378066125	0.0195846645741427	0.00722951783181817
OM3_C_8A_3	0.0111576800990504	0.0200377227624024	0.0203682473673138	0.0136393667312856	0.0130985146447544	0.0327632797197791	0.00985262512986843	0.0183300940632504	0.00774496417518073	0.0175150940158608	0.0199133983030112	0.00567618536224158	0.00523681048782087	0.0238151302012173	0.0109745372566185	0.0117284945345692	0.00846226948249408	0	0.0156454733872201	0.017438712052885	0.0448959368956025	0.0599542125525629	0.0505263179930196	0.0185045127117147	0.00741132340278404	0.0234085092532778	0.00598369235634017	0.019759560282867	0.0111248923132825	0.0211614335349351	0.0246985369173059	0.0220831536342707	0.0212691131760038	0.0115713014309678	0.00330716560576267	0.0122632644214554	0.013888441040436	0.0215455675259918	0.0299099229421756	0.0267604530354375	0.0055581737619177	0.00619859240648605	0.0210194605348978	0.00582569241038381	0.0146002476061085	0.0196796224867481	0.00301544949851603	0.00661089927183911	0.0068116970977238	0.0087754912396826	0.0154666742838295	0.018303292366965	0.0215100479804087	0.0134548226654189	0.0280108500529206	0.00819254805476083
OM3_C_8B_1	0.00712294332285634	0.00764213228991802	0.00773007725382826	0.00340675632224223	0.00630019667936742	0.0202220161146701	0.00975691380333785	0.00810284325579724	0.00850679816925105	0.00578860527828888	0.00604928372259805	0.0136500256650304	0.0107597836128247	0.0127934725369623	0.00699401205967866	0.0101056120933535	0.0102796318163733	0.0156454733872201	0	0.0106540734537252	0.0314588018091099	0.0472895874328265	0.0370547170821712	0.00809299718646647	0.0201437062337835	0.0106655947763087	0.0201677832214035	0.010702535947902	0.00817422064688442	0.00783536289193795	0.0119749354505533	0.0102976985500693	0.0111902005715292	0.0271175511892525	0.0125669762598913	0.00457946257279934	0.0277271282203136	0.00994701292282935	0.0162797020527545	0.0136182317766406	0.0172943532648122	0.0207891373210021	0.00723359178723355	0.0154850880157376	0.0224781401712873	0.00788825256504642	0.016321026087278	0.0207750554770891	0.00934267172410414	0.00758895356827981	0.0058278128386326	0.00675450634332966	0.013580496746892	0.00378612419718704	0.0171504129730274	0.00795824452115908
OM3_C_8B_3	0.0070208514935377	0.00602794624491274	0.00639135729526832	0.00797013139583442	0.00566793588151949	0.0158391568470611	0.00758684454909224	0.0035356828276172	0.0105479463742207	0.00547554613934932	0.00786910922989128	0.0123725567653752	0.0126352878324021	0.00691565597131086	0.0073090264131032	0.00576461958468383	0.00897715464153549	0.017438712052885	0.0106540734537252	0	0.0280701742908559	0.0426629130854046	0.0336240834022279	0.00371293066239812	0.0243284616026423	0.00797674778294836	0.0233457001820637	0.00273007928362323	0.0065494418788245	0.00749133349584583	0.00886491554834939	0.00622051062659484	0.00437987576481752	0.0282240444382117	0.0158372069629179	0.00803811069115065	0.0313109735255559	0.00574169247245998	0.0140341392746664	0.0108785150228892	0.0217162829510137	0.0197891708756725	0.00805739802441068	0.0135564154588315	0.0294029459094926	0.00527172056419236	0.0196760729540787	0.0239873724231347	0.0112901572279965	0.00979244211206695	0.00484600675772011	0.00502564634567957	0.00412412214126634	0.0077033769404814	0.0106918671154604	0.0138669092136176
OM3_C_8C_1	0.0337479321443911	0.0249970068378292	0.0247055140275503	0.031871938648587	0.031816415177671	0.0122378647672499	0.0353098458147696	0.0265790982097343	0.0372645461933694	0.027554445216688	0.025669317588588	0.0403255237414874	0.039718968254898	0.0212363457920898	0.0339400812655876	0.033713394625093	0.036669545318987	0.0448959368956025	0.0314588018091099	0.0280701742908559	0	0.0160337908243024	0.00564816976738117	0.0264021830532873	0.0509632665116783	0.0215715580836728	0.0504725797589104	0.0254414012955448	0.0338284830895724	0.0240932898754086	0.0202473523827292	0.0228228944094277	0.0238258680410768	0.0561245143263784	0.0425925024958209	0.0330310498207057	0.0583988008550892	0.0233601384749829	0.0152457353501067	0.0182371381508925	0.0481406726358578	0.0478444384998771	0.0244615260754278	0.0416075360955855	0.053902938562397	0.0252713329065858	0.0465969678279204	0.0511155313082412	0.0381722988495907	0.0362719759827002	0.0294848191690176	0.0266790153181104	0.0245598489420356	0.0319356521759368	0.0175661940489046	0.0389124705220356
OM3_C_8C_2	0.0489145712352368	0.0404743448520698	0.0402194622641886	0.0474250935976083	0.0470345842320215	0.0273668035746992	0.0501717336340111	0.0417499282356954	0.0525118873029418	0.0430108559210533	0.0413831017800851	0.0550182550718158	0.0548926259720687	0.0361788252207836	0.049134516266304	0.0484197626625188	0.0515582762690275	0.0599542125525629	0.0472895874328265	0.0426629130854046	0.0160337908243024	0	0.0108569402408683	0.0415935163521734	0.0663709172541967	0.037057838142882	0.0657055637846096	0.0402247036287621	0.0488473057144848	0.0397240562670577	0.035707811127754	0.0381004057319082	0.0387080694610713	0.0708324203890851	0.0579008768839875	0.0484891560133233	0.073672481383178	0.0386160586679195	0.0310209903723091	0.0338140632728213	0.0635893823043246	0.0622428004582199	0.0401711470772085	0.0561049989744651	0.0697312220597368	0.0406502126593537	0.0618863005184985	0.0663505719771733	0.0533888202001772	0.0515582651144787	0.0447987178222787	0.0420751744327077	0.0387734055085084	0.0474507693095487	0.0319916294636493	0.0545188735640059
OM3_C_8C_3	0.0393829683286857	0.0306432547518127	0.0303516335657776	0.0375138742701423	0.037454226314063	0.0178246405939967	0.0409157323334016	0.0322100455192012	0.0429051692875994	0.0332003240547286	0.0312998617216534	0.0459144476997881	0.0453560802757816	0.0268295880247017	0.0395770949920052	0.0392964424131714	0.0422798498278277	0.0505263179930196	0.0370547170821712	0.0336240834022279	0.00564816976738117	0.0108569402408683	0	0.032034805923214	0.0566032990308062	0.0272180463547305	0.0561121968870492	0.0310205464433648	0.0394506977755049	0.0297346647850132	0.0258930492544445	0.0284596012690307	0.0294165816146439	0.0617245359589605	0.0482349611979564	0.0386757829621717	0.0640375167283925	0.0289955756929579	0.020880504502845	0.0238840844794531	0.053780475380349	0.0533979189025085	0.0300939555302539	0.0471696424363691	0.0594741391785627	0.0309154714801043	0.0522384917651378	0.0567551128603565	0.0438115379583877	0.0419141260671292	0.035127223039207	0.0323239811379905	0.0300263950553095	0.0375793162050756	0.0230374765787077	0.0445461347654797
OM3_C_8E_1	0.00735769964792139	0.00236692315425091	0.00275055629437584	0.00637456726753489	0.00544866897328641	0.0142831888217724	0.0090417498819624	0.000213177491214657	0.0109317237707505	0.00231398309188968	0.00417814185326927	0.0141299911114222	0.0133462721310663	0.00549454790116194	0.00756268761625162	0.00773128699054817	0.0103542731489107	0.0185045127117147	0.00809299718646647	0.00371293066239812	0.0264021830532873	0.0415935163521734	0.032034805923214	0	0.0248220756231553	0.00508378183773355	0.0241579260500152	0.0026289732919874	0.00745498562884352	0.00386168996779532	0.00627736759083833	0.00358876434424848	0.00327011839368817	0.0297993785510741	0.016325110810489	0.00710206431856627	0.0321310064266487	0.00304691770255294	0.011578768179101	0.00837163831552822	0.022060534713742	0.0218152565267126	0.00436209843475844	0.0156046406936645	0.028966170837375	0.00164035401983572	0.0203176756279408	0.0248036724805836	0.0118189180137606	0.0099750080899147	0.00327341124821765	0.00147985640916224	0.00551115149964811	0.00626483267531791	0.00993654670949543	0.0132972625455648
OM3_C_8E_3	0.0175679057809378	0.0259917566439134	0.0262750120628905	0.0191183226183267	0.0193949620574279	0.0390448099176302	0.0168327231574234	0.0246725321381262	0.0139357529146524	0.0234363186352329	0.0254110150195408	0.0130812989832304	0.0116958040816587	0.0302858024383536	0.0173265826991671	0.018788484546499	0.015483214499889	0.00741132340278404	0.0201437062337835	0.0243284616026423	0.0509632665116783	0.0663709172541967	0.0566032990308062	0.0248220756231553	0	0.0294216443691696	0.00226254496227534	0.0264303518826205	0.0178095884143217	0.0269020728092155	0.0307596369470392	0.0283037923284587	0.0278296112740758	0.00924852687521364	0.00853243569814176	0.0179494775362684	0.00758552075659129	0.0277870000347184	0.035767817481887	0.0327414126401444	0.00285494240594173	0.0106467884858428	0.0265972934082281	0.013126679421227	0.00815027359692628	0.0257670407270407	0.00468144500470495	0.00216973391690149	0.0131018823817563	0.0148558570799538	0.0216012649387487	0.0243444466921805	0.0284477281171586	0.019042875590359	0.0346352236444395	0.012227073653301
