	OM3_B_B_1	OM3_B_B_3	OM3_C_7A_2	OM3_C_7A_3	OM3_C_7B_2	OM3_C_7B_3	OM3_C_7C_1	OM3_C_7C_2	OM3_C_7G_2	OM3_C_7G_3	OM3_C_7H_1	OM3_C_7H_2	OM3_C_8A_1	OM3_C_8A_2	OM3_C_8A_3	OM3_C_8B_1	OM3_C_8B_2	OM3_C_8B_3	OM3_C_8C_1	OM3_C_8C_2	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9A_2	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9E_3	OM3_C_9F_1	OM3_C_9F_2	OM3_C_9F_3	OM3_C_9G_1	OM3_C_9G_2	OM3_C_9G_3	OM3_C_9H_1	OM3_C_9H_2	OM3_H_3C_2	OM3_H_3D_1	OM3_H_3D_2	OM3_H_3E_1	OM3_H_3E_2	OM3_H_3E_3	OM3_H_3F_1	OM3_H_3G_1	OM3_H_3G_2	OM3_H_3H_1	OM3_H_3H_2	OM3_H_3H_3
OM3_C_9A_2	0.00082144353920398	0.0107933709142517	0.00307963249390643	0.0275505633310903	0.00299990061536005	0.0149818603271791	0.00604849960819138	0.00516819863179141	0.013582586963719	0.0189133999491309	0.007080933601079	0.011519399500968	0.00703443179346533	0.00785648665811995	0.0177560336991429	0.00152176252232426	0.0158969279698543	0.00523448928063104	0.00340262452576588	0.000405281187681178	0.000389518331861474	0.0104006420512157	0.0169526114491898	0.0102294467140013	0.0115762791347489	0	0.00317875875184497	0.0094596892591159	0.000196591181218983	0.0173259016957217	0.0165753018209951	0.0079435212469656	5.79760952976563e-06	0.015787200198044	0.00304565507037392	0.00471816401819925	3.79368911252089e-05	0.00590166442052447	0.00901713136712527	0.00446660569114744	0.00904901179839806	0.00813665439381029	0.0105850706172002	0.00610868973009907	0.00113678494105996	0.00800359606787773	0.00780010971042202	0.00789620314051621	0.0023022882891974	0.0068668944948129	0.0115200312922989
OM3_C_9C_2	0.00400019866716974	0.0139719632131942	9.91265943303553e-05	0.0307283858035318	0.0061786389224903	0.0181603186429452	0.00286975999072903	0.00198945121476873	0.0104039839353842	0.022091697114059	0.00390220530697282	0.00834074663583644	0.00385570293881565	0.0110351497424927	0.0209343818663724	0.00165699900996569	0.0127183920020514	0.0084131994483083	0.00658135857603677	0.00277347880385131	0.0027892416181274	0.00722196608271166	0.0201309932726829	0.0134080540849257	0.00839762751786996	0.00317875875184497	0	0.0126383160675563	0.00298216821702662	0.0141474130247579	0.019753698956106	0.0047648042142769	0.00318455634490256	0.0189656282963448	0.00622439291193423	0.0078968816674346	0.00321669550679502	0.00272292338337802	0.00583843064083816	0.00128785328097789	0.00587031159514481	0.00495794010720149	0.0137636685653411	0.00292995070830627	0.00204197637044985	0.00482487988057281	0.00462139069183596	0.00471748544759325	0.000876472687595279	0.0100455771343474	0.00834137844098082
OM3_C_9C_3	0.00863826903387785	0.00133372900688199	0.0125391949255028	0.0180925177740459	0.00645985232928455	0.00552244336964604	0.0155078808822879	0.0146276396483981	0.0230412492285472	0.00945429952912892	0.0165402383358211	0.0209782956346427	0.0164937401258603	0.00160324401814074	0.00829682948508701	0.0109813968888327	0.0253552947250452	0.0042252726807944	0.00605713246807455	0.00986495731229463	0.00984919498756276	0.0198596533420382	0.00749334039168589	0.000769783354880716	0.0210351691946291	0.0094596892591159	0.0126383160675563	0	0.0096562742039585	0.026784068478231	0.00711600084425712	0.0174027566774105	0.00945389182577156	0.00632783976213421	0.00641409838793195	0.00474159877546446	0.00942175354387295	0.0153610560127206	0.0184762737281351	0.0139260906840052	0.0185081512802909	0.017595873638984	0.0011254205420588	0.0155680667337951	0.0105964346303917	0.0174628264900254	0.017259357001167	0.0173554424991243	0.0117618886049311	0.00259285330251023	0.0209789273586238
OM3_C_9E_1	0.00101803466337895	0.0109899539959447	0.00288304191808494	0.027747102203924	0.00319649114237447	0.015178435973741	0.00585191084038238	0.00497160920260347	0.0133860081750451	0.0191099664276762	0.00688434574351527	0.0113228172107615	0.00683784389177067	0.00805307352054534	0.017952603096959	0.00132517147850026	0.0157003537988615	0.00543107852179663	0.00359921487143501	0.000208690011778637	0.000192927155814242	0.010204058104733	0.0171491827653434	0.0104260306132032	0.0113796969332936	0.000196591181218983	0.00298216821702662	0.0096562742039585	0	0.0171293307401192	0.0167718740074769	0.00774693426125063	0.000202388794664634	0.0159837741393837	0.00324224557795539	0.00491475361706588	0.000234528070250246	0.00570507553503631	0.00882054560819883	0.00427001581046185	0.0088524260783053	0.00794006761721589	0.0107816540059256	0.00591210101137301	0.000940193832676331	0.00780700914667851	0.00760352257274314	0.00769961610436334	0.002105697438493	0.0070634823654381	0.0113234490030653
OM3_C_9E_2	0.0181472556974995	0.0281174488593289	0.0142465326944876	0.0448690259900161	0.0203254360416558	0.0323048527186	0.0112778117270948	0.0121580804117148	0.00374362006089096	0.0362351807774347	0.0102454037473862	0.00580690386695406	0.0102919046586616	0.0251811996813568	0.0350781905755873	0.0158042836183262	0.00142911014460929	0.0225596815527468	0.0207281025442744	0.0169206616961589	0.0169364229868227	0.00692569218279568	0.0342750198559063	0.027553654662233	0.00575002226235714	0.0173259016957217	0.0141474130247579	0.026784068478231	0.0171293307401192	0	0.0338978256633367	0.00938282801922845	0.0173316987056063	0.0331099596108957	0.020371184072659	0.0220434409153619	0.0173638346287477	0.0114246421752599	0.00830922024995949	0.0128596409506429	0.00827733967686678	0.00918969631638941	0.027909197028615	0.0112176234731549	0.0161892272872571	0.00932275369547343	0.00952623819368823	0.00943014570356061	0.0150238211418399	0.0241917981164749	0.00580627205395445
OM3_C_9E_3	0.0157539328424581	0.00578229096685944	0.0196545857287831	0.0109770111198741	0.013575635912847	0.00159357931983462	0.0226230136444333	0.0217428534516275	0.030155532367791	0.00233835360145508	0.0236552711885512	0.0280928392090617	0.0236087775914835	0.00871921020457656	0.00118085297286524	0.018096905717211	0.0324692608170395	0.0113411547685055	0.0131729356271367	0.0169805433636007	0.0169647820851107	0.0269743293816331	0.000377346569008663	0.00634622960585959	0.0281497058697997	0.0165753018209951	0.019753698956106	0.00711600084425712	0.0167718740074769	0.0338978256633367	0	0.0245177020325844	0.0165695047610144	0.0007881734641711	0.013529884235869	0.011857460295221	0.0165373685458231	0.022476202557837	0.0255911050640439	0.0210413663427095	0.0256229791437119	0.0247107989015964	0.00599059702488009	0.0226831938153881	0.0177119707807908	0.0245777656150036	0.0243743171573312	0.0244703927490247	0.018877339795981	0.00970879174464761	0.0280934708564922
OM3_C_9F_1	0.00876494495003084	0.018736334606813	0.00486393001233999	0.035491383900566	0.0109433314045467	0.0229244343020112	0.00189505320651106	0.00277536211999982	0.00563927661348124	0.02685551972021	0.000862604467122746	0.00357599168049796	0.00090910706510484	0.0157996657543087	0.0256982960776387	0.0064217856445678	0.00795375484187068	0.0131778204311483	0.0113460393928782	0.00753824847580647	0.00755401102110777	0.00245719117666371	0.0248949684555628	0.0181724554649064	0.00363287368729838	0.0079435212469656	0.0047648042142769	0.0174027566774105	0.00774693426125063	0.00938282801922845	0.0245177020325844	0	0.00794931873339586	0.0237296881093403	0.010989084095687	0.012661520638908	0.00798145730232202	0.00204189001473054	0.00107363677954794	0.00347695833010089	0.00110551809943547	0.000193137474479125	0.0185280511580127	0.00183486238600088	0.00680675762157331	6.00761453723924e-05	0.0001434146171474	4.73191345496216e-05	0.00564126873360129	0.0148101354388525	0.0035766234980898
OM3_C_9F_2	0.000815645927115524	0.0107875735353182	0.00308543008817987	0.0275447672490878	0.00299410302001599	0.0149760631658051	0.00605429714798078	0.00517399619143916	0.0135883842061306	0.01890760305653	0.00708673111359603	0.0115251968474884	0.00704022930729977	0.00785068916888045	0.0177502367209179	0.00152756013104632	0.0159027250751527	0.0052286917223052	0.0033968269356257	0.000411078800560554	0.000395315945113134	0.0104064394470265	0.0169468144147207	0.0102236493111808	0.011582076478618	5.79760952976563e-06	0.00318455634490256	0.00945389182577156	0.000202388794664634	0.0173316987056063	0.0165695047610144	0.00794931873339586	0	0.0157814030866279	0.00303985747561913	0.00471236644954775	3.21392767273674e-05	0.00590746196381005	0.00902292881694854	0.004472403264384	0.00905480924706765	0.0081424518740082	0.0105792732292907	0.00611448726841324	0.00114258255185775	0.00800939355239922	0.0078059072014051	0.00790200062846616	0.00230808589187682	0.00686109697625019	0.0115258286387813
OM3_C_9F_3	0.0149658241153608	0.00499412544536405	0.0188665140201457	0.0117651489410242	0.0127875101315597	0.000805406208964608	0.0218349756736686	0.020954804975868	0.0293676015744644	0.00312652505154114	0.0228672460765218	0.0273048759921669	0.0228207518877922	0.00793105575050686	0.0019690257965839	0.0173088182288798	0.0316813691508355	0.0105530141904368	0.0123848069773074	0.0161924453814607	0.0161766839596953	0.0261863495520954	0.00116551991179773	0.00555806584235299	0.0273617435157274	0.015787200198044	0.0189656282963448	0.00632783976213421	0.0159837741393837	0.0331099596108957	0.0007881734641711	0.0237296881093403	0.0157814030866279	0	0.012741758124208	0.0110693228933499	0.0157492665866501	0.0216881628054685	0.0248031056331023	0.0202533097971508	0.0248349801527174	0.0239227875390683	0.00520243213239901	0.0218951565783277	0.0169238795971646	0.023789752486102	0.0235863013457688	0.0236823782014991	0.0180892600480265	0.00892064208513888	0.0273055076491737
OM3_C_9G_1	0.0022242134627537	0.00774780433849409	0.00612526762849184	0.0245056243155261	4.57545992455779e-05	0.0119363945930405	0.00909409655915846	0.00821380884571428	0.0166280035068392	0.015868062790226	0.0101265129125578	0.0145648773563917	0.010080011947838	0.00481087157254345	0.0147106552750155	0.00456741024619888	0.0189422650513909	0.0021888463278339	0.000356970739760698	0.00345093477949407	0.00343517198775757	0.0134461493979859	0.0139072060557522	0.00718386940509313	0.014621755420238	0.00304565507037392	0.00622439291193423	0.00641409838793195	0.00324224557795539	0.020371184072659	0.013529884235869	0.010989084095687	0.00303985747561913	0.012741758124208	0	0.00167251729327673	0.00300771830145065	0.00894726369742262	0.0120626715321173	0.00751222530389951	0.0120945512526317	0.011182213341367	0.0075394999983077	0.00915428571447154	0.0041824349858817	0.0110491577115666	0.0108456754050539	0.0109417669330418	0.00534793034643154	0.00382126718102308	0.0145655091303197
OM3_C_9G_2	0.00389672572205699	0.0060753144142786	0.00779775719075163	0.0228334331602346	0.00171827184775634	0.0102639485742795	0.0107665570198759	0.00988627900111869	0.0183003442680514	0.0141956766154634	0.0117989608587278	0.0162372574344258	0.011752460484235	0.00313836305506152	0.0130382496073147	0.00623991099011518	0.0206145558438168	0.000516329691221753	0.0013155468263435	0.00512344180496347	0.00510767909158581	0.0151185487340189	0.0122347877772172	0.00551137513155476	0.0162941344804301	0.00471816401819925	0.0078968816674346	0.00474159877546446	0.00491475361706588	0.0220434409153619	0.011857460295221	0.012661520638908	0.00471236644954775	0.0110693228933499	0.00167251729327673	0	0.00468022741948189	0.0106197258376545	0.0137350926784995	0.00918470254260265	0.0137669719213903	0.0128546472133445	0.00586700842440235	0.010826745479509	0.00585493805914822	0.0127215934285247	0.0125181139038519	0.0126142041241327	0.00702042583999547	0.0021487546597981	0.0162378891970621
OM3_C_9G_3	0.000783506658176853	0.0107554355544204	0.00311756925708861	0.0275126364507575	0.00296196384282439	0.0149439263892114	0.00608643601331749	0.00520613516726015	0.0136205214198669	0.018875467768226	0.00711886982735077	0.0115573346391933	0.00707236802840107	0.00781855057777904	0.0177181009584609	0.00155969938058517	0.0159348615277784	0.00519655274933809	0.00336468778697444	0.000443218074559256	0.000427455219049956	0.0104385775125039	0.0169146783407979	0.0101915111981566	0.011614214255663	3.79368911252089e-05	0.00321669550679502	0.00942175354387295	0.000234528070250246	0.0173638346287477	0.0165373685458231	0.00798145730232202	3.21392767273674e-05	0.0157492665866501	0.00300771830145065	0.00468022741948189	0	0.00593960084878221	0.00905506718243368	0.00450454231590367	0.0090869476061306	0.00817459040821697	0.0105471351987632	0.00614662612556827	0.00117472181301007	0.00804153211059991	0.00783804579556475	0.00793413920576773	0.00234022510776828	0.00682895822297827	0.011557966430322
OM3_C_9H_1	0.00672309665409839	0.0166946661711809	0.00282204971383067	0.0334503361702272	0.00890151036176277	0.0208828835171993	0.000146837005129892	0.000733473546136757	0.00768113597423445	0.0248141020780198	0.00117928626750577	0.00561786747791602	0.00113278367840145	0.013757929690241	0.0236568369548468	0.00437991554074366	0.00999558859512312	0.0111360343332778	0.00930422412497287	0.00549638779278631	0.00551215048373172	0.00449907336752352	0.0228534816596849	0.0161307730935212	0.00567474911232527	0.00590166442052447	0.00272292338337802	0.0153610560127206	0.00570507553503631	0.0114246421752599	0.022476202557837	0.00204189001473054	0.00590746196381005	0.0216881628054685	0.00894726369742262	0.0106197258376545	0.00593960084878221	0	0.00311552442688324	0.0014350718471922	0.0031474056516001	0.00223502718364216	0.0164863775222254	0.000207027897435344	0.00476489056671364	0.00210196607033612	0.00189847559028406	0.00199457094611349	0.00359939309235712	0.0127683793450896	0.00561849929138395
OM3_C_9H_2	0.00983854963274711	0.0198098331674479	0.00593755604406033	0.0365645367322938	0.0120169192328904	0.0239978661550917	0.00296868789251321	0.00384899492424511	0.00456564941428144	0.0279288770213302	0.00193624062508239	0.00250235823069366	0.00198274317391413	0.0168732032745256	0.0267716765269549	0.00749540450992465	0.00688013842450374	0.0142513872962965	0.012419623718119	0.0086118610935184	0.00862762354395779	0.00138355566214451	0.0259683643842089	0.0192459620057987	0.00255924036732011	0.00901713136712527	0.00583843064083816	0.0184762737281351	0.00882054560819883	0.00830922024995949	0.0255911050640439	0.00107363677954794	0.00902292881694854	0.0248031056331023	0.0120626715321173	0.0137350926784995	0.00905506718243368	0.00311552442688324	0	0.0045505892215105	3.18813349403251e-05	0.000880499368288932	0.0196015526940195	0.00290849717960714	0.00788037443750913	0.00101356065713136	0.00121705133174058	0.00112095589516827	0.00671489141533112	0.015883684636841	0.00250299004968494
OM3_H_3C_2	0.00528804249957114	0.0152597211896564	0.00138697981411465	0.0320157985371345	0.00746647159435508	0.0194480139903798	0.00158190873678826	0.000701598557037369	0.00911617299260794	0.0233793193429438	0.00261435658100122	0.00705291961631094	0.00256785407852238	0.0123229422523931	0.022222027062714	0.00294485011162706	0.0114306036142721	0.00970101626256079	0.00786918871996455	0.00406132705385512	0.004077089819918	0.005934131934298	0.0214186537044779	0.0146958192918298	0.00710980089064062	0.00446660569114744	0.00128785328097789	0.0139260906840052	0.00427001581046185	0.0128596409506429	0.0210413663427095	0.00347695833010089	0.004472403264384	0.0202533097971508	0.00751222530389951	0.00918470254260265	0.00450454231590367	0.0014350718471922	0.0045505892215105	0	0.00458247032413678	0.00367009495032024	0.0150514292457527	0.00164209957561975	0.0033298266146542	0.0035370342190705	0.00333354428913476	0.00342963939030154	0.00216432512140115	0.0113333795402272	0.00705355142580677
OM3_H_3D_1	0.00987042989252877	0.019841710154287	0.005969436985425	0.0365964032489022	0.0120487989655975	0.0240297411100221	0.00300056912710759	0.00388087609222627	0.00453376830993307	0.0279607497145874	0.00196812191605386	0.00247047696592594	0.0020146244628245	0.0169050814540733	0.0268035499216785	0.00752728521947656	0.0068482576120584	0.0142832663792339	0.0124515033418865	0.00864374160391103	0.00865950405135286	0.00135167434979383	0.026000238248368	0.0192778392364852	0.00252735910574525	0.00904901179839806	0.00587031159514481	0.0185081512802909	0.0088524260783053	0.00827733967686678	0.0256229791437119	0.00110551809943547	0.00905480924706765	0.0248349801527174	0.0120945512526317	0.0137669719213903	0.0090869476061306	0.0031474056516001	3.18813349403251e-05	0.00458247032413678	0	0.000912380692537275	0.0196334297717502	0.0029403784181517	0.00791225508150797	0.00104544197848155	0.00124893264797037	0.00115283721391266	0.00674677224774795	0.0159155631752336	0.00247110878499215
OM3_H_3D_2	0.00895807716712869	0.018929448320667	0.00505706584006882	0.0356844364049066	0.0111364607180218	0.0231175362621129	0.00208819041610844	0.00296849904296211	0.00544614119477798	0.0270486085001052	0.00105574188067594	0.00338285501576774	0.0011022444726067	0.0159927863038004	0.0258913889536992	0.00661492027491393	0.00776062149911577	0.0133709461051467	0.0115391680999055	0.00773138204805319	0.0077471445772254	0.00226405407454369	0.0250880640690102	0.0183655705811583	0.00343973704927486	0.00813665439381029	0.00495794010720149	0.017595873638984	0.00794006761721589	0.00918969631638941	0.0247107989015964	0.000193137474479125	0.0081424518740082	0.0239227875390683	0.011182213341367	0.0128546472133445	0.00817459040821697	0.00223502718364216	0.000880499368288932	0.00367009495032024	0.000912380692537275	0	0.0187211653948458	0.00202799961144862	0.00699989190593495	0.000133061330128533	0.000336552088514495	0.000240456609197035	0.0058344040044855	0.0150032580308114	0.0033834868336542
OM3_H_3E_1	0.00976365656766635	0.000208308573331341	0.0136645484423385	0.0169672178950816	0.0075852536890271	0.00439703235062848	0.0166332005564933	0.015752970073955	0.0241664521956895	0.00832890988932848	0.0176655446311411	0.0221035349561995	0.0176190470416391	0.00272866284643008	0.00717143228857694	0.0121067654144047	0.0264804529699551	0.00535068436951913	0.00718253597768743	0.0109903354293591	0.0109745732330754	0.0209849109910662	0.00636793856942949	0.000355637294425785	0.022160407558349	0.0105850706172002	0.0137636685653411	0.0011254205420588	0.0107816540059256	0.027909197028615	0.00599059702488009	0.0185280511580127	0.0105792732292907	0.00520243213239901	0.0075394999983077	0.00586700842440235	0.0105471351987632	0.0164863775222254	0.0196015526940195	0.0150514292457527	0.0196334297717502	0.0187211653948458	0	0.016693385650819	0.0117218065731264	0.0185881201261952	0.0183846534862263	0.0184807376428637	0.0128872498474672	0.00371827006832343	0.0221041666695515
OM3_H_3E_2	0.00693012120691609	0.0169016737999214	0.00302907699777063	0.0336572830646786	0.00910853243812688	0.0210898797677885	6.01908930284513e-05	0.00094050139420783	0.00747411219606564	0.0250210853455332	0.000972258452350584	0.00541084176158983	0.000925755856150076	0.0139649437896135	0.0238638242761502	0.00458694199620771	0.00978856771795324	0.0113430531606402	0.00951124566883184	0.00570341344005921	0.00571917611830615	0.00429204685565381	0.023060471681272	0.0163377820610612	0.00546772344125068	0.00610868973009907	0.00292995070830627	0.0155680667337951	0.00591210101137301	0.0112176234731549	0.0226831938153881	0.00183486238600088	0.00611448726841324	0.0218951565783277	0.00915428571447154	0.010826745479509	0.00614662612556827	0.000207027897435344	0.00290849717960714	0.00164209957561975	0.0029403784181517	0.00202799961144862	0.016693385650819	0	0.00497191676371368	0.00189493845871235	0.00169144792314002	0.00178754330442159	0.00380642000650434	0.0129753953450982	0.00541147357555752
OM3_H_3E_3	0.00195822784575068	0.0119301050175252	0.0019428499123182	0.0286870355951057	0.00413668066051995	0.0161185498850097	0.0049117263803145	0.00403142190586402	0.0124458686473636	0.020050035037177	0.00594416525389992	0.0103826617016152	0.00589766320838786	0.00899324371201522	0.0188926860963224	0.000384977812401988	0.0147602354976936	0.00637126106171147	0.00453940337284205	0.000731503870432894	0.000747266723946999	0.00926389508916556	0.0180892752366082	0.0113661857535185	0.0104395418275716	0.00113678494105996	0.00204197637044985	0.0105964346303917	0.000940193832676331	0.0161892272872571	0.0177119707807908	0.00680675762157331	0.00114258255185775	0.0169238795971646	0.0041824349858817	0.00585493805914822	0.00117472181301007	0.00476489056671364	0.00788037443750913	0.0033298266146542	0.00791225508150797	0.00699989190593495	0.0117218065731264	0.00497191676371368	0	0.00686683279315976	0.00666334525938041	0.00675943924091268	0.00116550440634687	0.00800365774543286	0.0103832934983918
OM3_H_3F_1	0.00882501948401648	0.0187964034129002	0.00492400565862108	0.0355514337134573	0.011003405041387	0.0229844994636315	0.00195512927442818	0.0028354381011971	0.00557920112352939	0.0269155807929359	0.000922680595608073	0.00351591579722685	0.000969183191861794	0.0158597366785253	0.0257583584212955	0.00648186092270392	0.00789368000405443	0.0132378929420953	0.0114061128421972	0.00759832342791496	0.00761408596824934	0.00239711515424407	0.0249550316484743	0.0182325247056584	0.00357279781251094	0.00800359606787773	0.00482487988057281	0.0174628264900254	0.00780700914667851	0.00932275369547343	0.0245777656150036	6.00761453723924e-05	0.00800939355239922	0.023789752486102	0.0110491577115666	0.0127215934285247	0.00804153211059991	0.00210196607033612	0.00101356065713136	0.0035370342190705	0.00104544197848155	0.000133061330128533	0.0185881201261952	0.00189493845871235	0.00686683279315976	0	0.000203490761479039	0.000107395280699982	0.00570134420882106	0.0148702069956457	0.00351654761493483
OM3_H_3G_1	0.00862153409014758	0.0185929373198918	0.0047205165366288	0.0353480317855794	0.010799922664329	0.0227810456729401	0.00175163875437125	0.0026319478659684	0.0057826896097768	0.0267121408125543	0.000719189880812948	0.00371940563655338	0.00076569248252061	0.0156562634406315	0.0255549141476605	0.00627837303190816	0.00809716625794422	0.0130344143560765	0.0112026310962482	0.00739483663016925	0.00741059918717681	0.00260060547617489	0.0247515845063315	0.0180290571460579	0.00377628762256128	0.00780010971042202	0.00462139069183596	0.017259357001167	0.00760352257274314	0.00952623819368823	0.0243743171573312	0.0001434146171474	0.0078059072014051	0.0235863013457688	0.0108456754050539	0.0125181139038519	0.00783804579556475	0.00189847559028406	0.00121705133174058	0.00333354428913476	0.00124893264797037	0.000336552088514495	0.0183846534862263	0.00169144792314002	0.00666334525938041	0.000203490761479039	0	9.6095481767937e-05	0.00549785565836226	0.0146667316250735	0.00372003745391583
OM3_H_3G_2	0.0087176270681416	0.018689021218975	0.00481661126121147	0.0354440854433599	0.0108960142254745	0.0228771237773895	0.0018477341285457	0.00272804310879411	0.00568659522297494	0.0268082124093111	0.000815285343236202	0.00362331060340666	0.000861787942554601	0.0157523507032883	0.0256509877677158	0.00637446718067012	0.00800107293361297	0.0131305041349484	0.0112987223607927	0.00749093026674176	0.00750669281592058	0.00250451021112373	0.0248476594781299	0.0181251417357038	0.00368019260343801	0.00789620314051621	0.00471748544759325	0.0173554424991243	0.00769961610436334	0.00943014570356061	0.0244703927490247	4.73191345496216e-05	0.00790200062846616	0.0236823782014991	0.0109417669330418	0.0126142041241327	0.00793413920576773	0.00199457094611349	0.00112095589516827	0.00342963939030154	0.00115283721391266	0.000240456609197035	0.0184807376428637	0.00178754330442159	0.00675943924091268	0.000107395280699982	9.6095481767937e-05	0	0.00559395011584551	0.0147628198913204	0.00362394242092379
OM3_H_3H_1	0.00312372977863646	0.0130955461986453	0.000777346116504731	0.0298521927548446	0.00530217619659668	0.0172839414999344	0.00374622941105332	0.00286592216952514	0.0112804209660818	0.0212153671520488	0.00477867232767173	0.00921719596455987	0.00473217008155153	0.0101587111560274	0.02005803703308	0.000780526715494424	0.0135948121609718	0.00753674604504951	0.00570489730571924	0.00189700771571564	0.00191277055241531	0.00809842099891149	0.019254638598054	0.0125316325201925	0.0092740765422087	0.0023022882891974	0.000876472687595279	0.0117618886049311	0.002105697438493	0.0150238211418399	0.018877339795981	0.00564126873360129	0.00230808589187682	0.0180892600480265	0.00534793034643154	0.00702042583999547	0.00234022510776828	0.00359939309235712	0.00671489141533112	0.00216432512140115	0.00674677224774795	0.0058344040044855	0.0128872498474672	0.00380642000650434	0.00116550440634687	0.00570134420882106	0.00549785565836226	0.00559395011584551	0	0.00916913246361027	0.00921782776633915
OM3_H_3H_2	0.00604546279665906	0.00392657758334472	0.00994645397684706	0.0206850324066926	0.0038670215463094	0.00811525620311858	0.012915207950869	0.0120349448976479	0.0204488199423185	0.0120470499180474	0.0139475927678411	0.018385789498862	0.0139010932842338	0.000989610715578513	0.0108896011660787	0.00838862658558216	0.0227629607298124	0.0016324255980008	0.00346429808310128	0.00727216865565266	0.00725640608785448	0.0172671087282506	0.0100861254251035	0.00336263432170839	0.0184426650751277	0.0068668944948129	0.0100455771343474	0.00259285330251023	0.0070634823654381	0.0241917981164749	0.00970879174464761	0.0148101354388525	0.00686109697625019	0.00892064208513888	0.00382126718102308	0.0021487546597981	0.00682895822297827	0.0127683793450896	0.015883684636841	0.0113333795402272	0.0159155631752336	0.0150032580308114	0.00371827006832343	0.0129753953450982	0.00800365774543286	0.0148702069956457	0.0146667316250735	0.0147628198913204	0.00916913246361027	0	0.0183864212452022
OM3_H_3H_3	0.0123414343340597	0.0223124395614268	0.00844050261619716	0.0390662853411717	0.0145197578866052	0.0265003040686161	0.00547166385087185	0.00635196376453291	0.00206266753397074	0.0304311289733851	0.00443922321842311	6.31852148237343e-07	0.00448572550814814	0.0193759095921523	0.0292739860223688	0.00999832954269748	0.00437717449993305	0.0167541701512553	0.0149224529564585	0.0111147680981992	0.0111305302786294	0.00111943573108218	0.0284707124509673	0.0217485887505636	5.62504428694774e-05	0.0115200312922989	0.00834137844098082	0.0209789273586238	0.0113234490030653	0.00580627205395445	0.0280934708564922	0.0035766234980898	0.0115258286387813	0.0273055076491737	0.0145655091303197	0.0162378891970621	0.011557966430322	0.00561849929138395	0.00250299004968494	0.00705355142580677	0.00247110878499215	0.0033834868336542	0.0221041666695515	0.00541147357555752	0.0103832934983918	0.00351654761493483	0.00372003745391583	0.00362394242092379	0.00921782776633915	0.0183864212452022	0
