	OM3_B_B_1	OM3_B_B_2	OM3_B_B_3	OM3_C_7A_1	OM3_C_7A_2	OM3_C_7A_3	OM3_C_7B_2	OM3_C_7B_3	OM3_C_7C_2	OM3_C_7C_3	OM3_C_7G_1	OM3_C_7G_2	OM3_C_7G_3	OM3_C_7H_1	OM3_C_7H_2	OM3_C_7H_3	OM3_C_8A_1	OM3_C_8A_2	OM3_C_8A_3	OM3_C_8B_1	OM3_C_8B_2	OM3_C_8B_3	OM3_C_8C_1	OM3_C_8C_2	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8E_2	OM3_C_8F_1	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9A_3	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9D_1	OM3_C_9D_2	OM3_C_9D_3	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9F_1	OM3_C_9F_2	OM3_C_9F_3	OM3_C_9G_2	OM3_C_9G_3	OM3_C_9H_1	OM3_C_9H_2	OM3_C_9H_3	OM3_H_3C_1	OM3_H_3C_2	OM3_H_3D_2	OM3_H_3D_3	OM3_H_3E_1	OM3_H_3E_3	OM3_H_3F_1	OM3_H_3F_2	OM3_H_3G_1	OM3_H_3G_2	OM3_H_3G_3	OM3_H_3H_1	OM3_H_3H_3
OM3_C_8B_2	0.000425461784182401	0.0116252714584772	0.0190076187742097	0.0059936871774251	0.00788151249951469	0.00525913127862447	0.01662711202564	0.0132468732582098	0.0100047944825109	0.0126248103503179	0.0160651970979086	0.0182465443025922	0.0124346432256024	0.0123527422277246	0.00460698721882841	0.0154173189987649	0.0382112294116816	0.0381689750085025	0.0403627587500948	0.00287683080660404	0	0.0128827874409539	0.0109334662123931	0.00842034473430969	0.00905934048738582	0.00551398817401455	0.00952298498862931	0.0129378427539812	0.0142348158017443	0.019594716508563	0.00871382272127126	0.010960382557095	0.0125498594632857	0.024658773481294	0.00742117205070814	0.0170580204369454	0.0119830660495989	0.00210492384102941	0.0189020909556976	0.00907741381413805	0.0121149130464801	0.00649596559290394	0.00902336602927447	0.00682928110019747	0.0100749622197834	0.00159373043999043	0.00647158548439405	0.015131005418932	0.0132000095247563	0.026673850294289	0.0416665285132534	0.0190420219355271	0.0344835045694434	0.0143051101898153	0.0122597795425233	0.00131280361736792	0.00691246345460341	0.0137118154346186	0.00731864921451009	0.0200676322181232
OM3_C_8B_3	0.0124573493567615	0.00125758142908052	0.00612535301051712	0.00688928500095662	0.00500145133231571	0.0181414922832282	0.00374460347405687	0.000364107413003876	0.00287812183883188	0.000257991673041669	0.00318263866566917	0.00536419537704281	0.000448169164975951	0.000530074527889576	0.00827597077675872	0.00253470657479805	0.0253327922855081	0.0252905257884248	0.0274849589297953	0.0100060853808097	0.0128827874409539	0	0.0238150902831271	0.00446261086328079	0.00382360197581711	0.0183963222414661	0.00335994565524357	5.50585027101562e-05	0.00135211454871361	0.00671251845586769	0.00416912729798402	0.0019224992046279	0.000332946684893935	0.0117772883133166	0.0203032861411451	0.0299385268313785	0.0248645223305202	0.0149875702432048	0.0317821952967755	0.00380552822437554	0.000767916043717254	0.00638700747871949	0.00385957727050455	0.00605369131811343	0.00280795184220538	0.0112891374613107	0.00641138759600073	0.00224837033556565	0.000317240833363401	0.013792713108256	0.0287891354256939	0.00615976005407697	0.021604062999721	0.00142241386639556	0.000623042094818774	0.0115700517487842	0.00597050864564014	0.000829078896683162	0.0202007759554546	0.00718549096266315
OM3_C_8C_1	0.0113589096810852	0.022557743357471	0.0299389262634262	0.0169267688215762	0.0188144165754525	0.00567444801950303	0.0275588402887843	0.024179124909908	0.0209374665148163	0.0235571488541182	0.0269970183906375	0.0291779910105875	0.0233670076933831	0.023285117792966	0.0155401820659055	0.0263492445708271	0.0491375595907803	0.0490953192430615	0.0512883550742526	0.0138101464391833	0.0109334662123931	0.0238150902831271	0	0.0193531931651315	0.0199921200720062	0.00541959127871384	0.0204557126785685	0.0238701379200443	0.0251669234709394	0.0305259135887705	0.0196466399173923	0.0218929389851696	0.0234822082331319	0.0355889091224049	0.0035123929340764	0.00612495014475052	0.00104964749861509	0.00882861279575039	0.00796919558469892	0.0200101914064229	0.0230473205482384	0.0174290026338943	0.0199561495721856	0.0177622874853581	0.0210076259993705	0.0125271209861217	0.0174046247345873	0.0260629760571581	0.0241322678220133	0.0376035091268113	0.0525916627821788	0.0299733230273486	0.045411021909449	0.0252372073314967	0.0231921676422919	0.0122462088993261	0.0178454620578083	0.02464400025023	0.00361491724912661	0.0309987384524515
OM3_C_8C_2	0.00799489288811772	0.00320503569089862	0.0105878630924407	0.00242670007101791	0.000538844650499062	0.0136792659092261	0.00820716659705321	0.00482671554779367	0.00158449610212148	0.00420462087437204	0.00764521173458313	0.00982672433654473	0.00401444449148316	0.00393253957158395	0.00381340886083089	0.00699728989155123	0.0297942262739284	0.029751963416948	0.0319462001122005	0.00554356053041438	0.00842034473430969	0.00446261086328079	0.0193531931651315	0	0.000639012678916106	0.0139341085225853	0.00110267095760367	0.00451766897944441	0.00581471320302766	0.0111750127420125	0.000293485463972807	0.00254011923849989	0.00412966631309732	0.0162396016992402	0.0158411734942087	0.0254770966455513	0.0204026970122379	0.0105252038592045	0.0273209283793997	0.000657086519270042	0.00369469922414973	0.00192441568283948	0.000603037204574684	0.00159109539751894	0.00165466623201873	0.00682664608397814	0.00194879611531144	0.0067109577649498	0.00477984934225533	0.018254932219312	0.0332502526480201	0.0106222692400448	0.0260657964497199	0.0058850117305373	0.00383957248228248	0.00710756838008575	0.00150791174938957	0.00529168294778209	0.0157386575895268	0.0116479717435607
OM3_C_8C_3	0.00863389025048595	0.00256602483910221	0.00994887383943252	0.00306571109826909	0.00117785718857068	0.0143182351498145	0.00756816772680205	0.00418770736040822	0.000945483755812166	0.00356561152655023	0.00700621096278871	0.00918773173393375	0.00337543482325733	0.00329352977034895	0.00445241777074869	0.00635828710191383	0.0291554073994136	0.0291131439854202	0.0313074106671599	0.00618256560253299	0.00905934048738582	0.00382360197581711	0.0199921200720062	0.000639012678916106	0	0.014573076167333	0.00046365839218655	0.00387866019406626	0.00517570721253131	0.0105360262495073	0.00034552723738913	0.00190110763227841	0.00349065683708271	0.0156006454103989	0.016480128284444	0.02611596188024	0.0210416145277013	0.0111641904707542	0.0279597717961249	1.80738452526549e-05	0.00305568905357977	0.00256342726650209	3.59754782509302e-05	0.00223010728863488	0.0010156539262941	0.00746564745282012	0.00258780767458076	0.00607195414316428	0.00414084106142694	0.0176159911402905	0.0326114820561403	0.00998328014455249	0.0254269315369662	0.00524600591290061	0.0032005625336852	0.00774656884075406	0.00214692370955851	0.00465267574016623	0.0163776131117078	0.0110089875865667
OM3_C_8E_1	0.00593944512744242	0.0171388785120605	0.024520714899669	0.0115075434645113	0.0133952987745806	0.000254859457466284	0.0221403957621306	0.018760386007318	0.0155184857039716	0.0181383604678317	0.0215785219439658	0.0237597027773933	0.0179482044705891	0.0178663082223535	0.0101208862413491	0.0209306897386576	0.0437220131736435	0.0436797654251666	0.0458731944899056	0.00839077283054481	0.00551398817401455	0.0183963222414661	0.00541959127871384	0.0139341085225853	0.014573076167333	0	0.0150366992943879	0.0184513742526097	0.0197482661526108	0.0251077630160007	0.0142275737941813	0.0164740253628017	0.0180634139830516	0.0301713369477717	0.00190721092708446	0.0115444085886792	0.00646922602224199	0.00340907804940215	0.0133885864105567	0.0145911486763168	0.0176284926876131	0.0120098045847791	0.01453710333323	0.012343108081677	0.0155886500051824	0.00710769695819394	0.0119854253380624	0.0206443959270468	0.0187135251407554	0.0321861940733099	0.0471767445965903	0.0245551151899829	0.0399948487464151	0.0198185559581997	0.017773350897124	0.00682677465804111	0.0124262873724455	0.0192252992845296	0.0018046862832028	0.0255806377937658
OM3_C_8E_2	0.00909753599500084	0.00210236731666385	0.00948523067708896	0.00352936774717884	0.00164151526916381	0.0147818594800292	0.007104518009237	0.00372405148310561	0.000481825436934483	0.00310195491778864	0.00654255996532286	0.0087240862763712	0.00291177801584241	0.00282987288095998	0.0049160726369082	0.00589463475546487	0.0286918844547157	0.0286496206440451	0.0308439086952791	0.0066462173766124	0.00952298498862931	0.00335994565524357	0.0204557126785685	0.00110267095760367	0.00046365839218655	0.0150366992943879	0	0.00341500393777984	0.0047120527536956	0.0100723849858564	0.000809185584614785	0.00143744968064821	0.00302700014864497	0.015137025162801	0.0169437417459287	0.0265795086527646	0.0215052001338462	0.0116278279651787	0.028423302411292	0.000445584550754001	0.0025920319384541	0.00302708440841136	0.000499633868575433	0.00269376471285373	0.000551995624478937	0.00792929631192161	0.00305146479442173	0.00560830124380059	0.0036771851246664	0.0171523815710354	0.0321479935332125	0.0095196370903885	0.024963375847843	0.00478235156700459	0.00273690555389158	0.00821021699097928	0.00261058119861728	0.00418902049113988	0.0168412271224723	0.010545347933524
OM3_C_8F_1	0.0125124048763747	0.00131263989988792	0.00607029522154382	0.00694434258718516	0.0050565093502715	0.0181965444725369	0.00368954523664819	0.000309048913276271	0.00293318017940511	0.000313050173836772	0.00312758035419348	0.00530913742101257	0.0005032276629634	0.000585133024298432	0.00833102795908112	0.00247964819294313	0.0252777461134349	0.0252354795750859	0.0274299149509424	0.0100611419561381	0.0129378427539812	5.50585027101562e-05	0.0238701379200443	0.00451766897944441	0.00387866019406626	0.0184513742526097	0.00341500393777984	0	0.00129705607994513	0.00665746081100436	0.00422418546295396	0.00197755763420247	0.000388005184669467	0.0117222324622733	0.0203583367405139	0.0299935681790831	0.0249195689909943	0.0150426244325677	0.0318372344712056	0.00386058644533192	0.000822974533868009	0.00644206519311998	0.00391463548342713	0.00610874911223678	0.00286301019051817	0.0113441935126665	0.00646644530440264	0.00219331192771127	0.000262182332501961	0.0137376582461036	0.0287340928638314	0.006104702273207	0.0215490134547075	0.00136735540132188	0.000678100588992589	0.0116251076770383	0.0060255664590059	0.000774020406797454	0.0202558266342446	0.0071304334434795
OM3_C_8F_2	0.0138093830504772	0.00260969443299094	0.00477325224068397	0.00824137284484826	0.00635355093103669	0.0194934407249419	0.0023924931457591	0.000988007304897938	0.00423023065778387	0.00161010602615177	0.00183052686121646	0.00401209096951345	0.00180028333383038	0.00188218860686322	0.00962804785468717	0.00118259343787371	0.0239809650860003	0.0239386976012698	0.0261331842808441	0.0113581464964214	0.0142348158017443	0.00135211454871361	0.0251669234709394	0.00581471320302766	0.00517570721253131	0.0197482661526108	0.0047120527536956	0.00129705607994513	0	0.00536042086599759	0.00552123101587685	0.00327461079027141	0.00168506096939387	0.0104252316843201	0.0216551942196719	0.031290201843613	0.026216330900021	0.0163395697252321	0.0331338158174063	0.005157633537479	0.00212002982597591	0.00773909877688797	0.00521168235432094	0.00740578477779279	0.00416006089356036	0.0126411849262541	0.00776347873196414	0.000896256735887028	0.00103487386990515	0.012440679534338	0.0274373947812871	0.00480765946162855	0.0202521552396969	7.02993647986133e-05	0.00197515606414998	0.0129220960190571	0.00732260262849606	0.000523035856085883	0.0215526860467433	0.00583339617108135
OM3_C_8F_3	0.0191693102297795	0.00797007644301321	0.000587173867907155	0.0136015844885361	0.0117138328465233	0.0248529587393422	0.00296794099671106	0.00634841645027852	0.00959057575343548	0.00697050592225483	0.00352990608497142	0.00134834001400431	0.00716068011414027	0.00724258400373081	0.0149881994328232	0.0041778366638106	0.0186213828500188	0.0185791119786732	0.0207737834569738	0.0167182131064524	0.019594716508563	0.00671251845586769	0.0305259135887705	0.0111750127420125	0.0105360262495073	0.0251077630160007	0.0100723849858564	0.00665746081100436	0.00536042086599759	0	0.0108815396987551	0.00863497883862307	0.00704545965357715	0.0050649096937542	0.0270145251613552	0.0366484883872428	0.03157521030125	0.0216993295775837	0.0384918633267397	0.0105179531038115	0.00748042106354176	0.0130993304122232	0.0105720003339888	0.0127660291615491	0.00952040779037235	0.0180011813391263	0.0131237094186097	0.0044641716089597	0.006395282368841	0.00708042367796025	0.0220781124590587	0.00055276637534391	0.0148923002979632	0.00529012219627762	0.00733554986034484	0.0182820762466029	0.0126828501292761	0.00588345097136417	0.0269120262505471	0.000472980466862637
OM3_C_9A_1	0.00828837159920731	0.00291155117907713	0.0102943887606601	0.00272018486190597	0.00083233006870161	0.0139727319047844	0.00791368776439068	0.00453323231684817	0.00129101084679117	0.00391113708853782	0.00735173200877965	0.00953324843954354	0.00372096055179208	0.00363905556793705	0.00410689272811813	0.00670380921616879	0.0295008308690806	0.0294585677547936	0.0316528182992231	0.00583704269605187	0.00871382272127126	0.00416912729798402	0.0196466399173923	0.000293485463972807	0.00034552723738913	0.0142275737941813	0.000809185584614785	0.00422418546295396	0.00552123101587685	0.0108815396987551	0	0.00224663435676243	0.00383618246575614	0.0159461427062569	0.0161346329291304	0.0257705152883507	0.0206961394881344	0.0108186777218109	0.0276143370664267	0.000363601079691821	0.00340121504245533	0.00221790071156144	0.000309551759715476	0.00188458055570773	0.00136118099780652	0.00712012659399784	0.00224228113370643	0.00641747669728745	0.00448636606674868	0.0179614802828265	0.032956879539649	0.0103287949818215	0.0257723797695136	0.00559152962526289	0.00354608840767091	0.00740104848289861	0.00180139693636477	0.00499820018321022	0.0160321173570033	0.0113544997896204
OM3_C_9A_3	0.0105349378219461	0.000664918334911472	0.00804781920113304	0.00496680866984275	0.00307896242414507	0.0162191895204019	0.00566708847198686	0.00228660606077725	0.000955624473709235	0.00166450781895255	0.00510512699392626	0.00728666840766085	0.00147433048175533	0.00139242517056498	0.00635350671514752	0.0044571982174208	0.027254827464776	0.0272125624643198	0.0294069146895304	0.00808364022508576	0.010960382557095	0.0019224992046279	0.0218929389851696	0.00254011923849989	0.00190110763227841	0.0164740253628017	0.00143744968064821	0.00197755763420247	0.00327461079027141	0.00863497883862307	0.00224663435676243	0	0.00158955287388499	0.0136996793614377	0.0183810360390364	0.0280165870598255	0.0229424037424204	0.0130652018119896	0.0298603289811255	0.00188303381190661	0.00115458375417117	0.00446452733667122	0.00193708306552705	0.00413120883304588	0.000885454300421457	0.00936670890441447	0.00448890763116251	0.00417086326358817	0.00223973956258189	0.0157150669623563	0.0307110399889211	0.00808222591713832	0.0235262208735434	0.00334490988694878	0.00129945765151049	0.009647627118969	0.00404802559897865	0.0027515765748791	0.0182785232157421	0.00910794633037533
OM3_C_9C_2	0.0121244201489466	0.000924634878978041	0.00645829510593524	0.00655634354629034	0.0046685073518282	0.0178085829589011	0.00407754838815884	0.000697054068603914	0.00254517600266605	7.49550143246565e-05	0.00351558405305728	0.00569713851687082	0.000115222486319325	0.000197127855277302	0.00794303170232699	0.00286765241686563	0.0256656632692034	0.025623397023555	0.0278178165542938	0.00967314989913266	0.0125498594632857	0.000332946684893935	0.0234822082331319	0.00412966631309732	0.00349065683708271	0.0180634139830516	0.00302700014864497	0.000388005184669467	0.00168506096939387	0.00704545965357715	0.00383618246575614	0.00158955287388499	0	0.0121102184357523	0.0199703863343652	0.0296056825387018	0.0245316461381508	0.0146546489659182	0.031449364063659	0.00347258307038912	0.000434969397543778	0.0060540652715644	0.00352663216238263	0.00572074864379984	0.00247500596252651	0.0109562050904984	0.00607844542402011	0.0025813163474747	0.000650187494338872	0.0141256371601597	0.0291219844230277	0.00649270209910183	0.021936954547313	0.00175536026173593	0.000290095431111113	0.0112371201097897	0.00563756585876186	0.0011620254699057	0.0198678756730377	0.00751843137893267
OM3_C_9C_3	0.0242334000492395	0.013034802418934	0.00565207768404547	0.0186660456663759	0.0167783952185494	0.0299165573428272	0.00803280848838258	0.0114131979722015	0.0146552369683666	0.0120352672318399	0.00859476208060147	0.00641323439574242	0.0122254349725129	0.0123073360444348	0.0200525783025509	0.00924267802073549	0.0135569222488265	0.0135146489560104	0.0157094546365753	0.02178247981675	0.024658773481294	0.0117772883133166	0.0355889091224049	0.0162396016992402	0.0156006454103989	0.0301713369477717	0.015137025162801	0.0117222324622733	0.0104252316843201	0.0050649096937542	0.0159461427062569	0.0136996793614377	0.0121102184357523	0	0.0320779072554534	0.0417107067809682	0.0366380819519314	0.0267632147146887	0.0435538220804793	0.0155825730981018	0.0125451647881399	0.0181638197367628	0.015636617832623	0.0178305366751508	0.0145850720009922	0.023065358088873	0.0181881973974004	0.00952900602451621	0.0114600624155663	0.00201553930055158	0.0170138716000968	0.00561767056957127	0.00982765072012788	0.0103549349679213	0.0124002986741683	0.0233462325296601	0.0177473621212773	0.0109482467094584	0.0319754189805783	0.00459193307404098
OM3_C_9D_1	0.00784662524619129	0.0190458735641102	0.0264274970797474	0.0134146523272986	0.0153023741655108	0.00216207002003114	0.0240472544852994	0.0206673404961758	0.0174255178095531	0.020045330929282	0.0234853976373979	0.0256665102475724	0.0198551797125349	0.0197732855083878	0.0120280166856124	0.0228375844783977	0.0456279018278807	0.0455856565866938	0.0477789523081272	0.0102979266335889	0.00742117205070814	0.0203032861411451	0.0035123929340764	0.0158411734942087	0.016480128284444	0.00190721092708446	0.0169437417459287	0.0203583367405139	0.0216551942196719	0.0270145251613552	0.0161346329291304	0.0183810360390364	0.0199703863343652	0.0320779072554534	0	0.00963727120736926	0.00456203460307522	0.00531627699636208	0.01148147710437	0.0164982004219885	0.0195354758590011	0.0139169050026194	0.0164441561883922	0.0142502027110667	0.0174956805783823	0.0090148655268434	0.0138925261735247	0.0225512989063715	0.0206204808507917	0.0340926785507478	0.049082420104856	0.0264618962086862	0.0419009493846702	0.0217254820959597	0.0196803304925484	0.00873394616892887	0.0143333805343244	0.0211322415000903	0.00010252476619129	0.0274873834677724
OM3_C_9D_2	0.0174834382439187	0.0286813200495896	0.0360615840909226	0.0230508907125453	0.0249383707131247	0.0117992560136637	0.0336818197377012	0.0303025196278673	0.0270612138917255	0.0296806147006088	0.0331200702397843	0.035300754287062	0.0294904949558744	0.0294086142315256	0.0216644175402265	0.0324723782290011	0.0552567385597805	0.0552145075996948	0.0574070458981158	0.0199345121831139	0.0170580204369454	0.0299385268313785	0.00612495014475052	0.0254770966455513	0.02611596188024	0.0115444085886792	0.0265795086527646	0.0299935681790831	0.031290201843613	0.0366484883872428	0.0257705152883507	0.0280165870598255	0.0296056825387018	0.0417107067809682	0.00963727120736926	0	0.00507531395929845	0.0149532826771607	0.00184427666324242	0.0261340314450979	0.0291708434712415	0.0235530813696143	0.0260799948985385	0.0238863369916594	0.0271313662166079	0.0186515751339936	0.0235287055897553	0.0321861452999485	0.0302556679558036	0.0437249671294997	0.0587100481169774	0.036095976029935	0.0515309995811909	0.0313604772677944	0.0293156744617103	0.0183706814702944	0.0239695041960537	0.0307673407310799	0.00973979263788734	0.0371212453024568
OM3_C_9D_3	0.0124085059057553	0.0236071971062402	0.0309882361259043	0.0179763056251313	0.019863928110762	0.0067240816371778	0.0286082008917763	0.0252285504589841	0.0219869465295159	0.0246065854474732	0.0280463903675174	0.030227317545226	0.0244164476067282	0.0243345591280393	0.0165897357774696	0.0273986293756885	0.0501863084409307	0.0501440696249297	0.052337024191549	0.014859719284133	0.0119830660495989	0.0248645223305202	0.00104964749861509	0.0204026970122379	0.0210416145277013	0.00646922602224199	0.0215052001338462	0.0249195689909943	0.026216330900021	0.03157521030125	0.0206961394881344	0.0229424037424204	0.0245316461381508	0.0366380819519314	0.00456203460307522	0.00507531395929845	0	0.00987822856821337	0.00691956815621074	0.0210596855921654	0.0240967659841082	0.0184785329678665	0.0210056445645066	0.0188118134246807	0.022057104916361	0.0135767066138644	0.0184541553868268	0.0271123664334776	0.0251816942129438	0.0386526274436756	0.0536402819214556	0.0310226321261977	0.0464599008306532	0.0262866134441806	0.02424161058519	0.0132957971659316	0.0188949868877906	0.0256934173603774	0.00466455861310071	0.0320480243893517
OM3_C_9E_1	0.00253038483946048	0.0137300787177745	0.021112249327303	0.00809857557916525	0.00998637886887926	0.00315421954213799	0.0187318082874888	0.0153516485471795	0.0121096298445074	0.0147295983586752	0.01816990765752	0.0203511967677712	0.0145394350092281	0.0144575356209646	0.00671188848592718	0.0175220454688471	0.040315024785854	0.0402727728187597	0.042466426577909	0.00498174418601759	0.00210492384102941	0.0149875702432048	0.00882861279575039	0.0105252038592045	0.0111641904707542	0.00340907804940215	0.0116278279651787	0.0150426244325677	0.0163395697252321	0.0216993295775837	0.0108186777218109	0.0130652018119896	0.0146546489659182	0.0267632147146887	0.00531627699636208	0.0149532826771607	0.00987822856821337	0	0.0167973987403303	0.0111822635302616	0.0142197110581391	0.00860084864135144	0.0111282165431694	0.00893416039259494	0.0121797964445136	0.00369864997841315	0.00857646880119314	0.0172357387241974	0.0153047857916992	0.0287782126578141	0.0437701157034175	0.021146651478036	0.0365875046701157	0.0164098625386167	0.0143645747508736	0.0034177241834035	0.0090173417843175	0.0158165808467479	0.00521375321507384	0.0221722308354321
OM3_C_9E_2	0.0193274988694892	0.0305250370995998	0.0379049870062844	0.0248948005503842	0.0267822204394932	0.0136434297319152	0.0355253315651184	0.0321461736492686	0.0289049905688345	0.0315242932978773	0.0349636067177486	0.0371441928116236	0.0313341809673461	0.0312523034218949	0.0235083686327579	0.0343159426272291	0.0570989970051145	0.0570567690841329	0.0592491465497084	0.0217785113044976	0.0189020909556976	0.0317821952967755	0.00796919558469892	0.0273209283793997	0.0279597717961249	0.0133885864105567	0.028423302411292	0.0318372344712056	0.0331338158174063	0.0384918633267397	0.0276143370664267	0.0298603289811255	0.031449364063659	0.0435538220804793	0.01148147710437	0.00184427666324242	0.00691956815621074	0.0167973987403303	0	0.0279778407363016	0.031014541844084	0.0253969756585807	0.0279238060565999	0.0257302207844024	0.0289751403813329	0.0204956074051812	0.0253726006408911	0.034029721865759	0.0320993238458843	0.0455679699681337	0.0605520502392729	0.0379393773181225	0.0533735172787791	0.0332040883445459	0.0311593672499333	0.0202147207188691	0.0258133853472207	0.0326109760608855	0.0115839971438631	0.0389645973860136
OM3_C_9F_1	0.00865196362450002	0.00254795103727611	0.0099308006180912	0.00308378488177157	0.00119593102265643	0.0143363077049803	0.00755009424327621	0.00416963362728215	0.000927409918494984	0.00354753776319686	0.00698813742778239	0.00916965842099491	0.0033573610516398	0.00327545599530124	0.0044704914886008	0.0063402135125053	0.0291373389179297	0.0290950754883611	0.0312893430092179	0.00620063920471794	0.00907741381413805	0.00380552822437554	0.0200101914064229	0.000657086519270042	1.80738452526549e-05	0.0145911486763168	0.000445584550754001	0.00386058644533192	0.005157633537479	0.0105179531038115	0.000363601079691821	0.00188303381190661	0.00347258307038912	0.0155825730981018	0.0164982004219885	0.0261340314450979	0.0210596855921654	0.0111822635302616	0.0279778407363016	0	0.00303761526905532	0.00258150106780766	5.4049321791693e-05	0.00224818110003041	0.000997580089772144	0.00748372094498698	0.00260588147507152	0.00605388053140702	0.00412276732588174	0.0175979192498789	0.0325934149260846	0.00996520692751772	0.0254088617686737	0.00522793224246225	0.00318248875484242	0.00776464230606889	0.00216499752321548	0.00463460203283022	0.0163956852703695	0.0109909145049705
OM3_C_9F_2	0.0116894721744767	0.000489665550120476	0.00689325775693044	0.0061213802193376	0.00423354094455136	0.0173736603005139	0.00451251499834641	0.00113202334674286	0.00211020741789987	0.000509924405679034	0.00395055134685038	0.00613210262080515	0.000319746916863226	0.000237841549223694	0.00750807132379503	0.00330262037995604	0.0261005307880936	0.0260582648758155	0.0282526663710379	0.0092381940131741	0.0121149130464801	0.000767916043717254	0.0230473205482384	0.00369469922414973	0.00305568905357977	0.0176284926876131	0.0025920319384541	0.000822974533868009	0.00212002982597591	0.00748042106354176	0.00340121504245533	0.00115458375417117	0.000434969397543778	0.0125451647881399	0.0195354758590011	0.0291708434712415	0.0240967659841082	0.0142197110581391	0.031014541844084	0.00303761526905532	0	0.00561910101992507	0.0030916644147087	0.00528578382058403	0.00204003732911855	0.0105212531195471	0.00564348121551118	0.00301628456579643	0.00108515678495229	0.014560575347729	0.0295568228179889	0.00692766468028446	0.0223718493637115	0.00219032907706946	0.000144873972848133	0.0108021690622753	0.00520260089814868	0.00159699458654416	0.0194329645881851	0.00795339171303526
OM3_C_9F_3	0.00607050962926491	0.00512944037754654	0.0125121900818779	0.000502285203123749	0.0013855715314542	0.0117549576019365	0.0101315266281273	0.00675110943088939	0.00350890806683695	0.00612901931832779	0.00956957845518972	0.011751062717421	0.00593884422621462	0.00585693984732392	0.00188899799244441	0.00892166379920716	0.0317180073095396	0.031675746202157	0.0338698888478827	0.00361915825440019	0.00649596559290394	0.00638700747871949	0.0174290026338943	0.00192441568283948	0.00256342726650209	0.0120098045847791	0.00302708440841136	0.00644206519311998	0.00773909877688797	0.0130993304122232	0.00221790071156144	0.00446452733667122	0.0060540652715644	0.0181638197367628	0.0139169050026194	0.0235530813696143	0.0184785329678665	0.00860084864135144	0.0253969756585807	0.00258150106780766	0.00561910101992507	0	0.00252745186817485	0.000333320639896784	0.00357907795440489	0.00490225276150221	2.43804634598975e-05	0.00863533466934655	0.00670424358701224	0.0201791010023752	0.0351738823827257	0.0125465956961542	0.0279897224983401	0.00780939666330386	0.00576397336119843	0.00518317731119908	0.000416504353477489	0.00721607308337578	0.0138143870691977	0.0135722815701082
OM3_C_9G_2	0.00859791569856872	0.00260200023485762	0.00998484807490802	0.0030297357350687	0.00114188172606571	0.0142822622239415	0.00760414248576629	0.00422368261841885	0.000981459223613076	0.00360158684523826	0.00704218582457379	0.00922370615225207	0.00341141015856173	0.003329505112531	0.00441644253716268	0.00639426207242435	0.029191372187368	0.029149108804421	0.0313433738144335	0.0061465905980792	0.00902336602927447	0.00385957727050455	0.0199561495721856	0.000603037204574684	3.59754782509302e-05	0.01453710333323	0.000499633868575433	0.00391463548342713	0.00521168235432094	0.0105720003339888	0.000309551759715476	0.00193708306552705	0.00352663216238263	0.015636617832623	0.0164441561883922	0.0260799948985385	0.0210056445645066	0.0111282165431694	0.0279238060565999	5.4049321791693e-05	0.0030916644147087	0.00252745186817485	0	0.0021941318705324	0.00105162939223924	0.00742967266654146	0.00255183227778866	0.00610792915836591	0.00417681632438346	0.0176519627213969	0.0326474441517963	0.0100192543714144	0.0254628988887912	0.00528198104549124	0.00323653788343534	0.0077105941077087	0.00211094828690642	0.00468865094652872	0.0163416409736706	0.0110449615431312
OM3_C_9G_3	0.00640382577136962	0.00479612258728937	0.0121788871089585	0.000835605794190155	0.00105225106039529	0.0120882618087486	0.00979821749382857	0.00641779381061423	0.00317558871744999	0.00579570279346843	0.00923626805872638	0.0114177576312932	0.00560552744276029	0.00552362295507941	0.00222231814641626	0.00858835203858151	0.0313848024294508	0.0313425410112762	0.0335367003492501	0.0039524772388151	0.00682928110019747	0.00605369131811343	0.0177622874853581	0.00159109539751894	0.00223010728863488	0.012343108081677	0.00269376471285373	0.00610874911223678	0.00740578477779279	0.0127660291615491	0.00188458055570773	0.00413120883304588	0.00572074864379984	0.0178305366751508	0.0142502027110667	0.0238863369916594	0.0188118134246807	0.00893416039259494	0.0257302207844024	0.00224818110003041	0.00528578382058403	0.000333320639896784	0.0021941318705324	0	0.00324575865992504	0.00523557043149023	0.000357701103137576	0.00830202233692557	0.00637092789545049	0.0198458268426301	0.0348407043423782	0.0122132928219468	0.0276564918169652	0.00747608278820681	0.00543065634734489	0.00551649464260183	8.31837174774295e-05	0.0068827581978305	0.0141476851101695	0.0132389817650701
