	OM3_B_B_1	OM3_B_B_2	OM3_C_7A_1	OM3_C_7A_3	OM3_C_7B_2	OM3_C_7C_1	OM3_C_7C_2	OM3_C_7C_3	OM3_C_7G_1	OM3_C_7G_2	OM3_C_7G_3	OM3_C_7H_1	OM3_C_7H_2	OM3_C_8B_1	OM3_C_8B_3	OM3_C_8C_1	OM3_C_8C_2	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8E_2	OM3_C_8E_3	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9A_3	OM3_C_9C_2	OM3_C_9D_1	OM3_C_9D_3	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9E_3	OM3_C_9F_1	OM3_C_9F_2	OM3_C_9F_3	OM3_C_9G_2	OM3_C_9G_3	OM3_C_9H_2	OM3_C_9H_3	OM3_H_3C_1	OM3_H_3C_2	OM3_H_3D_2	OM3_H_3D_3	OM3_H_3E_1	OM3_H_3E_2	OM3_H_3E_3	OM3_H_3F_1	OM3_H_3F_2	OM3_H_3F_3	OM3_H_3G_1	OM3_H_3G_2	OM3_H_3G_3	OM3_H_3H_1	OM3_H_3H_3
OM3_C_8E_3	0.0352413024008618	0.0671606441230774	0.0355771351357046	0.00267431697325609	0.0103728264646194	0.0473903638241188	0.0449629875392568	0.0330764182394258	0.0201660531202163	0.0178700968169766	0.0265524492006593	0.0153614667568298	0.038326942819978	0.0147998835968625	0.0105968147051661	0.0240093592455525	0.0373425913376849	0.00797012090748068	0.00939807525071717	0.00522949040645097	0	0.0126651439219693	0.0076625433120315	0.0164506737264418	0.0134900373389959	0.00578636067162373	0.0656656014703209	0.0359810811187619	0.00980403778639038	0.00124238419047703	0.026145077238144	0.00908259558076649	0.0162032872082955	0.0133061163050237	0.000927433315248821	0.0118931427551054	0.00157513876817899	0.00442083623846784	0.0269485020801811	0.0183820605748266	0.0446665581411701	0.035588034357312	0.0379760229380731	0.022274137866388	0.0127873123337533	0.0350560441546135	0.014372475436708	0.0133032308037707	0.0320228553846475	0.0377232438304153	0.0121762491874967	0.00864088826033218	0.00529754870328034
OM3_C_8F_2	0.042684700589132	0.0723695573649333	0.0411339357300333	0.0111837129878871	0.00763248505745085	0.0570905652027511	0.0492278031657454	0.0454623024090954	0.0313695836719432	0.0294025155660482	0.0384614040963339	0.0141945451406264	0.047434809836598	0.0269676266293222	0.0196466577095624	0.0127514238256681	0.0348861666761138	0.0165005031382151	0.00458470559182657	0.0152770735224145	0.0126651439219693	0	0.0186181111060228	0.00776408884135931	0.0118038450264423	0.0139840860902389	0.0714377600699069	0.0385713863847465	0.0224061791211996	0.0123807395448711	0.0373846788167242	0.0166110902626196	0.0287161560386343	0.0242980476809755	0.0129983507262223	0.00192188292802636	0.0111046286217837	0.0143487309626918	0.0374811736615612	0.0239589761932512	0.0488504990338283	0.0472797817338106	0.0498896141673292	0.0303869840282302	0.023703490854854	0.0476733384726634	0.0261178768826492	0.025965711458264	0.0440956406039543	0.0431814330065925	0.0234953985073759	0.00866919311964562	0.016398249109974
OM3_C_8F_3	0.0386351349949382	0.0712279780180791	0.0401372993137445	0.00766111061745234	0.0179399668385257	0.0484683695043708	0.0499129597286818	0.0303575124411625	0.0208313119299806	0.0107896299470154	0.0198663887578589	0.0229282655503186	0.0402569043575648	0.00870497178628138	0.00387089376975884	0.0308966415343541	0.0446084667068479	0.0138707478298623	0.0143491496741247	0.00334728747490241	0.0076625433120315	0.0186181111060228	0	0.0237364803701127	0.0211356828735934	0.00496900205509975	0.0694228907922453	0.0418963328353242	0.00635105289528275	0.00880342003549685	0.0188841379217584	0.00492288028881235	0.0141302791970652	0.00579916599827558	0.00816332111217899	0.0172923006613155	0.00863830328420379	0.0108454127424412	0.0279492633425385	0.0239988053125056	0.0496629541846821	0.0344167189643153	0.0362957487369735	0.0259870210438885	0.0150928916680515	0.0299936486742441	0.00754486478886806	0.00997708213215269	0.030208037935362	0.0422603963238519	0.0140199466666291	0.0162817080474347	0.00241166642747791
OM3_C_9A_1	0.0391239652303116	0.0669795530222937	0.036514300632887	0.016123410672582	0.00648073133360163	0.0547981213226672	0.0437219963671403	0.0467310736899281	0.0313754148288291	0.0342888025771387	0.0429795813406438	0.00903775175533918	0.0448873050776599	0.0312138096852804	0.0256527770911791	0.00804608821989796	0.0274034189672334	0.0165468457880598	0.0117025931136592	0.0206015923317343	0.0164506737264418	0.00776408884135931	0.0237364803701127	0	0.00741550970937472	0.019822110446934	0.0663394742939357	0.0326063719566412	0.0259302485526491	0.0156274438926754	0.0425311145692262	0.0229401160886204	0.0307852971720613	0.0295286212690296	0.0163466472506746	0.00964623409503882	0.0151780825717478	0.0159861377556458	0.0365047072317983	0.0205831543588783	0.0433151947532948	0.0472878298447654	0.0501713454310306	0.0279367091249165	0.0240593200184064	0.0506735799219625	0.0308104356756539	0.0289773874036135	0.0447603163180588	0.0384373676609665	0.0242455454047514	0.00847807427876228	0.0213378551461047
OM3_C_9A_3	0.031859774255179	0.0606570537665172	0.0296426770740347	0.0144028654487416	0.00461032712579925	0.0473935813149809	0.0374630457081904	0.0402167402640821	0.0244969592539973	0.030802476445639	0.0388589126045662	0.00246712172785389	0.0374858033954722	0.0272155370267149	0.0239662030297805	0.0149501719057632	0.0246168156781338	0.0104014277166398	0.0136249812001172	0.0185668215309876	0.0134900373389959	0.0118038450264423	0.0211356828735934	0.00741550970937472	0	0.0184947612678884	0.0598109921781835	0.0267823945484784	0.0215678099555524	0.012333855006173	0.039071298778409	0.0219177867549544	0.0250419245138833	0.0266424661116554	0.0129882472159356	0.0131004686369065	0.0127965140459081	0.0111635024341952	0.0292584699884336	0.013201350658326	0.0370804771880494	0.0402532527377646	0.0432139555487282	0.0205248766410803	0.0175470783502687	0.0451512029986866	0.027274967849848	0.024005534794411	0.0379887671517464	0.0316398399687077	0.0179458112975896	0.0052351324034782	0.0187868853978371
OM3_C_9C_2	0.0404082863450727	0.0726094455107909	0.0411203553916139	0.00409278848350589	0.0146443204918623	0.0515711543673796	0.050614429322048	0.0348626553097067	0.0239289830722018	0.0155566591608626	0.0247018955568209	0.0205985656209051	0.0428913622535011	0.0136724176151144	0.00583301169069355	0.0265388281317096	0.0428135209190442	0.013648857859127	0.00955405868497736	0.00194477658505782	0.00578636067162373	0.0139840860902389	0.00496900205509975	0.019822110446934	0.0184947612678884	0	0.0710177091035979	0.0417582409232273	0.0105554600965102	0.00699222659315174	0.0234184659549196	0.0034336768860166	0.0182245240704112	0.0103677244072765	0.00666651789458634	0.0125217501364324	0.0058186710369238	0.0101318539326324	0.0309788189349574	0.0241001349355117	0.0503271725391431	0.0384313433965252	0.0405021380560682	0.0274813439768114	0.0172078354730163	0.0349447690165437	0.0124595459851424	0.0143698908791014	0.0344280050385983	0.043265358302551	0.0163395161339111	0.0133133992858379	0.00347287291571463
OM3_C_9D_1	0.030824777205283	0.00362858088355171	0.0304296135985144	0.0682299640053361	0.0638327839338825	0.0288112576290933	0.0228273586970964	0.0532313108282232	0.0498379760597785	0.0707929107669245	0.0715182001499391	0.0576057210567415	0.0313034555388253	0.0671774848452591	0.0732471232103789	0.0711234221694649	0.0462244875214635	0.0578063794408851	0.0719759778750547	0.0696025799301775	0.0656656014703209	0.0714377600699069	0.0694228907922453	0.0663394742939357	0.0598109921781835	0.0710177091035979	0	0.034290126535651	0.0640393030544088	0.0646974246502211	0.0750835263590319	0.0736119448710693	0.0581495523199746	0.0711031244645405	0.0647411675379693	0.0724300871294398	0.0664576407893711	0.0613093005747697	0.0434555599306226	0.0479532326095726	0.0232655716101278	0.0455930039366591	0.047154755906474	0.0435917029425279	0.0543514817061733	0.0646334106911682	0.0690503787878515	0.0620282550296149	0.0497100299892845	0.0283332479886008	0.0554378204991931	0.0631335681694808	0.0685241549427578
OM3_C_9D_3	0.0160400219443826	0.0345820763151839	0.00941845178714454	0.0381557318708021	0.0312178006932353	0.0325445025843179	0.0114796363637062	0.0416104527459659	0.0286637358092237	0.0474308187552558	0.0520823644128717	0.0243837034723077	0.0241284596047991	0.043285848047885	0.0456670672267503	0.0368966107654755	0.0146748245166511	0.0282291995777352	0.0400396925860145	0.0408668377296236	0.0359810811187619	0.0385713863847465	0.0418963328353242	0.0326063719566412	0.0267823945484784	0.0417582409232273	0.034290126535651	0	0.0383455711261088	0.0348026243165984	0.0543087792643343	0.0449399544405166	0.0357527479050045	0.0455763631762517	0.0350958733085997	0.0398592842603875	0.0362703954226921	0.031660212817394	0.0265963466696224	0.0179056328498775	0.0110341449686603	0.0367503650729726	0.0398918901750636	0.018770704375263	0.028462032529929	0.0515616816956323	0.0445536021450868	0.0380848957770559	0.0378317438112567	0.00981789804960346	0.029670259546869	0.0310085653325679	0.0402386170036088
OM3_C_9E_1	0.0332759924666225	0.0660039408325178	0.0354577176507737	0.0113887825668346	0.0195571342823933	0.042253466523657	0.045396205065586	0.0243135509882356	0.0147460627152516	0.00966216107480923	0.0173039269328847	0.0228045486529666	0.0342848070823409	0.00572157886940209	0.00967481633575703	0.0336898200675079	0.0430190838900152	0.0120509799712743	0.0187273441102898	0.00861323114410708	0.00980403778639038	0.0224061791211996	0.00635105289528275	0.0259302485526491	0.0215678099555524	0.0105554600965102	0.0640393030544088	0.0383455711261088	0	0.0103819518970394	0.0177147656487927	0.0112719730438472	0.0077935929129269	0.00733625735626575	0.00967735668170517	0.0214657259810769	0.0113273490102904	0.0104098783570461	0.0218309256271127	0.0207108405687218	0.0451842500868462	0.0280899228791087	0.0300334386771526	0.0210991614284224	0.0101380449458585	0.0252798410757631	0.00635346459185309	0.00382452699095139	0.0239464006989447	0.037533894253696	0.00893725795356956	0.0176182914657386	0.00708666909754462
OM3_C_9E_2	0.0343597974766764	0.0661548117358182	0.0345443713405708	0.00353883760260358	0.00941011820227145	0.0468083181449993	0.04387332468806	0.0331440345035547	0.0197911497217504	0.0188079218964907	0.0273676456435608	0.0141596954660769	0.0376428057179347	0.015592947601085	0.0118254692925507	0.0233154919201112	0.0361057491165795	0.00692019216467319	0.00950059070914159	0.00646919805478911	0.00124238419047703	0.0123807395448711	0.00880342003549685	0.0156274438926754	0.012333855006173	0.00699222659315174	0.0646974246502211	0.0348026243165984	0.0103819518970394	0	0.0270975113696601	0.0103149999457498	0.0163418718175439	0.0143675852152736	0.00071988052017376	0.0117897765223518	0.00185275627949588	0.00339345236233735	0.0264560957564464	0.0172676933235657	0.0435721267723477	0.0353905396181568	0.0378510708302135	0.021401622875651	0.0122789120802546	0.0355232978245953	0.0152902998271112	0.0137140661531215	0.0319468907098312	0.0366896289674291	0.0117695651991765	0.00760235608934888	0.00647369267764581
OM3_C_9E_3	0.0457133551007189	0.0775945648163876	0.04961649922517	0.0265405464875547	0.0364970442448311	0.049052637673879	0.0595285667571398	0.02452484297141	0.0265142179143652	0.00829531734310213	0.00423969137259972	0.0404528599787795	0.043839838778201	0.0119966239676263	0.0180276541454519	0.0497670519082938	0.0604786216891848	0.0297517994064651	0.0329611236079224	0.0221695213253677	0.026145077238144	0.0373846788167242	0.0188841379217584	0.0425311145692262	0.039071298778409	0.0234184659549196	0.0750835263590319	0.0543087792643343	0.0177147656487927	0.0270975113696601	0	0.0212489059905489	0.0186222620062604	0.0131103206275965	0.0263864021549144	0.0359286412443454	0.0273613986457618	0.0279548124824206	0.0318729869322114	0.0375458795176666	0.0594052436177796	0.031639452451948	0.031822649674188	0.035781587433979	0.0261622386061577	0.0171639183197867	0.0118247554933289	0.0165301515222931	0.0268414499617942	0.0514911201899101	0.0250113658498219	0.0346868099399414	0.021243457657862
OM3_C_9F_1	0.0428922076780709	0.0752998736389695	0.0439471368859228	0.00752171947083556	0.0179994094097306	0.0532724753311715	0.0535557087433902	0.0351551469600225	0.0255990353158801	0.0138978679624934	0.0230187129818044	0.0240310423156048	0.0449035308208929	0.0129082502606076	0.00322899992768554	0.029326092150005	0.0462400444948835	0.0167369742145175	0.0120418043887735	0.00410945671835867	0.00908259558076649	0.0166110902626196	0.00492288028881235	0.0229401160886204	0.0219177867549544	0.0034336768860166	0.0736119448710693	0.0449399544405166	0.0112719730438472	0.0103149999457498	0.0212489059905489	0	0.0190522636931565	0.00868627819753235	0.00991534164875558	0.0149686455880355	0.00924439617555788	0.0132917239948188	0.0327132230052219	0.0271758991764644	0.0532810125603568	0.0393335199601684	0.0411875502957343	0.0300623036854979	0.0194263376473078	0.0341084109418176	0.0112865360910689	0.0148771796740429	0.0351022796057054	0.0460869736383175	0.0184406801709663	0.0167234498559668	0.00510380446388898
OM3_C_9F_2	0.0278016964733723	0.0603642121201422	0.0311490623534376	0.0183481948854793	0.0243210414463612	0.0349102036571845	0.0411219711114651	0.016900451286468	0.00835638757426764	0.0127221369234383	0.016420527830963	0.0255870983107176	0.0275455948090088	0.00906576253660518	0.0172139708025542	0.0388022715129283	0.0430029451580468	0.0146422733021252	0.0255751318854775	0.0162832194931588	0.0162032872082955	0.0287161560386343	0.0141302791970652	0.0307852971720613	0.0250419245138833	0.0182245240704112	0.0581495523199746	0.0357527479050045	0.0077935929129269	0.0163418718175439	0.0186222620062604	0.0190522636931565	0	0.0134440950848946	0.0157475887946472	0.0280808745227714	0.0177738454361556	0.0148726796987267	0.0149502488638988	0.0196386580146701	0.0409750399081739	0.0202983269752075	0.0222859872975763	0.0171651560252105	0.00840655769118352	0.0201221416355201	0.0110312836627985	0.00433119834417806	0.0162084792023045	0.0330865685954096	0.00751807414903728	0.0223269198233386	0.0147599681595643
OM3_C_9F_3	0.0404226626381901	0.0731452719785504	0.042777215631526	0.0134568532286057	0.0236609286688535	0.0483098104586929	0.0527208741335354	0.0277471763276816	0.021430017223231	0.00524382021319993	0.0144064027722227	0.0282903828907577	0.0409057720271467	0.00497997355689506	0.00557461766009799	0.0366738681727212	0.0494989090124187	0.0183974152926243	0.019918614213197	0.00906050017456533	0.0133061163050237	0.0242980476809755	0.00579916599827558	0.0295286212690296	0.0266424661116554	0.0103677244072765	0.0711031244645405	0.0455763631762517	0.00733625735626575	0.0143675852152736	0.0131103206275965	0.00868627819753235	0.0134440950848946	0	0.0136840259703374	0.0228840136643398	0.0143955068712947	0.0158662754390846	0.0283243202257907	0.0278192777571121	0.0525108504307965	0.0328748732701635	0.0343066913261093	0.0284160373484478	0.01747351666722	0.0255539411833303	0.00293492900856412	0.00921650428868298	0.0283164665591372	0.0448463126166778	0.0162711648291131	0.0219435273354212	0.00819318879868983
OM3_C_9G_2	0.0343259265695875	0.0662347885941551	0.034650681824654	0.00356109935141608	0.0101259776626174	0.0465613122815665	0.0440430234995371	0.0325801419541923	0.0194200247708918	0.0180955716216614	0.0266480041082126	0.0147718114697324	0.0374612555180048	0.014873206725717	0.0112814158463605	0.024025618157888	0.0366378216420174	0.00704711744926529	0.00997225753700788	0.00597638843987036	0.000927433315248821	0.0129983507262223	0.00816332111217899	0.0163466472506746	0.0129882472159356	0.00666651789458634	0.0647411675379693	0.0350958733085997	0.00967735668170517	0.00071988052017376	0.0263864021549144	0.00991534164875558	0.0157475887946472	0.0136840259703374	0	0.0123465120178322	0.00215413560626651	0.00349924197250763	0.0261524106964645	0.0174688260404818	0.0437475206473978	0.0349359887912834	0.0373645704243293	0.0213591353063725	0.0119778570628172	0.0348445185577367	0.0145761548800956	0.0130419117266778	0.0314386191227666	0.0367968686667225	0.0114097298942844	0.00830777873416223	0.00586740754015783
OM3_C_9G_3	0.0433489729038102	0.0734398873338269	0.0420696134498185	0.0101009513253316	0.00868104022955497	0.0573870385626225	0.0503661989312542	0.0449177790422048	0.031228745983829	0.0280429543651397	0.0371513041292262	0.0155409352942996	0.0478267056005029	0.0257875385271779	0.0180653525899099	0.0145282879404504	0.0366135887571278	0.0166198708592934	0.0029690920222429	0.0139465818650047	0.0118931427551054	0.00192188292802636	0.0172923006613155	0.00964623409503882	0.0131004686369065	0.0125217501364324	0.0724300871294398	0.0398592842603875	0.0214657259810769	0.0117897765223518	0.0359286412443454	0.0149686455880355	0.0280808745227714	0.0228840136643398	0.0123465120178322	0	0.0103183333263709	0.0141324697635298	0.0375351788092585	0.0247269840113528	0.0499975572307939	0.0470385723247296	0.049570693357775	0.0308595944661979	0.0235712311888278	0.0466976601881256	0.0248292148636336	0.025116390274668	0.0437062215419231	0.0441406769071207	0.0232664242654528	0.00935732030939743	0.0151604991077146
OM3_C_9H_2	0.0361752531191911	0.0678841636982328	0.036257633138976	0.00188668590703032	0.00931124419765115	0.0486510166406683	0.0455138025830456	0.0346405872024233	0.0215697666539208	0.019119147158437	0.0279095786881608	0.0148232705975261	0.039494422563468	0.0161935814093376	0.0111764990366292	0.022610999760387	0.0370031110056258	0.00866378340876612	0.00784979934553408	0.00578769026524505	0.00157513876817899	0.0111046286217837	0.00863830328420379	0.0151780825717478	0.0127965140459081	0.0058186710369238	0.0664576407893711	0.0362703954226921	0.0113273490102904	0.00185275627949588	0.0273613986457618	0.00924439617555788	0.0177738454361556	0.0143955068712947	0.00215413560626651	0.0103183333263709	0	0.00519073956260394	0.0282781861613916	0.0188938507005367	0.045205789991213	0.0370813679696173	0.0394956991818378	0.0232247366169679	0.0141003948944033	0.0365946748253438	0.0156545851721327	0.0148641424997566	0.0335568382130962	0.0384010655050504	0.013555757186935	0.00773153065245411	0.00622690484737241
OM3_C_9H_3	0.0309868253550691	0.0627737223969362	0.0311692104072381	0.00693159940820962	0.00950604781774516	0.0437068239067214	0.0405462347758737	0.0312946752580641	0.0170997995057268	0.0197133956088119	0.027710820877698	0.0125268710080918	0.0344256195618083	0.0160572687470221	0.0143278586406852	0.0239680163494886	0.0337855093725105	0.00354965760133903	0.0122412178193269	0.00924249808112815	0.00442083623846784	0.0143487309626918	0.0108454127424412	0.0159861377556458	0.0111635024341952	0.0101318539326324	0.0613093005747697	0.031660212817394	0.0104098783570461	0.00339345236233735	0.0279548124824206	0.0132917239948188	0.0148726796987267	0.0158662754390846	0.00349924197250763	0.0141324697635298	0.00519073956260394	0	0.0235191568566408	0.0139760302644525	0.0402507026931294	0.0329530271261933	0.0355532778154283	0.018037203169664	0.00944535958669375	0.0347014893873018	0.0161995214502921	0.0130731982429378	0.0297782050174382	0.0333152336154604	0.00915504511428331	0.00750962183842018	0.00880741421012099
OM3_H_3C_1	0.0141176454627471	0.0458395067945695	0.0192450039804177	0.0295803846626486	0.0308834530070975	0.0206081259880234	0.0285867461867938	0.0150514693912271	0.00712030281705425	0.0274359863250882	0.0285837691584445	0.0284804562400344	0.0125980824232385	0.0239980910489055	0.0314935613554642	0.0441947765956837	0.0379995726851504	0.0209865936406261	0.0357548356921613	0.0291853882473107	0.0269485020801811	0.0374811736615612	0.0279492633425385	0.0365047072317983	0.0292584699884336	0.0309788189349574	0.0434555599306226	0.0265963466696224	0.0218309256271127	0.0264560957564464	0.0318729869322114	0.0327132230052219	0.0149502488638988	0.0283243202257907	0.0261524106964645	0.0375351788092585	0.0282781861613916	0.0235191568566408	0	0.0174919054889677	0.028549274319838	0.0116299045204944	0.0148465129149985	0.0101524056163327	0.0141804086699045	0.0252269572757674	0.0259798714430899	0.0191106742647482	0.0113756888803902	0.0207531589933343	0.0147985855853922	0.029198319544831	0.0277996477434097
OM3_H_3C_2	0.0187830917750681	0.0491944262976859	0.0175488194980792	0.0207517174974233	0.0163836801004761	0.0342784449806616	0.0266288631137337	0.0308337680789811	0.0149625498401453	0.0301191779708083	0.0359120989976373	0.0117311359957762	0.0243336136795675	0.0259712199814973	0.0277802933050186	0.0276273881221291	0.0233916105424434	0.0104556127141253	0.0240701092419602	0.0230759549026319	0.0183820605748266	0.0239589761932512	0.0239988053125056	0.0205831543588783	0.013201350658326	0.0241001349355117	0.0479532326095726	0.0179056328498775	0.0207108405687218	0.0172676933235657	0.0375458795176666	0.0271758991764644	0.0196386580146701	0.0278192777571121	0.0174688260404818	0.0247269840113528	0.0188938507005367	0.0139760302644525	0.0174919054889677	0	0.0263208968961392	0.0290647977068854	0.0322326811585298	0.00769320502774558	0.0114265301419646	0.0383712616530792	0.0270285533983717	0.0210265645715184	0.0278420772031482	0.0196726557985338	0.0125475258147741	0.0153732647589194	0.0223768880802864
OM3_H_3D_2	0.0146655690236444	0.0236923166113405	0.00983541252989612	0.0470623167328939	0.0413249713762218	0.0267218897852506	0.00046551737066889	0.0424860350301565	0.0329162089899153	0.0534576667950439	0.0565728169605034	0.0347739543937829	0.020999700194844	0.0494400416141939	0.0535226970234374	0.0478941871880761	0.0241455373231466	0.0367077428657001	0.0498676212224375	0.049177357983796	0.0446665581411701	0.0488504990338283	0.0496629541846821	0.0433151947532948	0.0370804771880494	0.0503271725391431	0.0232655716101278	0.0110341449686603	0.0451842500868462	0.0435721267723477	0.0594052436177796	0.0532810125603568	0.0409750399081739	0.0525108504307965	0.0437475206473978	0.0499975572307939	0.045205789991213	0.0402507026931294	0.028549274319838	0.0263208968961392	0	0.0361528086551893	0.0389262855087152	0.0241487300734646	0.0350547574396494	0.0534862814921761	0.0510083285939226	0.0441074123866121	0.038561980707507	0.00793088165527574	0.0362530550939708	0.0408575942801689	0.0483278282133016
OM3_H_3D_3	0.0217687971431597	0.048575589800724	0.0281965993016621	0.0380264457591252	0.0413166418835801	0.0177040172029487	0.0360622390827324	0.0077042623908413	0.0160041763442768	0.0301567432830062	0.027579227704529	0.0397122596459625	0.0156416319102638	0.0279388740134048	0.0373340098691752	0.0551548043847771	0.0491795695606186	0.0310746178500739	0.0448840259076837	0.0365036469579637	0.035588034357312	0.0472797817338106	0.0344167189643153	0.0472878298447654	0.0402532527377646	0.0384313433965252	0.0455930039366591	0.0367503650729726	0.0280899228791087	0.0353905396181568	0.031639452451948	0.0393335199601684	0.0202983269752075	0.0328748732701635	0.0349359887912834	0.0470385723247296	0.0370813679696173	0.0329530271261933	0.0116299045204944	0.0290647977068854	0.0361528086551893	0	0.00324893361512911	0.021774695251	0.0236208744191125	0.0190643907568996	0.0300498490228517	0.0244864761830632	0.00482708963394819	0.0291376411991363	0.0238014468725106	0.0394898639840424	0.0349931984908606
OM3_H_3E_1	0.0247103051187707	0.0502530493434745	0.0312264713103622	0.0403454724773659	0.044118440613527	0.0186753021026502	0.038815041261626	0.00730073870446806	0.0188152668778468	0.0311812270639313	0.027653763910339	0.0427455370829999	0.0181381674212766	0.0293320513726963	0.0390171143363069	0.0580794786070545	0.0524141909233139	0.0338426065470127	0.0473284089712708	0.0385625631346344	0.0379760229380731	0.0498896141673292	0.0362957487369735	0.0501713454310306	0.0432139555487282	0.0405021380560682	0.047154755906474	0.0398918901750636	0.0300334386771526	0.0378510708302135	0.031822649674188	0.0411875502957343	0.0222859872975763	0.0343066913261093	0.0373645704243293	0.049570693357775	0.0394956991818378	0.0355532778154283	0.0148465129149985	0.0322326811585298	0.0389262855087152	0.00324893361512911	0	0.0249965384652848	0.0263326272323965	0.0178148024642571	0.031421472602207	0.0263230764858826	0.00609106267476272	0.0320854615809287	0.0264236806600153	0.0422612157149227	0.0370402881851487
OM3_H_3E_2	0.0129713249893256	0.0452953700554191	0.0143704639024125	0.0249071269014172	0.0230884624790759	0.0269290274413688	0.0243433625590629	0.0245095772911911	0.00994566832514149	0.0293927958025854	0.033376447239938	0.0192998314148397	0.017102603371988	0.0253330779139234	0.0298489053205842	0.0352144976479729	0.0283365998771434	0.0146889584950743	0.0296881839651966	0.0260405019198342	0.022274137866388	0.0303869840282302	0.0259870210438885	0.0279367091249165	0.0205248766410803	0.0274813439768114	0.0435917029425279	0.018770704375263	0.0210991614284224	0.021401622875651	0.035781587433979	0.0300623036854979	0.0171651560252105	0.0284160373484478	0.0213591353063725	0.0308595944661979	0.0232247366169679	0.018037203169664	0.0101524056163327	0.00769320502774558	0.0241487300734646	0.021774695251	0.0249965384652848	0	0.0110092341317061	0.0333623946786027	0.0268745310209591	0.0200031215734663	0.0211535621324766	0.0164400963084681	0.0121818803333482	0.0217333249564736	0.02497221403498
OM3_H_3E_3	0.0235488954399078	0.0561783160006186	0.0253430059313567	0.015437378245575	0.017841596908461	0.034621550251921	0.0352693666031197	0.0227204726274715	0.00767015611095876	0.0189830680954904	0.0245026216662948	0.0177033375056234	0.0257077164826622	0.0148323578427738	0.01892975106055	0.0320741383935099	0.0346925601506621	0.00754551083143088	0.0216394280102728	0.0155611718539105	0.0127873123337533	0.023703490854854	0.0150928916680515	0.0240593200184064	0.0175470783502687	0.0172078354730163	0.0543514817061733	0.028462032529929	0.0101380449458585	0.0122789120802546	0.0261622386061577	0.0194263376473078	0.00840655769118352	0.01747351666722	0.0119778570628172	0.0235712311888278	0.0141003948944033	0.00944535958669375	0.0141804086699045	0.0114265301419646	0.0350547574396494	0.0236208744191125	0.0263326272323965	0.0110092341317061	0	0.0281313191224839	0.0161502558304864	0.0096856917488275	0.0207447980446035	0.027431701341231	0.00121586949476917	0.0159518809486341	0.0143332765059331
OM3_H_3F_1	0.0388438276376843	0.0676021271235194	0.0444384013086223	0.0366050039139055	0.0442004241811978	0.0364590026325173	0.0534779921722496	0.0114807996651157	0.0236495809557041	0.0206830357864709	0.0131237209081207	0.0456675847740064	0.0342132764506642	0.0213109735180048	0.0311135452915998	0.0586164718073417	0.0614174722790222	0.0347581256680987	0.0438980323877976	0.0331574187390691	0.0350560441546135	0.0476733384726634	0.0299936486742441	0.0506735799219625	0.0451512029986866	0.0349447690165437	0.0646334106911682	0.0515616816956323	0.0252798410757631	0.0355232978245953	0.0171639183197867	0.0341084109418176	0.0201221416355201	0.0255539411833303	0.0348445185577367	0.0466976601881256	0.0365946748253438	0.0347014893873018	0.0252269572757674	0.0383712616530792	0.0534862814921761	0.0190643907568996	0.0178148024642571	0.0333623946786027	0.0281313191224839	0	0.0228271691818584	0.0218196000947928	0.0152534215007325	0.0458537574365812	0.0274517020648142	0.0422060363793703	0.0317566083383727
OM3_H_3F_2	0.0385005144478681	0.0711816517306255	0.0412160305076758	0.0150175684683197	0.0246983053303419	0.0457265872979572	0.0511979980881178	0.0248212090738015	0.0192478509542935	0.00353188806063705	0.0123507291542875	0.0287231384540688	0.0385722558060506	0.0021146777909939	0.00833147431349184	0.0382166927789797	0.0493286704207327	0.0182694981601729	0.0218913965911854	0.0108857103745242	0.014372475436708	0.0261178768826492	0.00754486478886806	0.0308104356756539	0.027274967849848	0.0124595459851424	0.0690503787878515	0.0445536021450868	0.00635346459185309	0.0152902998271112	0.0118247554933289	0.0112865360910689	0.0110312836627985	0.00293492900856412	0.0145761548800956	0.0248292148636336	0.0156545851721327	0.0161995214502921	0.0259798714430899	0.0270285533983717	0.0510083285939226	0.0300498490228517	0.031421472602207	0.0268745310209591	0.0161502558304864	0.0228271691818584	0	0.00704859111126109	0.0254534639706313	0.0432491144270444	0.014934621369544	0.0228721185876056	0.00972803902893468
OM3_H_3F_3	0.0314561205875099	0.0641471034104271	0.0342914835310647	0.0150980037049366	0.0225206814336615	0.0392217661438274	0.0442847681401474	0.0204979935056977	0.0122438874222464	0.00940536717173922	0.0152573190400341	0.0249519661815669	0.0316939547115862	0.00533791910170108	0.0129066197580024	0.0368674666359581	0.044033743420467	0.0138798808993842	0.022435666211127	0.0124304319242473	0.0133032308037707	0.025965711458264	0.00997708213215269	0.0289773874036135	0.024005534794411	0.0143698908791014	0.0620282550296149	0.0380848957770559	0.00382452699095139	0.0137140661531215	0.0165301515222931	0.0148771796740429	0.00433119834417806	0.00921650428868298	0.0130419117266778	0.025116390274668	0.0148641424997566	0.0130731982429378	0.0191106742647482	0.0210265645715184	0.0441074123866121	0.0244864761830632	0.0263230764858826	0.0200031215734663	0.0096856917488275	0.0218196000947928	0.00704859111126109	0	0.0202339135175453	0.0363020699065789	0.00850893474693518	0.0205378271549577	0.010905891144933
