	OM3_B_B_2	OM3_B_B_3	OM3_C_7A_2	OM3_C_7A_3	OM3_C_7B_2	OM3_C_7B_3	OM3_C_7C_1	OM3_C_7G_3	OM3_C_7H_1	OM3_C_8A_1	OM3_C_8A_2	OM3_C_8A_3	OM3_C_8B_1	OM3_C_8B_2	OM3_C_8B_3	OM3_C_8C_1	OM3_C_8C_2	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8E_2	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9A_2	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9D_1	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9E_3	OM3_C_9F_1	OM3_C_9F_2	OM3_C_9F_3	OM3_C_9G_1	OM3_C_9G_3	OM3_C_9H_2	OM3_H_3E_1	OM3_H_3E_2	OM3_H_3E_3	OM3_H_3F_1	OM3_H_3G_2	OM3_H_3H_2	OM3_H_3H_3
OM3_C_9A_2	0.083999525532235	0.0949886189399044	0.10333084243685	0.131692714678776	0.0647161678411573	0.0758956125121901	0.109595891540747	0.0776654004209103	0.116495342477491	0.0876608733652213	0.0874963322842378	0.101422172953898	0.109501955912102	0.117825203914722	0.12566869009782	0.0645034149763714	0.0637286761151214	0.0673214587739545	0.0754131585555407	0.0730167343236185	0.113888026040915	0.130047346250449	0.0018538467630801	0	0.129357156629633	0.130910791708565	0.0309814581545651	0.026095755958527	0.034759070873542	0.0372189840309866	0.10835032639652	0.118900578016142	0.121996265365311	0.117401591422628	0.129885330703356	0.0708737837308238	0.112691126574691	0.121762676410576	0.13723395748953	0.118648623129136	0.114483205046706	0.11557065255849	0.130707380132623
OM3_C_9C_2	0.0460485436829087	0.0354164680597829	0.0262773651405718	0.00722026607661985	0.0655191096952153	0.0542842327326464	0.0219252210117612	0.0525002136926693	0.018416709136037	0.0423125765832273	0.0459847112912058	0.0292269677920569	0.0215560169291308	0.019030466327793	0.00737639080229163	0.0674681446494376	0.0668737874153445	0.0660352694167932	0.0559909526644783	0.0590538788143676	0.0171192902442372	0.00444547839141248	0.12938017825409	0.129357156629633	0	0.0121254498362776	0.101424032906952	0.106708511650209	0.0985896924519323	0.0971703903254433	0.021779247624249	0.014430860793579	0.0105722827743443	0.0158920110753974	0.0105182736543304	0.0777651083896447	0.0193202167547961	0.0105663732770054	0.0172375766452364	0.0154471912314499	0.0167288927693134	0.0171683237720257	0.013544070564255
OM3_C_9C_3	0.047433881973524	0.0367256483439407	0.0294556825713615	0.00787499955016548	0.0664757783475927	0.0556761569346256	0.0232398635916539	0.0535659557619822	0.0156602346788211	0.0437457263010538	0.0447081799443662	0.0300069788366279	0.0230724036194808	0.0137914242707034	0.0108212567462554	0.067375559346425	0.0675832991843779	0.0652493110709686	0.0559855053384463	0.0587161665181676	0.0183432045301198	0.00806691464508481	0.130921231259036	0.130910791708565	0.0121254498362776	0	0.101773328632536	0.107299814611086	0.0986765400827589	0.0971550762953436	0.0243021171973218	0.0145187675731329	0.012043664874366	0.0144557208824103	0.00503915151917451	0.083456911763329	0.0186766621376915	0.0114417672973956	0.00748012837865677	0.0125807241999982	0.0241117381015413	0.0167601712367749	0.0072195318632073
OM3_C_9D_1	0.0556614528425892	0.0665602849697626	0.0754277986779535	0.103209870543823	0.0360716855312087	0.0477446364153813	0.0811710212856867	0.0490812874808366	0.0874149073484285	0.0592703120890884	0.0577735087213661	0.0727517507439273	0.0810919475232346	0.0883990591203526	0.0973694134358642	0.0347273108618633	0.0347586567326019	0.036977912303839	0.0459539935296767	0.0432250801590257	0.0853620271266824	0.101670400696188	0.031033447537714	0.0309814581545651	0.101424032906952	0.101773328632536	0	0.00804421420692582	0.00434437341548247	0.00860445318819962	0.0801540189783568	0.090290940633553	0.0935294638559871	0.0885246271607194	0.101002722683585	0.0558824401597612	0.0838125177851214	0.0931739938222916	0.107892574718121	0.089604226375406	0.0873437764822993	0.0868258077218643	0.101710005020177
OM3_C_9E_1	0.0613036479358016	0.0723091757375932	0.0808263245792699	0.10882505992959	0.0416173475687712	0.0535878264994473	0.0870074630076461	0.0544648500402595	0.0932844081554865	0.0645930187842419	0.0639041225786141	0.0784074138872006	0.0868528315320309	0.0941068564027947	0.103009907534094	0.0409760528961049	0.0400937955719942	0.0428961604397246	0.0516909746527189	0.0488697423061999	0.0910047921176648	0.107122889838835	0.0265653453274304	0.026095755958527	0.106708511650209	0.107299814611086	0.00804421420692582	0	0.00995540975601395	0.0112450949812889	0.085749984252786	0.096108338817818	0.0992173240656503	0.0942672782531575	0.106711288311026	0.0606810445632638	0.0894716231030879	0.0983721596925173	0.11359818765361	0.0952543264822212	0.0921695466277661	0.0926228782001007	0.107593713405324
OM3_C_9E_2	0.0530079669857214	0.0638650053429514	0.072722142618177	0.100342652859005	0.033429836693618	0.0452990342160053	0.0784595090394979	0.0462716322832704	0.0844965624573995	0.0564445911523114	0.0548150046124913	0.0699173997646314	0.0783557416096142	0.0853045870630631	0.0945779219044169	0.0319192164470704	0.0318933796919544	0.0337339523468665	0.0429816290233402	0.0400864324451172	0.0825317875292591	0.098773163616368	0.0349174929122801	0.034759070873542	0.0985896924519323	0.0986765400827589	0.00434437341548247	0.00995540975601395	0	0.00469952418971539	0.0774212035288485	0.0874915210228576	0.0907153092562227	0.0856180232147796	0.0980569496271603	0.0566011473165903	0.0808828509152952	0.0901269784436268	0.104795088374588	0.0866065084872852	0.0845910036854038	0.0839852606447327	0.0987958409285114
OM3_C_9E_3	0.0520129927450067	0.0628501152324117	0.0715036781416019	0.0990520970934086	0.0325250763868353	0.0446336094470139	0.0774409992242844	0.0450363627884498	0.083310925695913	0.0551237383387125	0.0538172153144784	0.0687197741836249	0.0772781354879045	0.0838920718880659	0.0933698698475516	0.0312933431622894	0.0306875554142828	0.0325290510575391	0.041811921039158	0.0387454699902638	0.0813077342679787	0.0973798101782831	0.0375772710821634	0.0372189840309866	0.0971703903254433	0.0971550762953436	0.00860445318819962	0.0112450949812889	0.00469952418971539	0	0.0762663248718473	0.0863736452773055	0.0895158790368366	0.0843752883076322	0.0967496217657595	0.0584696577718225	0.0795858040761595	0.0884941025916573	0.1033585608735	0.0852404319336658	0.0830459941555862	0.0828277196322709	0.0976025464545186
OM3_C_9F_1	0.0245901681269154	0.0137126261647992	0.00580123410304639	0.0235643239086425	0.0442607417818271	0.0327428970945957	0.00387154536170389	0.0313900986260115	0.0112672151764512	0.0213835478364821	0.0249617460778612	0.00797924595519669	0.00286330174713002	0.0143368582640771	0.0174526088822056	0.0460019417929671	0.0457722110319259	0.0449275520623602	0.0347417981064855	0.0379967145901352	0.00604964444154211	0.0220141566288093	0.108312249041703	0.10835032639652	0.021779247624249	0.0243021171973218	0.0801540189783568	0.085749984252786	0.0774212035288485	0.0762663248718473	0	0.0113962481898608	0.013879865914108	0.0105988470576619	0.0223560162651545	0.0598714801202065	0.00693155565678426	0.0155952389064858	0.0309177288448443	0.0124662800472808	0.013175365497339	0.00865517051761684	0.02374535254942
OM3_C_9F_2	0.035170607197762	0.0240759520483476	0.017162309420629	0.0133597805738483	0.0547146660847721	0.0431951348313232	0.00944819031332182	0.0419529963903917	0.00510060027970083	0.0321430072582274	0.0334367213333097	0.0178690378192565	0.00957847943685909	0.00884770676430494	0.00781892937460013	0.0557884494637971	0.0561731647429883	0.054410098534818	0.0446563371576099	0.0477707913774435	0.00580460408399034	0.0128668003634442	0.118817915326137	0.118900578016142	0.014430860793579	0.0145187675731329	0.090290940633553	0.096108338817818	0.0874915210228576	0.0863736452773055	0.0113962481898608	0	0.00390784818941619	0.00341905302863103	0.0115505997491376	0.0692663586498145	0.0075062307874955	0.0107562370180151	0.0202293619933924	0.00552541605270332	0.016980250732665	0.00366011667866052	0.0124626126141232
OM3_C_9F_3	0.0382243355908172	0.0271829307605038	0.0194155318355759	0.00984850114128197	0.0578192627914879	0.0463451508388146	0.0126895749504876	0.0449432989428378	0.00832090279267848	0.0349667668735477	0.0369285197848795	0.0208923325357315	0.0126223376859459	0.010625012251817	0.00406220590369863	0.0591201425365288	0.0592502893246537	0.0577123122540492	0.047865734454478	0.0509695448075159	0.00826586990797007	0.00906262702306155	0.121939654490869	0.121996265365311	0.0105722827743443	0.012043664874366	0.0935294638559871	0.0992173240656503	0.0907153092562227	0.0895158790368366	0.013879865914108	0.00390784818941619	0	0.0060596806506	0.00886408323022968	0.0717152208009348	0.0102997372525267	0.00882026160738009	0.0179676008660111	0.00679153649769766	0.0161716564179324	0.00711177757561344	0.0105414195448345
OM3_C_9G_1	0.0336449497906339	0.0226774958901482	0.0161403241646834	0.0150312483504381	0.0530125533604989	0.041771475525787	0.00889435938380116	0.0401863377489604	0.00279790812007174	0.030398041587957	0.0314533557706756	0.0161579677171315	0.0088275427864167	0.00582910552814424	0.0100237745674268	0.0539877621966704	0.0543443657887975	0.052348477611381	0.0427315237062404	0.0457245158092097	0.0047371176212539	0.0141913787415798	0.117351112873491	0.117401591422628	0.0158920110753974	0.0144557208824103	0.0885246271607194	0.0942672782531575	0.0856180232147796	0.0843752883076322	0.0105988470576619	0.00341905302863103	0.0060596806506	0	0.0125837244994213	0.0696447004973283	0.00495875039031532	0.00970311244608378	0.0206179500303666	0.00275123698618599	0.0168801947906654	0.00243761013755778	0.0136926710292936
OM3_C_9G_3	0.0461827404600306	0.0352007931763229	0.0278539808893718	0.00460234970243256	0.0655491668164155	0.0543240557683587	0.0209039588067065	0.0526847714896864	0.0138577727536702	0.042811966144067	0.043785060040313	0.0286795123889533	0.0209033997180406	0.0136540102117142	0.00705967422486171	0.0664814631295853	0.066841722185329	0.0647064558061448	0.0552226565065663	0.0581421679090895	0.0163935864738817	0.00616475440008348	0.129837643213609	0.129885330703356	0.0105182736543304	0.00503915151917451	0.101002722683585	0.106711288311026	0.0980569496271603	0.0967496217657595	0.0223560162651545	0.0115505997491376	0.00886408323022968	0.0125837244994213	0	0.0803764040373972	0.0173606436947674	0.0119376654391729	0.00920791494584128	0.0115878891358988	0.023082847121194	0.0145351075697672	0.0034837551942341
OM3_C_9H_2	0.0447411016688537	0.0508268735469744	0.0558248295013228	0.0804792529501485	0.0413909167282167	0.0399324448615318	0.0608518653135675	0.0446041487299702	0.0694727816551216	0.048512785962488	0.0523239267686671	0.0567552720539175	0.0610063148306197	0.0731712035434912	0.074304071601802	0.0445826892237174	0.0436834132808135	0.0494540595060309	0.0467208589545257	0.0483356154541655	0.0655208534961018	0.0793562392488864	0.0703011628878744	0.0708737837308238	0.0777651083896447	0.083456911763329	0.0558824401597612	0.0606810445632638	0.0566011473165903	0.0584696577718225	0.0598714801202065	0.0692663586498145	0.0717152208009348	0.0696447004973283	0.0803764040373972	0	0.0662410346349859	0.0747323122987546	0.0893049529308793	0.0719516255321207	0.0649043406782381	0.0672720016755934	0.0810021273844038
OM3_H_3E_1	0.028909200629228	0.0180693026357937	0.0118862675658301	0.0196109786100563	0.0482278986950292	0.0371149266340053	0.00597673213270171	0.0353405607262587	0.00524675605895271	0.025520251587672	0.0270157272404442	0.011400487663155	0.00552996251076407	0.00741107629338171	0.0142765954943059	0.0493337088891658	0.0495210031035179	0.0476702077550897	0.0379724174409068	0.0409587703767277	0.00336525034485947	0.0183262153302332	0.112664914206275	0.112691126574691	0.0193202167547961	0.0186766621376915	0.0838125177851214	0.0894716231030879	0.0808828509152952	0.0795858040761595	0.00693155565678426	0.0075062307874955	0.0102997372525267	0.00495875039031532	0.0173606436947674	0.0662410346349859	0	0.0115740037658676	0.0251617716246056	0.00617032638699682	0.0156270630858498	0.00405722374666356	0.0186117896898065
OM3_H_3E_2	0.0384400546956018	0.0281124114724444	0.019751138510749	0.0128177159133065	0.0574957570487726	0.046827157788779	0.0161698076892849	0.0444145476044348	0.0121134696604213	0.0343449977898078	0.0375053796362304	0.0215057159206549	0.0155164972138706	0.0110385692141821	0.00988833708229578	0.0591634076116547	0.0586030037490871	0.057236865857775	0.0475252571900181	0.0503419505757804	0.0108279365219306	0.0101379818536639	0.121838282982013	0.121762676410576	0.0105663732770054	0.0114417672973956	0.0931739938222916	0.0983721596925173	0.0901269784436268	0.0884941025916573	0.0155952389064858	0.0107562370180151	0.00882026160738009	0.00970311244608378	0.0119376654391729	0.0747323122987546	0.0115740037658676	0	0.0188987156033377	0.00816728964368077	0.0133143109024347	0.0113911344705813	0.0149654275366525
OM3_H_3E_3	0.0539165643408126	0.0431332737355739	0.0363202070058559	0.0111857013412889	0.0728802101820328	0.0620243453341605	0.0293390779170684	0.0601193455602086	0.0212852399497458	0.050461492559225	0.0504773101824053	0.0365133003993192	0.0293568809230748	0.0196014148591273	0.0161208453903889	0.0734121582432675	0.0740047328684837	0.0712410788279555	0.0622276415425266	0.0649203035796491	0.0248736157485189	0.0130884115072585	0.137202558212352	0.13723395748953	0.0172375766452364	0.00748012837865677	0.107892574718121	0.11359818765361	0.104795088374588	0.1033585608735	0.0309177288448443	0.0202293619933924	0.0179676008660111	0.0206179500303666	0.00920791494584128	0.0893049529308793	0.0251617716246056	0.0188987156033377	0	0.019021087524034	0.0312484785590571	0.0227917438108609	0.00870696828762463
OM3_H_3F_1	0.0349943707846871	0.0242110979491791	0.0176850654319344	0.0144227483251637	0.0541716465828408	0.0431881998798007	0.0111928622449063	0.0413007074792886	0.00416192197553633	0.0315247419722989	0.0325049793010663	0.0175297201681034	0.0109836454867767	0.00410058518220761	0.0102570317890257	0.0551037466753727	0.055389242475494	0.0532328151690228	0.0437545932430083	0.0466272928113218	0.00669834019481422	0.0134174519003559	0.118628579277466	0.118648623129136	0.0154471912314499	0.0125807241999982	0.089604226375406	0.0952543264822212	0.0866065084872852	0.0852404319336658	0.0124662800472808	0.00552541605270332	0.00679153649769766	0.00275123698618599	0.0115878891358988	0.0719516255321207	0.00617032638699682	0.00816728964368077	0.019021087524034	0	0.0173998690087748	0.00508396024587841	0.0129821081908515
OM3_H_3G_2	0.0328514492266746	0.023829000522415	0.014036561975809	0.0222205120324135	0.0515412194575242	0.0408792656271818	0.0162092874295104	0.0387400347510172	0.019268197013088	0.0287708408767122	0.0355987653365835	0.0190802893966115	0.0152360016100418	0.0206238962771496	0.0174020952015013	0.0544947238861154	0.0528615148446709	0.0533893961204146	0.0431006219086624	0.0461663130541851	0.0135870885171315	0.0193601155207635	0.114591397294404	0.114483205046706	0.0167288927693134	0.0241117381015413	0.0873437764822993	0.0921695466277661	0.0845910036854038	0.0830459941555862	0.013175365497339	0.016980250732665	0.0161716564179324	0.0168801947906654	0.023082847121194	0.0649043406782381	0.0156270630858498	0.0133143109024347	0.0312484785590571	0.0173998690087748	0	0.0164982747524847	0.0258645407857121
OM3_H_3H_2	0.0318038460418894	0.0207512407762664	0.0143407398322844	0.0166692445715948	0.0512718486597893	0.0398694050871635	0.00657092948955584	0.0384955248850704	0.00332783057371778	0.028728530817602	0.0298960704875025	0.014410994629623	0.00662209460393398	0.00755352450066469	0.0111685296801643	0.0522966920740659	0.0526832206231693	0.0508330897266865	0.0411153650933139	0.0441937830709785	0.00326224258539313	0.0158529924762957	0.115501312424401	0.11557065255849	0.0171683237720257	0.0167601712367749	0.0868258077218643	0.0926228782001007	0.0839852606447327	0.0828277196322709	0.00865517051761684	0.00366011667866052	0.00711177757561344	0.00243761013755778	0.0145351075697672	0.0672720016755934	0.00405722374666356	0.0113911344705813	0.0227917438108609	0.00508396024587841	0.0164982747524847	0	0.015474073251116
OM3_H_3H_3	0.0471744884413096	0.0361595507422166	0.0294214382297824	0.00686497305345077	0.0664706748504817	0.055167074238737	0.0217785508196503	0.0537621543396013	0.014377750267496	0.0440650040727296	0.0442472051978276	0.0297841050073272	0.0219534313874007	0.01447987341108	0.00916098905464976	0.0671158106226016	0.0678066711928974	0.0653799168623829	0.0560510746738387	0.0589738607715936	0.0178199225452233	0.00928893215393387	0.130617389898575	0.130707380132623	0.013544070564255	0.0072195318632073	0.101710005020177	0.107593713405324	0.0987958409285114	0.0976025464545186	0.02374535254942	0.0124626126141232	0.0105414195448345	0.0136926710292936	0.0034837551942341	0.0810021273844038	0.0186117896898065	0.0149654275366525	0.00870696828762463	0.0129821081908515	0.0258645407857121	0.015474073251116	0
