	A549_G1_1A_1	A549_G1_1A_2	A549_G1_1A_3	A549_G1_1B_1	A549_G1_1B_2	A549_G1_1B_3	A549_G1_1C_2	A549_G1_1C_3	A549_G1_1D_1	A549_G1_1D_2	A549_G1_1D_3	A549_G1_1E_1	A549_G1_1E_2	A549_G1_1E_3	A549_G1_1F_1	A549_G1_1F_2	A549_G1_1F_3	A549_G1_1G_1	A549_G1_1G_2	A549_G1_1G_3	A549_G1_1H_1	A549_G1_1H_2	A549_G1_1H_3	A549_G1_2A_1	A549_G1_2A_2	A549_G1_2A_3	A549_G1_2B_1	A549_G1_2B_2	A549_G1_2B_3	A549_G1_2C_1	A549_G1_2C_2	A549_G1_2C_3	A549_G1_2D_1	A549_G1_2D_2	A549_G1_2E_2	A549_G1_2E_3	A549_G1_2F_1	A549_G1_2F_2	A549_G1_2F_3	A549_G2_2A_1	A549_G2_2A_2	A549_G2_2A_3	A549_G2_2B_1	A549_G2_2B_2	A549_G2_2B_3	A549_G2_2C_1	A549_G2_2C_2	A549_G2_2C_3	A549_G2_2D_3	A549_G2_2E_1	A549_G2_2E_2	A549_G2_2E_3	A549_G2_2F_2	A549_G2_2F_3	A549_G2_2G_1	A549_G2_2G_2	A549_G2_2G_3	A549_G2_2H_1	A549_G2_2H_2	A549_G2_2H_3	A549_G2_3A_1	A549_G2_3A_2	A549_G2_3A_3	A549_G2_3D_1	A549_G2_3D_2	A549_G2_3D_3	A549_G2_3E_2	A549_G2_3E_3	A549_G2_3F_1	A549_G2_3F_2	A549_G2_3F_3	A549_G2_3G_1	A549_G2_3G_2	A549_G2_3G_3	A549_G2_3H_1	A549_G2_3H_2	A549_G2_3H_3	A549_G2_4A_1	A549_G2_4A_2	A549_G2_4A_3	A549Root1_1	A549Root1_2	A549Root1_3	A549Root2_1	A549Root2_2	A549Root2_3
A549_G1_1D_3	0.0107487204002884	0.00988618275245423	0.00328549666429141	0.0139039814419972	0.00402335129217128	0.00426622297604943	0.00628835775702858	0.00914018439919192	0.0105855369434409	0.0158111197116236	0	0.0137117910477403	0.0105995733921478	0.00888305810243569	0.00524903522839785	0.00440478148590188	0.00321811773850459	0.0269178735350698	0.0221229031884729	0.0266586940084535	0.0175141180317083	0.0227290022021667	0.0093651797204252	0.0115148742942072	0.00173294641711413	0.00190386068782481	0.00701377888475239	0.00335772087184212	0.0111811611685683	0.011484838558816	0.00737464964793532	0.019112597571639	0.012724508406712	0.00295706118636087	0.00545123334305009	0.00960732953746646	0.0250030621034489	0.018593067723569	0.0101479338210896	0.0364093632064786	0.0214115731618508	0.029634031832878	0.0163064172887201	0.00774810048455247	0.00294829789882197	0.0100961483749258	0.00835956822776248	0.0112076084522288	0.018854387697015	0.00810397542891673	0.00888381484448655	0.031307175152862	0.0056178711295757	0.0379723457077781	0.0155329162915734	0.00216183892068035	0.0187290805492241	0.0141564687661981	0.0171773653647695	0.00839512614112604	0.0363420072219663	0.0262810444039075	0.026954826957594	0.0326255285120696	0.0203715673963759	0.0203946675690978	0.00757115527378509	0.00791909153445129	0.0105182864730496	0.00340390515282371	0.0226962960909647	0.00365778822253253	0.00553270214001448	0.0127994015347373	0.00457011944628133	0.00168461350919525	0.00802499942270978	0.0256295004179207	0.0118844575061135	0.0136719324589454	0.0251489938867099	0.0318774244954234	0.0231802130876189	0.0307926661733914	0.0208265791881571	0.0144071937553621
A549_G1_1E_1	0.00382528623216351	0.00463891238981368	0.0113565902873042	0.00491578340602422	0.01707166218091	0.0174002269062331	0.0119519727155202	0.0214593973650049	0.00323745660450314	0.0036340740042136	0.0137117910477403	0	0.00570632443506659	0.00482997573765309	0.0134237838611578	0.00964888036900091	0.0163926857768384	0.0138104065921662	0.00841879812237673	0.0129788034690212	0.00465725849858156	0.00922834243819166	0.00482005867045668	0.0115506527254865	0.0121548989469417	0.0120044158284523	0.00731897358771271	0.0170608069214849	0.024865961971811	0.0146725759729352	0.0210813390187818	0.0326804114358229	0.00528264820144902	0.0108720629026255	0.0179555180748973	0.0232922100587164	0.0113465667270808	0.00511299533649722	0.0037241877468362	0.0227090317447866	0.00781108601477775	0.0162863606265163	0.00334211540493491	0.0062806323075925	0.0158910480061815	0.00386335975613583	0.00546140725303261	0.0233044950230672	0.032531783556945	0.0215395333675655	0.0220100052236226	0.044915835618942	0.0184142032678171	0.0515495918855732	0.00434325823414995	0.0123852195094832	0.0321000754973251	0.00265276125811365	0.00444245439071968	0.021956193780341	0.0228136497297345	0.0126302164423345	0.0132493639799455	0.0192578492854416	0.00667013414479161	0.00669019541375929	0.00648045690309805	0.0196720823140006	0.00501346073008488	0.0166884713976178	0.0362686149114501	0.0103458082324477	0.0159312381313054	0.0257577342775784	0.00925815457065866	0.0131906024450334	0.0213977277548635	0.0122432232658525	0.00222875758990393	0.0273736275672166	0.0115033719305116	0.0181896004716795	0.0105415811781572	0.0170909311547647	0.00711588642796072	0.00475599134525045
A549_G1_1E_2	0.00213414083531046	0.00191259577426926	0.00750314890211931	0.00334321220076982	0.0130528249329928	0.0148044264527805	0.00681291998008119	0.016762657514571	0.00347556331658279	0.00580389631258442	0.0105995733921478	0.00570632443506659	0	0.00413882285414513	0.00853077408646176	0.00621359113752843	0.0125220167017154	0.016628844195783	0.0131629272860631	0.0176935334210433	0.0103507573862502	0.012925268409905	0.00247155180259481	0.00593186208153562	0.00886743256176054	0.00869664351359303	0.0036829764515241	0.0136682293819579	0.0211298786115671	0.00896916897219363	0.0176958828425233	0.0285464732986975	0.00212555345672582	0.00843753546378837	0.0135846594772143	0.0195932469607693	0.0154218392712865	0.010542407442261	0.00321129989325326	0.0271003717669124	0.011848957465772	0.0194665131789944	0.00663697065159324	0.00341663362670681	0.0133558225076307	0.00529361757388882	0.00517481789258838	0.018438469837442	0.0286514228591755	0.0174983587319958	0.0176984137273478	0.0407582904667225	0.0141356096466488	0.0483177284793492	0.00520103878692856	0.00870037010160882	0.0292869873747207	0.00439697494582968	0.00720394227963539	0.0189343504329366	0.0262899729135236	0.0174572456760405	0.0177875063699795	0.0224344392556396	0.0115394631932442	0.0115325651796131	0.00612121987733027	0.017970258204107	0.000808189504155437	0.0128510627638028	0.0331143408304714	0.00829198556676797	0.0111201772580817	0.023379740201783	0.00621077039283227	0.00950018132790586	0.0173033140922214	0.0155836711238693	0.0035858488569055	0.0239014419523438	0.0155299980762984	0.0227457198487807	0.0161697155347754	0.0212949800569422	0.0117841520868956	0.00966915264265197
A549_G1_1E_3	0.00263568060906661	0.0022641485689438	0.00664358727277796	0.00633191301276376	0.0122976440884793	0.0126506390976149	0.00791975936365692	0.0168502654156967	0.00180232702204576	0.00729522534443738	0.00888305810243569	0.00482997573765309	0.00413882285414513	0	0.00909702714963856	0.00490223456113257	0.0115991055171634	0.0183031499959604	0.0132467709182263	0.0177974851592475	0.00892599455673663	0.0139229702520613	0.00166779536668777	0.00942298624104492	0.00733245372528269	0.0071845224851741	0.00296816467937549	0.0122312960961798	0.0200388936633132	0.0118887611401533	0.0162550660663683	0.0278769410367712	0.00560793591959861	0.0060725489309307	0.0132601216706195	0.0184648002698342	0.0161393207083498	0.00980223633474763	0.00148932251559491	0.0275366421461421	0.0125641927792951	0.0209161008132829	0.0075921741650698	0.00189088599267094	0.0111398884296037	0.001691038582683	0.00108385771556619	0.018762477724787	0.0277072099748912	0.0167451084200729	0.0172662461079021	0.0401079097881934	0.0136873043928739	0.0467703807081396	0.00732525988285689	0.00760750084053303	0.0273688146474043	0.00564266123886738	0.00856366494189499	0.0171624959753698	0.0275457493667358	0.0174355145704862	0.0180781916470207	0.0239045229560331	0.0114965866104316	0.011518032991108	0.00217745375841677	0.0151942615368081	0.00344026595297387	0.0118882787689194	0.0314858319416764	0.00559944471539566	0.0114661713125356	0.0211079884013477	0.00445639857083411	0.00840118799779867	0.0166122217080156	0.016881633508078	0.00314432559261832	0.0225496853598496	0.0162896276566885	0.0230126753243656	0.0148084017244535	0.0219136871588132	0.0119448086822413	0.00675362109581195
A549_G1_1F_1	0.00970705451091516	0.00882682339062566	0.00326412865615704	0.0117366808060843	0.00518520162007891	0.00890746299626069	0.00184087179746555	0.00823243157112047	0.010240064449279	0.0143297993222808	0.00524903522839785	0.0134237838611578	0.00853077408646176	0.00909702714963856	0	0.00466079672977434	0.00497571241659784	0.0250409734123178	0.0215453130683906	0.0261150784961272	0.0179054072124662	0.021454633019002	0.00860638252458198	0.0069403875751259	0.00438167160693736	0.00432349854066392	0.00618465416412637	0.00669134505351631	0.0130765739897947	0.00627528376787481	0.0102005379854714	0.020125281561505	0.0104545487789007	0.00603081377248655	0.00524545517203633	0.0116292450025308	0.0239418603497544	0.0185338029538875	0.00974788486780151	0.035610714162653	0.0203549672327706	0.0279206303422691	0.0151160596404697	0.00727816722777595	0.00794966557700818	0.0107460368304144	0.00919755804886842	0.00994520018646323	0.0203630411902476	0.00929237962563689	0.00928689255436284	0.0322940441589831	0.00585541730944503	0.0403237417850599	0.0137080372030575	0.00347237941822688	0.0218961520605345	0.0128517191881089	0.0157326218695238	0.0118048445730486	0.03476039615355	0.0258407514071107	0.0262542305324701	0.0308659284052178	0.0198603304573424	0.0198631416702507	0.00901786953911214	0.0128769858339673	0.00885814760436428	0.0052970761756393	0.0253178723438825	0.00668463215579027	0.00258951604919458	0.0167496704921161	0.00531952763014439	0.00358384748818515	0.00905802505984859	0.0240887326026866	0.0112347815380563	0.0160094040248355	0.0240533196301672	0.031223272204117	0.0238295013335347	0.0298165380443392	0.0201736227230155	0.0157613724894113
A549_G1_1F_2	0.00640610488466969	0.00552355243390217	0.00174845540327573	0.00950212651334518	0.00742346631643414	0.00859150405421914	0.00419591264578305	0.0119713979191853	0.00642785659806464	0.011455864960584	0.00440478148590188	0.00964888036900091	0.00621359113752843	0.00490223456113257	0.00466079672977434	0	0.00675430468815608	0.0225512444375746	0.0180453868134322	0.0226184027003921	0.013818457667637	0.0184539136111857	0.00504686001689178	0.00828844604492206	0.00268524114297208	0.00251680876390055	0.00261334906868978	0.00760475518074571	0.0153092022819804	0.00941656268420337	0.0116655604619039	0.0230451795735559	0.00833483092440169	0.00251985247663673	0.00835888215814196	0.0137418719535743	0.0207913087077709	0.0146913545048648	0.00595742089493713	0.032313732708343	0.0171825422413272	0.0252963014274353	0.0120078262447188	0.00343849903839544	0.00715090674266771	0.00640629968222154	0.00472813607749388	0.0139134051413244	0.0229508263647138	0.0118977402978681	0.0123726618527067	0.0352893299685706	0.00878716965756013	0.0423147980173263	0.0111387875139165	0.0027427419991113	0.0231305446139905	0.00981516175177915	0.0128372684244269	0.0127882308206981	0.0320405202457147	0.0222772666956299	0.0228610841645028	0.0282861441596278	0.0163049628710878	0.0163209788752888	0.00438859194814315	0.0118781986573966	0.00611375931453608	0.00705734584692128	0.0270574866799196	0.00276137819008029	0.00673762410392913	0.0171675327710089	0.000666063536738181	0.00355681965444609	0.01175153659851	0.0213111780806145	0.00766029074885407	0.0179447454251202	0.020928676309848	0.0278179992667757	0.0196723970872175	0.026626451580013	0.0167141950706188	0.0112746528362996
A549_G1_1F_3	0.013102205385861	0.0122037607965021	0.00511407140820083	0.0158616111976809	0.000806142733101993	0.00445471900945551	0.00666847385967856	0.00593381737600425	0.013180442865555	0.0180972449744538	0.00321811773850459	0.0163926857768384	0.0125220167017154	0.0115991055171634	0.00497571241659784	0.00675430468815608	0	0.0291225729348016	0.0247967210020799	0.0293664168044861	0.0204293919169392	0.0251608959629409	0.0117747724854328	0.0119139288507152	0.00432151006984824	0.00445150009159095	0.0092632340238714	0.00185173374362852	0.00862025064364769	0.0109428543559192	0.00530287361189656	0.0162932395258222	0.0146107610458661	0.00605384882253765	0.0023162180134178	0.00707388586678574	0.0275274973504782	0.0213981197308059	0.0127114315291205	0.0390639695859382	0.0239162559122234	0.0319207994363745	0.0187132164503992	0.0101831119233821	0.00410953062544606	0.012971993091708	0.0112338425410622	0.00800384600132365	0.0162191368013341	0.00514802128665599	0.00574780071977469	0.028538338165292	0.00240429610371216	0.0358155221776123	0.0176708313596109	0.00401166785026706	0.0170311458988691	0.016487476334661	0.0194953026286524	0.00683652306803506	0.0387035986000396	0.0290192785022897	0.0296131934633327	0.0349020416266084	0.0230548095425547	0.0230716115388387	0.0105674125485739	0.00845677913502148	0.0126169165363637	0.000335895859201973	0.0206497854248526	0.00679798192691357	0.00367059337826688	0.0117775668075652	0.00714327939082941	0.00320240883543981	0.00501466143705643	0.0279717814845943	0.0144104322630083	0.011389921040911	0.0276615757135988	0.0345680489211526	0.0261870417778013	0.0333710842123951	0.0234672238031714	0.0174977039323188
A549_G1_1G_1	0.016172301708783	0.0170356054118964	0.0240414618187103	0.0133238210111336	0.029673710787405	0.0309054718683531	0.0232369688306144	0.0332156692273189	0.0165055884470165	0.0111102841399883	0.0269178735350698	0.0138104065921662	0.016628844195783	0.0183031499959604	0.0250409734123178	0.0225512444375746	0.0291225729348016	0	0.0073612657137414	0.00685038350206396	0.0125359893484313	0.00485805172106008	0.0175596578607401	0.0198391491437901	0.0252282845556157	0.0250621819345921	0.0199454863813183	0.0301503166858114	0.0377373757673856	0.0231053050730826	0.03420700815213	0.0451392879267755	0.0146018917437828	0.0243058376348967	0.0301902752436592	0.0361919685745619	0.00435429900992185	0.0107563825415283	0.0168862846473923	0.0119848620689244	0.00637705981482112	0.00295262995392774	0.0107125491685401	0.0191735491797055	0.0294000556291009	0.017654196108958	0.0191355755913387	0.0347395038685987	0.0452703582221437	0.03412260871478	0.0342928719383492	0.0573138863156486	0.0307518131383168	0.064836105170827	0.0114544288122848	0.0252117792975712	0.0455994903773241	0.0127710590462104	0.00976249914025876	0.0353065701010321	0.00977653930543972	0.00730607101188298	0.00611260120890137	0.00582990840492348	0.00849494340517316	0.00842408296162591	0.0202180947635521	0.033437531275635	0.0165111160245166	0.0294477802452824	0.0495935262123687	0.0238910284700664	0.0276083140862389	0.0394019551462929	0.022350768470589	0.0260273788640889	0.0339263346414432	0.00205664344179706	0.015164459285329	0.0404629998284151	0.00416128815339148	0.00886398739312643	0.0122376256414329	0.00662705082841417	0.00782106932846357	0.0164194037925037
A549_G1_1G_2	0.0118624159758371	0.0127596439496374	0.019731207048817	0.0105210474809776	0.0254634303604103	0.0257162790858911	0.0199232442291169	0.0297110052696425	0.0116182572729648	0.00753887713960304	0.0221229031884729	0.00841879812237673	0.0131629272860631	0.0132467709182263	0.0215453130683906	0.0180453868134322	0.0247967210020799	0.0073612657137414	0	0.00458384466980761	0.00552305717622019	0.00297339198781161	0.0130882739044776	0.0181068858469533	0.0205725201692066	0.0204216471620965	0.0156256287399467	0.0254745646103257	0.0332812750207773	0.0214858105672306	0.0294852334817323	0.0410822562281205	0.0116626111885786	0.019257331920238	0.0262911672378743	0.0317077779710379	0.00342100697566819	0.00385397095687154	0.0120902112672721	0.0142924492047583	0.00219311309714031	0.00892505465004616	0.00656166982943961	0.0146363235763476	0.0242147249630291	0.0121144203543699	0.0138100195743084	0.031486212976817	0.040945413677406	0.0299401447397092	0.030372589229259	0.0533172133714485	0.0267714268709388	0.059858763230824	0.00849350494060208	0.0207865201569104	0.0403546666317023	0.00876652593561517	0.00629808184661122	0.030312054215974	0.0148183223112054	0.00429947479541426	0.00483348569254797	0.0116726636290913	0.00175237376542491	0.00172886351042742	0.0147469423038556	0.0276897483401452	0.0127152879244978	0.025095825013584	0.044593229723215	0.0186966881566975	0.0241099959856752	0.0339245208034806	0.0176726111886456	0.0215959705449107	0.0297923736622549	0.00532227613990159	0.0104196440212728	0.0357711580203182	0.0036232437531833	0.00977532744361991	0.00555701795995752	0.00874266428897066	0.00137888803826387	0.00955893249406896
A549_G1_1G_3	0.0164430930789564	0.0173412941891477	0.0243094999735304	0.0149091581641471	0.0300380054940037	0.0301739349671217	0.0244771819714035	0.0342891538907779	0.0161921445365798	0.0119768122432754	0.0266586940084535	0.0129788034690212	0.0176935334210433	0.0177974851592475	0.0261150784961272	0.0226184027003921	0.0293664168044861	0.00685038350206396	0.00458384466980761	0	0.00955381652076858	0.00550635795866505	0.0176713549237535	0.0224150804443881	0.0251279088810737	0.0249788265931696	0.020208382463148	0.0300135733068642	0.037826808541135	0.0258043726524292	0.034008228909672	0.0456492263936149	0.0161005591775191	0.0237718251274218	0.0308729974541395	0.0362532195798998	0.00318381130209652	0.00814183853155271	0.0166667444502143	0.0097794026934773	0.00600566060000582	0.00673395567159929	0.0110611951062245	0.0192158070018826	0.0286800307099972	0.0166041144971096	0.01831975194786	0.0360558333262135	0.0454929013561216	0.0345107733636103	0.0349523364208184	0.0578790244631035	0.0313519779044997	0.064282956029621	0.0128478759204457	0.0253578511847673	0.0447510385428548	0.0133007461231103	0.0106524769725168	0.0347904560251273	0.0110881576671506	0.000613463914093289	0.000827635880927416	0.00873204122528705	0.00631482728254305	0.00630035188738338	0.0192199230927972	0.031982499465864	0.0172726783579886	0.0296634796072313	0.0490363463231512	0.0231907235668442	0.0286836959461001	0.038276787350495	0.0222356752118126	0.0261653000261039	0.0343655357059218	0.00519759765238825	0.015002424563917	0.0402844284611817	0.00325366005395387	0.00522269158701311	0.0063602224288563	0.00458688842074108	0.00594568726822991	0.0135024410166035
A549_G1_1H_1	0.00846817924101293	0.0092447838835151	0.0155644004604756	0.00895489280248102	0.0211562298973388	0.0207805159961769	0.0165191282656469	0.0257743631759987	0.00767796588272987	0.00644145567811339	0.0175141180317083	0.00465725849858156	0.0103507573862502	0.00892599455673663	0.0179054072124662	0.013818457667637	0.0204293919169392	0.0125359893484313	0.00552305717622019	0.00955381652076858	0	0.0076964015505803	0.00933737803286227	0.0161239859185034	0.0161133986877501	0.0159793754470987	0.0117276928189408	0.0208585491648809	0.0286690843612057	0.0193025002107084	0.0247673205300131	0.0366201972473896	0.00965464541290577	0.0145679184878313	0.0221740706779265	0.0271001345579563	0.00893353951041074	0.00178033856097263	0.00816750617822903	0.0192756048506298	0.00620670745307655	0.0144038010625426	0.00543221714988284	0.0106428449333767	0.019306675836122	0.00745858890698246	0.00919687907078765	0.0276791021359396	0.0363294242699667	0.0255495397137336	0.0261434548855253	0.0488029172049471	0.0225853720845297	0.054821401620156	0.00753984502799498	0.0164859288436668	0.0352606540876769	0.00658495267284843	0.00613509846573091	0.0254246290039377	0.0202989119242114	0.00907797799833288	0.0100361577642309	0.0171915500223857	0.00405475025750572	0.00412205096108005	0.00994950279586886	0.0224400414515917	0.00967004075209433	0.0207026231247309	0.0395958423782604	0.0139250988963491	0.0203516098285114	0.0287570493071707	0.0133322333756879	0.0172588456482655	0.0254357842810499	0.0105979446505702	0.00686985470654029	0.0309948825674979	0.00913176714709956	0.0147043386323806	0.0059306769237139	0.0140457759085641	0.00472428359572397	0.00403883827633318
A549_G1_1H_2	0.012061473908973	0.0129589603430087	0.0200480386144392	0.00985117323820279	0.0257702641787583	0.026569896463157	0.0197245504674878	0.029684425035663	0.0121615376359733	0.00713017592686583	0.0227290022021667	0.00922834243819166	0.012925268409905	0.0139229702520613	0.021454633019002	0.0184539136111857	0.0251608959629409	0.00485805172106008	0.00297339198781161	0.00550635795866505	0.0076964015505803	0	0.0134076317924819	0.0171515542740058	0.0210885278758566	0.0209278607576597	0.015899754230141	0.0260333580836113	0.0337543712589901	0.0205338351137863	0.0300879301847969	0.0413724559769755	0.0111073941845384	0.0199910280515943	0.0264415614645253	0.0321901365580198	0.00258407176785986	0.00591648615742076	0.0125858021412024	0.0142225713625407	0.00152229031351314	0.00707207863866167	0.00644969864189301	0.0150200435060619	0.0250593396214686	0.0130902361330846	0.0146645158106407	0.0313478444304483	0.0413721900792336	0.0302560669180102	0.0305559587234729	0.0536026378445418	0.0269663806852891	0.0606627800416761	0.00779934774075542	0.0211757788778679	0.0412816213130287	0.0086844963607623	0.00572422952165518	0.0310704839830364	0.0136265662639465	0.00555750271527332	0.00528095981348699	0.0100324801978831	0.00369316571222036	0.00361829433711341	0.0157056720618008	0.0288923113296081	0.0126438734970617	0.0254758239970159	0.0453894773983125	0.0195141032462881	0.0240434831035036	0.0349752090251698	0.0181754254945843	0.0219951124278585	0.0300824396453423	0.00304572495400155	0.0108473624516349	0.0363786387846372	0.00265329150047992	0.0100226519942493	0.00848797288791881	0.0083919227316556	0.00302347950486171	0.0115620642134546
A549_G1_1H_3	0.00139236149169369	0.000657915657272953	0.00667021950766414	0.00495153019341196	0.0124111395081478	0.0133790672504649	0.00718301513871579	0.016660005147801	0.00166812583905954	0.00644998977302519	0.0093651797204252	0.00482005867045668	0.00247155180259481	0.00166779536668777	0.00860638252458198	0.00504686001689178	0.0117747724854328	0.0175596578607401	0.0130882739044776	0.0176713549237535	0.00933737803286227	0.0134076317924819	0	0.0079259716140511	0.0076939396855108	0.00753090849460647	0.00253790016378263	0.0126376269730539	0.0203535396806275	0.010593562651394	0.0166973860113113	0.0280436346612285	0.00407336677275535	0.00679818821009409	0.0132050309995803	0.0187873589387295	0.0157551564443108	0.00993279801783144	0.00119347250618378	0.0273182268153869	0.0121435431797312	0.020272860000457	0.00696209581296314	0.00161832099594376	0.0118824440695726	0.0029944090043229	0.00271064531010775	0.0184898044420474	0.0279867204593431	0.0168996790771012	0.0172911583090189	0.0402884953024858	0.0136883331753873	0.0473266657677552	0.00625661298422966	0.00777473006216311	0.0280555446997496	0.00479179241059001	0.00781283362585991	0.017752768753548	0.0270010362342549	0.017357889187253	0.0178785636380044	0.0232647418033534	0.0113656329535148	0.0113757956103732	0.00370637124262301	0.0162189873726528	0.00179836126982384	0.0120849764989853	0.0320581630071703	0.00647920759654707	0.0111128261036555	0.0219307880452118	0.00479515816560038	0.00859345955300329	0.0167399243921514	0.0162749899907955	0.00267086701015157	0.0229840168209807	0.0158899528483117	0.0228474055461624	0.0152673118142268	0.0216029259749085	0.0117376679125131	0.00781950844080983
A549_G1_2A_1	0.00804845853652736	0.00759877790878321	0.00837393153089619	0.00760500359952676	0.0121052748708048	0.0156052587182954	0.00532705262556993	0.0141013968428508	0.00931672357197693	0.010599171090312	0.0115148742942072	0.0115506527254865	0.00593186208153562	0.00942298624104492	0.0069403875751259	0.00828844604492206	0.0119139288507152	0.0198391491437901	0.0181068858469533	0.0224150804443881	0.0161239859185034	0.0171515542740058	0.0079259716140511	0	0.010038610768478	0.0098969693204749	0.00718942199062124	0.0135890522665184	0.0197694502954039	0.00339037581233777	0.0171235426046775	0.0262312505426406	0.00657934136937871	0.0107625639957048	0.0119266264055823	0.0183987994910658	0.0197351687789527	0.016075066192492	0.00896670667336122	0.0312645299413414	0.0164108037342015	0.0227901703936694	0.0116446462873897	0.00783938639485472	0.0144438367699135	0.0109194754166651	0.0102292179603959	0.0153041836774617	0.0267155453581086	0.0159485791272622	0.015672859175603	0.0381326140631026	0.0125662522600804	0.0468520245677647	0.0096142592853401	0.00936392566557447	0.0287765727726625	0.00969935740933864	0.0118131729151871	0.0187444798854948	0.0295901824901352	0.0222826600902921	0.0223559891335817	0.0256014827553859	0.0166612878629241	0.0166375304804984	0.0108200868262995	0.0194286269493134	0.00671647832805412	0.0122367718413213	0.0320425835093131	0.0110460376583374	0.00899450107273463	0.0236778292371826	0.0087501202632286	0.00989689990132602	0.0156842497467947	0.0193077557177432	0.00950787391342103	0.022758132063833	0.0197986576738184	0.0271713046454265	0.0217915120136656	0.0254407783698305	0.0167608095933664	0.0155781391385631
A549_G1_2A_2	0.00906839043020934	0.00819512938188435	0.0016694842834066	0.0121757810730476	0.00507013334414969	0.00598052370534435	0.00499539376359746	0.00998498001796148	0.00898175964670864	0.014126941944819	0.00173294641711413	0.0121548989469417	0.00886743256176054	0.00733245372528269	0.00438167160693736	0.00268524114297208	0.00432151006984824	0.0252282845556157	0.0205725201692066	0.0251279088810737	0.0161133986877501	0.0210885278758566	0.0076939396855108	0.010038610768478	0	0.000170917028983086	0.0052985070147854	0.00494614397206099	0.0127167927734268	0.0103611146984298	0.00900453223804633	0.0205536458717625	0.0109926051384523	0.001938011979784	0.0062606294439143	0.011143734524307	0.0233938499284986	0.0171121602761355	0.00852997413504721	0.034857737376895	0.0197926516389494	0.0279618623179745	0.014651632574051	0.00607602781776719	0.00460159562536797	0.00865751420954578	0.00691727227633222	0.0120149198154935	0.0203812204644825	0.00944089734947	0.0100616953712417	0.0327817637495287	0.00657608029177859	0.0396439599591991	0.0138234790779677	0.000914351334355349	0.0204475252508016	0.0124791702891601	0.0155018879620036	0.0101031796098349	0.0346902635974348	0.024765971913658	0.0254005105458458	0.0309526040540172	0.0188242443179417	0.0188443223373704	0.00625413072442794	0.00949891696197934	0.00879634402251825	0.00459005947387684	0.024379262230072	0.00270171482477647	0.00547331938701297	0.01453015636285	0.00291669650458918	0.00128631368286983	0.00932417755974739	0.0239675663832753	0.0102578629358237	0.0152955492387031	0.0235357933681112	0.0303407473037683	0.0218676611210431	0.0292067867926667	0.0192598536019634	0.0132082192889359
A549_G1_2A_3	0.00890401768652993	0.00802954903023368	0.00152355464736717	0.0120054815534552	0.00519264564832404	0.0061502800006488	0.00488193095301841	0.0100798106667517	0.00882663281502353	0.013961723447598	0.00190386068782481	0.0120044158284523	0.00869664351359303	0.0071845224851741	0.00432349854066392	0.00251680876390055	0.00445150009159095	0.0250621819345921	0.0204216471620965	0.0249788265931696	0.0159793754470987	0.0209278607576597	0.00753090849460647	0.0098969693204749	0.000170917028983086	0	0.00513014147232288	0.00510758958397438	0.0128705431793874	0.0102586957803398	0.00916703587821115	0.0206976769876867	0.0108218429307274	0.00189549215100813	0.0063597078696346	0.0112979338120694	0.0232364696458431	0.0169692133591848	0.00837327639376769	0.0347060672968175	0.0196343935051122	0.0277975989435483	0.0144897189268293	0.00591330955956266	0.00476794271197748	0.00852215215449663	0.00678299808919961	0.0121042487799156	0.0205331373692684	0.0095790679000029	0.0101858027261929	0.0329280583093314	0.0066867679135383	0.0398088517183072	0.0136553700187675	0.000883882696756562	0.020617017595072	0.0123148376411113	0.0153375913029553	0.0102719415270724	0.0345280784121879	0.0246185825839396	0.0252489096093962	0.0307882189561009	0.0186738553135353	0.0186936027435233	0.00613615052165726	0.00965792988569304	0.00862687190681758	0.00472479754156758	0.0245453968606881	0.00265140220976411	0.00549614781835715	0.0147009218695779	0.00275930015644633	0.00136419235074706	0.00945925980169938	0.0238044818641456	0.0100997161541558	0.015456646697787	0.0233779781284008	0.0301907935085281	0.0217420479106727	0.0290516809321105	0.0191073159084242	0.0130971787876615
