	A549_G1_1A_1	A549_G1_1A_2	A549_G1_1A_3	A549_G1_1B_1	A549_G1_1B_2	A549_G1_1B_3	A549_G1_1C_1	A549_G1_1C_2	A549_G1_1C_3	A549_G1_1D_1	A549_G1_1D_3	A549_G1_1E_1	A549_G1_1E_2	A549_G1_1E_3	A549_G1_1F_2	A549_G1_1G_1	A549_G1_1G_2	A549_G1_1G_3	A549_G1_1H_1	A549_G1_1H_2	A549_G1_1H_3	A549_G1_2A_1	A549_G1_2A_2	A549_G1_2A_3	A549_G1_2B_1	A549_G1_2B_2	A549_G1_2B_3	A549_G1_2C_1	A549_G1_2C_2	A549_G1_2C_3	A549_G1_2D_1	A549_G1_2D_2	A549_G1_2E_1	A549_G1_2E_2	A549_G1_2F_2	A549_G1_2F_3	A549_G2_2A_1	A549_G2_2A_2	A549_G2_2B_1	A549_G2_2B_2	A549_G2_2B_3	A549_G2_2C_1	A549_G2_2C_2	A549_G2_2C_3	A549_G2_2D_2	A549_G2_2D_3	A549_G2_2E_1	A549_G2_2E_2	A549_G2_2E_3	A549_G2_2F_1	A549_G2_2F_2	A549_G2_2F_3	A549_G2_2G_1	A549_G2_2G_2	A549_G2_2G_3	A549_G2_2H_1	A549_G2_2H_2	A549_G2_2H_3	A549_G2_3A_1	A549_G2_3A_2	A549_G2_3A_3	A549_G2_3D_1	A549_G2_3D_2	A549_G2_3D_3	A549_G2_3E_2	A549_G2_3E_3	A549_G2_3F_1	A549_G2_3F_2	A549_G2_3F_3	A549_G2_3G_1	A549_G2_3G_2	A549_G2_3G_3	A549_G2_3H_1	A549_G2_3H_2	A549_G2_4A_1	A549_G2_4A_2	A549_G2_4A_3	A549Root1_1	A549Root1_2	A549Root1_3	A549Root2_1	A549Root2_2	A549Root2_3
A549_G1_1D_3	0.03375766071178	0.00932139484906218	0.00670187116572696	0.0163895508050747	0.00783470087045289	0.0396321569558517	0.018782837599516	0.0100752723302153	0.0143940166863321	0.0150064065864101	0	0.0188027796326832	0.017473929089186	0.00571170101795307	0.0160875334130012	0.0393162918476868	0.0496724478941489	0.0160611058093099	0.0373753817748589	0.0333440970666897	0.0178272793392443	0.009274319976196	0.0266707572744108	0.00564247233983767	0.0140824727924278	0.0134153862836444	0.00369289231644875	0.0266195720140699	0.00862434339646976	0.0077900193485374	0.0129167673778412	0.00777724540074146	0.0165157445948847	0.0172357078352754	0.0183203437059377	0.0032247864224445	0.0400380242702351	0.0210185661832959	0.0471875226331796	0.00950664216975091	0.0147614081217458	0.0210850244810675	0.011902638238759	0.00562157439241988	0.0128937108824264	0.0186191879770068	0.0133188936224733	0.0107685329603626	0.0149741963097258	0.00869888309105285	0.0128212497490904	0.0237118614840975	0.00993117064587538	0.0118297276192905	0.0208535254524773	0.0123527133210903	0.0205912131372157	0.0140275394320085	0.0437087636032521	0.043715039811341	0.0235113138876832	0.0381351014459246	0.0287443957222575	0.00754004962483776	0.0305227012514347	0.00921166062769939	0.0348162436925386	0.0153522017971071	0.0106490942272636	0.00878542620895917	0.00969028481276409	0.00945526739767579	0.0297532395401192	0.025678741002165	0.0175617283379776	0.0269499578658889	0.00397037916113737	0.0349118043854292	0.0315964790347566	0.0185013545398373	0.0162787231151222	0.0176316149503003	0.0101402369865286
A549_G1_1E_1	0.0204981802620183	0.0116172477142491	0.0232266906919227	0.0114766474744772	0.0261688953878532	0.0581800037051941	0.0374963852805176	0.0280412701963912	0.0323607523340132	0.0199027640779234	0.0188027796326832	0	0.0102906041195498	0.0245003325965113	0.0199497558123551	0.0240377876051973	0.031516758832826	0.0177815100116635	0.0231336359850982	0.0179374310856383	0.00995220285566598	0.0160011445495735	0.0119976063251348	0.0232910016763247	0.0158176849599467	0.0112336839399814	0.0211922123048763	0.0097434245010918	0.0159345826568292	0.0265085366719205	0.0112049637490584	0.0212204428163096	0.0162787790657728	0.0090717145380527	0.0146545601074462	0.0167330176615764	0.023681104855616	0.0119865173892788	0.0292025842617483	0.0154027880031444	0.032409400051296	0.0394586652927433	0.0301944303636684	0.0234909148591769	0.00978754627931737	0.0366782395248418	0.0310640616318207	0.0260472149847927	0.0335570005684281	0.0270506016679127	0.03051419181228	0.0418733995779945	0.0199657951232378	0.0147682048235678	0.0394884381133476	0.0155624955228501	0.0104736544646227	0.0327849198065213	0.02834100669679	0.0264884245643253	0.00988682707482072	0.022041843887384	0.0129073450803125	0.0149575154751089	0.0153257317935287	0.0148662693637085	0.0181779973231506	0.011009668531745	0.0257028940992942	0.0234177810228423	0.0113278020206547	0.00951018565963524	0.0149761890143391	0.00976031005120851	0.0075686390444929	0.012979403776595	0.0197216434125124	0.0216971173657137	0.0182052477950951	0.00208588491806402	0.0113925860889492	0.0117432163614058	0.0276958869675916
A549_G1_1E_2	0.0199541031264641	0.0115374061510452	0.0206081980880779	0.0108499237067841	0.0228683577423384	0.0550228139691812	0.0341915186476538	0.0240262644616568	0.0281523679462898	0.0114891374779037	0.017473929089186	0.0102906041195498	0	0.0223646109364928	0.0106146245460009	0.0259106943715079	0.0348512441046884	0.01638448788908	0.0252045263308355	0.0177603915983584	0.00575250162860682	0.0114350873140718	0.0133385381315867	0.0198014606761104	0.00756898711607198	0.00416289247827325	0.0182075640670792	0.0133884541076284	0.0109104745123712	0.0246310935244613	0.0085207905964569	0.0168944412271051	0.0108717825305773	0.0018479097095581	0.0110139052025964	0.0148758567448122	0.0241359615095662	0.0037342483152855	0.0323720986048064	0.00943400709136572	0.0275194937869434	0.0351922297129168	0.026583450729423	0.0201807325545998	0.00977980431494303	0.0328010112542231	0.0280664645066174	0.0212121504372811	0.031102327829997	0.0248794153328304	0.0261659726439306	0.0383609275346083	0.015658773783922	0.0119409597254445	0.0359390731746201	0.00817365178692188	0.00338908887033508	0.0298313788261843	0.0287415194226848	0.0292703955445029	0.0129311764701404	0.0229754088860053	0.0126154791840811	0.0155425523064347	0.0138843945706254	0.016738131375478	0.0194302105474608	0.00562202483776697	0.0203706193910638	0.0180273852640996	0.00932230371568579	0.00998727897631713	0.0164228379827023	0.0199479161145186	0.00578029186553262	0.00990158663504558	0.0162042097550072	0.0214685696456183	0.0176753378429472	0.0111141673017389	0.00266612579427819	0.00154711939271579	0.0241666531125751
A549_G1_1E_3	0.038735981502813	0.0146430073576439	0.00610355106217629	0.0213016084150541	0.00337704228277989	0.0339944317461769	0.0130863640966628	0.00550020813423749	0.00933613229786193	0.017562420030933	0.00571170101795307	0.0245003325965113	0.0223646109364928	0	0.0186635136418943	0.0445495778912746	0.0552651297562629	0.0196783658160889	0.0424949906570342	0.0386005812353761	0.022873142063541	0.0131925494335144	0.0320152989187727	0.00395750666961423	0.0177202148491996	0.0182082466429196	0.00455237554790895	0.0321777621744146	0.0124087534984809	0.00265869080215528	0.0178956366083847	0.008686665622973	0.020396816689833	0.0223185199999116	0.022687513142904	0.00829363671208426	0.0453529685563893	0.02580525959706	0.0527589418308679	0.0134919563293915	0.0100670016962441	0.0155721753569758	0.00691816637541815	0.00332409563440327	0.0181620883720106	0.0133233024279158	0.00904097652207443	0.0087960733018607	0.00965338190487138	0.00380186590258362	0.00814955331252715	0.0182858626865003	0.0122120783537721	0.0160873381142024	0.0152967115490129	0.0161729555999829	0.025570758771918	0.00832269718951337	0.048867707499436	0.0491956140385612	0.0288881446279979	0.0434534730409899	0.0340932923917679	0.011960478595455	0.0357493621165936	0.013762083902561	0.0402274477298183	0.0202251177202479	0.0092567828224911	0.00843684124291386	0.0149513091206453	0.0151222985672498	0.035047756907815	0.0312137832273759	0.0228864329719151	0.0320831043745413	0.00636695477350212	0.0398686025826536	0.0366415476450747	0.0242080347563919	0.0210160876301849	0.022285066453668	0.00651569640313776
A549_G1_1F_2	0.0269736423194622	0.0147081945853208	0.0168518548179517	0.0159238699005758	0.017703528944748	0.047896112780012	0.0277020748285242	0.017911548689886	0.0213736008553823	0.00411627019176191	0.0160875334130012	0.0199497558123551	0.0106146245460009	0.0186635136418943	0	0.0339785534098322	0.0442589074856874	0.0176484004682409	0.0329127873228775	0.0261765413951345	0.0130622967461088	0.00988493811491012	0.0222120357823522	0.015126448044144	0.00580385453390425	0.00879353720460124	0.0146270912512795	0.0233206197241463	0.00922762254411378	0.020731185523745	0.0124658906463254	0.0127395552534255	0.0113878959016218	0.0116674163874631	0.0142423824213934	0.0140033822991734	0.0325082687154513	0.0120752907933057	0.0417271695551489	0.00737330930407669	0.0199463995273577	0.0277229509889488	0.0204645200918658	0.0157060193222681	0.0148297996907839	0.0260471508642019	0.022499980289083	0.0151463679195832	0.0256906546152747	0.0207783806692455	0.0194769497871144	0.0316416174121925	0.0121300485220426	0.0129570187334678	0.0290266585162842	0.00586162069818588	0.0129496715865883	0.0240738051338399	0.0362869540963864	0.0382798802479064	0.0215388556532816	0.0314052973023401	0.0220888416141703	0.017468961960756	0.0226610086563832	0.0191493749471284	0.0284998702530466	0.0109211934331794	0.0133817309069175	0.0114544082327663	0.0123545009114386	0.0144875021147385	0.0249502633556333	0.029667488476904	0.0144385974639498	0.0188562161060814	0.0127440545153259	0.0283915448652224	0.0250415041503125	0.0203994946259423	0.00923375885812806	0.00942432060101512	0.018548271445979
A549_G1_1G_1	0.00752997431702995	0.0300781613446942	0.0407398923332908	0.0234247975046113	0.0450449527146893	0.0780269080518872	0.0567856881520866	0.0472768335484529	0.0518173613150484	0.0329394511782526	0.0393162918476868	0.0240377876051973	0.0259106943715079	0.0445495778912746	0.0339785534098322	0	0.0158422200174988	0.0277358387783608	0.00374977155132949	0.00959399153516191	0.0224939584400621	0.0322280354379333	0.013024206308543	0.0421623038930165	0.0332571205879132	0.0290282441298056	0.040401913281148	0.014467374789009	0.0359119663579902	0.0460829741713314	0.026781355826757	0.0417954421393112	0.0263428445035854	0.0247575764404882	0.023113500872863	0.0363333601809701	0.00896706252005291	0.0234563676228592	0.0133075264060191	0.0331283522016011	0.0503736728910803	0.0582773314917825	0.0482693655126009	0.043383171585817	0.0264559744250792	0.0566935438044339	0.0480013725961213	0.0461050347462274	0.0519232063163919	0.0478747262061378	0.0499590897646862	0.0622107517585007	0.0347419885845625	0.02906145173534	0.0574323869369515	0.0310842828313793	0.022909684125404	0.0522276640763664	0.00654928727587995	0.00781706731530874	0.0159592868111973	0.00607165381745114	0.0152878350261397	0.0380654072179617	0.014853142115009	0.0327155301314361	0.00929979157120972	0.0252403122161669	0.0418939223146119	0.0406467282298409	0.0297950784572863	0.03063793118547	0.00976698897597111	0.024722528640729	0.022443093734458	0.0184849790829302	0.0390446857348736	0.00655165063954668	0.00901362354192626	0.0234752112447466	0.0261575660217105	0.0269106998587007	0.0450131600542383
A549_G1_1G_2	0.02160409615311	0.0410276039177657	0.0526486372082159	0.0357466106874744	0.0562877786008238	0.0890326547723539	0.0679978205216135	0.0581385482379644	0.0625177669441065	0.0443984817523805	0.0496724478941489	0.031516758832826	0.0348512441046884	0.0552651297562629	0.0442589074856874	0.0158422200174988	0	0.0413596089108448	0.0192268295986082	0.0186962091735141	0.0334873745070046	0.0438288266057881	0.0241668232693141	0.0532711025245156	0.0421986053193425	0.0385613434561371	0.0513543472398663	0.023162087821788	0.0452564892731841	0.0571642070220912	0.0382220645704961	0.0511861689845113	0.0391552505580778	0.0341223282720786	0.0361639833435741	0.0470482637600899	0.012820230384477	0.032341873124324	0.00273471202379359	0.0436211593453896	0.0617869024119567	0.0695035264737811	0.0599832877169776	0.0539103674202326	0.0376615179546504	0.0671447997455173	0.0603699665936326	0.0557955977425477	0.0637464198181546	0.0580951462533729	0.0605752617955194	0.0725891258738351	0.0472002362935141	0.0413634936703376	0.0694064222763509	0.0419835769392926	0.031725115177706	0.0633540695757412	0.0138728491076446	0.00804710877871382	0.0274219193137528	0.0142471291269587	0.0223155151101999	0.0462959174719175	0.0216735953171548	0.0440098767370734	0.0159714763594558	0.0362946167461159	0.0538752061458403	0.0520365156005348	0.0405168805894648	0.0402674145140754	0.0218622189783954	0.0293626883761315	0.0327448217304459	0.0256164210004568	0.0497405170350092	0.0213288378918764	0.0223253448187607	0.0317274053345769	0.0361595631735031	0.0357713334877121	0.0570398046341217
A549_G1_1G_3	0.0220525956065297	0.00944370603538622	0.0143889010521417	0.00684974528670603	0.0195027524318377	0.0514402826265687	0.0305317743292879	0.0224061129002577	0.0268969093014171	0.014121546625313	0.0160611058093099	0.0177815100116635	0.01638448788908	0.0196783658160889	0.0176484004682409	0.0277358387783608	0.0413596089108448	0	0.0249765873927441	0.0244248508012134	0.0117739035629934	0.00963664728485155	0.0176410252822525	0.0172824046106867	0.0184264991591172	0.014658958838297	0.0159622792833406	0.0196455121772822	0.0172743580127878	0.0203765156728093	0.008368745570254	0.0208354854508456	0.00742557507627223	0.0150688048745249	0.00715718086190244	0.0132360217561821	0.0310652708341332	0.0177916945556603	0.0386718461394923	0.0134662317272188	0.0249182920423954	0.0323454603468582	0.0219086718713782	0.0193478677384458	0.00857974631647969	0.031666194586544	0.0207585857698255	0.0239054182482014	0.0249719957680137	0.0234562864672617	0.025389169788521	0.0368539232664308	0.00920848433457713	0.00570082401784242	0.0304586552216474	0.0126129805956052	0.0173720228401305	0.0261965817816163	0.0325302978425625	0.0340176901004056	0.0144081627588835	0.0283960113300723	0.0226589153582787	0.0198964330176728	0.0239996230228142	0.0099360272532823	0.0265201648959396	0.0107741420410616	0.0166605426759988	0.0165039532735274	0.0103247030460135	0.013204260914511	0.0196556888862372	0.024209134430986	0.0127141649848364	0.0220282108277116	0.0156271105602331	0.0227539073008519	0.0204943024855184	0.0163496444002396	0.0140864233157645	0.0170720113398737	0.0184239256348758
A549_G1_1H_1	0.00702899152927485	0.0280750897306181	0.0384174115331759	0.0212346095576481	0.0429460382781873	0.0758111126286308	0.0546144641553609	0.0453469126717955	0.0499265147083481	0.031465121135416	0.0373753817748589	0.0231336359850982	0.0252045263308355	0.0424949906570342	0.0329127873228775	0.00374977155132949	0.0192268295986082	0.0249765873927441	0	0.0108947226923447	0.0211257755364681	0.030304616982109	0.0121091354673939	0.0401502005921576	0.0323943451191532	0.0279276191618443	0.0384085166936784	0.014073035343883	0.0346317570616136	0.043873626665436	0.0249168758309571	0.0403754277472059	0.024340738604731	0.0238805812860295	0.0209951811236297	0.0343801252863557	0.0121812816668472	0.0230689874589055	0.0167143635873143	0.0316204216320212	0.0483691684608357	0.0562141843518513	0.0460417538981274	0.0415133808003109	0.0244974242410178	0.054808423269747	0.0455160503420699	0.0446102218378949	0.0495049241784929	0.0459350871548533	0.0481191365834749	0.0602745735821751	0.0325072367287885	0.0268522412846419	0.0550726925417606	0.0296198210100807	0.0224624431854103	0.0500677040369171	0.00986708566625473	0.0112597352246984	0.0142453871351452	0.00895322231808637	0.0159842596811075	0.0366722831434336	0.0159193504971325	0.0303265091660036	0.0112208594076807	0.023752133344134	0.039830382901185	0.0387614042600583	0.0280139303871051	0.0290404165165406	0.0089481523177026	0.0239746800464581	0.0211587777636615	0.0190025122893615	0.0371945896848044	0.00580156591650213	0.00838612045262656	0.0222780994059534	0.0251234192185635	0.0262712540744995	0.0427103253294055
A549_G1_1H_2	0.00643971996190852	0.0246755838051179	0.0354708732044951	0.0188093880442819	0.0390719919362283	0.071944968484267	0.0507819962600067	0.0408324991367898	0.045201313419708	0.0259766607907139	0.0333440970666897	0.0179374310856383	0.0177603915983584	0.0386005812353761	0.0261765413951345	0.00959399153516191	0.0186962091735141	0.0244248508012134	0.0108947226923447	0	0.0158188840702283	0.0261831502643854	0.00757540550427537	0.0360452076896245	0.0250605147478855	0.021437206474901	0.0343293949287692	0.00871489897387139	0.0284552569965579	0.0404838085808682	0.0209843223105823	0.0344646966671107	0.0209191451628064	0.0169958426195699	0.0182502487253405	0.0304037212709342	0.00686849580437347	0.0148667369032232	0.0160371684879503	0.0261149285925625	0.0440206392389274	0.0519579129000272	0.0425231444760776	0.0369461880202373	0.0211292573659163	0.0500181657886165	0.0429791503553076	0.0387766905233479	0.0466764596886935	0.0416161864040998	0.0432578863259287	0.0556068930971065	0.0293882014439911	0.0239519948983875	0.0518851926620001	0.0240362210195984	0.0144732670641652	0.0462907191578556	0.0111751164456772	0.0122100231316569	0.0119303488159571	0.00528584985240551	0.00632345111926408	0.0314006411578125	0.00532745731320579	0.0284660793845258	0.00324525507010339	0.0185882170164435	0.0358680947570352	0.0342102847899778	0.0237292313062879	0.0244418564634128	0.00597025252095495	0.0214742424956573	0.0157872729356958	0.00913977319102595	0.0326595601809041	0.00764491893551487	0.00553589671265502	0.0180316729594665	0.018507564563404	0.0185735477558943	0.0395336906751641
A549_G1_1H_3	0.0163815397646732	0.00965518132308499	0.0197937086812044	0.00569271850334569	0.0232609652642138	0.0562084112597053	0.0349965499304752	0.0251176618317336	0.0295758369539988	0.0120292579089468	0.0178272793392443	0.00995220285566598	0.00575250162860682	0.022873142063541	0.0130622967461088	0.0224939584400621	0.0334873745070046	0.0117739035629934	0.0211257755364681	0.0158188840702283	0	0.0104398969839763	0.00985492245976662	0.0202390393620019	0.0117219135333737	0.0069918518319574	0.0185370079382709	0.0110401413737516	0.013598191649002	0.0247463122132146	0.00546928616782666	0.01939562828409	0.00724521882393596	0.004163968178222	0.00590674527471301	0.0147728333572582	0.0226444982114108	0.00641454964263903	0.0308623559777242	0.0106541661711028	0.0284473174793202	0.0363096495567133	0.0267582094405613	0.0212350110797223	0.0065364817721044	0.0344221402221597	0.0273871175585296	0.0236272168915246	0.030934381237921	0.0259835716382332	0.0276646982244314	0.0399917895537755	0.0140395880358279	0.00882610019307477	0.0361698888194571	0.00890308161484836	0.00570392949162267	0.0304860135281309	0.0261643708917374	0.0270343679873767	0.0084907521972991	0.0207703022231226	0.0121247943747259	0.0174208608310616	0.0135431080252284	0.0143227144146632	0.0177803717570881	0.00283823397521235	0.0204091993175393	0.0186410409430032	0.00822464723559601	0.00994742979016541	0.0128716181546466	0.0188215330860087	0.00238554467027012	0.010691389297933	0.016909620432306	0.0177205347113657	0.0141483270431711	0.00968604078729407	0.00452008447420022	0.00685127383052847	0.0238315423968993
A549_G1_2A_1	0.0259126523315945	0.00608484951803565	0.00965041738938967	0.00950994696389089	0.0130362334964574	0.0459902436274928	0.0247336100266575	0.0151053022356215	0.0196510386545277	0.00737067346945795	0.009274319976196	0.0160011445495735	0.0114350873140718	0.0131925494335144	0.00988493811491012	0.0322280354379333	0.0438288266057881	0.00963664728485155	0.030304616982109	0.0261831502643854	0.0104398969839763	0	0.0199424492247817	0.0101189908467394	0.00990689080018703	0.0078950785803823	0.00868303071038511	0.0209504857537135	0.00795450641104171	0.0148648530995887	0.0058609655492576	0.0115959560850164	0.00741112622580866	0.0110203797144112	0.00982860239062115	0.00621128713425931	0.0330287556968551	0.0141686166958484	0.041208780037808	0.00414276881574415	0.0182838260237428	0.0261100011169136	0.0163506087854307	0.0116013455995406	0.00752256830323135	0.0245699276830171	0.0170674792610887	0.014984362622907	0.0206378611328577	0.0165312640858636	0.0178405334555075	0.0301025611314147	0.00442370339576003	0.0043118087564321	0.0257404457682385	0.00467740106323442	0.0140378442019945	0.0202869685458395	0.0361595777896954	0.0372858761697889	0.017403257281968	0.0310787084099879	0.022388826455596	0.0128381229852393	0.0237622698332667	0.00955010830930402	0.0282098727210514	0.00769344056902354	0.0102485270499047	0.00863681320529303	0.00487706110320544	0.0080294723422276	0.0228303455293685	0.0246090265104048	0.0112324584485469	0.0204123909498884	0.00736957144719444	0.0270841195892755	0.0238844921962889	0.0155509817206546	0.009239255524274	0.011526776679548	0.0134109155220002
A549_G1_2A_2	0.0085056769262526	0.0176479095385986	0.0287651888886365	0.0117224601595282	0.0326754636802687	0.0657064967326762	0.0444683550329012	0.0347522151001641	0.0392695662230542	0.0213598611672074	0.0266707572744108	0.0119976063251348	0.0133385381315867	0.0320152989187727	0.0222120357823522	0.013024206308543	0.0241668232693141	0.0176410252822525	0.0121091354673939	0.00757540550427537	0.00985492245976662	0.0199424492247817	0	0.0297041101795703	0.0207286417689639	0.0161808152242029	0.0278756969237346	0.00390398478357199	0.0229847838790908	0.0337548344778332	0.014327438243139	0.0288759827126696	0.0152456971158715	0.0119765646681043	0.0121829288918901	0.0237360919351273	0.0140471660764002	0.0116786397244019	0.0214897525194252	0.0204481654806042	0.0381649878199844	0.0459832530571908	0.0361631162945742	0.030707746757385	0.0140500161032359	0.0440768567862599	0.0363698749459855	0.0332982211901599	0.0399854920449964	0.0351838489531133	0.0373769944087193	0.0495898681339281	0.0230833611171977	0.0172530393482836	0.0455299676894542	0.0187202606658532	0.0107694528381214	0.0398627577009999	0.0172423361634866	0.0173641734800973	0.00439008197780597	0.0116300028936095	0.00680068294271221	0.0252109089000043	0.00820680473269105	0.0210655839971815	0.009000354782589	0.0126664727885646	0.029989133278125	0.0283874339865173	0.0170871837093473	0.0178049297046551	0.00327843173399739	0.0165679083520942	0.00947242206132981	0.00889944944516172	0.0263913290999784	0.00971772881261439	0.00624591993096392	0.0115232274429251	0.0135906127983464	0.0145399745874186	0.0330872954040549
A549_G1_2A_3	0.0360075917903338	0.0129741082345718	0.00439312937580341	0.0189722015107534	0.00308000921039658	0.0360386138082387	0.0147943125584203	0.0053865755517497	0.0100242632324336	0.0137823178247826	0.00564247233983767	0.0232910016763247	0.0198014606761104	0.00395750666961423	0.015126448044144	0.0421623038930165	0.0532711025245156	0.0172824046106867	0.0401502005921576	0.0360452076896245	0.0202390393620019	0.0101189908467394	0.0297041101795703	0	0.0149782750720468	0.0156652753044893	0.0021803197949886	0.0302065394252354	0.0102310830147233	0.00561743572527156	0.0154282544668317	0.00741453986601578	0.0171583877844515	0.0198288255193082	0.0197671527258191	0.00676263267154729	0.0428427041167261	0.0230318375370512	0.0507147609224222	0.0105028227518104	0.00944569957192872	0.0165288314024155	0.00704013592490594	0.00258705822154411	0.0161739615180391	0.0147671324672959	0.00918522170761057	0.00798800984865086	0.0113835964407885	0.00697299870398174	0.00841408326895734	0.0201578863009832	0.00892207171492225	0.0134349640552821	0.016417656682915	0.0128873520144357	0.0229549956434787	0.0102561761499738	0.0462209685282986	0.0470148244342156	0.0268425880926333	0.0409818261766723	0.0317366695419686	0.0123681149174364	0.0332190733779944	0.0131369583085687	0.0378885711181702	0.0174759664647845	0.00570251437255076	0.0045502423740811	0.012841257481469	0.0138043988996582	0.0326906032163046	0.0308607739756447	0.02058369103705	0.0295459941702827	0.00375127195836145	0.0371629214166207	0.0339609528807286	0.0230159975392272	0.018208961865132	0.0195951443763569	0.00537012157993816
A549_G1_2B_1	0.0269062131254087	0.0125977130953548	0.0171337662007387	0.0151285057064081	0.0178159741929542	0.0485378325553683	0.0282319057015747	0.0181153940409098	0.0217599920116334	0.00837506367221199	0.0140824727924278	0.0158176849599467	0.00756898711607198	0.0177202148491996	0.00580385453390425	0.0332571205879132	0.0421986053193425	0.0184264991591172	0.0323943451191532	0.0250605147478855	0.0117219135333737	0.00990689080018703	0.0207286417689639	0.0149782750720468	0	0.0052824097521194	0.0139102955598902	0.0208775144843108	0.00567522535802033	0.020163313021644	0.0112046210467338	0.010669404810993	0.0129359194311886	0.00886015990864187	0.0149223716025086	0.0122412928536691	0.0313314221457776	0.010255481248957	0.0397627159348565	0.00597956162795125	0.0213457932162533	0.0287732148102603	0.0213458740874715	0.0148898855821379	0.0129391038171227	0.0262451699107747	0.0236618040266514	0.0144187140993477	0.0262264914081394	0.0195984735913494	0.0197701728821074	0.0317826724927782	0.0135498386965988	0.0129555923861875	0.0302801237162413	0.00611304749275624	0.0106580298178796	0.0242413119361733	0.035884433291374	0.0367594906930826	0.019823948271447	0.0303259166942499	0.0199671053846079	0.0130820678599177	0.0209886244046679	0.0173587618371311	0.0268561808647829	0.00974369387332461	0.0154352258313621	0.0127442207841617	0.0101225764858158	0.0109019039879838	0.0237916697197423	0.0253933214083296	0.0121620877301125	0.0168515067722649	0.0117376633511883	0.0284011370728048	0.0247223933009247	0.0166368326902905	0.00733359168278177	0.00652165037877976	0.019583373658156
A549_G1_2B_2	0.0229796842139914	0.00861073717697696	0.0166229185147919	0.0102740275763717	0.0187327706410952	0.050985663985436	0.0300895421285005	0.0199479190072306	0.0241464604121302	0.00926018891127287	0.0134153862836444	0.0112336839399814	0.00416289247827325	0.0182082466429196	0.00879353720460124	0.0290282441298056	0.0385613434561371	0.014658958838297	0.0279276191618443	0.021437206474901	0.0069918518319574	0.0078950785803823	0.0161808152242029	0.0156652753044893	0.0052824097521194	0	0.0140588655308921	0.0163108428179489	0.0070349961200702	0.0204824066998666	0.00659593235966075	0.0130348234650657	0.00981601838982695	0.00448775965542586	0.0108711857773992	0.0108604480770096	0.0279820118582186	0.00767979089104759	0.0360609785157293	0.00544836351130423	0.023579788941596	0.0312036273937188	0.022501573655084	0.016037275353231	0.00806568954130297	0.0288170933259307	0.0240589595640905	0.01740795969619	0.0269772741028896	0.0207588874726806	0.0221699942678063	0.0343742151012736	0.0122514896264631	0.00940377381017433	0.0318734735782946	0.00507638620668962	0.00743883330059555	0.0256923718114859	0.0322854009498977	0.0328043441577587	0.0147751252483391	0.0265956027984627	0.0164846568697189	0.0122598038386209	0.0178869900486515	0.0137913216831892	0.0231318803905329	0.00510261669260597	0.0165825336342895	0.0141292770854532	0.00612907822771691	0.00708125521629863	0.019350424596617	0.0209106981177012	0.00708227014358329	0.0140060931647643	0.0120463672332751	0.0244094383047949	0.0207143060106211	0.011747536345087	0.00342781023112275	0.00425387853844059	0.0201427112818921
A549_G1_2B_3	0.034398463331718	0.0109292306290526	0.00439729905648756	0.0172097059679742	0.00500355747704031	0.0378866845669881	0.0166881783717317	0.00736522690923707	0.0119730868684645	0.0132601104377199	0.00369289231644875	0.0211922123048763	0.0182075640670792	0.00455237554790895	0.0146270912512795	0.040401913281148	0.0513543472398663	0.0159622792833406	0.0384085166936784	0.0343293949287692	0.0185370079382709	0.00868303071038511	0.0278756969237346	0.0021803197949886	0.0139102955598902	0.0140588655308921	0	0.0282590628401842	0.00891552494940522	0.00653027739447736	0.0136430509869519	0.0071222030326187	0.015937371442451	0.0181320931132953	0.0183207307103414	0.00460793387885693	0.0411150652030444	0.0215303753388412	0.0488104303017386	0.00913664305718947	0.0116158985521516	0.0185869949638482	0.00904065622403767	0.00343110650786512	0.0142240361018981	0.016614096671344	0.0107446867839153	0.00896299432031085	0.0129947782180917	0.00790727475230762	0.0103236304781117	0.0219569400344829	0.00814739119256809	0.0118723317168703	0.0183878136912228	0.0116957214960395	0.0213477113721366	0.0120367259975369	0.044559525921113	0.0451515055235306	0.0249329767921267	0.0392291385309283	0.0299645058602262	0.0106141656796141	0.0315301155461375	0.0112096187064996	0.0360832706920755	0.0158299797554677	0.00701244478135214	0.00536402896577036	0.0108857114031739	0.0116896847072585	0.0308910208375229	0.0286841904045833	0.018736110805812	0.0278964089158636	0.00218189163461681	0.0355554240993089	0.0323159510345077	0.020891915548027	0.0166745326457578	0.0181219208787664	0.0070582955428396
