	A549_G1_1A_1	A549_G1_1A_2	A549_G1_1A_3	A549_G1_1B_1	A549_G1_1B_2	A549_G1_1B_3	A549_G1_1C_1	A549_G1_1C_2	A549_G1_1C_3	A549_G1_1D_1	A549_G1_1D_2	A549_G1_1D_3	A549_G1_1E_1	A549_G1_1E_2	A549_G1_1E_3	A549_G1_1F_1	A549_G1_1F_2	A549_G1_1F_3	A549_G1_1G_1	A549_G1_1G_2	A549_G1_1G_3	A549_G1_1H_1	A549_G1_1H_2	A549_G1_1H_3	A549_G1_2A_1	A549_G1_2A_2	A549_G1_2A_3	A549_G1_2B_1	A549_G1_2B_2	A549_G1_2B_3	A549_G1_2C_1	A549_G1_2C_2	A549_G1_2C_3	A549_G1_2D_1	A549_G1_2D_2	A549_G1_2D_3	A549_G1_2E_1	A549_G1_2E_2	A549_G1_2E_3	A549_G1_2F_1	A549_G1_2F_2	A549_G1_2F_3	A549_G2_2A_1	A549_G2_2A_2	A549_G2_2A_3	A549_G2_2B_1	A549_G2_2B_2	A549_G2_2B_3	A549_G2_2C_1	A549_G2_2C_2	A549_G2_2C_3	A549_G2_2D_2	A549_G2_2D_3	A549_G2_2E_1	A549_G2_2E_2	A549_G2_2E_3	A549_G2_2F_1	A549_G2_2F_2	A549_G2_2F_3	A549_G2_2G_1	A549_G2_2G_2	A549_G2_2G_3	A549_G2_2H_1	A549_G2_2H_2	A549_G2_2H_3	A549_G2_3A_1	A549_G2_3A_2	A549_G2_3A_3	A549_G2_3D_1	A549_G2_3D_2	A549_G2_3D_3	A549_G2_3E_2	A549_G2_3E_3	A549_G2_3F_1	A549_G2_3F_2	A549_G2_3F_3	A549_G2_3G_1	A549_G2_3G_2	A549_G2_3G_3	A549_G2_3H_1	A549_G2_3H_2	A549_G2_3H_3	A549_G2_4A_1	A549_G2_4A_2	A549_G2_4A_3	A549Root1_1	A549Root1_2	A549Root1_3	A549Root2_1	A549Root2_2	A549Root2_3
A549_G1_1A_1	0	0.00514321371222206	0.010334405724756	0.0148521087216865	0.0178211252592297	0.017569640294982	0.0180313082919158	0.0133419363275538	0.0164714639837178	0.0166634077789308	0.0223332217267463	0.0108275611963157	0.0206238317524455	0.0132248882812728	0.0108919819845467	0.0167414786690464	0.0116018369556616	0.0135129718750172	0.014792328803727	0.012825170466906	0.0259491862632708	0.0137255204873397	0.019829948282847	0.0108852782663271	0.018263377098244	0.0165444110476461	0.0219419658955551	0.0210578809280521	0.0191980849669162	0.0158230655765192	0.0127958557959569	0.0196443297230424	0.0157663681553902	0.01526703420287	0.0144231878374083	0.0140478382003338	0.0196941497532596	0.0194136500538943	0.0178389437539591	0.0210082391069169	0.0142218559645887	0.0147521836792464	0.00862850342768636	0.0174074132406899	0.0185795630044457	0.0145472709966153	0.0156035337652394	0.0184905640797227	0.0123501645509708	0.0152220088419512	0.0141738549480856	0.014353422509391	0.0154929652160175	0.0104699011771354	0.0147764018672492	0.015734395958997	0.0142967610138264	0.0193068757843935	0.0235947932162503	0.0136280634001977	0.0118310920764189	0.0187217106598086	0.0152407365279575	0.0121801647994643	0.0234836072859756	0.015104617677242	0.00919558122051551	0.0312381078767736	0.0183014946444697	0.0133381554587668	0.021907093147878	0.0174938762621418	0.0225447242687934	0.0164161050550344	0.0179065676159087	0.0225258212992527	0.0202216011919233	0.0167465048390736	0.0159475431616558	0.0117468531944637	0.0156995950363541	0.0284207227125725	0.0220733791092252	0.0167516194668934	0.0284941911520039	0.0205611159130114	0.0212448518678578	0.022147231079374	0.0159236309373094	0.0196546055150901	0.0132669674406773
A549_G1_1A_2	0.00514321371222206	0	0.0120029145256494	0.0123582039444275	0.0182795696490093	0.0181908630688144	0.0175505919451586	0.0148792850184844	0.0174080786776441	0.0161163262825166	0.0217485924639241	0.0121795586751167	0.0196224345391957	0.0155112984294637	0.0115659085670197	0.0173181533349349	0.0123464230733913	0.0142187374030997	0.0152373322710146	0.0118712075680041	0.0253575092383038	0.0146894792612391	0.0190785304229972	0.011090777945711	0.0181992453689439	0.0156675474209709	0.0203785553923996	0.0203994936495417	0.017667925823076	0.0171018452588689	0.0114655610328847	0.0193963733643994	0.0151680531683563	0.0140663620567988	0.013306933577309	0.0128630508235079	0.0189445083045359	0.0200707693886869	0.0159471226365745	0.0212510841582339	0.015287791233504	0.0157357321668749	0.00554340550147112	0.0174377120218209	0.0198585122519113	0.0133752975883438	0.0148740339123826	0.0181580800599649	0.0109547694701903	0.0158726659631191	0.0133747355922399	0.0129874368121512	0.016563233673522	0.0117715115708622	0.014224344662515	0.0154992280556132	0.0137992695381121	0.0193340263983312	0.0232978843934201	0.0122756092734602	0.0133583750628321	0.0196652107803458	0.0161406025292637	0.0118309553675138	0.0236767274668789	0.0156170629414913	0.0092565156503076	0.0303950164676288	0.0164745811096155	0.0119828234826893	0.0219242767694216	0.0164075027830644	0.0232455729650263	0.0165049522629355	0.0178954826862955	0.0209035174510558	0.0186232432789611	0.0150113237528039	0.0158079209199103	0.0141146526364053	0.0161126348106427	0.0283197530406783	0.0217548221193581	0.0157782366331714	0.0279249188951338	0.0199857533374437	0.0212898967702997	0.020498927952019	0.0140848689850167	0.0181879346878042	0.0137295636038004
A549_G1_1A_3	0.010334405724756	0.0120029145256494	0	0.0104135229672877	0.00835777621378949	0.00797142886113847	0.00906707811896512	0.00325829232398504	0.00694561798142572	0.00944563827445212	0.0130694773583121	0.00402877136017627	0.0145130500335273	0.0049837442748011	0.008412318465685	0.0154865603886498	0.00567958154748584	0.0133429438242976	0.00674609767603034	0.00687504498402481	0.0176280934126345	0.00381071453621661	0.0117036822181133	0.00373236897064647	0.00892137838002062	0.00845900659237212	0.0152861601473553	0.0128820117334429	0.0125760922820156	0.00726377497437131	0.00927246352628179	0.011155499344886	0.00995221689712369	0.00810007189756396	0.00900498983923776	0.00937430226446595	0.0109358004389109	0.00935635949396215	0.0119849474599872	0.0134299093229682	0.00403752701533958	0.00766573892833534	0.00951272563621957	0.00850460131944296	0.0132461230111373	0.00799317691363101	0.00971114812344091	0.0132371914265637	0.00907881797260251	0.00547368128418766	0.00825936751347207	0.00958845345688262	0.010057097379755	0.00744292687979818	0.00763701760074217	0.00803526234803692	0.00830838764807384	0.0103638313975231	0.017610173434154	0.00842980305892224	0.00701795735631264	0.0115871402320748	0.00669827512904614	0.00624956597413203	0.0174833060359382	0.00659011287439428	0.00856622778133682	0.0243639260817049	0.0114187747507247	0.00720850792193219	0.0135919608385016	0.00978953940883857	0.0170433692741746	0.00711904241015477	0.00958079051423231	0.0147958559228532	0.0134002439909936	0.0115763032541983	0.00712793680799363	0.00424882958852225	0.00633119114529536	0.0222314428318781	0.0125675633104999	0.00959521086379327	0.0214726857835707	0.01338639558791	0.012500078146022	0.0145275411080492	0.0096748426322965	0.0119709500611459	0.00595294024577763
A549_G1_1B_1	0.0148521087216865	0.0123582039444275	0.0104135229672877	0	0.0109765965316545	0.0107757276938325	0.00830948189600807	0.0110359757122694	0.0109508906262364	0.00792060235992178	0.0113986215409717	0.0100559802983601	0.0108599166976405	0.0139039807961076	0.010911621667477	0.0167333695758065	0.0102291522577819	0.0150627047276499	0.0103050744607891	0.00515360888920084	0.0154019356468024	0.00995656320166397	0.00928917877315721	0.00762436380935616	0.00904015763429864	0.0056320397023728	0.0106634327723132	0.0104731561123611	0.00799218835370906	0.0127821892109257	0.00686798256480097	0.0102324582350912	0.00886026833225854	0.00432566090479343	0.00617856662921395	0.00674597011730835	0.00818944428410564	0.0121039019579824	0.00598980013326569	0.0138360755512068	0.0101137815197256	0.011276501211872	0.00744896195885892	0.00925524315390774	0.0163238148964022	0.00421060197068764	0.00905837174813288	0.0119502096356259	0.0072265518473344	0.00926607585102271	0.00630453741271197	0.00663976863785793	0.0133437360456781	0.0117433054591104	0.0076683350252961	0.00807012757177874	0.00856525201420148	0.0110238140645611	0.0161116712431579	0.00474837483424278	0.0121310482951917	0.0141278762545077	0.0113582742505894	0.00667246969556001	0.0171662298552153	0.00998259577891911	0.0114091140072658	0.020900377284471	0.0051610963150101	0.00372934352061171	0.0129861594340795	0.0066662816039142	0.0181474686728867	0.00863843996701198	0.0103487526197474	0.00898810828993876	0.00835790955441779	0.00737272880352243	0.00757042485631159	0.0131831978582161	0.00886821906461139	0.0210258853694974	0.0116417907442475	0.00602490830140259	0.0189556373285811	0.0109618347685915	0.0135362147399706	0.00845169855813993	0.002866702354178	0.0064804296096677	0.0086247424834108
A549_G1_1B_2	0.0178211252592297	0.0182795696490093	0.00835777621378949	0.0109765965316545	0	0.00354758379235771	0.00506687750593485	0.00725547852989246	0.00523710676674695	0.00659561297631367	0.00741241382380999	0.00978916395744927	0.0123530497099001	0.00982983420988348	0.013129316685209	0.0176600267445989	0.011643980459906	0.018279317627709	0.00939723624253797	0.00758590549717134	0.0102687082716733	0.00563408403703843	0.0106287678848126	0.00906366219349379	0.00479008221949222	0.00711494041073162	0.00930500608126506	0.00690973798715732	0.00760240224839492	0.00409671934384476	0.0101193708344692	0.00592055264495385	0.00769599803153644	0.00665774963715763	0.00837345679409191	0.00904090938878766	0.00661086321270583	0.00658447448211466	0.00859321691723107	0.009053872852409	0.00594536590822656	0.00826615251795089	0.0141138408540937	0.00839368904885693	0.0130426489518516	0.00770866281434247	0.00670312185602919	0.0126449955431422	0.00975796453992364	0.00507090521035316	0.0083968199126629	0.00850302207671769	0.0100714060326473	0.0112738880841109	0.00525803448335531	0.00506636089424065	0.00641355541173652	0.00256632635349948	0.014324856136063	0.00883614398811382	0.0132387064501667	0.00998822384469691	0.00965647679906347	0.0103435525438309	0.015617320968653	0.00925535303824879	0.0152307044456729	0.0200617384876935	0.00897210040508675	0.0079616430036075	0.0110245800891674	0.0054108786518244	0.0158607729718812	0.00257674346956673	0.00311417319934309	0.0094638813054693	0.00807493580243015	0.00859027032129856	0.00715544499416734	0.0109147106333531	0.00516019306401721	0.0182680162416421	0.00551287057256061	0.00898134744296959	0.0164068562714838	0.0108011089486123	0.0108736893478076	0.0098890799095528	0.00853886485472774	0.00905346679230581	0.00888344252937997
A549_G1_1B_3	0.017569640294982	0.0181908630688144	0.00797142886113847	0.0107757276938325	0.00354758379235771	0	0.00628833009745062	0.00628090411911753	0.00208727707764274	0.0052358762872427	0.00843483007435322	0.00794101280670404	0.00987386194628111	0.00996613937722186	0.0109417975101434	0.0152950512933516	0.0110922033137511	0.0156449549750972	0.00966454367615059	0.00734000533026057	0.0102405115527283	0.00611710568739353	0.00946073290757674	0.00880997379340877	0.00301139789166814	0.00643978999468782	0.0105364637725197	0.00609143501293565	0.00882643851433637	0.00589190215690621	0.0096472024737323	0.0041739480872115	0.00732313023200915	0.00687484945989438	0.00765401394535157	0.00852020631102158	0.00574756024934469	0.00535969212751067	0.0092183048435037	0.00704038913190561	0.00524247976967796	0.0056962146030147	0.0144429024175741	0.00682085879496184	0.010412170737854	0.00687960078853921	0.00861656206214436	0.00987967742236868	0.0102534494683055	0.00322008576407579	0.00694809887998078	0.00886895954779233	0.00821459996386435	0.00992074355109046	0.00722285086974433	0.00440069868326958	0.00794764495711757	0.00429511728791992	0.0121018157536575	0.0080670026778947	0.0111158588050741	0.00706454798113528	0.00922013308917868	0.00872339995038715	0.0125937974471397	0.0085387662060814	0.0152393359740008	0.0177808146694323	0.00965297184019141	0.0082361049986441	0.0079025578833021	0.00682304652340895	0.0128866196897864	0.00315443064248063	0.00467153563301501	0.00951902616851197	0.00907637460090757	0.0100978248198434	0.00577822386647532	0.0101412905647536	0.0028069125366867	0.0161316620295847	0.00636186396435373	0.00700999288174629	0.0146066506020258	0.00803156051359769	0.011557562611716	0.00945746038447403	0.0088008809706113	0.00854425607740778	0.00645132257232305
A549_G1_1C_1	0.0180313082919158	0.0175505919451586	0.00906707811896512	0.00830948189600807	0.00506687750593485	0.00628833009745062	0	0.0077790249931258	0.00738499945629233	0.0079371051510045	0.00433946774894516	0.0104400080594878	0.0126804513310045	0.0100991500480411	0.0139246085328527	0.0197802076498649	0.00972350578906834	0.0187949204988547	0.00674946818786563	0.00746666267094268	0.0121041590443772	0.00577005843882584	0.00684646464791478	0.0076602743443729	0.00462711929540796	0.00399745557607621	0.00975172025003303	0.00811936523077603	0.00752258223086044	0.00837402063131018	0.0108133514007042	0.00760390942555773	0.00977780880595406	0.00468341306860208	0.00895831059826385	0.00987385875354623	0.00444008388860478	0.0058545263564572	0.00787959172559169	0.0121086982731141	0.00614384129197788	0.0107587796656625	0.012605339363096	0.00591839688098669	0.016200116671816	0.006674070099436	0.00829431585866221	0.0139334695443028	0.0104335498969329	0.00574164766817608	0.00881688134511894	0.00920382114125514	0.0133634202204957	0.013426126121962	0.00567358486518152	0.00698416826922716	0.00807754842823549	0.00596508831513883	0.0165602311876386	0.00857599985026826	0.0127832315350582	0.0129354358465063	0.00762580397869636	0.00891600303488663	0.0175161292670867	0.0068797870630977	0.0131358437642095	0.0208366604157587	0.00480261656846693	0.00604569375495223	0.0111365115526119	0.00386607751742722	0.0183715149810664	0.00384454636945328	0.00662923065402142	0.00739928559255337	0.0077493055914594	0.00859984963417463	0.00493276016435806	0.0109560782692222	0.00584434452807128	0.0207648181988756	0.00485009264124133	0.00735246340652926	0.0182330427713887	0.0112259500493951	0.00729747846130991	0.0075671088503425	0.00559833963887373	0.00539098648513342	0.0090952650610507
A549_G1_1C_2	0.0133419363275538	0.0148792850184844	0.00325829232398504	0.0110359757122694	0.00725547852989246	0.00628090411911753	0.0077790249931258	0	0.00508403390446583	0.00925717476889795	0.011167758736435	0.00474744598370635	0.0137945242115131	0.00434249396295987	0.00956831495304319	0.0163953126513506	0.005757888237328	0.0141290772773947	0.00561576716584453	0.00795316268591115	0.0164169029312345	0.00293598532756675	0.00968385478804557	0.00479668869882775	0.00708969143899428	0.00741328499396311	0.0151827863257083	0.0118346053827562	0.0126621640222514	0.00729576120894218	0.0108199364265596	0.00995494118322688	0.0106567771181442	0.00814548736398528	0.00981611043339331	0.0105005300042855	0.009301885022345	0.00640835630174226	0.0123423019314551	0.0125502962065027	0.00165247997420277	0.0074980181776055	0.011926157754606	0.00617369392415736	0.0130393267941834	0.0082125325151532	0.010778835019839	0.0129490616553302	0.0109907429677757	0.00361289707619737	0.00875285920434229	0.0108374542508957	0.0105412927997852	0.00927569224295814	0.00837060024541467	0.00801378096270749	0.00955973181513686	0.00941293729578554	0.0170154039926413	0.00930755976215928	0.00677918815443746	0.0107384175151586	0.00473150047263433	0.00639765611656505	0.0165040874816827	0.00468593948800133	0.0101106015079872	0.0229113276604903	0.0109551870885166	0.00797825306696245	0.0114772807957939	0.00951923868051963	0.0163229997285581	0.00611493454742152	0.00921503920403381	0.0137197334592725	0.0132532595327075	0.0125145364859677	0.00538617459493134	0.00389099809699215	0.00471940727566647	0.0213526868791908	0.0107079566268325	0.00870235548848036	0.0203379561277077	0.0121944238790856	0.0103598177687535	0.0133773176674091	0.00979401888460804	0.0107581945354224	0.00551493754026234
A549_G1_1C_3	0.0164714639837178	0.0174080786776441	0.00694561798142572	0.0109508906262364	0.00523710676674695	0.00208727707764274	0.00738499945629233	0.00508403390446583	0	0.00584455089905144	0.0098387363491819	0.00629791530341404	0.00987794043661306	0.00909894941806389	0.00945702018985858	0.0142462751306349	0.0100487032509867	0.013970347475458	0.00928617638112948	0.0074160905030747	0.0119733626300005	0.00587195620327048	0.00943467081942413	0.00808845496018555	0.00396096394632108	0.00673890424309574	0.012244633565555	0.00760613199208455	0.0103338240739675	0.00661705038389469	0.00965409518665751	0.0054667998825895	0.00793528767910425	0.00746858564848428	0.00788465053424081	0.00873867518548497	0.0067637871567388	0.00545565636130349	0.0103440952366234	0.00766020372898366	0.00448575816875666	0.0045450506641279	0.0140903231926987	0.00633358370670223	0.00955907578917635	0.00700277405856504	0.00972871442204338	0.00931327985243277	0.010541205587386	0.0024639166032103	0.00676211376552519	0.00945045706270097	0.00763299338773793	0.00889091093097889	0.00818037254402243	0.00516382924061699	0.00878938042892625	0.00631237958216514	0.0123374243678691	0.00808288662102809	0.00926825822752624	0.00642725825159657	0.00848061054887835	0.00761636002144977	0.0121432376474506	0.00779928075537334	0.0143564669750681	0.0181921457049305	0.0105267796330274	0.00844443440588287	0.00758383041761166	0.00816442048976834	0.0122269976502144	0.00436330730409914	0.00637668656222671	0.0109199765799308	0.0106382587358666	0.0112509225988928	0.00540408603569568	0.00876297136634663	0.00221487801318486	0.0164584020255713	0.0081258412512937	0.00678925737106707	0.0153475259791878	0.00801700583621519	0.0119391081894476	0.0106171515317738	0.00937288776670782	0.00926249029395429	0.00494500536869856
A549_G1_1D_1	0.0166634077789308	0.0161163262825166	0.00944563827445212	0.00792060235992178	0.00659561297631367	0.0052358762872427	0.0079371051510045	0.00925717476889795	0.00584455089905144	0	0.0105079070100054	0.00841799985828592	0.00661961398886149	0.0132024276607739	0.00926061714091311	0.0126188310441552	0.0125014096886396	0.0139769713739475	0.0120029940747234	0.00468005665057609	0.00965385814101323	0.00878348516332511	0.0106813434241969	0.0093831565819718	0.00523757681388385	0.00640015819230353	0.00787549018778865	0.00458686057271727	0.0060359581864111	0.00829050726687681	0.00552813715264953	0.00357510069309889	0.00320813234718677	0.00527610674530247	0.00319857741663633	0.00409102459355027	0.00624481929705522	0.00956581539889391	0.00552742402067634	0.00606561915088055	0.00832617750249106	0.00542183178468634	0.0123621933762435	0.00900730088317831	0.00965256152440538	0.00408473214201186	0.00679984638746008	0.00686500961222517	0.00691548643009152	0.00610426377864513	0.00308428023437121	0.00499322624005874	0.00688406431701719	0.00838808332427423	0.00662517225788133	0.0019991524350901	0.00624065799440759	0.00576059679274275	0.00954971346754638	0.00423294979928882	0.0121025326083748	0.00702057313592068	0.0121021422052766	0.00813935132042213	0.0111434032342828	0.0109515169433003	0.0155662781200052	0.0161401392097881	0.00862399535746024	0.00660800525861397	0.00868099549794438	0.00587612062923738	0.0117288013822212	0.00515911971751442	0.00488111181117882	0.00801421471359817	0.00632147346326122	0.0070704911860078	0.0072551385121247	0.0127440336188542	0.00513214194875512	0.0143667002490934	0.00856908924738381	0.00539870339783898	0.0128282326679492	0.00606647509420106	0.0146574709410125	0.00784710204310507	0.00677817414072718	0.00784387716219273	0.00639977011578926
