	A549_G1_1A_1	A549_G1_1A_2	A549_G1_1A_3	A549_G1_1B_1	A549_G1_1B_2	A549_G1_1B_3	A549_G1_1C_1	A549_G1_1C_2	A549_G1_1C_3	A549_G1_1D_1	A549_G1_1D_2	A549_G1_1D_3	A549_G1_1E_1	A549_G1_1E_2	A549_G1_1E_3	A549_G1_1F_1	A549_G1_1F_2	A549_G1_1F_3	A549_G1_1G_1	A549_G1_1G_3	A549_G1_1H_1	A549_G1_1H_2	A549_G1_1H_3	A549_G1_2A_1	A549_G1_2A_2	A549_G1_2A_3	A549_G1_2B_1	A549_G1_2B_2	A549_G1_2B_3	A549_G1_2C_1	A549_G1_2C_2	A549_G1_2C_3	A549_G1_2D_1	A549_G1_2D_2	A549_G1_2D_3	A549_G1_2E_1	A549_G1_2E_2	A549_G1_2E_3	A549_G1_2F_1	A549_G1_2F_2	A549_G1_2F_3	A549_G2_2A_2	A549_G2_2A_3	A549_G2_2B_1	A549_G2_2B_2	A549_G2_2B_3	A549_G2_2C_1	A549_G2_2C_2	A549_G2_2C_3	A549_G2_2D_2	A549_G2_2D_3	A549_G2_2E_1	A549_G2_2E_2	A549_G2_2E_3	A549_G2_2F_1	A549_G2_2F_2	A549_G2_2F_3	A549_G2_2G_1	A549_G2_2G_2	A549_G2_2G_3	A549_G2_2H_1	A549_G2_2H_2	A549_G2_2H_3	A549_G2_3A_2	A549_G2_3A_3	A549_G2_3D_1	A549_G2_3D_2	A549_G2_3D_3	A549_G2_3E_2	A549_G2_3E_3	A549_G2_3F_1	A549_G2_3F_2	A549_G2_3F_3	A549_G2_3G_1	A549_G2_3G_2	A549_G2_3G_3	A549_G2_3H_1	A549_G2_3H_2	A549_G2_3H_3	A549_G2_4A_1	A549_G2_4A_2	A549_G2_4A_3	A549Root1_1	A549Root1_2	A549Root1_3	A549Root2_1	A549Root2_2	A549Root2_3
A549_G1_1D_2	0.0130241049262802	0.0101650954339977	0.0169842324148955	0.0297879148981811	0.0105492774508321	0.0200210016357353	0.013117578281192	0.00584877695658646	0.00765378931716681	0.00414962189895557	0	0.00633191666323331	0.010506434126451	0.00196389479110869	0.00321924812544122	0.0091088103192744	0.0236903715516379	0.0192475437008663	0.0570197797107114	0.0584422098471863	0.00792539580600149	0.0178524789854357	0.00711091212789953	0.00704973194045496	0.00612466280407701	0.00754405749112207	0.0104524273229856	0.012107469160538	0.0192615624500933	0.0053949159288956	0.00938066081007955	0.00720298329881363	0.00448073479465484	0.0114264849438487	0.00644170228659818	0.008562671064767	0.0170882646117213	0.00721328170365085	0.0171201150502475	0.0101734911083675	0.00550275770473283	0.0618465383701988	0.0477135896110231	0.00595469642390912	0.00427567639497886	0.00562024001661148	0.011956916397615	0.00281427548985709	0.0128036641193334	0.0026721801843579	0.0067869993830298	0.00425059056780108	0.00572400963574349	0.00917991144934701	0.00839745029109062	0.0114034960450162	0.00485123647919737	0.00895388420320319	0.0109997138290326	0.00632250696255664	0.0086726775613476	0.00605291004646134	0.00734744983786775	0.0501575051880134	0.05515016850611	0.00686751078168665	0.00555803201265496	0.0103029381772651	0.00405158918916056	0.0112704356697497	0.00584974413784463	0.00880484896910959	0.0136147742595519	0.00350220296737842	0.00572784907915354	0.00689032341671392	0.0218093266614413	0.0142320716845359	0.00520131706464943	0.0139959799513252	0.018378865474855	0.00506248910573144	0.0888569408306898	0.115192617192098	0.0423908873450123	0.0118539634752259	0.0108795491092737	0.0108083920034512
A549_G1_1D_3	0.0185105423228491	0.0139192555111803	0.0196404486842779	0.0347654008466102	0.013738573800885	0.0231021927244056	0.0188759381480256	0.00544988514724187	0.0132340318416025	0.00859867990506711	0.00633191666323331	0	0.0153697736788529	0.00711316323612924	0.00399500719071274	0.0117208074437613	0.0226628462502367	0.01489189248191	0.0596614966169778	0.0605520176118401	0.0105052192232485	0.0160435280385041	0.0127554051547137	0.011852811451639	0.00551460283206109	0.0120666276994636	0.0149202412419962	0.01348667952752	0.021486116229118	0.0107509178904385	0.00916303813068712	0.00944637362460765	0.00703435566493689	0.00726067739427727	0.007565880988181	0.0120281361445165	0.0132070204098126	0.00350369486951752	0.0156759567477677	0.00905802772191058	0.00619564855911647	0.0640037263726518	0.0498184810173932	0.0107543441419427	0.00760225751454369	0.0114244608443209	0.0159292660687764	0.00475237234720339	0.0176580718602626	0.00745268577010567	0.00291971617226977	0.0105299197655977	0.00293256897301501	0.00769380414117157	0.00779021518392789	0.0124437031368607	0.00778022174414677	0.00961466245532274	0.0104620323208836	0.0120925534357779	0.00952496970398735	0.00587254243234908	0.00717252930926503	0.0522431988822368	0.0579850948711184	0.00763265421354094	0.00619935952375712	0.0125988031686395	0.00380272406108089	0.0166614812201592	0.00897099999807656	0.0106071433946026	0.0175709549874796	0.00368112758609453	0.00310148691511751	0.00951311072869993	0.0201055999361554	0.00970652038554845	0.0108757680496192	0.0114190975374702	0.0143489084365769	0.0110726027528117	0.0917121371281704	0.118144240123655	0.0447228401132445	0.0174829722104827	0.0147727479546084	0.0142984679815992
A549_G1_1E_1	0.015953731671819	0.0174902350969109	0.0244932451513213	0.0314399772097077	0.0185117543214371	0.0265674092311205	0.0136891014161956	0.0157542299921098	0.0125492895757001	0.00870242122302565	0.010506434126451	0.0153697736788529	0	0.00923759536962762	0.0134973872671944	0.0063454081293684	0.0201408394976278	0.0227372764187628	0.0625382624019143	0.0647299737932724	0.00802291443073393	0.0172406568458494	0.00590257271237411	0.0138557985053604	0.0161471519226682	0.014593157716728	0.0164554759427959	0.0212543536205132	0.0268283358666126	0.0118296812064291	0.0195126965965685	0.0166329889276137	0.00859353150869223	0.0165028853749736	0.0151091198751194	0.00457785045124808	0.0196455964393555	0.0144232491500805	0.0156868631579375	0.0118652338458085	0.0113545998322215	0.0680065380271268	0.0541987196566482	0.00706464979827346	0.0139825547424633	0.0113863495204973	0.0185237159029721	0.012824342591493	0.0175519221874054	0.0106467124432477	0.0162995794141075	0.00919776478025911	0.0157592053842181	0.0192746319271811	0.0108820217684365	0.00904824538608033	0.0127295918231985	0.00936269375430828	0.0113914149287148	0.00933183252083032	0.00904326382893438	0.0105693818197086	0.0118370224194646	0.0566428826575044	0.0604381483707275	0.00924433948541652	0.0118836419888779	0.00649982709147903	0.0143549717377197	0.0149385199332987	0.0149673487215402	0.0182841704876795	0.0199140491445342	0.0130600675507597	0.0149078379074051	0.0161076125806638	0.0198269371128083	0.0186483708608523	0.00668669407606294	0.0159278519263482	0.0209042269484917	0.00783577582047899	0.0935824708201441	0.119488044030942	0.0487086505308915	0.0035162220231932	0.0176976940883973	0.0183639093180623
A549_G1_1E_2	0.0136367812809386	0.0113285988480836	0.018137785289116	0.0304228883646495	0.0118288212503786	0.0209931683653641	0.0137158484621868	0.00663195567248528	0.00806456456115885	0.00444558322911712	0.00196389479110869	0.00711316323612924	0.00923759536962762	0	0.00478742294149529	0.00834607060939995	0.0227099607537414	0.0188940489891745	0.057920796897623	0.0595238970136059	0.00779940010180794	0.0172805823316329	0.00692432595626307	0.00834314231592112	0.00700092981800785	0.00825341128476386	0.0115471747501106	0.0133261976300981	0.0201836458318795	0.00663475328925175	0.0106179916086742	0.00837447867291915	0.00396192934326926	0.0112196414808598	0.00648806850399601	0.00747309150351924	0.0166632359066853	0.00762144829617814	0.0160982400573668	0.00921547731377678	0.00501507737317816	0.0628684574964786	0.0487150276438805	0.00607497533270645	0.00553138230670044	0.00620258465863453	0.0129108552654415	0.00456229110985018	0.0136723506390196	0.00381244068907037	0.00804725050317818	0.00447544995876987	0.00688897081679454	0.0101011032116943	0.00791676142788006	0.0106740019293106	0.00464817122706904	0.00807041242493212	0.0101948476050188	0.00611400938531703	0.00802626464811843	0.00566121541092068	0.00626793654982582	0.0512998628547776	0.0561031849543703	0.00615292552503529	0.00648517150928117	0.0092104532314538	0.00553528979003209	0.0117394815822732	0.00750668695745503	0.010204042659604	0.014508021399412	0.00442154154630858	0.00606062343707298	0.00794089280875032	0.021106307213606	0.0140763986714136	0.00426333913022134	0.0136325749506497	0.0181471160452347	0.00507488447428163	0.089849715033039	0.11601006526247	0.0434296679977979	0.0108659738765708	0.0116077443903881	0.011825938531893
A549_G1_1E_3	0.0146637806131039	0.0104496535468978	0.0165779850896194	0.0310726496654738	0.0102720858183794	0.0200114321224178	0.0150415898211193	0.00411733488007836	0.00942029351224468	0.00637040505302198	0.00321924812544122	0.00399500719071274	0.0134973872671944	0.00478742294149529	0	0.0110802000108677	0.0244444007860054	0.0181130056854559	0.0568441596266293	0.0579400509131573	0.00939559955877853	0.0179735851736786	0.0098906699605019	0.0078923478878378	0.00449922989784303	0.00842810024197288	0.0112628878391896	0.0110865661290274	0.0188055866163846	0.0068390416455298	0.00746818727528292	0.00644065669353272	0.00619070962551988	0.01033319918911	0.00614779542082721	0.0110054986018085	0.0163677527065097	0.0060458008458868	0.0177271772403474	0.0106917225251844	0.00585101773038029	0.0613906025504429	0.0472239115933101	0.00830626993717244	0.00418518849682931	0.00761666282711317	0.0124641139123797	0.00113828554464226	0.0138818384307093	0.00452625337861398	0.00421711516431451	0.00694726337980957	0.00276970454758634	0.00713701275534959	0.00887450521283312	0.0127807721441791	0.00553574488783205	0.0100429446753927	0.0116488293196488	0.00902816884615075	0.00991832348776516	0.00657448268464244	0.00785505433357903	0.0496087615537545	0.0550458977185558	0.00801178542750151	0.00520164759687545	0.0122205777683518	0.00153617560497932	0.0129800139536933	0.00550154297963921	0.00772861768198387	0.0140476051623952	0.00256374386024509	0.00418372922857402	0.00644849517246932	0.0221431730597963	0.0130512259570587	0.00833952761384171	0.0136432338263686	0.0175546135367545	0.00773938295314474	0.088790278055777	0.115276933710202	0.0420106942771666	0.0149589122255219	0.011458076623298	0.0109098297195315
A549_G1_1F_1	0.0185088354232927	0.0181328640823974	0.0254481572616038	0.0346963320991183	0.018976048704538	0.0281035627469735	0.0162139770673943	0.014214984723173	0.0145250959755198	0.00671749931715869	0.0091088103192744	0.0117208074437613	0.0063454081293684	0.00834607060939995	0.0110802000108677	0	0.0164748512990712	0.0181486249482002	0.0649170584928225	0.0665003305399633	0.00379911766205626	0.0123475419368815	0.00717040660576096	0.0142939288265192	0.0144158924193969	0.0157449207903129	0.0174421235158402	0.0210153497230382	0.0279989041097407	0.0119891620945822	0.0183282779103431	0.0162844206449748	0.00512097944935415	0.011931796224387	0.0145817872611911	0.00216530877685515	0.0144397519430513	0.00993431384277049	0.0114161845315821	0.00774576851810523	0.00912259843236167	0.0699519242473716	0.0560155375248099	0.00573856875085813	0.0133160745333954	0.0126234164313188	0.019784167437078	0.0104340273014365	0.019439960159375	0.0091290432244516	0.0126446276253787	0.0102332323320095	0.0130163639649157	0.0177018751720552	0.00567619842221795	0.00332860127389061	0.0125884604336992	0.0052607055944694	0.00687121097968455	0.0109074745362437	0.00326460578147273	0.00615799278810144	0.00978164471092532	0.0582034813610269	0.0627955416235565	0.00454495741871043	0.0079469920262054	0.00336542139400052	0.0118358536508375	0.0173257718095613	0.0140252177388112	0.0177442414490543	0.0215520701307111	0.0104192354765188	0.0123970669719684	0.0159489631147487	0.0151451188032421	0.0135033497850897	0.00784991186034979	0.0107511516547296	0.0151590546637582	0.00890486647191871	0.0960239297752902	0.122363353300654	0.0504607819379278	0.00924957723580711	0.0190494519222808	0.0192768638526888
A549_G1_1F_2	0.0347822605781983	0.0337510501474168	0.0405666860030644	0.0510138286886546	0.0339497079834346	0.0436532194899005	0.0322224980981179	0.0264962952251461	0.0299152414928986	0.0225780426207492	0.0236903715516379	0.0226628462502367	0.0201408394976278	0.0227099607537414	0.0244444007860054	0.0164748512990712	0	0.0152106341279684	0.08053641485658	0.0820610506563923	0.0180679512366576	0.00782838758178879	0.0233889301363557	0.0299445145596003	0.0271557793355649	0.0306947942514345	0.0335179229442037	0.0353251437636144	0.0426324811082921	0.0278020242423641	0.0313070277229456	0.030361490861943	0.0195427517624877	0.0168496948139274	0.0269809096875076	0.0176311222994467	0.0123406046027168	0.0206510907634693	0.00763315342204772	0.0143153442725648	0.0202630638948576	0.0854434391271914	0.0712835107055788	0.0220298218578217	0.0277357962956995	0.0282736146505453	0.0354783743125234	0.024195928936609	0.0355984423507269	0.0244963248132679	0.0245394539429739	0.0258739085137588	0.0248594900032468	0.0297434019146787	0.0156132653939875	0.0133881993653554	0.025450655007286	0.0149557427939717	0.0129960374253825	0.0267954006096639	0.0157749600964738	0.0180168755763007	0.0191914691756432	0.0737755937412326	0.078662656053256	0.0170310467706003	0.0208574803527454	0.014744273599073	0.0251180955582767	0.0334427789768668	0.0291014629172655	0.0320718189032741	0.0370345133317178	0.0236603563500736	0.0238073351839119	0.0301328387218196	0.00405584787992031	0.0155265783150752	0.0235295270556827	0.0122235456989352	0.0126288396476295	0.0244109925627168	0.112150817970136	0.138327302280137	0.0660398800252142	0.023333138660296	0.0343076322455168	0.0343990828558059
A549_G1_1F_3	0.0321592371532792	0.0284194739887203	0.0335298525789786	0.0489308706402716	0.0275655639722389	0.0372956389052242	0.0312554049456721	0.01851621872211	0.0260571674820669	0.0205407340605998	0.0192475437008663	0.01489189248191	0.0227372764187628	0.0188940489891745	0.0181130056854559	0.0181486249482002	0.0152106341279684	0	0.0731661459682779	0.0740624648974469	0.0178032700870084	0.00984169998273534	0.0233188896669888	0.0255401798152566	0.0196005336496121	0.025395384735119	0.0293166725236128	0.0276186828225016	0.0348923653792285	0.0241317755956872	0.0226173413315299	0.0233073772824111	0.0170611609320527	0.00792372235091111	0.0197375861378569	0.0191948590523042	0.00528437321742076	0.0146750099927255	0.0111017970536199	0.0111528681708647	0.0146768967043963	0.0773618607676987	0.0630847404159275	0.0213357645320305	0.021760138635173	0.0246056376290675	0.0302755200471433	0.018425460290258	0.0317559343997243	0.0208699409140698	0.017215908019957	0.0229171667184097	0.0167727260143412	0.0206362124735514	0.0129617404754721	0.0160049163618398	0.0193279396459753	0.0135628058837512	0.0115609399876341	0.0247965330618143	0.0156530438501418	0.0143232825575969	0.0135474280465816	0.0658886055846381	0.0718013698856545	0.0150206527160064	0.0164678765277736	0.0167520519120859	0.0185349574570321	0.0304160471001617	0.0235806672853883	0.0248295440563661	0.03146369203508	0.0178403854516617	0.016197595560409	0.0233619390272269	0.0127224913658652	0.0059570735962783	0.0221885765128359	0.00794318874275664	0.00786796835313349	0.022252184695008	0.105745434943907	0.131969695772397	0.0585029807193883	0.0259537338154621	0.0287786545808783	0.0282851930640534
A549_G1_1G_1	0.0471082406886398	0.0471335084580734	0.0403591014016132	0.0357560019970266	0.0469919032563793	0.0370688072172117	0.0513347330397412	0.0551774608778002	0.0509152931384295	0.0586888972907691	0.0570197797107114	0.0596614966169778	0.0625382624019143	0.057920796897623	0.0568441596266293	0.0649170584928225	0.08053641485658	0.0731661459682779	0	0.00701660223506099	0.0634407825696935	0.0745209323802326	0.0584672618671297	0.0510689484740585	0.0546934117286843	0.0499356508985604	0.0476779487863567	0.0462270587062914	0.038487786500192	0.0532530185295331	0.0508324378736987	0.0506863908423015	0.0612761588342838	0.0663552360465031	0.0545639616713445	0.0637699873748332	0.0727172218366777	0.061809950172491	0.0738493451642356	0.06673304177435	0.0608098491886306	0.00715623820654174	0.0108588965469808	0.0595415580590362	0.0531257279478849	0.0524685198078668	0.0452835514514001	0.0569945450318716	0.0456474579242149	0.056561860264359	0.058242640606906	0.0549205724150164	0.0571881471982879	0.0529467461656182	0.0653442208067607	0.0678956580809439	0.055576566856399	0.0656888213542497	0.0677907869701709	0.0545680538464115	0.065345208605845	0.0629416192573345	0.0622035119018906	0.0106104943777668	0.00447888909377395	0.0637978613654502	0.0607725744485804	0.0662779401734909	0.0564318234822263	0.0479399822776162	0.0521093036424407	0.0492032976270994	0.0436111282707064	0.0577270464185277	0.0581327560742685	0.0508012027199953	0.0787376420620814	0.0691107827938805	0.0576463276895538	0.0702753956609813	0.0739166143837364	0.0566571440851873	0.0341303454579382	0.0595184270166863	0.0153922721305595	0.060510610105683	0.0463595669309185	0.0462725046500243
A549_G1_1G_3	0.049113549884035	0.0485008443766505	0.041636480855528	0.0384107966271554	0.04831578560371	0.0386199647237088	0.053257130279737	0.0563866902387393	0.0528631625530382	0.06008331636223	0.0584422098471863	0.0605520176118401	0.0647299737932724	0.0595238970136059	0.0579400509131573	0.0665003305399633	0.0820610506563923	0.0740624648974469	0.00701660223506099	0	0.0648588935555447	0.0757284941630189	0.0602518797105622	0.0525098170415906	0.0557836951818049	0.0516774768074276	0.0491348117516181	0.0472136531922744	0.0399642966598082	0.0547119757246448	0.0517590318002553	0.051970693838996	0.0626921420687283	0.0673654411146851	0.05609056810129	0.065533032083915	0.0736398694405564	0.0626937073513772	0.0752968886822906	0.0681787816264501	0.0622973115100823	0.00424359531040156	0.0116626097998571	0.0610643555791309	0.054456708330076	0.054219814460923	0.046862611549325	0.0581186623487163	0.0474144014941875	0.0578844292819467	0.0589300066825182	0.056681849616063	0.058135215330164	0.0538939597963605	0.0666229461168191	0.069356017455924	0.0572541365118011	0.06722339731956	0.0692341067904858	0.0564103770698006	0.0667164332333069	0.0642240729609083	0.0638066246002921	0.00853127306625134	0.00785533696363431	0.0651892684268052	0.0618369342203776	0.0680399311632827	0.0574356494220355	0.0499342299492138	0.0532043020800123	0.0502676516833901	0.0453657019814703	0.0588554642696594	0.0592771502655745	0.052169443203469	0.0799656566440331	0.0699456133434252	0.0594914305042256	0.0713650858662853	0.0746162931781745	0.0584483149835291	0.0330960772324434	0.0593956372920047	0.0161781652927062	0.0628741021056636	0.0480829940841535	0.0477935074561536
A549_G1_1H_1	0.017486533956149	0.0167618768878726	0.0236722995250866	0.0338866428931958	0.0170084451897932	0.0267222032078765	0.014810884984929	0.0128180824271754	0.0132184422100541	0.00637133833010518	0.00792539580600149	0.0105052192232485	0.00802291443073393	0.00779940010180794	0.00939559955877853	0.00379911766205626	0.0180679512366576	0.0178032700870084	0.0634407825696935	0.0648588935555447	0	0.0126219091736877	0.0065807038041842	0.0124133438142423	0.0134655191489977	0.0143095212199835	0.0161618540900653	0.0195452297020953	0.0264736671497402	0.0102408141562981	0.0166503172461034	0.0146760292455554	0.00503447414058789	0.0113240363410045	0.0137832541670263	0.00501460347100253	0.0147570018063987	0.00955902349231991	0.0132169118496999	0.00845945131788979	0.00778487071030403	0.0683416438083991	0.0543918872523706	0.00469238932405351	0.0119904673763491	0.0114418606093144	0.0185409808524308	0.00853370150770602	0.0181763470595391	0.00829964524398052	0.0113834994104793	0.00913415758294957	0.0112988935635054	0.0164234824974194	0.0055993885838564	0.00552578050393139	0.0115027354222203	0.00535654881503143	0.00716694091856718	0.0110405997574029	0.0050319847988609	0.00586859157059663	0.00954115205415086	0.0565068286302498	0.0613045418407729	0.00524136377182844	0.00520981659536554	0.00502197068378608	0.0104432865800694	0.016611550002101	0.0124471438487432	0.0160171867590452	0.0200546334560295	0.00960379597316418	0.0116422414918919	0.014486065982753	0.0162219759388544	0.0131485889197749	0.00835216609967987	0.0103562755896269	0.0155719051565478	0.00741764584047724	0.094616215011909	0.12121078233343	0.0489312794821679	0.0101940067912313	0.0179656160079007	0.0177434015272328
A549_G1_1H_2	0.0297350022027196	0.0278591462503624	0.0342540714367638	0.0463754959990026	0.0276109232387928	0.0377138137959579	0.0273654890319836	0.0201028732420704	0.0244920105700752	0.017390185595132	0.0178524789854357	0.0160435280385041	0.0172406568458494	0.0172805823316329	0.0179735851736786	0.0123475419368815	0.00782838758178879	0.00984169998273534	0.0745209323802326	0.0757284941630189	0.0126219091736877	0	0.0188238513135191	0.0239781534197533	0.0210097657195229	0.0248982445905444	0.0278772201138268	0.0289934496999945	0.0364426142956348	0.0220110854235216	0.024687791750343	0.0240610779828709	0.0141479571738144	0.0101369180628095	0.0211756120675569	0.0138875038335415	0.00691142765857325	0.0145456860196505	0.00584333494201496	0.00895193338987873	0.0140823606293402	0.0791610464960383	0.064983497462053	0.017009698133144	0.0216776163137787	0.0228271857872641	0.0297461089175154	0.0177332629179752	0.0301351216243217	0.018905853998324	0.0179808171337987	0.0205651777354802	0.0180936353057592	0.0233101023726669	0.00962079516388377	0.00934248703745992	0.0196514448103077	0.00946598105412078	0.00721129944901146	0.0222048266770095	0.0109768482558824	0.0121258212546079	0.0136465479259926	0.0673864055517056	0.0726785379762202	0.0117181063070427	0.0141743543476591	0.0107980518449293	0.0187275098690582	0.0284507719674023	0.0229332716186397	0.0256323745762374	0.031180155645508	0.0176278046164706	0.0176693687561945	0.0239683937960452	0.004914381523793	0.00895036272159721	0.019080238196506	0.00483239061994034	0.00779091762218264	0.0191438014188322	0.106294703860264	0.132789909491084	0.059852639321869	0.0204525157768786	0.0286554372312037	0.0283710074343467
A549_G1_1H_3	0.0116146527557433	0.0126863876171071	0.0198484818883003	0.0277708334940027	0.0137518502506876	0.0221558138712175	0.00916189962793793	0.012785207408639	0.00864810051997207	0.00498464382780455	0.00711091212789953	0.0127554051547137	0.00590257271237411	0.00692432595626307	0.0098906699605019	0.00717040660576096	0.0233889301363557	0.0233188896669888	0.0584672618671297	0.0602518797105622	0.0065807038041842	0.0188238513135191	0	0.00866453719946296	0.0129726636863395	0.0106468298005108	0.0114470287905102	0.0168533193152403	0.0227105183273609	0.00652643568811513	0.0155792571674704	0.0125826040326491	0.00695953597051773	0.0160805493498834	0.012828684954735	0.00623344706545829	0.0203853360553599	0.0123363072436715	0.0182576614066284	0.0129222699323501	0.0101872078163469	0.0636745342919788	0.0498982383252224	0.00267383228650515	0.0100213459369369	0.00706414873270445	0.0140006394967608	0.00898795115952014	0.012890451918626	0.00652334400792056	0.012880958430152	0.00504834816017725	0.0125493183115619	0.0159864277158808	0.0106918091864631	0.0104387475231246	0.0105452883922646	0.0102350206726198	0.0125634346973069	0.0060112706130863	0.00924515999508818	0.00953759200488052	0.0119032670402869	0.052013937942053	0.0562317154002402	0.00894696504938292	0.00869065232096745	0.00888981725008357	0.0107101070916309	0.0108941408344627	0.0100544703155456	0.0137657949039322	0.0155576958038739	0.010038754723572	0.0126568760405663	0.0121813429885659	0.0221091700189932	0.0184518118612361	0.00448464018059331	0.0164255173313632	0.0213165534048001	0.00372483262913133	0.0893632011611348	0.115724185672297	0.044279828032256	0.00590856130838034	0.0136882704221805	0.013960987861566
A549_G1_2A_1	0.00728889866630113	0.0049711352026865	0.0114645387707438	0.0236054769632708	0.00523059360610497	0.0144161070809092	0.00823351235243214	0.00922991643603522	0.0040647638047154	0.00848529999358621	0.00704973194045496	0.011852811451639	0.0138557985053604	0.00834314231592112	0.0078923478878378	0.0142939288265192	0.0299445145596003	0.0255401798152566	0.0510689484740585	0.0525098170415906	0.0124133438142423	0.0239781534197533	0.00866453719946296	0	0.0093746129991008	0.004230644090768	0.00464409018429948	0.00910985310450589	0.0146350020501171	0.00234013218180441	0.00915702984301558	0.00598527790525116	0.0109007713164291	0.0178622872783365	0.00973468703957967	0.0136182363196905	0.0237252714451685	0.0133130421676296	0.0238588184275757	0.0170263003800969	0.0115618882729213	0.0559646280192559	0.0420142462723551	0.00892778181808201	0.00539215753725737	0.00337598360579636	0.00657981430045702	0.00736549032213094	0.00656458419207857	0.00670490927079755	0.0110747508058211	0.00501513379519212	0.00992529652369804	0.0109271883281287	0.0149018942267584	0.0171129343958681	0.00854546980646607	0.015214745390531	0.0174075066192229	0.00705521781967762	0.0148304482221457	0.0128045503372585	0.0138311557769642	0.0441909076937234	0.0489851622997534	0.0134704936884616	0.0102657913866389	0.0157662181831797	0.00829487868443462	0.0065299920577144	0.00414647671980258	0.00623803408672583	0.00787091101632094	0.00923078422149794	0.0112624608144588	0.00586144551501091	0.0280346472946826	0.0206366772975348	0.00867429234386332	0.0202535442303362	0.0248180829425215	0.00643518852605717	0.0825485787805143	0.10913578925988	0.0365527540766816	0.013348811447206	0.0067146598990765	0.0059742732581191
A549_G1_2A_2	0.0151824954758078	0.00975182854898697	0.0150832119027388	0.0307558836277055	0.00990794822949524	0.0182190331126307	0.0171381951434865	0.00289437096743084	0.0102440096483751	0.00925102395005563	0.00612466280407701	0.00551460283206109	0.0161471519226682	0.00700092981800785	0.00449922989784303	0.0144158924193969	0.0271557793355649	0.0196005336496121	0.0546934117286843	0.0557836951818049	0.0134655191489977	0.0210097657195229	0.0129726636863395	0.0093746129991008	0	0.0083137149218269	0.0113208213160476	0.00863098067223084	0.0164930553059864	0.00907168880727885	0.00501125190435903	0.00517558410617392	0.0093098434037744	0.0121589506613492	0.0039477535661845	0.0139636635589582	0.0182157593344931	0.0077389167369583	0.0199254877896295	0.0129819310394519	0.00858649575899855	0.0591598386796076	0.0449376266974399	0.0118131909474681	0.00410694410685354	0.00882095150420943	0.0114716070745405	0.00552533137227659	0.013889341616657	0.00691801912578974	0.00527266335931724	0.00906334587028669	0.00415026050814364	0.00355895978194362	0.0120265917068435	0.0160744343014194	0.00582825393847185	0.0132301453448197	0.0146502397950309	0.00995049467300293	0.0129526340000904	0.00957893088631211	0.00938510980405087	0.04756383745715	0.0531164531709904	0.010942060029695	0.00958890773664587	0.0154884113603586	0.00353338649722528	0.0129748352769548	0.00612875356200875	0.00636955244000548	0.0131302108041739	0.00420583929361049	0.00358730087826809	0.00510484542687283	0.0249902649478059	0.0148271889944048	0.0101559354396625	0.0165134593254533	0.01951428852156	0.0107063546606194	0.0869548284447991	0.113140421297537	0.0398559659627466	0.0174822957263256	0.0100094903580168	0.00982487240741679
A549_G1_2A_3	0.00826072429674797	0.00503933247010083	0.0103655324459623	0.0241321932292557	0.00460629140551001	0.0132869417861379	0.0108370689439426	0.00785061217516125	0.00290409206730328	0.0102170788186805	0.00754405749112207	0.0120666276994636	0.014593157716728	0.00825341128476386	0.00842810024197288	0.0157449207903129	0.0306947942514345	0.025395384735119	0.0499356508985604	0.0516774768074276	0.0143095212199835	0.0248982445905444	0.0106468298005108	0.004230644090768	0.0083137149218269	0	0.00607863912815842	0.00768849677860067	0.0125309109112095	0.00543077842627141	0.00770588592165908	0.00417467626663345	0.0118468614942912	0.0178964408138056	0.00726593808288268	0.0147029474419205	0.0240722372467694	0.0140149945869162	0.0242343418825538	0.0171131071703984	0.0112593183447756	0.0549585667553831	0.0407958145073202	0.0111560773259244	0.00472321446338358	0.00370534665931611	0.00582552920819634	0.00834681637758008	0.00719421272884806	0.00811469105588804	0.0118565902919002	0.00576817433650953	0.00983921315631998	0.00924917342338172	0.0157650216709616	0.0184836626090815	0.00652327036584445	0.0158033509594408	0.0179615317391589	0.0074883517330104	0.0160168506963768	0.013498459715189	0.0129384484469461	0.0435109924653638	0.0481625370064564	0.0142681087901478	0.0120303919570805	0.0166506140077091	0.0087414298634847	0.00657057200271655	0.00570031097235349	0.0053801089393582	0.00649525039880148	0.00951071434139109	0.010474977793886	0.00372204297018445	0.0290427444708442	0.0209272874739289	0.0091560229889634	0.0209786462880611	0.0256108758562246	0.00768658763017521	0.0821102556960649	0.108296286145718	0.0356227592687655	0.014267427499958	0.00438273475536966	0.00414205431552979
