	A549_G1_1A_1	A549_G1_1A_2	A549_G1_1A_3	A549_G1_1B_1	A549_G1_1B_2	A549_G1_1B_3	A549_G1_1C_1	A549_G1_1C_2	A549_G1_1C_3	A549_G1_1D_1	A549_G1_1D_2	A549_G1_1D_3	A549_G1_1E_2	A549_G1_1E_3	A549_G1_1F_2	A549_G1_1F_3	A549_G1_1G_1	A549_G1_1G_3	A549_G1_1H_1	A549_G1_1H_2	A549_G1_1H_3	A549_G1_2A_1	A549_G1_2A_2	A549_G1_2A_3	A549_G1_2B_1	A549_G1_2B_2	A549_G1_2B_3	A549_G1_2C_1	A549_G1_2C_2	A549_G1_2C_3	A549_G1_2D_1	A549_G1_2D_2	A549_G1_2D_3	A549_G1_2E_1	A549_G1_2E_2	A549_G1_2E_3	A549_G1_2F_1	A549_G1_2F_2	A549_G1_2F_3	A549_G2_2A_1	A549_G2_2A_2	A549_G2_2A_3	A549_G2_2B_1	A549_G2_2B_2	A549_G2_2B_3	A549_G2_2C_1	A549_G2_2C_2	A549_G2_2C_3	A549_G2_2D_2	A549_G2_2D_3	A549_G2_2E_1	A549_G2_2E_2	A549_G2_2E_3	A549_G2_2F_1	A549_G2_2F_2	A549_G2_2F_3	A549_G2_2G_1	A549_G2_2G_2	A549_G2_2G_3	A549_G2_2H_1	A549_G2_2H_2	A549_G2_2H_3	A549_G2_3A_1	A549_G2_3A_2	A549_G2_3A_3	A549_G2_3D_1	A549_G2_3D_2	A549_G2_3D_3	A549_G2_3E_2	A549_G2_3E_3	A549_G2_3F_1	A549_G2_3F_2	A549_G2_3F_3	A549_G2_3G_1	A549_G2_3G_2	A549_G2_3G_3	A549_G2_3H_1	A549_G2_3H_3	A549_G2_4A_1	A549_G2_4A_2	A549_G2_4A_3	A549Root1_1	A549Root1_2	A549Root1_3	A549Root2_1	A549Root2_2	A549Root2_3
A549_G1_1D_2	0.00983597101462472	0.000194027648694615	0.00442709284109663	0.00264373924172655	0.00110890082008338	0.00840718839612993	0.00443901884882114	0.00361090743617361	0.00393325403587291	0.0112694132130425	0	0.00452427265561999	0.0105058325290294	0.00310707095450675	0.00918043759603124	0.00892520469075622	0.000165297591976615	0.00829153584511672	0.00612444663757466	0.00209062018610006	0.00347104393635189	0.00367646504088937	0.00078720682274598	0.000958180132641205	0.00588750905151244	6.24806844867514e-05	0.00416147465051774	0.0107680511930037	0.0114207283973107	0.00924066359433102	0.00319110408414498	0.00629810869949835	0.00900214708883471	0.00116022092278362	0.00303511461098593	0.00238978985776731	0.00482065547557537	9.59318697652904e-05	0.00896928542893758	0.00197818380349395	0.0060034929839237	0.00669707131175583	0.00938208551128166	0.00191440313515666	0.00728169610896062	0.00520396904937579	0.00283133313545683	0.00639467428344475	0.000991272905587488	0.0003054403926238	0.004027687387822	0.000941119930205223	0.000897630401679557	0.000651568152089599	0.000101010117840433	0.00100377184649767	0.00227691593427975	6.38193315978239e-05	0.000502828027193473	0.00698790131633949	0.00466761025620026	0.0134574315466057	0.00375505209986692	0.00384866630628423	0.000895633825868726	0.000634366857284319	0.00315849443373956	0.00691426171848114	0.00219219606708986	0.00276607980254926	0.00296491377150666	0.00162336938311987	0.00193923597807386	0.00326396454307954	0.00598316017252777	0.00258020600266897	0.00495518812200711	0.0051363024024359	0.00556461091375931	0.00211122879298726	0.0017308709749033	0.0117080909929412	0.0076793731452733	0.00544851782101518	0.00250247932758784	0.00415544951686348	0.00605395136832623
A549_G1_1D_3	0.00531179154059373	0.00433024649456794	0.00895129557963201	0.00716797841852844	0.0056331624273276	0.00388297389832778	8.52544777504221e-05	0.000913371073533678	0.000591022746979663	0.00674527628103547	0.00452427265561999	0	0.0059816720107209	0.00141720951409166	0.00465624113968777	0.00440100204128887	0.00468956887529417	0.00376731883392573	0.0106486043739166	0.00661486840009317	0.0010532352077272	0.000847813147596159	0.00373707104361265	0.00548244349604289	0.0104116736728917	0.0044617924644866	0.000362800686047642	0.0152920346756395	0.0159446814145565	0.0137647126305391	0.0013331761204751	0.0108222612653952	0.0135262056344098	0.00568448191386578	0.00755934674492105	0.00213449184377263	0.000296385358397592	0.0046202037404648	0.00444508383228452	0.00254609778119379	0.00147923612010426	0.00217282454613935	0.00485789411382094	0.00643865400268283	0.00275745919366195	0.000679702679855283	0.00735556900347534	0.00187042290331939	0.00353300595409066	0.00482971043752668	0.000496588819089479	0.00358315869896046	0.003626648020459	0.00387270897239563	0.00442326332811485	0.00352050706925103	0.00224736579501648	0.00446045382914121	0.00402144820923772	0.0115120323092055	0.000143338789054067	0.00893337390770078	0.0082792698768206	0.00837288208309551	0.0036286445865621	0.00388991016861542	0.00136578587634749	0.00239001846924785	0.00233208565327454	0.00729031683551171	0.00155936708669286	0.00614762439424549	0.00258504556440951	0.00778819231005458	0.0105073220379498	0.00194407554963054	0.00947937793596728	0.00061203533310517	0.0010403485491435	0.00241305289511584	0.00279341025075802	0.00718396856601281	0.00315514363108989	0.00092425411649266	0.00202180230117794	0.000368825860371321	0.00152969518113037
A549_G1_1E_2	0.000669888930132352	0.010311813143307	0.0149326533126201	0.0131494285133973	0.0116146802119198	0.00209871746557419	0.00606692526522103	0.00689502818471081	0.00657268556493058	0.000763616530593071	0.0105058325290294	0.0059816720107209	0	0.00739885672669323	0.00132544553660388	0.0015806864970456	0.0106711228380838	0.00221437298645282	0.0166298605607046	0.0125963441492068	0.00703488969066343	0.00682947145897053	0.00971865731625147	0.0114639673375084	0.0163929448315968	0.0104433545388503	0.00634446724877647	0.0212729454908229	0.0219255357954313	0.0197457479288191	0.0073148250668855	0.0168035063146184	0.0195072594109525	0.0116659976119865	0.0135407778305632	0.00811612290759972	0.00568529064276914	0.0106017601990939	0.00153660440658692	0.00852771848848683	0.00450245167741752	0.00380886709217036	0.00112379087177505	0.01242013762677	0.00322423391220693	0.00530197786764742	0.0133370100754175	0.00411126734039883	0.00951459859785973	0.0108112592894018	0.00647825321630523	0.00956474979494474	0.0096082377647899	0.00985429090263613	0.0104048267506378	0.00950210009691539	0.00822899409781939	0.0104420159504514	0.0100030252789028	0.0174932317510382	0.00583833520319707	0.002951764772668	0.0142606641426953	0.0143542713851092	0.00961023426860579	0.00987149154204423	0.00734743415384777	0.00359167390341126	0.00831371184450477	0.0132717610645179	0.00754101129060195	0.0121291207086488	0.00856666525060634	0.0137696119516835	0.0164885871836194	0.00792571113586703	0.0154607054979873	0.00536964446211167	0.00494133564251292	0.00839467703687207	0.00877502435358035	0.00120231712172636	0.0028265495466303	0.00505742896913057	0.00800343606194497	0.00635049232727941	0.00445199297265337
A549_G1_1E_3	0.0067289810378996	0.00291304399243893	0.00753412342391539	0.00575079176962405	0.00421596610195286	0.00530017189979026	0.00133195509847055	0.000503838697092092	0.000826187039338018	0.00816245492688073	0.00310707095450675	0.00141720951409166	0.00739885672669323	0	0.00607343482481798	0.00581819722571405	0.00327236788940244	0.00518451742299876	0.00923144924512794	0.0051976779652562	0.000363974520114958	0.000569396635543959	0.00231986635087397	0.00406524636030061	0.0089945159783886	0.00304459050088964	0.00105440904129897	0.0138749421448196	0.0145275995528691	0.0123475969299388	8.40334564792842e-05	0.00940510805600017	0.0121090865434457	0.00426728587011568	0.00614216297792336	0.000717283182173667	0.00171359458917572	0.00320300245075401	0.00586227876304201	0.00112888986700767	0.00289644324197324	0.00359002970243203	0.00627508656243794	0.00502146243236828	0.00417466227392934	0.0020969113986489	0.00593838371494728	0.00328762898292245	0.00211580059779686	0.00341251008166676	0.000920620949962054	0.00216595350146818	0.00220944296294591	0.002455504746202	0.00300606120477599	0.00210330167378124	0.000830157319676335	0.0030432518599663	0.0026042445181478	0.0100948870481268	0.00156054817845598	0.0103505314920203	0.0068620918501212	0.00695570484455884	0.0022114395354467	0.0024727060031001	5.14236769275288e-05	0.00380722289911633	0.000914877326923205	0.00587313106939842	0.000142157696105372	0.00473043102343299	0.00116783773063957	0.00637101030613317	0.00909016537186256	0.000526866605914095	0.00806221074053156	0.00202924415433047	0.00245755663621986	0.000995844718748997	0.00137620287610693	0.00860114342547345	0.00457234507967105	0.00234146242280067	0.000604593467799999	0.0010483838693775	0.00294690217816658
A549_G1_1F_2	0.000655556838650097	0.00898641623345733	0.013607314018205	0.0118240643840727	0.0102892973227191	0.000773272786128328	0.00474149487449067	0.0055696028543417	0.00524725817978892	0.00208906122256709	0.00918043759603124	0.00465624113968777	0.00132544553660388	0.00607343482481798	0	0.000255241173806616	0.00934572961989327	0.000888928489553383	0.0153045479246104	0.0112709729800475	0.00570946528551842	0.00550404570193668	0.00839325460420867	0.0101385827368566	0.0150676282977075	0.00911795896502982	0.00501903847436008	0.0199477207510955	0.020600325157593	0.0184204918676406	0.00598940257481535	0.0154781965717172	0.0181819986714696	0.0103406153108825	0.0122154188722879	0.00679070634233799	0.00435985816087209	0.00927636625786178	0.000211159041408452	0.00720230522703072	0.00317701368167763	0.00248342654491792	0.000201654784431423	0.0110947642808573	0.00189879160631817	0.00397654343860019	0.0120116484050576	0.00278582784351611	0.00818919397390676	0.00948586754717137	0.00515282524969547	0.00823934563688877	0.00828283401282882	0.0085288894852645	0.00907943078366076	0.0081766953572683	0.00690357842103793	0.00911662036293054	0.00867762530310655	0.0161679338031612	0.00451290354164028	0.00427720361342085	0.01293531510688	0.0130289236785492	0.00828483053534604	0.00854609029019931	0.00602201188993244	0.00226623266088464	0.00698829684331705	0.0119463985347273	0.00621559040387775	0.0108037438376187	0.00724125231089349	0.0124442560898977	0.0151632722163681	0.00660029310174236	0.0141353741825445	0.00404421036563672	0.00361589952180114	0.00706926268827896	0.00744961316178419	0.00252776104879333	0.00150110624980489	0.00373199337812904	0.00667801862284967	0.00502506358884948	0.00312655477424029
A549_G1_1F_3	0.000910797951582752	0.00873118297869608	0.0133520911157566	0.0115688369857254	0.0100340665584645	0.000518031653203839	0.00448625585488155	0.00531436467602834	0.00499201965762141	0.00234430189757175	0.00892520469075622	0.00440100204128887	0.0015806864970456	0.00581819722571405	0.000255241173806616	0	0.00909049701826399	0.000633687373064055	0.0150493298830839	0.01101574431493	0.00545422726289001	0.00524880745199323	0.00813802032747779	0.00988335166725532	0.0148124095436417	0.00886272594639483	0.00476379972136982	0.0196925188902388	0.020345125907606	0.0181652842203568	0.00573416487556171	0.0152229790594439	0.0179267901615753	0.0100853846516248	0.0119601924068361	0.00653546965557366	0.00410461879993952	0.00902113352815105	4.40821325437527e-05	0.00694706911028275	0.00292177344916574	0.00222818593261787	0.000456895948795897	0.0108395352248829	0.00164355074939602	0.00372130376436459	0.0117564214500874	0.00253058738487291	0.00793395936180987	0.00923063520724272	0.00489758663075621	0.00798411110644814	0.00802759955359265	0.00827365543603937	0.00882419769550832	0.00792146072490009	0.00664834188722133	0.00886138734187517	0.00842239150757926	0.0159127184514619	0.00425766431407586	0.00453244280971668	0.0126800904365091	0.0127736992491108	0.00802959607939465	0.00829085627008494	0.00576677422936921	0.00201099194964041	0.00673306042596272	0.0116911714247413	0.00596035297739468	0.0105485141495862	0.00698601624984786	0.0121890301839616	0.0149080537486239	0.00634505616273967	0.0138801527317586	0.00378897074454551	0.00336065957976592	0.00681402638357809	0.00719437740383357	0.00278300150592497	0.00124586526601362	0.00347675351945021	0.00642278178592331	0.00476982484181707	0.00287131451084194
A549_G1_1G_1	0.0100012622193003	0.000359325235636721	0.00426179646142801	0.00247844207150047	0.000943603295766395	0.00857248131357909	0.00460431511889624	0.00377620414670408	0.00409855058557717	0.011434702428895	0.000165297591976615	0.00468956887529417	0.0106711228380838	0.00327236788940244	0.00934572961989327	0.00909049701826399	0	0.00845682888945565	0.00595915138748094	0.00192532285341778	0.00363634071244389	0.00384176171979	0.000952504366015817	0.00079288258995249	0.00572221362171574	0.000227778275443358	0.00432677107815705	0.0106027609019173	0.0112554390215153	0.00907537137105518	0.0033564009839062	0.00613281358565054	0.00883685459043605	0.000994923405363909	0.00286981757939388	0.00255508705521375	0.00498595151260546	6.93657227566377e-05	0.00913457770462014	0.00214348112146917	0.00616878817806561	0.00686236592664451	0.00954737728917196	0.0017491057589937	0.00744699018668384	0.00536926483324377	0.0026660360292208	0.00655996915860816	0.00115657042333854	0.000140142803459592	0.00419298388780993	0.00110641745481431	0.00106292793181868	0.000816865709492445	0.000266307708482062	0.00116906936249651	0.00244221316695797	0.000229116921095295	0.000668125597284031	0.00682260678158439	0.00483290638895856	0.0136227172023197	0.00358975537452678	0.00368336962564291	0.00106093135630649	0.000799664416215558	0.00332379134720368	0.00707955613902867	0.0023574933251768	0.00260078267357004	0.00313021076370162	0.00145807194384318	0.00210453330634767	0.00309866760162598	0.00581786481440104	0.0027455031369224	0.00478989205442468	0.0053015982323951	0.00572990644196483	0.00227652607446957	0.00189616835476247	0.0118733795458834	0.00784466683201636	0.00561381343336554	0.00266777648820567	0.00432074594780527	0.00621924652242826
A549_G1_1G_3	0.00154448496971857	0.00809751330886117	0.0127184461124142	0.0109351812198392	0.00940040277988484	0.000115655734852642	0.0038525728240245	0.00468068354823721	0.00435833774840851	0.00297798750713621	0.00829153584511672	0.00376731883392573	0.00221437298645282	0.00518451742299876	0.000888928489553383	0.000633687373064055	0.00845682888945565	0	0.0144156965678913	0.0103820855279453	0.00482054649026963	0.00461512616109578	0.00750434825332968	0.00924968716434426	0.0141787745124613	0.00822905683331774	0.00413011729021915	0.0190589247075718	0.0197115380609615	0.0175316760134635	0.00510048484307585	0.0145893470193318	0.0172931798664385	0.0094517211222356	0.0113265388693864	0.0059017919571527	0.0034709350072382	0.00838746509688673	0.000677769498535305	0.00631339273483124	0.00228808775773754	0.00159449945370493	0.00109058319628115	0.010205875506987	0.00100986379428596	0.00308761927971795	0.0111227667429496	0.00189690121971182	0.0073002865007694	0.00859696769675363	0.00426390450244238	0.007350438436887	0.00739392705108665	0.00763998389631199	0.00819052841846689	0.00728778781633546	0.00601466454321516	0.00822771822309418	0.00778872056437099	0.0152790916209996	0.0036239808181725	0.00516612425760402	0.0120464411944526	0.0121400505842438	0.0073959235845709	0.00765718479879085	0.00513309428564136	0.00137730527383226	0.00609938335212678	0.0110575163473709	0.00532667357140847	0.00991485292768078	0.0063523400039273	0.0115553779843637	0.0142744194068934	0.00571137788074992	0.0132465112142125	0.00315528637668317	0.00272697451116376	0.00618034957129017	0.00656070186372481	0.0034166864762079	0.000612178085031147	0.0028430686316985	0.0057891037399709	0.0041361424241106	0.00223762875400694
A549_G1_1H_1	0.0159600417116701	0.00631847137107635	0.00169737160448305	0.00348072923155487	0.00501555902963919	0.0145313427799763	0.0105633536423207	0.00973527027771946	0.0100576063523624	0.0173933899335052	0.00612444663757466	0.0106486043739166	0.0166298605607046	0.00923144924512794	0.0153045479246104	0.0150493298830839	0.00595915138748094	0.0144156965678913	0	0.0040338464706554	0.0095954111889746	0.00980082578242091	0.00691164051739606	0.00516627826556755	0.000236940888658413	0.00618692640314989	0.0102858192126225	0.00464372252377897	0.0052964243990865	0.00311628496640242	0.00931547988291895	0.000173664650814789	0.00287776164464108	0.00496423939643242	0.00308935426985378	0.00851418803658255	0.0109449762300251	0.00602851614306435	0.0150934080768586	0.00810259227924077	0.0121277657567399	0.0128213128011231	0.0155061838721117	0.00421006263745233	0.0134059094179349	0.0113282749953774	0.00329313562389655	0.0125189296987683	0.00711570276147099	0.00581901046959399	0.0101520365261245	0.00706555074803079	0.00702206204384178	0.00677600428825696	0.00622545526093607	0.00712820146076366	0.00840131701769981	0.00618826502902364	0.00662726673931667	0.000863468951903771	0.010791936725059	0.0195812453992721	0.00236941563309429	0.00227580109695879	0.00702006550572445	0.00675880329663185	0.00928287120351808	0.0130384929322819	0.00831659929051739	0.00335838887623455	0.0090892962002015	0.00450109460580833	0.0080636453860986	0.00286050423932665	0.000141288466001936	0.00870459914276801	0.00116927224116368	0.0112606110141637	0.0116889022790105	0.00823563402936343	0.00785528524664829	0.0178320369434981	0.0138035663372035	0.0115728139485346	0.00862687454548097	0.010279794286925	0.0121782219438159
A549_G1_1H_2	0.0119264950112314	0.002284647473798	0.00233648104718097	0.000553120243479917	0.000981720251404767	0.0104977362929132	0.00652961536441612	0.00570151081989399	0.0060238548802449	0.0133599098112908	0.00209062018610006	0.00661486840009317	0.0125963441492068	0.0051976779652562	0.0112709729800475	0.01101574431493	0.00192532285341778	0.0103820855279453	0.0040338464706554	0	0.00556164836871961	0.00576706792199957	0.00287782516374209	0.0011324409360272	0.00379690698283561	0.00215310076126096	0.00625207359370541	0.00867750647160954	0.00933019423020164	0.00715009682785753	0.00528171051891581	0.00420750998383904	0.00691157721609987	0.000930400141185391	0.00094449675300977	0.00448040131323022	0.0069112484459774	0.00199468847248573	0.0110598243285442	0.00406879742857489	0.00809407344055884	0.008787643355746	0.0114726174686602	0.000176217325455379	0.00937226044342579	0.00729455821738536	0.000740714652768101	0.00848525009312867	0.00308189060324218	0.00178518023719942	0.00611828745588877	0.00303173779230013	0.00298824840299697	0.00274218688327946	0.00219163012440816	0.00309438950252756	0.00436752801231817	0.00215443940461064	0.00259344715146099	0.00489730884389009	0.00675820467713056	0.015547879692223	0.00166443698704122	0.00175805161206526	0.00298625183357745	0.00272498563562304	0.00524910109339461	0.00900483096443625	0.00428280859877647	0.000675461134065038	0.00505552173021135	0.000467251419637033	0.00402984979413105	0.00117334746671067	0.00389255886068902	0.00467081636045846	0.00286457944785233	0.00722689225929727	0.00765519628298783	0.00420184174715362	0.0038214857701562	0.0137985785200608	0.00976993191185272	0.00753910443652986	0.00459309014059707	0.00624604851134841	0.00814453123975054
A549_G1_1H_3	0.00636501267295131	0.00327701715072485	0.0078980894849519	0.0061147612841161	0.00457993787026909	0.00493620113541607	0.000967980762961649	0.000139864187116894	0.000462212574017876	0.00779848956487405	0.00347104393635189	0.0010532352077272	0.00703488969066343	0.000363974520114958	0.00570946528551842	0.00545422726289001	0.00363634071244389	0.00482054649026963	0.0095954111889746	0.00556164836871961	0	0.000205422132488791	0.0026838399823416	0.00442921831404918	0.00935847854548137	0.00340856354069693	0.000690434625546663	0.0142388887113743	0.0148915434775867	0.0127115492170485	0.000279941067311307	0.00976906953305549	0.0124730396653768	0.00463125757384031	0.00650613181125255	0.00108125759129809	0.00134962040017659	0.00356697534136409	0.00549830887203224	0.00149286414628814	0.00253246977296927	0.00322605684274871	0.00591111737109942	0.00538543310088669	0.00381069003554259	0.00173293739891046	0.00630235290832794	0.00292365584052495	0.00247977436893068	0.0037764827640051	0.000556646503163266	0.0025299272394068	0.00257341667145279	0.00281947827832622	0.00337003427982994	0.00246727545311543	0.00119413169799599	0.00340722490100806	0.00296821793525537	0.0104588465877869	0.00119657392564982	0.00998657186882909	0.00722605931769285	0.00731967212382838	0.00257541324266428	0.0028366795221882	0.000312550845336451	0.00344325025871081	0.00127885167988574	0.00623710037560743	0.000506132205710962	0.00509440211051251	0.00153181199517291	0.00673497872114224	0.00945412768923124	0.000890841058924501	0.00842617560721411	0.00166527011816715	0.00209358285317954	0.00135981904538906	0.00174017705412066	0.00823717910201493	0.00420837332027655	0.00197748856592191	0.000968567904114256	0.000684409451982674	0.00258292874877087
A549_G1_2A_1	0.00615959372201387	0.00348243836379631	0.00810350648006011	0.00632018031026422	0.00478535823899235	0.00473078089594792	0.000762558690339197	6.55579460936671e-05	0.000256790451193358	0.00759307224289683	0.00367646504088937	0.000847813147596159	0.00682947145897053	0.000569396635543959	0.00550404570193668	0.00524880745199323	0.00384176171979	0.00461512616109578	0.00980082578242091	0.00576706792199957	0.000205422132488791	0	0.00288926148975471	0.00463463879431662	0.00956389350155445	0.00361398468085806	0.000485012520270195	0.0144442944128141	0.0150969476580589	0.012916958217243	0.000485363188705741	0.00997448385507741	0.0126784491476642	0.00483667790375247	0.00671155043498169	0.00128667961138861	0.00114419839277997	0.00377239639003746	0.00529288909962212	0.00169828607404623	0.00232704811747237	0.0030206354992755	0.00570569797464035	0.00559085281184874	0.00360526901588602	0.00152751548073982	0.0065077717446403	0.00271823435143974	0.00268519596452241	0.00398190368553167	0.000351224386807343	0.00273534881393542	0.00277883822740489	0.00302489972336672	0.00357545544160523	0.00267269705390726	0.00139955369543703	0.00361264604190585	0.00317363930858094	0.0106642597846647	0.000991151889313219	0.00978115768523477	0.00743147713751914	0.00752508983306111	0.00278083479773354	0.00304210095915914	0.000517972964621409	0.00323782902906421	0.0014842736589428	0.00644251927858936	0.000711554308922648	0.00529982207106973	0.00173723391279241	0.00694039709826523	0.00965954249998435	0.00109626311237797	0.0086315919039883	0.00145984818244159	0.00188816104062022	0.00156524100590134	0.00194559891335759	0.00803176234601587	0.0040029525526765	0.00177206671702049	0.00117398994460488	0.000478987346175025	0.0023775071133923
A549_G1_2A_2	0.00904879173242308	0.000593179209497112	0.00521429259677474	0.00343094328389665	0.0018961069974817	0.00762000137483946	0.00365181702166203	0.00282370375364206	0.00314605102507127	0.010482242983225	0.00078720682274598	0.00373707104361265	0.00971865731625147	0.00231986635087397	0.00839325460420867	0.00813802032747779	0.000952504366015817	0.00750434825332968	0.00691164051739606	0.00287782516374209	0.0026838399823416	0.00288926148975471	0	0.0017453864421017	0.00667470385651567	0.000724726151872823	0.0033742721541922	0.0115552200985003	0.0122078927529832	0.0100278421480408	0.00240389962322656	0.00708530187962194	0.00978932702262214	0.00194742705205604	0.00382231787842128	0.0016025842134892	0.00403345464655209	0.000883138665993721	0.00818210129961588	0.00119097770547596	0.00521629582316901	0.00590987670675217	0.00859490363185775	0.00270160837157406	0.00649450389109763	0.00441676931387735	0.00361853681793685	0.00560747852729291	0.000204066145261281	0.0010926471127924	0.00324048458594296	0.000153913152221658	0.000110423609659052	0.000135638697674457	0.000686196725475824	0.000216565090817247	0.00148971015518132	0.000723387506434761	0.000284378839600448	0.00777509153699796	0.00388040901604048	0.0126702776319566	0.00454225369830457	0.00463586766451502	0.000108427032830893	0.000152839995147706	0.00237128991688058	0.00612706797541255	0.00140499019199837	0.00355328361260814	0.00217770893632883	0.00241057500538082	0.00115202984256517	0.0040511673142042	0.00677035460812025	0.00179300060368227	0.00574238623693582	0.00434910246727542	0.00477741229046941	0.00132402283028388	0.000943664654521674	0.0109209237919384	0.00689218267311445	0.00466131883085922	0.001715273825754	0.00336824700652283	0.00526675438338183
A549_G1_2A_3	0.0107941112129089	0.00115220769782469	0.00346891842366344	0.00168556076955063	0.000150720749427934	0.00936533894556471	0.00539719000666838	0.00456908139228371	0.00489142696422638	0.0122275414587306	0.000958180132641205	0.00548244349604289	0.0114639673375084	0.00406524636030061	0.0101385827368566	0.00988335166725532	0.00079288258995249	0.00924968716434426	0.00516627826556755	0.0011324409360272	0.00442921831404918	0.00463463879431662	0.0017453864421017	0	0.00492933970786762	0.00102066079357426	0.00511964680383795	0.00980991019276131	0.0104625925097383	0.00828251184577026	0.00414927926143154	0.00533994106593456	0.00804399381594936	0.000202040877832804	0.0020769368266485	0.00334796699791006	0.00577882516966805	0.00086224829423538	0.00992743209193961	0.00293636176424371	0.00696165744191247	0.00765523220675878	0.010340229166675	0.000956223684931964	0.00823985371723	0.00616213716255173	0.00187315497877385	0.00735283677673728	0.00194945231624898	0.000652739814532833	0.00498586000022991	0.00189929939508549	0.00185580991197487	0.00160974789309065	0.00105919021129078	0.00196195124335838	0.00323509331209583	0.00102199943877894	0.00146100788548648	0.00602973683534438	0.00562578055051505	0.0144155385081439	0.00279687587759643	0.00289049031536544	0.00185381333828634	0.0015925466125884	0.00411666970033944	0.00787242142274085	0.00315037361707428	0.0018079015331766	0.003923089551762	0.000665189653185451	0.00289741400991945	0.00230578721355547	0.00502499121613669	0.00353838272006328	0.00399701535735938	0.0060944708027497	0.00652277743807038	0.00306940650241482	0.0026890493675676	0.0126662152661599	0.00863752836947508	0.00640668486752655	0.00346065622083801	0.00511362169116044	0.00701211557938969
A549_G1_2B_1	0.0157231239711366	0.00608153400241567	0.00146043094235737	0.00324378937520013	0.00477862033452666	0.0142944210320925	0.0103264227763621	0.0094983378802642	0.00982067453586088	0.0171564766007498	0.00588750905151244	0.0104116736728917	0.0163929448315968	0.0089945159783886	0.0150676282977075	0.0148124095436417	0.00572221362171574	0.0141787745124613	0.000236940888658413	0.00379690698283561	0.00935847854548137	0.00956389350155445	0.00667470385651567	0.00492933970786762	0	0.00594998888632841	0.0100488878191428	0.00488066135215841	0.00553336262487123	0.00335322490408389	0.00907854675789747	0.000410605532629077	0.00311470171741197	0.00472730065547431	0.00285241418668519	0.00827725361374091	0.0107080461129273	0.00579157845210511	0.0148564878595949	0.0078656572361329	0.0118908381334319	0.0125843867618747	0.0152692648168367	0.00397312327884887	0.0131689847839586	0.0110913456577714	0.00305619565533622	0.0122820029578028	0.00687876635911896	0.00558207255541314	0.00991510488348761	0.00682861428143137	0.00678512552190585	0.00653906745979416	0.00598851778718127	0.00689126507450242	0.00816438242163215	0.00595132751371988	0.00639032973097976	0.00110040975377357	0.0105550063043829	0.0193443395455687	0.00213247520613555	0.00203886063222509	0.0067831289812552	0.00652186644716487	0.00904593802334404	0.0128015674076145	0.0080796645659764	0.00312144894597317	0.00885236269673752	0.00426415547313849	0.00782671028591372	0.00262356403657543	9.56524238950847e-05	0.0084676650175084	0.000932331452206145	0.0110236815369538	0.0114519736998717	0.00799869918329391	0.00761834984597505	0.0175951250373848	0.0135666426957921	0.011335885122584	0.00838994029793832	0.0100428628821528	0.0119412944327172
A549_G1_2B_2	0.00977349268962814	0.000131546964430855	0.0044895730430465	0.00270621975237438	0.00117138147305469	0.0083447094316458	0.00437653863908912	0.00354842706454895	0.00387077372326741	0.0112069356318425	6.24806844867514e-05	0.0044617924644866	0.0104433545388503	0.00304459050088964	0.00911795896502982	0.00886272594639483	0.000227778275443358	0.00822905683331774	0.00618692640314989	0.00215310076126096	0.00340856354069693	0.00361398468085806	0.000724726151872823	0.00102066079357426	0.00594998888632841	0	0.00409899438276571	0.010830529058362	0.01148320591307	0.009303142198499	0.00312862364332908	0.00636058841260266	0.00906462579832121	0.00122270157294457	0.00309759506708292	0.0023273093089234	0.00475817535180974	0.000158412553585491	0.00890680670391269	0.00191570321130856	0.00594101317221054	0.00663459171514567	0.00931960697213069	0.00197688372772446	0.00721921671213922	0.00514148901919338	0.00289381362086329	0.00633219459014026	0.000928792243409791	0.000367921074678734	0.00396520709347108	0.000878639265695013	0.000835149735298686	0.000589087476828841	3.8529434975021e-05	0.000941291184856735	0.002214435372678	1.33864172581381e-06	0.000440347347869368	0.00705038080673028	0.00460513009713233	0.0133949552989736	0.00381753243619707	0.00391114662520477	0.000833153159399296	0.000571886181334296	0.00309601398793484	0.00685178219413011	0.00212971549640963	0.00282856029695446	0.00290243329700621	0.00168585000120135	0.00187675538225284	0.00332644496378705	0.00604563997969437	0.00251772547659399	0.00501766820304812	0.00507382235519436	0.00550213097820852	0.00204874821388802	0.0016683903606796	0.0116456136598895	0.0076168938940374	0.00538603785430928	0.00243999879198006	0.00409296924791228	0.00599147157145267
