	A549_G1_1A_1	A549_G1_1A_2	A549_G1_1B_1	A549_G1_1B_2	A549_G1_1B_3	A549_G1_1C_1	A549_G1_1C_2	A549_G1_1D_1	A549_G1_1E_1	A549_G1_1E_3	A549_G1_1F_1	A549_G1_1F_2	A549_G1_1F_3	A549_G1_1G_1	A549_G1_1G_2	A549_G1_1G_3	A549_G1_1H_1	A549_G1_1H_2	A549_G1_1H_3	A549_G1_2A_2	A549_G1_2A_3	A549_G1_2B_1	A549_G1_2B_2	A549_G1_2B_3	A549_G1_2C_1	A549_G1_2C_2	A549_G1_2C_3	A549_G1_2D_1	A549_G1_2D_2	A549_G1_2D_3	A549_G1_2E_2	A549_G1_2F_1	A549_G1_2F_2	A549_G1_2F_3	A549_G2_2A_1	A549_G2_2A_2	A549_G2_2A_3	A549_G2_2B_1	A549_G2_2B_2	A549_G2_2B_3	A549_G2_2C_1	A549_G2_2C_2	A549_G2_2C_3	A549_G2_2D_1	A549_G2_2D_2	A549_G2_2E_2	A549_G2_2E_3	A549_G2_2F_1	A549_G2_2G_1	A549_G2_2H_1	A549_G2_2H_2	A549_G2_3A_1	A549_G2_3A_2	A549_G2_3D_1	A549_G2_3D_2	A549_G2_3D_3	A549_G2_3E_1	A549_G2_3E_2	A549_G2_3E_3	A549_G2_3F_1	A549_G2_3G_1	A549_G2_3G_2	A549_G2_3H_1	A549_G2_3H_2	A549_G2_3H_3	A549_G2_4A_1	A549_G2_4A_2	A549_G2_4A_3	A549Root1_2	A549Root2_1	A549Root2_2
A549_G1_1F_1	0.00578410647424052	0.00293991930793082	0.00352363193921151	0.0107464844907946	0.0155469657455976	0.00468340494520108	0.00262908731603029	0.0027613353970344	0.00741027988698035	0.026910365271455	0	0.0460042931871108	0.0203454953149051	0.00390205122091374	0.00248430165625943	0.011035918421375	0.011235496912488	0.00563719086295438	0.0169750320933264	0.0432958510259896	0.00991004838421784	0.00827111007163022	0.00981231328356801	0.0146319794340169	0.00926820667097556	0.0477155356522562	0.0126091811410781	0.00717023198682371	0.0118479941230109	0.0345482483947341	0.0130022582594718	0.0162590335896258	0.00310399543926517	0.0172816608763181	0.00441469063545892	0.00309834212180672	0.0162087907074809	0.00639632451100574	0.0196328365298517	0.0162400507878537	0.0066171737862302	0.00740764771050138	0.015677632727614	0.0118606615101203	0.00371831058469523	0.0194398524885308	0.0402873011936931	0.028712967966155	0.0277391281000621	0.019819185107046	0.0135645043417942	0.0033158585212586	0.00737074781053756	0.0158916204464693	0.012191553553486	0.0164769603211045	0.018132721944691	0.0109447490353372	0.00732861570682016	0.00864515274584302	0.00722791215223808	0.00995173354360693	0.0308377656113476	0.0153533728684772	0.0149983476536942	0.0173317190544689	0.0128740169385037	0.0242003479639559	0.0258900133361501	0.00853249652514634	0.00130142635254706
A549_G1_1F_2	0.0402293744166367	0.047932291601771	0.0424994480381556	0.0353192516520839	0.0321137142246797	0.0420043357988146	0.0433961659670761	0.0439485947510578	0.0412375877409197	0.0194534213837859	0.0460042931871108	0	0.0267864681498043	0.0422760282939927	0.0474714621830291	0.0528830974353445	0.0434174643994334	0.0492522922499818	0.0291024477735809	0.0091095523978805	0.0361140112292583	0.03907088795223	0.0548187184251274	0.0327981582534417	0.0368753256162943	0.0107565803123391	0.0364316517801454	0.0389419071016935	0.0355537810703401	0.0219005377536552	0.0330284313068699	0.0299354107441156	0.0432039643083679	0.0290522017196172	0.0500092731301557	0.0431546510050299	0.035761407392106	0.0482478482017805	0.026390834143231	0.0297919355196718	0.0396531696806638	0.0409117645155064	0.0314295738140316	0.0344068910453423	0.0487621762030863	0.0265902898372411	0.00708987521687164	0.0178694675947718	0.0215737465397627	0.0271268262397372	0.0344743887004391	0.0490891799843965	0.0414941838164684	0.0304483949333241	0.0339528863229833	0.0303704893189337	0.0278934475855725	0.0384767790481187	0.043877688764327	0.0399891369691423	0.0394186702091	0.0469123158698658	0.0151833075815133	0.0328927217344117	0.0310973235531564	0.0293302894880361	0.0333283817478027	0.0222322985279241	0.0247459902552724	0.0375174560746973	0.0455113557337471
A549_G1_1F_3	0.0148886095183611	0.0217639906092049	0.0170666690779339	0.0108137787548716	0.0053347761898994	0.0172918247733628	0.0177444733690733	0.0179120756482292	0.0145924393578686	0.0105559002205488	0.0203454953149051	0.0267864681498043	0	0.0164467020791568	0.021347433637395	0.0294662171630973	0.0167471898713198	0.0227307963825141	0.00477879262081126	0.02301943189247	0.010840827802799	0.0125831515526409	0.0283333127318863	0.0119852253403286	0.0123612399606017	0.0311016135521602	0.00965542669686036	0.0140479577909942	0.00891610118556448	0.0153704830490115	0.00875926294657223	0.00785246353959393	0.0173000978260887	0.00357672318203078	0.0246862673703918	0.01728186990568	0.00972932265587529	0.0215909170234269	0.00461785011876147	0.00564613519179835	0.0137296845175286	0.0142985633918898	0.00477570826493041	0.00855857548553627	0.0225389897365415	0.00448171250148109	0.0204271196789811	0.0122780690634708	0.0153323166529217	0.00965310550218543	0.0135456444515447	0.0230954508945522	0.0148339108636855	0.00864967632722719	0.0100668167968325	0.00387095514718825	0.00482358522738759	0.011695728869831	0.0171386048380611	0.013290489101312	0.0151775165978599	0.0201552200243516	0.0123793254081535	0.00612632018741825	0.00792724679800831	0.00922090608260314	0.00766321019128419	0.00471377959212164	0.0161024688572774	0.0126140179664672	0.0201907142515097
A549_G1_1G_1	0.00241507220049891	0.00574262589960411	0.0014317604058726	0.00725016953082794	0.0116702023681348	0.00342989897352637	0.00138245952509315	0.00179594325543089	0.00447976157722407	0.0233464465807333	0.00390205122091374	0.0422760282939927	0.0164467020791568	0	0.00525576682795006	0.0142371536628991	0.00944950730343777	0.00769597004963813	0.0131901799739243	0.039413845059423	0.00618992039072706	0.00457685655995611	0.0128794733351683	0.0117759573909141	0.00596136332620256	0.0443564990681169	0.00900618397298606	0.00399919720625122	0.008003495507104	0.0307260296154691	0.00939236402023013	0.012763714284212	0.000944699507590905	0.0134234831416335	0.00828761903138558	0.000881093918131975	0.0128229452266755	0.0075272878412641	0.0158965104480035	0.0124929029311633	0.00271768537491314	0.00430142245257792	0.0117773201740003	0.0079906323135097	0.00660472275156244	0.0156944997684385	0.0364628686958061	0.0251782032138854	0.0246340779563187	0.0165423845115017	0.0110496629110553	0.00681965856392932	0.00457184033320335	0.012490777940275	0.00875262828885627	0.012577102899874	0.0143931290596769	0.00759236845139123	0.00583592326509751	0.00539605338742673	0.00483500324678582	0.00955641188871069	0.0271306834788147	0.011525148261159	0.0114473295055921	0.0140363054143674	0.00902536779297872	0.0203551557530997	0.0230561283986966	0.00509448578743409	0.00396543038755856
A549_G1_1G_2	0.00754629407747694	0.000505880954730788	0.00546680491714405	0.0124893141026714	0.0162912734721638	0.00701043868182222	0.00439250850626894	0.00352731963407993	0.00733978270062464	0.0286002995915042	0.00248430165625943	0.0474714621830291	0.021347433637395	0.00525576682795006	0	0.0121704457375365	0.0100290465866577	0.0031574639164996	0.0183810121760373	0.0443563191507347	0.0114378167020303	0.00883894188856254	0.00766998852979879	0.0167528484728954	0.0111293870888212	0.0495881407926521	0.0128451702987601	0.00907111259388265	0.0125473540131047	0.0349771467440647	0.0146477970919937	0.0180122013365082	0.00431166564233061	0.0185153650414894	0.00470964805669642	0.00437904599828109	0.0160770434133837	0.00410877954605197	0.0211135465456297	0.0177113610537378	0.00782503022600103	0.00747484426994159	0.0165906161951639	0.0130959114337434	0.00137405058842667	0.0209068124722424	0.0415631994952697	0.0304321307670039	0.0297713546260142	0.0217392459204983	0.0158001937638407	0.0018257272450464	0.00720712885840705	0.0177193372819061	0.0139825951716952	0.0174929014435274	0.0196113094184701	0.0109525999937991	0.00629916534592692	0.00870498153425639	0.00941486183228324	0.00807216844452707	0.0323493365905002	0.0159360470953062	0.0167011305347569	0.0192353727762812	0.0141631837983631	0.0254475848754332	0.0280497560600538	0.0103049643390008	0.00376709973725932
A549_G1_1G_3	0.014889479626459	0.0122190150305951	0.0130767524179279	0.0187122125680259	0.0254081356114738	0.0122645729974891	0.0128854327165792	0.0137122826793473	0.0183743193630438	0.0334605700508663	0.011035918421375	0.0528830974353445	0.0294662171630973	0.0142371536628991	0.0121704457375365	0	0.0221229354161094	0.0143002748892073	0.025241560171905	0.0516380942784949	0.0186647483243525	0.0188023517031862	0.0141206738359454	0.0201089268433276	0.0171280203839909	0.0525845469450319	0.0232336509263972	0.015456463800548	0.0219845940859014	0.0444796054560196	0.0209354494411828	0.0233781444477174	0.013767389101046	0.026007518455824	0.00758270147685338	0.0137057745779852	0.0270431507606065	0.0159019969946779	0.0274549424955994	0.0243706875280822	0.016575418386561	0.0183201785174368	0.0252294667475078	0.0210539115767031	0.0122510810720674	0.0273220774454301	0.0479975467636259	0.0350368789486033	0.0323904095769563	0.0257745257390428	0.018425468198913	0.010881682386506	0.0183623417560468	0.0227371229065221	0.0197282484273233	0.0257717432015796	0.0260767282732578	0.0217855309108225	0.0182654004847003	0.019520816854873	0.014310008242139	0.0201494696340952	0.037954605365017	0.0254736113088664	0.0224664119700313	0.0236433951093624	0.0218361662372013	0.032499709032854	0.0297445275974796	0.0168641850150483	0.0103737132543177
A549_G1_1H_1	0.0109149034135862	0.0100872048955428	0.0108670485677677	0.0133515149018606	0.0115589923182231	0.0128643171531023	0.0103180379358395	0.00892419811503475	0.00532933100828693	0.0264824977750447	0.011235496912488	0.0434174643994334	0.0167471898713198	0.00944950730343777	0.0100290465866577	0.0221229354161094	0	0.00900861378009011	0.0160708809381609	0.0386484421076185	0.0117600553663267	0.00718749837908449	0.0138163183822389	0.0185928424078418	0.0130510467662422	0.0476239195665419	0.00721276192908616	0.0120811183725321	0.00892957512206676	0.0273728165155545	0.0143622461812737	0.0174952701232017	0.00931066400125183	0.0153869232344275	0.0147381154139412	0.00942512804968982	0.00808503730427292	0.00724757767297998	0.0187065644060224	0.0158443037137528	0.00918328931415553	0.00569017315929007	0.0124856967384047	0.0114722752186639	0.0103416226560635	0.0184631695287288	0.0368123916923693	0.0283437004654992	0.0296028515893382	0.0215859460080649	0.018597433023046	0.0116107110953559	0.00511810586794321	0.0176560235712296	0.0146002941675774	0.0136174300266463	0.017426426423042	0.00545288039998488	0.00391064100624508	0.00541131957572992	0.0135777029457508	0.00377608307219915	0.0290734387076593	0.0106389226247331	0.0161884277446273	0.0193357676177795	0.0123898333547018	0.0214447366234898	0.0289040726825448	0.012183921230352	0.0122156852015747
A549_G1_1H_2	0.0101061378619608	0.00274608103838025	0.00827221703756129	0.0148615020354388	0.017477908195763	0.010019153194746	0.00718234129033724	0.00591004868658438	0.00816280999836345	0.0307280175935792	0.00563719086295438	0.0492522922499818	0.0227307963825141	0.00769597004963813	0.0031574639164996	0.0143002748892073	0.00900861378009011	0	0.0202778646358604	0.045637437191808	0.0136255665240364	0.0101986929355643	0.00560416262823631	0.0194576967334391	0.0136497856094972	0.0518772913215928	0.0135629871850621	0.0116851305135936	0.0138162472643563	0.035517300913342	0.0168734194746918	0.0203014976584911	0.00679441069310683	0.0202146548231708	0.00675303285001533	0.00689578436847121	0.0162067881675013	0.00179186098445756	0.0230576295398844	0.019692352879149	0.00989655053694888	0.00843694365074112	0.0179642086008606	0.0149277899365666	0.00222008046642589	0.0228375787773056	0.0431235623150364	0.0325853401855386	0.0323067357955172	0.0241813204905179	0.0186369744174474	0.00351212999340439	0.00794031175509417	0.0200943034768371	0.0163729235093177	0.0189633791553919	0.0215720718828078	0.0115068916111295	0.00604822535446767	0.00951290878701498	0.0122694584602545	0.00608690892654915	0.0342411086201721	0.016943901569412	0.0189529204700478	0.0216789820447241	0.0160205716888768	0.0270712410392752	0.0307464118485135	0.0127645623096765	0.00692445424505786
A549_G1_1H_3	0.0112389929178437	0.0188439141306423	0.0135076994293454	0.00657395104025662	0.0052708468589865	0.0133306626000692	0.0143496848329526	0.0148549316894535	0.0125390925364567	0.010598186737343	0.0169750320933264	0.0291024477735809	0.00477879262081126	0.0131901799739243	0.0183810121760373	0.025241560171905	0.0160708809381609	0.0202778646358604	0	0.0265534405114737	0.00707263316579265	0.0102215237030912	0.0257993837395198	0.00723774533910897	0.00818267662229527	0.0318723157460873	0.00900605680929358	0.0101097217671919	0.0071814834828476	0.0200870887725635	0.00430748058819847	0.00320397735480258	0.0141140828188128	0.00147235137360162	0.0211334180484268	0.0140675284236172	0.0109698251449891	0.0194351010133633	0.00278915169640951	0.000898216531396273	0.0105568918059478	0.0121669289115051	0.00409803413866191	0.00535080435262882	0.0196783781976569	0.0025631439219911	0.0233320771119338	0.0124751483323294	0.0136699633810492	0.00621186139168802	0.00876887886047773	0.0200073017277708	0.0128178991049376	0.00396600181282526	0.00553980052876468	0.00319477123918586	0.00136388564002006	0.0106220594007044	0.0153571161781503	0.0114650827827231	0.0109675742585501	0.018940841945615	0.0139872914109511	0.00636685636758598	0.00315249689025088	0.00489883524269348	0.00425822148605467	0.007329070150405	0.0135054614633405	0.00864531413248173	0.016594583814962
A549_G1_2A_2	0.037693197273175	0.0447709511797833	0.0399302559332919	0.0331183221197785	0.0281761357814367	0.0398765645044302	0.0406778536579202	0.0409166828958547	0.0374813839217218	0.0192993139337666	0.0432958510259896	0.0091095523978805	0.02301943189247	0.039413845059423	0.0443563191507347	0.0516380942784949	0.0386484421076185	0.045637437191808	0.0265534405114737	0	0.0335390205965664	0.0355754951586964	0.0512247609973472	0.031919283333289	0.0347270216787616	0.0195593874148594	0.0321907677732194	0.0366492515803335	0.031880414646416	0.0138166964400441	0.0308246900336514	0.0282981132437637	0.0402855102060652	0.0260498434181782	0.0475752505617845	0.0402617323927221	0.0306232611976025	0.044386903549253	0.0242034571358984	0.0273863440631129	0.0367005336280881	0.0372173705658972	0.0277806620501986	0.0314450383579378	0.0455399652163569	0.0243426918984757	0.00507657152212192	0.0183772393426135	0.0235964873591753	0.0265920609832452	0.033691714753106	0.0461009817639697	0.0377047837867138	0.0289742050334803	0.0319684034338824	0.026879316894812	0.0256076014749767	0.0342813438115596	0.039844272776273	0.0361360875687197	0.0374857421309683	0.0423443138712014	0.0145781507226999	0.0287207540380277	0.0291913227042635	0.0282943220073304	0.0304522994055183	0.0192265449158214	0.0267339233302744	0.0351848575883965	0.0430477572197637
A549_G1_2A_3	0.00417008808063627	0.0119178676108014	0.00643572104147965	0.00159159678749829	0.00701553481586167	0.00645158155184767	0.00729018874673952	0.00792439986076334	0.00686131532899971	0.0171732862981614	0.00991004838421784	0.0361140112292583	0.010840827802799	0.00618992039072706	0.0114378167020303	0.0186647483243525	0.0117600553663267	0.0136255665240364	0.00707263316579265	0.0335390205965664	0	0.00461054264887381	0.0190042637808094	0.00683737567971523	0.00197418248409517	0.0382671104043008	0.00683657272740561	0.00321207247777631	0.00453695902458952	0.0258682995529222	0.00324829365754602	0.00668057710853416	0.00713003380496323	0.00750765185563772	0.01407201195478	0.00707088245806293	0.010703006134416	0.0130592467978107	0.00972842140028134	0.00633103165082095	0.00373083677283138	0.00644526547095253	0.00663155843831696	0.00243965179548829	0.012772177141915	0.00953268299307788	0.0304016441586297	0.0190144322650606	0.0188258283457052	0.0106426878636094	0.00693929899496037	0.0129979166500266	0.00714478163577579	0.00652668474636505	0.00294810476999615	0.00710909750873505	0.00822637904214618	0.00699857374145079	0.00965666543883881	0.00635942493215945	0.0045210071857306	0.0136183233884422	0.0209534428667048	0.00739133075539375	0.00532802686992171	0.0081705461538467	0.00317958802697912	0.0143518728029257	0.0175992026832964	0.00182450878697268	0.00953228828211005
A549_G1_2B_1	0.00456329690004039	0.00922887051962441	0.00576394929796927	0.00619542152218695	0.00745342276200492	0.00716497996527733	0.00595161137983665	0.00558030926628922	0.00237359431773905	0.020799170570584	0.00827111007163022	0.03907088795223	0.0125831515526409	0.00457685655995611	0.00883894188856254	0.0188023517031862	0.00718749837908449	0.0101986929355643	0.0102215237030912	0.0355754951586964	0.00461054264887381	0	0.015792350336358	0.0114432316971456	0.00588926870789708	0.0420588638887361	0.00443234049029656	0.0052516334967417	0.00371066155405547	0.0262954518685963	0.00749557280913154	0.0108514288644293	0.00518960448386079	0.0100379131458712	0.0126779207940362	0.0052188072518182	0.00832190336209333	0.00922991319508658	0.013009327523433	0.00973527078810011	0.00255285325711259	0.00197440632844913	0.0078078675385355	0.00494679281911233	0.00997798262698348	0.0127798995994618	0.0329427588381231	0.0226733641842717	0.0231081540956203	0.0149405728409864	0.0114120486089786	0.0106328092548222	0.00266164851229411	0.0108646626902884	0.00752166706647313	0.00877586788260383	0.0115580533922191	0.00326301140301977	0.00523747910056219	0.00177986574145137	0.00690283939453209	0.00909711424665265	0.0241045474451974	0.00712955161386558	0.00948876230857928	0.0125486340057519	0.00602311862888014	0.016874667899334	0.0220869303689737	0.0050584311903176	0.00852863472795276
A549_G1_2B_2	0.0152110741051809	0.00716775465758841	0.0131227243019734	0.0201287897331423	0.0230767210103337	0.0144946829873627	0.0120583439008925	0.0110991266251965	0.0137608847035687	0.0361665032952216	0.00981231328356801	0.0548187184251274	0.0283333127318863	0.0128794733351683	0.00766998852979879	0.0141206738359454	0.0138163183822389	0.00560416262823631	0.0257993837395198	0.0512247609973472	0.0190042637808094	0.015792350336358	0	0.0243950054899922	0.0187952536640618	0.0572208003973104	0.0191084120361908	0.0167405655344974	0.0194196737907158	0.0409013266105548	0.0222410404166926	0.0256356779196712	0.011937340679164	0.025785953006018	0.00807981871198254	0.0120159695801143	0.0215157247128196	0.00692003954784631	0.0285675429814207	0.0251833981454241	0.0153087233556704	0.0140400356339143	0.0235668020075452	0.0204559141331632	0.00629750598908312	0.0283518101962743	0.0487195284739323	0.0380114094975107	0.0374363101100576	0.0294019742298957	0.0233733931097867	0.00652751486270459	0.0135331730070158	0.0253673804848526	0.0216296705260381	0.024562171225214	0.0270739020785514	0.0170336860724613	0.0114895176705747	0.0151017162631756	0.0170155621429837	0.0102421002981405	0.0397768097578039	0.0225255994951775	0.0243090325652939	0.0268974790070191	0.0215446640754655	0.0326599853020092	0.0356773225729413	0.0179602794277336	0.0108611894548783
A549_G1_2B_3	0.00936102316557383	0.0172586031458524	0.0112867140993962	0.00524830005952536	0.0111088358413356	0.0100248639765808	0.0123672969687872	0.0135497130701208	0.0136357067090194	0.0133561710329714	0.0146319794340169	0.0327981582534417	0.0119852253403286	0.0117759573909141	0.0167528484728954	0.0201089268433276	0.0185928424078418	0.0194576967334391	0.00723774533910897	0.031919283333289	0.00683737567971523	0.0114432316971456	0.0243950054899922	0	0.00593465760735821	0.0333066686560694	0.0129809942431674	0.0077772655237266	0.0105607887094162	0.0271039281098868	0.00476356379026916	0.00417251238928086	0.0126642912356153	0.00862556047545667	0.0179330202317669	0.0125627868202068	0.016310351563049	0.0192445270245339	0.0082786969658783	0.00643367293201016	0.0100737360436147	0.0132217522089769	0.0101110994048749	0.00765855463946902	0.0181246231163059	0.00823944173177527	0.0280130578653614	0.014959152989524	0.0131440936920285	0.00567909970526814	0.00177684374834728	0.017947097682484	0.0139125852183475	0.00336799430039716	0.00405993582418989	0.00975256626577957	0.00731510974803173	0.013640173627417	0.0163501229421546	0.0131965284066819	0.00740722086980632	0.020347041412032	0.0178839025738859	0.0119943687624908	0.004208396619747	0.00362660581687505	0.00721422024829118	0.0133295464641081	0.011303079431117	0.00686785163818182	0.0137562759738642
A549_G1_2C_1	0.00358480702353751	0.011629465700024	0.00575508244120195	0.00160961130256987	0.00891200425470708	0.00517838407254016	0.00676763305000243	0.00775678004768161	0.00787037734920088	0.0176597132339029	0.00926820667097556	0.0368753256162943	0.0123612399606017	0.00596136332620256	0.0111293870888212	0.0171280203839909	0.0130510467662422	0.0136497856094972	0.00818267662229527	0.0347270216787616	0.00197418248409517	0.00588926870789708	0.0187952536640618	0.00593465760735821	0	0.0384879993499084	0.00873104143140643	0.00209830227676516	0.00648769062111577	0.0275649475732216	0.00391608623810592	0.0070018387927409	0.00688660804417334	0.00888140166729287	0.0131451997889722	0.00679798070526902	0.0126472973412363	0.0133382847717784	0.0106250944839879	0.00734457940283368	0.00415896675912005	0.00746630873914912	0.00843130381988969	0.00431386147254898	0.0124992867487449	0.0104575104867324	0.0313918302564909	0.0194525188332264	0.0186752001213649	0.0106111439847901	0.00558312891964577	0.0125168381243062	0.00813419122397283	0.00662580702236962	0.00293560068652473	0.00878100409374873	0.00916129151246193	0.00867591987449474	0.0104821310189651	0.00766576345294834	0.00281938441525265	0.0144851516616621	0.0217001050273361	0.0093417851589549	0.00578226956491475	0.00810770804313702	0.00484270903762706	0.0155066279990868	0.0171354317752641	0.000935175972296095	0.00865566382365116
A549_G1_2C_2	0.0420562859616584	0.0500827558851924	0.0442305869161062	0.0371123856154943	0.0360857498747051	0.0432545651808826	0.045250248229916	0.0461353801023926	0.0443959985071919	0.0212771987870673	0.0477155356522562	0.0107565803123391	0.0311016135521602	0.0443564990681169	0.0495881407926521	0.0525845469450319	0.0476239195665419	0.0518772913215928	0.0318723157460873	0.0195593874148594	0.0382671104043008	0.0420588638887361	0.0572208003973104	0.0333066686560694	0.0384879993499084	0	0.0404175744556978	0.0405732181638377	0.0389728744356938	0.0307891467161691	0.0350212529951067	0.0316085941324011	0.0452988052486023	0.0323149177516008	0.0512228486159945	0.0452227267631472	0.0407747474566306	0.0511999168261505	0.0291060613340775	0.0323299753365162	0.0419908477925838	0.0440178068358459	0.0351506699485408	0.037125771240704	0.0509486401698662	0.0293430695261857	0.0159946756135742	0.0194004971773167	0.0202853502119892	0.0279087295487083	0.0347140994531989	0.0509889631320102	0.04467653308854	0.0318813358879206	0.0356164704134107	0.0340205744810028	0.0305203930180353	0.0422862822760501	0.0472192821278325	0.0433264874596581	0.0406054469317807	0.050740614090029	0.018790051192287	0.0370540730572155	0.0329451693501613	0.0303961718849625	0.0360418975327484	0.0264210584200743	0.0228653194551807	0.0392928741474882	0.0469622344291623
A549_G1_2C_3	0.00873372090873375	0.0131706226928135	0.0101823652385623	0.00820677851455489	0.00436964237528556	0.0114350472895368	0.0103759189346646	0.00986436774302043	0.0055276889979174	0.0192865641675399	0.0126091811410781	0.0364316517801454	0.00965542669686036	0.00900618397298606	0.0128451702987601	0.0232336509263972	0.00721276192908616	0.0135629871850621	0.00900605680929358	0.0321907677732194	0.00683657272740561	0.00443234049029656	0.0191084120361908	0.0129809942431674	0.00873104143140643	0.0404175744556978	0	0.00896865179968938	0.00242542748477032	0.0221396419045943	0.00827337740612387	0.0108965141304154	0.00957470220824421	0.00820585656567301	0.0169805915380684	0.00961454807446639	0.00403253894812545	0.0122190573547316	0.0115510601460529	0.00890587909521391	0.00679500751402379	0.00537061747461111	0.00527412558223042	0.00532266289152372	0.0138248308502132	0.0113071835188673	0.02997930635888	0.0211433674740888	0.0226612480938772	0.0148639111876087	0.0135263145204613	0.0146701541607097	0.00569873255283661	0.0112270852599464	0.00897232421990781	0.00640614706151217	0.0103373463730326	0.00209208295389492	0.00765944904099452	0.00414852121660376	0.0106398360201403	0.0105027445692573	0.0218996718333397	0.00354462102682039	0.00971865867397192	0.0128340303435967	0.00591023956995007	0.01430872748231	0.0222557547265436	0.0081967052898328	0.0129451333787873
A549_G1_2D_1	0.00158474782645231	0.0095738601297111	0.00366110226688659	0.00362567918869741	0.0100788931627564	0.00325102273607796	0.00468993584843044	0.00577527768632161	0.0067575905507087	0.0197545738060404	0.00717023198682371	0.0389419071016935	0.0140479577909942	0.00399919720625122	0.00907111259388265	0.015456463800548	0.0120811183725321	0.0116851305135936	0.0101097217671919	0.0366492515803335	0.00321207247777631	0.0052516334967417	0.0167405655344974	0.0077772655237266	0.00209830227676516	0.0405732181638377	0.00896865179968938	0	0.00704813037444588	0.0290547477513622	0.00593084857263379	0.00909729828144078	0.00489161352649163	0.0106721504076791	0.0110862266202765	0.00479323270308945	0.0129968895980066	0.011497632061584	0.0126393423312339	0.0093045062955552	0.00289937449073459	0.00639118265446988	0.00979803582743452	0.00560587355798586	0.0104441017981994	0.0124627120856957	0.0333969660584845	0.0215497027762194	0.0207048418488814	0.0126843817165158	0.00710462525541027	0.01042585447958	0.00698617694191206	0.00872238330000113	0.00502890670231863	0.0103176434750642	0.011158434981556	0.00841421643725123	0.009085065003559	0.00690865921970799	0.0016831465053191	0.0130491338385514	0.0237654280844715	0.0103124433549997	0.00786166676831461	0.0101856618987112	0.00639075814256509	0.0174343993746825	0.019064495425781	0.00146532663338618	0.0065754652837441
A549_G1_2D_2	0.00714595580823137	0.0129393049284732	0.00895230039246514	0.00582154224075541	0.00374469952815248	0.00985717418467534	0.00937806264182372	0.00923086457041023	0.00569481998373328	0.0177227557738833	0.0118479941230109	0.0355537810703401	0.00891610118556448	0.008003495507104	0.0125473540131047	0.0219845940859014	0.00892957512206676	0.0138162472643563	0.0071814834828476	0.031880414646416	0.00453695902458952	0.00371066155405547	0.0194196737907158	0.0105607887094162	0.00648769062111577	0.0389728744356938	0.00242542748477032	0.00704813037444588	0	0.0227253188003641	0.00587624020081133	0.00867265148078484	0.00874419352026111	0.00668000170395427	0.0162611394091428	0.00875266213467411	0.0061662466429546	0.0127114423761233	0.00989097337788618	0.00691590581294678	0.00542812991930882	0.00538724905822308	0.00415140085173813	0.00290453050139825	0.0136860052532186	0.00965049676775395	0.0293235811795737	0.0195972887851782	0.0206796775266177	0.0127197131232612	0.0111081223675657	0.0143355402244733	0.00594667159292733	0.00893631442066917	0.00654695617360166	0.00518587833619344	0.00854460061755496	0.00348451203212067	0.00836165691979312	0.00444606292245745	0.00866360991194796	0.0117825763602772	0.0207201009387187	0.00352494465253747	0.00743220513421324	0.0105786356959376	0.00358428646958977	0.0133263953131303	0.020089202688587	0.00606855907946523	0.0119488014981875
A549_G1_2D_3	0.0296324122294209	0.035305209186071	0.0316262471766775	0.0260785017230881	0.0191217891694488	0.0322233678023284	0.0320994954552298	0.031872270704046	0.0276619294130064	0.0189510988060119	0.0345482483947341	0.0219005377536552	0.0153704830490115	0.0307260296154691	0.0349771467440647	0.0444796054560196	0.0273728165155545	0.035517300913342	0.0200870887725635	0.0138166964400441	0.0258682995529222	0.0262954518685963	0.0409013266105548	0.0271039281098868	0.0275649475732216	0.0307891467161691	0.0221396419045943	0.0290547477513622	0.0227253188003641	0	0.0241140052857735	0.0229368976967827	0.0314490565417998	0.0189459921126794	0.0389592356492784	0.0314637163851095	0.019404389374243	0.0340027222059988	0.0189186992136631	0.0209759788430434	0.0281161134680486	0.0275067608579708	0.0192629104356955	0.0234508316444329	0.0359501472373509	0.0189197398270096	0.015053551943734	0.0193798491948894	0.0249114543855084	0.02333974588651	0.0287611182312993	0.0368000943745341	0.0278212141053108	0.0237393531386918	0.025426299993546	0.0187886808691601	0.0197935567124007	0.0240961097145008	0.0294765953015952	0.0262858741244875	0.0303457180737401	0.0311455067287243	0.016093914164638	0.0192056420987226	0.0232311382864401	0.0238847559552552	0.0227381625983816	0.0143212413675736	0.0272377333669311	0.0276886954744591	0.0346643325955363
