	A549_G1_1A_1	A549_G1_1A_2	A549_G1_1A_3	A549_G1_1B_1	A549_G1_1B_2	A549_G1_1B_3	A549_G1_1C_1	A549_G1_1C_2	A549_G1_1C_3	A549_G1_1D_1	A549_G1_1D_2	A549_G1_1D_3	A549_G1_1E_1	A549_G1_1E_3	A549_G1_1F_3	A549_G1_1G_1	A549_G1_1G_2	A549_G1_1G_3	A549_G1_1H_1	A549_G1_1H_2	A549_G1_1H_3	A549_G1_2A_1	A549_G1_2A_2	A549_G1_2A_3	A549_G1_2B_1	A549_G1_2B_2	A549_G1_2B_3	A549_G1_2C_1	A549_G1_2C_2	A549_G1_2C_3	A549_G1_2D_1	A549_G1_2D_2	A549_G1_2D_3	A549_G1_2E_1	A549_G1_2E_2	A549_G1_2E_3	A549_G1_2F_1	A549_G1_2F_2	A549_G1_2F_3	A549_G2_2A_1	A549_G2_2A_2	A549_G2_2A_3	A549_G2_2B_1	A549_G2_2B_2	A549_G2_2B_3	A549_G2_2C_1	A549_G2_2C_2	A549_G2_2C_3	A549_G2_2D_2	A549_G2_2D_3	A549_G2_2E_1	A549_G2_2E_2	A549_G2_2E_3	A549_G2_2F_1	A549_G2_2F_2	A549_G2_2F_3	A549_G2_2G_1	A549_G2_2G_2	A549_G2_2G_3	A549_G2_2H_1	A549_G2_2H_2	A549_G2_2H_3	A549_G2_3A_2	A549_G2_3A_3	A549_G2_3D_1	A549_G2_3D_2	A549_G2_3D_3	A549_G2_3E_2	A549_G2_3E_3	A549_G2_3F_1	A549_G2_3F_2	A549_G2_3F_3	A549_G2_3G_1	A549_G2_3G_2	A549_G2_3G_3	A549_G2_3H_1	A549_G2_3H_2	A549_G2_3H_3	A549_G2_4A_1	A549_G2_4A_2	A549_G2_4A_3	A549Root1_1	A549Root1_2	A549Root1_3	A549Root2_1	A549Root2_2	A549Root2_3
A549_G1_1D_2	0.0130371420033242	0.00608522579456847	0.0103416460176106	0.0255354237630699	0.00980451685345427	0.0047162811078921	0.0199348052600308	0.00815603923076345	0.00883967741712744	0.0136301560482862	0	0.0144405231392867	0.012742734001532	0.0176889532769142	0.0206818756817123	0.015006306002071	0.00484360834065687	0.00500764616009738	0.00998358814408883	0.0184368151447823	0.00475514413738472	0.0215806496610467	0.0171908847343027	0.0135724523132448	0.0159135280396338	0.0154940038653139	0.0158469317716864	0.0126550263645588	0.0186851887889165	0.0129339491516561	0.0156106666505119	0.0216339103826059	0.0117691918890197	0.00673296270052975	0.00471038055440298	0.0157175423871368	0.0114164667874382	0.0124733071046261	0.0218445638816563	0.0243319637476382	0.00757324266503652	0.0135376122331684	0.0141647438597613	0.0143110617871483	0.0105133121837311	0.00540489769298185	0.00584858094772063	0.00894561989189122	0.0157327028758517	0.00451674269159577	0.0167841992945837	0.00460719032788783	0.00745058351720145	0.0111557274554853	0.00643533177908707	0.0112222076466265	0.0108074767983381	0.0136803645756018	0.0142192500154091	0.0136416474050029	0.00587694061761491	0.0200543948146118	0.00561912380136553	0.010352762083621	0.0113303659357107	0.0195626203602958	0.00462739289707948	0.0235035817936839	0.00773862571528247	0.0183844181321934	0.019446850310054	0.027583184205676	0.0288206025828802	0.00982262724091674	0.00687056965553991	0.0174629471452447	0.0214087356360406	0.00536657990424649	0.0103556502843506	0.0134130845533544	0.00781942358819523	0.0201446174206062	0.0314005025331525	0.0219243798192889	0.00885313897847748	0.0105995769383839	0.0195514519649615
A549_G1_1D_3	0.0242868214870215	0.0185771576293132	0.00621294171579984	0.0373517519303691	0.0126819723958623	0.0123207512427431	0.0311848217759632	0.00850128204401661	0.00710977776406198	0.0246568307875118	0.0144405231392867	0	0.026084471061753	0.0110515794772359	0.0122073937786926	0.0285747914086671	0.0167199296698172	0.0165814380480974	0.0241348771976861	0.0263452824683153	0.0171425395580119	0.0329573420739386	0.0301274803189638	0.0152385809919848	0.0281883901186391	0.0190217390665475	0.0120414037798939	0.0261366887639688	0.0264382907459834	0.0145552518979468	0.0241213531017381	0.0284309631413854	0.0109142279038084	0.0172378249164072	0.0151574961748254	0.00273402067288566	0.0246474731193993	0.00703189426277256	0.00808501340741372	0.0348555231615862	0.0192958498805781	0.00960885666107808	0.0222473971014074	0.0261737702588658	0.0101494500109072	0.0180524290753336	0.0171223052280429	0.0172292772481696	0.00337904965175108	0.0159626113504508	0.0262832304454195	0.0137936725021834	0.0130015052505164	0.0239543515543203	0.012820222197814	0.00636627796813059	0.022425492219217	0.00493403447616349	0.00437461082221433	0.0241687990363846	0.0105406095461318	0.0134662236860071	0.0185824655291438	0.0219315704998884	0.0196116457414353	0.0285263393415381	0.0180314485406952	0.0327909210094654	0.0162707096653622	0.0246209698629522	0.0286361934676634	0.0383764874111819	0.0371714097446732	0.0208218352932654	0.00994087720393542	0.0246721938763477	0.0272846644769236	0.011800649958401	0.021461624410288	0.0113552001656326	0.00955399049951453	0.0321743552822511	0.0413409797836347	0.0153938029099368	0.0198714783979078	0.0147720870677111	0.00706448479257412
A549_G1_1E_1	0.00880990552065693	0.00840671314989907	0.0215560469942242	0.0182472647914352	0.0179213343424707	0.0150560675713846	0.0145250593609678	0.0180305589973318	0.0200802906589091	0.00955767561631406	0.012742734001532	0.026084471061753	0	0.0268233479615559	0.0301753480975298	0.00317712809338719	0.00980773528586765	0.0108427567044567	0.00655596781085268	0.0194701272643915	0.00987836180957674	0.0158697202616247	0.0120568619108751	0.0213916597865741	0.0105169607099199	0.0224092047350601	0.0263579960663574	0.000892963980653271	0.020175544494119	0.020721671929611	0.0147901197861091	0.0235830993789847	0.0213065220122171	0.0106010012851349	0.0122457621147778	0.027287121282075	0.00320615216586943	0.0231437471538411	0.0330163206413628	0.0197107610718376	0.0123254496750865	0.0231146718016589	0.0161822723599497	0.0132067531929791	0.0200398733309376	0.0110419792805405	0.0107680895622788	0.0118232553312767	0.0266329196549713	0.0104538476473624	0.0141898926273176	0.0128372800472639	0.0154129396972869	0.00355801253200481	0.0157557930908964	0.021913291739288	0.00888444446745493	0.0241912296185188	0.0255868864137164	0.0109888220215983	0.0160605200186761	0.0297157466873679	0.00957367310890413	0.00754232529708088	0.015079245354381	0.0183469342571628	0.00929483539312361	0.0219957338439592	0.0158170860379172	0.0202237591869383	0.0187338162673196	0.0218016734955157	0.0263801928241218	0.0110775931093998	0.017798827475446	0.0177674314888398	0.0236666832690808	0.016212187219505	0.0120975772600582	0.0225666739223572	0.0172262304471936	0.0100412905597509	0.0270806985459865	0.0308648381547192	0.0078748548293539	0.0172889778796771	0.0301781550108931
A549_G1_1E_3	0.021531585169902	0.0188984692369708	0.0122265576480544	0.0416300208482989	0.0184303082918311	0.0134499241700283	0.0362532659231538	0.0134727488093241	0.0147458639216333	0.0280253776030255	0.0176889532769142	0.0110515794772359	0.0268233479615559	0	0.00655102724659884	0.0292672380100886	0.0174998824176735	0.0167809180856975	0.0264914644326686	0.0336369133179522	0.0205055970256324	0.0381109947160278	0.0345206089142309	0.0234684527574982	0.0326012800557686	0.0280544170138061	0.0225492610677422	0.0271659458802136	0.0342140761640228	0.0227713856764051	0.0297038930710415	0.0367402913157832	0.0194832927213981	0.0214590023168835	0.0186027770398011	0.00999889711051621	0.0263985816056573	0.0153207866593035	0.0126511907893503	0.040499204759272	0.0247768289607971	0.00422944431915404	0.0292347835667054	0.0316539791701935	0.00989218533926644	0.0223824250713074	0.01680656413983	0.0153317781147678	0.00963747962927777	0.0192333934329726	0.031886874293367	0.0156682357211096	0.0118002590550775	0.0257572528822611	0.0193491212295258	0.0073880341441954	0.0262450111051876	0.00865275642202349	0.00856631511887631	0.0288037255744917	0.0142871977968099	0.00505907431726034	0.0188530542187491	0.0204310648546386	0.0264208393063828	0.0353573061847461	0.0195023791581019	0.0399801902336217	0.0230076635199294	0.0322527478239124	0.0356124569291866	0.043835883563136	0.0444751912764609	0.0255999708435906	0.0145852667997565	0.0309027789478588	0.0354756275637665	0.0133578959447779	0.0270875425320159	0.0192769332206796	0.0120535141860283	0.0346422663184843	0.0477616069349374	0.00554049938700235	0.0212101974269541	0.0210196799547611	0.00851311287827475
A549_G1_1F_3	0.0251468352753751	0.0226934999789521	0.0127861122165532	0.0432901127538984	0.0187923576151589	0.0173068255166006	0.0385751870790872	0.0159998854455055	0.0162792697307014	0.0297143435207154	0.0206818756817123	0.0122073937786926	0.0301753480975298	0.00655102724659884	0	0.0322646764393233	0.0210957229793419	0.0198886483155208	0.0300215842142495	0.0346962440906507	0.0230072902397747	0.0405532490550516	0.037466825454299	0.0233836284166951	0.0354094854077525	0.0286809607607031	0.0226388515639321	0.030399080618302	0.0362682043150779	0.023025704537795	0.0310241249990689	0.0378861068520734	0.0198526314903496	0.0240560297818859	0.0205451193281449	0.00992323511777544	0.0292500409835541	0.0151341933482364	0.0102257801859301	0.0419343505540427	0.0271944544833682	0.00868618753875344	0.031077223983911	0.0338232042050845	0.01077144346423	0.0257072070581716	0.0199099277172719	0.0194687034171677	0.00974219403730125	0.0223003734980324	0.034032041132596	0.0181901929454373	0.0149745737337476	0.0287040796624774	0.0213839742922068	0.0102369058625896	0.0282502829274625	0.00920389082908855	0.00866479068945271	0.0307853997657035	0.0163191937945657	0.00685658146151808	0.0226277533916119	0.0236972785981653	0.0289245673616145	0.0372417815316955	0.0222394339801033	0.0418966985090849	0.0246284371197884	0.0332752674735504	0.0373925758697679	0.045433206914536	0.0457921985845758	0.0273511732933622	0.0157474568841135	0.0316193312470124	0.0360118769420832	0.0156860120576595	0.0292917847498981	0.0187132865375968	0.0145042420886232	0.0373009145001515	0.0490263282340181	0.00812650789349119	0.0236110001294824	0.0216034879063592	0.0105890467346218
A549_G1_1G_1	0.0102570186280244	0.0110657002241961	0.0237040629212429	0.0164259325795749	0.019605712549723	0.0176113910987574	0.0141485588740708	0.0205700462102013	0.0223874749645895	0.00965661188210099	0.015006306002071	0.0285747914086671	0.00317712809338719	0.0292672380100886	0.0322646764393233	0	0.0124248513375445	0.0130195476298932	0.00812149394322529	0.0197475603847494	0.0119137415649277	0.0153622966279395	0.0118295884969676	0.0227870444773842	0.010706883069634	0.0236478723913235	0.0282487905287246	0.00284800653542191	0.0210513533780259	0.0222889300946563	0.0153330331421706	0.0239821930246369	0.0232041106449209	0.0128028541505785	0.0141168007606668	0.0296503974539503	0.00444069905985271	0.0252015301383697	0.0353384524614112	0.0186435312625762	0.0138455096603712	0.0255317365185845	0.0173259362659081	0.0133621037454998	0.0220302079501517	0.013324005939212	0.0128704028322193	0.0144504497068452	0.0290428108331982	0.0129839850883785	0.0148442712841875	0.0150566591587805	0.017701504247864	0.00540825056976228	0.0179037026038928	0.0243661992918277	0.00970820412850984	0.0265311098585095	0.0278664300042424	0.0116326553574371	0.0183021493266142	0.0319645985111347	0.0119305293337913	0.00935547692028948	0.0168705923366545	0.0186890782239595	0.0111909103346428	0.0219357073006723	0.0173550582598054	0.0209407447598736	0.0189541696834282	0.0204946484500372	0.0259285043238186	0.0120441331415892	0.0197881184568952	0.0181319204143641	0.0240065900868082	0.0182871673862314	0.0132460012463862	0.0242785459280939	0.0196425142449771	0.00903224527517692	0.0258640086595563	0.0331848018212232	0.00968803536416177	0.0188511290975411	0.0328814119106965
A549_G1_1G_2	0.00884049619748441	0.00201023113766357	0.0126640362823799	0.0252812331728499	0.0117240950169101	0.00536871703799521	0.0199994908468685	0.009372494564307	0.011645988032115	0.0128179457354726	0.00484360834065687	0.0167199296698172	0.00980773528586765	0.0174998824176735	0.0210957229793419	0.0124248513375445	0	0.00265273289070923	0.0093851660352155	0.0204563304738761	0.00526891530428623	0.0216947882423004	0.0175393285272289	0.0165556867414446	0.0158084822601225	0.0190208504143882	0.019691079618701	0.0100161964046568	0.0208651693751299	0.0157255719783343	0.016127110236178	0.0242020002839699	0.0147166210722959	0.00700048865424987	0.00601330858888968	0.017842637584552	0.00930706537634862	0.015073740894386	0.0237325875827646	0.0249322737141491	0.0102296684027661	0.0136017085531412	0.0159448434564125	0.0158555304011599	0.0111519102036391	0.00734318802307916	0.00315575566502324	0.00468946738451589	0.0173514834458323	0.00430169576253788	0.0170417896034147	0.00436044797329924	0.00624073582553631	0.00880064300555061	0.00942969859255247	0.0122391889277628	0.0105988066258712	0.0149345192266176	0.0160918674102367	0.0135660209034592	0.00743947288999744	0.0204021800269594	0.00339080116819846	0.00618938901776604	0.0133079874205924	0.0208766668872244	0.00381528099590221	0.0251901524472702	0.0114988571912262	0.0202330376148115	0.0211078881528904	0.0279007878007709	0.03015377438983	0.0108478593562258	0.00945751924182292	0.0184879028951935	0.0238214752000716	0.00713080219267145	0.0120840004585036	0.0160023156238637	0.00821451513574419	0.018163610203645	0.0323877811979614	0.0217533721517416	0.00624094154116678	0.012448968074924	0.0206378165263346
A549_G1_1G_3	0.00859062362589808	0.00360045878615064	0.0120214330430649	0.025930820543987	0.0114449320438996	0.00532046560643496	0.0212635108556357	0.00987164754258165	0.0117340163819788	0.013373344853069	0.00500764616009738	0.0165814380480974	0.0108427567044567	0.0167809180856975	0.0198886483155208	0.0130195476298932	0.00265273289070923	0	0.0104840721404308	0.0211797984714285	0.00594579587194858	0.0230017819869023	0.0187140279030864	0.0165934570281792	0.0171905145203066	0.0194803975684437	0.0198760675261057	0.0109851675073111	0.0221906285399673	0.0159728826294832	0.0170049189056737	0.0250663810431109	0.014863872015318	0.00839553217300482	0.00575994055562373	0.0173445247298564	0.0101872847995415	0.0147750237613561	0.0232125483821773	0.0257011490229116	0.0110413651982707	0.0127832991466401	0.0171489328495143	0.016644216492942	0.0097191960688317	0.00880052308467168	0.000867763399274493	0.0053384465107276	0.0170167243254888	0.00594767001022946	0.0184690668412106	0.00387570936656123	0.00510402298512569	0.00995693854000048	0.0101404300059665	0.0116876044766804	0.0113180889353944	0.0144176295129768	0.0153217098962953	0.0146431658947399	0.00716425669704071	0.0192531513791763	0.00365568115947756	0.0059386960779818	0.0148272811446815	0.0221268718525978	0.00305470599568326	0.0263420375885335	0.0117907284809644	0.021163840283184	0.0221984727560259	0.0287693123188428	0.0312000059560086	0.0113986171783654	0.00865811782531205	0.0191056267516668	0.0244527258660622	0.00567215293102613	0.0130647445762112	0.0157811028462703	0.00810352634313629	0.0193774116472356	0.0331684655363116	0.0207723955137642	0.00670523342174022	0.0125809888808247	0.0206110958891905
A549_G1_1H_1	0.0120387042916187	0.00813925789350231	0.0201117594670193	0.0192746408603369	0.0172509478428733	0.0132662742921968	0.0142314812398737	0.0169682963248159	0.0181202988602935	0.0116077036672346	0.00998358814408883	0.0241348771976861	0.00655596781085268	0.0264914644326686	0.0300215842142495	0.00812149394322529	0.0093851660352155	0.0104840721404308	0	0.0176193280046992	0.00870334665143783	0.015299564718421	0.00933611049071319	0.0196338243144478	0.00937688076227091	0.0193178095232504	0.0232942953872574	0.00620449250844876	0.0170420186861804	0.019065629046422	0.0151141974685852	0.0207658828055658	0.0194947060350216	0.00974322290469751	0.0113327232684347	0.0256132807308621	0.00643505635224463	0.021649844355061	0.0316948967737239	0.0195145511423404	0.00831549296895972	0.0224490556170843	0.0141205296295763	0.010008874799894	0.0196671357099352	0.00680736490083324	0.0107683245269151	0.01311596215323	0.0254567550444355	0.0093140220669835	0.0139868826736771	0.0124142814290584	0.015332700929055	0.0069530847856039	0.013459092169561	0.0207956567491418	0.00931747774793677	0.0233550710088878	0.0241479411704203	0.0114587807007508	0.0150392241109987	0.0288765330279969	0.00804757882670701	0.0104638231848488	0.0121812657194884	0.0166413112850803	0.00830358522056477	0.0194803504489824	0.0124100295718458	0.0188293478033662	0.016505661601024	0.0219208691342037	0.0251836367360073	0.0100583295478992	0.0163171086150022	0.0178313281206994	0.0217063665052708	0.0146796464165378	0.00927774248571014	0.0213354681967351	0.0167553300272194	0.0136713737362094	0.0263489635624978	0.0303883423673771	0.0103007592690258	0.0166092691480703	0.028860870505245
A549_G1_1H_2	0.0261725336083461	0.0210010196312931	0.0223256862117121	0.0146866932741218	0.0160339380129837	0.0227124320286187	0.0100663098649839	0.0205782852315421	0.0196348621543101	0.0121038781732045	0.0184368151447823	0.0263452824683153	0.0194701272643915	0.0336369133179522	0.0346962440906507	0.0197475603847494	0.0204563304738761	0.0211797984714285	0.0176193280046992	0	0.0153405176579793	0.0113018441556226	0.0133854803782056	0.0125417146519025	0.0115631467993694	0.0092728865900766	0.0179118932249334	0.0187488046179728	0.00683799659088094	0.0126887143168795	0.00723567610913831	0.00530104533281282	0.0159779610837097	0.0139817719994272	0.0162785799275864	0.0278231246881394	0.0165664686097502	0.0206520113883917	0.0322656632357221	0.00997282285550828	0.0116709715945204	0.0299886207234205	0.00586516445902416	0.00861439770174612	0.0250563831809428	0.0155354046824909	0.0217947783953082	0.024431350759787	0.027486619377679	0.0166532075574846	0.00793099902451574	0.0194867443315228	0.0240872442962916	0.0165282417078575	0.0146124420784794	0.0264422971867966	0.0115056635955663	0.0263720176212732	0.0274650649500022	0.00931901213803015	0.019512743009955	0.0364840958195095	0.0216542252178476	0.0231582015796663	0.00987813480356951	0.00527142710595987	0.0186742006054661	0.00860827370607173	0.0117912726134084	0.00389625510201812	0.00465529826826096	0.0134540863706848	0.0113504041486776	0.0100484348008071	0.0195166449625012	0.00623866247232679	0.00435372589997854	0.0220373463539828	0.00892779846960094	0.0172740472736777	0.0218112368770875	0.0168751697832997	0.0151679284418552	0.0385766062397307	0.0175848593684747	0.0133631249443558	0.0327969346630641
A549_G1_1H_3	0.0123803363489037	0.00621593875438911	0.0123186576741723	0.0214765735343031	0.00870082542659374	0.00840127827111794	0.0161433433202154	0.00945515711810966	0.0105759116782164	0.00894306130887416	0.00475514413738472	0.0171425395580119	0.00987836180957674	0.0205055970256324	0.0230072902397747	0.0119137415649277	0.00526891530428623	0.00594579587194858	0.00870334665143783	0.0153405176579793	0	0.0179806728019891	0.0145925892117383	0.0123836833495098	0.0125154817312241	0.014448444266032	0.0167949069153838	0.0096498715863593	0.0165059088529858	0.0117040825772384	0.0113887909890893	0.0192866797618902	0.0117133885904469	0.00310221814359916	0.00290494892474266	0.0183743534341579	0.00776495081264477	0.0135425080505808	0.0241140237417307	0.0204522784983837	0.00606348461050641	0.0165383510561859	0.0112457293895239	0.011595411359158	0.0124278264999291	0.00543944342833946	0.00660903637212789	0.00944010050136919	0.0179271303713822	0.00269222205637489	0.0128623239723062	0.00499673974421272	0.00939498151679991	0.00735976906364452	0.00628258004938455	0.0140735319313993	0.00625268223989419	0.0157389423272304	0.0169401770910085	0.00923175985870216	0.00709652866890618	0.0233853005336687	0.00705700094252862	0.00917131404383123	0.00936972329546699	0.0163162034205452	0.00405130156596636	0.0207406117029416	0.00717463701582974	0.0152781326992335	0.0164351093126834	0.0236775087059293	0.0254340228698777	0.00575563717340877	0.008448475261303	0.0135305966662295	0.0186750422069252	0.00842184234332735	0.00740592447780549	0.0131044296601101	0.00915888234460469	0.0159298382684406	0.0278300323162381	0.0251185568454903	0.00510330441491263	0.00849926019643746	0.0223830965507428
A549_G1_2A_1	0.0245345033665633	0.0212466343888632	0.0288578297427217	0.0082069014431587	0.0229171950855938	0.0256668832966008	0.00217525892206649	0.025566092420902	0.0260364819719478	0.0125531726439411	0.0215806496610467	0.0329573420739386	0.0158697202616247	0.0381109947160278	0.0405532490550516	0.0153622966279395	0.0216947882423004	0.0230017819869023	0.015299564718421	0.0113018441556226	0.0179806728019891	0	0.00726119479473213	0.021883067963524	0.00608949255327359	0.0192483363276458	0.0270871641996401	0.0151940495708133	0.011151684188644	0.0215300822102946	0.0115460922660333	0.013372875632999	0.0241143461082372	0.0167031632968477	0.0202788767391624	0.0346755800227725	0.0142939608413727	0.0282994469949338	0.0398548482862212	0.00679495142204221	0.0149865872225632	0.034289187961694	0.0117340111385026	0.00900189688475196	0.0301497579206995	0.0171626544260782	0.0234049626881632	0.0251975853904221	0.034117915940395	0.0189503437088035	0.00778496370452182	0.0228723000828284	0.0271734049356042	0.0144552871132384	0.0202370954797868	0.0315031859240865	0.0127701668954224	0.0325083115785874	0.0338925411290205	0.0101715650755525	0.0243905146953364	0.041256663089949	0.0221449833165527	0.0224854084906784	0.0138993331436794	0.00728971966366584	0.0203772126752266	0.00832616934075496	0.0180980749012476	0.0131439873217829	0.00778600687654523	0.00789327678558794	0.0115562845766338	0.0135569028481401	0.0253662915662228	0.0132430165431169	0.0148558035753522	0.0262433531551869	0.0120069065428787	0.025763449554649	0.0263568279721507	0.00978839231872081	0.0124463907148786	0.0429077135957102	0.018590174233665	0.0204937148976594	0.0385572598124272
A549_G1_2A_2	0.0202182304526524	0.0167419367974699	0.0260784710889346	0.0123822317293454	0.0213597158363363	0.0213026390586795	0.00721933001282724	0.0229650368020988	0.023425725875553	0.0122595431518663	0.0171908847343027	0.0301274803189638	0.0120568619108751	0.0345206089142309	0.037466825454299	0.0118295884969676	0.0175393285272289	0.0187140279030864	0.00933611049071319	0.0133854803782056	0.0145925892117383	0.00726119479473213	0	0.0212982183179345	0.00422906101930559	0.0188152200580034	0.0256423296728957	0.0113490790142366	0.0122749554969722	0.0209442242843124	0.013406572582073	0.0155415220669734	0.0227611950195036	0.0142377434809676	0.0171789737671104	0.0318275413142253	0.0109638927623523	0.0263649890606511	0.0375650501132266	0.0121247882041899	0.0111434426080109	0.0304820950739565	0.0121421942120313	0.00598727493931631	0.0268695570175003	0.0125937751541029	0.0190985767123297	0.0214135935832005	0.0316073501959169	0.0156119800376307	0.010392542456874	0.0194658066153279	0.0233630720771481	0.0115093158723374	0.0177183806526763	0.028080487122976	0.0111053357596133	0.0298410234129641	0.0307902842820487	0.0104998727958536	0.0213860829594955	0.0371446246529061	0.0170514237236465	0.0184779171549552	0.0124380296287585	0.0107274937585668	0.0160133286999605	0.0117114182503111	0.0152028505192294	0.0156189303276553	0.0103678464746076	0.0138482612352118	0.0173174550014899	0.0117098685340368	0.0223184737325802	0.0156683472687147	0.0174785579970803	0.0221751623451458	0.00952172531051134	0.0246951589660591	0.0234709322380231	0.011154653738205	0.0178633210332866	0.0388392291663218	0.01606652129116	0.0195567997487747	0.0356259334150578
A549_G1_2A_3	0.0241686440701712	0.0181378492106249	0.011419851669909	0.0251039391494962	0.00637407022853068	0.0162234355581123	0.0200672409314504	0.0117674039046253	0.00953474305259554	0.0149933722537674	0.0135724523132448	0.0152385809919848	0.0213916597865741	0.0234684527574982	0.0233836284166951	0.0227870444773842	0.0165556867414446	0.0165934570281792	0.0196338243144478	0.0125417146519025	0.0123836833495098	0.021883067963524	0.0212982183179345	0	0.0189868291808791	0.00643088478861247	0.00788050835300843	0.0209725679215774	0.0152734865059775	0.00164163606107458	0.0119371428462804	0.0151623698046829	0.00449113389205933	0.0115782986781011	0.0110147707578841	0.0162394079879013	0.0185400656358424	0.00876358338930365	0.0200482958132403	0.0216427293494729	0.0119206927332468	0.0204014111787771	0.0108160921154149	0.0158386094895456	0.0154472152400377	0.0143403484667115	0.0172848511304237	0.0196454026243876	0.0159516536125598	0.0130868593949249	0.0153305528729767	0.0132966161574637	0.0168653166759926	0.0181129600701523	0.00802842548845013	0.0164882733967928	0.013461676557292	0.0152451115619353	0.0161790708296691	0.0138438170123075	0.0112355344875382	0.0261178290727269	0.0186349746898957	0.0208261298224242	0.0112211527631065	0.0162842189217687	0.0154924172613376	0.0204728046666484	0.00803054962484137	0.0109732404399738	0.0161910806417329	0.0253072204712338	0.0234530787598587	0.0110913869062899	0.0102392890264598	0.0110326078497114	0.0128158559048464	0.0144241381704569	0.011979240148445	0.00499577819010319	0.0131406958237102	0.0233842220977597	0.0274868894904583	0.0283573743792864	0.0153751610879439	0.00507958489168294	0.0218829037411201
A549_G1_2B_1	0.0189568100685203	0.015260125527516	0.0240495753496735	0.0117680131479186	0.0187939446913349	0.0198742644020568	0.00495518462649421	0.0205790835378955	0.0213481991729396	0.00903957412980301	0.0159135280396338	0.0281883901186391	0.0105169607099199	0.0326012800557686	0.0354094854077525	0.010706883069634	0.0158084822601225	0.0171905145203066	0.00937688076227091	0.0115631467993694	0.0125154817312241	0.00608949255327359	0.00422906101930559	0.0189868291808791	0	0.0172406136006981	0.0239338615448795	0.00984354571865552	0.0111554908394699	0.0184665993793104	0.00989134348629101	0.0146263642915134	0.0204084271150095	0.0115430401922407	0.0150899535415861	0.0298825123929575	0.00890602250927891	0.0240920641989812	0.0353950106433161	0.0111186901357461	0.0100264441071087	0.0287109393021472	0.00954382566896537	0.00585218200428402	0.0249147587808867	0.0114945665688694	0.0175961385218126	0.0194187680035134	0.0293843429604768	0.0133856196548084	0.00665235719452595	0.0174039873739855	0.0215163450395476	0.00904891545064445	0.0155775743418481	0.0261691436164005	0.00818359103361649	0.0276018412286976	0.0289017776198055	0.00679731838926897	0.0192334085371091	0.0356432568640005	0.0161092075107627	0.0168576054449386	0.0101961060569608	0.0087620484189428	0.0146344710745988	0.0116603939536608	0.0138212283580284	0.0130356440126196	0.00910262266876061	0.0132647677616426	0.0164689640128501	0.00920127963006083	0.0204040042737247	0.0125313160072788	0.0157967881478063	0.0207162996779153	0.00757933831987941	0.0222140408098841	0.0211510321004083	0.00843930151225725	0.0178758486693835	0.0372373111979763	0.0134101634623905	0.0167870282093223	0.0335612898102497
A549_G1_2B_2	0.026791574333998	0.0202202597211887	0.01614720507778	0.0234685344818546	0.0118486888513131	0.0189881444186086	0.0178716363573737	0.015692544201486	0.0133719295835442	0.0163383235377721	0.0154940038653139	0.0190217390665475	0.0224092047350601	0.0280544170138061	0.0286809607607031	0.0236478723913235	0.0190208504143882	0.0194803975684437	0.0193178095232504	0.0092728865900766	0.014448444266032	0.0192483363276458	0.0188152200580034	0.00643088478861247	0.0172406136006981	0	0.0089009507222942	0.0218603345267214	0.0104326160304808	0.00676730690938939	0.0121549861622909	0.00995262257461411	0.00923828494961912	0.0133416291168125	0.0141818177328454	0.0205264928823879	0.0195817228366109	0.0138159451322774	0.0245778299348617	0.0191646975308599	0.0110760834260829	0.0247218003951055	0.00845087462955682	0.0133194635888687	0.0203833819692892	0.0142655301786959	0.0202582130392422	0.0228807746073646	0.0205954430969741	0.0151607795118059	0.0139428519471722	0.0168727413521404	0.0208245025884643	0.0193130268038099	0.0102637593071822	0.0207636556064271	0.014457570869598	0.0201758884801677	0.0207201473652021	0.0139543464912858	0.0153306711443247	0.0305034562800912	0.0204741206745121	0.0235669819355814	0.00933864869832642	0.0128146863986702	0.0177565687644103	0.0158301614760253	0.00806525339357139	0.00838598197276959	0.012280299493492	0.0226723339231144	0.01948476258401	0.0118532718039432	0.014569550477107	0.0111905338914052	0.00895764120190651	0.0179741802693144	0.010761008547371	0.0109748382876593	0.0175205774924228	0.0233655769351593	0.0239696606576238	0.0328053241207743	0.0182876483398585	0.00999845602987224	0.0257921421758393
