	A549_G1_1A_1	A549_G1_1A_2	A549_G1_1A_3	A549_G1_1B_1	A549_G1_1B_2	A549_G1_1B_3	A549_G1_1C_1	A549_G1_1C_2	A549_G1_1C_3	A549_G1_1D_1	A549_G1_1D_2	A549_G1_1D_3	A549_G1_1E_1	A549_G1_1E_3	A549_G1_1F_3	A549_G1_1G_1	A549_G1_1G_2	A549_G1_1G_3	A549_G1_1H_1	A549_G1_1H_2	A549_G1_1H_3	A549_G1_2A_1	A549_G1_2A_2	A549_G1_2A_3	A549_G1_2B_2	A549_G1_2B_3	A549_G1_2C_1	A549_G1_2C_2	A549_G1_2C_3	A549_G1_2D_1	A549_G1_2D_2	A549_G1_2D_3	A549_G1_2E_1	A549_G1_2E_2	A549_G1_2E_3	A549_G1_2F_1	A549_G1_2F_3	A549_G2_2A_1	A549_G2_2A_2	A549_G2_2A_3	A549_G2_2B_1	A549_G2_2B_2	A549_G2_2B_3	A549_G2_2C_1	A549_G2_2C_2	A549_G2_2C_3	A549_G2_2D_2	A549_G2_2D_3	A549_G2_2E_1	A549_G2_2E_2	A549_G2_2E_3	A549_G2_2F_1	A549_G2_2F_2	A549_G2_2F_3	A549_G2_2G_2	A549_G2_2G_3	A549_G2_2H_3	A549_G2_3A_2	A549_G2_3A_3	A549_G2_3D_1	A549_G2_3D_2	A549_G2_3D_3	A549_G2_3E_2	A549_G2_3E_3	A549_G2_3F_1	A549_G2_3F_3	A549_G2_3G_1	A549_G2_3G_3	A549_G2_3H_1	A549_G2_3H_2	A549_G2_3H_3	A549_G2_4A_1	A549_G2_4A_2	A549_G2_4A_3	A549Root1_1	A549Root1_2	A549Root1_3	A549Root2_1	A549Root2_2	A549Root2_3
A549_G1_1D_2	0.0189214365698222	0.00928276672364235	0.0113563527658996	0.0219874678119423	0.0158832443868454	0.0134538494890061	0.0233970323444163	0.0134018907672088	0.0184479065838053	0.0213875882635373	0	0.00752922671813712	0.0262334612417183	0.0262605633251772	0.0302381954529988	0.00674939967819466	0.0106637689157365	0.0236385424004835	0.00711548238372828	0.0148993745361893	0.014613817649199	0.0170489077473725	0.00699994314941662	0.0172236807207002	0.0164582001423682	0.0207299971633892	0.0114057169658942	0.0183023594290562	0.0118986573679472	0.0115441936208821	0.0250651315644609	0.0180835967063488	0.0133235978344271	0.0205829297477762	0.0258395309711594	0.0161841369095363	0.026859328308208	0.0089588295226383	0.00986118133612987	0.0277062067762825	0.0201267941120872	0.0184333123080109	0.0224254811586056	0.0126330433352171	0.016770833088378	0.0152603183918739	0.0140693618670663	0.0166554389349001	0.0186096238212565	0.0163025500802992	0.0193243776881693	0.0156271540667978	0.0156716805656684	0.0283388714399314	0.0135660653321745	0.0267431620628069	0.0307772342372036	0.0145941933818539	0.0350042170909674	0.0160544937495938	0.00894880841869281	0.0385251573338821	0.00828617018823851	0.0289152327492643	0.00759165989795123	0.0220475738459134	0.0159609079653917	0.0280665196924094	0.016880244830032	0.0150304149785463	0.0448301356416832	0.012023242706042	0.014526971250716	0.0356515922911846	0.016772128852702	0.00662574096856157	0.0115097687386148	0.0153734186061811	0.0121772285831038	0.0142042867803015
A549_G1_1D_3	0.014156809127044	0.0107551297350801	0.00843828901801973	0.0144980551675549	0.0201742298288299	0.0168244150170458	0.0172128903175479	0.0158944219020535	0.0189421723680895	0.0178597955509635	0.00752922671813712	0	0.0207733919943226	0.0220855015378478	0.0259524310615756	0.00811047848246384	0.00850735132507968	0.0178322363866221	0.0117247412772956	0.013666605914764	0.00918123560548223	0.0204188636683856	0.0116284780433459	0.0136846437820789	0.0190583953396418	0.0214012588386348	0.00729601668653393	0.0157147834137082	0.00547959906569228	0.0108693421825415	0.0267132689961668	0.0138454624452681	0.00608717481474702	0.0184437650935988	0.0190427156490245	0.01292890492613	0.0193489560643025	0.00832948351242446	0.00364067491335757	0.0204535909187073	0.022169461985715	0.0197170620364711	0.0157739203940192	0.0178366668035551	0.0180998133822345	0.00791588969055815	0.0146666555397068	0.010117837912428	0.020260283936117	0.0146162523118181	0.0150748048667679	0.0154935846213906	0.0148774926198774	0.0244887919013599	0.00607559517521493	0.0192610497180493	0.0235853971904249	0.00753682345476379	0.0279469891029984	0.0196901537590579	0.00733023138771295	0.0333383402647375	0.00702058101478575	0.0225277160242951	0.0089305482688862	0.0146717229815922	0.0184347294546558	0.0212568466453596	0.014836204430531	0.012241049655307	0.0392782913775351	0.00555872722835332	0.00756028277674951	0.02873973707426	0.0104463790745875	0.00474574380522905	0.00565536906150256	0.0100492475759332	0.0148228986482294	0.00977337189879479
A549_G1_1E_1	0.00771987003023042	0.0314538559603245	0.0235750263428066	0.0177197783033432	0.0406364760741879	0.0365999535884246	0.0217153390377085	0.0365252016193972	0.0382198254924789	0.0081175961092645	0.0262334612417183	0.0207733919943226	0	0.0355003810714925	0.0368893525365892	0.0236480265815778	0.0180781529701647	0.0072635672560739	0.0322350340737779	0.0329556822200345	0.0251025517877033	0.0389012810744078	0.0320127303991049	0.0284090841726431	0.0395814911676795	0.0411793673134616	0.0182224150215668	0.0331672144322736	0.0158062697849584	0.030821606284782	0.0467474680636759	0.0298430646039221	0.0156825763948701	0.0330683599721887	0.02498208870877	0.0122118555579188	0.0167155991763716	0.0233133725652249	0.017247311009603	0.01203844657133	0.0424917853520441	0.0397326134594316	0.00875278348904287	0.0376866938330076	0.0376908080131962	0.0147706534581186	0.0347018390116292	0.0229778328428669	0.0405384612037005	0.0317120604562851	0.0306604844346444	0.035149701179637	0.0336712216495494	0.0382096896813586	0.0183707237933399	0.0176905961795969	0.0124906715098278	0.0143479503016739	0.0159147617950271	0.0286673062169801	0.0260373167925374	0.0126042812988974	0.0184817253004054	0.00575587010256814	0.0219342850697168	0.0124381785421745	0.0390534800624722	0.0200098579588277	0.031285171954328	0.0298049644219114	0.0190601028279585	0.0156481688705621	0.019824278811516	0.0174183225909902	0.0148422788153486	0.0198418744011528	0.0165510261457467	0.0130203859528555	0.022220994020657	0.0266387304610421
A549_G1_1E_3	0.0315855714499801	0.0194657008370742	0.02454300377789	0.0190472996831382	0.0242930519101332	0.0258184106948779	0.0169149003089658	0.0209274111598095	0.0147566071889152	0.0368587497460295	0.0262605633251772	0.0220855015378478	0.0355003810714925	0	0.0206585547333302	0.025710014984106	0.0273174877805739	0.0304859790337152	0.0233784274596799	0.0131854555065559	0.0130506352880696	0.0300120500785274	0.0232274480827757	0.0201957268595627	0.022038520852428	0.0174101645387298	0.0270923592484244	0.00875167008794561	0.0235895332555771	0.0174964723363315	0.0203053581508865	0.0110478592340741	0.0222455417807328	0.0130777507845381	0.0125807707736472	0.0316100462561589	0.0220790478835518	0.0236471257900053	0.0239757681782988	0.0268395268226569	0.0215384439683411	0.0168547338797279	0.0271108194204844	0.0284986888658457	0.0169071643709386	0.022347602706277	0.018452097673128	0.0143140053931055	0.0198207335618342	0.0129033084073147	0.00802547603603725	0.0141639620280347	0.0183583012185453	0.00286648257676218	0.0193149597469284	0.0209098393804684	0.0294468630865228	0.0228907558740185	0.031722652313817	0.0405863394795622	0.0185382993484361	0.0466277253788675	0.0290417343895155	0.0334867404141034	0.030528432132057	0.0236192764189012	0.0200293460920987	0.0207886940338785	0.0126648341392926	0.011623153999802	0.0497120910820774	0.0236525791125617	0.0170246392525238	0.0316951670180857	0.0224715871991134	0.0260678303956252	0.0252881596121361	0.0261794128677155	0.0366589326887434	0.0158337310812989
A549_G1_1F_3	0.0347538163821282	0.0242049746744482	0.0212413017600438	0.0213381689676499	0.0322879572212287	0.0248015989204243	0.0293263944457405	0.0245103210455405	0.0271030619771117	0.0377566915881842	0.0302381954529988	0.0259524310615756	0.0368893525365892	0.0206585547333302	0	0.033329015682477	0.0340080686622988	0.0357016535710481	0.0285017181544901	0.0212833745389063	0.0203435621888344	0.025543831109483	0.0292729208063049	0.0134377372536544	0.0246750154486112	0.0218630822565173	0.0256249014807411	0.0211172415896116	0.0282743304814028	0.0205210226144416	0.0283427042144226	0.0152123166332722	0.0261018197268035	0.0307120732241267	0.0211641786901898	0.0364708244891499	0.0250887057237105	0.0327602208494693	0.0277708546211231	0.0299199554710652	0.0242668513788419	0.0263896443613765	0.031494355241941	0.0292571089813617	0.0287190837352485	0.0250157010953117	0.020651662548742	0.0185003698917552	0.0233014811478308	0.0275133485313923	0.0172032341193119	0.0233704707681876	0.0169660050312185	0.0205622540344917	0.0231336600159179	0.0249307871431475	0.0320211002094712	0.0269990870856027	0.0363031796338844	0.0376961280138649	0.0277705136704367	0.0467048702930002	0.0312963088114679	0.0356876277717911	0.0306210160811236	0.0260616480643823	0.0264857762194115	0.0307689578596094	0.0278318483177335	0.0237377877528562	0.0519813177642169	0.0281863928635508	0.0239395212708414	0.0378564111477501	0.0299371150215634	0.0305766219886634	0.0258800643260585	0.0322354377891431	0.038609392633001	0.0167363104740087
A549_G1_1G_1	0.0160324477730288	0.0130444772689719	0.0155720403592349	0.0208973107936859	0.0184893880286384	0.019439760141346	0.0194232857475321	0.0177416194162296	0.0192184533597064	0.0195707677933649	0.00674939967819466	0.00811047848246384	0.0236480265815778	0.025710014984106	0.033329015682477	0	0.00578937559979817	0.0196902222117491	0.0114273562307543	0.0167253761715477	0.0145955471985425	0.0235290354446442	0.0105944308607104	0.0210984758813875	0.0209542313467298	0.0240618718657631	0.0137101276916168	0.0187616276905855	0.0096721862036426	0.0151825338518851	0.0275742699538472	0.019687226354964	0.0118199065517753	0.0176277881526099	0.0241696644451497	0.0124328402951072	0.0248801837076158	0.00295834455921106	0.00874921328630134	0.02506043459956	0.0242691842420789	0.0204154708442467	0.0192211745741329	0.0185648942135356	0.0175123235742135	0.0141292421990764	0.0182355999384577	0.016790805447543	0.022521092347277	0.0146767213491091	0.0199902019558666	0.0173895838498521	0.0200222009972031	0.0281301140401397	0.0128972238045757	0.0246330458335152	0.0280484274127888	0.0125833343961137	0.031518588202745	0.02031991372213	0.00736234200841253	0.0358434824728189	0.00872062653708378	0.0259826755616673	0.0111936531230925	0.0201530923606496	0.019193991764266	0.0242304603906833	0.0148581618043132	0.0144950550933483	0.041201119310672	0.0098788815427875	0.0127715143416812	0.0317236819870246	0.012851017623464	0.00538351843860594	0.0122622118193587	0.0113923763371444	0.0127769326102647	0.0166256300127388
A549_G1_1G_2	0.0104499728238389	0.0172491606395621	0.016027537764828	0.0184209612091279	0.0240619326718605	0.023536653848235	0.017555182261546	0.0223222623197054	0.0236502330163947	0.0143452677740394	0.0106637689157365	0.00850735132507968	0.0180781529701647	0.0273174877805739	0.0340080686622988	0.00578937559979817	0	0.0142553062367178	0.0164642030878343	0.020230410601008	0.0156050194793629	0.0271790059488641	0.0158260860431536	0.022098218107934	0.025589154512966	0.0282624536451586	0.0122230457280462	0.0216027792337322	0.00650360510674683	0.0184871988646932	0.0323814841465947	0.0213166051177029	0.00906727194006257	0.0201772779149197	0.022970910837705	0.00674857237089614	0.0215732080380394	0.00597664479101638	0.00658327779224006	0.0207177406280246	0.0288532606788601	0.0251027437815409	0.0143549010227865	0.0232143552405521	0.0222971283245096	0.0111772402022593	0.0220524965157059	0.0166122436327564	0.0269898162581296	0.017925044173016	0.0217046724833267	0.0214548691926482	0.023004368322056	0.0299773045126644	0.0114571962209318	0.021530317669833	0.0234880823597387	0.00919368768930284	0.0269051728150282	0.0207241065702007	0.010803235360401	0.0301314711126818	0.00703480767440604	0.0206502444600398	0.0113138984565535	0.0163561226229777	0.0241213910259065	0.0212570549695582	0.0178169205139926	0.017248926483242	0.0354755043719721	0.00667303450318209	0.0117688656684155	0.0272046268013543	0.00913331243431613	0.00493920889181751	0.0101065297584054	0.00630259963770164	0.0118367892253307	0.0179644621628805
A549_G1_1G_3	0.00685200881326679	0.0281086880099745	0.0228522264398166	0.0148903834953098	0.0365879821219414	0.0345695726159206	0.015332558193956	0.0333312587132051	0.03332421296166	0.0114398013309789	0.0236385424004835	0.0178322363866221	0.0072635672560739	0.0304859790337152	0.0357016535710481	0.0196902222117491	0.0142553062367178	0	0.0289832066157432	0.0288599632306303	0.020979000543467	0.0377297887634307	0.0285341726340411	0.0271617365453105	0.0364799737969668	0.0375454823256636	0.0179939683881715	0.0284900882503126	0.0123603169969005	0.0277266304704658	0.0424432082929277	0.0263729353246324	0.0124686673321218	0.0268411963610554	0.0205446052413029	0.00983841254935486	0.0139443301960707	0.0186025733733414	0.0144264847892827	0.00982600305456087	0.0392135393677506	0.0353179382487954	0.00431817627768138	0.0355074394548834	0.0328348020759963	0.0120848494624513	0.031676923941787	0.0194937340938044	0.0371545376693412	0.0261989190560685	0.026507251189312	0.0308472173474742	0.0312017822726889	0.0333004496206206	0.0150670409974294	0.0144098463527461	0.0113155309193502	0.0109220794907971	0.0139063346954773	0.030020456713474	0.0214229767543425	0.0180486339407875	0.0171487935139422	0.00724095436771043	0.0214225142941518	0.00992155816268062	0.0352340451791325	0.0142970095262749	0.0256180321635291	0.0248680129110204	0.0220763525757902	0.0122751265128283	0.015380231477636	0.0144588175532993	0.00920758004609649	0.0170660593457048	0.0153386579975189	0.00843230635368281	0.0220475942673929	0.0239015144219145
A549_G1_1H_1	0.0251288425567071	0.00455848071816441	0.0140037908084066	0.0244736931057759	0.00915974023676924	0.00898865274265422	0.0250968938376136	0.00696014388886199	0.0127869419165729	0.0281432754529788	0.00711548238372828	0.0117247412772956	0.0322350340737779	0.0233784274596799	0.0285017181544901	0.0114273562307543	0.0164642030878343	0.0289832066157432	0	0.0105668916538935	0.0144278314150702	0.0138158750708073	0.00131954671884387	0.0168185054033784	0.00991768826859855	0.0144748794901818	0.0165296033736672	0.0146844404525585	0.0168416298645477	0.00813787879062765	0.0181762789646092	0.016039122264676	0.0176495560485471	0.018374361932485	0.0263585824486204	0.0226029686633083	0.029721924264908	0.0125027547391314	0.0150623399924828	0.0316759172553145	0.0135070160508427	0.0119792225769759	0.0272130517497787	0.00807083553144143	0.011018662964572	0.0194041304628521	0.0089826720953042	0.0174209183756179	0.0121075830904317	0.0135628969172111	0.0169975918046793	0.0103153744745711	0.0120137684289816	0.0249443650198941	0.0166262586092369	0.0293542788957159	0.0348797316048254	0.0190815611696608	0.0389606467056764	0.0210012282665885	0.00933128869765681	0.0447345645576619	0.0151162630639179	0.0341766708489104	0.0139727839107873	0.0259198679199854	0.00902297768969804	0.0304327896178158	0.0145042911588844	0.0126343343056156	0.0506931753817732	0.0169790350264047	0.0167827673770374	0.0394682050015541	0.0208647861055275	0.0128782774485119	0.0166307688356502	0.0206831580757111	0.0189843135984042	0.013592128131659
A549_G1_1H_2	0.0270683916465346	0.00651907562321339	0.0155144863905999	0.0198342596553003	0.0128913763758713	0.0131900039061894	0.0201809116825972	0.00810889191895856	0.00720732525149786	0.0313558135459345	0.0148993745361893	0.013666605914764	0.0329556822200345	0.0131854555065559	0.0212833745389063	0.0167253761715477	0.020230410601008	0.0288599632306303	0.0105668916538935	0	0.00857902655257422	0.017972561850278	0.0106919523010852	0.0134527061240863	0.0101216154741491	0.00888767938636637	0.0190856850258113	0.00461274681339285	0.0178136960028789	0.00538064473826159	0.0139350894966139	0.00745236646892565	0.0173218196308264	0.0130333277609825	0.018811769019306	0.0258685079084394	0.0249499232938435	0.0159017403923449	0.0169383570932385	0.0284729015832504	0.0113740485134242	0.00755867404177762	0.025989974533078	0.0154024165566566	0.00795939470923555	0.0183368597674357	0.00621619567166381	0.01188668490149	0.00923212208390868	0.0082487033376733	0.00737927328418587	0.0027760079591467	0.00813441747167982	0.0145179786622438	0.0146972842129509	0.0242519078894899	0.0316426339675435	0.0186462961352698	0.0353425452342141	0.0292296593036711	0.00988783820389412	0.0453570827899245	0.0201724092099961	0.0331379875095618	0.0202901908692063	0.0231828226753924	0.00834076686284822	0.0254184445115047	0.0091516422150099	0.00561785958213101	0.0503455097904569	0.0179166601447177	0.013682499815362	0.035756493099759	0.0198663621578097	0.017347159515017	0.0182626496241105	0.0217820760327736	0.0266822174127043	0.00873215756131423
A549_G1_1H_3	0.0200288889280612	0.0108876220216962	0.0126012878549605	0.0114687023568931	0.0200205495189244	0.0182077717189619	0.013195138429565	0.0150498513165094	0.0144651477342514	0.0247858588650293	0.014613817649199	0.00918123560548223	0.0251025517877033	0.0130506352880696	0.0203435621888344	0.0145955471985425	0.0156050194793629	0.020979000543467	0.0144278314150702	0.00857902655257422	0	0.0223696144581943	0.014355737539165	0.0118270000033042	0.0176599688912151	0.0170102142311154	0.0142419658914287	0.00824894268169274	0.0112580324190743	0.00904591490261127	0.0223734808414699	0.00614606938277794	0.010021377024292	0.0133913489096197	0.0119911326745478	0.0198427703207765	0.0165538991579133	0.0131606522098094	0.0111884977646656	0.0199003516632516	0.0194568718818513	0.0158981490986364	0.0177440394709944	0.0205307828475758	0.0149088089465061	0.0105743081557768	0.0124693754912723	0.00393709487666344	0.017330502971748	0.0098980768630711	0.00628198122942561	0.0110528254527633	0.0121537906281206	0.0154730184360462	0.00700414388537785	0.0159266445970735	0.0230757493496347	0.0110965332467945	0.0268955173777321	0.0280759560504957	0.00842342750849387	0.0372733785852095	0.0161265553068452	0.0247650171640884	0.0176918933762658	0.0146758593524783	0.0164430039992561	0.017732257472404	0.00995051114852531	0.00616192632241994	0.0420194882646687	0.0113100360058848	0.00562389993279282	0.027462324393111	0.0123549295863285	0.0135029325137828	0.0124036424158338	0.0149494349049147	0.0239748886984642	0.00571854759351577
A549_G1_2A_1	0.0329931767050483	0.0136842644766501	0.0157469413971209	0.0304465439064498	0.0171646363561916	0.00525811500127192	0.0352363888555163	0.011275019229192	0.0215872643548725	0.034445219789892	0.0170489077473725	0.0204188636683856	0.0389012810744078	0.0300120500785274	0.025543831109483	0.0235290354446442	0.0271790059488641	0.0377297887634307	0.0138158750708073	0.017972561850278	0.0223696144581943	0	0.0151193760403647	0.0159741849968319	0.0108330471948451	0.0160649769746865	0.0207030146125933	0.0223918843766161	0.0257106286114664	0.0137775267419872	0.021155546423935	0.0205931887372881	0.0256649904708518	0.0300795614571331	0.0332928782391666	0.0317162267381247	0.036090808157359	0.0250621552718852	0.0235580207767019	0.0386149977702704	0.0131693673149523	0.0187981784253699	0.0352782395349382	0.00740087048824303	0.020922328217226	0.0265077526632211	0.0118633155099886	0.0237672327945137	0.0133191902496473	0.0249564066895338	0.0230303867607852	0.0181976716437097	0.0119654621882318	0.0307452057590751	0.0241728450926982	0.0360214065195062	0.0416103883634491	0.0272114005927812	0.0465691034464958	0.0209969024030217	0.0215715152509685	0.0506492939347445	0.022586428351925	0.0411469400005151	0.0190050739575559	0.0325845192478165	0.0147715876165911	0.0396055148814319	0.0259689069427231	0.0226364357733416	0.0578315769191114	0.0257372843458238	0.0256418782188095	0.047762110399569	0.0306807255905636	0.0224112567182635	0.0226331441699177	0.0302981168201561	0.0253997581786106	0.0179145043517053
A549_G1_2A_2	0.0248137212901189	0.00513451422082279	0.0146993381211031	0.0244539644072639	0.00900764742197181	0.0102806824763871	0.0245015541904674	0.00781252255428	0.0124653785862458	0.0279695150447787	0.00699994314941662	0.0116284780433459	0.0320127303991049	0.0232274480827757	0.0292729208063049	0.0105944308607104	0.0158260860431536	0.0285341726340411	0.00131954671884387	0.0106919523010852	0.014355737539165	0.0151193760403647	0	0.0176493656491453	0.0107709473060176	0.0150237691324524	0.0168535988669564	0.0145731444840126	0.0165427207427366	0.0087861689476576	0.0183801777028012	0.0163466958148465	0.0174703302536562	0.0175187493243418	0.0261866878165207	0.0221270246763032	0.0295934895376223	0.0115753026252007	0.0148627205639462	0.0314569914430432	0.0142365724583307	0.0119792448692019	0.0268811415811728	0.00918477773303067	0.010549501078812	0.0193169374820674	0.00983339897097873	0.0174887362769156	0.01279382456672	0.012844451775494	0.0170814393016162	0.0103318831527584	0.0129437705417888	0.024860351698466	0.0165501357892198	0.0291933070636739	0.0346618898957394	0.0188543054625748	0.0386141085215323	0.0214885036296135	0.00859573461923428	0.0445220161086821	0.0150172788556567	0.033920573084754	0.0142239540579468	0.0257911511309605	0.00936664312929603	0.0299372671166158	0.0137596719155642	0.0122400678099795	0.0503289589010473	0.0166941954983704	0.0165086224422329	0.0390348960611525	0.0203588319815758	0.0125431503644645	0.016738734337958	0.0201920559345319	0.0188411669843287	0.0140445147325619
A549_G1_2A_3	0.0243502349697228	0.0131913675237709	0.00804029658011511	0.016018321541917	0.0231408243180469	0.0143989289992102	0.0237182386487601	0.0151035126120251	0.0205416932428765	0.0270380542596058	0.0172236807207002	0.0136846437820789	0.0284090841726431	0.0201957268595627	0.0134377372536544	0.0210984758813875	0.022098218107934	0.0271617365453105	0.0168185054033784	0.0134527061240863	0.0118270000033042	0.0159741849968319	0.0176493656491453	0	0.0165925412837355	0.017089736730743	0.0131992219596437	0.015557303944463	0.0171365759956554	0.00989391803390905	0.0243435710467098	0.00936787817307735	0.0155569566698085	0.0243252035552254	0.0193082444826442	0.0250993605859979	0.021475862016675	0.0212167308673228	0.0159302636040032	0.0248867570625348	0.0182676718771066	0.0197806466864592	0.023579313030573	0.0183254813885157	0.0210429780769289	0.0151742506182442	0.0115526082000156	0.0107497742780463	0.0167953810296801	0.0199160206261112	0.012650588987364	0.0158731563441889	0.00801841720171344	0.0214927982503394	0.013015913680436	0.0214692825234517	0.0276922655334636	0.0168576623826368	0.0326836843877359	0.0248509145705234	0.0169530181954687	0.0398229262714136	0.0184456722403872	0.028957315140131	0.0173185183161698	0.0192867934346715	0.0183873385165615	0.0266047390568037	0.0204201989602739	0.0159416239448715	0.0461580270421743	0.0170671224982745	0.0148038560465518	0.0341385012083384	0.0206609362773361	0.0179881197067237	0.0139646405082858	0.0217450665587198	0.0253824679690276	0.00626142766132323
A549_G1_2B_2	0.033187074701813	0.0085027186809003	0.0181150151289529	0.028281192489825	0.00889368001689912	0.00668216878072009	0.0299618732310305	0.00327500425337035	0.0113601095176817	0.0363057153981706	0.0164582001423682	0.0190583953396418	0.0395814911676795	0.022038520852428	0.0246750154486112	0.0209542313467298	0.025589154512966	0.0364799737969668	0.00991768826859855	0.0101216154741491	0.0176599688912151	0.0108330471948451	0.0107709473060176	0.0165925412837355	0	0.00650201012020072	0.0228207653199791	0.0141972807165532	0.024344241092538	0.00918937181489228	0.0108900510683476	0.0155530923267288	0.0242910993034056	0.0214354415311485	0.0284810078496799	0.0314520278965933	0.0337790097953362	0.0214343983117069	0.0226964877870855	0.0369914304182218	0.00382319984696651	0.00815747748918728	0.0338980212106541	0.00845179800894153	0.0110304341389671	0.0254522246532058	0.00562319117167353	0.0203886728364869	0.00321809746156588	0.016695179214522	0.0166721152842916	0.00904625394537202	0.00878705877608274	0.0225093964381368	0.0221641662713067	0.0332903752720867	0.0401725367904188	0.0258145245240758	0.0443650786137851	0.0275572435132482	0.0165242431416733	0.0520263870849857	0.0236627277210759	0.0407942130302519	0.021845585816635	0.0312326702698668	0.00441896704225278	0.0351714615144107	0.0178127184599531	0.0152949487146659	0.0579766294454872	0.0244396623174339	0.0221828509718196	0.045008263271248	0.0279135806133319	0.021717095940146	0.0233186958243995	0.0286897424115202	0.0280551200391054	0.0151838414529979
A549_G1_2B_3	0.0353149801343754	0.0115452053862099	0.0208368244323909	0.0275331534957522	0.0122945282579492	0.0124143405550552	0.0286396234249515	0.00797125996561708	0.00932123377638241	0.0390987840998206	0.0207299971633892	0.0214012588386348	0.0411793673134616	0.0174101645387298	0.0218630822565173	0.0240618718657631	0.0282624536451586	0.0375454823256636	0.0144748794901818	0.00888767938636637	0.0170102142311154	0.0160649769746865	0.0150237691324524	0.017089736730743	0.00650201012020072	0	0.0256654676723819	0.0112184916196601	0.0261362339280884	0.0107673280572766	0.00734938052164653	0.0134092650778114	0.025622381036051	0.0196017445543073	0.0259422975428455	0.0340440493858797	0.0327260271755887	0.0237782769267004	0.0249250263547133	0.0366644110497544	0.00429191744816066	0.00642218888869759	0.0345537969108225	0.0149017867134599	0.010531210634813	0.0264910881408952	0.00747290003227118	0.0196479830974127	0.00331248556229138	0.015551272562067	0.0137797694605507	0.00771118059000395	0.00943388187390359	0.0172673251883497	0.0229369897180672	0.0320511066416527	0.0397688939339522	0.0270402373015924	0.0436034805365186	0.0330466246999404	0.0180582187438498	0.0535229920625787	0.0271968908863743	0.0414991350622965	0.026114951095029	0.0313226237225288	0.00666899893737289	0.0337073659668625	0.0165551131598653	0.014122191640463	0.0588405664250566	0.026225339117559	0.0223484638945629	0.0441222345372862	0.0286694046175924	0.024835506305348	0.0256411820138099	0.0303583573321051	0.0327239758937776	0.0152100423842146
A549_G1_2C_1	0.0129132961964376	0.0156698880956893	0.00592194471351674	0.0152086834842708	0.0255543359963686	0.0187808640472739	0.0217026273894897	0.020032850514583	0.0252093326347955	0.0145414885759976	0.0114057169658942	0.00729601668653393	0.0182224150215668	0.0270923592484244	0.0256249014807411	0.0137101276916168	0.0122230457280462	0.0179939683881715	0.0165296033736672	0.0190856850258113	0.0142419658914287	0.0207030146125933	0.0168535988669564	0.0131992219596437	0.0228207653199791	0.0256654676723819	0	0.0213999497681013	0.00843297992994529	0.0150043344782248	0.0318257929404347	0.0174769113539006	0.00823459927571655	0.0254749575149653	0.0220840116756107	0.0133085257804639	0.01974507392674	0.0147105331995089	0.00677024685628002	0.0201294895044291	0.0259960857239435	0.0253743097628505	0.0158954400618347	0.0202192239374535	0.0245004484868467	0.00854063279427396	0.0183813717630975	0.0133001423503649	0.0243194960672378	0.0215979153629579	0.0196010755334979	0.0211880375155848	0.0173076574753956	0.0293603917007402	0.00908874415358328	0.0201606795514045	0.0228769157262486	0.0092146726335075	0.027982892459882	0.0160899688673875	0.0145800371569727	0.0300958279913909	0.00672242679739941	0.020900367803386	0.00688487772423744	0.0144268175208436	0.0234297063162723	0.0241974196989208	0.0218340020116915	0.0186991263942971	0.0372058983520107	0.00830501861459427	0.0122141473332034	0.0294036382939666	0.0137837164694312	0.00850563927144602	0.00323403206865939	0.0122320208388275	0.0136503923720064	0.0125473164631477
A549_G1_2C_2	0.0278038288164073	0.0108761792755273	0.0183942461748066	0.0187146991836719	0.0161639807343606	0.0177414785276447	0.0176417840322089	0.0125601226650276	0.00779507323724325	0.0326244101279273	0.0183023594290562	0.0157147834137082	0.0331672144322736	0.00875167008794561	0.0211172415896116	0.0187616276905855	0.0216027792337322	0.0284900882503126	0.0146844404525585	0.00461274681339285	0.00824894268169274	0.0223918843766161	0.0145731444840126	0.015557303944463	0.0141972807165532	0.0112184916196601	0.0213999497681013	0	0.0187721653035089	0.00951080404542724	0.0151914083639361	0.00703631007816749	0.0180010041482948	0.0104455889715983	0.0158283187050977	0.0269285997397335	0.023269185034426	0.0172616710449753	0.018454320980466	0.0271975849914264	0.0146459897385904	0.00957967997100024	0.0254652253792778	0.0199859185124611	0.00941748791868439	0.0187826125411175	0.0105554021433265	0.0113758182197729	0.0126316772329704	0.00691996520710512	0.00494066362222144	0.00571769564312747	0.0116344795979282	0.0103081070566105	0.0151850259346977	0.0223684541428692	0.0302621064189029	0.0190822079953629	0.0334642974927973	0.0330269204912858	0.0114173487225986	0.0452952861561984	0.0225945539763934	0.0325799836037561	0.0234487371338775	0.0225103370312557	0.011954334087882	0.0228299676586482	0.00742141503071323	0.00456687196521859	0.0495769036103062	0.0188732029875702	0.0133701451399064	0.0336661789369325	0.0194962983372151	0.0195203068850085	0.0200264400443287	0.0222017039375457	0.0295991794606088	0.0103559968836292
