	A549_G1_1A_1	A549_G1_1A_2	A549_G1_1A_3	A549_G1_1B_1	A549_G1_1B_2	A549_G1_1B_3	A549_G1_1C_1	A549_G1_1C_2	A549_G1_1C_3	A549_G1_1D_1	A549_G1_1D_3	A549_G1_1E_1	A549_G1_1E_3	A549_G1_1F_1	A549_G1_1F_2	A549_G1_1F_3	A549_G1_1G_1	A549_G1_1G_2	A549_G1_1G_3	A549_G1_1H_1	A549_G1_1H_2	A549_G1_1H_3	A549_G1_2A_1	A549_G1_2A_2	A549_G1_2A_3	A549_G1_2B_1	A549_G1_2B_2	A549_G1_2B_3	A549_G1_2C_1	A549_G1_2C_2	A549_G1_2C_3	A549_G1_2D_1	A549_G1_2D_2	A549_G1_2D_3	A549_G1_2E_2	A549_G1_2F_1	A549_G1_2F_2	A549_G1_2F_3	A549_G2_2A_1	A549_G2_2A_2	A549_G2_2A_3	A549_G2_2B_1	A549_G2_2B_2	A549_G2_2B_3	A549_G2_2C_1	A549_G2_2C_2	A549_G2_2C_3	A549_G2_2D_1	A549_G2_2D_2	A549_G2_2D_3	A549_G2_2E_1	A549_G2_2E_2	A549_G2_2E_3	A549_G2_2F_1	A549_G2_2G_1	A549_G2_2G_2	A549_G2_2G_3	A549_G2_2H_1	A549_G2_2H_2	A549_G2_2H_3	A549_G2_3A_1	A549_G2_3A_2	A549_G2_3A_3	A549_G2_3D_1	A549_G2_3D_2	A549_G2_3D_3	A549_G2_3E_1	A549_G2_3E_2	A549_G2_3E_3	A549_G2_3F_1	A549_G2_3F_2	A549_G2_3F_3	A549_G2_3G_1	A549_G2_3G_2	A549_G2_3G_3	A549_G2_3H_1	A549_G2_3H_2	A549_G2_3H_3	A549_G2_4A_1	A549_G2_4A_2	A549_G2_4A_3	A549Root1_1	A549Root1_2	A549Root1_3	A549Root2_1	A549Root2_2	A549Root2_3
A549_G1_1D_3	0.000521807823202366	0.00363841328027525	0.00275375961283003	0.00295168898689467	0.00213410917162474	0.00258937248654006	0.00494100126145053	0.0068146243759464	0.00528334823105113	0.00291506170229127	0	0.000566515630147149	0.00266471850636544	0.00397842415545353	0.000515241445076191	0.00463449782818657	0.00423654131045158	0.000920710593098313	0.00396093691567625	0.0078338437687154	0.00658027673167776	0.0112105298553813	0.00880517163042436	0.00292518205081479	0.00883651899441329	0.00275616165326338	0.00753458954233794	0.00325794084348636	0.00356242715711627	0.00648412001794101	0.0041262190049559	0.00477832323411494	0.0020980082981399	0.00251463806315502	0.00500815798534477	0.00124561884844939	0.00369952534826404	0.00168339488427573	0.00698132445300124	0.00577124450841445	0.000922548746993421	0.000289840339922536	0.00530179917489354	0.00789857174410212	0.00849705920123003	0.00633497627037258	8.68297960341877e-05	0.00365252517491836	0.00850508511987717	0.00141892020032306	0.000195567714361532	0.00239435726699965	0.00932518432511102	0.0141132065763243	0.000170460695005683	0.00180508654505924	0.00469946739003289	0.010995880313006	0.00523204600801389	0.00310329414033327	0.00209510956502253	0.00728037462495921	0.000765386824476209	0.00306696714992832	0.00070597851124747	0.00082663360537301	0.00667584774751344	0.00369363334900116	0.00100954230558218	0.0039743166321144	0.000191565081080701	0.00490755690766943	0.00433546437963485	0.00172708855458758	0.00804575052770393	0.00213921986768162	0.00915394494880035	0.00366954284654876	0.00425369059335811	0.000171823829349695	0.00701973314199905	0.00324158111250231	0.00253549434218816	0.00712085167107164	0.0017942298096903	0.0148018158422686	0.00566527017807537
A549_G1_1E_1	4.47078132319559e-05	0.00420492545569887	0.00332027317975026	0.00351820227331423	0.00270062350181256	0.0031558862729229	0.0055075107403787	0.00738112861911163	0.00584985687301764	0.00234854761008251	0.000566515630147149	0	0.00323123219367918	0.00341191157196	5.12741921280128e-05	0.0040679864272873	0.00480305234358261	0.000354195036421699	0.00339442430325708	0.00840034448899303	0.0060137699650213	0.0106440408557772	0.00937166854946858	0.00349169537583657	0.00940301578355813	0.00332267521690612	0.00696808566283541	0.00382445366092149	0.00299591392324571	0.0070506253012736	0.00355970667113473	0.00421181211814121	0.00266452266746256	0.00194812353387722	0.0044416473437726	0.000679103408747685	0.00313301232021865	0.00111687967706142	0.00641481885050063	0.00520473561048573	0.00148906406757159	0.000856355913911422	0.00586830777023286	0.00733206907202192	0.00793055864180187	0.00690148200671233	0.000479685843184104	0.0030860120753291	0.00793858458986365	0.000852404842375459	0.000370947932452452	0.00182784262044004	0.00989167903072885	0.0146796750244067	0.000736976297079679	0.00237160120988474	0.00526597742733322	0.0104293902809982	0.0046655358511823	0.00366980719989049	0.00266162393740688	0.0067138699369227	0.00133190222472099	0.00363348026479653	0.00013946290385838	0.00139314897587261	0.0061093412518109	0.00312712031191152	0.000443026776313917	0.00454082818608002	0.000758080678506611	0.00547406646551355	0.0037689524159093	0.00229360329150106	0.00747924836047354	0.00157270499391015	0.00858744689028283	0.00423605496654826	0.00482020159132716	0.000394691816179234	0.0064532276547414	0.00267506742982531	0.00196897983390538	0.00655434649030633	0.00122771467495259	0.0142353471077677	0.00623177782322241
A549_G1_1E_3	0.00318652456492982	0.000973698546491072	8.90413674344373e-05	0.000286971381883333	0.000530610539108063	7.53462273968136e-05	0.00227629474457052	0.0041499360624376	0.00261864447712036	0.00557976297912147	0.00266471850636544	0.00323123219367918	0	0.00664311468973007	0.00317995821256048	0.00729918055020954	0.00157182989863191	0.00358542559708805	0.00662562764580689	0.00516916853155083	0.009244930984718	0.013875084667303	0.00614051094322755	0.000260464355061633	0.00617185881078365	9.14434154370299e-05	0.0101992269435815	0.000593224394640397	0.00622712217693514	0.00381942794494254	0.00679090785815759	0.00744300412293139	0.000566711472798531	0.00517934276891933	0.00767283585472694	0.00391033218844583	0.00636421892996543	0.00434810562954915	0.00964597185530801	0.00843591155987394	0.00174217146708938	0.00237487889755355	0.00263709557700698	0.0105632022183306	0.0111616776865867	0.00367028257791151	0.00275154804883559	0.00631721925405885	0.011169703439406	0.00408363256154084	0.00286028562649456	0.00505906293678977	0.00666053226671538	0.011448661617418	0.00249425826253348	0.000859633611248749	0.00203475907505284	0.0136604407166103	0.00789672082973867	0.000438577082686885	0.000569610210629929	0.00994501670066672	0.00189933322642019	0.000402249956407003	0.00337069449246523	0.00183808651537422	0.00934050039844049	0.00635832699331346	0.00367425687682803	0.00130960366970859	0.00247315392821887	0.00224285013437036	0.00700015077436738	0.000937631673559185	0.0107103781226758	0.00480392748148658	0.01181854941917	0.00100482826676763	0.00158897928802821	0.00283654181800345	0.00968437987061944	0.00590627934356541	0.00520019887765853	0.00978549661136097	0.00445893983387844	0.0174662630303448	0.00300056980335557
A549_G1_1F_1	0.00345661917515383	0.00761679361065164	0.00673215447199451	0.00693008081204653	0.00611251272291261	0.00656776977072047	0.00891935565182402	0.0107929319248253	0.00926169490317365	0.00106336732983823	0.00397842415545353	0.00341191157196	0.00664311468973007	0	0.00346318552286405	0.000656078449807949	0.00821491040295208	0.00305771799835996	1.74873506858195e-05	0.0118121210989811	0.00260187943488622	0.00723223243746255	0.012783417045428	0.00690357428952106	0.0128147633286873	0.00673455647638065	0.00355620738978877	0.00723632772821111	0.000415999328569655	0.0104624366481894	0.000147795808121632	0.000799905083153855	0.00607641231816682	0.00146379188502578	0.00102974192993556	0.00273281066932916	0.000278900429455353	0.00229503535513458	0.00300293317526427	0.00179283659481533	0.00490096576781137	0.00426826254411741	0.00928014542037186	0.00392019611384187	0.00451869518974397	0.0103132968837262	0.00389159489210366	0.000325900852230849	0.00452672127177907	0.0025595096753675	0.00378285760787617	0.00158407285790822	0.013303411401258	0.0180912235326448	0.00414888373545627	0.00578349421534015	0.00867782700008616	0.00701757679861377	0.00125363215282746	0.00708168355713638	0.00607351362249276	0.00330198816134215	0.00474380525114975	0.0070453571504937	0.00327244928510584	0.00480505149349618	0.00269745183964923	0.000284792460546004	0.00296888657219241	0.00795269079204885	0.00416998797691296	0.00888591203194782	0.000357042656837839	0.00570549715086217	0.00406737765161807	0.00183921048136517	0.00517559496870138	0.00764792262027189	0.0082320593467846	0.0038066013576122	0.00304134246699626	0.000736846799743156	0.00144293557074702	0.00314246260483434	0.00218420051658628	0.010823641439308	0.00964360779660517
A549_G1_1F_2	6.56637885560875e-06	0.00415365162164153	0.00326899921045508	0.00346692833151494	0.00264934945696295	0.00310461228203737	0.00545623716404786	0.00732985553630922	0.00579858337603553	0.00239982168642766	0.000515241445076191	5.12741921280128e-05	0.00317995821256048	0.00346318552286405	0	0.00411926027808592	0.00475177861919506	0.000405469224325915	0.00344569825664114	0.00834907173573152	0.00606504341677589	0.0106953127480556	0.00932039615044969	0.00344042143025469	0.00935174339662483	0.00327140124794685	0.00701935886328783	0.0037731797647583	0.00304718792866933	0.00699935212087067	0.00361098060100309	0.00426308594464045	0.00261324861864544	0.00199939764555915	0.00449292112973786	0.00073037758947335	0.00318428630842606	0.00116815384133089	0.006466092201094	0.00525600924666788	0.00143778992030749	0.000805081737218566	0.00581703427765501	0.00738334216701291	0.00798183155187716	0.00685020878374806	0.00042841165646503	0.00313728606957653	0.00798985749734966	0.000903679017466407	0.00031967374406979	0.00187911674150093	0.00984040683749348	0.0146284052578965	0.000685702116463783	0.00232032713126276	0.00521470379791584	0.0104806622644666	0.00471680959563155	0.00361853328021501	0.00261034988834777	0.00676514320790256	0.00128062806871165	0.00358220633973292	0.000190737093858815	0.00134187482316953	0.00616061468004593	0.00317839430090034	0.000494300962573768	0.00448955441178901	0.000706806498544115	0.0054227928816869	0.00382022631449962	0.0022423292055642	0.00753052141132524	0.00162397913274771	0.00863871958088688	0.00418478113783836	0.00476892787029572	0.000343417628342915	0.00650450099530596	0.00272634147249733	0.00202025394390539	0.00660561980420352	0.00127898883388492	0.0142866172035425	0.00618050442046109
A549_G1_1F_3	0.00411269394325981	0.00827285568791024	0.00738822000720301	0.00758614560927991	0.00676858043546272	0.00722383590319024	0.00957541188768081	0.01144897818729	0.00991774945528827	0.00171944530707105	0.00463449782818657	0.0040679864272873	0.00729918055020954	0.000656078449807949	0.00411926027808592	0	0.00887096990892765	0.00371379350810099	0.000673565795357338	0.0124681611549956	0.00194580229014141	0.00657616620473163	0.013439450672817	0.00755963918678174	0.0134707967402363	0.00739062200275274	0.00290013159663883	0.0078923913430702	0.00107207766324135	0.0111184848048983	0.000508282661256735	0.000143826662521807	0.00673248015137753	0.00211986953244503	0.000373663579412737	0.00338888672200044	0.000934978811904253	0.0029511120525024	0.00234685654159384	0.00113675867066158	0.00555703715626799	0.00492433554705977	0.00993619987998234	0.00326412095922592	0.00386262123262398	0.0109693458762942	0.0045476687569171	0.000981979219348667	0.00387064733195334	0.00321558599519373	0.00443893170775576	0.00224015039003291	0.0139594413804949	0.0187472131189296	0.0048049570195833	0.00643956300219358	0.00933388438663593	0.00636150981819954	0.000597553896337234	0.00773774777522459	0.00672958146534732	0.0026459119624163	0.0053998770601455	0.00770142150844971	0.00392852440594444	0.00546112314013385	0.00204137480914314	0.000940870840988786	0.00362496223584484	0.00860875144849578	0.00482606121183472	0.00954196842896688	0.000299035820409301	0.00636156618405538	0.00341130277447814	0.00249528774415502	0.00451952253685137	0.00830398456833534	0.0088881187762595	0.004462675406706	0.00238526588661001	0.00139292498431135	0.00209901323740554	0.00248638616829734	0.00284027736132415	0.0101675911827868	0.010299660397274
A549_G1_1G_1	0.00475834493885637	0.00059813171939121	0.00148278861442383	0.00128485874888839	0.00210243973541561	0.00164717604793421	0.000704465857683691	0.00257811292511075	0.00104681630860356	0.00715156785961691	0.00423654131045158	0.00480305234358261	0.00157182989863191	0.00821491040295208	0.00475177861919506	0.00887096990892765	0	0.00515724388402303	0.00819742352112412	0.00359735039428417	0.0108166983718531	0.0154467810783503	0.00456869880289349	0.00131136575849965	0.00460004688406077	0.00148038656883978	0.0117709818508535	0.000978605869926908	0.00779892164336802	0.00224760346991233	0.00836270218635107	0.00901479201750399	0.00213854060845422	0.00675115073796203	0.009244621356491	0.00548214862886114	0.00793601718314774	0.00591991937398157	0.0112177341341607	0.0100076886495007	0.00331399773470213	0.00394670290447585	0.00106526745137515	0.0121349520710447	0.012733418875014	0.00209845754459482	0.00432337047216128	0.00788901792578281	0.0127414445086609	0.00565544796323586	0.00443210755962181	0.00663087179469104	0.00508872383207181	0.00987690361561737	0.00406608178676015	0.00243146219439355	0.000462929770683428	0.015232140996925	0.00946850393786683	0.00113325312909624	0.00214143934134588	0.0115167750417409	0.00347115897925804	0.00116958023837645	0.00494251392751941	0.00340991247246829	0.0109122665862105	0.00793012529911684	0.00524607467198585	0.000262226445473938	0.0040449775390955	0.000671021185414701	0.00857194309546909	0.00250946009139125	0.0122821258853987	0.00637573816527449	0.0133902805929077	0.000567001991068299	1.71494072489936e-05	0.00440836385942442	0.0112561416498628	0.0074780815582684	0.00677200669074486	0.0113572570666422	0.00603075285791757	0.0190378864083286	0.00142874261139673
A549_G1_1G_2	0.000398902845953528	0.00455911778776726	0.00367446649640052	0.00387239538895037	0.00305481737588528	0.00351007974804498	0.00586170121788188	0.00773531558055306	0.00620404678291419	0.00199435323087861	0.000920710593098313	0.000354195036421699	0.00358542559708805	0.00305771799835996	0.000405469224325915	0.00371379350810099	0.00515724388402303	0	0.00304023071385247	0.00875452911590529	0.00565957969126536	0.0102898610908546	0.00972585067403742	0.00384588851904067	0.00975719782285559	0.00367686853117965	0.00661389707059458	0.00417864644367904	0.00264171999687046	0.00740481295581899	0.0032055132344676	0.00385761935844422	0.00301871657063592	0.00159392893334729	0.00408745485092938	0.000324908403361864	0.00277881850476596	0.000762684760182803	0.00606062925265348	0.0048505441089851	0.00184325871763617	0.00121055080454573	0.00622249764858242	0.00697788118756992	0.00757637200073859	0.00725566996379602	0.000833880823424567	0.00273181822126202	0.00758439796614963	0.000498209865524627	0.000725142931011944	0.0014736479621342	0.0102458597041152	0.0150338386615843	0.00109117122038498	0.00272579533574933	0.00562016828521475	0.010075209898373	0.00431134363238558	0.00402400015406268	0.00301581784294956	0.00635968087211333	0.0016860969451412	0.0039876732582517	0.000214732137264273	0.00174734366974122	0.00575515113508656	0.00277292649160178	8.88317461469806e-05	0.00489502008610084	0.0011122755964103	0.00582825699669392	0.00341475918355461	0.00264779747258707	0.00712506077261473	0.00121851022645165	0.00823326172779094	0.00459024725995475	0.00517439310756249	0.000748886811144696	0.00609903812396806	0.00232087326442443	0.00161478524372386	0.00620015713809847	0.000873519789028401	0.0138811795482046	0.00658596706044718
A549_G1_1G_3	0.00343913190860597	0.00759930666307633	0.00671466743634358	0.00691259379513579	0.00609502563207461	0.00655028271991735	0.00890186885388911	0.010775445384053	0.0092442081485376	0.00104587998878463	0.00396093691567625	0.00339442430325708	0.00662562764580689	1.74873506858195e-05	0.00344569825664114	0.000673565795357338	0.00819742352112412	0.00304023071385247	0	0.0117946347189077	0.0026193667367358	0.00724971942696047	0.0127659308322004	0.00688608727007295	0.0127972771210737	0.00671706944094493	0.00357369465117649	0.00721884074140235	0.000398511981174237	0.0104449500584532	0.000165283157070445	0.000817392427312403	0.006058925224311	0.0014463045509668	0.00104722927127715	0.00271532337190836	0.00026141308140253	0.0022775480425619	0.00302042046161663	0.00181032392113425	0.00488347858464284	0.00425077532082672	0.00926265866810954	0.00393768335649907	0.00453618239770922	0.0102958102723979	0.00387410764758269	0.000308413504075066	0.00454420847924137	0.00254202237163242	0.00376537035760453	0.00156658552636308	0.0132859252828694	0.0180737384687313	0.00413139650524965	0.00576600709741997	0.00866034017260879	0.00703506380902218	0.00127111949057359	0.00706419655495947	0.00605602652837557	0.00331947543468472	0.00472631805748258	0.0070278701447653	0.00325496201001259	0.00478756430385811	0.00271493913796943	0.000267305112354569	0.00295139928401989	0.00793520388078139	0.00415250074788407	0.00886842522987614	0.000374530004384056	0.00568801002672516	0.00408486488619439	0.00182172315580766	0.00519308213297573	0.00763043567598148	0.00821457246691008	0.00378911410857263	0.00305882975174041	0.000719359454717646	0.00142544823621253	0.00315994988528527	0.00216671320058161	0.0108411279863256	0.00962612109221428
A549_G1_1H_1	0.0083556379314584	0.00419547847808841	0.00508012810388524	0.00488220006066525	0.00569977279082273	0.00524451393812823	0.00289288749213292	0.00101924128609084	0.00255053795893886	0.0107488074899121	0.0078338437687154	0.00840034448899303	0.00516916853155083	0.0118121210989811	0.00834907173573152	0.0124681611549956	0.00359735039428417	0.00875452911590529	0.0117946347189077	0	0.0144138247823041	0.019043710440455	0.000971354865590647	0.00490870683276934	0.00100270320113079	0.00507772608106059	0.0153680725643172	0.00457594977877656	0.0113961440405692	0.00134975132978791	0.0119599086071782	0.0126119788369789	0.00573587325490719	0.0103484004320464	0.012841800980829	0.00907942720400323	0.0115332357782456	0.00951718850404079	0.0148148458549777	0.0136048433150261	0.00691131502204537	0.0075440102841586	0.00253208685592208	0.0157320284952968	0.0163304709958415	0.0014988974166701	0.0079206714093168	0.0114862378303342	0.0163384962967566	0.00925272286469813	0.00802940656145323	0.0102281244228024	0.00149138448488639	0.00627964387216859	0.00766338716850744	0.00602879138452243	0.00313442272758283	0.0188290808182828	0.0130656764097509	0.00473059576035351	0.00573877195481984	0.0151138755145092	0.00706847391263884	0.00476692255947034	0.00853980339347527	0.00700722833163567	0.0145093895371449	0.0115273440587016	0.00884335811378168	0.00385957537309436	0.00764228327702311	0.00292633205671533	0.0121691433577646	0.00610678831966861	0.0158791964261483	0.00997299688077341	0.0169873048835917	0.00416434896448284	0.0035802010766562	0.00800566328674466	0.0148532519401109	0.0110753126451275	0.0103692558719112	0.0149543635707684	0.00962801951008393	0.0226346217991245	0.00216861227917887
A549_G1_1H_2	0.00605847713328273	0.0102185929659236	0.00933396929996382	0.00953189231981605	0.00871433741801351	0.00916958729420793	0.0115211292514238	0.0133946622473949	0.0118634611447932	0.00366524277505458	0.00658027673167776	0.0060137699650213	0.009244930984718	0.00260187943488622	0.00606504341677589	0.00194580229014141	0.0108166983718531	0.00565957969126536	0.0026193667367358	0.0144138247823041	0	0.00463038706768604	0.0153850933038582	0.00950538624667547	0.0154164386688656	0.0093363712645415	0.000954331416688107	0.00983813393790512	0.00301787747904397	0.0130641751399262	0.00245408399781381	0.00180197582518042	0.00867823756351681	0.00406566522600002	0.00157213915946972	0.00533467516154195	0.00288077904237295	0.00489690327472913	0.000401054969248136	0.000809044321693802	0.00750280745024821	0.00687011188767223	0.0118819112584588	0.00131832194917518	0.0019168245836883	0.012915038986751	0.00649344840292582	0.00292777931091605	0.0019248507183745	0.00516137557162874	0.00638471226714082	0.00418594550239695	0.0159050721585733	0.0206927145902566	0.00675073443154619	0.00838532382518069	0.011279605643322	0.00441572889051311	0.00134824900913625	0.00968349246661703	0.00867533891191791	0.000700111085075768	0.0073456489139863	0.00964716668692136	0.00587430900841424	0.00740689439064691	9.55726677791811e-05	0.00288667105421134	0.00557074905207917	0.0105544838447994	0.0067718384360169	0.0114876863372	0.00224483759774816	0.00830732789279773	0.00146550429466874	0.00444108154998901	0.00257372910489959	0.0102497214013522	0.0108338469782007	0.00640845576819175	0.00043946439589276	0.00333872371694126	0.00404480902945	0.000540584903287799	0.00478606924123954	0.00822185228631904	0.0122453655399498
A549_G1_1H_3	0.0106887466648105	0.014848703761534	0.0139641192066518	0.0141620337278573	0.0133445129932048	0.0137997441490141	0.0161511771698774	0.0180246086418499	0.0164934914903773	0.008295574756086	0.0112105298553813	0.0106440408557772	0.013875084667303	0.00723223243746255	0.0106953127480556	0.00657616620473163	0.0154467810783503	0.0102898610908546	0.00724971942696047	0.019043710440455	0.00463038706768604	0	0.0200149174559767	0.0141355288012788	0.0200462607770198	0.0139665210689622	0.00367606198498242	0.0144682619100715	0.00764822274945182	0.0176941403949655	0.00708443959546166	0.00643234192237151	0.013308414590368	0.00869598822017155	0.00620250858816083	0.00996496579587498	0.007511126930793	0.00952720573917754	0.00422933516205583	0.00543942343334267	0.0121330291123515	0.0115003554647342	0.0165119406445464	0.00331207299987863	0.00271357186854898	0.0175450126191657	0.0111237043263778	0.00755812630952453	0.00270554574523489	0.00979167097317874	0.0110149716576429	0.00881626568249601	0.0205348619263253	0.0253221397957436	0.0113809819781448	0.0130155124525099	0.0159096656973209	0.000214659884103103	0.00597862149832473	0.0143136272668868	0.0133055160551067	0.00393028095170924	0.0119758761574083	0.0142773030782846	0.0105045840920077	0.0120371194698229	0.00453481518283246	0.00751701883151904	0.0102010330149958	0.0151845790293996	0.0114020852846789	0.0161177359489774	0.00687519673326641	0.0129375195555752	0.00316489114408563	0.00907139558561386	0.00205666750845432	0.014879830767838	0.0154639288597419	0.0110387144053465	0.00419092599826287	0.00796906259225293	0.00867513250618713	0.00408980615738124	0.00941637458930468	0.0035915182498651	0.0168753757659239
A549_G1_2A_1	0.00932696230092515	0.00516682483152546	0.00605147090666382	0.00585354371072059	0.006671112744156	0.00621585601404494	0.00386423796327185	0.00199059535287817	0.00352188929235216	0.0117201131566476	0.00880517163042436	0.00937166854946858	0.00614051094322755	0.012783417045428	0.00932039615044969	0.013439450672817	0.00456869880289349	0.00972585067403742	0.0127659308322004	0.000971354865590647	0.0153850933038582	0.0200149174559767	0	0.00588005037111406	3.13483470378866e-05	0.00604906889429935	0.0163393297359761	0.00554729467978245	0.0123674438927589	0.00232110496219561	0.0129312031341361	0.0135832669015764	0.00670721303304321	0.0113197095345566	0.0138130866904036	0.0100507463817402	0.0125045343578585	0.0104885043459699	0.0157861096909677	0.0145761209167289	0.00788264854341646	0.00851533999483464	0.00350343823322774	0.0167032811560623	0.0173017160213607	0.00247025082502087	0.00889199870446469	0.0124575368478361	0.0173097412180368	0.0102240407395301	0.00900073313890982	0.0111994345333266	0.000520029925254301	0.00530830221356353	0.00863471612549678	0.00700012970369225	0.00410577253522862	0.0198002910425885	0.0140369597864936	0.00570194003879553	0.00671011171884183	0.0160851357771272	0.00803980651633814	0.00573826668896049	0.00951112648021473	0.00797856129522528	0.0154806569531979	0.0124986426933066	0.00981467902918863	0.00483092291506687	0.00861361236803382	0.00389768243867711	0.0131404358464797	0.0070781262391254	0.0168504472344046	0.0109443090927584	0.0179585412170216	0.00513569543175335	0.00455154954008055	0.00897699002170076	0.0158245153209525	0.0120466154192354	0.0113405647984966	0.0159256257479828	0.0105993344840599	0.0236057700068455	0.0031399644663144
A549_G1_2A_2	0.00344698777810202	0.000713234263583855	0.000171422989662009	2.65070275032301e-05	0.00079107485059717	0.000335810580191227	0.00201583086848214	0.00388947339559881	0.00235818076694778	0.00584022395247426	0.00292518205081479	0.00349169537583657	0.000260464355061633	0.00690357428952106	0.00344042143025469	0.00755963918678174	0.00131136575849965	0.00384588851904067	0.00688608727007295	0.00490870683276934	0.00950538624667547	0.0141355288012788	0.00588005037111406	0	0.00591139827836834	0.000169020942021601	0.0104596802680821	0.000332760060002162	0.00648758234173303	0.0035589650112152	0.00705136724866374	0.00770346253658423	0.000827175779182514	0.00543980419926552	0.00793329390331845	0.00417079484889239	0.00662467891248288	0.00460856790315293	0.00990642632564678	0.00869636831891091	0.00200263545918668	0.00263534260162578	0.00237663187648853	0.0108236547550434	0.011422128869424	0.00340981953120456	0.00301201154209113	0.00657767929949355	0.0114301546035998	0.00434409507356769	0.0031207490533786	0.00531952449797577	0.00640007237985322	0.0111882107428372	0.00275472190295392	0.00112009786619544	0.00177429509676851	0.0139208854624	0.00815717851230846	0.000178112735202083	0.000830074516608969	0.010205470559409	0.00215979715472141	0.000141785607380116	0.00363115757527512	0.00209855046912173	0.00960095547473139	0.00661878698374622	0.00393471972944638	0.00104913945777067	0.00273361758014489	0.00198238624343085	0.00726060986092963	0.00119809591178743	0.0109708303331976	0.00506438931029798	0.0120789990323517	0.000744363989559114	0.00132851515313634	0.00309700525957686	0.00994483426342469	0.00616673991986379	0.00546066028500845	0.0100459507986131	0.00471940200329122	0.0177266955530664	0.00274010630730903
A549_G1_2A_3	0.00935830954554925	0.00519817283872031	0.00608281878799102	0.00588489162191384	0.00670246052560427	0.0062472038698277	0.00389558611996335	0.00202194364956034	0.00355323748126655	0.0117514597671593	0.00883651899441329	0.00940301578355813	0.00617185881078365	0.0128147633286873	0.00935174339662483	0.0134707967402363	0.00460004688406077	0.00975719782285559	0.0127972771210737	0.00100270320113079	0.0154164386688656	0.0200462607770198	3.13483470378866e-05	0.00591139827836834	0	0.00608041677599493	0.0163706747225253	0.00557864263526428	0.0123987903073737	0.00235245324065766	0.0129625493696957	0.0136146129202658	0.00673856080838146	0.0113510562610666	0.0138444326301642	0.0100820934496012	0.0125358807296518	0.0105198513005749	0.0158174548996449	0.0146074665850868	0.0079139961018346	0.00854668742219764	0.00353478642376564	0.016734625992394	0.0173330606036567	0.00250159909430484	0.00892334604907066	0.0124888832343535	0.0173410857968673	0.0102553877631146	0.00903208045897014	0.0112307812939098	0.000488681580855744	0.00527695422419419	0.00866606352700933	0.00703147742820733	0.00413712066744398	0.0198316344699147	0.0140683056481044	0.00573328797220102	0.00674145949368179	0.016116480866677	0.00807115404314127	0.00576961461710462	0.00954247368110631	0.00800990883441404	0.0155120022813129	0.0125299890669472	0.00984602615612525	0.00486227096491557	0.00864495977414583	0.00392903059210112	0.0131717820135991	0.00710947394973576	0.0168817920090785	0.0109756559244004	0.0179898855104341	0.00516704344303144	0.00458289762323558	0.00900833734713467	0.0158558605144475	0.0120779619322381	0.0113719115190575	0.0159569709013504	0.0106306814092463	0.0236371113842716	0.00317131268767135
A549_G1_2B_1	0.00327796759875937	0.000882255162739367	2.40204773400301e-06	0.000195527969294933	0.000622053942133539	0.000166789641877654	0.00218485151179098	0.00405849326576895	0.00252720130468045	0.00567120524142797	0.00275616165326338	0.00332267521690612	9.14434154370299e-05	0.00673455647638065	0.00327140124794685	0.00739062200275274	0.00148038656883978	0.00367686853117965	0.00671706944094493	0.00507772608106059	0.0093363712645415	0.0139665210689622	0.00604906889429935	0.000169020942021601	0.00608041677599493	0	0.0102906665491021	0.00050178099030443	0.00631856415936224	0.00372798505256396	0.00688234957224655	0.00753444549811525	0.000658154874147394	0.00527078518917542	0.00776427710315253	0.00400177503271072	0.00645566084926634	0.00443954834071656	0.0097374118596835	0.00852735236029126	0.00183361476543473	0.00246632209871852	0.00254565240808527	0.0106546415495308	0.0112531165461676	0.00357883964491847	0.00284299117835071	0.00640866119515223	0.0112611422925021	0.00417507535476742	0.00295172873334072	0.00515050540225245	0.00656909046157502	0.0113572230059088	0.00258570144209978	0.000951076996386606	0.00194331580492251	0.013751877331735	0.00798816195103809	0.000347133673141437	0.000661053611943735	0.0100364564921837	0.00199077650334926	0.000310806546164068	0.00346213748165464	0.00192952980087917	0.00943194061366691	0.00644976891534827	0.00376569978712449	0.00121816031298328	0.00256459711172465	0.00215140689614309	0.00709159238305498	0.00102907505339349	0.010801817340278	0.00489537003931149	0.0119099877317418	0.000913384885261962	0.00149753596018282	0.00292798492988923	0.00977581984801379	0.00599772146848979	0.00529164128998075	0.00987693651722378	0.00455038250917682	0.0175576953777254	0.00290912670849217
