	A549_G1_1A_1	A549_G1_1A_2	A549_G1_1A_3	A549_G1_1B_1	A549_G1_1B_2	A549_G1_1B_3	A549_G1_1C_1	A549_G1_1C_2	A549_G1_1C_3	A549_G1_1D_1	A549_G1_1D_2	A549_G1_1D_3	A549_G1_1E_2	A549_G1_1E_3	A549_G1_1F_2	A549_G1_1F_3	A549_G1_1G_1	A549_G1_1G_2	A549_G1_1G_3	A549_G1_1H_1	A549_G1_1H_2	A549_G1_1H_3	A549_G1_2A_1	A549_G1_2A_2	A549_G1_2A_3	A549_G1_2B_1	A549_G1_2B_2	A549_G1_2B_3	A549_G1_2C_1	A549_G1_2C_2	A549_G1_2C_3	A549_G1_2D_1	A549_G1_2D_2	A549_G1_2D_3	A549_G1_2E_1	A549_G1_2E_2	A549_G1_2E_3	A549_G1_2F_1	A549_G1_2F_2	A549_G1_2F_3	A549_G2_2A_1	A549_G2_2A_2	A549_G2_2A_3	A549_G2_2B_1	A549_G2_2B_2	A549_G2_2B_3	A549_G2_2C_1	A549_G2_2C_2	A549_G2_2C_3	A549_G2_2D_2	A549_G2_2D_3	A549_G2_2E_1	A549_G2_2E_2	A549_G2_2E_3	A549_G2_2F_1	A549_G2_2F_2	A549_G2_2F_3	A549_G2_2G_1	A549_G2_2G_2	A549_G2_2G_3	A549_G2_2H_1	A549_G2_2H_2	A549_G2_2H_3	A549_G2_3A_1	A549_G2_3A_2	A549_G2_3A_3	A549_G2_3D_1	A549_G2_3D_2	A549_G2_3D_3	A549_G2_3E_2	A549_G2_3E_3	A549_G2_3F_1	A549_G2_3F_2	A549_G2_3F_3	A549_G2_3G_1	A549_G2_3G_2	A549_G2_3G_3	A549_G2_3H_1	A549_G2_3H_3	A549_G2_4A_1	A549_G2_4A_2	A549_G2_4A_3	A549Root1_1	A549Root1_2	A549Root1_3	A549Root2_1	A549Root2_2	A549Root2_3
A549_G1_1D_2	0.00290705542588158	0.00467015354699077	0.0116991640802806	0.0104242264639363	0.00864232608907106	0.00480291136090842	0.0136355345501524	0.00335377599799302	0.0082895852474939	0.00452900018762808	0	0.0064161981008163	0.00865655767578678	0.00547419592778573	0.00927519827219512	0.00220485321163045	0.00895074133520114	0.00473540639902774	0.00455470789245063	0.000697411610479298	0.00383201530930299	0.00147180104461512	7.08874514152095e-06	0.00348220808023211	0.00735293156058369	0.0293829624121602	0.00827382630854707	0.0009151256322093	0.00698029203592581	0.00991009785061217	0.0137946202893893	0.00266823606449722	0.00501668735095521	0.00949787354518351	0.0122108630853455	0.0020353413037902	0.00339282629540012	0.00548009539098939	0.005334090465875	0.012410554368135	0.00038854870221105	0.00653825940655666	0.00957100666450728	0.00401325699088234	0.00333794987094641	0.000436752793096557	0.0022981139878171	0.00227697571974182	0.00305916433872503	0.00865201641890842	0.00597835106462832	0.00543284752256413	0.00579285902832118	0.00504254092385627	0.00552952272673471	0.00695885244096916	0.0128246978446694	0.00516648690108111	0.0075398433603698	0.00403082907898157	0.010322917064915	0.000515230778547828	0.00307023489504521	0.000768269361450339	0.00940007865230636	0.00574630486883625	0.00414097027791575	0.00923438938035302	0.00718730384829413	0.00132162929572146	0.008849942057801	0.00773665100996436	0.00793280957673289	0.0137264675061011	0.00728712057877153	0.0125938038678173	0.00918007050876994	0.011899089157619	0.00443121940823757	0.00296820175081348	0.0166038225380958	0.00904705033706575	0.00743949488207011	0.00694965180028522	0.00421760801740437	0.00785496020198303	0.0111287561342528	0.0126500439010938
A549_G1_1D_3	0.00350916611438507	0.00174606327689897	0.00528310751110291	0.00400812408340297	0.00222617209491771	0.0112189852639432	0.00721956170568275	0.00306244569757476	0.00187342275426698	0.0018872175393176	0.0064161981008163	0	0.0150724545518305	0.000942014009570847	0.00285906095075741	0.00421136623017478	0.00253459523774463	0.00168080997657133	0.0109707908312633	0.00571879566245089	0.00258420553644031	0.00494441378649323	0.00642328674838097	0.00293401349026866	0.000936749258176445	0.0229682999955812	0.00185766344887361	0.00733130829392879	0.000564102968071082	0.00349397909165743	0.00737865508094913	0.00374798501651628	0.00139952686843851	0.00308174252473685	0.00579482698358046	0.00438087729162632	0.00302339537017141	0.000936114484924727	0.00108212088473898	0.00599452657690768	0.00602765478545978	0.0129542621425175	0.0159868513773354	0.0104293586493934	0.00975407297244864	0.00685294400760001	0.00411810586325699	0.00869312824458481	0.0094752956763499	0.00223586266630336	0.0123943782916251	0.000983362841310316	0.000623347359895471	0.00137367307903933	0.000886686627798517	0.000542663003025762	0.00640868786683496	0.00124972602189011	0.00112366469065211	0.00238539110445346	0.016738715960674	0.00590097431472466	0.00334598680825814	0.00718445476116457	0.00298394483671985	0.012162341818695	0.010557067643491	0.0028182509286521	0.0136032763693787	0.00773780385913698	0.0152658282279334	0.00132047633798785	0.00151663906537974	0.00731049901229424	0.000870937035442556	0.00617778386244129	0.00276393056449599	0.00548304044342832	0.0108473067361196	0.00344801986490052	0.0101880110854568	0.00263090679442249	0.0138554551339861	0.000533462204274874	0.0106337027705737	0.0142708995954817	0.0175445029924611	0.019065684233861
A549_G1_1E_2	0.0115635082375004	0.013326517223035	0.0203549816527559	0.0190801656645161	0.017298418546343	0.00385370425130239	0.0222911483257196	0.0120102080463032	0.0169457057265847	0.0131853717085563	0.00865655767578678	0.0150724545518305	0	0.0141305125676307	0.017931238534069	0.010861336160052	0.0176068086641942	0.0133917664068527	0.00410190825784232	0.00935394891642041	0.0124884237589119	0.0101283121894304	0.00864946911498423	0.0121386339302377	0.0160091227277027	0.0380360706305791	0.0169299480216645	0.00774145418041758	0.0156365098218541	0.0185660832740554	0.0224502163007319	0.0113246994688355	0.0136730312450224	0.0181538948560831	0.0208666290371196	0.0106918310688763	0.0120492564699052	0.0141364116709591	0.0139904155893957	0.021066299739314	0.00904509540242102	0.0021183416572251	0.000914476445380014	0.0046433589949112	0.00531866333951546	0.00821981609816606	0.010954593109865	0.00637962737417335	0.00559744689457441	0.0173081080955623	0.00267825675691817	0.0140891666787449	0.0144491559207819	0.013698883312318	0.0141858359830351	0.015615071732329	0.0214803997543226	0.0138228220139511	0.0161960208533366	0.0126872273012741	0.00166641337184132	0.0091717736975372	0.0117266802655705	0.0078883072500475	0.0180561083236922	0.00291030517686701	0.00451564591202269	0.0178904330822125	0.00146928691874728	0.00733495867693522	0.000193389749236332	0.0163928138720543	0.0165889576186465	0.0223820711466505	0.0159433165092284	0.02124953013786	0.017836118773575	0.0205548867525821	0.00422539686606464	0.0116246517934643	0.0252590793694454	0.0177031096992859	0.00121709117012203	0.0156058717368268	0.00443900824603596	0.000801617210942947	0.0024722848315185	0.0039936449354886
A549_G1_1E_3	0.00256715513720471	0.000804049739562746	0.00622511048648142	0.00495013143314276	0.00316818373557194	0.010277010183939	0.00816155595989705	0.00212043387346804	0.00281543499200798	0.000945204129788684	0.00547419592778573	0.000942014009570847	0.0141305125676307	0	0.00380107131098291	0.00326935685650785	0.00347660628791926	0.000738796384623768	0.0100288139669264	0.00477679085627451	0.00164219295485023	0.00400240644209643	0.00548128460380426	0.00199200144758735	0.00187876267644131	0.0239101308640034	0.00279967571136653	0.00638931007570717	0.00150611669208878	0.00443598789772345	0.0083206485074273	0.00280597454733779	0.000457513074141259	0.00402375237059953	0.00673682789772054	0.00343886835493814	0.0020813834784453	5.89952654566941e-06	0.00014010692596537	0.00693652663919637	0.00508565110481569	0.0120123007109809	0.0150449187371464	0.00948737803813882	0.00881208796753298	0.00591094365126196	0.00317609625747847	0.00775113696296704	0.00853330894805776	0.00317787428934051	0.0114524122319857	4.13488439361711e-05	0.000318666716599243	0.000431659268854859	5.53273985290642e-05	0.00148467674193441	0.00735068607758124	0.000307712141484542	0.00206567792037257	0.00144337825328433	0.0157967914330233	0.00495897016462478	0.00240397550611239	0.00624245587006622	0.00392595491258105	0.0112203739036981	0.00961508789804745	0.0037602613795384	0.0126613205705826	0.00679580757972164	0.0143238881720196	0.00226248934376197	0.00245865182216991	0.00825249279544409	0.00181295051438455	0.00711978311959229	0.00370594113431161	0.00642504263427417	0.00990532899966507	0.00250600876383408	0.0111299871174701	0.00357291764718891	0.0129135016014656	0.00147547594939459	0.00969172355001349	0.0133289498912819	0.0166025875898501	0.0181237872740066
A549_G1_1F_2	0.00636820426716815	0.00460511603002888	0.00242405958339716	0.00114906781827873	0.000632890290148154	0.0140778846084561	0.00436053274628487	0.00592148815131309	0.000985640076554298	0.00474626935764436	0.00927519827219512	0.00285906095075741	0.017931238534069	0.00380107131098291	0	0.00707039679604549	0.000324466550028992	0.0045398631479881	0.0138296965521927	0.00857780652676033	0.00544325214186978	0.00780343535398482	0.00928228680595431	0.00579305710491289	0.00192231352652557	0.0201097059747898	0.00100139939588602	0.0101902929180525	0.00229495930146861	0.000634920398240554	0.00451962801756652	0.00660702070233353	0.00425858174370137	0.000222682272277964	0.00293578332957321	0.00723990587464362	0.00588243818044092	0.00379517181475192	0.00394117748852963	0.00313548473475441	0.0088866610374594	0.0158131133459029	0.0188456034620464	0.013288277838654	0.0126130081113455	0.00971193697366594	0.00697713749494775	0.0115520865418718	0.0123342371252656	0.000623199702990321	0.0152532457086981	0.00384241994094013	0.00348240609848043	0.00423272810288725	0.00374574419358452	0.00231639922813046	0.00354965003992747	0.00410878173860202	0.00173539824596583	0.00524443929812159	0.0195974405147191	0.00875998248219005	0.00620502657947901	0.0100434419962541	0.000124884265034869	0.0150212157650645	0.0134159837105111	4.08101396899534e-05	0.0164621079651361	0.0105967810245876	0.018124605609492	0.00153858668170763	0.0013424239585978	0.00445147113037821	0.00198812567896885	0.00331874375407946	9.51306539772492e-05	0.00262399412228218	0.0137062155820831	0.00630705863049371	0.00732902593498314	0.000228154767205331	0.0167142788754931	0.00232560001020642	0.0134926169478446	0.0171297101100553	0.0204031967346555	0.0219243161184383
A549_G1_1F_3	0.000702203828716656	0.00246530943494799	0.00949439841399875	0.00821944081581024	0.00643751677888979	0.00700773786639522	0.0114308040926545	0.00114892583337936	0.00608477184358457	0.00232415529576758	0.00220485321163045	0.00421136623017478	0.010861336160052	0.00326935685650785	0.00707039679604549	0	0.00674593576427768	0.00253056265807717	0.00675953667764971	0.00150744243340681	0.00162716702744478	0.000733053020929643	0.0022119419515239	0.00127735838579551	0.00514810823440503	0.0271787345557508	0.0060690127263138	0.00311997658208356	0.00477546514545855	0.00770530486458292	0.0115898929847823	0.000463383830890431	0.00281184528653688	0.00729307497479765	0.010006106153778	0.000169512181051367	0.00118797627095207	0.00327525636047072	0.00312925044299334	0.010205800956312	0.00181630506831006	0.00874306722630441	0.0117757702629644	0.00621809040838585	0.00554278841136859	0.00264160509097684	9.32609455114475e-05	0.00448182084270484	0.00526400478226561	0.00644720722393547	0.0081831654388378	0.00322800816721261	0.00358802223657732	0.00283769901980996	0.0033246840397944	0.0047540253520824	0.0106199519311189	0.0029616457804119	0.00533502190416385	0.00182598168599933	0.0125276674178365	0.00168962312227063	0.000865383784646966	0.00297312076378593	0.007195278796197	0.00795112181265591	0.00634580264489002	0.00702958738009457	0.00939210344289415	0.00352647881471677	0.011054717505912	0.00553183158205818	0.00572799223094086	0.0115217388459513	0.00508229660723602	0.0103890537407731	0.00697526781497524	0.00969432685534385	0.00663604929105052	0.000763350331159834	0.0143991574070021	0.0068422459643787	0.00964429109891816	0.00474482462646764	0.00642243974148788	0.0100597506322417	0.0133334912830107	0.0148547474982813
A549_G1_1G_1	0.0060437421688112	0.00428065175855274	0.0027485253653305	0.00147353417310476	0.000308423762375815	0.0137534405194387	0.00468499694248993	0.00559702543408204	0.000661173601695559	0.00442180523358079	0.00895074133520114	0.00253459523774463	0.0176068086641942	0.00347660628791926	0.000324466550028992	0.00674593576427768	0	0.00421539880993928	0.0135052516669237	0.00825334817212712	0.00511878881346	0.007478975557993	0.00895782988394746	0.00546859421832759	0.00159784733107987	0.0204341254180515	0.000676932923935149	0.00986583801330883	0.00197049327361235	0.000959386878086417	0.00484409204517361	0.00628255895386557	0.00393411712992454	0.000547148808477477	0.00326024877629454	0.00691544511751868	0.00555797541131198	0.00347070678674734	0.00361671258565868	0.00345995003433954	0.00856220329666878	0.0154886752278693	0.0185211774794666	0.0129638312664984	0.0122885595315296	0.00938748098221112	0.00665267631490996	0.0112276350234242	0.012009787747771	0.000298733174379795	0.0149288055868675	0.00351795495288842	0.00315794081903079	0.00390826346466992	0.00342127912430756	0.00199193321091613	0.0038741150050962	0.00378431698547984	0.00141093197855409	0.00491997573125914	0.0192730178763002	0.00843552448693589	0.0058805642496742	0.00971898675222249	0.000449350808836627	0.0146967748343678	0.0130915375300536	0.000283656412471764	0.0161376722621351	0.0102723270852725	0.0178001765452518	0.00121412034721873	0.00101795756623953	0.00477593523093341	0.00166365951080102	0.0036432089105515	0.000229335898794415	0.00294845978042309	0.013381770306039	0.00598259644469641	0.00765348602838946	9.63117856228845e-05	0.0163898441375968	0.00200113399758262	0.0131681710042678	0.0168052769947336	0.0200787778284924	0.0215999046768188
A549_G1_1G_2	0.00182835999255301	6.52533691353215e-05	0.00696389545702671	0.00568892039968263	0.00390697685741658	0.00953823977448332	0.00890033323221631	0.00138163826271347	0.00355422873859471	0.000206407796431201	0.00473540639902774	0.00168080997657133	0.0133917664068527	0.000738796384623768	0.0045398631479881	0.00253056265807717	0.00421539880993928	0	0.00929004226807803	0.00403799957161562	0.000903396961923606	0.003263613510136	0.00474249509422064	0.00125320572228479	0.00261755776414367	0.0246487730229829	0.00353846948431374	0.00565052324288245	0.00224491218489451	0.00517477823432384	0.0090594250600412	0.00206717969520466	0.000281283344666976	0.0047625437054871	0.00747561102481442	0.00270007442406809	0.00134258783186535	0.000744695910020245	0.00059868948061862	0.00767530900968806	0.00434686056595863	0.0112735402366705	0.014306179499583	0.0087486036406649	0.00807331042354979	0.00517215535364147	0.00243730191831143	0.00701235496660169	0.00779453017603589	0.0039166673930954	0.0107136483760868	0.000697447546981036	0.0010574630122836	0.000307137150704916	0.000794123771305965	0.00222347225587528	0.00808946681235156	0.000431084277925881	0.00280447277734935	0.00070458213733394	0.0150580582248986	0.00422017931374893	0.0016651801789401	0.00550366857462733	0.0046647464711954	0.0104816086955002	0.00887631412299598	0.0044990533057857	0.0119225642262916	0.00605702208723752	0.0135851434378811	0.0030012839378899	0.00319744613404383	0.00899126965800342	0.00255174567897837	0.00785856477738357	0.00444473317790816	0.00716382690091064	0.00916655667156541	0.0017672135491096	0.0118687487829025	0.00431170997165948	0.0121747469228257	0.00221427147228946	0.00895295015263871	0.012590198031018	0.0158638611813937	0.01738507465617
A549_G1_1G_3	0.00746172777756869	0.00922479090549208	0.0162535615474939	0.0149786793241117	0.0131968475605672	0.000248205428249488	0.0181898378504154	0.00790844044175863	0.0128441190819402	0.00908364072063211	0.00455470789245063	0.0109707908312633	0.00410190825784232	0.0100288139669264	0.0138296965521927	0.00675953667764971	0.0135052516669237	0.00929004226807803	0	0.00525211349579295	0.00838667056602426	0.00602649439542363	0.00454761919303379	0.00803687013005122	0.0119074962653501	0.0339360534232504	0.0128283606859151	0.00363958772636869	0.0115348682307417	0.0144645715617905	0.0183489153158453	0.00722291237677283	0.00957131664095202	0.0140523633568257	0.0167652368441432	0.00659002721162068	0.00794749001696244	0.0100347132806139	0.00988871202277286	0.0169649186454448	0.00494325344415366	0.00198357285101042	0.00501637786964707	0.000541454472737069	0.0012167646940854	0.00411795805038268	0.00685279607042339	0.00227774068929818	0.00149555106922673	0.0132065375450788	0.00142365717124716	0.00998746660650954	0.0103474688288106	0.00959716959623835	0.0100841393591757	0.0115134292831424	0.0173790420481234	0.00972111258227095	0.0120944021321454	0.00858548029710123	0.00576830730540658	0.00506993438673256	0.00762490443355747	0.00378644330482118	0.0139545722028649	0.00119160823773133	0.000413740430257489	0.0137888891948964	0.00263262709472461	0.00323308561045022	0.0042952967700466	0.0122912034121412	0.0124873555052962	0.0182807660870577	0.0118416873455253	0.0171481593311185	0.0137345723575425	0.0164534774623525	0.000123489383563636	0.00752287305853273	0.0211579580443376	0.0136015571270348	0.00288482231278744	0.0115042289198159	0.000337102211631621	0.00330029498467907	0.00657416885962044	0.0080955049608419
A549_G1_1H_1	0.0022096454233823	0.00397274657757316	0.0110017845763346	0.00972684015857196	0.00794493162686063	0.00550031633682229	0.0129381669134415	0.0026563666172474	0.00759218935729391	0.00383159291828354	0.000697411610479298	0.00571879566245089	0.00935394891642041	0.00477679085627451	0.00857780652676033	0.00150744243340681	0.00825334817212712	0.00403799957161562	0.00525211349579295	0	0.00313460670459159	0.000774389719675501	0.000704500361528232	0.00278479889670367	0.00665553217842812	0.0286857596835939	0.00757643035599501	0.00161253687269074	0.00628289138571945	0.00921270903023549	0.0130972537099723	0.00197082577055447	0.00431928116000653	0.00880048280288447	0.0115134865372994	0.0013379303753004	0.00269541697371804	0.00478269033460524	0.00463668504048704	0.0117131790087321	0.000308862938429341	0.00723565912692376	0.0102683935416478	0.00471066385511168	0.00403535810071939	0.00113416427939426	0.00160070329844082	0.00297438563115413	0.0037565730652363	0.00795462199679492	0.0066757526469246	0.00473544234558852	0.00509545479811788	0.00434513479340137	0.00483211779768519	0.00626145171991589	0.0121273250132604	0.00446908106520862	0.00684244464023334	0.00333342083047203	0.0110203000360496	0.000182180855745469	0.00237282510811397	0.00146568068962672	0.00870268746643123	0.00644370717635082	0.00483837685804751	0.00853699745373753	0.00788470121191502	0.00201904023703868	0.00954733241104402	0.00703925300567113	0.00723541230504614	0.0130291004722042	0.00658972096764085	0.0118964296165453	0.00848267834228802	0.0112017107931542	0.00512862531215393	0.0022707918275189	0.0159064766839645	0.0083496575893489	0.00813689127243747	0.00625225104888638	0.00491501442309977	0.00855235491878371	0.0118261346001655	0.0133474129607739
A549_G1_1H_2	0.000924963577168105	0.000838143610874599	0.00786727476936662	0.00659230527423769	0.00481036775796227	0.00863486951753508	0.00980370210463712	0.000478241514168085	0.0044576205900556	0.000696989211799241	0.00383201530930299	0.00258420553644031	0.0124884237589119	0.00164219295485023	0.00544325214186978	0.00162716702744478	0.00511878881346	0.000903396961923606	0.00838667056602426	0.00313460670459159	0	0.00236021903940394	0.0038391040241887	0.000349808901868895	0.00352095175225787	0.0255519683402257	0.00444186137640243	0.0047471349645439	0.00314830686595746	0.00607816505686467	0.00996279296810093	0.00116378351092717	0.00118468019882852	0.00566593196729787	0.00837898781172542	0.00179667903071337	0.000439191060387494	0.00164809247565228	0.00150208615223937	0.00857868476554075	0.00344346844707836	0.0103701812086285	0.0134028448328588	0.00784522892574306	0.00716993221907197	0.00426876553779599	0.00153390616506036	0.00610897188023916	0.00689115061771506	0.00482005826635998	0.00981028550977133	0.00160084414834034	0.00196085930471847	0.00121053399268878	0.00169752029805008	0.00312686697406336	0.00899284034851319	0.00133448105421108	0.00370786638416404	0.000198814869944059	0.014154730532641	0.00331678688055278	0.000761783626962353	0.00460027980847056	0.00556813505844338	0.00957824429861077	0.00797294010147414	0.00540244243035395	0.0110192099044877	0.00515363523232903	0.0126818024319709	0.00390467711892876	0.00410083886590866	0.00989463798117124	0.00345513979592728	0.00876193956461302	0.00534812247481312	0.00806720524650269	0.00826318426551897	0.000863817080489864	0.012772096998008	0.00521509968256232	0.0112713945041304	0.00311766620634434	0.00804957655232413	0.0116868488384932	0.0149605413769374	0.016481770909221
A549_G1_1H_3	0.00143525658473425	0.00319836038509797	0.0102274260044327	0.00895247455615766	0.00717055769640449	0.00627469643820289	0.0121638207265377	0.00188197828607153	0.00681781398556736	0.00305720645054951	0.00147180104461512	0.00494441378649323	0.0101283121894304	0.00400240644209643	0.00780343535398482	0.000733053020929643	0.007478975557993	0.003263613510136	0.00602649439542363	0.000774389719675501	0.00236021903940394	0	0.00147888979139321	0.00201041073195212	0.00588115331263855	0.0279115901745303	0.0068020549215026	0.00238692552140253	0.00550851126444502	0.00843834084556736	0.0123229086319786	0.00119643670596704	0.00354489569008739	0.00802611265284532	0.0107391310382192	0.000563540865158886	0.00192102869222268	0.00400830593480302	0.0038623002907261	0.0109388247478178	0.00108325256503816	0.00801003268245136	0.0110427515953919	0.00548504637638063	0.00480974241466263	0.00190855339687851	0.000826313946378615	0.00374877224667678	0.00453095804487001	0.00718024810688973	0.00745012849903223	0.00396105783122502	0.00432107118766159	0.00357074938006203	0.00405773351903758	0.00548707152871515	0.0113529733899348	0.00369469592822668	0.00606806643304609	0.00255903347937215	0.0117946534450343	0.000956570526620175	0.00159843644200225	0.00224006949578591	0.00792831686385572	0.00721808392870894	0.00561275901161906	0.00776262609646028	0.0086590718849446	0.00279342838721398	0.0103216946195802	0.00626487551279124	0.00646103554537229	0.0122547549174499	0.00581534187454411	0.0111220765110946	0.00770830674089665	0.0104273534047119	0.00590300659608235	0.00149640305184338	0.0151321534700898	0.0075752853969942	0.00891126076159184	0.00547787082777555	0.00568939635164388	0.00932672237963448	0.0126004826770192	0.0141217499709293
A549_G1_2A_1	0.00291414415661806	0.00467724224375375	0.0117062524852583	0.0104313149403319	0.00864941465158386	0.00479582266740243	0.0136426228310335	0.00336086472162798	0.00829667382514345	0.00453608888770424	7.08874514152095e-06	0.00642328674838097	0.00864946911498423	0.00548128460380426	0.00928228680595431	0.0022119419515239	0.00895782988394746	0.00474249509422064	0.00454761919303379	0.000704500361528232	0.0038391040241887	0.00147888979139321	0	0.00348929680162887	0.00736002017541917	0.0293900489886617	0.00828091488686266	0.00090803688207199	0.00698738066430109	0.00991718635349642	0.0138017085592501	0.00267532479863625	0.00502377603917011	0.00950496206834696	0.0122179514593638	0.00204243004553747	0.00339991501835632	0.00548718406684787	0.00534117914575019	0.0124176427297103	0.000395637453931793	0.00653117076335724	0.00956391814641797	0.00400616827961917	0.00333086114701816	0.000429664041191267	0.00230520272665104	0.00226988698059488	0.0030520756102269	0.00865910498098524	0.00597126240349453	0.00543993619972363	0.00579994769521621	0.00504962961142557	0.00553661140122396	0.00696594107010489	0.0128317861798178	0.00517357558543822	0.00754693196813535	0.00403791778987886	0.010315828585176	0.000522319530257064	0.00307732362329321	0.000761180610675967	0.00940716718015411	0.00573921620075972	0.00413388156929936	0.00924147791601023	0.00718021522789668	0.00131454054785056	0.00884285350567844	0.00774373961010877	0.00793989816906499	0.0137335557806956	0.00729420919603587	0.0126008922178068	0.00918715904697707	0.0119061775506541	0.00442413070596835	0.00297529048063009	0.0166109105922487	0.00905413888142255	0.00743240627111004	0.0069567404297465	0.00421051931040157	0.00784787160729831	0.0111216676988611	0.01264295555858
A549_G1_2A_2	0.000575154741797757	0.00118795238824127	0.00821707560350724	0.00694210846205568	0.00516017355851769	0.00828506960221786	0.0101534985927332	0.000128432620233813	0.00480742681415073	0.00104679802245267	0.00348220808023211	0.00293401349026866	0.0121386339302377	0.00199200144758735	0.00579305710491289	0.00127735838579551	0.00546859421832759	0.00125320572228479	0.00803687013005122	0.00278479889670367	0.000349808901868895	0.00201041073195212	0.00348929680162887	0	0.00387075895053823	0.0259016951593322	0.00479166761869793	0.00439732868058468	0.00349811439101777	0.00642796907957433	0.010312589057844	0.000813974727559411	0.00153448887332912	0.00601573661196525	0.00872878758776979	0.00144687045440733	8.93821630724841e-05	0.00199790096574814	0.00185189470623014	0.00892848411103851	0.00309366088043461	0.0100203853693045	0.0130530579513632	0.00749542740801706	0.00682012945599953	0.00391895873350257	0.00118409749054014	0.00575916739316837	0.00654134737411432	0.00516986405485479	0.0094604882719717	0.00195065265969558	0.00231066763998383	0.00156034265827772	0.00204732876525604	0.00347667451688561	0.00934263876957728	0.00168428967502391	0.00405767340550877	0.000548623758330854	0.0138049462339622	0.00296697921205376	0.00041197476421663	0.00425047335864773	0.00591793984444031	0.00922844650451562	0.00762313883221755	0.00575224745041353	0.0106694157857696	0.00480382943580739	0.0123320132088175	0.00425448394457366	0.00445064548685558	0.0102444342423374	0.00380494705446277	0.00911173850631729	0.00569792757011543	0.00841700567498002	0.0079133835762949	0.000514008234060271	0.0131218850220541	0.00556490495901903	0.0109216010827969	0.00346747375674668	0.00769977543414788	0.0113370566012668	0.0146107600063033	0.0161319955180327
A549_G1_2A_3	0.00444591015401575	0.00268281096930611	0.00434636590869741	0.00307137893146008	0.00128942379479289	0.0121556887679358	0.0062828275601463	0.00399919085984134	0.000936674081798864	0.00282396501600999	0.00735293156058369	0.000936749258176445	0.0160091227277027	0.00187876267644131	0.00192231352652557	0.00514810823440503	0.00159784733107987	0.00261755776414367	0.0119074962653501	0.00665553217842812	0.00352095175225787	0.00588115331263855	0.00736002017541917	0.00387075895053823	0	0.022031718446769	0.000920914761776378	0.0082680372466087	0.000372646360571205	0.00255723281431835	0.0064419216586774	0.00468472840103185	0.00233627503380098	0.00214499547213589	0.00485808710964426	0.00531761875490262	0.00396014062419438	0.00187286315732057	0.00201886941289442	0.00505778742471152	0.00696438998831636	0.0138909509856279	0.0169235096879938	0.0113660681491898	0.0106907872651095	0.00778967538668024	0.00505484815688016	0.00962984944469069	0.0104120118577161	0.00129911437750824	0.0133310720882077	0.00192011146852795	0.00156009629320327	0.0023104212766101	0.00182343534580391	0.000394086326460164	0.00547195029586713	0.00218647436693452	0.000186915502701946	0.00332213771306775	0.0176753657326991	0.00683771006393367	0.00428273127348126	0.00812118447513756	0.00204719761686039	0.0130990376058305	0.0114937762021839	0.00188150343989782	0.0145399592041128	0.00867453062870708	0.0162024943650259	0.000383727248980171	0.000579890100711631	0.00637376527810771	6.58122412406918e-05	0.0052410453958469	0.00182718299153443	0.00454629949563291	0.0117840131149446	0.00438476406607491	0.00925129319727675	0.00169415902368645	0.0147921355569256	0.000403287125782202	0.0115704107592273	0.0152075759509187	0.0184811431852789	0.020002305133496
A549_G1_2B_1	0.0264767100131834	0.0247140123082827	0.0176859507375717	0.0189607928832649	0.0207425029847859	0.0341841561622153	0.0157496604837409	0.026030097073636	0.0210951982941058	0.0248551360146594	0.0293829624121602	0.0229682999955812	0.0380360706305791	0.0239101308640034	0.0201097059747898	0.0271787345557508	0.0204341254180515	0.0246487730229829	0.0339360534232504	0.0286857596835939	0.0255519683402257	0.0279115901745303	0.0293900489886617	0.0259016951593322	0.022031718446769	0	0.021110955138154	0.0302977983880814	0.0224042997409667	0.0194748734029163	0.0155905778654373	0.0267154701122949	0.0243675495294343	0.019887055161202	0.017174280520851	0.0273482020190242	0.0259910559855927	0.0239042325315141	0.0240502092582218	0.016974598993016	0.0289945313497573	0.035918763412305	0.0389500622529817	0.0333948177278505	0.0327197703100193	0.0298195791688658	0.0270854979738495	0.0316591846737785	0.0324410891731932	0.0207328138690797	0.0353591010761644	0.0239514713237464	0.0235915277947862	0.024341701154421	0.0238548146405278	0.0224257358972275	0.0165604731003492	0.0242177799019557	0.0218448347601269	0.0253531991259877	0.0397015832150771	0.0288678869401046	0.0263135703467468	0.0301509897912166	0.0199848394395038	0.0351271548818434	0.0335224808137934	0.0201505102717562	0.0365675143442961	0.0307041677130556	0.038229359777075	0.0216480559219032	0.0214519252650986	0.0156587293761669	0.0220975193560023	0.0167913577143344	0.0202048229733045	0.0174860375574659	0.0338126145681585	0.0264155786686491	0.0127813440771712	0.0203378277750594	0.0368195889153755	0.0224349350592675	0.0335990882627943	0.0372348594202165	0.0405069915093518	0.0420274281900555
