	A549_G1_1A_1	A549_G1_1A_2	A549_G1_1A_3	A549_G1_1B_1	A549_G1_1B_2	A549_G1_1B_3	A549_G1_1C_1	A549_G1_1C_2	A549_G1_1C_3	A549_G1_1D_1	A549_G1_1D_2	A549_G1_1D_3	A549_G1_1E_2	A549_G1_1E_3	A549_G1_1F_3	A549_G1_1G_1	A549_G1_1G_3	A549_G1_1H_1	A549_G1_1H_2	A549_G1_1H_3	A549_G1_2A_1	A549_G1_2A_2	A549_G1_2A_3	A549_G1_2B_1	A549_G1_2B_3	A549_G1_2C_1	A549_G1_2C_2	A549_G1_2C_3	A549_G1_2D_1	A549_G1_2D_2	A549_G1_2D_3	A549_G1_2E_1	A549_G1_2E_2	A549_G1_2E_3	A549_G1_2F_1	A549_G1_2F_2	A549_G1_2F_3	A549_G2_2A_1	A549_G2_2A_2	A549_G2_2A_3	A549_G2_2B_1	A549_G2_2B_2	A549_G2_2B_3	A549_G2_2C_1	A549_G2_2C_2	A549_G2_2C_3	A549_G2_2D_2	A549_G2_2D_3	A549_G2_2E_1	A549_G2_2E_2	A549_G2_2E_3	A549_G2_2F_1	A549_G2_2F_2	A549_G2_2F_3	A549_G2_2G_1	A549_G2_2G_2	A549_G2_2G_3	A549_G2_2H_1	A549_G2_2H_2	A549_G2_2H_3	A549_G2_3A_1	A549_G2_3A_2	A549_G2_3A_3	A549_G2_3D_1	A549_G2_3D_2	A549_G2_3D_3	A549_G2_3E_2	A549_G2_3E_3	A549_G2_3F_1	A549_G2_3F_2	A549_G2_3F_3	A549_G2_3G_1	A549_G2_3G_2	A549_G2_3G_3	A549_G2_3H_1	A549_G2_3H_3	A549_G2_4A_1	A549_G2_4A_2	A549_G2_4A_3	A549Root1_1	A549Root1_2	A549Root1_3	A549Root2_1	A549Root2_2	A549Root2_3
A549_G1_1D_2	0.00598715695954483	0.0100095253315597	0.00231445478313999	0.00271602519929346	0.0128581718135772	0.0270975377800035	0.00446008823633794	0.0155488075619242	0.0200949933366291	0.00280329834355901	0	0.0143117934488854	0.00402001674366758	0.00377517367788832	0.00161093362906101	0.0078917835353375	0.00129849872441119	0.00716348369645046	0.00707328461574913	0.00229454117821237	0.0149459902166655	0.00182267605689825	0.0138787553177704	0.0051588560334617	0.0147271689080298	0.016838323683672	0.0191834441159309	0.0178488812585684	0.00817043407669236	0.00345329871145953	0.0248617097714066	0.00789327604627451	0.0123273155088782	0.0101647229622654	0.0193330632631813	0.0117098277749681	0.00862777552535533	0.0252058388540136	0.0100435649874383	0.0100491345558044	0.0107081166096473	0.00629623811539803	0.0100427948162339	0.000789766359828824	0.00579246566167081	0.0191410590481192	0.00377379064349605	0.0242513075068366	0.0286745063928362	0.0219595753983813	0.0234762938850808	0.0195829932810839	0.0241087974705552	0.0276705693697181	0.011231914425825	0.00306621234496808	0.0189428942567417	0.00463594879108011	0.00401911651649933	0.0154453998188168	0.0113205507334888	0.010883899432778	0.00901504973470324	0.0118751853456318	0.00508447512651741	0.00870187940069105	0.00426795914651278	0.0110943611204356	0.0102216360627357	0.015014516315297	0.0150243867164949	0.0114210914547694	0.0123980442770358	0.0103869868079736	0.0442254025932417	0.0378158910983987	0.00445784525663542	0.00562421441962059	0.0151051577867697	0.0115710334131592	0.014442947444569	0.00710157433525899	0.00688616653993575	0.0160496924558011	0.0108925028543874
A549_G1_1D_3	0.012687351757654	0.024199721457727	0.0129826869933307	0.0115972534355155	0.00535405011540974	0.0132521854778666	0.0098540825923116	0.00147448911186952	0.00598390664733017	0.0166554272281181	0.0143117934488854	0	0.0179202155833317	0.0107421743593576	0.0147942831763461	0.0221452840303601	0.0130511007456082	0.0209268194963494	0.0211633004155695	0.0158745912132285	0.0289691557823724	0.0159921613887544	0.00267190947357897	0.0190444870510146	0.00399842254614859	0.00286872794473024	0.00608635371459979	0.00354800881261843	0.00623720167182565	0.0113006743237859	0.0105921140092929	0.00641942929271867	0.0265680467794444	0.00416278304119664	0.0335632084274298	0.0259723185377413	0.00739151159807766	0.0394999701253015	0.0234947647497697	0.0240566401401557	0.0250071859973298	0.0118851247094881	0.00510724795189535	0.0151014804783049	0.0102144991377793	0.00597695293646318	0.0113527119784371	0.0099710407092468	0.0143658129313033	0.00770262356061933	0.00918661544991044	0.00607086142723346	0.00982537666163886	0.0133841222434855	0.00369861966754143	0.0168082811206447	0.00744156402268677	0.0179716486506405	0.0171293990154145	0.00146800230397043	0.0256270141076087	0.0251637304225284	0.0229776397152355	0.0260986560200951	0.0189459563676077	0.0156335862204905	0.0102224373119367	0.00322059201133927	0.00485524806511823	0.00119171075690527	0.00251253491261927	0.00349099717101861	0.00192055779610505	0.00432458652461532	0.0583128184050026	0.0513211434503922	0.018417409194967	0.0198075348870197	0.00388430876760057	0.0255401398060313	0.0276751479339697	0.019777325172731	0.0205527276363645	0.0303579100749359	0.0248983992354894
A549_G1_1E_2	0.00710757031022133	0.00746135465094604	0.00623070567655211	0.00649926745563299	0.0156844469462693	0.0303016208656406	0.00822828663248386	0.0192321622500065	0.0235118570801953	0.00384062826672765	0.00402001674366758	0.0179202155833317	0	0.00718045655540749	0.00470444661856071	0.00437761892717735	0.00527898522812011	0.00314884973376318	0.003249288039389	0.00204593641339708	0.0124642282885636	0.00328547806870596	0.0171455049418989	0.00447510235445482	0.0177882778838521	0.020564115354751	0.022327726140055	0.0214104525549172	0.0119604309486431	0.00662778529844373	0.0285097954764284	0.0115738988945462	0.00947456502556523	0.0137618238712081	0.0163212549500104	0.00814407456358899	0.0114600539046387	0.0219157461066973	0.0087908614626923	0.00615365603239199	0.00765234605963682	0.00778534954723905	0.0139500617560884	0.00335642077414984	0.0083063661134716	0.0223028436979562	0.00778923836631635	0.0278886939026488	0.0322232607570322	0.0254434304804642	0.0271029714791368	0.0228161946323955	0.0277426930917537	0.031159669180959	0.0145854354635198	0.00406004950102821	0.021751885513281	0.00120294784003279	0.00519191521875563	0.0189407747185251	0.0079780235567887	0.00794187990183497	0.00711952571304969	0.00821847714828677	0.00106950057790397	0.00816343881957419	0.00769952518221658	0.014742978612763	0.0134834259149456	0.0185076554671328	0.0188504682715311	0.0147881685399079	0.0160378178668646	0.0142138832465751	0.0412647332210891	0.0354813982501371	0.000501777975234854	0.00203132480195739	0.0181977965959957	0.00765879862883676	0.010426512705409	0.00353029209894755	0.00597572888214958	0.0127333699773243	0.00699932439213261
A549_G1_1E_3	0.00431967283708947	0.0137749463658537	0.0035910433192648	0.00134117590415375	0.009108209634933	0.0233492165127733	0.00144294334678097	0.0120545055945025	0.0164080773142288	0.00648184363794601	0.00377517367788832	0.0107421743593576	0.00718045655540749	0	0.00480223252649159	0.0114261819088876	0.00272202030771579	0.0102250605906092	0.0104222209296077	0.00513537632867218	0.0187206326923545	0.0055864410380064	0.0101286558244062	0.00889450317495846	0.0109525516983637	0.0133936538607644	0.0154186118082033	0.0142443098561469	0.00488427043920252	0.000672088540712527	0.0213324737235935	0.00441672808250965	0.0160734519249503	0.00658191094326911	0.0230729114166362	0.0152501630739781	0.00492083581727124	0.0288889384433483	0.0137287450936301	0.0133265444761746	0.0144122714571843	0.00409882710404355	0.00702102244801074	0.00453894867215789	0.00257493817877912	0.0153786264812199	0.00317473204108426	0.0207121942535668	0.0250689794145385	0.0183089533324843	0.0199274751317406	0.015834200558834	0.0205665374068696	0.0240276567206148	0.00750016830721554	0.00671066659670456	0.015179848428099	0.00731197864413103	0.00744157572535079	0.0117931410351019	0.0149524081751053	0.0146101375968436	0.0127835241284579	0.0153641524482458	0.00821423192856452	0.00790772032083095	0.000520142503088086	0.00756444604407053	0.00646065339451659	0.0113601501225366	0.0117403078966695	0.00769504362508372	0.00885798773359663	0.007141444994527	0.0479830465068401	0.0415686855077613	0.00767671581179263	0.00907559462049203	0.0113319739401205	0.0148201256642532	0.0172067301669825	0.00937346571433808	0.0105891628893636	0.0197096946948799	0.0141704598687386
A549_G1_1F_3	0.00756374106085364	0.00941666275558264	0.00187006668707253	0.00351830212642249	0.0138721386797301	0.0278041786432019	0.00506956681130083	0.0159427582857536	0.0206900195401871	0.0018637579106122	0.00161093362906101	0.0147942831763461	0.00470444661856071	0.00480223252649159	0	0.00789383407285441	0.0020897087585835	0.00769168036140503	0.00734011092550682	0.00349307999895533	0.014198670064782	0.00150310810010801	0.0146352183338784	0.00426230097909654	0.0155978663100768	0.0171740610240404	0.0199667053077383	0.0183413064937647	0.00856115528894561	0.00465689275231974	0.0252340016379252	0.00842687468128913	0.011801040995715	0.0107231798536944	0.0187825799801449	0.0116119613019423	0.00972104470473431	0.0247766993457244	0.00896826234361137	0.0102875994180224	0.0103298225137036	0.0078249943426512	0.0101975157087682	0.00160634201174169	0.00710867623450011	0.0199141291664018	0.00358824048007456	0.0246366194875015	0.0291246824562615	0.0224915217864867	0.0238753559813676	0.0203086883372977	0.0244981086945759	0.0281738459733066	0.0119691850330943	0.00201937823194082	0.0199050774069313	0.0055942565188366	0.00264192265634086	0.0160158620859237	0.0110846305735146	0.010442074562197	0.00820481426175299	0.011843196027479	0.00568801430265047	0.0103052114835294	0.00522876974280148	0.011583482384161	0.0110417833251607	0.0155913360258051	0.0152481348790222	0.0121451823652699	0.0128747658650862	0.0106718486897853	0.0435537522455632	0.0368730350522467	0.00504009321047219	0.00585176008671726	0.0159539220329016	0.0118028893630321	0.0149954924089656	0.00810612033512213	0.00586672342058091	0.0157098740909526	0.0111108893918269
A549_G1_1G_1	0.0113613055838686	0.00376439573946347	0.00972535702337375	0.0105758601340083	0.0200614277936764	0.0346611668448061	0.0123295854795171	0.0234150924001092	0.027821305987709	0.00622543120541908	0.0078917835353375	0.0221452840303601	0.00437761892717735	0.0114261819088876	0.00789383407285441	0	0.00918663099846601	0.0025787283265331	0.00142251262900813	0.00636598740069527	0.00843964840101408	0.00643472966675099	0.0214840940048606	0.00478446087310474	0.02215651397001	0.0247181560308525	0.0266912297844023	0.0256627576104875	0.0160568617587401	0.010918885780373	0.0327201189426278	0.0157449540368711	0.0052955152662823	0.0179842003317206	0.011976062068718	0.00382814442738416	0.0158343742967229	0.0175423848931571	0.0064055493940857	0.00263791479161047	0.00341218434298029	0.0120839015193061	0.0179182187684365	0.00711223886790822	0.0126836141172902	0.0266642476842517	0.0114276058697076	0.0321052939254388	0.0364878412741607	0.0297316913062779	0.0313255291346013	0.0271676446600997	0.0319613060891821	0.0354489679136251	0.0188983523095216	0.00624381252351576	0.0261267208308174	0.00485512481116133	0.00680411869807587	0.0232179069348295	0.00360215614352108	0.00377423942960741	0.00436314616492261	0.00398561281913334	0.00353869343189947	0.0117213795528987	0.0119456309736853	0.0189408242831731	0.0178142985631473	0.0227849740589808	0.0229144067394109	0.0190980537707711	0.0202430568862619	0.0182780983589852	0.0369043896187452	0.0313249656730766	0.00388292132219341	0.00236688859940356	0.0225635030528803	0.00404783538168267	0.00780027928223848	0.00511417689501851	0.00500902598698478	0.00835658666083637	0.00336326010887263
A549_G1_1G_3	0.00579965630471573	0.0112016508067843	0.00151562462632624	0.00149768783323073	0.0118195039737576	0.0259107170099816	0.00319973320128695	0.0142724729705183	0.0188674545709231	0.00377875291540852	0.00129849872441119	0.0130511007456082	0.00527898522812011	0.00272202030771579	0.0020897087585835	0.00918663099846601	0	0.00842769688313032	0.00836863142813108	0.00342072272577155	0.0160914141570028	0.0029615636045996	0.0127029770851772	0.0062043413745129	0.0136055347447684	0.0155543178266968	0.018023875622607	0.0165931790047642	0.00688495374202954	0.00257573428634939	0.0235860172475464	0.00663293909336687	0.0135439247203259	0.00891622875542892	0.0205498220502116	0.0130012798319936	0.00764260448787725	0.0264557698253777	0.0110113548887793	0.0113428939161301	0.0119579528311749	0.00593915604322021	0.00874435881876522	0.00207493330975944	0.0050418810996215	0.0179770522578514	0.00259405334939985	0.0229775453332346	0.0274141257864558	0.0207156609085753	0.022204613729275	0.0183998758911337	0.0228356587430257	0.0264217389082986	0.01004430411687	0.00399727957933749	0.0178756885088673	0.0057966617770349	0.00473144792988457	0.0142073922692655	0.0125963456924573	0.0121198229103521	0.0101225677891843	0.0131709453180956	0.00634775285947419	0.00890645064535454	0.00316880359770432	0.00983116447804502	0.00906824481507513	0.0137778611547209	0.0137290994582937	0.0102286175423008	0.0111340442325677	0.00909345762205215	0.045409605940763	0.0388773761529732	0.00573063479445026	0.00692244950827619	0.0139727931686781	0.0128640333406595	0.0156812082399562	0.00820096609739163	0.00787901674886161	0.0173131619102304	0.0121868811084091
A549_G1_1H_1	0.00935081668686817	0.00634207650448092	0.00933127853300823	0.0096273717746061	0.0183423689594946	0.0330570124773245	0.0113402458574546	0.0222671536171813	0.0264059309188257	0.00643559087667058	0.00716348369645046	0.0209268194963494	0.00314884973376318	0.0102250605906092	0.00769168036140503	0.0025787283265331	0.00842769688313032	0	0.00124476696710537	0.00512623200883659	0.0109337028911808	0.00620050566376358	0.0200006182941167	0.00594188660387346	0.0205375777222835	0.0236144083346413	0.0250852637520664	0.0243833351342296	0.0150589497492257	0.00963538948505181	0.0315090966720017	0.0146394606004016	0.00774828437098791	0.0167840262694955	0.0141177535969663	0.00560155373433218	0.0142025239115988	0.0193688305310692	0.0087811833166019	0.00318794645715637	0.00586766475386806	0.0101285818079683	0.0170792481511152	0.00647455373998723	0.0110357482009548	0.0250698092777929	0.0109242150355364	0.0308836153289453	0.0351649593717039	0.0283655934963566	0.0300938862784094	0.0256180283506136	0.0307361065426361	0.0340711479831788	0.0175018580844855	0.006569204644526	0.0243314484402153	0.0029779298051332	0.00748243597280464	0.0218920571662837	0.0057655735569946	0.00626800304854648	0.00677985069211228	0.00554035352535104	0.00208014973386995	0.009276643034955	0.0107388601141161	0.0177798137853935	0.0163723708860192	0.0214599431872291	0.0219453432693302	0.0177086010963965	0.0190653128467645	0.0173176111700454	0.0389036016500649	0.0336635800499963	0.00270900112826694	0.00211344606247946	0.0209590386710838	0.00462410339588336	0.00731321958185857	0.00254018229447761	0.00679611675942157	0.0103046204408996	0.00400813488367862
A549_G1_1H_2	0.010042968066849	0.00514715305765397	0.00909275414983905	0.00968048103980356	0.0188640817312757	0.0335212685590332	0.0114258667302333	0.0224668351466355	0.0267579923221726	0.00586879919535056	0.00707328461574913	0.0211633004155695	0.003249288039389	0.0104222209296077	0.00734011092550682	0.00142251262900813	0.00836863142813108	0.00124476696710537	0	0.00529313704441468	0.00986047313012911	0.00583903863522836	0.0203851301325548	0.0049839364881994	0.0210018268896342	0.0237918068297561	0.0255459683451165	0.024657553154766	0.0151635399181857	0.00987624225794871	0.0317514389610554	0.0148012034876245	0.00670694248791137	0.0170032561344022	0.0132942970780865	0.00493076341591162	0.0146648506567181	0.0187388172387332	0.00753916515870821	0.0029785513048787	0.00482035127117083	0.0107855722995993	0.0171049251685994	0.00632538150270273	0.0114993126347934	0.0255237519042873	0.0107527841468178	0.0311313636426271	0.0354707346674746	0.0286914140908856	0.0303465480098863	0.0260462912230008	0.0309856799230947	0.0344069181680785	0.0178327358829237	0.00595376439005026	0.0249049138561934	0.00352612457811506	0.00673346984595137	0.0221893875938969	0.00489478535140784	0.00519235939896363	0.00553513088551532	0.00497665851714216	0.00227914467300289	0.0103006054698482	0.0109419248214797	0.0179795212723422	0.0167272330486532	0.021756287719961	0.0220485974479459	0.0180358241111592	0.0192765487733643	0.0174079911723255	0.0381814260335929	0.0327170112759268	0.00274904599299318	0.00148860323810882	0.0214151932172746	0.00450189279107795	0.00776753451706918	0.00373025394550056	0.00565941882610931	0.00958557648682319	0.00382001154961242
A549_G1_1H_3	0.00552635373249969	0.00915594197006823	0.0046088946605467	0.0045086237325032	0.0137329747193157	0.0282984741504475	0.00621417696096623	0.0171886354519655	0.0214769249232853	0.00351485302137667	0.00229454117821237	0.0158745912132285	0.00204593641339708	0.00513537632867218	0.00349307999895533	0.00636598740069527	0.00342072272577155	0.00512623200883659	0.00529313704441468	0	0.0141832833078889	0.00252006209319547	0.0151223035472788	0.00517616717008606	0.0157970295420243	0.0185232691176723	0.0203286259430904	0.0193656443207481	0.00993613900671339	0.00458334081619586	0.0264646324651192	0.00953476986676316	0.0113033286748446	0.0117164322420911	0.018229031380789	0.0101654978492008	0.00948803058632963	0.0239020747328404	0.0099606784047784	0.00819327567472774	0.00953368005233409	0.00610189761261863	0.0119569245151019	0.00189292660142024	0.00636311605469718	0.0203008043867323	0.00600599351979381	0.0258434327394379	0.0301806809769643	0.0234035533632534	0.0250576632787002	0.0208034493768592	0.0256974156407811	0.0291207944249765	0.0125497841821372	0.00380546954442219	0.0198191212689096	0.00237607098916594	0.00500354705685448	0.0168980672275426	0.00994779200290579	0.00978773269740705	0.00853575042242402	0.0102544328315671	0.00308358603391252	0.00736654918235517	0.00565415895763152	0.0126990135612603	0.011455019554757	0.0164649032418252	0.0168253033419789	0.0127515954044819	0.0139930777094151	0.0121936287614181	0.0431814072654107	0.0372027553580962	0.00254434318298161	0.00399913109976997	0.0162018704278203	0.00969213555890587	0.0122944185133517	0.00480980481257779	0.00689484466868839	0.0147132473137447	0.00903802138112701
A549_G1_2A_1	0.0195694744231376	0.00502782833428473	0.0159893677324381	0.0175888338026701	0.0277655535156752	0.041984702522541	0.0192459987778019	0.030068490922925	0.0348826914931337	0.0123531956096462	0.0149459902166655	0.0289691557823724	0.0124642282885636	0.0187206326923545	0.014198670064782	0.00843964840101408	0.0160914141570028	0.0109337028911808	0.00986047313012911	0.0141832833078889	0	0.0131442445954198	0.0287912332178955	0.00993680927802984	0.0296700798854523	0.0312479941373714	0.0341102306075906	0.0325105294236302	0.0227342949589345	0.0183588293954503	0.0392976493100644	0.0226242822404364	0.00319964842053623	0.0249199610501113	0.00501143646648021	0.00618586023483117	0.0235120231172715	0.0111877495622678	0.0058518440939018	0.00874846702960217	0.00506673283322901	0.0202288507242559	0.0241979580037498	0.0141880867353211	0.0204839480294061	0.0340639345592236	0.017634717567075	0.0387149032121558	0.043243325132993	0.0366680599171532	0.0379686498498539	0.0344822059446847	0.0385805395278837	0.0423285903864122	0.0261311301481632	0.0121794515049411	0.0338605457561336	0.0131933947927403	0.0118763483549457	0.0302093684880466	0.00543957579234143	0.00467102465710404	0.0059954103135455	0.00661087863307179	0.0118447457581387	0.0201599809303644	0.0192112323648502	0.025769759977546	0.0251537537674834	0.0297858277350429	0.0292308235284961	0.0263131318285291	0.0270536867289383	0.0247699863884687	0.0293673383030323	0.0230311967123362	0.0120230255528839	0.0104934167139078	0.0300464685896244	0.00855047043946356	0.0118451504218615	0.0134538062758028	0.00844402362250232	0.00429659913491067	0.00849564532131621
A549_G1_2A_2	0.00750565514905449	0.0082402139502343	0.00329126321179634	0.00445440867911245	0.014679456793034	0.028868667756231	0.00615433878083697	0.0171895061456681	0.0218264192810913	0.00108990833433551	0.00182267605689825	0.0159921613887544	0.00328547806870596	0.0055864410380064	0.00150310810010801	0.00643472966675099	0.0029615636045996	0.00620050566376358	0.00583903863522836	0.00252006209319547	0.0131442445954198	0	0.0156572307139519	0.0033403218152742	0.0165322114240918	0.0184510839270197	0.0209722862317454	0.0195374223086859	0.00979249662096929	0.00527551122303512	0.0264986858269536	0.00958035780464532	0.0105860539428354	0.0118696107290838	0.0175911940783031	0.0101927809466316	0.0104503396012279	0.0235174603081615	0.00823692726489991	0.00879255096277146	0.00902640317870149	0.00791557707485997	0.0115408893468196	0.00114704410494724	0.00758524344880184	0.0209273833191545	0.00499466549948783	0.0258944440044975	0.0303500338708617	0.0236675321816857	0.0251257534876666	0.0213569172615933	0.0257538265471637	0.0293690342007769	0.0130017307860146	0.0013838179133988	0.0207616384582965	0.00427968052363706	0.00252986068380925	0.0171637564984768	0.00971613097611942	0.00917356660379787	0.00719744279323419	0.0104040970482769	0.0042244469729042	0.00980221210330274	0.00607047971775785	0.0127720316683103	0.0120118375944061	0.0167348671149086	0.016573474860791	0.0131872979421757	0.0140728362053288	0.0119614519632404	0.042452316201616	0.0359952303001334	0.00358032021041799	0.00435046529442941	0.0169062743196972	0.0103101886796603	0.0134977463774437	0.00677024231692518	0.00507770613386752	0.0143970315976865	0.00961907051823426
A549_G1_2A_3	0.0111859159877837	0.0238861556631518	0.0129466276277726	0.0112057960424293	0.00279177177340242	0.0132225861934591	0.00956599282791254	0.00390855057177567	0.00642385105263479	0.0164531002322447	0.0138787553177704	0.00267190947357897	0.0171455049418989	0.0101286558244062	0.0146352183338784	0.0214840940048606	0.0127029770851772	0.0200006182941167	0.0203851301325548	0.0151223035472788	0.0287912332178955	0.0156572307139519	0	0.0188811654837782	0.00151047113359859	0.00512900766237288	0.00533296597954268	0.00478853023891506	0.00647500538537219	0.0105808747297551	0.0118261011551961	0.00632483760809137	0.0261980086415379	0.00415868916053371	0.0331976697303385	0.025284872125611	0.00587392497732321	0.0389937342046134	0.0235567067413647	0.023178801759185	0.0245361990354429	0.0103556611681225	0.00625596212983555	0.0146557424077214	0.00899081857156264	0.005279675720743	0.0114748573527685	0.0111877866049234	0.0152351860007251	0.00842340505177405	0.0103916779008643	0.00570619404429288	0.011034737279425	0.0140950795193547	0.00266636167602295	0.0166445369698472	0.00575132269636044	0.0170232901023057	0.0171443087250297	0.00240402237491026	0.0250461471463248	0.0247370940461621	0.0228155611423308	0.0253599922803539	0.0181183571860239	0.0137622375961023	0.00962088175625648	0.00371293052684436	0.00367400278088977	0.002090907298829	0.00518272076476867	0.00249512291401051	0.00300131554819574	0.00532478066362606	0.05808734078092	0.05146953853544	0.0176471907872601	0.0191187252186739	0.00160944706711214	0.0246188157487991	0.0264215400441536	0.0185801290903348	0.0204969203262099	0.0298097672072154	0.0240070093094223
A549_G1_2B_1	0.0106319961916349	0.00523189471825979	0.00606690911177647	0.00769726391012763	0.0180004055523511	0.0320617748416132	0.00932015184790895	0.0201697033198708	0.0249501935129465	0.00242962202505159	0.0051588560334617	0.0190444870510146	0.00447510235445482	0.00889450317495846	0.00426230097909654	0.00478446087310474	0.0062043413745129	0.00594188660387346	0.0049839364881994	0.00517616717008606	0.00993680927802984	0.0033403218152742	0.0188811654837782	0	0.0198083914462938	0.0213778778834674	0.0242093589884101	0.0225896113963428	0.0128082364312458	0.00861134452278109	0.0294386706546212	0.012688804785745	0.00763583091328283	0.0149848412657089	0.0145682433398083	0.00798818791299973	0.0137827554332044	0.0206193853228119	0.00490769156472579	0.00742198792861633	0.00634070719166166	0.0111226505730494	0.0143542346078353	0.00447028541896392	0.0109190064187128	0.0241592431957323	0.00774229217856828	0.0288471353587616	0.0333536405425111	0.026743997399835	0.0280918748587786	0.0245630541412272	0.0287103082456593	0.0324176785746799	0.0162166237832833	0.00224303676853786	0.0240714971042405	0.00566821840676168	0.00219111539346803	0.0202759514440796	0.00726379110738901	0.0063760991719794	0.00394264419726178	0.00832299570209217	0.00476409350126155	0.0124332959021816	0.00936405089282528	0.0158389176679265	0.0152653901678802	0.0198519741995973	0.0194074416288303	0.0163953755551534	0.0171265556829043	0.0148803341673833	0.0392964738503885	0.0326808951484022	0.00436773462832857	0.00386088323861171	0.0201735005562803	0.00880535292380227	0.0125632293323561	0.00764469641972928	0.00175594979807988	0.0116694945642806	0.00813192029424564
A549_G1_2B_3	0.0114646127312143	0.0247192552838425	0.0139784790796453	0.012112097966836	0.00238233396254294	0.0125263362608236	0.0105496366296202	0.00501746060929946	0.00623252703224708	0.0173805825079857	0.0147271689080298	0.00399842254614859	0.0177882778838521	0.0109525516983637	0.0155978663100768	0.02215651397001	0.0136055347447684	0.0205375777222835	0.0210018268896342	0.0157970295420243	0.0296700798854523	0.0165322114240918	0.00151047113359859	0.0198083914462938	0	0.00605432190195019	0.00454895914156009	0.00520655944801134	0.00773000459391617	0.0113421316586531	0.0118661379664369	0.00748006437366551	0.026995201318338	0.00545578504833765	0.033976883825307	0.0259251046459589	0.00634046429180225	0.0396912649682153	0.0245572312955644	0.0237246408276167	0.025290568631889	0.0106329283434884	0.00771123796478367	0.0154892573943426	0.0095099543122399	0.00453415021994344	0.012586047873357	0.0112320813360745	0.0150009729183294	0.00827130353537329	0.0104498358214554	0.00511570233216649	0.0110783738120526	0.0137864970840563	0.00378583989179004	0.0175873168196124	0.00442702539982957	0.0175709612523307	0.0181585277023035	0.00327195712754585	0.025742995356917	0.0255124478489702	0.0237226977968862	0.0259725054040011	0.0187242420320401	0.013711735111103	0.0104623807671285	0.00514235871619139	0.00456186155833158	0.00311723449370428	0.0064886303531381	0.00366259264999173	0.00450992677868228	0.00677556715921191	0.0589007351364894	0.0524564305039174	0.0182880836511897	0.0197915737463417	0.000442693871099765	0.0251331362196033	0.0267274996502913	0.0189658420741539	0.0214614859198573	0.030506756301639	0.0245411671627714
A549_G1_2C_1	0.0155422366510738	0.0265833201287317	0.0153229295902755	0.0141440320512821	0.00792072786848203	0.0117039675886752	0.0123903397428144	0.00140043696498215	0.00461546286218104	0.0190357215932203	0.016838323683672	0.00286872794473024	0.020564115354751	0.0133936538607644	0.0171740610240404	0.0247181560308525	0.0155543178266968	0.0236144083346413	0.0237918068297561	0.0185232691176723	0.0312479941373714	0.0184510839270197	0.00512900766237288	0.0213778778834674	0.00605432190195019	0	0.00599360790530282	0.00207529069482731	0.00866978549939925	0.013982210439856	0.00806339553491505	0.00899222751108053	0.0289718845654098	0.00684785024213315	0.0359389745965894	0.0285416944346176	0.010259051150722	0.0419412108128512	0.0256481776445059	0.0267146871891709	0.0274730874100251	0.0147443633308262	0.00705868190043651	0.0176249161402073	0.0130390021961142	0.00584965539407374	0.0136367394714788	0.00747253014027081	0.0120138963353303	0.00577453521276153	0.00672499534252718	0.00556828083240078	0.00733701843707051	0.0111749765397389	0.00656668218734226	0.019164987659177	0.00812693160106195	0.0206797365543848	0.0193748897548613	0.00279311545284316	0.028146465181632	0.027605234602496	0.0252792454371938	0.0286910204785391	0.021604994966134	0.0184995339600768	0.0128780176253898	0.00583908690606026	0.00771962748685506	0.00304110448649806	0.00218839555735937	0.00635949475103488	0.00457276554452392	0.00650291756622243	0.0605543216940319	0.053308444434758	0.0210566072627098	0.022404733101236	0.00577059219033433	0.0282108818317348	0.0304533993241241	0.0225555632904704	0.0228069975843929	0.03284421232284	0.0275592147808374
A549_G1_2C_2	0.0159724231181205	0.0291892992380839	0.0182762469493659	0.0165263895424899	0.00681499947815039	0.00797864085674391	0.0148978498924808	0.00596051757809668	0.00271048916248278	0.0217808712064917	0.0191834441159309	0.00608635371459979	0.022327726140055	0.0154186118082033	0.0199667053077383	0.0266912297844023	0.018023875622607	0.0250852637520664	0.0255459683451165	0.0203286259430904	0.0341102306075906	0.0209722862317454	0.00533296597954268	0.0242093589884101	0.00454895914156009	0.00599360790530282	0	0.00398916452840032	0.0117189341590333	0.0158395168480912	0.00816842384378778	0.0116350104410368	0.0314855906709066	0.00940398533362249	0.0384766669250329	0.0304665393317885	0.0108887179343552	0.0442207687031739	0.0288862649053405	0.0282720662279096	0.029800212681461	0.0151437492041851	0.0110794389292919	0.0199551348368017	0.0140581711545866	0.000149047977465064	0.0167848621644892	0.00758008727411465	0.0107454894161635	0.00444522789116567	0.00688380530256454	0.000881114540494751	0.00743479254718732	0.00945756825330556	0.00799915997889252	0.0219744630816911	0.00258328273539446	0.0221191185543531	0.0224742454969019	0.00461996825988121	0.0302722752368037	0.0300131011568616	0.0281407429750858	0.0305174371784936	0.0232692413084667	0.0180051684128601	0.0149175183524444	0.00876351692180754	0.0089627617098039	0.00492781788642856	0.00771455834645637	0.00782687712269162	0.00767194529927093	0.010212988096579	0.0633801419531598	0.0567931151819629	0.0228280417304365	0.0243255140748963	0.0041318021365133	0.0296784637733632	0.0312137786768733	0.023490848968208	0.0258285081047482	0.0350364947250357	0.0290880108516287
