	A549_G1_1A_1	A549_G1_1A_2	A549_G1_1B_1	A549_G1_1B_2	A549_G1_1B_3	A549_G1_1C_1	A549_G1_1C_2	A549_G1_1C_3	A549_G1_1D_1	A549_G1_1D_3	A549_G1_1E_1	A549_G1_1E_3	A549_G1_1F_1	A549_G1_1F_2	A549_G1_1F_3	A549_G1_1G_1	A549_G1_1G_2	A549_G1_1G_3	A549_G1_1H_1	A549_G1_1H_3	A549_G1_2A_2	A549_G1_2A_3	A549_G1_2B_1	A549_G1_2B_2	A549_G1_2B_3	A549_G1_2C_1	A549_G1_2C_2	A549_G1_2C_3	A549_G1_2D_1	A549_G1_2D_2	A549_G1_2E_2	A549_G1_2F_1	A549_G1_2F_2	A549_G2_2A_2	A549_G2_2A_3	A549_G2_2B_1	A549_G2_2B_2	A549_G2_2B_3	A549_G2_2C_1	A549_G2_2C_2	A549_G2_2C_3	A549_G2_2D_1	A549_G2_2D_2	A549_G2_2D_3	A549_G2_2E_1	A549_G2_2E_2	A549_G2_2F_1	A549_G2_2G_1	A549_G2_2G_2	A549_G2_2G_3	A549_G2_2H_1	A549_G2_2H_2	A549_G2_3A_1	A549_G2_3A_2	A549_G2_3A_3	A549_G2_3D_1	A549_G2_3D_2	A549_G2_3D_3	A549_G2_3E_1	A549_G2_3E_2	A549_G2_3E_3	A549_G2_3F_1	A549_G2_3G_1	A549_G2_3G_2	A549_G2_3H_1	A549_G2_3H_2	A549_G2_3H_3	A549_G2_4A_1	A549_G2_4A_2	A549_G2_4A_3	A549Root1_2	A549Root1_3	A549Root2_1	A549Root2_2	A549Root2_3
A549_G1_1H_1	0.00484506034674203	0.0030582057939769	0.0110179302096638	0.00901865792976846	0.00589795698859832	0.0118208371421192	0.00860268509173925	0.0128994932700335	0.0110976346000892	0.0131397346974144	0.00355663693601356	0.026461771863136	0.010623726018645	0.0178923695955222	0.0217569787753349	0.0100067987431051	0.00458723066963742	0.0257545777157533	0	0.00589775343106135	0.0221663753217596	0.00916369703977883	0.0116230000803044	0.00404532663836023	0.0200411396304727	0.0221765023188091	0.0199143100220953	0.00817472352546168	0.0187570293080445	0.0169088742793735	0.00419347207588118	0.0131953329569542	0.000954649296214956	0.00533631343223264	0.0109905629667251	0.00400615510361773	0.0105826193002036	0.0188272945550904	0.00393574111675344	0.0134828514913985	0.0160293016617653	0.0105974658539903	0.00919578999399582	0.01563581978071	0.00943433485413113	0.0081464668492072	0.0155991186125333	0.0154757783221767	0.0151232637653918	0.0319948361471164	0.0185891899318459	0.0173428314641722	0.00135271125594073	0.0048127304239821	0.0181172739814889	0.0191993605016086	0.00346574439162218	0.0251750073437039	0.010714997112607	0.0126443445083408	0.0119111608757552	0.00248171263749734	0.0135583304499408	0.0115063185163645	0.0139868678385754	0.0115432653834639	0.0020014052745313	0.0113659833136983	0.00410423935282146	0.0149980864063231	0.00726732480814101	0.0283217355436061	0.0108050578672796	0.0164788659306335	0.0308666348779419
A549_G1_1H_3	0.0100180506475536	0.00882140043587893	0.00989361813789009	0.00846018769293596	0.000144851011149985	0.0105349680255259	0.00530888973799052	0.0105759478281053	0.00766790410305406	0.0108517838736349	0.0049633702131761	0.0233115869240265	0.0114138805226403	0.0148534771288774	0.0174334488830547	0.0106851907545261	0.00690668764469766	0.0229991681727062	0.00589775343106135	0	0.0186625973198626	0.00932235556215618	0.0114304086648636	0.00968274387001514	0.0167554017432558	0.0211150846114106	0.016541763920716	0.0111431216525601	0.0183099357601807	0.0176499690591626	0.00393141907209242	0.0111549635950251	0.00523990736404929	0.00549543963527438	0.00644673831314266	0.00196890267535093	0.0079494963344402	0.0160852815539095	0.00512203830102805	0.00889377725611872	0.0122034313448263	0.00885152178391951	0.00940297239582958	0.0121535151123018	0.00701426920925589	0.005693094865738	0.0123708819838853	0.0130888698479832	0.0116799242310054	0.0288585239008372	0.0161887040050504	0.0143215320069105	0.00459396056517992	0.00535103717764014	0.0145573950226939	0.0171191924339584	0.00250259081520312	0.0217234021153608	0.00959712840115358	0.0109811347816868	0.0106777205771545	0.00616096532962828	0.00914426908497224	0.0100185326570525	0.0121042835658791	0.00750412873567898	0.00440201747877729	0.00974367093180487	0.00331470363341673	0.0111172609269628	0.0017450129297143	0.0247318813265528	0.00988843193789716	0.0139581522345622	0.0274046111798513
A549_G1_2A_2	0.0269971954698779	0.0234780137861827	0.0119893554131041	0.0138816887846714	0.0185374362958783	0.0112585335462108	0.0137657231389428	0.00948984886343546	0.0112065168395619	0.00930078622088413	0.0186740196927634	0.00478626493873054	0.0147630492630409	0.00442998518527519	0.00380249006836125	0.0147772309752743	0.0185546334090839	0.0051987671202909	0.0221663753217596	0.0186625973198626	0	0.0144696622198403	0.0128175450587505	0.0259953813768354	0.00221240337052231	0.00955450278472391	0.00226620623511075	0.0189104949077926	0.0109098291109441	0.0143164020430115	0.0179967104378673	0.00945438369327382	0.0221888551455124	0.0169639012931333	0.012275829445477	0.019307048118089	0.0115872598999027	0.00414039752627776	0.0183302111333576	0.0100697166132715	0.00646647525147809	0.0118456245809564	0.0145070883040528	0.00658785321868751	0.0127348959500913	0.0140366236711705	0.00656842533998885	0.00723623230967341	0.007091842753149	0.0102358581708118	0.00508726922627418	0.00495035562146128	0.0210524900863522	0.0239473473795143	0.00411827882654224	0.00574849767238135	0.0203571764192696	0.00306291180327749	0.0122118929475993	0.0102589659004059	0.0112534875452779	0.0202402831319605	0.00968663624104153	0.0112917832095182	0.00900834417382766	0.0111612131086645	0.0202170687139313	0.0112898177936844	0.0182166786127516	0.00755054554265699	0.0170041941660711	0.0061605558664435	0.0123429013110162	0.00626238962711569	0.00876819407977202
A549_G1_2A_3	0.0135680757636152	0.00946418321847014	0.00249314093013846	0.00121642339861371	0.00918589020541258	0.00321431257995707	0.00543636612706382	0.00515655117571193	0.00590185435534806	0.00527992788436966	0.00582209036667506	0.0181852206932787	0.00214947744569972	0.0100453397331003	0.0152694054393851	0.00144348050522419	0.00467639688980958	0.0171819128557183	0.00916369703977883	0.00932235556215618	0.0144696622198403	0	0.00246114954664843	0.0123179067261905	0.0122576697365123	0.0130155891624331	0.0122444376696155	0.00468328805470407	0.00963160210412357	0.00835884433264233	0.00598089889457177	0.0050312060742424	0.00961825597167879	0.00421715627029939	0.00780772277593719	0.00840553790518518	0.00447647279542385	0.010579438939051	0.00543042759490195	0.00917079506865893	0.00956812344539112	0.00312898517191218	9.67316670266164e-05	0.00873551199918515	0.00402635706591772	0.00437824733000149	0.00834756456094756	0.00724796469839899	0.0082844956466801	0.0235660589466582	0.0100624921485286	0.00954318784243275	0.00855192376914569	0.0128800059971864	0.0108938318934916	0.0104137435982405	0.00923757821078646	0.0172464935188576	0.00231131693326645	0.00421137546504602	0.00323187467229643	0.00674751949093582	0.00887049959789528	0.00322008220897481	0.0055024126729697	0.00710702154964037	0.00769050834980577	0.00330298014525123	0.00656918915652639	0.00887968324935712	0.00878212799913637	0.0204154491436862	0.00212837982360456	0.00825171199856706	0.0227515340747154
A549_G1_2B_1	0.0159770622826896	0.0117918719778055	0.00206835261948784	0.00298170605404896	0.0112889772418391	0.00215049342718233	0.00687421208008951	0.00430463240129955	0.00639906382147174	0.00429804847326247	0.00826977192304248	0.016188551904548	0.00195245466423409	0.00849032636510516	0.0141391030553021	0.00202689628888082	0.00710908534181836	0.0150520359600947	0.0116230000803044	0.0114304086648636	0.0128175450587505	0.00246114954664843	0	0.0146980357536588	0.0106336872821159	0.010561450986637	0.0106807503257852	0.00613256425948471	0.00718223213866155	0.00629313649881741	0.0083481808615809	0.00383630756640436	0.0120771110450869	0.00661699589378719	0.00866582242993391	0.0107078571356963	0.00498816697820873	0.00875744408172803	0.00787621829764128	0.00940116919713317	0.00880452226334783	0.00338943336719294	0.00242733978032475	0.00783050445643291	0.00510848648299283	0.0059920757296066	0.00728560214463866	0.00564829124268539	0.00746707380269795	0.0214590221370589	0.00808190780321077	0.00804788643475151	0.011004524841886	0.0152815809717218	0.00963278579020826	0.00824921717061946	0.0115890871428494	0.0154248216113791	0.00222305222565197	0.00295952341587891	0.00204194233304338	0.00919681966529135	0.0089939429751056	0.00259363043653165	0.00389491814100675	0.00764047492385557	0.0101383338453358	0.00288587745727841	0.00890798238927058	0.00836315327624986	0.0106578972648408	0.0185601396268247	0.00182018551665802	0.00656763064769425	0.0207843610870153
A549_G1_2B_2	0.00145576533419807	0.00301230336074978	0.0144677986327636	0.0124420372160152	0.00970947939631097	0.0152747695598148	0.0126002452981307	0.0165979031631906	0.0150541076464256	0.0168213318620886	0.00733826530608827	0.0301650643635582	0.0133482402105798	0.0216562069834438	0.0257437799781355	0.0128481901331852	0.00767450306363972	0.0293443504914486	0.00404532663836023	0.00968274387001514	0.0259953813768354	0.0123179067261905	0.0146980357536588	0	0.0238379855864964	0.0251870477201024	0.0237329808494028	0.00991528626747109	0.0215884530635483	0.0192193872612904	0.00816842673831202	0.0168096766524551	0.00446675364034124	0.00903466633220214	0.0150342646902376	0.00792529726115577	0.01442792904119	0.0224991415226937	0.00767065189282664	0.0175220646621957	0.0199750211817043	0.0142477863719588	0.0123273876623756	0.019527031417929	0.0132871181296759	0.0120646923175455	0.0194408858864566	0.0191166599559557	0.0190142540119192	0.0356582031088358	0.0221660728454662	0.0211106773407328	0.00537134059859084	0.00651696960977723	0.0219948239047109	0.0226624170439965	0.00718035128156135	0.0289692773874802	0.0141820453067202	0.0161731260685892	0.0153436178191795	0.00577425464796919	0.0175878671186105	0.0150380990337186	0.0175279478202439	0.0155581863147228	0.00603386234096532	0.0149433729909621	0.00813770923366678	0.0189617511005705	0.0111946085601706	0.0321327603747837	0.0142023475786731	0.0201332025978237	0.0346311734755495
A549_G1_2B_3	0.0248617177196899	0.0212919990356193	0.0097771714694464	0.0116747587984528	0.0166258706209082	0.00904695986831159	0.011732836202752	0.00729260004287465	0.00918552704294036	0.00709794637344505	0.0165300791879943	0.00655972387273775	0.012583126200892	0.00221943510044211	0.0045366622443999	0.0125803138860529	0.0163628576113515	0.00641618255564671	0.0200411396304727	0.0167554017432558	0.00221240337052231	0.0122576697365123	0.0106336872821159	0.0238379855864964	0	0.00874972872406275	0.000367826171526887	0.0167114313421506	0.00939556188530412	0.0125543609037184	0.0158885944438132	0.00724276202284785	0.0200934992393393	0.0148052843447348	0.0104649647264036	0.017293377063586	0.00946191225921274	0.00214021975516115	0.0161804259453188	0.00844439863391578	0.00470378789656771	0.00965238760693534	0.0122953372250152	0.00460261387275086	0.0106099600497277	0.0119373627310413	0.0044711098933472	0.00502887233110066	0.0050838721536464	0.0121188734604288	0.00322456699098229	0.00274699148752293	0.0189521946189421	0.021988455115981	0.00230260298674184	0.00419944651160402	0.0183457263445264	0.00513639756440365	0.0100005085600128	0.00804703559044118	0.00904305489588731	0.0180742604384674	0.00800599306130024	0.00908064031723133	0.00680327356268386	0.00926575815317084	0.0181070898658375	0.00908216663409599	0.0161335218980202	0.00574718528229154	0.0151379770181948	0.00829831795719104	0.0101307083197052	0.00406751734924096	0.010832732146087
A549_G1_2C_1	0.0265006000587145	0.0222271122635315	0.0114073076011978	0.0132647046266132	0.0209704868439773	0.0106724912612956	0.0158687582222413	0.0106772221086264	0.0139359209676004	0.0104053100890755	0.0187631108254193	0.00940325208085508	0.0118602586563718	0.00859045876189095	0.0131297632670897	0.0123407158922034	0.0176665497060464	0.00750205433631949	0.0221765023188091	0.0211150846114106	0.00955450278472391	0.0130155891624331	0.010561450986637	0.0251870477201024	0.00874972872406275	0	0.00909939962548294	0.0157965365126586	0.0037849837303486	0.00738150776522541	0.0186762254075905	0.0100165355451349	0.0225964675869097	0.0170399183975559	0.0161126237661928	0.0208422243783163	0.0132366671970156	0.00722324621474954	0.018367539555125	0.0151018992183245	0.0118240189162966	0.0122857253396665	0.0129865727471768	0.0110138466771197	0.0141029844896552	0.0154355164292063	0.0103600715831138	0.00852658688431092	0.0111931984027235	0.0131080683599263	0.00630342864625408	0.00880955476538054	0.0214993644896025	0.0255886184936095	0.010208252940089	0.00500266791169174	0.0218131386119618	0.0100816016903457	0.0117194256300184	0.0101360606101045	0.0105454086227305	0.0197574642637779	0.0145700202339503	0.0111417888134505	0.00905560005018724	0.0147319487137	0.0206212169384305	0.0113945619788771	0.0191679831259526	0.0124371955022471	0.0199003587247176	0.0122580339225084	0.0115270903040785	0.00803240464265103	0.0134259159563326
A549_G1_2C_2	0.0247416929045904	0.0212127892005567	0.00975697436844193	0.011629043840011	0.0164134251299499	0.0090408494701989	0.0115590108050305	0.00722915239791	0.00900503041089133	0.00704467836270388	0.0164146859748219	0.00677327321472267	0.0126325486331535	0.00220487974827657	0.00424871329115723	0.0126085879467526	0.016290433705792	0.00670840362378452	0.0199143100220953	0.016541763920716	0.00226620623511075	0.0122444376696155	0.0106807503257852	0.0237329808494028	0.000367826171526887	0.00909939962548294	0	0.0167338927591464	0.00967128776133348	0.0127762147356314	0.0157513413246002	0.0072176846929954	0.0199503581973605	0.0147004053919466	0.0102219012554272	0.0171144334812951	0.00933276230144148	0.00235693157895362	0.0160690851059985	0.00816051498780875	0.00443537757937465	0.00958230828450113	0.0122847571806316	0.00439947235340866	0.0104809928844123	0.0117942290078235	0.00432035820769771	0.00504805469058833	0.00489132634649045	0.012320516510359	0.00346490836726	0.00270312519795737	0.0188113844989188	0.021791963800487	0.00202487262511797	0.00449431046053896	0.0181662687362806	0.00526923616211154	0.00997203342694644	0.00803910510409737	0.00904337023922159	0.0179756719167826	0.00773131230391471	0.00905109796562358	0.00682357876835445	0.00904328002791608	0.0179712824167108	0.00903925521796002	0.0159835579441399	0.00549285330852759	0.0149124088213741	0.00841035631398711	0.0101162116839147	0.00411739813158178	0.0109791429463473
A549_G1_2C_3	0.0113452552020574	0.00691749718944877	0.00711312996693962	0.00569425499776698	0.0110391704934276	0.00773951139020235	0.00916006506595225	0.00980854090357923	0.0103418518639404	0.00991006853680797	0.00627786950214411	0.0222977994654412	0.00425231021578982	0.0145303474243617	0.0199261551357007	0.00413543075139007	0.00429110216987426	0.0210940339744049	0.00817472352546168	0.0111431216525601	0.0189104949077926	0.00468328805470407	0.00613256425948471	0.00991528626747109	0.0167114313421506	0.0157965365126586	0.0167338927591464	0	0.0120542995291619	0.00933935819105022	0.0072118868045635	0.00960021305981079	0.00898631895312444	0.00581740349800758	0.0118933520660347	0.00953723647953308	0.00899898311350844	0.0148830054764552	0.00604909664732604	0.0136178349501731	0.0142508920850021	0.00779292954099003	0.00461683563796935	0.013408448832097	0.00829052465196689	0.00806193372705348	0.0129951370177471	0.0116873976479849	0.0129633894576673	0.0274986368551441	0.014210382689216	0.0140559862099363	0.00828447414535647	0.0128453933811871	0.0155060846457009	0.014308113720255	0.00995773014057646	0.021555120114953	0.00697137583970623	0.0087341169565701	0.00771662769535836	0.00589159891838788	0.0133747583480338	0.00785372169410738	0.00991155576576493	0.0114637759119793	0.00768257488464047	0.00796989322617433	0.00783595622725433	0.0135526151444202	0.011315688508902	0.0246909562187751	0.00672876953324422	0.0126489786567137	0.0268966881813438
A549_G1_2D_1	0.0229321572452853	0.0186034729257356	0.00841857903981562	0.0100720413725577	0.0181654987809155	0.00779146708005142	0.0132534746946055	0.0084409786527351	0.0117213850886272	0.00819930226343456	0.015450384370002	0.0121828301129151	0.00824413145320881	0.00831807734691938	0.0139195298649335	0.00878637175025442	0.0141914559169133	0.0104720702650601	0.0187570293080445	0.0183099357601807	0.0109098291109441	0.00963160210412357	0.00718223213866155	0.0215884530635483	0.00939556188530412	0.0037849837303486	0.00967128776133348	0.0120542995291619	0	0.00382430133628061	0.0155021280711523	0.00769257184806548	0.0192458147257564	0.0137917599301268	0.0140568801887194	0.0177993046017359	0.0107384149395584	0.00735690385760263	0.0150573176756723	0.0135933283004525	0.0109547619793829	0.00950900340423039	0.00958907162724409	0.00996656681575428	0.0114151915327487	0.0126387878424173	0.00923960309729501	0.00700187054940199	0.0099728400404973	0.0165323526410297	0.00623737548606532	0.0082976133801676	0.018182693997636	0.0224435859190394	0.0100526076731561	0.00521458325062649	0.018718613586956	0.0123379198620905	0.00871853010427578	0.00752168367221642	0.00764390515674122	0.0163005222913728	0.0130669669095631	0.0083331457070975	0.00678825812210715	0.012721355210481	0.0173189678005792	0.00863279971108429	0.0160406829688804	0.0112596748633989	0.0172793048055905	0.0149873753367691	0.00845070018109239	0.00696765496482273	0.0165505351806181
A549_G1_2D_2	0.0206294937025088	0.0162084687328896	0.00818320798593616	0.00920390796186416	0.0175109623187217	0.00786148129441685	0.0131439529193894	0.00936888400595134	0.0122969117142686	0.00920367162046791	0.013953606701266	0.0159769830082154	0.00640812691359092	0.0110493561976315	0.0169518291997744	0.00710854634196629	0.0123564824319044	0.0142915896757604	0.0169088742793735	0.0176499690591626	0.0143164020430115	0.00835884433264233	0.00629313649881741	0.0192193872612904	0.0125543609037184	0.00738150776522541	0.0127762147356314	0.00933935819105022	0.00382430133628061	0	0.0142946844172434	0.00863063183115317	0.0175419250416225	0.0125153743584647	0.014662200225558	0.0167507680594145	0.0110163661217786	0.0104212649534134	0.0135829315827872	0.0148519794007024	0.0130051365863159	0.00949479865008088	0.00828549704184345	0.0119526284392085	0.0113390997053909	0.0122847264931344	0.0112374693002991	0.00895262877492808	0.011804238954927	0.0203396567871083	0.00933245511368308	0.0108726957772715	0.0165818689902574	0.0210812312455734	0.0127067634039876	0.00857814111526517	0.0175449614968345	0.0160204215266385	0.00841375027666427	0.00808036783242701	0.00770488721998071	0.0144319982860727	0.0143657410156121	0.00843521785982605	0.00797807214341457	0.013473236128297	0.0157760393834084	0.00876625586319922	0.0149019119640895	0.0130135238280983	0.0169460237704631	0.0187602428437657	0.00803838192044387	0.00931659311646759	0.0203714632975367
A549_G1_2E_2	0.0090382136077001	0.00622069550727433	0.00728517512853836	0.00543719746144587	0.00382879651403109	0.00805383959717445	0.00443256399094003	0.00884805762158589	0.00690529517944759	0.00910096315870998	0.00121226048348318	0.0223511168102983	0.00790541605378535	0.013762935691917	0.0175801886416953	0.00719150437870065	0.00299962876766148	0.0217196575605878	0.00419347207588118	0.00393141907209242	0.0179967104378673	0.00598089889457177	0.0083481808615809	0.00816842673831202	0.0158885944438132	0.0186762254075905	0.0157513413246002	0.0072118868045635	0.0155021280711523	0.0142946844172434	0	0.00922012892944984	0.00421410440389726	0.00177981854870951	0.00697714828173746	0.00249196139097996	0.00643020762297423	0.0147570900914076	0.00123394290018066	0.00941212066158045	0.0118367815916187	0.00663352048924972	0.00604396999177101	0.0114493812149088	0.00528462708825968	0.00396192694328513	0.0114318116938339	0.0114505323714324	0.0109372560755595	0.0279004257082649	0.0145949258085174	0.0132124986958459	0.00306774504929409	0.0069429117258346	0.0139332037572058	0.0152991846594438	0.00325728872955616	0.0210178525470515	0.00697278867168186	0.00876884150901826	0.00816706869952638	0.00289437919956922	0.00944480793517308	0.0076561793216173	0.0100731284653559	0.00739711846895301	0.00222079257786538	0.0074664589071832	0.000644186182036522	0.0108086838341719	0.00434246625756835	0.024155413267822	0.00714976646485253	0.0124348213735003	0.0267190302639013
A549_G1_2F_1	0.0179252165406531	0.0141454328698124	0.00254001599731622	0.00445292548556966	0.011011253990697	0.00186160703417419	0.0058667198341936	0.000762001140716072	0.0040337135246116	0.000573623025787445	0.00963890638886159	0.0133686764835661	0.00571633022528666	0.00502472092495046	0.0103689822529205	0.00554117337997753	0.00920705698917546	0.0125651033700533	0.0131953329569542	0.0111549635950251	0.00945438369327382	0.0050312060742424	0.00383630756640436	0.0168096766524551	0.00724276202284785	0.0100165355451349	0.0072176846929954	0.00960021305981079	0.00769257184806548	0.00863063183115317	0.00922012892944984	0	0.0133959364254457	0.00786118766495286	0.00636625203074487	0.0110991636541034	0.00322397397649358	0.00569803228121469	0.00926223076518086	0.00622283627004954	0.00497959862967865	0.00260003111015967	0.00507469652704569	0.00399454708555675	0.00416703205701145	0.00555323216168106	0.00346190707095886	0.00230996642778946	0.00364321650286807	0.0188543542570889	0.00539481506370437	0.00451480102118317	0.0122503338296752	0.0159072220243582	0.00590873604852566	0.00609243793161781	0.0121210907955741	0.0122904981843506	0.00275792644949391	0.00088757169809673	0.00189759264197018	0.0110422195999706	0.00573558375721015	0.00183882814017067	0.000961148107786782	0.00504488651296916	0.0113713622268616	0.00187295984045715	0.00960131446049367	0.00463202393737155	0.00988698157557506	0.015467175674431	0.00290450207655555	0.00332975616668579	0.0178794532480831
A549_G1_2F_2	0.00501080384783802	0.00395951279980568	0.0113234313658751	0.00936122509316819	0.00525830390107548	0.0121167752714172	0.00849553244660506	0.0130507217023541	0.011034482980262	0.0133001363475564	0.00384022982951702	0.026563765812616	0.0111987565045706	0.0179752296993362	0.0216156722655004	0.0105552184498418	0.00518605255664341	0.0259234045030684	0.000954649296214956	0.00523990736404929	0.0221888551455124	0.00961825597167879	0.0120771110450869	0.00446675364034124	0.0200934992393393	0.0225964675869097	0.0199503581973605	0.00898631895312444	0.0192458147257564	0.0175419250416225	0.00421410440389726	0.0133959364254457	0	0.00560207543704349	0.0107242776171725	0.00346193629513222	0.0106412545270129	0.0189670206985487	0.0042352495541474	0.0132379114210618	0.0159566031783286	0.0107980600714498	0.00965833615000215	0.0156228738659602	0.00949726031818358	0.00815757269709085	0.0156308203916077	0.0156476914340686	0.0151125765823171	0.0321127167261003	0.0187839477213914	0.0174248028836384	0.00114819849808957	0.00390357449117769	0.0181087571862535	0.0194494929349232	0.00274505750860444	0.0252180308221642	0.0110152084011954	0.0128958374333284	0.0122166094165787	0.00315121908653783	0.0133497309452406	0.0117657020314963	0.0142226209815487	0.01138055758521	0.00202504352334589	0.0116019172845485	0.00398071852017098	0.0149063550788453	0.00672827006326796	0.0283473568388437	0.0111376467781413	0.0166381269862565	0.0309221756971997
A549_G2_2A_2	0.0100851696804514	0.00662506461744007	0.00572151648072028	0.00377665918014249	0.00537546629728697	0.0065156591728314	0.0040886494891578	0.00758862711340072	0.00622168067754503	0.0078220685661794	0.00178216499544337	0.0211658067890718	0.00612644428470532	0.0126274672175466	0.0168871180276494	0.00541177561267565	0.00211405087791551	0.0204243143599283	0.00533631343223264	0.00549543963527438	0.0169639012931333	0.00421715627029939	0.00661699589378719	0.00903466633220214	0.0148052843447348	0.0170399183975559	0.0147004053919466	0.00581740349800758	0.0137917599301268	0.0125153743584647	0.00177981854870951	0.00786118766495286	0.00560207543704349	0	0.00689809326623615	0.00425779302684659	0.00541880529893523	0.0135126966834122	0.00140115299434077	0.0091308865428986	0.0110521223207873	0.00526589645342061	0.00427689307966515	0.0105319349350883	0.00429540545986446	0.00323653581302845	0.0104150545987184	0.0101485908286221	0.0100207506071458	0.0266855311969008	0.013254531965421	0.0120807110314794	0.0044775764767623	0.00866831850572154	0.0129833921961439	0.0138708589608885	0.00503241144834312	0.0199385279202176	0.00541335464102977	0.00731334111134818	0.00661475081672479	0.0032856031889747	0.00906285962394588	0.00617747531716593	0.00865248088163958	0.00697902029345746	0.00359339316752366	0.00603057179643091	0.00239860965029548	0.0100868211588289	0.00549954001984982	0.0231016846694587	0.00554123862868134	0.0111562840443753	0.0256089859452425
A549_G2_2A_3	0.01573317979476	0.0131867594397274	0.00660547055651651	0.00659151427809169	0.00633072843170449	0.00680628636770868	0.0028326841819326	0.00561632156084792	0.00237753603009457	0.00586172505766674	0.00805273262530678	0.0169855866777589	0.00975329676373092	0.00874280518222774	0.0110285489369875	0.00915842072105309	0.00900440149515223	0.0168261081659582	0.0109905629667251	0.00644673831314266	0.012275829445477	0.00780772277593719	0.00866582242993391	0.0150342646902376	0.0104649647264036	0.0161126237661928	0.0102219012554272	0.0118933520660347	0.0140568801887194	0.014662200225558	0.00697714828173746	0.00636625203074487	0.0107242776171725	0.00689809326623615	0	0.00742852208823118	0.00368416977438941	0.0100996248864647	0.00785267550414411	0.00252051912006552	0.00581256631401878	0.00527671088737067	0.0079031741081235	0.00591781377967956	0.00378267590389771	0.00386658849487511	0.00628056353758115	0.00760629449232543	0.00549571468047042	0.022503788676239	0.0104290905289207	0.00824701876003463	0.00968914933464557	0.0117909725132256	0.00820721531019787	0.0115404885940454	0.00843192445250647	0.015328141530633	0.00644657798191888	0.00666765391640971	0.0069616297133007	0.00980992498057818	0.00270586272962886	0.00623838418094527	0.0072752295090976	0.00138171047271269	0.00900389348114348	0.00590876997797153	0.00690661768219456	0.00473488924409066	0.00474512081380715	0.0183027678326596	0.00685260491818175	0.00826986617943582	0.0209873380893545
A549_G2_2B_1	0.00841950830345173	0.00686673238112415	0.00944698055474916	0.00774319225382267	0.00193941191010208	0.0101706581622739	0.00556340438964952	0.0106191016621386	0.00811010512224748	0.0108876645590895	0.00325987399587457	0.023836898410593	0.0103793776635402	0.0152688345220603	0.0184318798751946	0.00966061940068902	0.00524707318933371	0.0233661164194305	0.00400615510361773	0.00196890267535093	0.019307048118089	0.00840553790518518	0.0107078571356963	0.00792529726115577	0.017293377063586	0.0208422243783163	0.0171144334812951	0.00953723647953308	0.0177993046017359	0.0167507680594145	0.00249196139097996	0.0110991636541034	0.00346193629513222	0.00425779302684659	0.00742852208823118	0	0.00803498816093702	0.0163931098611248	0.00350531772660891	0.00994759751091274	0.0129290962336124	0.00860241875099496	0.00847420350542756	0.0127233682776755	0.00695816985828645	0.00555888693627057	0.012832618954535	0.0132123282448358	0.0122250132715816	0.0294004598178375	0.0163619379296538	0.0147230070256396	0.00266928903109957	0.00480951923588302	0.0151915502491504	0.0171792323561057	0.00105267326470749	0.022363955260648	0.00913669200060551	0.0107733117806651	0.0102984448050663	0.00423959683684038	0.0101107297515562	0.00971331459709892	0.0120094027850324	0.00824368768287668	0.00243488122085177	0.00948069160686547	0.00185941783417915	0.0118531893434858	0.00327369774497181	0.0254431729548097	0.00936543705177075	0.0141494837782598	0.0280727726441106
A549_G2_2B_2	0.0154124037150874	0.0120248663513523	0.00292315378412104	0.00332591521807738	0.0078065549905041	0.00315880197965708	0.0026465467264763	0.00262786463241503	0.00145535681661345	0.00290328179810957	0.00709346109538426	0.0159277292842692	0.00621217671271715	0.00733529825063962	0.0115287637796948	0.00568703028451799	0.00720973112058501	0.0153563662668222	0.0105826193002036	0.0079494963344402	0.0115872598999027	0.00447647279542385	0.00498816697820873	0.01442792904119	0.00946191225921274	0.0132366671970156	0.00933276230144148	0.00899898311350844	0.0107384149395584	0.0110163661217786	0.00643020762297423	0.00322397397649358	0.0106412545270129	0.00541880529893523	0.00368416977438941	0.00803498816093702	0	0.00837840190790024	0.00675809250503815	0.00469549020129017	0.00567561844072381	0.00160164548792492	0.00456454948102424	0.0051133816681961	0.00114838042645551	0.00250646303481595	0.0050200748994407	0.00518626050945691	0.00460248507108984	0.0214832123710203	0.0083300426874437	0.00678481531700194	0.00949693683147865	0.0128345405054999	0.00756942607792415	0.00919127566599414	0.0090775836578531	0.0145951889412271	0.00277900411153488	0.00321687547390778	0.00331638950887713	0.00870377578851709	0.00439908640308021	0.0025824341068371	0.00418313704639898	0.00269873338672439	0.00864702544295369	0.00225145555610921	0.00670459311549991	0.004775668927083	0.00666448024617763	0.0177421777139682	0.00318549789229071	0.00611479610574836	0.0202928807000792
