	A549_G1_1A_1	A549_G1_1A_2	A549_G1_1A_3	A549_G1_1B_1	A549_G1_1B_2	A549_G1_1B_3	A549_G1_1C_1	A549_G1_1C_2	A549_G1_1C_3	A549_G1_1D_1	A549_G1_1D_2	A549_G1_1D_3	A549_G1_1E_2	A549_G1_1E_3	A549_G1_1F_2	A549_G1_1F_3	A549_G1_1G_1	A549_G1_1G_2	A549_G1_1G_3	A549_G1_1H_1	A549_G1_1H_2	A549_G1_1H_3	A549_G1_2A_1	A549_G1_2A_2	A549_G1_2A_3	A549_G1_2B_1	A549_G1_2B_2	A549_G1_2B_3	A549_G1_2C_1	A549_G1_2C_2	A549_G1_2C_3	A549_G1_2D_1	A549_G1_2D_2	A549_G1_2D_3	A549_G1_2E_1	A549_G1_2E_2	A549_G1_2E_3	A549_G1_2F_1	A549_G1_2F_2	A549_G1_2F_3	A549_G2_2A_1	A549_G2_2A_2	A549_G2_2A_3	A549_G2_2B_1	A549_G2_2B_2	A549_G2_2B_3	A549_G2_2C_1	A549_G2_2C_2	A549_G2_2C_3	A549_G2_2D_2	A549_G2_2D_3	A549_G2_2E_1	A549_G2_2E_2	A549_G2_2E_3	A549_G2_2F_1	A549_G2_2F_2	A549_G2_2F_3	A549_G2_2G_1	A549_G2_2G_2	A549_G2_2G_3	A549_G2_2H_1	A549_G2_2H_2	A549_G2_2H_3	A549_G2_3A_1	A549_G2_3A_2	A549_G2_3A_3	A549_G2_3D_1	A549_G2_3D_2	A549_G2_3D_3	A549_G2_3E_2	A549_G2_3E_3	A549_G2_3F_1	A549_G2_3F_2	A549_G2_3F_3	A549_G2_3G_1	A549_G2_3G_2	A549_G2_3G_3	A549_G2_3H_1	A549_G2_3H_3	A549_G2_4A_1	A549_G2_4A_2	A549_G2_4A_3	A549Root1_1	A549Root1_2	A549Root1_3	A549Root2_1	A549Root2_2	A549Root2_3
A549_G1_1A_1	0	0.00991748710472846	0.00775917649308039	0.0121663509929644	0.0130709061879855	0.012665832016743	0.0201599362539438	0.00796580915821301	0.00878027308662215	0.00929698561421199	0.0120206833276512	0.0100115106906486	0.00705551818625856	0.00755109978539284	0.0298966910299045	0.013600642351755	0.0162817340014562	0.0230055545126227	0.0112878020102437	0.00871209549141218	0.0140872695632417	0.00978911414584736	0.00901031932557339	0.0124079187705506	0.0101380393961826	0.0164134124276484	0.0212858159968191	0.0223850854001834	0.0347501095948754	0.0228052778700286	0.031905328381867	0.0141045340217286	0.00902944437101071	0.0169280772059334	0.0130388519938501	0.0177952662047393	0.0166018937745225	0.00867205765917352	0.00774320516543681	0.00654963593027546	0.0102554401071562	0.0306927682652319	0.014890192731122	0.00825373620644768	0.0162132846874532	0.0112142106255599	0.0172200094024723	0.0138236717959206	0.00951399330838875	0.0162375952933483	0.00671309145789339	0.0185525638919681	0.00740703713294179	0.0177411352296754	0.0162476581609951	0.00922104058814405	0.0112773748566936	0.0148344074285186	0.0121989125731122	0.00628832072086644	0.00698259248580742	0.0237843802495204	0.00884182086543552	0.0142986841218112	0.011486113289906	0.00854968214775204	0.0127123542104245	0.0165567849072375	0.011646526692717	0.0154689874465172	0.00969933090814293	0.013112088862172	0.0168274793600358	0.0150063428972353	0.0108636986306762	0.0106170895835616	0.0147866735698355	0.0155943529199361	0.0170707504668385	0.013311818041053	0.0102930906669242	0.00751915598883012	0.019281632037622	0.023892158816444	0.0150893491220501	0.0148099097059144	0.0157375982729689	0.0113397785994151
A549_G1_1A_2	0.00991748710472846	0	0.00842680282585246	0.0149092136366426	0.00533962182674238	0.0118569985594567	0.0235824059069729	0.0074212598134062	0.00783505988412116	0.0133838863989162	0.00668509774097342	0.00215778728877346	0.00486259142132897	0.00679685411137747	0.0302480967846448	0.0108569502771195	0.0217443290594154	0.0230345847750951	0.00576859698030691	0.0181516924645979	0.0157568047228347	0.00829153402533128	0.0122509845149111	0.00774568228601435	0.00436656776340393	0.0188849979574907	0.0257110753931801	0.0152485917622009	0.028932259093127	0.0171736010917159	0.0260166820185654	0.0178838960720235	0.00756196459148164	0.0110035239814946	0.00378798949045011	0.0125334877081995	0.00962514539113099	0.00392874577929043	0.0105342564728008	0.00642223892580526	0.0166250709538008	0.0347561830521577	0.0183622415783752	0.0143266110036719	0.00895094263666274	0.00784763667708241	0.0225723060653675	0.00650854400343355	0.0128397745634231	0.00976119585810016	0.00965529490664086	0.0166037488853935	0.00641599596166938	0.0183206996781984	0.00665819104754928	0.00996220315933214	0.004604480533683	0.0168818790179178	0.00420970854037782	0.00700350052878918	0.00857397753778256	0.0231584005325544	0.00514121678113843	0.0113239594778053	0.00881605225505415	0.00676776655382028	0.0141213939746096	0.00990533964187466	0.00756995475693861	0.00717120065625178	0.0118970664889208	0.0116286991050092	0.00800946763479751	0.0134356173412637	0.00397885706205532	0.00356752010652945	0.0124020708462693	0.0061512845703775	0.0104115559834646	0.00617796734269965	0.00387147084242789	0.0104129695809253	0.0237497997428351	0.0281127810015667	0.0147925637644431	0.0204930910064604	0.0180253080721179	0.0140277151682072
A549_G1_1A_3	0.00775917649308039	0.00842680282585246	0	0.0065598883766129	0.0118609761919155	0.00529054571957262	0.0161475223477958	0.0010936334526573	0.00137560513968597	0.00548974475225358	0.00595309100356611	0.00729486160833067	0.00806127249406664	0.00362459549299414	0.0239006738046188	0.00590526304989454	0.0133710944541437	0.0164323428945741	0.00545295687552567	0.014166566246396	0.00853538463708154	0.0125636604390051	0.00389746279263678	0.00595926344376447	0.007718891361971	0.0113599397632674	0.017748764141294	0.0222435040559457	0.0362891194136919	0.0221087244375866	0.033462651074485	0.00958226630474148	0.00297600255136168	0.00992967817113063	0.0118031277073468	0.0184793990646834	0.0100346944825633	0.00508407707662636	0.00240641775966532	0.00375665376258471	0.00936571357764603	0.0272959441138816	0.0103609870552951	0.00787180469558712	0.0139527001503074	0.00511460166935633	0.0154953248789085	0.0126241827007137	0.00671025067614137	0.0111439514757291	0.00403788720881143	0.010919722545872	0.00278849169036228	0.013307244332101	0.0137759899384573	0.00262858966341061	0.00912041318435536	0.0110167376559867	0.00860636459144382	0.00227958165854463	0.00628608845732509	0.0172945397965642	0.00363930321599702	0.0105607837732457	0.00712171316052737	0.0020508920910229	0.00688589472665525	0.0107774052469614	0.00499880267732857	0.0121703017913337	0.00402050105766078	0.00652241083434022	0.0138834288233226	0.0080595058014209	0.00914473919896369	0.00650347836615974	0.00863672986057046	0.0135397158925238	0.0148862889491118	0.00757757520726998	0.00595070124150148	0.00831785932762135	0.0154068074517178	0.020757568808943	0.00857842382659806	0.012348354097974	0.0100895923581033	0.00590596383293624
A549_G1_1B_1	0.0121663509929644	0.0149092136366426	0.0065598883766129	0	0.0179744326011094	0.0052420088349238	0.0110973605792061	0.00750022787201719	0.00710805937443714	0.00431460730981354	0.0106595022592511	0.0136168815932158	0.0142683113246786	0.00923398116729473	0.0191488028572315	0.00733837134298169	0.00747548726900618	0.0117835383341331	0.010740008334232	0.0152567239740882	0.00518856590254975	0.0184463116148116	0.00328808217814139	0.0101486436823406	0.0137001226890238	0.00652642833503091	0.0119573051557265	0.0281388733274245	0.0423468227529349	0.0270982227562541	0.0395895087947906	0.00352345379263742	0.00818887177738219	0.0123843214372313	0.0181557850146052	0.0242483702140754	0.0134339792673302	0.0113546328816512	0.00505844323093846	0.00966242841069589	0.00718036716200204	0.0218028171124483	0.00495339397669559	0.00776950569125274	0.0193246591846661	0.00945408234639062	0.0116881479060411	0.0185864298736664	0.00727997772824423	0.0151034478451302	0.00769291397571263	0.00848423326256883	0.00899642697760985	0.0117702855525022	0.0196871140066266	0.00552558797160186	0.0149391798298834	0.00932135791745585	0.0144100634440098	0.00852929068700222	0.010968628748748	0.0135050789183581	0.00986097351753822	0.0138554618107283	0.0111545128420851	0.00818994728478169	0.00455473428348671	0.0144364029786429	0.00937772875153568	0.0175750764067821	0.00422278392779494	0.00773140760797006	0.0194068409382684	0.00750768038031574	0.0152634281655484	0.0124731958407711	0.00970868596833423	0.0195890616366555	0.0199942093813544	0.0124587688448989	0.0119205037113494	0.0120449286290283	0.00904358562926419	0.0157107373116879	0.00666468275182392	0.00715487440278814	0.00433472148949165	0.00234661637238176
A549_G1_1B_2	0.0130709061879855	0.00533962182674238	0.0118609761919155	0.0179744326011094	0	0.0153409866435487	0.0277468842595701	0.0108942618094234	0.0113018148748806	0.0158047504512255	0.0104415895099099	0.00500214133264888	0.00608356719270365	0.0114822367887503	0.0339056463795336	0.0131746746358459	0.0248458375611857	0.0263589562308254	0.00820151260843417	0.0217509765585895	0.01980408735137	0.00675837513685938	0.0156712904494351	0.00917972623598858	0.00432351214746766	0.0228363603221251	0.0295515875413711	0.0104366033889241	0.0246330192431034	0.0118434495431821	0.0218263672448071	0.0212991554699975	0.00980328231500866	0.013477401414456	0.00305416044384465	0.00761565328467459	0.011372545469	0.00863613818040522	0.013550230045518	0.0110507920694384	0.0206547604983797	0.0389397161582726	0.0221288168475932	0.0186232856508502	0.00410132056936555	0.00915494333089723	0.0270370390642961	0.00119545043890005	0.0174859485411356	0.00798530605457691	0.0141347076534575	0.0186773238346751	0.00922134489417982	0.0230931478718813	0.00449957654576213	0.0139157874314856	0.00961935749468692	0.0216397481485702	0.00431167092763389	0.0102037459750317	0.00942078993402034	0.0267886152334059	0.00872028603327057	0.00935258585476854	0.00850762532981961	0.0101169434736774	0.0181452234509028	0.00901265098338067	0.00950666557826342	0.00397409261179495	0.0142894756548482	0.0126355237580431	0.00440305307900717	0.0172455512972171	0.00276072249754975	0.0078615751053812	0.0167130869264936	0.00374311161047937	0.00549681184844979	0.00843952502027555	0.00815379798970691	0.0154892417001566	0.027001356633511	0.0324266719247288	0.0187392633628645	0.0240838010990195	0.0214756386051529	0.0176786037692753
A549_G1_1B_3	0.012665832016743	0.0118569985594567	0.00529054571957262	0.0052420088349238	0.0153409866435487	0	0.0129112055999813	0.00557349293594032	0.00475077150895803	0.00764073052087012	0.00613252841887748	0.0106830721584608	0.0129058694987276	0.0066736898271621	0.0189645573195178	0.00381880876989564	0.0123362935528966	0.0114274170958815	0.00726014331766365	0.017483240372399	0.00502952977762769	0.0174730688641752	0.00515478286849104	0.00706431689076856	0.0114919569104783	0.00786970837763928	0.0150060329188929	0.025499205617982	0.0399407214775234	0.0253343213791943	0.037138282867179	0.00767550313080454	0.00661586035629162	0.00738007061135657	0.0149412415902982	0.0224277386353695	0.00871468864255329	0.00817953675218375	0.00594626032825112	0.00754573697519383	0.010119628008749	0.0239447754847096	0.00784329597840169	0.00940182987797936	0.0167988578299379	0.00725599058325082	0.0140383609721391	0.0160884678768749	0.00696285097615087	0.0123428363880024	0.00681212042877411	0.00664619199293644	0.00749867124257165	0.00990657477596037	0.0160148720668736	0.00351623888268114	0.0110914734885253	0.00851058924119568	0.0112799721298992	0.00748617690888131	0.0111294100476208	0.0121621906550401	0.00697997513643075	0.0130802362218126	0.0100521338670968	0.00579074033744936	0.0036971097721503	0.0112355007374204	0.00631863912739748	0.0144494172945754	0.00595680184021631	0.00698586000488939	0.0160840009520133	0.00316463273217086	0.0128674669812456	0.0086941979983209	0.00512698582780613	0.016080646134013	0.0177450464384636	0.00824151141966601	0.0082064801893198	0.0106672859614951	0.0131012348202286	0.0178140918222689	0.00383468922819191	0.0114515446594191	0.00666606424696716	0.00443993870357518
A549_G1_1C_1	0.0201599362539438	0.0235824059069729	0.0161475223477958	0.0110973605792061	0.0277468842595701	0.0129112055999813	0	0.0169720788709527	0.0164893311095176	0.0148181467989987	0.0183867288039946	0.0228755429237641	0.0239403182231619	0.0169295563711216	0.0117157184545347	0.016299101727065	0.00896494530878843	0.0088129341829508	0.0200196817229473	0.0190190269073673	0.00802600293122885	0.028323849767323	0.0128697907405807	0.0198823843832256	0.023737746813161	0.00507375091262875	0.00381381470181194	0.0381171012763017	0.0522841680590544	0.0378238292539342	0.0494232528925576	0.00797923005205568	0.0185002046611509	0.0188769285451135	0.0271198314448432	0.0346117388200968	0.0209313155860824	0.0196587426571942	0.0152541919563887	0.0175971458776084	0.0104765928276128	0.0112080358423114	0.00620428323576901	0.0121522030693917	0.0295405274032706	0.0197318484608965	0.00579161323103243	0.0285605937161344	0.0115613781376684	0.0250540639522137	0.0147537292175206	0.0145576457401386	0.018931519579725	0.00873113608473873	0.0286129749388125	0.0138662980457304	0.0216926882994028	0.00792375389630692	0.0239611495845337	0.0182068166390524	0.0215142792234718	0.00959086019533293	0.0190384803119361	0.0247869254619943	0.0219788743483469	0.0176723016971268	0.0096368914254143	0.0239309987841627	0.0191025097107798	0.0273091620214155	0.0152149140144573	0.0182791131801493	0.0289347440120826	0.0120409963388384	0.0251343756747377	0.0207082658524391	0.0134058494963039	0.0286192533842646	0.0304248240189668	0.0209733095488589	0.0202226471140384	0.0166956682053906	0.0067755959754357	0.00494703523137296	0.0100163024836218	0.00766519767382171	0.00734190261748598	0.0104051657628127
A549_G1_1C_2	0.00796580915821301	0.0074212598134062	0.0010936334526573	0.00750022787201719	0.0108942618094234	0.00557349293594032	0.0169720788709527	0	0.000881353846489365	0.00645530624560489	0.00510034962960663	0.00625173260966197	0.00741415721667583	0.0032280483962936	0.0244089016001496	0.00572615284632123	0.0144334789628491	0.0169227827204912	0.0044561535305008	0.014825626934634	0.00921594666589791	0.0119879914158317	0.00496354382373282	0.0052126339804374	0.00681803990661852	0.0121384513025391	0.0186892341629972	0.0212976515675769	0.03539003245355	0.021327724506941	0.0325576720666066	0.010563731974602	0.00247947721467685	0.00931299338788929	0.0107639986824092	0.0176714260154086	0.00923615830868895	0.00411526882722369	0.00343042515430046	0.00337139749816791	0.0103552625139221	0.0281496630782135	0.011276809284224	0.00872297790439832	0.0130397625301613	0.00449465584348941	0.0163945726034994	0.0116849597884375	0.0073515815344044	0.0103565782309339	0.00450342572266793	0.0110885953886288	0.00212461482962539	0.0136705770491589	0.0126967135656612	0.00319163351093412	0.00824491289502745	0.0115637053525957	0.0075686165712949	0.00201769128539392	0.00616618273745793	0.0176696011990764	0.00254679501538335	0.0101419368828777	0.00665971848546042	0.00099919371469202	0.00754384865639484	0.00999075102501929	0.00426130521480022	0.011174551107584	0.00483967469167034	0.00651794847864163	0.0128573324483274	0.00819661415483788	0.00820798142218519	0.00544931195779472	0.00854612724425195	0.0124699302639482	0.0140321606725044	0.00658938899262171	0.00490063464066494	0.00840747981391539	0.0163963849346572	0.0216166608301041	0.00895239807976735	0.0134069859682707	0.0109057862869935	0.00682552869809126
A549_G1_1C_3	0.00878027308662215	0.00783505988412116	0.00137560513968597	0.00710805937443714	0.0113018148748806	0.00475077150895803	0.0164893311095176	0.000881353846489365	0	0.00654626341307597	0.00464483606774154	0.00661259518173634	0.00817294582137702	0.00346026800210678	0.0236486884639645	0.00494441864087254	0.0142274647799823	0.0161393136430344	0.00427829701065436	0.0153865529967976	0.00863722014921036	0.0127499767313295	0.00483614724551004	0.00488985483503723	0.00725846142526014	0.011590314297501	0.0182789461532852	0.0216837317496521	0.0358767805930541	0.0216917965011434	0.0330500415511788	0.0101933227414646	0.00266883913480171	0.00859656901508432	0.0111154886767448	0.0181950451514733	0.00866905223675908	0.00438957868504909	0.0036071941275822	0.00384948070161317	0.01041058352051	0.0276719829023947	0.0108476528513057	0.00888133286953501	0.0132972865080534	0.00437335745683125	0.016183730911571	0.0120864674085016	0.007248664108768	0.0102301999574467	0.0047339795623524	0.0102761818863785	0.0028268548491513	0.0131257627359319	0.0128511252612256	0.00275904394831204	0.00837594135176718	0.0111429337519883	0.00774258129268286	0.00288882204562573	0.00686946397816327	0.0168683649360928	0.00276992611789815	0.0102913315592026	0.00683897116414419	0.00119041135734994	0.00696822035883694	0.00971664137502756	0.0039091240269561	0.0112989034150778	0.00475890021486812	0.00617417467172058	0.0129860254859694	0.00737931396685642	0.00865548953251207	0.00549969772394491	0.00784537059803012	0.0126884603602182	0.014294032516248	0.00628244206799475	0.00494347872787027	0.00871344940143587	0.0160192329677909	0.0211957805530542	0.00820292842746447	0.013231845641841	0.0103380543131335	0.00642267219929122
A549_G1_1D_1	0.00929698561421199	0.0133838863989162	0.00548974475225358	0.00431460730981354	0.0158047504512255	0.00764073052087012	0.0148181467989987	0.00645530624560489	0.00654626341307597	0	0.0110659288772958	0.0120269910136285	0.0114543378698447	0.00877475371414983	0.0234417209688361	0.00842785199251825	0.00924811605214731	0.016040296109549	0.0100786379975092	0.0134145828360189	0.00896051064085278	0.0151254067032795	0.00345960305369644	0.00955238555264095	0.0115105202584175	0.0105690310956224	0.0152383929260983	0.0257043413329673	0.0395179912329017	0.0243227789706006	0.0368032292240963	0.00697553073906909	0.00653401238764256	0.0139095220959692	0.0164699393431449	0.0212899386999229	0.0142326644576554	0.010483493506974	0.00313160900944153	0.00872103688638802	0.00780384624709862	0.0253039589398207	0.00865480824867689	0.00789616985602352	0.0172104586543068	0.00822090008699371	0.0141555794238066	0.0163023742294731	0.00854708115461265	0.0139858141914769	0.00735858740102082	0.0113002438608988	0.00701938275286642	0.0151659741095305	0.0183857314692867	0.00623069945241851	0.014563983750289	0.0123531651477907	0.0129550453051288	0.00644736243969833	0.00742941902900688	0.0177639313812683	0.00882780527091677	0.011447629448779	0.00887649545925631	0.00720531991198281	0.00788590400165613	0.0138552066268081	0.00880695434757718	0.016030136088849	0.00229171375995474	0.00698833185538714	0.0179126009388558	0.0105971318572142	0.0130735920158993	0.0118692224969021	0.0122647983798816	0.0181136114122269	0.0177291834565422	0.0123231572359691	0.0113285182504619	0.0117925828414775	0.0119403289388651	0.0191077149896296	0.0102512752091283	0.00912008693504897	0.00858053322183653	0.00539608870097596
