	A549_G1_1A_1	A549_G1_1A_2	A549_G1_1A_3	A549_G1_1B_1	A549_G1_1B_2	A549_G1_1B_3	A549_G1_1C_3	A549_G1_1D_1	A549_G1_1D_2	A549_G1_1D_3	A549_G1_1E_2	A549_G1_1E_3	A549_G1_1G_1	A549_G1_1G_2	A549_G1_1H_1	A549_G1_1H_2	A549_G1_2A_3	A549_G1_2B_3	A549_G1_2C_1	A549_G1_2C_3	A549_G1_2D_3	A549_G1_2E_3	A549_G1_2F_2	A549_G1_2F_3	A549_G2_2A_1	A549_G2_2A_2	A549_G2_2A_3	A549_G2_2B_1	A549_G2_2B_2	A549_G2_2B_3	A549_G2_2C_1	A549_G2_2C_2	A549_G2_2C_3	A549_G2_2D_2	A549_G2_2D_3	A549_G2_2E_1	A549_G2_2E_3	A549_G2_2F_1	A549_G2_2F_2	A549_G2_2F_3	A549_G2_2G_1	A549_G2_2G_2	A549_G2_2G_3	A549_G2_2H_1	A549_G2_2H_2	A549_G2_2H_3	A549_G2_3A_1	A549_G2_3A_2	A549_G2_3A_3	A549_G2_3D_2	A549_G2_3D_3	A549_G2_3E_2	A549_G2_3F_3	A549_G2_3G_3	A549_G2_3H_1	A549_G2_3H_3	A549_G2_4A_1	A549_G2_4A_2	A549Root1_1	A549Root1_2	A549Root1_3	A549Root2_1	A549Root2_2	A549Root2_3
A549_G1_2D_3	0.0483189400031791	0.0695353258793303	0.0387612393051966	0.0676282349221297	0.0363977169735757	0.0513476428944831	0.069750041823995	0.0501886544514561	0.0566910111906523	0.0238628778128177	0.0583873887230069	0.0495938777826412	0.0582788635257905	0.0512388594763069	0.0611621047306771	0.0441263699561317	0.0401687439538164	0.0585421222526427	0.044260900185344	0.0405757833409172	0	0.0504929727800202	0.0671490215425408	0.0659387878511495	0.0690763181177033	0.0570445967234517	0.0386861123982618	0.0457412304815762	0.0614184117910532	0.0482409854230784	0.0612227774467283	0.0587103911407605	0.0477832007524106	0.0431529398069594	0.0270192754016672	0.0480079461175588	0.0330800583452802	0.044691389774557	0.0539638140170126	0.0277496918176909	0.0402347923197031	0.0599978547680952	0.0573619115381069	0.0676760121021592	0.0406067284880052	0.0480797714828543	0.0762018343330924	0.0564417104010896	0.0622071254202553	0.0553161757850549	0.0636623484835892	0.0536184831330817	0.0706303403298227	0.0435103472384363	0.0554173106429263	0.0293532977260719	0.0849435588173311	0.0601365189437622	0.0529737715190501	0.0586281820037981	0.051769151761131	0.0649539556065116	0.0668324408588558	0.052788390721046
A549_G1_2E_3	0.0128088980087087	0.0236107843662093	0.0175384087068125	0.0224639987198075	0.0175186126248013	0.00685909373304233	0.0279906848495961	0.00816314777255264	0.0128640434779483	0.0268039742620816	0.0179289709911858	0.00497930421429083	0.0162683245090173	0.00510654252495696	0.0156286725475438	0.0158168844524463	0.0113699005153849	0.0145944509054748	0.0103058990959662	0.0100594367538896	0.0504929727800202	0	0.0207753505846105	0.0228389717969869	0.0206698528720985	0.0111777054047142	0.0122145149892982	0.00622735195937607	0.0219744153901107	0.0117325675046282	0.0138518326509946	0.0177980075429717	0.0158795605688854	0.0112790940283369	0.0370614330959026	0.00591130506544026	0.0239542038763833	0.00851697414563138	0.011501405976477	0.0293542693041156	0.0204935855035347	0.0149187343363536	0.00921956521861952	0.0231641641776369	0.0135009954641809	0.00628019749128312	0.0270724978363672	0.0101092257433122	0.0168615558001416	0.014437008205125	0.0180009786804032	0.0120189585121501	0.0217455312480937	0.00874651085175229	0.0089587109168195	0.0212968312967416	0.0388458009402691	0.0150031708083776	0.0104035558033414	0.0134575210805044	0.0165407894461876	0.0165592707587315	0.020987863123008	0.0137817785649345
A549_G1_2F_2	0.0197472093652334	0.00579156138072248	0.0308261345233298	0.0102627970528343	0.0308749867220743	0.0169696956933981	0.034644173935652	0.019902059997113	0.0112866553786796	0.0446686274782657	0.0126025090481098	0.0194398176783111	0.00999978751882763	0.0179743707849289	0.00749609813325693	0.0261120948504329	0.0305605442030498	0.0260209263147508	0.0242165347817608	0.0287674132028445	0.0671490215425408	0.0207753505846105	0	0.00899312564747227	0.0105808437018501	0.0111788088245356	0.0297366707342355	0.026403412783202	0.0145066270006844	0.0218314439222332	0.00947569347411609	0.00998206925804665	0.0343702522294536	0.0240905750268045	0.0566354460005258	0.0216036532059132	0.0444025766623634	0.0269188132842592	0.0132509177893501	0.0484562601245177	0.0305470238339506	0.0129141876891268	0.0212693668259839	0.00869790755114886	0.0267435161424922	0.0200558160055807	0.0137349024534209	0.0122162592148822	0.00557525238621507	0.0167690441563465	0.00393961886969054	0.016593994335484	0.0115014859064401	0.0293918734923173	0.0129333228265595	0.0392342209582195	0.0185725684226793	0.00915720195220076	0.0159509187398316	0.0106073525186566	0.0184731108054361	0.00991445129003677	0.00933518423151055	0.0199744326619313
A549_G1_2F_3	0.0177753495850141	0.00559837224615282	0.0280619666811147	0.00514712877656886	0.030620799397253	0.0172823372991057	0.0417260964196072	0.0185948480665995	0.0106579932240863	0.0439933126603159	0.00759814375149531	0.019841520534274	0.00869154267883555	0.0208922405718304	0.0137747698955958	0.0227143125119085	0.0303504943840278	0.0318203850377939	0.0262962631874604	0.0290466228295581	0.0659387878511495	0.0228389717969869	0.00899312564747227	0	0.0192245292442078	0.0117782502761986	0.029573866195239	0.027122968327357	0.00654683330537394	0.0191399526337164	0.00991465549453617	0.0090940470267969	0.0382501267026224	0.0240620048429009	0.05844605117261	0.0213430354835994	0.0457267000027521	0.0264133533150785	0.014981576949315	0.0501765218380037	0.0267942669089461	0.00991865590722674	0.026002239321337	0.00272267960189103	0.0271980564890141	0.0204453177518133	0.0157517993342182	0.016573395462244	0.0073487380082701	0.0126268597197007	0.0105640662211044	0.0138133702321753	0.0199468817037505	0.0305022201707449	0.0140281100539529	0.0394259605516417	0.0201280391312511	0.00783745279051663	0.0143669225680975	0.00943926756527425	0.014377727782729	0.0108130423286542	0.00564252283522517	0.0160781713726645
A549_G2_2A_1	0.0251850038877803	0.0151843249669045	0.0353165045219252	0.0188883052450883	0.0336079174176787	0.0202345672227057	0.0251877754231905	0.0236906623730067	0.0176018832813076	0.0462390797943924	0.0213322368102473	0.0218277162153515	0.0179317004211917	0.0182156128484449	0.0101572657512203	0.0315596054674181	0.0318871357272839	0.0192773938194364	0.0249033872358611	0.0300128245546845	0.0690763181177033	0.0206698528720985	0.0105808437018501	0.0192245292442078	0	0.0162151100994149	0.031585653343929	0.0268548709342212	0.0241111225321487	0.02682530192404	0.0148941891874138	0.0181598868105307	0.030032059260656	0.0270559763161047	0.0546309627943453	0.0241430152951605	0.0430006375929	0.0286971414659887	0.0173659014359181	0.0470190556377549	0.0362811065942079	0.0193308808082492	0.0167346774236578	0.0183799198354719	0.0290674195779032	0.0226588159670419	0.0160652269956503	0.0131941029056414	0.0138352410083907	0.0234517509610361	0.0105117580700072	0.0224519183799263	0.00198249163258889	0.0290959915372823	0.016680774177786	0.0401982117385082	0.0231371063542784	0.0164889959497793	0.0211632698080879	0.0171176998020506	0.0258022235661939	0.0143356884974346	0.0175316256808076	0.0258718992242688
A549_G2_2A_2	0.0099006951107617	0.0131994733114408	0.0201451294204536	0.0124080056910339	0.0214018911717948	0.00604168632897986	0.0335791923130747	0.00877930813778879	0.00242668574396215	0.0341125574734675	0.00775515293815302	0.0085651557978847	0.00577518527716086	0.0093175637239043	0.00857693413112499	0.0157139880323022	0.0196375691746845	0.0217697526257353	0.0154959617945908	0.0180893658261872	0.0570445967234517	0.0111777054047142	0.0111788088245356	0.0117782502761986	0.0162151100994149	0	0.0190608197660765	0.0159072382892751	0.0119037137366872	0.011008482309016	0.00477070405721039	0.00768825875877384	0.0266580816179406	0.0141715797047634	0.0470756712699703	0.0105460477384027	0.0343314802224872	0.0159235918045936	0.00574471493896378	0.0389152574339722	0.0206396306138993	0.00658298791995994	0.0157637767927497	0.0124424893844722	0.0173536668175538	0.00937098191534017	0.0197406321789168	0.00671207221461793	0.00613344755309576	0.00787791779105957	0.00893249960595089	0.00637763603996857	0.0174204410656783	0.0191132532904707	0.00225478119140596	0.0289895768863637	0.0290327431847154	0.00406653774574645	0.00509584159920259	0.0028216377769005	0.010205985462365	0.00901622061779403	0.0110912076534211	0.0101712846708491
A549_G2_2A_3	0.0126918108953633	0.0321642259469546	0.00881538257862155	0.0304013899131623	0.00797756694797325	0.0130623196833158	0.0376923781173036	0.0122822335389881	0.01932769773439	0.0151794329127587	0.0225537436324026	0.0109995456683871	0.0218927755197068	0.0134044833300305	0.0241584615312863	0.0112676862449849	0.00460659100876351	0.0242537086485153	0.00924209950765104	0.00267213180262222	0.0386861123982618	0.0122145149892982	0.0297366707342355	0.029573866195239	0.031585653343929	0.0190608197660765	0	0.00852196059772583	0.0263950675235709	0.0119541772386807	0.0229850828077357	0.0229657466564763	0.018958042241561	0.00713396335312782	0.0295310904939304	0.00953974888956666	0.017515607351678	0.00767318011836325	0.0171210259302857	0.0214036392488019	0.0129326547210978	0.0223905708010156	0.0205989334526471	0.0307544643903003	0.00713291106820787	0.009749882680479	0.037751078970541	0.0189057675343631	0.0248257961610012	0.0188173213638004	0.0265126057033902	0.0165186042619149	0.032960870349462	0.00828295482201126	0.0171821477755308	0.0102303314094982	0.0479808889965738	0.0225573212277984	0.0154153743398285	0.0209103772121614	0.0173882479268204	0.0265506881661562	0.0293033512812154	0.0167318879281255
A549_G2_2B_1	0.0142016831288266	0.028641387246426	0.0142969525074523	0.0266299656571458	0.0158326644892546	0.0104747511878203	0.0312785307089354	0.00925825471909818	0.0171542446765321	0.0219002931906555	0.0213112593697234	0.00770621241883012	0.0205728789128656	0.0103870810065934	0.0214918167019925	0.0142293569740177	0.00581645967177156	0.0180480620712204	0.0116349085341052	0.0059927968884838	0.0457412304815762	0.00622735195937607	0.026403412783202	0.027122968327357	0.0268548709342212	0.0159072382892751	0.00852196059772583	0	0.0249591586859893	0.0115680973450425	0.0186030732861482	0.0221705212037087	0.0149152626396619	0.0113198571949547	0.0327996307729925	0.00629702669410011	0.0190806856123636	0.00367702829859737	0.0161145409302473	0.0253710701298354	0.0182598551060699	0.0184089701385025	0.0136484942137408	0.0275794412187955	0.0130432573874754	0.00843013700433239	0.0319917881037787	0.0159565807454512	0.0219736596377426	0.0164978587760048	0.023695097179904	0.0143154042978951	0.0278656037112513	0.00354244501317584	0.0137996185871227	0.017054911755077	0.0443106221576204	0.0194658031586096	0.0132907006344477	0.0177552825533889	0.0182563027179523	0.0212617993596185	0.0253105890664797	0.0145335859215245
A549_G2_2B_2	0.0143493571459501	0.0119279596984516	0.0232630000554792	0.00878656163612923	0.0274106208600765	0.0157045375539325	0.0445966712493606	0.0157602864556542	0.0102064447942442	0.0400015305913574	0.00486441299453369	0.0179915278383874	0.00892715264166086	0.0206532728095797	0.0169724602732859	0.0177900111298281	0.0272090186207286	0.0334208519540379	0.0249160523545404	0.0262364589368277	0.0614184117910532	0.0219744153901107	0.0145066270006844	0.00654683330537394	0.0241111225321487	0.0119037137366872	0.0263950675235709	0.0249591586859893	0	0.0150730193670318	0.0114485481943531	0.00981472063705748	0.0378443008408917	0.0213521039099331	0.0558463930869	0.0188667471131212	0.0431019879780429	0.0234276682475006	0.0149034785502359	0.0476306818409539	0.0214982698747829	0.00901253319369166	0.0271821513732887	0.0083031587978804	0.0246327020886128	0.0184149400939521	0.0207014725326054	0.017953849031965	0.0105968546380355	0.00879099801543497	0.014743875051725	0.010657337901406	0.0249904448331421	0.0283659589682699	0.0138019890502734	0.0360947155142585	0.0262234197672959	0.00873430668801691	0.0119565216862955	0.00941572381414446	0.00989059560395241	0.0134751504781845	0.00928480270917733	0.0118195313123015
A549_G2_2B_3	0.00567540705247097	0.0225558802141433	0.00986170508363374	0.0196811640622755	0.0153888310641587	0.00719686605596264	0.0394047393292973	0.00409319775517803	0.0106655146496188	0.0256330340667111	0.0121011788831135	0.00708210716470852	0.0132385203010887	0.012520900236243	0.0188070479523281	0.00539340356381441	0.0123485260573006	0.0262388754098602	0.0142548856706407	0.0118286218851304	0.0482409854230784	0.0117325675046282	0.0218314439222332	0.0191399526337164	0.02682530192404	0.011008482309016	0.0119541772386807	0.0115680973450425	0.0150730193670318	0	0.0140552014579792	0.0148606917812074	0.0260573545767736	0.00955797333755045	0.0412563698499144	0.00604314756359844	0.0283573521449379	0.00911320517099472	0.0119448839344568	0.0332966846031954	0.0108918066994883	0.0118690105986227	0.0203415161478039	0.0202762066928281	0.0129992683592793	0.00714874065743005	0.0287183860744366	0.0150292934591011	0.0163350729484441	0.00722032521657833	0.0195928521698603	0.00562194994747468	0.0280013431070195	0.0145949686274908	0.0101607868294161	0.0218083446185341	0.0386727625542318	0.0130539963838776	0.00593845052634166	0.0114748967656889	0.00758293563885238	0.0175949017786597	0.0188829114303625	0.00504170050710385
A549_G2_2C_1	0.0141033669908724	0.0101623246398396	0.0237557430348777	0.00878937748050636	0.0259826819022727	0.0100622814837235	0.0332167397796314	0.0116039389110398	0.00608429994282966	0.0380663232409676	0.00891109612402158	0.0121055613792364	0.00810680562177912	0.0129867474902126	0.0099555420622523	0.0190659381441653	0.0228863455729208	0.0225613508500654	0.0199123821531471	0.0217618589483179	0.0612227774467283	0.0138518326509946	0.00947569347411609	0.00991465549453617	0.0148941891874138	0.00477070405721039	0.0229850828077357	0.0186030732861482	0.0114485481943531	0.0140552014579792	0	0.00998207747270026	0.0288754080164876	0.0187078237193527	0.050656296295037	0.0137949580463966	0.0374934202334248	0.0186633271451759	0.0102534744849798	0.0427023676517038	0.0242134672372885	0.00447390671627318	0.0164040152481899	0.00955262654531214	0.0219645216838636	0.0134613832063885	0.0152033374641944	0.00976940150617579	0.005676932841329	0.00893413863925222	0.0089314925008709	0.0087517741921802	0.0156417673130376	0.0219345950384315	0.00629919997583439	0.0330673322894551	0.0259550585035966	0.00354215374677939	0.00855928768011677	0.00360629344935969	0.0133350623904868	0.00430035108387354	0.00723221006165765	0.0115840386147768
A549_G2_2C_2	0.0112631671485993	0.0118910265237488	0.0225578139683574	0.0127786013082915	0.0227118683207307	0.0117107518963128	0.0390982702210385	0.0145040712856689	0.00571243411332343	0.0371155497823319	0.0058055323366281	0.0144722178209932	0.00219215904917204	0.0144611670376766	0.00881566550046632	0.0178667131015375	0.0247577777600045	0.0277961270737349	0.0183372399674704	0.0227583517132631	0.0587103911407605	0.0177980075429717	0.00998206925804665	0.0090940470267969	0.0181598868105307	0.00768825875877384	0.0229657466564763	0.0221705212037087	0.00981472063705748	0.0148606917812074	0.00998207747270026	0	0.0327141637999117	0.016528938815958	0.0512532624952761	0.0163022711593076	0.0394531608296168	0.0217594556249165	0.00718286986824121	0.0427795281221701	0.0215183153041587	0.0111183965323622	0.0224437606555681	0.0111318674084532	0.0192026729062039	0.014178569989	0.021855327667805	0.0104910779046304	0.00575378529201347	0.0113533130045384	0.00781331572758584	0.0107170090579254	0.0196265209553292	0.0251371038042889	0.00933480446363989	0.0321765309331807	0.0263321318933458	0.00679230214718838	0.00994721121040323	0.00740851394137264	0.00959733293574095	0.0135421109428927	0.0121659204264666	0.0143003698559137
A549_G2_2C_3	0.0271212085844012	0.0380782507372818	0.0273609288478224	0.0375651360757556	0.0242482358770705	0.0224363370445937	0.0223730028678394	0.0232351323319623	0.0284170196093486	0.0263268535383579	0.0336982240969748	0.0202695035067051	0.0315284391384694	0.0182740426135975	0.0283313774180053	0.0284637839004246	0.0172052789371595	0.0124072232308176	0.0182216413234294	0.0168072259983519	0.0477832007524106	0.0158795605688854	0.0343702522294536	0.0382501267026224	0.030032059260656	0.0266580816179406	0.018958042241561	0.0149152626396619	0.0378443008408917	0.0260573545767736	0.0288754080164876	0.0327141637999117	0	0.0221571789751243	0.0268512641840646	0.0201773508014027	0.0159983821809294	0.0183380092631181	0.0257432184854028	0.0212372438843101	0.0316024306623832	0.0304336475312907	0.0144767918706926	0.0383420303892087	0.0218152566943897	0.0205980711406095	0.0393216531801232	0.0231677984084698	0.0316640849107507	0.0301200787485127	0.0314850962314269	0.0277458224121711	0.0308103014421251	0.012509439146263	0.0244738602867389	0.0211453003761648	0.0518117517841008	0.0304992249483685	0.0261678448907014	0.029094465054371	0.0316650919151856	0.0306431877725556	0.0359715977505579	0.0288590331085008
A549_G2_2D_2	0.00713671667083895	0.0267944091825584	0.0102319902999125	0.0257547801843928	0.00731977879007104	0.00895441736688122	0.037614243710744	0.0100959803550236	0.0139108549983894	0.0207973253956317	0.0170682769331148	0.0083351550005066	0.0158137345431165	0.00981927958922587	0.0184378429111682	0.00968543984399904	0.0106383630517921	0.0241156469483023	0.00594368887736577	0.00792580967318267	0.0431529398069594	0.0112790940283369	0.0240905750268045	0.0240620048429009	0.0270559763161047	0.0141715797047634	0.00713396335312782	0.0113198571949547	0.0213521039099331	0.00955797333755045	0.0187078237193527	0.016528938815958	0.0221571789751243	0	0.0352473546651082	0.0082773281552891	0.0239974021532387	0.0107121183572504	0.0109544881230364	0.0267675523090927	0.0120821780559075	0.018590374363793	0.0198447752786807	0.0255656087436832	0.00359780092330677	0.00607259632149944	0.0337998572149534	0.0138802473972984	0.0192233314406767	0.0151683352688907	0.0206829585326961	0.012647061527042	0.0286299313981275	0.0126851259019903	0.0126302454659915	0.0156519742507476	0.042242252212519	0.0175314850444856	0.0110781548478828	0.0161047200264078	0.0121749163737374	0.0227607569705294	0.0247218267940564	0.0142552133558616
A549_G2_2D_3	0.0419671686818827	0.0601155549008933	0.0353514691841337	0.0589250597019963	0.0310054270199522	0.0412731582214253	0.047286777703353	0.0409156007034838	0.0478469351381077	0.0198912925348497	0.0518180784672482	0.0389011174250221	0.0504328899847581	0.0387135755133522	0.0498739689789084	0.0399304125465789	0.0293565564814351	0.0389835935726461	0.0332346742387506	0.029741620008775	0.0270192754016672	0.0370614330959026	0.0566354460005258	0.05844605117261	0.0546309627943453	0.0470756712699703	0.0295310904939304	0.0327996307729925	0.0558463930869	0.0412563698499144	0.050656296295037	0.0512532624952761	0.0268512641840646	0.0352473546651082	0	0.0377178662360535	0.014323381057131	0.0338757096571609	0.0445173688830082	0.00862107988143115	0.0392683859898958	0.0508433526423928	0.0402658891721085	0.0593951493704848	0.0327944690434711	0.0380352307220707	0.0638757296076742	0.0444917033548052	0.0526688489126316	0.0479940979682431	0.0531200755777486	0.0456733945510749	0.0558316746077362	0.0293752356917562	0.0449063782367427	0.020809434786959	0.0751132860500747	0.0509840472353951	0.0444075415401061	0.049364594418259	0.046793535583718	0.0535692664946808	0.0576093995012471	0.0456666657662991
A549_G2_2E_1	0.00837212015990242	0.0234788218488271	0.0122646379526675	0.0213954266696765	0.0147594598060654	0.00487266822364673	0.0338433857876506	0.00340724336268656	0.0113473464419213	0.0244868338488263	0.0151218743032623	0.00246678221163688	0.0146579119202593	0.00795232047715361	0.0172375380040189	0.00999897851927968	0.00917189541519961	0.0204927600163779	0.0106494311242591	0.00820420452218361	0.0480079461175588	0.00591130506544026	0.0216036532059132	0.0213430354835994	0.0241430152951605	0.0105460477384027	0.00953974888956666	0.00629702669410011	0.0188667471131212	0.00604314756359844	0.0137949580463966	0.0163022711593076	0.0201773508014027	0.0082773281552891	0.0377178662360535	0	0.0245062786828217	0.00553308227800314	0.0110031163915613	0.0298044721748402	0.0149234099870562	0.0132029083683917	0.0149250852741071	0.0220875012446761	0.0113795562238864	0.00349734918951959	0.0283516158679898	0.0122306077062934	0.0166550498317552	0.0106683919983306	0.0189437411265454	0.00825661873341411	0.0253034866447922	0.00954000898788719	0.00867720807979824	0.0197011863386727	0.0394589920136617	0.0139184535091598	0.00713463645426213	0.0121821039312265	0.0120778750068208	0.0171300635610142	0.0202002383195263	0.00915634174664707
A549_G2_2E_3	0.0300387526008611	0.0473430560914433	0.0239876001563839	0.0456457924512795	0.0218812841766784	0.0285158114583039	0.0381657354374559	0.0276198047127526	0.0353067018339724	0.0140078345043054	0.0393077438083901	0.0259139347231784	0.0382887479614248	0.026580178092906	0.038263067556413	0.0278854433044309	0.0160344040951215	0.0278933166823579	0.0225844772070445	0.0170420798586177	0.0330800583452802	0.0239542038763833	0.0444025766623634	0.0457267000027521	0.0430006375929	0.0343314802224872	0.017515607351678	0.0190806856123636	0.0431019879780429	0.0283573521449379	0.0374934202334248	0.0394531608296168	0.0159983821809294	0.0239974021532387	0.014323381057131	0.0245062786828217	0	0.0201744711002091	0.0327761157604783	0.00929518455282874	0.0285259749858453	0.0374074758704412	0.0277863272702448	0.0464289769989908	0.0225472325289813	0.0254819935976005	0.0504994333148354	0.0326163864168035	0.0402236200663937	0.0347937314906717	0.0411957006494976	0.032605989455824	0.0440716947422199	0.0156424730505311	0.0321442293873105	0.0123482357628324	0.0627140868209077	0.0381242996432231	0.0315236790137704	0.0364380020421477	0.0347199350029676	0.0401545198564382	0.0443321063605604	0.0323346752824181
A549_G2_2F_1	0.0126752686864674	0.028579040598626	0.0112840311729694	0.0260240899426465	0.0150472119538977	0.01039352986246	0.0347420185537339	0.00784737617070419	0.0167878007391182	0.020975586059336	0.0201345203151908	0.00779068425057211	0.0201013969523849	0.0121225931384819	0.0225300871893809	0.0112082095595112	0.00483598799697114	0.0215437846308515	0.0128448669767838	0.00590479464172162	0.044691389774557	0.00851697414563138	0.0269188132842592	0.0264133533150785	0.0286971414659887	0.0159235918045936	0.00767318011836325	0.00367702829859737	0.0234276682475006	0.00911320517099472	0.0186633271451759	0.0217594556249165	0.0183380092631181	0.0107121183572504	0.0338757096571609	0.00553308227800314	0.0201744711002091	0	0.0164051801363629	0.0264298233971807	0.0152458125865753	0.0176254044258816	0.01670963777343	0.0270243876265526	0.0128339520867918	0.00836822387595573	0.0324899878269301	0.0172648998030793	0.0220483393526114	0.0148095882562581	0.0243502702436225	0.0128848520865126	0.0297293759626278	0.00607785997194948	0.0140513619017229	0.0168066900306776	0.0445675266122757	0.0191183835553731	0.0123079670741481	0.0173666476406093	0.0163755318263157	0.0214969008927514	0.0248672754068797	0.0123096664753736
A549_G2_2F_2	0.00831350211160489	0.0166325481559679	0.0190263750656766	0.0170550933666866	0.0176585115319453	0.00639390445554915	0.0342096706115715	0.0105437959919734	0.00538103346157752	0.0316717662348482	0.0100628786666875	0.0088148460085593	0.0065849483918979	0.00750435646672477	0.00783610516722326	0.0153603943949542	0.0189287899367883	0.0219478576587711	0.0115543186702825	0.0166047545495102	0.0539638140170126	0.011501405976477	0.0132509177893501	0.014981576949315	0.0173659014359181	0.00574471493896378	0.0171210259302857	0.0161145409302473	0.0149034785502359	0.0119448839344568	0.0102534744849798	0.00718286986824121	0.0257432184854028	0.0109544881230364	0.0445173688830082	0.0110031163915613	0.0327761157604783	0.0164051801363629	0	0.0361048069761316	0.0193812716876229	0.0120511661329498	0.0168862517647043	0.0163160252800852	0.0134996304024665	0.008178253857101	0.0243461076000984	0.00518504419623513	0.00887837261236775	0.0115650892609511	0.00974357216543371	0.00938905487846176	0.019001131460524	0.0187318944995847	0.00538795200275729	0.0262331464976362	0.031530591469427	0.00871497768539496	0.00732558068317504	0.00796742670181799	0.0102416432587371	0.0143567558074043	0.0158978366733664	0.0132679726714866
A549_G2_2F_3	0.0336025286026335	0.0519635533244676	0.0276608147576716	0.050915502547579	0.0225487937684914	0.0331228849891887	0.0426656896592182	0.0330230741268217	0.0395714107195654	0.0136617746686297	0.0435057254980794	0.030873818465771	0.0420298717329754	0.0306095772282202	0.0416613769827054	0.032017015227241	0.0218235117950038	0.0328010240875858	0.0247521426499926	0.0217558952655603	0.0277496918176909	0.0293542693041156	0.0484562601245177	0.0501765218380037	0.0470190556377549	0.0389152574339722	0.0214036392488019	0.0253710701298354	0.0476306818409539	0.0332966846031954	0.0427023676517038	0.0427795281221701	0.0212372438843101	0.0267675523090927	0.00862107988143115	0.0298044721748402	0.00929518455282874	0.0264298233971807	0.0361048069761316	0	0.0315195214207513	0.0429474416250978	0.0333815395966592	0.0512341925820806	0.0242186774750637	0.0298296519589762	0.0563460542737247	0.0363350603863541	0.0444168663202982	0.0400226986484569	0.0448777280101814	0.0376220865273349	0.0483277339147926	0.0221007641034301	0.0367842412962169	0.0128015069715458	0.0669865721978783	0.0428202060674427	0.036264848797617	0.0412299324452529	0.0384870134957367	0.045835414888015	0.0496239187091923	0.037874095494292
A549_G2_2G_1	0.0111880195838689	0.0312211021985867	0.00478520827749041	0.0285195792488352	0.0122968237225645	0.0166498644690553	0.0483227992347169	0.0146684620378042	0.0195288732248724	0.0204916871102886	0.0192941800768399	0.0162874533562504	0.0207276518525804	0.0205625416975642	0.0270826009746688	0.00552231910941244	0.0151547510917705	0.0347725555555402	0.017888711365077	0.0148144833201934	0.0402347923197031	0.0204935855035347	0.0305470238339506	0.0267942669089461	0.0362811065942079	0.0206396306138993	0.0129326547210978	0.0182598551060699	0.0214982698747829	0.0108918066994883	0.0242134672372885	0.0215183153041587	0.0316024306623832	0.0120821780559075	0.0392683859898958	0.0149234099870562	0.0285259749858453	0.0152458125865753	0.0193812716876229	0.0315195214207513	0	0.0218439516138038	0.029688354512697	0.0285845064062332	0.0134252894512557	0.0150455061712491	0.0388264098144421	0.0235914391001172	0.0250517098244257	0.0164976855550579	0.0280112312150049	0.0156074796943125	0.037694489384261	0.0197634514641259	0.0199495527431846	0.0187472991823801	0.0467371219565468	0.0223368081189658	0.0158459612208434	0.0210574547811537	0.0125430553918503	0.0279820817338319	0.0280820210176582	0.0144848741951688
A549_G2_2G_2	0.0130658895473194	0.0119645068342491	0.021690254240708	0.00841924893570326	0.0256527628434716	0.0103864272234834	0.0365857854259181	0.0102427342798872	0.00694860932139195	0.0370570852942326	0.00753649541503436	0.0121827151586051	0.0090168955901785	0.0149035787389223	0.0138107585257753	0.0166875910461695	0.0220676430135615	0.0254996152814179	0.0210155259591957	0.0213834233946025	0.0599978547680952	0.0149187343363536	0.0129141876891268	0.00991865590722674	0.0193308808082492	0.00658298791995994	0.0223905708010156	0.0184089701385025	0.00901253319369166	0.0118690105986227	0.00447390671627318	0.0111183965323622	0.0304336475312907	0.018590374363793	0.0508433526423928	0.0132029083683917	0.0374074758704412	0.0176254044258816	0.0120511661329498	0.0429474416250978	0.0218439516138038	0	0.0190385948069507	0.00979860827751154	0.0221008948610037	0.013594996070555	0.0170651742103972	0.0130022167843781	0.00849916664983718	0.00547794757350225	0.0126200176628249	0.00651477646336937	0.019999957892871	0.021922630757707	0.00792689130806505	0.0326086069792657	0.0278934818793199	0.00479357417151168	0.00753322166636385	0.00433107094620936	0.0113615093741154	0.00662241169233446	0.00738214602452054	0.00819168886509679
A549_G2_2G_3	0.0211510273560189	0.0247150673120799	0.0267001713241416	0.0246715575261036	0.0256696822604421	0.0145065569840991	0.01908484728259	0.0163651319233535	0.0180546564647041	0.0339604849503074	0.0234644100477958	0.0136765956820624	0.0210783429760309	0.0108925628580608	0.0167415075256089	0.0248818108994612	0.0191967027386987	0.00658531930350799	0.0169767506118912	0.0181935627044108	0.0573619115381069	0.00921956521861952	0.0212693668259839	0.026002239321337	0.0167346774236578	0.0157637767927497	0.0205989334526471	0.0136484942137408	0.0271821513732887	0.0203415161478039	0.0164040152481899	0.0224437606555681	0.0144767918706926	0.0198447752786807	0.0402658891721085	0.0149250852741071	0.0277863272702448	0.01670963777343	0.0168862517647043	0.0333815395966592	0.029688354512697	0.0190385948069507	0	0.0255382079308004	0.0214915487125161	0.0150546467081806	0.0249673982730579	0.0126930474521337	0.0195211774992822	0.0209266982417215	0.0191844362736957	0.0189986162097088	0.0172633741817886	0.0148354847803161	0.014121760894391	0.0282038506751166	0.0377660301409497	0.0188522578076921	0.017508643911824	0.0178577209655499	0.0241914741923583	0.017229916982267	0.0229949699920907	0.0210476018935134
