	A549_G1_1A_1	A549_G1_1A_2	A549_G1_1A_3	A549_G1_1B_1	A549_G1_1B_2	A549_G1_1B_3	A549_G1_1C_1	A549_G1_1C_2	A549_G1_1C_3	A549_G1_1D_1	A549_G1_1D_2	A549_G1_1D_3	A549_G1_1E_1	A549_G1_1E_2	A549_G1_1E_3	A549_G1_1F_1	A549_G1_1F_2	A549_G1_1F_3	A549_G1_1G_1	A549_G1_1G_2	A549_G1_1G_3	A549_G1_1H_1	A549_G1_1H_2	A549_G1_1H_3	A549_G1_2A_1	A549_G1_2A_2	A549_G1_2A_3	A549_G1_2B_1	A549_G1_2B_2	A549_G1_2B_3	A549_G1_2C_1	A549_G1_2C_2	A549_G1_2C_3	A549_G1_2D_1	A549_G1_2D_2	A549_G1_2D_3	A549_G1_2E_1	A549_G1_2E_2	A549_G1_2E_3	A549_G1_2F_1	A549_G1_2F_2	A549_G1_2F_3	A549_G2_2A_1	A549_G2_2A_2	A549_G2_2A_3	A549_G2_2B_1	A549_G2_2B_2	A549_G2_2B_3	A549_G2_2C_1	A549_G2_2C_2	A549_G2_2C_3	A549_G2_2D_2	A549_G2_2D_3	A549_G2_2E_1	A549_G2_2E_2	A549_G2_2E_3	A549_G2_2F_1	A549_G2_2F_2	A549_G2_2F_3	A549_G2_2G_1	A549_G2_2G_2	A549_G2_2G_3	A549_G2_2H_1	A549_G2_2H_2	A549_G2_2H_3	A549_G2_3A_1	A549_G2_3A_2	A549_G2_3A_3	A549_G2_3D_1	A549_G2_3D_2	A549_G2_3D_3	A549_G2_3E_2	A549_G2_3E_3	A549_G2_3F_1	A549_G2_3F_2	A549_G2_3F_3	A549_G2_3G_1	A549_G2_3G_2	A549_G2_3G_3	A549_G2_3H_1	A549_G2_3H_2	A549_G2_3H_3	A549_G2_4A_1	A549_G2_4A_2	A549_G2_4A_3	A549Root1_1	A549Root1_2	A549Root1_3	A549Root2_1	A549Root2_2	A549Root2_3
A549_G1_1A_1	0	0.00618347884262281	0.00522734754921259	0.00132002450824995	0.0102263147227341	0.00140244752614889	0.00218062423380348	0.00230343992677412	0.0106434416230524	0.000947974264734707	0.00742351263500068	0.00900187273145077	0.00342566551615063	0.00770612523679669	0.0120191890899227	0.00262069266559653	0.00730991998373587	0.0106514580461543	0.0100525688540625	0.00824583940202298	0.00442163399170304	0.0112067132611362	0.00545019018957908	0.0080108105485427	0.00470647100096707	0.00644565103487104	0.00211146958949735	0.0117617888342823	0.0143949666042092	0.0091708900328864	0.010041863893461	0.0068472805253983	0.00854411037118074	0.0122911498050636	0.00753023281530494	0.00725693519566662	0.0215155185641384	0.00872594854961016	0.00506691144063662	0.00388766537088489	0.00773201401428811	0.00449272553905636	0.00821937732109226	0.00776234686252654	0.0130996737606747	0.00992550234385711	0.00558292070147435	0.00754162196538344	0.00812376094446409	0.00955316137988862	0.00493099312020654	0.00160536955440575	0.00948756959884055	0.00444792517700536	0.00704967021019835	0.0162152723540532	0.0088742681317861	0.00803844692760328	0.00841555377683204	0.00696969808856902	0.00813989595096415	0.0126092596345403	0.0081774393695924	0.00495943602327629	0.00475749330331629	0.00731580737528327	0.00802253124691196	0.00564262735269412	0.00636382304089181	0.00180190587143651	0.000667153113101525	0.00248309127702027	0.00775260514728957	0.00671228471189274	0.00721201069704809	0.00286351862099871	0.0120339729088579	0.00208117083326525	0.00829961757141133	0.0105010485231568	0.00636902028019213	0.0054657292329751	0.0070705784772829	0.00155885011100614	0.00978764329656565	0.00685531045278263	0.0051266202149326	0.00773052508834913	0.0113663887748044	0.0148440206905905	0.0115625793763338
A549_G1_1A_2	0.00618347884262281	0	0.00350227328115112	0.00609197146235072	0.00863844165787677	0.00633305908867356	0.00815814505471514	0.00847805367334818	0.00740439292462505	0.0056352066915551	0.00747786620821807	0.00723228577682165	0.0047797056373157	0.00536881758309552	0.013099554265188	0.00778077548430425	0.00532238296758605	0.010070649918396	0.00430023221869723	0.00633393108633112	0.00825017280130931	0.00522453523735501	0.00111606886597136	0.00210939636418782	0.00467628338335731	0.00279401776164061	0.00585345264119567	0.00871978616708488	0.0122749743785724	0.00703823533027966	0.0108438520674342	0.0085044536970328	0.00756638647187386	0.008319758423554	0.00162880087459226	0.00121281935735551	0.0195078474492994	0.00469451615741133	0.00231530595596585	0.0023233320957656	0.00373720878413934	0.00398983780377433	0.00442723880137719	0.00377812687571911	0.013383435560826	0.00693877950360004	0.00504220063262905	0.0110463605323909	0.00346130128039317	0.00482826432093639	0.0064477709936126	0.00667615258274027	0.00874730245735427	0.00195440708607816	0.00269473027009032	0.0160865384319634	0.00519373000484598	0.00292471260460484	0.0130766581948054	0.00134332178378411	0.00946626122879998	0.0125853430060803	0.00596470817901425	0.00336370699683072	0.00463792594809671	0.00600008700180121	0.00325932900858107	0.00436644692018422	0.00188861428611614	0.00693625782584508	0.00683797625005627	0.004781885669989	0.00784405156614574	0.00759896761556428	0.00428306953788051	0.0035114087605888	0.00905631843181122	0.00463782796801027	0.00669856330343317	0.00684157832247648	0.00681158166836628	0.00548700660325519	0.00754322958480481	0.00718519580177035	0.0106127557117294	0.000671867817462655	0.00453974872318643	0.00873252024857551	0.00925794759600111	0.0159980960530094	0.0142029618142185
A549_G1_1A_3	0.00522734754921259	0.00350227328115112	0	0.00589576802849195	0.00578073134528777	0.00457465597382244	0.00649844958837294	0.00714038320246752	0.0055216005446463	0.00432693738696915	0.0098215028462233	0.00437460538162195	0.00214125961991477	0.00268472498022178	0.00965049869139945	0.00765420834604391	0.00239858217543825	0.00689105890419524	0.00763210773344412	0.00929489030442482	0.00532376976465288	0.00831612671924879	0.00390004867851176	0.00401882864273805	0.00659622768096186	0.00592474879805672	0.00614270827387045	0.0120784563022757	0.0155108975801259	0.00436817030090599	0.0131039328425167	0.0102637651686257	0.00438644505595452	0.0118020623584216	0.0050676129195438	0.00461288138714362	0.0227960278337523	0.00811384248789382	0.00478324761268183	0.00326975907120397	0.00259147529957325	0.000875182650732843	0.00300529863825106	0.00261534184921468	0.010070337211593	0.00484187963722269	0.00154151265302102	0.00776081091089011	0.00693309946288005	0.00832852568309605	0.00310209357468603	0.00481602145940941	0.00555836506935594	0.00220059079972398	0.00223207168794737	0.0129205180257882	0.00856660553337169	0.00334134171513456	0.0100650293914373	0.00484528146640966	0.00596441165760088	0.00932696409870224	0.00325591895839129	0.000303600771339549	0.00126624800166718	0.00872246126769009	0.00312801033674431	0.000910833967312198	0.00206865668102754	0.00673586465624628	0.00584842159090644	0.00282981980582932	0.00440632925892644	0.00961077525187582	0.0073808116866313	0.00268213693041825	0.0124100467100642	0.00314639712320518	0.00371175711230794	0.0102645115432081	0.008925145481091	0.00199177539844239	0.00405256721046064	0.00545957109755749	0.00715570670970999	0.00390774306670345	0.00105967010199112	0.00523354737380443	0.00669648967874318	0.0125701692780996	0.0107178332592337
A549_G1_1B_1	0.00132002450824995	0.00609197146235072	0.00589576802849195	0	0.0112315500022117	0.00271122664582512	0.00318374793634248	0.00295341879820245	0.0114092022029496	0.00206863260996455	0.00615066319027368	0.0099476944462947	0.0043932099787762	0.00850932466319842	0.0133017593710543	0.00178886137786055	0.00814607217820285	0.0117855558197214	0.00959666418004284	0.00713734454204956	0.00574156180945435	0.0108264673000716	0.00518652880680994	0.00808411141297276	0.00364407589556852	0.00577855119816199	0.000831207256684287	0.0106875986029351	0.0131809938060545	0.0100695155165852	0.00872189652306221	0.0055277811933483	0.00958174415784389	0.0113460367425047	0.00723650902146974	0.00703324600223329	0.0202560080019667	0.00791758350506892	0.00453089301901521	0.00378489792758836	0.00824366016372009	0.00527780668401297	0.00879737996709132	0.00827791895902938	0.0143394298254995	0.0107139997569983	0.00651526108046772	0.00885401507051569	0.00747788226754732	0.00883981348738026	0.00610776437455833	0.00292532021625111	0.0105806042086267	0.00463344855146468	0.00744075456857636	0.0174435121817602	0.00799544591316816	0.00833300961638178	0.00961560973540463	0.00664367980126814	0.00940029434504339	0.0138209170486545	0.00902444955316639	0.00560379801419901	0.0056649774383378	0.00618060063867059	0.00839500363955538	0.00645583550352957	0.00665767697841037	0.000875547504620184	0.00146183717460144	0.0034208126617192	0.00889217232294318	0.0054075103142277	0.00632224237890401	0.00326617102387234	0.0109457703145003	0.00289738207326145	0.00924360501002556	0.00955153527680991	0.00509949977276119	0.00647614005378236	0.00822909696792815	0.00281354825892321	0.0110351760142557	0.00674872201399666	0.00599923696578946	0.00895845905679638	0.0123251741274865	0.0161419019753822	0.0128818490077387
A549_G1_1B_2	0.0102263147227341	0.00863844165787677	0.00578073134528777	0.0112315500022117	0	0.00907216193421106	0.0105869519378947	0.0114495078926818	0.00269198938615722	0.0092848382591556	0.0155905450031258	0.00142464686118741	0.00684106241864689	0.00328006271748363	0.00571789104597882	0.012841308537338	0.00341963105413807	0.00190253399613575	0.0117825332340293	0.0148913852353259	0.00764800070974932	0.0118988499090583	0.00940104521591612	0.00779731014315379	0.0123755757085893	0.0113867379745415	0.0116592629413888	0.0173104122782034	0.020907683302168	0.00162393603558896	0.0188837647818303	0.0160197315888343	0.00171066446709053	0.0166833272594627	0.00981632590618582	0.00938181664687373	0.0281102568005118	0.0132723688287647	0.0104472016995216	0.00904416682526519	0.00509017580008595	0.00608437635557301	0.00449771396352193	0.0050555151836373	0.00521931278227782	0.00240091366979157	0.00473272697002894	0.00781513223291521	0.011988707189096	0.0131635859988707	0.00551684611765038	0.0091298784737594	0.00133422678901722	0.00793424817546054	0.0060244041112976	0.00753142326121545	0.013802399621075	0.00642445580242899	0.0106845390766672	0.00985900919268375	0.00434707490945906	0.0043117401173261	0.00267647057782853	0.00607281585181725	0.00558608377461637	0.0144088545486538	0.00592465055911648	0.00496051723232523	0.00675044388291629	0.0119735673704664	0.0107035713100523	0.007813471512496	0.00292462781985991	0.0153899588436531	0.0128828920185553	0.00831180951550257	0.0176485773210056	0.00833786824925897	0.00206994957077067	0.0153828458766933	0.0147048970794313	0.00476515902484238	0.0035958824430587	0.00973113652147754	0.00391876849726333	0.00872212290487347	0.00529210919224243	0.00390957474000775	0.00126544133340824	0.00818022820608568	0.00837000607634453
A549_G1_1B_3	0.00140244752614889	0.00633305908867356	0.00457465597382244	0.00271122664582512	0.00907216193421106	0	0.00194353845053946	0.00257812755068358	0.00974040581681107	0.000888903661471788	0.00872019132334769	0.00792134216492462	0.00250754055132803	0.00680504267630344	0.0106206196154688	0.00391371292966299	0.00637927192415898	0.00936720369005657	0.0104658488267788	0.0093534971150657	0.00305770814964496	0.0115233859925983	0.00581365700180993	0.00791607376864004	0.00582809768603359	0.00715501388021596	0.00346697348496893	0.0128070470786352	0.0155961085165513	0.00813995414121891	0.0114244953080985	0.00823534486634782	0.00736895123580938	0.0131917669282721	0.00783491805338247	0.00749884719861026	0.0227709054450114	0.00952155606216858	0.005712490634023	0.00422061132737813	0.00716287824566843	0.00373930005520956	0.00756295454969161	0.00718793537119769	0.0117241700918416	0.00900593186872998	0.00458370442894527	0.00621477049496042	0.00876769016630978	0.0102393223932618	0.00364265394347702	0.000356818538360177	0.00824818682533153	0.00442200015610528	0.00663829839946294	0.014845864857142	0.00973896459333982	0.0077025484815725	0.00734155687250812	0.00732601442249681	0.00675473265184816	0.0112543860552903	0.00721774491939594	0.00435322329968918	0.00382535887227767	0.00846041907932252	0.00760102043733534	0.00478986728398083	0.00608959480377053	0.00316972113019144	0.00167427781971493	0.00177225343109096	0.00647657276693231	0.00805623356629917	0.00811537115677656	0.00282169796685099	0.0130934697438375	0.0017075119810264	0.00722940931442298	0.0114205099258325	0.00766638353134787	0.00437216776738042	0.00577978972624956	0.000902069910212531	0.00840944046776575	0.00699098072613096	0.00422161393167897	0.00637073829330801	0.0102528930795007	0.0134417514288427	0.0101970306377844
A549_G1_1C_1	0.00218062423380348	0.00815814505471514	0.00649844958837294	0.00318374793634248	0.0105869519378947	0.00194353845053946	0	0.000910369054888362	0.0115118040402578	0.00252300090755044	0.00926115465665717	0.00954856908512427	0.00438969717649046	0.00860415088732595	0.0112791749152755	0.00342810962799368	0.0081639767592421	0.0106218271302986	0.0121683550258499	0.0103166073394185	0.0034538742013624	0.013285269072063	0.00752877200006077	0.00982743161759872	0.00680127461860666	0.00862292086311929	0.00400610615549854	0.0138598529089643	0.0163403317021294	0.00981755521649375	0.0115405430982281	0.00836269033875013	0.00887801934466179	0.0144501253777861	0.00959355516035985	0.00928820455732036	0.0233555368839469	0.0109053040604737	0.00723183205402055	0.00593671335037293	0.0090897393790576	0.00564808769781828	0.00946761455209427	0.00911373172774245	0.012591630379	0.0107707585592819	0.00635227918359653	0.0061665127452287	0.0102955971959136	0.0117310563155006	0.00507108461332414	0.00168271262509068	0.00962571166836085	0.00629533416191786	0.00858160958637025	0.0157209015301663	0.0110457801465095	0.00964541519308252	0.00649210658928465	0.00905375277881473	0.00765037492409762	0.0122401481974764	0.00896992526019997	0.00628648532208496	0.00565856267738101	0.00936340168024093	0.00954350489820673	0.00664442030572346	0.00802608670155686	0.00309948008818102	0.00173182800080123	0.00371531127575586	0.00781163225152351	0.00843938531620066	0.00937938933585739	0.00467226172152004	0.0141222148932945	0.00361082029879852	0.00887851151062349	0.0126574259859945	0.00822271623774237	0.00606262451305106	0.00709961172406925	0.00104305623453361	0.00931238807960087	0.00882541194203643	0.00606023127021679	0.00743317761377681	0.0118119540629088	0.0139441625172665	0.0102608583270324
A549_G1_1C_2	0.00230343992677412	0.00847805367334818	0.00714038320246752	0.00295341879820245	0.0114495078926818	0.00257812755068358	0.000910369054888362	0	0.0122887723685195	0.00293112615575564	0.00880204821556341	0.0103808914458994	0.00508450303326225	0.00936316327424488	0.0121748658034096	0.00274578206740612	0.0089305185999969	0.0115215370932024	0.0123385241130949	0.0100376561765732	0.00435893356368089	0.0135052740435485	0.00775211488026664	0.0102573593330734	0.00658730475693332	0.00865031062790263	0.00371887533026816	0.0135979059892394	0.0159178212093366	0.0106336158191321	0.0108979438290472	0.00775379229731942	0.00973911647467441	0.0142977098625051	0.00983269399412389	0.00956000933768066	0.0228458911842109	0.0108531576644983	0.00731611134909345	0.00619043753071261	0.00972100360240527	0.00631471347379585	0.0101365259646892	0.00974728585735102	0.0134991102038531	0.0115505702139649	0.00712345160711642	0.00698605668128493	0.0103440799442304	0.0117425651169435	0.00593388337409589	0.00239735402544254	0.0105107356718743	0.00669447138110425	0.00914530340867012	0.01662756756289	0.0109455019207629	0.0101815954297405	0.00706996009809635	0.00926956088490936	0.00856056951317279	0.0131503877596961	0.00975402499741228	0.00690819968381114	0.00639198569458078	0.00906650178339247	0.0101157898465688	0.00736421785827604	0.00853044021600581	0.00262807922901499	0.00167981099977272	0.00431476302077287	0.00869907670029302	0.00792689734680279	0.0092721708182543	0.00507741822236135	0.0138463456776882	0.00410805247364836	0.00970283568543446	0.0125035166150394	0.00778537839644713	0.00686523500190554	0.0079872336378761	0.00175197102597499	0.0102221674543341	0.00914978585198776	0.00679083688916644	0.00834107740004907	0.0126657922481376	0.0148199042290835	0.0110736039098834
A549_G1_1C_3	0.0106434416230524	0.00740439292462505	0.0055216005446463	0.0114092022029496	0.00269198938615722	0.00974040581681107	0.0115118040402578	0.0122887723685195	0	0.00970631879138515	0.014797476246069	0.00240426078918804	0.00726052906553964	0.00294222336336658	0.00840270652271463	0.0131509841925098	0.00336121450018285	0.00457988633245628	0.0097929151599206	0.0137242097458122	0.00911645271643	0.00969761436950006	0.00836866075163784	0.00602644233365306	0.0117340569649743	0.0101896954317751	0.0116594286074543	0.0157238891888251	0.0194067269779057	0.00194105960710892	0.0181599419495215	0.0155479965421971	0.00345554369480084	0.0148768633650905	0.00823783865138032	0.00785443819560631	0.0264690867637024	0.0117423609003301	0.00953959197842041	0.00847606871334361	0.0036798500219508	0.00615900263873539	0.00298791565461751	0.00363845759134524	0.00776376661867549	0.000743050574456434	0.005165575492213	0.00999497489612099	0.010445111445911	0.0114349625482485	0.00664850585294016	0.00989171433454165	0.0038589348677771	0.00731901373609194	0.00472929270304193	0.00968060345951848	0.0123101345865127	0.00468081522709606	0.0128360568402132	0.00842704259237653	0.00666710669514247	0.00684045795475462	0.00254409459137293	0.00581971291190112	0.00592254696896611	0.0133982263483328	0.00423021963152614	0.00500110232800039	0.00561269103452878	0.0122375284143456	0.0112207107870064	0.00816414859689429	0.00484279975062515	0.0147739464957397	0.0116620809009481	0.00819903154862451	0.0160606300207885	0.00858519722725254	0.00285404432546167	0.0137574442473445	0.0140254857603431	0.00546091831062116	0.00532187297860328	0.0105381823860878	0.00654855304417901	0.00729140115946504	0.00553474277790524	0.00606869644392517	0.00236076175807416	0.0107669054599716	0.0110148686030008
A549_G1_1D_1	0.000947974264734707	0.0056352066915551	0.00432693738696915	0.00206863260996455	0.0092848382591556	0.000888903661471788	0.00252300090755044	0.00293112615575564	0.00970631879138515	0	0.00789830910804906	0.00805458915355627	0.00247782461920512	0.00676669994673216	0.0112530580833713	0.00355685539706362	0.00636693399694785	0.00974664199238567	0.00968490043263999	0.00847133848328398	0.00387854307780843	0.0107774109640206	0.00503276572623888	0.00733879441641975	0.00495292762077409	0.00629140977287814	0.00273637984596996	0.0119188877275723	0.0147282394370036	0.00822308390068355	0.0106881363892495	0.00751809897032727	0.0076072656365398	0.0123079186080248	0.00708410510832205	0.00677001973891603	0.0219187523449321	0.00864779214305531	0.00485626841966394	0.00343538575449988	0.00686594549566801	0.00356635721013594	0.00732948082309903	0.00689475420902087	0.012271412920589	0.00898582631139686	0.00463501155047981	0.00705218235938413	0.00792045028852821	0.00938540457451143	0.00404571041229628	0.00123128304069636	0.00856593191719108	0.00378606667167414	0.00623491541974948	0.0153751637143698	0.00885697681060861	0.00725723708032925	0.00823011519408501	0.00655522540815113	0.0073389349115348	0.0117538867234361	0.00723268854660343	0.00406924264742409	0.00381112899499209	0.00758475999163308	0.00720782890288497	0.00470563744659679	0.00560053765823526	0.00270551242186669	0.00152427654893729	0.00154222451564071	0.00684860135463565	0.00727310282162977	0.00722915998920751	0.00216141548205893	0.0122058998664185	0.00119792178104865	0.00735212142563298	0.0105346496503226	0.00684759473579717	0.00452177807663715	0.00617603212932379	0.00158022374941731	0.00896877765607531	0.00630257897396419	0.00418277850053747	0.00688993021289968	0.010420343088772	0.0141111139605632	0.0109912268444261
