	A549_G1_1A_1	A549_G1_1A_2	A549_G1_1A_3	A549_G1_1B_1	A549_G1_1B_2	A549_G1_1B_3	A549_G1_1C_1	A549_G1_1C_2	A549_G1_1C_3	A549_G1_1D_1	A549_G1_1D_2	A549_G1_1D_3	A549_G1_1E_1	A549_G1_1E_2	A549_G1_1E_3	A549_G1_1F_1	A549_G1_1F_2	A549_G1_1F_3	A549_G1_1G_1	A549_G1_1G_2	A549_G1_1G_3	A549_G1_1H_1	A549_G1_1H_2	A549_G1_1H_3	A549_G1_2A_1	A549_G1_2A_2	A549_G1_2A_3	A549_G1_2B_1	A549_G1_2B_2	A549_G1_2B_3	A549_G1_2C_1	A549_G1_2C_2	A549_G1_2C_3	A549_G1_2D_1	A549_G1_2D_2	A549_G1_2E_1	A549_G1_2E_2	A549_G1_2E_3	A549_G1_2F_1	A549_G1_2F_2	A549_G1_2F_3	A549_G2_2A_1	A549_G2_2A_2	A549_G2_2A_3	A549_G2_2B_1	A549_G2_2B_2	A549_G2_2B_3	A549_G2_2C_1	A549_G2_2C_2	A549_G2_2C_3	A549_G2_2D_2	A549_G2_2D_3	A549_G2_2E_1	A549_G2_2E_2	A549_G2_2E_3	A549_G2_2F_1	A549_G2_2F_2	A549_G2_2F_3	A549_G2_2G_1	A549_G2_2G_2	A549_G2_2G_3	A549_G2_2H_1	A549_G2_2H_2	A549_G2_2H_3	A549_G2_3A_1	A549_G2_3A_2	A549_G2_3A_3	A549_G2_3D_1	A549_G2_3D_2	A549_G2_3D_3	A549_G2_3E_2	A549_G2_3E_3	A549_G2_3F_1	A549_G2_3F_2	A549_G2_3F_3	A549_G2_3G_1	A549_G2_3G_2	A549_G2_3G_3	A549_G2_3H_1	A549_G2_3H_2	A549_G2_4A_1	A549_G2_4A_2	A549_G2_4A_3	A549Root1_1	A549Root1_2	A549Root1_3	A549Root2_1	A549Root2_2	A549Root2_3
A549_G1_1D_2	0.00331815478850382	0.00510771805573306	0.0122282600331389	0.00611957793688412	0.019986471619009	0.00196025857168093	0.027007617630763	0.00464639775322445	0.0100652188894138	0.00870596318539306	0	0.00847115866728445	0.0076719546480231	0.0105358613625676	0.00354511386546886	0.00980613270030787	0.0111869217298176	0.00723471696334545	0.0172867196050909	0.0106838287944797	0.0226183076820456	0.00995375894523701	0.00727732169326384	0.01852423479543	0.0179023502643041	0.0285162874903058	0.00907087494577122	0.0153036525223851	0.00746083313376809	0.0208039527389277	0.0164421994139796	0.0245820876619278	0.0330060647730636	0.010413584642579	0.00494868547438556	0.0128523140583423	0.0139134396416583	0.00358632055057332	0.0212210712972029	0.0147835342650796	0.0188325527057018	0.0300228750889786	0.00563171138680779	0.00683100540608152	0.00973659491046725	0.0046484809419031	0.00848221212474084	0.00364648428410586	0.00331895805082967	0.0110847391936853	0.00511164064922593	0.0112184948265671	0.0164309031869552	0.000471584969068432	0.0053432312888383	0.0250536297987819	0.0199303596673779	0.00698150424169454	0.0159182779663701	0.014424983707786	0.0101421633499343	0.0243839324927007	0.0115917042204358	0.00287049480366552	0.0250608450195574	0.0292623956786583	0.00291087602073863	0.0251383950641058	0.0132637608171247	0.00921144559474328	0.0138162973675857	0.00895083886862077	0.0203249712479182	0.0155314038255631	0.00146569404814026	0.0271457613962034	0.0187758779328129	0.0128407441092913	0.0315142697614044	0.0206981718202927	0.00547763561400381	0.0276001466551213	0.0138022139701787	0.00563399243416066	0.031688402797735	0.00598599677473591	0.0251086825081316	0.00249402191597125	0.00740591024179919
A549_G1_1D_3	0.00795135934646622	0.00710240736916754	0.00520616291950069	0.00267698348768436	0.012366024648214	0.00673700805292469	0.0188111383173448	0.00427946392730558	0.00313948480312625	0.00898675482533622	0.00847115866728445	0	0.000800720661088978	0.00447802644518211	0.00588937331219546	0.0177997343497903	0.0196421121706706	0.0153112973633863	0.00884301913546424	0.00830109947050778	0.0156267392173428	0.00669296004993612	0.00321552461925887	0.0108112845798164	0.00962682294577073	0.0208410571382466	0.00159614858391281	0.00804767449208666	0.00462725589695674	0.0126288367416604	0.00862048479007811	0.0163486565209517	0.0250759832006105	0.00295363723514273	0.00454815465189731	0.00674023783188085	0.0054426949832307	0.00719969614422962	0.0128162488414125	0.00787606675383436	0.0119088555250153	0.0218311023775706	0.00602824598644762	0.0100673526205722	0.00161037568106626	0.00596416049925753	0.0104692364334536	0.00507164842718775	0.00531852238905539	0.00317809983971777	0.0049785139358153	0.0027887753464878	0.00818166646733668	0.00833483962250567	0.0117409624547176	0.0170142642262068	0.0119504175206606	0.00407698120235762	0.00786693378699987	0.0060583126722887	0.00407629104727121	0.0159153602917708	0.00312079844468634	0.00566987107361666	0.0175621660898994	0.0207961478731984	0.00567512197334245	0.0167623558049201	0.0103116452997375	0.00671834249512996	0.00632062092797046	0.003382513842344	0.0130345450229265	0.00736859968212353	0.00788795650762703	0.0188956135259737	0.0111972588147158	0.00476745926924624	0.0236864017311364	0.0124674533178252	0.00330037146084103	0.0196860333945767	0.0086228618974415	0.0138777130005314	0.0235682442954498	0.00708986945425864	0.0167597535014202	0.00597922946955716	0.0034042492184322
A549_G1_1E_1	0.00724264908619247	0.00651250506445544	0.00573781862873029	0.0019474960515783	0.0130647564881604	0.00595082179957439	0.0195882253097013	0.00355287689323387	0.00355341792492051	0.00865356150214299	0.0076719546480231	0.000800720661088978	0	0.00478617803539079	0.00512658765934651	0.017013986917437	0.0188459623316847	0.0145401848302997	0.00964266438331949	0.00823432999171226	0.0162566074834775	0.00666349002923515	0.00291261358723737	0.0115171797682487	0.0104069325036539	0.0215621645880495	0.00202061989789627	0.00866866546699916	0.00434635526823325	0.0133993965613995	0.00933287210701942	0.0171285994622337	0.0258279315426809	0.00349730031352088	0.00388759661314183	0.0071532640303219	0.00624248747911642	0.00650447756414295	0.013612992865099	0.00844024283120931	0.0125126960290107	0.0226088311241761	0.00549043858457259	0.00952307015031396	0.00225056073327969	0.00533072791252211	0.010034303739452	0.00430268405888588	0.00453901271287419	0.00379741461459008	0.00436309158908988	0.00356906464988734	0.00895619391666451	0.00753967234330706	0.010997949326005	0.0177728663681286	0.0126952607961712	0.00371920202720619	0.00857377529488622	0.00682714899070952	0.00435829733898186	0.0167137812960524	0.003920083697654	0.00486964890919462	0.0182582917978481	0.02159632684675	0.00488860550154433	0.0175570760568425	0.0103790946263096	0.00658425697446084	0.00696124832353518	0.00338788521959719	0.0136924713257242	0.00812835274364993	0.00710924097882644	0.0196783582927128	0.0118861921333639	0.00549820061669537	0.0244266999024132	0.0132446292064757	0.00258238454738027	0.0204327560082322	0.00894132032930709	0.0130803618291895	0.0243392520930556	0.00650500552747698	0.0175518905505403	0.00517941357533131	0.0031329645990168
A549_G1_1E_2	0.00853802580638898	0.00680618868731912	0.0018592400162194	0.00649214910266621	0.0095151788792542	0.00857569742825203	0.0168574368980963	0.00594576847274558	0.00141629521122353	0.00661946849561649	0.0105358613625676	0.00447802644518211	0.00478617803539079	0	0.0091967522403653	0.0203379532073362	0.0210401637908758	0.0161599990682222	0.00835626659408624	0.00467671451256851	0.0121194052095033	0.00314418793858769	0.00327853045655894	0.00812260460128434	0.0082249526202074	0.0180080668715613	0.0028842334323987	0.00480714506676762	0.00335749463686195	0.0107667829487512	0.00620623647402658	0.0145317952358218	0.0225729546916383	0.00195259257805817	0.0055900562135416	0.00246407949493787	0.00608442690002991	0.00778035382672524	0.0117454358522733	0.00424795084326153	0.00832176853873884	0.0198299753251209	0.0056509847223461	0.00893153008095889	0.00539895733402329	0.00630298962409481	0.00853772609507846	0.00694506835081996	0.00729005443176431	0.00651995091654442	0.00552347970680101	0.00513827255473877	0.00683337809130815	0.010222464154028	0.0149745809137111	0.0147557073134557	0.00968453005883199	0.00361196088207652	0.00978986088368965	0.00748725525133486	0.000444267978078335	0.015483732084558	0.00479205016491464	0.00833230792654209	0.014532698798616	0.0200120480949416	0.00770062042978933	0.0154063329811769	0.0061099457956111	0.0036899863520198	0.00354191772795514	0.00782124255919084	0.00979065167630031	0.00585830649827068	0.00941787175929139	0.0170760539440247	0.00830750987398097	0.003621711652682	0.0210415688223946	0.0107601398147097	0.00532489629658631	0.0171865386584429	0.00415796350016326	0.0161635294829612	0.0214002129948902	0.0111637272194086	0.0152945669088133	0.00837139189876978	0.0031320550780734
A549_G1_1E_3	0.00540674272640791	0.0062699713732209	0.010580011402112	0.00322467241975247	0.0181419730583329	0.0030339793943228	0.0246957890707904	0.00371593280130527	0.00831026483844311	0.00980997943289484	0.00354511386546886	0.00588937331219546	0.00512658765934651	0.0091967522403653	0	0.0119539586075696	0.014372699219443	0.0107538109723901	0.014635104459506	0.0108984642577195	0.0211861318979061	0.00971794091960098	0.00606674216874051	0.0166071626942458	0.0155110138153351	0.0266628349401801	0.006966646746603	0.0136288980833822	0.00691214115141771	0.018517581227776	0.0144344901770164	0.0222306856738629	0.0309524384021801	0.0084541426931417	0.00441313115647539	0.0116582399022845	0.0111699538418825	0.00511257602078439	0.0186354656052083	0.0132828642814196	0.0173999904257712	0.0277144258970415	0.00608531925932308	0.00896041000493843	0.00681165335504871	0.00517543736070386	0.0102763631102624	0.00306468078539407	0.00282936092649752	0.00796201350703638	0.00493425790306527	0.00840022205341313	0.0140701187987777	0.00370233966492175	0.0058906636653013	0.0228981871520163	0.0178194976000813	0.0062210367460905	0.0126934144458402	0.0114339281878325	0.0087568588625835	0.0215211740977301	0.00888226553359509	0.00148742278935125	0.0233236458989189	0.0264526222268935	0.00265844474485395	0.0225925946473569	0.0134442410910366	0.00919709065380937	0.0119753295110441	0.00553437907523195	0.01869509792767	0.0132535865702817	0.00397914753885548	0.0247722277721031	0.0169509273361216	0.0106201406018278	0.0295459798879384	0.0183534692607475	0.00394653884679408	0.0255563946691996	0.0130712215347198	0.00818901284946962	0.0294555741465442	0.0029772531785727	0.0226063081080713	0.00196047925752914	0.00628021164728373
A549_G1_1F_1	0.0124294442737108	0.0144421033679072	0.0220043331664101	0.0151683051179514	0.0297495476236123	0.0117655034798541	0.0365892771957776	0.0144158745855904	0.0198028151578561	0.0175701617945064	0.00980613270030787	0.0177997343497903	0.017013986917437	0.0203379532073362	0.0119539586075696	0	0.00573464154539365	0.00783333205472736	0.0265867133793422	0.0200632752482853	0.0324193768969485	0.019582652297447	0.0170707154119315	0.028265030356097	0.0274173082115162	0.0382880861174804	0.0186782437519169	0.0250873820683044	0.0172375685830217	0.0303922386590337	0.0261469041361331	0.0341354361215002	0.0427226210814969	0.0200948818334748	0.0147543246610948	0.0226535155809086	0.0231218030856303	0.0130109157017906	0.0305847225609592	0.0245845661589608	0.0286362072233543	0.039609110163752	0.0152419143437422	0.0148070425798715	0.0187567859540966	0.0143242164248026	0.0165860411321618	0.0134108479202081	0.0130704995548354	0.0198138008840684	0.0148983437517133	0.0203516631743276	0.0259618263477322	0.010143040586258	0.00659492147038014	0.0347189680766883	0.0296058114262616	0.0167839885231569	0.024344544161755	0.0233198529062312	0.0199398612370302	0.0334172010166117	0.0208335375958968	0.0122313719120432	0.0348501895643076	0.0383589198618209	0.012657636447798	0.0345394139420802	0.0225464667483628	0.018780195846957	0.0235599230051959	0.0171064333770555	0.0301224635106804	0.025108834447358	0.0110307183668852	0.0366863538399174	0.0285407570092988	0.0224340727225288	0.0412587994054535	0.0302501726447656	0.0151695390779035	0.0373158544871077	0.0235159376291521	0.00422803954657277	0.0413207881644987	0.0121883310724616	0.0345479799524971	0.0120609425506835	0.0172066600633701
A549_G1_1F_2	0.0125064839134743	0.0143567579316506	0.0228638750201938	0.0172863900509226	0.0305201881610704	0.0129357869990354	0.0378568212203393	0.015589617364885	0.0208840547380024	0.0165889607367088	0.0111869217298176	0.0196421121706706	0.0188459623316847	0.0210401637908758	0.014372699219443	0.00573464154539365	0	0.00516437301164116	0.0284082903540424	0.0194662814589767	0.0326268052663644	0.0194547294836951	0.0179967019289676	0.0291594765692057	0.0288957504054452	0.0388986581987782	0.0201032774325833	0.0258244566239355	0.0176975485855247	0.0316953845036484	0.027202050516988	0.0354826155448673	0.0435568277385406	0.0213301974611829	0.0156630595449098	0.0230569615510417	0.025077676290702	0.0132610082630787	0.0322918046763791	0.0251681303909471	0.0289719382360892	0.0408458996323642	0.0154335690410377	0.0135049634984775	0.0209197379755584	0.0147404393893043	0.0150822799796652	0.0146548437582829	0.0143683221110237	0.0222375654728145	0.015578258516478	0.0224013883624603	0.0274251501118473	0.0113088692197333	0.0106220689932292	0.0357890203170906	0.0307004268010099	0.0174570622382753	0.0270381984974531	0.0256080081413027	0.0207115267250526	0.0355483363522915	0.022760425394239	0.0140456268528505	0.0353708285017694	0.0404032326973573	0.0139884952699625	0.0361655831557697	0.0216558571270238	0.0185844325685817	0.024528476624937	0.0199009529910141	0.0306313487305947	0.0264918095376111	0.0118493546112584	0.0380426667375601	0.0293214966783846	0.0238213744105425	0.0419869730080698	0.0316313738795474	0.016517023891913	0.0381988862844521	0.0234201439397871	0.00656908147554656	0.042431113896597	0.0156564227670382	0.036109434252505	0.0136786756477179	0.018060534370467
A549_G1_1F_3	0.00766706039937745	0.00937879548683468	0.0180086204334071	0.0132310620242779	0.0255643409313353	0.00861926829556854	0.0330127636157249	0.0110802188887448	0.0161478412784255	0.0114277533121619	0.00723471696334545	0.0153112973633863	0.0145401848302997	0.0161599990682222	0.0107538109723901	0.00783333205472736	0.00516437301164116	0	0.0238690333751063	0.0143207451291392	0.0275376652330023	0.0143758810692092	0.0132711780160727	0.0242489048861462	0.0241973596968693	0.0338689418914241	0.0155395871972147	0.0208947966305495	0.0128029636108845	0.0269022989701107	0.0223611653191982	0.030679207743067	0.0385667807066457	0.0166487424788856	0.0110191864026386	0.0180617105633313	0.0206612206012636	0.00844943464777609	0.0276559807474027	0.020200668625446	0.0239199871255675	0.0359785868453376	0.0105104454645588	0.00834092486364474	0.0167304114565041	0.00992463544194154	0.00993002317508269	0.0102402293967307	0.0100044578495125	0.0181668528200124	0.0108357247936704	0.0180995416196229	0.0227379350071744	0.00718863744882269	0.00909110210531524	0.0308914953755041	0.0258420794434879	0.0126458381482738	0.0230181180068492	0.0213656973782703	0.0158610481501478	0.0310826821112157	0.0183807825677262	0.0100297346554514	0.0303322780440587	0.0358589220776408	0.00967338703338065	0.0314647240262507	0.0164923090851729	0.0135014534778178	0.0196882077480722	0.0161768861211423	0.025608925447389	0.0217833712070851	0.00743852547533973	0.0332282589266871	0.0243762492212825	0.0191558864805169	0.0369755807672914	0.0268679861693118	0.0120502588458945	0.0332373130735	0.0183181155700059	0.00532075190671685	0.0375189773124025	0.0127806508597278	0.0313829462357297	0.00956875955339375	0.0133031844891132
A549_G1_1G_1	0.0162451899050762	0.0148306105081979	0.006660589229507	0.0114245805148309	0.00603061609750419	0.0154764396850065	0.010279202490783	0.012837283968861	0.00786733728866974	0.0149429818436527	0.0172867196050909	0.00884301913546424	0.00964266438331949	0.00835626659408624	0.014635104459506	0.0265867133793422	0.0284082903540424	0.0238690333751063	0	0.0125934902132406	0.00993518438895031	0.0113193444289804	0.0106503481987073	0.00483365561397085	0.00186018660595678	0.0131791627776485	0.00833538649746134	0.00553063341170451	0.0114251717715757	0.00449771556697581	0.00383073641530037	0.00781088406615982	0.0168420252921365	0.00728723428691528	0.0128517160610543	0.00786251582028252	0.00347669434366774	0.0154585234730192	0.0040070018960471	0.00635109073423867	0.00754343410409361	0.0132548326069149	0.0136348800569174	0.0172462024445825	0.00785323442730974	0.0140174216724485	0.0168849360488182	0.0137569669742134	0.0140439035762646	0.0070566504333205	0.0130631569151751	0.00624530772911299	0.00194304756595725	0.0171187984505648	0.0203323330856363	0.00885770916766694	0.00462255338291601	0.0113746141958012	0.00475680925390801	0.00379578890114844	0.00848250589249852	0.00723654159853673	0.00575703705719012	0.0145117734350236	0.010504593461356	0.0120081651566069	0.0144279437919579	0.00796680696484878	0.0129034364200797	0.0119960976511249	0.00525715776233565	0.0099736937268416	0.00735272594113056	0.0027235927270641	0.0165718262461568	0.0102702752833493	0.00545184921728662	0.00482697222671203	0.0156470208272498	0.0041722935561897	0.0118963627007741	0.0116438073657807	0.00950540383182529	0.0227160865012826	0.0150747346771338	0.0150856791355356	0.0080025658217463	0.0148050062559111	0.0106554921238651
A549_G1_1G_2	0.00764832853763939	0.00564974663083655	0.00599132617634889	0.00927705986792673	0.0119582144900746	0.00894944886000441	0.0196596682442435	0.0071875632898198	0.00590376078829173	0.00298883777433902	0.0106838287944797	0.00830109947050778	0.00823432999171226	0.00467671451256851	0.0108984642577195	0.0200632752482853	0.0194662814589767	0.0143207451291392	0.0125934902132406	0	0.0133281813768577	0.00162916058842367	0.00543758328984374	0.0109408369092932	0.012036288959029	0.0198104630206619	0.00693269726929739	0.00775806109015938	0.00414002112225115	0.0140235601808494	0.00961102767610772	0.0175683906502453	0.0246023358977477	0.00654677516980496	0.0064868485041505	0.00484672737723423	0.0107218431696547	0.00714500513392572	0.0154751854616018	0.00688705419365876	0.00990057916559502	0.0224717319488694	0.00508805045760331	0.00606099591828533	0.00962607755762523	0.00609556095963369	0.00489355575250245	0.00790678851708341	0.00820861785959756	0.0109616630394025	0.00599986327981661	0.00970631514248243	0.0108312501413553	0.0102479047228978	0.0158921528126627	0.0173762071722311	0.0127067158812464	0.00487534800533528	0.0144641633191845	0.0121563394233178	0.00481869531924123	0.0194062956589108	0.00942721544950625	0.00957702324187945	0.0162735578290751	0.0236029943789848	0.00852558457737615	0.0187598208721285	0.00259391430363872	0.00173645687504467	0.00735635950731583	0.0116123497305674	0.0116866939833024	0.00990692929907641	0.00925638625672367	0.0199881997503822	0.0108774109881304	0.00815730325132852	0.0229543388081812	0.0141355424567813	0.00720753822465661	0.0194245066665021	0.00418615266209273	0.0158576131904593	0.0238266042642614	0.0135554197474443	0.0185724984892178	0.00934432352057688	0.00519400966268914
A549_G1_1G_3	0.0202712134378838	0.0183223490039302	0.0106070661940428	0.0181851400453978	0.0039095320796086	0.020661805284683	0.00802557761644176	0.0180637118330172	0.0128767652611117	0.0163138574647485	0.0226183076820456	0.0156267392173428	0.0162566074834775	0.0121194052095033	0.0211861318979061	0.0324193768969485	0.0326268052663644	0.0275376652330023	0.00993518438895031	0.0133281813768577	0	0.0131758337468788	0.0153971084987807	0.00530979390180372	0.00807810251371984	0.00658661701086328	0.0142746999467685	0.00758848032478391	0.0152053777271014	0.00630502542309524	0.00733119758106538	0.00713405065370343	0.0114223465435361	0.0127763314807694	0.0176745304670458	0.0097692616414027	0.0121372724181573	0.0195810946159932	0.00855608343877464	0.00791231368168774	0.00379918157880761	0.0101357837908233	0.01733273589527	0.0193825390050563	0.0155354764342774	0.0181701679872711	0.0181517172488841	0.0190605452739471	0.0194061861272995	0.0155474397270109	0.0175295476949378	0.0141563103517811	0.00876832453780918	0.0222811381073461	0.0270400233735913	0.00581639185107446	0.00542800133913211	0.0156388848011716	0.0146792242714498	0.0132567607319064	0.0125362749752615	0.0116558355712515	0.0135070436014544	0.0204334904660182	0.00319011093506137	0.0135810495096287	0.0198155958751024	0.00896750411734228	0.0116789200913859	0.0140465298888279	0.00930648412786042	0.0181915997726372	0.00271850733344913	0.00903456613022498	0.0214218738913206	0.00856835228504121	0.00474374260919255	0.0110337614711822	0.00973051182172423	0.0067490650501833	0.0174201832776377	0.00669681818970642	0.00922386892988507	0.0282199155791189	0.0110641423691924	0.0227132128565312	0.00858280839152451	0.0204890349800272	0.0152427131050322
A549_G1_1H_1	0.00719546504204389	0.00519794400146561	0.00465923388277566	0.0078250957822541	0.0113513891693863	0.00810093906346532	0.0189919636515996	0.00601573252071217	0.00429863339116681	0.00368117454204186	0.00995375894523701	0.00669296004993612	0.00666349002923515	0.00314418793858769	0.00971794091960098	0.019582652297447	0.0194547294836951	0.0143758810692092	0.0113193444289804	0.00162916058842367	0.0131758337468788	0	0.00395654395236628	0.0101844103667304	0.0109327935495071	0.0195096907479962	0.00530492320905393	0.00687037929688857	0.00281049714912281	0.0131480505650738	0.00862349119401136	0.016801089624181	0.0242421731247482	0.00495240122534704	0.00537114562283794	0.00389626399457964	0.00922772074583959	0.00657358019956616	0.014427378880971	0.0060582040639571	0.00955096280569969	0.0218767469337214	0.0043483150429538	0.00643355524595604	0.00799867249544776	0.00530713735104988	0.0056653036897209	0.00684367690832822	0.00716954034432553	0.00933397622054302	0.00497591653475394	0.00809247647288348	0.00964418210551986	0.00954841080561157	0.0149965006530211	0.0167626914247039	0.0119038147688715	0.00352592884639289	0.0129200375612135	0.0106255177668806	0.0032346590109139	0.0182932495384749	0.00783213984352284	0.00848886922651725	0.0159683676457256	0.0226400489230162	0.00752509460151287	0.0178768305561926	0.00380692395896076	0.000875774002596028	0.00617348766009355	0.0100265701033408	0.0112670335504129	0.00869059459081141	0.00859404188843431	0.0192806025169033	0.0102067844363642	0.00672213301399131	0.0226299453168247	0.0132164323065405	0.00588010088625172	0.0189640539148189	0.00398784552553095	0.0153554876798188	0.0233172675122658	0.0122421541801412	0.0177181051587177	0.00832633129359708	0.00371099616014219
A549_G1_1H_2	0.00561134226402385	0.0042484739776267	0.0049574981232338	0.00386880445699306	0.0127167912174533	0.00531985150533076	0.0198771043701056	0.00266725978654755	0.00288926699989514	0.00577459385717254	0.00727732169326384	0.00321552461925887	0.00291261358723737	0.00327853045655894	0.00606674216874051	0.0170707154119315	0.0179967019289676	0.0132711780160727	0.0106503481987073	0.00543758328984374	0.0153971084987807	0.00395654395236628	0	0.0112719845012086	0.0109327617096013	0.0212417999121322	0.00249373879723296	0.00802704902786015	0.00143417961269534	0.0137028658935907	0.00923515800370587	0.0174920177855796	0.0257558359016807	0.00338088521162568	0.00236160317566625	0.00568185738501365	0.00764729500381379	0.00482548123499821	0.0143883457746445	0.00751884917120709	0.0116000294883386	0.0228775917028973	0.00307026057959383	0.00702186044172665	0.00478304975292454	0.00336869112774638	0.00727713993523013	0.00366750611776231	0.00401202631281583	0.006321059389107	0.00243642430877402	0.0055236383951624	0.00946973088265162	0.00698186557561517	0.011740742990114	0.0178524075620105	0.012737507277638	0.000878005497807344	0.0107379326713442	0.00867113809679752	0.00287075138873442	0.0178858218106509	0.0055646939527184	0.00508358969374273	0.0177860957501715	0.022609800814199	0.00442309635616675	0.0182072519429731	0.00775933235008127	0.00373374743389609	0.00657631624627851	0.00628549084236923	0.0130547831962038	0.00851931700314344	0.00622619953333936	0.0200542234100383	0.0115059326577105	0.00588759979734116	0.0242494065547737	0.0136407810861678	0.00212183505735849	0.0203545021465171	0.00700497748896237	0.0129107011342776	0.0245001456778593	0.00836271343104736	0.0181360508888931	0.00509733501085889	0.000245605617663254
A549_G1_1H_3	0.0166569469189022	0.0148726198104812	0.00632149039077291	0.0134638897675277	0.001567192196706	0.0165772884697611	0.00881809161286602	0.0138787776182947	0.0084664608597838	0.0137887963652127	0.01852423479543	0.0108112845798164	0.0115171797682487	0.00812260460128434	0.0166071626942458	0.028265030356097	0.0291594765692057	0.0242489048861462	0.00483365561397085	0.0109408369092932	0.00530979390180372	0.0101844103667304	0.0112719845012086	0	0.00301245371860168	0.0100600037682297	0.00965098739459392	0.00336042558669626	0.0114675792793699	0.00319319783092549	0.002194957231558	0.00663305203775795	0.0144872448242066	0.00818944709572369	0.0136323916812914	0.00629568854822069	0.00684045766125372	0.0159021580782763	0.00516115331942892	0.00412684829194358	0.00282073707706915	0.0117452749868367	0.013747775724106	0.0166109503452881	0.0104803080372428	0.0144251973302185	0.0157675742412381	0.0148812248784927	0.0152153796020581	0.0103309909581041	0.0136259039414355	0.00900974828118413	0.00346344514524285	0.0182470419162855	0.0224961239476114	0.00664518659925415	0.00178505848480232	0.0117227947530197	0.0094820003999699	0.00795209598676123	0.00846354634737915	0.00912089384245623	0.00836794744733076	0.0160613204440357	0.00675650653154471	0.0127881175486577	0.0156275626666288	0.00786667040669377	0.010287324042814	0.0110307600810612	0.00470933852438252	0.0130710752509438	0.00260825315367968	0.00376443788648219	0.0174932310775098	0.00909716301814405	0.000618274501648258	0.00605656940058797	0.0130004150504958	0.00341861028331105	0.013097904781101	0.00908345357566246	0.006932996410892	0.0241521017424711	0.0132818598789832	0.0178118586016558	0.0076536925423356	0.0162068550884246	0.0111714639183602
A549_G1_2A_1	0.0165324676013512	0.01495858445603	0.00639268814187414	0.012288088789322	0.00417138485412955	0.0160226202321949	0.0091863687612411	0.0133271822252483	0.00805118969423464	0.0146115011106566	0.0179023502643041	0.00962682294577073	0.0104069325036539	0.0082249526202074	0.0155110138153351	0.0274173082115162	0.0288957504054452	0.0241973596968693	0.00186018660595678	0.012036288959029	0.00807810251371984	0.0109327935495071	0.0109327617096013	0.00301245371860168	0	0.0116428989713885	0.00883354587476317	0.0044537127674796	0.0114965993253325	0.00304690090223847	0.00255481917898857	0.00672241882719013	0.0155610268797299	0.00757015360589201	0.013239362241788	0.00719293326707545	0.00467014872338171	0.0157496516861058	0.0035215754373141	0.0053417642037103	0.00578618774385818	0.0122058600003792	0.0137737944135849	0.0171396807614266	0.00888748820343152	0.0142765772719625	0.016589493169495	0.0142922692946374	0.0146013172723817	0.00834729912082288	0.0133687195399724	0.00729062444680579	0.00147304082817322	0.0176909459267586	0.0213203053196546	0.00749029731780213	0.00283376528360068	0.0115650489343117	0.00660392914797219	0.00540123153688022	0.00844199907509813	0.00737316780887669	0.00671367399203147	0.0152221143957687	0.00878823188803209	0.0117881522770134	0.0150009727530572	0.00727677427882939	0.0119889683329262	0.0116891864469765	0.00476819175155133	0.0112400921072426	0.00549541144008878	0.00241469888186716	0.0170593057946772	0.00927365565997181	0.00362728927093256	0.00507789169976151	0.014267468067484	0.00284493576762267	0.0124342549359745	0.0102420990440253	0.00853515292016814	0.0234406712254941	0.0139561386920661	0.0162559374606391	0.00721915755742084	0.0154610190082781	0.0108960449516901
A549_G1_2A_2	0.0264365810677905	0.0245485450067256	0.0162921963089508	0.0235058378527291	0.00854615700514324	0.0265603529417393	0.00461374275439675	0.0238817503870937	0.0184966807424115	0.0227979347577846	0.0285162874903058	0.0208410571382466	0.0215621645880495	0.0180080668715613	0.0266628349401801	0.0382880861174804	0.0388986581987782	0.0338689418914241	0.0131791627776485	0.0198104630206619	0.00658661701086328	0.0195096907479962	0.0212417999121322	0.0100600037682297	0.0116428989713885	0	0.0197101912258892	0.0132159092606891	0.0212724072696862	0.00868366113046775	0.0122316763057425	0.00610465915257353	0.00483593083872574	0.0182454605530947	0.0235878743483823	0.0158544948155301	0.0163052647846129	0.0257112087964896	0.00989177480631908	0.0137821825531068	0.00996077285474931	0.00466189135593525	0.0234923740592099	0.0258338431566444	0.0203737640136659	0.0242580612326743	0.0246719241932819	0.0248865445758529	0.0252250002005576	0.0199747673600486	0.0235264061654645	0.0188229460329482	0.0128981141917462	0.0282190135393936	0.0325492508539414	0.00448998819452724	0.00895959115526982	0.0216143915842554	0.0176317165543964	0.0169640594560179	0.0183861364061838	0.010789790576083	0.0182075416604357	0.0261096747486738	0.00354356674232212	0.0100621689548764	0.0256378006074603	0.00742333597594987	0.0182581672744232	0.0203852989325797	0.0147438480354144	0.0228427787800783	0.00827217585261545	0.0135545666781246	0.0274237167903229	0.00516492263236794	0.00975326490087478	0.0160742833405557	0.00315059509207354	0.00901358493649091	0.0231313564543364	0.00201326424514281	0.0156476166504928	0.0341479212209153	0.00484107436048799	0.0277579452682929	0.00704633681008133	0.0262405706975086	0.0211212772135647
