	A549_G1_1A_1	A549_G1_1A_2	A549_G1_1A_3	A549_G1_1B_1	A549_G1_1B_2	A549_G1_1B_3	A549_G1_1C_1	A549_G1_1C_2	A549_G1_1C_3	A549_G1_1D_1	A549_G1_1D_2	A549_G1_1D_3	A549_G1_1E_1	A549_G1_1E_2	A549_G1_1E_3	A549_G1_1F_1	A549_G1_1F_2	A549_G1_1F_3	A549_G1_1G_1	A549_G1_1G_2	A549_G1_1G_3	A549_G1_1H_1	A549_G1_1H_2	A549_G1_1H_3	A549_G1_2A_1	A549_G1_2A_2	A549_G1_2A_3	A549_G1_2B_1	A549_G1_2B_2	A549_G1_2B_3	A549_G1_2C_1	A549_G1_2C_2	A549_G1_2C_3	A549_G1_2D_1	A549_G1_2D_2	A549_G1_2D_3	A549_G1_2E_1	A549_G1_2E_2	A549_G1_2E_3	A549_G1_2F_1	A549_G1_2F_2	A549_G1_2F_3	A549_G2_2A_1	A549_G2_2A_2	A549_G2_2A_3	A549_G2_2B_1	A549_G2_2B_2	A549_G2_2B_3	A549_G2_2C_1	A549_G2_2C_2	A549_G2_2C_3	A549_G2_2D_2	A549_G2_2D_3	A549_G2_2E_1	A549_G2_2E_2	A549_G2_2E_3	A549_G2_2F_1	A549_G2_2F_2	A549_G2_2F_3	A549_G2_2G_1	A549_G2_2G_2	A549_G2_2G_3	A549_G2_2H_1	A549_G2_2H_2	A549_G2_2H_3	A549_G2_3A_1	A549_G2_3A_3	A549_G2_3D_1	A549_G2_3D_2	A549_G2_3D_3	A549_G2_3E_2	A549_G2_3E_3	A549_G2_3F_1	A549_G2_3F_2	A549_G2_3F_3	A549_G2_3G_1	A549_G2_3G_2	A549_G2_3G_3	A549_G2_3H_1	A549_G2_3H_2	A549_G2_3H_3	A549_G2_4A_1	A549_G2_4A_2	A549_G2_4A_3	A549Root1_1	A549Root1_2	A549Root1_3	A549Root2_1	A549Root2_2	A549Root2_3
A549_G1_1D_2	0.00991519853510203	0.0047854147598259	0.00967944239122597	0.00846552973552608	0.0020547941274802	0.0081137527608993	0.00946439831131793	0.00852493458536182	0.0109809259814888	0.00577838094251383	0	0.00427327514814336	0.00990574699529988	0.00231349548238301	0.00371425500081978	0.00570626208257277	0.00779976254218311	0.00332522897762644	0.00819492609804911	0.0105996787745438	0.00600474806110841	0.0126396695592355	0.00689655458734119	0.00306799092543377	0.00521339179920397	0.0126596342842897	0.0176562630978231	0.0234254113786425	0.00783622834033488	0.0119350974607938	0.0155375509831626	0.00857244608311787	0.016821128897329	0.0106550352594413	0.00467452016142232	0.00554058382322368	0.0046191171470431	0.0100963246809735	0.00213479135260351	0.0137757833986863	0.00581998075672159	0.00579693508365977	0.00416323398104784	0.0087376180068902	0.00656194397792268	0.00538737469152487	0.00367287121010517	0.0103669928847623	0.00425297853839332	0.00595211575499087	0.00469702112352341	0.00775783325210408	0.0118438782091298	0.0193282654400433	0.00990904400204045	0.0146947437249965	0.0122278709084557	0.00728961427089287	0.00908951821128129	0.0104649762049253	0.00208538150207095	0.0130523051272105	0.00759318301356412	0.00913182367114271	0.0120099559741431	0.00494906491256451	0.00726228290641546	0.0159429381829508	0.0100127158367407	0.0053317680649867	0.00453311941006907	0.00613615968855513	0.00678754390799456	0.0100311540886411	0.00416523298459387	0.00442285071096385	0.00734995158678044	0.00490633277506732	0.00645771933071835	0.00540967945967392	0.00644154345453297	0.00340264041252423	0.00870534039866807	0.00356659003808251	0.00354145959277649	0.0131079408706689	0.00451204727319271	0.00871772186230835	0.00195918664443021	0.0044813370862278
A549_G1_1D_3	0.00574930720547679	0.000799518767303457	0.00871679004147622	0.0104626200601619	0.00363931365839232	0.0066182979095788	0.00742386833341082	0.00740963527277494	0.00924113343984021	0.0025323152771059	0.00427327514814336	0	0.00564908830462079	0.00595086648849435	0.00330655762846516	0.0043417739563309	0.00463395504055916	0.00103195063690067	0.00698992925356015	0.00955523936058143	0.00383853985285691	0.0111197292068407	0.00503291075821905	0.00682280808208657	0.00904268104115927	0.0119575749173319	0.0153735103561481	0.0223645390664545	0.00421057496842549	0.0135546281183577	0.0145683254409843	0.00732880534993697	0.0157639799809906	0.00819362004358068	0.00302471769002466	0.00617719312804848	0.00837411873941667	0.00624969960843379	0.00214353047061024	0.0111386341996461	0.00268275948643614	0.00230737519184313	0.00171707887115545	0.00685236050259034	0.00574755368362123	0.00121862577001168	0.00326690883395125	0.00768955226958106	0.00258945588354296	0.0037852033903807	0.00299690700661173	0.0039889664828285	0.00782135244572785	0.0191407514301838	0.0134809911134505	0.017313614167811	0.00873310729439201	0.00388997440832414	0.0073997785466905	0.00626781206068898	0.00254980138251107	0.010283168211689	0.00459197209672175	0.0049005188313231	0.0099313175029715	0.00569536027067386	0.00886696706490856	0.0138721130432847	0.0104716114331223	0.0048777176820832	0.00228772733620372	0.00359624719013738	0.00660421672374491	0.00888038407219159	0.00442095051745591	0.00709671625133995	0.0097353812506712	0.00567013763287931	0.0053367573352981	0.00493087010155648	0.00242975388817407	0.0023833206924656	0.00596091569015629	0.0012393621091462	0.00427317367939331	0.0107504113656864	0.00321360203479617	0.00531389803660095	0.00585227276158086	0.0027633082122726
A549_G1_1E_1	0.00102698798356644	0.00530576176075862	0.0109575346015353	0.0150229470955235	0.00912547714623401	0.00891280703326949	0.00750470857255284	0.00985847142226339	0.0103415906438657	0.00547045982876508	0.00990574699529988	0.00564908830462079	0	0.011328192264161	0.00770840913823542	0.00789928627412387	0.00555253162064854	0.00665622609913311	0.00948180354253231	0.01149322196408	0.00613219881855113	0.0121022283037199	0.00765581170133669	0.0124094535912777	0.0146045723178187	0.0138521419648137	0.0132299573820441	0.0228310265659565	0.00351449445057485	0.0175807339476708	0.0157755025512726	0.00965705803780618	0.0167244922918427	0.00848313072232651	0.00722775716657688	0.0105321496840572	0.013925371732698	0.00411124428221947	0.00777144693489331	0.0103136024704478	0.0055982690471869	0.00463345541051689	0.00649049585611935	0.00744382850030515	0.00826517777737983	0.00452635907294048	0.00769967699566746	0.00652335814460639	0.00713317702157525	0.00612836975263219	0.00662104177699717	0.00320662635088956	0.00298995032648773	0.0209249178415496	0.0188573345658052	0.021958021589037	0.00531142463083502	0.00412372919147164	0.00802796668965801	0.00222607028142266	0.00800268914044168	0.00808098413197737	0.00585612048356977	0.00178038644522396	0.00907068898845179	0.0102498784144287	0.0133401290651706	0.0135720864027698	0.0138189599765573	0.00821798386260876	0.00663208989298744	0.00563421962040315	0.0102278276515215	0.010854797400318	0.00856916791268448	0.0123358096986832	0.0146009397959427	0.00961194838236444	0.00860104657228673	0.00893571675852245	0.00410148637372533	0.0075042274223913	0.00561294673440711	0.00662955326705257	0.00926767780566006	0.00920541414462089	0.00755464605751898	0.0040131921395959	0.0113265972278894	0.00660776136747
A549_G1_1E_2	0.0111542222297169	0.00661445233497698	0.011959235636336	0.0100480605914624	0.00436429689090051	0.0104267815423957	0.00923644947645958	0.0108247213416688	0.013293125340557	0.00787164017994267	0.00231349548238301	0.00595086648849435	0.011328192264161	0	0.00395966247135887	0.00801500764402964	0.00996811282468765	0.00518367791042347	0.0105009366113141	0.0128785285416924	0.00632527035812567	0.0149406241843334	0.00919793223152969	0.0040707247891212	0.00565671812331838	0.0148824461765106	0.0172035613080785	0.0256444302845337	0.00870079585144004	0.0135470800247945	0.0177752857468296	0.0108778215599668	0.0190635229655979	0.0129469700128304	0.00694074309538716	0.00771798644752223	0.00526278411512847	0.0120936410309662	0.00392582081667067	0.016065347611829	0.00793771826614676	0.00682753382600393	0.00627537295021233	0.00849217140186761	0.00604261217143293	0.00686422669109217	0.00394304949133267	0.0104386217706106	0.00649268270708651	0.0062847292358492	0.00516174801996917	0.00872734547370396	0.0128476907885317	0.0214019391720038	0.0102895607652752	0.0157043424287077	0.0127483292990889	0.00806542344527355	0.00870166133215814	0.0122104730113684	0.00340471449787882	0.0130406601234617	0.00978784270257444	0.0108300755326234	0.0116327721261263	0.00714125059154875	0.00907674833391493	0.0182558655716934	0.0120598404875513	0.00490536566090134	0.00671907093123702	0.00662098662462949	0.00903620240843209	0.0123222650147697	0.00375392159560072	0.00602926504220017	0.00880810180822832	0.00387860790924268	0.0087702323884465	0.00771267475796932	0.00831951515084864	0.00563628324100704	0.00894853597684644	0.00556867005076506	0.00582344908117686	0.0128414096947432	0.00679957347367526	0.00936387192433228	0.000509891275313861	0.00504106047255572
A549_G1_1E_3	0.00738230444824884	0.0041052928601924	0.0116195555652504	0.0119146136632548	0.00472912003844005	0.00964057036387809	0.0057512227878222	0.0103302296843562	0.0123901074203687	0.00582009275106569	0.00371425500081978	0.00330655762846516	0.00770840913823542	0.00395966247135887	0	0.00719438130291234	0.00794023613848465	0.00324079066267068	0.00992803953528716	0.0125044668959146	0.00240133435081448	0.0142359949307201	0.00810714733899125	0.00677740596222274	0.00887257098497519	0.0148256548202332	0.0139503734882589	0.0254221287145407	0.00478023583863823	0.0152978691096314	0.017556501515541	0.0102911725550664	0.0187889086685839	0.0114687874570492	0.00584109762966755	0.00825585767480342	0.00830826585467148	0.00937302232601332	0.00269025660788341	0.0144410652310618	0.00595953969440091	0.00307600963121839	0.00462928208512635	0.00502761234480225	0.00301256707825141	0.00364142304772553	5.11742444496496e-05	0.00669617849477099	0.00532786027964553	0.00235578541148046	0.00120657839970709	0.00484915630033264	0.0089332547667311	0.0218749581904582	0.0135917934173847	0.0183613423243146	0.00881185730763966	0.00412761031637271	0.00540204139304074	0.00897507285888806	0.00196955777688637	0.00936924317963378	0.00789051627375051	0.00758020346779207	0.00830440189659074	0.00767695515479512	0.0105313068129705	0.0171245074810447	0.0128119042360334	0.00184896035120953	0.0052407987280576	0.00266329296320166	0.00911261178008781	0.0118514829057998	0.00111451663854835	0.00798412600169038	0.0109031956020978	0.00236361978823798	0.00816702356950688	0.00745501809347972	0.00561845925951842	0.0046801655365302	0.00509131484515081	0.0038209321061803	0.00607908625379391	0.00939385901074748	0.00589844099999298	0.00540429985463192	0.00414558042081154	0.00112536874712648
A549_G1_1F_1	0.0084982330747873	0.00379504742984979	0.00443241776480295	0.00714765636263277	0.00369277071810616	0.00249263481498072	0.0117404087630788	0.00313668548615253	0.00534499907221938	0.0025247213670577	0.00570626208257277	0.0043417739563309	0.00789928627412387	0.00801500764402964	0.00719438130291234	0	0.00302647007424467	0.00397389141887961	0.00273418495492649	0.00531071348566054	0.00817936111858936	0.00711361362259231	0.00121970420586992	0.00633636005921972	0.00809534467864145	0.00765967120175714	0.01953447022374	0.0182358188477139	0.00808906714686195	0.00974479366119561	0.0103629173581669	0.00310004964899444	0.0115979734448657	0.00498298215161037	0.0013601789691024	0.00270446451870886	0.00744214329248412	0.00581888729531949	0.00469685125252084	0.00810028763947419	0.00236423444176745	0.0065230244395426	0.00265410652353128	0.0111877739253023	0.00998438474126411	0.00512479086815018	0.00714522419009869	0.0118592176304641	0.0018677762348445	0.00812566779082555	0.00724430757398793	0.00776042776310852	0.0107476261191813	0.0148082205101141	0.0115550424491594	0.0140674546611269	0.0123631597236989	0.00796318078201961	0.0117401755295508	0.00717784933968131	0.00552269673759393	0.0143404894008001	0.00268620820572041	0.0063200410670568	0.0142093259251246	0.00258076670469337	0.00546460918198904	0.0102710847898797	0.00626375543787784	0.00898172375056115	0.00205599021716739	0.00793020856082289	0.00242060849706253	0.00465832671741442	0.0082388468756484	0.00521004913505856	0.0068655370740516	0.00941991407581749	0.000996733072005741	0.00108946362502731	0.00392118430209053	0.00258214280883196	0.0101715228691274	0.00339967979564126	0.00251934483269853	0.0149500217536259	0.00131550011328579	0.00925094167587232	0.00765853789686869	0.00698878498764651
A549_G1_1F_2	0.00636640581917402	0.00383638756470753	0.00542338441231394	0.00997034047926209	0.00606445240692549	0.00336254795698524	0.0111136964849058	0.00430681132833417	0.00512859032554926	0.00216138548562941	0.00779976254218311	0.00463395504055916	0.00555253162064854	0.00996811282468765	0.00794023613848465	0.00302647007424467	0	0.00494980688721137	0.00393587411952387	0.00602236690186512	0.00802559823845779	0.00701081266206267	0.0022816325031536	0.00912875752829094	0.011030250736763	0.0084408241959654	0.018257807538841	0.0181927666824253	0.00692036920425287	0.0121826921732819	0.0106578329171187	0.0041047071728457	0.0117427744911813	0.00367523613585837	0.00326608598454407	0.00567317611964885	0.0103621172108702	0.00279398945847999	0.0061200493968803	0.00651129200542559	0.00205838234582868	0.00604926355843077	0.00369782146280352	0.0107123140733794	0.0101833765984108	0.00468400654622829	0.00790022748965976	0.0108088174709621	0.00358479308352494	0.00798316180629639	0.00751433086305242	0.00652510263828841	0.00853732564096046	0.0156352959585858	0.0145788110733236	0.0167908737371606	0.0105954886907422	0.00705256220434232	0.0113153775594878	0.00433790370620544	0.00683878165399099	0.0129975012929785	0.000355573507135644	0.00379606126075567	0.0133426927194506	0.00560447102047423	0.00831130290421251	0.0093582246172887	0.00830698281338244	0.0094492927579703	0.0032668056912344	0.00763202170813226	0.0049496411017428	0.00536087888327984	0.00905466810809452	0.0082135858397358	0.0098250124251024	0.0103037113129449	0.00335678351119835	0.00409699850861088	0.00261999379976568	0.00440935780325518	0.00929877231510962	0.00445710840589754	0.00532083266457524	0.0138510994034084	0.00353703560137767	0.00802175006534971	0.00971680098307276	0.00731250515870903
A549_G1_1F_3	0.00677971072410347	0.00146436805368318	0.00840620672863074	0.00959096863833831	0.00262254730233671	0.0064014976982227	0.00806228203508758	0.0071089475233839	0.00915500008710292	0.00279046595905354	0.00332522897762644	0.00103195063690067	0.00665622609913311	0.00518367791042347	0.00324079066267068	0.00397389141887961	0.00494980688721137	0	0.00670177360417873	0.00928132335534382	0.00438596115820645	0.0109960973070861	0.00486786537056809	0.00579174853148171	0.00801089153127728	0.0116293960115748	0.0161333716877275	0.0221867811983899	0.00516609783196707	0.0127657701900646	0.0143302156486178	0.0070610818574409	0.0155562993942086	0.00831763237218372	0.00261426066162096	0.00543379849394511	0.00734219533053803	0.00691074372538238	0.00126149022725956	0.0113553004786945	0.0028940083582524	0.00317558860736354	0.00139516297674653	0.00744111688702018	0.00602520304904295	0.00224679663483915	0.00319301419871662	0.00848022514468384	0.0021084909704876	0.00432930232920669	0.00331374593413419	0.00497165265102315	0.0088509405949655	0.0187409680086616	0.0124588026059312	0.0163925777089018	0.00969650615419925	0.00478690443224247	0.00795280910343016	0.00714326498264877	0.00189353948108814	0.0111165163973194	0.00483531931904306	0.00580675012840566	0.0106131116741372	0.00491152595977221	0.00803238274728233	0.0139312806621472	0.00986442896616718	0.00500821453688385	0.00200197235259863	0.00424084046155869	0.0060456645661689	0.00862264908143996	0.00431823474034459	0.00610939197703113	0.00880647377023853	0.00553800414215862	0.00495949519438003	0.00435957177981619	0.00315130502565662	0.00160812404768106	0.00674068672350207	0.000580221625843637	0.00340320624102197	0.011500645395522	0.00270694861768231	0.00623557584286338	0.00502619183447803	0.00305081129076878
A549_G1_1G_1	0.0102625214537246	0.00635866117508764	0.00172804992500491	0.00666597930238295	0.00614023063679408	0.000583176049177228	0.0142929942988151	0.000423984928241554	0.00283756281389671	0.004781175069121	0.00819492609804911	0.00698992925356015	0.00948180354253231	0.0105009366113141	0.00992803953528716	0.00273418495492649	0.00393587411952387	0.00670177360417873	0	0.00258002834971283	0.0108173445077948	0.00445051744834009	0.00203139376220842	0.00810552403468092	0.00940801928546044	0.00496873708268439	0.0218775390942281	0.0155033743056923	0.0104032822468518	0.00837286960965757	0.00762975860074572	0.000378548264755898	0.00886427154565984	0.00332749775648347	0.00408878399616353	0.0034100965544241	0.00883819923368356	0.00631191664215922	0.00741104037274121	0.00615504996175736	0.00460000991239831	0.00905285457399839	0.00535350970369214	0.0137783102566928	0.0126928005264247	0.00762066909655248	0.00987896013969205	0.0142660312402852	0.00460048912557771	0.0107653627880253	0.00994354588190944	0.0100393582247339	0.0124594055268669	0.0121771827479325	0.0119363972673342	0.0131729534742689	0.0144082893168686	0.0103787291960232	0.0143472355046528	0.00817656759348468	0.00823755369485985	0.0166332469235229	0.00362577154233461	0.00773175400131261	0.0166996039732885	0.00377171798086207	0.00517402610691127	0.0078002645146716	0.0043952733254603	0.0117091745268979	0.0047412146433551	0.0105325651817349	0.00196438585299817	0.00192427917316896	0.01097193946111	0.00639879499883401	0.00691097846413919	0.0121477128786478	0.00178748318944071	0.00278960699044425	0.00600236893483502	0.00529839995274104	0.0126306054173768	0.0061245692058621	0.00469959735156479	0.0173554444373389	0.00404149452282474	0.0115560256783375	0.0100995936884347	0.00969229520216501
A549_G1_1G_2	0.0123615005778963	0.00890260199811159	0.000920348415906801	0.00702693607653625	0.00855905643551054	0.00294840838376372	0.0168002361367559	0.00217446074054259	0.00173432252461305	0.00726501971779995	0.0105996787745438	0.00955523936058143	0.01149322196408	0.0128785285416924	0.0125044668959146	0.00531071348566054	0.00602236690186512	0.00928132335534382	0.00258002834971283	0	0.013371207620977	0.00223375204068267	0.00454046252991367	0.0100707004678458	0.0109997865212148	0.00244751820444797	0.0242404384467685	0.0129408569435859	0.0128067071946052	0.00758368895662926	0.00505331256416736	0.00222809155201125	0.00629894490717637	0.003603005859906	0.00666776809012236	0.00532874791915373	0.0105176044771975	0.00783135493612477	0.00996382453717433	0.00522614121513027	0.00708477053844114	0.0115678289487848	0.00793211131172936	0.0163057641743887	0.0152699754444235	0.0101317641120106	0.0124552178688866	0.0166938388445909	0.00717826772043556	0.0133199887312326	0.0125192208759184	0.0124285512878621	0.0144798643419105	0.00968449129561271	0.012660489657093	0.012629549803971	0.0166166530791864	0.0128332015853415	0.0168818203845086	0.00987948805994681	0.0107892486289443	0.0189821433844593	0.00578072052627767	0.00971305719440179	0.0191669933683499	0.00583737603605188	0.00597037866591972	0.0058256610536545	0.00358648991188613	0.0142888016509914	0.00731897164994869	0.0130724057054856	0.00387782838433414	0.000683859387573008	0.0135422947398065	0.00810727494836076	0.00771513001374665	0.0147090356914032	0.00434344737330048	0.00522290506829381	0.00838520250479502	0.0078582892801327	0.0150943230392337	0.00870440481860555	0.00705963189959472	0.0197708129666236	0.00661080594440693	0.0139441573473413	0.0124504503990449	0.0122691168371199
A549_G1_1G_3	0.00556984308420799	0.00447132772826727	0.0125452328332605	0.0138274279764079	0.00660478142651426	0.010425538936277	0.00369140739204772	0.0112387062348466	0.0129499634268502	0.0061751520370895	0.00600474806110841	0.00383853985285691	0.00613219881855113	0.00632527035812567	0.00240133435081448	0.00817936111858936	0.00802559823845779	0.00438596115820645	0.0108173445077948	0.013371207620977	0	0.014844376140495	0.00883373712316332	0.00906663123779212	0.0112106673540779	0.015785496861902	0.0118525238003651	0.0260974143056881	0.0027476345694172	0.0170972439556298	0.0183564177240254	0.0111497405178309	0.019531335542703	0.0116985719011446	0.00685037602774255	0.00981224704136996	0.0106237376823335	0.00873563555842311	0.00447993775904027	0.0144438440236863	0.00634828601952026	0.0020069825379466	0.00553768523617595	0.00305524414162249	0.00226923555531162	0.00334805779822248	0.00242870849768305	0.00436884078086189	0.00638971327794225	5.74381975793265e-05	0.0013101491881891	0.00295914731023785	0.00678626765128697	0.0229773496376476	0.0159134240122155	0.0204653659912587	0.00642358465576829	0.00207127818393662	0.00357511908672545	0.00782755278837376	0.00401569092548244	0.00705821646788939	0.00808263186340197	0.0065143801976984	0.00626192429446997	0.00927648323904401	0.0123346833455922	0.0173823330952524	0.0142415803171312	0.00210553981232172	0.00612385085263694	0.000501506996772178	0.0103986999654964	0.0126925675540525	0.00275380123032228	0.0100549003824213	0.012919353023904	0.00356564082112195	0.00917487033237784	0.00871337181335377	0.00542385922139321	0.00599405455391222	0.00270627547672335	0.00489004988442759	0.00772268457921313	0.00723213391263731	0.00701326247566226	0.0031012727464625	0.00653906837013731	0.00154477201032648
A549_G1_1H_1	0.0130526318520082	0.0104006702805619	0.00308246527116177	0.00908188978637649	0.0105859137529806	0.00462212248881614	0.0180996926050688	0.00411636912152872	0.00189845725486017	0.00867017281811197	0.0126396695592355	0.0111197292068407	0.0121022283037199	0.0149406241843334	0.0142359949307201	0.00711361362259231	0.00701081266206267	0.0109960973070861	0.00445051744834009	0.00223375204068267	0.014844376140495	0	0.00612969171321466	0.0122788748666151	0.0132327527150246	0.00243443160771095	0.025186056665685	0.011256117846558	0.0139302141656761	0.0090835246616788	0.00368113992323969	0.00407200924890486	0.00473240738584221	0.00362404711511173	0.00842573325556913	0.00751986199177574	0.0127508477510227	0.00811452846125915	0.0118091109817173	0.00368631526759808	0.00849837253550084	0.0129413933180473	0.00960830898652104	0.0176659282491935	0.0168658205319874	0.0115191456781183	0.0141884915231472	0.0178149626843696	0.00894190705689254	0.0147966166751893	0.0141160941383879	0.0135336469471701	0.0150266334102706	0.00884755899905818	0.0147413069946766	0.0141267612739272	0.0173773188925172	0.0140526686401193	0.0182603821702831	0.0102150071452716	0.0126341201180264	0.0199375679554514	0.0068604948252014	0.0103522669302859	0.0203525077624376	0.00800374808223156	0.00814996508841008	0.00359603167833776	0.00541199762187481	0.0159618050969479	0.0089957216863706	0.0144987698350637	0.00604205244911054	0.00265074216918669	0.0153092001779877	0.0103373731157801	0.00986814898394958	0.0165111615811675	0.00622386861300607	0.00723031939345531	0.00958315074151803	0.00969541246865707	0.0163053267429251	0.0104163804774295	0.00912311610934536	0.0208424714056455	0.00842798603917647	0.0150233213382447	0.0145303093747457	0.0138788260293321
A549_G1_1H_2	0.00837195522720386	0.00436321155157827	0.00374281236580144	0.007694097618029	0.00490175936907133	0.00159236605353204	0.0122726396382815	0.00245417036194691	0.00429167914888522	0.00275016842361235	0.00689655458734119	0.00503291075821905	0.00765581170133669	0.00919793223152969	0.00810714733899125	0.00121970420586992	0.0022816325031536	0.00486786537056809	0.00203139376220842	0.00454046252991367	0.00883373712316332	0.00612969171321466	0	0.0075209141563928	0.0092072187069952	0.00696991234837504	0.0198540211350172	0.0173473123875123	0.00837664385155768	0.00994984921432549	0.00953589588778382	0.00233306282057966	0.0107344690980385	0.00376873364069631	0.00234022813174169	0.00349524018913442	0.0085671547013609	0.00501006957446429	0.00574065441634367	0.00688888524469686	0.00256897721715815	0.00703438818569578	0.00347874673730978	0.0117684908362384	0.0107725325537339	0.0055995975978089	0.008059774717425	0.0122352925738981	0.00284874359080481	0.00878291009768717	0.00801813989607197	0.00801596852940541	0.0105991364172799	0.0141954674289906	0.0124454187209347	0.0145116203903159	0.0124413537743517	0.00834744180287744	0.0123427363066783	0.00661361032365441	0.00655715328267365	0.0146144096066135	0.00192786723715698	0.0059595845784491	0.014669942846239	0.00353719303448828	0.00604289324644901	0.00914863545754603	0.00617878926819028	0.00983894087368665	0.00286644566416358	0.00853223251324697	0.00266834870531548	0.00385998993298985	0.00918432963348413	0.00626185381898931	0.00759903069922961	0.010394461610995	0.00109423537538148	0.00204926049719142	0.00399130226951053	0.00365659907520356	0.0106000220914396	0.00428867735380804	0.00372744935416228	0.0153253404628897	0.00241309691507863	0.00953153791376872	0.00885339812516051	0.00777438468901979
A549_G1_1H_3	0.0125712180890191	0.00710613647002917	0.00919661354261106	0.00602216613696145	0.00331183875413339	0.00824322007064476	0.0125220635773056	0.00831619410608089	0.0109169090631045	0.00750427223894169	0.00306799092543377	0.00682280808208657	0.0124094535912777	0.0040707247891212	0.00677740596222274	0.00633636005921972	0.00912875752829094	0.00579174853148171	0.00810552403468092	0.0100707004678458	0.00906663123779212	0.0122788748666151	0.0075209141563928	0	0.00222720673717015	0.0117104224313811	0.020700354190523	0.022331587279303	0.0107482805900907	0.00951031557517602	0.0146134944486378	0.00844745321308021	0.0159050157585586	0.0111539142367425	0.00588969184597963	0.00476664222525672	0.00158034789535937	0.0117751951334935	0.00488173514557164	0.0141938027389179	0.00747553750885154	0.00869113619870569	0.00604700112040452	0.0117913319079449	0.0095509309916759	0.00802912125362689	0.00673702234309399	0.0134322074718709	0.00568695260459993	0.00901340218384678	0.00775709797367508	0.0106253381548374	0.014622006215378	0.0177439259489473	0.00685416532273059	0.0117510607938257	0.0152109699766126	0.0102450191770783	0.012125026542014	0.0125776838509356	0.00508802156910255	0.0161186311505907	0.00883820095482891	0.0113558190580036	0.0150564222485778	0.00433581541782953	0.00524606083605968	0.0158110788234733	0.00847569090337086	0.00832498510867269	0.00613885725710512	0.00917892121600481	0.00626036315515364	0.00964096335556464	0.00713399283552545	0.00217342299124225	0.00475211544465957	0.00768214747606935	0.00669326499902239	0.00554542096789659	0.00854626523026982	0.00504099201961538	0.0117615779588323	0.0057814936910346	0.00383564670875459	0.0161684857716611	0.00559807875484058	0.0116935673027917	0.00356534228559732	0.00753472236566055
A549_G1_2A_1	0.0147882625188108	0.00929923434724837	0.0101999154026414	0.00549587829004818	0.00548121091465167	0.00965571731855254	0.0145780396096502	0.00953799500231425	0.0121011664441816	0.00956965531381726	0.00521339179920397	0.00904268104115927	0.0146045723178187	0.00565671812331838	0.00887257098497519	0.00809534467864145	0.011030250736763	0.00801089153127728	0.00940801928546044	0.0109997865212148	0.0112106673540779	0.0132327527150246	0.0092072187069952	0.00222720673717015	0	0.0122731434113129	0.0227073374494227	0.0225644871865619	0.0129687149305681	0.0087487529593902	0.015106068973604	0.00970970200346307	0.016373881631861	0.0126386230866784	0.00787405031506341	0.0060049694741601	0.000684688034294204	0.0137508670924793	0.0071057213551338	0.0155623809633994	0.00952300390578538	0.0109121664161752	0.00818469954535408	0.0138394353681179	0.0115141166106449	0.0102520078642953	0.00883542541936369	0.0155617741998844	0.00773944126180287	0.0111588213811193	0.00990622497726219	0.0128502594406925	0.0168478368963522	0.0176306083377672	0.00472498398984171	0.0101113002943291	0.0174172991214158	0.0124570194260274	0.0141358640266226	0.0146816163734559	0.00727591575887129	0.0182402156922005	0.0107173853493945	0.0134966696955177	0.0170789524008135	0.00574145682804032	0.00536964073389472	0.0168239835299786	0.00872548675850692	0.0103056986773859	0.00821445489640429	0.0113493357275353	0.00745574493507184	0.0106804234267779	0.00910739460968816	0.003013359082677	0.00417126174722952	0.00949251676593357	0.00825725024182331	0.00716199998447205	0.0106845046475699	0.00716632755155	0.0139146700235466	0.00797648619415937	0.00572219720387512	0.0182259438016091	0.00756143494198444	0.0139009211127981	0.00520274925275026	0.00969399327947146
A549_G1_2A_2	0.0147448391312847	0.0113238440258787	0.00324103985627745	0.00748551541885521	0.0106635637011992	0.00538239755337962	0.0192391915713835	0.00454818806927208	0.00360202317851498	0.0097057678796658	0.0126596342842897	0.0119575749173319	0.0138521419648137	0.0148824461765106	0.0148256548202332	0.00765967120175714	0.0084408241959654	0.0116293960115748	0.00496873708268439	0.00244751820444797	0.015785496861902	0.00243443160771095	0.00696991234837504	0.0117104224313811	0.0122731434113129	0	0.0266793152161418	0.0107682226604468	0.0152532437562586	0.00686075914456067	0.00291012135453897	0.0046397435301771	0.00420418824928495	0.00560706902349898	0.00901919833737386	0.00717303257698814	0.0118863361282513	0.0100534017541022	0.0122299189394013	0.00611492089723666	0.00952515893756297	0.0140034079672811	0.0103066528871613	0.0187373053004155	0.0176430109201443	0.01256804737558	0.0147756946868047	0.0191408497181865	0.00952105670185827	0.0157335782828755	0.0148998364521291	0.014874277245698	0.0168288008561749	0.00723733844168718	0.0130798190504589	0.0118454007849081	0.0190232006264792	0.0152798055662156	0.0193098229815305	0.0121380197461589	0.0130491046655984	0.0214202632581101	0.00821171288445326	0.0120735093855821	0.0216130132913797	0.00774249886748288	0.00693350406436431	0.00528837450075363	0.00370702446461084	0.0166323101066586	0.00969829272757527	0.0154970603751841	0.00587918348893623	0.00313044692541553	0.0158384198674666	0.00960525680580762	0.00848982791531691	0.0169772710724934	0.0066701536733529	0.00742046193041219	0.0108321059389866	0.0101508692459364	0.017540476404259	0.0110579520236623	0.00913945312488793	0.0222169260267931	0.00893168158274074	0.016389308453673	0.0144278202180238	0.014645969418848
