	A549_G1_1A_1	A549_G1_1A_2	A549_G1_1A_3	A549_G1_1B_1	A549_G1_1B_2	A549_G1_1B_3	A549_G1_1C_1	A549_G1_1C_2	A549_G1_1C_3	A549_G1_1D_1	A549_G1_1D_2	A549_G1_1D_3	A549_G1_1E_1	A549_G1_1E_3	A549_G1_1F_2	A549_G1_1F_3	A549_G1_1G_1	A549_G1_1G_2	A549_G1_1G_3	A549_G1_1H_1	A549_G1_1H_2	A549_G1_1H_3	A549_G1_2A_1	A549_G1_2A_2	A549_G1_2A_3	A549_G1_2B_1	A549_G1_2B_2	A549_G1_2B_3	A549_G1_2C_1	A549_G1_2C_2	A549_G1_2C_3	A549_G1_2D_1	A549_G1_2D_2	A549_G1_2D_3	A549_G1_2E_1	A549_G1_2E_2	A549_G1_2E_3	A549_G1_2F_1	A549_G1_2F_2	A549_G1_2F_3	A549_G2_2A_1	A549_G2_2A_2	A549_G2_2A_3	A549_G2_2B_1	A549_G2_2B_2	A549_G2_2B_3	A549_G2_2C_1	A549_G2_2C_2	A549_G2_2C_3	A549_G2_2D_2	A549_G2_2D_3	A549_G2_2E_1	A549_G2_2E_2	A549_G2_2E_3	A549_G2_2F_1	A549_G2_2F_2	A549_G2_2F_3	A549_G2_2G_1	A549_G2_2G_2	A549_G2_2G_3	A549_G2_2H_1	A549_G2_2H_2	A549_G2_2H_3	A549_G2_3A_2	A549_G2_3A_3	A549_G2_3D_1	A549_G2_3D_2	A549_G2_3D_3	A549_G2_3E_2	A549_G2_3E_3	A549_G2_3F_1	A549_G2_3F_2	A549_G2_3G_1	A549_G2_3G_2	A549_G2_3G_3	A549_G2_3H_1	A549_G2_3H_2	A549_G2_3H_3	A549_G2_4A_1	A549_G2_4A_2	A549_G2_4A_3	A549Root1_1	A549Root1_2	A549Root1_3	A549Root2_1	A549Root2_2	A549Root2_3
A549_G1_1D_2	0.00182232845856951	0.00747475374328684	0.00658892446736297	0.0279761393667319	0.00396520580185732	0.0136791690122384	0.035250923647409	0.00939388867833705	0.0223851312089248	0.0139658360441914	0	0.00720594408711424	0.00673858740708706	0.00476315263846669	0.0148157170945064	0.00851430065221653	0.00950122918925939	0.00816273756981222	0.0073300856507459	0.00812025724331681	0.00593793051351558	0.0125308395683652	0.0133225356960532	0.016078980482125	0.0197680035691757	0.00650028150064625	0.0120138921821771	0.00778142767923481	0.00737385434553659	0.0126532163526664	0.0149652413928	0.0129789356143194	0.00458672145718653	0.0108775569350125	0.0083118095218462	0.0127032591191535	0.0105235854126504	0.0161312507449075	0.00938247485306206	0.00884876786006494	0.00989492482361419	0.0149517136522387	0.0181401109072382	0.0204256347255076	0.00828737627387744	0.0237313151276347	0.00924453276769463	0.00764102780820141	0.023794602403881	0.00630107339851915	0.0142627568559254	0.0129423763975576	0.0121474330312336	0.00697629215998787	0.00521494841906871	0.0139259736680286	0.0157639940342241	0.0121943166910418	0.00755622142780344	0.0226287788449492	0.0101802342823887	0.00976455357883853	0.0102049128481065	0.00943145308554989	0.00923559792992342	0.00678506237680921	0.0163097670941427	0.00651083043020083	0.00859465615120053	0.0123298523592574	0.0072870449705545	0.0116337753295021	0.0171763248433731	0.00748728510358953	0.0102954945122024	0.00643831897463828	0.00836767829150608	0.00772701478646644	0.00591447331999506	0.0120696362705031	0.00251746726528521	0.010336082371508	0.00413254104246306	0.0306857782318436	0.00702140841699861	0.00641386202499352	0.0119324886669428
A549_G1_1D_3	0.00574497348227366	0.000652951556058664	0.00345243493761632	0.0226823215297139	0.00348225345169504	0.0100716199653891	0.030085734838819	0.00302111079069579	0.0159415164300762	0.00695823214057864	0.00720594408711424	0	0.00165728511594231	0.00632376197535153	0.0149981975364535	0.00366922175266447	0.011936009886417	0.00450561938125214	0.00288447456912162	0.00380284428172211	0.0116214850806913	0.00566164909040138	0.00631599698461618	0.00890960413701287	0.0127214112875391	0.00553878673897204	0.00666326472920872	0.0051509688860538	0.00591558601365327	0.00856221090535358	0.00795597631104458	0.00693074441980111	0.00303499408035505	0.00812875946734422	0.012786734300263	0.0162154994703767	0.00331777825295141	0.0090852867852129	0.00716693548698028	0.00659695305608566	0.0114290405758289	0.0129498890477242	0.0134744769154387	0.0165393788096948	0.00115959461298458	0.0167764694131986	0.0022358447284353	0.00190838264833177	0.0192012490549695	0.00830572281784464	0.00729043058777329	0.00824834621101827	0.00556042130607514	0.00262688565836298	0.00350486456919845	0.00673847820805673	0.00956168598021244	0.00537646412009635	0.00258179334544009	0.0167143159669106	0.00511094825508086	0.0055484252070693	0.0107714256861527	0.0141981197515656	0.00245911372458215	0.00163411426930964	0.012209233986669	0.00714296283992538	0.00354066882552288	0.00524391347779229	0.000763416941592171	0.00745137252157952	0.0122037701561327	0.00801263320251873	0.00318542649402986	0.00389031260444071	0.00634351353826475	0.00267591383483557	0.00375008240773156	0.0089874638437699	0.00552246411085068	0.00413582969596588	0.0100908479851684	0.0250225091539124	0.00295793552030231	0.00604972949807377	0.00566864801237437
A549_G1_1E_1	0.00560644024883307	0.00231018199992081	0.0017961424685684	0.0242580602081714	0.00277391801428341	0.00879046651807691	0.0316615379556644	0.00463761636074404	0.0173205451702193	0.00725427373718771	0.00673858740708706	0.00165728511594231	0	0.00489857866649155	0.0133569172701218	0.0052869086249452	0.0103393844292155	0.00297225173556003	0.00438050823255383	0.00235597219760547	0.0104515907064995	0.00700170882833302	0.00753636652660489	0.00985570101752163	0.0138011459418912	0.00666523451937033	0.00831005881350426	0.00655385412115717	0.00717918537356566	0.00735375608332821	0.00824851579736807	0.0064405758583873	0.00216267965673642	0.00663469575179035	0.0113777495067522	0.0146508899245844	0.00423794305637668	0.00942240786901617	0.0055763614983536	0.00499136519673002	0.00979122811990266	0.0145031298720131	0.0151214583605216	0.0181961251036889	0.00202371026929762	0.0179052409144335	0.00366922249820955	0.00352695717475782	0.0208394475116267	0.00677097325048767	0.00851485145530321	0.00990537106038023	0.00703243270264891	0.0040585796225737	0.00436062081113277	0.00767278887396403	0.0110647460720908	0.00675505004643997	0.00118222197948728	0.0182201694559464	0.00676698990865954	0.00423334480066466	0.00911492582690097	0.0128014408537305	0.00400195618801044	4.91762915389106e-05	0.0138659341748844	0.00554254640853174	0.00517237004280506	0.00568112421462306	0.00238980792463713	0.00909609686421067	0.0138405439093863	0.00637844982016607	0.00373945957666688	0.00224136595701514	0.00471262940618343	0.00133729587276971	0.00215872486391926	0.00757372277418211	0.00463751987738342	0.00574388858080864	0.00904686082964571	0.0265426435117715	0.00438067301226994	0.00711564731975881	0.0052874878190333
A549_G1_1E_3	0.00515405313316889	0.00690968401256598	0.00352071414377906	0.0289555935511661	0.00349003304562769	0.00913013256762154	0.0363518307134573	0.00930863741402667	0.0222124107063321	0.0115206092270834	0.00476315263846669	0.00632376197535153	0.00489857866649155	0	0.0103809245728267	0.00938591256733701	0.0059075493726649	0.00443124401868855	0.00820970027042229	0.00478249241588673	0.0057812830962919	0.0118947860113037	0.0124312339584881	0.0146297813100029	0.0186283839995119	0.00911473021895729	0.012800558547274	0.00978266671404443	0.00991256133146042	0.00830577994837432	0.0124508715291296	0.00960154887667704	0.00353538393711425	0.00627819545868652	0.00648198297249468	0.0100021804182121	0.00909454382364389	0.0136220415589639	0.00478294521132007	0.00432501782527177	0.00579170760104174	0.0177979717884012	0.019537390363212	0.022364956489582	0.00692223386926466	0.0227472793235175	0.00851775674771049	0.00781823861482342	0.0252972236743712	0.00215588679717283	0.0134085559451035	0.0142088811631843	0.0118751306583707	0.00780603698930079	0.00687147023404558	0.0124678796705044	0.0158849336414473	0.0116392310316154	0.00494359410892803	0.0230364528051523	0.0110719745666673	0.00584225426681435	0.00571917893050399	0.00790386305457277	0.00878253404405666	0.00494289392258071	0.0180468057538987	0.00176897491302124	0.00934986916763431	0.0101938068662823	0.00687300491500172	0.0131638771993071	0.0183426021170099	0.00280344959697292	0.00847365045853823	0.00309611062945803	0.0038523281312357	0.00505525889272156	0.00284915984204621	0.00747396675512525	0.00253749569766252	0.0104209055253544	0.00472684405780528	0.0313391298930527	0.00803769701667482	0.00931495658296366	0.00885189675928714
A549_G1_1F_2	0.0155206232728226	0.0156468621962253	0.0115997414737744	0.0367420242988862	0.0135367470969965	0.00785798014900295	0.0440566769759991	0.0178129826066355	0.0288122452912866	0.0161100473254753	0.0148157170945064	0.0149981975364535	0.0133569172701218	0.0103809245728267	0	0.0186398405828128	0.00592664838408494	0.0105995703580814	0.0176642704210884	0.0113665381629919	0.0115700069498546	0.0192424857416726	0.0193342224494825	0.0202286945598137	0.0240851928406577	0.0192740138789978	0.0215095908690812	0.0196491663628921	0.0200002980048583	0.00894404120727493	0.0165939285502023	0.0128428893852932	0.0133024793462983	0.00749148915896543	0.00910311268277027	0.00703421768822177	0.0161802222683236	0.0174304029405606	0.0079307992828388	0.00844687522913916	0.0050262624885217	0.0277288862017548	0.0282522143320338	0.0314660320731981	0.0148940016026886	0.0279952806232771	0.0166049384276748	0.0168827407958447	0.0338472463312943	0.00852134026140926	0.0201625123512191	0.0231891106618898	0.0196569492967911	0.0173030542300259	0.0169037048902112	0.0185359353999027	0.023516834356343	0.0191393278344353	0.0124976863367078	0.0303851391369506	0.020093263564421	0.0102116913596671	0.00466324310270174	0.00957051739856567	0.0170692949804768	0.0133742263350468	0.0271612576026269	0.0086877455314514	0.0185278158462183	0.015825853255638	0.0157447169663752	0.0224465984943765	0.0269019190063166	0.00762035748883992	0.0152507362532764	0.0112188150819084	0.00865874279149863	0.012453250506143	0.0115354698505922	0.00736767282207396	0.0129058499350464	0.0188511371786628	0.0123108901718372	0.0385954567995131	0.0176018705700122	0.0195490762149111	0.0132106928574253
A549_G1_1F_3	0.0067085141548823	0.00304060281933712	0.00704772735598998	0.0197363508586233	0.00597659069507565	0.0135574933553387	0.0271033570871959	0.00189009209450009	0.0138928894064087	0.00848707828543559	0.00851430065221653	0.00366922175266447	0.0052869086249452	0.00938591256733701	0.0186398405828128	0	0.0152358043915476	0.00817229224858775	0.00122995561903273	0.00745697467495922	0.0139530253868787	0.00470891940596535	0.00565535816528587	0.00868516078127365	0.0117959052322226	0.00348553937469798	0.00355162387014571	0.00220671759255367	0.00330519796847411	0.0120043278306162	0.00936279027975204	0.00966904075795013	0.0058509062844118	0.0117736485256613	0.0156037007480461	0.0193852702920642	0.00461955773745982	0.010285300416354	0.0108355815313004	0.0102633144852896	0.0148713819026384	0.00931423707861923	0.0101588269221881	0.0130289343335438	0.00412499397288903	0.0155349886491821	0.00299325331362606	0.0017629063948231	0.0159210863363769	0.0115052720630811	0.00642188670267511	0.00482417999396978	0.00401362922575248	0.00162991435998436	0.00330706488265105	0.00687460190467839	0.00726369035934491	0.00434344858041902	0.00624416102449313	0.0141476267809164	0.00172718351281705	0.0091224936546055	0.0143262286845164	0.0169604080922714	0.00250054049448122	0.00527155384683136	0.00869412574114408	0.0105179878619304	0.000223229607180276	0.00682477312193791	0.0029089648619948	0.00384099328337081	0.00900045685673565	0.011468703531317	0.00522843534444241	0.00745081952098722	0.0099984158786682	0.00632745380699292	0.00720984194197925	0.0125842606083135	0.00780699871152637	0.00217487731692666	0.0122356702833522	0.0223035512868512	0.00150361184227895	0.00404676857739843	0.00839440146551436
A549_G1_1G_1	0.010586046354469	0.0125669771466389	0.0086074935764977	0.0345913136233085	0.00939735344147053	0.0095715663392522	0.0419912291716276	0.0149560310742328	0.027423919311801	0.0155683218950179	0.00950122918925939	0.011936009886417	0.0103393844292155	0.0059075493726649	0.00592664838408494	0.0152358043915476	0	0.00847719440797587	0.0140847265407321	0.00917730689914776	0.00564663914873208	0.0171953469576587	0.017571886901155	0.0192910536571878	0.0233359536048377	0.0149493172947126	0.0185639242586286	0.0156847459390591	0.0157702073785944	0.00972970509587048	0.0163355535548055	0.0127796583690412	0.00940441920276481	0.00737567974063696	0.00340221220394497	0.00437867908207277	0.014178941261617	0.0174078746430784	0.00662126450790137	0.00674523500112088	0.00138544243620462	0.023663574815745	0.0253492294088173	0.0282454393617622	0.0122775940156228	0.0274438937282566	0.0139929806312965	0.013601536872492	0.0310977737639609	0.0037528979224338	0.0185182314218239	0.0200440623322662	0.0173366854831172	0.0136844012816027	0.0127653453700418	0.0172564400877578	0.0213702273149733	0.0169908871732338	0.0099306644009814	0.0285095630540445	0.0168905207539958	0.00904523899650405	0.00281517959078092	0.00432646363005226	0.0143409465622529	0.0103745628540957	0.0239200016183933	0.0047973249869877	0.0151837987303428	0.0146662569128459	0.0125749287252498	0.0190430715393817	0.0241153120635652	0.00405087134796161	0.0133814226579504	0.00813439582770068	0.0065995774746058	0.00997057352505461	0.00819034789809988	0.00814429679954813	0.00811748833618364	0.0160692054898758	0.00646075452788464	0.0368355933594537	0.0139274043880465	0.0151006412791638	0.0125562587188968
A549_G1_1G_2	0.00758996747218415	0.00513350456672238	0.00169049385039749	0.026438711870313	0.00462578048345806	0.00596824851794416	0.03381994335813	0.00721619957060802	0.0189874544903754	0.00729982077176126	0.00816273756981222	0.00450561938125214	0.00297225173556003	0.00443124401868855	0.0105995703580814	0.00817229224858775	0.00847719440797587	0	0.00733784559202668	0.000773543316046942	0.0101488164475852	0.00888468506405109	0.0091626845835062	0.0108297583447928	0.0148777580519377	0.00957628797092778	0.0109126663631491	0.00952583887606829	0.0101302325409344	0.00466434846426733	0.00817381199451934	0.00517100861017875	0.00405805124574308	0.00366310999473085	0.01030286384124	0.0128534213350181	0.00580605203923878	0.00932292564040903	0.00268462461956499	0.00215458128733988	0.00763823091109259	0.0174470817164504	0.0176712073774547	0.0208749924584949	0.00429514025735744	0.0189961004451618	0.00601315113528337	0.00641375280076248	0.0233094682255287	0.00548889209605762	0.0100878280526349	0.0125997428769611	0.00917281144994306	0.00702646607259872	0.00721112537113108	0.00877979276926326	0.0131474651661033	0.00872617395845245	0.0019302664296313	0.0202119913295968	0.00953008326181603	0.00160634815191378	0.00668831341609317	0.0117160551098558	0.0064713989559988	0.00297362764506485	0.0165736406247756	0.00402507302177257	0.00803638736527592	0.00621646080575352	0.00526867108079066	0.0119127783724853	0.0163342397919733	0.00445307619603018	0.00495005403278684	0.00172777520136929	0.00202330208235555	0.00186391472149765	0.00226235322871187	0.00463632969391434	0.00567016288407081	0.00825506209432999	0.00915441264929632	0.028526763768037	0.00735038313571257	0.00999659950286317	0.00446587922944759
A549_G1_1G_3	0.0055392599923471	0.00234887137028194	0.00607394148052151	0.0209646037797691	0.00477083582914748	0.0129489521035096	0.0283288178765375	0.00238961960030653	0.0150568910813434	0.00870109051205508	0.0073300856507459	0.00288447456912162	0.00438050823255383	0.00820970027042229	0.0176642704210884	0.00122995561903273	0.0140847265407321	0.00733784559202668	0	0.0066647616191891	0.0127239576203474	0.00553017855415075	0.00643698710302629	0.00942664671015032	0.0127445576740615	0.00303932607271579	0.00478044585296629	0.00229076356068803	0.00318124993920539	0.0114283944909011	0.00963383019100859	0.00945469546538748	0.00468216239452058	0.0109874812359356	0.0143843708810804	0.0182010045733496	0.00473687216919293	0.0106375875703612	0.00995537531346536	0.00936650106552613	0.013765361790295	0.0101246823401164	0.011360426709509	0.0141658584734466	0.00363147487628962	0.0165689710800676	0.00303214404208565	0.00115015039238485	0.0171211723165721	0.0103428160323546	0.00728242072803198	0.00602221118559873	0.00496149850961535	0.000406383159678967	0.00216646228358884	0.00747462835864821	0.00843433826982658	0.00516791857775565	0.00543965265110493	0.0153658794722484	0.0029565812431359	0.00843273597570104	0.0132769214227925	0.0157369482752215	0.00267559016354285	0.00437347840202007	0.00984035644332245	0.00940485696326206	0.00127238520008189	0.00697610488023578	0.00214402272445426	0.00495953929101093	0.0102196977546896	0.0103797711448751	0.00514756756410821	0.00644713792650931	0.00906828695338457	0.00554648736648645	0.00615932677605238	0.0118680174261437	0.00657849898819356	0.00309501283342738	0.0110098357658748	0.0235318811094839	0.000337173380958311	0.00360733202862737	0.00816858022048582
A549_G1_1H_1	0.00738131281800761	0.00441684323653378	0.00153337992084875	0.0256735761971943	0.004386566399942	0.00644593069711032	0.0330572593344467	0.00645363647924554	0.0182610468968982	0.00677443586300252	0.00812025724331681	0.00380284428172211	0.00235597219760547	0.00478249241588673	0.0113665381629919	0.00745697467495922	0.00917730689914776	0.000773543316046942	0.0066647616191891	0	0.0105562118342113	0.00812507610612469	0.00842277158642167	0.0101733023044584	0.0142196824540684	0.00901715968442817	0.0101464615448355	0.00888434848322246	0.00953384496976181	0.0050457905235538	0.0076840217133348	0.00494245666049596	0.00377886112428541	0.00432650741862589	0.0108732587411474	0.0135557406964255	0.00505253257824977	0.00884958515630974	0.00344265348344303	0.002925339688571	0.00837577729729666	0.0167514097690782	0.0168999522531262	0.0201108661547221	0.0035300179123167	0.0183434500624341	0.0052421321175304	0.00570550634566426	0.0225363819732424	0.00605704089853949	0.00935590893187929	0.0118400626511786	0.00840208185260637	0.00636894376137894	0.00668756119743868	0.00809409879304303	0.0123825690117765	0.00796144826752968	0.0012251760409542	0.0194570771679478	0.00878292196649642	0.00190616383604481	0.00745200422485546	0.0122948376631566	0.00570411290416469	0.00234877650987245	0.0158133864629426	0.00461417035820661	0.00731461063770767	0.00558607203678572	0.00456558014595507	0.0111723396826722	0.0155616115454121	0.00513412092897943	0.00421394349511777	0.001778945460331	0.00279256314736822	0.00112960275719938	0.00224299126094959	0.00522348959276946	0.00568388176175324	0.00748640112772068	0.00945887894000513	0.0277753314266362	0.00669637773345772	0.00945908682788983	0.00408176589587945
A549_G1_1H_2	0.00764015444962757	0.0121073560054884	0.0092813264974063	0.0336559554230475	0.00820614590778894	0.0137620657613222	0.0409859843471878	0.014392183515551	0.0275133645612684	0.0173007900839914	0.00593793051351558	0.0116214850806913	0.0104515907064995	0.0057812830962919	0.0115700069498546	0.0139530253868787	0.00564663914873208	0.0101488164475852	0.0127239576203474	0.0105562118342113	0	0.0172815865102151	0.0179193918975331	0.0203000562174893	0.0242493469760993	0.0124024944589818	0.0175039337931649	0.0135877526328951	0.0132783508687228	0.0133590194569199	0.0182313680106878	0.0152808224508399	0.00858802911121293	0.0110266572991818	0.00287410366915634	0.00730702130895228	0.0146876576794108	0.0194016022831271	0.00971373481206776	0.00946882026191378	0.00674643924828412	0.0208776928998158	0.0239091997130102	0.0263207693051398	0.0124298748121639	0.0283451095678337	0.0138552515060807	0.012708340974286	0.0296144951343958	0.00503353511604947	0.0188977450311822	0.0186265301404055	0.0171112618356847	0.012329909918559	0.0108046427420397	0.0181206965427293	0.0209979216401453	0.0169895477435867	0.0106840080114843	0.0280566528549082	0.0156758814496888	0.0114182020297194	0.00782324477148503	0.00362783987607455	0.0140156484625013	0.0104995280499601	0.0221525386377825	0.00638353582833118	0.0139852697891925	0.0159466988416874	0.0120004455768997	0.0173823952670104	0.0228686788071824	0.00664387092739057	0.0141515067846025	0.00887213472308008	0.00907523260347658	0.0108069356041577	0.00857829972709889	0.0121148370759796	0.00620052919423965	0.015455205069041	0.00180610742983517	0.0362507814409937	0.0124598405290082	0.0123452569449208	0.0146059606152126
A549_G1_1H_3	0.0108429201535641	0.00519127569105748	0.00861547675879999	0.0175676934174634	0.00910537235532072	0.0126157320538257	0.0249434552768131	0.00318581289683872	0.0103195028930515	0.00503925146371023	0.0125308395683652	0.00566164909040138	0.00700170882833302	0.0118947860113037	0.0192424857416726	0.00470891940596535	0.0171953469576587	0.00888468506405109	0.00553017855415075	0.00812507610612469	0.0172815865102151	0	0.000959336745038256	0.0039871549040226	0.00725837748311263	0.0081852684083032	0.00368319108898311	0.00677929059360914	0.00789629100138231	0.0110576459398721	0.00562046907975174	0.0075736208441169	0.00869402703313852	0.0117860888315235	0.0183760708793688	0.0215550316234413	0.00308675527827104	0.00623671142937979	0.0113978384017871	0.010971227701118	0.016482228913739	0.011474555349603	0.00933840914338261	0.0128087879639534	0.00498225757688063	0.0112061782530941	0.0034266409040213	0.00491281186830781	0.014695773439116	0.0137455323053408	0.00175678279868855	0.00533867532589268	0.000951584989721066	0.00577327175860365	0.00763799009468584	0.00245778028009595	0.00428190929995156	0.000365858945233622	0.00726545491160039	0.0113372854092495	0.00399923928852909	0.00903277336041117	0.0155720473097937	0.0197975331725374	0.00331367327190294	0.00695886657553786	0.00883987588684978	0.0124422708527932	0.00451830760871129	0.00397835443950697	0.0053267167765661	0.00562563223900142	0.00792099083187296	0.013154023972656	0.00399691500496109	0.00909183463765022	0.0109051033526164	0.00723030734839946	0.00913365775960127	0.0121987304917166	0.0111464035941812	0.00253661638907673	0.0157290016313563	0.0196632238135434	0.00586689403197182	0.00873840903146277	0.00657156135434371
A549_G1_2A_1	0.0116656701743538	0.0059017827739279	0.0090605633917603	0.017418687852491	0.00979242252733894	0.0124598893155814	0.0247570131719375	0.0040644280282835	0.00985749262933741	0.00446406987254214	0.0133225356960532	0.00631599698461618	0.00753636652660489	0.0124312339584881	0.0193342224494825	0.00565535816528587	0.017571886901155	0.0091626845835062	0.00643698710302629	0.00842277158642167	0.0179193918975331	0.000959336745038256	0	0.00303183298356664	0.00644716347564374	0.00913624863514676	0.00447931782553801	0.00773776635399576	0.00885503248046073	0.0109298844556124	0.00492267685320689	0.00727540610270072	0.00934640483806876	0.0118478260826719	0.0189011729226213	0.021945154821176	0.00339627297432464	0.0054281579520223	0.0115791213038036	0.0111906187575421	0.0167972976361945	0.0122114836762858	0.00962097380134163	0.0131394801533705	0.00551689508465832	0.0104651128378001	0.00411316427911028	0.00575422602089598	0.0147927327015228	0.01420897262638	0.000979667575340897	0.00603750336892114	0.00185158430892222	0.00666163225077176	0.00851695044582083	0.00163210973539736	0.00426616877872378	0.00131855921953332	0.00766773536214569	0.0110902282480428	0.00494536230195531	0.00914431802818498	0.0158249545863294	0.0203276205017642	0.00408851139779327	0.0074911302673342	0.00932302637606795	0.0128649849522213	0.005461013245694	0.00370113857512671	0.00606085279246656	0.00645784100967557	0.0081952388833146	0.0135216376321685	0.00421283101311796	0.00953490999354195	0.0111647920525272	0.00761266095393281	0.00962481900746983	0.0121693955135301	0.0118351115359349	0.00348818389551964	0.0164064461428107	0.0193835688408104	0.00677235923423413	0.00969130205504976	0.00639004687329262
A549_G1_2A_2	0.0144929564231457	0.00860492231586685	0.0111296241977742	0.0169746447036407	0.0123678670403537	0.0127631775478632	0.0240913280808879	0.00703854786815837	0.0086224300078051	0.00415151913404516	0.016078980482125	0.00890960413701287	0.00985570101752163	0.0146297813100029	0.0202286945598137	0.00868516078127365	0.0192910536571878	0.0108297583447928	0.00942664671015032	0.0101733023044584	0.0203000562174893	0.0039871549040226	0.00303183298356664	0	0.00404828417037239	0.0121674973383842	0.00715097958666046	0.0107647902856103	0.0118808135084407	0.0113854511275285	0.00393475382712882	0.0074545050510222	0.0118584252433529	0.012826596046163	0.020994183096735	0.0236562307441598	0.00564382962277752	0.00372723018807205	0.0128999178273885	0.0126268719234887	0.0183619201009591	0.0145345192402734	0.0107581954945087	0.0142818070161475	0.00793214366352201	0.00817071442880902	0.00685053243709	0.00866167718004311	0.0151850020280093	0.0162006432613174	0.00242559599621452	0.00842946887058059	0.00481170088693544	0.00962632586955616	0.0114586913087921	0.00218578644114509	0.00521198629058046	0.00434952602357247	0.00969816508645831	0.0105255287480205	0.00791653847915664	0.0103826258117475	0.0172359482244852	0.0224221869256419	0.00694267568587784	0.0098072782479038	0.0110275927446532	0.0147790529612343	0.00848874177147436	0.0046268824044139	0.00879843090901049	0.00913730692053646	0.00939372404159098	0.0152825231348318	0.00615841773329226	0.011583415568132	0.0127077959774849	0.00960140164554569	0.0117808055455176	0.012870787195749	0.0143865390178097	0.00651997864836922	0.0188916418269622	0.0184831928577659	0.00975908335124477	0.0127229562992609	0.00703934978925957
A549_G1_2A_3	0.0180980007487529	0.0123392198691554	0.0151456976757492	0.013969432398572	0.0162032754039859	0.0164455817607599	0.0207469081064119	0.01044052655263	0.0052663949957655	0.00799485920804539	0.0197680035691757	0.0127214112875391	0.0138011459418912	0.0186283839995119	0.0240851928406577	0.0117959052322226	0.0233359536048377	0.0148777580519377	0.0127445576740615	0.0142196824540684	0.0242493469760993	0.00725837748311263	0.00644716347564374	0.00404828417037239	0	0.0151555257551535	0.0092859460474944	0.0136321556390048	0.0147020357174682	0.0151653549399798	0.0075117445889013	0.0112448973412251	0.0157293822586981	0.0167657773940295	0.0250224676793654	0.0276981351222939	0.00956350899491234	0.00683384850859733	0.0169133827900847	0.0166574201176306	0.0223946994618183	0.0154016223524908	0.0101432489548024	0.0133434387525343	0.0118268683593149	0.00412745020728964	0.0105508632199246	0.0121704783480612	0.0132043405818203	0.0202379513330368	0.00550994824935049	0.00994103186694712	0.007793768416485	0.0130121770895504	0.0148809551658176	0.00616489225958376	0.00575578770202358	0.00760837616986851	0.0137150568666643	0.00774317507458299	0.0106132209817949	0.0143976947077231	0.0212489273546593	0.0264511858167891	0.0105331595044168	0.0137535357288158	0.0111816796308451	0.0188218507791332	0.0116328988126309	0.00867086544687255	0.0125046613909782	0.0110551772507617	0.00905888522830122	0.0193302897186876	0.0101597625098902	0.0156045014354946	0.016748424159759	0.013624432453527	0.015781621146241	0.0167208181821799	0.0182410773866702	0.00966179187787863	0.0227905004441462	0.0150218748142466	0.0130814271224283	0.0156725085767724	0.0109896766362791
A549_G1_2B_1	0.00476574558376692	0.00516568961994954	0.00804645915740443	0.0216029992220125	0.00574421058855367	0.0154542327332841	0.0288198171415073	0.0052743917167319	0.016736216708688	0.0117366429085824	0.00650028150064625	0.00553878673897204	0.00666523451937033	0.00911473021895729	0.0192740138789978	0.00348553937469798	0.0149493172947126	0.00957628797092778	0.00303932607271579	0.00901715968442817	0.0124024944589818	0.0081852684083032	0.00913624863514676	0.0121674973383842	0.0151555257551535	0	0.00621082129084949	0.00157267737957828	0.00087597085556562	0.0140008549565702	0.0126621816989777	0.0123908847469177	0.00599134287525884	0.0132120734551992	0.0145459062606554	0.0187298321903292	0.0077748268617914	0.0136471769341626	0.0119939019442067	0.0113819223735646	0.0149032148574436	0.00872742381616082	0.0117166061770956	0.0139280803066838	0.00650368487145206	0.0187526774239441	0.00606967811975991	0.00415578024754007	0.0173174397710171	0.0112439590159667	0.00987607168116089	0.00670302803395939	0.00744316250772805	0.00307323550724048	0.00240534197978003	0.0103462876812253	0.0101931555814281	0.00782079151850984	0.0078370057702306	0.0165749067827796	0.00457546530280058	0.0108964340906717	0.0146881068027997	0.0157785309892167	0.00568973073130924	0.00667633471570106	0.00982741104671809	0.0106477834037918	0.00368878567793361	0.0100147597564142	0.0049198682761035	0.00531651515018741	0.0108486324146022	0.0117021229321001	0.00816942792715984	0.00830296125250742	0.0110059448101407	0.00797819226039068	0.00787711890959771	0.0142107785642236	0.00686303757625248	0.00564888588392911	0.0105998620532663	0.0244149000158356	0.00278583450862913	0.000572624883643274	0.0111088222399083
